disabled,age,religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Yes,52,Hindu,-26.73718510985844,96.92761694293509,C,D,-69.10083355246034,-189.94201566244732,B,C,E,B,0
No,93,Jewish,132.36401351115543,-71.13358814970435,A,C,-49.25046390438832,116.1503830437036,A,C,D,A,1
Yes,66,Buddhist,11.88412265999627,-41.985785283828996,A,B,-27.46326593391048,31.089803316597347,B,E,A,A,1
None,21,Muslim,-115.01924251068839,47.82431968948831,D,C,-48.96076628162626,23.024236121622785,B,C,D,D,1
Both,91,Hindu,-38.75025139714099,15.939972991031897,E,C,9.422495657438217,-6.21743628584873,B,E,C,C,1
None,31,Buddhist,160.81192471307665,-20.517250665374775,D,D,86.61083658778006,237.46958514702916,D,A,C,D,1
Physical,25,None,17.702948194874054,-74.04812504844432,A,A,-191.0154890634309,81.96930347549602,B,A,B,C,1
Yes,77,Muslim,55.90302400277957,23.416258753307748,A,A,-58.745955361583356,86.13393262903864,B,C,B,C,1
None,61,None,17.658452664900956,-62.94603004530687,A,E,-145.1611984048966,75.79334354405172,C,B,A,E,1
Physical,59,Jewish,90.3069044340859,175.5190774750848,A,E,37.15525260277243,-178.67397767639807,A,C,B,C,1
Mental,62,Jewish,-110.40380962412985,39.58713079104812,E,E,51.43964788728267,12.2571828542597,D,D,E,E,1
None,73,Jewish,123.21407928313369,63.4818815230031,A,B,30.394960786093833,186.4383823412352,E,B,D,C,0
None,58,Hindu,-44.552009898612916,154.45565654426463,A,A,-72.70249924904655,-78.51052673378007,E,A,B,C,1
Yes,33,Hindu,-46.93673451481069,-67.47024481672285,B,B,-27.60128257692721,-73.575447012242,C,B,C,B,1
Yes,24,None,-73.5663219007998,-255.1170462119544,E,B,32.60496449714164,47.375749287334045,E,E,A,A,1
Both,35,Buddhist,-39.611696980348924,117.5201309046843,B,B,22.79496129267225,-242.9909555681298,A,E,D,D,1
Yes,80,Buddhist,-3.7057564460092665,-39.3529536030721,A,A,111.2874454997125,24.99016504271796,C,D,E,C,1
Both,75,Jewish,194.54057112228355,120.89360642303855,A,A,18.927105215956406,198.4218974079006,C,B,C,D,0
None,47,Other,77.59765960051254,-72.1028551195661,B,C,9.220234792677157,-168.4682157563952,D,C,C,E,1
None,93,Hindu,-272.270844416642,48.103581942361245,E,C,-7.773723213313148,-141.11407535945492,A,C,E,D,0
Both,59,None,-50.95002282249731,-137.72199889932025,B,B,43.28483992670711,33.804759963294465,A,E,A,B,1
No,20,Buddhist,-47.00501193729774,0.7985996591981996,A,B,-30.292841166889374,15.834936421158083,D,C,A,C,0
None,39,Hindu,-91.43102953753926,208.3604207918759,E,C,50.18189149094433,5.545073572219983,D,E,D,D,1
Both,32,Other,-187.63428506824815,-32.25782889689205,C,D,33.69486030407626,139.39190492526777,C,C,C,B,1
No,49,Buddhist,-5.13343975377086,-33.4177649238167,D,B,60.716317058822945,65.77362393211249,C,C,E,E,1
Mental,76,Christian,31.567678976434234,-21.070155263439837,B,B,-126.45511799602048,-160.67581411586667,D,B,E,B,0
No,84,None,-17.098605378960777,-133.34057223820136,D,A,26.682206046563472,58.86792189840734,E,A,A,D,1
Both,51,None,-87.91890575457971,25.961914212106386,B,B,34.60593750907115,-71.30192868735519,C,B,C,A,0
Yes,99,Buddhist,199.9274629021971,-15.608127912680722,E,A,52.46225117648587,62.128486217841996,E,C,B,B,1
Yes,49,None,-189.29224058125868,101.98126429904673,B,E,55.727789462090946,-67.39408748406606,D,A,D,C,0
Mental,49,Muslim,-193.85470858916355,-121.46806909974939,E,B,117.34886233670446,-36.87450823938861,D,B,A,C,0
No,51,Buddhist,173.35971703888583,-121.34370341068015,D,E,115.60034208861232,-2.0990356987427754,D,D,A,E,0
None,71,Hindu,-63.80102388369339,-226.97656424050086,C,B,-125.55473058943758,139.01318348381056,D,E,B,B,1
Physical,83,Muslim,59.34055697669095,-36.00501015232984,E,B,-70.10355125996062,-122.25023043418642,E,D,E,B,0
No,95,Buddhist,-103.48309934243754,-2.105804035015104,E,D,-65.00469796416894,-30.798376786027575,A,E,E,D,0
Both,47,Other,12.304729355309682,108.58729948240781,B,A,-32.55849936089759,-34.30291069361403,B,B,C,E,1
Yes,20,Hindu,30.269695840320566,-67.14276296032806,B,A,-17.580377488601293,36.26772419886184,A,A,E,C,1
Mental,76,Christian,102.53969554645188,91.54935931415608,A,D,184.75812505605626,85.54503061075302,E,D,D,D,0
No,63,None,-7.528502638653982,280.79201475396303,B,E,-195.79960662036285,325.4219506401581,B,B,C,D,1
Both,57,Jewish,-8.31477182432161,162.1159878190588,A,E,33.27306912145026,112.937695445904,A,E,B,B,0
Both,37,Muslim,142.41891060947768,-159.92637750313415,E,A,63.00918489807068,26.184032574910443,D,A,B,D,0
None,55,None,-323.2826082207775,-193.03571092528705,A,C,-104.49622293892908,-11.588975399202125,E,D,D,E,0
None,60,None,-110.34130334281804,-30.67033336848473,E,C,65.57812450311961,2.2148607489234595,E,E,B,A,0
No,86,Christian,30.4056487863127,102.01117150591537,E,C,-80.23661173371939,-145.21574933335262,B,A,D,D,0
Yes,44,Muslim,1.2084355774423323,-13.835785026645889,C,B,86.74969757808442,-199.64747428177844,A,E,C,E,1
Yes,55,Buddhist,23.517711512561913,211.30049858485935,C,C,-1.4119876338435513,-31.563054880131464,A,E,D,C,1
Mental,44,Other,-95.41179288073292,-65.45835587470178,E,E,-93.55010916714949,-0.6923662567997058,D,B,A,D,1
Mental,83,Muslim,-47.94544369317546,-146.03922326480588,B,C,-18.857948899806313,86.36469399911063,A,D,C,C,0
Both,66,Hindu,34.97319628788067,144.63640741287776,B,B,53.065797181593666,-89.38923427379952,B,C,A,A,0
Yes,95,Jewish,-50.437916457368104,101.4772094337183,D,B,175.27220370572496,44.597198220152364,D,E,D,E,1
Both,45,Jewish,81.30276041533756,161.54705943273945,B,B,90.11420544112175,42.99372416937644,C,A,C,C,0
Physical,89,Other,-13.45478807413203,111.14747842701588,E,D,18.657779931924324,-75.71789435449823,D,C,A,A,0
No,66,Jewish,-111.19478541488262,130.93712287557506,A,E,-65.83125597189724,49.40631231217044,A,B,E,E,0
Mental,31,Christian,48.066402721603026,9.910839025267281,E,A,-125.03690672625602,-123.25327138116538,D,E,C,A,1
None,21,Hindu,-53.8507154904906,-51.912008107826324,B,E,56.398544719083624,19.429217207958352,A,B,E,A,0
None,55,Hindu,89.33940248676191,6.8792332297793735,A,D,-148.3866444416742,-19.086004816718635,C,B,C,E,0
Mental,62,Muslim,-117.85978416307428,34.606925205763645,D,D,107.08576616060392,-91.79370338549757,A,A,C,D,0
Yes,67,Muslim,-174.79289440346318,33.44697749599456,C,E,12.63023896497027,-18.626837318346904,B,D,C,D,1
Physical,96,Other,-87.85287520428349,1.7457686216156627,A,E,-88.23088817860119,47.7689695029205,D,B,D,C,0
Physical,31,Other,162.46163629616674,-32.64427245326378,B,A,-175.0648418585529,95.66391006713755,B,B,B,E,1
Yes,54,Muslim,20.566737557360266,125.98924612674635,B,D,-9.086376423279189,-11.931028765031426,B,A,E,B,0
Yes,30,Jewish,-70.31866660526683,-76.8820085883282,E,C,-98.70189277946878,-122.9524869682899,D,D,D,A,1
Yes,43,Buddhist,198.81269894723127,-23.396259934855035,E,C,-125.68738947427653,66.63053562757317,A,E,E,B,1
Yes,61,Buddhist,75.02993360632709,-67.03152174114831,B,A,-161.98778764148926,112.90673936389442,C,E,C,E,1
Physical,62,Christian,-54.281298338648135,17.28482714365888,A,A,-69.20020206144709,-82.39785636903594,D,C,A,D,0
None,86,Buddhist,36.31332278015083,-130.28213587872784,D,E,19.13399926467295,34.62810229339659,A,B,B,E,0
No,61,Other,6.116920473458378,141.84866553017667,B,B,180.9772219315633,43.070335605049216,C,D,E,E,1
Both,61,Muslim,-43.42163301105875,183.87081049478275,D,A,-13.126258439179203,68.8038847380095,B,B,C,D,1
No,99,Muslim,-126.59648022153075,124.8984435140297,C,A,52.9987691724042,72.78194479089984,E,C,C,E,0
None,55,Jewish,120.1922954947881,-43.062447454240896,D,D,-237.29112336041038,-18.81026466041638,B,B,D,A,0
None,97,Christian,-17.857923267669456,-1.4027132299713183,E,E,70.75161603050262,-58.05202444662908,A,D,C,A,1
None,74,Buddhist,16.79520745492501,-63.07143823193808,D,E,-15.373855923335444,-109.00602656725802,E,C,A,D,0
No,32,None,137.45725627786737,178.38109884652366,A,B,208.93722815005856,47.66126234343468,E,D,D,A,1
Yes,64,None,-27.566687730676392,-132.01006319784622,A,D,29.5353162857023,-223.56834586208097,C,C,C,D,1
Yes,56,Christian,-213.78364099938057,-5.405538028875777,C,C,7.535113614548979,103.04797544044317,B,A,A,E,1
No,35,Jewish,13.581277662035307,123.46673683279839,B,A,102.48069876145136,-133.74579577210886,C,C,B,E,0
No,34,Christian,44.234676031874095,-49.6487047783328,D,A,-31.155173367068606,-14.976789192668546,A,D,D,A,0
Both,77,None,-218.4839190358365,-202.44978259228964,E,D,112.5352748371528,201.7791993061911,E,A,D,E,1
Physical,89,Jewish,-183.75803992550067,-126.73729264875719,B,B,-79.48588422813579,-76.02039334194474,A,A,B,E,0
None,39,Other,84.3995179936083,48.40259279674757,B,E,-46.13497599135914,-268.1642690124297,E,D,B,C,1
Mental,35,Christian,99.1904782010364,-53.14590053626868,C,C,-0.8259597815123414,-35.79264277573599,C,E,C,E,0
Mental,98,Buddhist,-109.1653941096417,-145.2930066070711,B,E,62.747455329382504,43.886563283946,C,A,A,D,1
Physical,84,Other,-77.78008129955852,49.40929830998383,B,C,-87.46527700747127,-259.68684781684675,B,B,C,C,0
Both,84,Christian,-188.64611138129885,-215.693150314734,C,D,-256.52510081660193,-4.822815639268063,E,E,E,D,0
No,75,Christian,-173.93103004546754,8.722257278582706,C,C,-25.60321962729143,-105.79446966680224,D,C,D,E,0
None,60,None,94.9675854015363,-62.125883371786614,B,E,-119.03142180965413,-108.32847940888597,A,E,D,C,0
Yes,74,Buddhist,17.17921560623293,-128.14235530177595,D,D,268.6309486726555,0.14338671889604315,E,A,E,C,0
No,96,Muslim,133.14107938206263,-15.988603434324663,B,B,-147.8729775014252,-171.47466385749416,A,C,C,B,1
Yes,79,None,-4.550034354058534,100.27706403227994,C,A,-29.008199834918035,45.36921241055889,A,C,B,D,1
No,20,Hindu,4.6117028489442085,123.40346035894245,B,B,-15.068443267440799,-135.9111465022759,E,C,C,E,1
None,83,Muslim,-26.53036849865162,95.66739480863467,E,A,114.30988957676729,84.72087897209587,C,E,B,D,1
Both,95,Buddhist,-20.170240094397865,-43.84851482434115,E,A,-53.71405028081085,24.572883988580443,B,A,E,A,1
Both,30,Buddhist,-185.2085583398792,-3.045715721891158,D,B,-24.833645184390072,-128.1157380740727,E,D,A,D,0
Both,63,Buddhist,-1.234644214231732,-112.48011135822608,C,D,122.21791969203501,46.35991522232636,B,C,C,B,1
Mental,78,None,-56.26436699020579,-164.94303003527898,E,B,29.727785570519522,80.11561184903128,D,B,D,D,1
Physical,98,Muslim,178.17925909483023,100.41685549782935,D,C,-27.148580723097552,-40.67273451100939,E,C,E,A,0
Physical,69,Muslim,-59.23130293270966,0.6354460902260709,B,D,20.484911556842196,-224.77980795629225,D,E,E,B,0
Physical,56,Christian,-140.63525943085963,51.44585821472351,A,B,89.30489349186143,173.1321430303902,D,D,D,B,1
No,97,None,82.70893665882978,52.77034889268366,E,D,75.54223436386029,69.17943792276706,B,E,D,E,0
None,91,Hindu,-27.459380124905934,109.42301064794803,C,A,-115.62086399364304,-69.22443339250121,D,E,A,A,0
No,49,Jewish,83.58073676889552,4.366226059634623,B,C,213.14154062089347,-105.16958286880427,D,A,B,D,0
No,53,Muslim,101.31753809958353,101.37782432647602,B,A,-60.61085362676653,144.63276788301647,D,E,C,E,1
None,21,Christian,189.34034170652626,-13.044939904522156,E,E,40.66890140515891,-57.07933293898495,E,E,D,A,0
No,52,Jewish,-11.160896805906887,-109.89568054018675,E,B,36.92258885860482,231.09249830622733,B,A,A,A,0
Mental,75,Jewish,-239.98493311881631,-32.89929846829817,D,E,-207.50752834733547,-48.25088944191387,B,D,C,D,1
None,91,Buddhist,-23.222978528889417,71.77996430756293,A,B,-282.759627677436,-187.81474465524067,E,E,A,C,1
Mental,73,Muslim,12.748532266550605,-153.8388187255334,B,A,-10.524019813945864,142.76815954553692,E,D,D,C,1
Physical,75,Christian,88.97548516436595,140.30142548360172,D,B,117.64148325625979,-5.228581590507992,E,E,A,D,0
Both,61,Other,-155.26752109434162,216.32100687194574,D,D,-94.89087575009071,-87.06097789191098,C,B,B,C,0
No,74,Hindu,-111.90485002931088,91.41855845813087,A,E,37.867515112753445,-147.30822627855312,C,D,D,E,0
Physical,19,Jewish,35.91685347709078,-8.876020835575893,A,D,10.402931863359855,3.746897747222021,D,C,D,A,0
None,99,None,-35.28109890527124,-55.545564206233145,E,A,-75.5649869544591,174.73819144184978,E,C,C,B,0
Physical,78,None,251.93424839860836,-66.11745314809592,C,C,-30.182093571725886,-89.56877069637854,A,E,E,C,0
None,80,Hindu,82.85543005016044,27.228465426781074,A,D,-118.65117863996232,40.82995318473296,D,A,A,E,0
Mental,73,Hindu,75.60978936063842,129.4275119501307,A,B,151.0706214868187,-39.852167926575824,C,A,B,C,1
Yes,75,Other,-23.39608402082955,-251.51778681500204,C,D,-83.7289493595438,-28.644065445684586,A,D,B,A,1
None,81,Other,124.53655459055054,-48.71005298360059,A,D,-8.040203074103802,-118.72130629040296,C,E,B,E,0
Physical,82,Jewish,52.95437840475532,-76.20045708977536,D,A,-23.378252774329834,61.94741441444618,C,B,B,D,0
Mental,36,None,124.06404613471548,55.324536170236115,D,B,27.50979486235634,-117.84460597082793,B,D,A,A,0
Physical,89,Buddhist,-19.015122515519927,-133.65658027641615,C,B,19.13673700402825,-61.72331185262478,C,D,B,E,1
Yes,74,Hindu,59.77244354401806,-28.713013992576748,D,D,-79.74799596487242,-57.34335883623542,C,C,C,C,0
Both,45,Jewish,-15.835536242851727,-89.52045344604966,E,B,-25.294001816537815,44.46506862721739,B,C,B,A,0
Mental,92,Christian,85.17255151399024,55.482473278933305,B,E,-172.98469463302925,-82.99768025180751,B,D,C,B,1
Physical,65,Jewish,2.84879920906698,244.6389258921203,C,E,-38.52309781322401,52.70835139874796,A,A,A,B,0
Yes,29,Christian,-214.53294239413387,-3.8024458667295744,D,D,-155.99789577026567,52.83920910376716,C,E,A,B,0
None,40,Other,-34.58328834921868,-62.77132163936201,C,D,-56.8724797846106,-66.2433388236166,D,B,D,A,1
Both,45,Christian,-119.2614177180742,-62.83479916845411,B,B,48.07683714460927,5.691188051671875,D,E,E,A,1
Both,44,Other,-95.0401556830874,-23.429863521293335,A,E,-77.31615792392891,-32.97274604236124,E,D,A,B,1
None,68,Muslim,-140.5051402795967,-43.8034667067145,C,E,0.2747522240075734,-138.90977520094418,E,D,A,C,0
Physical,59,Muslim,-20.101240302280416,18.019035462873223,A,B,-196.31280472845646,-54.570292974125046,D,A,C,E,1
No,87,Hindu,20.528118507112733,32.96750631529483,A,A,-53.893356641718725,100.73994034561515,A,A,A,C,0
Yes,18,Hindu,-29.01633009645133,64.01167424456928,C,A,194.75705251324945,-157.19999013386183,A,A,C,C,0
Both,29,Hindu,-85.73000476308734,-113.89935335436626,D,C,-122.5368944465906,-32.82176925788708,C,B,C,E,0
Physical,87,Jewish,-19.149857159915975,-20.462161355733247,D,D,74.37798652292267,121.15767560694597,C,A,D,E,1
Mental,88,None,-38.569945782131995,-70.09689252587677,D,C,158.45935409239294,-214.47169709176887,C,B,B,C,1
Yes,68,None,50.681823771565796,-59.06925687170863,B,B,-21.271031934875914,5.475687665484609,D,C,B,E,0
None,78,Jewish,109.78474663099497,-30.3769266974934,B,B,-73.5403557875699,-126.99706188700513,B,E,B,C,1
Mental,80,Buddhist,-77.70275146255226,60.046166454241465,E,D,-95.88464759167304,203.27965248013143,D,C,C,B,0
Mental,77,None,-73.29779197210246,-57.854800780595994,C,E,69.11812013318462,48.90848565473869,E,C,B,B,1
Mental,93,Muslim,11.287888936538144,-31.906780498932747,D,E,-1.4458704120390722,-45.72396904496109,C,B,B,C,1
Yes,48,Hindu,46.51063239912255,-94.58960460978668,D,B,181.95422597084777,-7.235786669261454,B,A,D,A,0
None,34,Buddhist,-51.29810968881549,-100.43362494272137,A,B,-132.96522222190666,22.72740685523469,D,E,D,A,0
Both,51,Jewish,24.773271300777832,-98.08124393477982,C,D,-49.48667700868335,-58.735838772099015,A,B,B,A,1
Both,79,Muslim,143.4250300610415,76.4749813331472,D,D,-57.102762493630365,-28.170403963755046,E,E,D,A,0
None,73,Hindu,8.221198302815342,-27.1182595094151,C,A,58.08526751886932,-27.603445986108998,A,B,A,E,0
Yes,93,None,-133.16125372575684,-94.91509475178329,A,B,36.78152909980727,-39.815152617922784,A,E,B,B,1
No,63,Christian,-126.46841249881004,-69.83621017688387,C,B,141.94732385903143,-18.47618911430811,D,B,B,D,1
None,51,Other,-151.98212846548188,42.56833736681386,D,A,-131.29995348921557,153.43136259448698,B,A,A,A,0
Physical,80,Hindu,86.1402510881209,-28.0869401020368,D,E,84.33798144356358,53.2213935132131,D,C,A,C,0
Mental,21,Jewish,-35.591081286658415,-85.99089959500603,E,B,61.88111108947931,80.0536394525196,B,A,A,C,0
None,61,Buddhist,-89.37981014372993,-147.6698940334307,B,B,36.46697489526027,43.29282538117597,A,A,A,C,0
None,64,None,-137.99221118637857,31.013975828142588,E,A,40.59583012798064,-126.59987548176137,D,C,E,E,1
Physical,76,Jewish,153.2615268540071,-136.23992893768838,C,E,110.54172575031495,-74.31224754715957,C,E,B,A,0
No,90,Other,174.84196584456288,199.9082586049421,B,E,175.11879311352502,-140.39928774261887,C,E,A,B,1
No,78,Jewish,-6.524352241588074,-36.47196188394565,C,B,86.39988535734237,-64.77807639687589,A,C,E,E,1
None,45,Buddhist,64.40110156392755,-160.55814273572372,D,C,84.23673890138649,-64.55578963773519,E,C,D,A,1
Physical,23,Other,39.26615544608689,11.14459471151995,D,C,29.933003514440404,-19.220295079635978,C,C,A,C,1
Physical,69,Jewish,178.85013683015757,-185.08196981301182,B,A,16.674042615004,-237.97886658524203,A,D,D,E,0
Physical,61,Jewish,109.6976970041861,67.69659988876609,B,D,-111.07107643399752,-111.87367008078957,A,D,B,D,0
Yes,41,Jewish,-18.920965476393555,-143.04021023145054,A,B,34.76009326853719,58.772873066232265,C,A,C,E,1
Both,42,Hindu,46.19920976834519,-96.19707679158844,E,D,32.550997480590766,-275.19673069857174,D,E,E,C,1
No,62,None,-36.307443982719725,55.20214998116237,E,D,102.12471807928114,33.91607110316237,C,B,E,D,1
Physical,72,Other,-47.22007324719829,38.414636883370584,A,C,97.60293074361832,157.45447259216616,E,B,B,D,0
Physical,29,Muslim,65.19315334840097,217.37232716238512,D,C,-4.411058744689476,158.98303905951434,C,D,D,D,0
Physical,99,Christian,-127.80486201089201,218.91406790868828,D,E,25.27756395053194,65.86077349046485,A,D,E,A,0
Both,99,Hindu,108.27683504658035,164.59619703697192,D,C,-118.2657770354335,150.2543118363783,D,E,B,A,1
Yes,93,Christian,5.974302630126866,-5.857357335885498,C,B,-80.26470563784159,-133.71404414152903,D,C,A,A,1
Yes,33,Other,53.57221564212688,-16.98112940973116,C,C,-77.58610330618293,-62.9482342200326,A,A,B,A,1
Yes,87,Christian,59.69714538526242,65.55776975242567,C,E,179.63435866507885,-126.86343937830931,B,C,D,D,0
Physical,24,Other,16.769146301166046,-25.232550306308056,D,D,33.31409809251686,116.97732433827439,A,D,C,C,1
Mental,60,Buddhist,1.3256945876163189,74.85324715245818,E,D,53.25373866557801,130.56377658516868,A,E,D,A,1
Physical,86,Christian,56.40070747938661,38.171584128780836,E,D,156.52913291123423,-83.63920923945739,C,B,C,E,1
Yes,81,Christian,80.8499700064034,-14.590363166002968,A,D,26.176076929905335,-242.93571131027068,A,C,E,A,0
Yes,76,Hindu,-128.31783155593993,58.59993625541554,D,B,-6.564626381385323,-76.73356252616162,C,A,C,B,1
Both,81,Christian,-42.314634615899784,29.962188644127647,C,E,29.991718873697685,78.59515766810055,D,E,E,B,0
Physical,83,None,-10.364906521216298,-243.949577295158,D,C,-1.0138639340849882,38.87127592203786,E,B,C,C,0
Both,75,Christian,23.181410904232617,109.07390714491596,A,B,-13.92320638901006,-93.05927129268828,C,B,E,B,1
Physical,43,Christian,82.81200798102083,-1.777568193482668,A,B,1.561673083663333,-123.7139099849908,D,B,C,C,0
Mental,18,Buddhist,232.1667889571862,75.20508306948139,A,E,35.2276244717944,92.2717870808372,D,E,A,A,1
None,59,Other,88.07851119142865,-54.91811763921635,A,C,-22.571703263219646,-87.21738313626555,A,D,B,D,0
Mental,79,Hindu,75.08431273680083,-17.36084073353824,E,C,77.71911425344193,-111.70696829079583,C,E,A,B,0
Mental,91,None,47.840944007221765,-15.488777613872612,E,E,52.56530187616866,-22.73721520514359,E,E,A,C,1
Yes,91,Jewish,68.62392125248014,-139.62315568573615,E,B,-38.64167794042207,-96.52384573480624,A,E,D,E,0
No,98,Jewish,-13.625727648753772,-84.35465850632087,A,D,49.640566417925605,30.16183437253949,D,D,C,E,0
No,98,None,-21.58820488375589,145.16555437636808,B,A,-13.844294189121864,19.604213129723604,B,B,D,C,1
None,19,Christian,-10.368358668161397,-54.16715195835913,C,E,130.0144781278463,-85.12770176073384,E,B,C,A,1
