Race,age_range,gender,feature_0,feature_1,feature_2,feature_3,feature_4,target
Hispanic,18-25,Female,-102.41647070541822,-78.28719580940987,56.02301583343596,-224.43953798470204,A,0
Black,51-65,Male,-182.07546133021384,74.38362161702139,-98.66866347072767,-70.71603927469361,E,1
White,18-25,Other,-63.19819069089432,28.751327760090494,52.06845895683109,-59.773200770593625,A,0
White,36-50,Other,153.61181446931477,124.89869924875086,17.422877783124747,-136.39111570152218,A,1
Hispanic,18-25,Female,-130.00173374569974,100.79683285140237,3.148819243718585,20.43460306064345,C,0
Black,51-65,Non-binary,203.40157312397253,-130.8880660852198,0.5575778171561496,-108.67988257529619,A,1
White,51-65,Other,-72.49117103504938,-0.05199726996053178,59.83915745872783,193.51718836192111,B,1
Hispanic,26-35,Other,-53.78777144113654,-19.15203496805309,-128.1155738465388,34.50150715568552,B,1
Hispanic,51-65,Other,11.919165864020194,-80.12731800058788,194.60539109472495,19.045074557999783,A,0
Hispanic,65+,Other,30.165573164859005,-41.837237236121645,-114.17774825394231,1.0896997477851995,D,1
Black,65+,Non-binary,171.94463152787202,-185.11460953261053,-69.24924589052407,-114.79602632022774,E,1
African American,26-35,F,58.280384694436094,52.21754842487505,110.11389689114262,39.675835978788655,E,0
White,65+,F,103.81747717946115,66.17661805252034,156.9479531621901,47.10062143503049,B,1
Asian,65+,F,-127.42786154048875,111.85924923722087,88.2872942285882,140.4781007547737,E,0
Asian,36-50,Male,-114.9726583818703,-64.71393672855189,-17.959723702376483,-158.94090976718104,A,0
Black,26-35,F,-66.53707121654435,57.12772541035038,99.67026635116498,6.042252115765653,D,0
Asian,26-35,Other,122.55952162770896,44.724419286459394,-116.04363071945924,109.00268685063254,B,0
Hispanic,65+,F,164.12965743686027,-75.38240024449256,-25.32761440992615,-25.258035240752314,E,0
Black,51-65,Male,149.10061449493764,-145.65225421358795,-215.92613661939325,-5.1205981475644835,A,0
African American,18-25,Non-binary,154.02165877851758,-15.378774118759353,38.35924676756848,21.478012339600706,A,1
Asian,26-35,F,-37.48463065054498,89.16093167119409,103.77148813512468,-7.5599371097816,C,0
Asian,36-50,F,-39.62040739818336,-11.875309306207315,-190.84252188477728,-96.52124280790655,E,0
Black,65+,M,-166.6989396113306,23.32578577600853,-68.96972726386237,-81.32687930059443,E,1
Black,26-35,Other,101.71917210414321,224.21060118960335,-130.81920285867466,63.40868136085184,C,0
Asian,51-65,M,-135.0470807946714,158.61167951247936,166.26509836374876,12.961884818430649,A,0
Black,51-65,Non-binary,37.91995595737831,63.36367233491222,196.4207023893413,177.22371351956826,E,1
White,51-65,Non-binary,-37.53294125045373,64.82977215770254,-248.73349136704834,-89.85940701211304,E,1
Other,65+,Non-binary,13.020593820400745,-130.08321102678684,0.10874557021665929,-75.6996708962579,B,1
Black,65+,Female,-27.051857850480655,1.3152350615713406,12.143057442284789,-275.9854323871201,D,1
Black,26-35,Male,34.02448125762976,-57.37248461512267,9.124697739233339,-23.00045557780467,D,0
White,36-50,F,-226.51892993138,12.088103919624642,9.144397519914973,119.82494852885286,C,0
White,18-25,Non-binary,-44.46773142517901,90.77030746367709,20.136180515953274,90.64266564989154,E,0
White,18-25,M,-125.76366321744135,-8.997310290331683,123.32627146382546,105.88234444644542,A,0
Black,36-50,Non-binary,-52.02947857780257,-151.7970753338953,-68.15262607345842,61.33936806058986,C,1
Asian,26-35,Other,53.35539414374681,64.9213794379453,-80.22957418512048,-155.1090531889808,C,0
White,26-35,M,-36.53846650281807,74.08512799311404,-1.1013140858598363,211.62543579594578,D,1
White,51-65,M,-124.63336902554127,21.521315362730995,52.94320217277318,38.38524286084773,B,1
Hispanic,51-65,F,-132.01869887118457,-65.09020459670376,-183.69402869691604,89.89753024783404,B,0
Hispanic,26-35,F,-109.66991807169985,45.24420064861239,-50.364786376130496,-11.975275394806879,E,0
Black,65+,F,43.69597118889758,-76.07823271942492,111.64292322986242,-135.97796749197948,E,1
Hispanic,51-65,M,91.86196719095622,-140.6163534098754,25.966059587025885,-189.47272162985888,E,0
Asian,26-35,M,75.12147931444579,66.23051660830953,187.48959568876376,173.11417737298387,A,0
Asian,51-65,M,-104.6178589309248,185.14714577173572,-102.86719411610676,45.50278693261137,B,1
Black,65+,Other,141.52730635081696,-148.1854685478079,-33.02088987656072,45.32184325941699,C,0
Asian,65+,Male,160.413655096864,-188.67355443654054,-66.78828163310253,99.37297139586127,C,0
Black,51-65,Male,-105.50129006703999,-91.393178907284,87.68009531089987,113.15870022106296,A,1
Hispanic,18-25,Non-binary,-4.6095514073192785,-24.039159723782273,22.24456143265343,63.94976725187812,D,0
Black,18-25,Other,-143.3323146207047,-147.67923048600088,-68.64262989159994,-240.6884031075708,C,0
Black,65+,F,-0.8753715762700467,119.50621085068384,-24.34138161206811,40.87883848338917,A,0
White,51-65,F,-48.72151226969191,-27.703083067802964,75.01304416665687,79.89141020129414,A,1
Black,36-50,Other,-42.21794028552841,-172.0369640096103,-203.23091163221116,-107.05341333074033,B,0
African American,36-50,F,29.605629720764348,92.67132023998343,98.78964118292551,75.2269977013293,A,1
African American,65+,M,-120.70352073189716,-63.91796759253903,130.7673694623931,161.46085145651605,A,0
Asian,36-50,Other,45.19571301129623,0.808745973319099,68.61437691909535,24.448555649620506,E,0
Hispanic,51-65,Other,108.77087523549294,127.04731820172188,-13.339660453991401,187.1919016505567,A,0
Black,36-50,Other,277.58792453135425,-90.49222469686087,-162.4749875486761,104.27041276215432,C,1
Other,65+,Non-binary,67.06891349723062,-31.903435478022946,-48.27621290832283,-55.15164458802284,E,1
African American,18-25,Other,-115.91192418822784,-70.5912736567895,-101.586682215336,-57.653882722819695,D,1
White,18-25,Female,-30.066667743567276,-44.96880256646049,-1.5639421458406906,-10.64748426500477,C,1
White,26-35,Male,77.49752146909022,270.0092089708334,132.08844784315443,19.943778897615434,B,0
African American,65+,Other,15.989508731320829,243.78798540062957,-32.61895852491713,-70.06212328762132,A,0
Black,26-35,Other,50.12535379410762,89.3458351827717,-74.37926685279727,46.65458554064404,E,1
Other,51-65,Male,-47.213281511993145,0.4841326909222816,-170.74756109921515,26.669374600239305,B,0
Hispanic,18-25,M,29.767389411104205,9.469563102680285,125.89191249087605,46.101861376682415,C,1
Other,65+,M,-11.840083803663077,-83.12655532776591,73.61518361220665,60.006843374901166,D,1
White,18-25,F,104.41534343942745,-187.5495689984511,-173.90046110066612,75.51801421889644,C,0
African American,65+,M,1.1416018734666598,35.48168700503638,-83.76858741765597,175.99520653916068,A,0
Other,51-65,Non-binary,-182.33102530335572,30.568564875233378,-86.57075773320716,-119.816067434886,E,0
Asian,18-25,Other,-30.840903494284948,-45.83136091778231,6.422722964481967,156.45200929738039,C,0
Hispanic,65+,M,98.96312708674729,42.48166099372235,91.3213378236989,34.43633738594686,C,1
White,36-50,Male,156.78635277363338,66.81057800029573,9.173623804924445,17.874968066740323,A,1
African American,26-35,Non-binary,51.609840441117406,61.136047465826884,81.12868951723541,41.46870005913531,C,0
Black,65+,Non-binary,-81.92405618855064,8.939317724722269,175.7501108880523,217.53378377075467,A,0
White,51-65,Female,42.58118965687685,-40.140324811817216,158.72009754512337,-52.55557974062973,C,0
Hispanic,65+,F,54.57522778558287,-81.51569950058463,-42.83261640237696,-56.38392279046735,A,1
White,51-65,M,-39.49985605826469,14.797432142865116,-106.77067407321337,-102.7012926987005,C,1
Asian,26-35,Male,24.126075263776787,-112.98895766361696,-204.92657348909424,-69.75092901691478,E,0
African American,65+,Non-binary,-198.73509111210734,59.90635470683233,-110.46254449070749,3.7578798707209318,C,1
Black,18-25,Male,30.096309416157908,105.1837141641796,115.22528892213857,-53.58347334890644,A,0
Black,65+,Female,155.31400717986256,346.29904807687916,34.562805505758035,140.95658298327155,D,0
Hispanic,26-35,Other,30.13004965019843,-1.8789255177176976,240.2836074422437,-51.6610708007484,D,0
White,26-35,F,38.05220495484232,-79.23292523104696,153.52853641333633,-61.46091744873017,C,0
African American,18-25,F,36.546795443161045,-77.53917765707166,-111.04764071058253,-139.4231280588221,E,0
Other,51-65,Other,-172.91891744483047,99.18039245914177,-21.02822942745958,186.7143540600296,C,0
Hispanic,65+,Non-binary,-49.56548056006561,249.02932839508972,-95.35023481309128,59.16541020733496,B,1
African American,26-35,Other,144.51547355497357,79.03087023799633,-157.48806091085063,3.279239311230541,B,0
White,51-65,Non-binary,6.7058926179031975,-16.391836688366247,72.55101017292445,-1.9302399610631824,B,0
Other,51-65,F,-23.214013527019564,3.052827349356426,-62.424858778415995,-96.92186360393877,B,1
Black,36-50,Female,-31.759533905533093,14.636387658666594,-102.27821063823032,74.74646682621136,E,1
African American,18-25,Female,204.32365717037223,-46.62979911350511,55.503561452340776,-27.306196114086063,B,1
Hispanic,26-35,Non-binary,115.11497210499302,29.71576588798066,18.280239765838438,98.57754027425048,A,1
Black,18-25,Male,-109.28805193648773,-135.67760496410472,59.390302856489306,72.2761724687657,D,1
Black,36-50,Male,18.150421294763554,-45.60101438364009,85.39843572046864,48.538469521759474,C,1
White,26-35,M,-90.57245150697969,-263.3585920931061,-37.7065064326784,38.92512221326265,C,1
Black,65+,Male,-108.4298078258898,-67.66287130546651,-51.79865709957274,87.85132028117512,A,1
Black,36-50,Other,-52.82454980309623,95.73291134428942,-280.83594385976005,23.699588388593913,B,1
Other,26-35,Other,158.2902606940835,13.652874995997847,94.50836041475475,3.675000499396824,B,0
Black,36-50,Non-binary,177.0538315836345,115.25346183897094,14.505537536647106,-119.08654974152688,E,0
Hispanic,65+,Male,-80.60657919225946,123.42540412555871,146.19333899602802,216.53910650111095,D,1
Black,51-65,Non-binary,52.132749236767395,45.98468535822081,38.39124958581488,-36.134363904528094,D,0
Hispanic,36-50,Female,195.38178290865,51.414719007273,237.25619513799128,-14.27322699140391,A,0
Hispanic,18-25,Female,119.60170470528621,-0.46215389140410057,-1.9550958182043967,63.44484363675483,B,0
White,18-25,M,-35.93553407390825,-71.76685186987194,-68.40395496799239,-36.36820992843573,C,0
African American,18-25,M,214.8312353317131,120.668796204467,92.81796599222059,-24.96954501068696,E,0
Hispanic,26-35,Other,-184.62035204881286,-46.5444521240653,67.88605293274466,-91.10564218139086,E,0
Black,36-50,Non-binary,-33.46933179360263,-102.10265905783638,-152.90926310906025,99.28381164818427,C,1
White,26-35,M,-41.757321281652715,172.66291909404353,71.95675779854696,36.70981527145284,B,1
Black,51-65,Non-binary,-134.00562202558365,-9.734159176225674,-23.21141335672487,71.73968241935694,A,0
African American,18-25,F,126.95940354774586,112.07967268044045,-113.73242132267336,-59.148235653204715,E,1
Other,65+,F,-34.762830186385386,204.07313589635027,-117.87498868104878,70.38603627503625,A,1
Asian,26-35,Other,-94.12049537499755,-53.18076424962468,-93.49753921181964,-59.11977063085718,E,0
Hispanic,18-25,Male,33.87538897227705,-71.47411485795699,80.63805072589989,-62.17264745286435,D,1
Asian,26-35,Other,167.00717709814782,-228.75542388036965,-176.67163783192726,-1.9544947964683237,E,0
White,18-25,Non-binary,67.14399073990164,-11.646696421152559,-364.7790859976248,51.0622747446007,D,1
White,26-35,Male,-79.55890722659737,-3.036058445096608,-179.48414400381256,-25.38905243053901,B,1
Other,51-65,Non-binary,-28.595462978760622,-44.70830712350828,-50.657429865416034,88.40594618913342,D,0
African American,18-25,Female,47.00748907816183,89.34094292343565,40.34487967535468,-34.74553653632276,A,0
Hispanic,26-35,Male,24.225488642187067,-74.61283579542388,-104.07922593227197,38.2693604165863,A,0
Black,36-50,F,38.189971601946745,104.58926861600817,108.93739604366084,96.62114019398213,C,0
African American,26-35,F,53.890214363434666,-160.80737546567073,37.57172511680113,-24.68907956465057,A,1
African American,65+,Non-binary,-52.91902234326628,-58.05605649910201,69.36399122483819,-199.58839842974706,C,0
African American,65+,F,102.60249975602879,71.35350853116145,7.569555871437246,-102.94476959730056,D,1
Black,65+,Male,-113.43631074503686,102.38578553536308,94.02993902848655,84.56948374302995,C,1
White,36-50,Other,-38.112376393319174,41.48926473282524,191.80227788915295,126.71924085890744,D,1
Other,65+,M,126.70112747769195,-98.63957810403626,-58.636033747336356,28.45406818511687,B,1
Asian,51-65,M,-189.0431771480229,102.51355392570012,-125.36925938185533,-121.96564579135942,C,0
White,26-35,Male,-28.502919201133437,103.27060770158394,-53.008879341088985,-67.26485527846546,B,0
Black,26-35,Female,-53.62943825661218,-25.391488533334133,116.7960808584467,-31.967814536991806,A,0
Other,36-50,F,-47.026242861409905,98.89871733743848,122.79284586441499,-38.819515475323364,D,0
Asian,18-25,Male,123.87483106856669,70.05747373985783,71.72629197738132,2.5207652246656473,A,1
Asian,65+,Female,-22.411508286609568,163.0420591612717,28.98375007951467,-89.89892249676204,B,0
Asian,65+,Non-binary,-153.6448325669749,-60.15112239283311,-67.38971656834018,-148.4191637939174,A,0
African American,36-50,Male,-68.54597837564056,-73.18214928458339,-142.85735894414358,32.32075344362488,D,0
African American,18-25,M,73.25583099292203,-5.954100449214839,45.20458406911627,-175.05424870882794,D,1
Asian,65+,Other,-64.90002538689058,-132.15471625090268,-20.052066085059217,119.1962696145252,A,0
Black,65+,Female,15.062025780200706,22.069790101432453,-82.18567655904526,-81.06567824251117,A,0
White,36-50,M,55.13807239910336,-22.09505774490746,8.945679408274817,-17.602104456833665,B,1
African American,65+,Other,93.73559279742379,153.42161415367602,46.40005199096565,-23.58016210154252,A,0
White,65+,Male,-50.413416419302635,27.868585001564345,54.92120135898432,121.21698038851947,E,1
Hispanic,51-65,Male,-59.81950119431334,-190.37526501737108,-37.928188327461264,115.8413172111799,E,0
White,51-65,Female,-46.987839755733795,-0.04699240858420892,-161.88427634807164,-72.14441725569681,B,1
Asian,51-65,Male,-65.43151555113211,-59.38872792924119,191.94544968295614,11.818792515032348,D,0
Other,26-35,F,28.33521106008553,116.53229657431596,22.9461054932303,3.5558461600086835,C,0
Other,26-35,F,77.32396207513288,-131.01785756899983,-58.664662523337995,142.84566927816428,C,1
Hispanic,36-50,Other,54.250333393211314,81.48748378566661,86.91860210186594,-21.908227569744067,D,1
African American,36-50,M,81.7335699412117,-246.08198474850514,-41.59271251740715,5.035300457232608,C,1
White,65+,Non-binary,72.17678553449524,-110.04780866178012,-30.50438754480777,80.95451721098313,A,1
Hispanic,26-35,Female,-59.720491095927684,103.95699300794774,40.68174592445503,27.880350271609494,B,0
Asian,18-25,M,-47.767599806725485,-27.286290552131764,55.29993163548058,154.09531855887556,E,1
Black,18-25,Other,-50.9636327911148,54.08535526976445,104.29255815882684,-94.75068773820054,C,0
Asian,36-50,F,-1.028952963396073,85.9712994972592,-107.28839868507556,59.03068007402044,B,1
Black,65+,Male,-17.670776651401457,63.73422394393889,32.334606219773455,-51.73786521689121,E,1
Hispanic,36-50,Female,-17.12041639770906,-0.3813899644301085,-185.349327864186,38.54695492045583,C,1
African American,18-25,F,108.32039934342836,99.91640092128134,-90.01846534853277,39.76964947816628,B,1
Hispanic,51-65,F,197.0431367213644,-17.84521948843631,-0.7051938139938939,129.05241758662555,D,1
Hispanic,65+,Other,158.67601302259652,-145.38638033025572,166.46444055325853,-31.864162526570233,C,1
Black,65+,Other,134.4364062862714,-89.37150374028008,-53.455087157780554,86.69464483806144,E,0
Other,51-65,F,43.64381276238538,129.78474160372866,34.58549839670241,-38.175803986465176,B,0
White,26-35,Female,-57.2920817024261,88.64780708003967,-36.457041963026285,-74.0993207309829,D,0
Asian,18-25,F,80.19255979986556,4.749477962609437,27.784933125040595,15.927149352512396,B,0
White,51-65,Non-binary,-125.51579378711257,88.76757935244325,-58.725951169721114,194.71180615649337,E,0
White,51-65,M,57.32622661391744,-125.75002868370686,83.64215316013934,-94.64875051808617,B,0
Black,65+,M,75.47247903029968,79.43369312831179,-60.448655268782815,194.3474773087488,E,1
White,18-25,Male,-90.19501660894382,-36.176647575389595,67.5603226494738,1.8726312331218717,A,0
Black,51-65,F,-41.87620825540946,30.850780213725283,23.849944398662764,39.78318386744663,D,1
African American,65+,Other,133.82653779624428,179.48402178434236,50.7996907221609,100.84321880567701,A,0
Other,26-35,M,36.892440847550056,220.80432343625472,67.00480343766209,77.79577078307042,C,0
White,26-35,Male,-20.185987828915806,41.063464235211036,116.04505600825435,120.56036588662802,D,0
Hispanic,36-50,Female,33.95942330052535,-118.40344713888888,-161.02399108958906,-27.59566550683773,A,0
