Veteran,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Non-Veteran,Brazil,E,-33.16137600659089,-45.351150627475434,61.95353200615289,B,E,B,C,A,A,-75.91299741563391,C,53.009929485765305,C,E,-48.557418338219904,1
No,US,B,-5.664138515079154,-20.761565003500746,53.800486757349454,A,B,E,C,C,B,52.82164309012734,E,91.55663182997472,E,A,85.82244787305339,0
Non-Veteran,China,A,-248.28151529305953,-33.168643805979016,12.819766375156552,D,B,E,C,A,E,221.51122040387702,E,-216.31316733141563,E,C,-44.3309398732832,1
No,Germany,B,49.95458580256771,73.6025875185674,-106.20049080185827,D,A,E,C,A,D,62.867951837060275,B,100.34525139059618,A,A,-28.9919834546539,1
Veteran,Brazil,D,-91.15778475556638,-3.3631326718907784,-113.19988854967013,A,E,D,C,A,C,55.00791805914111,D,-82.27571306326263,A,B,-202.30126779625078,0
Non-Veteran,Brazil,E,11.475658935704217,120.9109495554797,124.48694381067133,B,D,C,D,E,B,-99.79252756477503,B,-53.68516334935238,E,D,-23.343951552215852,0
No,UK,D,-45.18270464862261,55.726546560218615,-72.99042125278963,D,A,C,E,E,B,-8.12836902594181,C,158.45128444250457,B,E,25.336691080050272,0
No,Other,A,-16.85178069977928,80.94308725800417,-70.74282232213719,D,C,B,E,A,E,-94.84843521666316,E,83.15107058999047,D,B,209.12565607449704,0
Yes,China,D,41.53898920304787,140.72699997937397,-132.78977446048782,C,C,A,B,C,A,28.43871332581979,E,-7.513486734530639,E,B,104.58358638452465,0
Non-Veteran,Mexico,A,-165.09168530989285,-52.61216908310495,98.89034070207401,C,E,C,A,D,C,-16.880536962236974,E,141.60713360286462,B,C,138.2708067809709,0
Veteran,Brazil,C,72.91709840131148,-6.963391652261974,-96.36396645958828,C,D,A,B,A,C,100.62821715927441,E,42.40036823682412,D,E,13.75700195764528,1
Non-Veteran,Germany,E,69.04578540965383,134.796430473844,-10.858948913983253,B,A,E,E,C,E,260.4898052725297,B,21.27449624808638,B,B,186.4442070509571,1
Non-Veteran,US,C,46.51908220474973,21.914117791463543,151.72300666600262,E,D,E,E,D,E,116.15796964577936,D,29.743291245184928,C,D,179.09735828019274,0
Veteran,Mexico,B,57.80532203738231,-6.384639386930435,4.609003501941634,C,E,D,E,B,C,58.46294485708763,E,-76.10000322327399,E,D,-50.92218308509986,1
Yes,US,E,-25.480359021393266,-220.4322037403782,-134.91423226070089,C,D,B,A,A,D,138.36685176990613,D,192.9450612618815,D,A,-53.679836647304434,0
Yes,UK,B,51.46552916124125,-26.450556679349763,-0.14484707391691168,C,B,C,A,C,D,92.72182322319036,A,131.40554659841678,B,D,-55.974702684427704,1
Yes,Brazil,D,-48.21512888686409,19.79345743825828,111.06802157185336,B,D,C,E,D,E,135.17206145531208,C,-184.7863182901359,C,E,115.21528777187781,0
Yes,Brazil,E,-9.1432390054092,-112.70340267106747,15.810598808362359,B,C,C,C,D,C,146.56300223938018,E,79.22706417900022,B,E,237.131102182882,0
Veteran,Germany,D,2.864140314147923,-15.89985969547374,-92.40805962609066,C,E,E,A,A,D,-74.03824423815183,E,130.16582497238105,C,A,75.8846881631778,1
No,Brazil,B,-11.611403762669454,-0.14168004893846406,-93.93380741083688,B,B,C,B,D,A,76.9227936488217,D,110.07689015942094,A,E,62.15798918604663,0
Veteran,China,A,135.4396720683366,-38.60150926054646,-56.97571790683692,D,E,D,A,B,C,70.203022671441,C,-98.88266934916426,E,B,154.8206947444699,0
Non-Veteran,Mexico,B,-40.51035249402496,-25.331364608624945,-43.84018371990743,E,D,B,C,B,A,100.4392111194522,C,34.444202691359266,E,B,155.94207513874935,0
Non-Veteran,US,E,183.51310294314266,-31.620978176880328,65.76178785632757,D,B,B,A,C,D,-108.36364973337076,A,80.1126911933859,C,E,-52.754471161970685,1
No,Mexico,D,47.72116321448724,-84.37511881696736,77.44251190265392,D,C,A,D,B,E,-135.70110109938156,E,-122.73370783314266,E,E,-73.7395696120273,0
Yes,Germany,B,50.79748320723873,-3.9875469854998324,-35.07806487684036,A,B,B,E,C,B,56.93631854727834,C,56.821918191856724,A,B,56.1000093129446,0
Non-Veteran,Germany,D,68.86776211947334,-192.20539591294857,47.29299586015248,C,C,E,C,B,A,78.79057322336946,E,-107.0091337611438,A,C,-213.53585419594526,0
Non-Veteran,China,A,-114.3681644663113,-71.8235141412358,83.70855057123254,A,C,C,E,A,B,-60.90188837417065,B,-21.6996265455316,E,A,-3.980639132946062,1
Non-Veteran,Germany,A,1.8157694901513022,71.93317409448053,-69.22454682562821,D,E,B,B,C,C,-17.62818948889262,D,-155.48811404368593,C,A,14.247829819616825,1
Yes,China,E,138.155231135146,41.99524503503425,9.298383739686418,C,A,B,E,E,E,-97.98274111282919,C,59.86853534456428,A,D,51.042364374077245,1
Veteran,Mexico,A,-99.0008142216329,112.39182542015693,-94.64589998027617,C,A,E,D,A,B,179.6357024459812,E,40.01549069991979,A,D,-111.6982043885248,1
Yes,Other,C,155.26939147373136,-1.3429174635242842,-41.26563273970532,E,E,E,C,E,D,-45.24729131345259,C,-109.16363038491062,C,A,-207.86135706190117,0
Veteran,US,D,-231.1605378204716,219.1134556030561,4.760137398860301,E,A,E,C,C,B,1.2212980500517319,B,-161.88700472256383,D,B,248.07989735704518,0
Veteran,India,B,73.00903893733516,-22.132945286105706,-105.98288436907796,A,E,D,D,D,C,-49.527464769493925,E,69.13989513555369,E,D,37.55260633439271,1
Non-Veteran,Other,B,-23.499456748356575,-27.530999286569095,123.82274442753966,D,E,E,E,A,E,161.84355987730603,D,91.39317025600124,A,D,-91.58388000822112,1
No,Other,C,110.00515803874542,-82.08467861556352,-111.37489399373257,E,A,E,D,D,A,16.1987685334907,D,-56.45504661559067,A,E,-15.431621420701639,0
Yes,India,D,-152.31165609188523,-66.35111731689322,7.786153856156197,C,B,C,B,D,C,65.41997877741302,C,-62.27060479620054,E,D,29.61874058060449,0
Yes,Other,D,-42.576096009329824,44.72142297546197,-93.19481894311153,D,A,D,D,A,D,74.46557352599712,A,-41.960440096068865,E,B,-105.39970125055495,1
Veteran,Germany,A,140.61339159342984,-10.930510551757106,-50.31093425926186,C,C,C,D,A,D,143.647944622212,E,39.12963638993759,D,D,14.2771373623959,1
No,Mexico,A,87.63702636529833,-22.018807355520927,-129.31378788811423,D,D,D,A,C,D,-63.40701614319491,E,-178.4160011352012,D,B,126.46698982739085,1
No,Germany,D,-73.36070763024037,-27.912104221879787,-63.95871857930969,A,E,A,C,C,E,20.874251891761865,E,-117.0179711895818,E,E,2.806436665652626,0
Yes,US,D,130.24869753410616,-177.10416760510782,-10.988780463603296,C,D,A,B,D,C,23.38725416410352,C,43.97444465228522,C,A,230.19479379191964,0
Non-Veteran,Brazil,B,-28.537939784077444,-32.785484379177284,-61.77404605227482,B,B,B,B,D,B,-28.151700053665174,C,-98.74118589806868,D,A,-207.01954946037867,1
Non-Veteran,India,C,-57.08255339894147,-12.557816142166875,-38.67749394535945,B,A,E,A,E,D,38.20867087181203,D,93.40025763288351,D,B,115.9870891618279,0
Veteran,Mexico,C,47.8992149986454,158.03849809898173,38.403109284864854,C,A,B,B,C,B,111.58796482913287,B,26.224203410515983,D,E,32.654960366817626,1
No,US,C,113.839856677284,153.14722759056983,126.97903047633959,D,C,D,B,C,A,114.04583220762396,D,-17.023322277361412,B,D,58.34859485952162,1
Veteran,China,C,53.73349585156081,-51.492929824997994,66.90691440449815,B,A,A,D,E,B,123.99356191641102,D,-71.45636799283147,C,B,104.12265932022824,1
Yes,China,B,49.77918474532602,-18.579139252957486,62.66988850016685,A,E,C,C,D,D,-0.11572986064924537,B,100.82043241687062,D,C,-76.32006154903769,0
Veteran,UK,A,103.69750842710899,-207.55293947526104,-122.09662332750106,E,C,A,D,D,D,83.87402249349307,B,-67.55154245436718,A,A,24.989813126112065,0
No,Other,D,56.93688966759511,-140.18090569591305,201.74877260356774,A,D,A,B,D,B,44.12869705105633,A,52.01592542224088,C,C,94.22353008046868,0
No,US,E,-55.13211399298419,-38.84432146156187,138.98983712198182,C,E,A,A,B,D,58.30067509227762,C,263.051543438023,D,B,209.50702251735177,0
Non-Veteran,Other,D,-194.24015283061559,34.25055117220132,-117.2379046948846,E,E,B,C,D,C,-10.72111551637918,D,-63.61277740135415,E,B,164.1102592733175,0
No,Brazil,C,-20.71695449916751,-4.83387908677508,249.33627494810148,D,E,C,C,C,E,-2.547411748774743,D,-53.2223123323742,B,B,-69.45868617328472,0
No,India,D,-14.260032602367142,-54.99354635837981,-95.7771763833002,D,C,B,E,E,C,-57.918586222309266,D,115.76127458302688,D,D,-40.30540756246294,0
No,US,A,91.87187395734578,47.3171122711927,67.40136687895968,A,A,D,E,C,B,41.668268998838705,D,-95.66922845421094,B,A,-62.27986014128742,0
No,Brazil,C,82.79500485458739,-77.33694725514695,-48.76537608951317,A,E,B,B,B,B,-81.13084152265407,D,111.11507930639762,B,B,75.76094213500649,1
Non-Veteran,Other,A,-29.752993011544355,-62.29198328314799,-7.765573763236596,A,E,E,B,E,A,38.24527650501531,B,68.58024257459199,B,E,-217.44760191331832,1
No,Mexico,C,34.40880885045844,-20.022594070218872,44.073053804666735,E,D,A,C,D,B,11.268716075599915,D,62.66967834396564,E,C,-44.96016104575669,0
Non-Veteran,China,B,-160.95484900769102,-100.60570494152617,149.67262432774865,B,D,B,B,E,B,-15.836819076051912,C,82.51520802527087,B,E,7.090496559486239,1
Yes,UK,B,-8.514860063056757,-89.23047932095028,-73.111511676527,B,E,C,E,C,D,55.44347783988239,D,174.85035924646132,B,D,-137.38851304542555,0
No,Mexico,A,-175.0047818706102,-66.34053914898986,70.9536338833009,D,E,A,A,B,D,19.11884021524042,B,104.69952730834298,E,A,-100.41622045406335,0
Yes,China,A,-143.19575072295785,51.2426842171288,171.91528248106763,B,E,A,B,B,B,-104.36528955507707,A,57.37291712186393,E,D,76.10174933008268,0
Yes,US,A,-38.657434928690364,25.958091165704673,59.286257948884334,D,D,D,B,E,A,-98.42866415833853,A,10.984424401860258,E,B,34.64940743315325,0
Yes,India,E,42.690543763601426,66.60490468162268,-102.87568758126343,A,E,E,E,D,B,-76.31885320151338,C,-12.188850561703156,A,E,-176.30562788353933,1
Veteran,Mexico,D,-93.28260819816968,-119.34099208812738,53.88911932915092,D,A,B,C,B,D,105.39001318221734,D,-47.52196163623588,B,D,188.22051390103186,1
Yes,UK,B,127.95881394022129,171.0302894276323,98.63062777331841,B,B,B,B,A,E,6.492448725138987,E,181.79313157107833,B,C,63.74315478073043,1
No,US,A,-35.55192475988068,-104.3896394487406,11.793501923285499,E,A,B,A,C,B,-67.24167029272273,E,-158.1702203099457,C,D,-224.9745984004301,1
Non-Veteran,Germany,E,170.44971147686044,208.24619791749873,111.17218474564923,A,C,D,D,B,D,-65.64498450141153,E,138.2488132328012,A,C,37.369340629925084,0
Yes,Brazil,E,9.263203415303671,-52.41941333427476,41.10414410561833,C,A,D,E,D,E,-228.1745276078393,A,-65.88691389864235,C,E,-91.93529862024936,1
Non-Veteran,Brazil,C,-29.530010782102817,-110.41385535340346,-8.655871606645919,C,D,E,C,A,E,-35.45712534585847,C,-95.32959523181944,C,C,-148.29421095654746,0
Non-Veteran,UK,C,66.35378343502973,-49.12364539488549,-92.18879238173201,D,E,C,D,D,D,47.54245839112447,A,136.82403211569664,A,C,-250.82320081284436,0
Yes,Mexico,E,141.90814050239385,-128.433664378102,227.57120375283452,C,E,E,C,A,C,90.86011671767355,B,63.770075874354916,C,C,-13.174985454919488,1
Non-Veteran,Other,B,67.14267604405093,-8.814650515203862,-31.139466236189417,E,A,E,E,E,D,-48.40195360187216,D,-127.75456048412094,D,B,73.27863213177042,1
Veteran,Brazil,E,-77.32701308511005,14.017993048195695,37.50769485994602,A,C,E,C,A,E,71.05702694531443,E,313.28642807311047,C,D,-6.1515471973886955,0
Yes,US,C,64.25483977945851,42.35056838223285,-65.93048505309636,A,A,E,C,E,A,-114.3488949971402,A,-213.2614598091276,D,A,-72.93189595257877,0
Non-Veteran,Mexico,A,136.99148451175571,-17.52491237219438,99.58512803206331,C,B,C,E,E,A,61.106879960016734,D,6.923964161212291,C,A,177.5877892047714,0
Non-Veteran,Germany,A,127.46152986479787,29.15240444006053,173.2592973488592,B,E,A,A,C,D,214.9580314088658,A,-103.83783845500503,E,C,-210.30310660919,0
No,India,C,91.05267739463463,30.433110035683196,41.2509099129443,D,C,A,E,B,C,25.751065244919896,A,-180.6424449831853,A,D,-164.88639593965235,0
Veteran,UK,C,-103.89621706949204,127.3448567522331,134.48968531308068,E,E,A,B,C,A,-73.87634447769123,E,27.695316935257814,A,C,15.753116507890075,1
No,Mexico,A,-98.09067786702515,60.834196378831706,208.12107567467586,B,A,E,A,A,B,96.0354617613437,C,46.05986250689876,B,B,172.3600354450514,0
Yes,Brazil,A,168.939381118765,-139.1597421342566,-19.63752168934489,E,D,D,A,B,E,107.33893624056836,E,-99.92629842740077,C,B,47.964230063769264,0
No,Germany,D,46.779785763881065,16.649178568115154,76.59881109243457,C,B,B,B,C,E,24.89474039907184,C,109.6505949474722,C,C,-168.28216336578117,1
Yes,Brazil,D,50.725749553468034,-158.53206792574744,-132.72345763559693,E,B,D,B,E,E,-80.56276857438527,D,93.64605713220328,A,D,-106.2893695712573,0
No,China,E,21.523045315391098,2.9090129263367905,-26.841239889362157,C,E,A,B,D,B,-103.41026135668226,A,-47.38025635126518,D,C,-61.96706412171774,0
Non-Veteran,Mexico,A,-13.409642201841091,-96.26198024267384,-273.0576804443309,E,E,A,E,A,E,-1.8223728169564741,A,-54.06646804652151,A,D,-79.13288977330049,1
Veteran,Mexico,D,-130.6531574467988,-12.815685098853141,-42.012505703927125,E,E,E,E,A,D,9.12067871122829,D,90.73376671120151,A,D,-179.19384671210383,1
Non-Veteran,Brazil,C,120.76580017375582,-59.72657937470206,44.29302222562338,D,B,D,C,B,E,16.591109415662768,A,59.31581811868536,B,D,-47.466323026864856,0
No,US,B,11.271768938892732,-62.61275388728669,-55.3519333628957,B,E,A,D,B,A,-21.01114441022694,E,11.431324384751726,A,B,65.71712367274273,1
Non-Veteran,UK,B,68.13707769934874,119.94725150589989,178.4086580583285,C,B,A,A,C,A,-34.0859114678185,C,-71.8802007629474,A,D,-117.11153756975956,0
Yes,Brazil,D,229.6557346229304,64.25427123926353,80.06733194846926,E,B,A,D,D,B,76.89122136593201,C,-123.1040452140977,A,E,11.598417979161143,0
Non-Veteran,US,C,-45.920237110434925,-87.87317543271126,73.6486288095945,B,B,E,B,D,D,3.5629993033322247,B,-2.729582548664852,C,D,-31.54507983934299,1
Yes,India,B,106.7724109036241,-43.93792801021896,4.952634637941177,E,E,D,E,D,C,-45.39733890204589,C,9.156036141831468,A,B,12.387594996119827,1
Veteran,Brazil,E,78.22985619989714,-15.559845200688535,45.565059795804444,C,E,E,E,D,A,-26.862898993135133,B,-89.29764034615889,B,B,104.72493738554871,1
Veteran,India,B,-50.78195973377312,-13.151254996661399,34.33749004366455,A,B,E,A,E,C,127.95708389455062,E,-297.77885413069043,D,A,-237.41584043339418,1
Veteran,Germany,C,33.50949202689458,118.90389883005264,-99.414529641536,B,A,B,B,B,A,-128.0280499736686,A,-88.19260245315606,A,C,-307.2121507266909,1
Non-Veteran,Other,C,-110.53970786597121,184.06928858553187,102.56880787967582,C,E,C,B,C,C,42.50072239697032,B,-51.88272111773677,E,D,-94.70698355678007,1
No,China,B,39.15530887880891,39.10214495048376,55.698554025464944,C,D,E,D,C,E,-114.58995385878539,A,137.36870430161912,E,E,-71.30218650977157,1
Veteran,China,B,77.65889244868872,243.2292918005663,-128.17052281553333,E,C,B,A,A,B,77.28259835080945,A,145.005371869336,D,E,80.45457680419999,0
Yes,Germany,C,184.8430805956598,-26.527375108868128,34.710013584138956,B,E,B,C,E,A,69.2636518836932,C,-150.07344611932714,D,E,-170.84978755259982,0
No,Brazil,B,-61.35643397711647,46.07166335553058,-149.84266225150267,B,B,E,A,D,A,183.74059936080226,A,52.34004429120163,C,E,79.2909653676153,0
No,Mexico,A,46.9337959662843,76.28464565607534,-24.492787253619756,E,E,B,D,C,D,-106.06808209632742,B,25.108387340965166,B,E,73.3328271557946,1
Yes,China,B,-79.58615565425633,-10.283813436431826,56.378122596000516,A,C,B,C,D,A,-88.33344684587739,C,-110.20278956573817,D,C,46.4784450705931,0
No,Mexico,A,66.4243412779776,-2.9632110102682905,81.05058428093588,C,C,D,C,E,B,17.791264894706433,B,140.22059794468532,C,A,28.608896198357552,0
No,US,D,-10.926634360347927,-132.93766515982693,109.42154065666266,B,E,A,C,B,C,6.684571648857698,B,119.49332280110532,D,D,-168.33043863869645,0
Non-Veteran,Germany,D,88.29096407339023,-47.35618449609735,-91.47938395308506,D,E,E,A,B,B,-25.491025503903607,E,-32.67910144277615,A,C,55.01649624069043,0
Veteran,UK,C,33.825398152847036,144.58554348877556,51.85645660974224,A,E,D,D,C,C,68.58260758664298,C,-135.47797893676173,C,C,80.80755173366853,0
Non-Veteran,Mexico,E,-147.72896297899692,-65.31634585269781,28.0909913908153,E,D,A,C,C,E,-131.20268034440033,D,-22.643199007775884,B,C,265.4645112657297,1
No,Germany,B,60.224203162263365,62.58662310756754,226.95960838607644,E,C,E,E,C,A,-20.06839128115683,C,145.87118581701694,A,C,-46.29971244483012,1
Yes,Other,E,-107.22573158403641,7.055514561930035,-69.31350059919565,D,C,C,B,A,B,-191.4581404654038,B,149.6333898828248,C,A,75.44902357659716,0
Yes,Brazil,D,29.81929516934297,-30.185028225555477,15.580923011731532,B,A,C,A,C,A,25.35869599440202,A,211.5818410048695,A,B,8.386010522533747,1
Veteran,Brazil,A,-18.929660671485777,167.34918396403197,0.3804558252667776,D,B,A,A,A,C,-118.73899020445853,A,-60.552616737008115,C,A,-132.40689447019483,1
Yes,US,B,-15.05882627134013,-32.31368509447028,35.09777056821039,C,C,E,C,E,B,72.29656352248267,B,37.64437439787465,C,C,-96.06701695112932,0
No,Germany,A,105.872958417552,23.817122288535124,-21.125214745296127,D,D,D,A,A,C,-10.337608829791693,D,15.891846485737258,E,C,4.337565034004919,1
No,US,D,80.95034440389148,-113.32511014053914,4.766451693040108,C,D,A,C,E,D,-49.89691226903534,A,-43.59327293817868,E,C,-94.71056654363835,1
Yes,India,A,184.20117880870023,-42.231679372264104,-23.045242749699696,E,D,D,A,D,B,-103.96211966846592,A,76.69667930351247,E,B,195.61379071610506,0
Yes,Other,E,-156.3872993150508,26.213879749285578,-114.60826113933274,E,C,A,C,D,E,28.828369712202285,D,39.81372757801448,E,B,113.96133049975847,1
No,Other,C,-84.47831076910663,-68.04423031051759,29.00550309075236,A,C,E,C,E,C,-10.800151264360439,E,69.38701104525873,A,A,101.35652712402549,1
Yes,China,D,1.2125558938847836,-170.8355554405656,-3.1430657840141887,C,B,A,A,C,A,-0.3168237568691699,E,-127.37400931780162,A,E,-71.67895708035907,0
Veteran,UK,A,-173.37824606695855,-18.33993538519132,13.568768489448574,E,E,A,E,E,B,-58.88483379359284,D,-67.8684614761149,B,B,-86.16122536563707,0
Veteran,UK,C,-92.38978805849433,-18.050475974199127,100.7310595062908,D,D,D,D,E,B,79.83555122318928,B,185.71241760042267,B,B,-119.50748086004373,1
No,Germany,C,-68.52428550718605,-39.984267245687654,26.583117883230685,C,C,E,C,A,E,37.67224092060507,A,1.1010274713910329,E,E,184.0671768603955,0
Veteran,US,C,-29.99254022025497,159.86642812380185,227.17005800955684,C,C,D,B,E,D,-9.009522631154338,C,6.114122873375356,D,D,-29.58894176400653,1
Non-Veteran,India,A,-80.76617538486049,51.04457710940267,117.55026724157698,E,C,C,C,A,B,38.44939987476392,E,63.65271401591954,C,E,-111.92386968510597,1
No,US,E,-16.76998292789414,-38.39777984809127,-118.84848269469843,B,B,D,E,A,D,104.69811440465269,A,72.98258704754609,B,D,98.20091434647107,0
Veteran,India,E,23.90161043469967,-292.84632363751643,71.73551210665433,D,E,B,A,C,E,167.13731217926897,A,126.4088844431642,D,D,71.0135993654882,0
Veteran,Brazil,E,-75.86209919673445,-56.29123195311634,-29.87691919768878,C,C,A,D,B,D,58.828146283312044,A,-47.11383385007132,C,A,-62.31461303208536,1
Non-Veteran,UK,D,49.51673479026814,213.12224556790363,262.0348700811022,D,C,A,A,A,C,-32.38311399826369,C,-61.174361709430194,D,B,239.53451130890184,1
Yes,China,A,-100.54154166943856,-88.78516434170517,54.48300049223235,C,A,B,C,E,A,163.95549415308201,C,87.16541157254996,B,E,42.63632675446385,0
No,UK,D,-103.8630257428805,-107.42303778682177,-43.494879708970274,B,E,E,E,A,E,28.37702937727073,A,126.93382496274151,B,A,-129.7359902556813,1
No,Mexico,E,16.31253244062701,120.35489485483608,-64.05482486985376,D,A,B,E,A,C,56.25450234118321,E,-63.647296323894764,E,D,-142.6239714572468,1
Veteran,Germany,E,-226.78397517439683,-152.3375687291058,62.456204763795554,E,D,A,A,D,C,109.67851313355868,C,-23.98680058758255,E,A,208.161114387165,0
Veteran,India,A,-76.06542696418576,8.516438438548077,198.67001863861148,A,B,B,A,D,B,12.245235284494447,B,-18.949876405271144,C,B,-35.28342430219526,0
Veteran,US,D,-60.27599613796683,208.32230452312706,-5.5126758683025585,B,E,C,D,E,A,168.0305314521426,C,-160.64496866351686,A,A,-159.2095336926209,0
Non-Veteran,US,D,-52.745331821234565,63.332277876894025,-93.80173959582531,A,D,C,E,C,D,-18.576577274631852,E,-26.368821882255478,D,A,-74.76540308865313,0
Yes,Brazil,B,84.81376950339377,207.08129975163382,93.07273455439788,A,D,C,D,C,E,107.64873028098481,D,-78.29817485078401,C,D,144.34419715548515,0
