disability,Race,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
No,African American,Widowed,A,A,B,A,A,C,C,55.198887974949585,E,-117.12838375509205,B,C,D,115.0838272891874,161.49540071602652,A,1
Both,Asian,Single,B,C,B,C,B,E,C,82.66711722763316,A,-188.1618489695536,D,C,A,-62.978052648840155,-68.47712227503987,A,0
Physical,White,Married,A,D,B,D,D,C,E,57.55290970579251,D,33.23572189484717,C,D,E,112.26863365349098,-38.52214981905889,B,0
Mental,Hispanic,Single,A,E,B,B,B,B,B,175.1232969215765,A,-101.71488789159233,E,A,A,30.467056160529786,-71.20445285948271,E,0
Mental,African American,Widowed,B,B,C,E,E,E,A,227.41943244934143,B,114.52382534148555,E,E,C,-10.833569541237422,-123.04777252760127,E,0
Both,Other,Divorced,C,D,D,D,C,E,E,80.11260427113127,E,139.18499010089596,B,A,D,173.8622506567281,17.031311005888814,B,1
Mental,Hispanic,Widowed,D,E,B,E,E,E,B,46.54920946024724,A,-13.670057428349683,D,E,D,-31.546666279631008,-104.34214981918986,C,1
Physical,Black,Widowed,C,E,A,D,C,D,D,-187.0846653679424,D,-51.54453475875701,A,A,C,-94.44726167843223,-85.39586070818024,C,0
Mental,Other,Divorced,B,E,E,A,C,B,B,8.5992670453555,E,96.37553109815842,A,C,E,3.1293770586791383,-75.58755917026274,C,0
None,Other,Widowed,E,E,A,A,A,C,E,21.79929785728217,B,136.44058835912725,E,E,B,-58.58042654926181,-9.650211160035628,C,0
No,Hispanic,Single,D,C,E,E,C,D,D,-34.24457833836404,A,118.12397572981361,E,B,A,-59.9830148917355,-145.32217511200346,D,0
Mental,Other,Married,A,A,B,A,B,C,D,77.57976594356339,D,83.30623090221764,C,B,A,136.40432701969854,190.93644299588,D,0
Both,Hispanic,Married,D,C,A,E,D,D,C,-62.512100174073794,D,246.56170618392633,D,E,E,-64.78904782501832,-171.37475870379748,B,1
Physical,Black,Divorced,E,C,B,D,E,B,B,100.01614641953742,B,112.46848941713293,C,C,A,-114.07572019846029,89.61793389337602,E,1
Mental,Hispanic,Single,A,D,A,B,D,B,A,-74.2655145640567,B,4.226309001338537,D,D,E,-82.7421528330667,-73.715564967505,E,1
Yes,Black,Divorced,C,C,A,B,B,E,C,104.42177811734554,E,35.45938170346721,A,A,A,-46.816308940750446,-18.097797119423237,A,0
None,Other,Divorced,E,A,E,E,C,B,B,-64.29125955242903,E,97.50169136306418,C,B,D,101.07313356582459,-18.832262161941884,B,1
Mental,Hispanic,Single,D,C,C,D,A,D,B,12.619818676324424,B,33.48170079423416,D,C,E,-55.57544671377735,-111.6076205533326,D,1
Mental,Black,Married,A,E,E,C,A,A,A,-208.97279666355115,C,-155.11012949380412,E,B,B,60.459168616571645,-40.675133875195066,D,0
Yes,Hispanic,Married,E,B,C,C,B,C,B,-120.04527672174954,D,-3.375886900046724,E,D,E,151.60152666025505,6.798711274571874,E,0
No,Black,Married,B,D,B,D,D,A,D,-143.57909964492944,C,20.013739824367782,C,D,D,318.6508539315267,23.39633190423445,D,1
Physical,White,Single,D,B,A,E,E,A,E,-52.73452893170192,C,28.791642855892086,B,D,A,-105.61690701572132,57.79487136311886,E,1
Yes,African American,Single,B,D,B,B,E,A,A,57.649435000939896,E,156.53274539775774,D,E,B,-9.623341984188299,123.95534033478235,A,0
No,African American,Married,D,E,C,A,B,C,E,37.66234391318181,C,-110.64513112193399,D,E,D,-6.219730931149874,-101.5183190568697,A,0
Yes,Black,Married,C,E,A,C,E,C,B,-183.81828342676377,C,17.023108089387016,D,C,B,124.3710971723807,69.65999474908133,E,1
Physical,Asian,Divorced,B,D,E,A,D,E,D,5.15978891677139,E,187.46134567951668,D,D,E,27.258168876981575,67.80022171792717,C,0
Physical,Black,Widowed,B,D,E,A,B,C,D,77.49011205901391,B,-78.48868903891233,C,C,D,98.6797094895902,24.493116960012276,B,1
Yes,White,Divorced,E,D,A,A,A,D,B,-109.78712923650356,A,-0.42999258830885584,A,E,D,152.5144950176624,231.08189669407193,D,1
Physical,Black,Divorced,A,C,D,B,C,A,C,-105.10673951257263,A,98.6938641073858,C,B,E,-88.97602062004034,-34.576622937396664,E,1
Physical,Asian,Widowed,B,D,A,A,E,D,A,24.98426093916637,A,-40.08267719504077,B,E,E,30.1319161437603,36.47441063577235,E,0
Physical,Other,Married,A,A,E,C,A,A,A,25.380282298807426,B,-128.1867338997107,B,B,C,63.79207041564394,168.5505020720989,C,1
Yes,Other,Single,C,B,A,D,C,C,D,-98.0019047791371,E,-50.41978738442039,A,A,E,59.60189260197345,24.863844966438847,E,0
No,Asian,Married,A,B,B,C,C,D,E,5.542971834037876,C,109.28026002556439,B,A,C,98.51541910874614,-3.7059403231749806,D,1
Mental,African American,Widowed,C,E,B,C,E,B,C,130.05715749389478,B,-105.72748079951278,E,E,E,97.0186785505538,228.17869286196242,C,0
Both,Asian,Divorced,A,D,E,B,D,C,C,-25.52588184741829,C,87.24653924340072,C,C,B,-56.821436952076674,37.92828823077975,B,1
No,African American,Widowed,D,A,A,A,A,B,E,73.56892678040356,E,-92.78219424881907,B,A,B,-12.245283868722149,145.21539198561203,C,1
None,Hispanic,Widowed,B,A,E,D,C,D,B,-163.79262754108456,A,26.583949654469517,D,B,A,-125.61282186998027,-40.012864230271795,A,0
No,Other,Divorced,C,A,D,B,E,C,A,-167.49619424309125,D,-13.651216713985354,B,A,A,-17.835402815970195,60.040167400386565,C,1
No,Other,Married,A,A,E,B,B,A,B,-100.27333393016902,D,-48.926326587072786,B,B,C,-170.93690950245403,-164.81073865925083,E,1
Yes,Black,Widowed,A,C,E,E,A,B,B,60.64506851429766,A,-7.166778144486918,B,B,C,131.09889851518253,53.87460788249295,B,1
Both,African American,Divorced,E,D,E,B,C,E,D,-4.610350391667522,A,160.5218854981245,A,C,E,-36.626129509173296,-3.351369933720709,D,0
Both,Asian,Married,C,E,B,A,B,B,C,4.048959065628233,A,-22.789410741043632,B,E,A,-71.05630419305551,-36.02008687341882,E,1
Mental,African American,Widowed,E,D,E,B,A,A,C,-18.483190107464296,E,-23.552030557632744,E,D,D,128.52267446380773,135.03168384994095,E,1
Both,Other,Married,B,E,C,E,C,A,A,-38.13303549476307,A,-152.53699504602997,C,A,A,70.09687873511916,55.53619542079825,B,1
Physical,Black,Divorced,B,E,D,E,B,C,D,-107.46259842253379,E,-124.90807387240226,B,A,B,-66.40223320993675,-195.17364010900417,D,1
Both,Hispanic,Divorced,C,D,C,E,A,B,C,-85.99277151977871,B,29.856210591533326,A,B,A,-138.16824475168946,55.038449639159516,B,1
Both,Asian,Divorced,E,D,D,A,D,D,B,43.771022629484435,C,-38.51616321023973,A,A,B,-36.40659122757964,-19.381876172890546,B,0
Mental,Other,Widowed,B,B,A,E,B,B,B,80.31794897769915,E,41.87780602951692,C,C,C,-83.15795942233079,18.777209498067542,D,1
Physical,Hispanic,Widowed,C,D,C,D,A,A,C,182.98473003329713,E,73.76154586865073,A,B,B,141.56420718091277,32.735583091570994,B,1
Both,Other,Married,D,D,C,A,B,D,A,-115.53423386311775,E,31.209350652073102,E,B,A,58.54801751955373,-185.13915803801774,A,0
Physical,Asian,Divorced,C,C,E,A,B,B,C,-95.51907876381975,A,110.14864349356898,C,A,C,-39.726140745383105,6.829426851006702,A,1
None,African American,Married,A,B,D,E,B,C,B,-94.41019701679944,B,204.29128022491238,C,C,A,-20.257282091705854,-64.34969619772293,D,0
Yes,Other,Divorced,E,D,C,A,C,E,E,29.248008516619308,D,28.341745174647,A,A,D,-95.18537687246234,88.36552959037833,D,0
Yes,Black,Single,D,C,D,C,A,C,E,92.01368425459476,C,98.88929082591598,D,D,D,-63.335692707150784,-135.09903634332235,E,0
Both,Asian,Widowed,E,B,C,C,E,A,E,-20.00170860394502,A,-83.90275529024353,B,D,A,54.091922365849676,68.08265321762501,A,0
No,Black,Single,C,C,B,B,E,D,A,-58.49998914530875,E,-166.28929337809973,E,D,C,-40.45706359046689,204.2457657469051,B,1
Yes,Asian,Widowed,D,E,D,B,E,E,B,-125.20017630664569,B,90.11707263375008,C,E,B,-64.81434698468588,28.46690084530073,C,0
None,White,Married,D,E,D,E,A,D,C,52.761441643983765,B,-80.40636157028783,A,E,E,97.98885615988495,109.27531832342481,B,0
Mental,Asian,Married,E,D,C,E,D,C,B,33.658879827239225,B,-137.91261837655253,B,B,A,-52.38435630815387,24.45382145957351,B,1
Physical,Black,Single,C,B,D,B,D,C,D,-12.598684657692205,D,2.111382660456,D,B,E,124.28977634414598,117.53809515217884,C,0
Physical,Hispanic,Single,D,A,D,E,B,E,C,31.875550209623498,A,-79.5674049652472,A,D,E,39.63919755834632,66.2963433596558,E,0
Yes,White,Single,C,B,A,E,E,C,A,118.12392725490008,A,23.99805457982691,E,A,E,-119.58176976989651,2.3442923192170966,B,0
Physical,Other,Divorced,B,C,D,C,C,E,E,175.7159938466728,A,-53.300805396476036,C,B,D,23.17153190269244,-211.84564425316753,B,0
Both,Asian,Divorced,A,E,C,E,A,D,C,65.14274585747715,B,130.56799333840394,E,A,D,143.62470959124826,-79.27464018804444,B,0
Mental,Asian,Widowed,E,D,D,A,D,E,B,-52.85768322917351,E,-80.13484855577644,C,A,C,-52.25470425840525,-32.265566064514026,C,0
Yes,Hispanic,Widowed,C,A,B,A,B,E,C,146.86626333270414,B,71.72472923917898,E,D,E,131.58027742895288,121.44870387285407,C,1
No,African American,Married,E,C,C,A,B,A,B,58.30494184238183,B,-55.303262794299876,A,B,D,-140.00583092078375,-39.812391310330746,A,1
Both,Black,Single,E,B,D,C,C,D,A,-94.72992960402024,C,-121.86719782993207,D,E,E,-7.770355597555394,-7.310986340272814,A,0
Both,Hispanic,Divorced,A,B,B,A,E,E,C,-79.24339221068944,C,-12.695408261877194,B,A,D,114.94596761821492,-65.98388349290597,D,1
None,Black,Married,C,C,D,B,A,E,C,27.58516201074127,B,-103.72831827211459,C,E,B,-111.36046883063541,-12.569580552249729,A,0
Yes,Hispanic,Single,A,E,D,A,C,D,C,35.39955364546386,C,109.25528473342456,D,E,A,-73.94911450866744,79.21726423257593,E,0
Mental,White,Married,A,A,E,D,E,D,A,169.9165899957626,E,79.46202844139876,C,E,A,-68.63428245373143,-48.82136088214814,A,0
Mental,White,Divorced,A,D,E,C,A,B,C,-36.106998496476876,E,-131.0768135954861,C,D,B,102.55550946486012,-36.26208681161964,B,0
None,African American,Widowed,E,A,B,E,D,C,A,-133.07777153558163,A,96.18100915908869,C,B,A,-18.289723755793506,35.98590071452461,E,1
No,Black,Widowed,A,C,B,C,D,C,E,65.65179312530348,B,-19.320024523177143,D,B,D,123.46673975824154,-117.92565083164904,A,1
Yes,White,Divorced,C,E,A,E,E,E,D,74.32940390228447,C,91.52458353287156,C,B,D,41.923912566682255,-4.8436081085253315,B,0
Both,Asian,Divorced,D,C,A,C,E,D,C,-23.46249507141624,C,81.69997626743346,B,D,D,-35.47065490976598,11.777325045937289,C,1
Both,Other,Married,A,E,E,A,C,C,A,-34.24789277384065,D,-46.50999342269117,B,E,B,-241.08336848182716,-28.004732191525616,A,0
No,Hispanic,Divorced,E,C,C,A,C,E,D,250.157308163137,C,53.76402012503081,C,C,B,-10.786342029564302,-89.190169468121,A,0
Yes,African American,Single,E,B,C,A,A,C,B,-45.697823836178415,A,-122.88899215263274,C,D,B,104.57433576751214,136.3165804506901,A,0
Physical,Asian,Widowed,B,B,D,C,C,A,A,46.9548549328276,D,-114.85387493956867,E,E,E,-228.27352779617672,-16.425559235639103,D,0
Both,Asian,Divorced,E,E,A,E,C,E,B,94.02575083408607,D,70.31470761977936,A,A,D,103.69731498241688,-81.24761324682774,C,0
Physical,Hispanic,Widowed,D,A,B,B,B,D,E,-173.01286103508994,C,-132.20440619412963,C,B,E,128.03096621996596,34.854787336801664,C,0
Both,Black,Divorced,D,A,E,D,A,A,E,-73.90090541319597,D,-4.414436262399147,C,C,D,-155.32353895915776,109.09309940334116,D,1
Mental,White,Widowed,A,D,C,C,C,D,C,-0.8070243983143408,C,-77.6627634357075,C,D,C,-30.979680979844805,-26.099103766265852,D,0
Physical,Hispanic,Single,C,E,E,D,D,E,E,114.37357333203488,E,272.8279322518594,A,C,C,-25.56677696728743,-2.59075498049498,E,1
Yes,White,Single,A,E,D,A,B,C,A,-119.23730305796923,B,-81.0934378904116,A,C,C,-80.29130359189998,106.32383726189323,C,1
Yes,African American,Married,D,A,E,A,A,C,C,-43.461862238643945,D,-35.02225173465806,E,B,B,86.09403788890614,49.24292663914993,B,0
Both,Black,Married,E,E,E,C,A,B,B,34.28319233527166,D,76.83172468134231,B,A,B,-158.97732301359605,-68.9384335925769,D,1
Physical,Black,Divorced,A,A,C,C,B,E,B,-160.05848725643133,A,73.55804226286239,C,C,C,5.972028840239841,-39.21843100979512,C,1
Mental,White,Divorced,A,A,E,B,D,B,E,-91.2514198993309,E,-0.6305472042725103,B,E,A,-142.3433683155868,-156.45861985150808,E,1
No,Other,Married,A,C,D,D,B,A,B,-34.556343607570575,A,82.76999156751233,A,B,D,-27.201281497985374,111.76706499068108,C,1
Physical,Asian,Married,C,D,D,B,B,E,C,3.6149521228782975,C,81.1996937819625,B,A,B,-45.56639718368752,1.4666539945782044,B,1
Mental,African American,Divorced,D,C,E,C,A,A,C,74.72798040089768,D,-47.3005967718085,C,A,D,-48.257163933446066,-77.28699313540685,C,0
Mental,Asian,Single,A,A,D,A,C,C,C,149.80670814089473,A,86.08640239213088,D,A,A,-37.7611184586715,63.61589425030776,A,0
Yes,Black,Single,A,C,E,A,C,C,B,-239.19833336807898,A,71.05693842345183,E,E,D,-167.4250062734327,-117.74257169347699,A,1
No,Hispanic,Married,D,E,E,D,E,A,E,13.72899279333802,A,-16.069791265405254,A,D,D,81.24104685706071,-127.29968684441502,B,1
Both,White,Widowed,E,E,C,D,A,E,C,-127.24873735431484,B,-72.91926555744398,E,D,E,-67.05195575044232,207.85580039848637,A,0
Physical,Asian,Widowed,A,C,D,E,C,D,B,53.43484336309441,D,-112.91189594761815,D,D,A,131.52097320781203,199.9020322139877,C,0
Mental,Asian,Divorced,E,B,A,C,E,A,D,11.547255272188416,A,63.488353596722206,C,B,D,85.94815422989429,-15.9666691504993,A,1
Both,Hispanic,Single,A,E,D,C,E,A,D,39.37014892729805,A,-62.682029969273465,C,E,C,143.24035271251736,33.71179983959666,C,0
Mental,Other,Married,C,C,A,D,E,C,B,38.711948685859,B,-205.13415413063214,E,B,C,-133.4475641738598,-49.23191846769856,C,0
Both,Asian,Widowed,E,A,D,E,D,D,D,-175.0167585845877,B,55.0064749857634,D,A,D,-197.0211169943487,201.339074509799,A,0
None,Asian,Widowed,D,C,E,E,E,B,E,-155.90812210697493,C,-151.01752136909315,E,C,C,13.131729829466943,8.655559400056113,E,1
Physical,Black,Widowed,E,A,B,A,B,E,A,-66.21200131603763,D,3.270608037024737,E,B,D,-87.00042164792376,-50.45116595821869,A,0
Both,Black,Divorced,D,B,E,B,A,A,B,111.87424736545744,B,24.267354745571065,D,C,D,-122.73017997983528,-115.03166146076728,B,1
None,Asian,Widowed,D,C,C,D,A,B,E,-94.0624121096768,D,181.9178729812154,C,A,A,3.6385159924775867,-29.660824462894773,C,1
Both,Other,Widowed,B,B,D,B,B,A,C,-148.73020937220994,E,-116.39198271552964,D,A,A,130.7226138732928,56.25051728860071,E,0
Mental,Asian,Married,A,D,B,C,B,E,D,-77.19613374092643,D,-39.1754088614392,D,D,C,-99.98790183951289,41.15543796998633,C,0
None,Asian,Single,C,A,D,D,A,D,A,109.39388089041017,C,-53.14642313662852,C,A,A,-50.42672361139472,130.52500392666946,A,1
Mental,Black,Widowed,B,C,E,A,E,C,C,100.66400688024643,D,-65.43355815611547,D,A,C,-130.54259846494517,-90.06456924980655,C,1
No,Hispanic,Married,B,E,A,A,D,B,B,-121.07921363638626,D,-36.584669682697694,B,C,A,-47.937923456841176,-101.33192292893737,C,1
Mental,Black,Widowed,C,A,B,C,E,C,A,32.16443964193265,A,-6.433395073927878,D,D,D,136.24486135839766,-93.89816936937012,B,1
Both,Other,Married,C,A,A,C,D,D,B,-82.01969586938932,A,34.37592602417971,D,B,B,-45.003851721863896,67.76134634601412,B,0
Mental,Other,Married,A,A,E,E,E,A,B,60.34639009422585,D,160.2575383374502,B,E,B,79.28387591030346,-27.936112513194573,C,0
Mental,Other,Married,A,E,B,E,E,A,C,-196.38198476957743,D,109.1324322062589,D,A,E,22.56712236239012,75.28557410800019,B,1
Mental,Hispanic,Single,B,E,C,E,A,B,C,-198.88109135108914,D,35.24775573489647,E,B,B,91.40639014241006,-20.64145809375391,C,0
None,White,Divorced,B,C,E,B,B,E,A,-352.1294442368714,C,-111.40063887462203,B,A,E,-75.1272960828356,22.187580542708705,A,1
Mental,Other,Married,C,A,A,D,A,D,E,81.48760874324175,D,-62.753771973227266,E,A,C,-136.03517670067455,-152.93863603866936,A,1
Yes,Other,Single,D,D,A,B,C,B,A,-7.699054670287714,C,-86.2549626473769,E,D,A,28.516228127596865,-158.99250487822826,C,0
Physical,African American,Divorced,C,D,E,C,B,E,D,1.5924989085158245,A,-17.463175267670803,B,B,D,0.7377785067558553,-23.45034347654451,E,0
Both,Other,Divorced,C,C,A,B,E,E,B,-19.220910431838448,D,3.6809703709121595,B,B,C,66.17766773686608,-109.35737175668767,C,0
Yes,African American,Single,B,D,A,E,B,C,A,-64.74285112780913,A,26.130530621018572,B,B,D,-90.14518822565203,70.50468244112206,D,0
Physical,White,Single,D,B,D,D,D,B,B,-63.075753725792595,E,95.3626885303139,C,A,A,136.8364968572877,-89.43764429945065,A,0
Mental,African American,Divorced,D,C,E,B,B,E,E,-46.9301569190372,D,47.90854630364674,B,A,A,-189.50455648217584,81.27137538124018,A,0
No,Other,Single,B,C,C,D,A,E,D,-70.09487348905483,E,47.98541541321562,D,E,E,-51.49711606719374,-5.832605510342295,C,1
None,African American,Divorced,B,E,A,D,A,D,A,-48.762164952179795,A,48.76536602073039,C,C,A,-126.63862402760297,182.12161075144627,A,1
None,Asian,Widowed,E,A,C,B,E,D,B,112.89876411410826,B,24.46593938722537,D,E,B,-53.97439606377521,-17.412482591448782,D,0
Mental,African American,Widowed,B,D,C,C,E,E,D,-122.00922958216634,D,-95.45688312479822,B,A,A,-133.26265829253978,93.54569351384121,C,0
None,Hispanic,Married,E,B,A,A,B,B,E,-82.89234032152676,D,148.08307073471855,D,D,B,-32.6320647782265,88.05348121283994,A,0
Physical,Hispanic,Widowed,A,D,E,A,B,C,D,-201.55592065861848,D,105.41535582108088,B,A,D,24.551461447274896,-28.295380397328827,C,0
Mental,Hispanic,Divorced,B,C,B,C,B,C,E,85.92940694511981,D,-42.56593583593732,A,C,C,128.56653899568607,-70.98799292605825,B,0
Physical,White,Married,E,C,A,C,C,C,C,139.24346236147736,B,87.7048312834386,B,B,A,-23.028968282312633,53.234129487453586,D,1
Yes,Asian,Divorced,E,E,B,C,B,D,C,-31.05154805549557,D,178.8749525347651,A,B,E,7.9590869350982905,73.26939407096263,E,1
Yes,African American,Single,E,E,C,A,C,B,C,-128.19268523439192,C,-27.019487291535754,C,E,C,84.50093744547385,175.26516811455065,E,0
Both,White,Divorced,E,C,D,A,D,A,C,-100.58231073057055,A,99.60154487821464,E,A,C,153.56666770599873,217.66710683990027,E,0
Yes,Hispanic,Widowed,A,A,C,A,A,E,B,103.34013751572313,E,-9.971933599691475,C,E,E,-27.046276061611618,75.64079778879218,D,1
Mental,Black,Married,C,B,D,B,E,C,A,-79.78714651673529,D,-73.4133343848821,D,E,E,-50.14984743714407,142.1853680289413,E,0
No,African American,Divorced,A,A,C,B,D,B,A,-1.9022377888190505,D,-62.54384447239114,C,D,D,-96.0751563694432,59.41204263347133,E,0
Yes,Hispanic,Married,D,B,B,C,D,B,D,-2.446247767302636,C,20.706309052074168,D,E,B,72.95791197043287,-45.750686694261496,C,1
Both,Black,Single,D,C,D,A,E,B,E,127.66410242233034,C,-59.0917587790999,A,C,A,-36.115560933349485,-191.6089733088128,E,1
Both,White,Single,D,C,E,A,A,B,C,-141.21867799458488,B,101.72243587748542,E,D,B,22.446522262919377,62.22317532808361,E,0
Mental,White,Divorced,E,B,B,C,D,D,D,65.4775302305364,A,-45.30884983295845,D,A,C,60.557030416968956,-4.043551073889408,E,1
No,Asian,Married,C,E,B,C,A,C,C,137.9906141179201,D,13.707960357384453,B,B,C,-76.37013999064361,-51.58022126657998,E,1
Yes,Black,Widowed,A,B,A,E,A,E,B,-84.6388218645687,E,-87.8748976614474,A,E,C,45.8911755511747,-26.473041481093606,E,0
Yes,Other,Single,B,D,A,D,A,C,C,100.81694162960815,B,65.09284185317327,C,E,D,12.572411654759932,-70.5125264640973,C,1
No,White,Single,B,B,E,B,C,A,C,74.6335149490865,C,-1.148604986102151,D,B,D,-31.54008977656008,30.812905379118988,D,0
None,Other,Widowed,A,B,A,E,A,D,B,-57.027139980883646,A,43.72015135407688,A,C,E,-59.54558971216966,107.55351283957266,D,0
Both,Asian,Married,D,D,C,E,D,B,B,-64.42279336045291,B,-31.99420138845454,D,C,E,-79.64966889716159,5.791406208441329,E,1
No,Black,Widowed,A,C,A,E,C,C,E,70.51000064058694,D,11.834158099858866,E,A,E,151.26266827179492,22.18072003970182,B,1
Yes,White,Divorced,D,D,B,E,C,D,D,-233.6545085895886,A,56.83460474264629,D,E,E,-23.66571044515495,38.84651308064741,B,1
Both,White,Widowed,A,C,A,B,A,A,E,-6.317196416959507,E,2.1263294857757624,A,D,C,132.7932748752614,35.406204652502275,B,1
Physical,Other,Married,A,D,D,D,D,D,D,0.9875657421376924,A,-55.00279708172192,B,E,E,-62.26314520005643,75.8958394227234,D,0
Both,African American,Single,A,E,C,B,C,C,B,-186.35670919420986,A,-122.07850179278492,C,A,C,-5.31515723945395,50.81262605363956,D,1
No,White,Single,D,D,B,E,D,A,A,-41.593798904924434,B,41.64700471499169,C,E,A,140.60403541933582,-2.9867031667479114,C,0
Physical,Black,Widowed,E,C,C,E,C,B,B,-140.85704565497375,C,12.265720652548188,B,E,D,-130.92096188940613,-10.55481147971305,B,1
Physical,Hispanic,Widowed,D,B,C,A,B,B,C,-48.78461945998061,E,-160.85211625853458,A,C,B,-12.093707739426993,108.90346508295963,D,1
Both,White,Single,B,C,D,D,A,A,B,-186.6907962617495,C,-90.4119825327841,E,A,D,107.76341296023601,9.449163931342094,A,1
Both,Black,Divorced,B,D,C,E,D,C,C,-118.13497854324592,D,-48.84700210400529,C,E,E,146.0695195601379,-29.84513883387814,A,1
Yes,White,Divorced,C,C,C,B,C,E,B,3.175227747130957,E,-185.66282281296827,A,B,C,56.40192547471955,-86.17116227031289,D,0
No,Black,Single,C,A,A,E,D,B,E,-32.24622032498908,E,49.59858668380117,D,B,D,152.85347000649176,-37.503910091374124,C,0
Yes,White,Widowed,D,B,D,A,A,B,B,14.532849714124474,B,34.91256304496691,D,A,C,119.28936014305454,-64.41829168084458,C,0
Yes,Black,Divorced,B,C,C,D,C,C,A,-92.07074639925594,A,-24.906909038627656,C,B,A,0.25134830457587704,69.21192222513444,E,0
Yes,Black,Married,C,B,B,A,D,A,E,-18.1365218705766,D,62.48690621662958,A,A,D,229.4379126178738,9.27825443409518,D,0
Physical,Other,Single,D,E,C,E,D,C,A,64.22045825232637,C,-15.740568555239603,C,C,A,-154.1635772389787,116.55971583575358,D,1
Mental,White,Married,D,E,D,A,D,B,C,2.191680796295001,D,180.3197808675349,A,D,E,-131.36022217716376,-80.06490977875828,C,1
Physical,Hispanic,Widowed,E,D,C,E,D,D,D,75.89789448126409,A,52.06035227193904,E,B,B,10.990338836804849,59.51170589151115,E,1
No,Asian,Married,D,B,D,D,B,E,E,-96.94890392452618,C,-74.49586201138662,C,C,E,-73.96499644611775,-138.00061085643048,E,0
Both,African American,Married,E,C,B,B,A,D,B,-158.06122256812156,D,2.196501603475221,C,E,C,214.51247965169392,116.97193823971006,C,0
