handicap,RACE,sexuality,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Physical,Hispanic,Heterosexual,Non-Veteran,A,74.4312210767852,B,23.18790612176676,A,A,46.20697570813625,-74.19428277735676,E,1
None,Hispanic,Heterosexual,Non-Veteran,C,2.8290833407877933,E,135.3675119195723,E,C,-47.739337172123925,-39.92208141727546,B,1
Physical,Other,Bisexual,Non-Veteran,A,121.63348660929746,A,52.875891157757636,C,A,-147.50649332698598,-201.93828630548524,D,1
Yes,Other,Heterosexual,Yes,B,-20.50630564318324,B,111.2765676195626,A,D,32.908971392343176,5.199923978267729,C,1
Mental,African American,Other,Non-Veteran,D,86.90305560926434,E,-30.975861585266053,C,A,90.82301811937373,64.20022964271018,B,1
None,Asian,Heterosexual,No,B,58.355483571948916,E,-44.36268667031541,B,E,93.8844134106103,25.438076876295675,D,1
No,Other,Heterosexual,Yes,B,-141.33769028167825,E,-57.2305829788219,C,D,232.7986002565392,32.49403391087377,C,1
Yes,African American,Bisexual,No,B,-86.83396352499733,C,-48.184047886867845,D,B,-36.528785122034826,24.644440356297924,C,0
Mental,Black,Heterosexual,No,C,11.882734969776894,B,-40.322568516849636,C,C,23.30869824738237,-67.32644291907391,D,0
No,Hispanic,Heterosexual,No,B,86.40300179778089,E,47.46508380091435,E,C,-21.0919482643645,-11.831061719793414,A,1
Mental,White,Heterosexual,Veteran,E,-128.94625679191654,D,-0.4528135220375216,C,A,-79.5212942979377,-30.214255502147658,B,1
None,Black,Bisexual,No,C,-41.66098203871365,B,-81.76880430570537,A,D,93.58599556261315,-187.50266400542762,D,1
Mental,Black,Bisexual,Veteran,D,-149.81532084079723,E,23.572278807644157,E,E,29.69748704386676,-91.84157493891571,C,0
Physical,Other,Heterosexual,No,A,-190.72201665759076,E,46.912398975045406,B,C,-71.90288818570842,117.44567803518756,C,0
Physical,Asian,Heterosexual,Yes,B,93.77947638426996,A,43.91275422064524,E,B,167.50416951007375,-93.9306036230082,E,1
No,Black,Bisexual,Non-Veteran,B,-58.12868045970379,B,-52.132667958791345,C,E,-65.4473108802069,25.414375664650652,E,0
No,Other,Bisexual,Non-Veteran,C,-175.82294490697547,C,37.404807996094455,E,B,-106.16255402195196,49.480235418363186,B,1
Yes,Other,Bisexual,Veteran,C,50.964154562488076,E,-109.35358401171263,B,B,-130.22953503354887,-105.4858149947997,D,1
Mental,African American,Bisexual,Yes,C,-179.26780174798554,E,-20.246074563317045,A,D,20.44592070585378,31.103764721244577,E,1
No,Asian,Heterosexual,Yes,D,72.9791261206972,C,36.744334438510585,B,E,15.65155766188126,-1.0918335980851304,A,1
No,Other,Other,No,A,59.88357139441158,B,-52.71595714134987,B,D,65.40107326134759,40.721795171272205,B,1
None,Asian,Other,Non-Veteran,A,52.8628928947532,C,2.239274152946232,B,D,-118.76042301344576,-169.29204550503977,C,0
Yes,Hispanic,Other,No,B,118.40876889945669,E,-124.81326502558969,D,C,13.201513240894622,42.2083185421927,A,0
Both,Hispanic,Bisexual,No,C,252.77261495957873,A,-90.98701488915813,B,D,-52.81387486814951,168.44575131090457,A,0
Yes,White,Other,Non-Veteran,A,84.8443643924084,E,23.207028342610577,C,E,2.1617052422289516,19.671097791767238,A,1
Physical,Asian,Other,Yes,E,-62.96821747152956,E,115.28846244760096,A,E,45.006382741445414,99.47466055407958,C,1
Yes,African American,Other,Non-Veteran,E,84.26610046712281,E,118.95062133227219,B,C,42.54932002387955,-132.57648961102612,B,1
No,Black,Homosexual,No,D,155.616115465448,C,35.96782213304203,A,B,88.1446968284075,-21.51036356519841,D,1
Yes,African American,Heterosexual,Yes,C,-113.28580407849422,A,-99.71838276089136,C,D,-208.14696464068675,-102.02539713607577,D,0
Both,Black,Homosexual,Yes,A,49.02800081967696,A,-112.54090464393569,D,A,-61.1583160948118,60.087774804054405,B,0
Both,Asian,Bisexual,No,A,19.22322932494452,C,-240.76502884240685,D,E,125.76274878244634,105.51082439674917,A,0
Yes,Black,Bisexual,Non-Veteran,B,139.47999369173232,B,-40.36956046404003,D,A,46.306951316113526,29.656732190971752,C,1
Yes,White,Homosexual,No,B,-88.72536399625636,A,-115.83671476297587,D,D,203.4221714401072,-10.925832070795682,C,0
Mental,African American,Other,Non-Veteran,B,38.28948182897619,A,95.19272037843716,E,D,22.0908812684418,59.391301983692124,D,1
Physical,Other,Homosexual,Non-Veteran,D,86.7131714959572,E,47.2322275122146,E,B,137.2142100693156,-49.72615488138013,D,1
None,African American,Heterosexual,Yes,A,57.24887399477453,A,2.9604185377375623,A,A,0.6208840930183196,-88.7212141089575,D,1
Both,Asian,Homosexual,Veteran,B,-122.74889102829265,A,84.29824846498961,B,C,8.349774946888829,-92.7394354385133,A,1
None,White,Other,No,E,-99.94021466887958,B,-15.433753426292393,C,A,38.08160002929075,37.32936393576219,C,1
No,Hispanic,Heterosexual,Veteran,E,-271.70063524224264,E,61.721442446493825,A,B,-5.473278785642377,103.50365325223537,C,0
Both,Other,Homosexual,No,D,60.70093960644866,A,-98.401793212153,D,B,-31.089616559077708,120.8381697928236,C,0
No,African American,Bisexual,No,E,85.6103981229036,A,163.45356173206815,C,D,-9.567162951904589,3.6605660458881237,E,0
Mental,Other,Heterosexual,Yes,E,10.159315166729801,E,225.28178670156177,E,D,9.109299276138952,-111.84398414270191,E,1
Mental,Other,Homosexual,Non-Veteran,E,34.78348932503233,D,-182.2336270033774,D,B,61.320157696490405,-78.77995013877766,A,0
Both,Other,Other,Veteran,A,-9.447172609890282,C,205.36677226808186,A,B,3.4541549933108553,-37.363756306677566,D,1
No,White,Heterosexual,Non-Veteran,B,13.451797393731033,B,143.4327476653372,C,E,-46.943649282178406,29.23027245149184,C,0
Mental,Black,Heterosexual,Non-Veteran,C,35.5843469363734,B,144.7918012824166,D,B,11.085716729349118,-36.524826489823845,E,1
None,Other,Bisexual,No,B,187.203285875561,E,-131.72157027119184,D,D,-47.67063377047086,114.22502392024663,E,1
None,White,Homosexual,Veteran,C,-136.38854247541306,B,-113.99070515224044,D,A,132.81622294979053,-26.36381879026615,D,1
No,Hispanic,Heterosexual,No,C,-86.19932875911275,B,195.5814840050792,D,D,48.33778106563434,-78.80779133249737,D,1
None,Asian,Heterosexual,Veteran,B,-21.962052911058297,A,-31.783873665391262,D,E,-41.475074942446746,-73.9496518117312,E,1
No,Asian,Homosexual,No,D,-65.73316423152826,E,10.959404585092928,D,E,5.038856167513186,-85.30378763244957,D,0
Physical,Other,Homosexual,Non-Veteran,D,14.302636746978958,A,-156.13546957778397,D,B,-62.430931049027194,-64.78344580488559,D,1
No,Hispanic,Heterosexual,Non-Veteran,A,-59.88556340290692,B,-19.545585861486032,A,C,102.82008668957911,-32.286195249549735,A,1
None,African American,Other,No,D,2.7904870071604004,B,59.88865534409867,B,D,-114.50245953752933,12.25549312898327,A,0
Mental,Hispanic,Bisexual,No,C,63.312657826803445,C,16.446481555880958,D,D,-107.44136502996757,25.7714992142272,C,0
None,White,Bisexual,No,C,-210.2643079233677,A,-95.67331010377751,C,D,-100.28947644941073,107.74391913188386,A,1
Physical,Hispanic,Homosexual,Yes,B,69.10254111564412,D,207.0914277004681,E,D,90.62809186894721,-17.73141790546257,C,0
Physical,African American,Bisexual,Yes,B,-120.43015351971758,B,-145.46957601367637,B,D,-129.96309051482774,-109.7207085459299,C,1
Both,African American,Homosexual,Yes,D,-143.46254073988962,C,86.90426194252557,A,A,-42.55866181791628,46.776314573596444,B,1
Both,Hispanic,Bisexual,Non-Veteran,D,45.99715463669934,B,-91.69874931052044,E,D,-5.434220030862205,17.69962077057488,E,1
Physical,Black,Bisexual,Veteran,B,124.76845096764202,A,48.56138684758321,A,A,-46.25904673130539,45.776403387345056,C,1
No,Black,Bisexual,Veteran,C,-17.85038354240661,C,-68.35525768464645,A,E,-119.26937674094296,62.517540051365664,B,0
Physical,Asian,Bisexual,Yes,D,210.08057642649342,A,-1.0655679218083667,A,E,112.40938731089037,-21.246889972521085,B,1
Yes,Hispanic,Homosexual,No,B,137.1056844324778,D,108.45501158876432,E,D,-206.2211472509699,-79.16353962459857,E,1
Yes,African American,Other,Veteran,D,-127.90610499674067,C,105.70363195355368,E,C,-166.15057960090402,1.7735720559840271,B,0
Both,Other,Bisexual,No,E,-122.11806473972557,B,-41.62051059225358,C,C,114.7085154555998,-173.8266352256016,B,1
Yes,African American,Other,No,E,53.47922336980344,B,82.22811225225203,A,E,152.76965378847922,54.12439495466632,E,0
Physical,White,Bisexual,No,D,148.02113097674194,D,-4.723875872096686,D,C,235.50520310191817,-11.525623633173739,D,0
Physical,Black,Homosexual,Non-Veteran,D,92.10430545248701,D,-32.61637355695067,C,B,88.30585067899702,-50.483936236452564,A,0
Both,Asian,Heterosexual,Veteran,B,5.339130491475997,B,29.61861810252267,C,A,-87.18244574334997,29.79080701347327,D,0
No,Hispanic,Bisexual,No,D,160.71703893281398,E,36.041598698538884,D,D,-120.61239493817246,-108.89407613480164,C,0
Yes,White,Bisexual,Non-Veteran,A,-86.40818786645247,E,-104.9421488735496,A,C,-64.58400571540443,-125.38910599089137,E,1
Mental,Hispanic,Heterosexual,Non-Veteran,D,56.07340411864629,E,33.5553748341299,E,C,135.68191400176673,-158.467095411642,E,0
None,White,Homosexual,No,B,-57.064646364800375,B,-59.63811048224081,E,B,18.011448142538587,10.183581422288187,D,1
Physical,Asian,Bisexual,Veteran,B,33.24674545246328,A,-85.40087027158316,B,E,-75.93462487808405,101.84118946277682,E,0
Yes,White,Homosexual,No,E,95.92674101214271,C,42.14951035336761,D,D,-9.22537155781703,-6.821687925412669,E,1
Both,Black,Homosexual,Yes,A,95.6767890803639,A,58.143599957029444,C,E,24.931685605868054,15.605647459360384,B,1
No,Other,Heterosexual,No,E,145.02725545049643,C,-146.6158753522761,E,B,180.41510770569525,149.2425759025131,A,1
Yes,Other,Other,Yes,B,79.11296464047868,C,-65.70904580536921,A,B,-124.77722005290718,98.37137421986478,A,0
Physical,White,Heterosexual,Veteran,D,-118.30503097135667,B,-74.36750834922411,D,E,115.21143919905154,155.03671000593587,B,1
Both,Hispanic,Bisexual,Veteran,D,-14.877571411840634,E,5.098174225016234,E,B,-84.92859655474084,154.42268295780804,A,1
None,Black,Homosexual,No,B,20.657234847992108,E,55.11164328873915,B,D,135.9266734166643,-28.005371839741787,C,0
Physical,White,Homosexual,Veteran,A,-131.68929957395315,D,55.81759931756311,E,D,149.8494663128674,-64.21209198704703,A,0
Mental,Black,Heterosexual,Non-Veteran,D,14.330730858757477,E,-32.8234093347091,D,B,40.33622299275039,-9.816970218669791,E,1
No,Hispanic,Homosexual,Veteran,D,-122.76042895232935,E,43.69147850380428,A,A,41.352628577629744,45.59293438643466,C,1
No,Other,Other,No,B,-176.80334546375974,B,47.486319921489624,B,B,-50.09237523330182,26.035158170773244,A,1
Yes,Hispanic,Heterosexual,Veteran,D,95.52864568300522,E,-52.88110776177143,E,C,10.445065703703133,-49.34743507188168,C,0
Mental,African American,Other,Yes,B,118.89728029816465,B,-45.86931758120445,E,C,33.13525301813379,-147.71884347080038,B,1
Mental,Hispanic,Heterosexual,Veteran,A,65.04708466075157,A,81.43034564322662,D,B,1.018768256175246,-95.8100514042123,D,0
No,Hispanic,Heterosexual,Veteran,D,-49.935493352753724,D,-258.76774619236875,D,E,-112.54180049261349,109.55972206509878,D,1
Physical,African American,Heterosexual,Yes,A,61.7266666054714,C,-96.37309706797362,D,A,-151.68872618002405,-10.451006686280811,B,1
Physical,Hispanic,Other,Veteran,A,106.84600494314476,B,-44.89572638326536,D,E,-164.67794556203305,60.22868713905778,B,1
None,White,Heterosexual,Non-Veteran,B,57.54255497969649,E,114.12287130401413,E,E,-205.24180342233151,-31.746940578846015,A,0
Physical,White,Homosexual,No,C,-55.772493715008,D,-42.08570811085682,D,C,-17.789439969312987,27.116510602873074,C,1
Both,Asian,Heterosexual,Veteran,B,13.643546200252679,A,95.88569636197076,D,A,138.55081144779834,-122.55096201934606,A,1
Mental,Other,Homosexual,No,B,-12.75348128648536,C,-85.75686155088276,C,A,-111.14602460252925,-107.79555850160759,E,0
Both,Black,Homosexual,Yes,B,-65.54246176911298,E,121.10874961849491,D,D,-22.4372941818118,-3.5490239594306168,B,1
Mental,Other,Other,No,A,67.5552210423579,A,180.61323708464622,A,A,-35.9300962903125,153.4879206209939,C,0
Both,White,Bisexual,Non-Veteran,C,79.59607158888548,B,52.690745280299765,C,B,52.079855624595695,16.074266975621423,A,0
None,Other,Other,Non-Veteran,E,58.50457008926945,E,88.33968110771447,D,D,270.27364584880894,-69.68114649742947,D,0
Physical,Other,Other,Yes,D,-39.29717908240902,E,108.82367939286641,A,B,-140.1690880173337,98.57358139417515,A,1
Physical,Asian,Heterosexual,Veteran,D,180.19194772441185,C,67.43665808459617,C,D,7.95773943464302,-40.92745122635273,B,0
Physical,Asian,Other,Veteran,E,114.65130125052636,E,-18.054706531829904,D,B,13.308930965158122,47.02324850838974,E,0
Yes,Black,Bisexual,Non-Veteran,B,-237.23661808435446,D,24.45603976438397,A,A,323.4616463486754,-39.42273245092422,B,0
No,Black,Homosexual,Yes,E,62.3622315074157,E,71.37611477606193,E,A,-20.510324689994665,-98.99564518674306,A,0
No,Other,Bisexual,Yes,E,81.81465582193489,E,-65.93749684617796,D,E,132.20124583770138,80.45320447497923,D,0
Physical,White,Bisexual,Veteran,A,-6.512085888026041,C,-106.86811032289427,B,A,-19.871785601349607,136.23362149061904,A,1
Yes,Asian,Homosexual,Non-Veteran,C,-102.81978143008277,A,61.94418085745256,B,D,148.03269683836103,-164.03236301478756,C,0
Physical,Black,Homosexual,Non-Veteran,C,159.2045955493926,D,-39.713949509260864,C,B,11.217629426845027,107.2625852116031,D,1
Both,Asian,Other,Veteran,E,135.20815854744487,B,78.19569653470047,D,B,-45.06911437094238,-127.33448548045527,A,0
Physical,White,Homosexual,No,E,-109.20816811567764,A,-18.665423470369234,E,A,98.08106053226099,-98.56049703470354,D,0
None,White,Bisexual,Veteran,D,30.105306679804254,A,71.30602232243305,A,E,139.84892315514176,-4.888266519197754,B,0
Physical,Hispanic,Homosexual,Yes,D,46.62558765043631,C,-72.63756258460609,E,C,59.36989974394468,-75.69067682417511,D,1
Mental,Hispanic,Homosexual,Yes,D,-162.33018543402096,D,32.19384838678614,C,E,69.14838316830813,97.247385716462,D,0
Both,Other,Homosexual,Veteran,B,-82.74065993097857,C,-99.27323774404353,A,E,18.77770041463698,-113.8597709043521,D,1
No,Hispanic,Bisexual,Non-Veteran,D,-105.25438591218357,E,-63.69098146613369,A,C,83.8787932094313,-16.60280696269031,D,0
Both,Other,Homosexual,Non-Veteran,E,79.92867799291203,E,165.58543209922934,B,E,-89.98034419633947,37.005349438208896,D,0
None,Other,Other,Veteran,B,-62.36860226689891,C,-26.928336139343585,C,A,-117.20097693285499,33.69345360768649,D,1
Physical,Hispanic,Homosexual,No,B,47.72377861931463,C,-3.8227633470735136,A,C,-39.93228621161645,-31.602828294614092,C,1
Physical,Asian,Bisexual,Yes,B,1.0856220137779349,E,-149.61642359215205,D,C,21.95725362691619,-81.9838810382505,D,0
Yes,Asian,Bisexual,Veteran,B,-60.47446784320199,C,-17.435855079198852,E,C,4.846725324808812,-99.37776320793255,B,1
Mental,African American,Heterosexual,Yes,C,-19.4590657035808,B,-156.44383069804374,E,D,156.3957383098702,-197.37105228887287,A,0
No,Other,Other,No,B,-41.77969793970628,C,-114.60556913456345,D,D,125.79258279297196,-43.49742976439062,A,1
No,Asian,Homosexual,Veteran,B,169.442030508378,C,219.67493262357561,D,D,113.79356326420522,21.82378145254296,E,0
None,African American,Bisexual,No,C,-48.63777489883848,E,94.80941289624121,D,B,84.43493088051486,-224.10867608800908,B,0
Both,African American,Homosexual,Yes,E,-108.44809626033971,C,61.62202552044496,D,C,240.71861222591392,-7.34974010479771,E,0
Yes,African American,Other,Veteran,B,-47.73879017374155,E,-47.330473836935354,A,B,-9.472597668388486,194.725357458778,E,1
None,White,Homosexual,Yes,E,136.1821416580899,B,16.944451283872827,A,C,-118.5177349084703,24.12189376417568,C,1
No,African American,Bisexual,Non-Veteran,D,23.427051497876956,A,-114.21658531666701,E,D,-64.20396576742476,60.13517028569383,D,0
Yes,White,Bisexual,Veteran,D,-12.144044062005614,B,167.1652495673831,E,E,64.80982141545717,-135.24431742128706,A,0
No,Hispanic,Heterosexual,Non-Veteran,C,95.23569833413205,B,49.235023623905846,C,D,123.03952358172421,-155.21973919391158,C,1
Yes,African American,Heterosexual,Non-Veteran,E,86.5185213721222,C,123.50034556153932,B,A,-102.34657561637341,99.57951904164737,D,0
No,Asian,Bisexual,Non-Veteran,C,2.3428412805517294,B,-44.08377944043752,E,B,-165.04574457680127,78.28705334421471,D,1
Physical,Black,Bisexual,Veteran,B,7.9457256358126545,B,-208.14572191172957,C,C,-56.35692239004595,-79.27657732174357,C,0
No,Other,Bisexual,No,D,192.63101316073417,C,-129.68265844257039,D,A,161.86331899914396,-108.31286223395628,B,0
Both,Hispanic,Bisexual,No,A,-66.10212226493375,D,-40.62045706228326,E,A,58.05258662129699,129.78411850020822,D,0
No,Hispanic,Bisexual,Non-Veteran,E,76.26975581751343,C,-101.85534003757968,D,C,-54.28853148478484,-9.206584892665862,C,1
Mental,African American,Other,Veteran,D,-153.8452288849976,B,43.91986976284435,D,E,33.662832480562194,-46.89369737895108,B,1
Physical,Other,Homosexual,Veteran,C,138.7317265184806,E,35.65452304210523,A,E,-28.55356087689159,1.1025588249324936,E,1
None,White,Heterosexual,Yes,E,-34.53683941059651,D,8.504337292483045,D,D,-0.7026453395129587,231.10154946661754,E,1
Mental,Other,Bisexual,No,E,-60.02604358700502,D,-152.3505695536301,B,B,86.44911880896885,61.5361593789723,C,0
Mental,White,Homosexual,Yes,A,-165.51282729457645,B,-91.36980107626471,E,B,186.86199017813442,22.207468532038146,C,1
Physical,African American,Bisexual,No,B,-15.008080147084204,D,94.81889552303275,E,B,-191.66225941404866,147.74354718090814,D,1
Both,White,Heterosexual,No,A,-145.1048385042358,B,-84.78375563494906,C,B,86.43887119846056,24.080169122340962,C,0
Yes,Asian,Other,Yes,E,165.23221612767222,C,159.97518645052932,C,A,166.58334522965086,-50.16469006374906,D,0
Both,African American,Bisexual,Non-Veteran,E,-63.70713408887947,C,8.600331310950233,A,B,76.77123807364147,8.412306575340585,B,1
Physical,African American,Homosexual,Non-Veteran,D,74.58894613330507,D,108.12292543209496,D,A,-129.5682302046889,1.4560953474407452,A,0
Physical,Other,Bisexual,No,C,-65.80804862482701,D,61.68067250349086,A,A,88.67733268639707,6.983734692493589,E,1
No,Other,Heterosexual,Non-Veteran,A,-18.675631073769804,E,95.2928202051345,C,C,67.03115417522379,-85.99278602285837,B,0
Both,Hispanic,Other,Non-Veteran,B,-45.03559775012364,C,-64.20988811794258,B,B,198.65789960827536,119.68346683445927,B,0
None,African American,Heterosexual,Yes,C,-136.60505681686163,C,171.8336660458292,E,B,51.16608865212008,-142.9121549125107,E,1
No,Asian,Bisexual,Veteran,E,-260.44535797804076,D,137.23143901408247,D,A,-28.324188663090798,-89.23460521751964,B,0
Yes,Asian,Other,Non-Veteran,B,-17.00613180416474,B,82.64974769729425,A,B,-12.671339005516458,-62.945541475339596,B,0
Mental,White,Bisexual,Veteran,B,4.173139844968463,E,-11.65806739000776,A,A,-13.836702064950426,-31.659298215583565,D,0
None,Hispanic,Other,Yes,C,-130.14357026653735,C,8.096720849976968,E,C,-93.41345766173129,0.43017115479772494,D,1
Mental,White,Homosexual,Veteran,B,7.5363525356809875,C,-39.62343106540906,C,B,-17.150552659281242,107.03432068304166,B,0
No,Black,Bisexual,Non-Veteran,D,-36.3856584044823,E,-99.97499592412524,D,D,-80.58660589840382,-227.0406684652426,C,0
Physical,Hispanic,Heterosexual,Non-Veteran,A,-81.75574798300202,E,-43.21433164736298,B,D,-43.12129134513899,-201.35216443074566,D,0
Both,Other,Bisexual,Veteran,C,40.534544329062655,B,60.7471775144953,E,D,-53.8639995467403,-33.811843498303716,A,1
Yes,Hispanic,Homosexual,Non-Veteran,E,-35.46234583745431,D,40.75849295404413,E,E,-24.033568805254486,29.612431075666773,A,0
Physical,Asian,Bisexual,No,D,42.69302769376739,A,-52.66295492890739,C,D,-17.460123129752585,24.44163199166583,D,0
