military,civil_status,race,Age,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Yes,Married,Asian,81,B,-103.74909086358353,116.23424188462779,E,B,-21.316516861357776,C,0
No,Married,Asian,73,C,62.712148762978394,-20.615796975698895,B,C,-58.322369459054336,D,1
Veteran,Single,Asian,38,C,105.31897171819638,-63.800108022524235,A,C,-147.8929387696376,E,1
Yes,Widowed,Other,36,E,-32.82838606251717,-53.26358898667339,B,C,-92.2172718773683,A,0
Yes,Single,Hispanic,63,C,89.41809793072048,62.7014402814235,D,D,-80.95121603674572,A,1
No,Married,Other,29,D,-76.22290670439841,5.725970058570431,A,E,167.55713176858723,E,1
Yes,Single,White,94,D,-45.90355995285935,-134.1680883713274,B,A,22.077060714121004,D,0
Non-Veteran,Divorced,African American,69,A,77.80704771068237,-16.349652257680805,A,A,59.46684424052505,A,0
Yes,Single,African American,18,D,-104.52361047103594,-68.7697519986883,E,C,-44.31499294021953,E,0
No,Married,Black,52,C,-8.68376342057586,-72.18663765051198,C,C,84.44102827942814,B,1
Non-Veteran,Married,White,76,B,-51.10845530451734,69.14121953496843,A,D,-117.50610954156264,D,0
Non-Veteran,Widowed,Asian,23,B,-79.05104270973078,-178.632502178526,C,E,18.104147144725722,E,0
Non-Veteran,Widowed,Other,66,C,48.59435417121913,32.939998021378244,B,E,-259.2269662754863,C,1
Yes,Married,African American,83,B,204.40252885313703,68.43715692622459,D,B,63.942862690685864,D,1
Yes,Divorced,Asian,29,B,30.523782016631014,61.75096586272789,E,A,233.26725819849324,C,1
No,Single,Black,71,E,-49.561339343178375,83.52444588836313,E,D,-40.6874813082511,D,0
Veteran,Divorced,White,28,A,87.06601099223757,-9.560916985532518,B,B,85.39035416516826,C,1
Non-Veteran,Married,African American,36,B,-33.37895040085138,114.776047427812,E,C,-41.413221549891624,D,1
Veteran,Widowed,Hispanic,44,C,-33.56288647879862,-82.45549322139296,D,D,204.4326332692604,B,0
Veteran,Married,White,18,D,74.94537300019822,-102.20138177298186,C,E,-170.38855464081212,E,1
Veteran,Divorced,Black,63,E,-148.64554120607517,-68.78607033461239,E,A,-7.382023220875077,C,1
No,Married,Other,82,A,49.12330176848448,38.621306841844536,C,B,-86.84710192668817,B,0
Non-Veteran,Divorced,Hispanic,81,D,41.84207315492479,75.86052708402387,B,C,-64.17245605744614,A,1
Non-Veteran,Divorced,White,51,A,20.052579050868214,261.0817302743972,E,C,-51.793790063103174,C,1
Veteran,Single,Black,68,C,-159.39905430254683,202.15478696977368,C,D,99.18671591321694,B,1
Veteran,Single,White,56,A,-41.707570072433576,92.64339467561301,E,C,190.84343790046273,A,1
Non-Veteran,Divorced,Other,27,C,-52.522207242502446,-34.12589234023004,B,E,-61.255408120890245,B,0
Non-Veteran,Divorced,Black,75,A,68.26244891644005,3.0288217135368805,E,E,70.5560245045263,B,0
Yes,Divorced,White,28,C,93.78079860933592,42.48968783366921,E,B,8.592579922589287,D,1
Non-Veteran,Widowed,African American,40,C,-36.26739952419974,110.56553075795352,A,C,-170.82208798824627,E,0
Veteran,Single,African American,50,A,12.311193527152847,-132.23242973827107,D,B,64.5545840201909,A,1
Yes,Widowed,Hispanic,24,B,-86.32656328226629,44.745245395947606,B,D,47.7865563890165,B,1
Yes,Divorced,White,35,A,-95.14369981655977,-96.12403697365941,C,A,14.10157192799186,C,0
Veteran,Married,Asian,53,B,29.71121340346788,-278.44255527035443,E,E,107.84291121829123,D,0
Yes,Single,Other,80,E,71.22637956539141,207.4795307062485,D,E,-0.17047126136815438,D,0
Yes,Widowed,Black,75,C,-96.08823494637181,-43.20614631893624,B,B,-24.97150582657434,B,1
Non-Veteran,Divorced,Hispanic,87,E,109.6770852794656,211.30090707065463,A,B,-28.177215274260053,C,0
Yes,Single,Hispanic,54,E,20.190706151236995,-56.68720082396368,A,A,-118.3272531805579,E,1
Non-Veteran,Married,African American,94,B,87.41344856056004,9.834347494577521,C,D,-50.73463657161755,E,1
No,Single,African American,43,A,-91.28819301358378,-50.932272555110615,A,A,-121.45343829466894,E,1
No,Married,Asian,95,B,-39.17589144658819,-95.8434169053996,D,C,20.911893589267436,B,1
Non-Veteran,Widowed,White,88,A,-117.89580434545192,183.51970410661224,A,C,12.8615184472693,C,1
No,Widowed,Asian,83,B,-24.21367790119139,-147.79528814932274,E,B,54.21529244431604,C,1
Yes,Married,Asian,68,D,-76.39487535706982,-146.76350231747563,C,D,76.51249091337353,D,1
Yes,Single,Asian,35,B,-0.294585602100451,-12.494817229246218,E,B,-4.077252923667402,D,1
Yes,Single,African American,95,A,92.64813799252552,37.15184146997786,E,C,4.003650535834733,A,1
Veteran,Divorced,Asian,44,B,-45.68399882288407,-43.35955885374532,C,D,26.550599391457467,D,0
Non-Veteran,Married,African American,64,C,-29.990512022013494,156.1017606089717,B,A,-88.48223676075469,A,0
Veteran,Married,Other,50,D,27.317583069011032,159.13201037799757,B,B,128.22638269111124,E,1
Yes,Single,Black,93,A,-211.37926332524307,67.19334114648257,E,A,-16.590193168482067,C,0
Veteran,Married,Asian,77,C,-107.59982538430093,153.605282578427,E,D,-133.51111255088097,E,1
Yes,Single,White,35,E,-116.34018226307998,-62.831375792646114,B,C,-112.99960480555514,A,1
Veteran,Married,African American,91,E,-1.4111396660093636,2.3315388374781616,C,C,110.52162033653543,C,1
No,Married,Hispanic,52,D,-275.8356176618738,141.87833889744545,C,B,-127.80808831651488,E,0
Yes,Single,African American,90,E,14.344909861272589,-50.784658014674086,E,C,-61.473322016107765,E,0
No,Single,Other,51,D,16.125096004432933,-54.99902810971181,D,B,-64.76432018291926,C,1
Veteran,Divorced,White,57,A,-125.81033696613564,117.54113314215058,E,E,92.03185679322725,D,1
No,Married,Hispanic,78,A,-18.33836835884911,-83.7410683603399,B,B,190.42827799627793,C,0
Veteran,Divorced,Hispanic,93,A,18.809022337675927,-13.283940269467887,C,D,-14.854145783697204,E,1
Veteran,Widowed,Hispanic,19,B,-245.80210793398308,-180.20105007478261,C,C,67.30753194399199,C,0
Non-Veteran,Widowed,Hispanic,35,E,122.57338265231022,68.9464521679259,D,C,105.28364994961595,E,0
No,Married,Black,48,A,24.325291064643384,-50.29440927151416,C,B,-130.35192813931096,B,0
Veteran,Married,Hispanic,49,A,-146.79107177578203,84.2320333504722,D,E,231.89220913961668,E,0
No,Single,Asian,56,B,91.17369050155449,57.24543430546253,C,D,48.26291766372117,B,0
Non-Veteran,Married,Asian,27,A,102.31442139121347,-130.76129548295143,E,B,94.51103179330066,E,0
Veteran,Married,Black,93,A,21.163969264866697,143.37491442928425,E,B,-84.52663683721329,C,1
Veteran,Single,White,32,D,41.863578624524386,-3.399449487309362,B,D,-15.186394087681146,D,1
Non-Veteran,Married,Other,43,A,76.00049384554424,129.45068493599595,E,C,63.87188275759185,D,0
Veteran,Married,Other,91,E,97.48542203230983,22.431624385822825,A,B,90.53277559665004,A,0
Yes,Married,White,73,A,115.78729973954279,63.39005672964022,D,E,30.494789639845905,E,0
No,Married,White,34,B,-18.251083095370472,-2.447896146706796,D,E,-125.54897455595993,E,1
Veteran,Married,African American,50,E,-76.58804547786865,-71.94293616530828,C,A,25.52208963744489,C,0
Non-Veteran,Single,Hispanic,61,A,-233.48754819889282,-52.90901465357517,B,B,-119.0295998343901,B,1
No,Single,Asian,87,B,43.13470710761645,-135.29821671234953,B,C,-316.94273689352923,B,0
Veteran,Single,Black,53,A,-179.04714793320355,-101.59243397933035,D,A,24.536093645244605,B,0
Non-Veteran,Divorced,Asian,92,B,89.15773309506831,28.241146727290566,E,E,-65.20761758017308,A,0
Non-Veteran,Single,African American,28,D,-82.07766821881951,70.42374110248588,E,B,26.08403889108558,A,1
No,Single,Hispanic,38,A,65.49314955980115,-31.150295204769545,D,C,32.99250357299898,D,0
Non-Veteran,Single,African American,41,D,0.14116853478270233,47.03154192273839,D,E,-58.59930634724751,B,1
No,Single,Black,84,D,-22.202410042307847,130.41401345425382,D,B,40.28811014194857,D,0
Veteran,Married,Other,66,C,13.36763292464125,0.556956894112907,D,B,-135.51860296713596,C,0
Non-Veteran,Widowed,Hispanic,67,B,-83.8328111517192,7.359276197806768,A,E,-12.20349043693814,E,1
No,Married,Asian,33,B,31.80670905973998,-39.81883727951533,B,E,86.7303182339281,A,0
Non-Veteran,Widowed,White,75,A,-16.33372477164943,155.23320701319682,A,E,-25.311222603784632,D,0
No,Widowed,White,83,B,-9.185500690156848,-24.603759825055597,C,E,12.874825460366488,C,0
Yes,Widowed,White,67,C,16.526780642360315,-160.69469683736378,D,E,-1.4159294015740207,A,0
Veteran,Widowed,Black,21,A,41.87689773924777,9.873684496559907,B,D,54.17359209876885,C,0
Veteran,Widowed,Other,61,A,22.231592875643695,70.8769383455467,B,E,-113.74888239946073,D,1
No,Divorced,African American,28,C,-12.21003777067809,-144.11929511241365,B,E,-17.028695226595225,A,1
Veteran,Divorced,Hispanic,98,E,-162.61148823693543,35.81013352362572,E,D,114.06486607924653,B,1
Non-Veteran,Divorced,Other,84,E,-88.80573712949617,-196.16040543871685,E,E,169.4267362686392,D,0
Yes,Divorced,Other,26,E,67.89667067706074,-92.11988198197513,B,B,19.996186811287835,E,0
Yes,Single,Other,40,D,-72.43246774175843,13.770926087051693,E,D,212.23616867096231,C,1
Non-Veteran,Divorced,African American,98,A,-1.2623944879734166,-43.71655700165418,E,A,-2.8672681916645777,E,0
Non-Veteran,Widowed,Black,75,A,167.35464326268533,16.46955277233357,A,D,-20.31967221961961,B,0
Veteran,Divorced,Asian,36,C,34.34550962234508,-45.46221806898954,C,C,-172.32178239875302,D,1
Veteran,Married,Asian,57,B,55.54474590267342,-16.281628510012194,C,C,-53.44625702117847,B,0
Veteran,Widowed,African American,39,B,86.67961720514116,25.68821070052481,C,A,178.54633067659046,D,1
Non-Veteran,Single,African American,52,B,-69.11864362642962,-172.11198063001035,E,A,33.90219679559549,B,1
Yes,Widowed,Hispanic,34,E,-102.23701474560372,-45.52466331381409,C,B,-64.82766426676751,E,0
Veteran,Widowed,Asian,52,D,-169.1287300934796,-85.3254212031327,C,E,54.35734920905146,C,0
No,Divorced,Other,26,D,-170.02184702604163,124.39353282203346,B,B,-29.420707729884725,D,0
Non-Veteran,Single,Hispanic,75,D,-51.77617717986954,-29.186311038042117,B,C,-123.18627719807942,D,0
Yes,Divorced,Black,89,A,-86.5423951326423,-6.405005390807306,D,A,7.490265948240717,C,1
Non-Veteran,Single,White,86,E,46.50253119890238,-90.55240180973831,C,C,123.60801843355114,A,1
Non-Veteran,Married,Black,24,E,-101.59714891097462,112.54674753216507,E,E,-8.478285265970122,D,0
Yes,Married,Asian,86,C,-11.991836080770426,0.831162569330312,E,B,-116.3993353260724,A,1
Non-Veteran,Widowed,Hispanic,90,A,89.58674478475892,49.621775696449696,E,B,87.0868431914602,C,1
Veteran,Married,African American,23,B,-49.39475471260011,-118.77657162755885,E,C,74.86125066560007,D,0
Non-Veteran,Married,African American,43,D,-60.697640730932946,-175.08493493151573,B,A,106.3338631188937,E,0
No,Divorced,Other,33,E,-23.841567371800117,77.12449767863583,A,E,-114.79696361580733,A,1
Non-Veteran,Widowed,Other,76,D,64.16630092550302,-135.4046017627978,D,D,245.34630105654665,B,0
No,Single,African American,93,E,5.827630255555195,161.69136850802528,D,B,24.583670179541496,E,1
Veteran,Single,Other,33,A,20.60471672136314,-154.58701805129897,E,E,57.58567546615166,B,1
No,Single,Other,74,D,125.6279261896029,62.72741610350347,A,A,140.00728949712803,D,1
Veteran,Divorced,Hispanic,24,D,-43.73850330590379,144.46915316204897,C,A,75.92036572185842,E,1
No,Single,White,46,C,-52.327840791615124,218.84761258727664,C,C,5.483144170308943,C,0
No,Married,Other,94,C,154.81620718521629,25.251518174192565,B,C,123.64308123013492,E,0
Non-Veteran,Divorced,White,97,A,80.0428806429307,41.23391286918112,B,A,-1.181951861055345,E,0
No,Single,Hispanic,84,B,129.8141559950854,-53.24849468954701,C,D,-53.38233296826682,C,0
Non-Veteran,Divorced,Black,23,A,-30.94586149840618,194.10104843214057,B,C,115.28730085269112,B,0
Veteran,Married,African American,34,D,-146.39672700211574,-70.08065311667265,A,A,-124.52079139622165,C,1
Veteran,Widowed,Asian,70,C,-172.40615196560523,0.05732728224606095,C,E,-9.594074592168864,C,0
Non-Veteran,Single,Hispanic,23,A,-206.27704182727484,-72.9631049604384,C,B,64.35500600424571,E,0
No,Single,Hispanic,41,B,71.94616485106975,39.587654353624636,B,E,-54.79945081687744,E,1
Non-Veteran,Married,Asian,54,A,31.907976825449264,116.28555365356435,C,A,-13.248643985940287,E,1
No,Divorced,Asian,20,D,-17.63348265122946,16.977859742924522,D,E,-27.02581822738246,C,1
No,Married,Hispanic,85,E,-91.7089074222681,14.777716628644724,C,C,71.81448974092277,A,1
Veteran,Divorced,White,41,A,46.33395965621062,-135.33955223756726,E,C,-18.14487175733599,B,1
Veteran,Married,Black,54,D,-41.270865009376585,-83.14893086783484,C,B,-149.0936248966696,B,1
Non-Veteran,Married,Hispanic,62,D,15.179248071566215,-60.79469597300613,C,B,48.26632815675836,E,0
No,Single,Hispanic,39,A,0.3222229960553583,76.80864036920816,D,E,-34.11855211190733,C,1
Yes,Widowed,Other,62,D,63.613742103900364,36.323356801703554,D,B,227.71627091763276,E,1
Veteran,Widowed,Asian,90,C,135.12786075750753,60.98997692924867,C,C,166.47909248914416,D,1
Veteran,Widowed,White,54,D,115.29234162741595,-35.258428847045856,E,E,-11.933461341768078,B,1
No,Married,Black,31,E,46.929763311341446,-78.63421409129974,B,D,-122.82249712189386,D,1
Yes,Single,Hispanic,56,B,-25.69466413576898,44.92992076105845,C,C,-69.36587147074111,E,0
Yes,Married,Black,51,A,43.47362198858578,63.407878556288146,C,D,69.66380462190486,B,0
Yes,Married,Asian,35,C,-12.633692316634809,57.12319054678584,E,A,102.75437045989042,E,1
Non-Veteran,Married,Other,94,E,72.16248603998002,-156.3097039091155,B,C,-97.53495729497274,D,0
Non-Veteran,Divorced,Asian,42,A,-138.38268511356273,41.768391267068296,C,E,52.722317303219626,E,0
Non-Veteran,Widowed,Black,26,A,29.63712189948047,18.022276601986192,B,A,-156.39891440502157,B,0
No,Divorced,Asian,26,B,1.0426791016608452,-85.30322821956844,D,D,-1.8095453375777386,E,1
Non-Veteran,Widowed,Hispanic,37,E,-32.691573075226984,55.28867608144622,E,C,209.4512510304431,E,0
Non-Veteran,Divorced,African American,18,D,16.31815854595945,-89.30654793516739,A,C,-164.22399805525225,B,1
Veteran,Divorced,African American,88,A,70.09929712251501,132.26911994261377,E,B,-35.700305459926675,A,0
Yes,Widowed,White,71,D,-126.3940475454651,-132.62180140501547,A,C,71.00917768102885,D,1
Yes,Widowed,Other,67,C,144.2437404746913,-120.58728672995306,D,E,55.13696502971687,A,0
No,Single,Other,56,B,50.987943965277836,3.5102801115560798,A,D,64.06163275031001,B,0
No,Single,Other,75,B,129.76119786996395,62.551541366232854,E,B,-8.63074722708107,C,1
Non-Veteran,Widowed,Hispanic,25,A,6.085113266266349,20.283792707732026,C,A,-237.7080968332674,D,0
Veteran,Married,African American,99,B,55.1599539372495,-204.80488980094606,A,E,127.03277481754549,C,0
No,Divorced,Black,61,A,-20.473377985795395,98.30684231306684,A,A,60.25255844546421,C,0
Yes,Widowed,Black,95,A,-39.98214541694631,102.57923420318255,C,D,9.447577315117952,E,0
Veteran,Single,White,36,E,-64.62552770491399,69.28917475533675,B,E,109.77333418662032,B,0
No,Married,Hispanic,93,A,21.242804220002252,-57.069468678703714,B,C,-179.47456317182179,B,0
Veteran,Single,African American,51,C,8.450787907037395,-44.49270661015742,C,E,14.460119504596628,B,1
Veteran,Single,White,80,E,164.623301602098,-129.79591640008906,B,E,-67.35759192079276,A,1
No,Widowed,White,80,D,-32.579351394398884,-75.91290811863239,E,D,-15.10666902328412,A,1
Yes,Widowed,African American,91,D,-74.97966659142773,100.73951795493943,E,D,29.604300193246985,B,1
Yes,Widowed,Hispanic,18,B,-178.8419029018745,1.5790420125187457,D,A,-38.88866311893106,A,1
Yes,Married,Black,48,D,134.1894959945667,122.23332172144478,E,A,-21.43030112924661,C,1
Veteran,Married,Black,52,A,-38.836500960290195,69.70615646981308,B,B,-27.432498566140755,C,0
Non-Veteran,Single,African American,92,E,-129.18120245493182,-97.76698731237165,D,D,80.76663314522013,A,1
Veteran,Married,African American,69,A,-220.0174052059285,-115.71188674162374,E,A,-131.91679480119151,A,0
No,Divorced,Black,21,E,73.71751030353997,-105.87236980135162,E,D,-154.03131568134089,D,0
No,Married,Hispanic,95,E,-187.82106832515277,22.58655860763516,C,C,-4.0063693743935405,A,1
Veteran,Married,White,72,B,89.61174749695712,19.394411492383725,B,B,199.21006587142392,E,1
Non-Veteran,Divorced,White,52,E,34.9492539124831,110.66333874763754,B,C,-19.68317620447185,D,0
Yes,Divorced,White,25,A,-69.74440803582247,21.699613522253372,C,D,10.6177715493144,E,0
Veteran,Divorced,White,45,C,-49.877656094790844,223.69561021684166,A,A,19.32557032644883,D,1
Non-Veteran,Widowed,White,53,E,57.50484397898774,-169.2878622797601,A,C,-49.938642122142454,A,1
Yes,Single,African American,86,B,189.9514435609843,20.441702303488096,D,A,-71.00398264477913,C,0
Veteran,Married,Asian,19,C,-9.205524311677681,-60.45093948892538,E,B,-15.246115253687803,C,1
Non-Veteran,Single,Black,70,C,-43.96856154780148,67.93132953765296,D,C,118.68371762841619,E,0
Non-Veteran,Single,Other,57,D,175.90106698056647,117.84091674490318,C,B,-19.73593071024563,D,0
Yes,Single,African American,25,A,-12.276291618767123,-128.47804422776218,D,D,28.557636298151774,B,1
Yes,Widowed,Black,22,A,-72.1283754967299,87.07969386526571,A,B,132.09174365088876,D,0
Non-Veteran,Married,White,87,E,26.10915020760853,51.20252713979039,C,C,-115.76585689577908,B,0
No,Divorced,African American,53,E,111.13816889513292,14.600230192200806,A,E,-6.531000549637887,D,1
Veteran,Single,Hispanic,23,D,-14.708042648366876,82.20161902281895,E,A,-108.9737395641077,E,1
Non-Veteran,Married,Black,20,C,-21.550533525139777,-46.05090851493961,E,C,-134.61728071652718,B,1
Veteran,Married,African American,23,A,193.744683193659,21.044332534800137,A,E,25.30639775112849,D,0
Non-Veteran,Divorced,Black,81,B,55.62462475465581,-104.34153741271035,B,B,-13.97574293139066,E,1
Veteran,Single,Asian,25,D,117.65651467196116,150.6271147200347,D,C,-142.73337483287926,C,1
Non-Veteran,Single,African American,59,B,21.03486348674567,-207.94667269304958,E,D,113.37838598405361,A,1
Yes,Married,Other,39,D,18.994088789500243,47.787490511457506,B,E,-83.65418599121583,B,1
No,Widowed,Hispanic,27,D,136.28451924039953,-30.88905076011051,D,B,-65.41137197503991,A,0
No,Widowed,White,52,D,75.39627106057965,-166.28758717419655,E,A,75.21840320378979,D,1
No,Single,Hispanic,19,A,95.47219734859536,83.70241640904624,C,A,-48.821681731802805,C,0
Veteran,Divorced,Hispanic,92,C,-58.96121368770153,185.1258971641828,C,C,28.27484426970013,A,0
Yes,Divorced,White,60,B,34.9327431061376,72.67971175120616,E,A,-160.93853739231184,D,0
Veteran,Divorced,Hispanic,46,C,-86.682615810902,-36.990680799326135,B,C,-69.85376209600463,C,0
Non-Veteran,Divorced,White,39,C,-91.91860155093686,82.7795853282294,B,E,-42.235740793104796,D,0
No,Divorced,Other,68,B,23.245543252047703,43.24261327662305,B,B,-170.85708681007995,C,0
Veteran,Married,Other,51,C,96.78772088993168,55.24170607033594,D,E,-94.62537980253713,A,1
Non-Veteran,Widowed,Other,72,D,60.76320703001428,157.78350882044901,A,A,-7.063486307878705,C,0
Yes,Divorced,White,49,B,-162.5190739335641,-0.6080790048702505,C,B,76.52896503591721,E,0
Non-Veteran,Widowed,White,41,A,257.27754979452754,-138.28630167411018,D,A,6.661033964944521,D,0
Non-Veteran,Divorced,Black,54,D,-51.78830840454497,76.78072185534994,B,B,90.78361773531424,B,1
Non-Veteran,Married,Hispanic,73,D,8.092870265611635,15.740061991365858,A,B,-241.59852686438677,B,0
Yes,Widowed,Hispanic,22,E,-104.98004146839473,66.281459535726,A,B,-10.020304276229597,E,0
No,Widowed,Asian,23,C,2.9175493326711943,-43.644856687927344,A,C,-124.69166147720605,B,1
Non-Veteran,Widowed,Other,48,C,-42.70194854651568,93.28564301408824,C,A,94.50699901471474,B,0
No,Single,African American,73,E,-11.077024048959982,-55.96303349587689,A,C,-23.114537478817283,B,0
