age_range,Veteran,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
36-50,Veteran,Christian,B,D,E,-279.2440694244284,15.12858851801562,-5.126946048537065,-39.67962024123241,-32.42978305459162,C,D,A,1
36-50,Yes,None,B,B,E,-38.78170736570984,-112.72573572486621,127.33995063615968,24.430596802479826,219.87347372767468,B,B,A,0
51-65,Veteran,Hindu,E,D,B,-45.38542311218059,29.982254586918618,60.295299174151296,30.909790760474543,-27.219046578756462,D,D,C,0
65+,Veteran,Christian,B,A,E,-218.37327720423562,-14.629085760939128,17.371900757528906,218.39111404661566,-92.02690758510674,C,E,A,1
36-50,Veteran,Christian,C,A,C,112.79983730925642,1.8105026674431992,79.2016104399995,79.95890841997215,41.61739624487731,D,C,A,0
18-25,Veteran,Hindu,A,E,A,137.47517819206033,-4.869132070034029,128.76176938605573,6.246950483082853,-95.19502813195656,E,A,C,1
51-65,Non-Veteran,Hindu,C,C,E,17.147836890693018,76.19046510031437,-138.89769539429992,11.229690605889086,-47.026368839268926,B,A,E,1
65+,No,Other,E,C,B,125.78264716169608,-10.793353155405654,-187.36466638366983,-155.06995818246108,-9.47989698353488,A,E,C,0
36-50,No,Jewish,B,C,C,127.82985799847799,225.49898349140295,-13.98513523565752,-54.19779590299405,-80.2439429894545,E,D,D,0
65+,No,Jewish,A,C,D,-14.115876015107759,42.8880657158558,-56.07796715626655,-424.2989162668528,-94.23234840948979,D,C,D,0
65+,Veteran,Christian,A,E,B,25.551070485199535,-24.80085764218516,-37.17034568879375,51.36303941592833,-43.45875441657081,B,E,D,1
26-35,Veteran,Jewish,E,D,A,-48.59072929231352,260.11026424825434,91.45578310400563,-202.5585394226832,-28.227431012731607,C,C,E,0
26-35,Non-Veteran,Jewish,E,E,C,-35.40272343328219,-161.7081995585855,-16.36756767613603,-71.57157000421346,42.02515070760764,D,E,A,0
18-25,No,Hindu,B,A,C,101.03964084484704,-112.18567003143527,-130.6465839908498,43.59400713198453,-159.9064058960605,D,D,D,0
36-50,Yes,Buddhist,E,D,D,45.8576896170386,72.16973123590216,64.33540066739431,-61.58168874637548,40.34447067740215,B,D,D,1
18-25,No,None,C,C,B,65.60055032860829,-5.585845708997043,-73.7808217070007,-124.42631453879952,64.159844159301,C,E,C,0
36-50,No,Jewish,E,A,A,-111.88700067853037,41.22595958114418,15.81677489329686,87.35793297474653,87.76213987955649,B,C,D,1
18-25,Yes,Muslim,E,B,E,-128.57840419603195,-32.91105125468872,135.1570414032434,-33.31651035579455,-20.833425075899918,A,A,B,0
18-25,Veteran,None,A,C,C,-25.060219624887083,92.74450792674668,65.9904017287714,-92.730782641735,151.60737925532152,B,E,B,1
51-65,Yes,Jewish,B,C,A,-53.56097274171289,20.327455598997012,49.67025505606796,50.427426228140106,78.05179770796369,A,C,A,1
65+,No,None,B,C,E,-59.271082670960084,-33.01838045788287,-92.3451880639204,-1.3999250777580539,-43.035938391860654,E,C,E,1
26-35,Veteran,Buddhist,A,A,D,36.89266406888793,78.56304626485317,-49.206508277913734,94.50084388518175,65.31813353313153,D,C,D,1
26-35,No,Muslim,E,E,D,28.111286537397902,176.16319974502565,32.93718129579709,-105.60787858621813,-111.43569048302714,B,D,E,1
26-35,Yes,Hindu,B,D,E,-82.71160997316544,0.6602263040967936,-15.700667484485853,312.33920825034187,-49.49115717798469,E,B,E,0
18-25,Veteran,Muslim,E,A,A,-7.633623495221824,-72.17487592113685,52.91640012947089,-78.20799359943425,74.16070185164156,A,A,E,0
26-35,No,Buddhist,E,E,A,27.335743956174667,133.32295064228487,-161.4994596226047,-32.81215995635896,-73.54858095211672,B,A,B,0
65+,Veteran,Jewish,A,D,B,-48.48126500531792,137.43023732725047,48.94337405952912,-87.1159573087404,-81.85813584813735,A,B,D,0
51-65,Non-Veteran,Muslim,C,C,A,156.71695588027916,-181.0361352841349,7.141576592944214,-184.23334876637043,-37.970009878555345,C,E,A,0
18-25,Yes,Hindu,C,E,C,-9.525113671212747,83.43670614533463,32.886966658061816,6.524932202706145,10.468742185940066,C,C,D,0
26-35,Non-Veteran,None,E,E,E,5.8353655583536215,-25.177548501720082,143.12690767615598,-28.19778249556133,48.231124462563315,C,D,E,1
36-50,Yes,Buddhist,D,C,B,-61.288839229435276,-87.34103958727229,101.764010245955,-51.09666934239846,-10.584515261523746,B,C,B,0
65+,Yes,Buddhist,D,C,E,118.32080009574291,-107.12161666363545,70.18235942762678,-4.317862801406155,70.39361962893213,E,C,D,0
51-65,Yes,None,C,B,D,14.485830151984505,-85.56217058642308,-154.51919149296808,127.56629627751846,183.15255763427936,D,E,E,1
36-50,Non-Veteran,Other,D,E,D,-16.387242649435024,7.758386353434453,198.79465082902465,-55.797467280399125,102.99676547578045,A,A,A,0
36-50,No,None,A,B,C,116.89612838637393,-41.03472426201408,-19.59116744905512,41.31971402198686,-70.96687412203401,E,D,A,1
18-25,No,Buddhist,D,E,E,104.22665212838315,-92.27718569695364,-84.3146597463166,91.81130946331702,-24.997032528248898,C,B,B,0
51-65,No,None,D,E,D,-41.46149889784769,57.160962858301346,-3.322773044257644,-80.95231968058296,-3.6472521243223337,A,D,A,1
18-25,No,None,D,C,E,233.73141783868294,44.75620417790086,-11.89366215916145,-124.02721761011489,-114.44974361430742,B,E,C,1
51-65,Non-Veteran,Muslim,E,C,D,-131.83609299158618,-156.72435260745127,102.89856674872033,-72.4654934784099,-201.97502455181086,B,C,D,1
36-50,Non-Veteran,Muslim,B,B,D,64.71568396436071,58.71301246335388,82.45697784481311,67.52934572869988,-0.4570895713752069,E,A,B,0
18-25,Veteran,None,A,B,A,39.220694743086966,-31.26357352669345,-90.7818147026695,125.66120158980529,-44.57370366997496,A,E,C,0
65+,Veteran,Hindu,A,D,C,173.353367911345,6.026853631607809,133.5835406744225,-130.11704170379227,-261.6551672752382,C,C,C,0
65+,Veteran,None,C,C,E,145.41406640084963,-80.00559956979257,-26.657342436018883,148.1809146634,-21.073521760300252,B,E,A,1
18-25,Yes,Muslim,A,B,B,86.74696383427782,-14.397430438706127,-143.66951474534613,43.61603044102903,99.1435160546048,A,C,C,1
51-65,Non-Veteran,Muslim,C,C,A,37.55518816231375,16.01103345522655,104.73100364472292,29.393999316122166,199.14914930111405,D,C,E,1
65+,Veteran,Other,C,D,B,199.37473840531038,-54.96272065756745,-148.57326546216282,-19.046999605916827,-31.41165363457805,E,D,A,0
18-25,Yes,Other,B,E,A,-2.0152943629415168,-28.00245806462525,-125.02038856474122,68.23678151533153,96.42185062729351,C,E,B,0
18-25,Yes,Christian,C,D,A,-117.2448075867118,-4.754860954432108,-106.29475475574979,135.65056033289142,210.65657278041505,B,B,E,1
18-25,Yes,Christian,C,C,B,-40.766505987820835,48.00552010948653,95.36200359762901,-16.564601149139715,211.84305399657157,C,B,D,1
36-50,Yes,Other,A,E,A,-66.93405034094212,-144.98185618745313,122.26282204372897,189.51575860597396,-24.116808719470228,D,B,A,1
51-65,No,Hindu,D,C,E,-88.76859822940261,148.1154199567904,-15.05610143968236,-116.5726616437985,-26.81695569440597,E,E,A,0
18-25,Veteran,Buddhist,E,E,E,26.946265931177944,9.132931147819031,137.65032990793614,-98.66635350214915,-69.89907078437905,C,E,C,1
18-25,No,Hindu,E,B,D,-160.4348054567387,-38.45861564833222,-21.555178048374817,-34.76568901347893,-43.41186136062888,D,D,B,1
51-65,No,Christian,B,A,B,-88.67678053378141,16.233571314408042,48.3198507443603,205.24724405031662,153.9377493563659,B,B,E,0
51-65,No,Jewish,D,B,E,39.70919249271192,-90.48598846455761,-63.86473259907739,63.57037949929396,30.612689711852383,C,B,C,1
65+,Yes,Jewish,A,C,A,-38.26258576500972,-24.80181124365312,-40.587188624318784,-44.72602553445982,-63.795608995674705,B,D,D,0
51-65,Yes,None,A,E,B,-57.850069300777726,-28.38762829238679,26.68631935090614,-42.974438390212576,32.00935294356408,A,A,A,0
26-35,Veteran,Hindu,A,A,A,50.63590272927191,73.22160396703975,150.13363168042886,-3.11780931257838,70.54267569071578,A,A,D,1
36-50,No,None,B,A,E,58.20552935587152,159.05451111140604,155.88561577987903,157.79683983290602,119.20398300947545,B,E,B,1
36-50,No,Christian,A,D,B,-55.8748537509535,-55.98277085217522,-40.76277546439737,80.61205404027476,-13.709562580776616,B,D,E,1
26-35,No,Jewish,B,A,D,68.05681727354342,147.521192709467,98.86883478429324,-42.195752341626616,-87.72803028856761,B,A,E,0
18-25,No,Jewish,D,D,A,-88.39506453411691,-27.38859123432577,207.78667455423263,59.80573184059412,-24.471724759371995,A,A,D,0
51-65,Veteran,Buddhist,E,E,B,-3.194073506519426,81.622516891947,-106.45667761194304,-94.43999503598064,101.10088346957305,C,E,B,1
65+,Yes,Jewish,D,E,E,-170.85459402571405,-73.68806117938132,149.03220393312387,-29.88795016644404,-19.353137475433634,B,B,E,0
18-25,Yes,Other,C,B,D,111.89359407174288,123.65882066939393,-119.00713542674907,-110.28087023657451,-148.48694368371181,A,C,C,0
36-50,Veteran,Christian,C,D,B,-19.792386208258918,-23.01045392077054,122.61916329993639,170.00595683427395,148.85617586140216,C,B,A,1
65+,Non-Veteran,Hindu,A,E,A,-21.92704052919611,207.3672258923084,99.21423900835865,-102.67494491970106,-134.3698432767565,A,A,C,1
51-65,No,None,B,C,B,20.957797777632088,-24.302562389752303,-150.58113935142734,-70.68818484588431,-11.358995374410288,D,D,E,0
18-25,Non-Veteran,Other,D,D,B,-20.635485915023917,40.26242094195994,116.01468516942548,-70.2064501384651,24.3787297741098,C,E,D,0
26-35,No,Christian,C,E,C,-68.77731832018515,10.67333326324675,50.81606605375073,66.58498181570691,85.53869689713437,D,C,A,0
51-65,Yes,Muslim,E,B,D,30.67243899068226,42.91678282965595,-44.92849370964353,60.16376817968242,24.909182881442916,B,C,C,1
36-50,Veteran,Christian,B,B,C,-24.61606148843871,11.461028002377835,-124.94173380945621,259.5884258625532,-116.91838347950791,A,E,C,1
18-25,No,Jewish,E,C,A,73.07843834722284,55.398575330414076,-113.84330081999524,99.58762174357723,-216.6556744022435,E,A,E,0
51-65,Veteran,None,C,C,B,-90.45302175568861,156.34415845995466,32.07927231578589,169.85996767250364,122.45067207547213,D,C,D,0
51-65,No,Christian,C,B,B,-44.59201099502012,-10.6360888969021,-54.18807371026567,43.33342905376959,-164.27047299350068,A,E,B,0
18-25,Yes,Hindu,B,B,D,-125.43593631537244,-53.186411567635425,111.33872726193945,14.318332857143115,-48.63358003709162,B,D,E,0
51-65,No,Muslim,C,B,A,-7.593687175667266,30.74645128200506,22.49865501667744,148.96315728780894,141.90036363887123,D,E,B,1
36-50,Non-Veteran,None,C,B,E,-61.25826560558074,137.82787309034435,93.5495061525346,-0.05354544457576999,204.24960589394558,A,E,C,1
26-35,Yes,Muslim,D,C,A,17.525565327259955,175.3538195940918,87.04162846687251,2.7985139974984405,66.4242183536683,E,C,D,1
65+,Yes,Jewish,D,D,E,-152.87262257385086,50.85156733470871,74.43714568493752,164.0022110911273,24.819563482426524,D,E,B,1
18-25,Veteran,Christian,D,E,E,14.987297193803839,52.919817920872816,-129.62556839437875,-36.03000204024402,1.283258092793324,A,B,B,0
36-50,No,Hindu,C,B,C,77.88581949031627,-95.07698817532855,217.53570727774397,80.39537413620442,33.98387149140533,C,C,D,1
51-65,Yes,Jewish,E,D,A,-134.77877445512857,184.56876344840268,209.67528273091997,39.94605453221826,7.783971269813734,B,C,B,0
51-65,No,Christian,E,D,A,66.14226687225454,208.56002992724677,-86.41157174783115,-17.433616821497164,-49.63980344572948,A,A,D,0
18-25,Veteran,Muslim,D,B,E,-4.658914869078848,76.53794269923405,-104.2734943374785,-65.1163983426467,19.031988515664548,C,C,B,1
65+,Non-Veteran,Hindu,E,E,E,-32.327428887259046,-51.639932103953065,55.89384853810777,91.44737270015393,-253.69459808975776,D,B,A,1
36-50,Non-Veteran,Christian,E,E,C,7.1059957997574115,-189.62300824735334,102.3197054042486,129.40129035988622,-121.24950204797986,D,E,C,1
65+,Non-Veteran,Buddhist,C,B,B,38.49763452548971,64.47643389840077,131.09037541244777,181.67673465126043,-68.41512547275377,C,C,E,1
51-65,No,Buddhist,A,C,E,-147.8512561578408,80.90963611129062,-73.70375324177655,-22.808994248203135,66.42513048383758,D,A,C,1
51-65,Veteran,Hindu,B,B,D,-39.496136746276925,65.4489860784269,123.00321323139568,42.58250007038298,-67.7298942406939,E,B,B,1
26-35,Yes,Muslim,B,E,A,149.31596158667023,-27.833942079332623,76.14589928021654,-21.020508807450554,143.48214740937806,B,C,C,0
18-25,Non-Veteran,Other,D,A,D,-22.96671510000128,27.13838557776852,-105.74334573419797,-82.9225340840494,150.69905909974437,D,E,E,1
36-50,Non-Veteran,None,A,B,B,-31.892728769542284,7.333540212856435,139.2092736804448,-199.81028676203752,-56.755951132872276,C,E,E,0
18-25,Non-Veteran,Hindu,D,B,E,-61.48743062232239,67.79928204737081,11.793395487937483,78.0800713184776,-28.51893743176303,B,B,B,1
18-25,Veteran,Jewish,E,A,C,83.66830686589185,53.29582186498488,48.39905659037867,48.563307225218,-68.35810148128505,B,A,A,0
65+,Veteran,Muslim,C,C,A,5.809059658401333,-33.26546464758785,-157.3267609481964,133.49361944690656,41.2830670019604,B,B,E,1
26-35,Yes,Hindu,C,B,E,-5.625166236102194,81.7898371356798,-110.21047713621897,-134.40199718357673,-83.44746720282063,B,C,A,1
18-25,No,Hindu,B,D,C,-44.22137924009116,76.10847566846864,-156.59726201941731,-297.3913278055098,38.165746283335395,E,E,A,0
26-35,Yes,Buddhist,C,D,A,-104.72905605343766,79.44518030666966,174.61023602116526,139.65524468537194,-125.7742745753867,E,C,A,0
26-35,Veteran,Muslim,A,B,A,-151.26604842991634,81.31050674009411,-193.52835853863274,11.651336773591856,34.867372608738656,E,E,E,0
26-35,Veteran,Buddhist,E,B,C,-59.891703695791385,10.917276640085918,-127.40123663764669,93.35363404546959,-83.64155231587094,D,D,E,0
18-25,No,Christian,C,A,C,-110.54028920764021,-113.96301952298509,-24.914447638897286,-23.967356807699165,-54.505043203181316,B,C,A,0
65+,Yes,Other,A,E,D,-17.755483741959786,7.7466179643048445,-34.57172272464613,16.8243807919535,18.74502650311776,A,B,A,0
26-35,Non-Veteran,Jewish,A,A,D,-72.89879508155013,6.012561822501642,47.12398356113971,52.15152500418612,-102.86636037844197,B,A,D,0
36-50,Non-Veteran,Jewish,A,B,D,-116.675494583052,77.11451615394836,111.98887051417627,-64.63596595010382,-165.07866289719973,E,A,A,1
26-35,Veteran,Muslim,D,D,A,52.624952505521826,324.9732650947279,-9.691046169958565,7.369938450072605,6.723516916710105,E,B,A,1
65+,No,Christian,D,D,E,-202.66269478740236,-5.780622734223183,-17.86767760328561,-23.065139946200368,3.977498656594944,D,E,E,0
65+,Veteran,Christian,C,C,D,-53.016386990134045,-127.12324181264698,-24.503678606838584,-122.58604067074022,-65.82271688298637,E,E,A,1
51-65,No,Hindu,C,E,C,-46.56221954909473,63.8907474097821,141.63220418904515,88.74415861572069,-22.30591953767899,D,C,B,1
36-50,Non-Veteran,None,C,C,E,-239.55475311227428,58.831074131786984,95.9057457199568,-13.103887799483962,130.7334172046879,B,B,C,1
18-25,Yes,Buddhist,B,A,A,-88.01005009059931,-212.97229106145377,3.2921043023402916,-11.272296149482196,-13.89597040295242,E,B,A,0
26-35,No,Buddhist,B,C,B,152.44006062325545,-151.79471591344486,22.252591733822676,133.65472481232814,76.2421344946445,A,E,B,0
18-25,Veteran,Muslim,C,C,D,-17.087680779052484,-91.12695087595058,345.7225792543404,-47.158067564118625,-19.042675580205977,E,C,E,0
65+,Non-Veteran,Christian,A,C,A,206.21951625879964,58.27782506542844,-14.010823244842143,190.3545322731603,105.09505161395177,C,E,D,1
26-35,Yes,Muslim,B,C,D,57.34446471613679,-46.94549052944838,111.20012640272567,210.28901991003508,-16.943355460792752,B,C,E,1
18-25,Non-Veteran,Christian,D,D,A,63.19318695700241,58.485741438286645,40.25879479550754,-77.49632600380308,-106.1683115629108,C,D,B,0
26-35,Yes,Muslim,B,C,D,63.94896962573622,17.426060173135443,30.175145582583536,47.85424876058248,-153.0206280298609,D,C,B,0
51-65,Non-Veteran,Jewish,E,B,A,-115.44653184792244,17.713981543715775,98.6397303500019,31.340480955019412,-69.41497697831987,D,E,C,0
26-35,Non-Veteran,Muslim,D,D,B,-40.76292509618349,115.59869376344471,-23.34135579838046,-84.88340500712957,-46.26700989365288,C,C,B,1
18-25,Yes,Hindu,B,B,E,78.95378625880771,-190.67774262958594,25.05339123869785,-59.1394724859458,17.26817417649673,A,D,C,0
26-35,Veteran,Other,D,E,B,-128.2402393713214,23.28311806289341,181.6003716724049,47.11070299000794,-112.50545503176046,B,C,A,1
36-50,No,Muslim,D,C,C,-42.7228102885666,-134.59016179904333,-69.47555384277811,60.65174007935473,-142.67893492894586,A,D,C,0
26-35,Yes,Other,D,B,D,-10.842934626178835,41.24012655489903,41.77678225448999,-317.67001995294686,108.70757213111408,B,E,A,1
51-65,Veteran,None,E,B,A,21.126679747491856,15.47347510717694,-122.77244861550385,136.98171231210907,-60.78345126520711,E,E,A,1
36-50,No,Christian,A,D,A,70.05288025635545,-36.727428474847464,13.404840275932942,41.81100043811281,31.254471811809438,D,D,A,1
65+,Non-Veteran,None,C,C,C,114.41193800929655,-126.5366347949498,-15.302614898648995,2.7800607001676294,73.50547496597464,E,E,A,1
51-65,Non-Veteran,Christian,E,C,A,-48.80775029022983,3.324406482106705,-30.6050081418432,36.65829228439198,165.6473725258887,A,B,E,0
65+,Non-Veteran,Buddhist,C,E,A,66.09476936395488,70.52922244111443,-35.532647794277814,-85.90367430728396,-47.308815976670736,B,A,A,1
26-35,Yes,Muslim,B,E,C,-3.300401489480811,78.42480971477343,-158.8411737858032,-57.68154828915127,43.93937303312077,C,C,A,0
26-35,Yes,Christian,B,E,D,-84.74903341392644,149.61465646564233,30.51948922569511,-18.428772859164514,-102.27315824153662,A,D,E,1
51-65,Yes,Muslim,E,A,B,-58.07858831749372,4.212952327749324,150.87537837578594,52.010531161843865,55.237030590564565,E,A,B,0
65+,Non-Veteran,Hindu,C,B,D,-178.68870201616608,66.44698715289235,-60.23034000260418,78.34472691867546,-129.34852893077326,A,A,C,0
36-50,Veteran,Jewish,D,C,A,195.6614160473868,-37.4782464683388,-34.15986831249543,19.475860776237433,84.22363157102252,D,D,C,1
18-25,Veteran,Christian,E,B,D,-34.741079319560015,23.680281560706987,-224.93795166710507,86.41925625964366,138.72568888483855,A,C,B,0
65+,No,Christian,E,D,B,41.28038955402346,16.09706354215216,-25.642370578518552,-35.13774733878681,4.137146062448536,B,E,A,1
26-35,Veteran,Christian,D,E,C,38.79797534225636,-30.085957821363046,-34.52895987072253,-54.50012392412691,-155.25018974855254,E,D,A,0
36-50,Veteran,Jewish,E,D,E,-22.547850481332127,-18.913507894209886,53.423636143062815,-217.68401103605112,16.263579791230065,C,B,E,1
65+,No,Jewish,D,C,B,-63.20160267015515,64.3314584549084,88.21425853656856,179.26627668876924,-6.448380817176276,B,E,D,1
26-35,No,Hindu,E,B,B,-30.486117678715996,40.0818790766834,-4.740570478882178,35.07288813315906,21.015514902317754,C,D,B,0
65+,Yes,Buddhist,D,D,B,-13.619346565994729,-146.79046285845172,-80.12040311171317,187.67693484151263,-47.275777155336385,D,C,A,1
18-25,Yes,None,C,B,D,32.888465197625784,4.520811631470717,163.2686339225712,-9.551362788586545,-20.58164072247244,B,B,E,0
18-25,Veteran,Buddhist,E,B,C,148.278696050488,-98.32083661705576,31.71438667388432,155.5332615556607,76.34983528725809,B,E,C,1
65+,Veteran,Jewish,C,E,D,20.138084439718728,33.279457866135516,-125.73507742714831,-84.63881264313251,-63.53849748614526,E,E,A,1
26-35,No,None,E,E,B,68.59675430629325,-148.6299374282393,126.49776427921951,-24.663207188375985,-252.87940897294874,B,D,D,0
36-50,No,Hindu,B,E,E,79.46712822274633,-76.45639630115522,176.1587501362207,-88.67816918175302,137.18868909853663,D,E,B,1
26-35,Non-Veteran,Muslim,D,E,B,-23.194274870920818,21.091863836500142,-71.44982186569241,-129.7244406850775,-99.26243497934693,C,E,B,1
51-65,Non-Veteran,Buddhist,C,A,B,2.833916585066544,-151.29072969187547,147.71324183151714,-35.51551610441591,-105.06254353039645,A,A,E,0
36-50,Non-Veteran,Other,E,A,A,43.748848966939,125.68156677985247,21.16806351536578,-77.45232691617454,-57.35676850318835,B,A,E,0
36-50,Yes,None,B,A,E,-18.64892183448199,82.99854370750543,157.02960060702992,170.4793320905957,-23.518665611564433,C,D,C,0
36-50,Veteran,None,C,A,C,155.35671243071366,102.04605346931828,67.92283998493487,110.45118881110132,-146.94803124059638,A,E,D,0
26-35,No,Christian,B,A,D,12.705743515578588,9.420338208356933,65.06505339610744,285.0328906220302,87.59528636499667,C,B,D,0
26-35,Veteran,Muslim,E,D,E,89.81022757170699,-144.75140860982384,29.036527135701228,-83.60129685314587,109.84968691466241,E,A,A,1
