sex,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
M,India,90.89720455749116,-91.16783094933743,-109.56446438861443,-100.13943051750806,94.63994043670172,A,B,E,C,B,A,-6.543192630277648,E,A,-95.06709796650841,0
Male,Mexico,-36.230832369848216,-182.53142588001194,-1.27048688674066,-75.8613083598824,-64.73763356376054,E,A,A,A,D,D,-125.47877784592048,A,A,69.72187346568819,0
F,UK,-136.41099248904965,-26.35099505212308,38.523755199158714,-150.60101759409753,-32.365660385434225,A,E,A,D,A,D,111.35241643924306,C,E,18.080311081258273,0
Female,US,-76.15659289268585,21.042336941584143,8.562730664656563,96.74139504553439,-19.293127689265077,D,E,E,E,E,B,31.319797051033078,C,D,-114.28564738243294,1
M,Germany,24.639567390668574,-63.17507487786662,-57.51416305294653,-94.14957585231491,-161.17988054616873,A,C,C,D,E,B,-27.385078273029105,B,D,-125.68531169892377,0
F,Mexico,-2.649282261553461,51.483457857082115,-137.2123510155106,-194.4677897042483,-51.713446690192114,C,E,B,A,E,E,-59.891980295045954,D,B,108.6804779692345,0
F,US,114.39445548572795,-115.07028013599326,17.528434809832998,-124.05266648684965,193.9794650870623,D,A,A,D,D,C,-134.37932719122855,B,B,-138.94645657923354,0
Other,Other,48.91279417582181,-34.865901320956894,-67.63444688759135,15.648926584689058,-13.20620774857592,A,B,B,C,C,E,21.10790999112133,B,A,21.66021216539342,1
Other,India,-18.443337203583887,102.86337490197057,38.80673326290409,12.023850005128873,43.49603976319034,B,D,E,C,B,C,118.09732129250357,B,D,-223.13456926311392,1
M,China,120.09103932900152,-158.32732268111852,-65.01629974698285,-142.53584300001265,-33.747827435134646,C,B,C,D,E,A,-205.56725561935218,C,D,-117.57146160139946,0
F,India,98.70517173503757,169.04474397571835,-103.13563589135937,181.37622720662984,57.9579439542175,B,E,A,A,D,E,-112.44882460498265,A,E,10.09751972330538,0
Female,Other,71.10802316993225,28.41584005474983,87.28769218286297,19.42515140058471,-25.644195901595285,D,D,D,C,C,A,166.90616126841755,A,E,11.402533867931828,0
M,Mexico,23.347608214231016,20.230112905265916,-0.11536632495315478,-8.891406180352227,25.186789894162626,E,A,D,D,B,D,-102.50692972228057,A,A,-128.66711981933844,0
F,Mexico,118.08375374408342,-26.946576137968865,-65.36056973311779,-14.290732011780433,92.19430121099941,E,B,C,C,D,A,-191.80457566002738,B,D,-76.51510874830385,0
F,India,-22.006688198076326,-100.89285426042866,-63.066960915633395,136.8755972146087,44.869981303215994,C,D,C,C,A,A,43.30703347354512,A,A,-164.4816918413522,1
F,India,2.7706485409422275,67.9050202964992,-88.7356477983883,-16.50282952092464,13.158764805092845,D,B,B,C,C,B,93.95961535011364,A,E,123.12814246054711,1
Other,UK,30.68409805505819,80.5290551154867,6.893357719520124,8.970670710255996,38.72629426272167,D,A,E,B,B,A,-5.429833107535694,E,D,-55.73329715064775,0
Male,UK,2.7617607582736476,-51.80077893819137,14.104667840773663,-3.7683104807633763,67.53336173571782,A,C,D,D,A,C,27.6204607711507,A,C,152.6445604464586,1
F,Mexico,47.72995982071141,-115.38594957908677,139.3120344706928,23.463257648993117,21.29944980740972,A,E,E,B,A,B,-101.89546366427797,D,D,233.47495332622148,0
Other,Germany,110.16223535738332,133.14456292106433,-24.93812923917469,-87.3877844893234,-122.6083314834329,C,D,C,B,D,B,123.13066704526922,A,E,-49.801363183606384,1
Other,China,115.99536184468022,25.575391556814232,-135.95094473519043,100.27298537247947,-154.2869087916089,C,E,C,C,D,A,6.100701969652036,D,D,-73.5018635948137,1
M,China,76.06125133939263,-105.86958727782792,200.74579322384204,26.921270185820532,79.31881989578994,D,A,C,C,B,D,56.55592141520023,B,A,-38.61984736836893,1
Male,India,-136.2204728585178,81.24192272931637,-171.41924732991953,-54.48118428715,14.704253201491907,C,D,C,B,C,E,116.84477302062763,B,E,-12.732660565209617,0
F,US,179.81922845563938,4.370508620089529,-131.27656253276913,-26.030563728774037,99.70747315282232,E,D,B,E,D,A,-147.69568868399654,B,A,122.17087322539821,1
Other,Mexico,-40.54469530539214,-33.959039051534695,99.27675587216372,173.42093425053315,1.1865484295081654,A,D,C,C,E,E,2.248538449951798,D,D,181.39713526788495,1
Male,US,-145.57460039503113,35.34818126939998,161.73972237036782,275.48922191552316,-67.53972034521954,B,E,A,C,D,C,65.33038904673938,D,E,-84.85879123637946,1
Non-binary,China,-95.55380006608708,-174.39683095119392,81.82021149057536,-125.18111749728173,25.583496358880353,A,C,B,D,C,D,52.074736038848734,C,D,-16.288273879110076,1
Other,UK,-91.04306795521806,73.92347018888347,-99.90525237550253,-39.66077741841028,-71.63241364716725,A,E,E,B,C,B,30.0100426969992,A,D,-7.433739302889563,0
Other,Germany,-119.66109262202305,3.2406833014337053,80.29804852372227,17.254989305880184,-117.53058636033451,A,A,C,A,A,B,129.8500639765566,D,D,203.35133224333583,0
M,UK,77.37376701633953,15.90058694502033,16.731834445382034,-84.4487051788479,108.70768666129884,A,E,D,E,E,A,-24.21920963149829,C,D,22.964809207995497,0
M,US,-55.99223918105075,-86.48013927870124,215.40908204675162,21.29624909959572,-98.07429193791218,C,A,A,E,B,E,19.36986294126249,C,D,58.67921248137715,1
M,China,-161.61386851664267,-42.23843652793134,-61.08844093084307,56.85992318121722,153.80218799193156,D,D,E,C,E,C,-26.01126555188592,A,C,90.52997291162099,1
F,Other,69.9266911292327,64.1552360624868,81.45564232492649,-175.39861182379352,-135.04136499063398,B,B,A,B,C,E,-104.07235817783457,D,A,179.54826245462644,0
Non-binary,US,46.36327695925758,76.77548597030803,143.1603504088732,-13.47865571080944,-240.10549180142036,E,B,B,B,A,D,35.825892699313975,B,B,-34.21921622841614,1
Male,US,-117.65537992037348,119.17932521006239,-92.18434056356996,113.3764118429941,138.71247033072316,D,E,B,C,D,E,-11.602862516036115,B,B,0.3212356568453783,1
Non-binary,China,99.60994700632997,74.33184115507242,104.15259406914528,-82.00671223146719,-54.18836123110021,C,A,D,A,D,C,113.77879364074496,E,B,26.650035068710608,0
Non-binary,UK,59.630717836928135,183.9693306858665,153.56229729628902,174.54718039348452,9.533174678596618,A,C,D,E,E,B,141.62124156829603,A,E,19.57786792755577,0
Male,Germany,-23.855378814205093,16.14265970071672,-57.368960881506226,-30.088885409105355,28.49149258406949,E,E,B,A,A,D,-11.025019665024656,D,E,93.64291086158119,0
Other,India,71.63780934846095,105.90110308342861,66.35092285836176,-6.341347881209206,20.645608542989905,D,A,B,B,C,A,15.890454701589269,C,E,135.09723304447704,1
Other,US,56.017109749779024,0.18895296610263604,-90.58748238598051,-180.52311440778018,-211.61682810196788,A,C,E,B,B,D,46.934767602593986,C,D,113.33952644882932,0
Non-binary,India,-110.60950640291469,20.4428571336721,-86.7172477447716,154.20271449211685,128.45919514788864,C,D,C,E,B,C,7.995333235902334,E,B,-6.091369336992609,0
Other,Mexico,205.00222647190722,-143.11692088109123,-70.42395021366002,-70.47189321460085,23.105762951154805,A,B,C,A,B,E,-21.684802201456428,B,B,-88.80178656766337,0
Non-binary,Germany,-68.81521322733177,44.5313457281366,168.99983716223545,30.315569902048633,78.30460359940393,E,B,C,B,D,C,-245.54789356069278,B,B,41.48823165536339,0
M,Other,206.97667747375164,148.56305122812253,-151.81983564436655,47.299756378266956,-85.45217016988249,A,D,A,C,E,E,-211.35289537320782,B,D,90.41513768171593,1
Male,Mexico,-32.866053295548056,-88.05256525336014,-121.06926187229503,-70.91761854843257,-0.45211010552624914,A,D,B,B,C,C,224.7792981043622,D,E,-50.787865077727325,0
Other,Brazil,16.727028747934213,76.31091370522694,-88.79065256894162,46.26838191688798,-7.6725184642136925,E,B,C,E,E,D,-128.14954126342067,D,B,64.23158412513061,1
F,India,134.28327086751634,49.74681780439275,-93.74265395973698,34.238506947416006,15.090981282701904,D,C,E,C,A,E,30.18779817439587,C,E,-181.7883115353445,0
Female,Brazil,14.898467415069897,117.60083418726263,70.96820043369006,71.80347082297929,76.98478179869713,B,C,B,C,A,B,-62.5741645855031,B,A,121.25511874525768,0
F,India,-140.2551084795935,-40.79029102268775,-251.56618747819377,190.25827032907102,-23.44004104067991,D,D,D,C,E,A,-10.750622395075684,C,D,-4.846495191218132,0
F,Other,-23.650845335876607,129.45507024380603,73.16714900413702,-67.60289004806236,-94.09190882250871,D,C,B,B,B,E,61.83514422734638,D,B,104.93490820500828,1
F,China,-51.001412410539125,135.90583483054576,10.686699974104123,73.70141940500181,-119.0059731864393,C,B,C,E,A,C,-34.35421349641872,A,C,-114.09341204950137,0
F,Other,-97.67476523548267,-98.22740592209317,-45.892968407155855,-4.6795204357749105,14.953242527605182,B,D,D,E,B,E,127.19398515163928,E,E,-43.36319550573594,0
M,China,-227.21516305725987,11.41775703040761,126.90856954734704,49.14879178602654,-6.191701962763228,E,C,B,D,A,C,-27.395339258243617,C,A,69.84821263765755,0
Non-binary,Germany,41.61235773655559,-74.93924596605623,-83.7355305802576,35.88115794427485,-82.19872040399788,C,D,C,E,B,A,-66.49775653254966,C,C,-107.37367223073264,1
M,Germany,12.46964963679044,76.48994339955102,68.2711580594813,-16.206622833467115,-137.28506255635577,A,E,B,E,A,D,-7.845954500745707,E,E,31.99241224768963,0
Female,China,27.828872266255804,12.813465332962902,-33.636953503190945,-118.95862866773341,-71.85264748323596,B,D,A,A,C,B,-59.77440712112917,B,A,-97.64528427929193,1
M,Other,-140.80321677731283,85.56179047287146,41.77567002951129,193.4935469691665,145.39579849814322,A,E,B,C,A,C,-68.46195909180605,D,B,236.49384812388186,0
Female,Mexico,89.60050871535998,-1.2941366572927346,8.22004366262035,-46.104360730320245,26.803567091144604,A,B,C,C,E,C,-43.858219396557224,D,D,-82.59821351565064,1
Female,Brazil,131.34914135354796,94.62861854717353,-37.861273651316054,212.44296700289874,29.026636321600467,E,A,A,B,C,C,-255.10374026105396,C,B,-57.95064438746878,1
Male,Brazil,-47.65407777749634,53.286561236588796,53.71961038114238,18.94550685864009,-18.673943371818645,C,B,E,A,A,B,157.78228202638923,D,D,-216.9387498696846,0
F,Brazil,95.14279454436496,47.33372148218984,-13.580862488463573,-9.982349373408733,-75.58284457897835,E,C,D,A,B,D,-278.0081085796422,E,D,195.37303553647808,0
Female,Other,-27.299765596530502,3.024649111084041,-5.7156243555317845,-43.00651462758162,-71.33926022977884,E,D,C,B,A,A,51.577006835953576,D,E,90.44512376117397,1
F,China,12.08420293685303,50.359808174760545,110.10689004633927,29.583517566568762,89.57728519896287,A,E,D,A,B,D,138.36437285327037,B,A,-1.9855558575836336,1
Female,US,-54.00512061874092,-204.8880975745361,-147.06816429183974,-67.44241690222627,-6.17994225773143,C,A,D,D,C,E,-52.96729020632783,D,D,-167.11053405151674,1
F,Germany,170.7057725107209,-20.64223917729126,186.11539123344426,-65.36520175814728,-27.454956124189838,C,E,C,C,C,A,141.26056447387796,B,D,123.93425284344556,1
Non-binary,Brazil,49.485528644502864,155.11743132408685,-60.776852080853125,30.60215093050975,1.563148467641573,A,C,B,D,D,A,59.833143774744414,A,C,54.83174383939835,0
Other,Mexico,52.96793729405731,-140.9535775807476,-11.531889598885263,-32.650570657680376,7.88441733052946,B,D,C,E,A,C,110.50770578748231,A,C,59.08262893994417,0
Other,Brazil,-37.258181347829684,177.12554547919842,-140.87366541703727,23.391577198435417,10.782311047788259,E,D,C,D,A,A,-13.060929884835131,E,B,157.25073979616624,1
F,Germany,-12.842621036428259,14.233492453360656,112.47694577976071,166.493996560622,135.19065885381673,A,C,B,C,B,C,-180.8429860925274,E,B,10.18969828033869,1
Non-binary,India,-155.29297508959596,102.29003536163412,-24.381654796363534,-128.39818334198915,22.097026595477086,C,D,B,C,B,D,-145.9973334331884,D,D,-108.58869134079217,1
Male,Mexico,133.88406179713022,-97.42497509658466,16.614278939307237,-220.8219924430669,-72.81902541377302,D,B,B,B,B,C,-9.925234271533766,E,B,18.628781864961475,0
Female,UK,91.72777237110436,-10.52873177279151,83.87821832485511,90.37582464728195,-96.5710959304411,D,E,A,A,C,B,3.422663296050718,E,C,-15.468803580678388,0
Male,UK,-60.19181032707548,-67.15459440410126,-70.34788410801796,119.32366918161873,-24.627071211704155,A,C,E,B,E,E,376.47003230762743,D,C,-51.000074107846395,1
F,US,1.814501070588784,-72.07428238953838,-48.99613202815367,44.11302595864922,36.52206622712855,C,A,D,A,B,A,129.12828731137515,D,D,-83.1131981977652,1
F,UK,-20.321835096064603,6.465067434313935,-124.34413027692086,-15.74057088902697,-133.51273129871714,C,E,B,E,B,E,113.72668440678628,A,E,-29.32843886366383,1
M,Brazil,69.07223104811005,15.518212749349694,-32.754862784473374,17.10038883888678,43.05173846293062,B,C,C,A,B,E,-11.397649028068649,C,B,185.1560012178226,1
Male,US,-9.369902512171834,-19.823886637839223,82.11091527186657,25.74964471965167,-32.418895941219276,B,E,A,A,E,E,-40.353415107925215,E,D,54.828750314066674,0
M,Germany,39.3265481822986,-137.0117151526211,31.94343933622869,93.59022887722588,241.14907436867134,E,D,E,B,B,E,-35.30887070239313,E,E,52.22628590515412,1
M,Other,-200.68301480829857,125.70247826737699,-112.26559276115438,104.61314207971657,42.1351731308204,A,D,D,B,B,E,99.44338689724512,A,D,99.05158587568167,0
Non-binary,Mexico,-149.25523270910418,7.388375187717852,-1.4114009339276485,5.521196335017898,-132.39876392442426,C,A,B,B,A,E,-104.0726057366759,D,D,-120.42905590038447,1
Non-binary,Brazil,181.51773579045332,3.3575309535081663,-36.96648592544841,-123.70094937554224,132.68792603835539,D,C,C,D,B,A,-9.55115061961605,A,E,56.490627380201175,1
Male,UK,163.15329037031944,156.98512197142495,68.69498951026947,6.88152576671827,82.2681112266934,A,E,D,D,E,A,-74.09082751609988,B,E,-229.42189554927123,0
M,Brazil,-162.18484860209406,137.58493559492953,-96.67916676185158,-142.84064398778523,74.83234028864292,B,C,E,E,A,C,38.46380425892338,A,A,136.94295420033714,0
Non-binary,UK,-4.042500256812156,98.61133071019961,149.4757444996016,126.52174877504376,-140.3225481578,B,B,D,D,C,E,94.09080122831534,E,C,121.4933968867079,0
F,UK,-33.23789139318006,101.21853631331244,-78.0857243115649,-52.95117549142899,19.57650681075519,E,A,E,D,E,B,-70.13540217766584,D,A,304.88634512020934,1
Non-binary,China,208.10321670719873,58.43308970144384,-13.63351395202757,-76.86835438618671,-55.90635349325942,E,D,C,C,B,A,170.322955480136,B,B,146.36706937351698,0
F,China,-146.8596259858407,53.23774672941831,88.11556118748418,3.6672100171182014,1.741313302640604,E,E,D,D,D,B,-107.27194159785944,E,A,36.9331817632903,1
F,Brazil,63.414359651876495,-70.24238533618869,141.8951872132138,-104.49941894059663,79.926940598765,B,D,C,B,C,B,-85.58698583270684,A,B,-105.95268424327729,1
Other,China,-8.096002679093301,247.47537871839174,-208.01154324633714,190.98876998979296,165.99873302845108,E,C,A,C,D,A,-25.710317421346886,E,D,-26.16814692749636,1
F,Other,-40.46880973275419,-84.74893255504676,-86.97608260419436,112.04252783362392,-152.81618510941252,C,B,C,D,D,B,27.189128709514975,D,C,238.73874711593464,1
Non-binary,Brazil,-9.507080506458204,-80.24647245818639,71.2480182806585,144.42164033928674,40.053941152753744,D,A,A,B,C,B,-2.814261806031838,B,C,-174.1968388542914,1
Non-binary,Germany,44.33120231417414,-75.60750665180812,-148.8180810325651,21.844620024259598,172.3106502402825,B,E,D,B,B,C,219.54998678984902,E,E,-134.71622237054203,1
Other,UK,37.1545114589179,70.21861929664527,-144.28688959145265,-106.92662436798346,90.40450375628683,A,B,B,C,B,D,-103.81623356478727,D,E,-35.68815711413068,1
Female,Mexico,62.995899925502385,54.51185765871382,3.273380352340211,20.47785957733374,-31.622927321379347,B,B,D,A,C,E,28.989439813306493,E,D,-24.543707975093152,1
F,Germany,-78.15344750937837,9.181803327537624,-43.6520775488836,-70.02586490161747,43.998626572535954,E,A,B,B,B,D,0.3905588595443306,E,A,-7.857570409379587,0
Male,Brazil,110.21143671195541,-51.31129128711228,21.234381166232865,-29.1403218640269,-48.10425840276924,A,C,B,B,C,D,74.98269986209654,A,D,56.59153272025862,0
M,China,184.4235843451178,-99.70529655390602,-95.87100042011414,3.981927866286916,-52.81849019499878,C,A,D,C,C,B,-66.05500671126367,D,C,64.72878258117728,0
Other,India,-12.119416896700915,74.27576880673384,-19.16216338944368,1.0876424738390618,-16.48198862557367,B,D,D,B,C,E,-33.22082719415621,D,B,251.57700862697058,1
Other,India,77.56598536965444,-16.18979582293898,-231.571901389634,114.89980627848561,-46.82106011332562,E,B,B,D,E,E,151.79779015246746,A,B,-61.201886053588474,1
F,Mexico,25.474567665857585,-49.56059658286207,-38.2151133515242,-148.6498392361205,-106.588795923068,D,C,B,A,E,B,-97.31348678578388,C,E,-14.642277434345289,0
Male,China,126.74220808185557,88.82230275645226,122.92883358204058,99.84765708040253,51.61522471580729,D,E,A,A,A,E,-34.44095863846947,C,C,25.52494230810833,1
M,India,-60.650878148265974,103.99181386586301,-88.2215956924483,-126.4739015514678,-6.297915132898309,A,D,E,A,C,C,21.249043738503037,D,C,222.24632056913674,1
Male,Germany,-131.43095336685144,0.091363370249085,132.0449738569813,2.3870445454158724,-27.789050621356214,D,D,C,C,C,D,44.26774051707693,B,D,-0.5911991070060523,0
Other,Mexico,-62.533158198409375,-145.7640328724234,238.30552242046718,53.160624792934975,-4.59856085664637,C,B,A,A,C,C,-35.77870727924056,E,C,-83.33476515820196,1
Male,Other,-53.39656424517818,8.683508455352376,9.595959051289633,-97.31787427025334,95.80617438694095,E,E,E,A,C,C,10.471070017656366,B,A,-51.23114889244298,0
Other,Mexico,75.03871473869059,83.50228778182492,50.47896696416521,-3.589195717723669,23.269088308486268,D,A,E,D,C,C,-133.89716579015666,D,A,110.23330962247955,0
Female,Germany,89.0682442671501,163.44343308401199,134.79374090470293,-15.445860694170221,-141.10283268641336,E,E,C,B,A,E,-153.73497630503837,E,B,-42.49274757810201,1
Female,Germany,76.64258297366449,0.15309274067983933,-31.05567239363531,-86.4617952535251,-81.88013185151686,B,D,D,C,E,C,-17.618716318718334,B,C,-142.32201361067098,0
Male,Mexico,139.254096774772,81.80809689538586,-25.60883312312064,130.54391194904596,-2.2108382696028124,C,C,B,A,D,D,117.52895895234299,A,C,173.26369898094583,0
Other,Mexico,-33.04035427396849,30.94148417228893,99.06510909270601,94.03818127363563,15.467759812198295,E,D,D,C,C,D,-124.66663335618031,B,A,131.49033592084047,1
Other,US,81.78030010445416,-71.98682435855295,-78.03410465942932,-96.92998685079587,-5.398107247637174,C,B,A,B,D,E,-53.67615639279843,C,E,74.18142728069517,0
Male,Other,-49.164597715903334,63.455606959734226,168.8026094387191,-10.956043972147718,-46.90395445432244,D,A,D,A,D,E,100.81598207253653,B,A,-133.18328755164288,0
Female,Germany,-133.23740250441855,-54.516473146416764,-207.62002527621317,106.4521718892715,-134.83242226442027,A,A,A,B,C,E,43.53218538005828,D,D,-161.69073173833263,1
Female,Brazil,-170.3996421689572,34.91067082292356,35.80638972205982,-174.9867728086156,-84.41632156518139,C,D,E,A,D,C,-60.85277112796632,C,C,75.15977914868644,0
