ethnic_group,country,Age,feature_0,feature_1,feature_2,feature_3,feature_4,target
African American,US,55,C,D,-96.13746261067088,C,A,0
Asian,Brazil,56,B,A,27.88015902128873,E,D,0
Other,US,79,B,B,51.284790165954455,C,D,1
Black,Brazil,75,D,E,84.27743822825693,A,A,0
Asian,Germany,32,B,C,69.41943731067842,B,A,1
Asian,Other,69,C,A,-66.31933604037845,E,B,0
Hispanic,US,38,A,A,-29.885217975339494,C,B,1
Black,Brazil,69,A,D,86.63228221065303,B,A,1
Black,US,27,B,C,-14.629676380610146,D,A,0
Asian,Brazil,20,A,E,54.50616815708847,D,B,0
White,India,25,C,A,-124.10156309590441,D,D,0
Other,Other,60,C,C,30.9258043524682,D,D,1
Black,US,22,D,A,-9.010130495498021,E,A,0
African American,US,74,D,D,-5.299867230612642,B,D,1
Black,Other,33,B,D,-70.10629415635826,E,C,1
Hispanic,US,52,C,A,136.55173963328784,E,D,0
Black,Germany,67,C,C,-128.26693997781467,E,C,1
Black,Brazil,21,B,A,-136.72828518100934,D,E,1
Asian,China,30,D,C,24.571205428907348,C,D,0
Hispanic,Germany,59,D,B,69.88276439000516,A,D,0
White,Other,68,B,B,57.08236652767521,E,B,1
Other,Brazil,42,B,A,-39.143994082911185,D,B,1
Hispanic,UK,59,A,D,-140.31250791051687,D,E,0
Hispanic,India,70,A,D,136.30524643858263,D,B,1
Other,China,75,E,B,141.56655074861257,A,D,1
African American,Other,74,C,D,-19.455017888675044,E,C,1
Black,Brazil,58,C,E,-14.512960974758595,B,E,0
Black,Brazil,57,C,A,-35.544514498844094,A,B,0
Black,UK,73,C,B,48.177333647735125,D,B,1
Asian,India,33,E,D,-52.367887350906564,C,E,0
White,Brazil,29,B,A,-7.688933206395769,D,B,0
Asian,India,33,B,A,77.392381445509,D,E,1
Other,India,38,E,D,37.82110721896588,B,C,0
Other,UK,48,B,D,55.83435823065274,E,D,0
Black,US,23,D,E,-131.8363637223679,A,A,0
Hispanic,UK,45,C,C,133.48379473900144,C,D,1
Black,Brazil,53,E,B,21.777899636984387,A,E,0
Other,UK,50,C,C,-39.1999443434795,C,C,0
Asian,China,41,E,E,2.88882518199136,D,B,0
Asian,UK,64,E,A,-130.11257804812794,C,B,0
African American,China,68,B,B,-31.290682446109088,E,A,1
Other,Germany,22,C,B,-81.18488640664961,E,E,1
Other,India,60,A,A,-67.56562915381792,D,B,1
African American,Other,29,D,E,-190.58703436570437,A,A,1
African American,China,51,C,E,5.421514669665859,E,C,0
Asian,Other,34,A,B,-31.939323811717923,E,B,0
African American,Germany,31,D,B,88.65835523880055,D,C,1
African American,China,42,D,C,-7.264255457969869,C,E,0
Other,China,26,E,D,23.36754360704676,B,A,1
Asian,Germany,23,E,E,-148.93819414431172,C,A,0
African American,Mexico,34,A,D,70.13828291064748,D,E,0
African American,India,56,B,D,54.66255379159455,D,E,1
Black,Germany,18,E,B,108.84884761010612,E,D,0
Hispanic,China,63,B,C,-66.18422489658197,E,C,0
Hispanic,India,63,E,A,-39.52643098964709,A,D,0
African American,UK,75,B,A,67.25551521236144,A,C,0
Asian,Other,47,B,E,58.97590478464592,E,A,1
Asian,US,33,B,D,74.12974500207972,A,E,0
Asian,UK,70,B,A,-141.42041181748766,E,A,1
African American,Mexico,56,A,E,78.98736316090678,D,E,1
Black,Germany,23,A,B,104.55948035051263,B,A,1
Hispanic,Germany,53,B,C,258.15897350440343,C,B,0
Hispanic,Mexico,47,B,E,-43.44087819852803,A,E,0
Hispanic,Brazil,44,A,B,22.57429309137615,D,D,0
African American,Germany,27,C,C,26.084573394234635,B,D,0
Other,Germany,22,E,B,75.84274956042587,D,B,0
Hispanic,UK,27,B,D,4.575488930861642,C,A,1
Black,Mexico,31,B,E,-7.057324115450743,E,A,0
Asian,Mexico,66,B,E,-49.37378495258074,E,E,1
Hispanic,China,26,A,C,86.21217921236396,A,B,1
Other,US,43,D,E,-55.88058197615429,E,B,1
Hispanic,UK,77,A,A,8.484242918956362,B,E,0
White,UK,76,C,C,83.95374743226841,B,B,0
Asian,Germany,37,B,A,-26.21559627615045,A,A,0
Hispanic,Brazil,60,A,C,-81.29384627865974,B,B,1
White,Brazil,24,D,D,-93.27055725430688,B,A,0
Asian,US,60,A,A,-168.23342908618096,B,B,1
Black,UK,61,A,C,-62.508236059817754,B,B,0
Black,Other,62,A,C,-39.518498122998324,B,A,0
African American,Brazil,20,B,A,46.49722347709167,A,A,1
Other,UK,34,D,A,52.18773492197792,E,B,0
Other,US,64,C,B,162.11259221457303,D,B,1
Black,UK,66,C,D,-211.61322078735068,B,B,1
White,Brazil,75,C,E,-10.476774107051464,E,A,1
Hispanic,India,59,E,C,161.80339023333005,E,E,0
Black,Mexico,58,D,A,-113.94462077365391,A,A,1
Asian,Brazil,50,D,B,-235.43943760290506,E,A,0
Black,US,36,C,D,35.359806123264626,A,A,0
White,Mexico,33,B,E,-44.055076483833375,E,E,0
African American,UK,43,D,A,-13.656197380020767,E,B,0
White,Mexico,25,E,E,-135.22594755425757,E,E,1
African American,US,75,D,C,-4.723696655405265,C,D,0
Other,Germany,64,A,D,-29.613678697503964,B,D,0
African American,Other,68,C,A,153.05030305365347,E,B,0
Hispanic,Other,55,D,D,54.23751978833701,B,E,1
White,China,53,E,E,88.73024011094884,E,B,0
Hispanic,India,56,B,B,12.610815463024712,B,B,1
Asian,Germany,47,E,E,65.05794331907401,B,C,1
Asian,UK,46,B,B,13.213968445298551,D,E,1
Other,US,57,D,C,-17.337517831375106,B,B,1
African American,UK,40,C,D,-31.560342435863586,D,B,1
White,UK,75,E,D,-131.6231702781944,A,D,0
Black,Mexico,44,D,C,70.23509667751956,B,C,0
White,India,44,A,C,-11.650082108834281,E,A,0
Asian,Brazil,32,D,B,4.957532037825034,B,B,0
White,Other,74,A,E,60.99655783163115,B,B,0
Black,US,32,A,C,59.899999060344996,E,A,1
African American,Mexico,49,D,A,56.637420616135714,D,B,1
Hispanic,Mexico,42,D,E,-23.122652303901546,C,E,0
Other,UK,27,A,C,-193.32651807319368,A,A,1
Asian,China,60,D,E,-80.52445474475698,C,D,1
Black,UK,78,A,E,88.90220138656923,E,E,1
Asian,UK,39,B,E,-25.87823978875734,E,D,1
Hispanic,Mexico,22,C,D,-201.30625975671248,B,D,0
African American,Germany,73,C,B,131.70821634936348,C,E,1
Hispanic,India,38,E,B,90.42604685156988,C,D,1
Black,US,37,A,A,22.40727643966555,E,E,0
Black,Germany,28,D,D,-11.538408932101019,E,B,1
Other,Mexico,62,D,B,-174.01243271508542,D,E,1
White,US,61,A,A,101.95146375384421,B,A,1
Black,Mexico,23,A,D,103.78108976998087,C,C,1
Hispanic,Other,78,A,A,92.92009573692896,C,B,1
White,Germany,61,D,B,-239.2877966588193,B,B,0
Asian,Mexico,79,D,D,11.59763940987552,C,D,0
Hispanic,China,28,E,B,-166.46898815961094,A,A,1
White,India,59,E,A,-57.98757924773369,D,A,0
Asian,China,25,C,B,45.80523242402077,E,C,0
Black,Other,77,B,A,64.86140215996508,D,A,1
Black,India,44,B,A,-54.47608862290145,A,E,1
Other,Germany,68,A,E,-123.23191277538277,B,C,0
Asian,US,68,D,C,96.32586143778062,C,A,1
Other,Brazil,63,B,C,-13.981207068434435,E,A,0
Hispanic,US,74,E,D,-16.79425124820825,C,D,0
Asian,Brazil,33,D,C,131.32648658221035,D,C,1
African American,Brazil,60,D,B,72.0147120879502,D,B,1
White,UK,20,D,A,-3.143696618068443,C,C,0
White,Other,61,B,D,31.72096925691547,D,B,0
Black,US,28,D,E,4.7898390641569675,C,A,0
Black,India,70,E,A,-19.01891371936897,D,B,1
Asian,China,39,C,D,-306.37641259938914,C,B,1
Asian,UK,30,D,A,-139.59634868061292,E,D,1
Other,India,69,B,E,-57.69024941628869,D,B,1
Black,Germany,57,D,D,-47.79658303006558,C,D,1
White,US,45,C,B,-13.758214316542302,D,D,1
Hispanic,US,21,D,A,-77.25276157072354,C,C,0
African American,Mexico,38,B,C,-7.247517320581151,C,E,0
African American,China,38,D,B,-196.4826836055497,B,B,1
White,India,32,B,C,53.73895557489005,C,E,0
Hispanic,China,28,B,A,89.9508742359139,D,A,1
Other,China,62,B,D,1.5990347195186234,A,C,1
White,Germany,65,A,C,105.57159695164006,C,E,0
Hispanic,Mexico,37,D,B,142.57424803705516,D,C,0
Asian,India,41,A,C,86.45265807487328,A,A,0
Asian,Other,32,D,E,-72.99217459026303,B,E,0
Other,China,64,D,A,-129.86562572231384,A,C,0
White,Germany,50,B,E,-71.1980212089861,D,D,1
Other,Brazil,65,E,D,0.5737751548524285,B,E,0
Other,China,55,C,D,-80.23555519813388,E,E,1
Other,China,38,B,A,30.254820395491844,A,E,0
Hispanic,UK,36,D,D,132.1837193602932,D,C,0
Black,Germany,21,E,C,171.86948284984578,C,B,0
Black,Brazil,71,D,B,-35.754351045226585,B,B,0
White,US,60,D,B,42.526942332028725,B,A,0
African American,UK,53,C,C,-26.644682909131966,B,A,0
Black,UK,71,A,E,-177.5799996400445,B,E,0
Other,Other,66,E,D,45.79346613991016,D,D,0
Asian,Germany,59,D,C,-90.62562824884591,C,B,1
African American,UK,72,E,D,69.14103282887194,C,C,0
White,Other,47,C,B,58.61760681985662,B,A,1
Black,Germany,55,B,B,-1.8116831330550027,D,D,0
Hispanic,India,20,C,D,90.62575860836829,A,D,1
African American,India,79,B,B,77.81397186900595,E,A,0
Hispanic,India,46,E,B,70.3679528078767,E,A,0
Asian,US,51,C,D,-0.7652431194710175,C,D,0
Hispanic,Brazil,69,A,D,-56.664251144258806,B,D,1
Black,Germany,53,D,A,-44.0369922860876,C,D,0
Other,China,26,D,B,-112.27355072032994,E,B,1
White,US,29,C,A,-78.16659424130235,A,B,1
African American,Germany,58,C,E,110.8369428708815,C,A,0
White,Brazil,58,C,D,-49.078065763864025,D,E,1
White,Brazil,22,B,C,-123.66980440514202,A,E,0
Other,China,77,A,C,-126.39522590632173,E,E,0
Black,UK,35,E,D,58.462014706926105,D,B,1
Hispanic,Other,33,B,B,27.324256140948794,C,D,1
African American,Mexico,28,C,B,74.61950323400676,A,E,0
Asian,India,71,E,B,-42.36886544246977,B,E,0
Other,UK,26,B,D,58.38786666555653,C,C,1
Other,China,74,D,B,33.45235096611738,B,D,1
Black,Germany,24,D,D,10.07297590615247,E,E,0
White,US,28,B,A,77.96036928216914,C,C,1
Black,US,18,E,B,51.829556547681555,E,E,0
Asian,China,26,C,E,172.77362448209607,E,C,1
Black,Mexico,66,D,B,61.167549627111775,E,E,0
Asian,Other,29,D,A,73.20523606554002,B,D,1
African American,Brazil,61,E,C,52.217632324137206,E,D,0
African American,Germany,45,A,A,-5.3339475136060495,D,A,0
African American,India,28,D,A,-121.98786124410388,E,E,1
African American,Mexico,58,D,A,17.0765705922359,E,C,0
Hispanic,China,42,A,D,-151.83757167022367,C,A,1
Hispanic,Mexico,60,E,E,-104.23684439557913,E,A,0
Black,Germany,30,A,A,33.80005568978905,D,C,1
Hispanic,Germany,64,E,E,193.50199149902986,B,B,1
White,UK,52,D,D,75.49130255681223,B,C,1
White,Brazil,48,D,B,103.80840047283203,C,B,1
Other,Mexico,64,E,E,58.50783837922582,A,E,0
Asian,US,54,E,C,93.76393798570237,A,A,0
African American,Germany,38,E,D,55.6039787220586,E,C,1
Asian,China,23,C,B,37.3381576319552,D,C,0
White,India,30,C,D,38.69811213299731,D,A,0
Other,Brazil,42,D,E,-199.48004979796096,E,E,1
White,Germany,45,C,B,170.76236506406897,C,B,1
Black,Brazil,72,E,A,134.43346135690754,E,E,1
White,India,75,E,A,-89.46099254695397,B,A,0
Hispanic,Germany,32,C,B,118.5671549574036,A,D,1
African American,India,79,B,B,-87.71647891148892,B,E,1
Asian,Mexico,46,E,B,112.3275027418774,D,B,0
White,India,34,E,B,-39.17360454882569,A,E,0
African American,UK,67,B,E,105.49817666947506,B,D,0
African American,India,30,E,B,-109.769552939585,A,A,1
African American,US,60,D,C,-186.11022756324098,D,E,0
Other,India,36,A,A,-50.97305922475158,E,A,0
Hispanic,India,42,B,A,-34.6903359616401,D,D,1
Other,China,38,B,B,-20.152652769890857,D,D,1
Other,UK,25,D,B,55.15873428383625,E,C,1
White,Germany,62,D,A,13.840011486616834,D,E,1
Black,US,39,E,E,21.711197946353266,D,D,1
Black,India,60,A,D,202.74887929088274,C,D,0
Hispanic,UK,44,B,B,-73.58155577487385,D,C,0
Asian,Other,63,B,C,-214.68339504657757,C,B,0
African American,Brazil,44,B,B,141.2358494537817,B,A,1
African American,UK,74,E,E,-7.335041936909627,D,C,0
African American,UK,33,B,D,-15.825311667580767,E,B,1
Black,Germany,43,C,A,64.40566831509139,C,E,1
Asian,Brazil,43,E,A,21.863508187186724,A,C,1
White,Mexico,77,C,A,67.11857734805434,D,E,1
Black,Other,71,D,B,75.23267989125452,B,E,0
Hispanic,Brazil,42,A,D,-157.30311239356436,E,E,0
Black,India,51,B,D,-71.86236052140383,A,D,0
Other,India,63,D,E,37.0232501933182,A,B,1
Other,India,27,B,A,-81.18391769882595,D,E,0
Black,India,23,A,C,175.79493310372828,B,E,1
Asian,UK,72,B,A,249.2185325621012,B,D,1
Asian,US,58,E,A,-39.84145406366668,A,D,0
Other,UK,73,D,A,150.63785401887765,A,E,0
Other,India,42,A,D,50.30618068247975,D,D,1
Hispanic,Mexico,47,E,D,119.96849300387322,A,E,0
Hispanic,Mexico,65,C,B,233.60276839297924,E,A,0
Asian,China,18,D,E,-26.58227481536152,E,D,1
Other,Other,64,D,B,140.55142466001652,A,B,1
Black,India,51,A,D,46.92198040805549,E,E,1
Other,Other,76,C,E,145.786166593117,D,A,1
Hispanic,Brazil,43,E,A,50.48057239064864,C,E,1
Asian,Other,65,A,C,41.63661946081182,E,C,1
White,UK,25,A,A,-38.91616301062622,E,E,1
African American,UK,57,D,D,-0.4964499958887581,D,D,0
Other,UK,60,B,C,-52.43706193207981,D,D,1
Hispanic,India,43,E,B,90.81848172045261,B,D,0
African American,Brazil,69,A,B,24.484476626707337,C,B,0
White,Germany,52,B,B,17.382013418369674,C,B,1
Hispanic,Mexico,56,B,A,-114.88664059754493,C,D,0
Other,Mexico,74,E,A,-148.08200437300064,D,B,0
African American,Germany,65,E,D,-9.801931167449512,C,C,1
Hispanic,US,79,C,C,54.98267051311563,B,E,0
African American,China,27,C,A,124.33965067996246,E,A,0
Hispanic,Germany,40,C,E,1.5446244156466165,C,E,1
White,Other,73,B,E,-45.48086986461695,C,A,0
African American,Mexico,69,C,E,42.753649725410575,B,D,0
Asian,Other,40,D,C,16.039329855779737,B,C,0
Other,US,43,D,C,97.80961213186822,B,C,1
White,UK,35,C,A,13.736410903587352,E,C,1
Hispanic,US,55,C,A,168.31348826219482,C,B,0
Asian,UK,73,A,E,-33.47714044860972,B,D,1
Other,Other,33,C,C,-46.77150306944922,B,D,0
African American,UK,61,A,D,19.790440582396382,C,C,0
Black,China,27,E,E,89.75804996494918,D,E,0
Other,UK,38,D,B,-32.22763412745014,D,B,0
Other,US,47,C,A,-279.27647179403465,E,C,0
Asian,China,46,D,E,-23.95255460510767,E,D,1
Other,Mexico,30,E,D,-51.0882658925064,D,A,1
Hispanic,Germany,66,E,E,-200.56831121907263,A,A,1
Asian,Brazil,56,B,B,65.42009676689989,E,E,1
Black,UK,72,B,E,97.27517649719515,E,B,0
White,Brazil,54,C,A,73.24958406171545,E,E,1
African American,UK,30,D,B,-132.66525292060192,A,E,0
Hispanic,US,62,C,A,22.035886271065806,D,E,1
Hispanic,Brazil,54,A,C,156.41832257003918,B,E,0
Other,US,33,B,D,-100.7004775728055,C,B,1
Other,US,56,B,A,46.14735163619808,D,A,0
Black,Germany,36,E,A,-23.823537889097103,D,D,0
Other,Germany,58,E,A,-110.9848577054708,B,D,1
Hispanic,India,60,B,D,129.8924197343351,B,C,0
Hispanic,China,27,B,A,3.239191236506906,B,B,1
White,Brazil,36,A,D,-66.57188225205792,B,B,1
White,Germany,28,C,E,-25.26987238541513,B,C,0
Asian,Brazil,59,E,A,132.383989809522,B,A,1
Black,UK,24,D,D,-116.61612034231462,C,B,0
Other,US,18,E,D,165.91051482969465,D,E,1
Asian,US,59,B,D,-75.0809413644261,A,B,0
White,India,55,E,C,-124.83510361373229,D,A,1
Asian,India,43,E,A,12.809527018977834,C,A,1
Other,Brazil,33,D,B,30.134751287874206,A,A,1
Hispanic,US,20,D,C,47.71653280026629,C,A,0
Black,China,21,C,D,299.7141690272009,B,D,1
African American,UK,22,B,E,-126.19745081305602,B,A,1
African American,Other,23,A,E,2.196334607541391,D,E,0
White,Germany,66,E,C,-72.15623413590654,B,D,0
Hispanic,US,20,E,D,83.7748148943986,B,B,0
Other,Germany,52,E,A,-63.526613973425036,D,C,1
Asian,India,47,D,A,-14.602164966379155,E,E,0
Asian,Germany,59,E,C,35.96678118374294,C,A,1
Black,India,46,E,A,127.06228376416313,E,A,1
White,Mexico,47,B,C,30.03640760307164,C,E,0
Black,US,32,C,E,85.60371345090319,A,B,0
Hispanic,China,48,A,D,-147.92147187424055,B,E,1
Hispanic,India,50,E,A,90.49518847180401,B,E,0
Hispanic,China,75,D,C,80.86236031879064,D,D,0
Hispanic,Germany,78,C,E,-28.0907737567794,E,C,1
Hispanic,India,53,E,C,56.78058955900126,C,A,1
Black,Brazil,35,E,A,-58.201801823201784,C,B,0
Other,Germany,24,D,E,133.53817341523876,C,C,0
White,US,40,B,E,-119.19437625292349,A,E,0
Other,Brazil,42,D,D,-94.95321112924397,B,B,1
Hispanic,China,70,C,E,7.332727276549393,E,D,0
Black,Mexico,39,D,B,158.4268466613358,E,E,1
African American,India,35,C,D,-9.014565943342058,B,C,1
Black,Brazil,68,B,C,-26.77017581727047,E,C,1
African American,UK,46,C,D,3.1975336129652496,B,E,1
Hispanic,Mexico,23,C,B,45.47323952607643,D,A,0
Asian,Mexico,66,E,A,196.73085286353256,D,A,1
Black,UK,36,C,C,146.8805195902197,A,D,0
White,Mexico,61,C,E,44.54429093975385,B,A,1
Hispanic,Brazil,59,B,E,69.24189908897608,C,E,1
Asian,Mexico,57,C,B,44.9936351368006,E,B,1
Asian,India,48,E,D,-159.38773059988773,C,A,1
Other,India,34,C,D,-55.921210280307996,E,D,1
Black,China,56,A,E,75.42583773876952,D,A,0
African American,Mexico,74,D,B,61.63289260556599,D,D,1
Other,Other,49,C,C,8.09552535041888,B,E,0
White,India,59,E,A,41.717973740984974,D,C,1
Hispanic,Germany,49,B,C,44.59001691275331,C,A,0
Other,Other,49,B,D,90.50063092407518,A,D,0
White,India,25,E,A,39.73998770170826,E,D,1
Other,US,19,B,B,166.04487759572302,A,D,1
Hispanic,UK,59,C,D,39.975700475419,E,A,1
Hispanic,Other,73,C,B,-122.55485818070258,B,E,1
Hispanic,Brazil,44,B,C,176.98948967126702,D,B,1
Asian,Other,30,D,B,141.2316132692826,D,B,1
Other,Brazil,53,D,C,-116.67007562061349,B,B,1
Asian,China,63,C,E,-24.87862374719878,D,B,0
Hispanic,Germany,48,D,C,198.1287766219167,B,A,0
Black,Mexico,51,D,B,-18.47817723061535,E,E,1
Hispanic,Germany,38,B,C,-15.719798689218756,B,B,0
Black,Mexico,78,D,E,-216.4957101943565,B,A,1
African American,Mexico,52,E,D,-6.36548712956779,D,D,1
White,India,26,C,C,23.133121957501483,C,E,1
Hispanic,Brazil,63,D,B,183.58779660729368,D,C,0
Black,India,56,C,B,56.28641034122781,E,C,1
Asian,Mexico,65,B,C,-184.57765260409982,A,C,0
Asian,Mexico,40,E,E,-50.530247216454406,C,B,1
African American,China,45,B,E,-52.43112727735476,E,A,0
White,China,35,E,C,-119.34278846215214,C,E,1
Black,Brazil,63,D,B,54.10418942502741,D,A,0
White,Mexico,47,D,C,110.39281803330543,D,C,1
African American,Other,33,D,B,151.3822453791206,B,E,1
White,Other,63,B,A,-102.69947438021572,E,E,0
Black,US,48,A,C,169.93176757741074,D,A,1
Black,UK,50,C,C,150.7853956699903,D,C,1
White,Germany,49,A,C,92.65997406692726,E,E,1
Black,Brazil,21,D,B,18.667965935607427,B,D,0
White,China,68,E,B,-99.07626073749563,A,A,0
White,India,66,B,B,89.98393582571484,E,B,0
Black,Germany,19,E,A,30.45947194022849,B,A,1
Asian,Other,35,C,B,72.49690068855651,E,E,0
Black,US,78,B,D,139.55385995010462,D,B,1
Asian,Brazil,29,C,C,-56.892295398136504,D,B,1
White,Germany,70,B,D,-90.0967610583417,A,D,0
Other,China,44,E,C,85.68873443527283,C,A,1
Hispanic,India,39,B,B,-22.343682243659437,A,E,1
Hispanic,Other,49,B,B,-221.4790225758224,C,C,1
African American,Mexico,76,C,E,-143.60008675962888,D,C,1
Hispanic,Other,67,E,E,38.70158742286992,D,B,0
Asian,Mexico,68,A,D,-1.371723169645854,E,E,0
African American,Mexico,49,D,C,-144.4606863462633,A,B,1
Black,US,60,E,B,180.212079134523,C,E,0
Asian,Mexico,48,E,B,-23.007924674360236,C,E,0
White,India,19,C,B,-185.99359513445327,E,D,1
White,Germany,43,C,B,23.86904074511652,C,D,1
Black,Brazil,61,D,E,-61.81191216268813,E,B,1
Hispanic,Germany,31,D,B,-45.20751342072183,E,D,1
Asian,India,37,B,A,128.88104126245398,E,E,0
African American,Germany,71,D,A,-5.4206352530170445,E,A,1
White,UK,49,C,B,118.22959684661562,B,C,1
African American,UK,66,A,E,-11.430422252696454,B,B,0
Hispanic,China,57,E,A,168.98763808416604,D,D,1
Black,China,65,B,D,-54.90539479519686,B,E,0
Asian,India,58,A,B,-80.46937460600361,B,D,1
Asian,Brazil,43,C,E,-193.52195077467286,B,A,0
Other,Other,60,B,C,24.674878561797108,A,D,1
Black,India,46,C,D,23.484976976017467,B,D,0
Black,Germany,47,E,E,-3.8854574802090447,D,C,1
African American,Mexico,35,C,D,-124.68782788314256,C,D,0
Other,Other,27,E,E,-102.52161504071321,D,D,0
Hispanic,UK,72,E,E,72.62700042079273,A,E,1
Asian,US,59,C,B,-21.03399791099422,C,E,1
Black,India,76,C,D,36.68322356460698,E,A,0
Other,US,26,D,D,-142.73093802104907,E,B,0
White,Other,31,E,A,-76.08176359312583,E,A,1
Black,China,32,A,A,-79.13721306360848,A,E,1
Asian,Other,73,C,E,-46.09368203887425,B,A,0
Asian,Brazil,20,B,E,64.4170051435727,D,D,0
African American,Germany,41,E,E,57.145738080781925,D,A,0
Asian,US,45,C,D,57.57440901773276,B,D,0
Other,India,70,D,B,-29.45503222855751,E,E,0
Hispanic,India,62,A,C,63.49131762982033,B,C,1
White,Brazil,19,B,E,21.67578797096908,E,E,0
Asian,US,31,B,D,-5.644670674984531,A,D,1
Asian,Brazil,27,E,C,-16.15140920575591,B,D,1
White,Germany,74,B,A,33.00743311881753,A,C,1
White,China,37,D,E,-31.292719994769904,D,D,0
White,Brazil,41,A,E,17.369380466681797,C,E,1
Asian,US,77,C,E,-81.0837741501101,A,E,1
Asian,India,29,E,E,115.13927963730193,C,C,0
Asian,India,77,D,A,179.1260676863499,A,D,0
Hispanic,Mexico,45,E,E,-56.10500883148565,E,C,1
Other,Germany,56,A,C,156.87814211299653,A,A,0
White,UK,22,D,A,-32.20209846163938,B,D,1
White,Mexico,22,B,D,-96.7870046436956,C,A,1
Asian,Germany,45,E,B,-96.29842028373301,A,E,0
Hispanic,China,40,B,D,44.660151912921684,E,C,1
Black,Other,19,E,E,-114.756886528008,B,B,0
Hispanic,UK,64,B,C,-51.24600505064723,D,D,1
Asian,Mexico,68,E,E,12.198120096334916,E,B,0
Black,Germany,59,E,E,96.28742014465674,D,A,1
Hispanic,India,26,E,E,7.375169919163452,C,E,1
Asian,Mexico,18,C,B,-84.92404598201419,A,C,1
African American,UK,35,B,D,-111.56338475090546,C,E,0
Other,UK,63,B,D,33.22881217943885,C,C,0
Hispanic,US,68,A,E,-104.37058570257835,E,B,0
Other,US,75,E,D,100.60773807070377,E,C,1
Other,China,57,D,E,83.49517726709746,D,A,1
Asian,India,76,A,A,-212.1437254710804,B,D,0
White,Brazil,29,D,A,66.29062749218309,E,D,1
Other,Other,75,A,B,5.534706762608289,D,E,1
Other,India,44,A,E,89.38630573732021,A,C,1
Asian,China,20,E,B,-24.82673142971408,A,E,0
White,Brazil,25,C,B,-79.27308499095469,B,C,1
African American,UK,74,D,D,178.44862970207902,C,A,1
Other,Mexico,38,A,A,-84.95480626429092,B,E,1
Hispanic,Other,77,E,D,37.003324493208304,A,C,0
Other,Brazil,58,E,A,-10.05738695744749,B,A,1
White,India,64,A,A,-148.52786658267794,B,E,0
Hispanic,Germany,34,D,E,-53.97942630772995,A,D,0
White,Other,20,C,B,-180.50099906462546,C,D,0
White,US,25,A,E,49.9001947585296,B,D,0
Asian,Germany,29,B,B,-102.83492103218926,B,A,0
African American,China,53,B,B,-87.07412601206424,C,A,0
Other,US,54,C,C,-25.916693696115324,D,C,0
African American,Other,66,A,C,-128.771692927725,C,B,1
Other,Germany,42,E,D,-25.15275020416053,D,E,0
Other,UK,39,B,C,-139.17792409456993,D,B,0
White,Other,56,E,A,65.22275762206571,D,B,1
Hispanic,India,58,E,D,-122.41316342304995,D,E,0
Other,Mexico,67,E,E,-17.63534112817356,D,E,1
White,UK,61,A,E,-82.79958730629289,C,E,0
Other,India,53,B,E,40.663269197214305,D,E,1
White,China,79,C,C,-47.508241063800874,D,A,1
African American,UK,72,B,A,39.116017339521,E,A,1
African American,China,53,C,E,-51.21675674608157,A,E,0
African American,Mexico,73,B,A,81.04605198858052,D,C,1
Black,UK,23,D,E,-106.12328581142725,B,D,1
Black,UK,33,E,A,33.95848697652134,D,C,1
African American,US,62,B,A,-75.45871366045546,B,D,1
Other,China,42,D,B,85.61482848873524,D,D,1
African American,Mexico,41,C,E,-100.22322105772436,D,A,0
Black,India,51,D,C,-133.13228689748388,D,A,0
White,Brazil,21,C,B,47.337954194799806,E,D,0
Asian,Brazil,50,A,B,71.4074383362951,A,D,0
African American,UK,68,E,C,158.89549484140147,A,B,1
Black,Other,52,A,B,-54.98311133685223,C,D,1
Other,Other,30,E,D,-53.39163798776797,D,C,1
Hispanic,Mexico,72,A,E,-80.349663744617,E,D,0
African American,Brazil,40,B,A,-178.7122186579378,D,E,0
Hispanic,Germany,24,A,C,110.19498199883284,A,A,0
Asian,India,78,D,D,-7.3815450871683606,D,D,0
White,US,65,C,C,13.064656299805918,E,C,1
Hispanic,Mexico,50,D,A,153.17798962534147,D,B,0
African American,Brazil,73,D,E,-141.16671604264164,A,E,1
Other,China,31,B,A,-10.05013490072266,B,A,1
African American,Brazil,42,A,C,-65.81765947414952,C,B,1
Hispanic,India,19,B,C,25.890311105348456,D,E,1
Asian,China,77,D,C,-61.46125742371643,E,B,1
African American,Mexico,30,D,B,98.36109659674848,A,E,1
Asian,Germany,40,D,D,-19.858413930324993,E,B,0
Hispanic,UK,32,B,C,1.8652197263682013,E,D,1
Hispanic,China,33,B,B,-45.90935303919266,B,A,1
Hispanic,Germany,62,A,E,14.988605132054033,E,C,0
Hispanic,Germany,79,D,C,9.50411612226779,B,B,1
White,Other,79,D,C,2.6889678736842493,D,C,1
Hispanic,Mexico,51,B,B,-70.5150962214616,B,A,0
Hispanic,Mexico,64,B,D,123.57435977654603,B,D,0
White,Brazil,20,A,C,-71.73090406966489,C,D,1
African American,Germany,43,D,D,-23.412740883410812,C,C,0
White,China,20,C,A,52.401915025019896,C,E,0
Black,Mexico,62,C,A,-114.41331310424509,A,A,1
African American,UK,31,E,A,-44.36475780792089,A,E,0
Black,India,39,D,E,120.0747452759907,C,D,0
Hispanic,Mexico,72,E,B,52.57795064905447,E,C,1
Black,Brazil,18,E,B,-9.043237043738428,E,A,0
Other,Germany,46,E,D,100.26870174215136,C,C,1
Asian,Brazil,61,C,E,157.2766790387015,D,A,1
