veteran,gender,nation,AGE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Non-Veteran,Non-binary,Brazil,44,D,90.31858958789607,C,E,29.52960448470735,22.947194423295368,-37.71732406669048,C,D,1
Non-Veteran,M,UK,35,C,66.44875424629438,B,E,-102.18668555302459,108.01408426214533,-63.63616271676996,A,B,1
Veteran,Non-binary,Brazil,64,E,-42.73805892262024,A,D,161.87135692862356,-3.709851315803238,-124.19685494336285,D,A,1
Veteran,M,China,42,E,192.27268862962535,E,C,78.17604487345471,98.3490840962624,20.616920979210267,E,D,1
No,F,Mexico,66,D,131.73648785156777,B,B,-23.36771410627623,211.82864039363847,-51.35835834716838,A,B,1
Veteran,Female,India,24,E,24.902854971010292,B,C,9.564171004400835,-25.285767318182156,-56.94354176957712,B,B,0
No,Male,US,72,D,-52.213888734294756,B,A,118.80922785178949,-72.2473495366982,-96.8250792395319,C,D,1
Veteran,Male,India,44,E,-111.31036449522138,C,B,-88.13157285151411,86.35744288534366,-40.90523453034688,A,C,1
Yes,M,India,60,E,23.40422397548487,D,D,-56.93961057702659,-16.82374025034798,83.60713145879895,C,B,0
No,F,Mexico,22,C,-13.033261045610423,D,D,70.8666116701603,128.4561568699167,7.307581972051162,B,D,0
Yes,M,Other,53,D,-84.39013192778407,A,D,-41.32146364249134,18.655183860096553,-5.513881557401986,C,C,0
Non-Veteran,Other,India,22,E,72.6379674747947,E,E,-57.297887409657775,83.52039927428699,84.25426254055115,E,C,0
Yes,Male,India,73,B,175.58655650534368,E,B,-135.3397737300042,140.383914203444,-97.86120302352865,B,D,1
No,F,Mexico,18,B,13.490319665060468,A,E,108.70660477706961,-168.18407119646247,-102.12856670600787,B,A,0
No,F,India,48,E,133.75656161916902,E,D,-36.43069777429259,37.00436260838072,161.60726797831526,B,E,0
No,M,Mexico,69,E,-1.5079127102591614,D,C,-18.049321486526882,-18.521737456954742,67.71261390356304,D,A,1
Yes,Other,China,53,B,35.9170962356649,D,E,-77.6495077456054,-121.54060256755695,119.87822009300189,B,A,1
Non-Veteran,F,US,31,D,14.881098873148943,B,C,88.97673234468567,84.51388510662015,89.81130685220435,E,E,0
No,F,Brazil,41,A,107.31298697535058,B,D,172.15795573694172,-80.38677708512901,119.71529633777398,D,D,1
No,M,Germany,43,E,38.699626754686705,E,D,261.89418440847885,-78.31998039587086,17.081037291142387,E,D,0
No,Other,Brazil,41,D,-37.11140689588485,E,E,207.33693416582994,81.63869591056802,-203.31189437758832,A,A,0
Non-Veteran,Non-binary,US,74,E,52.36955491114374,A,D,181.2932223322657,85.98562764670562,-8.42066272343882,A,D,1
Veteran,M,UK,79,E,27.734255991915347,B,E,-33.48735713967428,58.48719219838776,63.80296550867026,A,D,1
Veteran,F,Other,57,E,96.95405437413278,E,C,24.750123237602192,-63.73396148460232,43.36325183860541,B,E,1
No,M,Other,40,B,60.10589353444258,A,E,52.42688425920663,-128.0290911695387,107.98214874474287,D,C,1
No,Non-binary,China,33,D,-80.72561106908393,B,A,71.11334594782329,-149.4370032327078,70.65094965039015,A,D,0
No,Non-binary,China,38,E,-71.06283700786643,E,E,-5.391525056928311,-2.305187207075217,-86.3971157007289,C,D,0
Yes,Non-binary,Other,56,B,28.81636585257614,D,E,210.2824350007866,-43.963186184724194,72.90134881709972,B,A,0
Veteran,Non-binary,India,44,E,16.21799983893594,C,B,-66.14364131416738,-79.6169990808629,-84.45445774282975,A,E,0
Veteran,F,Other,68,E,24.65464852299151,B,E,-23.731132586205593,60.27898836612453,138.04286916366905,E,C,1
Non-Veteran,Female,Germany,60,C,68.22901242717883,A,C,-74.30642273223647,-101.1034210711784,21.078607171371562,D,C,0
No,Female,China,38,E,-34.58380996086443,C,A,-77.1867659955539,13.609457043424678,-3.871474995775225,C,E,0
Yes,Other,Germany,24,D,86.20737630279058,A,B,43.24175855998475,-102.89451672816665,338.58458762205413,B,D,1
Non-Veteran,Male,Mexico,71,D,-19.131233338441252,C,D,16.257115594549802,78.54102629862608,-104.33823843794983,C,B,1
Non-Veteran,F,India,54,A,-4.862768618114434,B,D,-114.5283050850236,-111.24913009093491,-114.02398928806505,E,B,1
No,Other,US,42,C,-44.71931799383639,C,D,128.414919047007,60.21505918163582,-124.76287604153886,C,A,0
Yes,Other,Brazil,58,E,104.05569854865905,B,C,189.44181210523533,-30.871632881551697,19.428097874481114,D,A,0
Yes,Other,Mexico,37,C,-105.08790605369084,D,D,-0.6571916541264979,-84.00166140721737,-122.61481602238848,E,B,1
Non-Veteran,Female,Mexico,61,D,-60.359525536445766,A,D,-74.38990288239809,-20.37189771755564,-180.6945806784284,A,A,1
Veteran,Non-binary,India,26,E,193.1327574106517,E,E,1.9601335575419183,-141.06629159525343,153.09663232498136,A,E,1
Veteran,Non-binary,Germany,45,C,61.23180900190987,C,B,172.6473775632629,-3.0587607327820234,-89.84114633645834,A,D,0
Non-Veteran,Non-binary,India,47,C,94.40682035053946,A,D,171.17192733129545,61.11671665160851,-148.53578309157726,C,C,1
Veteran,Female,China,61,A,84.42009344034503,B,D,13.269364401762813,104.89043585540969,94.36170157783565,A,C,1
Yes,Other,Other,57,B,-33.554352091775556,E,C,-48.83906987366848,162.42197518685998,157.39674166548625,C,A,1
Yes,F,UK,51,D,-58.51350704662816,C,B,-109.02362767546663,-35.48571012268364,-83.57555862651506,C,A,1
No,Female,Other,67,D,-175.08337293440619,C,C,94.32355488857712,-69.80704118552158,122.58747370282883,A,A,0
Yes,M,Germany,71,E,-9.964468114222075,B,E,25.791078366698677,-31.85568046460755,91.52833130619122,C,B,0
No,Non-binary,Germany,32,B,38.40728566020879,D,D,-36.199969986984776,92.0688742417804,75.61140895683039,C,A,1
Veteran,M,China,32,A,81.49487389959086,E,E,16.890193440473585,140.19854235380194,132.1368293954146,E,C,0
Non-Veteran,Other,India,51,A,-154.156607690271,E,B,43.09440103481039,131.8349318557529,19.313749149523616,A,B,0
No,F,Germany,70,D,-165.4010169353943,D,B,67.88729142490429,174.44633164314996,130.97816714469388,D,A,0
No,F,India,40,D,-119.36191691446838,A,A,146.27499355832168,63.48909044207397,1.478750647415685,A,B,1
No,F,UK,67,D,-26.595883292067647,A,D,27.71219691771917,-116.9120498231927,41.09199107705318,E,C,0
Veteran,Other,Other,54,D,-66.49137155946674,D,B,202.52934367585485,-136.22801409256365,12.86712881478984,C,B,1
No,Female,UK,58,B,29.823423992474208,A,D,239.12309577274655,-73.20351487099663,-183.3520627629882,B,A,0
Veteran,Male,India,53,D,-124.02505313917965,D,E,20.25761106168697,122.20026085362299,45.515097353260465,E,B,1
Non-Veteran,M,Brazil,22,E,64.55128530334014,D,A,39.650531748384765,-51.71257394328942,-122.3192207905765,B,C,0
No,F,Germany,42,B,120.89732930824428,C,A,-69.17194928381853,106.59818529042914,-77.55492031988635,D,C,1
Veteran,F,India,51,D,19.389604133432563,C,B,-121.0774870524129,-105.00830124023179,100.0163984456665,B,B,0
Veteran,Other,Brazil,18,C,89.98940164888086,A,A,157.67428082362213,-52.49611860953566,-135.2362627129215,B,D,0
Yes,M,US,63,A,-35.183838987583286,E,A,-3.1925153651275515,-36.19397556719636,90.74141713471793,D,A,1
No,M,Mexico,20,E,120.4717092449121,A,E,43.678445915406414,28.012407810837527,24.287905594403465,E,D,0
Yes,Female,India,65,B,155.48432209295652,E,A,8.829719282638065,-117.85414043616893,81.06226760227919,D,B,0
Yes,Other,US,53,B,34.11891514594721,E,E,108.37161823941734,132.06779106976114,-60.407698621874374,A,B,1
Non-Veteran,Male,Germany,18,E,56.13344955541885,E,C,119.05931829673204,174.79200385593074,45.40262547026128,B,E,0
Non-Veteran,Non-binary,Germany,19,D,-83.36823601190447,B,C,230.93986508062466,144.8315215794864,23.004037585430176,B,B,1
Veteran,Non-binary,Germany,52,A,-10.641291752887486,E,C,51.84737326403101,-56.54060384896902,-40.5318857833499,A,C,0
Yes,Other,UK,64,B,-27.49520163286255,A,C,260.8384606788213,16.778473286756864,3.6705004121220095,D,E,0
No,F,UK,60,D,90.19420485917428,C,C,105.6898371726277,31.21624575953114,135.2425648432098,A,B,0
Non-Veteran,Other,Brazil,62,B,29.141465475981747,A,B,-16.294867394866237,-7.077030566876477,25.426785108250588,E,C,1
No,M,Brazil,31,A,-142.73182851228597,C,B,134.21600911093375,20.29841103705383,-13.537180247013067,A,B,1
Non-Veteran,Other,Other,54,B,-46.415265267053925,B,C,127.6033778683274,-86.19132545140617,-30.50618261004886,E,B,1
Non-Veteran,M,US,79,A,-105.67168213135194,C,D,12.80003533036175,94.97280859648342,55.084527405507345,E,B,0
Yes,F,US,39,E,-91.83975272320453,C,B,45.26070444651786,-46.116216457300794,-44.75766431360551,A,C,0
Non-Veteran,Non-binary,UK,53,D,-9.599548495412535,D,B,139.75336632844778,-21.950255481943927,-40.01435939325086,E,B,0
No,Male,Mexico,33,E,37.33462124034271,C,E,86.38039844287147,-47.05083963408141,102.62906469348074,C,C,1
Veteran,Male,US,69,E,-65.89395311355844,A,B,80.7690416551986,185.68057234788213,-142.9819841604772,C,C,1
Veteran,Male,Mexico,67,D,249.02027123872477,C,B,-225.0321678746631,-17.669756845215932,-186.292966552324,A,A,0
Veteran,F,US,63,E,-50.616174071178754,A,B,347.878417058633,53.58190734892169,118.95397676496091,D,B,1
Non-Veteran,Non-binary,Brazil,57,D,-155.05169021724546,A,C,22.56884578846121,93.37736729498027,54.397998706653006,D,E,1
Yes,Female,Brazil,44,E,1.536711995799304,B,A,-183.73652262137438,59.02781783153902,-90.31813450680698,E,B,1
No,M,Germany,61,A,120.47240405375422,E,B,-89.41100167873599,81.45700661319674,-84.57677205287499,D,E,0
Non-Veteran,F,US,61,C,198.88925802951647,E,D,66.26671456003955,54.29594156243836,108.3306658926809,A,D,0
Non-Veteran,M,Germany,22,A,73.65865067059968,C,D,41.023962578029206,-82.56797308090911,-35.760896561192084,C,C,0
Non-Veteran,Male,Brazil,57,B,53.363334973153556,A,B,223.0217199403104,181.1217354761145,103.58346170930236,C,E,1
Yes,Non-binary,Brazil,28,D,-114.98506355758941,B,A,3.0238857887235993,57.81278282742163,137.17955899089978,E,B,1
No,M,US,71,A,267.50313429431316,C,E,-67.66678194779237,-35.83691869496304,-2.709015500955935,E,B,1
No,Male,US,75,B,-23.323988280920627,B,B,3.2748891052130884,-42.37259363622886,67.8969556943773,C,D,0
Non-Veteran,Male,Mexico,19,E,195.59127652281362,C,C,71.0525809594629,-151.60318815235453,-61.40118330745378,A,C,0
No,Male,China,71,C,-105.34327296547919,A,D,10.707857863441305,-71.79800827794483,-35.14964697311509,A,D,1
Veteran,F,China,65,A,127.26744027512441,D,A,-26.28598577184792,87.67469947364876,116.34648831692245,A,E,1
No,Male,Brazil,43,A,175.21346717916393,C,D,-45.27565970810145,41.7988677157226,108.14461914336152,B,D,1
Yes,F,Brazil,65,A,-29.126718039980474,B,B,35.582491391534546,-53.62328626078866,24.940026985942232,A,E,0
Yes,F,China,75,C,49.80292624296962,A,A,-251.2305482269793,14.947589311817525,142.28884208986298,D,C,1
Non-Veteran,Male,Germany,35,C,-13.506977852692795,E,D,-9.960449957691555,9.193382636196919,-91.28895233401903,D,D,1
Non-Veteran,Non-binary,UK,51,C,40.754296738658304,E,B,14.698202069454272,59.76817286768009,-69.65384237655277,B,B,0
Veteran,Female,Germany,67,E,-13.834494673370228,D,D,-15.510491909547655,-131.79184698619596,-139.06587668735253,C,B,0
No,Other,Germany,53,C,-49.59972010297331,A,E,27.603199945131273,33.54405562139291,-25.982637627818132,A,C,0
Non-Veteran,M,Mexico,27,E,41.50688526672069,E,D,-18.21101580781532,62.54129527294382,-64.8254417791549,A,B,0
Yes,Non-binary,Brazil,64,E,199.7463624487903,B,C,-8.712722318102568,-123.76502499255879,59.09652456313423,C,C,0
Veteran,Non-binary,Mexico,32,D,-26.84049725963727,E,D,-97.89304992370465,-68.9101764014547,-9.213789101031416,A,A,0
Yes,M,Other,77,B,149.35079502863172,D,B,-14.69565899444096,30.729445450785885,-87.75102703292286,E,A,0
No,Other,Brazil,54,B,-19.89343588635894,C,E,35.39427529386836,147.76392833670383,-23.836915243655067,E,B,1
No,Other,Germany,39,E,45.71401824106662,A,C,64.87679811188099,36.463698038664766,-46.12527396538698,A,D,1
Yes,Male,US,19,D,114.26747726653667,A,A,-11.63854345410871,35.05534201682455,-59.525169754472685,D,B,0
Non-Veteran,Female,Brazil,48,C,7.671840838871957,A,E,100.66916711219798,11.828949237242071,-44.74921819180818,E,A,0
No,Female,US,47,E,100.55920622514208,B,A,16.271819366058605,111.03413443617775,114.22637725254607,D,B,0
Non-Veteran,Non-binary,Brazil,57,A,108.79918275519383,B,B,102.73682576654825,-22.76526373854715,-156.98888361467962,B,D,1
Yes,Male,Germany,19,A,116.42643618801922,C,C,-100.14553544336222,-49.68617038916754,50.83468450650206,A,E,0
Yes,Male,China,77,B,41.042901083054126,C,B,32.199002185137765,67.54839126963871,142.72011369504142,B,D,1
Non-Veteran,Other,China,70,D,-27.555097885988168,A,B,58.060037606202556,20.77562750839116,-5.134959111546536,E,B,0
Non-Veteran,Male,India,32,D,25.621089509374094,A,D,142.30699167884043,-211.19266149693118,-52.39258221852256,A,D,0
Veteran,M,Brazil,26,B,24.883626004173777,C,B,-188.33764187534393,57.88275083985119,3.195373447125972,A,C,1
Non-Veteran,F,Germany,45,E,-82.00796004244488,E,A,97.90513978492449,-84.8463914012393,1.2226645350686796,C,E,1
Veteran,Female,US,41,C,218.95022373491275,C,D,-14.630862769107084,29.749464298787498,244.0553503181684,C,C,0
Veteran,Other,China,36,A,-40.53037374483797,A,C,72.95340048318373,-30.6859041551052,-21.413442235974046,E,A,1
Veteran,Non-binary,Mexico,52,D,37.14255025974903,A,C,-91.73457615076886,110.45344110415137,-135.31039416446907,C,D,0
Veteran,F,UK,24,D,-19.055337588928207,D,E,15.48943257426458,-1.0621743276242583,87.12358929720364,A,D,0
Yes,Male,Other,27,C,-176.2319024579178,B,B,152.8312929686591,-41.03122700344716,65.64755102147244,B,C,1
No,Non-binary,UK,43,C,-45.43513867262285,B,A,-93.98068190414716,202.17209036602998,59.36701254117245,A,C,1
Non-Veteran,Other,China,49,B,90.59370449450118,C,A,23.735251477949706,48.36241855974337,67.19528583405359,E,D,1
Yes,Male,India,52,D,22.710572521386673,A,C,55.19783316010422,216.3814422620655,-46.98256168211661,B,C,1
Non-Veteran,Other,China,32,B,-128.258512579165,E,C,267.92924828818525,136.30380899523283,-50.90883887156568,D,A,0
No,Other,US,18,B,-99.7888497989279,A,D,-0.779275132695831,-132.24811467475809,262.3714076838467,D,B,0
Non-Veteran,Non-binary,Germany,23,E,245.66271606290613,B,B,-23.373285933369285,-72.16785355434511,16.46710432719502,E,B,0
Non-Veteran,M,Mexico,64,B,-41.002168762183565,D,A,97.1977087155304,-16.543083129907522,47.19772949255641,E,A,0
No,Non-binary,UK,27,D,96.41371273668388,E,D,44.16308816976648,89.40935640977915,-5.343764954675517,E,B,1
Veteran,F,China,61,C,-26.431038628422122,D,A,-63.8592146418534,121.3690032012652,-140.70880061498795,D,E,1
Veteran,Male,India,30,E,156.3691127987016,B,A,-111.10974808591054,-43.73441537567435,-3.85336221418763,C,D,1
Non-Veteran,Non-binary,Germany,71,C,135.77355736236214,B,B,-75.3312961975005,-106.84602173540722,-18.55964489954419,E,B,1
Non-Veteran,F,Brazil,53,E,-77.83808292134808,C,B,110.06828345912028,-33.90306546586323,26.970672858804605,B,D,1
Yes,F,Mexico,58,A,56.11829668919718,D,B,59.9448842133108,185.44985293250372,-111.53812201926246,A,A,1
No,Male,Mexico,59,A,-21.793083043687552,C,A,2.740640152028591,-23.244568849172868,7.5683929498280085,E,A,0
Veteran,Other,China,45,A,13.125799247370507,A,D,-113.17158967060801,93.85165819649461,51.48215884174198,B,E,0
No,Non-binary,Brazil,71,A,53.040733709745524,B,D,-48.767543142700326,30.96842545230718,78.42994054370848,D,E,0
Veteran,Female,India,35,C,78.16190659657762,A,D,130.56401763090187,101.83999480119192,-65.08537004321234,D,A,1
No,Female,China,46,C,74.66730887444194,D,C,-91.46541022362497,-61.42313977375606,-24.528269459062507,B,E,1
Non-Veteran,Non-binary,UK,25,A,1.9598589026927702,B,A,1.0274801844024304,-13.32032958859858,-161.3207920139241,A,A,1
No,M,Other,69,A,-56.83292024191741,D,D,-111.77965156526786,-63.840285163050495,26.429799623319383,B,D,1
Veteran,M,Brazil,25,A,-13.712355427350822,C,E,-71.36118371823905,-33.163397969977545,22.868134991032658,D,B,0
No,Female,Germany,39,A,-98.45037899750254,E,B,-13.837322238164942,83.91084220782261,-79.98825447189562,A,A,0
Non-Veteran,Female,Mexico,35,C,-16.02216809597706,B,D,-122.31730819973087,242.67716737347294,-277.9405032618976,C,D,0
Yes,F,China,43,D,6.331248278090726,D,D,37.19182465035349,263.6051742770223,152.6222702315155,B,C,0
Veteran,M,Mexico,47,C,27.513292047701704,A,A,-36.71843395543401,56.02356719205726,-188.75133058288932,A,C,1
Yes,Non-binary,UK,19,D,-106.64223273713418,D,C,-60.772876025156954,-14.158872014725702,-3.9931570333646693,A,A,0
Non-Veteran,Male,US,19,D,102.49571765895953,A,E,-14.724577606674528,129.81787482134317,-133.3506645747218,C,A,1
Veteran,F,Mexico,32,A,-120.66776922640965,C,A,88.75629318854,49.13613628123442,-47.66090440623509,C,A,1
Non-Veteran,F,Brazil,58,C,155.52104401819741,D,C,-56.20992939475381,-85.02566653850461,-137.4805108912108,C,A,1
No,F,Brazil,78,D,-165.13340227919252,C,C,-178.28422847072224,-51.896412960990666,-20.423243633547052,D,D,0
Yes,Male,Brazil,47,B,-107.54594073977853,A,C,93.40475575627056,-144.2543824609961,-2.077992399871196,D,E,0
Veteran,Other,India,73,C,-143.48831898439724,D,C,116.7293390653559,41.83316029593357,-12.42928358166095,B,A,1
Non-Veteran,Female,China,45,A,122.09228978257498,B,B,-134.45136433115897,-30.737919518772188,-50.84399228998709,E,C,1
No,Male,Other,56,E,-45.436784913387726,E,D,258.3709407361742,-74.53352304604918,-55.251461575674554,B,A,0
Veteran,Female,UK,20,A,-81.02637846105844,A,E,-30.9906601082585,3.383966575118222,14.840309828502605,A,B,0
Veteran,Male,Other,25,B,73.13388787118689,C,D,-161.25924904249786,96.29631599448157,-16.00328618627923,D,D,0
Yes,Male,India,35,E,-69.22360920920498,D,C,-85.10072526208471,-117.64941829993438,4.136736934856912,C,E,0
No,Female,UK,60,D,-47.66645149760965,C,C,10.929542634457588,-19.810261859079244,-23.9936727179629,A,C,0
Yes,F,China,78,C,-130.1023056375298,E,B,-59.098101470433114,-77.46722285082147,-50.48851100223305,C,C,0
Yes,Other,Other,79,C,-74.3546057416715,B,A,32.66176474393801,-85.96538150443168,105.40096568570543,B,C,0
Veteran,Male,UK,19,E,-23.273767754863165,B,E,49.54885448516305,-79.98896822843233,34.55176344908143,C,A,0
No,Other,India,74,C,-13.069975245675394,A,A,-123.25583119699508,12.414293924120336,-128.88511583735885,C,B,1
Yes,Other,US,79,E,128.53084459959499,D,D,-19.221853759848536,36.42359927976525,64.21985777441664,A,D,1
Non-Veteran,Other,Other,49,A,-37.649312215182455,A,E,-112.96271360802457,-64.45940751070836,98.17079600969402,E,E,0
Veteran,Non-binary,US,31,E,94.99544015772439,E,C,104.74386973949301,30.699374057262002,-188.5571966807864,A,A,1
No,Non-binary,Germany,76,E,-85.02652798442222,D,B,-84.09605237850177,-35.99790895953861,-309.7665529615958,C,E,0
Veteran,Male,US,67,A,26.44651840987909,D,B,-98.62001599889292,103.79190753876091,50.470280429368316,A,E,1
Veteran,Other,US,51,C,-79.72147037462805,D,D,128.5937865607427,166.61232780942146,-10.296857598646831,A,C,1
No,M,Other,66,B,-53.93494904977173,C,A,68.14982105619278,0.3176963979911486,-39.64296331564133,B,D,1
No,Other,China,78,E,35.64072899203282,E,D,-91.60503820447352,-18.14573332456981,7.970004249042932,A,E,0
Yes,Non-binary,China,28,B,-7.828231397207727,E,E,62.1825787753799,106.83340461098496,49.820319829923285,D,C,1
Veteran,Other,US,41,E,73.27233177859837,E,A,6.091069152382187,23.786618344997724,39.97662234676087,C,B,1
Yes,Male,Germany,42,B,66.92681992587572,D,A,13.205082824308134,-67.19008873710823,-162.40584911087242,E,E,1
Veteran,Other,Germany,26,D,70.97463685681028,A,A,66.73761530984561,-140.1795378565719,95.99587618096581,C,B,0
No,Male,Mexico,78,C,-12.246322751665224,A,D,-106.15845812080494,74.59326158749873,17.811594968373782,D,B,1
No,Non-binary,China,30,E,269.2697876216326,C,D,166.64038528571677,0.902911169760709,-59.750522820529106,C,A,0
Non-Veteran,M,Mexico,77,E,16.791232092694173,C,A,41.296740212614644,-33.96710914684824,104.00565921884446,C,B,0
Non-Veteran,M,China,22,A,-31.064088414239905,E,E,-102.78681560049665,55.16649767389592,45.18176018951955,D,B,1
No,Female,UK,45,A,-92.52692137523849,A,D,31.942472357477993,115.14513335692949,141.91763484811227,E,A,0
Veteran,M,Mexico,24,E,-4.748465588509488,C,C,28.427878793516552,81.18703875566665,124.61626843842188,B,D,0
No,F,Mexico,47,E,-270.00092760362026,D,C,-71.86128385934472,83.58483445030119,153.6624836310836,B,E,0
Non-Veteran,Non-binary,UK,73,C,143.87733037290954,E,D,15.762283815011912,187.26396267831646,79.65228458661154,B,A,1
Veteran,M,India,39,C,4.51473967510456,A,D,147.8008664227789,17.960373714790812,42.81278808166956,A,D,0
Yes,Female,Germany,63,D,-120.30476874212977,C,A,133.29861122003933,35.11704789845502,227.6413870986556,E,A,0
Veteran,M,US,41,D,-11.46183919150826,C,A,155.2022523265248,213.0877809612809,-51.55993987481233,B,E,0
Veteran,Female,Mexico,18,A,10.87461073093853,D,C,116.31307812231326,70.09808496332407,4.809650250250579,B,B,0
Yes,M,UK,68,B,126.44368506584753,B,C,86.15627165554098,-119.56867503904323,-118.92480853258753,A,C,1
Veteran,F,Mexico,76,D,108.3399778539634,A,C,68.62842273684258,-98.13315071361998,-107.74458604651345,D,E,1
Non-Veteran,Female,Other,46,E,94.68155680883538,C,C,-1.9769905780403914,130.23596810448458,140.51079157144105,B,C,0
No,Female,Mexico,57,C,-169.4131886851191,C,C,12.753350700423734,110.1302632473313,-20.258005367731126,B,B,1
Non-Veteran,Male,UK,34,D,62.105473499823496,C,C,-53.89626482382408,-13.950848640723624,-172.36465457532532,D,E,0
No,Non-binary,Brazil,54,C,-72.21718413673355,B,A,178.8547997309435,-190.54630696306805,111.473773296829,A,D,1
Veteran,Other,Germany,26,A,45.84828408474278,B,E,36.33350158428827,-1.332778366310309,91.40828059179157,A,B,1
Yes,Non-binary,Other,50,E,124.91877495617128,E,C,-26.75748003799876,-25.634142422770346,83.26456647732137,A,C,1
Veteran,Non-binary,Mexico,29,B,14.985708252131108,C,C,56.8044053927943,-292.52049106358567,-62.76777807555109,A,E,1
Yes,F,UK,59,D,49.743942636605915,E,E,-82.57035737575788,89.7168633694157,-140.0254678561033,A,C,1
Veteran,Female,US,79,A,71.95874804988071,D,D,120.46481782964898,-1.4895508228351948,5.60475542060889,D,D,0
Veteran,F,Germany,21,D,-5.82870725477005,E,E,-237.9736348875193,62.09480991609221,-41.85116089624055,E,E,0
No,Female,UK,56,E,-84.31999020186507,D,E,-55.05940031473051,100.1516007821155,-46.26956192347966,D,B,0
No,M,China,43,D,-167.9458380331831,B,C,-32.526294220567614,-105.07540700013851,90.89940442897063,C,A,0
No,Female,UK,68,A,-8.249128690642014,D,C,62.47134418247661,-74.72957759558035,105.94547672606787,E,D,0
Non-Veteran,Female,Mexico,79,C,-234.8532532753589,C,D,12.69918861806657,37.85189315796561,-101.23626027451289,E,D,1
Veteran,Male,UK,43,A,74.70209813104502,D,B,54.73064361056448,11.367183341264454,-31.452471915886605,C,C,1
Non-Veteran,Other,US,46,D,74.77134943799723,A,B,-134.74228710034149,51.14587031173794,16.86905062102758,E,B,1
No,Male,Other,79,C,-33.10638427824598,D,E,115.44911966610691,-74.59368200617098,-104.346276138858,A,E,0
Veteran,F,Other,51,D,-7.324978661148121,C,A,-65.89170582435936,95.7440864173743,-70.99706189637548,C,C,1
Veteran,Male,India,22,A,145.95151955795484,E,C,-57.45043589763612,-62.75119270229646,102.4440040291025,E,E,0
Yes,F,UK,63,D,-228.27953101036198,D,A,15.370371248610153,-18.6474777898341,136.1684169000849,E,D,0
No,Female,India,48,E,-90.62763462663757,C,D,34.38196299425451,-11.03187552774286,-20.953873313293638,A,C,1
Yes,Male,US,68,E,40.663102822794656,D,D,52.597796129611794,-122.30798439505097,112.60813674719007,D,E,0
Yes,Other,Other,23,B,-128.9300617048747,C,E,38.57998779519928,-74.65352728771018,-0.539405816762781,E,A,1
Non-Veteran,Other,Mexico,62,B,-14.789226789806445,D,B,65.73994182958828,-50.31839463699303,-179.8061802422158,A,D,1
Veteran,Female,China,71,A,75.46380865973347,B,A,62.106088964320904,7.9733889307743055,-161.33382822360534,B,B,0
Veteran,Other,Brazil,42,A,-4.399428178135883,C,B,155.64403399948313,185.27864103067938,8.705854186867649,E,C,1
Non-Veteran,M,Brazil,32,C,-117.7367900111549,E,C,168.61023195914,-41.26795262395263,-212.99715299272543,E,C,1
No,F,Germany,49,C,111.58841195742757,C,E,-16.157539640776893,8.263248755304522,-99.0537623794239,B,A,1
Veteran,M,China,40,B,129.51599161486666,C,E,48.734768096596085,65.5349462739978,37.183229828225414,E,B,1
Non-Veteran,Female,Brazil,71,E,-93.42738581291823,E,A,29.580206708002887,30.45104654117448,-186.27178872666724,E,C,1
Veteran,Female,US,78,C,125.83175269216318,E,E,121.09633690676891,-185.89795413532974,15.433361132611775,B,B,1
Non-Veteran,M,Mexico,60,D,19.38722168449589,D,A,24.395350889788926,-57.49440812084244,69.34000148746165,A,C,0
Non-Veteran,Male,UK,42,C,23.738185141320155,D,C,21.222062557602918,47.938435131049445,-35.484101054602974,B,D,1
Veteran,F,Brazil,23,A,60.37051079871223,C,C,20.711306139327316,0.6691106306572536,143.17543007142493,D,C,0
Non-Veteran,Female,India,46,A,150.90215626286948,C,E,-77.57369763986543,-27.249458304090634,-250.580536076568,A,E,1
Veteran,M,Germany,38,A,-72.13422201600345,A,B,-42.40741497844246,49.747775419686505,191.76499952565052,D,D,0
Yes,Other,Germany,32,C,58.951932781089724,A,E,24.590627075860535,25.794019135805552,57.94162144600408,B,D,1
Veteran,F,UK,65,C,106.98721296846483,E,C,60.82459628975316,-52.52224000317638,95.18596081019425,A,D,1
Veteran,Non-binary,Other,40,B,-8.071412310203861,C,E,-186.50777771876514,-41.88056169033853,-3.381447225833887,E,E,0
No,Non-binary,Other,54,C,88.11582889820254,E,A,-223.58853368785265,183.56003335466275,32.633826713763575,E,D,0
Non-Veteran,M,US,61,E,-78.52213565954372,D,B,145.05340550625286,137.47808857395293,28.018177226800283,A,D,0
Yes,Female,UK,41,E,-5.985985752487453,A,A,99.14207534521128,-68.05293416447196,-53.1451497146206,D,E,1
No,F,Mexico,40,E,-197.12338969146438,E,A,57.71169021868815,-96.0874077858318,-13.91947817075881,A,A,1
No,Female,China,54,D,1.30951942343245,A,D,64.17632707260975,-203.04208610231927,-31.19066778592178,D,A,1
Veteran,F,India,28,A,28.28785407365294,E,D,124.10429896831847,-73.80893974417779,49.14929452993476,A,C,0
Veteran,M,UK,32,E,-95.66709994505989,E,A,100.01406952817358,-154.99531690302544,124.18630993658704,A,C,0
No,Other,Brazil,51,D,-53.97767687737638,E,B,73.27705910751817,-29.572377853997832,155.10302702748263,A,E,0
Yes,Non-binary,India,19,A,-71.5884667384611,D,D,143.18523204239594,119.529542716131,45.643058407364634,E,B,0
Non-Veteran,F,Other,39,B,-52.191986680558585,A,B,213.11367469846786,53.964520557791964,86.24808654395301,A,A,1
