religion,Veteran,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Jewish,Veteran,Widowed,10.293334341678191,D,-87.23853203484776,E,162.6711487354526,B,E,D,A,-107.51187442788614,B,0
Christian,Yes,Divorced,-74.56067808589555,D,22.916352271037216,A,-113.0066677387373,D,B,A,D,10.83290241531515,A,1
Other,Non-Veteran,Divorced,33.68185068660676,A,-1.9412918293468369,C,7.513750136698414,D,A,B,C,-63.1520393808074,B,0
Jewish,Veteran,Single,-3.5189820976174486,B,-97.83437543375567,B,-59.35598313084842,B,D,E,A,106.3523046959508,D,1
Muslim,Non-Veteran,Widowed,58.66456967686199,C,26.738462173499233,A,-41.28399406528562,A,B,C,E,46.15838645613083,C,1
Other,Yes,Single,-1.2024576603948331,E,101.21942644445289,C,-33.83575702898018,B,A,C,A,95.12933016436705,C,0
None,Non-Veteran,Widowed,-271.3987471976903,D,9.38335412627915,A,177.82782687220075,A,D,E,E,-53.07102200703713,B,1
Hindu,Yes,Single,-18.212899156468872,C,-228.94354897842882,A,-107.50835532678732,D,C,C,E,115.0801539651152,E,1
Hindu,Non-Veteran,Divorced,-61.335390094843724,A,-125.63139156637892,C,-120.36773255569844,B,E,D,D,-21.139827018156247,B,1
Muslim,Veteran,Single,-38.012419990070036,C,178.69698083180492,E,69.45898770378174,A,C,C,B,-164.14920910853888,B,1
Hindu,Veteran,Single,-88.41442134906676,E,-82.24956764692851,E,98.95629037284048,B,D,D,B,-100.0921256077585,E,1
Muslim,No,Married,-139.882053880859,B,-14.153841350841082,C,160.28763551545785,D,C,D,E,-108.83183371588181,B,0
Jewish,Non-Veteran,Divorced,-128.64057546117303,B,-35.37429448710184,D,-37.05686115795659,D,B,E,B,139.75464876096157,D,0
Other,No,Widowed,-30.97089075348105,D,10.269299545893466,E,16.147433379611236,A,E,A,D,91.78935336529298,A,0
Other,Non-Veteran,Divorced,-40.25041887052361,D,44.59145355073262,A,-74.75435733466593,D,D,B,E,159.62598813486574,D,1
Muslim,Veteran,Single,116.67868861049249,E,157.7846292196089,D,-12.927497948794109,D,A,B,C,97.90651070178164,B,0
None,Veteran,Single,46.90881479929715,A,128.86462069184253,C,-124.29393234073858,E,A,C,D,6.09669090983486,A,1
None,Non-Veteran,Divorced,-119.26382805152747,B,109.85476394521501,C,28.53193309500877,D,A,D,D,-100.1506858308454,D,1
Muslim,Non-Veteran,Single,31.649166623872787,C,-135.02880097092662,C,56.87074490345393,A,E,A,C,-140.99906408517526,B,0
Other,Veteran,Divorced,-108.45155871688397,C,-138.46890471991858,C,3.346707175888132,C,C,C,B,-68.05762136451891,D,1
Christian,Veteran,Married,47.41773942769171,E,-46.88079832006285,E,-42.65593689740997,A,C,D,B,-43.27207450218581,E,0
Buddhist,Yes,Divorced,122.7356234686462,B,-9.503811132831276,B,70.07169001854805,C,B,D,B,147.1547770212008,B,1
None,Veteran,Widowed,25.42910679477336,A,-66.10790323427067,A,14.890027477734902,E,B,A,D,-162.03802868424228,B,1
Other,Veteran,Divorced,65.20720145642348,D,-123.7051091678394,D,-100.79183402655376,E,B,B,E,150.41424765464632,A,0
Other,No,Divorced,177.18568405876277,A,-40.93258740563667,E,-65.18913907057937,D,D,E,C,-76.14601118002172,A,1
Other,Veteran,Married,12.368630393125901,C,113.64599705085459,C,25.431599495097334,E,A,D,C,122.00654029624116,D,0
None,Non-Veteran,Married,-80.05380978853437,C,-8.314669917991479,C,24.340379937484,B,A,E,D,41.63707308025978,A,0
Muslim,Yes,Divorced,-117.23286270001438,E,-96.81781019574335,C,-49.68762848485127,D,C,C,D,20.779702672330032,B,0
Buddhist,Veteran,Widowed,-112.44762038311833,E,-31.737183956665167,B,-105.24403911589151,A,D,B,C,125.45123978818332,B,0
Buddhist,Veteran,Married,-58.20073117391272,E,-71.09548797982231,B,-174.66335737431945,A,E,D,D,-135.27900873277895,B,1
Muslim,No,Divorced,29.406205269117365,B,-105.49655086214973,D,-166.95893474719733,B,E,A,E,21.093390067140753,E,1
None,Non-Veteran,Widowed,133.96012755101623,E,-15.017956967264148,A,63.923394390220345,B,C,A,B,46.98487873677312,E,0
Jewish,Veteran,Married,-10.366037032300529,C,83.67714437717513,C,-0.966659236072789,B,D,D,D,87.20657918889121,E,1
Jewish,Non-Veteran,Single,-62.525132209003374,D,34.42840783221197,E,-3.3108003708762976,B,D,D,E,149.72282238643766,D,1
None,Veteran,Widowed,-103.99005173864109,B,3.805284487168252,D,-74.09331386656078,A,E,D,C,55.295187199094144,C,0
Hindu,Yes,Widowed,153.6949735245472,E,157.0877910190565,A,-11.961145569446465,A,E,E,B,-123.19607994843686,E,0
Buddhist,Veteran,Single,80.99109189155095,A,65.27928271172662,D,-29.26073036998113,D,B,E,D,115.21893022599667,C,1
None,No,Married,-135.3789775195155,A,-100.3210351816029,B,13.489463964870016,D,D,B,B,-119.78281494727933,E,1
Other,Non-Veteran,Married,128.05531196025487,C,-140.0878674684995,A,58.468021201542484,A,A,D,E,159.61658829175653,A,0
Christian,No,Widowed,57.18556559290789,B,6.8328979508537575,C,-175.17348898541582,D,A,A,A,-16.703684952888377,E,0
Christian,No,Widowed,7.802029428519082,E,-112.51551475449872,B,65.77890996527516,B,B,B,C,-23.207201495192084,B,0
Hindu,Veteran,Widowed,-124.86101103659774,D,23.690054313740198,C,-80.78276531466064,D,E,D,C,-96.1054425390696,B,0
Muslim,Yes,Single,95.07127361723387,B,75.09219554810619,B,-32.835627199129966,E,D,A,C,-29.243474569466628,C,0
Muslim,No,Single,-55.018861655327115,C,-131.71354197362842,A,-22.758124239457842,D,E,B,C,-89.4372115699624,D,0
Christian,No,Single,96.8162039122728,B,147.39273171030447,A,0.6285788472366575,A,A,A,B,287.743439854729,E,0
Jewish,No,Divorced,-168.90830902605785,C,-92.36182430591525,E,51.085974824968304,E,D,C,B,71.95443510091786,C,1
Buddhist,Non-Veteran,Single,-12.65130218935037,E,-151.63521579658635,E,-94.50014825939195,B,C,A,A,-81.93227838665634,D,0
Buddhist,Veteran,Married,16.112115379340192,E,-18.753875416295347,A,-64.51244104484563,C,D,D,B,61.27866168495376,D,1
Muslim,Non-Veteran,Single,-87.45175497824468,E,23.938589789290397,C,-38.29616219645307,D,C,B,A,-58.66412957072914,B,1
None,Veteran,Married,56.771346991541684,B,75.75795112054882,C,-5.528825677216516,C,E,B,B,101.44718103496393,A,1
Other,No,Married,-240.5263204913561,E,57.51149385005551,B,150.7941862120095,E,B,A,C,199.26612984497964,A,0
Jewish,Veteran,Widowed,-45.689483954611845,B,-104.46598291985774,D,39.102667120547494,E,B,D,A,-88.55544240607422,C,0
Christian,Non-Veteran,Single,-0.10085752615493906,C,201.83096144587122,A,121.5911415338124,D,E,E,A,8.151494107728567,D,1
Buddhist,Veteran,Widowed,96.52112928461253,B,53.80086931944813,B,-138.30887646443082,A,C,C,D,82.7913699925523,B,0
Hindu,Veteran,Widowed,184.77415037581758,E,60.40155908376206,E,-18.745882759379192,E,A,C,E,138.2385907730962,A,1
Christian,No,Married,-105.41681314266351,C,181.34066395612138,D,83.74240158754608,C,D,A,D,4.108903077007674,A,1
Muslim,Yes,Widowed,-73.31196922504695,E,14.48776319496603,A,-74.45407379621543,A,B,D,C,-77.78798504752646,B,1
Jewish,Yes,Married,220.46753611854078,C,-71.2500737678131,B,94.84613155425609,E,A,D,C,-62.94940795900167,D,0
Other,No,Widowed,-19.258312349820635,E,-92.49178249485753,E,-48.68621936422704,A,C,E,D,125.51265730805619,C,1
Hindu,Veteran,Widowed,-9.058062956923862,A,-66.7913134255143,E,52.57848380040414,D,E,C,C,76.20655351012977,B,1
Jewish,No,Divorced,93.104568357299,A,-76.30199534113237,B,-34.030992571258246,C,C,E,E,-80.24161499253553,C,0
Muslim,No,Widowed,-6.541323917282788,D,-18.97352911705191,A,-102.84427907571174,E,D,E,E,-96.73973543397177,A,0
Christian,Veteran,Married,143.1312586841696,B,-85.88656657923687,B,-120.97322982973743,A,B,D,E,-0.05997027936072741,B,1
Hindu,Yes,Single,153.84494508159733,A,-67.21089411700045,D,80.79056473327427,E,B,D,B,10.927275316190695,A,0
Buddhist,Veteran,Widowed,-22.63308121049538,C,61.01929877193513,E,-29.165124204233074,C,B,A,D,145.85037515879267,C,0
Hindu,Veteran,Widowed,-62.77836416599132,C,-172.68509547233012,E,114.27760454009461,E,B,A,B,113.59800845544534,E,1
Muslim,Yes,Divorced,-210.00646823178363,C,64.61517609576333,A,133.92701119312545,C,D,A,D,15.027874116005622,D,1
Muslim,Yes,Widowed,96.80096338605864,D,43.72565633483662,D,262.42684069243694,B,C,D,D,-62.17811102563833,E,1
None,Veteran,Married,-48.680354804669314,D,-63.625103026951614,E,44.800786715350945,E,D,E,A,-68.69841819240486,B,0
Other,Non-Veteran,Widowed,21.20043700782796,D,39.09571732689458,C,18.363815839038296,C,B,B,E,74.17426858066474,B,1
Other,No,Widowed,-78.71560880233123,C,-154.94215468492055,A,63.500823744916076,E,D,C,B,69.02436647631436,E,1
Hindu,No,Married,63.62676345753897,D,196.95897281372365,D,45.022713235365394,E,A,D,C,-40.105858676973945,A,1
Buddhist,Yes,Married,13.899494750722145,D,-48.65438939708081,A,36.169777380949135,C,B,A,A,-180.80672075044924,E,0
Hindu,Non-Veteran,Married,-25.831613225246848,E,65.48897240942864,A,-34.65234170790533,C,A,A,B,-146.58334872365563,D,0
Christian,Yes,Divorced,-94.19086462508277,B,37.74445489191918,B,0.9692618451570486,C,E,D,D,-47.30691484870064,A,0
Buddhist,No,Single,-176.64774881060578,C,48.25645470110202,E,40.59956518165478,D,E,B,D,-100.98725529950174,C,1
None,Veteran,Divorced,168.61900755756437,A,8.356571773500361,E,-189.5020896968448,D,A,E,B,-154.04422743653535,A,1
Other,Yes,Single,112.89664996947333,B,8.847080736340233,B,-223.5780804862655,C,C,C,B,-18.024440824453695,B,0
Other,Non-Veteran,Married,38.40887810900382,A,85.44029835385109,B,-167.84351902280497,E,E,B,B,-13.48709890378737,A,0
Hindu,Veteran,Widowed,-17.752567029273983,E,46.566973636412975,D,134.02750009220287,D,E,D,B,74.60366249123214,B,0
Muslim,Yes,Single,-68.32141555219604,A,-106.1886721328966,A,111.77745447084529,D,A,D,A,48.90232327195342,C,0
None,Non-Veteran,Divorced,122.96691163088371,C,-71.30783633409446,D,12.575521244867655,D,D,C,A,-106.49906875079922,E,1
Jewish,Veteran,Divorced,201.39104240477815,C,-25.12819742887869,C,157.713210823527,D,B,D,E,-201.25023615585786,E,1
Hindu,Veteran,Single,212.19585600128897,C,-385.71190266563815,D,-77.44401878821749,A,A,B,A,-146.17129839547164,D,1
Christian,Non-Veteran,Divorced,76.73734732158297,A,78.01864768163503,A,-2.588174006932355,B,D,D,D,-53.067907799588255,D,0
Christian,Veteran,Single,111.3775367230251,A,209.44376224361446,D,-118.12479051683628,C,D,B,D,-44.341748688332544,A,1
Hindu,No,Widowed,-74.47045825880348,D,-122.19946977848655,C,96.09677432626023,D,A,B,C,-68.19759961868563,A,0
Other,Yes,Widowed,106.73653974970783,D,168.49652331317935,E,-42.754970556470255,A,E,D,E,145.61388601376345,C,0
Jewish,Yes,Single,130.0204737085252,B,-88.56055245903268,D,133.51530942857372,C,A,E,B,-4.912081520187711,E,0
Other,Veteran,Married,77.36316916662078,C,-59.14097109201606,B,36.524542648349495,C,B,E,C,-8.70311007880101,B,1
Other,Veteran,Divorced,17.56085591255869,A,-4.868227866681334,D,-17.06056037305194,D,A,E,D,132.25805333820406,A,1
Muslim,No,Single,61.49365085874984,E,-65.40680835794181,D,74.52323940529398,E,A,D,C,-108.54077195266431,A,0
Buddhist,No,Widowed,-131.06280132350986,A,46.116690135906715,E,44.90680503542836,A,E,A,E,12.473505947136655,D,0
Christian,No,Single,-83.50083347742469,C,90.3249713296703,B,-30.891915793987334,A,B,D,A,-111.70336483417603,D,0
Other,Non-Veteran,Widowed,-18.305665065559715,E,-40.72385371634477,D,-78.0045022840319,C,C,E,D,-48.897579368293925,D,1
Christian,Veteran,Married,-142.94327901394647,A,-123.69906832734347,E,218.12708682906802,A,D,A,A,-236.2365639592833,E,0
Hindu,No,Single,62.01541139063445,A,167.80341401395034,A,48.42696964690788,E,D,B,E,114.3039874540581,B,1
Hindu,No,Single,-204.14096185081365,D,-13.0038214506938,A,-53.64164371013056,D,E,A,C,-99.30000037125608,B,0
Buddhist,Yes,Married,-43.94585017908795,B,-4.250546617707953,D,57.44988011480777,D,E,A,E,-119.20188347490823,A,1
Other,No,Married,5.264808371798031,B,-45.66214882042206,B,-60.20162918655993,C,E,A,E,72.52211639290506,D,1
Other,No,Married,7.90654175849829,A,-84.80309555223555,E,-69.05962983718695,B,D,B,A,-8.359734626342643,B,0
Hindu,Yes,Divorced,60.479438598920375,D,28.557374032109045,C,70.849377681539,D,E,C,D,-61.71889925924449,E,1
Muslim,Yes,Widowed,96.99024601348489,B,-30.118385156238286,B,-51.006577692002374,E,A,D,B,136.21817924101347,B,1
Hindu,Veteran,Widowed,136.06029726159542,E,-62.236099054889195,E,-33.24551887769761,D,C,D,C,11.00350896269421,E,1
Other,Yes,Single,-67.35168668706173,A,93.38882897586622,B,-76.66134142324829,E,A,B,D,-221.40495039039428,E,1
Other,No,Married,-65.4717902392969,C,52.910257195972356,D,15.01630395957079,A,A,E,D,-112.21641005928691,E,1
None,Yes,Widowed,-40.065878552378145,D,-15.915824208024777,E,-89.95495867364046,C,E,B,D,51.65508282420912,B,1
Buddhist,Veteran,Widowed,27.182654409098326,A,-46.14621102179701,B,125.82347354929668,D,E,E,A,140.0666166482838,C,0
Other,Yes,Married,-39.17342348475773,A,-4.7400140682252765,E,38.18723735139574,C,A,C,C,151.78590888039045,A,0
Christian,Veteran,Single,-55.9548011183427,B,30.418742692577883,D,-58.36127534127772,A,B,D,E,-22.416262547467163,E,1
None,Veteran,Single,-108.33264925810661,B,146.673305811976,C,10.061334377900835,B,B,C,D,-48.50790886740452,D,1
Muslim,Non-Veteran,Widowed,-37.138147804165776,A,231.10110862174253,A,97.36231866972594,A,E,B,B,-40.2970352915443,A,1
Buddhist,Yes,Widowed,124.73778763524301,E,-152.82191679990552,B,161.85660213888585,B,C,E,A,103.1085705067591,B,1
Other,Non-Veteran,Divorced,-79.60961663130986,B,62.39336607340963,A,-177.94985955333667,C,E,A,D,-65.79079074095738,E,0
Christian,No,Married,57.46897170012105,E,100.82231621751399,C,133.68908033379466,A,C,D,A,0.48645349573030905,B,0
Hindu,Yes,Married,238.13546371384183,E,23.914188941330476,E,-90.7850470508348,E,D,B,D,-150.04686417249678,C,0
None,Non-Veteran,Widowed,-69.80776981505333,E,-167.46600798221266,B,-190.07308155814985,A,D,A,B,-89.43877430426828,C,0
Hindu,Yes,Single,178.90684215075981,C,85.29790718989861,D,21.431422657376274,C,C,B,A,33.573011397705784,B,0
Jewish,Veteran,Divorced,-10.891349757846235,D,-81.96107498719184,E,5.485517979473724,E,D,B,B,-15.577500248231873,C,1
Christian,Yes,Single,17.85859483013766,C,-15.535833681876085,C,-23.936141630222597,B,A,A,C,-68.2829370351168,B,1
Buddhist,Veteran,Widowed,114.23898959371594,B,3.3635222093531327,B,-98.55291259086592,E,E,C,A,-192.55565665586764,C,0
Other,Non-Veteran,Single,-129.51894525763666,B,-78.6285536310545,A,97.9052485107815,D,C,E,A,-10.910825739708889,E,1
Muslim,No,Single,53.117792857999014,E,-44.25600508595674,A,-152.4217239331765,C,E,B,C,-22.76883213918752,A,1
Christian,Veteran,Divorced,100.53534007403506,B,105.62900230738985,E,-122.74693664144762,B,C,E,E,19.392082997209634,B,0
Jewish,Yes,Single,15.008426937916594,E,102.63537159043106,C,-51.825180753473546,A,A,A,C,-70.61279006285216,A,0
Other,Veteran,Widowed,141.67762091845682,D,28.694750649530153,D,-89.26123309975306,E,C,D,D,45.83696190496753,B,1
Hindu,No,Single,110.43638034743144,A,36.56034708939118,C,-42.67689251710909,A,C,D,E,-67.06535181284559,A,1
Hindu,Non-Veteran,Divorced,-132.42194941023052,B,-148.8699179068374,A,-226.96066529551885,B,D,A,C,66.46577940939463,E,1
Buddhist,Yes,Single,18.182050773872184,D,68.56405247009879,B,45.19391071568315,C,E,A,B,72.89666904392024,A,0
Christian,Veteran,Divorced,55.27451761237019,C,34.967894935395826,B,-127.9210098801919,B,E,A,E,95.19545484110964,D,1
Christian,Non-Veteran,Married,-106.17941240727795,C,-25.756501210274475,D,-132.71550936362442,A,C,E,C,17.50294540282805,C,1
None,Veteran,Married,-47.00080353929845,C,54.872631603715746,E,73.87403996153196,D,B,B,E,-10.39896601971669,B,0
Muslim,No,Married,147.35165043143843,E,14.92000276647544,E,160.03138909247357,B,A,E,B,28.141845453497265,A,0
Christian,Non-Veteran,Widowed,-76.65243511384425,D,-41.78664862014436,D,-2.58104983321905,A,C,D,B,4.94756372659793,C,0
None,Yes,Widowed,-12.751376856757732,E,24.739979566613528,D,71.89329638182423,D,E,E,B,-24.635143839170865,A,0
None,Veteran,Divorced,-6.182249222134359,B,-178.95059890260183,D,-80.11788069211954,A,A,B,C,102.32661089797924,D,0
Hindu,Veteran,Divorced,-67.5762283536809,D,72.56907695156485,D,-29.513000585420297,B,E,A,C,-91.3046046855039,D,1
Jewish,Yes,Divorced,121.99249061585067,D,-48.07645768620926,A,89.76479114074807,E,C,B,C,8.42327171626904,D,0
Hindu,Non-Veteran,Single,-61.18740047188476,C,136.15676039356194,A,17.991049851688864,D,E,D,E,88.48064651586932,E,0
Other,No,Single,113.69235094625176,B,39.766198051183196,D,215.24911196773888,E,D,C,B,-58.486019958099924,D,1
Other,Veteran,Widowed,-125.2936105001665,C,-21.4710374644094,D,-78.7949987929346,C,A,C,B,65.4836130388213,D,1
Buddhist,Yes,Divorced,79.80945949214214,B,36.04342368386572,A,-4.1874330901345695,D,B,C,C,109.32800006367565,A,1
Hindu,Veteran,Widowed,-10.817557276950392,A,-74.72786672186116,E,36.17032302804184,C,A,D,B,39.43204145516725,A,1
Jewish,Veteran,Married,-39.815447822098754,B,-71.6238692738134,A,84.73776000684693,B,D,B,A,-26.70847748100707,B,0
Christian,Veteran,Married,-96.3467151792249,E,-57.15767252983949,D,-11.821445397488226,D,D,A,A,-88.50038210402707,B,1
Jewish,Yes,Married,50.89422049084627,A,-37.32006845302434,C,44.53786684922928,B,A,A,E,-263.19309666857566,A,1
Jewish,No,Divorced,-123.04085778255158,A,146.87764840802228,C,55.571071289861116,B,D,B,C,-138.96034940301158,B,0
Other,Non-Veteran,Widowed,-89.13343563591359,E,5.767748129466163,C,-89.90635225705313,D,E,B,A,-54.49022490069409,A,1
None,No,Widowed,-10.588161353267504,C,44.73045936268183,E,-131.35031932318904,B,B,D,C,33.3980855407855,E,0
Muslim,No,Single,-23.8694059165669,B,102.99790348804095,B,74.63653662765682,E,B,D,B,-41.45835093839914,E,1
Christian,Non-Veteran,Single,-4.909312744438768,C,-64.42724735802852,A,-20.547574893339444,E,C,A,D,-78.94765075661606,C,1
Muslim,Non-Veteran,Single,-153.6818702916727,D,50.60534233014358,C,86.38747628955656,D,B,D,B,-131.36329776757285,B,0
Buddhist,Yes,Single,-15.803465246649676,D,-150.91901747985256,B,-26.208002196551806,A,A,E,D,-35.97730629038145,D,0
Hindu,Veteran,Divorced,4.389093832893508,C,-15.951976295090336,E,-100.72349061425115,B,B,D,B,48.0787600097831,B,1
Buddhist,Non-Veteran,Married,-29.71638763823815,B,-70.89744847313001,C,114.26807204329279,C,E,D,E,-43.445328120054135,D,1
None,Veteran,Widowed,-74.91820719708274,D,15.767422765528508,C,-65.75300133628137,B,D,C,A,26.742160216496114,E,0
Other,Non-Veteran,Widowed,-87.68619257987336,E,91.77391919739772,C,72.13269264074565,D,A,B,D,-98.06884004590897,A,1
None,No,Single,-120.2077133281098,D,85.05329872542225,A,-30.439588654959,E,D,A,B,-236.68178972692192,E,0
Hindu,Yes,Divorced,-138.40736043955374,A,-92.51907960435778,B,112.94871517751287,E,D,D,A,-4.208598896049471,C,0
Buddhist,No,Single,72.0860047208803,B,-3.213159788312695,A,6.739753545446675,A,E,D,E,-22.54573194891121,D,0
Buddhist,Non-Veteran,Married,30.115919732905894,C,-56.61908311266976,C,141.9622529814085,B,A,E,B,-50.12852656393325,C,0
Buddhist,Veteran,Divorced,102.62780300393021,D,40.2888126844464,D,10.962311966275008,A,C,A,A,-93.55497615458233,B,1
Jewish,Yes,Single,-66.88350809659606,C,23.179837702240736,B,-48.116851475803834,D,E,E,E,127.18949137471414,D,1
Other,Non-Veteran,Married,85.88624040208478,C,-39.16525793055742,A,57.0988866912526,B,C,B,D,137.3651791036354,E,0
Christian,Veteran,Divorced,12.9374875869821,E,23.337579216082187,E,135.56844300246357,D,A,E,E,125.72570695577474,D,0
None,No,Single,49.99196166387854,D,-150.55941392593027,E,-15.945412653131383,C,B,D,D,-26.963943842874098,B,1
Muslim,Veteran,Widowed,119.82116639075335,E,33.81287066245249,C,-62.00930255624342,C,E,B,A,20.566590805489565,A,1
Other,Non-Veteran,Married,40.68420860617067,B,275.5202781913892,C,-42.07986404650493,E,C,D,C,79.24164824128957,B,0
Jewish,Yes,Divorced,-106.64953954104615,A,-38.899246502901015,D,-145.10822336324352,B,A,B,B,24.383172639405423,C,1
Christian,No,Married,68.92776965089934,A,-127.28345931623355,D,58.06142109994512,A,E,C,D,55.11061951691286,C,1
Muslim,Yes,Widowed,-153.55463745619645,B,10.34459305499517,A,-15.947158737934148,A,E,A,D,20.801073861980786,C,1
Muslim,Yes,Single,-35.98668324603957,D,43.10068293562653,D,-98.71913846390389,D,C,B,A,163.3409832826523,B,1
Muslim,Non-Veteran,Divorced,79.03643900012128,E,-223.28506249848766,E,-14.451320265946762,D,E,D,B,-4.3395540626153375,C,1
None,No,Widowed,-102.12746547345142,B,127.63277175543945,B,-15.002255883116767,A,A,D,B,-24.03359822647712,E,0
Muslim,No,Married,-104.4681890291761,A,101.33750185446983,C,6.474806883925865,E,C,D,B,64.08758161969865,E,1
Christian,No,Widowed,118.82726405964786,D,-62.318312555431,C,120.17259741707076,E,C,A,A,-10.314331258159438,D,0
None,Veteran,Single,-76.59819537342639,C,126.4614422460259,B,105.01901914677399,B,C,E,B,-2.217076808276908,C,0
