religion,sexual_orientation,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Other,Other,Physical,106.62088332284485,E,A,A,62.98369322968094,-78.15325155376915,A,A,125.63004745624924,40.80030133994482,B,C,C,1
None,Heterosexual,No,183.67442557915194,C,B,C,23.42215716627594,-39.11503511045658,D,E,8.302133168810148,121.11886064450499,C,D,A,1
Jewish,Other,Mental,131.80462354560595,E,D,B,67.49048876279214,22.259292060072863,C,A,-103.31029581701958,63.25947182195887,D,D,C,1
None,Homosexual,Physical,-61.071217140756076,A,C,D,52.21717933171944,-26.25502669216392,D,D,-40.355512382956846,17.99574606771698,D,C,D,1
Jewish,Other,None,72.37625750609314,C,C,C,53.5812033542016,43.1339035347314,D,C,-123.5125598308971,17.123379133935043,D,E,B,1
Buddhist,Bisexual,None,201.39446373570564,E,E,B,-89.83471952933377,97.12766983680751,D,D,8.39071046050823,-1.3278932603152271,E,C,B,1
Jewish,Heterosexual,Both,14.562058959469038,D,A,D,-103.49477027842187,101.9652354807572,E,C,70.56493490701654,-53.01148567478039,C,C,C,0
Hindu,Bisexual,Both,-76.87383030790893,C,B,A,-53.552744492015115,-17.78233722664385,C,E,29.44778966527907,-140.36813736947272,C,A,A,1
None,Heterosexual,Physical,-65.6477255383462,B,E,E,-28.58413536989193,-18.121710038854417,C,E,258.51324324702546,-128.77818914637814,C,C,B,0
Buddhist,Other,Physical,41.08375418007668,E,C,D,-146.88049290583058,-31.73421062076789,E,C,-46.79030735655377,34.55565590757661,D,C,B,0
Other,Heterosexual,None,-171.19486785519814,E,E,D,-39.53589898042824,78.07643734137845,D,B,85.90928165768489,-45.11108312114612,A,E,D,0
Other,Other,Both,4.3191985777864765,D,B,C,62.06832974002053,39.43680791148689,C,B,-73.03112325772632,-6.031623407043973,E,C,A,1
Other,Bisexual,Physical,9.638747187614209,B,D,E,21.421919859253464,-163.0407809935645,A,E,-78.34096202426423,-44.385293465041606,E,A,C,0
Muslim,Other,No,-34.08885024687062,E,A,B,-65.82537979880644,166.04753119159164,A,E,59.873211279039396,-61.757888737590505,D,B,B,1
Jewish,Bisexual,Yes,67.2246864671742,B,C,E,-14.766739351165256,-200.86032684284203,D,D,-23.825209588553665,-34.507939449043306,B,E,E,1
Other,Homosexual,Both,63.029433336258876,E,D,D,-21.47825151054648,-56.13173454775341,A,C,-21.52053038319887,-150.8677985330574,A,C,E,1
None,Bisexual,Physical,68.37989772252476,E,B,E,-11.205974195091043,115.34008833661349,E,D,-68.92104190331936,42.94191607524749,D,D,E,1
Hindu,Other,Physical,41.421599097995816,A,B,E,-9.48482756620116,70.82206878259272,A,D,7.883144797169951,32.037791959804096,D,C,D,1
Hindu,Bisexual,Yes,4.546494610073214,B,E,E,-227.09094691283047,72.10722138143535,B,D,69.56389572425637,-130.26655283682896,C,E,B,1
Jewish,Homosexual,Mental,-98.8820592246889,E,A,D,-285.7726707887974,200.65754566550194,E,C,-171.69655535477736,-62.897095199148076,B,B,E,0
Muslim,Bisexual,Mental,75.59657105358171,A,D,B,-60.72788217284444,46.69707401971305,D,C,-104.22446574469184,145.70988599787594,B,C,E,0
Other,Homosexual,None,80.64908527968872,B,E,C,-142.9905486565818,-5.853865936646581,E,E,219.3205194174019,75.44279643754358,C,D,B,1
Muslim,Homosexual,Both,12.158991173951797,B,B,A,21.476529669895257,-133.37610717572673,E,C,83.91960441347011,47.20204899534768,E,B,C,0
Muslim,Homosexual,No,51.87650693282387,C,C,B,-2.9704468987604002,31.6180497424653,A,B,-6.289364721701906,-199.74832786665655,D,C,E,1
Christian,Bisexual,Physical,-54.0490225300977,D,C,A,82.27759171976186,-120.15350483232928,C,A,-43.56522257916984,234.68767125928397,A,E,C,1
Buddhist,Heterosexual,No,-64.2951987423992,C,E,D,-64.30378907620823,15.702327090297628,D,B,57.3520298114804,97.90459420019266,E,B,C,1
Other,Heterosexual,Mental,-115.74635225420798,B,E,A,45.34078674839551,-105.83784387907231,A,D,31.40708521435178,24.191894458467626,B,E,E,1
Christian,Other,None,-221.48785864215375,E,A,E,81.27980220830466,-21.817868179541904,A,B,-22.633172422274924,-41.27571155557747,A,A,B,1
Other,Homosexual,None,-111.00249974843304,E,A,A,74.69423560613447,125.61098570298125,E,C,-90.0730528681104,-24.30757841584516,E,C,D,0
Muslim,Other,Mental,58.1132443547303,B,D,E,-173.82933287957266,-53.27457114522892,C,B,-127.13404401468213,-42.28201300375062,E,A,C,0
Christian,Homosexual,Physical,-140.05516562760283,D,A,C,38.57605717784052,-57.27185061451697,A,B,67.23370016492157,-57.222679157242894,E,E,C,1
Jewish,Bisexual,Both,-133.00618134906145,E,D,A,45.99435064028625,13.279242186053065,D,E,-83.26897528186478,157.38647308007594,E,D,C,1
Other,Other,Mental,-66.96805413132446,D,E,C,95.58213995582557,-65.49186740057964,B,B,23.019387249608737,-46.48491985045444,C,C,C,0
Other,Other,Both,-58.43055607032521,E,D,C,104.73361654213731,-42.51674494055855,E,D,36.003400270230344,-137.42065960652147,C,C,B,1
Jewish,Heterosexual,Mental,-104.24647428219815,D,D,E,133.71236441516328,-37.678267069798665,D,C,-90.42812459978771,81.90346836613965,A,A,D,0
Christian,Homosexual,No,-77.89202151077409,C,E,D,-13.346369303573816,51.015722153394684,A,D,38.521528255717676,65.2984263872659,B,C,B,0
None,Bisexual,Mental,140.20953660368872,D,E,C,84.52718877126944,-138.7160793722312,C,A,33.97649242474632,-124.63106625105402,C,E,C,1
Muslim,Other,Mental,-119.79255090379222,A,E,D,-112.19598799323829,-13.262023675727235,E,C,-225.87694699352267,-9.518629061799725,A,A,E,0
Jewish,Homosexual,None,59.44834415846265,C,E,C,107.65816362709646,35.82865151894464,D,A,27.512819870194207,96.60241391310153,C,A,E,0
Buddhist,Heterosexual,Mental,137.82023627198612,B,C,B,208.03320272710124,84.57482131999286,C,E,97.74756888634788,-65.35488608756405,C,D,E,1
Jewish,Other,Both,149.47976775182403,E,B,C,197.97871148952896,-181.2377057275593,C,E,87.85851684089562,-102.25026681033094,E,B,E,1
Muslim,Other,Mental,-0.30212246613084803,B,D,A,-13.360625283645227,-73.27134790687089,B,D,-66.22699461138001,-87.9157696997168,C,E,B,0
Other,Homosexual,No,-60.79755589184964,A,C,B,201.30683646308074,202.62872719516446,B,A,-94.90417093205856,-39.16265355813046,A,A,C,1
Christian,Other,Mental,-19.863538482488106,B,B,D,-28.70314451532852,-43.56262313914675,E,D,-153.33258076587765,-36.2282347089665,A,A,A,1
Other,Homosexual,Mental,67.05457231657701,E,D,B,8.89781227731332,122.2754898819187,B,E,69.96178288279906,-186.97603971876944,A,E,A,1
Christian,Bisexual,Mental,-172.96321227355463,D,C,A,-6.920430238247878,-20.79240394051424,A,D,94.62087325660646,-34.36335023007402,C,D,E,0
Muslim,Other,None,3.7802120635903824,E,C,B,-121.58657109735174,150.09663862975816,A,B,-46.25900788639415,-22.741860578278473,E,D,C,0
Muslim,Heterosexual,Both,3.0518042346224976,E,C,D,67.5162002216465,54.41913424948839,A,D,-80.99485999282572,76.76581592237184,D,C,A,0
Other,Heterosexual,Physical,24.686715006165155,A,D,E,107.9790175357556,-47.99161486881193,B,B,52.67263415011989,-58.39570853663876,B,E,C,1
Other,Heterosexual,Physical,33.704463030743895,C,E,A,85.67412206551512,-3.673060333525365,C,C,-131.51744568731107,32.37224524443524,E,C,A,1
Other,Other,Physical,167.50940431012557,B,E,A,-6.172344841189997,-116.69539719359503,C,A,190.2355143830963,-25.276423202388216,A,A,E,1
Christian,Other,Mental,109.79210011206611,E,D,B,90.63944980571324,-41.55741060245825,E,E,28.61223612229584,88.85362703003061,A,C,E,0
Buddhist,Homosexual,Yes,-80.03366663206279,C,B,D,133.4602070356374,10.072912720030628,A,E,-85.26851322881991,-9.832747651671797,D,A,C,0
None,Other,Mental,-73.49818014197822,B,B,A,61.21526345796933,-219.73833335469624,A,B,58.29991816333933,126.97216504791396,B,C,C,0
Jewish,Homosexual,No,-87.76122479140847,B,D,C,-93.30265005700191,46.68801471440576,B,D,63.241302719917115,-16.821837690822274,D,C,B,1
Hindu,Heterosexual,No,33.392075276381746,E,B,D,55.904612616285135,-102.2500933937713,D,C,50.173527189652425,290.9179565940128,E,D,C,1
Christian,Heterosexual,Mental,-71.29991825586045,E,D,A,93.02375487699574,164.06856994517958,A,E,-25.086418146655248,86.7604844542518,B,C,A,0
Jewish,Bisexual,No,254.27853138471224,D,A,A,-114.71821485109348,94.5906184533975,B,B,-76.34598460572536,76.54284389196381,E,E,E,0
Other,Other,Yes,90.55019062575514,A,C,E,97.74915228403813,-57.638471465973275,B,E,-105.40131366098,4.292333795750967,A,B,B,1
None,Other,Both,88.21458773701454,D,C,A,-3.7026180573541287,157.8594449139345,E,A,51.50095418753894,-53.45071308713455,B,D,C,0
Christian,Heterosexual,Physical,-141.50252191781675,E,C,E,-146.36559045877465,-33.620362223551666,E,A,-203.19410161756105,5.70686421432252,A,A,E,1
Other,Bisexual,Both,131.7218051913056,B,A,E,-88.6671605557794,76.88991975698325,D,B,31.217671118318275,241.2215940724292,A,C,A,0
Hindu,Heterosexual,Both,97.34622200309298,E,D,B,60.89207681279937,135.6317054237976,D,D,-26.405334033788385,86.33036396174182,C,D,C,0
Buddhist,Homosexual,No,185.6821677240261,E,C,A,-15.25234530917812,-204.5510810171233,E,D,130.01949820518874,45.063298693334275,D,E,B,1
Muslim,Homosexual,No,-24.634207585763313,D,D,E,-224.2590792614569,69.42727501399288,B,D,-62.0492726567302,-52.16333654668941,C,C,C,1
Muslim,Bisexual,Yes,115.74036563908867,A,C,C,10.628663336966074,-4.16792883194379,A,D,41.97020203569053,-185.4338597468701,D,E,E,0
Jewish,Other,Physical,-102.69892954608272,A,E,D,-282.1197117072431,-17.33953451654577,A,A,16.74927243340155,14.150259863342566,C,B,C,0
Muslim,Heterosexual,Physical,-1.217615020576155,B,D,D,-60.70721979672044,-27.530788022262264,C,E,-109.24195109478747,102.94502111916346,B,B,C,0
Buddhist,Other,Both,-94.51690548852343,A,B,B,227.61724811431588,93.28390970736409,E,A,100.35997713885632,-48.6191218455218,E,C,B,1
Other,Homosexual,Yes,-35.065812814478086,A,C,D,64.38249245309396,66.01912954159049,B,A,-51.995149515632214,115.55824155774792,C,A,A,1
Other,Homosexual,Yes,124.64219427032516,C,D,B,-58.020451380521685,-12.949112572794164,D,D,-28.605883749938727,-24.983001859456238,A,D,D,1
Hindu,Homosexual,None,-51.061005362421994,E,D,D,161.69316647352142,174.40366777319156,C,E,-136.46056777121993,14.654350295673577,A,B,A,0
Jewish,Bisexual,Yes,49.594013410280866,A,B,D,-15.505582997197243,-3.9877826985810145,E,D,63.96382623975322,17.57855478498134,B,B,C,0
None,Homosexual,Yes,-73.15345833305018,C,A,D,-160.28287852723668,-52.99349703674211,D,D,163.30021409709082,-96.75279898504307,A,E,B,1
Jewish,Bisexual,Both,-97.7166757875098,E,C,D,42.067164231093194,-53.60933718114872,B,E,-136.75044127734273,200.7037051296199,C,C,D,0
Jewish,Heterosexual,None,-40.679429441112134,B,D,A,-59.66128399492475,21.44898725560581,B,C,12.987996855285505,-142.39641295548262,E,B,A,1
Buddhist,Heterosexual,Physical,-100.84298155263458,C,B,A,122.40977291606666,-152.06487855935382,D,D,-70.78819507675702,180.27010967881654,A,B,C,1
Buddhist,Heterosexual,Mental,19.74496792311046,E,B,C,97.072741556455,63.40608764130325,E,D,52.844754767739566,-42.83879725371536,D,E,B,0
Buddhist,Bisexual,Both,-90.00444653608707,A,A,B,104.0677708614798,106.55232263945244,D,E,-79.58924232210414,-158.89176053321395,B,C,E,1
Buddhist,Other,No,-50.58186026104363,C,B,C,6.412751585124828,-75.05527112806497,D,B,-147.62591071719015,-131.78892646131703,C,E,B,0
Buddhist,Other,None,64.11222671330607,B,D,A,200.98455984272084,19.467465900068927,D,A,-59.259895039251894,-41.71384882690106,E,D,E,0
Buddhist,Homosexual,Yes,-21.66385244899479,E,E,E,-0.8492058060408734,108.65813658231116,C,A,-43.59946177801014,-109.19034580915321,B,A,C,1
Muslim,Other,Mental,3.366119695176727,D,D,C,-22.04630985342088,-41.6803516690646,B,C,-21.628648404300627,62.436535663496514,E,D,A,0
Other,Other,Mental,-10.685763229980306,D,D,D,163.8019427441773,-21.25971472176188,D,E,-76.18071730278712,8.66863290881527,B,A,B,1
Other,Heterosexual,No,-20.123793241530134,C,D,A,-94.8553622614015,-11.179417137945968,E,E,-28.975044111881637,38.99611616102488,E,E,B,1
Buddhist,Bisexual,None,-36.42836486687801,A,B,C,89.81332784012014,-103.78942048899195,C,D,-1.1922394956810765,-62.92136740317531,A,E,E,1
Buddhist,Other,Physical,133.09847850211924,D,C,A,104.37181094901027,-65.85903931595098,E,C,77.0516376720807,-75.87782953607201,E,A,C,0
None,Homosexual,Yes,48.865260873764846,E,A,D,119.34599759256427,-53.85560702917569,A,C,-43.631473282674605,-143.9080078480391,C,C,A,0
None,Other,Physical,10.138649756406911,D,E,D,-73.44463609523615,-135.82794708025588,D,A,-2.5713235131394874,-85.26136315723005,B,D,D,1
Buddhist,Bisexual,No,-196.12721509417418,A,E,A,-63.6788226946333,-28.738956149908773,D,C,-141.8409461902205,261.04738648815703,D,C,E,0
Other,Heterosexual,Both,-106.25379277406653,B,C,D,-44.24197356812763,128.54753175997263,E,E,-77.01009534981512,-57.686504806414874,C,B,B,0
Muslim,Bisexual,Both,-148.97719797462557,B,A,E,43.88560236857923,43.65305098205983,B,E,-49.868678765310904,-78.10972749646095,A,A,B,1
Other,Bisexual,None,101.14461355459004,A,E,E,11.340646149820284,87.6074417512085,E,C,146.41031016371758,24.105510711537917,E,D,D,1
Christian,Other,None,45.4051648594698,E,C,B,13.630803947909834,125.01672895962483,E,C,-17.00021761464623,33.232270722351984,E,C,E,1
Christian,Bisexual,Yes,-100.99773950724378,B,C,E,38.43291005092981,24.54492671005534,E,C,-20.839645870457186,99.62096372354885,E,D,D,1
Muslim,Heterosexual,No,-59.59262239299308,A,A,C,203.0297752484929,87.35237723134303,E,A,189.19616951434818,9.015341664187408,E,B,A,1
None,Homosexual,Physical,136.4651818607409,D,A,B,-57.20478164370846,-70.51312259952314,D,D,118.77010679642545,-96.33853607431921,D,E,B,1
Jewish,Homosexual,Mental,-24.93605167766351,D,E,B,12.422601613246243,92.46858941706468,D,A,156.65561599285724,-111.02452844306836,B,B,D,0
Christian,Bisexual,Yes,27.13167288780971,A,D,E,-117.82316304987586,58.47718190983727,E,A,-127.84522982635842,-130.90123931894283,C,E,E,0
Other,Bisexual,Yes,117.59111084516466,B,A,A,210.43927222370291,114.64225048595726,E,C,-1.5219772842232848,13.771065732202302,B,E,D,0
Jewish,Homosexual,Both,-83.5040316313704,A,C,E,127.60955811789132,81.65808509592256,C,B,-155.09942993260225,124.20145729241334,E,E,B,1
Muslim,Heterosexual,Mental,-19.317671717114454,D,A,A,-49.74499934568736,39.58743262910242,D,B,-39.41608659777713,205.65852860185157,B,E,D,1
Other,Homosexual,None,56.201947196334004,B,D,A,-62.240236459074204,-54.21551544990366,A,B,122.97097216200265,-55.06358444167977,B,B,D,1
Muslim,Heterosexual,None,161.89328377249916,D,C,D,23.04358335145318,24.20577680735889,A,B,-111.83628862508712,149.97823642111868,D,E,B,0
Christian,Bisexual,Yes,-181.73400273388478,A,A,B,-28.881584957770695,-71.63856261153448,B,C,94.84788927634776,-192.45124340144838,D,A,E,0
Christian,Homosexual,None,29.972593870638843,E,A,E,-10.597174216414176,58.28129541759823,A,E,-67.13860888764161,-38.78642656861725,C,D,B,1
Jewish,Homosexual,No,46.86446904182231,C,A,A,-58.72268512673511,-80.75974455653194,C,D,-104.90047646628977,-107.76095126114139,B,C,D,1
Buddhist,Homosexual,Physical,-103.84242273989497,E,C,D,-343.32089598326576,-25.260203386930996,C,B,338.4167613400863,-36.36941231533356,A,E,D,0
Christian,Heterosexual,Physical,-40.928445744451146,D,C,C,36.505088854812726,-72.65768792442786,B,B,-85.51260536347307,33.756853633285175,E,B,E,0
Hindu,Other,Mental,-61.33593539333445,E,B,D,5.148994014723414,-26.84269234560209,C,E,-141.32149604110757,53.93722408613607,E,C,E,1
None,Other,Physical,-139.97707179105458,C,C,B,-199.6048136835701,69.26439038820602,C,B,41.06341390520299,82.27011924712178,E,E,C,0
Hindu,Other,No,-21.041161583901097,C,D,C,208.91426097321911,28.44321005872459,A,E,122.05608864166808,37.32617916249,C,A,E,0
Buddhist,Bisexual,Yes,255.10978580448386,B,D,E,207.0751295251747,-92.67148705730209,E,D,-6.5203303005685775,-36.65945809165508,E,A,D,0
Christian,Homosexual,Yes,-97.2341668874746,D,E,C,79.4729308073381,-160.85930298223897,B,E,-116.3960391529317,201.83094063269596,B,E,D,1
Muslim,Homosexual,None,60.96397608464178,C,D,C,93.1125407891352,-97.499459462943,B,A,-38.38837914431279,-30.133827215747537,A,A,A,1
Jewish,Heterosexual,Mental,-51.70531202122979,E,E,C,-92.2104931685967,-56.66851712613021,E,C,-73.36009244919175,-72.54479217455632,E,B,C,0
Christian,Bisexual,Physical,-241.96486588965888,A,B,D,28.567752738847492,-3.3386853039399442,B,A,-32.162435767922545,6.099339721349793,C,A,A,1
Other,Bisexual,Both,20.63903844323037,C,D,C,48.36172667511138,31.604064397564446,A,D,-176.1966145443768,-157.3028998972598,D,D,D,0
Muslim,Heterosexual,Physical,-94.99591717516739,C,D,D,91.8904825304646,-194.0730728695945,E,E,-21.44059835572057,63.541312396264274,E,B,A,1
Muslim,Heterosexual,Physical,102.56864708582177,D,E,B,-22.97718226233116,-28.567314129129358,D,A,-6.063887568013753,-20.831349609842587,E,A,B,1
Buddhist,Heterosexual,Both,34.020105360619915,C,E,A,-60.16063836341701,46.116772991687924,E,C,57.68554537055054,-200.4895064104016,A,B,B,0
Other,Bisexual,No,40.11066181983275,D,B,C,-35.821668442050786,72.03381360021815,D,B,159.1561350271413,-151.62798061245667,C,C,A,0
Other,Other,None,33.30811844422938,C,C,E,-98.27906779113756,22.626957838683364,A,C,36.15533675737758,-75.62312234394378,E,B,A,0
None,Heterosexual,Both,-35.3441152369325,C,E,A,22.95180030190612,230.69552338743136,E,A,-42.39086393984628,96.92566295121642,E,E,C,0
Hindu,Homosexual,Yes,-137.9701359688158,B,B,D,31.51717140703226,168.24241456132924,B,A,84.88493634292499,-222.25974731502993,E,B,E,0
Christian,Heterosexual,No,-81.29820492616226,C,E,D,211.05767605082008,-89.37239675065543,A,B,-125.80457548386663,72.98434329786453,C,E,C,0
Other,Bisexual,Both,97.18274328321381,A,A,E,33.97723530445037,-31.99905829155214,D,E,284.8266208464128,-35.2232130989636,D,E,D,0
Buddhist,Heterosexual,Both,89.65386617937607,E,D,E,154.37625618309255,-94.37527541772124,E,B,19.25888343595484,-68.77508927166642,E,C,E,0
Jewish,Bisexual,Both,48.32892243863006,D,D,E,-164.3054397628258,-163.9213607763504,C,E,-16.657084401274748,7.555965137254778,E,E,A,0
Jewish,Bisexual,Both,-36.48322112706017,A,C,E,144.25048575182794,-127.03410294756303,B,D,74.23456252953405,110.63283924801179,E,D,C,1
Jewish,Bisexual,Physical,-188.72055204487305,C,A,E,-42.66486342564871,115.22567850349922,D,A,22.890160498045077,114.0148662278946,D,C,C,0
Muslim,Heterosexual,No,41.5020362989931,B,B,D,-13.804523007221581,15.545055737312655,D,B,0.20280959378243588,118.53268044047238,E,B,A,0
Christian,Heterosexual,Physical,-8.170361073217737,C,B,D,-32.70124583663574,-6.384190348269099,B,C,22.991158071453057,-158.78772189155802,B,E,B,0
Christian,Heterosexual,No,-15.311582625651685,C,B,A,82.5940003654282,-57.36828878759557,E,C,-154.9005762060748,-82.32781118406726,A,B,E,0
Jewish,Homosexual,Mental,-7.046817114600569,E,C,A,-43.980210627618376,-27.91350633726904,E,D,-150.4917859898035,-17.18845549635572,E,A,E,1
Hindu,Bisexual,Yes,-12.031936106257104,D,A,C,-133.8443502353236,-28.482272998672297,B,A,-86.00953714665624,-56.12255756973721,E,E,D,0
Other,Other,Yes,-23.41874280302754,E,C,C,99.25156750065241,-10.562655539316346,A,A,159.21719271679208,160.979539867913,D,B,E,1
Christian,Other,Physical,134.4006741058101,C,B,C,-110.99977728461894,70.1961221877422,B,A,-157.41403931954756,-159.95950194946954,D,C,A,0
None,Other,Physical,34.28563019906504,D,E,C,-27.793018174967106,-51.85287482529948,E,A,80.56958168011195,-200.3556893031663,D,E,E,0
Buddhist,Other,None,-17.353115950809055,B,C,E,-78.16190691521392,-80.62374152740558,A,B,76.52043625773976,-359.48086972453876,B,A,C,0
Muslim,Other,None,-32.64901056843822,A,C,B,68.23413697984245,4.083689169489508,D,C,-66.94126817926738,-18.551686426879503,B,A,D,0
Christian,Bisexual,Yes,75.37026290992375,C,D,C,1.4353400678988997,54.46350982672523,C,E,-81.04604398261979,52.186725070088116,C,D,A,0
Muslim,Heterosexual,No,-23.224066314984412,B,A,C,-110.22178610886544,6.809698046934868,E,C,-40.76378082300986,-85.81681560113343,C,E,E,0
Jewish,Bisexual,Yes,-39.48317618138733,A,C,A,-184.2782908784591,12.293016038687588,E,E,-44.47403094218908,31.446747176228147,E,B,E,0
Hindu,Homosexual,Both,-71.97691831390713,E,C,E,54.95928696720931,66.0482868472279,E,E,-34.89417888295808,43.078814462199325,E,E,C,1
