nation,gender,race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
China,F,Hispanic,E,167.4305901200572,-16.655353527412604,83.49965557993296,A,B,76.98488408183633,A,A,-139.65514707534547,86.75400586302501,-71.05001583281582,83.13423300203237,-10.019169309460295,0
China,Non-binary,Other,D,-126.26004077540944,-170.20036345236963,-43.88488035866864,C,A,18.52315772656241,D,D,-278.40095453246937,34.93066369677443,-70.03524895939431,-111.08063900119302,-107.35465727055602,0
US,Non-binary,Asian,E,6.700207440555833,7.009026902689612,125.40910781088557,E,B,24.847036894222516,B,E,7.810890437068629,-40.580960952721114,-179.2232489181493,95.6949366219131,-17.503451498020954,0
Germany,Other,Black,D,-207.44536010688256,50.2084404783882,-76.46183013568779,D,E,123.99247444908896,A,C,-209.01322865644732,-28.801406261888424,103.56497930830066,-204.61993656962,0.5341560381824928,0
US,Female,Hispanic,C,109.55184314659606,39.89051409670824,20.220455305412766,E,E,-113.22906565574,A,C,-103.65781900761944,-40.818202087693514,105.77402705421018,110.65087165657106,-13.450672844294287,1
Germany,Other,African American,A,46.40461181751164,-26.02696778555455,134.51240287581544,B,A,-149.7151462800142,E,C,86.26226034586594,-127.98753286474627,-12.522672164468265,22.524020614482954,-40.767244202969145,0
UK,F,African American,D,106.4541315300519,-5.945681978105411,-23.271321274058888,A,D,2.272167831863983,B,D,-58.68542074653092,28.18448467593846,131.1214486533516,-4.644818131027511,-104.86115761799391,1
UK,M,African American,E,-58.21920034235113,53.002634720095685,41.67488647410348,B,D,94.30036629690828,C,A,43.207457571374405,-180.37035293753812,-195.25105765170926,-60.52841939104824,134.85176358150412,0
India,Male,African American,A,-109.58372028542014,-58.869917010081096,-92.25427327394861,B,D,-32.77826589456051,C,C,-51.666331268365454,43.54116314419843,-112.75234140210195,2.209810786188089,15.317092813283386,1
Mexico,Non-binary,Other,A,-52.215653675509046,184.13684275383122,16.442779509463776,E,C,-58.91502922828844,C,B,-104.3679996411908,86.8296877737644,-185.70839637218822,-140.39437517141164,53.015153350651936,0
Germany,Other,Black,B,-41.60504548881316,2.7036363616931007,90.59061078151238,B,D,-66.15540755501665,A,D,76.267755467941,49.43349123357244,92.60156737186136,-71.60154347058639,-63.9414163986906,1
Mexico,Non-binary,Other,A,-1.6292129746497055,-62.5024401078946,-62.568522046782824,B,A,-110.97464448378271,B,B,-13.469889237000285,127.48095001850908,-220.5045249444875,-230.05439304497858,-17.7509455329714,1
Brazil,Non-binary,Black,D,-151.69567982301012,113.6436855862772,-277.41530789005867,E,B,-131.23834181255393,E,E,114.05612794558935,7.696358399603395,103.34720722176502,132.8357204061985,-186.77860764829518,1
Mexico,M,Asian,D,28.31918464353566,-61.17635979793482,-54.79597050785745,A,B,0.15342461017471698,D,D,-114.15000702078304,1.4372671558290206,168.00680092421746,-5.211814118506988,-93.55264069113271,1
Germany,M,Asian,E,25.407051672316783,71.42349403473072,175.62359970266363,E,E,-149.42282154537588,D,E,19.405723582132918,14.012529941571136,-57.08054233077034,120.93749135194906,129.40262483667246,0
China,M,Black,A,-59.980150012274336,17.298207953514783,-276.5848600035104,E,B,83.60138987213696,D,E,116.99967367385273,45.57046166887487,-120.03844010437061,81.18802798357034,166.21373135206088,1
China,Other,White,D,-208.96556471359963,-56.268352562252964,8.91971775367518,B,E,-22.67847565793856,A,A,34.373886577989786,150.02367188267814,-21.739775332835883,-25.18903676809413,87.09582967946159,1
Other,Non-binary,Black,D,-102.02342695104201,14.358256730820765,-19.721556863948887,D,E,31.992191914118568,C,C,-11.934121309083663,63.7119758923281,96.34006071276133,165.16496257658142,93.65263044133643,0
Other,M,Asian,B,7.806017373798054,34.238712180882644,74.01031915101429,B,A,-91.51309161994749,C,D,-94.53899872582006,19.601933671045376,-37.37802224636993,-10.45750309625512,40.90331749747989,0
US,Other,Black,E,-124.24836666812833,91.46147173596302,119.92067128340855,E,A,-51.603694362666054,C,A,-76.40415372826341,-6.792292786098113,-121.77158646047089,95.85131712017288,-53.34212828112667,1
Mexico,Female,Other,A,102.47129315226698,19.811697334463137,84.44600521613354,A,E,-83.92848579701389,B,C,19.711098338213404,109.60456796860296,-74.00960098775293,-22.407343632825302,-15.666469290249257,1
India,Non-binary,Asian,D,83.5871106706266,-57.44725567607784,-144.11155964708377,B,C,-17.358525936230354,B,C,54.90705080768845,-49.158131620800376,-88.24250163345482,87.95186154196473,76.70474796599694,1
India,Non-binary,Hispanic,C,-26.89938089520931,-96.41814431814178,163.35949877412907,A,D,-36.47762129425028,A,C,81.0378870007907,152.56326919256554,-33.82442266208731,-35.09528234645451,92.27905904280537,1
Other,Female,Black,C,84.82476202203935,-4.376054600162261,322.2303566021759,A,E,115.09747571225866,C,B,84.52215624534145,-5.918304621363375,62.62979493448909,-5.72049050287157,24.450712262591423,1
US,F,African American,C,-81.618677522813,34.21939205725393,64.98162288040554,C,B,22.73847256250127,B,B,-81.38543128380273,6.013364108475461,181.16652418896834,-61.78165173734271,21.052060493777354,0
Other,Non-binary,Hispanic,A,26.638388842372834,55.71743856930621,-21.88899979103593,E,A,21.04725361342216,D,E,-130.7436092922089,88.92171314026164,-117.69364572906123,37.30834453615445,140.46538283298048,0
Brazil,Female,Other,D,159.77211416631658,27.20736818546474,-96.44260472715858,A,C,42.51998455005014,E,C,-75.17762796261596,138.96423032388472,14.908187272264808,-139.90248361979303,9.412620743017182,1
US,Female,Hispanic,B,208.81618717052083,-108.69814940740186,86.96723853803185,B,C,53.167887663798716,D,E,-28.794270968413493,107.45588821087928,24.35830573898181,108.91189061415348,13.596685812314332,0
Brazil,Female,Asian,A,-97.91818055878034,-234.53908178639531,-88.59834921179133,B,B,5.978847839082184,B,D,-28.628937525601216,179.2109851571843,205.64319541999532,-36.27905238049685,129.73311938004846,1
Mexico,Female,Other,E,94.0778809278963,48.515820552371544,-29.034492219205394,D,D,79.29310145624632,D,D,22.36707819069989,-101.94218714531522,128.4652437655863,32.22597158470133,-114.51199137749539,1
Mexico,Other,White,E,-94.09677705079962,89.69034605977274,10.338357001933574,B,C,-79.32889245331634,B,E,77.08777434719579,95.92682128933495,-65.63365853271121,-22.53543349986848,-51.797979028242914,0
Mexico,F,African American,E,73.513932542393,5.964967203783777,1.2657034151169915,A,A,-131.68027406926657,B,E,35.33255855528763,89.77043551580763,34.14467405017684,16.179199416561517,7.948110670398884,0
UK,Non-binary,White,D,30.700849835125087,116.6012061460802,-123.77876386808973,D,C,-158.52484472844836,B,A,85.06347524977555,-14.824020516682168,60.8522564957857,90.32312702661764,68.9973745437204,1
China,Non-binary,Other,E,-22.199964528173364,70.64869062776503,50.1145735075953,A,D,-70.27944033642918,A,B,-63.304335531948055,-79.40700093448105,28.626274461704128,-128.73994169308688,-118.20558631489698,1
Mexico,Other,African American,D,-86.32442931686953,-135.2763173714604,99.26295505088905,C,D,253.33076560032075,B,E,-155.44401350034818,71.29589305920179,89.11829130368741,-29.30898192519656,121.57046540034715,1
Brazil,Male,Asian,E,2.3748518518756936,-54.63879349200794,75.11215765882032,C,D,162.46617390714314,A,D,136.4227655368218,-97.6437870603412,-102.52904116241504,152.58596560541366,-26.600181689871555,0
Germany,M,Black,C,27.225232684507212,-9.06149815053831,-52.047448168094114,E,E,159.49864720228751,D,E,-14.683238573717471,-188.53339473216687,-45.52195252972887,-54.842331667477936,-10.395348514956943,0
UK,F,Asian,B,13.967998465787995,53.575506223514246,-9.833538708596663,E,E,11.381064125774706,D,C,-344.7347480095746,31.559278821430787,158.571641045354,51.5469801472554,84.90450029616508,0
India,Female,Asian,E,119.07059467702621,110.54141662134688,-193.39946978075432,A,E,-60.62568070830767,C,C,-94.25086059057371,-59.802237626127905,-176.84803318123642,-187.0686022626871,43.73855199621213,0
India,F,Asian,C,93.28085606718876,-66.00406789195455,182.5529676172691,E,B,4.621185076480358,A,D,-133.1959873984039,18.56497665204808,-10.682432636494612,181.91097201526202,-217.73670896707165,0
US,F,Asian,E,-73.75682907963166,30.96633624484201,8.621705006305127,C,A,95.56449330882548,E,B,108.46105836668909,-40.357538143031746,38.67138977417124,-129.16515562404612,68.62458469878318,1
China,F,White,D,-19.46564667353779,128.27446062365203,193.64521009637664,A,E,33.04427545400712,E,E,-55.11210180948297,116.55680196639695,-166.71480589753597,169.16266846561132,121.24548102533099,1
Germany,Other,Asian,C,148.20261810106345,-32.92923644421572,-43.40284032921809,D,B,56.226303359151274,D,A,160.71560762987528,-14.076623873690261,17.001559418220136,43.2527617186464,-217.50279564731366,0
Germany,Female,Other,A,36.621879966845064,29.814816882083562,35.898381057525185,B,B,19.664036126068435,C,E,-12.138456767137205,-130.24575510736753,46.94823949181313,52.200084894304275,-111.56884218120675,1
Germany,Female,African American,C,19.27868750764461,47.941488831338,-0.3942703481215384,B,D,56.90453507721023,B,E,-1.7568086523255477,176.96654154059436,-112.5541271600598,38.84973052418433,-18.181764423901527,1
Brazil,M,Other,A,-130.94812436605005,-131.38602389060335,60.441183581599574,D,E,1.7606455125925742,D,D,-6.211458414171541,110.89287247462822,-139.1491757024523,-98.7046063458512,175.77701768114335,1
Other,Non-binary,Hispanic,C,-293.417354835906,-83.31104193629524,221.40507108455952,B,B,19.126432861391987,D,D,-31.463995790172,123.77740776244481,-67.27745823128082,-147.7381603151051,72.78631970208491,0
Mexico,Male,African American,E,-101.22185149974825,-13.077017291600956,-97.19037640985236,D,E,118.4167263277633,D,E,-3.291141085081253,-30.472953291646554,39.39405568217533,97.42149923811463,-168.12315137887174,0
India,Non-binary,Other,D,-3.744672200946593,-79.80904862903297,77.92741597217014,B,E,64.70772013070865,B,C,-179.18300110480544,-0.08480672384051438,-130.51648362040604,142.25608519841776,-40.80924375749264,1
Brazil,Female,Black,B,-154.12516710986932,17.90280690961775,-63.424801514026065,C,B,-121.79294775753718,C,E,64.34893718353867,112.22231217260385,-70.10656766638232,-77.37262429263096,-18.118438198365734,1
UK,F,Black,A,163.37078177990304,47.413989372324856,-19.364584693200456,B,E,66.07547689150071,C,B,-137.79568958980926,-33.83896451881588,-57.59304801536784,189.07148365246252,69.53401453779179,0
Other,Male,Asian,A,-39.483559715282276,-91.42971420657123,-31.137698497856736,A,C,-151.36185559867565,E,D,236.67050668748243,148.33986601647103,7.426181141803864,71.02145371181624,64.36806194079713,1
Germany,F,Asian,E,-55.06600944598012,158.66467724834612,-75.74492562395844,D,E,-104.17113066917672,B,D,14.815597527328418,-96.02710161395967,-44.40041615745733,14.42388059838253,106.12905439417806,0
Mexico,Female,African American,B,35.955077111078296,29.687352383015973,74.17241203806212,A,C,44.71468866582789,C,C,-23.606591446976843,-54.925907601192925,-25.881347178821784,60.13118393859516,-63.94881428029181,0
UK,F,Other,D,279.45456344674517,97.81833832647871,77.98338023145739,B,B,-47.250930078265476,B,C,96.91486297358314,196.71223299907354,52.3015771092466,59.339008855424666,36.37412911290803,0
UK,Non-binary,Asian,D,-35.15064117390791,-72.13927036762612,78.14102026099337,A,A,-118.74810121115347,E,D,-105.90603826629979,92.97773340378367,-73.3134966186847,81.35540705268602,-22.607745714119442,0
UK,Male,Other,C,-45.97518740232813,60.61781825508847,5.537703970759174,D,E,-100.04021734118773,C,A,-32.95837835900205,87.61051567646702,102.52221275807925,-122.97537995212406,5.932734609940744,1
India,F,Other,E,39.851951565144546,-13.078882564074739,127.83046025467432,B,A,74.45214977836747,B,B,312.8111832091206,206.19589896166408,5.290593721406902,-70.54719248133956,-20.885110811943573,1
Germany,Other,African American,B,-117.0467463763581,108.59776328015013,137.74610105200534,E,A,16.02374850819829,C,C,-127.29969769296108,8.472556853307882,-127.6613988019444,-8.463144178246866,-121.58887768543283,0
UK,F,Black,B,-193.53191760348352,-33.80852034640127,-29.6105201190066,D,B,57.31846673334178,E,E,56.49627939069383,52.48793880285224,0.1750177878290971,-30.22480669324198,-129.5533010748012,0
India,F,Other,A,-43.64861353417491,-106.92464632182221,-105.47915283889564,D,E,52.37180251272348,D,C,-21.21690150443356,-209.50381332042528,299.2238201889861,-82.6975493616208,81.5575827180555,1
India,F,Black,C,80.53436300202182,-26.651460877116495,-93.91061060085552,A,E,-44.192630630853316,C,D,-184.25559135691088,-86.53479279890544,200.94398275823013,8.158861038467302,-101.55675196168548,1
US,Other,Asian,A,-1.2872638437476678,-53.138275810247116,-0.816964638069086,A,B,127.76308607078522,A,C,-22.13327045223193,104.23544404242693,-80.3569821881664,147.5128528112775,-98.63104536693129,0
Mexico,Female,African American,D,39.659214822730625,134.69008270061587,-203.58777691237663,B,D,197.72347045054914,D,C,101.997144890868,77.57304120022084,58.49216486011313,-53.75973032116866,245.38325058298423,1
China,F,Other,D,-85.04634299140102,107.89590568938969,104.97417007164967,A,C,50.571751668207746,B,B,-91.5805890995376,-122.29146556334167,53.12910048938826,-16.028799684790666,-100.45047872846852,1
Other,Male,Other,B,115.44421632627595,-104.4733893618367,195.75083815979758,A,D,-46.40629731965688,C,C,56.76742672403241,19.413747290109605,-124.2393791190459,141.62465943171586,153.0526615962441,1
Mexico,F,Hispanic,A,134.99738984645998,-203.6363849455057,21.226276391979262,A,E,116.73417719882377,E,D,-77.9852811389549,-34.770711212964876,-132.87801747927062,40.25676826831813,64.72556191882484,1
UK,Other,White,E,24.47969046573986,-63.932446381549724,-194.4658988585974,C,B,25.69882754752622,E,D,93.35424367403343,-14.741620067910727,160.29675864580022,110.21807782403114,31.14503735332913,1
India,Non-binary,Hispanic,A,-56.31572952944429,-87.11639773743504,-140.50096664918703,D,D,64.52786681674016,C,C,-13.759847661103844,135.92476019310266,-178.2265451118702,-112.36564935618235,-60.09456994078769,0
China,Male,Black,B,164.71274013284912,83.72031814299238,-147.18342550937768,B,A,26.112714768710966,A,E,78.304838525582,-33.434586470569315,-56.782010776565286,120.19784636809334,-131.14556031856247,1
US,Other,African American,C,-30.873598042690247,119.29047551429144,-92.18381591671692,C,A,104.0392704496049,E,C,98.09917913643194,133.8074609674591,107.84632125171703,77.40014754095004,-32.82976560133456,1
China,Non-binary,Other,C,127.57816386729543,226.74218149490795,-117.03705105534227,D,C,116.42649259792502,D,C,-21.40503443236224,90.52164014955648,-73.32799329415869,36.33064674299486,83.06761606539042,0
UK,F,Hispanic,B,20.42883680411819,-98.8406156999679,-51.72949545504214,D,C,143.55867296859265,A,A,119.55817920254977,50.01316774901824,-56.63271851199626,83.75751926551294,68.30070040441866,1
UK,M,White,E,47.23948764860674,-6.3548003425574375,91.33295812090252,D,D,10.183600522419233,E,D,12.931558437668805,-22.56779225866022,-0.08307240881606189,94.47734310796196,108.0254385521706,0
Other,Female,White,A,76.82941567827989,160.33700821375123,67.85987206102155,D,D,-69.00803414463412,A,D,117.08056085380314,-75.2985578706822,190.2521569580753,144.14715291441468,1.6294552021178834,1
China,F,Asian,B,82.07370479911819,-110.36394681736226,-60.77812365659745,C,D,138.22994796971423,C,D,-19.18246791494155,35.41282895917074,96.08414362280735,12.225619465164524,-13.137629851597987,1
US,F,White,C,-113.98459637412368,123.63416428912628,13.988057431672116,A,D,41.61810868826199,E,B,25.641257764664623,-96.24240136695155,-6.113535114661264,55.9055838344871,78.28537099538165,0
China,M,Asian,C,-92.70363313941701,26.518704433477385,86.73588398840143,B,A,-100.07219848625766,C,D,61.87064299817203,-13.429777705521118,10.343431147876457,29.612640225957133,-255.9929379081902,1
Other,Male,Asian,E,28.47704717619578,-65.33322605578226,31.072859096488603,D,E,106.95835095893118,E,A,140.74678911786012,65.47154848675166,-9.677483748855318,-45.609342164977576,-152.06592136988834,1
Germany,Other,White,D,-4.388979174187278,86.52398833837239,-25.719820284201685,D,A,138.97859898990305,B,B,53.585201614055855,49.620653916374245,66.31894043002305,-23.479349866445524,-77.61350735666205,1
China,Female,Hispanic,C,-45.227933901506844,42.90627040756026,-122.24777680412593,C,C,-91.82364598799882,D,B,-72.0298180656974,-195.28379766487961,37.67323729844646,-4.050312573085858,-60.44618038606744,0
Germany,Non-binary,Other,C,-108.49914134140279,38.76808005928235,152.00310073336595,E,C,-80.3606490167666,E,D,138.96479773354415,-102.337768282939,138.16200416530674,21.616795395644274,20.625150591382308,1
Other,Non-binary,African American,E,131.64776293468506,50.96240664717063,-0.6984298571862617,A,E,186.37669972701698,E,E,90.15097505576097,-79.49479495497997,-60.2689450245016,-91.31396689357626,49.00130350552235,1
