disabled,civil_status,gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
None,Married,F,B,A,D,E,C,B,-100.76601736693189,-30.095068550024045,139.86232734182406,C,B,A,18.89926103369289,54.812376451312375,A,E,-63.11732174568494,-140.4004543431091,-48.18120694136084,1
None,Single,Non-binary,C,B,C,C,C,E,-32.89799458215289,141.57749388221225,-78.92494475551541,A,E,E,50.11606050098624,69.73265923349278,B,B,-210.1251547446277,-51.85805516498972,-106.09195172559805,1
No,Widowed,M,B,A,A,D,A,C,129.49183066028894,-180.6975562955317,44.68855477800015,D,E,A,-192.17396206570353,32.44507203441259,B,E,74.45026077494401,-104.64551271894358,-10.58181548781561,0
Physical,Single,Female,D,B,B,A,B,C,-104.926539556831,29.63133696991781,-85.24326289513684,D,C,E,-129.97420524539504,-80.83257924899682,C,D,-28.917331523815843,20.801885890708846,142.76475811119573,0
Mental,Single,Other,A,B,C,A,A,B,-84.26889285548575,-214.5788698458591,-107.41660003603681,E,E,A,85.47019312981877,11.820842570157494,E,A,148.7965944765673,50.55325342474436,58.89836599613617,1
Physical,Married,Female,D,B,E,B,C,A,121.97222661186574,102.66816615423235,-27.005338167242314,C,D,E,79.14916255351697,-35.89706377578611,C,C,99.93954253015109,-0.022234328544543595,195.22536492670508,0
Yes,Single,Non-binary,D,E,B,D,D,E,-102.69282742310463,172.79309868934845,-89.8048059903161,B,A,B,-5.010907847212575,-25.131014138636214,C,E,-58.59075460486225,-96.63544797785963,23.36812741399924,0
Mental,Single,Female,A,B,E,A,E,A,22.515711511685577,98.73773109019808,107.7002615776392,D,C,D,-31.1008169508017,125.78877561037989,A,D,-41.231970837553675,91.86097211122349,52.187608099994584,0
None,Single,Non-binary,E,C,B,D,A,A,-25.590150446958877,235.43191244715445,96.07414784823177,E,C,B,24.301453871476593,-102.89736469622717,A,C,33.119193906438696,-12.81767730338027,-105.65954152422412,0
Both,Divorced,M,E,D,D,A,A,D,28.04614308175858,-1.2423499827308144,-14.439934909367025,E,C,C,118.77279842726828,-104.37787605069522,A,D,-47.110047191550755,-213.90629955860533,-11.634611484439695,1
No,Married,F,D,A,D,C,E,E,112.0064028750943,-66.85399657731477,185.8654284688108,D,A,B,34.89964144997267,-67.52667041998899,B,B,25.523402344433936,84.70805519178286,-105.22313930592244,1
No,Widowed,Male,A,B,E,B,D,A,102.35845060389937,74.51188014709192,34.28875335440459,B,D,D,-2.137647002542766,-109.16829647037973,D,E,45.00852768430077,169.93876314332903,27.717009169013224,0
None,Single,Male,C,B,E,B,C,A,72.30019723161706,-23.350519861720137,-46.696009619783624,A,A,E,-59.470237126697775,-13.510041221831685,E,B,-0.593597779449977,-68.15543022336925,-69.46451712253781,1
Mental,Married,Non-binary,A,B,D,B,C,E,-47.592358892855444,-40.16708186638246,24.860819575518526,B,A,E,85.97053608437356,213.7746044708456,D,D,42.11457692593935,82.0749520049155,-6.312983256422905,1
None,Widowed,Male,C,A,B,A,E,B,39.27322881463219,67.5870002769562,81.62376010788515,B,A,A,-30.08718027094593,68.96022751629222,D,C,236.54008746572356,-83.9266926965167,38.76852401704201,1
Mental,Widowed,Female,D,B,C,A,E,E,150.71392170798478,38.44192385308882,-1.5615322986532525,B,B,A,144.50062372138822,-133.80190092707704,A,E,-63.5882508061812,-40.000802333245986,-55.8647396815407,0
Physical,Single,Male,E,A,A,D,E,A,107.99714631447944,109.45080992876414,53.467408478716074,B,B,B,81.44093652729859,-38.42425062575954,C,D,-52.56274988150115,204.09429793458847,56.87247347118235,1
Physical,Divorced,Male,B,B,E,C,B,B,-6.579267276341877,16.11993553143271,-116.83673518783931,D,C,D,-98.97335797407703,26.57186854186735,B,B,-126.6236756362302,-23.057695727916926,-82.1566873724501,1
Mental,Married,Female,D,D,B,D,C,E,31.110145166714492,125.2245083683101,140.159363605849,E,E,A,-48.37163336306979,25.401494404373548,B,E,-133.29569809217895,-171.05056299090768,8.001984562174966,0
Mental,Single,M,D,D,D,C,E,E,69.47597434443952,16.014071343785346,160.73398513600463,B,C,D,-66.20210270127318,2.1979027540426523,C,D,-13.67195883089773,-81.34981695260811,193.59281854556366,1
Both,Single,Male,C,E,D,C,C,B,38.194986100786856,0.21275499310566579,-112.05963279440007,D,A,D,-42.20401210431991,-15.139150260124312,B,D,75.99910207502836,-121.79926700234358,-57.90345482692426,1
None,Single,Male,E,B,C,C,C,E,-40.80252922395703,4.271167296317375,-7.24903463363884,C,E,D,-175.0270530890181,-76.37750463418847,C,E,-123.53754586702068,-3.8940016145371703,-0.012428085936937264,1
Mental,Divorced,Female,C,E,E,A,A,D,-60.74510096514069,40.526948140337375,152.8249391953229,D,A,D,31.337168391347696,-80.5804051400027,E,A,31.30161441069193,246.73833467298812,-83.06186044224964,1
Mental,Single,M,E,D,B,A,E,E,96.49060005830859,107.17648898422196,13.69981814162732,A,D,B,-84.30107420023205,-77.26443068907399,D,A,-165.8489273053585,-4.242448845648577,46.264944257281066,0
Physical,Widowed,M,B,A,C,D,C,C,106.44267525157838,176.46517952844755,1.136286418333495,B,E,C,0.18204709902353486,-286.75198892176485,B,A,-39.83023219558619,-7.741934012286998,-59.00647742186832,0
Yes,Widowed,M,C,C,E,D,A,E,19.89048874723463,-29.644805721940237,35.69678719780778,E,C,C,-28.884208410722064,-240.25374672355602,B,E,245.03726906073635,171.39562320674065,-57.810796609363926,1
No,Divorced,M,D,B,A,E,A,C,2.7776305322227977,-110.7675957049538,75.7968355613887,E,E,E,98.61009772701489,43.814979256030476,C,C,51.0602954677283,-34.50067339394906,80.90717155974335,1
Mental,Single,Female,E,B,C,C,E,E,-57.64016097384936,89.31920749601848,-123.80136995704927,B,A,B,-55.33840323588518,-17.21022870768124,E,D,-98.44729996399279,34.84390980943438,2.7303738434052467,1
None,Widowed,Female,C,B,D,C,E,D,157.46638924929726,120.23339572549186,166.20081657149916,A,D,B,116.96397817398862,-138.72415144598088,E,D,15.632910487860274,-155.0873230898855,58.36104241391019,1
Yes,Divorced,Male,B,C,A,C,D,C,-152.95805218494476,-62.739739375796724,87.77990190032934,E,D,C,74.44359458964479,11.036472472439812,C,B,13.1836856639055,188.02170014073664,289.6550015854319,1
Both,Single,Other,A,A,A,A,B,D,-69.8296115969119,-33.21195554648982,211.58625815393694,B,D,D,-165.61206622898658,-103.57713693701831,A,A,0.710865878393931,32.40020149948777,-72.09537265277633,1
Physical,Single,M,A,C,A,B,B,B,-16.642816237532518,-109.68929863849417,-34.5355482420945,B,C,C,-75.26101958855826,-52.767384911912664,A,C,43.05541861015143,38.839543685014704,114.29460276640691,0
None,Married,F,C,B,D,B,A,B,152.0546726318009,181.63840530621985,-101.35080842144708,A,D,B,105.90021288464777,23.282779207740507,B,B,78.55874267189985,40.770105032233495,-32.61652341008187,0
None,Single,Other,E,A,E,A,B,A,49.56705539445807,-41.36661410460056,151.78214623740163,B,B,E,-47.696892004103404,197.04112378770026,E,A,-119.70305314742535,-87.19721595184707,9.008784544829192,0
Physical,Widowed,F,E,E,E,D,A,C,45.63164708440428,131.6416000300628,-12.865022033798281,D,C,C,53.986852053788304,184.1942499769338,B,A,45.02408064125447,-38.668278284718646,-23.790205220049117,0
Yes,Single,Non-binary,B,D,D,D,A,C,-21.57666017890699,30.832994145464536,186.9674424085911,E,A,A,107.03895489236601,-212.60326571402342,A,B,-219.3728626379251,156.3460018784043,-10.04745572146935,1
Physical,Divorced,Non-binary,A,D,D,E,E,E,105.89265700692259,-68.3658619799686,-51.99244129446585,D,A,A,-74.28366137458718,156.82180976619222,A,D,-52.18509108595056,-34.84188970115013,37.319489181877444,0
No,Divorced,Female,C,E,E,B,E,B,-45.638181980614526,157.2205991087382,-95.92664029317906,A,D,E,111.81680502528503,133.92473918174016,D,A,22.95210771125084,184.0910467700624,9.99543851958224,1
Both,Widowed,Female,E,E,D,D,E,E,-1.5000031638902944,62.110580990063724,103.8215542030998,C,E,C,104.00115695675316,-75.98943772330901,A,E,-70.3327519694756,-214.14535514249158,-12.43275527453012,0
Physical,Married,Other,D,D,C,E,B,C,-33.753086282587624,140.76315634575894,-217.85140682323876,E,B,C,-205.83342312092188,-97.09827213429563,B,C,63.0042977780253,117.36636948245848,-10.343165984755048,0
Yes,Widowed,M,D,A,A,E,A,D,-44.45376183768436,26.530353931062656,206.21521211347562,C,C,D,45.51993226130486,-19.68610933528385,C,C,109.04370157519713,47.06311889259056,27.854839311341845,1
None,Divorced,Female,D,C,D,C,E,E,-192.6656324313457,-16.079504654225577,245.26681101351295,C,E,A,-19.570696645815048,211.45984122561637,E,A,133.16361678911483,121.01476971962673,189.25219129595396,1
Mental,Single,Male,C,B,D,A,C,B,-194.7228720425033,63.0929392474151,18.5510303347301,B,E,E,-228.35580990839568,26.999080958410676,C,E,8.389687821590305,176.55914454805696,-44.397560730392414,0
Mental,Single,Male,B,B,B,D,C,A,112.93123252596631,-126.48183500600334,-68.3066803606893,E,B,B,-135.54463238886413,-95.36812405285563,C,C,9.671574566483656,18.44165958005169,-35.74713771429139,0
Both,Widowed,Female,E,E,E,E,A,D,-52.01238861840434,129.23486227208915,53.410122290673826,E,E,A,-35.789139859366045,-52.10309003315895,B,D,-2.347162539872661,-207.28329043109127,2.9474551330064482,1
Mental,Married,Other,A,B,D,E,E,E,118.4405681552423,30.663146383997542,60.47657154123623,B,D,D,-69.05244540773626,124.59104066251192,C,D,-158.219095280167,196.86249228230247,81.78066247630026,0
Yes,Divorced,M,D,A,A,D,A,D,11.14156033319729,-5.020137447733469,-123.59778714514347,A,A,E,-218.6315176945829,1.0707859088237062,A,A,19.60638756023417,35.92713400115168,20.171269630504387,0
Yes,Widowed,M,A,B,B,A,C,A,-87.05350784702017,168.72146559536662,-1.3245191166939752,A,E,E,93.96229504289654,-66.45472778856744,D,B,106.97646571448031,-7.090197021765135,186.0802604019157,1
Both,Single,Other,C,D,D,D,D,C,134.14828750736876,239.96382481016627,166.3891342440322,A,E,A,76.90309593252833,96.73239156689073,A,A,230.82625972949592,-107.75271274683642,146.11979667310146,0
Mental,Single,M,D,C,E,B,A,A,-81.58692067414226,-207.97733194422187,149.66934621677612,E,C,A,116.0313696469762,-7.916687260698893,B,D,18.092827899795108,37.52401596155436,-209.07746964615893,0
Both,Single,Other,B,E,D,C,C,E,154.31809055949356,219.23191772670475,-80.31666065028602,E,D,B,-118.45486919303052,105.51312147373919,C,B,-94.07452912071834,132.2551547898042,18.853708013930675,0
None,Widowed,F,C,C,B,D,D,A,15.188477905629824,-46.42198745366235,-54.56848992090785,D,A,C,60.981192097809924,-25.711284256792048,B,B,205.20622042661643,8.593988302004314,-41.8215663856178,0
Both,Divorced,Other,C,D,E,D,D,A,129.23117444208302,47.11203486176282,78.59495839196238,A,E,A,-78.59216507339858,88.51662354027732,E,B,-81.86845818835819,-146.0368593399457,50.0400910001453,0
None,Married,F,C,E,D,D,D,A,42.05937238252843,-121.10279199106631,-19.525432553322393,D,A,A,185.22634950548388,-41.618681872167926,A,B,137.13272952999472,184.98884812832313,9.53739061158011,0
No,Widowed,Female,A,A,A,D,C,E,39.01925973823736,-6.402893387180421,224.25378300380078,E,E,D,-24.26972491873384,26.34595767287138,E,D,-75.04691017348412,-115.8464025904028,126.114968134484,0
Both,Single,Male,D,D,E,A,C,D,-51.29183428960543,-95.66714399445513,-183.4515235637949,E,A,E,-55.92816900110289,-109.2215282537381,A,C,13.985226388943998,-184.7234452396061,-79.03685322607062,0
None,Widowed,F,A,E,A,E,C,B,-16.464474689219486,19.702616132309977,-2.595110132877826,B,C,B,-85.14244782264394,179.28097858630417,D,A,-81.67486453375848,87.02473641228835,23.17566270738202,1
Yes,Single,Non-binary,B,E,D,C,C,E,-148.04753569589911,-172.24420170489094,27.257930522341102,C,E,D,17.253619470470095,108.96406636443321,B,B,95.40407241427566,98.82985477372172,63.74348922982559,0
Physical,Widowed,Other,E,A,A,E,C,D,-60.17851606187492,250.6469162410146,-113.00261318756333,A,C,E,55.24451102048914,-95.30977784676223,B,B,-53.38000009062232,-41.81075530731842,-15.559165612072903,0
No,Divorced,Other,A,A,D,E,D,C,54.88787124484548,-130.45060723145977,-22.30073796575822,C,B,A,15.917363235313859,117.91626830067673,A,E,34.54229722923814,-124.65299185928738,-180.12997310724748,0
Physical,Married,Non-binary,E,B,B,A,D,C,51.892476136300935,32.285821047528444,-117.4421943817919,A,E,E,-71.16178929743269,87.36802437866915,A,B,-105.75479286567615,-47.325192656037444,-48.78224131855578,0
No,Divorced,Female,C,E,A,D,D,A,105.9250736357605,-132.81908167444647,84.48557320364512,B,B,A,-40.331619825118935,288.0328160526212,A,A,-80.53602217872158,22.389087462516823,174.4960144539423,0
No,Divorced,Female,B,C,D,E,D,B,-80.56123597509394,-31.220462811226835,-40.90290954703576,C,C,D,-124.66405551962016,-169.93584833208843,A,E,57.791676110931625,84.32169116177968,-10.091276706334247,1
No,Widowed,F,E,E,E,E,C,B,-66.24231186145056,-7.282641292884878,-44.313207383515106,B,E,A,6.958943014054208,-4.6197972536449665,C,B,-200.04739267432728,5.001016769788794,195.62463832760469,1
Physical,Married,Non-binary,C,E,E,E,D,B,155.7961390783885,-6.530551637697705,-71.16577834458919,C,A,E,80.34245699336229,-96.86497190852789,E,A,160.26872893543043,51.77760097892439,-112.4484228233415,0
Physical,Widowed,Female,E,A,A,A,E,B,113.64058793536044,48.74076803225722,18.11705192603226,D,A,C,-45.276440294755986,93.31762874100332,C,E,74.50480637519159,-82.0326220160243,134.9533751899771,0
No,Single,Female,B,C,E,E,D,D,-137.63483474082895,-79.65644026782576,-9.274194016189012,D,D,A,-24.791111240873022,75.5639527979681,D,C,15.665463595349383,-83.31571657724271,0.7349063184105774,1
Physical,Single,Female,D,A,B,A,E,C,-21.4927941048354,97.36757263519151,18.24889920237013,D,A,E,25.171585071540026,-46.30403681178497,A,B,-195.36313673471454,-8.055234639223546,-62.576321613564666,0
Both,Married,M,D,C,C,B,D,A,-22.079577789672868,-17.2914889857898,-71.31550681068813,E,E,E,-112.62440302630641,-66.98794548896818,E,B,93.34124626270425,-82.3193553417681,121.7379601048578,1
Physical,Single,F,B,E,B,C,E,C,155.57741467218491,135.69423011425806,31.84076068544559,D,A,D,40.300846469782265,143.72756115194971,B,D,-21.81621751197027,-10.45528415668577,161.1726932964861,0
No,Divorced,F,E,C,E,C,B,B,-112.25332750704385,-196.09136806939807,-80.03772155263037,B,E,D,-39.01327769983675,-23.412784305100192,E,C,-49.886853103344436,65.23327557124524,3.661170315856757,1
Physical,Divorced,Female,C,C,C,C,B,B,114.46150741221722,-112.15560074256263,114.0122451221782,D,D,D,-140.7133684823239,147.20454949323957,C,B,-9.929373060880957,86.4042051362477,42.32331975348549,0
None,Divorced,M,D,D,C,D,E,D,-9.943192645514138,77.83077355022677,64.78250927368263,A,B,D,40.66974828691674,-3.309559586884362,E,C,-5.39888759360694,56.62168419554451,-49.255201318669,0
Physical,Married,M,E,D,C,A,D,A,152.63376755993266,-182.22122133372054,-114.71651817985288,D,A,E,-138.8841040602756,60.06013409964813,A,E,-73.02937030553876,-254.98276273314434,-30.377464454736984,1
None,Widowed,Female,B,C,D,C,B,A,192.8250490923366,-32.110991529051915,63.297250100518035,A,B,C,122.02265554668355,216.12200007047045,B,A,-70.1240664278795,77.53247508348191,-1.1312566405408124,0
Both,Single,Other,B,B,A,D,A,B,102.23175757952963,-5.971524823782693,40.036062780922656,A,E,B,86.54850943346038,40.993453373638246,C,E,-126.4715133780425,-53.939296805633184,76.60282822315538,0
No,Widowed,M,B,E,B,E,B,D,177.88876648397962,128.67209409754747,-47.46111254814666,A,B,C,-23.149349048764137,31.088521330409908,A,A,-195.6721794837929,-60.86789096404787,29.81034915006045,1
No,Divorced,Female,E,B,D,A,B,D,-12.837552734659111,167.18533056707125,47.30017994912784,A,E,E,-68.26267044535278,160.22444830644366,A,A,-22.925605181884467,-134.21942853767098,14.855674677642886,0
None,Widowed,F,C,A,B,E,C,D,42.509709367082884,-109.86263706175632,14.439766081166747,E,B,C,11.50216142838702,-80.72570297599691,D,C,-70.84059367349852,19.27956557861484,-35.63092104939597,1
No,Married,Female,B,B,E,E,E,B,-244.57748629646693,-77.07061037832446,-94.82820700998239,E,C,D,-4.5223076391653985,6.00183504867752,D,D,-104.94759820163692,85.26930384929693,190.53067511491173,0
None,Single,F,B,D,D,D,A,A,40.144593910545986,-207.2055078059268,-21.15844661849963,A,A,E,75.13439246446137,-31.671576060759065,D,C,139.56837977374772,-109.34605551882915,-50.42194756912709,1
Both,Divorced,Non-binary,A,B,E,E,B,D,-64.31110878885745,-87.11211167492917,98.77764485414976,D,C,A,80.36415059527012,-91.09008493884436,C,B,-66.93538813975636,53.00033194001044,-116.15185429055796,0
Mental,Widowed,Other,C,E,C,C,E,E,-98.13536189584717,-41.28390109806277,73.129429270517,B,C,C,41.33860842447316,-72.51299102917224,C,B,85.18565201397655,97.84162504178092,32.96247651363204,1
No,Married,M,A,E,C,E,B,C,-74.0995140151603,-114.36471134045425,175.3190997234368,A,D,A,36.43219423221567,96.43720964546732,C,B,89.47350446037366,-64.96549672366166,-155.5478919594614,0
Mental,Married,Non-binary,D,E,A,B,C,B,40.33839623116688,-102.42307254882077,140.59747956181502,D,B,E,-49.78522934599433,-71.36859501307006,B,A,-83.17180734558082,2.4097159250491105,-98.32201928690984,0
Yes,Single,Other,E,D,A,B,E,C,96.13606377542438,-188.69731760281434,75.70136684244339,D,E,B,-3.6138313535338225,-26.22852707854551,A,A,-9.714972716126676,85.8791038062301,61.382167225331976,1
Both,Single,M,C,E,C,B,D,C,-188.2740923401275,-41.92995168621858,206.49042022199887,E,B,D,8.625148416218458,-31.28919668130249,D,E,-16.27002569676485,-54.120775976371945,102.90484125121169,0
Mental,Married,Non-binary,A,E,E,A,E,A,124.71192069744504,197.53272674255197,-46.265264828201424,E,B,B,115.6507120968346,211.94734155369096,E,B,3.1639468562429425,112.04018620677729,-156.88268197845701,0
None,Married,F,C,C,E,E,B,E,-189.79039682150142,-114.13800823742875,165.1174353587152,C,D,C,6.196944738709555,158.55196647879885,B,B,44.50728245237552,-69.41063274985257,79.80862807867955,0
Yes,Single,Other,B,C,B,B,A,A,-184.54833658752705,-29.85852775040914,-35.95742072703075,D,A,A,36.00294042075006,3.7084551713088274,A,C,-19.72803906202446,98.1410695511738,49.830934010836444,0
Physical,Divorced,Male,B,E,E,C,E,C,-80.29848326308844,58.59171685412783,123.39966145407138,A,B,A,-123.88931731444434,-101.60470778759829,C,E,-59.81605910332695,-21.34467166591544,-0.16321366021127187,1
No,Single,Female,A,B,A,D,E,A,-144.12652336092341,331.6649725784967,133.1454680507104,E,C,C,-105.4364382218697,-59.38904015948289,A,E,133.099452194988,-63.653387099480554,55.816168009826036,0
None,Single,Male,E,D,D,D,B,C,-102.58882255574844,-186.26813061661323,113.62597630757314,A,E,D,10.829027303221832,23.833549602743936,C,B,-8.010529546972842,-37.38244587171641,164.87005869948482,0
Both,Widowed,Male,D,C,B,C,D,A,167.7037449114449,155.8482205231474,-59.38250259131619,B,D,A,151.93495384442195,56.150346789118565,D,D,4.307739738547185,-71.4676555545413,-3.5741257964058857,1
Mental,Divorced,M,A,A,C,A,D,A,-195.08891991735433,-263.59740646383676,-11.821463459071964,E,C,E,51.78918997891465,44.875220400159826,E,A,-100.61456372244125,-5.32520293745284,2.1561239773257364,1
Physical,Married,Other,E,C,E,A,D,E,67.16462497342526,-151.51306795080552,-46.74418957099557,D,D,C,262.7502740415123,-15.232903027252288,D,A,19.832262913021836,61.05979088088207,-89.05450210308818,0
Yes,Divorced,Non-binary,D,E,B,E,E,C,2.6677756012858267,154.4320465909301,132.40798315036858,D,E,C,-58.55323337339051,-4.814978201611128,E,E,169.85594950814823,12.53343809062972,-95.01483066160803,0
Yes,Single,M,C,A,A,C,D,D,37.313672115048554,9.430553400823973,-136.35464743608608,D,A,D,66.84171110672268,-146.78257255467446,C,B,-7.44996333791755,-19.361192025980433,9.904010098981349,0
