sexual_orientation,gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Other,M,-155.84377035481717,18.41951586308135,E,-301.333288987867,B,143.02252283290053,B,D,E,D,12.604931150092499,-59.29065442050522,20.75297718089567,C,A,0
Heterosexual,F,-108.07107024229556,-277.15290031142837,E,54.38355227012215,D,21.928170136007058,E,A,A,B,6.356601613631903,41.13648086869219,16.3802792215809,A,A,1
Bisexual,M,-182.43571926701813,-87.79382633917253,A,58.8254046538529,A,-10.242844096018775,E,B,A,E,66.93512071336723,-25.72565951420353,184.54273134944435,C,B,1
Heterosexual,Female,-26.405337416007267,-101.54535181605253,B,2.0535129004236774,C,62.086084418455414,E,B,C,B,-103.0323868666605,20.68119460244316,-169.92671082040883,C,A,0
Other,Other,69.68594667212828,15.534822735070735,A,112.65038451667131,C,90.03314264841165,D,E,E,D,-58.56022947400169,-80.14410524052855,112.24027957914853,D,E,0
Other,Female,191.1338776109872,-80.40062727445311,E,0.5832486436232007,A,-46.07158434310356,E,C,A,C,-102.50699656276431,47.03561252966908,-66.1869487982553,E,B,1
Other,Other,116.99191729973906,284.06486492103033,E,-80.01307571265708,C,140.02947348127944,B,D,A,B,-153.93619324677147,-147.5216979423227,-8.04374397587438,A,E,1
Heterosexual,Male,105.96749251915578,-23.9491773761703,B,-131.3340013831561,A,60.91551812631059,A,D,B,D,-110.59704348138679,164.95607446706265,-123.70123611507236,E,C,0
Other,M,122.11709483190134,-35.68749323805948,E,185.7396248616984,D,-41.00532952079797,C,E,D,C,65.73478256171069,-144.40255488561152,-93.36709713242539,B,D,1
Bisexual,M,27.5348151841789,-19.45943734732686,C,34.32088748250042,E,94.78012132678482,C,D,E,B,6.835776224164891,133.52911514249803,-54.559451074326994,B,C,0
Homosexual,Female,123.02470234547809,22.79126317130238,E,-87.15196140685615,A,129.66075478005192,A,E,E,A,-40.07540772681285,40.70982717117377,24.805496471120573,B,B,0
Bisexual,F,83.73369153911445,9.338615549249692,A,51.46136743306835,C,139.0099942742735,B,B,E,C,-97.84516875136129,13.78365837375557,103.89089954168549,A,B,0
Heterosexual,F,-73.4401928712357,92.37913054000504,E,75.17021925845701,C,117.4280381382586,C,B,E,D,-75.95021260895585,-57.09734911819426,-79.83079331420747,E,C,0
Homosexual,Female,43.11642044519134,-5.6930853908828105,D,64.91624814391311,C,150.0866035417123,C,E,D,B,146.41242381920878,149.6467577884401,2.2862997463973262,A,A,1
Homosexual,Other,187.04011744001264,-164.51977442074514,E,-248.37835905612224,E,-14.463643134130502,A,C,B,D,123.97139943886819,97.04657659126813,176.65901078141638,D,A,1
Heterosexual,Non-binary,-178.1522306386126,29.444387172012604,A,-51.67310077008458,B,-116.21148032776645,A,A,B,D,-70.78690300128304,55.08332683067644,-35.4068728471602,D,C,1
Homosexual,Male,110.41068776880549,-126.54081772622625,B,76.88474684533652,D,5.355214424958721,C,A,A,D,65.64554834581166,-11.427447121961471,-77.54887167425355,E,D,0
Bisexual,Female,-183.11532470839742,97.75285504779951,A,-141.00885791850794,B,-233.31754852373172,E,D,C,B,150.3904229372696,149.31964000543422,-204.0340701036648,B,B,1
Other,M,202.33522550761953,5.981607186560587,C,41.003960802694515,D,-119.55966283261965,A,D,A,E,142.1361596638167,-155.6585413955705,-25.76398040439201,C,A,1
Other,Male,-116.9361015184019,-45.389859591621196,B,279.03359104448293,B,214.28061633300598,E,C,B,E,-119.24716367824755,-126.07457834108631,-158.91917372327418,B,D,0
Other,Male,-37.18372245618101,-33.82786114622004,E,11.05194791809678,A,109.84002041296131,A,E,B,C,28.547201490726827,-12.697137672919645,-194.36171632982578,C,E,1
Homosexual,Non-binary,-29.862368664881956,18.57988288379356,C,269.55919273223554,C,31.768046693452305,D,E,B,B,30.384025742572245,-116.08944914997792,-29.220509005588173,B,C,1
Bisexual,Other,-91.29533238760384,-86.09849954351183,B,-29.605467788434268,C,80.0166426741556,A,D,A,C,-205.75351449708825,2.05103286496429,-54.784696651528876,C,C,1
Bisexual,F,125.75391706335925,184.3294491774595,A,96.82355270153117,B,89.86155525266673,D,B,A,A,-108.1572002565661,30.273428461005846,-39.62307419932251,E,C,1
Bisexual,Male,-105.9068359289461,17.447256276711133,D,-28.566346751469712,A,-98.08456930977488,D,B,B,D,-131.78195685804604,-58.91125276675265,224.89344372668523,C,A,0
Homosexual,Male,219.31910981200056,113.18608979355172,E,82.89025947038562,C,20.639742518698203,B,E,D,B,-64.26715700880675,-90.53846558422471,-2.541858629224585,D,B,0
Bisexual,Male,-117.69257054212044,72.34992915937404,C,19.674558085135352,E,4.140881296071668,B,D,E,C,14.644859730286885,77.32970203965189,194.20752945391666,A,B,0
Other,F,48.83075216209163,-264.1624940084517,E,42.530311282474905,D,-118.282871388768,C,B,A,A,129.96332867450747,83.34968391799697,101.92669722429251,C,A,0
Other,Other,221.9912237968069,-124.99732454389634,B,44.39616486943885,D,4.766172889357565,A,C,A,A,-145.6569880449953,-57.30275090452407,67.33349259927148,E,D,1
Bisexual,M,-219.42077943650955,-139.09782706330873,B,-147.90773133433512,B,5.371595112360691,C,C,E,B,119.45954262423201,38.36979229223054,-41.860668736164925,A,B,0
Heterosexual,Other,-18.090824588499473,-35.60849385523683,E,-36.47699076068531,E,-66.31473510899349,C,C,C,A,64.04608771794402,-98.69753209486699,92.9905653194911,A,A,0
Heterosexual,Female,-129.4300007667808,276.22642037886095,C,-136.1887102868547,C,136.9941463869492,B,B,E,C,-190.31198924568943,-148.55288710170595,169.2101500113685,E,A,1
Other,Male,28.75918968704679,99.8796808325205,D,73.23456840744255,B,202.49765237111768,B,D,E,D,202.59325089819248,164.66072266112445,-27.48113289000339,A,A,0
Heterosexual,Other,-160.11310118762256,66.43375318406554,B,-264.56897596289497,B,-3.363537657511509,C,A,E,D,-138.9995853858605,-110.31942785914006,65.93636614718508,B,A,0
Other,Other,-21.367393709623105,-52.66479127320739,E,33.56694778461893,C,-124.21110412467623,C,B,E,B,193.5038171652516,-101.53414677698052,-85.78202710397285,A,A,1
Homosexual,Non-binary,-145.15329969790253,28.40671658451322,D,-45.39543537175529,A,100.10406136070333,E,D,D,B,7.232826063886728,119.59347582974674,-79.60092002258806,A,D,0
Other,Female,-109.40316349297467,125.12762154100795,A,-91.71686400583859,B,36.14555693178998,D,C,E,B,45.24096204080805,-25.86358935868949,-42.03457763298657,E,E,0
Homosexual,F,-63.48420972271429,13.819084663832268,B,38.04539246278945,B,-57.57810030858763,D,E,B,C,-33.379341023505404,32.437265665994296,-85.70148439975547,C,E,0
Bisexual,Female,-49.52680307282306,-73.57849997321672,A,-42.495153842874835,E,-4.080238913332895,C,D,C,B,125.99076149636106,56.044645808087125,207.91576024351818,C,A,0
Heterosexual,M,-105.95282945900925,-99.13208757003828,E,20.197383515770323,D,90.11620035448266,C,E,E,D,197.2120749562431,-201.65027153730918,-112.53157903862375,B,E,1
Other,F,172.7807462588541,74.8655489387766,E,-15.9841702659627,B,133.16717331826788,E,B,C,E,47.821538836613115,39.85610019988659,-92.72223934428844,C,E,1
Other,Female,43.538837703738395,60.1888695734382,C,-111.93651366762953,A,5.9618842930628135,E,A,B,E,-31.45895181884647,49.87880629831727,24.261709419630698,E,B,0
Heterosexual,Male,10.308422667469934,4.681659180426463,C,45.33589240778318,E,68.227699971088,B,C,D,A,-34.51899243975229,78.70070926085405,50.138027395774486,C,B,0
Bisexual,Other,170.14225967891997,89.57647730315652,C,-102.45076749689484,B,31.019224639749904,A,A,A,B,33.30384172162486,37.6807905085702,-139.47604508370867,B,A,1
Heterosexual,Other,56.377161360307326,36.03041014285965,D,-23.472973974729097,C,-69.26007453381662,E,B,A,C,-73.64033804337245,-63.5558950169913,151.9689805957134,B,C,0
Homosexual,F,-75.97725686948371,-100.63172286082731,A,104.00171332076265,D,98.56498959912872,D,B,B,C,66.46550540699504,85.79036452886194,-48.65448667988721,B,C,1
Heterosexual,F,180.4972576490472,107.15058593227518,C,106.4593709414777,D,-83.8384082926993,B,B,C,D,-107.85008348246912,228.80047821332533,-94.38105464064698,D,B,0
Bisexual,M,-88.7906614660374,-28.61680330676296,B,-147.28827000194966,A,100.2050128611102,E,A,B,C,-110.45089657341585,-139.5188721505033,196.99666872226715,E,E,0
Other,Non-binary,-112.57511720605615,111.92334175817082,D,194.37076352877392,C,-29.381161312250114,D,A,E,C,-59.7884586425251,-38.01945140659503,99.34376811702566,D,C,0
Heterosexual,Other,211.9285997498737,-106.30461344317447,E,46.08530148107719,C,-20.71622498854282,A,C,C,B,10.43519438825364,-24.870609424379666,42.155433381445576,A,B,0
Bisexual,Other,55.372180635988066,-19.350371374790615,A,80.50031323931009,C,-11.15552210196335,A,B,C,D,-55.63318711640227,-30.40361379613185,-65.76342675517601,E,C,0
Homosexual,Other,216.04738430600455,-69.2381426306846,E,56.49145915266091,C,-29.625206301260633,B,A,B,B,211.01555237599374,59.17398003635468,-160.9197482914468,A,A,1
Other,Non-binary,139.7482594629798,-230.89505569383326,E,-57.03358962742313,A,-58.7506642775756,C,C,B,C,-55.3905948664751,199.97085316686596,133.01705599545826,B,C,0
Other,Non-binary,-89.47776314457458,-33.71195826219655,C,-50.66558816343266,B,94.61605797318609,C,E,D,D,27.3863004157391,-163.5177362842604,77.67191436609222,D,C,0
Heterosexual,Non-binary,-186.6750726028341,67.10311079285238,A,-153.99127239294108,C,-58.10542287837676,C,B,A,A,-45.264327172437255,-16.744360335647425,46.16125583865562,E,A,0
Homosexual,Female,30.199431365472833,-144.28788650338913,B,149.79043281210082,A,-179.44460953981806,C,A,B,A,122.06767775376484,-83.65247338246795,-35.4875158436691,C,A,0
Bisexual,Non-binary,16.518119973184245,34.33654105425169,B,76.78745463903472,D,-63.22418082722129,E,C,E,C,-104.74664872218733,-58.32411346404146,-63.46792181930907,C,D,1
Bisexual,Non-binary,-54.062548560830095,-138.0668142602866,A,68.46146583053081,B,-46.65187755554429,A,D,A,D,-183.62411146897193,26.857887783828062,-111.96423888496608,C,D,0
Heterosexual,Non-binary,-32.78607294959385,-4.363933591609458,E,-173.3360358582171,E,-25.62998292185338,C,D,C,E,125.32573993934797,37.0295930931712,-77.49412009886018,E,B,0
Homosexual,Male,-68.27087982318174,-79.79491654579066,B,-22.898797688680197,B,0.8374420271586589,A,D,D,E,41.53364305410812,195.18220079336433,-127.69143381980888,A,C,1
Bisexual,M,-40.51706993479162,-21.805102158014268,A,-227.674309493508,B,-51.82598402124602,C,D,B,A,42.54073774350511,-42.34084019209608,80.80821055677102,E,C,0
Homosexual,M,-13.333854356219298,26.913490730720678,C,36.21716724476784,D,23.256592174762034,B,C,E,D,93.9816978227012,-22.5087236986376,-34.440482602388386,B,E,1
Homosexual,F,114.08098211198765,132.46864779180996,D,-19.5677530463941,B,33.21212105437375,B,C,D,A,75.56829126553671,-144.83418742622237,2.051952416249172,D,C,1
Heterosexual,M,-93.7296305711179,110.29449040420928,A,105.24689193874288,B,-47.12558427488393,A,B,B,C,6.905862962720856,70.32525634488258,163.46204529062948,A,E,1
Other,F,25.0700825819138,-121.03232055686257,A,184.56092423469158,B,22.33821132783767,C,B,C,A,-36.9565034810213,-37.33352458036708,-91.5194594855009,A,C,0
Heterosexual,Female,94.44589363722166,-88.17309024540636,C,39.176879558884835,C,45.812987254417955,C,C,B,A,34.152528393737796,-1.5518274485246482,-290.69392065689095,E,A,1
Other,M,135.91295270566027,157.8236669809813,A,138.13445502493093,C,-40.85465017474073,D,D,C,B,63.19224552343705,221.99056572469195,-63.38105917573111,C,E,0
Bisexual,M,-65.55272193624529,96.11233520563071,E,40.96646318292429,C,79.90552020452206,D,A,A,D,36.38409587513322,-165.56722201297907,59.63044785317808,A,D,0
Other,F,76.03741724550181,60.017975077734285,B,127.63771971084535,B,73.71083108160516,B,E,E,D,-88.99593228312145,-165.5841821946906,-135.14219352359257,C,C,1
Heterosexual,Male,110.23762397893474,-177.0812706242119,B,-99.72707482237111,C,122.08593881182068,E,A,C,A,-68.60997995222544,-75.66032600583512,-69.9071051302586,B,A,0
Heterosexual,Male,-77.61702904449707,-28.434614805864015,B,13.810079648361478,C,-250.45326722425872,E,D,E,A,-115.27919629786854,-4.437988986731512,-357.64135983067837,A,B,0
Bisexual,Female,-179.24408398580002,129.27033731448222,B,-106.32312167316115,A,39.48152177657464,B,D,C,D,-77.9356125195761,34.87852529617357,31.543539119307134,B,E,0
Bisexual,F,153.37032526952237,187.00360821415086,A,24.864262932825937,E,-42.154647001300816,D,C,A,B,-82.50868491100783,110.09119248197155,-36.15246857494515,D,E,1
Homosexual,Female,-203.45001832689945,-20.31635509538267,D,-35.2241397419229,B,82.06853478987625,B,B,B,B,-91.95777632082628,-43.288044805452486,71.14999782288088,D,D,1
Homosexual,M,52.5547447976189,-92.33129612348053,E,267.0027647751124,C,-128.91084389096534,C,D,A,A,-4.965680519444011,-115.05173527874777,-117.00410410009832,E,B,1
Homosexual,M,117.07086064699266,-7.626214290021652,A,123.51724018234518,B,181.3086500064359,B,C,C,A,70.19244199673548,-92.27686576542425,-118.78101480770984,A,B,0
Homosexual,Non-binary,35.456882368860846,29.836814104394264,A,-61.16353232568831,B,178.25864991993672,A,E,A,A,77.69950493065025,108.11260456588518,-100.97800064856798,C,C,0
Heterosexual,Non-binary,146.6959207868766,-17.1767868540745,B,143.4816554112735,B,37.36609497189663,B,D,D,A,-104.21779236449939,79.1034208006107,-111.74688722898208,C,D,1
Other,Non-binary,-178.96675062927935,-167.7634470400362,E,-65.20686478478981,B,67.71941599110814,C,D,D,D,-108.29732014544777,65.77691516782426,-122.28045813592136,E,E,1
Homosexual,Non-binary,-89.43985830185943,57.17172784138738,D,125.65462344614396,C,153.93412456129184,C,A,E,E,9.64833323880454,19.05773886246313,-37.258575866573516,D,C,0
Homosexual,M,-6.705715103847726,-200.48382094964361,E,17.94399650672056,C,-49.47335119692106,D,E,C,B,-23.422112837340304,217.42245288693792,-89.39332842134411,C,A,1
Bisexual,M,71.90239851904549,181.22609669315582,E,-24.328507955435562,D,141.90230993691148,B,B,C,A,23.70669854850483,-48.25076800032446,89.42970946515187,E,C,0
Other,Non-binary,-46.56035543351998,-20.964859390286424,D,2.3672397660671836,A,-31.208116447686727,B,C,C,D,62.43885655461177,13.277574422116297,49.51799539657627,A,C,0
Bisexual,Female,6.665460894252351,6.645513298384569,A,-65.28333036612311,E,0.7414241669334277,B,E,A,B,138.62223246290532,129.16683802290112,-23.18312487078926,D,B,1
Heterosexual,F,144.265763570156,-153.89759485691553,C,-29.616376199856383,C,160.75595271154805,B,D,C,D,169.07639203873532,-161.21319810667785,-110.3572382106363,C,D,1
Homosexual,Male,-2.643518472596766,95.3133700839504,A,130.88566053847086,D,-28.38719474597217,A,B,E,A,154.67712493033522,-17.08488093906608,-15.978571156371736,E,C,0
Other,Male,50.405991391112806,-167.27972557997023,E,41.80266265378811,E,-165.90423367661703,C,C,A,D,-54.38706049482877,-135.6128022206999,281.03930146977456,E,B,0
Bisexual,Male,-187.02970967804683,-54.14379977510111,B,36.52760857575314,D,21.718212882592226,D,C,C,E,-44.46689468850322,21.063889906862254,44.091739218505985,D,C,0
Heterosexual,Male,1.5717087689318745,131.98701382744707,E,0.5546598048846249,C,59.756217709259275,B,E,E,E,-110.63571359941105,-31.608712240344843,-27.310476507511126,A,A,0
Other,F,104.18057603059488,53.4421040223968,D,-31.86335161463434,C,-70.60706682744153,D,B,E,D,136.9512615636075,-150.10749127091213,22.640518604259537,B,B,0
Bisexual,Other,-139.97355182977196,-12.024828060216215,A,-5.6616628928358095,C,-157.5216583532079,D,C,C,A,99.30768519729202,13.609112377809234,25.91156989035886,E,D,0
Other,Female,98.71883431087828,44.55356977147707,C,-62.06125911364646,A,-72.59295721654233,D,B,E,C,128.221838309666,151.91409894880286,-272.14463602997404,D,C,0
Other,Male,149.04545073134386,-22.139153339935046,B,-120.94733867445768,C,19.10526717136482,D,A,C,C,-42.8837137312461,-206.96277092315523,54.340093984638216,B,B,0
Bisexual,Other,47.13687954335289,-101.86981736079863,D,129.07236163911315,E,-163.4412179748164,C,D,D,D,20.571858899472325,84.96592297744222,210.29010381420616,B,B,1
Homosexual,Other,34.95770643952437,-108.39835244954695,C,10.279944889838813,C,-12.744451498797218,A,D,B,B,-111.55589331342242,-118.25240164284703,137.13436431133047,A,D,0
Other,F,67.73233425429034,-29.009620643480876,D,-22.867317921014312,A,-49.62393345675265,B,D,E,B,-211.1925389995242,-4.687330351744508,-31.915902688018065,E,E,0
Heterosexual,M,183.00752967712808,151.25672621338674,D,-266.7443333853047,D,-52.68841182447618,C,B,D,B,23.346087813530783,-169.70496683963987,-20.37830588581074,D,E,1
Homosexual,Non-binary,218.03715683028665,-64.34542074019181,B,78.1954470762576,C,-16.529902766016185,D,B,D,D,218.0248187102455,-92.12487822745116,68.31776751688908,D,E,1
Other,Other,-171.35376896668996,16.61753266113372,A,-31.6107742189131,A,-158.50998431838354,E,C,D,A,-55.650509619280456,-126.54231962118456,73.84943433636666,A,E,1
Homosexual,Non-binary,-24.161366635588443,268.9553157824853,C,94.21011572373963,D,-154.903187313189,B,E,D,C,-105.98870753869704,136.49503253795925,-17.775615652302,A,C,0
Bisexual,Female,-58.77884919577014,87.34482300817722,B,-8.723384697326118,A,96.2818194488779,A,E,D,C,58.363858291898396,-144.65094735649782,39.65978818409284,A,D,0
Homosexual,Female,12.630260923676978,-33.69525498228991,B,-63.11638826894313,C,121.10039833795526,C,C,E,B,-137.90238201049345,-29.223960586017704,26.400947152815874,B,E,0
Homosexual,F,-3.609754014027817,97.54887644314537,B,-9.40676637946356,D,352.2288981153719,C,B,B,B,322.1855805532636,-55.458307574816104,-195.0888175912741,D,B,0
Bisexual,Non-binary,-68.4789443305545,129.02491564338047,D,-95.36893580380709,D,-21.918780135837004,D,C,B,A,-111.15790840054053,-87.9060815093288,48.04680952906085,E,C,0
Homosexual,Female,-72.81152044105585,2.297736535868999,D,21.508679225918677,A,51.343611866221025,C,E,E,D,-19.722260564427554,-77.43330178256377,-100.69657793155982,C,C,1
Bisexual,F,72.61781810312768,162.02924687135607,C,-93.91872829634373,D,-71.16228096845062,A,B,C,C,4.939183082753811,-151.47894628595716,-87.42606858949691,B,D,0
Homosexual,M,-108.57316741169589,-25.05770594241451,C,-183.2807546659803,A,-130.81474931082204,A,E,A,C,-133.53940348529923,-90.86542037926833,-88.3655884237054,E,A,0
Other,F,-20.170518480443974,-226.337333089754,B,-163.00663435887802,D,72.93208075267654,B,D,D,D,48.84064411655168,-141.26474805180462,74.72300040918653,D,D,1
Other,Female,-109.08684003255063,-31.926010281457344,C,82.7077094174378,D,-50.01633181435206,C,E,B,C,-115.36614822294584,-51.53860986640798,20.539549381242235,A,C,0
Other,Male,139.66830520635534,-26.979404345817056,E,5.888028061512459,E,94.06262329937454,E,E,E,D,-65.10133284284147,-91.36234463027142,-51.84385713557342,B,A,1
Homosexual,Female,-180.44405785084754,91.92330925791636,B,-183.11337127875626,E,-151.43290273911387,D,B,D,D,-229.88695599163088,7.283225793600179,-42.85427130730241,A,B,1
