AgeGroup,ethnicity,military,religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
26-35,African American,No,Buddhist,A,A,A,B,-121.25815774127938,-166.78625765397265,D,-83.70932259966641,59.436011074403986,A,D,0
18-25,White,Veteran,Muslim,C,A,D,C,-58.41189509175299,-116.43394845504686,B,-81.41633167430619,-154.43559365692977,D,A,0
51-65,Other,Non-Veteran,Muslim,B,B,D,B,183.78019271067157,-117.74495210425806,B,168.87844439929842,-52.07593771281307,D,D,1
26-35,Hispanic,Yes,Hindu,B,B,B,D,59.58266313940159,-67.87566417785878,D,134.43575086509526,-131.54295208891747,A,E,0
26-35,Black,Veteran,Other,D,C,A,C,104.97404565414344,65.68231173321068,E,1.6032218176355104,95.42890893267966,B,C,0
36-50,Hispanic,Non-Veteran,Hindu,E,C,C,D,44.68102204816361,34.77483231366763,E,-138.64798169688274,-64.35552905844786,C,E,0
36-50,White,No,Muslim,B,B,D,C,16.195086377892807,69.77698053233216,A,-42.53474207410479,240.74521818578881,D,A,0
65+,Hispanic,No,Muslim,B,A,B,B,-237.65073254046598,-17.127460840063208,D,-3.857339675939539,-145.98878515102268,D,B,1
65+,African American,Yes,None,A,D,B,D,107.83877830145299,-59.96634890534607,B,-87.6090418815168,-35.75650499039335,E,D,1
51-65,Other,Veteran,Jewish,B,C,B,C,46.50905647170695,145.7054080527463,C,0.8775697199622753,-29.26579941027656,C,A,0
36-50,African American,Non-Veteran,Jewish,D,D,A,D,-51.226120891157656,82.62387408140994,E,-7.528075583786283,162.92269040624814,D,B,1
51-65,African American,No,None,D,D,A,C,1.687815595801503,-63.730348278118676,B,162.53825760445227,3.513020025265086,D,C,0
65+,White,Non-Veteran,Christian,C,B,B,E,-137.48050078743861,-43.16665826185556,C,-54.44169640012587,117.6406308430972,A,A,1
26-35,White,Non-Veteran,Christian,B,B,D,E,-141.54156395903573,-5.008750508672141,C,30.262939500335197,-183.2483189253422,A,D,1
65+,Black,Veteran,Christian,C,C,E,A,14.668648573303441,45.838880133645056,C,59.66739847140996,-21.822900273575815,C,A,0
18-25,Asian,Yes,Muslim,E,B,D,E,-102.17496965091951,27.109460710863342,A,195.2739338670053,-26.8170485194811,E,D,0
65+,African American,Veteran,Other,D,A,B,E,21.576656665430598,-41.344530585756914,D,-101.14404595222761,149.6634637055491,C,C,1
65+,Black,Non-Veteran,None,C,A,C,A,7.334091357526476,-231.08253917400367,D,30.166817333080914,-161.9179039844052,D,A,1
65+,Asian,Non-Veteran,Muslim,E,E,D,E,104.32076430756369,-83.52600320066081,C,-5.51186697047323,-48.41853342457518,D,A,0
36-50,African American,Non-Veteran,Buddhist,A,A,C,A,82.12894895200532,-250.71824724813916,A,225.94632604802985,-13.04879671828171,E,C,1
18-25,African American,Yes,Jewish,B,A,E,D,27.944956307238943,-37.53310638865226,C,-102.10494841174935,-23.453802000687325,E,E,0
51-65,Hispanic,Veteran,Muslim,C,D,E,E,-12.702370338943783,78.29173797045028,B,80.09765475404123,-24.844752630986093,A,D,0
36-50,Black,Veteran,Christian,A,E,C,E,24.382030676406313,-74.78528282760045,E,59.443509608244725,11.82922748075096,E,A,0
26-35,White,No,Jewish,C,E,D,C,-57.83029170997772,-52.16965752613599,A,5.353104099439383,-42.77649292671354,D,C,1
36-50,African American,Non-Veteran,Hindu,B,C,D,C,94.24736347256109,47.05285385829546,B,12.99892643554465,-62.630073525718,C,D,0
51-65,Asian,No,Jewish,C,C,D,B,158.9784854151731,187.21955031273816,A,-116.64747076031048,-140.7006989188414,D,C,1
36-50,African American,Veteran,Other,C,D,D,E,-105.90299568860382,-111.35910379689746,B,113.80657440712392,-65.17595835495898,C,D,1
51-65,Other,No,Hindu,B,A,A,A,-179.75166457044116,10.71408491592891,C,38.67128325457417,-95.89917538040429,C,E,1
36-50,Hispanic,No,Jewish,B,E,D,E,38.34214797354834,-183.16865413554214,D,58.981700439088556,-64.80186094212335,C,E,1
36-50,Hispanic,Veteran,Buddhist,B,E,A,D,88.52813811087242,-53.534092875001946,B,98.82958765100369,131.81637239079544,E,A,1
26-35,White,Non-Veteran,Christian,A,C,C,D,-117.42917128952503,-52.69293664993139,E,-96.4365452105871,25.008255284127234,D,C,0
65+,Hispanic,Veteran,Buddhist,E,B,C,D,-232.52599344405945,-2.2053711894612102,E,-18.12715208068664,75.40207767714107,D,B,1
51-65,Black,Yes,None,B,B,B,C,110.01982485490728,-16.018831199817175,B,88.35288386424136,219.74945531039194,E,E,1
26-35,Other,Veteran,Muslim,C,C,C,B,-166.5600300290635,-60.883222689884306,D,-59.833098443434,-31.808261234038532,E,B,1
51-65,Asian,No,Jewish,E,E,D,B,-146.4170545498511,-135.28314678623255,C,151.64932499147207,-108.03500761029375,E,E,0
26-35,African American,No,Hindu,A,B,C,B,36.68131464643228,-83.78310402431669,E,-53.13250440788233,10.62247487418232,B,D,0
26-35,Asian,Yes,Buddhist,C,E,E,C,79.35675010084323,69.61579806170467,B,32.03375081883523,53.311002967424315,D,C,0
51-65,Asian,No,Other,A,A,A,B,198.7498774636668,61.9357794140573,C,-41.17172091360214,-110.98829540076815,B,C,0
26-35,African American,Yes,Christian,B,D,B,B,107.89815740590738,22.83993851100614,E,-83.70294835061904,-62.11128825893637,E,D,1
26-35,Black,Non-Veteran,None,C,A,E,D,-152.63627842158348,-112.99071062693808,B,-21.479591240929572,7.786277487807686,B,B,1
18-25,Hispanic,Non-Veteran,Buddhist,A,A,C,C,55.42062066813147,-126.75170105977074,D,53.119999799223784,45.10155070089638,A,E,1
18-25,African American,Veteran,Hindu,E,E,B,B,-140.72481535624172,-127.37491274481773,E,-1.6667560110957194,55.99209022485908,D,E,1
18-25,Black,No,Hindu,B,C,B,C,78.29337757267993,59.38120689120701,A,-93.43421293271071,184.2115915328869,B,B,0
51-65,Hispanic,Veteran,Buddhist,B,B,D,D,-165.60405241585462,-19.08532787676141,B,54.67394102668791,-140.49154017045987,D,C,0
51-65,African American,Veteran,Christian,E,B,A,C,-23.301274157336742,49.836709636955064,C,-121.6823567986555,-89.73141383814468,D,D,0
51-65,Other,No,None,C,E,A,D,113.02342318352423,283.28722314394383,E,59.90058073260024,-19.25467002023024,E,A,0
26-35,Hispanic,Non-Veteran,Hindu,B,D,A,C,-8.727074536537206,-32.53712304627025,A,10.428184632901946,58.7509851687785,D,A,0
26-35,Other,Veteran,Christian,D,B,A,D,-154.2489059014611,-48.14799636716074,E,-149.08795939141692,-5.873356622721509,B,D,1
26-35,Hispanic,Non-Veteran,Christian,E,B,E,B,-39.899446391195475,70.97457469494418,A,105.607692237654,-226.20388708918603,B,E,0
65+,African American,Yes,Other,C,E,E,A,154.48446295750006,75.70514934113575,D,73.53627359886494,-29.081567847994062,B,C,0
36-50,Black,Non-Veteran,Buddhist,C,C,E,E,-55.46778280106235,170.12301378866422,E,-25.634640424182177,-21.237192862074643,A,A,0
51-65,Black,Yes,Other,D,E,D,B,10.355573524506758,-54.26455573602964,E,207.77548343603792,-153.05672915256696,E,D,0
36-50,Hispanic,No,Other,D,A,B,E,143.2385074792521,148.72761441295495,E,56.943556615508164,-158.51865338281922,A,E,0
65+,African American,No,Jewish,A,B,D,B,-112.03672424009059,142.36289000597225,D,-65.78200171759724,48.08020429835081,D,E,1
36-50,Other,Veteran,Christian,B,E,C,C,85.96299319014892,-49.950152855194965,E,35.98402478787754,-70.4742162151528,A,B,0
18-25,Other,No,Christian,C,C,A,C,109.60957700079699,-149.5105687437152,A,-86.89768627257894,-62.648676075686105,E,D,0
65+,Other,No,Hindu,B,D,A,B,-86.8128343847001,-74.15760948568854,D,138.12275362496092,-69.19404687874953,A,A,1
51-65,Black,No,Muslim,B,B,C,E,-21.26213091267003,84.54862283663257,D,-17.998620414957244,-335.1163425322382,A,D,1
51-65,Other,Veteran,Christian,D,E,A,A,-22.153417436516982,10.543224712990256,A,-1.2372800058881561,29.87957104165982,D,B,0
26-35,Other,Veteran,Jewish,D,E,A,B,157.58683220051267,-47.378468719821235,E,-45.179458681986645,85.52071012043612,D,D,0
18-25,African American,Veteran,Christian,D,D,D,A,-177.74476290234134,74.54758819068469,A,-0.48261391563540096,99.39384285757761,E,C,0
26-35,Other,Yes,Buddhist,B,E,A,B,-55.41808325090496,-40.44989674531824,E,17.08987982468035,-65.10040410739155,D,B,1
65+,Black,No,Jewish,C,E,E,E,16.672999630381184,-109.46936802014864,A,63.5770918278031,-158.04117863068169,D,E,1
36-50,African American,Non-Veteran,Muslim,C,C,C,C,12.735113662770198,160.76720529111446,C,-45.961319355129156,-168.68311555431922,D,C,0
51-65,Other,Yes,Jewish,D,E,A,D,38.916632036761186,60.82956319110816,A,-101.06413472044548,-24.444996379227067,A,D,0
26-35,African American,Yes,Jewish,D,A,C,A,-48.747761601070685,164.72661177176164,C,-48.79575409078022,26.676272617237235,C,D,1
51-65,Other,Yes,None,E,C,B,D,-72.95137606040714,1.5520380970910481,B,70.25315006167222,25.718995589532817,C,B,1
51-65,Asian,No,None,E,B,C,B,83.0306688964661,-56.03649711910544,D,104.33217452274151,-27.60439665698142,D,D,1
36-50,White,Yes,Muslim,D,E,A,B,77.45406586349169,-15.620647089279661,A,-61.023452674159174,85.4105855449958,E,A,1
18-25,Hispanic,Veteran,Christian,E,E,A,A,-59.83640024800335,70.44669075913504,B,91.2147643354869,7.030749075927989,D,A,1
36-50,Black,Non-Veteran,Christian,A,B,D,B,77.97424879266536,-70.17460238951648,C,131.16983416151407,5.221318916009877,C,C,1
36-50,African American,No,Muslim,D,E,A,A,-31.993435796409447,-46.482770803470395,C,89.67186214891349,-22.30787004662535,B,D,1
36-50,Asian,Non-Veteran,Jewish,E,D,A,E,-35.80149264153075,207.02085462143418,E,13.879850292649627,78.10219335896699,C,B,0
26-35,Black,No,None,D,D,D,A,-51.28712530388157,70.12548670442949,C,-97.19367325092688,-228.72470319568455,A,E,0
26-35,Hispanic,No,Muslim,C,B,C,D,-38.321640457690805,75.73663400030853,A,-3.57970205698804,89.17233153599065,B,D,0
51-65,Other,Non-Veteran,Other,E,A,D,D,200.62923577587935,-81.43174913112897,B,81.31999594052259,-55.43659734458096,E,B,1
18-25,White,Veteran,None,C,E,D,B,4.825857983344583,-49.0204563536005,B,26.028868598182637,109.91611397690274,A,D,1
36-50,African American,No,Jewish,C,D,B,E,-49.33982782874279,56.50349563439312,B,-291.9923175739503,186.40059023485875,C,E,0
18-25,Black,Yes,Muslim,A,A,E,B,-157.55079444036448,166.57060383687428,E,39.55902043268006,-136.593287339978,A,B,1
51-65,African American,Veteran,Jewish,A,E,B,B,99.63375367126639,-251.6569675295174,B,19.11833468995578,113.16470134353042,B,A,1
18-25,Hispanic,No,Other,C,E,A,E,-132.31629266744085,49.390959821098136,C,-4.341640530306968,99.3822161873553,A,A,1
65+,Hispanic,No,Hindu,D,B,D,C,-94.15093009347449,91.9513826626989,B,-10.26341521224783,-74.15841351798025,D,C,0
65+,White,Yes,None,E,C,C,C,-145.41814472179195,-43.293493021602345,B,-20.996730080207676,99.75739778258459,C,D,1
18-25,Black,No,Muslim,D,D,D,C,-141.09095874618006,15.003577211762298,E,-180.05186839566133,-23.332625997932226,A,D,0
65+,Black,Yes,Christian,A,B,E,C,-112.73178546782003,-39.10899563457046,A,-29.211902341229006,-115.02669759675909,A,D,0
65+,Hispanic,Yes,Hindu,D,B,A,A,27.075947526693316,16.7286681566361,D,-30.9048186421532,-71.93570613820528,C,A,0
18-25,African American,Veteran,Christian,D,B,E,E,-61.518270939633304,-144.75181324012948,D,-172.7521987356192,-95.90669226212505,C,D,0
26-35,Asian,Yes,Jewish,C,A,E,B,120.28240485120953,68.07593092594855,C,-50.28607736506826,59.787438202589506,A,D,1
65+,Hispanic,Veteran,Christian,A,C,D,C,-10.9928200266683,248.6755897083073,C,26.407580105972862,11.752419387263997,D,A,1
26-35,Other,No,Hindu,E,C,B,C,-32.541009716750494,124.20221593794649,C,-8.557225374222194,7.026748839842832,B,A,1
51-65,Asian,No,None,E,B,A,B,62.92221991167396,26.73154720797643,C,145.3207255104867,142.74139561207522,C,D,0
26-35,African American,Veteran,Hindu,C,D,B,B,131.86679257848328,76.17227624769598,C,170.04699105907366,8.541114202071135,C,D,0
26-35,Black,No,Christian,E,B,A,A,114.42056234488014,-3.0534261743711553,A,-43.90098897747645,-138.6236439438372,D,B,0
26-35,White,No,None,A,C,E,B,-13.087885065574048,-62.66065829958176,B,-29.258564253237918,-143.7736305917561,E,B,1
51-65,Black,Yes,Hindu,D,A,A,A,-155.06325424259256,198.4159754733716,B,-36.21188683773063,-48.7154268180335,B,D,1
26-35,Hispanic,Non-Veteran,Christian,D,B,A,B,88.98206587592473,-73.51152444196754,A,111.14489350904411,125.26326767436306,E,B,0
65+,Hispanic,No,None,C,D,E,A,207.33172725063446,37.39957420926016,E,46.79581569026284,156.84313981473207,A,E,0
26-35,Hispanic,Yes,Christian,E,D,B,A,6.560970649488667,4.811169599195844,A,-25.362383710551168,-205.18653599832257,C,C,0
65+,African American,No,Hindu,C,A,C,C,27.640103812310507,-115.02807737186525,B,76.43352529852548,61.09302805493916,C,A,0
26-35,Other,Yes,Hindu,E,D,C,C,-23.528874341806645,-54.61289833276267,C,-41.616073292442785,-81.73124704298141,E,C,1
18-25,Asian,Non-Veteran,Buddhist,A,E,A,E,153.06450702317449,171.81334084968742,A,-160.06441285114477,-62.32228602773864,A,D,0
65+,Other,No,Other,E,C,E,D,-22.463855013217763,238.82826704941795,B,-24.91520915653123,171.89956647961523,C,D,0
36-50,White,No,Christian,B,C,C,B,-6.571404545028383,-156.79629639830884,A,87.84436985787701,-114.52158387184576,B,C,0
36-50,Black,Veteran,Other,B,C,E,A,-3.871929863418648,64.35939997827377,E,131.0097618081074,-61.98277374508194,E,D,0
18-25,African American,Non-Veteran,Other,E,E,D,C,-55.29083504834584,195.93157451425375,C,139.01282870676962,3.6467720624854363,C,C,1
18-25,Asian,Non-Veteran,Other,A,E,E,B,84.66439311843789,-29.361225334827033,D,59.98302725967962,-154.70010919472713,A,A,0
51-65,African American,No,Muslim,E,D,C,C,-26.15299403656879,-62.15225849921892,D,16.705233682593644,-27.31352594259393,D,D,0
18-25,Other,No,Christian,E,A,B,B,80.2876704772696,69.74868110906371,C,-14.536512068285148,-254.94921746702585,A,E,1
26-35,Black,Veteran,Hindu,C,E,A,A,113.69396163924768,-92.93065357763174,D,178.4223599833906,-93.30382126986441,E,B,0
36-50,Hispanic,Non-Veteran,Muslim,B,D,C,E,91.79730461832041,-201.98327977633159,C,-11.184325137927848,-54.767086491870096,A,A,0
65+,Asian,Veteran,Christian,B,C,D,B,-16.494823632150883,-89.35583030398195,B,38.57735168173368,-12.95705991449045,E,E,0
26-35,White,Non-Veteran,Muslim,A,E,D,A,-69.83640762699369,84.4237723564959,A,-70.72683408270368,-15.375716426115776,E,B,0
26-35,African American,Non-Veteran,Muslim,C,D,C,A,-44.400921348316444,104.30742144183822,B,55.1428116566394,47.476742640371704,E,A,0
51-65,Hispanic,Non-Veteran,None,A,B,B,C,103.69957572299013,18.600989324412794,E,-151.92559141500575,-109.56160301189402,E,D,0
36-50,Asian,Non-Veteran,Christian,C,A,C,C,-107.16563523222742,2.3514040991806495,C,80.23085312170424,-60.50446870623594,E,E,1
36-50,White,Veteran,Christian,B,B,D,B,99.05305873688386,61.89422746713335,A,-91.18630199383652,-44.94671882772157,E,A,1
26-35,Black,Non-Veteran,Jewish,D,A,A,C,99.14283533199504,72.50350084230153,C,87.68365711726143,116.68625694407567,E,D,1
18-25,Other,Yes,Jewish,C,B,A,E,-35.4529904273463,28.919427425179073,D,240.05286153629427,11.148235922855289,B,C,1
18-25,Other,Yes,Jewish,D,A,A,B,77.8329732225796,33.37952304306866,B,-57.11449952771929,129.0550889445783,C,E,0
36-50,White,Non-Veteran,Jewish,B,C,E,A,-42.58229938423887,125.35650867615703,D,-122.86782515666475,112.04913231631342,A,D,0
51-65,Hispanic,No,None,A,D,C,E,58.0801093230688,-102.41833691453073,A,154.4030148554072,92.18383662868006,D,A,0
51-65,Other,Yes,Buddhist,B,B,B,A,-51.77286646040133,99.45751603619397,B,-80.06248260959934,17.893758080478666,E,E,0
26-35,Other,No,Muslim,C,B,D,C,184.99352919464206,108.69919655844265,A,0.002294342645448194,120.8003903934946,A,D,0
51-65,African American,No,None,C,A,D,A,10.757853956702158,-1.291888966995604,A,150.59875157164458,-104.25217054573139,D,E,0
51-65,Hispanic,Yes,None,B,D,A,D,-82.14832044497456,0.923734073483348,E,54.27763344514235,-150.0417163735314,A,D,1
26-35,Black,Non-Veteran,Jewish,D,B,C,C,54.73725890918878,84.53019082897649,E,162.58999214658348,-160.67759853918483,B,E,0
65+,Hispanic,Veteran,Hindu,D,B,B,B,-58.24666257510417,-66.72278973977275,C,-231.3066037518559,15.718636858202448,D,A,1
18-25,Hispanic,Non-Veteran,Other,E,B,A,A,7.42962613410595,99.2612185510991,C,73.36544722026986,-139.82679952894878,E,C,0
36-50,Other,Veteran,Muslim,C,E,A,B,10.712398178908352,142.0906276720383,D,-19.067214969741546,200.6771825744118,C,B,1
18-25,White,Veteran,None,E,D,A,B,-35.73759727031429,27.845038792884342,D,-89.1119421656731,-125.02764490862232,B,A,0
26-35,African American,Non-Veteran,None,C,B,B,B,112.761606282591,113.87684165912214,D,-56.16093073506232,44.25649971321373,A,B,0
26-35,Black,Veteran,None,A,B,E,C,-67.89592182036257,-108.44798069700954,C,118.93110399462965,17.288549531953983,E,B,1
26-35,White,Yes,Jewish,D,A,C,A,-24.73009447364052,-3.391975467427319,E,-31.45122465334998,-22.24947780130066,C,E,0
26-35,Other,Veteran,Christian,C,D,C,B,-140.18476222373008,6.426692261996765,E,122.83747848750195,10.441274308141782,A,C,1
26-35,White,Yes,None,A,E,D,E,47.273968247360784,13.327947679539164,B,-45.56676420796926,-28.593427733557427,B,D,1
36-50,Asian,Veteran,Jewish,B,E,B,E,35.38207583695638,-69.60062419321547,D,-69.25941565068581,19.372669115296503,A,C,1
65+,Hispanic,Veteran,Other,E,C,C,B,40.359787572324876,-126.43247569470158,C,173.8711619539964,104.50255146383375,B,A,1
36-50,Other,No,Jewish,D,C,E,D,-15.37808285411775,-78.91283235136643,E,-143.09710879979534,-54.00691447509921,B,D,1
26-35,Hispanic,Non-Veteran,Buddhist,C,B,B,C,-146.5472632497019,-13.619723273573015,A,91.35056307321535,-121.98477306676259,A,B,1
18-25,African American,No,Jewish,E,D,B,C,77.83628794789652,70.72936347966736,D,30.37349400252805,8.516577230692926,C,E,0
36-50,Black,Veteran,Muslim,A,C,B,B,-207.83667134446816,-19.04421840063936,B,17.52191073949211,39.60235188710866,E,C,0
65+,Other,Yes,None,E,B,B,B,-163.684110021354,-29.559905157098132,B,23.652179020278506,74.71495567813066,B,A,1
51-65,Other,Non-Veteran,Buddhist,A,E,B,D,50.67214538477815,-2.5171843030914998,E,90.88439766871365,14.887501547347409,C,A,1
18-25,Hispanic,Yes,Muslim,A,C,E,E,96.32394423194552,196.98399401485662,E,-32.4499222653305,94.1724763082504,B,E,0
18-25,Asian,Yes,Christian,B,E,E,B,-61.38332929999273,16.315448267286527,E,81.1590787690298,83.31146278355776,C,B,1
26-35,Hispanic,Veteran,None,A,E,E,C,28.717559753984272,181.87829644890502,D,-81.16630218817608,-38.18806187378025,D,E,0
51-65,Black,Yes,Muslim,E,C,C,B,100.93801250819017,-53.29765431228588,E,0.8375722332888663,38.95425379787947,E,C,0
65+,Asian,Non-Veteran,Hindu,E,E,B,C,121.88691909315104,-163.8139409864078,E,-85.39225916477355,52.80002757299784,E,C,1
65+,Asian,Non-Veteran,Jewish,C,B,D,A,147.0095442642452,-155.91216325750293,B,24.63007236976705,-156.5263580842909,A,E,1
65+,Hispanic,Yes,Christian,D,A,A,B,33.22867463768779,-136.43418628720494,E,-112.07572958447858,-239.5917165931653,C,D,0
36-50,Other,Yes,Hindu,B,A,E,E,-70.511482110147,35.98399968719868,C,-37.84367755108506,-16.818200919043846,E,B,1
51-65,Black,Yes,Jewish,C,A,A,D,132.71601347123385,-56.564007926901695,D,31.96081314705107,-61.34786889992818,A,A,1
36-50,Black,Non-Veteran,Christian,C,D,D,A,-114.01747627533163,180.82721710676947,B,10.570904785323908,26.96967114660918,A,A,1
51-65,Black,No,Muslim,D,B,B,D,-100.2219438421601,57.362745962573214,A,-28.27032528751478,126.56039540104307,D,A,0
51-65,Hispanic,Veteran,None,E,B,B,B,94.64110570765952,-94.70147152303058,B,9.149835148742962,-135.65290423883744,C,B,1
51-65,Hispanic,Yes,Jewish,B,A,E,E,-188.52577085787834,74.62119052210036,A,-45.997723330326295,9.999747134561295,B,E,0
26-35,Hispanic,No,Muslim,A,C,E,C,-133.1226430508378,80.53849985136783,D,46.295970301730485,83.1629534033749,A,E,1
51-65,African American,Yes,Buddhist,A,D,D,C,-75.85291269550325,3.133094591991926,B,77.74021015946802,-62.736065306679,D,B,1
51-65,White,Yes,Muslim,D,B,B,C,199.41124982553063,89.27063848162359,C,33.73521650150727,-25.161867569959135,B,A,1
65+,Asian,Non-Veteran,Jewish,E,E,E,E,40.04737262983631,14.619803283351759,C,78.15530019202245,-22.27702705004699,B,C,1
36-50,Asian,No,Other,D,D,B,A,-133.86531216751428,128.48051901739424,A,-179.29386613481543,45.920597096718026,B,A,0
26-35,Other,Non-Veteran,Buddhist,A,D,C,B,-65.89742798596556,120.13687513296551,E,13.204464007589648,-42.53782576539831,A,E,0
36-50,White,Yes,Other,A,E,E,A,-108.61328842015547,-96.60149973700754,D,-41.271656139949016,-12.248336633687638,D,B,1
65+,Asian,No,Christian,C,B,C,A,185.07762256704171,134.2020530657051,C,68.97335304992258,-83.48312085260022,B,E,0
26-35,White,Non-Veteran,Buddhist,A,E,C,D,-77.32514007187913,-104.94465106665218,D,-222.38923620122395,109.32368798602299,D,B,1
51-65,Asian,Yes,Other,D,B,B,A,-102.75357410727575,45.90776571138008,B,-9.289967875598204,-18.782639227355222,A,E,0
51-65,Asian,No,Buddhist,E,C,E,E,-129.0699090137584,-28.164556766017217,C,127.46116952784799,155.00421924906956,C,A,0
