age_range,country,Veteran,sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
36-50,Mexico,Non-Veteran,Homosexual,32.73355695756635,B,C,-42.69743254459024,-87.77884189995933,E,-180.64250513302426,E,-69.12949206311994,A,A,D,-17.729655955342857,D,-203.3220346419895,E,C,1
26-35,UK,No,Heterosexual,15.307814566704279,C,B,-42.159517698209655,41.18126799207017,C,-41.92895752242399,B,-27.630082782587763,D,E,B,-53.3376497546226,D,67.15580900943027,B,A,1
51-65,Mexico,Veteran,Heterosexual,-203.77660494452644,E,D,-5.9083211600793915,77.9797682541901,D,108.89688309050231,C,-65.02934419252888,D,E,C,-87.96256653833875,D,57.07612173636692,D,B,0
18-25,Brazil,Veteran,Other,69.90685773057999,C,A,164.56025470535616,78.32344893983087,B,-14.65857180738023,E,71.24350595776447,A,A,D,-48.016414020955864,C,-33.56570222625756,C,A,1
26-35,Germany,No,Heterosexual,-6.071412110690362,D,C,-140.97949607821104,117.56234262559543,A,123.79620747995699,E,-39.44012756120877,B,B,E,93.810166902582,E,133.82923750465469,D,D,0
18-25,US,Non-Veteran,Bisexual,97.28028555188698,B,E,88.66574960265,-148.71937715203137,A,-74.66522317942955,B,137.06634259538393,B,B,B,140.2590892805964,D,-186.2720398713961,E,E,1
51-65,China,Veteran,Bisexual,-78.03909298910925,D,A,182.82853660634208,-74.76335628271225,A,15.488052816387437,B,203.7176021303305,E,D,B,67.96551890267956,C,-110.1543015391711,E,E,0
65+,US,Veteran,Other,-11.374087097686584,A,A,74.91684334396602,27.889330311736522,E,223.93657786942347,E,24.09502771144976,C,B,A,-22.21240141478238,B,-11.632458964921089,A,A,0
26-35,Brazil,Non-Veteran,Homosexual,41.29739825465493,C,A,-99.24911092365527,-323.1831311312027,C,-49.946848909605976,D,101.25253524405449,C,A,B,-74.07752808511142,D,136.60904408691349,A,C,0
36-50,India,No,Heterosexual,-45.04783699514272,D,A,20.116144546045486,144.42979069082668,C,-77.15388048061112,C,-34.62301574166443,D,E,B,74.09551050435269,A,110.18231431160149,B,D,1
65+,UK,Veteran,Homosexual,-70.95260101415568,D,B,165.72772996805423,135.06905780794588,C,15.416381533698539,E,-58.44600668246468,A,B,E,-9.208580257147824,C,126.87171937575847,C,C,1
51-65,China,No,Other,130.1720108848879,B,A,62.019374663911705,-67.35742683430655,B,-41.187073698728014,E,-186.9777987456497,C,C,A,-16.977331251403974,B,-145.49561658702237,D,B,0
26-35,India,Non-Veteran,Homosexual,33.478239297408756,D,A,57.073951906882,-88.31929576889104,E,27.892102964477637,E,11.79392571546905,C,C,A,30.718152587261976,C,-157.8002102867561,A,E,0
18-25,UK,Veteran,Other,146.93535368988864,A,A,-23.47391212749689,30.43109269409745,B,-57.52230796068905,D,-271.1401654779104,E,D,A,74.67434858191761,A,-82.41029236742847,D,D,1
18-25,UK,Yes,Heterosexual,32.94701251649559,B,B,-100.5744904239093,-122.98590631897717,D,-88.53872586321914,B,46.20063654810548,B,E,B,-143.06791455556797,E,-182.720189880881,D,C,1
18-25,India,Veteran,Heterosexual,64.45269606888083,B,E,-103.36272604732508,-33.241524224421674,C,17.517601657564953,E,-19.18160727326126,E,D,E,53.33475466537364,B,75.88132981216194,C,B,1
18-25,Mexico,No,Heterosexual,134.505581539501,C,D,157.04946625884548,96.67194020767515,C,-29.874561431807113,D,23.497056766912205,E,D,C,89.1135936096108,B,10.3635000844513,B,C,1
65+,China,Yes,Other,7.163630545190196,B,D,-58.173379208552,105.76589161638552,E,-113.1950953771873,D,168.19800297829187,C,E,E,-23.303429251989417,A,-66.74914264783479,A,A,1
65+,Brazil,No,Heterosexual,-32.19456422985611,E,C,-224.02510974070853,64.09566971384794,C,-27.400701426573697,E,-5.456001726909706,E,B,D,37.2598945180937,E,-80.91595562388055,A,E,1
65+,Brazil,Veteran,Other,-86.7278912841133,C,B,-88.45078989512128,-41.78892093751065,E,-67.22186742283601,A,18.069587230327798,D,A,C,-9.222701832102818,C,-82.52245461536845,A,B,1
65+,Brazil,Yes,Bisexual,84.68118992201339,B,E,-5.081854687471096,105.7131507578818,E,125.30217255194435,E,119.4116825346432,E,E,A,-80.97196561524922,D,93.0383193150032,D,E,0
36-50,Other,Veteran,Other,80.46264239897626,A,A,-355.39265897617514,40.52624209044815,B,-168.7802530181754,C,-111.23743063387394,E,C,D,-45.66003435909027,D,-73.4404270883963,C,A,1
26-35,Brazil,No,Heterosexual,127.83426949317776,D,C,24.305802825082004,12.271929679291006,D,-115.91308578825242,D,8.314049074144945,E,A,E,-47.924347933012406,E,37.97141675947592,E,C,0
51-65,US,Non-Veteran,Bisexual,107.65789680040847,B,A,110.70673847213872,76.59568635253497,D,-18.13079494987653,E,-109.09241301192714,B,B,C,-38.38287975180066,C,-11.173987704320234,E,D,1
26-35,Other,Non-Veteran,Heterosexual,-33.82196715208932,B,D,-11.942370624640798,-28.100054238134113,B,98.83679556192114,B,144.54425688286793,A,C,D,-156.44889525128852,C,112.89285811191611,C,A,1
26-35,Other,Non-Veteran,Bisexual,-124.21879594777465,D,B,-20.58184786199169,46.43229872443919,B,-126.14775127014323,D,155.58253512313567,C,D,A,173.19510368805422,D,-135.42101756762278,C,C,0
51-65,Brazil,No,Heterosexual,174.67170424120596,A,E,7.961518620164195,69.95964092798053,E,-27.590486087781624,A,-68.01953079259148,C,D,B,79.02065329390811,C,-91.25364230171861,A,E,1
51-65,US,Yes,Bisexual,-147.84422133736825,A,C,133.85291435942293,-63.61070719230757,D,-242.64743917002627,C,-148.8879064112848,D,E,A,40.3701601672821,D,10.861290962291282,C,A,0
65+,US,No,Homosexual,-197.34591734933153,A,C,-36.17157100557214,-133.08571676003223,B,136.3989388357082,D,-66.77250478213766,B,C,B,-42.00534635081965,E,-55.722495576253685,D,D,0
18-25,Brazil,No,Homosexual,105.5834324281067,C,D,-65.02261940002644,44.349727922279534,E,-162.88664846908455,D,161.97794475884868,A,C,C,57.75193462986926,A,31.474154673091505,C,C,0
65+,UK,Non-Veteran,Bisexual,155.07586042622611,B,B,-131.57540056822904,-116.14406021128487,A,-23.454905635546496,A,-73.37367975734847,C,B,A,-16.5415889750268,A,-49.956575584851215,A,B,0
65+,US,Yes,Heterosexual,-56.113874713801536,E,B,22.037652203497608,69.0245940553149,D,28.219937132894184,E,10.879368836602712,B,B,D,117.54310425311066,C,24.886388948592355,B,E,1
65+,China,No,Bisexual,38.72882547467632,A,B,-60.92564427463301,-85.0446625466514,D,-15.951373817788667,E,81.12699567122036,E,B,E,-67.99810797880102,E,-55.186166267798484,E,D,0
18-25,Other,Yes,Bisexual,-66.43513619023693,E,A,65.09637466727057,66.83122706407616,A,182.68247583188136,C,41.911987937181905,E,B,D,-31.835215260371097,D,-15.631459789500926,D,D,0
18-25,Mexico,Yes,Bisexual,-176.92656425161329,B,B,-2.3035567878332284,-109.60029367348005,E,-303.8009105038546,E,-84.42976912519227,A,D,A,-121.53643618295274,B,-32.25870675141035,E,E,1
51-65,China,Veteran,Homosexual,-44.0184280581863,D,A,-54.15068433275414,22.778971772081018,B,69.70294023924353,C,-49.55606200303598,C,D,E,152.95601873646922,B,-159.07275513679087,C,D,0
36-50,Other,Non-Veteran,Other,-3.274878056170177,A,A,106.81604425078449,65.52761045443368,E,-74.6204181167649,B,-78.43386039518239,B,B,C,86.27631115320796,B,0.9774777349746001,E,E,1
18-25,India,Non-Veteran,Other,153.19318483558308,A,E,-33.71033324852763,252.36179345434982,C,212.98138890102288,D,171.25054274288846,B,E,B,41.02247419275362,C,-135.4056955254571,E,A,0
18-25,India,Non-Veteran,Other,-73.37558292082011,D,E,67.3550979629616,58.271390132209014,E,57.5187249912984,C,-256.02147530149296,A,D,A,22.23285656678163,D,-16.34869340136481,B,A,1
26-35,UK,Yes,Heterosexual,-47.90060075407154,C,B,-139.17150617713733,-52.51821941035897,E,-65.87310840957949,D,111.9659544203181,E,C,B,-52.83510990510649,A,120.74899058958914,E,C,1
65+,UK,Non-Veteran,Homosexual,-92.26045136684282,B,A,57.55982548108155,-54.71851350362351,A,69.66556651829856,E,144.02656129995677,B,B,E,1.020932911163766,C,-236.9985070264082,C,E,0
26-35,India,Yes,Other,-43.00937763203083,C,E,-50.809927740908456,-66.94870959814119,D,-81.26112026110248,B,101.61241548634914,A,C,B,-99.87590192091848,E,-119.03579733789911,A,A,0
51-65,Other,Yes,Other,63.50368529238002,D,C,28.23191738374221,25.063223741697456,E,49.69172633496706,D,-77.67166437248079,C,D,C,-142.64953710050366,A,42.86558446637543,E,C,0
65+,Other,Veteran,Heterosexual,10.615335682442097,D,C,-30.137773959623864,-34.52660754528479,A,-70.63955576122292,B,-6.695003979623109,A,E,D,97.12518070616254,E,-59.6726937292024,A,C,1
26-35,Mexico,Veteran,Other,-124.23575527146338,A,E,78.92407621970054,40.56778513124154,A,-187.74602230652178,C,-185.3985033336432,C,A,E,-82.44195941104759,B,101.86601926343322,C,D,1
26-35,Germany,Veteran,Bisexual,173.24426169594787,E,E,-23.364372634712474,62.31878371811075,E,-89.95117010456859,C,-166.50503660487942,B,B,A,-5.643619949350041,A,-9.19094903500676,D,A,1
65+,Other,No,Bisexual,106.13092115072268,D,B,-70.24726375101608,67.32288352240056,A,-171.56121482122302,B,-69.2443190752677,D,E,C,-151.647065671717,E,-64.03426396867114,C,B,0
51-65,Germany,Yes,Homosexual,48.05597625145556,C,C,-126.17625167177293,39.38583331506545,B,-46.492040244099485,E,-55.69181493666555,E,A,A,-45.44098145431691,C,-151.68885866704144,E,D,1
26-35,Other,Veteran,Heterosexual,-112.74789284846418,D,A,94.61153671225445,7.136635746385898,B,177.16239340756215,C,-106.63956716962385,C,E,E,53.01624838634573,B,282.10563944078194,A,C,1
18-25,Brazil,Non-Veteran,Bisexual,-2.2232167305811337,C,E,89.64714064388765,8.843321773659646,E,-121.46960890512197,D,51.787768433439076,B,C,C,199.6404705390976,B,-196.10252253285566,B,A,1
65+,India,Non-Veteran,Homosexual,14.956809968291282,D,B,-12.20617340819537,-94.09211083167536,E,-47.47927590828026,B,134.1864984633556,B,A,E,-200.0287825339776,C,-70.69520331131416,C,B,1
36-50,US,No,Other,91.62304769196386,C,B,-113.39393957998021,-62.06787134013748,C,-85.69037011247273,C,32.116557860880754,E,D,B,27.750358703852022,A,32.17671728278969,A,E,1
36-50,Brazil,No,Bisexual,-22.370539378181064,D,B,-12.95180114202502,-68.39117431400298,C,41.28005235396859,C,-81.5602392232567,A,C,C,4.960255432836852,A,31.10792033244373,C,B,0
51-65,Other,No,Homosexual,33.096936775453095,A,B,-64.81246016213609,26.05472375923747,A,-31.34637949181628,B,-67.85226154066386,C,E,C,151.96770392085028,C,44.31699562630254,A,C,0
65+,China,Non-Veteran,Homosexual,-117.33496727972334,D,E,2.0971713681779978,-132.16444147684012,D,-105.6312537367991,C,-14.387929252471816,A,A,B,96.3489171785921,B,104.83783528314574,A,A,0
26-35,Mexico,Veteran,Other,-60.64234650224154,B,E,-59.57992686417918,102.85910809462733,B,36.22001565079256,E,46.63695201270549,B,D,A,-129.4478913727139,A,-33.15886158346763,A,E,1
26-35,Mexico,Non-Veteran,Homosexual,121.02087239925478,E,D,7.538716309059885,-70.02907175992608,C,48.732258090904836,C,-55.672192315150035,D,D,D,122.53620596147528,A,-86.65760066041003,E,B,1
18-25,Germany,Non-Veteran,Heterosexual,-237.1415050563641,C,B,-169.85331567539274,-92.50634228508653,E,210.77927195032782,E,178.1521180191757,C,B,E,-124.7071894209609,B,51.54880920195938,B,B,1
65+,US,Veteran,Other,20.26297555757393,B,C,-23.019627126571578,89.7818074234724,E,76.54372381347663,E,133.08181027414432,C,E,A,125.35980428522959,D,-161.4293635611247,D,B,1
51-65,US,Non-Veteran,Homosexual,-86.35941365716305,E,A,119.52930218703773,-69.0846514072981,A,205.54843386109857,B,-34.229961498706096,B,A,D,-64.957323134838,C,-144.1181514583252,E,E,0
18-25,Other,Non-Veteran,Other,67.19140087115377,C,E,3.5246461582844333,-98.13985478784122,A,95.22134739314116,C,-101.51573906672854,A,E,A,-10.5667124317721,E,119.78226720923661,B,D,1
36-50,Other,No,Homosexual,-199.01451613842715,A,A,-69.86034060972815,177.39274686019837,C,-88.12213477922606,D,19.771334534634484,D,B,C,82.39662644208991,E,-88.85030606474406,C,D,1
51-65,Other,No,Heterosexual,44.65923863909436,D,D,-109.4355951891488,149.34272414378566,B,-117.55220563471782,B,150.53052655144344,E,C,E,-30.146715973355647,A,-183.30670055739034,D,B,1
18-25,Other,Veteran,Bisexual,-22.17916140251007,A,B,9.680035934426641,-31.46113209354943,C,-30.61639631361306,C,-41.427443773713996,C,C,C,-57.60142701306711,E,6.962587400022333,E,A,0
26-35,India,Yes,Homosexual,-129.35476485780072,D,E,-62.495837927315236,107.85676590042318,A,-108.2230201399224,B,-129.34577802373096,B,D,B,-18.513617429586546,C,37.32469127337413,E,A,0
65+,China,Yes,Other,-74.45888872436444,D,E,-214.27137188811773,-111.2748799803402,B,-39.17157753079432,E,10.586763346102135,A,D,B,23.027534558805176,D,-51.593171909858796,C,E,0
36-50,Brazil,Non-Veteran,Other,-98.17635217551278,D,A,187.7831655609881,-88.97637082394965,D,107.25832977167416,A,27.65757303378854,D,B,D,27.91819473994429,A,12.584102061295194,C,E,0
18-25,US,Veteran,Other,28.47412559969204,D,D,-33.9878735848649,-43.68936234385909,A,-71.63332175765285,C,-106.16673912246644,A,E,E,-15.812032638724444,B,-92.9877193974577,E,C,1
18-25,Mexico,Yes,Other,-6.609185519820321,E,D,-37.385013429327316,-10.065382715627695,E,-81.52877590584404,C,-50.515371694689826,E,B,B,-5.3671317955945215,C,-14.727329547876577,D,B,1
65+,UK,Yes,Other,-199.57089405541925,A,E,115.85436084880271,-49.85430816256811,E,-180.1695217157497,B,1.4912260836421938,A,E,B,87.33120873674861,C,4.2683786420172245,C,C,0
65+,UK,Veteran,Homosexual,-195.2448192833723,E,A,-8.917867610450145,32.664595371453395,E,101.3313998885772,C,-1.2823938293733448,B,C,E,7.615305277424604,E,14.350464153652467,D,D,0
26-35,UK,Yes,Bisexual,-52.37468603355103,A,D,-32.653491035507,-111.8745189346703,A,-135.94581737114433,E,140.8140331786517,E,A,E,67.30829392668701,E,104.07409649755286,E,D,0
65+,China,Veteran,Bisexual,-103.64107842454737,D,B,-22.64820686049895,-26.65521542288695,B,34.50976230327383,D,-41.80209909638002,A,D,C,-2.312039494463721,B,-167.5815092909454,B,E,0
65+,China,Veteran,Bisexual,99.84724400466253,D,D,94.24388069226099,55.151797088751465,D,158.77730215722255,E,-123.62040620958501,C,B,C,105.02799783779604,A,9.680038364979184,E,B,1
65+,China,Yes,Homosexual,0.9592578141657503,E,B,23.179530364627894,-149.4532393661278,A,16.804910470236386,B,-39.0838896855579,B,A,D,-10.860249317410394,E,-94.69195380392487,A,D,0
26-35,India,Veteran,Heterosexual,107.39216894399762,B,E,-102.76277831925911,-139.81255232382375,D,6.460956697849938,C,-90.35085535177778,D,A,A,15.437989814519215,E,-35.2779144450188,D,C,1
18-25,US,Non-Veteran,Bisexual,-12.213042325126553,A,C,127.10625647640956,107.46180191755157,D,-73.00078458050601,D,-41.8809164707316,D,C,E,-28.86054758463057,E,-123.05585665442797,E,E,1
18-25,Other,No,Other,-115.94533011519073,C,D,-71.14443817154566,46.32205883689114,E,52.93774936544047,E,52.88217178829518,B,D,E,-117.95581610286594,A,87.78335442166373,D,A,1
65+,Brazil,Non-Veteran,Homosexual,38.08989391730729,D,D,160.32454698058106,-83.73514041497634,D,-94.03803799662924,A,7.871850759760695,A,D,B,-37.04346613826083,D,-75.05313098938741,E,B,1
65+,Mexico,No,Bisexual,44.97717493492331,C,B,46.715921987669915,85.5471879448114,B,235.33401625181045,A,72.92372910023826,E,E,C,95.10713174734406,A,7.351515598050639,B,B,1
18-25,Brazil,Yes,Bisexual,18.084348046403274,E,B,-78.584013353421,-2.923465624678383,E,25.53636187590677,D,63.81488268560215,E,A,C,21.465331093647773,D,-39.93790427016843,A,E,0
36-50,Germany,No,Other,-69.51428764066365,D,E,-34.199914708833894,-22.65769529777726,E,-33.948240475131044,A,22.09560011141539,C,E,E,28.362929764041823,A,-73.24169094130107,C,E,1
65+,Other,Veteran,Homosexual,112.83700251810973,E,B,267.59252281405867,62.696117161937856,E,-69.22684656617382,E,75.51690641612015,A,E,E,28.97302170126296,C,-193.4159318312803,A,C,1
18-25,UK,Yes,Homosexual,-2.3271781936266223,B,A,-111.20604506328698,124.37131448760013,A,99.22151183889322,E,105.06268060467387,B,D,E,97.82869907052286,E,-125.12090324804095,D,C,1
18-25,Mexico,Veteran,Heterosexual,-55.669135898447074,D,B,25.018535871260656,65.90080669761153,B,-107.4794165306661,E,69.41901771241038,C,C,D,-71.73263426073535,B,18.0076951305002,E,C,0
26-35,UK,Yes,Homosexual,-43.71415791963086,D,D,105.89014881333307,-19.779058316373472,C,25.19543415234776,A,-156.57047116416166,E,E,A,-102.78708649678315,C,-80.23584841001117,B,D,0
36-50,India,Non-Veteran,Other,-17.082018815883487,D,D,128.72264516686326,-136.5773317088986,B,-89.45135474635447,D,-92.54145256550407,D,C,E,-127.50180174448471,B,45.77747555853684,C,D,1
26-35,Brazil,Veteran,Homosexual,163.77286863305392,C,D,-20.139494912124274,-61.66191283321697,C,104.52706056477057,B,46.85975187217521,A,E,D,-210.52383165038333,B,6.806623069852264,D,B,0
36-50,UK,Non-Veteran,Homosexual,96.07873180459683,E,A,86.78230379878342,-22.57070866690711,D,-72.35529023413372,A,157.95461678036008,D,A,E,72.2387834010289,C,-5.235330947491991,E,E,1
51-65,UK,No,Bisexual,-68.40363082311063,A,E,-121.12571787042776,-105.95957344835514,D,31.12862899020225,C,-147.8510486778877,D,E,D,-27.491004527104522,D,-148.11848113650544,B,E,0
36-50,Mexico,Non-Veteran,Homosexual,-139.50567979703524,A,B,-89.8141901239364,123.99339377963456,B,-6.41474011198689,C,-83.65866604527803,E,E,D,-115.31663815517912,E,-58.419349377812324,E,C,1
36-50,Mexico,No,Homosexual,39.591224616548296,E,D,-55.94841389722887,10.99305755874508,C,93.74881086404243,C,-105.11095067769334,D,D,D,-34.43226632817524,D,31.972231627106744,B,B,1
36-50,Other,Yes,Homosexual,130.47719960196014,D,E,50.550382516512094,86.33843746762533,B,44.6308550512115,A,-127.30775804542486,B,C,B,67.05792010318426,E,123.95920645849333,A,B,0
18-25,Other,Veteran,Other,78.22971442088053,C,D,11.496281167809734,58.91939694179684,D,29.512473389645344,A,-28.830498184380993,C,A,E,135.6622967080242,E,-6.880594061139345,B,E,1
65+,Germany,Non-Veteran,Other,-216.4805081431101,B,D,43.157621262512826,-34.56129225020868,E,-63.87672017348153,A,-80.83256164678659,D,A,A,46.51560662442273,E,26.62484406849412,A,B,1
65+,UK,Non-Veteran,Other,-4.071122152567295,C,D,-67.86427474223156,-65.16719645350014,A,-87.57481512379326,B,-171.74094946569107,A,C,B,-31.708038222875107,C,-47.629363342910686,B,C,0
51-65,Other,Non-Veteran,Heterosexual,-50.459629143361816,D,E,24.197705216330768,-86.78547959689986,E,98.14485351871902,A,-78.27376472652216,B,B,D,-226.50302151324547,D,-63.63393294972525,A,E,1
65+,US,Veteran,Homosexual,-76.12395384043514,A,A,-41.84427270058171,51.10024667961353,B,25.279101448195984,C,188.56794035128073,B,B,B,30.911412079998012,A,-92.45460417773195,E,D,0
36-50,UK,Non-Veteran,Homosexual,-21.442035675882575,E,B,-17.60447653715635,-204.56150257833716,E,11.377444916601162,A,-53.50727128644148,C,E,A,9.565353693274664,E,-166.5051607684074,D,C,1
51-65,India,Veteran,Homosexual,-20.700820215618048,C,E,90.41828428552907,-82.99821064739706,A,-105.25037725560044,C,-50.8717738619812,B,A,A,-19.69370882370273,A,-204.9679689323435,D,B,1
36-50,Germany,Non-Veteran,Heterosexual,102.68773796984738,D,C,44.4386952607093,-38.31637984377722,B,-71.72723091597233,B,92.1190430768695,C,C,A,-33.86582546978176,E,63.13665879449445,D,B,0
36-50,China,No,Bisexual,-152.41585064250498,C,A,11.200011743480456,99.09961725982642,C,-182.5940825176012,E,7.865319163480744,D,C,E,128.0230941928097,B,42.73986308271292,E,D,1
36-50,Other,Non-Veteran,Heterosexual,53.76397428653084,A,D,-17.590972939851664,-30.48641852921376,B,-57.38894444622574,A,-62.36444517304024,D,E,B,-18.17157563727882,B,-36.46959160663295,A,C,0
65+,UK,Non-Veteran,Other,-1.7136654500936055,A,E,123.51516227717856,6.505979840816391,A,-120.73459330261049,C,-30.232270645598664,C,D,D,-126.169396780022,D,49.81179433574782,C,D,0
36-50,China,Non-Veteran,Homosexual,230.59879384182716,A,C,-87.75696628000806,146.9558327562232,C,2.7908293583162207,B,-43.503813847485326,C,C,D,57.08941321981346,B,9.723171877939592,A,C,0
18-25,Mexico,Non-Veteran,Homosexual,-212.91516785336796,C,A,-78.15740984071043,-79.67199579677866,C,155.49429772659133,A,-46.16066427245496,A,A,A,-71.38087858210896,A,103.57140408958291,C,C,1
51-65,Brazil,Non-Veteran,Bisexual,-260.73294052091876,C,B,-60.81311903844973,-47.05441415100177,C,50.40930823846538,A,80.17538843114731,A,D,B,97.390640245651,E,-15.693262093196378,C,B,1
