Religion,ethnic_group,AGE,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
None,White,35,Non-Veteran,-166.75554001569517,C,E,D,-16.724683051133187,73.5905124933941,43.1103690336344,-74.17054423314858,B,6.9709254475033235,39.158918492439156,A,C,C,C,145.81942871162082,1
Muslim,White,22,Yes,63.230507059770915,D,B,E,11.676195442231114,-67.78637049576605,68.12251504926728,16.639492058372156,A,113.87059594129651,112.53195886607988,B,C,B,D,223.12252572826802,0
Hindu,African American,52,Veteran,98.88739022639118,A,D,B,-137.61437201106574,-88.57523163875734,-146.79035607873826,19.29112357391975,A,-12.52969747860003,34.718806780223304,E,C,E,B,112.4140489279265,0
Buddhist,Other,64,Veteran,-72.72427253793077,A,E,A,13.888837850858366,-119.20629014666129,-3.0999803042231733,-47.924337338320946,C,15.6665332461876,-98.86579375828882,C,E,D,E,-35.47598254052316,0
Buddhist,Black,45,Yes,-23.78778812518243,D,B,C,4.2477826568995845,5.646518361155063,92.07627569323554,82.35997987332246,C,-142.7922449159054,-29.66283126616382,C,B,D,E,54.76300986288584,0
Christian,African American,24,Yes,90.89232197894972,B,C,A,89.78768692325889,-23.10266878273505,-240.1783242826976,-126.70814682614053,C,-10.083921602406955,-64.45656260300649,A,B,C,B,-22.601971029410638,1
Buddhist,African American,45,Veteran,-84.51285164739394,A,B,A,122.39699628181204,100.61706018963447,-57.30409691499547,-16.600219492599308,C,-144.87958252443144,-68.41518289456667,E,A,A,D,64.00631438871692,0
Buddhist,Black,77,Yes,-88.78426889257582,D,A,D,26.2272503469174,58.18835985026708,-112.42040349478286,-94.7000463869231,E,-172.0160708267207,11.93129127614652,D,C,E,D,-104.48640023018537,0
Muslim,African American,31,Veteran,-129.04999213120692,D,B,A,-11.240203002956145,-26.758473984500153,-41.96337997847459,7.515715600408725,E,37.681982285141935,-96.3513661592623,E,C,E,C,144.10634073686964,1
None,Other,66,Non-Veteran,115.66462403644448,E,D,B,201.19231816471012,-132.52177465013037,15.233808063021256,75.62645531562849,D,61.954375730265554,-112.73938148635823,E,A,A,C,141.26228151847093,0
Hindu,Asian,42,No,51.66685860429977,E,D,E,-34.328791485656666,226.2810892522725,62.80423317639685,151.35454114177546,E,-86.92734226030313,-31.09310399790115,C,D,B,D,-117.88077130918265,1
None,Asian,67,No,12.01743686603986,B,C,B,-90.00552671392887,-119.8965000564266,112.41430824018678,9.783992217671676,A,73.46894354000943,56.77150681509697,E,A,D,B,6.988654557631394,1
Christian,Other,33,No,6.930954879145977,E,A,E,107.81683333455582,-139.56176271427313,-73.8347116676238,-102.03419484003066,E,92.7416406875763,-26.232987623215458,B,B,D,E,-250.77370681551199,0
Jewish,African American,43,Yes,19.54083050090151,A,D,D,-55.26805869787026,24.174425784315318,-89.99859132626395,32.04536581994121,C,-115.6327332343833,-11.082584281155775,D,D,C,A,187.41997437224575,0
Muslim,Other,76,No,12.55996067834876,B,E,E,-205.5418171535391,-118.00451278551836,-15.330795972862857,5.431550635002923,B,-123.72497266914151,41.62124940663908,B,E,A,D,45.03888208766856,0
None,Asian,46,Yes,2.591398038435551,A,B,B,16.28832720987308,-81.34980002335622,38.42568894792039,-119.94894946775112,D,77.06858327313564,20.206944667264082,B,E,A,E,32.16299412036911,0
Christian,Hispanic,62,Veteran,73.80749185778956,D,C,E,81.18460313747539,-206.20846242092884,133.27824962364167,-91.5912202276026,B,187.1692588743157,24.886725788813933,A,B,E,C,73.28064014286223,0
None,Black,46,Veteran,53.0065613150478,A,C,B,-21.67060751564097,97.48218211557,73.87359472050784,90.02599343209744,A,-16.187449768642878,4.956835932043313,D,A,B,B,-180.22853723428017,1
Muslim,Black,39,Non-Veteran,-22.540563504459975,A,C,D,229.05908083285445,-76.80699922425725,-13.130431792605144,6.624031974228112,A,23.242982657632265,-59.82519688662963,D,C,A,D,19.390728410578404,0
Hindu,White,20,Yes,69.45229560204316,C,A,D,-139.71378920978842,87.74090827777772,6.7257738101944975,-84.03782389460306,E,-135.15316364000054,31.7883998315607,C,B,C,E,36.37656672207374,1
Jewish,Asian,60,Veteran,10.468240654290868,A,C,D,83.16832089559406,-180.7347091598646,-69.22675164679774,-251.01424867763677,A,-58.426985650904214,-60.987093133759174,D,B,B,C,15.356091373498682,1
None,African American,46,Non-Veteran,-61.17856193221607,E,A,A,113.69882060901443,-77.584519326911,48.55317476810816,-67.97873330248258,D,-94.97856252869173,-98.56229816898262,D,E,C,D,215.7299652280087,0
None,Asian,79,Non-Veteran,49.015313414734784,E,A,A,-171.34960894698662,-49.081880438104335,-174.20195778933274,39.947359563860054,E,-48.038550048606304,99.07379332083981,E,A,B,A,19.75754120061078,1
Other,African American,50,Non-Veteran,53.10571445467913,A,D,D,176.84362110529025,-145.67374294052402,-78.14228720611254,-74.72537987538512,A,18.25071353658688,-3.9005888093124845,A,C,C,E,-114.3471864783531,0
Christian,Black,57,Yes,-74.70717657387391,B,C,D,107.49636830769045,62.74693690394283,92.53756515577558,101.2723100396917,E,-107.84572283083189,26.17226235205236,E,A,D,B,-75.57187162596469,1
None,Black,29,Yes,0.8923716749061774,A,A,E,-78.11408059228509,-27.706412547603833,-32.26794208369036,-91.07797857008264,A,-119.95055692429604,-24.342009556392593,C,A,C,D,2.3492861633181867,1
Buddhist,Hispanic,68,Non-Veteran,-39.604205395214954,A,E,C,12.038187314051669,121.47881156200293,-62.66630718480014,23.76549624774785,C,102.32173598762249,32.17466582542039,A,C,B,C,-9.779921523794393,0
Other,African American,50,No,-73.47503416648725,B,D,B,-66.12716483907704,-2.003087163611998,15.625954665923055,-121.17924450613447,D,-167.39771501526602,-100.0812210088171,E,E,B,A,26.26303107988855,1
Buddhist,Black,74,Yes,-114.45546735071083,B,D,E,-52.13533031465594,-159.57661860623142,88.28041242746154,14.385216294298186,B,-93.3849074443414,-11.391017562470159,B,B,A,E,-4.844026192115265,0
None,Black,22,Yes,135.30002919868974,C,E,E,201.17210583155304,7.942786153499681,-31.5383031478039,-27.9600491819649,C,-84.43485287489254,105.69358381285268,E,A,A,C,53.00380218379952,0
None,Hispanic,46,Veteran,15.72584854104413,C,C,C,-119.32600417620966,-74.29220907831886,160.30575230042655,-0.6116770687658487,D,23.71582556824712,107.932495227651,E,A,B,B,0.9005124359381098,1
Jewish,Other,42,No,-16.27811930913428,D,A,D,125.8651463625647,108.13694138780461,28.07674908836702,19.457789924646875,B,-72.3586644741614,70.319275553911,C,D,C,C,-67.23655964833644,0
Hindu,Hispanic,77,Non-Veteran,94.8330568047952,C,A,A,14.107964746769092,-74.54406516253155,-234.44696840441904,-96.52351695020135,D,-92.05750044404934,-130.8319909098578,D,A,A,A,100.19628301154904,0
Muslim,African American,64,No,-6.01048898696569,E,A,A,327.3938507377296,-74.13645549185922,35.698667154549774,36.40271127879019,B,131.17750657515796,150.03060268255078,C,D,A,C,17.550700284714683,0
Jewish,White,67,Non-Veteran,-177.22525625434372,B,B,B,7.743761371310182,14.09674358897132,163.405100415971,-40.610503013973066,B,-68.38477099942986,49.41789313113812,C,A,D,A,-32.77946722231385,1
Jewish,Other,45,Non-Veteran,-158.9656804071294,C,B,C,34.94441456622562,64.35541572119504,-61.42143828708142,-94.05315803659886,D,-116.59688838635816,-47.61597850138863,C,E,B,E,-3.959480520014311,1
Muslim,Black,44,Veteran,-77.23924402547865,E,E,B,152.38376241922535,98.60917988375581,-98.82154419222276,-82.67639138379774,D,-179.19092215844418,-8.338282895544602,C,A,C,C,79.2737312222718,0
Hindu,Other,30,Non-Veteran,19.92992392943283,A,B,D,-105.35631837411579,24.348361350561756,-106.16782212705473,27.49660258452971,D,-90.31594134440594,64.86767534802664,A,B,C,B,187.1607093968681,0
Christian,African American,71,Veteran,-96.41632690775356,C,C,E,-80.54163552140064,-186.05149681253775,85.46146978758482,108.79807530612788,A,-47.69683622471551,-98.47350724978871,D,D,C,A,-293.747548646642,0
Christian,Black,37,Veteran,6.449317698477898,A,E,D,65.27417381198829,173.6494753667481,105.51807505622135,-25.145812715169914,C,40.717719945682475,-121.4286758908485,D,B,D,B,91.98260684642725,1
Jewish,Asian,76,Yes,233.47793425864327,D,E,A,87.05111334328963,-5.399917170656875,106.24163119615089,-84.43672295001889,B,31.226985780701373,-27.93305015908737,B,C,E,A,48.30128431319658,1
Jewish,Asian,32,Non-Veteran,-147.70420859949024,A,D,D,72.99293820089147,185.66738895583407,129.39309710721798,-26.729305631950638,E,-6.465564071573195,20.634190936698978,C,C,C,D,-19.28221222964324,1
None,Other,70,Non-Veteran,38.07147539927428,E,C,C,13.710685294728767,53.834553342465675,-165.0332762578336,40.22390715383704,C,93.77926616562917,39.6530044882932,E,A,C,A,-48.33847545420616,0
Hindu,Asian,71,No,64.7380807829725,A,D,B,-65.74040565210467,-144.892270950287,169.21652747553972,11.160276068796925,C,-8.905471996623595,-44.1169700244047,D,E,E,B,57.80302283828305,0
Muslim,Hispanic,57,Yes,-97.3610507945854,B,D,B,-22.15502982309611,18.710812591184734,172.6663548089564,66.30471707124782,D,53.0168116715907,16.01730528643943,A,D,B,B,34.48429379250775,1
None,Other,71,Veteran,-44.91480386308242,D,A,E,45.118607672855774,-126.8193702177683,-5.4504309445255155,84.37494863549966,C,155.1406782153379,39.16853838598683,A,B,B,C,191.74794318005573,1
Christian,Black,51,Yes,-130.7453413052692,D,B,A,128.52703982223866,-1.5322928280518457,113.2837257103438,163.49146224194553,E,-34.76362774429615,-121.48290493132873,E,D,E,E,-63.81439044616264,0
None,White,68,Veteran,-4.594783743745658,D,C,A,-169.67350547355323,205.41294716438694,16.886377287999267,70.41963298087201,C,54.801467367464454,-22.382540818051147,D,B,C,A,-65.87647043935469,1
Muslim,Black,52,Yes,27.243898217450802,B,A,C,30.00729857089099,-88.18210247480623,-63.4751657067505,20.846652251437302,E,10.33411833298043,35.34339291052225,C,B,C,E,-46.269877014822406,1
Christian,African American,62,Veteran,11.33122326360064,C,C,D,-5.850796120308271,-132.59475445112,48.75910249125231,224.06039741786924,B,2.3155449264113956,-9.59817158261555,E,B,E,E,-90.35863064373618,1
None,Hispanic,47,No,-49.3360737484696,A,E,E,-15.17623233678461,134.4293109162812,75.44417418305119,-12.134087784652486,A,-53.8070347418007,-115.00547653445261,B,B,C,D,-122.51180747974402,1
Buddhist,Other,18,Veteran,194.59185850721883,B,B,B,52.46665228333004,129.58705491784764,-154.9942824004161,-53.417962405303875,A,-17.163695717521023,9.520958148277021,B,C,C,B,127.07891983403061,0
Jewish,African American,43,No,28.70622518347255,E,D,D,67.56146442497389,-163.76913320079717,-22.10314701605611,-13.405756018409253,D,-100.99274611393867,-148.8394275856503,B,D,A,E,76.3728988466946,1
Muslim,Black,49,Veteran,-190.04341015774392,E,A,C,53.214630911685525,-28.32270203073206,131.30002823746113,23.88064572895018,E,-92.82882680055098,-77.45493254666651,A,A,D,E,-135.9980580250858,1
Jewish,African American,71,Yes,-7.083090209304574,C,A,B,60.72969714208746,-93.33798767509353,-110.9733917180207,-74.86173635876953,C,-15.26429124955387,-53.63093971530206,B,E,A,E,-13.179941377416238,0
Other,Asian,54,Non-Veteran,2.2425803833666937,C,A,A,-98.2437583321368,8.940956647343477,-26.86060849296209,-219.33096986354593,E,-150.8192521060051,129.62147143563956,E,E,C,C,190.27398219631374,1
Muslim,Black,79,No,-49.98991582616534,B,B,B,6.587627543472791,-52.65028441705504,-7.7609157863594795,-97.76937634529497,D,100.88379761954789,64.91266618687325,E,D,C,C,53.78668860948312,0
None,African American,45,Yes,-42.4867670189285,A,E,B,-144.2831423687664,-152.8615523095507,99.93267955361786,161.85505102830967,E,-8.8954681380015,-149.20251342449598,B,E,A,C,102.97950383436616,0
Muslim,White,27,Veteran,-143.6227914081981,B,C,B,-100.9609418727114,136.67054889506096,3.316015209546515,-149.3787336363709,E,93.96556628552453,-76.43774748965089,E,D,D,C,33.89088682621079,1
Jewish,Asian,18,Yes,7.922550614074549,A,E,C,65.98475736208849,-21.217221056712063,27.35217254796841,-139.23971949693492,D,152.07123286319245,56.19564440804907,E,C,C,E,64.69917197342795,1
Other,Other,53,Veteran,-2.4218394703730293,A,B,C,36.44527729970072,-118.74837080976475,151.4345066913048,-15.128513605406003,D,71.00712263406098,42.33412255862728,D,E,B,A,3.7495946306904018,0
Christian,Other,69,Veteran,-2.0825003350295814,E,E,A,-0.6197859896846944,-88.88831480163454,-13.320177216988544,-99.62524110000874,D,-65.18324430209314,-115.17278329968907,C,C,D,B,136.40670812440803,1
Buddhist,Other,34,Yes,120.17244637745608,A,A,C,-41.42531734351964,194.33164811113022,-43.28841807447713,-91.33488829225601,A,-38.093139445507326,52.315840761108866,D,D,A,C,51.88593353297767,0
Other,Black,26,Veteran,-49.16309853408934,E,D,C,206.386174434761,91.18481109154686,85.51995062602518,-87.30783778056764,A,4.056611984326448,-58.14845438147862,E,B,E,D,-187.46563613168993,0
Jewish,Asian,56,Non-Veteran,72.76959121187241,B,E,B,-194.0089602353435,6.894890948452173,-184.7578487319778,12.193693117477968,C,-114.38340917999955,-54.613422575397784,A,A,C,C,-98.1170047036696,1
Muslim,Black,21,Yes,2.4750330509682765,D,A,B,68.13527500925247,-91.87376515480595,45.94532887829792,47.52827081356049,C,196.7391382821748,-70.79440148636344,E,B,C,C,4.676951994343492,1
None,Hispanic,24,Non-Veteran,1.2087517890786545,C,B,A,24.7255465985332,96.99079312902913,-71.77187064712747,34.90558035997272,E,-116.64944930268784,-53.00275827868579,B,B,A,D,-36.59095252003043,0
Muslim,Hispanic,58,Yes,-89.75610554619031,A,A,D,87.53134897370032,24.739267213336348,193.8581461188145,0.19010850683511055,B,-61.84579241613876,113.41873232646158,A,D,A,A,50.68975019197901,0
Muslim,Asian,67,Yes,21.6660897224317,A,C,D,-28.701549665834236,5.651352433604123,-93.48892634949456,58.90813037981012,D,146.1592709091216,-130.32583140864233,A,A,B,B,-17.87446316429893,1
Hindu,Other,34,Veteran,-171.1936854796515,D,B,B,-95.16186882604045,-38.76286404918135,102.4481133199638,86.09775229202276,B,-48.79850905944886,46.18253573329631,A,D,B,A,98.5960117137493,1
Jewish,Other,30,Veteran,3.650751592764899,E,D,E,180.51127940466205,103.19182652103866,110.74026764863483,53.83486619574318,C,-100.64693414385921,98.07943957870361,E,A,D,E,-3.1778408888276877,1
Christian,Other,20,No,-166.14345283570276,E,D,C,271.6036675628076,42.711759289459565,136.26061320708365,205.05880575765886,B,0.0898881876926201,41.7789097697591,A,D,A,E,-57.816682022429255,1
Hindu,White,29,Non-Veteran,12.190002675107788,D,D,E,4.491531853851257,80.50004681931182,36.010557278220915,125.63753034252024,B,-142.46777627086954,-5.72822948493648,B,B,B,D,42.70375436528251,0
Muslim,Asian,45,Yes,-6.709651039203796,B,A,B,-23.98379597690294,23.580316426460826,-4.401045916144949,-11.840770038968099,D,-105.90303971539134,25.577683547535262,A,E,C,D,-80.08347475417615,0
None,White,61,Yes,67.8783958622036,E,A,B,186.9228041745169,100.2923471894517,24.484717635983063,-86.83979102732664,E,-106.1703591719435,-42.83734270472797,D,E,B,C,133.57080994059805,0
Other,African American,27,Non-Veteran,7.308361902142221,C,D,B,-9.309368358475227,66.08833795670347,55.84639596441166,-184.07680001881107,A,-81.26571927680884,83.695184303937,A,A,A,E,16.922803653864886,0
None,Asian,54,Non-Veteran,66.0559840161294,D,B,D,115.6205898351886,-106.38975245607996,-16.258096031188984,75.68847547209798,C,109.47859155211094,32.162544420890555,A,A,C,C,42.5125714912239,1
Jewish,African American,70,No,-359.6868007564989,D,A,B,28.753101587926817,-32.09432814577719,160.337498316759,102.97447103267329,A,-143.40049836965264,17.881539318897648,E,D,B,D,-196.4105745739729,1
None,Hispanic,50,Veteran,-43.96918478386574,A,A,D,-64.14435547978856,-113.83196168811631,-103.36537205122764,134.61406986538188,C,96.03458671675745,-97.54714700847052,B,C,E,B,147.85089190967403,0
Jewish,African American,31,No,70.51947790656024,E,A,A,61.95344753719956,-50.14615215344156,-13.84100712185537,142.1941821038371,E,86.8422468546136,110.07291442008398,D,E,C,A,212.94737528232952,0
Other,African American,39,No,-44.85497588382893,A,D,D,-149.62848539975982,-100.56255971742492,13.541536138820415,108.69608651686768,E,3.791340821359938,-57.513624633774455,D,D,A,D,-27.06378543167377,0
Christian,Black,63,Non-Veteran,49.47716207014168,A,E,B,-205.62805023322716,272.734487867469,18.609903799989624,-166.2404352756011,D,-133.11569709755338,78.86204707850264,C,B,B,B,18.026982357391123,1
Muslim,White,59,Non-Veteran,87.09052556308434,A,C,B,150.1669044363868,134.43517114419902,91.83682076117823,-108.23417415769087,D,-0.4428488077158695,-293.82258508904204,C,C,E,D,37.18583024091942,0
Buddhist,African American,56,Veteran,-58.48924335646314,E,C,A,4.081621657914454,-37.36963864548082,79.33413801660386,-201.28788397839205,B,36.4243261952281,43.41560881168533,E,B,B,A,7.308724864489727,1
Muslim,Asian,21,Yes,-53.90099638052769,D,B,D,86.93626737959266,67.6653906950093,-14.88150255953284,-88.88791209940426,E,34.743365130847906,-125.02957038748465,D,C,E,C,56.31042471519927,0
Jewish,Asian,32,Veteran,18.700344626596564,B,D,B,-47.41874826182846,-136.4968614217221,255.78389742018484,-50.4505513510671,E,-135.20309897934715,133.62189048599475,D,D,A,A,-85.68692415144284,1
Jewish,Hispanic,37,Non-Veteran,-164.8272899034096,D,D,C,-72.06755864697155,26.101691088167378,162.11993854669566,-92.11271783596793,C,-135.70050793507957,-173.5953123284069,D,B,A,E,-80.72587014158195,1
Muslim,Hispanic,18,Non-Veteran,-35.19594176295267,C,C,B,74.05638188373024,-133.76548113288115,56.044794203638595,72.56919086832893,E,142.8549732934603,-67.49905441163374,D,A,B,E,-63.02520127720083,1
Muslim,Other,66,Non-Veteran,184.31245215123008,D,E,E,-109.42030228928633,-76.37239859869015,48.80743295305338,101.11191540366242,C,88.14226715509669,188.709287926407,D,A,A,E,-169.34311859412205,0
Buddhist,White,33,Non-Veteran,10.788956396595959,B,C,B,-110.12061739358967,-69.08919371478831,-12.053857130267534,17.062743452729702,E,21.924653427677015,-34.28643129367331,C,E,D,D,-36.31609515949152,1
Other,Other,78,No,-36.514744729408875,B,C,B,-123.70649179000432,122.18061697269067,-153.53857087604916,55.55610769494383,D,18.595532141666173,64.55198384624691,C,B,A,B,177.13702720553374,0
Buddhist,Hispanic,59,Yes,46.528481931041895,E,A,B,-196.3853058571107,-57.79740302870366,40.34714335634838,-25.349012732512975,A,-8.559118679116422,-110.1281681406705,C,C,B,B,-70.46872466883666,1
Buddhist,Black,44,Non-Veteran,28.123045425353776,C,A,C,-89.16539652205357,140.63034717391213,-46.49282429522739,201.73853729767671,C,-54.12699831950975,-18.578335659166374,A,E,D,C,-104.77679197255046,0
Jewish,African American,18,Yes,-6.021303027050968,B,C,B,-17.899264643023955,65.75467808220759,-27.64257524404343,125.08036820493254,E,0.40402663804296235,190.0320674753862,C,D,A,A,80.81282698320936,0
Muslim,Black,67,Veteran,-139.63590207551124,C,E,A,70.9026176453052,121.94707122865229,70.64883237396347,36.47721892677494,B,-33.536402892430985,51.32461254809782,A,A,C,A,-155.05120292062662,1
