nation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
China,A,C,B,A,E,B,C,C,-0.6362809093484402,-2.6836891231088367,B,1
India,A,A,C,E,D,B,D,E,-29.77735399278711,116.4468841638439,E,1
Germany,A,C,E,A,C,E,B,D,-57.727050602490735,77.76081001224358,B,0
Germany,C,E,A,A,A,D,D,C,-78.57812217293285,54.53358186319057,A,0
India,D,C,A,B,D,C,E,D,239.65493892653564,60.13063380465928,E,1
UK,E,D,E,E,D,D,C,C,8.788435772191844,-35.45266978318225,D,0
Brazil,C,C,A,A,E,A,A,A,103.84623311041112,-211.98626071863066,B,1
Germany,A,C,A,B,B,D,E,A,-109.59823260097794,60.383656799715254,D,1
Other,C,A,D,C,A,E,B,E,197.29290552643462,-135.15917189442132,E,1
India,C,C,A,A,C,E,A,E,61.99865262782402,-92.9749693886381,E,1
Mexico,A,B,D,E,A,D,A,E,-74.25290079734164,-52.6358100414409,A,0
Germany,D,E,C,E,E,C,A,B,204.7889133847677,-43.56250806121898,B,0
India,D,D,D,C,B,B,B,A,-28.053308878832283,86.5546616529411,B,0
Germany,B,C,D,E,C,C,D,E,96.14639289247893,-51.14253851881645,D,1
UK,D,A,E,A,B,B,A,E,63.80131835009806,-23.975433776513565,B,1
Other,D,C,E,E,D,A,C,B,-85.58745703531176,-16.95838500492676,B,1
US,C,D,B,C,C,B,A,D,-91.7749518550148,-170.49282665669938,E,0
Mexico,E,C,E,A,B,A,D,A,17.808127064389836,-16.52371358775152,C,0
UK,D,B,B,E,A,B,C,A,21.23760761330371,-115.67295353635565,C,0
Brazil,C,D,A,D,D,D,B,B,-87.30116154622745,83.57545305408902,E,1
UK,D,A,E,C,A,B,D,C,26.517866676390906,3.5557478684250645,E,0
Brazil,A,C,A,D,C,A,C,A,-132.90335763633033,81.48821024109031,B,1
US,B,B,A,D,B,C,E,A,54.45794269473955,39.550258347080884,D,0
India,E,C,A,D,A,A,C,D,-134.7452581982196,-103.71589806055171,E,0
UK,A,C,E,A,D,E,A,A,-47.35306897114944,-6.813050209720576,D,1
Brazil,A,D,D,E,A,A,E,B,-21.20732538054041,56.20466291381696,A,0
Mexico,A,B,B,C,A,A,E,D,-83.20946220678344,-81.51745346064995,E,0
India,B,E,B,A,C,E,C,D,-12.92705710407714,95.73085923259788,B,1
UK,D,E,B,A,D,E,C,E,152.94894069599889,-30.838329884672895,B,1
India,D,A,A,B,A,A,D,E,-58.70356852156659,8.930390050125766,C,1
Other,E,E,D,E,D,D,D,B,108.73236750022501,47.33379481814737,B,0
Other,C,A,D,C,E,B,D,D,-113.34723065222563,69.24522606116473,D,0
Mexico,E,D,E,B,E,A,B,E,42.48298930821486,6.996435656124065,C,1
Other,B,E,C,B,D,A,D,E,114.0570185253895,-37.35912855398848,B,0
India,C,D,D,E,D,E,C,E,16.05375885102597,-12.552016930798832,C,1
China,E,E,E,B,B,C,B,D,128.70440070810366,-70.28685975594094,C,1
Brazil,E,C,D,A,D,C,B,D,1.9742234836239552,124.59114685491919,D,0
US,A,B,D,D,D,B,E,E,22.629152371371852,78.03218802341428,C,0
US,D,E,A,A,E,E,E,D,49.554805480120294,-68.5766285902043,A,0
Other,E,C,B,D,B,D,C,D,-84.56833970277131,64.57208582865255,E,0
Other,D,C,C,B,A,B,A,D,-141.08811074240117,116.36158874980981,A,1
UK,C,C,D,A,B,B,E,C,102.47514594167349,-22.240780744271074,B,0
Other,D,B,E,B,E,C,A,B,25.443629086279945,-61.929915153871484,C,1
India,D,D,C,B,B,D,D,B,-12.7421272655606,-158.67660176826948,E,0
Other,A,A,A,B,C,C,A,B,-34.456097270365035,-23.161754099099852,B,0
Mexico,B,D,E,E,C,A,B,E,-23.539514300821523,-24.404754584421962,D,1
UK,D,A,E,A,A,B,D,D,-72.8002163230079,-112.56928618949786,B,0
UK,E,D,B,D,A,B,C,D,-10.916232230670063,9.125040289894603,B,1
US,D,C,A,D,B,C,B,D,54.39378722414669,50.742897645559026,A,0
UK,B,E,A,E,E,B,E,C,-46.68953584369644,-145.1849198571697,A,0
India,E,B,A,A,A,A,D,C,-135.94339241350158,45.304573989813285,B,1
UK,D,E,E,E,C,D,A,D,28.28675036946772,142.408622925903,D,1
India,C,A,B,C,E,C,A,E,-78.7943833191814,-14.863900755142827,C,1
Brazil,A,C,A,A,A,B,A,D,-91.5194311290744,154.07931077347376,E,0
Brazil,A,A,D,D,C,C,C,A,152.04094865929832,-91.09441857648531,C,0
Brazil,A,A,E,C,C,E,D,C,54.21427191349465,7.086639972306412,C,1
Germany,B,C,A,D,A,A,D,C,-2.8758684522614226,38.59523895839603,C,1
Mexico,E,A,B,E,E,D,E,E,-221.6028572020983,-24.59539340580269,D,0
China,D,A,E,A,A,A,A,E,8.19251284630977,4.704785769587368,C,1
Germany,B,D,D,D,D,B,B,E,-76.18242082456331,0.3432304287016905,D,0
US,D,D,B,C,B,A,A,B,-42.09013464230315,74.63820633245724,D,0
India,A,A,D,D,B,A,D,C,-209.6817460737972,-180.41345736257114,A,0
Brazil,E,D,A,A,E,B,E,A,-18.561819054647515,110.5980896554994,E,1
Brazil,C,E,B,A,B,D,C,E,-111.7587139953666,-61.27057642991864,B,1
China,A,C,E,B,B,C,E,C,123.1943317780396,-89.0146516366865,C,0
Brazil,D,D,C,A,A,C,B,C,-73.27955171008502,19.91875268726012,E,0
China,E,A,D,A,C,C,C,E,150.3102533499971,50.2531759271853,B,0
China,B,B,A,D,D,B,E,D,-34.9564881008893,123.05013303963526,E,1
UK,A,B,C,B,E,A,B,A,82.49855304046694,21.068039372528755,C,0
US,C,D,A,D,A,D,D,E,-185.49166399601256,56.81068939987705,C,1
Other,C,A,B,A,A,C,C,A,-139.05247979492785,-0.6421382221352088,B,0
China,A,C,B,E,E,D,A,C,-14.283825370967088,133.45780734702893,E,1
UK,C,A,C,C,A,B,B,C,38.30689336166987,36.8507950569305,B,0
US,D,A,C,B,B,B,A,B,-120.90184185929166,44.597875801791695,B,0
Brazil,E,E,D,A,C,C,C,A,26.5565785444974,-37.3884246115772,B,1
UK,E,E,C,C,E,E,B,A,15.72924966881866,-17.539379633039403,E,1
India,A,E,A,D,D,A,C,C,136.5285756505279,112.40208814461934,A,1
Mexico,C,B,E,A,E,B,A,A,39.93342351873244,-43.738541879736545,E,1
Other,C,E,E,E,D,E,D,B,-44.92192641783883,59.522402495952996,C,1
Mexico,C,D,B,E,E,D,E,A,-22.441704648558204,-35.260242954115824,D,1
India,D,A,D,B,D,E,D,D,-79.53538134498235,151.22883980079428,B,0
Other,B,D,B,E,E,E,E,E,42.50407926372682,34.42925674632127,C,1
Other,E,C,E,D,E,E,E,D,-131.32440759356405,163.89012749147048,A,0
US,A,D,D,B,E,D,D,A,-22.84465350518861,-46.49585624986325,C,1
UK,A,D,A,C,B,E,B,A,65.69516832524047,-42.33027307380898,E,0
Brazil,D,D,B,E,A,D,E,B,5.762735212985189,-124.005605194253,E,0
India,B,A,C,C,D,D,D,B,193.5395087288182,307.1877499163329,E,0
Brazil,E,A,C,E,E,C,B,B,-52.168951448262376,13.529612312346359,C,1
Germany,D,D,E,B,A,D,D,E,-80.85682924099382,-38.85965179692655,E,1
Other,D,D,B,C,C,E,D,D,55.74129148287707,-81.1796588374307,E,1
Mexico,C,D,D,C,D,E,E,C,46.20833206330319,147.04558960095454,A,0
Other,A,D,C,A,D,D,A,B,75.96919348873439,-0.9479194828405838,E,1
Mexico,E,E,B,D,A,E,E,A,67.42751317257257,76.62768108969222,A,1
US,B,E,A,D,B,A,E,E,99.79313246268173,77.8858723562782,E,0
China,C,C,B,D,A,D,A,A,-106.38128090836727,-22.62638305283556,A,1
Brazil,A,E,C,D,B,C,D,C,-102.78904122751185,9.709779969101287,A,1
Other,E,B,D,C,D,A,B,D,-135.73381035089145,-25.45657947300443,E,1
Other,A,B,A,D,B,B,D,B,85.74364960800625,-36.8298204754362,B,1
India,E,E,A,D,D,D,B,B,-18.63948373833298,102.78353771054596,E,1
Brazil,B,C,D,D,B,E,B,D,-40.75194441026629,70.77856258742152,C,0
China,C,A,E,C,E,D,A,B,37.089607229839075,96.8311128183374,D,1
UK,D,C,C,A,A,A,E,A,49.00826491663784,152.4235232592779,C,1
US,E,E,C,E,D,A,C,E,-114.44990072796874,-20.229795607010516,A,0
UK,C,B,C,A,D,D,B,B,-49.15442659269386,83.34616409950257,C,0
India,D,B,E,C,C,B,E,D,-112.3018084548886,-88.85883493908567,A,0
India,B,D,B,E,D,B,C,D,54.068170051371524,61.040558583138285,C,0
Mexico,C,A,C,E,E,B,A,B,-86.31373813320896,22.04994307394969,E,1
Other,D,C,B,B,E,D,B,A,63.71234490628845,93.94473548025522,B,1
Germany,A,D,A,E,D,A,B,A,68.74436139047017,-19.26299171551082,A,0
China,D,E,E,A,E,C,C,A,6.872154827935967,74.42780370595442,C,0
Brazil,D,C,C,E,A,E,E,D,-88.1502146333801,37.06456045645332,B,1
China,B,D,C,E,B,E,D,C,73.35636385342563,39.36599585068099,D,0
US,B,E,A,B,A,C,A,B,171.02831700629878,-53.268774634518145,B,1
Germany,E,C,A,B,A,A,C,E,-230.6520557591826,-156.23027774102616,B,0
Mexico,D,A,E,B,D,B,B,A,23.099498642008168,38.56359944052994,C,1
Other,A,D,D,D,A,D,D,A,38.56811360140316,-63.474705037346446,C,1
Brazil,A,C,B,E,D,C,D,B,-42.54089860902913,24.911009030531122,E,1
Germany,B,E,D,C,C,C,A,E,80.93706252709033,43.91569334628694,D,1
US,C,E,A,C,C,E,A,B,-80.18840279033196,-117.23103525027892,C,1
Brazil,E,C,E,C,D,C,B,C,141.9533226480792,-149.07701511177982,C,0
Germany,A,B,E,C,A,A,E,B,-150.36675612636085,63.87904767565241,B,0
US,C,B,E,A,D,E,C,A,23.57689675775068,-163.5502888037448,C,1
Other,D,E,C,A,B,A,B,B,36.88955495519836,-59.638066576527116,D,0
Other,B,E,C,E,E,B,B,E,6.941858730556673,40.881834730165444,B,0
China,C,B,A,D,C,C,E,B,-55.15733298280541,28.500267963713515,E,1
India,B,C,C,B,A,C,E,E,-24.958847555703983,-143.7391704022516,A,1
US,D,D,B,B,C,D,B,D,156.9918052410198,135.18107080764972,A,0
Mexico,B,A,C,D,D,E,B,A,85.71676921739889,109.03546667785517,E,1
Mexico,D,A,B,A,D,A,E,D,-94.44944353495426,7.483247209910211,D,1
US,D,A,B,E,B,B,A,B,-36.895478595008946,31.32788181207149,C,1
UK,C,E,D,A,E,B,B,A,107.04754749891143,94.57643897617707,B,0
Mexico,C,E,E,D,C,E,E,D,162.81004658044156,-156.2265692193734,E,0
US,A,B,E,C,A,D,B,B,-144.01013327206385,-33.376277050789504,C,0
Mexico,D,A,D,B,A,B,C,C,10.132411691998268,-177.2321972244601,A,0
China,E,D,B,C,C,E,A,E,174.3845878420977,23.98387102694792,E,0
US,B,D,B,A,C,A,C,C,117.05171970514164,-89.39370470664824,A,1
US,D,C,B,C,D,B,C,E,114.66417627488357,-34.29433566230344,E,1
Brazil,A,C,E,C,C,D,D,D,-22.448001768536326,154.30718623418323,D,1
Mexico,C,C,B,D,C,E,B,E,80.08730423696318,-53.266988699701756,E,0
US,B,A,A,A,B,A,B,B,-55.81851289299627,-41.678019890805885,C,1
Brazil,B,A,D,B,C,C,C,E,26.116608940594276,-5.864246152659692,C,1
Other,B,B,C,C,E,B,B,A,-13.981723624429913,-118.04037502037188,E,0
Brazil,C,D,A,E,A,E,D,B,121.04785583662067,-38.28691782146033,B,0
UK,B,A,C,C,E,B,A,A,1.9265453944852462,-30.276009824944282,B,0
India,E,E,B,E,A,D,B,C,-34.224986314472915,-149.59221922680567,A,0
Mexico,C,A,D,A,D,E,C,B,-30.4821142829032,-313.97499726759446,A,0
Germany,E,E,A,A,E,D,B,C,-17.855975078743196,-128.54894917316753,B,1
Mexico,D,B,B,B,A,E,D,C,19.475028538077424,14.847237378134839,E,0
Brazil,C,C,A,A,E,C,C,B,15.022609442756538,2.8593509578416407,A,1
Brazil,E,B,E,A,B,E,B,D,9.477515047401939,66.00665478203993,A,0
China,A,C,E,B,A,D,B,B,307.5766467486266,228.17920297687064,E,1
Other,E,B,D,B,C,B,E,B,-12.287662449535313,137.06320290906004,D,0
China,B,E,E,C,E,B,E,C,-109.97109128474058,-83.48646664526647,D,0
China,B,D,D,D,C,C,C,C,73.92643212644622,41.04346045621455,A,1
US,D,E,C,A,B,B,C,B,-8.97796965228784,-51.629414742537996,B,1
Mexico,D,E,C,A,D,D,A,A,18.37254649378299,-54.0484425948503,D,0
UK,B,E,D,B,A,C,C,C,-126.01711806811397,96.3124434358188,E,0
India,A,E,C,B,C,D,D,C,2.662145772550943,-63.1838397732762,A,0
India,E,C,B,A,D,E,E,B,-43.135976577904415,-165.80290511980672,E,0
Germany,E,E,C,E,C,E,E,C,73.03159908674772,4.32511757064296,E,1
Mexico,D,B,D,D,D,C,C,D,46.20617107998971,-120.43318702204127,A,0
Other,E,E,B,A,C,B,E,D,-44.80104162908036,87.63995477879222,B,1
Brazil,C,C,C,D,B,B,B,A,143.81821998190787,64.45993601605244,C,1
Brazil,B,E,E,B,C,A,E,C,33.43560459054141,-100.69529138028419,B,1
Mexico,E,E,B,E,A,B,C,C,23.861280263273656,-56.80748632943904,E,0
UK,E,D,A,E,B,A,A,C,-93.73165316606227,97.89816837717115,C,1
UK,A,E,B,B,D,B,E,D,-77.56916204622368,91.2113668319383,B,0
Other,A,B,B,D,E,C,D,E,-66.2066526915932,22.848335321610016,D,0
US,C,B,C,D,E,C,E,C,4.820221972282411,-94.92328708857556,A,0
Mexico,D,B,D,B,D,A,C,E,42.448629880330444,-90.5588226804524,B,0
Brazil,D,D,A,D,E,E,E,E,-18.2003615765738,-38.17668507652648,C,0
India,E,B,B,D,A,C,B,A,53.07599496545004,117.2874276913018,C,1
Other,D,B,A,C,B,A,D,A,229.04160528617675,-104.34213941999697,A,1
India,B,B,C,A,D,A,B,D,-232.92310989207326,120.55961477155223,E,0
India,B,B,B,D,C,B,E,E,-27.891433060026667,-17.9608064521282,B,0
Mexico,C,C,A,A,E,A,D,B,-47.17686752420264,57.433174664381795,E,0
Germany,E,A,A,A,E,C,E,E,61.79015955073379,134.67584180444885,B,1
Brazil,B,B,B,A,B,E,A,C,-37.29320221095932,-39.66703698201603,A,1
Brazil,D,B,D,D,B,A,B,A,-10.610059307201336,-62.411487445819645,A,1
US,B,C,D,E,E,A,C,A,-32.83581075124376,117.59216533594208,C,0
Other,B,A,D,E,A,C,D,B,-43.58094106921154,16.33323599486138,C,0
UK,A,C,E,E,E,A,A,B,-18.51848713771342,26.727500186929635,E,0
Germany,D,D,A,E,A,B,A,B,-81.5876839739221,-74.33443421137153,C,0
Germany,C,C,E,A,A,E,E,D,-38.07046652550559,-18.272187870139568,C,0
US,B,C,A,D,C,E,B,C,-163.81423789888547,-109.55143533863713,B,1
China,B,C,E,B,E,E,A,D,-42.42179568354529,26.91758891331592,B,0
Mexico,B,E,D,B,E,E,B,C,-62.364477893890914,86.4396239657087,C,0
Other,B,A,E,B,D,E,E,C,-139.9136455094511,-56.262255812466734,E,1
Brazil,B,A,B,D,E,A,D,E,-15.891396073524907,-113.47889970756964,C,0
Mexico,B,B,D,D,E,B,D,A,-64.27319973216348,91.04342930378237,B,0
US,C,E,C,C,D,E,A,E,122.69501672697683,77.8814895888606,A,0
UK,D,D,B,E,E,A,A,B,70.94434017517105,152.4113890849465,A,1
China,C,D,D,C,A,C,D,B,8.715537004561938,-7.485870591707747,A,1
Germany,A,A,A,C,D,E,E,D,-60.69701515227701,-33.433757132764484,C,0
Germany,C,B,D,C,A,A,E,C,-3.5063383556647794,-83.68265898706811,E,0
Mexico,A,E,E,D,C,D,B,D,-14.326874357210642,84.5656591742669,A,0
Germany,A,E,A,A,A,A,A,D,-23.04116929408692,-67.7000165742901,D,1
UK,E,B,A,C,B,D,B,D,-187.0599661642257,-237.8851826629211,B,1
Germany,B,D,C,C,E,B,E,A,69.44610079083549,-51.726603652847814,B,1
China,E,C,C,C,E,C,A,C,35.16795696501868,97.52424672087379,A,1
Brazil,A,E,D,C,D,B,D,D,-150.55793383677874,-112.03351542241064,A,1
Germany,E,C,A,A,A,C,A,E,18.533033743291032,-29.08462124596984,C,1
Other,A,A,B,E,B,C,B,A,-15.235036029561295,130.26027796376349,E,0
US,B,D,E,B,E,B,D,A,122.40958941420506,124.16095615024992,C,0
Other,C,E,A,B,B,A,D,E,-96.8365348709813,-32.20447409137874,A,1
India,B,E,E,E,C,C,C,C,108.03985196387758,-23.04407575144654,D,1
China,C,C,A,B,D,B,D,C,-127.11458735942152,-53.356600716137834,B,1
Brazil,E,C,E,B,B,E,D,C,-14.857706459850586,4.541200584174554,E,0
US,D,D,A,E,A,C,A,A,-19.374503460107245,-120.85619149107578,B,0
Brazil,A,E,E,B,A,B,B,C,229.86468500439682,-41.699187295551596,C,1
Mexico,E,B,D,C,C,B,E,C,-121.24108488352267,-243.17865977356868,D,0
Brazil,D,A,E,C,B,C,E,C,196.84757753011928,-163.38005290601706,E,1
Other,D,E,C,D,E,D,C,E,-78.80686516740208,-54.27525439122828,D,1
UK,E,C,B,D,A,D,B,A,63.8327678857385,85.11331037108162,D,1
China,E,A,E,E,C,E,A,A,47.28460638314427,-67.75255469558516,A,1
Mexico,A,C,E,A,E,A,D,A,-65.31700404160206,89.44084932817981,C,1
China,A,C,A,A,B,A,D,E,-98.56650468075297,64.93870564592821,B,1
India,C,C,D,D,C,D,B,A,16.98152710621722,140.80266119385948,A,1
Brazil,D,C,B,A,C,E,A,D,120.74393848741335,-80.86918484220767,E,0
Brazil,A,D,D,A,B,D,C,A,-13.066309470246958,-46.09643282045074,B,0
Germany,A,A,B,B,D,D,C,D,-136.54915159262745,68.51860759384797,B,0
China,E,D,D,C,C,A,D,C,-127.77247639824185,-23.805712764172572,E,0
Brazil,D,A,E,D,A,A,B,D,-3.01149831319673,-166.02382403958717,A,1
Mexico,D,B,D,C,D,D,B,B,-35.33492437597553,274.57490969101286,C,0
China,B,D,A,D,B,D,A,D,64.02411652283936,50.954166690145485,A,0
Other,E,D,D,E,A,E,E,D,33.781069843766446,-32.089755571573065,B,0
Mexico,B,E,B,E,E,B,E,E,88.92902442300898,-7.569805972507041,D,0
Other,E,B,D,A,E,A,A,E,149.8624156892013,-78.57859289403713,A,1
China,C,D,D,A,D,E,E,E,-152.13384153571522,-93.44934987223343,A,0
China,B,A,E,B,A,D,A,B,-144.7127166582993,-117.91103391881796,A,1
Brazil,E,A,E,C,B,C,C,E,163.46426431957127,-56.224501829110174,A,0
India,E,B,E,D,A,A,A,E,-14.175871991856386,-72.05746808445764,E,0
US,C,B,E,C,E,D,B,E,-221.7445791188922,42.38994640025315,C,1
China,B,D,C,E,B,E,D,D,-97.45410801167729,139.5921288633582,A,1
Brazil,C,E,B,B,E,C,D,B,-26.45048516302011,-163.5568480816793,D,0
UK,E,B,B,E,D,A,D,C,-191.13350285061185,54.565863971497194,A,1
India,A,D,C,E,D,A,B,A,-52.2803165483363,59.81345983724838,B,0
Mexico,A,E,B,E,C,C,B,E,346.57241392754605,-33.84387981235498,D,0
Other,C,E,D,C,B,B,B,C,139.0725840781246,-55.92690432651381,D,0
China,E,E,E,C,E,D,A,B,161.13238043788226,2.86663077703046,C,0
Germany,A,D,D,C,E,D,E,D,21.565552982377355,45.69491998791212,D,1
Mexico,E,D,D,A,C,E,D,B,-105.2807585169718,101.21568724445096,A,1
Mexico,E,B,D,C,B,C,C,C,22.42845255960051,-29.60190340984851,E,0
Brazil,E,B,D,A,A,C,D,E,141.8996828227608,-70.97620447267713,E,0
US,C,A,E,D,B,E,D,C,11.11503796183217,-15.570181952740292,E,1
China,E,A,D,A,A,E,D,D,115.6417089843766,-43.14675734156206,E,1
UK,E,B,B,A,B,E,D,B,-64.39042893448735,30.073101711456278,C,1
India,B,A,B,A,A,D,A,D,-76.27503458029543,-52.156385928176576,A,0
Mexico,D,D,C,E,B,E,B,B,-256.4997485423684,34.63053476885604,C,1
US,D,A,A,D,B,A,B,E,83.89010115218653,-85.22243991743913,A,1
UK,B,E,D,A,C,E,D,C,-97.67318463417438,6.867857768817869,E,1
Other,C,A,D,A,B,A,B,E,-64.42963296808917,-16.399088368482726,A,1
Mexico,D,B,A,B,D,D,C,D,-97.80883189132314,128.828394671283,B,1
Brazil,C,E,C,B,D,C,C,D,17.867523098930736,31.185179212016585,A,1
China,C,A,B,C,B,E,B,B,51.38966921880851,-77.4493849300407,B,1
US,B,C,D,B,B,C,D,D,12.866659148447274,106.36853537233215,C,0
US,E,D,D,E,E,D,A,E,-136.29983414576782,80.51485016388659,C,1
China,C,C,B,A,B,E,B,E,84.23738054706946,-13.692960618137114,A,0
Brazil,D,A,B,B,E,E,E,D,120.48853222152314,-9.495755862442481,C,0
Germany,D,C,B,A,A,A,D,D,58.31741688232318,-192.7739610491399,B,1
Germany,C,C,C,D,E,C,B,C,42.83760348350752,52.18689560022168,C,1
Mexico,C,A,D,B,C,C,D,B,91.23859692265587,29.085241610770048,D,0
India,C,D,C,E,A,C,E,D,80.3546411484637,39.77524533982037,B,0
India,C,A,C,C,C,C,B,B,-44.64489239982915,40.43663306760266,B,1
UK,E,D,C,A,B,C,B,E,-9.700353786708515,-3.4051898977142963,B,1
China,A,D,E,A,C,B,C,D,102.76092515460068,-23.71055828890345,C,1
Brazil,C,C,E,E,E,A,D,C,-73.05754424696873,-120.3379068358141,D,0
Mexico,E,C,D,A,C,A,E,C,-139.05091297858087,190.00870382478075,E,0
Brazil,D,D,A,A,B,B,D,E,172.12387199917234,151.50087516600584,E,1
US,D,B,E,B,E,C,C,B,150.19547219973566,26.552738591085912,B,1
UK,D,C,B,B,E,B,D,D,114.13842399247038,35.35687358715348,D,0
Brazil,A,B,E,D,B,A,B,A,72.75481142261172,114.80853165989477,B,1
China,A,A,D,E,D,E,E,A,-34.469458916882736,89.220510684751,C,0
Germany,C,C,C,E,D,D,A,B,53.4517432821527,-114.82337359780797,A,0
US,A,D,A,D,D,A,E,C,-38.41040419887844,-150.78248282973323,D,1
US,E,C,E,E,D,A,B,C,-36.835194889616425,76.87691729539358,B,1
Mexico,B,A,E,C,D,E,B,B,223.56364978508188,-28.30947645470312,A,0
US,E,D,B,E,D,E,B,E,-207.04053898264664,-12.208280966690408,E,1
Other,B,D,E,B,D,D,B,C,90.10462217750924,26.93894719588276,D,0
India,D,E,A,B,B,A,C,E,-158.21366907978057,135.57848677385425,C,1
Brazil,A,D,E,B,D,C,D,E,59.006717904828264,-56.76472807830165,D,1
India,C,B,C,C,E,E,D,E,243.92761515594268,-158.5771880906719,A,0
Mexico,B,E,D,E,D,C,D,B,-59.04861898604926,0.1400756689304398,C,1
UK,A,E,D,E,D,E,E,E,76.34135354181727,191.940788578332,B,1
Brazil,C,A,A,E,B,A,E,B,-147.14689009799747,-0.2849945446309188,E,0
Mexico,A,C,C,D,C,B,E,E,6.452532471694905,223.92771996666747,A,1
Mexico,B,D,D,D,D,B,A,E,106.45873181238346,-79.96637796266482,C,0
Brazil,D,C,D,D,B,D,C,D,-49.02751487403263,-93.72723220723925,E,0
UK,B,A,D,A,B,D,C,A,107.3112679359364,-34.2585902078938,C,1
US,E,D,A,D,D,D,D,B,-21.917679920130205,-39.422891263617174,C,1
India,D,D,C,E,C,B,C,A,225.65214781341632,-54.32933916846121,E,0
Mexico,A,B,A,A,E,A,B,C,-94.17245524446137,-92.94648115668214,C,1
Mexico,E,B,C,D,A,E,C,D,-15.775224280754824,-27.790185448019777,D,0
India,A,B,B,A,E,D,D,B,-257.33775090998,47.199292180373995,D,1
UK,C,D,C,B,D,E,B,C,255.88399870440202,-100.94518714007627,D,1
China,D,E,B,D,C,B,A,C,-3.2992843543954224,136.66194749343666,A,0
UK,D,E,A,E,D,B,A,A,88.5198093690645,12.604500347761213,E,1
UK,E,E,A,C,E,B,D,C,136.6528400459585,-36.0558389537528,B,0
UK,C,B,D,D,D,E,B,D,14.184636893283098,26.370880605960682,C,1
Germany,A,E,D,E,C,D,B,B,58.34291386884988,16.05829433955913,B,1
Brazil,A,E,C,A,A,A,D,B,-107.41873760547433,2.7086320667029775,A,0
India,E,D,D,D,C,E,A,E,43.75845079475706,-28.868483939412474,D,1
Mexico,C,E,B,B,D,C,A,C,-154.6700048447068,-2.8576895872433923,B,0
Mexico,E,A,C,B,B,D,E,A,-92.71977374596317,56.99380226837355,E,0
Mexico,E,B,A,E,B,D,B,D,-125.75495208091492,99.86787445625744,E,1
UK,C,C,A,B,B,E,E,D,-187.74627827463775,30.859172113506574,D,0
China,B,D,D,A,C,D,D,B,103.26256004108136,-59.5783944941886,B,0
Germany,E,B,E,E,A,C,C,D,-156.81761819596503,74.95732418281209,A,1
US,A,A,A,A,B,E,D,D,102.57252698379848,30.83774745823588,C,0
Brazil,C,D,C,D,E,B,B,C,-53.912823865456794,43.777065653474764,C,1
Other,C,C,B,C,D,D,B,C,8.759843126903032,-27.48257236178971,E,0
Brazil,C,D,C,A,C,B,A,E,-33.50233077521427,-27.45547263002384,D,0
Brazil,E,B,B,B,C,C,B,D,-58.43372214052018,55.240052747787,C,1
Germany,E,B,C,A,E,C,A,E,-0.4069706675407239,33.722166611098395,A,1
Germany,A,B,C,A,A,A,C,C,104.27900733835102,131.37227860892762,E,0
Mexico,E,A,B,D,C,D,E,B,162.1401972649315,-104.93109071230676,E,0
Germany,B,A,C,E,E,D,C,D,-145.71194228610952,-93.98254750961532,B,1
India,E,B,D,C,B,D,E,C,233.9110390902895,13.320014235510987,E,0
India,C,A,C,B,A,D,C,E,86.27454351089015,37.02862429264413,A,0
US,B,D,E,B,D,B,A,C,196.0433032616434,-127.804685956515,C,1
US,D,C,D,B,A,B,E,B,4.118302159487987,-91.77790277922962,C,1
Germany,D,B,A,B,A,E,D,B,-24.52431717208398,-50.538745047318734,D,0
UK,E,C,E,D,B,C,D,A,26.002544680297547,79.17070033454428,A,1
India,D,C,D,B,D,C,E,E,65.56659833594749,18.928019191383527,C,1
Mexico,D,A,A,D,B,D,E,C,59.56840155625138,-114.90100500521217,D,1
Germany,A,C,E,B,D,B,D,C,127.23577219242259,-0.6381745139492184,B,0
Other,D,E,B,A,E,C,C,E,-6.120963920809568,-11.914441160433537,D,0
US,C,B,E,B,C,C,E,B,-205.18742278863863,41.74427646551202,C,1
Mexico,A,A,E,A,A,D,E,B,31.004599247748764,-36.975801327834205,E,1
US,D,A,C,B,A,B,A,B,-19.253429687118157,-39.79884336327966,B,1
India,E,D,E,C,E,B,E,B,73.30706571928097,42.67742747353259,B,1
Germany,A,C,C,C,A,E,A,A,44.276336682327894,-140.65535878973446,B,1
China,A,A,B,D,E,D,C,E,-146.00181881266957,-45.52366325610482,C,0
Germany,D,D,C,E,C,B,E,E,-78.5601614654545,50.188656620267224,A,0
Other,B,E,C,A,D,C,A,A,146.156253162577,-44.66712644991262,E,1
Other,C,B,E,E,A,B,D,D,112.75150914564401,-56.514367069039885,C,0
Mexico,C,A,D,A,B,B,C,A,-25.752794579258005,0.39105080182761587,E,1
Mexico,A,B,A,C,C,B,D,B,-170.91738977750862,24.321490825729988,E,1
US,E,D,B,A,D,C,C,B,-92.10849996906816,9.702898792923033,A,0
China,C,C,C,B,C,B,C,A,114.06694832549691,2.033645044530758,E,0
UK,A,C,C,B,A,A,B,E,-126.16267835238864,13.174779103646687,A,1
Other,A,A,E,D,D,E,B,A,-124.39147432703876,175.46232461905052,B,1
Brazil,D,C,B,A,B,D,C,A,185.22769149573867,-40.30927881057062,E,0
UK,E,D,A,E,A,E,C,B,54.89641740706621,68.37347261085372,A,0
