Gender,civil_status,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
F,Single,Christian,A,81.1356467650444,-91.92835452153194,D,165.7261534574166,-146.7063175515132,-34.891943566565395,E,98.12777846094416,B,-3.1788874666459757,42.73044791555294,B,A,205.42772206834422,-149.70385815535616,35.831132160837065,1
M,Widowed,None,D,95.23225663314973,185.3708018511332,A,35.689342369990214,68.46195829064621,-75.70656984661468,C,107.48631358138225,D,-135.45400377421495,67.9361778402005,E,E,-25.900273365948088,30.029734166656457,97.99704438491563,1
Other,Divorced,Other,A,51.75891880267176,131.328947134473,E,148.93470694470696,-109.36850544435026,131.9459324115581,C,-111.14263825419917,D,-125.93369332602644,-74.43958322921078,A,E,89.43174234641577,-77.80307327928956,-25.59465672849921,1
Female,Single,Other,B,-53.49004306095541,98.41612064925498,B,56.217067266731966,28.35420957468614,56.83793260044868,B,-90.64872916242038,B,95.46394179372827,-10.824073669821793,D,D,40.27528917519131,36.46000174091365,-13.494227601500228,0
Other,Married,Christian,B,-35.45883126246298,-211.93235060261424,B,103.36395464469707,-62.25853930376858,-172.5349232433945,C,3.682194336156991,A,89.39673356566938,7.651984937831036,D,A,-72.98897815291048,27.30056563716682,-69.40187598682371,0
Female,Married,Hindu,E,78.12101961415885,82.78256132318137,B,72.08342768488009,-11.89309273867679,-91.63945464324563,B,-31.935649919022968,E,4.868861786293127,113.36431130637283,A,A,-27.40175269214363,-46.35605547267896,-82.64253257997532,0
M,Divorced,Muslim,C,-1.904001675472255,-55.62396194291072,B,11.547972752778797,58.04067107669469,56.399735082467174,A,62.98282272806153,C,107.38533258153309,46.70635726816973,C,B,205.29958611782487,122.28296499582648,-72.14535122022923,1
Female,Divorced,Christian,B,-92.93168466813356,-114.29875473365368,A,34.93484214988464,3.197567419428921,-81.46183425821619,C,4.080980633977649,E,58.56747541466605,-19.61839335680206,C,A,19.57445065639981,-53.08080546387871,-77.22895173251825,1
Male,Single,Other,D,17.395406543179003,33.831784267218396,B,52.224865289423185,-61.119054103411145,-45.485787160544206,C,22.107168933664834,A,-167.58098585724088,-148.79172656092538,A,D,-42.88766610059576,111.75031161916064,-93.52677073954109,1
Other,Single,Other,C,-204.9455828738978,12.331927293792655,A,-115.1799223420582,61.97939523261973,-13.405519833714722,A,24.26843348507523,D,93.4854667580066,-33.78743599277665,B,B,86.84300542621637,-71.62694955890152,-154.73668589232912,1
Female,Widowed,Buddhist,D,-58.5752074467966,-76.06331631838951,A,-38.55404888307556,-14.576945087599574,31.34573061088784,E,-41.860295103388545,C,34.134755328230476,-141.0096294651759,C,E,2.533845191233117,192.19460401670304,-76.97431683199956,1
Other,Married,Other,C,126.35557504349606,12.949190957978605,D,19.882131127184874,-24.794220556924596,-97.39893995757373,E,-113.04410071957271,B,-0.5420820523026582,-71.10678149056224,A,B,-106.81543399176195,114.8429974312934,89.65302340694224,1
Female,Divorced,Hindu,D,-102.74807499111445,68.11357908340092,B,-94.5244122585498,-97.28105746200784,5.904531465242567,C,73.24899181538214,B,-193.16107313659265,29.030431511834838,B,D,-67.45750662397391,173.2335176564266,-26.64029945764737,0
Female,Married,Christian,E,-48.27578580263159,-79.65440035737082,C,138.3906896980702,-54.664978514442794,-1.1009125604738383,A,11.877600743549797,E,121.99465452293636,64.81199996314938,E,E,65.26100108155703,273.6180790097553,-14.384831567031087,0
F,Married,None,E,-15.206092999493503,199.56889227233927,D,-50.22773593699109,-127.14233907691914,81.85744005512595,A,42.24567202732533,A,-35.82750666534121,-147.85244832670494,B,C,-33.568232147016424,-144.19997973900277,-92.14356480680543,1
F,Married,None,D,-144.8726025426136,80.7587612331166,E,34.009097690355446,161.0169423056025,-19.443501991303364,E,-91.58468590439418,E,-31.131356554426283,-52.984573306760254,A,A,1.800986900077618,15.831730156646929,-47.43244113781265,0
Female,Single,None,C,-25.744410108351133,-41.75181760168679,E,-105.61892452525912,28.370953028624797,79.98606665975811,E,-133.36272220660146,A,112.69524532789757,143.36537783502783,A,B,-111.5656134873393,-121.76516653315458,6.541528541385307,1
Male,Divorced,None,B,101.10543803561225,-157.755102412645,A,96.90091399069016,192.76712067333156,-166.95781863512158,C,-101.52218268311874,A,32.04000378827145,9.289706385954656,E,D,-67.76508335233538,205.24997570036027,-92.18000027804665,1
Other,Married,Christian,E,-9.668122266625954,-9.286209349281044,E,22.836513733283073,110.87915593953204,-16.383544941184415,E,-33.326280050694,A,-6.698100051187936,-137.57865392778783,B,B,-189.20625128276237,-31.595448604063897,2.576437335016469,0
M,Single,Christian,E,-97.84919698787289,-44.25489606409126,D,-21.7970356937057,-62.78785238848935,30.3643017286249,C,-11.552860213884049,B,227.35702263482858,-220.01997231161693,B,C,91.4620107002671,108.3044298613425,62.14258698850315,0
Non-binary,Married,None,C,18.312348688844317,47.87606606493215,C,89.74379611877748,166.93053644251378,-59.15973583383288,C,-65.59667300453238,B,-25.067070476537072,-32.028703285137524,A,E,70.71893981025663,63.25745295356765,-69.72976555242164,1
M,Widowed,Hindu,B,38.22526845988205,-78.91656725738555,C,-45.155272664047935,133.7084032872446,-189.0471624970832,E,69.80806638422185,C,-98.41073586081079,65.87234822809589,A,A,25.267260971747913,103.33003878984208,54.73567167813172,1
Other,Married,Jewish,C,-95.84967118236537,41.76624724012408,B,-68.98255046094364,-10.30408445940209,53.054039533146856,E,-28.470866436130986,C,-52.50695390985134,-35.712001946508536,B,E,-21.141140962916023,-94.04890140102196,89.00057633956058,1
M,Married,Jewish,D,73.16290157230605,-177.65025062022283,B,26.710467725761767,29.90356564307249,-85.45579771834397,A,-26.837744273191184,C,-16.223568636479293,-27.44952044307883,B,A,40.993162971878114,128.53478991152787,150.2456140107089,0
F,Widowed,Jewish,B,19.542811005997653,105.20747507826296,A,-30.664324629824552,4.619969966174624,19.39602362907674,B,325.2422878968845,A,-121.90630789630251,-11.85655567392775,A,B,-87.29223743902385,-102.41407352366406,39.936728524909135,0
Other,Married,Hindu,A,-39.46621806444776,-18.947458493844643,C,70.91412398584099,-62.68639193440416,41.52691314830675,E,104.0394927741065,B,7.052098940315781,31.64746551718771,E,D,291.0313174879394,-33.0227490257453,69.88279461425148,0
Male,Divorced,Buddhist,B,-82.44424219764451,149.1240823274398,B,94.22972910645042,39.58384110898246,118.63672198278472,D,11.975306586900935,A,99.15206326234123,-105.96169721696424,E,C,-113.44980178512432,-315.8094126594074,107.13413813112692,1
F,Widowed,Buddhist,D,-45.07292616078731,-101.31259071860642,D,58.63614026330758,-73.24691750457688,-43.067620437532625,B,120.32366618721322,C,-150.84029764816322,37.652249828101496,A,B,71.97658323433515,168.93642295289476,-11.978747337616166,0
Non-binary,Single,Other,B,101.0114818136825,65.33613958208497,C,-135.48002837242,56.67423349269528,55.434111615587,E,-91.94000976369902,A,-51.99507943736692,-5.024880624335246,C,B,160.17778664315372,-246.14895874408563,-13.464322832198187,0
Other,Single,Other,B,15.161019476483586,-122.39281453057178,D,104.68553074934677,-99.82381510611444,-173.48106321398188,C,41.42536255419556,D,156.95021082343524,-217.68386644081227,B,A,-8.815072661609282,41.68158580992568,-7.203519605576957,0
Other,Divorced,Buddhist,A,-73.45474649932528,46.4315773276894,A,-33.269179767529074,-23.00809366688526,-45.358733517373004,A,17.374009020885172,C,204.36300804393846,239.624664707982,A,E,-115.0028588838736,148.58147738154653,-14.435859839188945,1
Male,Divorced,Muslim,B,173.4321094024507,-24.01216060060097,A,-70.68490664080224,0.5339263292235504,-57.07647970972843,A,80.41826005552399,E,86.97945721117347,-68.26342351283574,A,A,-51.56125923088823,54.33361489913947,35.649663198724404,1
Non-binary,Divorced,Hindu,A,-24.536872177343888,-148.192928019762,A,85.17604700020584,-289.4175691859708,29.197308606236476,D,25.26888170360787,E,-21.74517777636946,77.51695868945102,D,C,-25.880685647142638,108.97979060215212,-93.11911886134632,1
M,Married,Muslim,E,-2.2480758164493206,12.554911100959764,A,4.6675261176273315,149.68087540097886,141.4829121649007,A,-89.18033385235016,B,38.09368304111054,-25.59623357416957,C,E,-26.272938420532082,2.1545636770306817,-49.42758435810145,0
Other,Married,Christian,E,142.1519229205977,34.0849383652552,C,45.28895926498615,30.975100546158497,25.72757054560555,E,159.58800082384133,D,139.42676165519725,82.61347398637481,C,A,16.81799146551445,34.026488519054695,-19.155691318087804,1
M,Divorced,Other,B,-220.1503798155815,-189.58090023974384,D,75.84615273908949,-54.56534136091009,16.43140688730524,C,126.35128516342846,D,-3.7651520312200293,1.9540223177431406,C,E,-32.71508905049371,50.5009661692477,99.40131504872217,0
Female,Widowed,Jewish,A,129.60488750038564,-228.2697026066444,D,68.934707534569,-74.31166668179686,-80.22044893199003,B,73.3214647130123,C,-35.88001284352794,-59.082779004208355,E,C,-55.5935196530026,65.86912390593722,-27.293736996777916,1
F,Divorced,Buddhist,D,38.349360156189746,18.96233063942804,B,-161.31744660196495,-35.583637525820734,-44.82556174011187,E,-56.16538025693634,C,-113.97499132933817,-60.7695909293695,A,E,-50.281821973825856,7.587995998716381,117.33842149943739,0
Non-binary,Married,Other,C,-28.653449607534377,-155.8654345846391,A,102.28966786784844,4.63779827735198,41.699402203775755,E,-0.34723635517125695,C,58.9527395456676,-38.14728583791692,B,B,50.82146198445409,-109.44563348403196,-142.37310801939057,0
F,Widowed,None,D,-30.588496579797447,94.79582633187843,E,-1.9438148348522342,-61.5194466882978,126.7892071978167,E,-94.91513210019987,E,122.11067014763096,-76.0189748997407,A,E,0.3960651430308813,37.853277545189655,23.780579470016505,0
Other,Single,None,A,-65.36789577514543,-143.02088103666398,C,25.025310240539216,10.123575690170075,71.5674983009744,E,105.03612287555389,B,-102.99074150435348,-95.1174550170887,C,E,-82.38363580406083,11.56133875905996,28.916164462094596,1
Female,Divorced,Hindu,D,-207.2915897146793,-171.94076050550424,B,55.99473568972378,-163.67574670238827,72.31527848086856,B,129.9678062858727,A,142.14073363198634,-121.73386070217617,D,B,19.977371634314853,205.31341353540432,-45.216137006305345,1
Female,Widowed,Other,B,-112.29390723563448,-151.97126131107999,B,79.95303420574774,76.58485314084545,54.47261059845263,E,111.3058495560169,C,86.21994296716325,-11.996786446359058,E,D,-357.10536387200074,62.621456586927536,-107.35136766694941,0
F,Single,Hindu,C,-160.60942462026034,144.99020915925902,D,-46.65007435674764,-97.37461629588515,88.62320658881035,C,-10.734129452025606,D,75.03659823488735,-2.9870305236467316,B,E,52.04148692557363,69.98548399721119,-144.1852066730905,0
Other,Married,Muslim,A,25.830221886604647,170.27666007478294,A,-53.17694270736787,25.713230739935806,-29.38405992671057,C,-106.61016582114517,A,-29.950242892360894,205.99913034661193,C,A,-43.93173063695145,3.7716410814011176,-59.30998458723188,1
M,Divorced,Muslim,A,-102.6875315757402,-122.14230786326105,B,-5.707123868013856,45.17410730427824,144.1587247579533,D,83.07427381475341,A,13.546607778540123,106.03455000833826,E,E,-106.37508025008928,255.58798676466546,-193.84282266167062,1
Other,Single,None,C,-89.34764268823974,-4.229312801238856,C,-21.232371021042233,-129.72523877583427,29.683477571905765,C,-50.77475659258802,B,-78.94316219886588,87.66471429416086,A,B,-77.64120063188912,113.42757257281562,174.49903698413343,0
F,Single,Christian,A,1.7649571345993031,-68.86339203928914,D,-34.13259395568974,-39.76139332612479,4.864629283864661,C,34.857419801978516,B,135.53698592669093,-145.11600487206346,E,B,-160.18161500145317,-76.6375242605288,229.2460131364027,1
Other,Married,Hindu,C,-54.66112474230718,170.60072142744283,B,110.9041707298365,-92.6351900050747,253.3630745219731,C,94.99059186083599,D,-126.3475665482454,115.05669460685148,D,C,-161.4309624281508,-175.63866081321058,76.92389189373571,0
F,Divorced,None,B,126.60954688690609,-255.40287566030023,B,164.80624944992044,1.0175607395908417,171.2956720628214,C,-94.52898156386642,D,-3.8307933639900233,-110.35214064264072,B,E,-57.14612900799383,8.193209929255975,-177.03506160566425,1
Non-binary,Widowed,Jewish,C,71.7033783044972,-19.32276150288135,A,36.01352378297905,-104.99930659381056,87.51925297783741,A,-81.14349764691511,C,-107.42173695358012,-45.59021306535354,B,D,-178.9607763643505,3.121095980847161,-127.45503534288471,1
F,Single,Jewish,E,129.23880241379777,-20.52580241987844,E,-102.47105889660584,-79.1025750387607,-222.44339509972022,A,117.3443494302002,B,88.45203203717035,-119.55557347396429,E,A,85.49310003420449,102.14772328798918,20.797755821572917,0
Other,Married,Other,B,-75.15571526373304,-16.580880533548317,A,6.289090221952886,0.21960308436390238,-38.72272829029205,D,-78.48699772454931,A,142.8983705864843,-36.749731920755856,A,E,99.9572650946919,55.8680912155581,-20.006589778274762,0
Female,Married,Hindu,D,81.79747552478226,-140.1147152902613,E,-117.75680905713301,-176.37888826236687,52.49404737587739,C,63.28885556985423,C,15.850740034144959,-87.45457455806444,A,E,-3.4600260162243233,0.8576608932353911,-111.36299568840585,1
Other,Divorced,Christian,D,-61.46008247814122,123.83871461218443,C,68.34498902508263,-23.578578509162245,-89.64338257714476,D,20.079787031244017,C,69.84589212749054,-195.76138964918334,B,A,-59.668697467359834,-71.46012747323886,65.92749999301563,1
Non-binary,Divorced,None,E,146.65089245098045,28.147701399456842,E,-17.657797530985963,178.99753327751802,-94.52898670423738,C,-14.123229028524259,D,-146.57169239271036,-58.012270997664615,E,B,78.77578317370694,-150.80053374751978,-141.33606127865707,0
Non-binary,Married,Buddhist,B,-92.6584789347882,40.42222242158643,D,99.92698633117247,-56.30421741679944,37.44929910623192,D,-129.83369717514722,A,25.59549644417857,168.73407509961538,A,B,-106.16213702830144,-32.52287408754885,73.08512975003848,0
Non-binary,Widowed,Hindu,E,-6.928792897729625,-41.522913418143034,D,29.553395268941717,-6.634902560457774,70.17462365606606,A,-49.14316555154276,D,-23.0009019347267,-84.96790994088722,E,C,-145.48291057811502,115.46760827581544,-151.89182923874773,0
Male,Married,Christian,A,-83.0097097969039,159.53073960029465,C,92.02316488568634,-30.519785177133286,100.62958734862005,D,-8.057426096394883,A,5.247308733277635,133.5137780236094,C,E,-90.08923930260949,-29.85885109334393,20.203718894283917,1
F,Divorced,Buddhist,C,-102.80871142458112,-79.01282091536523,A,-76.26362318776614,84.53323870457504,172.32091537809632,C,-10.840624835790006,E,-62.07909919676796,87.12605465291333,A,B,-86.57334393753601,26.753158727880194,-49.041609692796676,0
Other,Widowed,Buddhist,E,-142.48995544315355,-26.21294418064845,E,156.1637053494848,54.02450376015826,33.73274121729828,D,-67.68023689437457,C,110.09886662440917,136.18316991993962,D,B,76.75034296700423,79.55895558220823,86.90704923174114,1
M,Single,Muslim,C,69.63414107858958,-35.28465760431275,C,-129.7269384582684,-159.63321303067494,-32.54835827590739,B,93.61201533814649,A,-37.185137615375865,-192.82120738258197,E,C,89.21610111963084,-51.85184948480747,111.2051670315215,1
Female,Widowed,Muslim,B,-106.14238719660634,94.51183568058865,B,198.68093331064009,-18.4733075867391,-1.4165908809832826,D,37.583942607140145,E,35.88581390837655,125.01265550491756,C,A,-104.40245396694064,132.8959747906121,-28.756737922307607,1
Other,Married,Muslim,D,-59.76234807016743,-43.48465649040077,A,39.243516803612195,-148.1828614651942,-162.00819565609362,E,-53.859896860868,E,-112.0970134757612,115.9100050156076,D,C,172.34604975876752,163.79808691663703,232.30530801803067,1
Male,Divorced,Muslim,A,-99.29176336481324,-11.04356455090428,C,-24.706248564527193,107.28944871408525,1.9078852405656488,E,-65.29653023496805,D,163.1284583592865,4.649138505826172,C,C,106.3670505936661,85.98644098071237,-17.512804026041074,0
M,Married,None,C,-16.287999862812455,-84.6524114895917,D,-14.460962177330913,-29.157758843295866,155.33650504198044,E,28.00426932480798,B,-65.57361007061522,-85.93254725603748,C,A,-66.19677456711945,105.1173029179256,-58.739065532559174,1
Female,Single,None,D,252.13502186872296,109.05878590871956,A,52.085925487003294,12.656470707828829,176.71620617720453,B,-80.30918834695218,D,-55.96164863746851,0.5355408693663413,B,D,-106.6651246553006,-26.687758820915917,151.8241099983018,1
Non-binary,Married,Hindu,D,108.1246050820738,-124.07535304953107,A,10.689722578911953,145.14084903506702,-40.22727279458645,E,-102.58929770563832,D,106.0367035356544,-95.06527037409013,C,E,69.48482880552484,6.315105452142328,104.7055720253872,0
F,Married,Buddhist,A,-85.34277778183072,-30.784859135551645,D,63.677581645039396,-44.8171477847748,-128.1649583701963,A,-102.69203489266263,B,-81.07347545323424,41.99638314356673,B,A,197.36917983879195,-61.16613929830347,-166.47300904342293,1
Female,Widowed,Other,A,-9.025924126723464,-21.66817707433905,B,84.82321024652478,-26.00491247636873,48.76435541966341,C,-218.60548306766105,D,156.36061934402875,2.518013934087917,A,B,159.71108476244012,-139.6235191622328,36.54301693596128,1
