marital_status,genero,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Married,F,Muslim,A,B,B,D,D,22.5191848443061,C,-74.93337310307908,B,D,-18.5962712669267,D,-199.77689528860898,A,B,121.53348020248498,1
Divorced,Male,Christian,C,E,A,D,A,9.894905824021608,A,-115.81394088716432,B,E,154.03596646037875,C,-25.931409073731132,E,B,-26.23818098260507,1
Divorced,Female,Buddhist,A,D,B,A,A,-41.872688197609975,D,25.43863855165868,C,A,-124.67430243492794,E,-18.07783023270098,C,B,75.16620322196044,0
Widowed,Female,None,E,B,B,B,D,-63.01086307594087,D,-1.319531673375126,A,A,38.1985899432584,B,4.929899149434924,C,E,43.87574116272412,0
Married,Other,Muslim,E,B,E,A,D,-129.42565256822317,A,-2.0472366373912014,A,E,93.4640218013475,C,-126.51609871848288,E,B,-14.345776693769263,0
Single,Female,Buddhist,E,B,A,B,E,102.0182821562013,E,-125.01147330119011,A,E,-21.71504406086957,E,145.5065181881949,B,B,28.413497988078834,0
Single,Non-binary,Hindu,D,C,D,E,D,57.32446121848375,C,-141.14313197228557,D,D,-179.28020875420106,D,158.94549947120336,B,C,13.15007521280572,0
Single,Other,Jewish,E,C,C,A,C,103.11148356170052,A,-206.01154635554124,A,A,229.03014374626775,A,-67.9160436484662,D,D,-0.7418331794362929,0
Widowed,M,None,B,E,D,D,A,170.5071118661951,A,-126.67129631635162,C,E,-32.39899870845061,B,-58.01856062450184,E,A,4.4707487873613925,0
Divorced,Male,Jewish,D,C,D,C,E,71.28414050626178,D,-157.66285760569224,D,E,-38.059909673090104,D,34.91297078618295,E,C,178.58207589789424,1
Widowed,Non-binary,Christian,B,E,C,A,B,52.50515555981373,C,35.546365496609624,C,A,-97.48546192638187,C,284.2596243162677,D,B,117.37326407376949,0
Single,Male,Christian,C,C,E,E,C,197.61416986342613,B,197.94469752881886,D,A,-140.27317087258095,C,-108.12946556801751,E,C,40.64000809258611,0
Divorced,Female,Hindu,E,D,B,C,D,-104.89242048204595,C,9.842359293654471,B,B,44.752723386619635,C,4.287683209441086,A,C,-202.4094358865936,0
Single,Other,Jewish,B,A,C,A,D,106.2780814210814,E,105.30199324659806,C,A,-74.58449029958045,E,140.3467470258415,A,C,41.0071614474068,0
Widowed,F,Christian,D,D,B,C,C,46.77458252901495,B,47.95916583794138,B,B,-84.51372295776586,D,62.025427378870916,A,B,131.23137149033934,1
Married,Other,Other,B,B,A,D,A,73.92162636688046,D,23.538431587541332,A,E,-65.02404074247536,E,65.15373195841569,E,C,20.53490575761608,0
Married,Other,Buddhist,C,D,B,D,B,46.90769494857347,B,-11.993954472547282,C,C,15.100111749615532,C,193.81141701323682,B,E,103.49895379023168,0
Widowed,Other,None,C,A,C,D,D,46.20103704550046,E,28.100188159789642,D,C,106.94895105238544,D,124.25490365883873,C,C,8.088686345479868,1
Married,Female,None,B,A,E,A,A,-42.10701569084331,A,-43.39650670274998,D,E,-122.67515355346849,B,121.51385757778921,A,D,18.466479660195446,0
Single,Non-binary,Jewish,A,A,D,B,D,-85.93631629858153,D,-21.493866536076318,A,C,-30.71576394839908,C,-111.87037498580159,A,E,-242.77872176286795,1
Widowed,Other,Buddhist,D,D,C,D,A,215.31507066836494,C,-21.988442515615986,D,B,4.331887945843676,A,80.6242662989603,E,C,-21.4588513308692,1
Widowed,Male,Other,B,C,D,D,B,-30.598923036027024,A,141.343853362081,B,A,-251.4945313931876,C,41.94830818299211,B,C,152.1822556331853,1
Married,Other,None,C,D,B,C,A,-67.92876021987809,A,176.9921538619315,A,D,110.09900448824874,C,122.4480105612572,D,A,-188.05424003080392,1
Married,Other,None,E,D,C,C,A,36.41503356457969,E,76.26384250219768,B,D,-75.14394858145008,A,74.25590444769668,D,A,-54.62191748627478,0
Divorced,F,Hindu,E,B,D,E,A,-40.46218888336829,B,-20.814827574041754,D,D,164.02658331735975,C,-30.075757076884496,C,E,-27.012521872465143,1
Single,F,Buddhist,B,D,C,E,B,133.99300813493545,C,69.72722549723618,A,E,-161.6952003417187,B,-137.11627641186618,A,C,264.801531839649,1
Widowed,F,Muslim,E,D,D,B,E,12.603997696726344,E,140.8723248136294,E,B,35.20832104291311,A,-24.21544441064717,B,E,38.589635073981924,0
Single,Non-binary,Other,A,E,E,A,A,-47.54740535399997,B,15.647275117355445,A,D,-81.97756153135113,D,-56.28956515965767,A,A,45.49127318274178,1
Widowed,Female,Other,C,C,E,D,D,-221.70059578923258,B,-108.81740567748979,D,A,18.64261882893715,B,124.75307156762605,B,C,-14.945169400283964,1
Widowed,Male,Jewish,C,A,C,E,B,-130.81062618107708,A,20.94366791262344,C,E,-111.07049020962938,C,108.39508771015338,D,C,-88.63103913738932,1
Widowed,M,Muslim,E,B,A,D,B,38.620775764301754,D,-57.77719507066883,C,C,118.11979935147686,D,-75.35827299827822,D,D,-118.80915718334188,0
Married,F,Other,E,B,D,C,E,-16.688642916612764,A,-240.15942020791647,E,B,169.48928124798562,D,46.740724435056826,A,C,41.11573690918059,1
Married,Other,Jewish,B,B,C,B,B,78.45714996249782,C,18.102594597138783,D,E,83.16871243809383,E,122.37287666910008,B,B,164.06793878658027,0
Married,Other,Jewish,A,B,A,B,A,-19.168810461612352,B,-51.90602631662406,E,B,-214.3229174388189,E,-111.51118225770236,D,C,-49.07642590333648,1
Widowed,Other,Hindu,D,D,C,A,A,-143.1852106959733,C,0.2769914107531153,C,A,-56.472921071687445,A,-136.3064267925806,D,B,-63.95735710221,0
Single,Female,Buddhist,E,D,E,A,B,177.79265006294133,A,65.92215168681889,B,B,-4.0258680971046115,E,6.3079468333283675,A,A,-24.74075704079612,0
Divorced,Male,Jewish,E,B,A,A,B,-8.802694390804007,E,106.8671611318119,C,A,-90.84339352789974,A,168.2224947052011,D,B,16.99417456846085,0
Married,Other,Muslim,E,A,E,C,E,-5.440131737748597,D,-7.6987193095483315,D,D,-40.314120411073525,D,-2.01110161848765,E,C,32.4488048362251,1
Widowed,Other,Other,B,D,C,B,C,-61.92632386443542,C,-118.70969493660803,B,B,111.1559931477173,A,5.162063159401871,D,B,64.40172759176403,0
Married,Male,Muslim,D,C,E,C,B,-229.5817893392298,C,67.70192176147903,B,C,-34.12060093680916,B,10.685621822243242,A,D,-151.19910655043262,0
Single,F,Jewish,A,B,A,E,A,22.870491218775125,A,-127.6935106760285,D,C,134.44368922358424,E,91.77715752215946,A,A,21.618711294111474,0
Married,F,Hindu,D,B,E,E,A,-223.8141555662514,B,-207.02697577495317,C,A,-65.74310576389324,A,-101.80815237567799,A,B,-57.855316697500605,0
Divorced,Other,Muslim,B,D,D,D,A,60.54439295207699,E,-44.958660353664996,B,B,16.709097766863025,E,4.670558519440965,A,B,71.84742861582399,0
Divorced,Male,Jewish,C,A,E,D,D,-131.9769238816796,D,121.18459856320196,D,C,21.405895247054904,E,87.73654692331536,B,C,69.75826606178792,0
Divorced,Non-binary,Jewish,B,C,A,C,E,-226.96659983045473,D,26.25249266882107,E,C,51.381112939646144,C,4.663119379269636,D,A,-83.5956470021937,0
Widowed,Female,Buddhist,D,C,D,B,C,212.20108319472172,C,97.53692975147716,E,B,-70.9024216783855,A,72.27966160730138,E,C,-199.3546686554717,1
Single,M,None,C,E,A,A,D,-20.78083617398042,C,75.98492488845822,C,B,-72.99221018396695,D,17.686497713468018,C,E,1.6844964880890279,1
Single,Non-binary,None,C,B,A,A,D,79.43460566707584,C,-35.54707567505945,A,C,67.25399351574782,B,-105.20982834424079,D,B,101.46211786796499,0
Widowed,Female,Jewish,E,A,A,B,C,56.07947051356823,C,-49.67906592329887,B,C,-122.44035054494964,B,189.4068936303271,C,B,60.4444615407746,1
Married,Female,Christian,E,D,B,E,A,78.45582632292569,B,79.1021695269553,B,E,2.1830533711045907,E,96.71936208681264,A,A,-72.85041054228762,1
Widowed,Female,Muslim,E,D,D,C,D,-14.0128321479318,B,-0.4399105308457041,B,D,123.62556303810518,B,2.5342167164419025,E,A,-99.65809379875911,0
Married,Female,None,A,B,D,C,D,-32.19539902231661,B,47.21489372340641,C,B,-87.26168555978256,E,119.6341441602218,C,B,89.68562366645854,1
Married,Male,Christian,A,B,A,D,A,-82.97198042425038,B,156.47384154296304,E,C,38.30049192802846,C,-0.12500998564113286,D,A,125.66345674312267,1
Divorced,Other,None,B,B,C,C,E,54.721431151597656,A,271.8504047671794,A,D,-97.70793473263913,B,-49.06731381517888,E,E,14.295062880833479,1
Divorced,F,Hindu,C,E,D,B,B,-95.76411201097471,E,-37.82223110907525,A,A,-239.5578345571645,B,-69.79976995174373,E,A,-40.38798994340013,1
Divorced,M,Christian,C,C,E,B,C,215.62129524257992,A,80.2636320469054,E,B,-7.637729790800063,A,43.054150515153125,B,A,-43.492742072564624,0
Widowed,F,Christian,E,C,B,C,A,243.92926121634585,C,132.9166364163463,E,D,-17.09376930031035,E,54.59343740660665,D,A,-108.82607700521085,0
Single,Female,Jewish,E,C,A,B,E,56.199751756821115,E,90.47652986358722,D,D,-48.02198680336835,C,7.443581008043072,A,C,-9.939183887464502,0
Divorced,Female,Buddhist,B,D,E,D,E,-121.749264732165,E,126.46199382596149,A,A,17.335897908292967,A,-62.74399883653571,C,E,-18.361388751095408,0
Divorced,Male,Christian,E,C,D,B,C,124.08952237355302,E,19.083516290593362,E,A,56.52381639606139,B,-60.152339546910525,A,D,182.5013728097639,1
Married,Other,Hindu,C,D,B,B,E,86.05140195782839,C,-32.47608323497277,A,D,-134.3507225285363,C,-11.937329014833367,D,A,-49.53541885517404,0
Married,Female,Christian,E,E,E,D,C,70.67806923201687,B,28.26420605967569,C,E,-62.931969298394904,B,-33.482620445464924,E,C,-19.002201213199644,1
Single,Female,Hindu,C,A,A,C,C,-9.327595840095382,D,-81.37962030017157,A,C,-85.0034908694897,C,184.9996749385645,C,D,-94.59016071677128,1
Divorced,F,Other,C,E,E,E,B,-178.29531126884973,E,-75.19070289634257,D,D,-9.097590700664506,B,166.9730499941539,E,B,-118.15695035383705,1
Widowed,Male,Hindu,C,C,E,E,D,-248.64046831739932,D,92.97606568172857,B,D,-106.69310899837576,E,37.94391176778642,B,A,54.62103959197743,1
Divorced,Other,Hindu,E,E,B,E,D,-43.19916462189063,B,62.207475470084205,B,D,-91.55800173045144,B,39.552705143469524,B,C,10.852292740323477,1
Widowed,Female,Buddhist,A,E,E,B,C,2.4174335501707924,C,54.3522307910638,B,D,-25.85323963046191,B,-80.14030308373819,D,E,-17.27439074780121,0
Single,Non-binary,Christian,A,E,E,D,E,54.29325431149136,E,-83.95877392638673,E,A,66.08024998656029,C,66.2581659145884,D,C,-84.39325166386642,1
Married,Other,Christian,D,C,C,A,B,39.03718290770951,B,37.13864757260934,C,B,42.50140091872308,D,-85.99060645863405,C,B,-162.22431925174035,1
Married,Female,None,C,A,E,E,C,37.149645252245264,D,32.2112474410776,A,E,-109.84215557356147,B,79.77077133510565,C,B,61.34121661214616,0
Single,Female,None,B,C,C,D,B,115.48956976133886,A,155.5706628378507,E,E,-266.17394581003026,B,106.05384929539818,A,A,23.710712469483447,0
Single,Other,Hindu,C,E,B,C,B,45.866790095609915,E,-66.54531044888911,A,C,-79.85446177065533,B,36.15413875616708,A,A,83.24277320430737,1
Married,F,Christian,C,E,B,D,B,-59.6337542856473,C,-9.827912672712063,B,E,-25.338278954293415,A,-25.436338732336704,B,E,54.24319675568843,1
Single,Male,Buddhist,C,A,E,E,B,177.33346209251567,C,-58.1350975814209,B,A,-235.91160700897328,E,-66.01681996306174,B,A,105.03273771976896,0
Widowed,Male,Other,B,D,A,D,A,109.27793026503811,C,132.357942618673,E,A,18.488358407830496,D,58.06865237697936,E,E,110.26476661651972,1
Divorced,M,Jewish,C,D,D,E,E,50.50932285820737,E,-213.41794740760514,B,D,-100.28114390729586,E,104.69480717176435,E,A,-0.8260551359347605,1
Widowed,Non-binary,Muslim,E,D,B,B,E,103.00516723972831,A,51.76324142993985,E,B,-39.97448229203312,D,-135.34854035104155,A,D,-25.62106064355547,0
Divorced,Non-binary,Muslim,C,A,C,E,A,119.96984417861904,C,-26.57872042643912,C,C,-110.52206562300091,A,12.397931144365119,A,E,269.2269600903536,0
Married,M,Christian,D,B,E,A,D,66.25319044539386,E,-32.10238561425492,B,A,-25.05642031118252,A,85.75119182585613,A,A,-13.47249421322301,0
Married,Male,Christian,D,B,A,D,E,-153.6147310271331,A,-157.24798927981712,A,E,90.69313402959294,C,-87.23770316113338,B,E,51.93118762358999,0
Divorced,F,Jewish,C,A,D,E,D,100.61417749062778,A,40.3839101100746,C,C,113.84951830287416,C,27.693071634801147,D,A,-185.92112401485738,0
Widowed,M,Muslim,B,E,B,D,E,-7.258316613465117,E,-47.382215982208095,E,C,-8.66017210949,B,44.14264659911337,A,C,-60.95133367774677,0
Divorced,M,Muslim,B,D,D,E,D,188.2969911231454,D,-23.638129830166424,A,B,130.272930846591,A,-219.5471690384311,D,B,29.23864840366477,1
Widowed,Non-binary,Other,B,B,A,E,D,61.80558923082475,D,244.19118725460334,D,A,-44.18481077192954,A,52.880463262674674,E,B,21.48595173332851,1
Single,F,Christian,C,C,A,C,D,-28.150730325651903,E,-88.09639958918417,D,D,80.48183789114297,A,102.86451823816788,A,E,-105.3274024612087,1
Single,Non-binary,None,B,A,A,C,B,293.67028430444253,C,-251.16632478911237,D,B,-0.27326639781321876,C,62.56341144395615,C,C,-323.4643140888403,0
Widowed,M,Christian,A,D,A,E,D,41.80240957681585,C,23.306633924040234,B,D,146.41377853495058,E,68.27525542804497,C,A,-203.7067975287739,1
Single,Other,Jewish,E,C,A,E,A,89.36734938929094,C,-87.16145569134724,E,C,-114.27781056650788,E,90.04687339037982,A,C,-92.17488114061202,1
Married,F,Buddhist,E,A,A,D,B,11.641428316011702,C,-40.4322064069746,D,C,-127.7457359266811,D,131.7976848954651,E,D,171.39054438985335,0
Single,Other,Buddhist,E,E,A,B,B,-2.0996502521350204,C,85.78712122067977,D,A,96.94301342711623,B,37.79140897759168,A,C,52.98809275312626,1
Single,F,Muslim,C,D,B,D,D,121.96854978620348,A,81.36724128433039,D,B,84.21981850088568,E,-173.80938935132485,C,C,-15.683731008283509,0
Married,Male,Hindu,A,B,A,D,C,-7.521956002477224,C,78.5982174076059,B,A,-33.09092275105858,D,-128.4883869790096,E,C,-57.973596136187346,0
Divorced,M,Muslim,E,D,C,C,A,-186.01135467355752,E,135.96598335771486,B,B,-2.5527289229319163,E,-42.29438588130225,B,B,-107.88333883336159,0
Widowed,Male,Muslim,B,C,E,E,A,52.95735286384941,D,123.00907673066699,B,C,12.583318497802004,C,-53.37754532737505,E,B,-59.575135969919515,1
Married,Non-binary,Christian,E,C,B,A,C,49.23008244941373,B,-243.35579234647025,C,D,9.601463172133691,E,-6.573378271824379,E,B,-29.831872365591565,0
Divorced,Other,None,B,A,D,E,B,-11.530675454317013,B,78.80639903623295,E,E,-42.7018238372994,E,234.24440717373213,E,E,-51.53434042922025,1
Divorced,Non-binary,Jewish,A,C,A,D,D,105.59030656582631,B,79.87121404028537,E,D,29.111930973405165,D,-12.691016669910585,A,A,32.264249632128625,0
Single,Female,Buddhist,D,E,D,A,A,23.183654663411396,A,-35.079801157049516,C,B,11.51687106715759,D,-78.14270091760942,C,A,-23.47722098597656,1
Married,Male,Christian,D,A,D,E,C,-115.62131834301985,A,26.095922500877737,A,D,-87.35045235095433,A,-100.97501497616905,E,C,63.57579925436204,1
Widowed,Male,Jewish,B,A,B,E,D,64.3854808226615,D,-28.99008255908393,C,D,90.39319815037827,E,66.86493607007074,E,A,116.09513862392127,0
Single,Male,Buddhist,A,C,A,E,A,135.3310141332673,C,-60.894477450876884,E,D,-111.73043860097711,D,55.77084033070147,D,D,-22.681962501497587,0
Divorced,M,Muslim,C,C,B,D,D,12.592062340506043,A,34.23599187817082,A,B,-0.09500202580367013,B,-105.72723125093273,C,D,-94.73546104811234,0
Widowed,F,Jewish,C,B,C,B,E,6.234363925410738,C,157.6683772533863,A,D,20.762597924694937,E,110.52807989596545,D,B,-253.0979139198207,0
Married,Female,Christian,A,B,B,A,A,135.1436308404106,E,-52.68341169664588,E,B,-26.68903134192093,A,-65.68032599940369,B,E,-13.484866545013066,0
Married,Non-binary,Jewish,C,A,E,D,B,-59.83413452310925,E,-27.05727160837983,B,B,218.66409732248678,B,72.39432803241183,B,D,-12.923119094920013,1
Widowed,Non-binary,Buddhist,C,C,C,B,B,-209.1038170821545,E,-72.96104279816241,C,C,293.18367679163913,A,-34.9634034805934,E,D,64.80128324186104,0
Widowed,Other,None,D,B,C,D,B,82.68759630657107,A,-109.59882757944625,E,A,-84.55834177057623,D,-67.71577051203154,A,C,-21.95580267998503,0
Single,Non-binary,Buddhist,D,B,E,A,B,47.826241901514024,B,-1.4037879002158034,E,B,-11.027084312709647,B,96.97158841742464,B,B,-11.19783546865597,0
Married,F,Jewish,C,B,B,D,C,-75.75001900434269,E,-9.403083060818611,E,D,136.45594924201455,A,-48.235246588321026,D,E,134.03420837892654,0
Widowed,Female,Buddhist,A,A,C,B,B,-38.428833753364245,E,-95.38011794944529,E,C,-102.04317095735003,A,105.01822069724447,E,A,145.11922426529844,0
Married,Female,None,B,C,D,E,D,23.768633378185942,A,-9.970808672442548,C,E,-114.81388172568288,D,-74.17836234246164,B,B,83.44780604385313,0
Divorced,F,Jewish,D,E,A,B,D,79.09356873072106,D,-63.157726308272565,A,C,-193.4403205132061,B,-8.24301211850515,E,B,118.98781141610442,1
Single,Male,Christian,C,D,C,B,C,89.88594690764788,C,30.178212040710033,D,C,-54.067525399788366,C,-21.333187153081482,B,B,153.30490464508344,1
Widowed,Male,Christian,E,D,A,A,A,28.878041977011144,B,-59.332156774981804,B,D,40.61213608859164,D,-63.63953934430499,A,A,-163.38123190632155,1
Divorced,M,None,C,A,D,E,B,-90.12402894241382,D,-159.53409369240353,C,C,-134.49729416604194,B,-299.21889828212073,C,B,154.4286188500918,1
Married,M,Buddhist,B,C,A,E,E,-65.72202623369249,E,88.40356319365321,D,B,-37.767859344425204,C,48.96345201201815,B,C,116.17701450798505,0
Single,Non-binary,None,C,C,D,D,C,-1.1246393271002444,B,36.938500334795,C,D,-8.053131244396152,E,32.94422791385274,D,B,96.65359412151378,0
Married,Non-binary,Jewish,B,B,E,E,C,-16.73402492152358,A,-19.543299232839047,A,A,-24.24719677188165,A,6.878527000511987,B,E,-111.6263954322269,1
Divorced,Other,Christian,E,B,E,A,B,-11.469497333162806,C,92.3277412470825,D,A,108.53458642224119,C,-71.63413329079825,A,B,-91.30776294295892,0
Single,Other,Other,A,D,D,E,A,-13.508296701107561,E,-118.7706379298621,B,D,79.5849102678608,A,12.306519145898168,D,A,-13.280061354516274,1
Single,Non-binary,Muslim,A,B,B,E,B,-65.16527268738284,A,107.1352746226285,D,D,-42.844400414719004,C,69.27585350709961,B,A,-153.7926297375481,0
Divorced,M,Jewish,E,D,A,B,B,-125.88107998718587,E,76.79175875751442,B,D,-83.93292042491505,A,120.65810106984154,D,E,-284.13416972153317,1
Widowed,Male,Buddhist,C,B,E,C,A,83.4768074318289,D,-6.288892304661993,A,A,116.81785049503168,D,120.99026928071794,B,E,124.56491599198233,0
Single,M,Buddhist,C,D,C,D,A,-41.3959745755363,A,18.11666718436388,D,C,7.774650659255896,E,23.896074078305137,B,B,-11.82178277246997,1
Divorced,Female,None,B,C,A,C,C,-13.531054503889916,E,1.8386066554189124,C,D,-101.35973099724431,E,58.88959361360989,E,B,16.173087127802678,1
Married,Female,None,A,A,A,B,B,27.400670028621573,A,-134.49998728823823,D,E,82.27790009383803,A,195.72834580472855,C,B,194.7784599205986,0
Single,Non-binary,Jewish,D,E,B,E,C,-73.8468479652001,B,-57.23706382153652,B,A,-36.90112172759763,B,36.84967812026921,A,A,-69.89436218975837,1
Single,Non-binary,Hindu,E,A,B,B,B,-145.99751931913437,C,-66.92164378687416,D,C,-38.193832999917404,E,91.11433930296573,A,E,-11.249445463151467,1
Widowed,Other,None,B,C,B,A,C,-34.92842645260956,C,41.69631536116597,B,E,-91.95088858514673,C,2.082333578430686,B,E,-72.60782502526388,0
Married,F,Jewish,B,E,A,B,D,155.63326221623302,B,27.954977736841396,B,D,64.33159955475986,C,-101.01937269808307,E,E,-141.01439491537502,1
Single,Female,None,B,B,C,D,B,-9.755899560823742,C,-155.89260065648537,E,E,-76.7432814830918,D,-88.67999681418272,B,C,-56.257829790368284,0
Single,M,Christian,A,D,C,C,B,68.44943641275184,A,50.457064223527205,B,D,28.30992424594752,E,76.70849975042262,C,A,62.32648663923017,1
Widowed,Other,Hindu,A,E,B,C,E,79.14481070222436,E,-9.509150339381423,D,B,66.51262460304683,A,-59.3514207829154,D,C,-167.53887918652154,1
Married,M,Muslim,D,B,B,B,C,8.186374275473367,D,-38.46891979269878,B,A,111.93068546191851,D,-116.76420511357355,A,C,-35.60312494720665,0
Widowed,F,Christian,A,D,D,E,A,137.2985491551557,E,90.43896766164133,B,C,172.20680346688948,D,58.72156276332382,E,B,49.98743804892545,1
Divorced,M,Muslim,C,C,E,B,B,74.06239904735574,D,18.702008316964864,D,D,-86.91562651437722,A,132.17681725252356,C,C,178.1001618527068,0
Widowed,M,None,E,B,E,B,E,43.346802470452694,A,33.37419576789876,B,E,38.15321104302055,B,-84.22081421050714,B,A,81.89900432742942,1
Divorced,M,Christian,A,E,A,A,E,12.797772638426796,B,-144.00470391255584,C,E,-228.610759193523,B,-47.49903152026091,D,B,76.37268341909214,0
Single,Male,None,B,E,C,C,B,83.81038270449372,B,-80.40224952185372,E,E,-60.105958504316945,B,137.6441496924814,E,D,100.72088070195537,0
Single,Other,None,C,D,A,C,B,46.75805769638525,C,-64.55958436660117,B,A,6.579014841745985,E,-79.00636953781691,C,B,34.98509508078385,0
Married,Male,Hindu,C,D,B,E,D,46.175990712569394,D,16.502122377828186,B,E,94.80917756215725,A,38.824911985289475,C,C,-4.288534822659913,0
Widowed,Male,Hindu,E,C,D,B,C,17.223729094164803,E,103.63489828835688,E,A,31.22641783238464,B,20.304410368481193,D,C,-91.75165078342884,0
Widowed,Non-binary,Hindu,C,C,E,D,B,-6.514422588209475,C,184.16654344442566,C,D,-135.75553955901066,A,-59.50599989211405,D,D,40.506878808150866,1
Divorced,M,Jewish,A,A,E,B,C,123.80668849747607,D,-63.69368675354855,C,B,-89.16796293734151,C,-163.89505982090756,C,D,46.00783347231827,0
Single,M,Jewish,A,C,B,C,C,59.428364691777944,E,-4.080429597428578,E,B,90.4393865447614,E,-166.4463496284377,A,D,-87.69401754899167,1
Married,Female,Buddhist,A,C,C,E,D,93.17959273751133,B,-100.9004555648336,C,B,-63.029722410864686,B,151.22458750988636,A,C,19.97462711713241,0
