military,religion,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Yes,Buddhist,18-25,A,-81.33229877756148,-80.32281906898355,104.1782769956288,E,E,C,3.542325758105446,C,C,E,140.83393763792128,61.033904001248395,138.586359037724,1
Veteran,Jewish,36-50,C,28.032269075930742,111.70467922677898,-106.58878164807169,A,E,A,47.0352071066909,E,D,E,44.05519055239981,-53.732765296892325,195.9175154025962,0
No,Christian,51-65,E,-173.1201803653644,62.13896639333877,-6.181454722912694,A,C,C,-9.020187128968571,A,E,D,90.99893461878466,-91.09049221455986,24.16038794366402,0
No,Other,18-25,E,-76.60467768891822,-87.4155065906171,-77.71496447805004,D,A,E,2.6971843421281743,D,D,A,-30.22727580299309,-74.1526165393886,-12.70871931460552,0
No,Hindu,18-25,D,-33.43354298219264,69.06256668622792,-58.7266280974024,B,C,B,127.53875797998906,A,A,C,76.69825565207196,-118.48219409016964,123.55631329643228,0
Veteran,Muslim,18-25,C,-22.47408079828764,-143.3267214320114,8.478518488793462,E,E,D,117.92646970333979,C,B,D,11.62208797922149,88.26549560381287,-8.078117207235085,1
Yes,Jewish,51-65,A,-2.183388894793488,135.13284224473756,3.1871137355544708,B,E,A,36.97540339198225,E,A,D,-75.38638822559804,23.239165539364883,-16.81076063515758,1
No,None,26-35,D,71.80673843704163,-144.36505229588656,132.00103358420685,E,B,D,120.24810518222144,D,D,E,-70.96281623709105,-25.205063883274104,-27.869632316946507,0
No,Jewish,65+,A,-76.98236174563198,23.829212345111532,110.32390142018494,C,A,C,2.394826040739168,D,E,B,-121.66997391985647,-105.681663327567,-44.36062685843357,0
Yes,None,26-35,A,-100.91108689687229,4.21103926902162,-97.07351925568992,A,C,B,22.499123391272533,A,D,E,-42.838620121592626,-274.01229552545635,-124.85080714543628,1
Yes,Christian,36-50,B,-57.72591638434913,75.62278980122949,-4.844244182700596,A,D,D,241.51387826868103,B,D,E,-251.90647292478138,49.35161340397286,102.47879129753919,1
Yes,None,51-65,E,171.38470029224783,124.6011046741479,-185.7992296416562,C,B,E,87.1491885783987,E,B,B,-147.89459451870582,-127.64201909968182,111.71937078887365,0
Non-Veteran,Christian,18-25,B,22.702131797993587,-212.70531604746688,-65.91564548074653,C,C,C,-74.17137214874413,B,C,C,-56.03621269707711,-0.934102919000199,-26.60072223131578,1
Non-Veteran,Muslim,36-50,D,96.10475141805507,-7.5229266860230775,4.549221568717594,D,A,D,-74.83542331590093,A,D,A,-156.38466707057728,79.72658369388944,-55.277722713970654,0
Yes,Other,26-35,B,32.77510400659664,-63.81599467120513,21.16112580214848,D,E,C,73.8235869501959,A,A,A,72.56500222591778,131.18755946905418,-63.660213944106026,1
Yes,Muslim,51-65,B,40.05571212633542,78.46775947034573,113.79252910448527,C,B,C,-170.4867448344719,B,E,E,-1.7055849815871895,-57.059919613859876,-5.511742831911319,0
No,Christian,65+,D,80.59132227186548,-91.00707210055607,-164.10843053811794,D,E,B,-18.776132282278322,B,A,D,115.1591979074792,-64.79298338379176,33.27640358573538,0
Veteran,Jewish,26-35,D,59.54753764554525,-22.693475097359116,105.9132323650031,C,E,C,-46.87389647681046,E,D,D,101.33150214562234,-117.92018797015464,170.2765909531439,0
Veteran,Muslim,18-25,C,130.00194462212528,-88.45445532156717,-32.33681336409212,D,B,A,155.5236009991936,E,C,B,16.52752860901438,-140.00492019396734,-144.12554150004294,0
Yes,Buddhist,26-35,A,32.85053179927174,54.316607034274824,-79.60058257729142,B,C,E,13.118048886346987,B,D,D,-103.8296104321009,46.156610988245234,-95.40099199148491,0
No,Jewish,26-35,A,-52.02973752875278,143.1763698468379,-34.704764229351134,E,B,D,222.59348321880057,C,D,C,32.2956481433935,-125.78218772415046,-94.84991417192235,1
Veteran,Other,51-65,C,86.02258322105159,59.067571644298376,-96.79585913789091,A,C,B,22.310743063027584,B,B,B,-5.432690858261278,-4.5600949858159625,73.07021930001783,1
Non-Veteran,Muslim,51-65,D,83.55155130810022,79.48712023653762,-215.59980932888269,C,B,B,-20.33304883059628,C,C,B,-134.02477136183444,66.71389186610755,-57.857861520864276,0
Non-Veteran,Buddhist,36-50,D,-266.9683377907176,-59.6076615565435,-73.81668111781619,C,C,E,104.05732406040491,D,B,D,-1.4709944598917335,67.89295115668143,150.44485470671495,0
No,Hindu,36-50,D,-71.87323564509298,137.29810417784185,-219.2168935153952,C,C,A,-1.6969913426841177,A,A,C,23.844656944551303,3.6090808442852778,-88.46832070135227,0
Yes,Hindu,26-35,B,-49.62023531460328,11.086463637065615,20.610616003764058,D,B,E,-147.95347946126373,C,E,B,206.16400287054807,38.01242942547032,-7.816441278523458,1
Yes,Muslim,18-25,A,-140.00930675925406,56.56834931471685,61.19729768399414,C,E,B,33.460846554615586,E,A,A,65.51362376264598,46.322018504241065,-11.809681739843125,1
No,Christian,51-65,D,-49.85965626590303,182.11810074147087,66.79962339806755,A,D,E,137.3506136394923,A,A,E,65.61314490609095,68.83291290234938,-2.1451981576218833,1
No,Buddhist,26-35,A,-24.87225775295918,-4.892303660536351,-103.0700786515085,E,E,E,2.432528559860545,D,A,D,-5.105590677536103,-40.50605123913566,5.85646763242072,1
Veteran,Jewish,18-25,A,153.33300857339182,-251.36510185525697,-112.90271940574263,D,A,A,29.96287219127064,D,D,E,79.90084540607877,-103.15821587474365,-73.49563296098725,0
Non-Veteran,Christian,65+,A,-41.57694254206608,44.93591982753218,-50.25012004395166,D,A,D,-28.387208049781638,E,C,C,56.870437724425685,-44.63729764408523,32.79297397469369,1
Veteran,Hindu,36-50,D,-83.07803738690191,-12.458013231069563,-12.089334114733976,D,A,E,210.64179971039553,B,C,B,222.91805814986176,-50.21413975184653,-110.55628807591236,1
No,Buddhist,26-35,B,19.752917503563214,-9.639457462601404,-31.22618345569808,B,E,B,-11.660792861956434,C,B,C,110.01563240647701,-62.133171478119046,-43.7431462399861,1
No,Other,18-25,D,-14.498166918661084,-42.883702881521295,-30.948742667617946,D,D,D,-45.25468235105257,E,C,C,35.33219163621635,104.8345504647208,33.14873344711484,1
Non-Veteran,Jewish,51-65,C,51.39736339115423,62.281000907622555,-147.20689813122317,B,E,D,74.8925570224769,A,A,A,145.60864132339083,-84.83798825103402,214.37219578506648,1
Veteran,Muslim,65+,C,-65.08138181655087,-71.59490918542937,-6.730341298704687,E,A,B,-17.52511943145533,C,D,B,49.11891396236886,38.664188848051936,-66.86921203528003,0
Veteran,Other,51-65,B,37.84464067175885,44.67321481923965,34.517933084559665,E,D,D,-82.33719814403247,D,D,E,41.93165474117876,-0.39061799520296236,-144.8803376291097,1
Veteran,Hindu,18-25,C,-155.86849032776965,22.32276840489906,-185.12663103630615,C,C,A,-64.3356527845834,B,A,A,-4.186370740398786,-91.45236689056246,12.335626637421486,1
Yes,Muslim,18-25,E,87.656155336145,-124.1090333759141,-174.1818773999415,B,B,D,108.05809305209392,A,B,E,-114.36518530382536,107.39859266906966,24.56965686806183,0
No,Christian,65+,D,163.00484672011834,-68.11607511770934,-104.27291028213743,A,B,C,-170.67707857992139,B,B,D,199.99362519629062,208.59021552540375,94.58120636774132,0
Veteran,Buddhist,18-25,E,-120.2485702054783,-93.27424447139177,-1.63657842863288,C,E,C,96.43859709323166,B,C,B,-24.473979765925698,56.16636190063362,62.076271072392956,0
Veteran,Buddhist,26-35,B,-55.07520649356189,-68.51008546046647,36.85148757828639,A,B,D,-1.5610817559046535,C,C,A,-154.84398950023942,-69.56919979383548,38.49979814078547,0
Veteran,Buddhist,26-35,C,1.0592417941969432,106.72695395262312,-77.34725817173101,E,D,B,46.55962600067529,A,E,B,-48.16734818490245,-93.25560663834572,7.691790978418686,0
Yes,Hindu,65+,A,-87.62829973014584,36.173650185814346,111.49418900332356,A,C,B,142.8648923243966,C,B,D,115.36181690160608,-104.63367342701598,27.004015325066423,0
Non-Veteran,Buddhist,26-35,A,-207.4265125191604,-46.19188010182715,118.27034980014295,D,B,D,104.86985985521635,B,E,B,-158.32689967288601,81.54139006078664,-0.09049886375843168,0
No,None,26-35,E,64.44400672089981,-88.60590499068101,-121.33138644920992,E,D,D,-78.40740635744706,A,A,A,-11.721146337218137,-39.978668265426165,-60.48931682714135,0
Veteran,Christian,65+,B,36.188067931102516,-11.645297333265217,68.24797269094793,E,C,C,-39.34695366924135,C,E,B,-137.2475902174904,-33.55435675675882,40.5510619707618,1
Veteran,Jewish,65+,B,12.195942000748083,-158.1636645031716,64.0561160145592,D,A,B,-285.01201517102686,B,B,B,110.8968264632874,29.933178705118696,-101.1765195582446,1
Non-Veteran,Hindu,36-50,C,-77.90987956554451,105.31674106284254,-28.27949664520058,D,B,B,315.93435692030346,E,C,D,20.053543500006604,-142.26271543807877,-135.65798585789187,1
No,Other,51-65,C,-68.85344113030723,103.871477607353,-57.44090048024242,D,E,E,29.797962938571317,D,C,B,45.41769866984763,-7.989309529248843,118.88810108067673,1
No,None,65+,E,-83.54444626066291,3.6850249989690798,-58.431210920727715,D,E,B,47.78501855430938,A,A,C,-2.9234574078287916,-38.46167351151373,3.929184532153993,0
Non-Veteran,Christian,65+,C,2.2175408026539793,3.5525928263253133,-56.456838208202086,B,B,C,126.10123348410411,B,D,E,12.23671148534098,17.279232613915482,-275.19110480870444,1
Yes,Buddhist,26-35,D,-9.752388729736907,91.29172017499839,85.15762026534311,A,B,C,-78.46706388247935,E,E,C,-92.38194699329918,45.90780250224761,31.037166078855368,1
No,Christian,26-35,D,34.349663112684134,91.26341288591345,-76.8310921084427,C,B,D,-12.01345492001382,A,A,A,57.39015978854422,-102.47130238666948,-46.646194584498325,0
Veteran,Hindu,51-65,C,-120.14349060595532,-37.72521073590749,-5.382732053198625,A,C,B,-67.21533771900383,E,E,A,245.37187362601958,-169.7829276792871,28.018477525640428,0
Non-Veteran,Jewish,65+,B,-219.19619449526203,-180.53648598529543,142.14899063662648,D,B,E,-43.80132543844133,B,B,D,-3.970976606072252,71.7096117299043,158.53793306530295,0
No,None,26-35,C,-94.48881322151334,20.781166894876897,-250.0275179718221,D,D,B,-149.20585139667105,E,C,D,-179.74280465624892,-20.5703687985204,138.02116367438606,0
Yes,Jewish,18-25,A,-7.180450017241702,-42.990666614588804,157.95091148471536,A,D,D,75.08487551029168,B,D,A,-196.17997050640872,182.57202792522102,142.99890555950344,1
Non-Veteran,None,36-50,A,204.51506496356387,-59.537207477213194,7.763028826996214,E,A,E,-46.984496508099234,E,A,A,116.79200307541477,-17.396211489013105,220.38681617071677,0
Non-Veteran,Buddhist,36-50,C,-22.469993594779854,32.57851305709961,50.26052713007557,A,B,E,-128.8271768057428,D,B,A,19.222491510587748,61.1492379939802,84.40294864386027,0
No,Hindu,51-65,D,16.202224321915693,-68.19140299401332,-124.3289794410189,B,E,C,38.80572799653093,D,C,B,5.1910016150177665,-2.331396004145888,-6.888740454308376,0
Non-Veteran,Christian,51-65,D,39.85596118315649,107.89637149767377,27.157381637085305,B,D,B,-190.72240260484318,B,E,D,-79.61312424319114,97.61659600842131,11.487159589815953,1
No,Jewish,26-35,E,69.05686287494848,-26.73423456372387,-14.743252678333857,C,A,E,-98.80330199772067,E,C,D,-37.48723618515759,-107.05881395758612,106.6486550869946,0
No,Buddhist,18-25,A,84.5516084603284,86.05019844068865,42.57447255523893,C,D,D,148.9661960625443,E,A,D,-91.48840272165086,212.17932092267208,146.6578619598752,1
Yes,Jewish,18-25,C,-96.57179851135568,-22.15990874503865,-65.4867216026113,C,B,E,139.19066370301593,B,A,D,13.87255062836665,-109.36573849531881,-280.18300099863177,0
No,Jewish,51-65,D,49.095033544986,80.65657679116914,-42.18835012705978,C,B,E,-154.07512114298464,E,B,A,33.511541040466994,26.22383644952,69.04111781128731,0
Non-Veteran,Jewish,18-25,D,40.654633662031166,107.25105467458445,62.64181895691331,C,C,A,-54.73239219766144,C,D,C,-38.04495755312726,158.97011381917815,2.0846172364824223,0
Yes,Muslim,65+,A,-107.4217727116219,55.553800725761434,-127.67921431977776,B,C,A,-134.65613617785647,C,B,D,-112.43909629074918,-101.7609851894191,-142.67072102916995,0
No,Muslim,18-25,B,54.68131209404012,-64.34743896836501,-37.77347333918126,C,A,C,-70.41101171146462,D,E,B,-153.57477641866925,-21.281352306244063,4.529516387277096,1
Veteran,Jewish,36-50,D,-58.87135670782212,66.00732205848254,93.63495451098399,A,B,A,-38.84382713147838,E,E,A,19.86848609542725,106.48517837563438,117.85777465652514,1
Non-Veteran,Jewish,18-25,C,110.9103438022264,-36.37325898182162,-71.89571662802246,B,D,A,33.4903332223263,A,E,D,59.9231624894369,86.02157369403784,101.65792557437905,1
Yes,None,51-65,A,8.923801837027945,-87.10395976965948,43.17714755268594,B,D,E,-133.2970111571236,A,C,B,4.938020404482945,-26.80493997501462,-95.21832129247288,0
No,None,26-35,B,24.264786302878324,132.71831563658967,-11.651719021386093,C,B,A,66.49094034971766,A,A,B,-40.512540349736376,-327.50865069307383,-2.907940702992657,1
Veteran,Other,18-25,D,68.8538351076838,96.08901584113335,-175.85054260500536,E,D,A,-100.8129958060735,E,A,B,-100.88470423310388,-49.14048556100891,19.27697166485689,0
Yes,None,65+,D,15.78900193341829,-110.13380144937479,-12.773088712229608,D,E,D,27.765848587897622,E,E,C,167.46286714893847,-72.66191064379018,181.57330567391244,0
Yes,Hindu,18-25,A,91.80587815877932,10.034859937431523,114.03861879703325,D,C,A,-117.11395103274332,D,A,B,-32.84647308118446,22.590034627449075,40.38578987309657,0
Non-Veteran,Jewish,18-25,B,-140.25040064657207,86.03046084845036,2.497074631837241,E,D,C,-32.153898637673386,E,D,A,203.70773314270062,-62.813593772868224,-60.41285718326621,1
No,Other,18-25,A,199.68324726464124,92.2504081034076,90.29695611291737,E,A,B,97.99555925331995,A,D,E,-37.43903368128219,-177.75293010587532,129.78615640556993,0
Non-Veteran,Muslim,65+,C,-43.652811271103836,-68.11898895984528,-3.6585680689895512,A,C,E,127.22105211556507,C,A,C,10.454884125784385,-1.5683801015743535,-159.53755042948902,0
Veteran,Hindu,36-50,A,-55.25412950670556,-19.513152425018674,194.77869597392282,B,C,E,-156.54721661167397,A,A,A,120.82240012154406,229.09002367953727,39.77989906062936,0
Yes,Muslim,36-50,E,-11.389770448533143,-65.80612080189358,156.8056081502084,D,D,B,31.989679891971257,D,C,E,11.851586370826121,-32.66827687942324,-62.58183148476885,1
No,Hindu,26-35,E,-73.21941697936192,-38.810116990485795,-140.98055099679,B,D,B,27.691892008640274,E,E,B,6.7861978926144015,34.72134957434586,-90.18615694473986,1
No,None,26-35,A,23.14492814637466,-111.60811025603385,-153.43536731953137,E,B,C,56.44636317112428,D,D,D,92.09807127651342,-139.57839693715945,-28.833625961133606,0
Veteran,Buddhist,51-65,C,-89.8275372256292,25.768966005320344,-124.00083982555883,B,A,B,56.88522073678377,E,B,D,164.5369456019992,85.35084387425111,106.30824848821527,1
Yes,Hindu,18-25,C,-104.07604745668293,-36.52686220959659,-21.830804792757206,C,E,C,-88.21422227407294,E,C,A,131.6392042261862,120.19278955601725,67.86032090667742,1
No,Buddhist,18-25,D,-65.34616642648103,129.41686207342534,-75.87838796013357,C,C,D,-22.56496018662153,B,B,B,-135.9092983259344,-79.51984254132057,-59.07352798186546,0
Yes,Buddhist,26-35,E,171.38057108046368,12.48720223941726,100.43802055174844,D,A,D,68.42445163566649,A,A,B,-26.192309365037698,-4.427060515701744,-3.2780965141280998,1
Veteran,None,18-25,A,192.95085046950422,165.67616963359066,94.34570902848213,D,B,B,64.62969868494315,D,E,D,49.889224598639174,21.132540402775867,17.784660524550418,1
Veteran,Muslim,26-35,B,26.883800985998864,-66.26603597865704,-75.76628494075062,B,D,E,-91.85345934259296,B,C,E,-25.496801528219702,170.45120124702376,9.87932663853993,0
Yes,Christian,36-50,C,-78.01428659421582,-87.77307065338884,-70.48342167355149,D,D,D,-56.079466415868275,C,D,D,-40.89827566271169,-1.3513707251908413,-12.795944189596204,0
Yes,Muslim,18-25,D,-67.43522411290475,-141.61220103188734,-65.97131846659417,E,A,A,-198.35260129685204,E,D,D,124.93509524749744,2.219730629338052,-73.50654249641487,0
No,Hindu,18-25,B,-12.762976808643286,24.427403560425734,120.38276109600505,C,C,E,-161.29719861877524,A,B,D,147.67911229381107,20.2596955329413,158.52667168518084,1
Veteran,Christian,36-50,A,97.41216839645726,-79.74746445992902,60.457268044720315,B,A,D,157.97662122101607,C,B,C,150.96472821043477,30.97082035442691,122.59584935691828,1
No,None,51-65,B,-17.97393228803228,68.95600395535406,101.04520918549082,E,A,E,31.024727469572326,D,E,E,-12.102177172302175,133.7161346008934,121.8217956803826,0
Veteran,Christian,65+,C,-81.50383632357929,17.743206455341596,183.67455361571544,C,C,E,222.99505203386838,C,B,A,-34.78254632519036,-83.22185903354597,-41.222992580380385,0
Non-Veteran,Hindu,26-35,A,40.241480703417366,53.77949343998757,215.15042854191287,D,D,E,101.9639167610197,C,B,C,15.485775858772291,48.810921809930505,-62.69069764954317,1
Yes,Jewish,36-50,C,13.7080368270003,41.28845189833765,-139.51498897626112,B,C,D,-7.928264042974681,B,D,E,-40.08448303230873,121.12941908490214,54.62467651502445,1
Yes,Christian,51-65,B,-39.41344241847556,15.57049692238779,92.23737978575876,E,B,D,80.15045384443066,A,D,C,-37.20195141848522,-30.602632470288523,-166.75433712060524,1
Yes,Christian,18-25,A,-123.91468730825738,-57.06395746034077,-124.12305914731223,D,E,E,-8.965586255274356,E,E,A,-34.229841795749074,93.21252945111299,-12.483833149160622,0
Non-Veteran,Buddhist,51-65,C,-119.66380672081596,201.45531709294445,170.5068966858335,A,E,C,127.67637254333704,E,C,E,98.19193652586723,229.46632969836878,-29.51075374562315,0
No,Muslim,36-50,A,-53.570632400974795,206.5066566552845,-37.1444623404767,E,C,C,-153.5411968641351,C,A,B,64.02917597244264,-39.24778533215104,61.72786569565852,0
Yes,Buddhist,36-50,B,-48.23080249471475,54.91803425864561,53.04889060367116,C,C,B,-90.6006804387412,A,E,D,-19.588303118028147,-103.89981598276859,-135.24389841269632,0
Yes,None,51-65,C,23.864603039823255,-101.0830126321876,7.782370149504746,B,D,D,-39.11206216539057,C,A,D,73.97015901032762,0.13927696751483246,49.13813101488303,0
Non-Veteran,Other,51-65,E,-139.60377619033036,42.76033008547452,131.938927026072,B,E,C,-52.836097922739754,A,B,D,22.99009039228867,173.008741658926,153.07886841773396,1
Non-Veteran,Other,65+,D,23.2141718029822,-66.27705924880807,119.52461035190649,D,D,A,56.11681941128932,E,E,B,123.04079382064681,209.94317325454173,-6.061028873392641,0
Yes,None,65+,A,78.30255405712802,127.93664747906044,235.4740826857251,A,B,C,29.834129617949074,A,C,D,-9.556633295563188,193.66882698818006,-99.06413520460914,0
No,Hindu,51-65,E,-134.53410567438493,60.605987768494074,46.52929385357352,B,A,C,38.81312806850342,B,C,A,-138.93303063902033,-47.04088718142693,-25.299449260074585,1
No,None,18-25,B,-119.19799296110602,-204.8074277920535,-6.381003468803949,A,D,A,-105.28346060001874,A,A,E,173.72908503474173,2.7119494398063324,60.32621053558246,1
Yes,Christian,26-35,A,-21.404823053938873,25.057798056448803,-5.801813391215572,C,A,D,122.51054130337033,D,B,A,23.304992481708446,19.519966580513266,119.07748100406994,1
Yes,Hindu,18-25,B,-79.72584167540091,44.94976477436269,-20.32472321874364,B,E,E,-180.77026026298316,A,E,E,82.40942344674124,-117.64354261987681,104.65054779551357,1
Yes,Buddhist,18-25,B,23.334093528982226,-118.59446422855041,52.361499054527435,A,A,C,213.5268521234556,B,A,B,13.074776182114025,-5.077330661475312,-0.9384200285164654,0
Veteran,Buddhist,36-50,E,-83.6259549336034,81.08460959985251,141.61088731751445,D,B,E,55.81039255068827,C,E,E,7.481887361447876,-228.17831780304297,80.1952806191777,1
