Veteran,Disability,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Yes,No,Widowed,-97.61138650134829,95.42982894769895,C,B,-4.893126233510318,186.52497640956878,109.13494275918873,22.489624694375042,D,A,45.03078436565697,B,81.98634866572985,126.29680166582888,E,78.57675836596938,1
No,Both,Married,181.44556191548835,43.414482821595755,A,D,-11.072092467364458,-112.97093085272377,-2.3573656421405937,-26.160660100766254,E,A,42.88511168141247,B,99.25048125919974,4.8822183450821015,A,30.874834300459213,0
Yes,Mental,Single,-29.343048909130033,-124.96236173184612,D,B,111.34471564091928,-174.72969947625387,-73.26708414770218,-154.5937949298262,E,B,-36.875785707437856,E,-28.877934962428913,56.143926188646795,E,-34.198193894170956,1
Veteran,Both,Divorced,-38.61705148420775,93.86919547118234,E,C,-221.61772541273965,-70.10807281095535,10.620712458332871,142.15044996022158,B,E,113.80856750069998,C,-31.57531983992315,21.289075169187086,E,10.733233558097451,1
No,Yes,Single,-78.28755702637099,155.02899014251028,C,D,69.27471707494732,-161.95497679019618,102.29494025015056,-34.621311986579386,A,C,-8.40567138856446,A,-125.11193130807119,-72.92691891732414,A,-22.86165384582232,1
Yes,No,Married,-30.7105170621012,-89.44125205334204,D,E,6.343271785761346,60.87372356186903,-4.620316960573042,133.06269934939152,C,B,15.009466561338472,C,-105.02159722351566,-41.62947129704879,D,-12.932216443899147,0
Veteran,None,Married,150.91560060448714,-14.656049339090988,C,A,56.096925813329165,-23.18366053297236,-126.39074993843147,75.22256929401078,B,A,-23.252870763117624,D,64.09443813885882,-99.65697232123205,E,-99.20588138935237,0
Non-Veteran,Mental,Married,-2.9420487496505525,-69.25789519198324,D,B,-40.49376185409101,-55.87757870872263,38.167154789737936,55.45987493483378,A,D,-160.47522483637445,D,-68.66749951470074,-13.356858718214939,A,-149.96944461789744,0
Non-Veteran,No,Widowed,7.565065214074018,51.11470537557646,C,D,32.38997962894879,2.491839098108843,11.085640284853113,-52.35819593829988,A,C,-37.327885401963,A,70.43633195329048,7.883052668584716,A,135.17269080406905,0
Yes,None,Widowed,-23.965147029851234,136.9616190681224,D,E,25.420945460082763,-56.36633880894346,9.608916223931436,51.27338417866936,D,B,36.04172518265109,A,35.785144425390534,99.31424653876994,D,17.994863666793734,1
No,Yes,Single,-105.24771717546963,283.3120786556134,E,C,-88.82357861126565,14.707909305930722,108.62794633488637,-47.47894614462276,A,D,-142.37189044475403,A,-18.907851523465137,-150.74608185533899,E,-166.8630386565131,1
No,None,Single,-42.616954576467904,-17.827353567745597,A,E,-64.26955317129547,219.4999354832107,-128.1798114533764,-148.75610004518362,E,E,151.58339886241993,A,43.50283621223458,-139.67226427770913,C,135.3435277263687,1
Non-Veteran,Both,Divorced,124.53514605279068,93.9186719422704,A,A,-123.2231985943558,0.8410946347840741,-39.265444556109536,-14.711279719607475,A,E,32.229210104583856,E,-5.744177737043878,-54.181338152765136,D,51.173474390668986,0
Non-Veteran,Yes,Single,185.41932106705778,242.83936199476628,A,D,-123.6415752866437,44.19736876867268,-184.64762242260267,33.266407410755214,C,D,-79.01392341518428,D,-65.03610761494025,-44.38960842980895,B,101.40286929869839,1
Yes,Mental,Widowed,72.96641138507486,-56.83176492030769,A,C,26.088883820384943,-63.15958362647541,-4.477612896350982,-23.921043073248157,D,B,46.498543250318434,E,-51.25175275406507,-61.206367706466615,D,-67.07141314756228,1
Veteran,Physical,Divorced,4.889415621926678,-70.21356724920868,D,E,-99.661723831531,58.992882558690866,79.29204356327647,26.92641971501913,A,C,55.93236390851695,D,-26.82738297447065,10.492495541233263,E,132.7567592720009,1
Veteran,Yes,Single,62.85213881442553,-117.2198689357605,B,D,-72.50993162151752,-263.84172071265976,-137.13499757928116,57.86037873160009,D,C,-42.69015108098538,A,-232.1180080796379,42.214675935233295,D,-114.1414456712991,0
Veteran,No,Single,-25.855274618766742,8.645682809149884,E,B,-2.622764616050378,47.51610861645153,104.44510558723314,12.245701061004153,B,E,23.49518125787567,B,-22.997390242756108,-13.45405067051435,A,68.65514538291137,0
Yes,No,Single,7.818989617678583,-92.65402870697096,A,E,-123.51129355783613,61.0720003887522,37.178275249976544,83.6335489684043,D,B,1.5498592184584101,A,57.6628512789137,79.6891008797645,D,75.75987251180551,1
No,Yes,Widowed,31.16658496213961,-187.7658482010261,E,D,3.325580765827247,82.75787857649047,42.84178158311786,-122.27736825657666,C,C,-45.00189853693114,E,-114.3704226050497,20.640504994967998,B,-134.50284407133162,1
No,Yes,Married,45.325461610879074,-39.87620183206168,C,B,196.52053809260408,155.17832650313653,-180.65578908341757,-7.53085346688976,D,D,-85.07457053667707,C,-68.58662885462272,2.403108875353318,B,-114.54644186247415,0
Veteran,Physical,Single,3.103563092174474,-14.8472916536546,C,B,-5.5768861236205804,150.62563973290514,56.40758194712898,18.67770331276449,A,B,185.6923240046451,B,40.65183736631038,-79.40424726936705,D,-47.745431307418045,1
No,None,Married,-113.18058020332779,-44.59918600211425,D,E,-62.08844117163048,26.184886011763147,-13.708296278421136,-58.741933841530766,D,E,-58.992247943177844,A,24.57065742841136,91.16696421623439,B,-41.58111928947054,1
No,Physical,Married,33.61396733965835,245.09389403429304,D,D,-22.7376518193184,-134.22586864255314,21.54249405258783,48.341462721709995,B,A,-57.36435075139548,D,42.483571232207076,23.516036297460303,D,-150.58386588472095,1
Non-Veteran,None,Married,30.57449291481433,-49.66037795796734,B,B,27.090644503747736,81.29685317656195,54.98723088232619,-34.26430957329619,A,B,105.53986269722412,E,67.28799502602197,-11.806397333543027,E,78.45903087952956,1
Yes,Yes,Single,45.47744505030391,78.60419955913149,B,A,-87.01705487067235,131.7579486895885,-96.48351283638712,133.41724461317608,A,D,187.1121555457084,E,-7.085030363676018,67.81334520511423,D,46.708345461691344,1
Yes,No,Married,-22.032725415420966,-24.745490152756354,A,E,19.27585402396791,86.81412208200895,77.24941935721131,-129.76187032311316,E,E,74.50703707503152,B,53.672817600725196,-9.64243378951974,E,-28.693251607862706,1
Non-Veteran,None,Divorced,-9.044822634174976,-265.26252793967745,C,D,-8.154332529367359,136.62446568919003,-68.09553423062852,54.58869558861332,E,D,-196.1032888980322,B,-106.97322396486348,52.054675700558064,E,112.1960252558949,1
Veteran,None,Married,-40.99350790521075,-103.25141585922904,E,C,163.6637501388054,-6.6159037860607075,11.336510109718665,-61.602493120101244,E,B,-121.05452792585234,D,-78.7398242448985,-302.49579833712585,D,-1.2127488646201936,0
No,Yes,Married,-49.570165255925794,-147.29193672949935,A,D,-80.08745902069872,87.01652219442218,114.77778175880408,-235.51507153325372,B,D,142.92292321965138,E,-31.891168937097518,21.749150352260575,D,151.48996132182583,1
Non-Veteran,Yes,Single,-61.72477982000603,-47.15531391932955,E,D,-139.85977781808415,75.88826068819998,23.231059275441165,-67.01665491888954,A,B,113.71518860335954,D,68.03378766890472,-200.80979361918142,C,47.92696492440864,0
Veteran,None,Widowed,167.94718814487294,64.08760251416464,D,B,-96.12377570295867,77.37870830516562,-223.2931807502997,89.33267571020271,B,D,-19.466676766085424,E,-65.76337240403143,-94.04425652467533,E,203.145747788663,0
Non-Veteran,None,Married,188.47598676186527,-47.60480174807503,B,B,35.71065537587831,60.40116690951155,68.74028888609192,76.04848822758797,A,B,-65.53779132979219,D,62.802864440589836,-74.65952001630326,C,-33.424363807123974,0
Yes,Mental,Single,-157.30272189281308,24.103531247712674,A,C,-133.49995913020487,-111.1990211420246,-14.377854797888205,57.32690473822319,E,B,13.200991119024627,B,-243.73063891353132,-17.78431291928767,B,-52.92184917109529,0
Non-Veteran,Yes,Married,350.78749232629985,140.7989812911338,E,D,-131.9791011917669,-199.73676186827734,40.11032080886043,-29.40325253301189,E,D,-11.84822674322037,E,16.826358394582613,98.93991739918496,E,236.05162639132854,0
No,Physical,Divorced,47.620619434657726,49.36482979927678,C,D,-63.15988944571529,87.79702751945561,54.253078105153094,1.5477659317289238,E,C,27.90369137093191,E,-148.02309174399775,-102.33907897187113,C,-12.939841038910375,0
No,No,Divorced,103.86837452727976,-73.42092224411331,E,A,-53.79891571623041,-29.38863604972673,85.84647380022268,-0.4311583934977671,A,B,0.5770975268668844,E,10.569341603209743,32.12816104471171,B,-128.28110492702945,0
No,None,Divorced,124.6120236434751,22.842759523992644,D,C,-46.142098579707785,-9.653673022707475,-17.40457085324325,190.18162938184724,E,C,-45.344705180428015,A,-46.94976612617533,176.55619368163104,C,143.56684897939226,0
No,No,Divorced,-152.09308821433456,76.18403264512978,D,A,-45.30204978181813,-106.97454748504191,34.51135173186132,51.940911555478706,C,D,66.83763175115412,D,5.9441448564441846,-156.62927891151125,A,-31.456172513461016,1
Non-Veteran,Mental,Married,-88.77328597705443,-11.748476277003537,A,E,-36.93829210492411,-156.91992692053833,27.50879616933889,44.935406823295935,B,E,45.99728232888851,C,-152.52019888483926,15.586591678108968,E,-0.6062371518969447,1
Yes,Both,Widowed,60.496090120561306,-26.51244032857844,C,B,158.0891105168162,52.900118490461814,63.88712964912725,-26.490746155384226,B,A,-48.684221405747266,C,-84.30113088395129,35.6831359568986,C,0.7994781200622999,0
Veteran,None,Divorced,138.63100557413685,-254.89035593160625,A,A,27.664661605754038,146.62859548896472,-74.69112448382714,155.83195035567866,B,C,-99.20316229815856,E,77.2639205703807,-111.93231305493778,B,42.025777705579316,0
No,No,Widowed,24.283908817434103,-162.8252670679063,C,E,-43.18716570990252,-136.32023171130982,-54.635848316912714,-76.00378666325388,E,A,122.43345837799005,E,249.87625360060755,-69.67150570782549,B,-62.929755554926615,1
Non-Veteran,Mental,Married,-13.637085050742757,-125.97407363221029,A,D,-39.46962006370273,17.419033270161417,-105.48805578678191,-36.29843808131678,C,B,233.31675802091408,A,61.28886833842062,4.88855002433135,B,-72.10732144787353,1
Yes,None,Widowed,-30.05501641779681,30.700003804601515,C,B,-85.3597663107625,-23.98625464486895,71.52460530547307,-176.47764240576066,B,E,121.66129936647896,B,117.86772995675061,-31.244230509050197,D,2.9735059022480415,1
Non-Veteran,Physical,Divorced,110.12887052103383,-8.165318388650242,C,B,-112.33143885235224,18.37290683574868,-123.65834259768573,-35.38465389718598,A,D,-103.70541378064577,A,5.055551014953933,-19.92061684025591,A,-4.612180277783345,1
Non-Veteran,Physical,Married,-11.123671411253982,-48.4666800586552,A,A,38.09407588095483,13.797428621536579,-32.34182691714637,-54.808022850169834,E,E,-96.30083986514282,A,80.45060991164512,52.57787246922566,B,2.8818283980768102,0
No,Physical,Divorced,66.60973830797103,-37.68879963316179,E,C,43.092108077516365,-4.2908057456385835,-106.89332709427374,94.28160414536163,A,E,18.990732309033987,B,-122.90074926860373,57.510096043117585,B,-70.59136848675777,0
Yes,Yes,Divorced,73.46478646950007,-25.06620610068383,D,E,-53.25595034701577,71.24406371638973,33.32242375647278,-129.23601249019475,B,A,-79.04485909715885,C,-110.26585864608722,-23.27594354665293,E,202.24459581295977,0
Yes,Yes,Married,31.703383991265905,90.72118437901305,C,E,-18.207399958064922,-106.30308872066819,17.068353570647375,34.04846685971925,D,A,73.79969173578723,B,-141.90412413441632,-18.77945097920107,D,92.04440126944058,1
Yes,Both,Married,-23.70810351264378,-144.38060447259073,C,E,-15.975149219221915,-68.19114947043451,-103.78031154137406,60.53802786646949,B,B,96.90746724934911,B,-107.55130081698417,27.00064239496355,E,-63.21848012573882,0
No,Mental,Married,266.456336999918,241.91493243301542,D,B,-35.62044816301919,34.47800360265405,-75.83170101965834,147.1175029401067,A,B,25.353510066373946,D,6.820877793551326,-11.087494824051806,B,34.92731480467896,1
No,Mental,Married,-123.74569408445215,-38.738389005878176,D,C,8.051750045995586,113.22396127155892,-49.76097210846157,37.53598329093863,C,C,-40.478810912927436,A,-112.24555491673685,95.83365839227156,B,23.424996029471743,0
Veteran,Yes,Widowed,-75.77717776724604,97.35929299153267,E,E,-119.23187847733281,-282.5625238581772,-53.24361992994617,113.78377977731307,A,A,119.67106372381464,A,19.59117798230472,-18.827515960885012,D,-76.57538092000607,0
Yes,No,Single,-43.11674634465009,-48.25967734353636,C,D,-149.7736930861129,94.24248479205446,74.96073588326406,-61.22460597683632,C,C,42.35386292251814,D,-107.93210892561467,-56.46629222919456,A,-16.299286427042166,0
Non-Veteran,Mental,Widowed,-89.15629004293062,-110.21161414482887,E,C,102.0955603012197,-22.20798239197318,-130.27896047303642,132.79061944844887,B,E,-203.52274050004286,A,-40.94782156343805,95.89891855423564,C,-47.635772506539034,0
Non-Veteran,Yes,Widowed,151.95957972778592,157.06881844077296,D,D,-34.72513230892334,14.641677250471757,34.959434361898346,-185.00266913078892,B,B,-179.14799520653364,D,-223.8751943761749,1.8693261336653986,E,-183.54671469792345,0
Non-Veteran,None,Single,-101.7609123542863,-66.6783521841597,E,C,37.99726104384727,-75.91002578328953,-76.92155345253386,-1.5368702469575046,A,C,6.1242396327785835,B,-107.04173396229768,-79.40190769031327,B,-3.397670969879247,1
No,Physical,Widowed,-144.13432597288391,-84.36314317501314,C,C,-107.76782665036615,22.55777469833432,28.953778993414343,24.694810575319107,B,B,-36.3523997685799,A,-158.24923895612113,66.89209099254398,A,10.862875665263116,1
Yes,Physical,Divorced,-45.791022737886856,116.57788388866138,A,A,-87.40270061743168,-118.62797569137946,-13.002066465748069,-19.5058710222698,D,D,-111.31528968343005,C,7.966345854521462,14.98803944105438,E,106.71823789662469,1
Non-Veteran,Physical,Single,14.887371730876032,-159.47587131642493,D,C,188.0039504544167,23.298090461525863,92.31466259306569,-86.57840725534736,B,C,-55.77759661460352,E,181.85117019797872,102.80290784010164,C,47.31196526256615,1
Veteran,Mental,Divorced,42.83273756244584,-49.20142523595297,B,B,125.41290022976983,79.78563770077099,84.89467028494884,65.6413255442439,A,C,-43.345068395674424,C,-47.168865807702275,146.33749413170077,A,-60.559032570772665,0
No,Yes,Divorced,61.975791616218444,-48.6815792450563,E,E,-74.48730717777082,-66.56803916462654,-149.37836114801598,-14.091238453309856,A,D,-171.89375190652586,B,27.337862472056536,9.36643350450112,B,-42.39673069529372,1
No,Physical,Widowed,61.54711924483948,-47.41839958056765,B,A,77.25335219397225,-13.285060584497504,3.6844787438448066,-71.68364042717582,E,D,76.60150636259301,B,35.52056053095748,-5.835100943237027,C,-134.3567949971323,0
Veteran,None,Divorced,72.23062030362178,122.95279259767288,D,A,-250.1544638906727,120.24684183996686,75.51992481787069,69.07196249032287,E,A,54.229828945549286,C,156.13140147351353,-96.71045574504222,C,-6.326129547317278,0
No,None,Widowed,26.75752426533296,207.36764811458085,D,D,-91.78861951839376,13.226931958021243,14.861668450372242,-64.54204305367996,D,A,-47.470970257736326,B,-37.46527070633096,-66.1287383705066,C,171.17613926502656,0
No,Both,Single,-57.579869078469,57.68118301214701,B,B,-174.9317815596253,42.17066590803626,30.59271469564741,-110.66694841650263,B,C,-20.110611461865304,A,76.23789850699808,76.88288236004557,C,80.40576489416597,1
No,Physical,Married,98.23762581127582,-33.917580957034716,A,B,29.47321836423542,68.80361983335168,90.00440980800904,-1.3601004009468292,B,C,-50.27128557110403,C,16.60796703036625,44.14633022054702,D,-34.449449435662004,1
Veteran,No,Married,87.031449711542,-41.046796140676314,D,E,7.665180701879707,23.240779468970484,33.92938952264784,10.987985440790514,C,B,-85.22164986593151,E,88.20501564038788,-5.197768995003995,B,-33.22530861721402,1
Veteran,Yes,Single,-16.974139209338095,-14.215389881435875,E,C,-45.43722913862489,28.40367376296346,-55.25187153785344,92.71391973876504,B,C,172.7444866622143,A,-47.20639334059503,68.96741076823044,C,23.65958765445399,1
Yes,Mental,Widowed,147.5909613260191,81.84195316258976,E,D,11.680797960600538,215.8710732026583,-27.163861446064008,186.97415630318085,D,B,-124.15957878662749,D,-147.46720945746318,-116.06139277595682,D,71.18904169832581,1
Yes,Physical,Married,-197.42133194903403,-59.04036668641679,A,A,33.32953435503491,10.755424775165743,-41.25787723313142,-66.18965432608447,E,A,75.97971877600601,C,-17.300478134905987,215.5791016234935,D,-80.7825264794718,1
Yes,Mental,Married,-82.58030099985695,190.39722562954302,E,B,67.99765204293524,-122.8445303684639,83.7085678455382,76.44241662760022,A,B,69.44040248814748,E,-0.6954766520772389,25.138864481036173,C,43.21235121637319,0
Veteran,No,Widowed,-87.39613508168301,6.839089585054438,A,D,151.24278756154345,35.16088529860897,-40.61517235595443,-83.53497605348652,C,E,-1.6033532597138793,B,47.416097649793585,38.71894276930172,E,-48.74105696448141,0
Non-Veteran,None,Widowed,-7.298615953806639,131.70471151059948,E,B,113.05045205890625,-67.20780360989983,-55.626472576681664,-27.620737154572193,C,C,68.32619199662369,B,104.45768606894148,61.53509282767524,C,-78.1767247919838,0
No,Both,Married,-83.9033902418763,-107.2626712742783,E,B,7.3898428423431435,-69.84110050739393,-83.1931010976823,-14.95824305138685,E,D,-72.06294510898877,C,111.35274348079558,23.2128572873885,D,40.69672893783675,1
No,Both,Widowed,67.96587971232864,94.98822635970967,E,A,-4.533028123652429,-167.94303556404358,-57.217438998953455,-128.37067731309136,E,A,24.022177631774206,A,80.21068053986572,-7.10955210439153,A,-193.8033310262514,0
