nation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Mexico,B,133.2358742375228,A,85.96929798598497,A,C,9.489821425195888,E,1
Brazil,C,-126.54606951363714,E,109.49224146156773,B,B,-3.7886222019604774,B,0
Germany,B,-132.825976282147,A,38.98943593094411,A,A,59.19256863808015,C,1
China,E,-200.66263529151684,C,29.85760518196379,A,D,-164.40776123362446,A,1
US,E,-77.92856784683693,A,68.25598978754257,A,A,-21.804976359710185,D,0
US,A,-21.749932834377177,C,-66.49146163792436,E,D,222.55444358148554,C,0
US,A,33.75580159841059,C,71.378529778642,C,A,46.78412489411111,B,0
Germany,D,118.55351409951558,D,139.1045108599596,A,C,45.98926756811726,D,0
Mexico,E,-12.402937961202062,A,60.55057771500812,E,E,-175.76583850568224,C,1
China,B,-84.8193153203091,C,110.81276715495656,C,B,-6.093331119139711,D,0
China,A,-32.76391323963844,B,-41.690493923581826,C,C,-58.015524616550785,A,0
Mexico,E,51.71465021615423,A,-25.03302345146723,A,D,-0.7485248288991401,A,0
UK,E,-130.8048346476644,E,16.511681826313097,D,D,-19.613095239507807,C,0
Other,E,216.78507762679814,D,-55.0764049693666,C,C,-187.8423844087253,D,0
Germany,A,-183.55970032240867,C,-252.25365615876535,A,C,33.993552838084675,C,0
India,E,-156.81303693943974,C,-166.33456102388408,B,B,207.30548942045326,A,0
India,C,91.18385292631818,E,-44.723732296481934,B,D,-128.8450730215577,D,0
US,A,-21.63289420088702,E,16.57205359944696,B,A,171.7157392667392,A,0
UK,B,-40.10434739389998,B,41.47938568943187,A,A,-207.67040036314475,B,1
Other,E,-12.2503908624001,D,177.75454440127305,D,D,137.57093910728466,C,1
Germany,C,5.6855165192695765,E,-59.3296248301071,E,B,-93.80833441310656,E,0
US,A,-55.875116580943754,A,-23.440325565265674,D,B,-10.000875485864979,D,1
Brazil,D,-22.57665656663202,A,17.969174042810725,C,C,-84.46070948857786,B,0
Germany,C,-64.41612038173248,C,-9.12356696344496,A,D,-86.97209732128954,A,1
US,E,-150.1532216040193,E,4.334828523947513,D,E,173.10810006009345,C,0
UK,A,15.826751772042225,D,147.12626446134206,B,D,32.09678858471025,D,0
US,D,-14.520794229740877,E,-50.121234662432435,D,D,18.772499124797477,C,0
US,D,-42.88988173444931,D,2.942078224491573,D,D,-130.64745341211596,C,0
Germany,C,71.59662943911192,B,151.5282359730757,D,D,8.082375014797282,E,1
India,A,5.837280703906872,D,181.86463704244161,E,D,-55.47239764630589,A,0
India,B,-13.344955032658573,A,-36.95203145145934,D,A,-82.28316624488765,D,0
China,A,6.262475431686876,B,95.83452877767067,C,B,52.41638828413805,E,1
Mexico,A,81.39515551123128,B,-182.06581046774326,C,B,102.3272776915496,C,1
Brazil,D,-46.0138507003729,B,-142.72092040104192,E,E,-12.988647018124572,A,0
UK,C,-110.28890010253419,C,7.288073804993353,B,E,-39.62285970910958,A,0
Mexico,E,-66.2339594794631,B,-6.819576922676804,A,B,-111.70652010139153,C,0
China,C,100.2895703445924,D,15.546646827081078,A,E,134.14721472084307,A,1
UK,D,109.92367429101147,E,-8.044447915186087,D,D,-224.82569312657583,B,0
Brazil,A,-39.38881688992364,E,-18.75254895035471,D,E,3.312528398336636,D,0
Brazil,C,-156.78559630485503,D,-0.774495800056812,A,D,-92.30496324167554,A,1
China,C,-84.7597359985208,B,-84.77459427494709,E,B,21.159166900799622,E,1
UK,B,121.66542000788179,E,55.452650952854086,A,B,-108.78292055014838,D,0
China,C,38.35225214584534,C,26.68218050558136,A,C,81.3986583127738,E,0
India,A,-138.48653927657338,C,-34.386308651921446,D,E,93.18956500133126,D,0
Mexico,A,-136.31606829319955,C,-22.71145149212809,C,E,19.723987312034378,E,0
US,E,73.46936311142345,D,11.297800306559768,A,C,213.06621137796404,D,1
Germany,E,251.29883109691212,B,45.365810938580516,D,B,-60.003525153872715,A,0
US,E,42.76475740998525,C,92.63930228420398,E,C,-135.70652273411034,B,1
Mexico,B,-186.3410100018082,E,13.853943089850087,D,C,-83.57147456452707,B,0
China,B,191.89788144288656,C,-23.31333344164602,E,D,-78.97401570969245,C,0
UK,C,304.171685129964,B,-113.29455588532231,B,C,-43.81310061318659,B,0
China,E,191.22097255778937,A,96.84265199502384,D,D,-33.96588862287807,D,1
US,A,-36.19528585311222,D,22.83070303697344,E,C,0.6263003661409163,D,0
Brazil,A,75.25526061796427,B,-85.25063570362632,B,B,-4.758897256806238,A,1
India,A,96.8187910888133,A,9.07340159450648,E,C,-3.6748942212423814,E,0
Germany,D,-54.50310114489967,A,52.11456764499177,A,E,-67.95842790764513,B,1
Mexico,B,40.95085875475429,B,82.9437245207882,A,A,-155.1392192974687,A,0
India,C,-101.60228330723913,C,-40.31416009160008,B,A,-105.94895817875576,D,1
Germany,A,10.967752888759705,E,90.8487598595855,E,C,0.8037333146274663,D,0
China,C,176.73026525330656,A,97.98786709759632,B,A,31.742004139575485,A,0
Mexico,C,94.96058764095471,B,-32.566288550301,E,B,52.731818671681275,B,1
US,D,-20.36728354459269,E,-13.991932724152834,D,E,-3.9633561898887235,D,0
UK,B,-141.28666374829362,E,77.4141169349579,E,D,-39.19581537248622,B,1
Mexico,B,-42.187832719286,B,-44.376874749716286,E,A,2.3385713734599394,D,0
Other,A,169.91648153244694,E,-28.53819268156055,E,D,-46.53866532634803,E,0
China,C,-59.60820767412633,E,-33.664616946808685,B,E,-211.80601120828277,E,1
Mexico,C,-114.34189571846183,D,72.61323391866169,B,A,28.543435958499785,A,1
India,E,147.70128135055194,D,20.129173450806327,E,A,61.46022276020692,C,0
Germany,A,-46.577532461616826,A,-84.15613030015048,B,C,-153.5545118962309,E,0
China,E,16.10060573136431,C,-45.99666622787625,B,C,56.26105007476176,E,1
Mexico,A,94.12801729156685,A,-139.57528747895284,C,B,96.94843301134746,A,0
India,B,-159.12803810402346,B,-24.880340987283034,E,D,39.53015777455028,E,1
India,B,-81.18514481867514,D,-158.5767424864027,A,B,112.21460169623569,B,1
UK,B,-85.74281732992469,C,-8.353834034682803,D,D,105.74974464121838,B,0
Brazil,E,13.802344054392398,A,87.08642054787094,D,B,-90.99955249732493,D,1
UK,E,221.86421163135287,C,120.38306633101763,C,C,138.04169367944232,C,0
UK,E,106.77506731895139,D,-110.69668493589757,E,A,-38.97783307957749,A,0
Germany,C,20.685295667134426,C,-16.95244506968254,E,D,127.27054240137035,B,0
India,E,34.23197004240126,E,-74.82096740251454,D,D,80.80770608286696,E,1
UK,A,-144.9427838610463,A,-88.67908551148619,C,D,106.64356044341913,C,0
Mexico,C,118.18745732649066,B,-41.99392922467003,D,E,-34.84652884279779,C,1
Mexico,A,-104.19854318264035,B,39.847483886443676,C,B,-42.55617156172015,B,1
Brazil,A,-68.18308476176392,A,71.28540380396882,A,D,-103.06989921035982,E,0
UK,C,53.73454210703436,A,-72.54810191029618,E,D,35.293371922665706,C,1
UK,D,90.30363997238848,A,96.86581528402793,D,E,97.48661995253799,E,0
Brazil,C,52.22407852238097,A,-3.836857866706215,A,A,186.37517264844598,C,1
Other,C,-124.02201247473307,D,50.55925812859395,B,A,-66.55251859646945,D,1
India,B,-84.97791654092876,D,230.8766042308977,E,C,113.2816647448603,B,1
Other,E,205.27246221811222,E,1.460931259702829,A,E,160.32240613850678,A,1
Brazil,C,26.830655162056406,C,-44.479906435250626,D,C,-24.112313557692623,C,1
Mexico,A,11.580783142934406,C,2.63737938007341,E,E,-62.49432620714286,E,1
US,C,54.722863727570456,E,62.29000526108488,C,B,126.05213188683133,D,0
Germany,A,153.32304712737954,C,84.88780934514962,A,C,-64.89811487204807,C,1
US,D,-77.84417132014919,D,159.4442742808979,C,E,0.38291571161461485,E,1
India,D,-58.55550773202724,B,-9.117892925444755,B,B,-11.8247056165777,A,0
US,A,-113.65191458137576,A,50.139141025890645,A,B,57.31807627413807,B,0
India,E,-144.58120278899594,C,17.7041266648658,D,E,11.622477280752078,D,0
India,E,26.383088090673663,D,20.608658170100007,D,B,-33.3831477902204,B,1
Mexico,C,25.347692186526167,C,169.65346348267533,D,E,60.99591991147007,C,0
Other,D,40.123600073836876,D,83.20846147730191,E,B,3.380086025027656,A,1
India,A,-43.92767289733414,C,71.86898145697214,E,D,-7.810911325536547,E,0
Brazil,E,53.62496961152192,B,-108.52778493113068,D,A,-11.866226090538156,A,0
Germany,B,-0.1441511722531568,A,-106.81843943404434,E,E,-54.74125340449652,E,1
Other,D,185.13188645278848,D,9.924085349483592,D,B,-111.05759388481131,E,1
Germany,D,-159.42174715521088,D,-100.62072689359437,D,D,-92.75322725315367,B,1
Mexico,B,54.47704548987008,B,66.75501040995104,A,C,12.418257490455032,A,1
UK,C,11.198637155179133,D,-196.03057945307938,D,C,-104.7903609207033,C,1
India,D,-14.195377182390539,C,149.21085849326343,C,A,134.83777217337766,D,0
Germany,D,71.6272389942199,C,34.020595592191974,A,D,-41.97210427279718,D,0
India,D,-103.48130093653822,B,176.07904023475962,E,C,108.88610043190914,C,1
China,A,20.302279440624883,B,-11.819109523056648,B,D,-81.65537773611126,E,1
Brazil,A,-151.88712069391167,B,-30.12529876811008,E,A,124.03315360282588,A,0
India,B,59.36822722963389,D,-37.48786514376367,C,D,41.60367115139949,D,0
India,A,64.6717802388369,B,-31.617796781204426,E,A,165.0533066570447,C,1
US,C,29.5655737178961,C,-65.5902994245033,B,A,50.60160209514921,C,1
US,D,45.170998345459346,E,-84.10559032608793,A,C,117.11449862479273,B,1
Brazil,E,-12.721233661410434,E,-5.621618077572376,E,E,128.16485064762585,E,0
Other,C,-69.49626117296522,C,161.51861266684588,A,C,-87.11376056839424,A,0
US,C,50.001334360672146,C,17.73439991767837,E,D,-12.51768030153078,E,0
Brazil,A,9.062212420751283,E,46.2036279541287,B,D,107.51280085032813,E,1
UK,C,-52.93923805274328,B,-72.49664124423771,D,C,7.837085553693386,C,1
Other,B,-136.18628669927455,B,-41.2132574899428,D,A,-118.64517782623496,C,1
US,B,-41.988753445165436,D,129.65686541938106,A,B,-59.3449083146436,E,0
China,C,36.8122284626114,D,161.52918148155416,B,B,60.04432700441746,A,1
Germany,B,1.7127991433261107,D,36.403438020614004,E,E,111.98055833773934,A,1
Brazil,C,-32.42589780962739,A,36.790758655371036,B,A,-154.64224318102228,A,0
India,B,-104.05869820344978,A,106.57426179274316,E,D,-131.36154885009296,E,0
Mexico,D,-140.30499925476482,A,173.01160869654396,E,D,-59.88957608840688,C,0
UK,B,-223.8704009222753,B,-127.47042534476086,E,D,20.59825148983393,B,1
Germany,A,9.147332731012833,B,110.8915175235522,C,B,-17.44916001147309,C,1
UK,C,-5.2209180463547415,E,25.04334456143189,D,C,81.35466558488858,B,1
US,E,29.56664598213688,A,56.304781547932315,E,E,-5.253002697366181,A,0
Other,B,74.88863437357217,E,3.2401933342813765,E,C,-10.183980986950443,B,0
India,D,-40.533089581047115,D,74.00759662518338,D,C,-200.24354243718986,A,0
US,A,36.052468113525784,B,37.802533530562584,D,D,153.9729101628445,E,1
Germany,A,-35.629204474887835,D,2.99512752148279,B,D,-56.047681520688954,D,1
Mexico,D,-171.34982682648342,A,-46.06892711465208,C,C,51.3671385456631,A,0
Other,D,-135.17425647416016,D,176.64365737053473,D,D,-114.51716056074528,C,1
Germany,A,-15.267854795129438,B,2.3650106273690676,C,B,174.12720943183393,C,1
China,C,-12.240126775761787,C,16.44073741126438,C,A,72.52891651769606,C,0
UK,A,70.47912135921038,A,-84.56884698394897,E,C,48.26752688608978,B,0
Brazil,A,41.513182486125636,A,-120.36287106180694,A,B,248.127690412687,E,1
Brazil,B,-73.10093664153455,A,19.402162705287495,E,B,-131.6154786307914,A,1
China,B,38.5620016083886,C,-158.19270543352332,D,A,29.361141881256035,E,0
US,B,-26.776073259023143,A,-22.906539471214497,D,C,140.27448188635321,C,0
Germany,A,69.84914800881955,B,13.536742653814754,D,D,38.52445210353636,A,1
Germany,B,-62.8107175074357,E,-86.18398681604769,E,A,-37.84013173120348,D,0
China,E,-106.26926038205595,A,-139.88984783923073,E,E,-48.34247835837285,E,1
Brazil,D,-57.20735311150618,A,-38.0900638994174,E,C,-22.735880859919227,B,0
India,D,-246.2745640144254,E,7.206685236921915,B,D,24.450144834630713,A,0
UK,C,79.26560886902988,A,24.74473341166947,C,D,-113.59830927577859,D,1
India,E,56.64897644836263,D,62.042070377595735,D,D,-56.80124155758316,D,1
Brazil,C,-76.73524298679801,A,74.9898434857929,D,D,-65.32900633035375,C,0
India,E,52.097128866900746,C,-63.747352068848826,E,C,-48.88050803801993,B,1
India,B,141.51192626187182,C,-87.8707009266678,E,E,-6.137367403602607,D,0
UK,B,-42.20330183287555,B,29.07151764975492,C,D,-5.260499810569979,E,1
UK,B,135.49693382737544,A,-150.96091290159737,B,D,-251.00053005550666,E,1
India,D,-81.09436204725444,A,-66.31748716820309,D,A,-156.69671551566827,C,0
UK,C,-12.823487189794191,C,-103.12634067869246,D,C,30.226764113456916,A,1
India,A,119.36532574154278,D,129.84183810088876,B,A,94.60490325237191,C,0
US,D,-25.38697285038909,E,-57.615949129550906,C,E,-58.716555883790754,A,0
China,A,-60.78912643660319,A,43.3985600546442,D,C,4.702454035535076,D,0
Mexico,B,6.958669715833341,E,29.434813250171505,D,C,-11.982209641236745,A,0
UK,A,-55.83990941135654,B,43.360601751749584,B,C,16.406291621136457,B,0
UK,B,-71.15197052948822,E,87.10729238995097,A,C,279.6579987667259,A,1
India,A,17.995764917755572,A,42.2960575363701,C,E,201.18850718900885,E,0
Germany,B,29.67456149407756,C,-115.20862198342243,E,B,-64.68779626644088,B,1
India,C,77.44717535855536,D,95.51827891966647,A,E,-90.80932964337941,B,1
US,B,80.09918413957325,E,-39.37097613118696,E,A,-43.31946489022377,C,1
US,C,-101.03694756979331,E,42.18754501438436,A,E,87.73849241357277,A,1
India,E,77.92496666863458,B,13.514709415659413,C,A,-104.07732460850418,E,0
Mexico,B,70.97815645141337,B,-158.12244184294397,A,A,126.93880023654485,C,0
Mexico,B,-64.96071593154701,D,133.5309187572739,E,C,-4.881869218275091,B,0
Brazil,D,104.5073084133815,D,-111.5656107509289,C,C,144.07216334875613,E,1
UK,E,-37.24656122569215,C,-44.0032991386821,A,B,-83.26104538705786,E,0
Mexico,A,39.59106368875469,C,26.830307964106957,C,C,-18.829716835317516,B,1
Brazil,A,61.8264697438091,B,-135.55587270439256,A,D,73.61578360613328,B,1
India,D,94.310428280302,D,-72.8217888346357,D,D,63.99261742248326,B,0
Brazil,D,117.82572889630349,C,-148.33252000408254,E,E,-175.8875297193124,E,1
US,C,22.00848948552322,D,-6.438949587470305,B,C,-57.983580815063554,A,1
Brazil,B,34.29016090791734,C,-37.05110423607041,E,D,8.03455875127649,E,0
Brazil,E,-203.5578598111949,B,48.05586138833645,D,B,16.740164216661736,E,0
India,D,124.90315692296758,A,-148.9872291135118,A,A,-29.234744873853124,D,1
India,A,-88.39246059092419,B,218.52745261759074,A,D,42.4955895525006,A,0
China,C,56.62745337759918,E,-98.87539622567564,C,A,-216.27342271855764,C,0
India,B,124.18260945205697,E,79.28388441505028,E,C,55.99407683979963,B,1
Other,C,-26.123535351018845,D,15.05605268899472,C,A,75.90158322629378,D,1
Other,A,136.5407774797266,D,-116.90169758686346,C,A,39.91011438740297,A,0
India,B,13.772615537632667,A,-48.37292027766747,E,B,-163.32671417661825,C,0
Other,A,-79.32324755260521,E,33.10577847914596,C,B,178.14187241037635,A,0
Germany,B,97.38867159530223,C,77.76664298188332,B,B,-163.28069240216126,B,0
Other,A,28.83890620445803,A,96.28414121410499,E,E,32.48297115321092,B,0
China,C,-144.12512960950957,D,-21.23574258834396,C,B,28.454013671471834,E,1
China,B,-29.750336093089864,E,-195.28084011082782,B,D,-124.4273141423223,A,0
US,D,174.58684861799077,C,18.22065110109304,B,C,2.2127949718230164,D,0
Mexico,C,-47.502279979121695,A,-8.833064566117143,D,D,61.52278344293869,C,0
China,D,-139.58370802936756,C,-101.69208829557377,E,C,-212.19118358556054,B,1
US,D,-9.979210947082143,C,-57.43755932063554,B,D,-184.8800211845447,D,1
Mexico,D,1.9540670415732233,B,-24.502951961380067,C,A,-67.613083670879,D,1
Mexico,B,-153.57612625787817,B,102.96036125787697,A,E,14.469565696479295,A,0
US,A,-174.75409344696996,E,-141.44331800944022,E,E,-204.3697521304872,C,0
UK,A,-0.699286313606091,C,21.229579672747366,D,C,-112.88915276215452,D,0
Brazil,B,-93.62447758353926,E,-102.73702222207066,D,A,-56.113345104615,A,1
China,C,72.78262686087214,D,-137.50854767168897,B,C,33.168995867720184,B,0
Other,E,-15.607926539906414,C,-76.9917781697583,D,A,-13.940866772024997,C,1
Other,B,56.71696073304401,A,164.96326228037012,A,E,31.194726491886193,E,0
India,A,87.96896505729346,E,84.40579499478068,B,B,-43.3831960578061,E,1
Brazil,E,9.660933952297873,E,3.101675683168822,A,A,70.26311787848515,A,0
Germany,A,-309.5916804211969,D,51.6246881842219,B,C,-75.68473079276806,E,1
US,E,96.99173931933004,E,-218.072530528648,E,D,-93.82527090848822,A,0
US,C,-248.13313248841075,D,31.296455331596434,D,B,-100.38330229307458,D,1
Germany,B,64.59161442626488,C,-6.878237340127057,E,E,-127.96019007850863,A,0
Other,D,-110.01524561692855,D,-53.46818753695807,E,D,-87.22388602432662,D,0
US,A,102.9878992055208,C,196.43010420160442,A,C,-50.18607264229925,A,0
US,B,152.95871287954014,D,71.88711114956222,D,A,-9.73651506787047,C,1
US,A,-92.96139281769211,A,-22.319799162900367,A,E,6.272148185809424,D,0
Other,A,115.20305902999716,D,21.59853789346486,A,E,127.91146762887995,C,1
US,D,-0.5857888656260203,A,-33.729867049042966,C,D,-96.45699400418287,D,0
Mexico,D,-13.517881907567231,B,-145.79564714807475,D,D,-28.009253486942143,D,1
Mexico,B,20.434858339308246,C,-66.50079516205673,A,D,-53.58918921816518,A,1
UK,E,-35.482063600745086,C,24.885902032870145,B,B,-41.4326693460638,E,0
US,E,65.88003194949788,B,13.234263124006313,D,D,8.445837165092396,A,0
Other,D,-17.358599458394423,B,1.8070523040914017,A,C,-178.321268249739,C,0
Brazil,C,-61.388024739020864,B,-106.05964263470689,E,B,-51.97808904235439,A,1
Germany,E,-12.042465585289385,D,-174.2486732824817,C,A,222.27859178706774,A,1
UK,D,-132.24033745071344,B,220.5364034141042,C,C,-36.515274370803105,D,1
Brazil,B,-56.11286935881837,D,70.02536065414081,D,C,-153.24240638666092,A,1
UK,B,-172.294555278942,D,60.50816911977031,E,B,76.09838631705385,C,1
Other,E,-68.44190675305734,C,-163.81903578184148,E,D,-201.6977468387416,E,0
UK,D,-9.418954388504934,A,-108.98911246032566,B,D,4.075335875961667,C,0
Brazil,C,27.47078547532336,E,124.18865637810114,B,B,-161.42868723972532,E,0
US,A,44.87625143493062,D,-59.3068092662749,D,C,163.49092124166694,D,0
Mexico,A,-220.2128155273589,E,22.238059575139083,C,C,29.707610585929412,A,0
Mexico,E,-44.56754787343775,C,52.41245987767583,A,C,-2.3173463751253025,E,0
Other,C,-56.31622995136939,D,-109.91100339915654,C,C,-131.7342536055048,A,1
India,D,18.754072519021552,D,-153.4460690317835,C,B,144.87664015423144,B,1
China,A,10.119088963903227,E,172.73846160776822,E,A,51.19129867356719,D,0
China,E,90.80968737858674,E,-14.476045163687004,A,C,-14.122134787682075,E,0
China,E,-116.23848662813892,E,128.60144100711494,C,D,205.5852319419382,C,1
US,A,-93.69921398625338,A,61.1132449076513,B,D,82.94077501052021,A,0
Mexico,D,-27.08204593733596,E,-14.02795182428402,D,C,-192.03068293679664,E,0
India,B,39.612438347799205,A,-207.2436802569973,A,C,-26.83367549018406,D,0
India,C,-111.32590673781641,B,-46.11369527932375,B,A,79.32920971188521,E,0
China,A,5.4232877846573615,A,-60.52718485345194,E,B,-12.509258097439844,B,0
India,A,150.77587953178048,A,45.12912236415218,E,A,-5.399474165377718,C,1
Other,A,2.236912392857726,A,-16.460357686267287,D,B,-111.57020263360293,D,1
UK,E,-24.16105721814759,B,-66.65088523124352,B,B,-158.53291683200058,C,0
Germany,D,-8.895328647410064,E,-56.050771317717775,A,A,-23.452326568593445,A,1
Other,B,-16.758481896022598,C,67.9163831102217,C,B,-32.85981429301882,D,1
China,E,-99.95174646427985,D,53.22132140494117,C,C,41.560032780808505,E,1
US,E,-172.67897783273588,C,56.69048925689293,D,C,-73.22617106461475,A,1
China,D,49.008777477481196,E,-60.69512926192883,B,E,74.33575176655707,E,0
China,C,-44.87700156370238,A,-30.669539393105854,E,C,-140.0279064339167,A,0
US,A,142.53515243127413,E,82.51261746699741,B,A,58.29074139498781,D,0
India,C,12.837189861637595,A,52.673838707157664,C,A,137.78635025447653,E,0
India,D,-63.722955501937605,D,-70.36401435378976,D,E,25.604582245260875,B,0
China,A,32.35821283329086,E,8.835278029463666,C,A,-101.38182082326239,A,0
Germany,D,-4.982024952962631,E,27.701721248945095,B,C,-1.02524217352071,C,1
Germany,B,-14.509994994193482,B,-48.01583133678377,D,A,-37.29809731846633,A,1
US,D,-6.583097338672987,B,-182.6368377262691,A,B,59.80849219163641,A,0
China,E,19.136147295274327,C,126.76167881956484,A,E,-218.0756091141781,A,0
Mexico,E,14.46461573163734,E,119.5933224152316,E,B,89.4368768167163,C,1
Germany,D,-9.985172159069839,C,58.164929596245294,B,E,72.98822237590778,C,1
Germany,E,95.14881010869183,E,53.19139550005345,B,B,-44.95597675990739,B,0
