race,birth_year,sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Asian,63,Female,69.7572840019001,95.34690596221388,112.16415272037408,A,315.97587648626757,D,-23.631120155581588,-111.47322915011235,B,E,67.64327186623292,57.585007904470686,172.07121348027886,-93.64860448376643,A,-60.24292589659724,0
African American,54,Male,17.763181408770638,-137.51827862967164,14.868818829856057,E,22.495268242452322,C,51.36928193205237,-132.84102752243126,D,C,-85.71817655029747,117.5852200497894,86.2607165287685,-16.49999362670264,D,294.49194346115434,0
Other,66,F,-23.141629434520095,-122.98245794348833,-1.857249173611272,C,-73.14482839010546,B,-193.7697280647906,-29.09385341017278,D,B,-103.52493691066036,-0.026787136602959637,136.5987194040243,258.3471757491098,C,58.46246480082499,1
Asian,58,Non-binary,-109.39894566724777,-42.98564148401539,-44.52106427520624,E,-101.81617651467283,E,3.2234687884093365,-115.03835479043904,E,D,-109.35743713261176,126.84814876068502,-119.3975869956559,52.318342823359984,E,-148.2470757826235,0
Other,36,F,-24.772160568243617,-2.0679526387839493,60.37103764864511,E,116.01904355311522,A,41.63202756558207,22.23963392852522,C,A,190.30182253631565,42.57544290459654,-59.52687888097233,85.46492769393244,A,55.71391242523739,1
Hispanic,77,Male,93.52848652173674,21.416755910768874,105.32031192763311,B,-96.15896433871674,B,27.148925133565765,132.05979241759985,C,C,-53.276753473984996,141.10761961788265,90.25784956389562,-188.11942903609025,E,-178.92939354592693,0
Asian,99,F,-79.40360165666625,-94.88946021373069,-10.502052831305418,D,60.81431492256342,B,172.78090887871178,129.61082675762768,C,C,2.9117140611555405,91.96260457318238,-75.87052598124605,-4.648331981368987,C,54.217506798946324,0
White,71,Other,-71.08354843469581,-125.22115458647711,-135.30734361147626,E,-180.7995638284584,E,-105.224714306167,-31.16925143327641,D,D,-33.65554161704337,-10.577214816576477,-56.21620940576809,-163.7657867257463,A,-282.92727143071625,1
White,21,Male,-86.91837724067604,-34.625587600669256,-13.439849855278164,B,-154.86986682679225,C,-55.3641071990963,36.11940516338461,C,A,-176.20657634761062,-97.02988081483004,-20.27980231399905,227.4513538161536,C,-44.142423207280295,0
African American,95,Non-binary,-244.15878096423586,-2.3426696442739963,14.634301099703558,E,142.65022143445174,B,47.49247004937939,-54.17926163070024,D,E,-120.56101922117728,-69.27224087667292,-15.653117676610389,-74.16227486644406,C,22.455335724762413,1
Asian,40,Non-binary,-57.87781377331329,-164.77953577941406,-98.20142306365588,A,71.56437870546478,E,-126.63419494973711,194.38931978758387,E,B,-77.81885189627714,38.017916619340845,118.40881652730776,-50.7044321178548,A,-44.39303430102128,1
Black,93,F,13.644506601454454,-26.03152914651043,37.26099745758105,C,-84.37847507631611,A,-77.71919608543512,-33.647795846570375,E,C,-115.31216665807487,-218.86246661867347,-43.90127163369271,224.09783329158728,B,-37.054355771279006,0
Other,61,Other,47.86842342129794,76.74591273275941,111.64382756951525,C,125.68269532282264,E,-12.758630121265835,-16.361275434387515,B,E,4.756062118909896,-32.57518945916269,135.4148431511857,55.208975002291794,B,41.23410046755925,1
White,95,F,71.4346746279584,-109.9998363375457,130.2374789369444,A,-90.31135605309638,E,118.8871760942406,-56.21038434240564,E,A,-164.21073217043013,73.89654276945156,0.7735092244043651,-59.18240878863571,A,-50.112840550693484,0
Black,97,Non-binary,-140.70399079442655,-174.4912515020242,97.94775698689102,B,-86.18237843761767,C,138.78339516707362,107.4859440087886,A,A,66.32483689497151,13.496555661517458,39.41360252698379,17.138550619784677,B,-24.491048722836897,1
White,70,Non-binary,89.79491230022371,145.185030793523,-216.68331334697456,B,189.02291605580564,E,39.230067097650576,-107.57942550457287,C,E,61.35525538094494,140.18708251523927,70.09199946381858,-3.078223538040128,D,70.78277037487489,1
Black,84,Female,62.7824355997497,-0.4801855135370402,-120.57794928855286,C,103.63334935744497,A,69.64337599183207,11.517593817620117,C,A,-2.6759500538943994,-66.49082057868797,-39.78461677776463,103.27038796746835,E,54.873394972457724,1
Other,81,F,-35.50322109812332,-133.6889090180835,28.72858424913456,D,26.89216887414118,B,105.9276221301543,72.44799957157487,C,B,-117.35703975853784,5.061716902954021,20.815593185065993,49.19306438818217,D,49.837305451086685,1
Asian,74,M,-21.383184821653643,111.61342127000637,-3.6238290224093035,A,-103.63406289242324,A,11.115056868216584,329.04289289535075,D,E,-99.4454270452305,-52.82252989026828,-21.902638378735674,-21.22756971340786,E,-0.683366650631942,1
African American,41,Male,-49.295137517149094,95.51245755202729,-42.50204191271856,A,34.10658363076454,C,28.579367035842683,-131.3730380264444,C,B,-92.81628061195248,111.27827872859655,-214.64977246416663,184.15207085141589,C,-63.54384441328623,1
Other,57,M,94.94326241946916,34.686593895620796,-77.60586355752625,E,-65.4370173717171,D,12.692970166426973,43.57005988946087,B,D,-100.36829462988544,-115.03092208235995,70.32443094469113,-42.27147370303017,B,-30.724557478174702,0
White,22,Non-binary,-84.12142438044575,-16.39184637317953,-179.00473752454954,D,-5.490989739910255,E,11.696193193577589,9.54388332634012,B,D,-223.92058027388612,27.895731385163575,-51.95353050191818,23.077577315394922,E,131.8557002146571,1
Asian,70,M,85.13651205405576,-266.4125808766994,-178.89550454150154,A,47.80949961726105,E,175.66756903341002,37.389459675819595,D,E,107.94923242500883,-32.81837485954988,49.25836715349484,-15.204028318959443,A,6.6173191943881,1
Asian,86,Other,-5.593390463982522,14.800728257455908,-156.96502631569504,C,-19.843484190142675,B,59.24051304060406,147.5880103452322,D,A,59.901001155896,20.527234772170345,88.7181862890811,-60.80707354189949,A,90.66272414866528,1
African American,69,Female,-77.89179204641596,-33.33596578963996,-44.9014778295395,E,-63.16758299581482,D,-134.48080248397065,59.29291232401476,D,B,10.86524127975009,22.78906964542882,21.094788192855503,141.75183721209632,C,-49.218899557428905,0
Hispanic,87,Male,-153.68862743172548,53.330070604275484,94.41906255253376,D,131.6046016163167,A,30.09427011138095,5.233767665138679,E,D,52.15157086853589,-41.136512667256504,119.87101271947628,-18.174037105443595,A,69.08803525085352,1
African American,33,Female,-170.68112914489072,-23.656939947388388,9.62008853127695,C,-9.8227323283023,E,-102.14459488070197,3.3692531612391567,C,C,-38.32045737576447,53.48687741202936,61.16790223071335,94.70214993004693,A,159.40935945082452,0
Other,48,M,-76.23011321685243,1.2812304832763803,6.657262152738832,B,-16.43184207096315,E,20.51534472019685,-122.89006318690471,C,E,121.85657711575169,51.10858762477113,16.949612481364035,132.45878048490502,A,-59.90076165150605,0
African American,86,Female,-81.83814468137088,5.613404387322628,190.80367331582312,E,-90.19629259789536,D,-3.4040636120807473,-22.622278044791493,A,B,-2.4594794768268597,67.71858946268699,0.5414793767445164,-154.78476673638295,B,-106.00178340510513,0
Other,37,M,-62.504341631027415,29.922513107500375,-45.3576355028343,D,117.02404742227989,C,-61.08504930701236,-205.52284878825486,D,A,27.502822850416642,-63.8827529452676,2.729374015040278,-146.78047319119236,C,-46.73246158873393,1
Black,94,F,42.3515646774398,186.73446000105548,50.6664333246193,C,-48.79722742248485,E,20.892201394911506,-53.15230159440048,B,E,-7.175081247922168,91.72209139129703,-93.89640059113303,152.0023128620425,C,115.20307669806567,0
Other,92,Non-binary,-131.4203779820333,16.51792726907886,14.415115059059364,D,-10.915194137923022,E,-36.45265782257385,57.06404121213959,B,C,-94.96894500676372,-31.898819633724223,-108.41795591397162,161.94015708332415,E,2.7280426760078464,1
Black,73,Other,-117.55064540418185,143.7853744024975,95.37879298668447,C,51.549083042429245,C,-75.51612637412947,102.38876712681306,D,E,-150.05459820416772,191.9783579808441,-96.08425619677786,-33.67231764368087,B,-34.79817174693649,1
Black,86,Other,-273.99524031999744,59.86033310877846,17.954139017070656,A,101.81242695432566,D,-70.45047227814982,-63.17722147534439,E,B,-1.0267125624483464,-72.19761419380836,27.253666081531236,-167.48031981894624,A,-47.105164767824505,0
African American,56,M,13.391313594595292,22.150507593423153,57.53956924583971,B,112.16686051228746,E,-57.556460291832614,124.44534343436831,A,E,18.27830203005434,46.72290461168954,-115.31945439333447,-88.0210584458451,B,96.18969443198672,1
African American,26,F,58.16107435444338,30.67562467073335,192.3096175279302,A,-147.97707374713832,B,167.62157769289405,10.911944593338156,E,D,-81.02177287046143,38.84889042371926,-31.960923285787047,-134.4562958446659,D,44.09885116076112,0
Asian,95,Male,-74.97523970857513,151.10564615272938,-178.60629161820324,A,3.885020023550828,D,-7.578584782814625,96.7300057654879,D,D,55.83467803197979,-235.58246569282005,86.1934324696374,-109.01434562414578,C,-199.62176494863309,1
Black,65,Female,29.504445353378912,-38.2357270207573,-48.08816411492812,E,-99.58574021012791,C,-99.37869718680884,-23.2085871782499,E,D,123.84991218372072,-54.31766343110769,-141.95802827338125,4.749995320566266,A,-125.7330382755686,0
Other,97,Male,-94.20199849448238,-271.94047991516817,73.89174742355593,C,-84.76869169139343,A,148.0402190093431,-13.011905079661313,A,C,76.0547847149479,-139.84220775970928,-18.359879915266127,101.9231210945534,E,93.336840584106,1
Asian,73,Female,108.3298049493673,-28.446168859929855,-11.658933812673904,E,-104.8585110449896,B,-127.69012934919594,251.11482697957305,A,E,-36.768643052479696,7.719148926704247,-46.30589291132362,40.960561383045494,B,-74.67695551534409,1
Black,18,M,21.225014001006482,-40.9170341393077,-81.81012288435441,B,-142.77248462358864,D,-34.6407948415132,-142.40846355135054,A,E,-15.352343501425464,-53.591644813152215,104.90335103603039,-47.7554406581776,A,-27.085923904350633,0
Asian,79,Female,-25.041551815904896,10.37847768798179,-89.3174969611968,E,234.12704756721178,E,-304.13391927846214,178.89642482061302,A,A,44.692154207907656,41.61946183971822,69.44924543984469,29.420168182589922,E,141.12708902969112,0
White,34,Male,42.679189630314,-116.11388737289879,79.95985495714942,E,43.71387141412264,E,-66.25175777157979,-26.98261331449856,D,D,-177.92011920391752,106.75152544017526,112.07858066311387,1.2677015587423304,A,-59.723042578452294,0
Hispanic,93,F,-29.536147039610555,133.74427011221232,15.164891116302877,E,-13.561681724354008,C,96.37002105590757,219.78333325663303,E,A,171.01583597652115,-71.90779635954578,-59.82191227655963,-41.25137868355631,A,17.053507035056246,0
Asian,60,Female,87.4334755940315,104.00944247444264,-56.983932853194055,D,93.25507694450333,C,-247.18124095580185,-6.208001268636557,C,E,29.369023457519678,44.22393391283307,-43.205895627598586,-119.6958026871777,B,-49.18906215802054,1
Hispanic,56,Other,69.13040087863689,-110.80989769918219,12.698686696940422,A,-211.42589250247318,D,154.10184983951933,-26.574328827882315,C,C,79.27353352235762,-81.84547514637018,83.19005491620439,33.39719355896171,D,68.76259324297715,1
White,44,Female,-56.97477426188099,65.5886293376133,74.87216305608334,E,-128.0762529818404,A,110.5064510814243,170.30482857173646,D,A,84.1079378893275,-156.77568640581353,231.01787712611164,30.584815938319903,C,-209.65175155591282,0
Hispanic,54,Non-binary,11.61217567759778,-0.5341425098961035,-64.33037469994495,D,56.33367454578764,C,147.69669796165252,70.39387587711451,C,C,4.5678269757681775,116.60594151859678,-97.5864909331914,187.16416992742023,C,100.50522853616843,0
Asian,68,Male,-103.02043567726795,-117.60308148122543,-26.27246831740551,C,-83.95590067759593,D,-182.81407970995596,75.29449009179964,E,E,-8.120367383448821,-20.85034114442884,-110.70114312058688,-86.43999134766085,E,-118.47082840920022,0
African American,64,Male,-112.98917267029371,64.21847862141146,-140.1410897454677,E,-28.383977470508455,A,-61.26151090908151,31.504861790867405,E,B,204.3803513920031,-31.853632232623948,-151.03303224170196,-94.19618572542625,C,26.130409905672806,0
African American,95,Non-binary,86.8611324712884,41.09791863126395,14.615492933946713,A,-109.38854387315935,D,135.14391644584117,27.8503348487122,B,C,-129.58962993172014,-65.29185599151964,31.31825383054492,-47.209430747415006,B,-121.83028696349987,1
African American,74,Other,146.79372177492783,-59.39607177272844,-28.6407432449313,E,94.13776348544903,B,-3.0554519904553725,17.061607255169694,A,D,-96.19853147429566,74.61710683694311,-36.602080516034604,-168.43411322070457,E,-30.29529775341824,1
Hispanic,68,Other,203.68839334201948,-109.17035559501933,71.83979918879253,B,84.0677254835828,E,123.65307063720097,45.227928577490836,A,B,-114.74095613608237,-61.36583635820946,-56.898391566740614,-12.416199528377504,D,109.00386177842375,1
Other,26,M,-93.12178620093053,57.33559337282207,31.079680634377958,D,74.83627868547147,C,122.77861781836876,-71.38328188947997,C,E,-97.97340490493826,124.78547701781977,22.26190332234928,99.75536102814213,D,-51.323822839901965,1
Other,87,Other,120.73298255184805,5.164522510209725,231.17939264931712,C,44.51663332267728,A,97.8327106631099,-95.54107244332862,B,C,-14.6851655570067,-76.47923952358921,-49.48004415979428,35.49227816415287,A,89.46467921874213,0
African American,52,Female,-102.20448518313961,6.842323309982302,106.34356229366786,E,157.02969179152026,D,-46.07137777788811,1.4333388692567217,A,C,-44.63906433879748,84.65757303714216,70.22571247714144,81.74480079323465,E,66.42442517650329,1
Other,97,Other,-84.1077665673461,127.86828873763608,42.94345201198143,B,-168.70071275055267,D,127.05406210356858,16.079442286140807,A,E,160.6827138648255,-69.62322554896123,-123.90847282008579,18.88042083648419,D,47.172934142455105,1
Black,79,F,-70.88360366688424,146.5303022425661,139.32550521834867,A,13.925888943642459,A,121.94175723917115,-201.90873243892668,B,B,116.86118464332473,-37.49711480369439,140.53633346236197,108.05923060711191,C,-15.95590367423442,1
White,99,M,52.05124889039029,66.46158484860997,86.29878591173566,E,-65.26769690036126,B,82.73504091934359,38.41297153804008,D,B,81.4289344308888,-102.63598693544841,-122.88688450388081,-19.97809446656879,B,15.382228125592565,1
Asian,54,Female,-34.758696721807134,-168.15053125350508,152.58758760513012,B,47.812697243799526,C,75.65482090454239,74.1242486148605,D,C,28.220469555104344,134.833453603499,173.61745572450133,-12.676674142845867,C,-117.21597676517455,1
African American,20,Other,-57.008884384515355,108.73668435669879,11.427375963719747,E,-62.4394558733401,E,41.39266981743081,-90.94034595749584,E,E,-148.7083939117943,36.74256970737616,45.82723994648102,43.95288332707077,C,-85.02686520400486,0
Asian,28,Female,118.82581507973953,185.02252362953317,-59.65246145662123,C,-218.311286325113,B,68.48795020778225,3.278504465462516,C,B,199.8641444744991,-68.74043036494805,-92.51155286529553,55.72410014181085,D,-78.61288240497468,0
Other,36,M,-5.540291505301261,-112.06414111912457,-0.9660346366210644,A,-4.596813962637332,D,-30.52716837716305,89.39620016101973,D,A,-174.96551191383293,-68.85490564037492,103.91767367280332,-122.02510803728175,B,88.77397988922311,0
Asian,19,M,31.29565308092699,10.384042518658294,47.05749925974704,C,132.9803253619121,E,-63.3372486684443,-203.47909479263794,E,A,14.098394358257446,86.44509466655272,106.77531974840748,82.42752325182461,B,-102.08868397381335,1
Asian,72,Female,-32.64381226984162,72.82255922869453,-55.17453566995126,C,17.28107274429829,A,36.057644290207605,-60.41999758592688,B,D,114.83198284006426,-52.4739638705249,157.54846030637907,46.270454909273354,B,-45.13341977202025,1
Other,32,M,-19.344839161921865,-27.716565958313417,-85.54442515551514,D,137.0866190890606,C,-29.57326532124035,122.50455389318718,D,A,7.744087017742311,42.12079073502637,62.13599959560171,-140.41314027637887,A,-33.50529991720944,1
African American,46,Non-binary,133.03949729000456,92.34889468015929,-101.39991294372392,C,-10.966617017836837,D,12.095205140378251,-52.33445309893252,C,E,6.515183272229032,-127.18372362468003,-22.42020827803782,225.492955709079,A,117.99892438620144,1
African American,84,M,183.86920960173344,175.47321938602968,-9.533662675051675,B,-8.28507755007185,D,-52.200106281090655,-113.64239094197978,C,A,18.31596379709183,-138.81186669519272,154.2970234394354,8.891436494358388,E,44.864806253737974,0
African American,81,Female,160.89600484221407,-15.767209965830453,-0.30252287777011977,E,136.1331760358069,B,75.39649983532377,-165.4728386508787,E,B,29.34885507667212,-58.153428338518296,-33.54635301498007,85.72489587099442,A,41.882299391408196,1
Black,95,Male,121.49478162677367,-163.17336914757536,-5.366686747365522,B,72.03477208173655,A,34.37397920483683,-212.82304846335535,E,C,-113.95790522102499,36.98423796853612,-27.13220840090795,77.66011205990054,C,140.92876421795106,0
