race,Veteran,nation,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,target
African American,Veteran,China,53,A,69.8346989446968,14.105609658894766,-109.1132844591278,E,0
Hispanic,Yes,Mexico,25,B,-57.866385004908274,98.55002369764217,-42.08799764095787,C,1
Asian,Veteran,Mexico,43,C,53.52110022668659,56.688643295748,107.64466896783543,B,0
White,No,India,24,E,-4.091905539832149,-13.720980180679504,-17.549028179199922,A,1
Hispanic,No,Germany,57,E,13.38146524733785,-121.7131425462115,2.387521421703929,B,0
Other,No,Mexico,46,D,-92.2506410151205,-44.85981981699461,-97.7682035601113,E,1
African American,Yes,UK,51,D,-108.20328459514256,-66.09897199238141,21.94524067569183,E,1
Asian,Veteran,China,36,C,4.583887862361584,-57.47995548364494,128.91677401044183,C,1
African American,Yes,US,40,D,-79.4265695878783,13.884558579268546,35.262257751764345,E,0
Hispanic,No,China,27,E,63.05201935201422,5.558369622578307,68.35045379511507,D,1
Other,No,Brazil,48,E,53.03250672251983,-15.113418667197791,110.24754625450002,A,0
Hispanic,No,US,38,D,-150.66038877222013,-41.227795805364735,-29.312684117699966,B,0
African American,No,Other,38,A,-70.24068467218123,39.67780885827189,0.34538737877546405,C,1
Hispanic,No,Germany,26,B,71.86063643664977,-20.110685171713822,87.94276594363956,D,1
Hispanic,Non-Veteran,India,44,E,-69.8205918009664,39.77850266357999,-159.6194390498226,B,1
Black,Veteran,UK,75,D,52.61535074057989,-71.6956027284009,-97.48662077367754,D,1
White,No,Brazil,30,D,56.356217678041396,153.89970482901188,52.41748445230533,D,1
White,No,China,57,B,-87.5997145998938,-22.745411153415304,71.2259490836315,B,0
Hispanic,Yes,China,30,E,81.99650794316136,-74.59408647689175,97.42122108192207,B,0
Asian,Non-Veteran,UK,65,B,-150.1752868361905,-74.29323919890315,95.65183398543958,A,1
Black,Veteran,China,24,A,107.23543345999333,-83.46591402251875,21.473009336280803,D,1
Black,Yes,Other,47,A,-20.16100094861548,149.083872990057,-8.970166690029325,A,0
White,Non-Veteran,China,37,A,-64.74944600097649,-202.06865566089357,-121.16713200880014,D,1
Black,Non-Veteran,Brazil,29,C,-109.29145968238328,98.31790530930033,150.39677170450508,E,0
Asian,Yes,Other,69,A,168.15988971129153,149.74324656161167,-88.27936523310224,E,1
Other,Yes,UK,31,E,159.66986938928292,-162.4587050304697,-85.47808952222915,E,0
Hispanic,Non-Veteran,China,38,A,-115.18497473235365,205.04373340617929,-190.57593884825027,D,0
Hispanic,Non-Veteran,Brazil,76,B,39.80656790638146,111.32311304530917,-159.82275019555215,D,0
Other,Veteran,Other,75,C,215.99282765288055,1.212107907655293,5.608009385241446,D,1
White,Non-Veteran,Brazil,53,E,51.88426390425672,-64.31476768182253,15.490471881678575,C,1
Black,Yes,Germany,33,A,-64.85061028712074,-49.827755912634395,77.54880826765176,B,0
Asian,Veteran,UK,26,A,-83.00695097170802,60.113321313984194,-83.91443011688388,E,1
Asian,Yes,Brazil,51,A,19.83045423324585,259.16119180475465,-52.02530727207792,B,1
Asian,Veteran,US,57,B,104.51705710337458,91.34284347988553,83.96870909611863,E,0
African American,Yes,UK,40,C,107.24589537255116,-90.15621194115481,-76.84792726407586,C,0
White,Non-Veteran,Other,20,B,66.19659294281641,25.953733768102133,118.7331580294292,D,1
White,Non-Veteran,UK,34,B,28.84889605382938,114.25339851177489,159.61615115719397,A,1
African American,Veteran,Other,50,A,-117.0981595279367,-107.92534008914505,-11.412497381821819,E,0
Other,Veteran,China,71,D,112.888362907132,192.54628175518775,51.08790406801983,E,1
Hispanic,Non-Veteran,China,79,A,141.13085349332678,198.13006043912435,-70.35242767066863,C,0
Black,No,India,73,B,78.81153184223002,-135.8268145979882,14.24589427927957,B,0
African American,Non-Veteran,US,24,B,66.6979226309614,47.9029625769515,5.679844694416017,C,1
Black,No,China,44,C,155.50834279986748,-32.445080861565465,117.49152379552888,C,1
African American,Veteran,Mexico,62,E,99.3741759791434,66.19298321675697,-43.81176573970848,A,0
Black,No,India,70,D,-26.249799380603722,20.5203820908676,27.504815699392935,B,0
White,No,Mexico,23,E,-168.99397883651787,-152.12999471673433,11.773325928312856,B,0
Black,Non-Veteran,Other,60,C,137.86540874272904,-50.362128675033965,-179.5491171027709,B,0
African American,No,UK,22,B,28.267113220529062,124.03047745890872,-153.07830467566689,A,0
African American,Yes,UK,59,E,-124.86129082728668,-140.47978343928696,-23.63094367467549,D,1
White,Veteran,Other,61,C,46.0372995528184,91.11626069033709,-45.533511091786906,C,0
Black,Yes,US,38,B,-200.58266278524522,56.353198423508154,24.013302382252384,E,0
Black,No,China,29,D,17.91560797024354,93.93116085934756,-86.25185884182144,B,0
Asian,Veteran,China,45,D,-64.88904514826808,-29.392702007360548,-99.95307846666275,A,1
Black,No,Brazil,64,C,71.53329109717679,94.36457465023503,-9.087648982372027,C,1
Other,No,Germany,56,B,-42.88214653288747,11.413830950604318,107.05103985211268,E,1
Asian,Veteran,China,61,A,18.928438898967627,72.72992383611839,-8.303195188037956,B,1
Other,No,China,47,C,185.5588488860215,-46.02478144693227,55.74810332977565,A,1
Asian,Non-Veteran,India,33,E,74.57323833239609,-41.73513704753853,188.84918258982225,E,0
White,Non-Veteran,Brazil,41,B,102.68791440166648,12.031411916047908,-15.93818506780573,C,1
Hispanic,Yes,UK,54,C,52.53654390547467,-64.59019414685667,146.50189905157123,C,0
Hispanic,Yes,Mexico,35,C,77.71846775340502,-4.614871421670476,-107.42582095323749,B,0
Hispanic,Veteran,UK,77,B,70.38292131092284,-138.33809761773415,-325.7788261826959,D,1
African American,No,Brazil,69,E,-53.35088350296936,-95.4315013091866,6.660155554980014,B,1
African American,Non-Veteran,India,71,A,68.69595680266049,-16.91069799382543,3.9400457365109616,B,0
White,Non-Veteran,India,48,A,-97.92166799767385,39.99272791846751,-177.9087732501241,D,1
White,No,Mexico,49,C,32.80189141953169,-215.67260860654648,-40.637254391277864,B,1
White,Yes,UK,78,B,37.99377544769576,41.2833924324734,-7.05789834061724,A,1
Hispanic,No,US,59,D,-52.0986151759814,155.18707682422547,62.87083777364142,E,1
White,Non-Veteran,Mexico,38,C,-56.821434196030395,80.50556663485942,132.39815701465844,B,1
Black,Non-Veteran,Other,45,E,-99.40704676385887,3.2024444285298763,35.06372139392617,D,1
Asian,Non-Veteran,India,55,C,79.04611034552087,-126.62389136085272,3.0798051039172827,C,1
White,No,Other,43,D,-61.20613800404235,-1.2754046072466478,-83.40485268711474,E,1
Asian,Veteran,India,46,D,149.59112743829584,-9.439983213385114,-53.57400056771304,D,1
White,Yes,India,45,E,34.284463682189525,-27.856649583478454,171.78550375622802,D,1
Black,No,UK,75,C,160.3200052622353,180.095317072099,61.5818508995339,C,0
Asian,Yes,US,33,A,-55.891539553689476,-81.35088457904732,29.093725231974926,B,0
Other,No,Germany,50,B,12.83563963959424,33.84010141209241,28.209643234263382,A,0
African American,Veteran,India,48,D,23.739722193533787,-24.8850679741922,199.5031155242462,D,1
White,Veteran,Brazil,41,B,-100.20206849289204,93.43050342100577,107.24094144817191,B,0
African American,Non-Veteran,Mexico,67,D,-86.41609047019335,-25.95282883706046,75.56200442249157,C,1
Hispanic,Veteran,Brazil,25,A,14.317014001644704,6.680234887869542,44.66252160511188,D,1
Hispanic,No,Other,36,B,-28.798701460954746,53.60609552921892,35.97049549555281,D,0
Asian,Veteran,Brazil,69,D,-31.509520186121737,94.81777839584163,26.29622175929647,A,1
African American,Yes,Germany,52,D,53.11943147987679,-200.98608587604713,161.25577071004028,E,1
Other,Non-Veteran,Other,64,D,-14.457842673263958,-167.5855317481153,35.012319356002976,A,0
Other,Non-Veteran,China,46,D,-15.011077988064924,68.49998048478598,-15.546612134893001,E,1
Hispanic,Veteran,Mexico,68,D,-22.313368674986478,-87.12307172410951,-61.21852807869055,C,0
Black,Veteran,Mexico,65,D,36.1375677297345,-211.52633466523713,-59.23225479940912,A,0
White,Veteran,US,42,A,-144.21557960392155,-37.92048191468137,-36.17057227417305,E,1
Asian,Non-Veteran,US,77,D,-0.08103287515075595,95.52342714402158,8.985252407543518,B,0
Other,Non-Veteran,Mexico,64,A,242.8082975180701,-25.778544202889176,-131.275926443735,C,0
Asian,No,UK,39,D,-22.494832571514962,-25.86341306845263,158.47889592839744,E,1
Asian,Yes,India,25,D,-275.2812200617658,165.25391874684206,-85.08101690862114,C,1
Asian,No,Other,44,D,-53.96555140962531,180.17374155518087,27.444969902739075,B,0
Hispanic,No,UK,38,B,-109.73366152462947,-111.74194710378906,39.5274701815459,A,1
Black,Veteran,Other,25,E,-66.93848110370978,-22.58175066258257,107.32573546813384,D,0
Asian,Non-Veteran,Brazil,71,D,110.69312999448027,-153.1371079608897,25.29082168476063,D,0
African American,Yes,UK,57,D,-192.65378610368066,22.84767170681424,12.07416708948325,B,0
Black,No,UK,66,A,51.72737841396173,-39.60566017997987,241.2042998303145,C,0
White,Veteran,Germany,23,B,180.34624869825802,-298.1565030992319,79.67689879539815,C,1
African American,Non-Veteran,India,52,B,-70.88543597687365,98.49402326668627,-39.76895221056266,C,1
Other,No,UK,56,C,37.50475989486042,-131.6466381503233,-36.056391124011164,D,0
Black,No,China,51,D,-76.96087647145413,-10.325210693999983,-41.01501812602321,C,1
Black,Veteran,India,75,B,66.88566488069603,-18.093686793175053,-0.9297809134336612,B,0
Asian,Veteran,India,28,D,180.16128896264775,-114.61632865000257,-52.9238816958488,E,1
African American,Yes,Germany,66,B,158.70461868840997,-292.4729619351781,130.21284418236976,B,1
Hispanic,Veteran,Germany,20,E,-49.51769822338915,-78.05192991513842,-59.242136481197996,C,1
African American,Veteran,UK,79,C,29.942560901001432,20.682556698107202,-83.53678104724384,B,0
White,Yes,Other,31,D,101.46417001615175,-92.61397065578217,-232.19358067167138,A,1
Asian,Non-Veteran,UK,30,D,-24.58690848326203,107.7984690636512,-26.63255836656817,D,1
Hispanic,Non-Veteran,India,46,E,-37.494841464839,-19.35817716347346,81.94470643413769,A,0
White,Non-Veteran,Mexico,70,D,4.77497151453107,-113.08166774926755,1.9788211565375933,A,1
Hispanic,No,India,63,E,-168.8434743169964,-39.23731007043286,64.25913500790213,C,0
Other,Non-Veteran,Other,62,A,81.82886190699173,-95.06913128980959,-62.97463064621586,A,0
White,Non-Veteran,Brazil,53,B,-149.34075523152015,-29.403991759157442,230.7060487634366,A,1
Asian,Yes,China,76,C,-43.577926412958575,94.44085675138892,-13.199418881942721,A,1
Other,No,Germany,34,C,36.875234910420325,-58.86814888818353,14.665188472030804,D,0
White,Non-Veteran,Other,23,A,-69.10140976900834,-67.5378158240389,28.388775024569448,D,0
Asian,Yes,US,33,B,188.3150651859262,-150.57043700512946,-64.6787811437712,A,0
Asian,Yes,UK,49,E,31.481913909250984,99.71673051962877,-116.18949244428025,A,1
Black,No,UK,31,A,-80.72388740501934,79.52469051328889,-182.1825254088941,C,1
African American,Veteran,China,74,C,39.08048081001332,18.63899485551699,-28.115184625100543,C,1
White,No,China,76,E,-126.5061686895977,-51.48132521571777,54.99640511493647,B,1
Black,Veteran,Other,49,A,170.24935786980103,-139.18815956628376,-104.17230576993215,D,1
African American,No,Mexico,31,D,-112.68922259759222,-17.377659824577567,45.15252470350689,E,0
Hispanic,No,China,68,C,24.803961393571022,12.538813672618474,301.44063878783123,A,0
Other,Yes,China,38,A,-34.89659412086851,0.29987722477947737,108.21351963637358,D,1
White,Yes,US,24,E,168.56825349659437,142.79979164211355,55.472184786203904,A,1
Black,Veteran,UK,33,E,52.86899742744025,62.99364979287676,159.6289461897904,E,0
Asian,Non-Veteran,India,41,C,-326.6164151883054,-120.76681167355623,0.6441915732188763,D,1
African American,Veteran,Mexico,73,C,-169.37900955148496,111.84211987506825,-23.200607328020606,E,0
Asian,No,US,33,E,-48.66230329726232,54.87380119410089,59.810204039601366,E,0
Black,Yes,Germany,21,B,159.74918758829384,64.55837167803146,22.985877449291124,D,1
Hispanic,Veteran,China,57,A,-14.631477940822915,-64.0901344275849,21.265701533885657,D,1
Other,Veteran,US,67,E,-43.44681824630121,-24.329631015112856,-48.55381021122489,C,0
African American,Non-Veteran,Other,60,D,-115.8256749641459,-36.83130957242616,-13.17040915977112,E,1
White,No,US,49,A,-17.112475740070177,8.922021865416434,-151.60944170513724,D,1
Black,No,Other,46,C,-36.12476228594028,-133.8440214084225,-168.6209977529937,C,1
Asian,No,UK,37,D,6.603024756248296,59.81259788083988,-26.944270735176783,B,0
Asian,Yes,US,44,A,-85.31606175262135,-1.994792022855877,2.8852188186218855,C,0
Asian,Veteran,India,43,A,19.175999017964436,-193.5121815155658,-19.88607720388849,A,0
Black,No,India,75,B,218.81767489915438,27.570364212769,-84.66039491279903,D,0
Hispanic,Non-Veteran,Other,56,D,95.79602539981634,-204.33988808081259,22.596933416306655,C,1
White,No,India,77,C,50.44650406540556,188.12528003413593,137.25858986468012,A,1
Black,No,UK,35,B,45.77159387525656,-19.91589843789242,1.7001820862822659,E,0
White,No,India,39,D,-283.72407281886666,-19.44987935589573,-237.36105678187877,D,1
Asian,Yes,India,30,A,78.36033806340173,161.61237087959583,-13.00516179071688,D,0
Hispanic,Non-Veteran,UK,67,B,-118.02510139655836,-53.723375204388745,59.06375952005685,B,1
Other,Veteran,Brazil,72,E,16.06023778051283,-25.359997390276252,235.6593212201701,A,1
African American,Non-Veteran,US,38,C,-109.28360784290577,-46.18428887984929,-75.26489964297703,B,0
African American,Yes,UK,41,B,-112.70023212446381,-197.99929256176873,-78.9073158624265,E,0
White,Non-Veteran,UK,68,D,-105.27336568148633,123.85843342931513,62.28698829002389,A,0
Hispanic,No,China,29,C,66.10774034983281,-18.840311677847694,72.68674636647316,D,0
Asian,Veteran,UK,28,C,121.01794236481409,-54.98522779728181,45.853927639364436,B,1
African American,Veteran,China,43,E,-144.84850088611404,-106.17503547647702,-96.98274240244089,C,0
African American,Yes,UK,27,C,4.837579284440348,5.765431404949418,-275.9244960844308,D,0
African American,Non-Veteran,Brazil,67,B,131.94466957658076,-35.12968457991036,160.30677746227133,D,1
White,No,UK,61,D,-46.541843297525155,-155.42887090743642,-152.35046056288735,C,1
African American,Non-Veteran,Other,77,D,-7.40352042551348,-296.27400263189344,63.615662545821,D,1
African American,No,US,40,C,299.9291967499438,-47.81683472728581,51.484829268021734,C,0
Asian,Yes,India,70,C,-2.3035964302826195,93.64177598813741,-14.99248658655957,E,1
Asian,Veteran,Brazil,42,E,169.71621645993505,-34.81341664654893,-146.72852005936693,D,0
Black,Non-Veteran,Other,61,A,-44.695402521523384,88.53064860344122,-154.29329818372915,B,0
Asian,Non-Veteran,US,29,A,-6.23482223705909,-134.67937939313435,125.66178081548,A,0
White,Veteran,Other,59,D,149.22098645999785,-4.355435418410692,-83.36360929668551,B,1
African American,Non-Veteran,UK,56,D,-142.1287262293529,32.51252479525686,40.434777412075796,A,0
African American,No,Brazil,33,A,-81.91868863943107,99.29161478677426,68.23028986130356,C,0
Asian,No,US,59,D,-94.19062870858595,123.94402313060264,131.99327883246403,C,0
Hispanic,Yes,China,70,E,64.76457859973918,183.18252287502082,-154.12625534561863,B,0
Hispanic,No,China,23,A,-60.034221637548654,110.46151568872504,7.873190110124355,A,1
Hispanic,Veteran,China,40,C,5.851069937716153,-99.85656527139129,71.7174986677198,D,0
African American,Non-Veteran,India,52,E,154.67525579648438,128.36711478666058,-57.67954069361002,E,1
Other,Non-Veteran,US,31,D,-164.10582270618107,-122.57344375922305,-49.39677624375231,B,1
Other,Non-Veteran,China,64,C,81.53183257040374,-66.28838390252973,-36.96363682467328,E,1
African American,Veteran,Other,65,C,42.984538601053636,22.928010224975107,-148.41743839087397,C,1
Asian,Non-Veteran,Brazil,65,C,-15.414756899591145,78.40668417389986,124.9117150464515,B,0
African American,Yes,Mexico,71,A,-49.6401959182182,-25.808437519570177,177.38410746672963,E,1
Black,Non-Veteran,US,52,B,-12.626990861907341,3.705125669862344,-24.28854249320613,E,0
Hispanic,Non-Veteran,Brazil,61,E,27.945645235709993,-107.68121834021368,7.65474028230696,A,0
Hispanic,Non-Veteran,Germany,18,A,94.51993780610495,-43.24548582073436,-51.41375499282738,E,1
Hispanic,Non-Veteran,China,44,E,106.1181535710171,11.553361129134732,-153.88535516485248,D,1
Other,Yes,US,36,D,-98.23348774565774,-52.85815936265115,-7.010952547072673,D,1
White,Non-Veteran,India,23,C,75.22729959248538,41.60492002467481,-75.68885791425456,E,1
Asian,No,Other,25,A,-49.06450363069374,-16.672890275549534,91.6609074124208,E,1
Hispanic,Yes,India,44,B,115.17323189488225,81.48630805621472,16.60330252442663,B,1
White,Yes,Germany,37,B,-7.045427275989918,104.53925432825608,-25.79315678304457,E,1
White,No,Other,26,C,-38.88242223070397,-83.54018050162307,95.00772680808916,A,1
White,Yes,Other,60,B,63.81067365204264,201.86686285432205,126.29446095504136,E,0
Asian,No,Mexico,41,D,204.95060827197716,162.2589741745848,-62.31596346903663,B,0
Black,Yes,Mexico,47,B,-14.159271216356506,-10.410754590835458,48.88673358824693,B,1
Black,Veteran,China,30,B,59.6380570450542,-180.13122906064015,91.913354098463,C,0
Hispanic,Yes,Germany,68,A,14.24463274828247,-20.380366940445462,-38.85487092941283,E,0
Asian,Non-Veteran,Brazil,49,E,165.20721123508886,-58.28113071063513,-45.13163808770603,B,0
Black,No,US,56,C,-21.705458235173495,-101.27634159855639,3.483058537366167,A,1
Hispanic,No,Germany,79,E,-3.921812149975644,182.78601104323457,33.602365659825644,B,1
Other,No,China,69,D,168.90141326722795,-161.4320665555638,-100.8848926515382,C,0
Asian,No,India,73,C,-68.8204286947523,102.12435629294777,-48.38710604043532,D,1
Other,Yes,India,63,E,-11.300789892571617,-59.01709352516244,-61.64892026980296,A,1
Other,Veteran,Brazil,56,A,52.97782231968166,-71.17036827134983,-16.659018742782134,A,1
Other,Non-Veteran,Mexico,25,B,-55.045762566241955,-114.77131278907144,74.7289579597714,C,1
Asian,Veteran,China,61,D,187.30553462467932,96.55568943033764,-15.208369335257071,D,1
White,Veteran,Brazil,19,B,4.734058055800654,-66.19509501595661,16.296179155469652,C,1
White,Non-Veteran,US,29,A,78.21935611184603,-137.38391520524252,147.57915318770486,D,0
Black,Non-Veteran,Mexico,24,C,-97.62774872001017,-25.695800095242,93.801858659533,C,0
Asian,Non-Veteran,Brazil,43,B,107.24659926190219,-250.29969213636872,140.83776458335433,E,0
Asian,No,Other,18,B,-99.69287145194967,2.867930751685722,17.921990359144136,E,0
African American,Yes,Mexico,64,C,82.17567850626585,7.391342547879119,-20.362903442194966,D,1
Hispanic,Non-Veteran,Other,45,A,-28.3745203050645,-93.92473656085522,-81.3556636309673,A,1
White,No,US,42,B,12.856651568260283,-122.40092174780779,-161.19500725689053,B,1
Asian,Veteran,India,66,D,-105.31089027067533,32.852458919664116,122.18200387288915,C,1
Asian,Veteran,China,40,C,101.99344660644543,-30.142444429156395,-53.604054470192644,E,1
Hispanic,Non-Veteran,Germany,21,B,213.4035667430612,-107.07957236924652,-12.476716092344937,A,0
African American,Non-Veteran,Brazil,49,B,34.96513084029843,202.26231130470742,-51.63033728620814,B,0
