disabled,orientation,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
None,Homosexual,36-50,B,-129.19460305248808,C,C,C,E,C,A,41.67841403098525,-121.56238275832656,0
Yes,Other,18-25,E,-114.27597332418071,C,E,B,E,C,A,173.8648839258423,-2.3571161890599623,1
Both,Homosexual,36-50,D,-20.924438519608717,B,B,C,B,B,A,104.58036614096437,11.987295637512432,0
None,Heterosexual,65+,D,-123.73374173410716,C,A,B,B,D,B,45.43234579686762,84.23565282588083,1
No,Heterosexual,65+,C,-89.26961486109494,E,E,B,C,C,B,-210.70689286263814,-49.00492985011499,1
None,Homosexual,65+,B,-28.290629359221747,A,D,D,B,E,D,-75.90694473041818,-174.31517895814588,0
Physical,Other,26-35,E,-29.941400886692527,C,E,C,C,B,A,-153.84854288291476,174.5290865115124,0
Mental,Bisexual,26-35,B,3.886161159827617,C,D,E,E,E,B,36.349809951614915,219.45292936885417,0
Physical,Bisexual,51-65,C,62.008554752969715,C,D,A,E,E,B,30.587299460521137,49.18082584324698,1
Yes,Heterosexual,18-25,E,-145.97207077242675,D,B,A,C,D,D,-89.86243388560572,162.86035787684634,1
Mental,Homosexual,18-25,C,68.12824865660707,A,B,D,B,C,B,71.69491621552056,-56.94287395319391,1
Physical,Homosexual,18-25,D,66.15718006505685,E,E,B,E,B,C,-88.55530079275684,-103.66040606243088,1
Mental,Other,65+,B,182.94184880173444,E,B,A,C,A,B,-166.95758225134887,74.15259136475046,0
No,Homosexual,51-65,B,-48.16534177930864,C,E,E,E,A,D,-26.292672913613707,30.625310424782487,0
Physical,Bisexual,26-35,B,-23.609062968066834,A,E,D,B,C,A,-46.95577883623629,-46.0979695132537,1
Yes,Homosexual,51-65,B,12.751361746769188,E,A,A,D,C,D,84.88024992908963,75.97165357579892,0
None,Other,36-50,C,-6.999701950923501,A,B,E,D,B,E,213.51588651891373,-54.04071838866097,1
None,Heterosexual,26-35,A,150.86362650352848,C,D,C,B,B,D,-48.19249223527114,-139.8905421912512,0
Both,Bisexual,65+,B,207.48811300052546,B,E,A,C,B,A,-116.4649655960492,167.65219062570574,1
Mental,Other,51-65,C,-106.49621041320243,B,D,B,D,D,E,54.2138311814734,63.52240103564344,0
Both,Other,65+,B,-36.30936909077272,C,B,B,E,D,B,-67.95220219533383,57.657376782064986,0
Both,Bisexual,36-50,B,-4.199956396384369,B,B,B,E,B,C,47.653411421095356,-50.374979539576145,0
Yes,Other,26-35,E,70.36342097691556,B,B,D,C,C,A,137.48599610644104,-71.67738310158,1
No,Bisexual,36-50,B,-108.39070785300922,C,D,C,D,C,E,35.3882594512114,13.429787660020079,0
None,Other,18-25,A,114.1861052389845,D,A,D,E,C,C,107.78524239005907,160.47848042104653,0
Physical,Homosexual,18-25,E,-18.58431486698596,C,A,A,A,E,C,-8.078251656895343,-31.115392561258737,1
Mental,Other,65+,B,116.79627534435646,D,E,D,B,B,D,-210.88874046708378,-123.93902203402327,1
None,Homosexual,26-35,A,-126.12047588256172,E,B,E,C,B,B,-66.275404226824,28.983186376735787,1
Mental,Homosexual,65+,E,-68.9132982965244,B,C,B,C,C,D,113.93477066052718,-82.53354181440177,0
Both,Heterosexual,18-25,A,103.12845586687618,E,E,C,D,D,D,-36.414257753680026,-55.64734731190416,1
Yes,Bisexual,65+,D,-46.00129039831082,B,A,C,B,A,E,-74.56445971354596,91.61008998459975,1
Both,Homosexual,26-35,C,-99.10949769280425,C,D,B,E,B,B,-7.31855888987811,-39.79676872986319,1
None,Other,18-25,A,23.58614065543526,B,B,A,A,E,A,71.7078510052617,81.27778482532845,1
Physical,Homosexual,18-25,B,-54.240078710359086,C,D,B,C,B,E,53.34314864714057,206.2941872329453,0
Mental,Heterosexual,26-35,E,-127.89763012817768,D,B,A,B,A,E,-96.75872958550285,7.997879088283254,0
Both,Other,26-35,C,92.39877223495408,B,E,D,C,B,B,118.9333825553987,92.55469369140127,0
No,Homosexual,26-35,C,73.08132648799037,C,E,D,C,C,B,-73.49487188892577,-34.13408186443014,0
Physical,Homosexual,65+,A,-107.02810901870122,D,A,D,D,E,C,64.2293993737385,-53.30559650203446,0
Physical,Heterosexual,26-35,D,3.0030542951625705,A,D,E,B,D,D,15.55924040140792,-122.34494690804351,1
Yes,Other,36-50,D,-121.77243289164339,B,D,A,E,A,C,69.7039309492786,195.88526182151864,1
None,Other,36-50,C,-166.44811348753458,B,B,D,A,B,A,-206.2040074404038,9.496804587953967,0
No,Heterosexual,36-50,A,-79.27481487886654,E,C,A,C,C,E,51.2158837428492,45.167877027063334,0
Physical,Heterosexual,18-25,E,79.1893315121115,C,C,D,E,A,B,5.9178241993512115,-34.780110775919404,1
None,Other,26-35,B,217.56755059762517,C,B,A,D,C,A,173.7829714133823,-74.85668000090686,0
None,Heterosexual,51-65,A,159.8094449278294,A,B,C,E,D,D,-54.94044831900629,3.7134243573838592,0
None,Bisexual,18-25,C,73.97784898266698,E,B,B,E,D,E,10.08422112342275,83.86451111731986,0
None,Other,18-25,D,55.19683327870795,A,C,E,C,B,B,-52.378085468991785,-60.462452394273406,0
None,Homosexual,51-65,A,-102.16942492939015,E,D,A,E,D,D,-117.95178834505975,9.472679011605878,1
Physical,Homosexual,18-25,B,39.02077122548295,B,A,C,C,D,A,-149.64902329052777,-116.299132121795,1
No,Heterosexual,18-25,A,169.08029131675642,B,B,E,A,E,C,94.03891601662755,4.7214036461236635,0
No,Bisexual,65+,D,-21.817009673980508,A,C,A,E,B,D,64.94312960189758,-10.76100219681419,0
Both,Homosexual,51-65,B,127.93620829098802,E,D,B,D,A,E,-48.01178007591485,-110.57101071438422,0
Mental,Other,51-65,B,103.1871307388165,E,C,A,D,C,B,-93.68590729016233,186.12248785564887,1
None,Other,18-25,C,-87.2783321178257,D,E,B,A,C,B,-73.08876005428203,-27.59089126708939,1
Physical,Bisexual,18-25,C,181.1816209550968,B,B,A,E,A,D,36.923977569180686,19.677477360682698,0
Physical,Heterosexual,65+,A,-101.05182246034026,D,A,E,A,C,B,-52.91496258009266,11.60879485449307,1
Both,Bisexual,51-65,E,37.60172112738218,D,A,A,E,A,D,-38.26486934879939,54.261223836684756,1
Physical,Bisexual,36-50,D,4.502620570035939,E,D,A,D,C,A,9.93434510914106,65.08990378236156,0
Both,Bisexual,18-25,C,56.12360066682963,E,D,A,E,B,B,5.742620341484051,192.70501918946258,1
No,Other,36-50,E,-42.47518845398745,D,A,C,D,D,C,-196.03143850489994,65.6278162745954,1
Physical,Homosexual,36-50,A,-194.68146215792515,B,D,E,D,C,B,-96.84554609377817,-117.99078187187604,1
None,Other,26-35,D,-82.72599040919569,B,D,E,A,D,A,109.45522512063471,67.40395598242424,1
Physical,Heterosexual,51-65,D,-8.855362188903289,E,D,A,B,B,A,-111.76602349607052,63.516431339316256,0
Yes,Bisexual,36-50,D,-7.923365407334342,A,D,B,D,E,B,-83.20707368305028,104.89179879967435,1
Both,Homosexual,51-65,B,-33.36556418828057,E,D,B,E,B,C,-32.94640559829361,-149.94804075919572,1
Yes,Bisexual,65+,A,150.99812048707062,B,B,D,B,C,C,87.72205896275022,49.355312652406326,0
Mental,Homosexual,36-50,B,-35.33583130602406,D,A,D,A,D,E,96.62039164568623,-60.33923110851044,1
None,Homosexual,51-65,B,-25.091454212420384,D,E,E,A,A,E,140.17975780148828,63.06514238611821,1
No,Bisexual,65+,A,93.39705720945175,D,E,C,A,C,B,-8.936696240881306,50.54668981505854,0
Mental,Heterosexual,36-50,A,-103.22181463578161,B,D,C,A,B,A,-1.895224602471407,25.76798607049296,1
Physical,Bisexual,26-35,E,-137.02606407224746,A,B,D,C,A,E,203.6126223075069,63.75850783761956,1
Mental,Homosexual,36-50,E,24.168851963632026,C,D,D,A,D,C,-97.99501356623634,41.952087643832655,1
Mental,Homosexual,26-35,E,-112.91328802275264,D,E,A,E,A,D,32.71504607999564,49.72454932051646,1
None,Bisexual,36-50,B,-67.26274824945844,B,E,C,E,A,E,20.981511089820838,44.30561645675063,1
Mental,Other,18-25,D,50.42490732632112,A,C,E,C,B,B,-83.28913653663824,-88.0965449389715,0
No,Heterosexual,36-50,A,-213.1374248949224,A,D,E,D,D,D,36.52031867805616,58.81232519312889,0
Both,Bisexual,26-35,A,0.06720926310923046,D,D,D,B,C,A,-33.572179099108595,-138.31077057097568,0
No,Homosexual,26-35,D,85.41141572348324,D,B,B,D,D,A,81.64647169757255,-21.120565563453088,0
Physical,Homosexual,65+,E,-69.23871215944106,C,A,C,E,A,D,-75.20891559209353,24.723195238217837,1
Mental,Other,51-65,D,141.64982034436915,C,D,B,B,B,D,177.84361732752956,313.1862438591538,1
Both,Heterosexual,65+,A,-2.861800013184131,A,C,C,B,C,D,-34.47134903844369,-158.9181256318413,0
Mental,Homosexual,26-35,A,-94.73496768046597,E,C,B,C,A,C,34.171916349127926,0.060532139658056906,1
Yes,Other,26-35,A,33.06907064857009,C,D,E,D,E,A,-67.43520155827463,-143.2084071923576,1
Yes,Other,26-35,B,-116.81254401139745,A,C,C,A,B,D,55.554081871136276,-156.75826375622418,0
None,Other,65+,C,-33.83164976623626,E,E,D,B,A,A,-67.45963841599072,-46.54113703822647,1
Yes,Heterosexual,18-25,B,31.498269818227552,B,E,D,D,B,B,28.76318053275082,-77.05088529261286,1
No,Bisexual,26-35,A,130.147780248766,B,A,B,E,E,D,-33.8322501846406,-136.28977237571064,1
None,Homosexual,26-35,D,-66.37731700462022,D,C,D,E,C,B,-154.79831820484813,21.84411245416045,0
None,Bisexual,36-50,B,-167.33399106239256,C,D,D,D,C,A,48.222839350208815,-92.59630704158269,0
Yes,Heterosexual,18-25,E,-90.03172466004156,D,C,E,D,C,D,-122.37009320073233,-82.82068947149948,0
Yes,Heterosexual,51-65,C,81.79527137781027,E,A,A,B,E,E,-127.66640066343406,-136.38862298678362,1
Mental,Other,18-25,D,-53.80755872658251,D,A,E,E,D,B,19.83692499596928,-2.215005582522388,0
None,Other,36-50,C,84.92074542832555,A,B,D,B,D,A,-54.10212299316505,40.293805669273894,1
Physical,Homosexual,51-65,E,12.846495643009609,D,B,B,A,C,B,-22.24749524326764,126.16077097874883,0
Both,Bisexual,26-35,C,147.66136338566162,B,E,E,A,D,A,-93.51580690479766,-1.246154556345203,1
Mental,Heterosexual,51-65,D,-5.75110712418587,A,E,B,D,A,C,-114.22547006967676,136.89846191811972,0
Physical,Heterosexual,36-50,E,-63.220869737888755,A,D,E,A,A,D,-373.3314783192272,-35.97201410309229,0
None,Heterosexual,51-65,D,-248.59481080096452,A,E,C,E,D,A,-36.15303637549309,60.79265867049596,0
Both,Homosexual,26-35,A,134.11211555855766,C,B,C,C,D,C,-31.404932468710406,122.95545934136865,1
Mental,Bisexual,36-50,A,-28.905750771879113,E,D,E,A,E,D,49.63031142170024,142.705319356833,1
No,Heterosexual,18-25,A,-11.924787986277883,C,C,E,E,E,B,53.22956205268577,38.66703168741656,1
Yes,Bisexual,51-65,B,-106.90395011888387,A,C,A,E,E,D,32.958401220932515,-11.130897977341627,0
Yes,Bisexual,36-50,D,111.00644512749717,B,C,E,D,E,E,55.08442734656304,30.525930151523216,1
Both,Bisexual,36-50,D,154.85624747578254,A,C,C,D,E,E,-74.71440980321054,-65.99387308355026,0
No,Bisexual,18-25,B,-99.57219554458987,C,D,A,E,C,B,8.594505834035175,-59.69738544761746,0
None,Heterosexual,18-25,E,-21.774443839280668,A,C,D,A,D,C,-268.53350090071456,-27.93813933878472,0
Both,Homosexual,51-65,A,-85.80598019782558,A,A,C,A,A,D,-39.852141370793504,18.1744732342308,1
Mental,Bisexual,51-65,B,104.53587422214837,E,A,E,E,C,B,-37.91164922264493,-0.958094237703276,0
Both,Other,65+,D,172.16743187928995,C,C,A,B,B,D,-13.651752052817113,-3.2423824091065567,0
Yes,Other,18-25,B,-60.93785272556804,C,A,C,B,B,B,117.31460458803565,-25.835847344215168,1
Mental,Homosexual,26-35,B,-41.095729305760536,C,B,E,C,C,A,26.103139412816933,82.2242362171995,0
Mental,Homosexual,51-65,A,-74.08447601708843,C,E,B,B,B,A,229.35352931198864,-167.22721654113334,0
Physical,Heterosexual,26-35,D,130.46545778721296,E,D,B,C,E,C,38.83625242976865,36.46497037576842,0
Both,Bisexual,18-25,E,-8.440915376144751,C,D,C,A,C,D,-18.778911214862045,-131.29895467234994,1
Both,Heterosexual,65+,B,35.01131046528418,E,E,B,A,D,B,105.33158471854843,77.33535735235145,0
Both,Homosexual,26-35,B,-108.75649403911684,A,B,E,A,E,B,-78.33049621346082,91.17481186890406,0
Physical,Other,65+,A,-0.17517761347915875,E,C,D,D,D,B,197.1737961743519,-71.39450323384189,0
Physical,Homosexual,65+,C,106.92949841924006,A,B,C,A,D,D,-6.807648084321867,-76.98457993579822,1
Physical,Bisexual,26-35,E,-73.26917958100593,B,D,C,E,A,E,-28.140869084588477,-13.598761290983113,0
None,Heterosexual,65+,A,-4.631913642205769,A,C,C,D,D,A,-82.03356234702709,-199.27276517012413,0
No,Bisexual,18-25,D,-164.3164644276186,A,B,E,C,D,A,-155.46471931376368,179.7248891039842,1
None,Other,51-65,E,-98.74016324995685,A,E,A,C,D,A,119.43311051379357,-57.27355769088419,1
No,Other,51-65,E,148.6060928456526,D,A,E,C,A,E,9.870313106599674,-38.55227518609532,0
Yes,Heterosexual,26-35,C,-110.27430349525027,D,E,C,D,A,A,-141.45816672316363,-107.00065536077932,1
Mental,Bisexual,18-25,E,-166.7673157871145,A,B,D,D,B,C,-16.44699726058389,109.90833590579525,0
Yes,Bisexual,51-65,C,218.32522802162342,C,C,C,E,E,B,2.185545876466713,-106.81252692827204,1
No,Bisexual,51-65,B,-34.326731232557314,D,A,D,D,D,D,154.62331034662665,27.917889696325037,1
None,Homosexual,51-65,B,-68.70257720439517,C,D,D,E,A,A,60.46475589123387,-137.70673614849142,1
No,Bisexual,18-25,B,35.74737665388369,C,B,E,C,A,A,42.61170944500398,-53.76371774423726,1
None,Other,51-65,A,-84.02313317339501,C,E,E,B,C,B,97.6757702808404,140.26700457481732,1
Yes,Homosexual,26-35,D,-24.01183205111455,A,B,C,C,A,A,14.111699633671238,-90.95855357347928,1
None,Other,65+,C,27.01438119287152,A,C,B,A,E,C,146.95140692960044,12.59074464968383,1
None,Other,36-50,B,-30.084685662600208,C,D,D,D,A,C,-194.08416353091332,14.443027128304953,0
Yes,Bisexual,51-65,A,79.33946221383371,C,A,E,E,B,A,-57.99867781308967,116.59814566808335,0
Mental,Homosexual,51-65,B,-74.87312731664656,B,C,C,D,A,D,128.38809191920117,-128.04131166712193,1
None,Heterosexual,18-25,A,-149.69706763080748,B,B,A,E,B,D,176.20383993341272,-71.8137668225378,0
Mental,Other,51-65,C,-224.35991107884695,E,C,C,C,B,D,-48.20046425831381,115.02166028873235,1
No,Heterosexual,26-35,A,16.413682076957123,E,A,E,B,E,E,22.62748221725067,72.58883783600086,1
Mental,Other,26-35,B,137.83125886113942,C,B,C,D,B,E,-97.27754894327425,90.80677690327674,1
Mental,Homosexual,18-25,B,113.68806842773955,E,E,E,C,A,C,-117.89477569553091,-172.97178848880296,0
None,Other,18-25,A,-291.059358821523,A,C,D,C,C,B,5.4853207068855205,-208.14979407139597,1
Yes,Heterosexual,26-35,A,-91.98023991120252,B,E,D,A,B,B,117.22404365420383,-89.02131187209987,0
Mental,Other,51-65,D,-56.05791844876635,D,E,E,A,A,B,-0.3239806305171515,-47.96683247642231,0
None,Homosexual,26-35,A,29.127628098379805,C,C,B,E,E,B,-48.87439751879677,112.51099052299986,0
No,Bisexual,51-65,C,-8.947780395875073,A,C,C,B,B,A,-34.05187951890132,56.903199343680754,0
Yes,Homosexual,18-25,B,-46.29451438624221,A,D,C,A,E,D,112.57056201806857,-55.49646695762138,0
Both,Heterosexual,26-35,B,76.118941441667,A,A,D,D,C,C,111.92323956903418,-98.61593037514017,1
Both,Heterosexual,51-65,C,134.08682761540376,E,A,B,A,E,D,-133.92208688460116,215.6106251984983,0
Both,Homosexual,18-25,A,-71.28101432573514,A,D,E,C,A,D,-96.3935245679566,-3.912011664415291,1
None,Homosexual,36-50,A,131.91915730566112,E,A,E,E,D,C,-60.64470245022879,144.27111387586524,1
Physical,Homosexual,18-25,A,-52.07971174462786,C,E,A,E,B,E,6.8762289780081876,-85.6994115049085,0
Both,Bisexual,18-25,D,30.528459807582784,D,A,D,C,B,B,-26.847261813955235,125.34542949877614,1
No,Other,18-25,C,82.82327942924621,B,B,C,E,D,C,-64.01715965743799,115.92965037098226,0
Physical,Heterosexual,18-25,C,-67.33096838489814,E,D,B,B,E,E,-5.25142384938285,136.4420555205215,1
No,Other,26-35,C,-191.1745660112011,B,E,B,C,E,B,73.79223530401511,139.37102627524774,0
Physical,Other,51-65,B,-35.9221499654507,E,C,C,B,C,D,32.575659320901636,-35.811078956760575,0
Mental,Heterosexual,26-35,A,100.23393674549348,E,E,D,E,C,A,-46.57865571166077,31.28831749021726,1
Physical,Heterosexual,18-25,A,-116.18868085375308,C,A,B,C,E,A,39.435110570093244,36.05645802351385,1
Physical,Homosexual,51-65,A,-299.8162097810962,A,C,E,C,A,C,74.75312509157321,33.859843642321486,1
Both,Homosexual,51-65,C,-85.89572993559287,B,C,A,D,D,A,-66.11773889319407,75.28817977719751,1
None,Other,18-25,C,31.472876113149105,C,A,E,B,D,A,-68.15414780830454,8.304978202595992,0
No,Heterosexual,26-35,B,-109.60732673856113,D,B,E,B,C,D,77.20730310871174,71.71370626945975,1
Mental,Bisexual,36-50,B,-179.07009077644628,E,E,B,D,D,C,20.793542061750923,-46.44938335821469,1
None,Bisexual,18-25,B,-104.56015858253916,D,C,B,E,B,D,-36.92575672164053,72.75274335984446,0
Physical,Other,36-50,A,58.36245595323552,E,B,E,E,B,B,11.974936077732458,-123.4580439102022,0
Mental,Homosexual,51-65,D,-160.71966158382222,D,B,A,D,B,E,-165.8624027385744,-29.094974094817754,1
No,Bisexual,18-25,E,83.809295777742,B,B,C,E,D,A,-33.060349212733,-20.525211982353046,0
Yes,Heterosexual,36-50,D,12.630441851693092,C,B,C,B,A,C,37.05733519019736,-198.39533292798217,1
Both,Heterosexual,51-65,E,97.26335689407628,C,A,C,A,D,B,277.17276339991975,147.05274590234498,0
Both,Other,51-65,C,-26.4933714744915,B,C,D,C,E,C,-8.25068772763883,-131.48454469696796,1
Both,Heterosexual,36-50,A,-18.973778242379645,D,E,E,B,C,A,-131.45329929188233,137.46027001587288,1
Both,Bisexual,26-35,C,103.81729357524677,C,C,A,D,A,A,46.35929882913021,-107.37729898325199,1
Yes,Other,18-25,B,163.58975793640204,D,B,A,E,D,E,41.50247168694154,202.18921064243222,1
Physical,Homosexual,51-65,D,-100.15597980592541,E,E,D,A,E,B,-83.92919617147462,127.98015818280273,0
Yes,Bisexual,65+,C,-31.1446539681557,C,C,B,C,B,B,273.9113548007362,114.68662070871052,0
None,Homosexual,65+,D,116.50191064846408,D,D,B,D,C,D,-2.516166284408377,101.61104190488604,0
Physical,Heterosexual,36-50,E,133.57749214320634,E,E,D,B,C,C,-168.31486441861767,-9.940382210115049,0
None,Heterosexual,26-35,A,8.944568293848675,C,A,B,A,B,E,3.830018215679065,23.797694171285126,0
Both,Bisexual,51-65,D,156.66463218011694,D,D,E,E,A,C,-102.46011068365523,48.88335380681214,0
Both,Other,51-65,D,152.1738730923579,E,E,E,B,A,A,43.05088316735666,-137.82102419037287,1
Yes,Bisexual,51-65,A,-81.30266932350402,D,E,A,B,C,A,-17.628331641555405,32.36045136258189,0
Both,Homosexual,26-35,A,-16.973803487131576,D,B,E,D,B,E,-11.151276361540015,172.53620022512587,1
Both,Heterosexual,18-25,A,-75.33766467155293,A,B,D,A,C,B,-231.93534613740715,2.4548235240069283,0
Both,Homosexual,26-35,D,-130.39096222156215,B,A,D,A,C,D,-36.65519078954004,-41.06049604438417,1
Both,Other,36-50,A,-54.50971834883589,C,D,C,E,E,B,128.4006768396367,62.061262121599334,1
Mental,Heterosexual,36-50,C,-94.40408109208876,B,C,C,D,E,D,-52.10216213604757,-186.8366280319939,0
Physical,Heterosexual,26-35,C,-81.52779587391613,C,B,D,D,B,E,41.67425893925553,-21.19848278904951,0
Physical,Other,36-50,B,-45.39891945295159,A,C,B,A,B,E,70.26378798220173,5.039051086888961,1
Yes,Heterosexual,36-50,C,63.356471895034694,C,C,A,B,A,E,-38.50676680648003,32.00664766881346,0
Mental,Other,51-65,D,-76.69702201993395,E,C,E,D,E,D,-48.2687978425053,51.31118873924538,0
Both,Other,18-25,E,27.74487663178794,D,C,E,C,D,E,227.98470351021106,212.08649033528792,0
Yes,Bisexual,18-25,B,-171.8723602557077,C,A,E,B,C,C,-22.764864041894082,-85.86622650179763,1
No,Heterosexual,65+,B,-34.88896138759432,C,A,D,E,B,C,56.06630225835606,-115.86215086186806,1
Mental,Other,65+,B,27.76482454110046,D,D,B,A,B,E,56.32707921203135,117.85895686450418,1
Physical,Bisexual,65+,D,44.51784119481808,A,C,B,A,D,D,66.36911581902815,64.95896471653778,1
Both,Bisexual,36-50,D,-53.09070400484105,C,A,E,E,A,E,-33.13188736097159,10.687656836318075,1
Both,Other,26-35,A,68.55557418532695,A,E,E,B,D,A,16.151102680816347,-41.89517203323734,0
None,Homosexual,18-25,D,60.3499835158656,C,A,A,C,D,D,148.7931745260912,46.67978054987483,0
Both,Other,26-35,C,38.279851679243535,A,A,B,E,E,C,-169.88204625372953,-54.49780577145072,0
Mental,Heterosexual,65+,C,-110.36276619027569,E,E,A,D,B,E,-44.174552264966565,-71.43454262028763,1
None,Homosexual,51-65,D,-54.220481109121046,E,E,A,C,E,B,-27.844424412715767,-145.6465996295664,0
No,Bisexual,36-50,A,72.00672233039658,E,A,C,A,A,C,101.16210092515759,-141.86510195753058,1
Yes,Other,18-25,A,-20.12801391159304,E,B,E,E,E,D,167.27234089837125,92.47731811559703,0
None,Homosexual,65+,D,-71.96819859387594,B,E,C,E,E,C,38.12839314224538,-51.14473594036982,1
Both,Other,65+,D,197.46495676855363,B,C,E,B,A,C,-63.3223164056949,21.625819441822483,1
No,Homosexual,18-25,B,53.080278433579394,A,C,C,C,B,D,-33.55858918002808,-35.788942396784826,1
Physical,Bisexual,26-35,B,17.49075865638549,A,E,A,C,A,A,-190.2835750946928,115.19996434170507,0
Yes,Bisexual,65+,D,-33.545931780078014,A,E,C,B,E,D,39.6063558611995,121.06445351367941,1
None,Homosexual,36-50,E,-6.182422382954749,D,D,B,B,D,D,-128.24187086310897,68.25713008543188,0
None,Bisexual,51-65,A,-1.0830842979868167,A,C,E,E,E,A,5.115042313643804,14.017896771130692,1
Mental,Other,51-65,E,89.28878378655178,E,A,B,C,E,D,-20.80446709079307,-63.88929873500773,1
Both,Bisexual,51-65,D,-229.72298797719924,C,A,A,B,E,A,-117.92874669706701,-67.00249788994515,1
Mental,Other,65+,A,64.54420616406101,A,D,D,E,E,A,-113.00220732717159,-23.11583109019452,0
No,Other,65+,E,140.22472535426925,D,A,D,C,D,A,-18.238774083520596,102.42613650725959,1
Mental,Bisexual,65+,B,-57.78331278013881,E,B,B,D,E,E,98.56704287864795,4.737852816256608,0
No,Bisexual,36-50,C,-57.61807242548598,A,D,C,C,E,C,101.43498652108698,29.182301903785163,1
No,Bisexual,18-25,E,-261.1061635205744,D,D,D,D,C,B,51.56339735314008,-168.0883614991532,1
No,Heterosexual,18-25,C,33.207770206590546,D,A,E,B,E,A,-13.055606746954563,-130.56535851987817,1
None,Other,51-65,E,164.0618066621968,A,B,B,D,C,A,-126.88914123204185,-23.538014963662306,1
Mental,Heterosexual,26-35,B,7.397096411495174,B,D,D,A,E,A,-19.129688462238917,121.04609686377681,1
None,Bisexual,65+,C,42.6847945755709,D,E,D,D,D,D,-142.9208739306395,-144.6658614231912,1
Mental,Bisexual,26-35,C,17.694253813109906,A,D,E,E,C,E,98.40283055444246,-94.49026515734081,1
Both,Heterosexual,65+,E,27.941327971094175,C,E,D,B,C,B,-2.017120772157313,20.403867573557672,1
Both,Heterosexual,36-50,B,132.93037403221234,B,B,D,D,B,D,-51.622050868724635,335.4594320142453,1
