Nationality,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
India,65+,C,-37.32457281740532,A,42.14091245395036,86.1092584278496,B,D,B,D,E,1
China,18-25,A,-35.70459564954933,C,6.597628339672326,48.98295364540143,D,C,B,A,D,0
China,26-35,E,-9.927148675656962,A,-79.72890475485276,-25.567941396303823,D,B,B,B,A,0
UK,36-50,C,30.738545249203803,C,140.51697834503528,-148.04212341162543,B,B,B,D,A,1
China,26-35,C,-179.6800017462654,E,-169.43878646228328,12.242884311889798,D,C,B,C,C,0
Germany,18-25,E,58.49089262220395,D,38.782050807715486,-117.16816747513393,A,C,E,D,D,0
Germany,36-50,A,-44.99188514243254,A,155.15789529433056,121.1681680496149,B,D,E,A,A,0
UK,65+,C,-31.640988693402157,E,-73.81121739272865,0.6479367599534509,E,D,E,D,A,0
China,36-50,A,-8.71292483550204,A,-118.07485582468473,74.96948949602034,B,D,E,A,D,0
Other,65+,E,-142.18507890580565,A,143.7236728618855,62.643344485048715,D,A,D,D,E,1
US,65+,C,-71.95186333511653,D,-29.08461895096203,161.41190753946896,B,A,D,E,A,0
UK,26-35,A,-73.29333575902464,E,-63.56658573498222,-1.919594050778908,C,C,E,D,D,0
India,18-25,C,27.271349165443887,D,-98.99779719518229,165.64051309672232,A,B,B,D,D,1
India,36-50,B,-16.82764021446937,B,25.709275128864896,-14.835014054801302,D,C,C,D,C,1
Mexico,18-25,A,-226.54434699233627,A,-50.72753758135593,39.114818040947284,D,B,B,D,B,1
India,51-65,C,3.7355592242530316,B,194.05855520253328,49.785918545412805,D,C,E,A,E,1
UK,26-35,B,-9.314913887600389,A,52.603774666519435,31.480668081167295,B,E,C,E,A,0
China,65+,E,-35.22875093066369,A,139.15268905205943,-38.05626487240454,E,A,C,C,B,0
UK,65+,C,122.78346833689604,C,-2.5471002657463346,17.239632990940343,A,A,E,D,D,1
China,51-65,D,45.9690328972047,D,190.34838226251787,6.766088922028141,C,C,C,E,C,1
India,36-50,B,19.809880039136324,A,-47.20143331609219,197.2306330038061,D,A,C,C,A,0
UK,26-35,B,138.80856137111516,B,-21.09844415575067,-108.1796628556057,B,E,D,C,B,0
Germany,36-50,E,56.77783909397293,E,-24.470168119013522,-174.17863867970206,D,D,D,C,E,0
UK,51-65,E,95.53430479595532,C,16.928814585263115,44.29805460281156,B,E,D,C,A,1
UK,51-65,B,122.28270140768707,A,-140.99128149874517,-66.82061486428697,C,C,E,B,E,1
US,65+,A,-42.566018908785445,E,229.37682536930035,-156.51983782377013,E,A,A,E,D,1
China,65+,D,18.8877625660297,C,107.41848311099871,-209.29987036680973,B,D,D,D,B,1
Brazil,36-50,C,160.34310444297896,C,-102.52857148069785,-92.31462091859103,E,A,B,A,A,0
Mexico,65+,E,58.22672883867354,A,21.462966813269674,-66.63707283641824,A,C,D,A,B,1
UK,18-25,C,25.782181248683766,E,-91.60504248773115,81.21990912854433,A,B,E,E,D,1
India,51-65,E,-116.66273624418011,D,140.27169476898612,43.761560556167325,C,D,B,A,A,1
Germany,36-50,E,-32.408249597191244,C,-106.00781971730879,-8.6220188949858,D,A,D,B,E,0
Other,36-50,A,93.32293783815476,B,-45.446603204905905,-42.20765182885833,B,A,B,B,C,1
Brazil,51-65,A,-56.62120948491015,C,50.364269443354246,167.9860077589935,A,B,C,A,D,1
UK,51-65,D,-77.83644279946442,C,7.368817973638079,16.166624095276045,E,C,C,D,C,1
US,18-25,B,-22.099157609958674,C,-46.93298300884353,8.740370438715424,B,A,B,C,E,0
US,18-25,E,-131.70925606784436,A,-100.979627404103,-41.57929715489818,D,E,B,A,D,1
US,51-65,B,-246.0975014645272,D,-63.89599359515395,-70.6927265135996,E,A,C,C,C,1
Other,26-35,E,-42.83485932988402,E,-84.5691100850608,-50.42661869939553,C,A,E,E,C,0
Germany,51-65,D,57.34594381702765,C,-119.39877881564647,33.59810359858366,E,B,C,A,C,0
Brazil,36-50,B,-12.121555291673841,B,-87.99959580139635,171.5844256674162,D,C,A,D,E,0
US,18-25,D,140.87159486262266,B,88.53248925577765,46.16720904474854,B,C,A,D,A,1
Mexico,65+,A,115.75465841914652,B,15.785871252309128,64.15936186309028,A,C,A,A,C,0
Germany,65+,B,11.469711101932987,D,-26.599778703421045,88.83552829172963,E,E,E,D,C,1
Germany,65+,C,119.05929811480871,C,244.20770227276836,51.46307368210687,C,D,A,A,E,0
Other,51-65,A,-1.2575353019990012,E,-183.43291935533694,-45.72412141516687,B,E,D,B,D,0
Mexico,51-65,C,-35.249672357151425,D,-192.36891141473615,-30.569822115991524,A,D,E,D,B,0
Germany,51-65,A,-26.39135686770259,A,-211.34367022717774,-31.91580407842251,C,A,A,C,E,1
Mexico,51-65,E,-5.670857302864581,D,-49.02565588387626,-64.68642440106902,E,E,E,A,C,1
US,51-65,E,-34.787672376868684,C,8.037504499582074,115.49665068498038,E,B,E,A,E,0
US,51-65,B,61.351538324896936,A,-104.00010059545298,33.673685988260225,A,A,E,B,E,0
Germany,26-35,D,156.0941936951745,D,15.016773904769115,95.06245749599482,E,B,B,B,E,0
UK,18-25,A,35.075583003997025,C,120.64579520721692,135.57617979019497,D,D,C,C,C,0
US,26-35,A,16.75250631070784,E,-70.26783094021435,2.154801098773932,E,B,D,A,E,0
Mexico,26-35,A,37.88754084466252,A,-4.671878347461809,-111.64801788152103,C,E,D,A,A,1
UK,36-50,A,146.0314123763147,D,-28.332466334458744,-109.58868033256641,D,B,A,B,D,0
Mexico,26-35,A,74.53838726603715,E,38.39320740842567,123.04569561368393,B,E,C,B,B,0
US,18-25,A,-65.6219435423756,D,151.0346939346233,4.735629380739193,A,A,A,B,E,1
China,36-50,D,-188.91067233362665,C,-128.7349016986692,52.88682479037039,D,D,A,E,C,1
Germany,36-50,E,29.495115330029282,E,-109.84748719744448,-75.32350841374598,A,B,A,E,D,1
China,26-35,D,-19.834774084050515,E,-29.383642096098413,-93.23969557195348,B,E,A,A,C,0
China,36-50,A,75.19597298631267,B,-83.06483468667842,52.61190989599521,A,B,E,C,C,1
UK,65+,E,-193.7236815247527,D,182.3018216340429,96.97525543097264,D,A,E,B,C,1
India,26-35,C,-133.99800151283833,E,1.0397616889489247,62.55376961440745,B,D,A,B,B,0
Other,26-35,C,155.0417466550436,B,118.32033593231768,67.33017161239822,B,A,A,C,A,1
UK,65+,E,47.56559916443811,D,6.085083102028045,-52.26361940914983,D,B,B,D,E,1
Brazil,36-50,C,54.267889017987336,C,-131.47379942902663,69.0747091579353,C,E,E,B,C,1
India,26-35,E,-27.420199611033514,E,104.2260103622703,-142.97327826207336,D,E,D,D,A,0
Mexico,18-25,E,-155.92117097792163,B,142.71422779366063,-65.5090436379673,B,A,A,C,C,0
US,51-65,E,74.19027868840233,A,201.95851333120802,-146.50124423949345,E,A,C,A,C,1
UK,26-35,C,62.530891533844766,E,-158.14828414277676,13.06546452637959,B,A,B,B,B,0
China,65+,D,-10.034937772491205,E,-77.13665260420204,48.71179136282425,A,A,B,A,D,0
Germany,65+,C,30.990707240676784,B,73.3822393536063,72.50791186085964,D,A,C,B,C,1
Other,18-25,A,-64.57071058868505,E,31.030556055258213,73.71454079978473,C,D,B,C,B,1
Brazil,65+,C,-36.61640623569632,B,-81.87599168911048,-33.107340767122544,B,D,B,A,C,0
US,65+,C,27.54525451654115,E,59.02701211116048,84.75717380181722,E,E,A,E,E,0
India,18-25,E,-106.51276038935644,E,-102.76222737002392,-32.21020770119296,A,A,D,D,D,0
UK,26-35,E,-52.94128021057182,A,17.464465243795377,91.53964379743744,E,C,C,E,B,1
China,65+,D,166.8145299185198,A,-30.46776958420975,-102.05002419255473,D,C,C,D,A,0
China,18-25,A,-155.54929770820672,A,-59.04801650209704,73.54199623655494,A,A,E,B,E,0
US,65+,D,-13.979784403504944,E,14.199740477631687,61.23309993862504,C,B,E,D,C,1
UK,36-50,A,15.906293523568996,C,14.704278728779954,-31.263612872242064,C,B,C,B,E,0
UK,26-35,D,90.41734938357645,E,151.4008831167625,-134.71079676309913,A,A,A,C,C,1
Mexico,65+,D,53.6784824589558,D,-0.42925766575456525,-59.40202203463865,D,C,A,C,B,1
Other,26-35,A,38.14608424868962,B,-57.273027276260876,0.2941646718763072,D,E,C,A,E,1
China,36-50,C,24.250350076419128,C,116.89206468177385,36.308059281365665,D,B,A,B,B,1
Germany,36-50,B,-101.7872705561092,A,-81.80413915167976,-206.1225881029515,B,E,A,D,A,1
Mexico,26-35,B,70.15785320290689,A,51.21692348652287,6.339426700178634,C,C,A,D,E,0
China,26-35,B,11.801608796085207,D,-59.86137122820075,-160.36403682579106,B,A,C,E,E,1
Brazil,18-25,A,19.682967914498096,D,-52.93195957873298,29.928123415689146,A,C,A,C,B,1
China,51-65,A,-124.93815704052665,B,-0.31528888695448287,-112.22383323649649,E,C,B,D,D,1
Brazil,26-35,D,-177.08064408380213,E,30.594134729738904,-30.34915123083739,D,D,D,C,C,1
India,36-50,E,-5.236697414167814,D,-176.97946666786314,-69.56206135183521,E,C,E,C,C,1
Germany,51-65,E,71.10969343790676,C,-71.03885130699905,201.91243553376822,E,D,B,D,A,0
Germany,36-50,B,-44.08542055478159,D,102.17583337600342,-189.12146478995055,A,B,A,D,A,1
Other,51-65,D,-104.65068385945595,C,101.85743479191922,47.509526212075606,C,C,E,A,E,1
Brazil,36-50,E,111.51346667657181,D,105.6146281931969,8.222116949734652,A,C,A,C,B,0
India,65+,D,-218.07545150583297,A,-114.57937573334038,56.191193612490174,A,E,E,A,C,0
Germany,26-35,C,35.118667405342116,D,12.802502538769946,-19.55678364026404,B,D,C,D,E,0
Brazil,65+,C,8.157387541594138,C,-11.558391587515663,6.281579046816935,B,D,D,C,B,1
Other,65+,A,-27.219289019505823,C,-68.68087588373376,-4.156501804927818,D,A,D,B,C,0
US,26-35,E,134.65776711768328,B,-139.4227135491812,75.01417773080387,E,A,E,D,C,0
US,51-65,E,187.7783697170612,E,-41.15152032799677,15.599371299121742,A,C,C,B,A,1
China,65+,D,-1.5328688046993333,A,-194.44268520789493,132.16395151534306,B,B,A,A,E,1
Brazil,36-50,B,28.77473097047018,D,8.832670728617895,16.198045373225618,E,B,D,C,B,0
US,65+,B,-66.86019184407651,E,34.68197099400944,7.122191559684084,D,D,C,E,E,0
China,18-25,C,31.490766018877174,A,155.5711635057673,25.758144337275585,C,A,C,B,A,0
UK,65+,D,157.9205831740373,E,143.99381433363786,-12.531702063418173,E,A,E,B,E,0
Brazil,26-35,A,-77.68685738973083,B,-0.2765924788304601,-53.57651579135203,B,D,B,A,D,1
China,26-35,C,-127.27268974233017,C,-139.796266730784,-77.73140072076416,D,C,C,A,B,1
Germany,36-50,C,-178.87101079142425,E,-69.54926686772922,120.34412148489615,C,C,B,A,A,0
Brazil,65+,C,286.60035800845884,E,44.379881059805655,6.7250761402531545,D,A,B,A,B,1
UK,18-25,E,57.27731350742452,E,75.92480991310536,80.80881851742132,D,E,C,D,A,1
Brazil,36-50,C,-32.47766766136438,D,-97.47295919713385,-167.84376613649087,B,C,B,E,B,0
India,26-35,B,26.56720185434322,C,26.205576807957137,-102.79985561428076,C,E,A,C,C,0
China,26-35,D,-6.99528276032049,B,29.02472573542807,242.2964261701154,B,E,A,E,B,0
Mexico,26-35,D,-71.56336915516474,B,-99.2909333150366,123.88017984206621,C,B,A,C,D,1
China,18-25,B,51.56448783094382,D,121.44833430815876,50.565164296633704,A,E,D,E,D,1
UK,26-35,D,-52.995446058782356,C,-27.787290129621372,-32.62192172201555,B,A,A,B,E,1
China,36-50,A,-84.25198214086514,D,-51.96667671302506,-31.88353640708107,D,A,B,D,B,1
UK,26-35,E,-11.422248568266282,B,27.841861300925785,-171.93582138929065,B,D,E,E,C,1
US,36-50,D,18.52953458118843,D,-49.055738356835995,10.168283750723,D,D,E,E,A,0
US,26-35,B,-104.2897030515811,E,90.8557921856968,271.71239946798346,A,C,B,E,B,0
Brazil,26-35,D,-12.727165115470957,C,-107.29474528463521,101.19770187786234,D,D,B,A,E,0
UK,26-35,E,-125.07627881817473,A,-37.815840994785496,109.10221845064332,E,B,D,D,E,1
Mexico,18-25,C,-28.65199795688207,C,45.66632868950976,-5.394481702207397,C,E,B,C,D,0
China,36-50,D,41.3162253418694,E,-95.03832669289966,-97.31341121380275,A,E,C,D,E,1
UK,26-35,B,-6.396157102749742,E,-35.619203885931924,-1.8756467471886,A,E,C,D,C,0
UK,18-25,B,-38.13630284780143,C,-46.443421159369315,56.71987465560634,E,C,A,B,C,1
Brazil,36-50,A,4.835294719774114,A,7.920603843199592,-163.49303679861,D,A,B,D,A,0
India,18-25,A,-27.385624982347856,D,110.69280989632773,-68.63765823925671,A,C,A,B,B,0
US,65+,C,79.91681158589871,B,-52.41723732933674,22.460832054646897,E,B,B,A,B,1
India,18-25,D,-44.629284124769676,C,153.6889502074645,-56.505477406349655,B,E,A,C,D,0
Other,36-50,E,29.559318431231667,C,-39.46574716887425,-52.607239064198744,B,A,E,D,C,0
Brazil,51-65,A,-18.781455763360817,D,68.26518691648701,67.39664396776519,C,A,B,B,C,0
Brazil,36-50,E,-126.973853262881,C,-230.3510776916882,183.1818463888084,C,B,C,C,D,0
Brazil,65+,D,56.38609695987494,A,-29.484290347340742,77.21521671970612,A,C,B,A,B,0
Mexico,36-50,D,-65.33422158181676,B,14.605466187377747,-13.645723400319776,B,E,D,E,D,0
Brazil,65+,E,74.631607310278,A,-107.98622253439947,115.69222966704925,A,C,E,B,E,1
China,36-50,E,18.585623086714843,E,-80.31461985752948,9.416839576483657,C,A,D,B,E,1
Other,65+,A,-62.073934065251905,E,-137.3200930762243,-22.017981701639034,D,B,A,D,A,0
Other,18-25,C,5.542192978771587,B,24.370841677932983,118.93336680337016,C,D,B,C,E,1
Mexico,18-25,B,113.61893487067275,A,-35.69841027917221,35.1000762369366,A,A,B,B,E,1
Germany,51-65,C,7.656392709937935,E,-15.257353014109048,-11.982664044323423,A,C,A,A,D,1
Germany,26-35,A,-39.850122219583014,E,-1.1125969288331368,206.26773647921857,A,B,A,A,B,1
Germany,36-50,B,-25.93456326317377,D,-38.07203920044648,-17.488565598345396,D,A,E,C,A,1
Germany,36-50,B,-50.32315293479949,C,10.298834899520758,56.30300047797393,A,B,C,D,E,1
Germany,18-25,B,213.75265798874392,E,-111.04017154028396,90.21683696724068,A,D,D,C,C,1
China,26-35,A,-21.159162230931813,E,18.331825253887637,27.133251992315326,C,B,E,A,D,0
US,26-35,E,101.27553387185249,D,97.50022368965425,63.82225269560142,A,A,D,A,D,1
Mexico,65+,E,66.96258442902338,E,245.31709171533987,23.991578796231977,D,D,B,A,B,1
Mexico,51-65,D,-23.77980243436971,D,79.34715510499693,-210.52387159488467,E,A,B,D,C,1
UK,26-35,C,73.56668248186489,E,168.66077675931155,-102.22640824344731,B,B,A,B,D,1
US,26-35,B,-136.92849155235888,E,-124.34587402649481,4.1580930869628165,C,D,E,A,A,1
Other,36-50,C,-26.600941519059923,A,46.0394229244643,97.45388854214043,B,A,D,D,C,0
Mexico,51-65,E,163.0031007468087,B,-243.92526601548278,3.9880850372665257,C,D,D,C,C,1
India,65+,E,81.9719955609758,D,104.56690439391951,134.4921016229551,E,E,B,D,C,1
US,65+,E,34.95358863302893,E,-123.79810422011408,-24.112147452868232,E,D,A,D,D,0
China,36-50,E,53.95818395882414,D,-68.66060710052132,62.821372535151134,C,A,B,B,D,0
Mexico,18-25,D,101.99366608249194,A,104.70623664262229,-151.8780546887354,E,D,C,B,C,0
UK,65+,B,40.09622062850148,B,-108.79479451419824,0.91097930230513,B,C,C,B,A,1
China,36-50,E,157.06990805109658,E,58.99258514886463,-79.57746702765051,C,B,C,E,D,0
Germany,51-65,D,-58.741767016409796,A,36.41508309061944,-58.358237241143044,D,E,D,B,B,1
Brazil,26-35,A,-2.427627283383153,D,31.88563556937266,32.27942487349061,B,E,E,E,B,0
Other,65+,D,-200.1733802117771,D,-58.14138747173752,-103.46674947210212,C,C,C,B,D,0
Mexico,26-35,C,-7.447003176590779,C,-130.51682850113124,-75.60310121249803,B,B,A,D,D,0
India,18-25,C,197.5913546389056,E,-60.7224517316123,80.37398676985195,A,D,A,B,A,1
US,65+,E,-13.353218649903772,A,-16.35639126332574,-128.42103745079402,E,B,E,B,D,0
Germany,65+,D,177.62418985284336,E,-8.99368281178899,83.58365537123964,B,B,D,D,E,0
US,36-50,C,7.73511761589197,C,22.01093230820885,24.675791905376897,A,E,C,A,B,0
Germany,65+,C,-137.22045873411471,B,88.71323450956034,68.84387539189075,A,E,A,A,A,0
Mexico,65+,B,-126.37219337855046,E,116.88182852614541,-40.90427236812415,E,A,E,D,D,1
China,26-35,D,-43.68374604397657,D,57.38050163243666,-83.73858544985356,C,E,A,A,A,1
US,36-50,A,-219.59514128745244,C,23.80923309155257,6.7931356723738,E,A,D,A,C,1
China,18-25,B,161.28064425348416,B,49.96840152897481,-18.79660287000894,A,A,A,C,A,1
India,36-50,B,6.594163359879173,C,-61.86578731275224,141.99787439887203,A,E,E,D,B,0
UK,26-35,B,-74.37926305693152,A,-32.80431115679951,74.00929102466193,A,E,E,A,C,0
Brazil,36-50,A,14.385254865523395,E,-110.18227754881917,156.6022881660759,A,E,D,A,B,0
Other,36-50,C,-63.632438249164714,A,138.78636739440748,6.994639502003247,A,B,C,C,B,1
Brazil,36-50,D,-42.879683709930845,A,-184.71805942466523,131.79034526457738,D,B,B,D,D,1
Brazil,36-50,B,94.83246774308627,B,-80.77180296236098,59.37850809886277,C,A,B,A,E,0
Other,18-25,B,46.666921655698225,E,-112.20187676477047,65.24724131154724,B,C,D,A,B,1
India,36-50,D,99.24628144354432,C,81.52220772197784,-42.21560837968064,B,D,E,B,D,1
UK,26-35,A,-25.607075242814954,C,230.76026546433633,103.66052641736793,A,C,B,E,B,0
India,26-35,B,24.872516057379652,E,90.74425143147002,-151.75749602298168,D,B,E,A,D,1
Brazil,36-50,E,-11.132706383994043,E,-23.538157711766253,-51.76597671007972,D,A,A,A,B,0
Other,26-35,B,-21.163015806257558,E,-104.620624863615,-17.509499587014922,D,B,D,D,C,1
India,18-25,E,59.65340665228928,C,10.197973771515636,51.4046879106989,B,E,E,B,C,1
Germany,36-50,C,-15.036141653819726,A,49.69674628065771,-2.1176501747424146,C,D,D,E,C,1
US,51-65,A,2.3378703180076945,D,-98.6424565646291,-72.99201059944093,D,A,D,A,A,0
UK,18-25,E,-150.4836741296315,E,-125.02373122459846,102.70808258535598,E,D,E,A,C,0
Other,26-35,A,15.413318566853818,B,74.51381452167372,22.377929651252483,E,C,A,C,C,1
Germany,26-35,E,-56.21529077116132,C,-40.55117477715866,-120.91740247413082,E,C,B,E,E,1
UK,36-50,A,151.95898783114845,A,56.74328527907871,-20.17056955396929,A,E,C,C,E,1
US,51-65,A,-8.848805076710201,A,112.25203943901296,-123.31760872262616,B,D,B,B,D,1
Other,51-65,C,-142.12604516879384,E,25.75459576916832,38.95090079263324,D,A,B,B,E,0
Mexico,65+,E,-1.281088738440438,C,0.1114973919687764,74.1926133484215,D,E,A,A,D,0
UK,65+,E,-26.85463541510406,E,-71.63740119493194,59.47940188016878,C,C,B,D,A,1
China,18-25,B,40.19410036799311,E,-50.85683618870876,-224.4428555265296,B,A,E,A,D,1
US,36-50,D,-37.658767696082364,D,-152.10792472274412,-9.438135513113261,B,D,D,A,C,0
Mexico,36-50,B,96.29384000389992,E,56.10813935658177,-146.2208142405646,B,A,D,C,C,1
India,26-35,B,81.14425860326423,E,203.15226744732584,121.45721118289413,E,B,B,E,D,1
India,65+,B,-123.52289886668433,E,-84.81043573171534,-54.555813703420476,A,E,B,E,D,1
Germany,65+,C,-41.887475723866956,E,-231.17221860600839,92.71750696101272,D,A,A,D,C,1
Germany,65+,E,42.87766456174568,C,-79.00965517645379,51.41411070180914,A,C,D,B,E,0
Mexico,51-65,C,23.49142064200706,D,-133.83309101905024,-180.5949361916469,C,E,E,D,D,0
India,26-35,E,-16.660088968714533,A,146.16707589511643,-38.19749339056753,E,E,D,B,D,1
India,26-35,B,-35.44324217460816,E,-76.71556597629964,5.480978929473273,A,A,E,B,E,0
US,36-50,E,67.94161519454552,E,51.409102540113075,-153.1805760681705,D,D,A,A,C,1
UK,51-65,B,60.89210483873717,C,-99.55862521708285,146.1600655408327,E,A,A,C,D,0
Brazil,26-35,D,51.5366880134445,C,-109.00820225983394,-50.611398576050284,C,C,D,A,B,0
China,36-50,D,-4.652500463870764,A,-28.219194613076738,-152.33695336272666,A,C,D,D,C,1
Other,26-35,E,93.09912442399687,A,-118.40126414596305,27.65604689860444,D,E,C,D,A,1
China,18-25,A,106.88656007323294,C,-90.31029041360318,-227.7930763970715,B,A,B,D,D,0
UK,51-65,D,112.70025178735092,E,-78.86026456003533,144.64428137409712,E,A,E,E,A,1
Germany,51-65,E,100.49734574170476,C,-89.92833315972393,-79.55879482287436,B,A,D,B,D,1
US,65+,C,-162.56928463053399,E,25.477020698226045,212.9047182646646,D,C,D,B,A,1
UK,65+,E,25.238237367603926,C,67.60971697968832,-53.033042007385056,D,E,C,E,C,0
China,36-50,C,-15.373181666331345,C,108.49811150041484,-62.14002494641845,D,E,A,A,B,1
Other,26-35,B,19.256992642441443,C,76.77900588762552,70.68043002815715,C,E,C,B,C,1
US,65+,E,216.9435746606971,E,197.05050821391416,52.35640459667994,A,C,D,C,D,0
Brazil,51-65,C,85.96324387221117,A,-62.09930263081996,61.54976372795198,B,A,D,D,E,1
Other,26-35,A,66.59492798439473,E,-115.77891051358566,61.0673770144054,D,A,C,C,B,0
US,65+,D,-8.674747969881333,B,137.33467271010994,-107.86969813513582,A,B,D,B,A,0
Mexico,36-50,E,-119.36805497570208,A,-30.41568792716667,24.140063974241432,C,E,A,C,D,1
India,51-65,D,38.77332055166987,C,-87.30983030425456,-83.90888647641692,C,E,C,E,E,0
Germany,36-50,D,-27.402511711113487,E,43.2486937528759,80.36679580330144,E,C,E,C,A,0
Germany,51-65,C,102.47954915125365,C,-51.71479575203336,-45.429737674350406,D,C,D,E,D,1
Other,51-65,D,-62.10448044996089,E,-11.655857354111145,86.75095306607363,B,C,E,A,D,1
India,51-65,C,173.6075221652923,B,-12.032572128458353,73.44132109264312,C,C,C,B,E,1
Other,18-25,B,-40.44521844788703,A,111.47253716077958,-36.903745721707004,C,E,E,E,A,1
Mexico,26-35,E,58.416814005396844,D,67.32446855892773,57.65133481086357,D,A,A,E,C,1
US,51-65,B,115.73179820024852,C,26.30357778898036,-12.373145793351382,A,D,C,B,B,1
Germany,36-50,D,-81.07908985220769,A,-75.87744566939143,-3.25956648358084,D,B,C,A,B,0
UK,18-25,B,-270.1877412375651,D,-7.512000695505676,-61.396369287413776,E,D,B,A,E,0
UK,51-65,B,94.45916651043659,E,211.0152613728502,79.32318836454164,A,C,D,D,C,1
Germany,51-65,C,97.26381009788072,C,-17.230387304343893,-103.10429895641442,D,A,C,B,C,1
Germany,18-25,E,73.6815052308031,C,89.02191468978569,-122.92342631654853,D,C,A,D,B,0
US,18-25,C,-37.90804717167228,E,171.08634731421216,-21.189706567361913,B,C,C,A,E,0
UK,36-50,D,32.44839025288338,D,0.2406486122625757,43.106544428888874,C,B,D,C,C,1
Brazil,51-65,E,11.592041556710726,D,143.68791672632798,105.42470069335026,B,E,D,D,D,1
US,18-25,C,17.078480589544217,C,139.09813871593408,-31.278196151244753,E,A,E,C,B,1
Germany,51-65,D,1.0625123265805951,D,92.34084895410226,40.262947665692735,D,E,B,D,B,0
Brazil,65+,E,241.50211018235092,B,-87.73160823289491,57.30596282938804,D,E,D,D,A,1
Germany,26-35,C,78.27520761252306,E,-41.97065301259656,-2.9547749085658355,B,A,A,C,A,1
China,26-35,C,72.78158491837729,C,24.01478090201566,88.28947733388152,C,D,D,D,A,0
US,18-25,B,35.67806738116441,C,246.06103056441566,143.06254153182198,B,D,D,D,D,0
US,51-65,C,-67.28079220283205,E,-27.969490900231925,35.334339847488856,E,E,D,C,B,1
US,36-50,E,-78.54902753731558,A,28.74510824209238,73.01478979311227,E,D,A,D,B,0
Brazil,36-50,C,17.729573487596895,C,26.599656581651242,-45.663295170927775,D,B,C,A,E,0
UK,18-25,E,-108.52708232013283,D,187.33390192281288,-71.99911084168768,E,C,D,A,A,1
