age,disability,gender,feature_0,feature_1,feature_2,feature_3,feature_4,target
53,Both,F,B,29.68132647868837,D,D,A,1
63,Both,Other,A,-41.06990378192706,A,A,A,0
38,None,F,E,-11.024237189474215,B,B,D,1
21,Mental,M,B,31.081839102171614,A,B,D,0
61,No,Female,D,36.705992202098706,B,E,E,1
18,None,F,C,5.161230122215828,C,C,D,0
51,No,Non-binary,A,-40.868870883696786,A,E,A,1
61,Both,Other,B,-16.50942972404803,E,E,C,0
41,No,M,A,-57.39817400840865,C,B,A,0
35,No,Female,A,-1.789274254171651,A,D,A,0
30,None,Non-binary,B,230.12538502908666,E,C,E,0
48,None,F,E,-36.72290301714213,E,A,E,1
73,Physical,F,C,-147.084051612037,C,B,E,1
61,Both,F,D,-106.36192582028241,B,A,E,1
75,Both,Female,B,-14.47784748660233,C,E,D,0
51,Both,Other,E,-10.366058044533306,C,C,A,1
33,None,Other,E,72.83341909487258,C,C,D,0
54,No,Male,D,-36.154736855034564,A,B,D,1
56,Physical,M,C,-8.891937119994097,B,D,A,1
64,None,Female,E,-5.880100895907751,C,C,B,1
78,Mental,Male,C,-158.71549019130723,D,D,E,0
32,Physical,Male,A,-32.87458790409896,A,D,E,0
18,Physical,Female,B,-0.681377615953109,E,A,D,0
19,Physical,Female,A,-102.95276730587429,B,E,A,0
19,Mental,F,C,244.44102833755616,A,C,D,0
29,None,Other,C,-123.18685421266906,D,D,C,1
37,None,Female,D,117.41153802488735,B,B,D,1
22,Yes,Non-binary,D,-62.75927936421057,D,B,B,0
79,Mental,F,C,-77.34307280169394,C,C,B,0
56,Physical,Other,D,-2.56311364078729,A,A,E,0
36,Physical,F,C,-184.9109935194544,E,C,A,0
40,Mental,Female,B,124.64944506723864,C,E,D,0
31,None,Other,E,84.06158288739495,A,D,E,1
29,Both,Male,A,106.66117318356729,C,C,B,1
44,Yes,M,A,-46.46705462275242,C,E,B,1
37,Both,Male,A,-76.19371320949988,B,E,D,0
69,No,Other,C,-48.409589515433076,A,A,A,1
34,Yes,Other,B,52.479815241620706,B,C,E,1
21,Mental,Female,C,22.22785844982058,E,A,D,0
32,Mental,F,E,-8.69209727190417,B,A,B,0
52,Both,Female,E,147.43317927382404,C,D,E,0
61,Mental,Female,D,115.6691729944716,A,A,E,1
34,No,Male,E,80.12233218046836,A,A,B,0
38,None,Female,E,-93.54365213580998,A,C,E,1
32,No,Male,B,-1.2832517148028797,C,A,B,1
66,Physical,Other,C,-81.47980740604008,D,E,B,1
50,No,Female,B,-32.33834073050817,B,B,A,0
47,Physical,M,E,223.28838393292708,B,D,C,0
70,No,Male,D,137.70581774798842,D,A,E,1
34,No,Non-binary,C,14.676950096161576,C,D,E,0
18,Both,M,E,-164.27991460133165,A,D,B,1
53,Physical,Other,D,-34.65117762623191,D,D,B,1
32,Both,F,B,54.47565233480176,E,A,B,0
77,Mental,Other,D,21.687962214006472,E,C,C,1
45,Yes,Male,B,-279.17212494110555,A,D,B,1
73,Physical,Male,D,-81.68726953430087,E,E,E,0
78,Yes,M,B,-39.76231947673537,A,B,B,1
71,Yes,F,E,152.00467126397433,C,C,E,1
32,Physical,Male,C,210.05218378173046,B,C,A,0
33,Physical,M,D,8.999381352575039,E,C,D,1
32,None,Male,D,9.93625460702259,B,B,C,1
32,Both,F,E,-54.41621345711466,D,E,A,1
73,Yes,Other,B,-110.7857595311874,C,C,B,0
61,Mental,Other,A,74.07893707791482,D,B,A,0
62,Both,Male,B,58.978202270700685,D,D,B,1
78,Physical,Non-binary,C,-148.72690440330626,E,B,B,1
72,Both,Non-binary,C,117.80168097048144,D,C,C,0
40,No,Female,D,-125.93897313261482,E,C,A,0
52,Physical,Male,D,-136.96535184033007,E,C,B,1
19,None,Female,A,79.33052422426734,C,D,E,0
52,No,F,C,-108.1680107588463,C,B,B,1
49,Physical,Other,C,40.81205704459054,D,D,D,1
75,Physical,Male,C,5.0573530626295025,B,C,E,1
32,Both,F,D,18.294840586083716,E,A,E,1
50,Mental,M,D,12.010583576072827,E,C,B,0
75,Physical,Male,E,-151.52080600809205,B,C,B,0
66,None,Female,B,-125.42905850672754,E,B,A,1
79,No,F,E,-55.89376732656308,E,D,E,1
73,Physical,F,B,154.8164604882953,B,A,D,0
41,Mental,F,E,28.938556567402806,A,A,D,0
51,Mental,Non-binary,A,42.21602805392446,A,C,D,1
29,None,Non-binary,D,82.8964040796247,C,C,D,0
52,Mental,Female,B,-9.78053611084581,A,C,D,1
21,No,Female,B,-137.7098178825892,E,C,D,0
72,No,Non-binary,D,-40.51004303405502,B,E,D,0
44,None,Non-binary,A,17.976333702959536,D,E,D,0
53,Yes,Other,B,-141.3752306574217,E,C,D,1
49,Physical,Non-binary,A,-70.69014674329841,B,A,B,1
31,No,Non-binary,D,-21.872774429674692,C,C,D,1
19,No,F,C,-198.38296656953796,E,C,B,1
63,Yes,F,B,-24.520188233463575,A,E,B,0
40,No,Female,E,17.96396556052294,B,E,C,1
71,Both,F,D,60.6838443097768,D,C,B,1
18,No,Male,C,-154.41701408659765,E,B,C,0
79,Yes,Other,C,149.69008522595044,A,D,A,1
61,Mental,Other,C,-168.91676900732259,D,C,C,1
53,None,M,E,200.4475371045313,E,C,C,1
71,Yes,Female,D,19.15036527962693,A,E,E,1
77,Physical,M,D,85.31202130343479,D,D,B,0
22,Both,Male,B,-61.76078350127809,D,C,A,0
36,None,Female,E,185.73324506062306,D,B,C,0
40,Yes,M,C,2.668083484543578,B,E,B,1
50,No,Other,D,-49.17761932667129,E,A,E,1
66,Both,Female,D,-194.95064930215864,E,C,E,1
43,Both,Non-binary,D,2.7911048711238227,C,E,E,1
72,Both,Male,C,23.198269904772044,A,B,B,0
59,No,Female,E,61.14093310105114,D,A,D,1
71,No,M,C,-4.169321151162113,D,C,D,0
41,Both,F,D,-1.8754007306414726,D,C,C,0
60,None,M,A,117.81834204817822,E,E,E,0
43,Yes,Female,B,-26.097079301601507,B,A,D,0
40,Mental,Non-binary,B,-14.05289302458411,E,E,A,1
47,None,Male,B,-13.565292654732952,D,C,D,0
62,Physical,Other,D,81.7740986184336,D,D,A,0
47,Yes,Non-binary,E,-159.2493488998317,C,D,E,1
76,Mental,Non-binary,A,-66.27621286504957,B,E,E,1
65,Yes,M,C,-51.468429307878324,D,B,D,1
34,None,F,A,-12.444572054081071,E,D,C,1
33,Yes,M,E,-177.3806678707479,E,D,B,1
75,Mental,M,A,-44.106798088974266,D,B,C,0
63,Mental,Non-binary,D,98.72482307399319,A,E,C,1
49,No,M,D,73.22357635149038,E,B,B,0
21,Physical,M,D,-84.07319680788302,D,E,D,1
27,Mental,Female,C,35.68444550812564,D,A,C,1
32,None,M,E,-18.04728687893342,D,C,E,0
32,Yes,Other,A,-83.55460633848098,D,B,E,0
53,Physical,M,C,-99.27147888490306,C,B,A,0
28,Yes,Non-binary,D,128.12223222989988,B,C,B,1
26,None,Female,B,-45.42138479812696,D,B,C,0
19,Mental,M,B,13.712662572739589,D,C,D,0
53,Physical,F,B,-72.53784416518383,E,D,E,1
40,No,M,E,25.73670206456659,B,B,E,0
36,Physical,Non-binary,B,-3.9714862046208146,D,E,A,0
52,Physical,Female,A,49.42481016001018,E,A,A,1
20,Mental,F,D,-120.04915011754073,E,B,C,0
37,Physical,Non-binary,C,-70.32951259588138,C,B,C,1
73,Mental,Male,A,75.28302807892412,C,B,A,1
27,Physical,Non-binary,B,14.05069923354495,B,C,B,0
31,Mental,F,A,-194.48670604949956,B,C,A,0
31,Mental,Other,B,106.90420405827095,E,D,E,1
24,Yes,Female,E,-50.74231822587117,C,E,B,0
47,Both,Other,C,-50.90734576208745,E,D,E,1
26,Both,M,B,-5.342698024615954,B,C,D,0
22,Physical,Female,B,51.24601271495892,D,D,C,1
57,No,F,C,-46.679625101929936,A,A,C,1
70,Yes,M,C,-53.481926085651786,B,E,E,1
33,Both,Female,B,-214.2012520226224,C,D,B,0
41,No,Non-binary,E,48.588220682888675,A,B,E,0
22,Yes,Non-binary,C,4.127666987758624,A,D,D,0
38,Physical,Female,B,-161.0063683129643,A,B,D,0
34,Mental,Non-binary,D,-26.82949833886465,D,A,D,0
61,Both,Non-binary,D,56.53521941765207,A,B,A,0
70,None,F,B,62.901976674231555,E,D,C,1
59,No,Non-binary,E,-144.1211298634011,B,B,C,1
79,None,Male,E,-67.97808331667859,D,C,A,1
75,Yes,M,E,14.899471778704978,C,C,E,1
48,Both,Male,E,-30.636611488878422,D,B,D,1
62,No,Other,B,-118.98799817780552,A,C,D,0
38,No,Other,D,84.57919646079634,C,D,C,0
74,Physical,F,D,-126.18191466961453,B,D,E,0
49,Yes,Female,B,-110.15291649612145,E,A,A,0
78,Both,Other,C,-54.32564544667282,D,D,C,0
51,Yes,Other,B,-22.429232646386538,D,A,C,1
50,Mental,Non-binary,B,-97.8562080212165,A,B,A,0
59,Mental,Male,D,151.81302079205602,A,C,E,1
72,Both,Other,B,64.70663482895698,B,E,A,0
60,Both,F,B,41.06352899838349,B,E,A,0
52,Both,F,A,-17.891322694923158,A,A,E,0
20,No,Female,B,56.47075737089382,E,C,E,0
55,Mental,M,D,-27.80789009002128,E,C,E,1
66,Mental,Male,B,6.819302150374681,D,D,D,1
39,Both,Female,E,58.145226997287644,C,C,B,1
41,Mental,M,E,22.195847348629854,E,E,A,0
52,No,Non-binary,E,143.4185791625732,C,E,C,1
62,None,F,D,-102.26407716409105,B,B,E,1
43,Both,Female,E,243.6503958814457,A,E,C,0
27,Physical,F,B,20.803673413260128,E,D,B,1
66,No,Male,E,-91.39258518911511,B,D,A,0
24,Mental,M,A,50.07205282742918,E,E,B,1
18,No,Other,B,-119.9852719851872,E,C,C,1
79,Mental,F,A,-3.2179873966836023,B,A,B,1
26,Yes,F,B,94.01167443231907,C,C,A,0
60,Yes,Non-binary,E,-173.94515071194996,A,A,C,0
65,Yes,Other,B,-64.29457023938645,B,B,E,1
51,Mental,M,D,-74.34006748203342,B,D,A,0
48,None,Other,E,29.64359405646159,A,A,E,1
48,No,M,E,-17.72491141467437,E,E,D,0
43,Mental,Female,B,-19.715777303199005,E,E,D,0
78,None,Other,D,119.5076979845776,A,C,E,0
24,Both,Other,D,9.985730079138271,D,E,E,0
22,Yes,Other,D,-133.60716883802428,E,D,B,0
20,Both,Male,B,117.58610030249173,D,A,D,1
71,Yes,M,B,-177.50427986962507,B,C,D,0
29,None,Male,A,-40.83959205110838,E,E,E,0
63,Both,M,D,62.86389522569582,B,E,E,1
44,Yes,F,D,-13.476882264745448,D,A,E,0
30,Yes,Female,E,20.44018591116438,A,D,E,1
73,Both,M,D,-0.6161786456590023,A,D,B,0
49,Mental,M,A,-28.522130506156163,E,C,A,0
24,Yes,Non-binary,C,30.412322114128344,C,A,A,1
54,None,Female,A,140.59713655044555,C,E,B,0
38,Physical,Other,B,33.97542069630607,C,E,A,1
58,Yes,Non-binary,D,41.85391715487627,B,B,D,0
71,Mental,F,C,10.079744050645429,C,C,D,1
79,Yes,Other,B,-50.14362722858004,B,D,D,1
23,Yes,M,A,85.9134325644089,E,B,A,1
36,Mental,Female,A,-138.72312885901246,E,C,C,0
79,Physical,Other,B,-17.386816796013242,C,B,E,1
75,None,Female,D,-70.3394104495925,B,D,A,0
26,None,Male,E,-106.54756760173807,A,C,C,1
58,None,Male,D,-76.65544735277928,E,D,E,1
37,Yes,Non-binary,C,-147.3578169618487,E,B,E,0
52,Physical,Female,B,52.23936947566998,C,B,D,0
51,Yes,F,E,34.7234216051101,C,C,C,0
