nation,ethnicity,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
US,Other,26-35,C,-5.844730875672479,-106.2060522032587,36.330441028938225,E,A,D,E,A,-150.74407137044298,1
Brazil,Other,36-50,E,55.8921094108504,-175.85098922718262,-132.00288602761307,D,E,A,A,E,18.029455149600416,0
Germany,Black,26-35,C,58.7158410675099,-171.68147633376947,-205.5244232521624,E,B,E,A,D,-47.22321015006221,1
Brazil,Black,26-35,B,76.6464279811918,1.3240246289595976,-36.91720212299698,E,B,B,D,C,-76.45451268927522,0
Brazil,Hispanic,18-25,B,-30.267775055610834,-36.18201003301507,76.18638488788304,B,E,D,B,A,113.08243468147087,1
China,Hispanic,36-50,C,90.07193988011,-0.745197763564691,-41.950421181679836,D,E,C,C,E,-30.585568574264975,1
Other,White,65+,D,-76.602874928927,98.68590262351114,86.7565239602469,C,E,D,D,D,-152.2679877122989,1
US,Asian,36-50,B,-2.161599152940999,85.0109150220814,82.93795936607115,D,D,B,B,A,40.94788947145458,0
Other,African American,65+,A,-59.60285159096996,137.38272093189613,60.57541363761767,D,E,E,E,E,137.2839589410635,0
China,Other,26-35,D,-87.58749583628354,-32.17213758583718,85.3336353849952,B,A,D,D,D,-80.10842443097353,0
India,Other,36-50,E,124.30327123960791,-15.419302690702946,79.37529090379255,A,A,D,A,B,79.55130508932096,0
China,Other,26-35,E,16.02608216772417,37.824453202433205,139.20534254656974,C,D,C,B,A,-180.34751493427413,0
China,Black,51-65,B,-48.245172378578445,-41.487251078620446,-194.78945479743476,B,A,D,A,D,53.031946399673345,0
UK,African American,18-25,B,5.686981314020618,-39.363166130296236,-117.36664562271446,C,D,C,A,C,-79.35321066417595,0
US,Other,36-50,E,-69.06613854319538,-216.36385686335956,-20.245573933779912,C,E,D,C,B,-59.08093929834644,1
US,Other,18-25,C,-81.24216832684638,-69.93296400045486,-80.1079108330694,A,A,A,B,D,68.77364947963021,0
Brazil,Hispanic,51-65,A,-77.96418190092749,-274.0257352905799,174.77642488689634,D,C,C,D,C,-41.26236125538256,0
UK,Other,36-50,E,-53.159898470479305,-77.66344786980261,56.53756616843798,C,A,A,D,B,79.35778842249933,1
Other,Other,18-25,E,33.02427040868617,-16.531743671193748,31.927061446212118,E,E,A,A,E,121.94549456317579,0
US,Asian,18-25,C,61.43037780890991,-41.22367884378466,-26.966324915781886,D,C,B,D,E,-108.9702242959759,0
China,White,26-35,C,101.82334527905188,-31.171202238859053,-68.72747397815824,A,C,E,C,D,-36.249568308486666,0
India,White,51-65,D,-171.8757581018213,3.588479031383754,30.09048423365558,A,D,E,D,B,9.903215804057929,0
Other,Black,51-65,B,-25.57496447686505,-158.24312868965487,58.33368673711673,D,C,A,A,C,105.84785078825287,1
Germany,Asian,26-35,E,-5.41000497160419,-207.93497228548458,-173.37579249264286,A,C,A,E,D,-126.43895129728413,1
UK,Asian,18-25,E,-198.3693104156143,-12.828008788356057,235.70504288250277,D,C,B,D,B,-119.44756180412188,0
US,Black,18-25,A,-157.09538646825308,-73.3719804672038,126.78294789535923,C,A,D,A,E,36.878883590197724,0
Germany,White,26-35,A,82.21457281587098,99.40582989238122,72.8054575689589,E,A,C,B,D,-75.14415838848603,0
US,Hispanic,65+,B,-68.24891135511562,-12.137159885630263,4.08166416178812,A,A,D,A,B,-243.53065393628358,0
UK,Other,51-65,D,141.54072503991853,-14.764744373844648,83.31915086327912,D,E,C,B,A,-5.440565163010416,0
Germany,Hispanic,51-65,E,-17.2299912188539,-66.39967366407666,177.36807774297006,E,B,E,E,C,199.3155822860151,1
US,Other,51-65,B,99.4770665598412,-158.7966394500839,113.37031139951715,C,C,D,B,E,4.195907049738864,1
US,Black,51-65,D,23.132540720308285,-107.210517468375,-89.39773331980162,E,C,A,D,C,8.36146796993806,1
Germany,Black,36-50,E,97.97127506657135,-35.85091136800222,32.073673921169195,A,E,E,A,A,29.80439814879202,1
India,Black,51-65,B,47.52127228122111,-25.136087302403805,93.75040120126482,E,B,B,A,A,-11.010779834145684,1
UK,White,36-50,C,82.70059381573861,-109.22677366810507,30.861697749565614,A,E,E,D,B,107.30307180505415,1
Germany,Asian,26-35,E,156.39152322863683,-214.33793015484196,-123.61978884835034,B,C,B,D,E,-134.88877522878232,1
US,Black,26-35,A,-22.625983616641875,5.590551616761974,-49.93299447963518,C,C,B,C,A,-19.970434168781292,0
Mexico,Hispanic,18-25,D,-100.06719599570091,-40.91042856091178,-6.440097200170712,C,A,B,E,C,59.53074786478897,1
Other,White,18-25,B,-194.19701161805563,-139.2149367742672,107.13582344782606,C,A,E,D,B,2.7447451942398806,0
India,Other,26-35,D,23.67877284751551,124.8320545083176,153.83109792955025,A,B,D,A,A,-198.50047772511837,0
India,African American,26-35,E,-7.158298049839254,-153.545226723933,-165.66565181404252,D,D,D,D,E,-162.19757312426103,0
Brazil,White,36-50,E,96.50727622055311,-49.954672986608244,-108.92756781291718,B,E,E,A,D,-3.6817816952337443,0
Brazil,Hispanic,36-50,B,-13.278371699465385,-52.598094992837794,-58.56661484328097,E,C,D,B,B,-82.0260114637633,1
Germany,Other,65+,D,-57.50123098641255,-46.475718823324705,107.74342028644699,C,B,B,B,D,50.6997064840522,0
Other,African American,65+,C,198.64497130874759,62.26518033808862,-60.55181355477812,E,A,E,A,C,55.877043140625496,0
US,Black,18-25,C,156.64933786758613,-259.52292507449323,51.54977051830084,B,E,B,D,A,-248.57293318426215,1
UK,Asian,26-35,E,65.47500813870745,147.84541580623286,2.2909687799256613,C,E,D,B,A,-34.022611116634685,0
UK,White,65+,A,-68.04753067648646,156.12339210964313,-46.85034029119544,A,A,B,A,C,-24.004628033217383,0
US,Black,26-35,D,-4.492963038130765,88.27969264916094,-74.41428718886557,C,B,C,B,C,115.28420809164857,1
Other,Asian,65+,B,26.594079439075557,54.773471126175444,-146.2900680382632,E,A,E,D,B,162.7871116155074,1
Mexico,Black,36-50,D,100.93357102778468,-5.678610413437849,66.53178316811696,B,D,A,C,E,-115.69696757767665,0
Other,African American,18-25,B,-37.58425705186804,63.63508056740803,159.8138556466215,E,C,B,B,D,184.5169738816501,1
China,Other,65+,E,-83.65832150848095,-138.21450442302609,6.6445713289159976,A,A,B,A,C,41.32782399956853,0
UK,African American,51-65,A,174.04835020993588,-1.693822270870712,74.2047150284457,B,C,A,B,D,-134.55928853373385,1
Germany,Asian,51-65,A,41.26736204408605,44.45211609238024,113.49618309364469,E,D,B,C,A,83.54430192875644,0
China,Asian,36-50,C,-19.712387929073223,88.00422104235001,-133.99009204912628,C,E,B,D,D,-83.38920670355782,0
Mexico,African American,36-50,C,17.8023234508151,128.2444668345343,33.51578754692873,A,E,C,C,E,-53.12163339962085,0
Germany,Hispanic,36-50,C,6.3796891240996185,32.20322872848798,-8.419616272281113,D,C,D,B,C,3.5060963415387754,1
Germany,African American,26-35,E,-48.472718179975715,34.962291441153525,153.83740892489516,C,C,A,B,A,70.03528841626913,0
Brazil,White,18-25,E,19.47826672427829,-145.88468276959628,-23.796347099868154,B,B,E,C,A,-28.79295151345236,0
Other,Black,51-65,E,-50.594729109240596,-193.54731095423347,70.13489135668075,D,B,B,A,A,19.32770418674715,1
Brazil,Black,36-50,E,-65.15827011663536,38.65179522532285,21.37343672021489,B,A,C,B,E,-59.31388454488192,1
Other,White,36-50,A,10.22654048635042,110.27991711062204,-176.55375302229558,C,C,B,A,D,-187.84721908743282,0
Germany,Asian,65+,C,49.461468522874675,41.74399222385553,-39.75316230773011,C,C,A,D,D,-78.7219020775114,0
UK,Black,36-50,D,53.300222931574616,-58.98309988754627,29.745450758800395,B,B,B,E,E,4.500132043125108,0
Other,White,36-50,B,-106.12668958052696,72.6666668309349,-9.698473370622782,C,E,A,D,C,-160.7720168123555,1
Germany,African American,65+,E,15.936446866792519,37.93163020128083,0.529121467974644,E,E,D,D,D,5.200940799339924,1
Mexico,Black,36-50,C,66.45560088743477,142.70540494858525,-0.8295788543807266,C,E,E,B,E,20.070019539382077,0
Germany,Hispanic,36-50,E,49.935783915676716,-38.83013773671081,-99.68620417950468,A,D,B,C,E,-203.7408738093954,0
Germany,White,18-25,B,-141.79625631906111,-38.22340454222156,95.64046181982343,A,B,B,E,A,-42.641033205103945,1
US,Asian,26-35,B,65.82921741035051,-29.0735628812752,-296.34285955823424,C,E,D,C,E,-92.0778345759115,0
Germany,Hispanic,65+,D,-114.90006532973874,114.62944577174179,18.582821015567472,D,E,D,C,E,93.78394978359577,0
Brazil,African American,36-50,B,66.0109368600455,-4.474057488112252,43.415775974062136,C,A,A,A,D,51.29764112773329,1
Other,Asian,51-65,D,53.83806501315521,-112.92590799047137,148.8546984788381,E,C,E,C,D,-0.30047569341145997,1
US,White,51-65,D,-81.16515922667446,97.9942405574725,-7.860427750164469,E,D,B,E,C,-11.542542886506732,0
Mexico,White,18-25,D,61.661828329683175,91.41593888578305,108.63231861236436,C,C,E,D,B,-66.01037789532616,0
Mexico,White,51-65,C,110.72469946277046,-2.0109578203498444,-195.2167488348041,A,E,B,B,D,32.082796334471844,1
Germany,White,26-35,E,-28.63438540534998,112.28540050754224,-65.96165345281175,B,B,D,D,D,-47.373948741203755,1
Mexico,Hispanic,51-65,E,-99.97714320256462,41.99854530516628,-107.43527265459163,B,C,A,B,A,12.602904201517262,1
Mexico,African American,18-25,A,97.20361285602583,92.8269331464537,49.546706571992,D,B,B,A,B,23.71186359869396,1
Brazil,Black,18-25,D,249.9246495272529,102.95580571300962,107.55147865191357,E,C,D,E,D,50.60929043433033,0
Brazil,African American,18-25,A,91.39489080339054,-83.97614955235761,-35.883078804503235,C,D,A,E,B,-25.706303039935168,0
Mexico,Other,65+,D,203.11782635356076,78.77604547163905,-101.66219243785322,D,B,C,B,A,71.25165943807129,1
Germany,Hispanic,36-50,C,138.65813787770438,-62.84637977871205,189.00831057498752,A,A,B,A,B,29.93828525962932,0
Mexico,White,18-25,E,-291.0774368305122,-32.85100867800717,19.261444988628394,A,B,D,E,D,-144.10240514659708,1
Germany,Black,26-35,A,16.834276637164347,-149.29439131834204,127.07979213346515,C,E,C,C,B,122.19041673298699,1
Mexico,African American,36-50,B,-30.92377188050025,-88.91875112035488,-215.86683766953962,E,B,A,C,A,-35.015115303768546,1
Mexico,Hispanic,18-25,C,66.1645393764927,-24.531314530384627,-5.500624351269955,A,C,C,D,D,100.53682304743465,1
Germany,Other,65+,C,-46.36952263274108,24.72910789272282,-19.996131318268308,A,B,E,D,A,104.55033063328023,0
US,Asian,18-25,E,-14.809595752912314,165.2554107647557,295.5725121431651,A,D,A,D,D,78.72664681077376,1
Mexico,Other,36-50,D,72.40334768394288,5.850040069055251,46.09834286115321,E,D,B,E,E,-67.6305109687455,1
US,Asian,26-35,D,-57.52866886118322,163.9352276676865,-216.63243078670214,B,B,C,D,E,190.22774900039607,1
UK,Black,26-35,B,59.312861575130384,43.5693949435713,-57.028586215545175,B,C,B,E,B,-31.851523271035,1
UK,Other,26-35,B,42.381962970323144,28.766458312120747,-95.41067126351483,A,A,C,E,B,-24.14763481950313,0
Brazil,Hispanic,18-25,D,-135.05403037541416,65.75291626806982,-119.78431574084883,C,E,C,B,A,-55.9820748879251,0
US,Asian,26-35,C,19.447298128355374,-64.51432099610935,-11.550055442067118,E,B,B,B,A,14.410188021862583,0
US,White,36-50,A,-54.31626418265213,83.67630516839385,8.349513302173438,C,B,D,A,B,-17.755062097945498,0
US,Hispanic,36-50,E,-159.5231940434239,-24.486018181015442,-180.34111612286355,B,A,C,D,A,-93.89890801488305,0
Other,African American,51-65,C,-11.358608086537567,-24.412944658998462,-143.76411610021464,A,D,C,C,D,152.11929042097324,1
Brazil,Other,51-65,A,-6.918572581816868,16.933832125824292,151.93829220450505,C,C,E,A,C,-39.8370437017912,1
Germany,White,51-65,B,-9.24740168939774,-75.30516349527502,15.331230248203545,E,C,D,E,D,-96.10722642251763,0
US,Black,36-50,B,-145.06882575001032,-236.8238672530504,44.541164065588035,D,D,E,C,D,152.04526627532218,1
China,African American,18-25,A,-1.9122384196663482,247.6155115063284,189.930469749184,A,C,B,A,C,-70.22648230845154,0
India,Asian,18-25,E,-93.80856058893062,15.415834809277678,-79.33095516263639,E,A,E,D,A,83.63625867486857,1
Other,White,51-65,C,-118.71892493670295,-244.67868529573948,6.330702282518626,C,D,C,E,C,40.984270116051434,0
Germany,Asian,36-50,B,-234.9864618289893,54.2801313230486,-42.37906803202766,D,E,D,D,C,81.4001731651029,0
India,Hispanic,26-35,A,-106.62355280737785,-90.17359229140526,42.65920767976639,C,E,D,C,B,-57.23541774294299,1
Germany,Black,26-35,B,4.536275737988679,72.61380456361547,-39.07967349177774,C,E,C,C,A,-134.86531529733205,0
China,Asian,65+,B,-22.52576243747197,-101.33590278331637,20.22777146047787,D,A,A,A,D,5.092453863966592,1
India,Black,18-25,D,-117.38755963495355,-38.07280127935428,187.67390052835722,E,B,C,B,A,-30.568285938071483,1
US,African American,65+,D,81.41900535324937,-37.63619963593269,40.010090842236764,D,D,C,E,E,98.82464361396538,0
Other,Asian,26-35,B,-151.73044279613956,-156.2815543085302,-20.404179524020787,A,A,A,A,D,-179.05987759444946,0
China,African American,26-35,C,-89.32997030955003,-82.98135492683313,-112.82733929514193,B,A,B,A,A,94.65768412923794,1
Mexico,Other,36-50,E,43.583700318507724,-190.38418919104305,87.0963943698014,A,E,A,D,E,58.12216774045641,1
India,Hispanic,51-65,E,-192.16817129465335,-182.19315055156665,8.55725436223256,B,C,D,E,A,1.0830074996217232,0
Brazil,Other,65+,B,-16.751633055276933,45.28551939687384,48.03233066182074,E,E,E,D,D,-118.33785459673682,1
India,Asian,36-50,B,-87.82112084524132,-57.01121071962948,-9.844295922593233,E,C,D,C,D,60.41560369666319,0
US,African American,18-25,B,6.903378001053308,-125.37842713485286,-105.92371353001386,B,A,E,C,E,-79.58120175115003,1
China,Other,18-25,E,34.19122689496968,237.1743163713497,36.83581940677702,E,B,A,D,A,138.54446668076127,1
UK,Black,51-65,E,23.449948720262036,-59.92895692195428,3.7678898986443894,B,B,B,D,C,19.925023702714572,0
Other,Black,26-35,B,109.76310650709173,-168.8654247314834,-178.80863525266253,D,D,E,A,D,174.65465211540732,0
US,Hispanic,51-65,E,-121.2743480866223,22.158509752526122,-70.80322997675664,C,C,C,C,B,-7.464589437088322,0
Other,Hispanic,51-65,E,120.66579700058946,19.129647239544344,229.4035056779493,C,C,B,D,B,194.1607556611692,1
Brazil,African American,18-25,C,-58.03104957910059,59.13596201092566,178.80336214896263,A,B,B,B,A,69.26654841281878,1
Brazil,Asian,65+,D,-26.36961823534225,-156.62949579558773,-33.176485992314156,B,E,E,D,E,-118.21520703556163,0
US,African American,26-35,C,-78.78364235830038,8.40570886088036,50.15817635260159,C,B,E,A,E,-3.8651742951511294,1
UK,Black,18-25,D,-83.52579107947126,-210.42718831023203,-61.05958345028475,D,A,A,C,A,-220.42653411526314,0
US,Hispanic,36-50,B,84.28493813845571,104.50947162721445,-68.28500460577482,C,B,D,C,A,-135.20405732706092,1
Germany,Black,26-35,E,-140.8215611200717,-58.73664807695146,-19.570874325758517,B,A,A,A,E,-42.8601647431022,1
Mexico,Other,51-65,C,112.78597734520525,-54.87395156315359,-80.81333693518374,C,D,C,D,A,26.637813134023354,1
Germany,Black,51-65,C,151.11326155734886,-76.50901795678669,41.20841515004965,D,A,D,D,D,67.02600926455885,0
China,African American,51-65,C,-71.60983684740035,-63.99627710975883,71.5797438140389,A,C,B,A,A,-74.1388627255106,1
China,Black,36-50,A,45.33939849868036,183.10253064702744,-251.92174549926594,D,B,A,A,D,-112.2138396787121,0
US,Asian,65+,D,65.59360918573745,205.73048012332603,-15.392313658504477,B,D,B,C,E,15.422060904711843,0
Mexico,Asian,51-65,A,162.8025738051318,18.810001308508582,-69.58872509754725,E,A,D,B,B,157.47278774852762,1
US,Other,65+,C,78.54338198085232,67.61621651369649,98.68956843612901,B,B,E,C,B,-50.49792644868788,0
India,Hispanic,65+,E,93.90039391463239,75.43993957202672,49.18540295347027,B,E,B,B,D,-5.789584823279282,0
Other,Other,65+,E,31.424353101402836,-132.64150141473243,99.60176872668235,E,E,A,D,A,-101.32873317268427,1
Mexico,Asian,36-50,A,35.392994168958744,42.975095700910884,-148.80276758379364,A,E,E,D,E,-40.548861800836825,1
Germany,White,36-50,E,55.38013255165133,-203.18006378321672,23.09560700035719,D,A,A,A,B,-45.04962671623901,0
Brazil,Black,51-65,C,31.14405954302119,-56.87124641272534,-38.059238000728215,D,D,B,E,A,-68.38970430782365,0
China,Black,26-35,C,62.56639077716193,-114.22124113150647,62.75292877838692,D,B,C,D,E,54.53163479390359,1
Other,Asian,18-25,E,-175.1576503239091,-7.083547635967295,-58.97972005640746,D,E,B,B,C,150.5320114082491,1
India,Other,65+,C,-89.22791906171877,-246.32422158653608,-5.310582388875859,C,E,A,E,E,22.625222253771202,0
US,Asian,65+,A,-128.892560519448,35.15519817251528,78.6133619836481,D,E,E,B,C,-67.47149863786093,0
Other,Other,51-65,A,269.23154624960245,-52.515849259261174,-175.22705154940047,D,C,A,B,C,18.47402720530337,1
India,African American,51-65,B,-216.57399709725365,6.982458968965248,-62.20646602435382,B,A,B,D,A,-44.15658280459852,1
US,Black,65+,D,-24.087249384435854,35.99860989963741,-48.13072041752866,C,D,C,D,D,105.57967862850984,0
UK,Black,51-65,E,58.16330666378685,110.22063607630999,-146.07361664986914,C,D,A,E,A,-5.40269544133267,1
Germany,Black,18-25,B,181.53063798147443,-222.88319503983357,-158.5294711620836,C,B,C,E,B,-57.191982265032195,0
US,Asian,36-50,A,30.422695517990235,-36.266185894053734,33.55703285176831,B,D,A,A,B,15.623454773051487,1
Other,Asian,65+,A,122.93751173674174,7.949851709862968,138.6322563035847,D,E,B,C,D,5.536339042026593,0
China,Other,18-25,A,-93.52548146749304,-102.71492472103574,141.86192388404095,D,A,C,E,D,180.52632229098867,1
UK,Black,65+,B,-81.77010950904462,-83.77958650600401,-61.53588922634531,C,C,B,A,C,86.1792996437797,1
US,White,65+,D,-54.07470965425222,164.5325918130972,26.62828350044456,E,A,E,D,D,151.84531782155187,1
Other,Hispanic,65+,B,-15.71170403027629,-97.76344950822681,21.53904235819894,B,E,C,A,E,139.39995966642547,1
US,Other,51-65,B,-157.45326979948447,172.8068974319257,45.879083467821474,E,E,D,D,C,-43.79746883296388,1
Germany,Hispanic,18-25,C,-172.81734973833346,118.07832743850338,-95.18159800111712,B,E,D,E,D,-163.87258938126763,0
US,White,36-50,D,162.9854440357606,96.8344657679461,-3.3727422723298894,D,C,B,C,D,144.99604881720308,0
Mexico,White,26-35,E,-111.18587617663297,-178.71833107002007,20.9477979406148,B,B,A,A,C,-31.985463432695482,1
Mexico,White,51-65,E,68.5453184132624,-135.10070793685878,32.892395824602204,A,B,B,B,B,-159.65536148416467,0
US,Black,36-50,A,132.55800794864064,-151.8975215748532,-163.46669634634964,E,D,C,E,E,-20.59501379188847,0
China,Black,18-25,E,114.16957623281792,-155.44273058530356,83.43071091960303,D,C,C,D,D,91.0103757935055,0
China,African American,65+,B,-91.91637959644093,-16.343960953195616,-22.251239732083487,E,B,E,A,B,11.124451231575193,0
Other,White,65+,A,-5.039774430957785,66.38732218283444,-32.70543612924281,C,E,A,E,A,-31.690139436163534,1
China,Asian,36-50,B,30.20340755774058,134.72962085622396,140.94167664218767,A,E,D,E,D,-14.220584560544685,1
Germany,Other,26-35,D,2.625358171419786,-157.48375975270685,-13.245700949884798,C,D,E,B,D,155.39901199765353,0
Germany,African American,51-65,B,-85.01613110716733,-12.149217685717828,153.22957362217,E,C,C,B,A,99.17061995714683,0
Germany,African American,51-65,D,67.43712424605255,-1.7959739929004463,-45.24747342034771,C,B,C,D,A,52.82749063839817,1
Mexico,Black,18-25,C,9.089012130267804,92.16824037182992,-74.13666048967707,D,D,C,E,D,-116.4226100626645,0
UK,Black,51-65,A,-29.623652271339,-82.15815394467548,7.870235560058307,C,A,E,B,E,-105.85534988812377,1
Other,White,18-25,B,144.18215406937958,152.45805636373944,-27.167724954731103,B,D,A,B,E,14.717735802962522,0
UK,White,18-25,E,130.19411618794962,53.73525414173176,71.50535045705269,A,D,E,A,E,-91.78923014590585,0
UK,Hispanic,65+,C,-71.35382674061456,-49.51986497393144,-74.1611507008591,C,D,D,E,B,6.465000696482141,1
US,Asian,51-65,A,167.26166667022517,6.474497623293164,25.23819793976372,C,B,A,B,D,77.21315997512033,1
UK,Other,26-35,B,268.899248301468,-114.77774054802626,177.13436492341054,A,C,E,E,E,10.662306927738275,0
Germany,Asian,18-25,B,94.37598234060131,-58.541454062271484,226.31476581537507,C,E,C,B,C,-29.945141970868878,0
