birth_year,civil_status,sexuality,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
67,Widowed,Homosexual,Female,E,48.63682330620088,-263.6246751842012,C,C,B,C,95.7944813056859,-88.03054979438826,-160.87888799839962,C,1
62,Single,Homosexual,Non-binary,D,18.970847833086424,14.93605993255384,B,A,D,E,-78.47131460641641,-39.471237852433894,150.04227236469282,E,0
96,Married,Homosexual,F,B,-12.831537301560935,3.769316648384164,E,B,A,D,-54.71448125582597,-113.30662281247321,9.624736423968528,E,1
24,Widowed,Heterosexual,Other,B,36.5279160755421,-217.32963573225348,D,D,D,A,-146.77496497522432,99.62358882843986,-62.68470811071525,D,1
28,Divorced,Bisexual,M,B,-0.3202085767702657,-76.39522861955706,C,D,A,B,-11.053686299557935,-31.677673845415526,6.902014692871274,D,0
72,Widowed,Homosexual,Female,D,243.23873454766004,-161.9512019235402,C,E,E,A,79.18473475470279,-16.496504187758383,-50.497314107378656,B,1
48,Single,Other,Non-binary,C,-27.247083291670844,-24.895404596851193,C,D,B,C,102.6025678195523,8.621003027908197,153.29733340225278,C,1
70,Married,Heterosexual,Other,B,-130.6257582466904,181.34047348463193,B,E,B,C,-11.910255053276675,-126.0682628854783,60.40440829617436,B,0
49,Single,Bisexual,F,E,36.22850991611182,-119.13521911612774,D,A,E,D,82.60516188476797,105.35326004319985,114.77056250180308,B,1
65,Married,Homosexual,M,E,-2.019070166733572,51.13232485842344,E,E,D,A,76.15630380094431,-74.43477455512809,-81.81733752413311,D,1
36,Widowed,Heterosexual,Other,B,135.34110767857862,-66.07017303696051,C,D,D,D,139.23686205372152,112.80343264690207,12.645037627230513,D,0
71,Divorced,Heterosexual,Female,C,37.53593655615293,-38.05759563060044,D,B,A,B,72.75665140875522,43.325020789222904,-165.46498820381058,C,1
32,Widowed,Bisexual,Female,A,93.0357648774504,107.33045814639213,B,C,D,A,219.60899874387053,-143.00603589282545,129.49396125463718,A,1
25,Single,Homosexual,Male,C,-96.12610434410804,66.34281920817477,C,D,C,E,-94.31062080249764,-13.770045462034721,-168.95766885535224,D,0
74,Divorced,Heterosexual,F,D,5.4765143087784,-44.29183402040969,E,A,B,B,-114.45092492672924,-28.22466157735081,-30.682568157656497,D,0
60,Divorced,Homosexual,M,D,159.19168686896933,-37.89636800335363,B,C,E,D,-36.42581828245523,-58.10109856048465,-180.895447371977,A,0
23,Married,Bisexual,Other,E,-40.853338054609964,18.853442129267222,A,C,A,B,18.38739076301555,-17.86701897003683,-79.4038428421083,E,1
38,Married,Bisexual,Male,B,137.5881523189179,80.1562807778853,A,C,C,E,-6.4845532123760385,206.2619204014813,-80.81684497122933,B,0
35,Divorced,Homosexual,Female,E,58.74876794768822,135.21619684977424,A,E,C,E,-45.95606074707971,19.873976531981935,101.55201462932482,A,1
35,Widowed,Homosexual,M,C,-7.627766028219393,56.55463623720507,B,A,A,B,128.20200929736203,90.7104815652789,-118.14676373968558,D,0
73,Married,Other,M,D,27.943878593598676,-3.0741568856165458,C,B,C,A,119.8346464297549,167.54413514944818,-127.74777688701573,A,1
86,Single,Homosexual,Non-binary,A,-103.3272865091553,56.533215555184114,E,C,E,E,183.04475253041136,25.088547508778692,117.40934263392913,D,1
48,Divorced,Bisexual,M,B,-124.22729588550649,76.88164101534426,B,E,B,A,-138.06823248768532,63.03368929270569,42.551773680350536,B,0
96,Divorced,Heterosexual,Non-binary,B,218.16933802189897,-12.373331411216594,B,D,B,A,-89.12130310150764,52.00272986686848,126.4153473942466,E,1
28,Single,Heterosexual,Other,C,44.78126821804126,65.65972124736815,A,A,D,B,-117.15037054650298,-65.0274250648306,38.467357924638975,B,0
19,Married,Other,F,A,169.082058043625,-74.38187288197041,A,E,A,D,15.249171570016177,-39.817803126187215,-157.4702997788556,E,0
25,Single,Bisexual,Other,E,-42.04870404970338,-184.40786856383284,A,D,C,E,56.63810437470316,-41.85534993239011,14.30043585300744,E,0
48,Widowed,Heterosexual,F,A,-56.533587245838135,68.32786801446443,E,A,D,A,-4.436958624836502,-45.577419518359854,0.7442196603220509,D,1
69,Widowed,Homosexual,Female,C,1.2068392226128397,-112.74554717832818,A,A,C,E,128.97505822039594,-72.18097827262497,10.117774333578222,A,1
35,Divorced,Other,F,D,69.69127213332045,37.36607829725425,E,C,C,A,-46.23078793661893,-83.75073687846569,-8.375007714136872,B,1
37,Married,Homosexual,Male,D,-98.64620811429093,15.800679401229903,B,A,A,E,-90.87495313978079,-181.68095566688973,30.7013463780857,A,0
21,Divorced,Other,Other,A,17.594445196791067,6.426564140100457,C,E,A,E,200.97130477094893,55.993836495172275,19.659627291475267,D,0
80,Widowed,Bisexual,Female,A,45.9549282136563,114.83573232232341,A,A,C,D,-233.11950172564272,-50.94386360081601,148.8243934531829,A,1
85,Married,Bisexual,M,B,35.764083172097685,-262.30257834520415,D,D,C,D,210.7980698494269,92.81090803296823,87.09243023934124,E,1
29,Divorced,Homosexual,Male,C,-37.37900290309994,-108.52009490365164,D,B,A,D,-146.92188710321548,-34.44560204331073,72.55234885653664,E,0
81,Divorced,Homosexual,Other,B,-20.57187465709422,-0.2637098375073648,C,A,A,D,-119.30457408179427,-155.65560274838532,63.00523158949309,E,0
97,Married,Homosexual,M,A,36.87827170436534,254.78388298484066,B,D,B,A,-59.899679120371275,-44.702591055094366,91.14428254330161,A,0
44,Married,Bisexual,F,E,105.5283286119509,33.95208656829386,E,A,C,B,85.46056659924008,-145.0048606048728,-2.931632590448249,E,0
72,Married,Heterosexual,M,D,25.4708039711889,-59.13123782160851,D,B,E,D,258.77648946135963,114.78459019617597,18.7328872357162,E,0
59,Married,Homosexual,Non-binary,E,7.198490922483747,-53.53972198719528,A,E,B,A,4.649786561603103,-45.71004308017648,193.98785256715848,A,0
92,Single,Heterosexual,Other,D,44.79061965773289,54.121015684740485,B,E,C,A,-81.67677596182801,-188.471961137939,-126.19773640912497,B,1
68,Widowed,Homosexual,F,C,40.467098120273825,-45.39248006323712,A,C,C,B,230.33523106647374,8.017434830953773,-66.08614240111767,E,0
57,Widowed,Homosexual,Male,D,105.63966319382617,-138.701440861537,C,C,D,E,49.21370618685688,76.86363494260627,-93.5646284958556,B,1
44,Divorced,Other,Female,B,-132.06355103659092,79.05118703441048,B,E,B,E,-48.81139187766524,-118.40053140344067,94.52535566037533,A,1
32,Widowed,Heterosexual,Non-binary,D,19.940341348239205,-67.12289448321165,E,C,C,A,36.685668203634414,-241.15748341516579,-160.28835686212776,C,1
82,Married,Bisexual,Other,A,18.41378498021377,82.3936469864591,C,D,D,D,-124.5447519447023,75.09943371545153,-115.23044579070512,B,0
30,Single,Other,Non-binary,D,78.46265576775522,-111.57083305237097,E,C,A,E,-3.312541738589194,-67.318975140936,156.95967580352522,B,1
59,Widowed,Homosexual,Male,A,-68.34663352933285,-96.80068182638452,E,D,B,D,196.49420327939677,29.041752338125583,155.67500308243905,C,1
64,Single,Bisexual,M,E,-7.844385835983289,-20.62454869060527,A,D,C,C,96.98498683656291,-117.99108696688087,67.54491535749327,B,1
71,Single,Other,F,D,23.42232399699979,50.50782699612022,A,C,A,B,-34.03670214462273,-58.63609225323433,-17.499386526692433,E,1
34,Divorced,Other,Non-binary,C,138.62262394475871,5.098087125698072,A,D,C,C,107.56472975432183,225.0621487304417,22.02775557840332,D,0
77,Divorced,Heterosexual,Other,C,274.09936231538137,14.456724154208612,B,B,E,A,10.030957229544093,54.4263175790442,-11.65840706528575,E,1
52,Divorced,Bisexual,Non-binary,D,77.44911028493685,68.98028937699398,A,E,B,B,-60.71471365453471,-63.758171333455934,101.99452577687754,A,1
93,Divorced,Homosexual,Other,B,-7.5107198953925325,-106.75554248295953,B,E,D,D,-29.765676650921225,41.510806906419624,49.6668898292884,B,0
57,Widowed,Homosexual,Other,C,117.15411574548924,-16.08583360206803,C,D,B,C,-204.8962661048487,112.35717247454946,-56.86519304031011,B,1
32,Divorced,Other,Male,A,46.862107530285904,-7.849440325320773,D,A,D,D,46.78015113522027,-76.25801825085328,27.266356347297577,E,0
87,Married,Heterosexual,Female,D,66.79785509197313,-2.154193623549455,C,B,A,C,211.88120623068113,113.41045300250052,69.14654480268992,A,0
86,Single,Bisexual,Other,E,34.58519257447145,0.9651475299925197,A,B,E,B,31.352454541886445,-137.31485631555677,-211.270383654516,D,0
52,Single,Other,Other,C,111.78711656284564,-96.55021218878048,A,C,B,A,-112.46738632971108,50.14551519039222,7.580337676283517,D,1
45,Divorced,Other,F,D,-65.75863918251389,-28.200832545085635,D,B,A,B,27.923429061097483,-181.44819346357093,-38.44296022382713,E,1
33,Widowed,Other,Female,D,63.47690685248107,-5.795108265349737,D,E,C,D,-54.74094384182847,93.96324768215813,-74.40261360153487,D,0
61,Widowed,Homosexual,Non-binary,A,68.38061592367004,-80.3620784387794,A,E,E,E,122.31199345726296,236.68409484129901,-6.985971044896059,D,1
29,Single,Homosexual,M,A,68.63037899123803,-57.76155528506784,B,B,D,A,-37.99458429744814,-51.0738503588813,-100.55596351650225,A,0
24,Widowed,Other,F,B,-197.44929525182235,-139.5184344723117,E,C,C,D,117.80683940126457,61.255092257691025,-132.99195678644674,E,1
91,Single,Other,Female,A,52.52762662385675,-100.60604350161324,D,E,C,C,-38.24133310441671,-248.10689652795196,-29.908228687592654,D,0
44,Single,Homosexual,Female,B,-195.25170930033258,122.13344795968975,A,C,B,D,41.74972246570551,142.14686104731018,-124.94922992105644,E,1
60,Single,Bisexual,Non-binary,B,-54.26636017084895,-69.79706780464237,E,B,B,D,139.71451045089728,-23.264802688410228,149.99824482949623,B,1
68,Widowed,Bisexual,Non-binary,D,9.254998025685863,-111.79228691293521,B,B,A,D,103.86730258671804,39.182931383992496,-36.929482559921695,D,0
43,Single,Bisexual,Other,E,51.477771345315105,75.9043428526963,B,B,D,C,-77.2812673363102,-48.11559050915301,-169.63665389685707,A,0
52,Widowed,Other,M,D,65.849356698229,10.083119895373855,C,B,A,E,92.81663021763681,9.152422941788782,165.33074317167035,E,0
46,Widowed,Homosexual,F,D,52.03543314769317,168.35649658610737,B,D,D,B,-104.28011645986058,25.165869021304466,17.64581960179265,C,1
92,Married,Homosexual,M,B,-118.44907558675222,-108.7534612089095,D,D,C,A,-3.327870514372904,-15.387811248662198,126.5108448270885,E,0
43,Single,Other,M,E,-33.52995762210861,-49.33225968343839,B,B,D,C,66.41440258582342,38.735451368826304,-19.052826517844885,C,1
46,Single,Bisexual,Male,B,80.09143060925479,-35.64783795736451,B,A,E,E,-76.48158946825535,-107.32800846440239,-130.5309032157572,E,1
91,Divorced,Bisexual,Non-binary,B,40.43684315221851,-228.6497425374798,D,A,B,E,62.13321153394907,189.53771597500344,-115.09909561130911,C,0
26,Married,Heterosexual,Non-binary,C,110.79226406524938,-42.827892438105884,D,B,C,A,-134.22440614375623,46.78128701682623,190.07445557439527,D,1
99,Divorced,Homosexual,Non-binary,B,81.46919756977849,-35.66685533039707,E,B,A,B,17.669692322920774,10.80337824716063,-13.606057858721742,B,1
24,Divorced,Homosexual,Non-binary,B,216.92059558067012,97.56711196422712,E,A,C,A,122.59099364766138,-107.13488677768012,-31.82807578611863,D,0
69,Single,Heterosexual,Male,C,-124.96353043882544,-58.588194176080385,C,E,D,B,-22.460757410297802,-10.624787058235487,38.682913478434365,A,0
90,Married,Homosexual,Female,C,83.94838359575525,206.2518316278895,B,C,C,C,90.52343261320605,86.40939785912406,82.6619894478571,B,0
56,Single,Heterosexual,F,E,7.656221796000508,-28.834296254983915,B,A,A,C,116.96270857478514,-44.808006896035565,211.72791338101854,D,1
76,Single,Heterosexual,Female,C,-72.28276041091932,-30.60090841489192,B,C,B,C,-20.573215482686322,181.5051362015442,-49.89372245437427,C,0
72,Single,Other,M,D,107.80377590167929,-224.51487093739902,A,B,C,E,-46.4108209071884,234.0026662199801,-114.16694257287222,C,1
42,Widowed,Bisexual,Other,D,10.109213240115944,-106.47325333705882,E,C,C,D,-78.50877677785351,55.85566132052373,61.4312412476931,A,1
79,Divorced,Other,Other,B,57.185714888372615,101.40505660515207,C,C,A,B,-32.63174343763143,-66.85802910303647,16.350000514664877,D,0
89,Divorced,Homosexual,Non-binary,B,93.92232515408763,97.06789765311716,B,B,A,E,-109.3335901948105,-109.57952174738249,-59.18644139386762,A,0
29,Widowed,Bisexual,Male,C,-209.19202977275245,55.87372459758123,B,E,A,C,199.31765578925297,-46.25983650780024,32.41689764326293,E,1
32,Married,Other,Other,A,24.878093840020956,-2.60985320817895,A,E,C,C,-3.0934112027804153,-41.179275391871464,-112.88997673445603,D,0
24,Divorced,Other,Non-binary,A,32.76834408765287,-15.062436870023665,A,A,A,C,50.77645241561063,18.070004451211126,-68.33869040441293,B,0
78,Divorced,Other,M,C,273.0221276418508,54.721844939612694,E,A,B,E,-13.560841284014865,13.419027748696855,-75.755504541672,E,0
82,Married,Other,F,D,-188.659076440358,93.6423922707818,E,C,B,D,95.86115266766329,-30.60954002658283,72.18715451229244,D,0
78,Single,Bisexual,Male,B,-210.42087862523212,62.779177759003936,E,C,D,D,29.56143769074093,-149.57296080375724,35.331461368498196,C,1
71,Single,Homosexual,Other,B,-48.59792581734066,124.37996988332713,D,B,C,C,-18.187675626853316,-97.67267850003425,-9.028721983822097,B,1
45,Single,Homosexual,Non-binary,C,-144.60310960343244,-14.33012894677306,D,D,B,C,-69.93652674159226,-95.31579334022635,14.038817574244753,C,0
30,Divorced,Other,Other,E,-75.40348185179788,-19.70777000118514,B,A,C,E,77.82637853222086,155.23091885560635,-152.3302946017853,D,0
97,Divorced,Other,Female,B,-144.05239978972324,55.43846435512155,D,C,B,C,-20.11463596496091,56.51211852960126,31.345110435384065,C,0
55,Single,Bisexual,Female,E,-58.81466201351849,-176.94319212560146,C,C,E,A,-36.85688433731594,-109.79928078174794,82.17307577790409,C,0
95,Married,Heterosexual,F,E,-13.244263065546576,182.9141268497142,E,A,C,A,-76.68146867885503,44.27022204862243,-76.52144204042393,D,0
96,Divorced,Heterosexual,Female,E,94.19157381161662,57.0793459788984,D,C,C,E,-76.76949766621686,-73.88671630035853,91.4418947649247,E,0
60,Widowed,Other,Female,C,119.71594714960969,7.843937479240432,E,D,C,B,-41.56058872609213,6.438339667922214,29.878918552739876,C,1
45,Married,Heterosexual,Other,B,7.115511011370909,17.21511893376638,B,B,C,A,-146.20141200079877,68.6484712025202,59.772553706891365,C,1
95,Widowed,Homosexual,Male,E,134.1666732532866,-43.74369881318527,C,E,A,D,-55.59041858038173,-5.671499310763897,67.71610237039081,D,0
88,Married,Bisexual,F,B,-139.96176926519252,91.93074573576925,D,C,A,B,-72.37268082721599,-15.56993525933895,-45.12780492362037,E,0
82,Single,Homosexual,Female,D,32.33267469519412,-176.31686632527916,B,B,A,D,203.38983695052337,-137.69269943105337,49.127830411988306,C,1
74,Married,Other,M,C,41.91580321486683,147.83099708019677,E,E,D,B,-44.23303594823122,-74.33325191635404,30.481464375798893,A,0
58,Widowed,Bisexual,M,C,-49.68460750756541,70.74059712784243,B,C,B,B,-154.2869300255138,-124.07662108206196,-153.42656884938324,C,0
58,Widowed,Other,Other,C,-35.55459313991448,65.99597902974111,A,A,B,E,-10.840885119862195,-95.39952672349067,-114.7982726385498,E,0
32,Widowed,Heterosexual,M,E,226.63165138728593,7.421731524991146,A,C,E,E,42.37328192202983,105.26441649354139,-67.3444194296407,A,1
58,Divorced,Bisexual,Female,E,-80.35659719918822,139.09818223258694,A,A,E,D,-46.38806406444904,-39.88834471218065,-97.40146328002747,E,0
47,Married,Homosexual,Other,A,79.65991579985884,-64.79403293050461,D,D,C,E,-128.1789651923076,6.972625965896624,-6.898617524368718,D,0
62,Widowed,Homosexual,M,C,123.8831985939884,146.5812056474957,B,A,B,B,30.50654120850992,-24.91608965975481,-46.05834124042696,D,1
37,Divorced,Homosexual,Female,D,186.35502097243926,-27.79046197749836,D,B,E,C,91.30766285554324,-13.340059910645637,-69.04529758050846,D,0
49,Married,Heterosexual,F,E,-29.878901114322034,13.319124912834015,E,E,B,A,-140.77211632632648,-35.8386866642278,199.9241880409122,A,1
44,Widowed,Homosexual,M,E,23.05679552554657,-72.16537317051699,E,B,C,E,47.21880848834497,-50.15654292067462,-94.77231536995501,B,1
68,Widowed,Bisexual,Non-binary,D,-15.656641599047303,-70.54223136593447,D,A,C,E,38.01339703749155,143.19472186653337,12.166638251889049,E,0
86,Divorced,Other,F,C,-106.35418172067087,96.20624293272706,E,D,B,D,-79.2235554682453,-90.5476022080249,-187.03398125949738,B,0
26,Single,Heterosexual,Other,C,-163.25770157407658,135.55606403567845,E,C,A,C,75.54288570767599,37.10976461076179,54.757335078558455,A,1
42,Divorced,Homosexual,F,C,-36.273494152194324,-108.16651318894657,E,B,D,B,-177.07306630052602,142.1544071459345,177.31045455608208,A,0
29,Widowed,Bisexual,Female,B,134.34337446769663,-126.44238287576172,C,A,E,B,238.04870904381522,70.38538080010733,-177.6652007820518,D,1
70,Married,Other,Female,E,204.9011905530108,10.793282303744835,A,C,D,B,20.345986254471562,4.338969217060193,-83.94505043196105,A,0
89,Divorced,Other,F,A,-42.91778907581646,43.75391698612996,D,B,D,A,29.748725314028317,-36.57554094158738,80.22282558347598,C,0
97,Widowed,Homosexual,Male,C,-40.6316714973082,-43.326399793208296,E,C,E,E,7.89893266032019,-29.80095424392481,-13.31840390336362,A,0
97,Divorced,Bisexual,Non-binary,C,179.82293057566872,-29.373614961158722,E,D,D,C,82.91322286903893,-14.985032330751272,45.52078330907762,C,1
55,Married,Homosexual,Female,D,148.2363017727476,8.027450049897379,B,B,D,B,-180.04115997681382,-103.4488620426802,58.42150098366111,E,0
52,Married,Heterosexual,M,C,64.5184690804799,-47.9693838674159,B,A,C,D,114.16852403861535,-2.7658001399738015,90.11732587361608,C,1
44,Married,Heterosexual,M,D,20.583159306388914,37.02257752308083,D,A,B,C,-1.915131326122515,130.6257360945873,-159.5641909812038,C,0
24,Divorced,Other,Male,B,49.785706346020994,92.53397434928715,B,E,D,A,100.16641937533188,-71.88308737231284,-265.76264023144273,C,1
67,Single,Heterosexual,F,A,39.45327858100104,13.529185195843244,E,B,E,B,-149.89328303268974,38.8528520937632,-6.136485118869941,D,0
82,Divorced,Heterosexual,M,C,21.276384923710527,0.8795891711533546,A,A,E,C,-21.699049689200244,27.940211110783974,-104.39829500133986,A,0
56,Widowed,Homosexual,F,C,-62.93381231303547,-15.210455773309473,A,B,C,B,82.47520003666355,23.317521530469737,-99.59072938983502,D,0
99,Single,Bisexual,Other,D,30.855983854505475,-3.52414351624031,D,A,A,D,9.007398682782483,57.62201848494413,27.747954442969487,E,0
96,Single,Bisexual,Male,E,86.02341532249899,52.84783683571528,B,C,D,D,-83.4971044645706,-147.01975478443566,-56.44946352982642,A,1
74,Single,Bisexual,Other,E,-41.5289230661684,-96.20497422151927,E,A,E,E,-74.9516764434757,-56.55538209226487,165.83322990587746,D,1
32,Divorced,Heterosexual,Female,D,41.13591045053154,-73.88997053558643,C,A,A,B,-65.238394327083,-15.15650931530694,44.80127508667092,D,1
47,Widowed,Bisexual,Female,E,-32.387656162624125,-12.605053613020601,A,A,B,A,-88.54248878052542,-129.84264275063038,-8.9161434474722,A,1
47,Married,Heterosexual,Non-binary,E,15.52520974849797,-69.15832371251527,C,A,B,A,61.993692124163616,109.56443015139612,-70.77436458323385,B,1
76,Widowed,Heterosexual,Male,A,-22.283282697150884,42.71017693131086,E,B,E,A,-46.60615192199385,-58.29993344437813,-112.41106570310768,C,0
44,Married,Heterosexual,Female,C,2.522112696874526,-11.54853098381088,E,B,D,A,-85.8579549678322,39.961676887428595,111.58454590955134,A,0
34,Married,Homosexual,M,B,42.607156321761025,80.1873489570427,E,B,E,C,-93.0481022055751,-63.47273954634285,-165.98587216235137,C,1
82,Married,Bisexual,Female,E,-19.03790014479718,88.7947494656263,A,C,C,E,-38.82887391873708,148.2550658514567,54.748546431436885,A,0
