religion,gender,Veteran,ethnic_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Hindu,Male,Non-Veteran,Asian,-5.717479027350731,158.26782640145757,-210.35784483162652,E,-68.42553426799843,D,B,-31.332283082703547,-90.98453193360055,0
Buddhist,Female,No,Black,17.737927633353564,28.808370859096794,301.0494265453596,B,-13.81959202861546,B,D,58.3215682455926,98.54539569666237,1
Jewish,Non-binary,No,Other,-20.79688794380058,158.25709963790132,75.5135278267055,A,-42.26435580152227,B,A,-73.63787614618201,53.820681371639935,0
Jewish,Female,Non-Veteran,Black,-19.492525890245606,-81.3079223677197,70.1377585337878,A,86.63129689961033,B,A,-101.09209314982681,-49.14948085748342,0
Christian,Male,No,Other,-143.5860629232579,10.342718637874595,-154.02572801166136,D,-42.75086763354696,A,B,-13.5393498424667,-60.52821409492035,1
Muslim,Non-binary,Yes,Hispanic,-22.024069131179218,-42.17417618401803,-79.66373708957771,A,-7.62863558359199,E,C,-194.40232511674523,187.67357329973245,1
Muslim,F,Veteran,Hispanic,-88.6561745301988,112.70325145152735,191.13521807191097,D,-2.7797008101573666,D,B,98.82889949510346,-40.46851953148099,1
Other,Other,Non-Veteran,African American,149.7829350269348,71.74523840030517,-186.7692836036493,C,-98.15320943859209,D,D,2.5156836858162026,82.74748649211095,0
Jewish,Male,Non-Veteran,Hispanic,-39.80104914216752,-63.98831522811709,106.18342516152084,A,-31.029215069215653,C,B,128.40253441044447,46.844802273222534,1
Other,M,No,Asian,5.998800165300342,33.905776225494144,-189.3634487371449,D,-165.97153222391879,E,C,7.773074105401678,54.7055434180024,1
Buddhist,F,No,White,-82.92352010942915,80.64141703273167,49.10461508496082,A,-41.79017738985704,A,C,-74.5659415183386,-30.3648944621678,0
Christian,Male,No,White,26.30246207636487,21.409074029997125,16.474969658962664,B,-9.368742032826704,D,E,-37.84815183289971,240.19691303528413,1
Christian,Male,No,White,48.69132730349115,-20.4410586135569,132.22337178039746,D,-15.402050890542831,C,B,38.60454811833348,41.25503402601734,0
Buddhist,F,Veteran,African American,-160.98893224404125,133.33023376352648,18.772356046428186,E,-65.59927610410044,D,D,51.74089198430886,153.15325649806806,0
Muslim,Female,Veteran,African American,10.252722188530443,65.0618752911564,-114.69341868581027,E,-84.25611750569455,E,E,105.23451857898097,-148.79829165926512,0
Other,Non-binary,Veteran,Asian,38.72807271392847,41.34120048262766,165.3452791859034,E,35.64236400900141,A,A,-120.17723005917524,127.34634759401864,0
Other,Male,Non-Veteran,White,43.6606435951145,-170.79644974514758,-41.90264454697205,C,-101.08100768806739,E,A,34.2535468085949,144.5102279023228,0
Jewish,F,Non-Veteran,Black,182.50296761653775,-75.67086860774786,-36.32933459919817,B,-178.0082661444635,A,D,51.22864262098056,-145.56733237708528,0
Muslim,Non-binary,Veteran,Asian,-30.207897416844805,-96.20712933564644,44.68432899743329,A,215.22438869752105,B,B,-102.1065757589152,102.47591380994807,1
Other,F,No,White,-109.85715759249945,103.39541590040974,-137.77576262253334,A,-53.55962147588424,B,B,-39.611698893596916,125.56173944383917,0
Muslim,Other,Non-Veteran,African American,92.20441291646864,-91.66803617879093,101.76224381947333,D,-43.498865552192484,E,C,4.1351195398699465,-33.871968288811026,1
Buddhist,Non-binary,Yes,Asian,-141.95183519377807,-213.4799084949724,204.19907215371285,D,31.306835277443344,C,D,-92.39869700346145,110.59190465890931,1
Other,Male,No,African American,-25.608493760571754,138.95495629311492,44.88917952967626,B,-99.07697763815196,D,C,18.53645744181024,-69.58250658776684,1
Buddhist,Non-binary,Non-Veteran,White,-32.203194543882795,-40.51830804703258,68.51736865433833,A,-23.813385312412493,B,D,101.07981210441696,-113.7527849289259,0
Other,F,Veteran,Other,-63.555343305556924,100.29136449405438,-6.924184080491838,C,-105.78770385506098,C,A,-28.66462180076767,101.29498016297691,1
Muslim,Male,Veteran,Hispanic,-138.1362187603695,-154.6850538747185,85.8710822981254,C,-169.18476183952737,C,D,22.772267981481857,-147.34167967787383,0
Buddhist,Non-binary,Non-Veteran,Black,14.535438246337748,-104.27278739997132,-77.63817491551943,D,-79.00126241425434,D,E,164.82125349985245,-216.30408134403476,1
Hindu,M,Yes,Hispanic,-163.84776283578114,91.44153478370363,151.85320075529162,A,-209.5215789166796,B,A,-75.53037282380703,-115.8285325553852,1
Jewish,Non-binary,Yes,Asian,-145.26529237003416,53.84990890761399,57.09363537910994,B,-22.06310754087043,E,D,45.38373763925307,54.91882622829449,1
None,Other,Yes,Hispanic,14.72022868061206,-125.00197917573246,-44.38090913524853,D,-131.8295717299411,E,D,47.67341539052588,87.58832557850745,0
Jewish,M,Non-Veteran,Other,108.20518259134735,-75.10644802261731,-73.02118626899868,E,-103.01716019499025,C,B,-265.9495472553657,-112.86779540959715,0
None,M,No,African American,89.16870769384767,164.02121831000343,-21.746263516685577,C,13.63511473945645,D,D,85.43652628794457,100.13092955072962,0
Christian,Other,Non-Veteran,Hispanic,-87.94377638606124,-159.00389899876308,-32.861836861590604,E,111.84492831260454,A,D,35.71243579145331,6.501309036280846,1
Muslim,M,No,Other,254.12665413211846,103.39133665013102,-58.37686891866712,C,-31.00370930118218,D,B,35.850652072195274,129.55968973620045,0
Other,Male,Veteran,African American,22.687056628244797,33.68709315270146,42.87363439861385,E,-70.58729946589379,B,E,-39.09563040534989,-33.10322572781049,1
Christian,Female,No,Other,-39.360730954232714,-7.175238003097542,-16.79509578626831,E,100.99784064970211,E,A,-269.30291642431376,-61.95299285007829,1
None,Female,Yes,White,-183.46342150204867,14.236002618752286,92.10308549622063,D,213.04448458998183,C,C,2.8308196884125056,37.13969054307632,1
None,Other,No,Hispanic,-19.107802965487924,-45.466123860611596,-119.2347197128733,C,118.90890720260276,D,C,47.124243936199434,53.00672655757861,0
Buddhist,Non-binary,Veteran,Black,27.883560944826307,-8.461198206895935,-183.22140307273185,C,42.79129379496936,A,A,-19.048881763685916,-30.242986422093725,0
Other,Other,Veteran,Hispanic,105.3824777019732,82.76622304876784,90.58300549431327,A,154.19763254409747,A,C,-130.56622491314735,31.74754938986001,0
None,Male,Veteran,Other,-71.47792114458315,34.42101454877889,18.521094050947283,E,-200.1988012319054,E,B,57.64421379430542,-120.85922198767301,0
Muslim,F,No,Hispanic,93.5164360575486,121.16936844210475,-48.667548050183115,E,57.95768501337337,A,C,110.64531036364028,-48.629334253662336,0
Christian,Male,Yes,Black,-101.5477958939376,70.34338525994744,-100.42040216916917,B,-69.20259670863355,C,B,-13.847877477510304,126.14664104240525,0
None,Female,Veteran,Black,111.22048767057113,-85.18291958348802,40.67006733434803,E,-65.05401801900153,B,B,-25.57817302866515,-47.79337751197342,1
Buddhist,Male,Yes,White,-18.645699819279145,-50.60238808403324,-66.15434480893794,A,114.51599389573062,B,D,-6.484282197656505,-13.842143142456214,0
None,Non-binary,No,Other,-105.9022483337628,-1.0401990489981523,-218.15623377499355,E,61.94021952601929,A,A,-29.762797406448517,-40.10969032241615,1
None,F,Yes,Black,-30.31582152143303,114.6859510754086,98.66327548936965,B,117.92675710268541,C,B,93.83675990807133,49.23533275456885,1
Muslim,Female,Veteran,Hispanic,107.92337637446875,40.021053179621305,-53.380222163177805,D,-35.61127087680758,E,D,144.0026052572026,-140.20856142517323,1
Christian,Male,Non-Veteran,White,-28.916451387438446,-244.26338120461585,-28.628428554987252,D,-106.64117498383322,D,E,-14.315001836921788,-134.99317100467044,0
Muslim,Female,Veteran,African American,-60.15744012056169,-70.36172410018926,59.110485143535705,E,166.43644762122887,C,C,-31.34672536452281,66.62770164411091,1
Muslim,Female,Non-Veteran,Black,100.38397440172275,-12.187696056933365,-0.4487451241795064,E,-323.9791888673798,E,A,-102.86105566123018,-12.934812149044433,0
Buddhist,Other,Yes,African American,-90.26726015994542,200.18731931637538,-95.7680716576014,D,-188.9464048743117,B,C,108.33678017298638,-73.12583703915524,0
Muslim,Male,Yes,African American,-165.09301084493947,-56.62037600101998,79.78581723953303,A,-72.69996371452072,B,E,87.17148413032297,-45.43953106329308,1
Muslim,Other,Non-Veteran,Hispanic,49.18251410430931,188.4446331513456,-209.43629537484938,E,-244.70342260220534,A,D,-115.00977405374067,-95.05631628083837,1
Christian,Other,Yes,African American,-62.745678444508826,-93.32989390460806,-68.77250510595823,D,98.04312239514756,E,D,-161.2517013068616,27.533308785435555,1
Hindu,M,Veteran,Other,36.890997563609965,124.52506901026155,-51.18652824983305,A,-168.9906078879959,C,D,-64.43618476799465,-64.6151690660847,0
None,F,Veteran,White,-67.17029888673231,48.289436389496096,-214.46486012544156,B,49.615701946787766,C,A,-17.394066877844626,147.51292164730415,0
Jewish,Male,Veteran,Asian,106.79392645254194,-54.928113784409604,70.61389645410728,A,-147.31280069397812,C,E,-182.7746946085637,80.19520801281172,1
Jewish,M,Non-Veteran,Asian,-199.89145967939012,-73.89727580623699,-81.05009039877689,D,-172.2622533261526,C,C,2.581609411731042,-96.75353633869773,1
Christian,M,No,African American,-89.36631796688256,15.395820373892752,130.9513471055611,B,-21.815285657814183,C,D,-206.62421289104606,-2.64270892674849,1
Hindu,M,No,African American,110.82246657621502,-22.65319398894833,-0.7173200642711564,C,-127.809164001427,D,E,102.05607187936481,114.4462019344462,0
Buddhist,F,No,Hispanic,-193.03566556414566,-109.54623578136666,-194.8959499987966,A,122.62890278910457,A,E,48.45338337202836,-92.37332620517059,1
None,Male,Non-Veteran,Hispanic,-10.969118210513681,228.79345790554083,-190.95467123128626,D,102.5232668772448,E,C,-95.55731454138984,181.57993688935804,1
Christian,F,Veteran,Other,11.88314590612871,0.09427379407336127,-156.78814601420152,C,-42.28672994902588,A,A,-42.55660889684995,15.110856602613811,0
Hindu,Other,Veteran,African American,-76.76141962437576,41.57364606138306,-8.650261660271807,C,50.69501827883089,E,C,-49.927212788696615,56.228612378957344,0
Muslim,Male,Veteran,Other,0.39338093756037035,197.37315701849312,30.41803767943615,E,-5.707141766841972,B,E,7.085292282118448,30.199092473224905,1
None,Female,Non-Veteran,Asian,85.37675021120786,-166.7239453828376,-169.68924394156906,D,108.30589826441816,B,A,104.05750154142675,173.0588721032739,0
Christian,F,Yes,Other,-53.43047893433557,-127.27222486673213,169.03624750253658,B,-79.996832678981,A,C,76.92453370785283,-166.35793529846217,1
Other,Female,No,Hispanic,42.84681173690485,-113.84823354848986,-60.45003835890673,E,-177.99286158271124,E,D,9.15807741794319,43.52967068886348,1
Jewish,Non-binary,Non-Veteran,Other,48.61204968767244,-127.37175015574276,-10.635211916480468,E,79.28056069732263,C,E,-125.98846775154237,33.3185767809047,1
Hindu,Non-binary,Veteran,Black,91.77067669009845,-43.41107232621831,38.627901769217374,B,-109.72143982750042,A,E,-21.465343165712262,38.49899733085083,0
Hindu,F,Veteran,Black,116.33601625765253,100.92773132099897,48.92324609035033,C,97.10633461750695,C,D,-73.8912866424175,-44.933116787287595,0
Christian,M,Non-Veteran,Other,-214.47918188378387,23.568618007696323,-63.13535580288334,C,89.97909359765278,E,C,-56.52357656571828,45.98463511651521,1
Other,M,No,Black,-239.6094611020573,140.32139614209828,5.132552668827259,D,-130.81862982161553,B,E,146.6066537727224,-126.24668762827038,0
Jewish,Female,No,Hispanic,-155.72937452775886,163.89800882059905,54.08163973470715,C,-22.684134755953192,D,A,-47.80846312728346,16.858537254423002,1
Buddhist,Other,Non-Veteran,Hispanic,8.220046738993874,176.4892523053552,-72.94110525311355,C,135.39968834471918,B,C,-11.422394593544409,-28.093647035120007,1
Christian,Other,Yes,Hispanic,-118.33886889602385,157.27241911360147,107.12904997253135,C,58.37594652141655,D,A,55.36618523657092,19.249903406914587,0
Jewish,M,No,Asian,37.63575551639434,-57.305799815358085,-187.6997496918644,C,10.289468795532162,E,A,-4.848118750992022,-54.103540560244866,0
Other,F,Yes,Asian,-92.43181960212962,-65.42175572197007,-75.27100232366443,E,-55.03863194654641,A,C,-53.801643615933024,-97.21383839904497,0
Other,Non-binary,No,African American,-42.67646235952082,49.15041109827979,89.45456021079733,D,-22.419744916974285,E,A,-34.41317458896182,-44.14020492757852,0
Hindu,Male,Yes,African American,24.855086410640713,160.77992571029247,-131.2548330691178,C,-132.73318432992437,C,E,143.81965506476595,-26.285673118403462,0
Christian,M,Yes,African American,-51.918715146870454,18.36087100082564,92.87870413563117,D,-56.1804737403598,A,A,16.824586076631263,-251.9033397882915,0
Buddhist,F,Yes,Asian,-6.8961599363626895,-210.54534704387234,-6.039332465735606,A,-124.15900726787183,C,B,40.62065396196321,88.18338780506343,1
Muslim,F,Veteran,Asian,97.11125533617968,-50.0804685508772,68.62833036794704,C,62.437441283298,E,A,45.89864241621993,-90.16246586135145,1
Other,M,Veteran,Asian,52.46996875712265,68.58986583473143,132.50884062331605,E,-14.451529013438014,B,A,-61.83155368625597,-40.83791100508892,1
Muslim,Female,Veteran,Hispanic,-39.43000282431102,-98.59148865131924,62.73644711217714,A,-70.65110613021001,C,A,-57.398897493510006,-37.26342116547318,0
Christian,Female,Yes,Other,-44.827848708993756,30.613666396285154,11.719174435925394,A,105.46272111273846,C,D,-107.96047660281162,115.46183817475575,1
Buddhist,Female,Veteran,Hispanic,-85.46255144925219,48.158065267590686,-47.396950337675456,A,27.752776769017895,B,E,-165.3622710156552,242.29861426433934,0
Hindu,Male,No,Hispanic,156.6248129029447,33.37134318212737,112.51612196418446,D,-36.926171171142556,D,B,205.15489963380156,107.34130870420206,1
Jewish,F,Non-Veteran,Asian,81.20658179926487,-2.54364755975413,139.41967838016006,C,51.02664490253651,A,B,114.48475201103898,-70.22439947566323,1
None,M,Yes,Asian,37.83288696264454,9.260491341486556,84.69631180203721,B,75.37991530077794,C,C,141.1058767901843,132.34228478532992,1
Muslim,Female,Non-Veteran,African American,121.95098665041304,-16.458944173461372,-64.24401302531994,C,0.43845885555366687,C,D,-47.28366917217372,61.962952075353684,1
None,Female,Non-Veteran,Black,84.09054217104429,-11.023232468025181,-27.699050064849633,C,-146.47606290437437,A,E,70.58058306046374,26.071457398168402,0
Hindu,Non-binary,Yes,Black,49.91643854237105,-125.65958948462725,17.81221139427292,B,92.24746347429189,D,D,90.61843127532289,55.66227893139137,1
Buddhist,F,Yes,African American,1.8076675401678974,89.0465281278277,240.6382561580598,E,124.30952890748257,D,C,51.97552676790701,81.94416914283646,0
Jewish,Female,No,Asian,-99.58588652903477,-42.34354976762978,6.728145833178352,B,-69.30646873623886,A,E,-204.31169361274974,2.2865315315776265,1
Other,F,No,Asian,101.15896335846024,111.98861500358983,76.09035508799697,B,96.98456499921222,A,A,10.783016372049412,-96.06199928746516,0
Buddhist,Non-binary,Yes,Hispanic,15.286553641582099,-25.660496084779933,62.75795703684251,B,-103.62064117689943,B,A,-24.9496870903536,179.43055839164447,1
Buddhist,Other,Veteran,Other,118.36637590050738,-126.10103106112021,48.390271601453364,D,-2.8744589899230317,A,A,41.46668677317657,63.53744103511292,0
Jewish,Male,Veteran,White,-227.04631975457067,45.161497265396726,-8.805491553978237,D,139.0239187167928,E,C,-106.37894905157641,-70.73822778168956,0
Hindu,Non-binary,Veteran,Asian,173.67978418509728,119.78748740567491,21.697216122270177,C,-14.615784061255335,D,B,-66.31355892784288,-44.98930906140387,0
Buddhist,Non-binary,Yes,Other,43.53628188391511,96.09981176861405,51.262965320721186,D,-72.55544152615367,C,C,30.132246743805506,144.9660407816422,0
Hindu,M,No,Asian,-164.4812227270497,-44.178415774117,57.13204679948083,A,275.19324926579213,C,E,-36.36192511288364,-46.10277200764594,0
Muslim,Female,No,Asian,-21.233991988443545,45.56992822479032,-81.18516100176446,E,16.10821283110132,A,A,122.70475424692091,-124.83455646560735,1
Other,Female,No,White,-46.05147826057619,53.710221370416846,3.121495938132537,D,-0.4323623905163599,B,E,142.14374056774898,-78.8101196741788,1
Other,F,Non-Veteran,Asian,86.4284607927539,-78.26800016334808,88.66593998537446,A,46.607134241212414,B,C,-52.92779246298973,-26.481971808944277,1
Other,Non-binary,No,Hispanic,117.91616080264279,-101.95161509638899,4.988741054372406,B,-136.55903166262073,E,C,-8.984108702615538,-14.923084760284333,1
Christian,M,Non-Veteran,African American,-54.70026172269796,-155.9799881986823,9.034204669709409,D,-51.176294262276336,D,D,85.44512197418815,-18.699835504254374,1
Muslim,Male,Yes,Hispanic,-133.43369866723214,138.80801432899332,-15.611653577431339,A,19.81694008727476,D,C,89.05546246973624,97.13968085255912,1
Jewish,Other,Non-Veteran,Hispanic,-4.455919420878029,84.55371101914177,266.0121304297522,E,-6.1124696674307835,B,B,-19.597746578290337,-157.9058204204278,0
Jewish,Other,Veteran,African American,-48.537440603414815,125.36068694316072,56.20367469902059,A,154.27328415810751,E,B,-143.02759403446262,36.641606285234715,1
Other,M,Yes,White,7.258041876583398,-16.945646593123598,58.822819053491095,C,-155.3403312772534,C,E,-109.97547466492468,57.98873665582509,1
Muslim,Male,Yes,Hispanic,31.11563231439302,131.0383971743589,-5.246155935861035,A,-26.514255137491528,E,E,193.2925362734571,-165.76452148900162,0
Christian,Non-binary,Non-Veteran,Hispanic,5.977065748260683,40.804158580512166,-106.26551849812319,D,-144.4979350806255,A,E,-15.16031995455291,171.34545377182806,1
Other,Other,Veteran,Other,-4.667295973737379,53.779884908239595,-74.67462340839538,E,50.36129175774347,D,C,12.812131992628414,37.273867157846624,1
Other,Non-binary,Veteran,Black,-134.75854379559792,-4.534204195614793,181.08501070321944,D,46.8166868724397,C,B,-54.632478645068105,118.18627072882384,1
Christian,Female,Non-Veteran,Black,-184.8965326205374,55.462599851931586,-46.36348000770436,C,41.506943850108044,A,D,84.39252602140051,276.6941720621543,0
