age_range,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
26-35,Muslim,B,C,E,E,31.466421680855284,B,149.04336018798327,C,B,D,D,-33.85623673302019,1
65+,Buddhist,B,E,E,D,-24.182975806284514,D,126.07945667343128,E,A,E,A,-49.62395905573056,0
36-50,Jewish,E,A,E,E,160.79909330232908,C,-137.50009002357967,E,C,E,C,8.233076153075128,0
65+,Other,E,A,D,C,22.066982361767163,D,-8.196962610425286,B,D,C,C,-153.34881535754383,1
65+,Buddhist,B,C,D,B,-162.43715168018852,C,90.95756632929407,D,C,E,B,-115.03189088959111,1
51-65,None,C,D,D,D,-68.0100716993383,E,130.4775291246953,A,D,E,C,9.486464678301395,0
26-35,Other,C,E,E,D,36.565019620240804,B,-15.397114378125723,B,B,B,A,58.62220317960642,0
65+,Buddhist,D,E,A,D,5.670865004702549,A,-9.769516158802558,E,D,E,A,159.0325215229444,0
65+,Buddhist,B,E,A,E,57.87395619347876,D,-2.3610323406090745,D,C,C,A,360.4884113397235,0
36-50,Other,C,E,A,B,-61.889684397363055,E,-103.11825725031633,D,D,E,E,-20.539108795599972,0
18-25,Muslim,B,D,C,B,24.367263371361584,D,-101.59048916429003,A,C,E,C,79.54231959483286,1
51-65,Jewish,C,B,A,C,-78.31508791864752,C,-7.848030438580922,E,E,A,B,32.4368613287438,1
51-65,Jewish,A,B,E,B,-97.85353710414927,C,66.03320952514864,B,E,B,D,40.855428508171926,0
26-35,Muslim,D,A,A,D,146.21601200382824,A,-31.925821759383588,E,E,C,A,-225.6968988048917,0
51-65,None,C,B,B,C,10.033744111816283,A,-102.71095461142143,D,D,C,D,49.432470764030704,0
18-25,Hindu,E,C,B,D,73.10049113047984,D,49.03763435854502,B,E,E,C,-10.169349693366343,0
65+,Hindu,C,A,C,E,2.232340857588636,A,-39.52050040310577,A,A,B,C,-40.85225600490676,0
51-65,Buddhist,A,E,E,A,103.59325769826124,B,182.69400233843834,A,D,B,A,-92.37056607945664,0
51-65,Other,E,A,B,A,-87.28596908072817,B,170.42952377155135,B,E,E,B,87.56464397851063,0
18-25,Christian,C,D,C,D,-173.0004730656364,B,-36.85392117091341,C,C,D,E,-14.243605359853953,1
18-25,Hindu,D,E,A,A,228.75598380281326,E,-59.03776674497454,C,A,D,D,298.81668279420387,1
65+,Jewish,B,D,E,D,9.809869211185415,E,114.57730412820986,E,A,B,A,-62.77125704364936,0
18-25,None,C,B,B,E,-101.64123253507344,E,-36.055577988908446,B,D,E,E,39.387271136858274,0
26-35,Buddhist,C,B,A,B,11.957098244021246,A,-13.250937533978341,B,D,D,D,-8.942566794677822,0
18-25,None,B,B,C,C,-47.18822570591558,E,-34.698204880381276,A,E,D,A,-155.29482666853886,0
18-25,Jewish,B,D,B,D,-13.46796342987944,B,-221.81645764900333,C,A,A,C,-157.1077010440326,0
18-25,Jewish,E,B,E,C,156.211214498307,D,-140.225187830367,D,D,A,C,80.34619198145343,0
26-35,Hindu,B,A,E,E,59.372016137359,E,282.35721549947147,A,B,B,D,-149.16202461913974,0
65+,Hindu,E,E,E,C,-62.54923039812213,D,-27.173388201938252,B,E,C,B,199.3498337784066,1
65+,Muslim,D,B,D,D,-51.784318900494384,D,30.730710601760812,C,E,C,C,1.2082829215032234,0
36-50,Other,D,D,A,B,-28.031751520928434,A,57.11981674331894,C,C,C,E,-166.04802592528154,0
36-50,Christian,A,B,C,E,-52.69297783507119,B,-224.8498866266683,C,A,D,B,11.851420601063925,0
36-50,Christian,C,C,D,C,44.85381327086711,E,112.19252818790191,B,A,B,B,138.39294507760079,1
18-25,Other,C,B,C,D,180.63368030168047,B,-1.2487764429528265,C,A,C,C,31.258608322306724,1
18-25,None,B,E,C,A,72.04633075088441,D,-184.00522003577035,A,B,E,C,123.52419080410235,0
18-25,Christian,A,D,C,C,-121.19699997794311,D,91.10203959681591,A,A,A,E,-81.90227804517566,1
51-65,Christian,E,A,E,D,165.09653948652715,B,12.746418782788716,C,C,B,B,-167.90163299317427,0
26-35,Buddhist,B,E,C,A,63.18829169809366,B,133.2236309203199,D,B,D,B,30.93146300802681,0
65+,Other,A,D,B,E,-123.95863597673386,D,79.71148990453534,C,B,E,E,-5.78815119058467,0
36-50,None,C,A,D,C,-11.432087395220616,C,-73.78984133548417,E,B,D,A,104.1270211332482,0
51-65,Muslim,A,E,A,A,-98.17018784506776,B,-89.25502080324193,E,E,A,C,-119.25845730282036,0
51-65,Hindu,C,C,D,D,-25.664501754888256,E,4.194659852533293,C,D,C,E,-32.78945095030303,0
26-35,None,A,D,D,A,-243.79782521671675,D,32.18754516745511,A,D,C,A,147.18247745924296,0
36-50,Buddhist,D,B,A,E,35.154786897709535,D,-24.826078902334846,A,A,E,C,-29.863439261149356,0
26-35,Other,E,C,B,E,-115.55718377305892,C,-158.2782794274168,E,B,E,D,-124.41355948161986,0
65+,Other,B,C,C,B,94.54829155639916,D,-149.61236427427832,D,A,B,B,-7.360389785322162,1
65+,Buddhist,A,D,E,D,59.37020702766661,E,-135.50480741136315,D,A,B,A,-25.431360587858897,1
51-65,Buddhist,B,A,C,E,-53.712367543291386,B,-145.05165533412804,B,E,C,C,-11.986251915665685,1
36-50,Jewish,C,A,C,A,-44.02778918371266,D,3.6606646770761047,C,D,D,C,-68.70671158573207,0
51-65,Buddhist,E,C,E,D,0.49209118999596635,D,87.9169470085525,A,D,B,A,60.887024327064864,1
51-65,Muslim,E,C,D,A,19.995500433868873,B,13.913389904406772,E,B,D,E,58.22041105127902,1
65+,None,E,D,B,D,-11.718392845178997,D,-53.74174621387794,A,B,D,E,-163.9221827710313,0
65+,Buddhist,A,B,A,A,-118.82875081488761,E,-201.1860307705527,D,E,A,E,-108.79172494770215,0
18-25,Muslim,B,D,B,D,1.9219154850898,E,-49.88026658310542,D,D,E,A,25.912776806224358,1
18-25,Other,C,D,A,E,37.47948729999629,D,79.46692340391066,D,D,C,A,46.04760497384788,0
18-25,Other,B,B,C,A,50.33370400317278,C,7.861084015103429,A,E,D,C,80.9924712856232,1
65+,Muslim,B,A,A,E,-78.57221270702341,A,45.76846142992535,C,C,D,E,73.10808799179819,0
18-25,Muslim,A,A,A,A,64.1516977111834,D,-248.1199143418112,D,C,E,B,-69.7146709105242,1
18-25,Jewish,D,D,D,D,18.904332746805398,A,-96.28013486290813,C,C,A,D,-58.510261995049405,0
36-50,Christian,E,D,C,D,-150.2926685443774,E,13.942763216627585,B,B,D,C,-68.00899877410086,0
65+,Hindu,E,E,D,A,-141.4868522576454,C,113.79337187429597,A,D,C,E,-115.3464008284583,0
26-35,Muslim,B,C,C,C,-0.8048184886557854,B,-23.079294505700982,A,E,C,B,103.03689662971738,1
51-65,Christian,E,A,B,B,213.69890375062357,A,89.36422243296406,E,D,A,E,102.63403423979804,1
51-65,Christian,A,B,E,E,80.91701143273318,B,-112.82423775887827,C,B,B,E,-51.46914335759342,1
65+,None,A,D,A,A,-121.31568328435188,E,104.53376069686063,B,A,D,B,-1.7372566095676474,0
26-35,Muslim,C,A,C,E,127.58621494855988,A,133.4548505899586,E,B,B,A,-110.55006622659897,0
65+,Hindu,D,C,E,D,-74.410439749579,E,30.150849908619048,B,D,C,B,-51.459782478367764,1
65+,Other,D,B,D,B,-12.162509649742347,D,105.65908873932234,C,C,B,B,-148.99818848968823,0
65+,Hindu,E,D,A,E,-25.88166460794693,A,144.28746797522624,B,B,A,E,-33.60598604499158,1
51-65,Hindu,A,D,C,B,-34.09389529693468,A,-84.34024863329836,A,D,E,A,-45.98958233677862,0
65+,Christian,A,A,B,E,123.53981738604283,A,-169.04796012033313,B,D,C,D,-48.6959279517104,1
26-35,Buddhist,A,A,B,C,44.404232950817956,A,-99.01389485527541,D,B,D,A,6.473410648988009,0
26-35,Jewish,A,D,A,E,4.644549993228605,D,-165.85807542199584,E,E,B,E,-26.265561487486995,0
51-65,Christian,E,D,D,C,50.17915985452438,D,12.557732415538894,C,B,E,D,157.64099076020122,0
51-65,Hindu,C,D,B,E,-23.73423003986675,E,-188.72211823158304,D,E,D,E,-18.98243645465556,0
18-25,Buddhist,E,C,C,C,-27.187639893102627,C,-111.79968780843038,D,A,C,A,-60.430060093019314,0
18-25,Muslim,A,B,D,B,-30.159761086322927,D,174.831977452882,B,D,A,B,-139.0559382480015,1
26-35,Jewish,A,D,E,E,-85.3578436107741,B,9.498799165349245,E,A,E,A,-68.70620787003453,1
26-35,None,A,E,B,D,-41.33810376418702,E,155.4122173481637,B,B,E,E,82.29819894283021,0
18-25,Other,A,A,D,E,-1.690951286079609,D,-16.56512395365021,E,A,A,C,111.22526901214147,1
26-35,Christian,B,C,C,E,-166.61233411191918,B,-29.441329383389213,D,B,A,D,-137.83033717318796,0
51-65,Muslim,B,A,B,B,84.62265990115777,C,160.35239663094808,E,E,C,D,42.751064164732554,1
26-35,Christian,A,A,B,B,84.02275130726966,E,-219.18366185025513,B,D,A,B,-44.931182520692694,0
36-50,Buddhist,B,B,C,A,-7.346900087714204,D,34.445826859917396,A,A,B,A,53.19698767801491,0
18-25,Other,A,C,B,E,28.20690451680677,B,-35.46893012943947,A,C,C,D,-86.10609304927146,1
36-50,Muslim,B,E,C,A,-87.79664823675387,E,44.160251623739995,A,C,C,A,25.086024703943455,1
18-25,None,C,D,C,C,124.60600087723486,B,-18.80036968667189,A,E,A,E,-55.76779617487373,1
51-65,None,A,E,A,B,47.54699144770393,E,-168.62565087697908,E,A,E,D,105.22747834533564,1
51-65,Hindu,A,D,A,A,-59.81624144516452,C,-58.215174849077634,B,C,C,B,-51.33215785308263,1
36-50,Buddhist,A,D,C,B,13.450642346038599,B,-64.69383151529357,E,C,C,E,1.6190158455249946,0
65+,None,E,D,D,A,-21.203391511551516,D,62.99055648319881,E,E,B,D,24.17729221483945,1
65+,Other,C,A,A,C,-91.39704624677451,D,84.69073293896112,A,B,B,B,48.30275380493078,0
51-65,None,A,B,E,E,-137.32245584150698,E,-77.11659178599874,D,B,D,C,38.6981610619554,1
65+,Hindu,E,A,E,A,-75.18274361169219,E,-102.8455939335275,D,C,E,D,-34.6980140806766,1
26-35,Muslim,E,B,A,C,105.74598647302362,D,-161.72764223642795,B,C,E,D,53.520810284729095,0
36-50,Jewish,B,A,C,B,-78.56110400786457,B,100.20945020838874,E,D,A,C,129.08626864987838,1
18-25,None,C,D,E,B,-102.2068506542229,D,29.634041462450096,E,A,D,D,-22.20204461612056,0
26-35,Buddhist,D,C,B,E,10.575910526028535,D,-27.30122100521792,B,D,A,E,-99.76324028975347,1
26-35,Muslim,E,D,C,C,-49.60577821843696,C,-25.786186063767712,C,E,E,B,185.0400146481745,0
18-25,Christian,E,B,A,D,-104.8941079392502,D,-156.18843709151494,C,D,B,E,43.95117728129914,0
36-50,None,B,D,C,B,136.58914420730747,A,79.37946450811792,E,A,B,A,41.20630522072178,0
26-35,Jewish,A,D,D,B,86.67060369254125,A,194.21542303927015,E,A,B,E,-36.589324155409244,1
18-25,Buddhist,D,E,D,B,-131.94425663943028,D,-58.38861172102704,B,B,B,D,46.721613522011026,1
26-35,Jewish,B,C,D,B,55.0898919537531,C,4.265069764915273,B,D,C,C,-124.25633337328361,0
26-35,Jewish,C,A,D,B,-11.715433055649008,A,22.332259819169835,D,D,A,B,7.24523888434444,1
36-50,Muslim,E,A,D,A,-123.28954658410689,E,15.477278581734089,A,C,D,C,143.86658090705805,1
36-50,Christian,A,C,C,E,23.851632475741877,A,159.97656792577564,D,D,D,E,121.61835051847092,0
18-25,Buddhist,B,E,D,C,-42.012915463727296,B,-33.61136252712852,D,B,A,D,147.6773566128802,1
18-25,Buddhist,B,A,E,E,-111.88426752216527,B,-23.372466815460662,C,A,E,B,87.63706985336857,1
36-50,None,A,A,A,E,186.37007433190246,A,123.76282637597326,D,D,B,C,0.4524560769652953,1
26-35,Muslim,C,A,A,C,-144.47926609793365,B,39.73604706915276,C,B,D,A,-40.524011142736676,0
36-50,Muslim,D,E,D,A,7.81162037261043,B,-0.887455470879567,A,D,D,D,-6.333019767599107,0
36-50,Muslim,E,D,B,D,159.2145274126164,E,148.73539571672495,D,B,B,C,-14.081680524296605,1
36-50,Christian,D,B,B,A,79.85405587450943,A,-153.78856489781862,D,D,E,B,-47.54915917291792,1
51-65,Jewish,A,B,B,D,98.05928904433392,C,120.19976004137325,C,C,D,C,35.53711447422104,0
26-35,Other,B,A,B,B,-0.3855284404378177,C,-167.68451333751128,B,A,A,C,-32.79837713144933,0
36-50,None,D,B,C,C,80.13348247124345,E,-122.63649569390695,B,C,D,C,-28.727192008039047,1
18-25,Muslim,D,E,E,A,-130.25273028016608,B,-221.81735635978677,A,E,E,E,-74.36300611524968,1
18-25,None,D,D,C,D,-146.56780351947373,E,-68.6700757539281,C,D,B,D,-125.2515691656668,1
51-65,Jewish,C,E,D,B,255.19237792636065,D,-31.38960976410834,A,A,C,C,-33.96239651897986,0
36-50,Jewish,A,D,B,B,-97.5414551866578,C,-31.90675424362603,C,C,D,C,-101.2311651121488,0
18-25,Buddhist,A,A,E,C,-49.603755621167906,A,-9.625550756849114,D,B,C,A,-131.8861027645969,1
36-50,Jewish,D,E,C,D,80.01171776739375,B,27.34398091535758,C,B,D,E,165.67577068566607,1
65+,Other,D,A,E,A,-92.44187053615556,B,-43.589178928054544,C,E,D,B,-13.544343591520622,1
18-25,Buddhist,A,D,B,D,79.32017889782665,C,-117.5993218915862,B,B,C,A,-81.34530922774177,0
26-35,Hindu,A,E,D,C,-145.60692609605397,C,-87.47734310511802,B,D,D,A,28.619162986086188,0
65+,None,A,D,D,D,9.405899513000616,A,-145.89119127787862,E,E,E,E,106.93564321337811,0
65+,Other,E,E,A,A,-36.73310851390443,C,-158.05777551647114,C,B,B,C,-121.10999139612193,1
26-35,None,A,E,A,A,-117.60874633565588,D,101.40303484129407,E,D,A,A,6.848623073850685,1
65+,Other,A,E,E,B,-39.08210292510595,C,67.37266922156493,D,A,B,C,40.22050927042132,1
36-50,Jewish,A,D,D,B,-90.15017792249338,C,44.439415277573545,E,C,D,B,59.94985541353706,1
65+,Other,D,E,E,D,-58.235751212571344,C,62.242400666832346,C,A,E,C,-81.95690594533642,0
65+,Other,A,A,A,B,16.470724214811064,A,48.447753285517194,A,C,B,E,-40.068911003940485,1
26-35,Jewish,B,C,D,C,-186.20195366011512,C,-247.63334370025305,C,B,C,A,113.71492392773001,1
18-25,Buddhist,C,C,B,D,-73.52962554291986,D,122.90916263151415,A,E,C,A,193.66516399632317,1
26-35,Christian,B,E,C,A,145.2291975797953,B,198.79775255343299,D,D,A,A,-0.3353062209052365,1
18-25,Buddhist,C,A,A,B,-170.3377604633894,D,-54.64401746327972,E,A,A,C,-48.682719832950724,0
51-65,Jewish,A,A,A,D,-88.85474409473846,E,-216.7833678521144,A,D,B,A,-97.07391963148906,1
26-35,Hindu,E,A,E,A,-145.98756778799847,C,-45.232984493384606,D,B,E,B,137.11329105657632,1
26-35,Other,A,A,E,E,-41.05921702591387,D,212.1406750790614,E,E,D,D,91.46211047255139,1
36-50,Muslim,D,A,D,C,31.766725906089178,D,-59.27123671227089,D,D,E,B,-155.7148561711112,0
18-25,None,E,E,A,D,75.95592397095199,D,-16.190746786075877,D,E,D,C,93.188533643586,0
65+,Muslim,A,C,E,E,-1.0426695035003788,B,112.93849096102551,E,E,D,A,-44.486855316981355,1
65+,Other,E,D,C,C,31.622517652170707,B,-161.57263435928164,D,A,B,E,-101.81282398309972,0
51-65,Jewish,C,B,C,D,-105.50775747038435,A,-19.992959204854902,B,A,B,B,-14.592880439454289,0
26-35,Jewish,E,D,B,C,-147.16206289940968,D,61.825973756568075,B,D,C,C,-36.70362253659737,0
36-50,Hindu,B,E,D,A,-58.1922325648326,A,0.23271734430896254,A,C,E,A,-6.501476375273323,1
51-65,None,A,B,B,A,-2.354193432899283,B,58.288036998298786,E,D,D,B,24.738684900168316,0
51-65,Muslim,A,D,E,B,57.56410417979981,C,77.39245312309481,B,A,A,B,-146.32642879053233,1
18-25,Muslim,D,C,E,E,-68.70176038836428,A,-84.53621392110507,A,E,D,E,-25.124894700981788,1
36-50,Buddhist,D,E,C,B,49.84537581063525,C,37.00299977629001,E,C,E,A,-59.920918645365006,0
26-35,Christian,E,A,C,D,78.17011394766375,B,189.10041526122654,A,D,A,E,-7.127523346132065,0
51-65,Hindu,B,D,E,B,140.51868452738148,A,-1.7148669915968533,E,A,C,B,255.73694511179806,1
51-65,Hindu,D,D,C,A,-201.34025861090015,E,13.460505773157358,A,A,D,C,117.81722998731428,1
51-65,Other,C,E,C,C,80.24362786228293,C,77.56472993753253,D,C,A,D,0.6200587582353861,0
65+,Muslim,E,B,B,A,185.9380971675733,C,-40.72144393123878,A,A,D,C,-86.56479609160243,0
26-35,Jewish,A,A,C,D,7.0141502533011115,D,-196.20948353064347,C,C,D,D,-79.04447008027454,0
26-35,None,B,E,A,A,-196.6132720724386,B,-32.74327433511893,D,C,E,B,-303.1015955044673,1
18-25,None,B,E,C,B,3.944215878640166,E,35.2457150135568,E,A,D,A,3.168842590003874,0
36-50,Hindu,E,C,D,A,110.60264870459753,C,-83.84374905045215,B,B,D,C,35.1243054904673,0
65+,Christian,C,C,C,E,208.2359299648685,B,77.55819060789456,D,A,C,D,125.28230678865549,1
65+,Muslim,E,E,A,C,296.6249052701904,E,91.71729605369396,A,B,D,B,-110.32431260469085,1
65+,None,C,C,A,E,124.28051060380025,B,133.9277916217605,E,E,E,E,-98.33171033367562,1
26-35,Muslim,B,D,E,A,40.98804232405478,E,123.78988704775198,C,A,B,C,-50.84647325729005,0
18-25,Christian,B,B,A,C,-125.23244353497107,A,-39.70686858923212,C,A,A,C,79.36967168961242,0
36-50,Hindu,B,D,B,A,-37.6655606395212,B,13.019234351039003,E,A,D,A,-11.166455898695189,0
26-35,None,D,D,A,B,46.515414614502824,E,101.15077800025169,E,A,B,B,108.27274143873835,1
36-50,Hindu,D,A,D,C,59.65967037377724,A,-142.92010136948429,E,A,B,C,120.62921418663505,1
26-35,None,B,A,C,D,-133.35058399023765,B,66.98717303289847,B,E,E,B,-40.40939385340819,1
36-50,Christian,B,D,A,C,43.92024911765374,D,-34.18028237476632,A,D,D,B,8.21413343589218,0
26-35,Christian,D,B,C,C,81.58835121017796,D,58.898114783009646,A,C,A,B,-67.03125795831276,1
65+,Muslim,B,D,D,D,-109.28772858250181,D,-3.7687047174958783,A,D,E,D,31.009374144193817,1
18-25,None,A,B,A,D,31.0922218756238,C,159.79901432082627,E,C,D,E,-16.313431421880352,0
18-25,None,C,C,E,E,-35.79888363346062,A,26.661402444298304,C,A,E,C,161.4511914544571,1
26-35,Other,E,C,C,A,16.365755408919835,B,-30.349072732014065,B,A,E,E,-113.48254694004008,0
36-50,Christian,E,B,B,C,38.620759692266034,D,7.913867840790398,B,C,D,E,60.18216234309478,1
65+,Other,B,C,B,B,-2.463196712171445,D,133.35288437865444,D,B,B,B,-3.2816467612107667,0
51-65,Christian,B,A,D,A,-42.53119246648151,A,52.91110127605826,D,E,A,B,61.74892505441194,0
36-50,Hindu,D,B,D,E,-120.16571801230782,D,-69.37116726561774,A,B,C,E,104.88016244566137,1
26-35,Jewish,C,E,E,E,94.114658522567,E,-73.38325161104422,D,E,C,A,-90.47042820222708,0
18-25,Muslim,A,B,A,E,80.09943904632631,C,-106.51616936094128,E,D,D,E,-14.56950804716758,0
36-50,Buddhist,B,A,A,D,-20.62524736370138,D,66.23279174346264,A,A,D,A,-73.53900222002308,1
65+,Jewish,D,C,E,D,-47.89533904004139,B,7.6557719463021385,D,B,B,E,57.74403196015119,0
26-35,Muslim,A,D,E,B,39.42432323805088,E,-61.96591471200189,A,A,E,B,10.431300435802516,1
26-35,Hindu,E,B,A,B,115.68420403357125,D,13.40627662925646,C,C,C,A,-90.04534303083597,0
26-35,Christian,E,E,A,D,-192.7162170515311,E,-13.084393102585349,C,C,D,D,88.36056288143261,1
18-25,None,C,E,D,D,285.8154040621402,E,-42.6779258469886,C,A,C,A,-38.85828978840148,0
26-35,Jewish,C,C,D,A,-61.70790615206221,E,111.42315361637496,B,D,E,C,10.567738313910901,0
18-25,Buddhist,E,C,C,B,-23.404701384053517,A,181.15881552323515,A,B,B,D,66.63183338339462,1
26-35,Jewish,A,A,C,D,-11.393143838564688,B,13.784704072092453,E,B,A,E,40.87482001355912,1
18-25,None,D,E,D,D,-126.67918023012142,C,-102.35032742805852,A,A,E,A,46.71611621381826,1
36-50,Hindu,E,E,C,B,-166.67315825295475,A,119.06414360137978,D,A,A,D,-81.76395152411533,1
18-25,None,D,E,D,A,7.7353162998218705,B,-80.41485240691382,E,A,D,B,-0.2693675257582836,1
18-25,Hindu,C,B,E,A,-75.57861864630597,D,-7.726956555088826,C,A,A,A,-44.160151708284396,0
26-35,Christian,E,B,E,A,-51.97140161152264,A,-1.8674389823708768,D,A,C,B,-137.03229448504226,1
18-25,None,A,D,A,C,-158.07814065570213,E,-108.43265475737809,E,E,D,B,-2.7065172605147154,1
36-50,Buddhist,E,A,E,A,126.28098182274756,C,-71.02062232740997,B,B,B,C,152.3225018133165,1
36-50,Other,E,E,E,E,-227.15998025101163,B,-92.04823323815336,C,E,B,E,-166.68216921603184,1
18-25,Christian,A,D,A,B,35.81588430034526,A,-73.99672121143051,D,A,E,D,198.97033635324007,1
65+,None,A,A,C,B,43.503126501502976,A,-23.29541221729247,A,C,A,C,65.09071424746855,1
26-35,Muslim,B,D,D,D,-152.0038212382238,E,67.31678895422705,B,B,D,E,123.82171889713717,0
36-50,Other,A,D,D,B,38.67341604658415,B,-53.08085194159556,E,D,E,D,-29.523830107415517,0
51-65,Other,D,E,B,E,118.60058475761018,E,-7.96889290575409,D,B,E,B,-14.066735943337672,0
65+,Muslim,A,A,B,D,-124.75211400602404,D,-82.87280592869544,C,E,A,A,6.550948975010054,0
51-65,Other,B,C,E,C,59.400518522614966,D,-102.52641732297283,A,E,C,B,250.37863858093922,1
18-25,Buddhist,A,D,A,D,9.688314207958184,A,53.22510956425318,E,B,D,D,54.36041865753639,1
65+,Hindu,C,A,A,D,-20.23174882782318,E,41.369416595785694,B,E,C,C,-15.723848086242388,0
26-35,Hindu,E,B,E,A,-4.312368216987896,E,-73.81875010412296,E,C,A,D,-21.45188328011078,0
36-50,Christian,D,D,D,A,-30.519791232186343,B,23.878526693849285,B,D,E,D,-84.93729649148636,1
18-25,Hindu,E,E,C,C,-175.90492223193849,E,65.50153961352139,E,E,A,A,28.88666594070176,0
65+,Christian,D,A,E,D,-50.417407959652714,D,19.370411778843454,A,D,B,B,62.70775511443605,1
51-65,Jewish,A,D,B,C,51.58119518305754,A,5.327726133821518,E,D,D,E,191.88178572110678,1
36-50,None,E,C,B,B,-136.48337354989218,E,54.67692584208953,B,B,E,E,12.282208632418811,0
18-25,Hindu,C,A,D,A,35.264973943698685,C,-5.75489443669424,D,D,C,E,85.30361376943473,0
65+,Hindu,C,A,C,D,25.781175105195857,B,81.61863318894432,D,C,C,C,-80.01760362277376,1
18-25,None,E,A,E,E,46.58458972952568,E,39.356403758537674,E,E,E,B,-119.48503314140532,0
18-25,Hindu,A,B,B,D,-24.276403688992453,E,-21.134402034702614,C,D,D,C,-119.04792907121333,1
26-35,None,A,A,C,D,71.53446056153126,D,241.34299302781147,C,A,D,E,-35.17749054613334,0
18-25,None,E,C,B,E,-17.538167255956328,C,5.097237345962986,E,B,E,A,-7.3700707253033295,1
51-65,Hindu,A,A,A,B,6.302507149155821,B,-27.2484643994318,D,C,E,C,117.67125265915448,1
65+,None,D,C,A,C,33.19326406442728,C,33.031709627742615,E,D,E,D,-117.62692895688605,1
36-50,Jewish,E,D,A,D,-96.38166925335996,A,124.32547343440596,A,C,A,B,113.01280528788054,0
65+,Christian,A,E,B,B,-89.18253542923803,E,-10.319369854017788,D,D,D,A,15.104243266172515,1
65+,Buddhist,D,D,A,D,-71.9140735814918,E,-86.28091822548122,B,D,C,A,23.06810449854318,0
65+,Christian,E,A,D,D,12.156496446574913,A,49.64922619905334,E,D,B,B,7.789081135910056,0
65+,None,E,C,A,D,-44.234795055232844,C,-185.22897664767328,C,E,B,C,-51.01451711415762,1
36-50,None,C,D,C,E,111.30427312232918,C,-29.796077351659424,E,D,C,E,220.85550822384633,0
18-25,Christian,C,C,A,A,14.162857154302078,B,14.538980379528466,D,A,E,B,19.931772794197105,1
26-35,Muslim,C,C,A,A,-36.86003579109855,B,-74.62339491156801,B,A,B,B,-20.63306785991298,1
26-35,Jewish,B,C,D,C,-261.1023702631236,D,-52.34622517996442,B,D,D,D,-80.63538175610297,0
51-65,Hindu,D,E,A,A,-76.43704052635897,D,-113.26050035594687,D,C,C,A,66.64822123122688,0
18-25,None,C,B,C,B,30.685605292202172,A,18.005158611078826,A,A,E,B,32.55180940827337,1
51-65,Muslim,C,A,A,B,32.24159062669508,A,26.602045739546497,C,D,E,E,19.328921152087528,1
65+,Christian,E,D,D,E,78.0150355636165,E,-26.265590532902593,B,D,A,A,-225.02840999539478,1
26-35,Muslim,E,C,B,D,126.91143928064295,D,104.16962091487243,A,C,B,B,97.32917199883673,0
65+,Christian,D,C,A,D,-175.25468137936403,B,98.15150477571481,B,E,B,A,-12.29135622431503,1
36-50,Christian,E,D,B,D,-4.900707651630079,B,-182.01200889491528,B,D,E,D,-70.89194794430603,1
36-50,Christian,A,A,E,D,89.2227163608835,D,-7.911652803253157,D,C,A,A,75.2019538389059,0
26-35,None,A,B,E,D,-20.58633929594757,E,66.53725841602554,A,A,C,E,91.58356569472755,0
18-25,Jewish,A,E,E,E,12.967274719333949,B,-116.62237646951128,E,A,C,A,-88.15272630556629,0
26-35,Jewish,B,D,C,D,-87.7932694220385,B,81.46082666873087,A,D,B,C,181.27968525189993,1
18-25,Christian,C,B,B,E,-7.011521786721878,D,129.81932845335976,C,A,A,E,-7.4975823079650326,1
18-25,None,B,B,D,B,57.901132582816906,A,86.81310853867417,B,E,B,E,30.28271566124829,1
65+,Muslim,A,D,B,E,-105.8708164110949,D,85.72135438376269,E,B,E,B,-3.402121902377858,0
