disability,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Physical,18-25,-66.68407357483002,32.03432506070445,56.99091077512455,C,-214.4612788807152,C,A,D,C,C,-31.88289254156875,D,0
Yes,65+,-42.745113798889236,-120.75084889697523,59.96053801193375,D,25.08048939046747,B,A,B,B,D,17.071567050810398,B,0
None,18-25,-96.0326200174265,16.33728621711749,126.48287766297088,A,-177.7146893441692,C,A,A,B,E,-179.35383262093887,C,0
Physical,65+,126.76337798091136,-35.25997016905466,-63.07101335264642,D,-59.14980545779098,D,A,C,A,C,9.356319918466962,C,0
No,26-35,-179.2276703816212,-21.557113168698077,97.09130358608888,E,-17.97158561402862,A,B,D,D,D,47.080831324866864,E,1
No,65+,-17.144228154098045,202.15523049596248,98.73299190296301,E,-95.1471387682709,E,B,A,D,B,-96.49493753409025,E,0
No,65+,-96.9666066724986,-65.27347423257046,-59.15364585742379,D,-148.59264969222338,D,C,D,E,C,-49.75672431834604,E,0
Mental,26-35,-12.796002830324122,-27.423774164690677,10.16673669466541,A,-77.65246672540377,E,E,A,A,E,61.32553645417445,C,1
No,36-50,-84.08959870538162,-18.88244731127087,185.46501657382,B,42.73007182188568,B,E,E,A,E,60.76933951487168,B,1
Both,65+,-63.99433613696981,73.26028408766227,17.967714222195305,D,136.72268995661952,D,E,A,C,B,-72.20381063734284,A,1
Mental,26-35,-49.45495331292508,58.30915296915585,-135.01407300058236,C,60.926856668605225,E,C,B,B,D,-131.32536821972099,A,0
Physical,65+,36.79070171682376,-1.2875704431869028,-47.98556359413963,D,180.54628255224935,E,C,B,E,D,70.47867417844365,E,1
Mental,26-35,82.43797723327447,119.80726924691136,-126.0155909994019,B,14.550333468928942,E,A,E,B,E,91.18809234208346,B,0
Both,36-50,25.611798660757838,15.830545913571125,-152.50858580519747,B,-119.17543091204024,D,B,C,A,A,-62.513389204819326,C,0
None,51-65,10.864611408512147,-99.6360675783419,29.82449452290885,A,-15.290108301425361,A,E,E,E,C,107.15110619283297,C,0
Physical,18-25,-68.86124573197505,-97.11130879145462,0.42389895661433463,E,-120.68647606170153,B,B,D,E,C,-65.30857195500592,C,1
No,36-50,87.0307583344062,66.29376268575011,75.80348080140968,E,-105.13227549854638,B,A,E,A,D,134.62147274561522,C,0
None,36-50,33.51049638638989,-198.98715128366513,85.33168432573098,E,33.4176653507294,B,A,C,C,D,-76.15358400101397,D,0
Both,65+,-88.04005953190594,-94.67712140148544,42.02581901261891,C,111.64931252821827,C,B,B,A,E,53.45322916939739,B,1
Both,65+,-9.318017552093979,120.54973602096788,116.77671339925242,E,87.6045287387097,D,C,D,A,D,84.90093765431403,E,1
Yes,51-65,78.11782664965536,134.32260589589734,53.407777360479415,A,-90.085831890452,A,E,E,B,C,-120.37335093673134,A,0
None,18-25,-97.0571535536738,-152.61259283155567,-91.85728028343796,A,39.748138566076044,B,D,D,B,D,290.7394139745794,C,1
None,26-35,-102.4874840851657,17.0936757034636,-13.98365373361915,A,-66.87576448493613,D,A,B,A,D,39.08985172564027,A,1
Physical,36-50,88.02385491449517,-46.19386803766437,203.9290440377305,D,28.272378237227464,E,E,B,D,C,147.03738369490983,D,0
Yes,65+,-0.12084795032437892,16.165312947435208,-23.55936988855992,A,-129.6957777322299,D,B,B,B,E,-159.01946480953123,B,1
Yes,18-25,-88.33426294052367,-78.326433341416,-138.1773344050805,E,-14.479534592690166,D,E,A,D,C,103.85912166365065,C,1
Yes,26-35,-146.83085476343138,-75.14663291715507,-45.76277611750675,E,-29.519344300952127,C,B,C,B,A,94.2790067591272,D,0
None,51-65,-140.44850007365253,-142.5690441324976,-66.01872006105786,C,56.93392916933656,D,C,A,A,B,182.47891846091565,D,1
None,26-35,91.34230792941025,-150.3016635139508,55.13049252665212,E,-13.148975476870483,D,C,E,D,C,40.96711471012927,B,0
Physical,26-35,47.204712902729334,92.00887073680975,99.28723470201375,E,293.0779032064397,B,B,E,A,C,86.82888991449448,E,0
No,26-35,-16.073432771166644,-56.06940469011133,-91.72698457098868,B,105.5773082139248,C,D,D,D,A,69.73262619273358,A,0
Both,18-25,-48.651710158150635,76.23843853064312,16.84657169816589,C,25.04289672534738,C,E,D,B,D,-3.314963321432989,D,1
Both,65+,-98.86518446439982,59.661200321125264,117.39355759095227,B,-32.91735041357426,C,A,D,B,C,-47.98409265365907,B,0
No,65+,-14.187575544036646,128.70776200956462,-181.4100346588349,B,-30.134119030792977,C,C,B,B,B,-126.08345979264001,E,1
Physical,65+,171.03984177796286,54.94668200863213,-56.24836887999152,C,213.86444345475445,E,E,A,C,B,14.985848154412778,B,0
Both,51-65,-33.92091918620075,39.94687581407044,-65.58164653935602,A,46.494116605219126,B,E,B,A,B,-37.13349053181117,A,0
Mental,26-35,68.60136141403528,22.60166657685019,100.13572669178663,C,-142.52170107270305,C,C,B,E,B,62.70518028000976,D,1
Yes,18-25,-50.99505497467857,-103.46435029873828,53.56865042039104,C,26.36890643718604,D,B,C,C,E,135.13662517448682,C,0
Mental,26-35,-195.86520384729,-228.45691991165427,-71.75730778086424,E,-209.87205657221347,E,E,A,B,C,84.37826556186174,A,0
Both,26-35,130.62039399330203,95.45813918782235,-102.92237244946953,B,94.30048903145905,D,D,E,E,E,-176.8455297076025,C,0
Mental,51-65,-3.3182690215000274,-51.711269378704216,89.16555516984823,A,-100.16621257409344,A,B,E,D,A,-0.051561927016665114,B,1
Physical,26-35,104.35214374427693,-64.83402179437718,-110.30305387929647,C,146.48528806045712,A,B,A,C,B,45.9189345653759,D,1
Yes,51-65,-38.704730721420574,-231.97812820352524,131.9753891760137,D,-27.83549611601146,B,C,C,D,D,27.126511701496813,E,0
Mental,36-50,-57.215594740179846,-10.565293609715445,60.72201179705932,B,62.722851283538574,E,B,A,C,A,12.808173939876353,B,1
Mental,36-50,-64.89406437401814,-82.0540116491086,-33.885120803798394,C,-55.71631672322442,A,D,B,B,A,81.47483750343754,B,1
None,51-65,-72.96991861865865,-110.03938057804791,56.46885438203161,C,-21.227445138350834,B,D,D,A,C,38.878227494426696,D,1
Both,51-65,-67.0113576391049,1.7743148517192524,159.59938614162056,C,31.73840185870725,A,A,A,C,B,-185.46141804480584,E,0
Yes,26-35,-37.67946876686074,-7.487187019475304,67.8382181921049,E,129.20529452286468,E,B,D,A,D,162.36676979505998,E,0
Physical,51-65,-120.92969040626396,64.65226454531654,-247.1752181850829,C,64.47074543377293,C,E,B,A,C,-20.78229955862013,A,1
Both,18-25,23.280134278944676,-25.125910107078646,-92.21486081436235,B,164.5570505757043,B,E,C,A,E,115.02777497420125,A,1
Mental,36-50,82.03501956620592,-55.703060661921576,-38.81744557407034,E,-164.99954570813685,C,C,C,B,B,106.21344462732836,E,0
Both,36-50,53.54987510718423,-62.97977685466311,-47.9680554956274,C,-67.47422709675244,C,C,B,C,A,103.2213417412049,B,1
Mental,36-50,-53.91908985093099,28.078358157371863,-63.06987204935239,D,169.8685706346429,B,A,D,C,B,-120.76095953228025,A,0
Yes,51-65,-0.21343263960595876,251.8827461551851,26.960521185666984,B,122.49352761205601,B,E,D,C,B,77.43492198380596,A,1
Physical,18-25,67.07736054473985,64.35901970613901,17.774011145303596,A,-252.7067296932274,E,C,E,E,C,-74.17734961233514,D,1
Yes,26-35,90.60689739111747,-10.762599598841577,-31.050908530923877,D,-60.241163850447364,D,A,C,C,A,148.21552435626418,B,1
None,18-25,37.70009330797593,-117.91955288382215,-67.27736218871826,A,-144.5840820418247,B,D,D,E,E,48.004633635702305,A,0
Yes,51-65,25.999600702706104,0.13207681926916803,40.9752715519849,A,20.263697764767844,B,D,C,C,B,-142.7858620853659,D,0
None,51-65,52.90794368174549,92.19818759523702,94.31018117946492,B,-67.00616149528099,E,B,D,D,B,-8.809013252064162,B,0
Mental,18-25,144.0417839404069,21.8629815675801,114.14146718800129,B,33.20202896889282,A,A,C,C,D,-11.06844216435655,D,1
Mental,18-25,8.303343025571843,-112.13253134583678,-226.0659936120264,E,-56.66779993429145,E,C,A,B,E,5.228981704956969,D,1
No,18-25,83.5105980855005,-95.22928912668664,109.47433363457823,B,20.168324135970632,A,E,E,D,B,46.36680168105936,D,0
Both,65+,87.79904387971423,-83.54791089237361,-95.40248211940815,D,-126.79758926337992,E,C,E,D,A,-15.666369462993735,C,0
Both,51-65,119.86259713868566,-114.4593713293722,56.4808192120285,D,-80.61567796909983,A,B,A,A,E,-121.09925207739343,A,0
Physical,65+,42.0653930626226,-129.55865558111785,96.51018292235031,B,-62.40268860050777,A,B,E,C,A,158.30531676780285,D,1
Yes,26-35,-115.07881267682454,76.77065244809859,110.82297483163688,C,-4.054260300268138,C,D,C,A,A,35.48061845241779,D,1
None,51-65,-76.9188019578625,26.2088207555345,21.61273550575261,D,-63.69238690787008,A,B,E,D,B,-6.259985943293751,E,0
No,36-50,-139.35569778827423,-139.9610911475667,26.851046866853846,A,-50.2974111001381,B,D,A,A,A,-104.29425911585798,E,1
Physical,36-50,-187.42201405547095,-113.98280302350172,121.03323604689997,B,-164.8141595424188,E,C,D,E,C,-145.12931885444178,A,0
Both,18-25,-220.6403703382558,-94.84782662430345,-11.483445823842843,B,166.30768496656742,C,A,A,E,D,67.05755352358062,B,1
Both,36-50,152.6046507439421,-45.70743016205202,109.07814264351362,E,144.33080124249167,D,E,E,C,B,128.47354010482164,D,0
Physical,36-50,16.048699220170036,-118.10427660695053,16.43281498534077,C,0.7156871506230429,B,E,D,C,A,42.21186421274708,C,1
No,26-35,-204.25543684911293,-167.83351939750557,-66.86549473225679,E,-74.3034673966426,A,E,E,C,C,-28.10950164396851,B,0
Mental,18-25,212.86456506285467,70.07231570561774,69.76725790501152,B,-386.6829197541596,E,B,B,B,E,125.54139163836537,D,1
No,65+,-16.296373456329523,44.59233025073749,-67.26105705371823,C,-94.6005034281679,B,C,C,D,C,225.89388252542344,A,0
Both,51-65,121.09422021979081,88.32209352809107,-33.19997759240641,B,105.52537091526004,A,A,B,D,E,23.973590651593952,C,0
Yes,36-50,9.020096618768235,-176.7298697197505,14.212314152225646,B,-207.90666714247968,D,A,B,A,C,36.32986448819378,E,0
Both,18-25,96.572511587994,21.288473258734847,-140.87138310305616,B,29.708123996554004,C,A,D,C,A,3.921349765735126,A,1
Yes,18-25,141.7046592476781,83.48699854154805,51.22919560669964,B,105.80663970735759,E,C,E,D,B,250.0810622290228,B,1
Physical,18-25,-102.11787342441347,52.22736660642443,-3.5542580659330456,E,-4.214986569626282,A,E,B,E,B,5.970749955486133,A,1
None,36-50,40.514211025571214,-102.13004822982069,-26.327914721941053,B,-71.82362787581094,E,C,D,E,E,238.9902842664701,E,1
Both,18-25,1.8527447007039246,-233.45460406442447,164.37216839714722,D,-114.72600771131025,E,E,A,D,C,-26.015709917920667,E,0
No,51-65,25.42842677832612,-8.733122207232858,-102.76746715168655,E,-101.05784673746734,B,B,E,B,C,-8.435920336764372,B,0
Physical,26-35,59.53261357837886,-33.291041447288706,31.12175316807253,D,-63.95931938983107,C,A,C,A,E,-121.30932661917426,A,1
None,51-65,-26.84692179687224,50.99954561736168,-137.02823599756883,D,-4.772406119713069,B,A,B,D,D,-100.23904614581947,B,0
None,18-25,32.25780417573294,-134.6494975561644,-33.89812726543735,E,-24.984771300315483,C,E,A,B,A,48.676266650065905,E,0
Physical,18-25,-127.60283200293905,63.048920541802765,11.126921502703095,C,55.60184530618103,B,C,D,B,C,-20.15288620456539,C,0
None,51-65,-42.626794570658575,116.80120865857222,-99.77715340584147,D,-146.71335843231313,D,B,B,C,E,9.871145723814445,E,1
Mental,65+,5.818280584961405,8.586218875147607,-263.4115973676372,B,-130.0806874304783,C,A,A,A,B,138.50706145146265,B,0
Both,65+,-43.59705788218564,-20.066760421853466,17.90948540628862,B,68.89433263065885,E,C,D,A,E,-211.82279220656662,A,1
Yes,36-50,74.28250121681185,118.56202027226243,-62.24652992033026,D,-153.49635237075836,C,A,E,B,D,-73.91952732342348,D,1
None,26-35,-38.77700926483245,-55.32966676610286,-5.890865776206191,A,-16.534853109800952,A,C,D,B,E,152.19861324422627,B,0
Both,26-35,45.32328334117151,-108.33620105495909,141.88904904215343,C,-84.811991923781,A,E,C,B,B,-101.62538251339264,A,0
Physical,51-65,-61.506043067441276,18.64973657965217,-42.45077921718815,C,84.56427941792377,C,A,E,D,A,-172.2713952729902,E,1
Both,26-35,-124.17411893843082,-115.00595792356077,-42.794086001425704,C,217.33722520436694,A,A,A,B,B,201.4499638976003,E,0
No,51-65,-164.4339043566895,-159.5415301741917,76.61344128729262,A,-22.722280492526497,C,A,C,E,B,-47.85371753578638,D,0
Both,51-65,95.90413291463626,209.31820386642372,-175.21771079691345,B,173.79751792767988,C,A,E,B,D,-172.2220794422529,B,1
Mental,65+,-73.56127346632952,106.89455934179675,-14.734072557110492,A,-8.884387584765365,E,C,D,A,C,71.28028743220048,D,1
None,26-35,30.56445788508675,-91.04866002869278,80.20836437781955,D,9.914423624705778,E,B,C,A,D,-30.76424195634403,D,1
No,18-25,151.29551556292483,84.89388382371936,44.861723988210436,A,-33.46583812979901,D,C,C,C,E,100.22616529556805,D,1
Physical,51-65,-13.20525719680418,-111.65179374307428,-160.12021207881304,E,13.295860345558138,E,A,D,C,C,-35.64914730093467,A,1
No,18-25,-41.09074087920404,-5.077113390126988,-102.96515859792108,E,71.68999484464817,C,D,A,E,C,32.651555481511345,B,0
No,65+,205.8996422962601,-59.52932794657148,-31.41607519492529,A,78.40725738070047,B,B,A,E,A,55.6947053296046,B,1
No,65+,-10.747705984736742,96.89507718198517,114.32442385746712,A,97.39382757238386,C,E,C,A,E,-7.639974070712374,E,0
Mental,26-35,-33.21304244346489,-24.343587104729313,27.432383795370885,E,282.0723863796451,C,A,E,C,B,37.50258510659948,A,0
Mental,36-50,-8.666119061562148,-27.10877883354048,87.38425969978549,E,-32.0985294149969,D,E,B,E,A,90.8258301764921,D,1
No,36-50,56.30194859458616,7.826465667637217,0.1582042946807972,B,68.47223636893914,A,A,E,A,E,-44.61471147149365,A,1
None,65+,137.18169611830797,-3.336434805913874,169.30370228048105,C,29.105933482170947,D,A,C,D,C,164.53645247521305,C,1
Physical,26-35,-111.78876879008439,100.15640902210228,-9.015404107994609,E,80.22843014728394,C,A,A,C,D,-138.38958603326023,D,1
None,51-65,-54.0804017669675,-9.098572765762976,93.30052792608384,D,-127.76838348702798,B,B,D,C,C,-9.264861430934998,C,1
Yes,18-25,0.32188112439594624,63.006640541578626,-204.75046928283706,E,-67.1439507505657,B,B,C,E,B,-56.87444782682649,B,1
Yes,18-25,-138.4074623711541,29.87246331529153,91.8064135546766,D,-166.98445754295864,B,C,C,B,B,21.772997440304252,C,0
Physical,36-50,-17.119909068086674,-62.10619837241341,106.33550331192718,B,-159.98837773274974,E,A,E,D,E,61.10211237912748,D,1
Yes,36-50,-22.321718784210866,143.03405176390132,21.699292818739416,D,-156.5103654000505,C,C,E,C,C,102.74382920732765,E,0
Physical,18-25,222.6898570512923,-71.89488548543727,60.562216310487905,B,-83.59071861472482,B,C,C,C,A,98.07910230401416,B,0
Both,51-65,53.32634595409601,-87.7658590375914,-17.2194056029721,B,-44.974107348938254,D,E,D,D,C,-9.818893410936555,E,1
Physical,65+,187.09087430460113,88.35987313263854,-139.7072038450656,A,-27.67269544539573,E,D,C,E,B,-97.7317632227099,C,1
No,51-65,37.40205235727388,137.7979484939892,-19.10502851319702,D,-15.995093423363455,B,D,C,B,B,-191.8564555872399,A,1
Both,36-50,-99.66177478533275,137.07807847282336,3.1727781129677766,B,-32.825550969838105,C,B,B,C,A,101.8460497593052,B,1
Both,36-50,-53.9522431657667,-78.5824143209375,-47.17735098473175,C,-87.92223161612674,E,B,A,E,D,-9.324937008542328,C,1
Physical,51-65,120.66920385067918,-35.7172324332677,164.61854258709266,B,-48.961142175320745,C,B,E,D,B,63.48390762173578,C,0
No,65+,-216.53969162738485,202.00193848509122,-58.36019559552038,A,-147.2052061049788,B,E,D,A,B,68.62646760122522,C,1
Both,65+,11.945024985996021,-226.39839704738085,46.45915820538752,E,-50.85011972521642,D,E,A,A,B,12.1319204925297,C,0
Yes,18-25,182.5926628432068,162.23719777169345,272.8265334854231,A,31.216333077913855,A,D,E,B,E,-113.93625830405433,B,1
Physical,51-65,200.22555974324567,-46.87636964900531,94.54947459406229,D,-166.5594611517164,E,D,C,B,D,-90.73513413301491,B,1
Physical,18-25,166.60612891303853,237.96052862762522,-90.59192874376261,E,48.184434070059254,C,A,A,D,E,18.414376815712572,C,0
Physical,51-65,-73.51369315754151,20.656970268269262,-57.628331790887025,B,51.81621561950958,E,E,C,B,E,69.63565070724546,E,1
No,65+,-4.698281691274788,-115.46976829437196,79.65096833034112,A,-13.78268843261821,C,E,E,B,A,15.175161304038392,B,0
Yes,18-25,79.4096929384286,-24.794365006130747,-22.08090440091522,A,-69.49059546327835,C,B,B,E,D,47.74570292098383,B,1
Mental,65+,-146.60033869129373,-26.031896109773665,33.39490581432418,B,91.87427444401337,C,B,A,C,E,161.5804925562286,E,0
Yes,51-65,-135.1179619030908,-219.55307144317908,-58.275474991761314,C,22.908482428434233,D,A,C,C,D,11.017394398227287,D,0
Mental,51-65,94.88696253897831,-12.981526232691598,132.8451889144046,E,76.91737880932062,E,D,A,D,D,80.02258622765972,C,1
Yes,51-65,-49.27062600225236,8.698106331329356,-19.46377101946921,A,135.2967445946926,E,B,A,A,C,-183.68245560561562,A,1
Yes,26-35,-14.00239231530016,16.169861035692158,66.53259290731636,C,157.68519618234984,D,C,E,B,B,220.51298794980644,B,1
Physical,26-35,111.3710137954854,-134.88786765808254,-88.30096924216487,B,-95.99621986650058,C,D,A,B,D,22.28188600618623,C,0
Mental,65+,53.85100635840985,-81.78903634529041,88.64582201241947,D,167.52752660344441,C,E,D,B,A,-103.26272468181719,C,1
None,51-65,32.03966241275394,111.58510992684808,81.65947202087473,A,52.44858361084454,B,D,D,D,D,80.50489937226453,C,1
None,36-50,-41.850976182098954,-29.726593270972266,49.80252362577791,D,-91.91853991505504,D,C,C,E,C,0.09580696421608695,E,0
No,65+,-242.67723931719516,112.39382678873058,77.56200502422288,C,15.079006637221967,C,D,E,B,C,128.67214204773387,B,0
Yes,36-50,195.08723769244565,-117.58738528132619,-16.583421252398438,B,109.8237545266491,B,B,D,A,B,36.48922529667842,B,1
No,51-65,-124.76106328818855,3.9868202667168,154.3456131593754,E,76.63489554267277,C,C,C,B,C,156.35985191977673,C,0
Mental,26-35,-12.776083356693874,-52.77815585798496,-126.25591856007912,B,-53.32732650969207,A,D,C,A,C,40.79349924927861,B,1
None,51-65,-112.51834733235857,-77.64883057075906,-129.3091999971614,C,307.9435367751561,C,C,D,D,A,86.98252168636586,E,0
Physical,36-50,-82.25913516866345,107.65112619701043,-171.56257018861484,E,15.666399642707795,B,E,C,A,E,4.380055155108729,E,1
Mental,18-25,-51.06844822490289,26.325877255891466,154.19314102325578,A,-146.06015102309067,B,E,E,E,D,-150.47635950471704,A,0
None,36-50,-48.04715658113562,64.33110875870356,-96.43791173166503,D,-67.9029201727958,D,A,A,C,E,-77.97737154731915,A,1
Mental,65+,-14.481987386298323,-111.48532945775096,-10.944961364153333,E,-14.114217974244504,C,B,E,B,B,-32.617502834527315,E,0
Yes,26-35,141.47268766341452,-15.48467814470553,-5.82786415170778,E,-14.163411399620756,C,E,B,E,B,102.11835235105488,E,0
No,65+,25.112644225157943,-14.01906458550252,-22.81500359575564,D,2.039796241555526,B,E,E,E,D,39.698600785395485,C,0
No,65+,-28.11346143522008,-118.61057881628074,-12.627065351899134,D,28.040705179919208,B,A,C,B,A,38.3852264591929,A,1
None,51-65,94.6862627787332,84.1130364128652,-65.42530575808428,C,-87.42854092892799,A,E,E,A,B,-180.71394677745542,C,0
Physical,26-35,90.31930168706785,95.1481838781028,33.47568876679725,A,8.38974687245557,D,A,C,B,A,-3.9056370064861583,C,0
No,18-25,42.99081358248271,62.34824942201288,-207.24066420336501,A,-32.37530574457443,E,C,A,D,E,-115.63209223375375,A,1
Mental,26-35,-9.333053269769819,162.76076273170818,-47.181498045153084,C,164.41191282816956,E,D,D,A,C,-2.6771381212146075,E,1
None,26-35,-68.01645263501102,164.50563399879064,128.9013097208932,A,-3.3464521434303784,C,E,C,D,A,115.59053173586986,A,1
No,65+,27.391460494263537,-26.977067865616178,-95.31464933276939,E,-8.199919112614417,C,D,A,E,D,-10.729211422790826,C,0
Both,51-65,-12.846121484143477,120.61579147417687,24.798938091256744,D,1.1462712177195475,C,A,A,B,D,86.14048174011778,D,1
Mental,18-25,-97.14705203803801,177.32831598309923,15.898876977823129,A,25.79279453260966,E,C,B,E,B,-142.25377042609404,E,0
No,26-35,-190.6254149979496,-70.98490829815363,50.20603890646929,E,-85.92737947429143,E,A,D,C,D,20.037517914748065,E,1
