Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Yes,-157.078524507832,B,-60.54318731263161,-44.177664064274666,40.17470068323822,A,11.556633350835943,-151.76670457537105,57.60223692171049,B,A,E,C,E,0
Veteran,2.5552115019443455,E,51.56535118645995,-47.037757375185244,-96.20691047285945,C,-0.5794968811261847,-70.24991910407667,-24.57502645038796,E,D,B,E,C,1
Veteran,78.68276013585714,C,28.382138771489835,-46.024681928749175,55.036676727797044,A,167.0833139817043,32.011127559998684,30.72981512765926,A,C,A,B,E,0
Non-Veteran,-52.63685786443668,C,14.44779685276581,179.53281386497017,152.50560807801256,B,-10.887148708511983,263.3024917128488,34.39249092337116,B,C,E,D,B,0
No,127.56501830325637,C,-129.01649309780686,-190.03815300005903,-3.6653492317431486,A,30.26113278760129,-54.56210814349915,84.13843328670899,E,A,D,C,D,0
No,-43.2890251117224,A,-187.30161269521446,33.72899852072649,132.114624697304,A,119.80944310316866,29.49610259151278,101.16409608360127,D,B,B,B,E,1
No,59.77802726875675,E,-34.33143854017926,216.21136487352322,192.38843275906953,A,-13.07191726993687,-48.35889446356594,122.20615774782755,C,E,B,B,A,1
Non-Veteran,-193.69428561995315,A,96.03407922717396,59.86332229532617,-153.83952550670267,D,-218.76517505283414,-71.44838862317629,14.990634534309354,E,B,C,E,A,0
Non-Veteran,45.697814965391814,B,46.276860671622686,-18.278274133338012,129.33122352459014,B,117.37526077588379,-132.83858802196173,-77.67486775455423,E,E,D,C,B,1
Non-Veteran,109.17064886042047,D,124.54350099019163,52.6018551914565,80.70347220238696,C,31.540464613974915,66.69464754855284,15.660975154887685,D,C,B,E,B,1
Non-Veteran,-111.3805666779048,B,87.54191061212669,-104.29896814280069,50.730571135265265,D,-71.19197818466628,24.36519824776936,21.94495484126412,C,B,A,B,A,0
Non-Veteran,16.61081279189892,A,96.06490278738437,-8.822452231303131,-22.283854971459043,C,4.74974365679544,62.114695528750815,-1.8895032980797126,A,C,A,E,C,0
Non-Veteran,-102.21742709164812,E,28.894788269761225,68.66521314980699,308.46552172160625,C,137.13110716120138,-11.350177862028296,50.49618884514122,C,A,E,D,E,0
Non-Veteran,39.26922690295881,E,151.65767131366286,-191.76988004849142,-86.91994417914016,D,73.30445183722473,131.75216828073826,-90.0431784934297,C,D,E,E,E,0
Non-Veteran,-102.99304146411812,C,37.3515504228295,62.126659022434225,59.06973785557725,C,-192.406446989208,29.14184480057105,12.683533601389163,B,E,E,B,A,0
Yes,3.9871234042247847,D,150.6637407692313,76.66073665057769,1.7261303788640812,B,-183.36352908401946,-107.28194953737204,-255.58368241849064,A,B,B,D,B,0
Veteran,68.53322755361158,E,-60.909745190607836,-223.83598294433668,19.251105203581066,A,32.97327171968256,-25.639201194328532,-5.258672454199512,C,C,B,E,D,0
Non-Veteran,-204.4002490691573,A,99.74076080494916,63.849770276334596,13.560561601440241,B,114.69761218484997,-50.58770635061024,167.38582688515834,A,C,B,D,B,1
Non-Veteran,40.00958321035595,A,-95.08918136214325,-41.23655334957549,34.38040390703081,B,92.16247416288951,63.763381150565515,5.013153519399755,C,C,C,D,D,1
Yes,157.62114089442093,C,68.64295952725458,-6.871460210679882,-2.5345956135745284,D,-99.93954414229523,25.756536560785253,-190.0698080820825,A,D,A,B,B,1
Non-Veteran,-100.77549263919686,E,32.73136179898042,145.20097400574568,37.26871083665,C,-28.252605548366233,-44.124467909464,206.65982644464367,C,C,B,E,A,0
Yes,48.47304155077501,B,-159.48047669880262,62.97707052591779,9.8862126476817,B,-104.9794587576933,122.0106827043496,-12.48865340589253,A,B,D,B,E,1
Veteran,-62.78393749193783,C,165.5001127925072,-112.91130255867326,-35.52573942579498,A,-59.02428149423026,120.85279981380164,82.91564734140748,E,E,B,A,D,1
Non-Veteran,-44.87043463392718,C,-165.30928003564662,-110.05060165108304,-79.62521250090786,B,112.00689363389189,-68.65042796625566,-172.19681938659073,A,C,C,D,E,0
Veteran,-63.25852045990622,C,68.20810776109325,-34.485714940493395,52.01727671207607,C,47.15817640613283,-82.54178074470357,98.86755304629256,B,A,E,A,E,0
Yes,104.97161127637298,D,-22.061994849827567,40.88362366019104,133.99879940085395,C,-140.11949519705465,-23.0734627297988,-167.65543314314394,C,A,B,D,C,1
Veteran,40.672329631901256,D,87.86791623013383,-111.14147699991183,-202.0521701289168,A,-53.84033039556249,102.19514614020721,19.838530323389808,E,B,A,D,A,0
Veteran,72.29342222649983,A,31.361183675233544,90.57065000744461,147.4375292088396,E,14.71797087051402,35.285290515933895,12.92433716467869,E,A,C,D,B,1
No,0.8990522964424797,A,207.53191958865722,-33.745137655970694,-105.00793601053704,B,162.13431189470498,-82.16421206464534,171.73302145353708,C,C,D,C,E,1
Non-Veteran,-2.1780180970479788,B,-80.70381166480517,-83.77180111925169,-23.038808045026613,D,-3.2283902569714362,-117.5449977092236,55.31915573262535,B,B,C,C,B,0
Yes,-54.90779633817059,B,-57.0677333670254,-61.20971736664171,-67.58270190554876,D,46.32965622810868,39.53809850666064,73.88504767789132,E,C,A,C,C,1
Yes,19.14963321423909,E,160.33503850415568,-56.630987527661645,-22.127664002896775,E,-103.80635673220804,31.36619395083395,32.01635233455279,A,B,C,D,B,0
No,139.50254042710915,B,82.83247631926368,-74.87035855920452,260.76276055151067,A,8.34494354270646,132.7217696881083,36.69504581608771,C,A,B,A,E,1
Yes,244.94459921829755,E,-227.2348274766539,105.68339625862073,101.82633914948151,C,192.30754180358505,50.52956013464639,37.681403875917816,B,B,B,B,A,0
Yes,-70.04403855897161,E,-97.54521076909089,-89.14626148735772,113.43971692137976,B,188.95390422423213,-58.5097251735538,52.71625014580439,C,A,B,C,D,1
No,-7.871043275043066,D,7.967702470700089,61.745010846749494,-130.50058791779446,A,90.82842585006651,46.588394047018205,-257.20542612197835,C,E,A,D,E,0
Veteran,118.81294230762103,B,67.66576035124932,108.13625857286797,-4.588855630815377,D,140.86053623854195,280.6127038906903,36.503688050999436,A,B,E,D,A,1
Non-Veteran,-105.30005323992566,A,-84.38307933407647,-17.815344702313958,-77.39296414178303,C,-29.921833074151856,46.580498535753655,106.49431393238386,B,C,C,A,B,0
No,60.495900654641446,D,92.22081592208764,-14.485505081191105,58.918004338805396,A,12.552310595054772,-179.47416988958247,-51.681442735156104,E,E,B,D,D,0
Non-Veteran,102.29306414797894,E,-5.632224447626085,49.697785836585744,24.193527171731326,E,-55.34118525197068,110.29493359357929,-285.89348450126613,D,D,E,D,C,0
No,-83.4680295890296,E,8.992339931240906,-98.31734457358158,89.33329567024431,E,-4.686275478859036,-29.383379930654474,184.2595023867746,D,D,D,A,D,1
Yes,5.61081033275455,C,-114.09718458139749,51.666344204134276,162.14647160414924,D,57.71194814295216,-98.71739462954139,-80.03710990652256,B,C,E,C,C,0
Veteran,103.87388521556595,C,121.61800201606354,49.58091723290448,-75.64156941392326,C,-102.70890968649252,-51.455915927658936,-8.311242697132414,D,B,E,B,A,0
Veteran,-159.82072075515254,B,-46.261416750165,-41.2117835228158,86.94090561096918,B,-31.712651219193265,-157.8874808402085,-14.440377021392333,A,E,C,C,B,0
Yes,-46.94782459693199,D,134.9038414477297,-21.193903171744644,55.29636823410611,D,-6.237217382016446,88.87680324230467,-39.47916544228634,D,D,E,D,A,1
Non-Veteran,-38.92438797992424,C,60.32267402332323,-116.76138474414479,-41.23423656259368,C,16.03166689251505,137.46569735303103,-130.80865324666334,E,A,A,A,E,1
Yes,-63.793036194085026,B,297.87547970307287,-37.0986444781114,0.7633712201278086,E,-16.984087615461945,81.05917377516793,-5.101947929568211,D,A,E,D,E,1
Veteran,32.695017276267826,B,-24.2487177404128,21.20545419349716,24.207819343222127,A,-164.1251518017899,63.50552605349807,33.12606610609978,D,C,E,A,E,0
Non-Veteran,-120.89825194789591,E,-128.3328856052932,-13.437721995961155,-74.57176428943959,D,33.51156684637307,126.83013178707188,-257.21149033772696,E,A,D,B,A,0
Yes,-66.9539921253628,A,-50.305769937982326,34.8886248005815,177.16053519512698,D,-199.78282446632315,-167.5816144926444,-10.660857524088112,B,C,E,B,C,0
Veteran,-89.69895199860498,B,16.49275953197932,-199.43006652604868,-187.10603414364354,D,-55.50045442901016,-66.65930075067715,112.43928010627408,C,A,D,B,B,0
No,-17.732424845762576,D,-78.27237227191371,8.023054200801411,262.1584899761547,A,126.16793014944294,1.0066550585424312,32.442518859025895,B,C,A,E,A,1
Veteran,158.272806951317,B,51.39395236102815,49.05424721754881,8.248765748311346,C,-163.8448458486705,-201.1682478097096,-223.54257594264632,A,D,E,C,C,1
Yes,81.32791044464052,A,-73.31041536831361,-132.9819049379344,-158.3598884826578,A,-173.72452343947324,-150.176591063329,-135.7304187329336,B,A,D,D,C,1
Non-Veteran,-2.7186778816443073,A,-158.25808134377615,-94.71548257383688,-140.4958963721157,A,12.376020073983126,75.33706346309509,37.941386431485654,C,C,D,E,A,1
Non-Veteran,-71.32614947004629,E,22.588644471381734,31.935933931927025,-237.76258634255532,B,-67.61092498870173,-61.0635959967225,39.373225750893084,C,D,E,B,D,0
Yes,44.491329058804205,A,-61.192029473812184,-7.3109419655175465,-31.042095984834706,C,-83.37017428797871,102.60455038458365,38.79660893936666,C,C,D,E,B,1
No,-30.823588619835064,D,27.821847497657853,-178.8676672147671,148.00836596785638,D,-28.80392788606188,118.92079299621892,33.4181768372181,A,B,E,D,D,0
Veteran,-24.603693854442906,E,-7.733356761709892,3.4787292877062184,-161.72415084544457,D,-10.271523885257606,17.13446887608041,-74.84410343502137,E,D,B,C,E,0
No,-104.65640429648116,E,44.54437849940038,-10.592979484177716,19.443858879600423,B,24.81820896418798,-56.87966816680776,-21.31164309672883,D,B,C,A,C,0
Veteran,-27.93058134169799,D,230.6479707877485,-198.5954203900752,187.8451554390145,C,83.60373462263068,-21.28697263262037,-116.5546366178517,E,C,E,A,B,0
Yes,26.12386738919848,A,34.64809705078937,-161.3376578717033,-153.72261811768084,E,-41.5030908663571,-63.84297980452408,-93.88454312187463,B,E,A,E,D,0
Non-Veteran,61.501049118416994,D,72.32098484786695,-83.76131484459832,-75.93594851559241,A,125.95245684031471,44.20999468612087,205.00149650710844,C,B,E,D,A,1
No,137.05684844687343,B,-80.89842025442061,72.01847621681502,183.67156020354733,C,-11.045367544747535,165.24643528018265,28.52626002255957,E,C,E,A,B,1
Veteran,1.6956831831691475,E,40.31491824659283,52.99339276270787,37.15145480221624,A,-2.9668430252373432,18.561608759921835,36.51644262799899,E,C,E,A,A,0
Non-Veteran,-47.609959104730095,E,-11.943339273810533,-24.270385616763637,104.43375742051644,B,63.01001175306563,-122.7679839015114,-58.160673779356266,C,C,D,B,C,0
Veteran,90.77180681732261,D,-24.594815161371564,18.1134067809587,114.70006777333465,D,76.6034948061589,-55.444635132589504,180.84536640758287,A,B,B,B,D,1
Veteran,-108.6323298827843,C,-179.32339566494903,-62.14933544501889,-76.98352218488692,B,-67.85821287282413,110.43044599315108,-137.77767387149197,B,D,C,D,C,1
Veteran,188.67212871048122,B,-57.19468402885322,66.47015249292394,146.0906089237328,A,66.73775562659885,-49.46276812068599,58.49847763021783,E,D,C,E,A,1
Veteran,63.11718317172996,B,36.750051449125934,-167.2461346210867,5.281172562580398,D,10.089659489859386,110.45442783714925,40.57213416338907,B,B,A,C,E,1
Non-Veteran,49.935199262474875,A,-72.66807045327093,-58.74000219991748,-40.22073479040258,A,98.73952119485705,-201.2250020193709,124.98899856939336,B,A,C,C,E,1
Veteran,-160.4448403127725,A,-64.46548562165349,63.95166461217974,-85.07456259813873,D,-97.96501937833827,33.45104937955982,75.73855027953623,E,B,D,B,E,0
Yes,122.27021600318399,A,62.90217359848251,100.39073561761069,26.906828796026645,A,-132.04812281866037,40.883201716138935,107.72555053195507,C,E,E,E,C,0
Yes,49.813053890888725,A,-33.27577958615356,-30.847793483384688,-32.78099905277842,C,77.89958942942509,8.205037201594855,-45.5366309608454,E,C,C,B,E,1
Non-Veteran,25.514176012551392,A,5.4848268811700915,-84.90802929717358,-45.11657349175514,A,73.36694563404357,88.9625903711721,122.4773864669525,E,C,C,D,B,0
Yes,-29.24075849596482,A,271.11781407135055,-178.6386115786744,-205.55583475549582,D,73.31369038342676,143.28344332994573,-19.476276450582173,E,E,E,C,D,0
Veteran,-39.18967462334118,D,51.90208901323678,-80.84777069993036,-74.86824398359599,A,-4.837108485750476,83.10827472356394,-104.46135809946875,D,E,B,C,D,1
No,-9.753442289661528,B,168.33008247229156,-98.56602676736252,-12.52984874651983,B,-14.125640664258333,60.06999668359043,-104.9817951231186,B,C,E,B,B,0
No,138.5870274212006,D,19.10729388513171,24.341822209054715,140.94514603242047,E,207.58510031030383,118.31904564274423,-21.884745084385237,C,E,D,A,E,1
Non-Veteran,61.249923692593924,A,-30.843296283842015,-53.74852438837267,112.82766302607877,B,37.171631557015225,62.14136837685101,83.81290711592658,B,D,B,C,D,0
Yes,74.28746254460928,E,70.91603711642658,-11.12429131363187,42.43710189343733,C,31.08434207888799,74.65033036569066,180.53948101728747,A,B,D,E,D,0
No,-40.59825461235136,C,128.18606932095392,-11.929716142918059,5.3856517719040795,C,151.35167223746365,-1.9280614734817656,28.071258966811314,A,C,B,A,A,0
Non-Veteran,-82.18508169144198,D,-112.24162134168392,-102.009512515993,102.69770232493049,C,62.65544089244802,206.4318801371311,-233.97031903141868,E,B,D,A,A,0
Veteran,-12.76874571093963,D,51.41428885553043,58.4503329130475,-124.35258618772625,B,187.31685942082078,113.85979050789936,-199.45984419214673,B,B,A,B,A,1
Non-Veteran,31.308940971497908,D,-55.89010721021743,22.084655519259247,-49.93499730422809,B,-107.31730519613043,-9.203360430118126,109.33451401934555,E,A,D,A,E,0
No,-138.14059601849965,D,89.59943489449242,-90.05217530564013,129.54347008052284,D,-39.98211333733255,-110.94920346100028,54.005007205860565,C,D,C,E,C,1
Veteran,-46.77542431001987,E,-17.237274035482443,-19.220403873037313,-112.94901844768222,C,-18.753379332710864,-141.22131653383374,169.5448013493639,D,B,C,E,D,0
Veteran,40.969583312954164,C,-87.75414989181374,-108.63351990746844,118.26819253508569,D,15.56425109834396,24.206551319479978,88.60247642005443,B,D,A,B,C,1
Yes,49.0308578983175,D,83.54263492018853,-3.410291062028737,-4.012333377230472,B,76.47284017910813,-150.5703488730932,-61.06995983604053,B,A,B,E,E,0
Yes,-175.82171002111068,C,-89.81362873314917,-28.128720964381483,26.870353486267756,A,69.12369341158853,-33.87936253382405,-271.922735464381,D,A,A,E,C,0
No,-46.23526529618686,E,62.508460430180655,26.972118596854333,-53.99549363890759,D,149.37447359886903,-73.18188847368539,-194.4771838194828,E,D,E,E,C,0
No,6.64367299666505,E,-21.14746337054857,26.07799016598536,21.88263649517009,E,-47.140804811735784,-134.08762068493368,-64.9126779559356,D,B,E,A,C,1
No,1.216465064532417,E,38.9081871501548,-12.04565993212167,186.4696041936444,B,61.636038057816634,20.26073419085444,-75.78444209145928,B,C,D,A,C,0
Yes,-36.52967398768431,B,81.9998727685374,52.22825888427531,-146.38323796324292,A,82.78572586351315,-49.75562156607211,224.7791156487752,C,E,E,E,B,1
No,109.97794284932463,A,113.4567632387901,-185.82161870974485,118.84394866761954,D,39.131197579219176,153.09524938931918,-95.7440701752574,B,A,C,C,A,1
Non-Veteran,9.080222555614286,E,-73.46373484353109,-76.64732868644303,133.95103726104983,B,69.1644863437258,36.904994873418126,-28.673909444786787,C,C,B,A,E,0
Veteran,74.06219289694775,C,-146.27309373446886,86.2218696754142,-71.25614567806792,D,-58.439452623413324,89.0891956176437,-98.29114191726731,A,A,B,C,B,0
Yes,91.6656991309382,B,11.829922144030245,11.312456101195963,28.69159304809837,D,-252.4865233741275,-80.84087541730702,-37.927137708547335,B,B,E,E,B,0
Non-Veteran,97.47501114594523,E,-44.560091044350095,98.06250904625679,-52.309545715986324,B,-24.103971995799863,-116.20281827443719,-110.696435579159,D,D,E,E,D,0
Yes,27.701914500693096,B,37.04371220077538,-43.67787565880275,-80.0282855157403,C,-22.907200862680792,-103.44291090751608,-37.90991511927775,E,D,B,E,A,0
Veteran,8.653621873238333,B,-74.86501902144055,-22.763387766428703,-67.76869531728295,B,-150.9891246294469,-60.95655284779157,1.3990467411169456,D,B,E,A,C,0
Non-Veteran,33.449734280379026,B,20.639516854168296,87.7245172631833,114.05948189761826,B,-26.306544143488107,-63.522962551088405,151.34211451620203,E,A,B,E,D,1
No,33.51038262460367,C,-136.34666221482755,-54.098955729436405,-17.730277769154632,D,-135.06279076568708,-18.664322773737755,20.393902705090245,D,A,D,B,B,0
Veteran,3.8440642538766125,D,92.1732087536642,-60.95464918081645,-39.86046431528983,B,55.218858150398596,-49.41676854750748,-39.90869248770871,E,B,E,C,C,0
Veteran,152.97202651625673,B,-237.18493619832185,76.2345099194361,-47.414894853564164,D,206.28673169307427,-43.7983272080044,84.1342152201684,C,B,E,E,E,0
Yes,232.9275467585608,E,136.33073885397707,-133.49623983164784,-142.73226652291612,C,-184.1520601936344,79.43786050144531,-121.5438139855308,A,D,B,D,A,0
Veteran,-20.288359590636745,D,-113.38461810836434,-41.573616515202886,-30.2070631948234,B,139.90540716564064,22.35749219946071,-67.365487060385,B,D,B,C,B,0
Veteran,-52.17650192000479,B,-208.6736291322997,-212.10621123668628,-133.60127856554382,B,49.887149223068846,18.889061308246493,94.82829423453576,E,A,E,E,E,0
No,-19.82415744631261,A,-51.3723757696028,-147.55336644639524,-19.75337749270611,B,-71.25216648994808,-202.8396839173536,-110.8353103080741,A,A,E,A,A,1
No,-69.80451064026897,C,150.3955242701927,81.26707547299351,12.537181440287783,A,-8.056396810492501,33.831157897130346,70.1263752862918,C,C,E,B,E,0
Yes,-28.45270742279374,E,-3.052534473521046,76.61193406294964,-296.6056548674326,B,-101.64531021422087,17.12040944733512,-66.26278631940046,A,E,A,B,D,0
Veteran,-146.81473208530716,E,38.378600345033895,99.37172941040046,106.61702203666022,C,30.221699896120057,83.95937963147779,-65.61972084460605,B,A,A,A,A,0
Non-Veteran,71.00042383154563,D,-101.40038117834325,140.1247815723902,-29.44652093819531,C,-137.21871622993632,-163.52680248386602,111.61250548180257,D,D,C,A,E,1
Non-Veteran,38.09853949651909,A,-3.748143959839678,82.93417731265828,3.640322334884333,D,206.97359844251295,117.56763743342549,-89.66474226534771,B,E,C,C,B,0
No,-64.98859264721642,A,57.18563770525273,76.44163900656064,41.23634842374771,B,195.29951666639548,221.23264676770114,-13.902850927063595,A,C,C,C,B,0
Yes,155.4359936517509,C,-17.087202762814808,-13.114447427396309,-139.06696972878535,B,70.89459651008586,134.3388118356041,-108.27350979082529,C,D,C,E,A,1
Veteran,-58.95184429573893,E,-94.70672401139237,14.26201695840975,106.1836434065625,B,-60.07122872260078,-45.242604951954455,-9.511854575361559,A,A,C,D,B,0
No,-20.390472232963205,E,66.47638949546455,6.820321508213765,82.18466603177586,D,-57.71374444911653,-89.82804871182718,115.27919415950431,B,C,C,B,D,0
