Gender,country,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,target
Female,India,43,-106.82108563071631,A,E,B,D,0
F,UK,47,-48.82821136460855,A,E,E,D,1
Non-binary,US,51,39.4782103673294,C,C,C,B,1
Non-binary,US,59,-175.12880990411207,E,B,A,A,0
Female,UK,30,18.956671474927784,E,A,A,A,1
Other,Mexico,24,-2.970285834557663,B,D,B,A,1
F,Other,71,-75.5729328533499,C,C,D,A,1
Non-binary,Brazil,54,-22.186744884813546,A,C,D,A,0
F,US,45,-58.1165579385427,E,C,C,D,0
M,UK,24,14.486863062752017,C,C,E,E,0
Other,Other,78,96.1338736355479,B,E,A,B,0
Male,UK,61,136.3828773939481,A,E,B,C,1
Female,Other,21,42.897402696209355,C,E,B,B,1
M,US,76,59.54247814547449,B,B,D,B,1
Female,UK,86,-74.62088440557314,D,D,C,E,0
M,UK,87,-154.79030084202344,C,E,B,C,0
Other,Mexico,82,103.17125686204793,D,A,D,D,1
M,Other,57,-22.91617717575373,D,B,D,B,1
Female,US,99,53.99839983086068,A,E,D,A,0
Female,UK,30,-22.809470339110202,A,A,C,E,0
Male,Germany,52,13.12617259840097,A,B,E,C,0
M,China,40,-43.420713067345154,A,D,D,B,0
Non-binary,China,22,-147.86870071795659,A,D,D,A,1
M,Mexico,44,32.34890098183665,A,B,A,D,1
Male,UK,34,-32.82895372580516,C,D,C,A,0
Male,Germany,29,-68.31245304653906,C,C,D,B,0
Male,Other,44,-110.01851978316093,E,B,A,E,0
Other,UK,18,72.34189467230911,D,A,A,A,1
Female,Mexico,51,58.248115521957175,B,D,C,E,0
M,Germany,41,-119.76900836467415,B,A,C,D,1
Male,Brazil,75,-165.26068026635642,B,A,B,B,1
Other,Mexico,65,43.59379144230985,E,D,B,C,0
Non-binary,China,74,-65.53862164354163,B,C,C,E,0
M,UK,27,79.60968724180005,C,B,B,A,0
F,UK,96,-128.81247194585288,A,A,A,E,1
Female,Mexico,37,84.77042961764587,D,C,E,A,0
Other,US,74,-14.28963282072367,C,D,C,A,1
F,Brazil,81,-34.38165230931949,B,B,C,B,1
Female,Mexico,59,-7.489512162000779,A,B,E,B,0
F,Mexico,53,41.12368755509635,B,B,E,A,1
M,Brazil,50,87.4835964847535,C,E,A,A,0
Non-binary,Other,80,-143.98316170229864,D,D,E,B,0
Male,India,90,-65.13756152042606,D,B,B,C,0
M,China,40,-88.13798098067866,A,A,A,D,1
Other,Other,54,-15.086879113466845,E,C,C,B,0
Non-binary,India,59,-7.923004780345632,D,A,C,E,0
Other,US,25,-57.25564258125833,B,C,D,B,1
M,Brazil,96,71.12644812002242,B,D,E,C,1
Non-binary,India,39,210.8435362457873,C,E,E,C,1
Other,China,90,-28.269310086281575,A,C,C,E,1
Other,Germany,68,-24.15193429120272,C,C,A,E,1
Other,UK,38,167.9538298243248,A,C,B,B,1
Male,Other,53,-58.72598327887925,B,A,D,D,1
Non-binary,Brazil,40,36.77128519129689,A,E,C,D,1
Non-binary,Mexico,93,-248.971017492963,C,B,A,B,0
M,India,61,45.73918233652771,B,D,E,A,0
Non-binary,India,88,42.06329275294491,C,C,C,A,0
M,Other,33,68.82053122191569,D,C,B,C,1
Male,Brazil,58,-125.89825265678591,A,C,E,B,0
M,China,79,-50.179039569202686,E,D,A,B,1
Male,UK,36,58.486981622286095,B,D,B,D,0
M,Brazil,77,-183.0589160937445,A,A,B,B,1
M,Other,54,-69.37664112416962,C,D,A,E,0
Male,Germany,41,-63.2059645194145,B,A,C,C,1
Other,China,26,57.09487072362198,E,B,B,B,0
M,China,51,-31.070641679071997,A,B,D,A,1
M,Mexico,89,-64.18640192270911,C,A,D,B,1
Other,UK,47,-18.292098995613735,E,C,D,E,0
Male,China,92,-112.02434090407623,B,D,D,D,0
Non-binary,Mexico,42,82.03642863250235,E,A,B,A,1
F,China,36,118.2213916876037,A,A,D,A,1
Other,China,32,64.99557806952849,E,E,B,C,0
F,Germany,18,172.55659511405335,E,D,C,B,0
Non-binary,India,44,93.49154997035998,A,D,C,A,0
Non-binary,Mexico,75,103.36218969356936,B,A,C,E,1
F,Brazil,89,54.94723506491701,A,C,D,A,0
F,India,24,-81.34715970218328,B,A,B,C,0
F,US,94,165.98434220147146,B,C,B,A,1
Non-binary,India,35,69.91633685371923,C,E,B,B,0
Female,US,39,-10.110957923976121,D,D,E,D,1
M,Germany,40,84.51737470102927,C,C,B,C,1
Male,Mexico,72,69.81584860705343,D,B,D,E,0
Non-binary,UK,34,30.495575563246124,E,C,E,E,1
Other,Other,79,-17.02172713389847,B,B,D,E,1
Non-binary,Other,36,17.466532174996917,B,B,D,C,1
M,Germany,34,-15.032219990068283,D,D,E,A,0
F,Other,38,-110.89948406122909,E,D,C,C,1
Male,India,95,-259.1188336778703,D,C,D,B,0
M,US,92,-25.18125930114845,C,C,B,E,1
Non-binary,Brazil,61,-4.587341579847919,E,C,E,A,1
Other,Brazil,98,69.18602496781983,A,B,A,C,1
M,Mexico,27,40.92270170381586,D,A,C,B,0
Female,Germany,95,-160.51491590762893,C,B,B,A,0
M,India,72,38.65969584655401,C,E,B,D,1
F,China,53,11.82353905954739,E,B,D,B,0
F,Mexico,85,130.0357191495954,B,D,D,C,1
Non-binary,Brazil,68,47.554078701784434,D,D,C,E,1
Female,US,37,-9.603865094474452,C,E,C,A,1
M,Other,40,-164.58184075929972,E,D,D,A,1
Male,Brazil,86,108.77842807141427,E,E,C,E,0
F,US,35,-83.96623666454664,D,A,B,A,0
F,China,22,70.27530365858442,B,C,A,E,0
M,UK,99,95.91155741593883,C,B,B,C,1
Female,US,56,17.442386845814138,B,C,E,D,0
M,China,27,-52.7258062312098,C,D,A,E,1
Female,Brazil,51,-110.59393161009568,E,A,B,B,1
Non-binary,India,42,-144.32492123719044,E,D,D,E,0
Male,Brazil,24,-8.953246150591463,A,C,A,C,1
Other,India,46,-30.855655062956927,B,D,D,C,1
F,Brazil,45,-51.87404073133797,D,A,B,B,0
Other,Other,32,-1.3520714520845853,D,B,B,C,0
M,Other,93,-134.70526584156337,A,E,D,C,0
Male,Brazil,80,-52.88137190660026,C,A,C,D,0
Other,China,36,16.802587679296405,E,A,A,C,0
Female,India,39,-2.0765725253685874,E,E,D,A,0
F,Mexico,49,178.49401247794836,A,D,E,C,0
Other,Mexico,78,85.11458185608642,B,B,B,D,0
M,US,63,-69.91570580943777,A,B,E,B,1
Male,India,44,-26.95047255908875,E,A,D,D,0
Other,US,33,30.17794704926754,D,A,C,D,1
F,Other,25,-28.16976233904921,B,B,D,B,0
F,US,51,-131.7920654381415,D,A,A,C,1
Other,Other,44,29.907022168385804,C,D,E,E,0
Female,Other,29,24.013207536205794,E,B,B,D,0
Female,US,79,-151.32301683469095,E,A,E,D,0
Male,India,78,14.576949379150658,D,A,A,B,0
Female,UK,65,20.901639717853083,C,E,C,B,1
F,Mexico,36,90.26418894204068,B,E,A,B,0
Male,Germany,19,-139.66171784442648,B,A,B,A,0
Non-binary,Other,25,15.05363783847218,E,E,C,E,1
M,Mexico,28,77.12680552042688,B,C,E,A,0
F,Mexico,76,-185.20065565833573,B,D,E,C,0
Other,Germany,27,58.98735942561345,D,C,D,D,1
Female,Brazil,73,-211.05320039511957,A,B,E,A,1
Non-binary,Mexico,18,-113.03933733660946,C,D,C,C,1
Other,UK,40,142.96697467870933,C,A,B,E,1
Female,UK,88,5.449716934262306,A,A,A,C,1
Non-binary,Mexico,27,104.86283249944913,B,B,B,A,1
M,US,71,29.539566082668895,A,D,E,B,0
Male,Germany,83,-83.09260745597975,C,B,E,B,0
F,Other,43,123.22253276516852,A,A,B,D,0
F,UK,38,-75.42005298240298,C,E,C,E,1
F,Brazil,77,-273.10789067325965,E,B,D,B,0
Non-binary,Other,83,195.82607584638203,E,D,E,D,1
Female,UK,24,-99.7012436378638,A,B,D,C,1
Female,China,62,32.235926325516495,B,E,E,D,1
Non-binary,India,93,138.63601759945186,B,C,C,A,0
Male,Mexico,56,-32.3191070047848,B,E,A,A,0
M,UK,79,80.47886529600645,B,E,B,E,1
F,UK,83,107.61507013190163,D,A,A,B,1
Other,US,97,-101.62320656705968,D,D,E,D,0
M,Brazil,71,164.2879625218231,E,B,A,A,0
Female,Germany,35,-177.50661499855573,D,A,B,B,0
F,India,36,190.55860545254515,B,B,B,D,0
Male,India,30,170.6418257350445,A,E,A,C,0
M,Mexico,33,88.73158698012807,D,C,E,D,0
F,India,19,-200.85825459893977,D,E,E,C,0
M,US,86,-94.99364245395554,C,E,A,C,1
M,China,49,-102.72113276882607,A,D,E,E,0
F,Germany,74,122.73506405325621,A,A,C,D,1
Male,India,64,6.713857835454896,B,B,E,D,0
F,Mexico,95,-7.774845590465307,D,B,D,B,0
Other,US,54,-52.44190965687602,C,C,D,D,0
Non-binary,US,76,56.98592862395553,C,B,A,E,0
F,Brazil,29,-126.24593443668735,D,E,D,B,1
M,US,82,330.0887155288291,C,E,E,B,0
F,US,22,-138.75628231695077,A,C,A,D,0
F,US,69,-165.15866028837533,D,D,B,E,0
Non-binary,UK,86,60.25019441062223,B,C,B,B,0
F,UK,62,12.612394639267247,B,C,A,E,1
Non-binary,Brazil,38,-7.013504327991791,D,A,B,B,0
F,Brazil,27,109.69918705377266,D,A,B,B,0
F,UK,22,122.67186488277639,A,C,A,B,1
M,China,29,68.59395539176423,B,A,E,A,0
F,Mexico,84,10.450298518610364,E,A,E,D,0
M,India,48,-122.47717432774878,C,C,B,D,1
F,Mexico,79,141.6962099031845,B,B,D,A,1
Female,Other,37,7.86408734903985,C,E,E,D,0
Male,Other,60,96.95740415330107,D,E,C,C,0
Female,China,29,169.2702504463169,D,D,B,C,0
Other,Mexico,62,3.558368838873164,E,D,C,E,1
Female,US,88,-132.57431621863387,B,D,B,C,0
Female,China,19,-81.05199935230009,E,B,D,B,1
Male,UK,24,81.86044047094688,C,C,A,E,0
M,China,52,-128.5276634052004,B,C,C,D,0
M,China,77,-30.384738841562115,D,D,C,B,0
Non-binary,India,20,-126.98544366578963,D,E,A,B,1
M,UK,80,-92.00404297452864,A,D,E,E,1
Other,China,76,92.46725835914418,B,C,B,A,0
Female,US,65,180.32957433043615,D,A,C,A,0
Other,Mexico,48,97.04835355396699,A,E,D,C,0
M,Brazil,56,-26.368435414302393,D,D,D,D,1
M,UK,47,-4.5579561015733905,E,D,D,E,0
Non-binary,Mexico,74,102.32370837805142,B,A,E,A,1
F,US,70,25.197438854715948,A,D,A,E,0
M,UK,22,-22.519262042937722,E,A,B,E,1
Male,US,85,166.45412524733675,D,D,A,E,0
Other,US,91,-95.11819095265315,B,E,E,E,0
Other,US,44,-145.5206696589454,B,E,E,B,1
Male,China,56,-80.55374329198675,D,D,B,B,1
Male,India,61,-144.3541321694491,E,B,A,C,1
Other,Germany,87,-34.44546351260522,C,C,E,A,0
Non-binary,UK,52,-48.96351302960873,A,C,A,B,1
F,US,54,145.82433635362887,E,D,C,B,1
Non-binary,China,95,75.89910302360775,B,C,B,E,1
Other,UK,53,-95.2302483874354,A,D,C,E,1
Male,China,77,-149.64298244401348,D,E,A,A,1
M,China,29,-51.91836594377545,C,C,D,B,1
Female,US,37,-44.664708240768,E,C,D,A,1
M,Mexico,34,-15.613459062707404,A,B,E,C,0
F,Brazil,41,-17.53593991944235,C,D,D,E,1
Female,India,61,2.5247108567470766,D,C,B,E,1
Female,Mexico,97,18.081189530623494,C,A,D,A,0
Non-binary,US,59,85.25214444675512,B,C,D,D,1
F,US,47,-61.191433043603446,C,D,B,C,0
M,Brazil,62,32.68731760574328,A,C,B,A,1
Male,China,47,-2.4267375893133245,D,D,B,E,0
M,US,33,54.92798013618512,A,D,D,B,0
F,Brazil,36,21.69414037915487,E,C,A,C,0
F,US,39,66.84564107796025,E,E,B,A,1
Other,Other,88,52.060178951836,D,E,B,A,0
Other,Mexico,66,-61.0831668641033,B,E,A,B,1
Other,Germany,72,111.39555028060254,D,E,E,B,1
Other,China,83,-46.89984857312751,A,E,A,D,1
Female,India,73,14.86120719412461,B,B,C,D,1
Male,Germany,54,-72.22452474065886,E,E,B,D,1
Female,Other,39,41.11894326954321,C,D,C,E,1
Male,Germany,28,128.20629542743583,A,B,A,D,1
Non-binary,US,88,-132.86315483751864,B,B,E,C,1
M,Other,28,30.364967945327482,A,B,E,C,0
Other,Mexico,29,-78.53423883209288,B,B,B,D,0
M,Mexico,58,46.1680580482907,D,C,D,C,0
Non-binary,Brazil,36,-130.90157837837654,A,C,B,B,0
M,Other,42,-187.80979890023673,B,D,D,E,1
F,Germany,75,-67.30633155881611,D,D,C,E,0
M,US,82,126.75957345622602,B,C,E,C,1
Male,Other,42,-197.24261918375385,E,C,B,B,1
F,China,67,-220.84315595532917,D,B,D,E,0
Other,Brazil,81,73.23524058287906,A,D,B,B,0
Non-binary,Brazil,88,37.37240598318495,A,C,E,E,0
Male,Other,62,110.34295240683952,C,C,A,A,0
Male,Brazil,59,-65.9801658389509,A,E,E,E,1
Male,Brazil,96,-49.77977294221422,A,C,B,A,1
Male,UK,57,111.85642422191569,E,A,C,A,1
Male,US,67,-78.79122238487668,D,E,A,B,1
Female,Germany,52,-46.12699322113843,E,E,D,D,1
Female,US,66,13.565475527041016,A,C,C,C,1
M,India,82,-79.35277816377166,D,D,C,A,1
Other,Mexico,88,-44.504595272073054,A,C,E,B,0
Male,Brazil,68,124.3264751550098,D,E,E,A,0
Other,US,51,-67.5913699807359,D,B,C,E,0
Female,Germany,54,-35.70565418520877,D,B,E,D,0
M,Other,66,183.447022155911,E,C,E,D,0
M,Germany,50,-83.47398842543501,E,B,D,C,0
Male,India,73,-51.6096907079417,E,B,A,C,0
Female,Brazil,48,-19.2723827187722,B,E,E,D,0
M,US,26,76.8437365389402,E,C,C,D,0
Non-binary,Germany,87,-96.62306322095215,D,B,D,B,1
Female,Other,46,-1.9971527792310133,A,C,E,A,1
Male,Germany,63,64.98086773990246,B,A,C,A,1
F,Other,43,-8.832015253124931,A,B,A,B,0
Female,Germany,49,-79.84750636196584,A,E,C,D,0
F,Brazil,35,-26.671667824323546,A,B,B,D,0
Non-binary,US,36,-110.05976060939928,C,A,D,C,0
Other,UK,67,52.602992267526474,A,E,C,A,1
Non-binary,Germany,19,-81.24377101577467,C,E,B,C,0
Male,China,46,24.60677143338554,B,B,A,A,0
M,Brazil,44,284.25023763693673,A,A,E,A,1
Male,Germany,73,64.9585619821391,E,A,C,B,1
Other,US,79,15.073282360829863,C,B,B,A,0
F,Other,87,181.7104254616344,E,B,D,A,0
Female,Mexico,42,56.837453815218666,D,D,A,B,0
Male,India,73,-134.5451527606193,B,C,D,A,1
M,China,48,12.796609324153351,D,B,C,A,0
M,UK,52,74.07844420029225,A,C,E,E,1
Male,Other,82,37.14849484888616,B,A,D,A,1
M,Brazil,24,-173.89185809899485,E,D,D,C,0
Other,India,20,-159.8051348526448,E,A,D,C,0
M,China,50,78.40399480484042,C,C,D,A,1
Other,Other,81,38.8576416203927,B,C,D,D,1
Other,UK,78,-65.17454931925519,E,C,C,E,0
Female,Brazil,80,-81.43848448480875,B,E,E,B,1
Other,Mexico,51,-55.20499002310276,E,A,E,E,0
F,Other,72,94.4235078233245,B,A,E,E,1
Female,UK,53,-298.57979113035657,A,B,D,E,1
Female,India,89,153.58839414092049,B,C,C,A,0
Male,China,49,-25.73859679584105,E,A,B,B,0
M,China,88,-86.27302578917708,E,C,D,A,0
M,Brazil,30,51.077355060420885,E,A,A,C,0
F,Mexico,40,-36.59311176464988,E,A,B,A,0
Non-binary,UK,85,207.27181557300332,E,A,E,A,0
M,Brazil,93,1.6064431811349569,A,C,B,B,0
M,Germany,46,-104.88358356266272,D,A,E,B,1
F,Mexico,86,-218.2596441020722,C,B,C,E,1
Non-binary,UK,58,143.3153603161786,C,D,E,C,0
Male,Mexico,50,44.29856671430469,C,D,B,B,0
Other,Mexico,55,-87.93399840787932,B,A,E,A,0
M,UK,83,33.275934497756865,C,A,C,C,0
Female,Other,56,102.48700158247028,A,E,B,A,1
Non-binary,India,53,81.52645324309759,A,A,E,A,0
Male,Brazil,46,86.95097686432631,E,A,C,A,0
F,Brazil,62,57.41518955425635,B,A,A,C,0
Male,US,23,-32.357104776308695,A,B,B,A,0
Non-binary,China,56,-79.38456913878711,E,B,C,D,0
F,US,94,10.90975237774727,E,A,B,A,0
Non-binary,China,55,-151.33608284743704,A,C,B,E,0
F,China,81,-94.52092335172516,A,A,E,B,1
F,Other,18,213.78932568014278,D,D,E,D,1
F,UK,95,133.96183335609396,E,E,A,A,1
Male,Other,45,3.3752885515352196,B,D,E,E,0
Non-binary,US,47,-53.98515067446965,C,A,D,C,0
F,Other,66,-15.727260743552232,C,E,E,C,1
Male,India,42,-217.4211710698382,D,E,D,D,1
Female,Mexico,33,26.803899611039483,B,B,E,B,0
F,Mexico,75,35.186694062683486,A,E,C,A,0
Male,UK,63,-94.93498144623423,C,C,C,D,1
Non-binary,UK,36,-27.809617350980425,C,D,E,D,0
Female,Brazil,22,-33.3539619625342,C,C,B,A,1
Non-binary,Other,71,-99.61834839912721,B,D,C,C,0
Male,UK,93,-94.63648243687153,E,D,D,C,0
Other,UK,84,91.96905825571451,C,E,D,C,0
Female,Brazil,56,-34.736025661215756,C,D,A,B,0
Female,US,40,14.908857548770532,A,C,B,C,0
Other,Germany,19,9.014283348495889,E,E,B,E,0
Female,Germany,87,-70.4742850227273,C,B,D,D,0
F,US,20,-127.35640528418915,A,A,A,C,0
Non-binary,US,70,-6.442390575101498,D,B,A,B,1
Female,Brazil,79,-40.10837121353809,C,E,B,C,0
M,Germany,73,215.2867969156332,D,A,A,A,0
Male,China,58,-49.16237989122013,D,C,B,B,0
F,China,43,-108.15512444552103,D,B,C,C,1
Female,Germany,99,-80.57596064685427,B,B,C,B,0
Female,US,50,-40.64984701615028,A,B,C,C,0
Male,Mexico,94,51.87505756004644,C,C,A,A,1
F,Other,74,-76.11806502146456,C,D,D,D,1
Female,China,35,-51.05032506405267,B,B,A,B,0
Non-binary,Germany,50,-12.133847301390949,A,D,C,C,1
Non-binary,Germany,65,28.89914517077546,A,E,D,B,1
Non-binary,China,77,-28.433314003851578,A,C,D,D,1
M,UK,80,-111.02341752755287,A,D,E,A,0
Male,Other,87,-41.0909344226105,B,D,D,C,1
Non-binary,China,69,-44.17891100126901,C,C,C,A,0
M,Brazil,69,-42.81202331618869,D,D,A,E,1
M,Brazil,34,-240.9040929688059,B,B,C,D,0
Female,Brazil,51,57.10204963187141,B,D,D,E,0
Male,Brazil,65,131.46048438977195,E,D,E,C,1
Female,Mexico,59,-118.10544475205617,B,A,E,D,1
Female,UK,32,-8.317851481660977,C,A,A,A,0
Female,US,90,171.26840391684811,C,C,B,A,1
Other,Other,48,-236.29345252278125,D,E,E,B,0
Non-binary,Other,42,41.908926339131945,E,E,D,B,0
F,Mexico,76,65.73859151069036,D,C,E,D,0
Female,Brazil,34,42.288444872508144,E,A,C,A,1
Female,India,40,109.22932374525173,A,B,D,E,0
F,Mexico,84,-123.93640535683362,E,E,A,D,1
Male,Brazil,88,104.66985805540028,A,D,D,D,0
F,Brazil,51,201.72908328533416,C,C,E,E,0
Male,Mexico,51,9.927147990301009,D,B,E,D,0
Female,Other,56,-26.235049055803124,E,E,A,A,1
F,Germany,28,-47.763350463149564,B,D,E,C,1
Female,India,31,-6.326655634760823,C,C,D,B,0
Non-binary,India,48,-76.07452131609868,E,B,A,C,0
Male,Other,68,50.95358292270321,B,B,A,D,0
Other,India,65,62.20290290113364,A,E,D,A,1
Male,Other,69,-166.82834019911544,C,C,D,D,1
Male,China,19,-48.58552975431835,A,D,E,A,1
M,UK,30,101.48889569177639,D,D,A,D,0
M,Other,65,146.40893136460912,C,B,E,C,0
Non-binary,Brazil,85,-153.97348304414723,E,A,E,B,1
Male,Germany,58,75.35750964969591,D,A,C,C,1
Male,US,90,82.51140020387051,A,D,B,B,1
Female,Germany,37,40.02681886858481,C,E,C,A,0
M,India,44,-122.29091107062453,C,E,D,C,0
Non-binary,India,91,95.5874043188259,E,E,D,E,0
Other,India,89,-108.40621018146548,B,E,E,A,1
Other,UK,24,0.8842559992951865,C,B,C,C,0
M,Brazil,83,321.62508329889397,B,B,B,D,0
Male,UK,96,-84.41928062035569,D,B,B,A,0
Female,China,20,-41.05354838806589,B,A,A,B,1
M,Germany,18,-112.66756284505266,A,E,B,C,0
Female,Brazil,70,44.310901108284035,C,C,C,D,1
Other,India,47,-72.22648443176956,A,E,B,A,0
M,UK,57,-22.978306681430563,D,B,A,D,0
Non-binary,UK,83,-61.72382431449126,B,C,D,C,1
Non-binary,Mexico,55,-39.127721204796245,A,C,A,C,0
F,Other,64,88.77309977319706,A,C,D,D,1
Male,India,20,56.54969423715378,B,D,A,E,1
M,Brazil,62,-302.6475637037374,E,D,E,C,0
Male,Brazil,37,-111.97889887994026,C,C,D,B,1
Male,UK,82,52.418908186421476,B,B,E,E,0
Male,US,87,-54.41891806678386,D,C,C,B,1
Male,UK,29,83.91240994411339,D,B,C,A,0
Non-binary,China,94,-113.63940292949795,D,B,D,D,0
Female,Other,20,148.3835123096042,C,C,B,D,0
Female,Other,71,99.85409572534257,B,E,C,E,0
Male,China,56,128.15467748311886,C,A,A,E,1
F,Mexico,28,52.07283297870612,D,B,B,D,0
F,Germany,20,45.969906131151795,C,E,E,C,0
F,China,40,104.73032160184015,B,D,E,C,1
Male,Mexico,41,-71.97483443426096,A,D,E,A,1
Female,Brazil,45,-106.90734006757016,C,A,B,A,0
Male,UK,34,96.62342870110582,C,C,A,D,1
Female,US,53,-127.58221444565304,C,D,A,B,1
F,Mexico,68,-34.40307438048792,C,A,D,D,0
Other,Other,49,-55.958793066517345,E,E,A,C,0
F,China,41,-50.86979222387581,E,E,D,B,0
Non-binary,India,82,-18.81502525988498,D,B,C,C,1
F,India,26,-56.403800339997964,B,B,C,B,1
Other,Brazil,83,86.34055504357731,B,E,D,C,0
Male,Other,27,70.58039658691948,D,B,A,C,0
M,Mexico,78,59.74857330052259,D,D,E,B,1
Male,UK,99,115.16032269586947,D,B,E,B,0
Male,UK,71,89.29707054326373,E,E,C,C,0
Non-binary,US,51,-116.95765147441249,B,E,E,D,0
Female,China,67,-199.94311857373182,A,E,A,D,1
F,Mexico,63,-1.342839901083285,C,D,C,E,1
Non-binary,US,32,36.452929659762354,E,C,B,B,0
M,Mexico,85,59.11204162950122,E,B,E,B,0
Male,US,41,-150.16040709807243,B,E,B,D,1
Non-binary,Germany,75,-97.44172559409567,A,C,C,E,0
Male,Other,76,180.12194084709506,B,C,D,A,0
Other,US,49,109.3821968173207,D,A,E,B,0
Female,Mexico,59,12.341212192137041,D,B,B,E,1
M,US,76,-94.66031488980663,D,C,A,A,0
Female,Germany,37,-23.391037349009654,C,B,E,C,1
M,Brazil,91,93.06425419548417,A,A,A,B,0
Non-binary,China,52,93.98168506558935,A,B,C,C,1
Male,Mexico,34,11.234096951828992,E,C,C,C,0
F,Mexico,33,-9.167406733164858,E,E,D,B,1
M,Germany,76,3.036815644807298,A,B,D,A,0
F,Germany,82,13.916658208910004,E,D,E,B,0
M,Germany,89,251.45747416276012,A,D,B,B,1
Female,China,19,-15.032574957409034,B,C,E,E,0
Female,Germany,19,-134.9449941650865,C,C,A,E,0
Male,Germany,30,127.17663522210718,D,B,E,A,0
F,Other,48,-86.73343666086886,A,B,B,E,1
Non-binary,China,61,5.062487963579665,C,A,A,D,0
F,UK,41,-80.16381868055056,D,E,E,E,1
F,US,49,-41.03567740231461,B,A,D,B,0
Non-binary,US,36,-14.178977335677207,A,E,C,C,0
F,Other,42,-120.07624018718734,C,D,B,D,0
Other,Other,31,-12.89585112893297,E,C,C,C,0
F,Other,42,-31.898870190796508,D,E,E,B,0
F,US,28,136.43599307314886,E,D,E,D,0
Male,Germany,31,-116.37986741005983,D,E,A,B,1
Male,UK,42,207.38660022753783,B,A,B,A,0
F,Other,73,73.40308150199102,E,B,E,B,0
Female,Germany,79,-193.32464480363805,A,D,E,C,0
Other,Germany,38,33.18857792620219,D,A,A,B,0
Non-binary,UK,21,-9.34760700861302,D,C,E,C,0
Other,US,74,27.071463528698068,B,B,D,A,1
Non-binary,UK,64,-7.898333158785041,D,E,D,E,1
M,Other,63,-26.419265061912377,E,A,C,E,1
Non-binary,Germany,89,-98.82693004657808,B,A,C,C,1
M,US,37,49.50960205532116,D,E,D,B,1
F,Germany,23,61.29657817987714,E,B,A,D,1
Male,Other,69,-187.4491948978617,E,A,D,B,1
Female,Germany,91,-143.64147925216258,A,B,B,E,1
M,UK,96,-40.07330634041549,A,C,D,E,1
F,Other,61,-122.1238085191901,A,B,D,B,1
Non-binary,Mexico,76,-83.94686183819357,C,A,B,C,0
Non-binary,Other,80,5.607828679992012,D,E,A,E,1
Other,UK,55,21.133721292092602,C,A,B,E,0
F,China,29,-27.137117523452957,A,D,B,A,0
Non-binary,UK,55,7.651513558405355,A,A,E,A,0
Female,Brazil,72,74.73870009886922,B,D,C,B,1
Other,China,29,-87.94128546112573,A,A,E,B,0
Other,Germany,45,51.297287765131635,C,D,D,E,0
Non-binary,UK,81,-51.43531147094129,A,E,E,B,1
F,Germany,19,-23.162523505435523,A,B,E,B,1
Male,Mexico,61,26.856140470384936,E,B,B,C,1
Non-binary,Mexico,27,27.801609026005693,B,B,B,A,1
F,UK,98,116.56610523740008,D,B,C,B,1
Male,US,37,-80.68728855856074,E,A,B,D,0
Non-binary,India,44,-92.48019995085677,A,A,D,A,0
Non-binary,India,82,-41.65168865445643,A,A,A,A,0
Non-binary,Germany,92,4.625966969786437,E,D,A,D,1
Non-binary,Other,61,-134.79366975715777,E,A,B,B,0
Male,Brazil,25,53.481495959903654,A,C,B,E,0
Non-binary,India,50,-76.47166292758565,E,E,C,B,1
Other,UK,99,-222.15926410680677,D,B,A,E,1
Other,UK,39,-129.21406052839217,E,C,E,E,0
Other,Other,41,-18.76512783057687,A,C,C,B,0
Other,UK,89,-36.72176137901206,B,B,D,B,1
F,Mexico,74,-8.588760677397268,B,D,D,C,1
M,UK,35,48.052403270485506,B,D,B,A,1
Male,Other,60,77.99012389433719,C,C,E,C,0
Male,Other,54,-15.768470578877606,B,C,B,E,1
Female,UK,91,-70.70582511950718,C,C,E,E,0
Other,US,83,-191.4967274698856,B,C,D,C,0
Male,Brazil,96,14.35481897299464,C,D,E,E,1
Female,Germany,34,-6.70868067282695,C,D,A,E,1
F,US,31,-33.96781381825048,B,E,A,E,0
Female,Germany,70,102.95969908731317,D,D,D,C,0
F,India,53,158.6304161159658,A,D,B,A,1
Male,UK,62,-74.1393207339644,B,E,C,D,0
Non-binary,UK,89,84.87658281355162,D,E,D,C,0
Non-binary,Brazil,49,133.60622524132415,D,C,B,C,1
Other,Mexico,76,-119.51407648735713,C,E,D,D,0
Male,UK,93,-58.13408127669671,D,E,B,A,0
Female,Other,46,-50.3123539035614,E,D,B,C,1
Male,Brazil,32,-8.452579740598,B,D,D,E,1
F,China,61,-176.68655638047463,C,B,C,C,1
Non-binary,US,63,12.711168396488773,A,D,A,E,0
Female,China,72,77.66028681031894,A,A,B,D,0
Non-binary,Germany,59,6.785268493120982,A,C,B,E,1
Male,China,69,123.88267824037247,B,E,D,E,1
Male,Mexico,44,-292.3268677295905,A,B,B,C,0
Non-binary,US,79,-48.989930223478794,D,D,D,E,1
F,China,49,8.582975079610506,C,C,A,C,1
Female,China,81,43.48901871415103,B,E,A,C,0
M,Brazil,80,-126.76108309567064,C,B,C,A,1
Non-binary,China,90,-32.46312212920417,D,C,B,D,1
F,India,52,-40.23688386236464,D,D,A,B,0
Male,Other,18,161.84213150762753,A,C,A,E,1
Other,Mexico,99,-7.461232827075534,C,C,E,B,0
Female,US,35,24.847245287107985,D,B,A,B,1
F,US,76,46.38917338603106,C,D,D,D,0
