age_range,disabled,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
26-35,Mental,Germany,C,B,B,-28.049333953775367,E,B,5.296432620889532,-186.8996054466877,111.55095649116815,D,0
65+,Both,Mexico,B,C,D,-73.22184251483289,D,E,120.53284110858134,-59.07385995637551,-64.48211173085089,D,0
36-50,None,Germany,C,D,B,126.87145398532674,C,B,-63.33194480522063,-46.93622146286566,52.47674390709902,E,1
26-35,Yes,Germany,E,E,B,45.76940198452758,A,A,-17.491260469900865,27.912515841350434,-46.29268743456744,E,1
18-25,Physical,Brazil,E,D,E,-218.0904782124836,C,C,67.93588249903215,-145.33716168800862,-108.68641768749221,C,1
36-50,Mental,China,E,B,B,23.58197809577063,C,B,71.1008426611609,80.16794530231216,76.4143447593725,E,1
26-35,Yes,China,A,D,B,65.39579182650647,D,E,-9.103356274311649,-172.67981454188347,-59.481797001831474,C,1
36-50,Physical,UK,A,C,B,-101.09240399606436,E,D,-151.42086921681053,-125.95157034868292,6.220829853915926,D,1
18-25,Yes,Germany,B,C,C,-93.10826697912593,B,A,-132.90729361204953,-43.69652071918521,194.9142350587095,D,0
51-65,No,Brazil,E,E,D,-91.31316818199502,D,D,-9.860581738889161,-15.37599279321658,75.08671740240187,E,0
26-35,Both,US,A,C,B,-9.758017735999521,B,C,-134.00553754005588,-43.57050950482986,-68.07206582591071,B,1
26-35,Yes,Other,C,C,E,10.06274386153539,C,C,-36.737247124093535,32.77191976396549,17.032823129834874,D,0
26-35,Mental,India,C,E,D,-39.58233554022004,D,E,89.77458913009089,-43.442436923549714,28.855801307576517,E,0
18-25,Mental,UK,A,E,E,-53.20095045805957,B,B,-94.26259141804579,25.770157243026894,-132.39918007061215,C,0
18-25,Both,India,C,E,B,-99.09501336389016,D,D,-225.26228157447773,114.00547265475409,54.02343437761714,D,0
26-35,Physical,Other,E,A,A,14.120440243836594,D,A,-89.09408749563357,-121.7951198402412,-41.735136175773654,B,1
36-50,None,UK,A,D,B,-101.07546469516745,A,B,-161.9348230586115,-62.93790317617823,-174.21061126416484,D,1
26-35,Physical,UK,C,E,C,66.97447921156136,B,A,57.17972572406411,24.8443766611644,133.7938282804774,E,1
26-35,Physical,Mexico,B,B,D,248.14886875972292,A,A,5.797892773864068,67.98350419905329,92.29274739557246,D,1
18-25,Mental,China,D,B,E,64.95480968292301,A,D,-62.49659954647696,51.00253282156021,8.528071499411302,E,1
65+,Mental,US,A,B,E,-18.16770558723325,D,C,-43.28748628327865,-111.73670504436473,178.6405949690184,A,0
18-25,Yes,India,A,C,C,202.33104556278397,C,E,-15.834006800544106,-22.551202060139953,-31.771087720177988,E,0
18-25,Mental,China,C,D,C,-155.0352066410483,E,B,-158.79100081658243,98.46402045666493,71.34739772362347,A,0
51-65,Mental,Other,C,A,E,152.9629433973462,D,E,15.751332652322086,112.45301296503858,-117.2148129472494,B,1
65+,Yes,US,D,D,E,108.102863795942,A,A,-44.71398627187108,-49.80729200052821,67.86016085139404,A,0
65+,Both,China,C,C,C,153.79757749791162,E,A,-148.71789484489207,-132.618869346386,-40.77549936020189,E,1
26-35,Both,Germany,C,C,A,146.68053893217262,E,C,2.4285875779959754,-60.9603097842084,-21.767758725998334,A,1
65+,No,India,D,D,D,28.656943930684037,A,A,-181.67405504535543,36.516810222647315,-81.13185345478726,D,0
51-65,Mental,India,A,E,C,158.8522274714724,D,D,98.68067861620966,14.809060742587961,49.673444449650034,C,1
18-25,Physical,US,C,A,D,-111.62874839990124,A,E,-24.699979900868044,2.1236337275151183,24.799885850923474,C,1
26-35,None,India,A,A,B,53.425478854539556,B,D,93.30673539848101,-14.070831264681594,-115.27577474618323,D,0
26-35,Physical,India,B,D,C,-101.53597836480547,C,C,-101.89492799600292,-226.18441754597222,17.904753103874462,D,1
65+,Yes,China,A,A,D,-84.92194757339782,D,B,55.19259852631082,-83.11276461115946,29.350576521420415,C,0
36-50,No,Brazil,E,B,C,126.72140714936195,A,C,-85.53265613103916,24.450599009883163,7.719885455600216,C,1
51-65,Physical,India,D,B,D,-18.750012333386827,D,E,-39.09484291036547,29.652018513892326,-9.550239215977035,E,1
51-65,Mental,US,B,E,B,-103.43127807159622,C,E,92.12386727039382,-12.301433796726343,-231.61347000317164,E,1
51-65,Physical,China,D,E,A,-37.742930947913266,E,A,-22.517585325038187,-118.13054745469549,62.14841169046343,E,0
26-35,None,India,B,C,C,103.16183413392281,C,B,4.62649113991417,-129.76517378925735,-58.714062147419185,B,0
26-35,Yes,Brazil,E,B,D,72.148504757993,A,A,-60.427657191149805,-1.3940465782780231,83.65925300242635,C,1
65+,Both,Germany,C,A,A,125.81561153229094,C,A,-26.39114338215623,-140.05417256375782,-115.75800943912999,A,1
65+,Mental,Other,B,B,D,-93.4366141162014,C,D,135.39919420764988,-41.02343470521572,42.385493048313705,E,1
65+,Physical,Mexico,B,D,A,-168.8131375387083,A,A,13.15777986919431,-63.70945791349428,48.28270430752347,A,0
51-65,Physical,Mexico,E,E,B,-30.328272883375206,A,D,79.41539535614498,-118.65021856306576,74.94296800565388,B,0
65+,Physical,Brazil,E,B,C,-280.25645379783623,D,A,-85.20841809949337,92.27999405323935,-11.063805273948939,C,0
51-65,Physical,Mexico,D,C,C,156.66959127323977,C,C,-47.47251387531375,75.26563765621046,316.0045225548575,D,0
26-35,Mental,US,E,B,E,-49.806090499498396,C,A,-70.80160023994503,-91.78847926654879,12.266497733982082,E,0
65+,Both,China,B,B,B,99.57215456965459,E,E,-131.19740956372002,68.74825453585387,-209.74839140436993,D,1
65+,None,China,A,D,A,-34.560772306181285,E,E,-114.46440422204604,-242.20820990896587,79.12545565587392,A,0
36-50,Physical,China,E,B,A,95.69490847929278,C,E,225.97302522256223,-134.76883875162446,189.09574540153992,B,0
51-65,Both,China,C,D,A,98.43220771966675,E,D,-95.87753844971206,49.931057485962235,25.876298658480202,B,1
26-35,Physical,Mexico,E,E,E,108.98471779771074,C,E,91.1461162559012,-14.655153881161626,5.420240364141188,B,0
51-65,Yes,UK,E,D,E,71.76190048218555,C,A,-115.80044039990554,-35.21513457238228,-133.96747994872663,E,1
36-50,No,Mexico,D,E,C,15.691421133316474,C,C,-147.8006379662129,97.49041703271634,-36.77957132884407,B,0
65+,Mental,China,C,C,B,-67.66231317317953,A,C,139.69816609703446,-44.67594248164219,62.807422850436666,C,0
36-50,Both,India,E,D,B,-191.7230722614129,B,C,-4.0856094603014,-102.19918440582269,45.97008389600258,A,0
65+,None,Germany,A,E,B,-59.3227580396158,E,A,-26.247267321372597,-41.39306251582119,-9.284247393694244,C,1
65+,No,India,B,A,A,3.3307318002266633,D,E,-64.53237114163281,-1.9749523056782994,26.550130760302103,A,1
18-25,No,Mexico,A,D,D,-11.215739804693905,B,C,29.67872061193244,-35.10914592207869,-71.35724947421566,E,0
36-50,No,India,C,D,D,-62.38533120860612,E,D,193.93388296400508,-59.43637971833141,-160.95403105143157,A,0
36-50,Physical,Other,D,B,A,39.014632017620514,A,B,-70.54981800307019,-157.0536319400671,88.79585036828789,A,0
36-50,Physical,China,A,B,B,92.68831202922276,C,A,-40.4763898821785,-47.43629420162508,-1.7378693311708695,E,1
51-65,No,Mexico,C,E,A,102.92046360129146,B,A,37.502652042982575,-69.24872363924432,155.44067746570573,C,0
65+,Yes,Brazil,D,B,A,119.10136031587007,D,E,8.286774810471558,-166.63543968176745,-70.6573156535789,D,0
51-65,Mental,India,D,D,E,13.007198589153088,B,D,43.50912271477063,101.72183396733583,-158.21006421004066,B,0
36-50,Mental,UK,D,C,D,79.18596093889482,B,C,56.87000859253251,75.1753398931254,52.07984852878992,B,1
26-35,Yes,US,A,D,A,-19.53321720155812,E,B,-21.69791676526182,-71.20173101772768,131.47883514225165,C,1
26-35,Yes,Brazil,A,B,D,82.6064743079524,C,B,-13.523364415362598,-50.488201205501525,64.3182058575832,A,0
18-25,Mental,US,B,E,C,24.544281748553047,B,A,-32.69731966596715,-14.85404916548373,-31.54411656471987,A,0
36-50,Mental,UK,D,A,D,-82.13473326704558,B,D,40.426372918820086,-32.93271191195052,71.74003222749297,C,0
36-50,None,China,D,B,B,201.65305051825712,A,B,-347.2346372325993,168.57274546512292,-88.74480318491659,E,1
36-50,None,US,D,B,E,-186.988687834257,D,E,147.2878791729455,-106.10577661806661,-71.4766579491975,A,0
36-50,Mental,India,A,A,B,-91.78278679407238,B,A,52.92990885983102,100.3127143819032,-18.195500833968424,B,0
36-50,Physical,India,C,A,D,15.167630821782312,D,D,-88.60780487663612,111.60916432831722,154.23314513166457,D,0
36-50,No,UK,E,D,B,-34.83597291552072,D,D,20.204081166556442,114.32060704071458,77.7124742421842,D,0
26-35,Both,Mexico,D,E,C,55.30304574711698,E,D,48.14086978331558,215.26470287376847,84.56093267035342,D,0
65+,Physical,US,D,B,B,-30.60906205170731,E,E,-191.03581139269028,110.09951620612877,119.01153891519145,D,1
65+,Physical,UK,C,A,D,94.62797774750233,A,C,129.62010588129232,35.74459829822473,-62.77207832177349,E,0
51-65,Yes,US,D,A,E,-211.15764986622375,B,A,-81.34825142461723,162.72491350838675,-172.05892701204493,A,0
51-65,Mental,US,E,A,D,-45.94083829844335,E,B,28.1300477819026,-114.39817940183869,20.106084884488983,D,0
51-65,Mental,Mexico,C,C,A,115.91423754757606,C,C,260.3587996768138,-148.34574012218715,20.613900141312016,A,0
18-25,Physical,China,E,A,A,-147.29170151887385,C,D,-209.37242877164505,-61.22994738746696,-33.071345420028706,D,1
18-25,No,India,D,A,E,-90.17420305858717,E,E,100.9104458205136,73.56975834249057,-147.53802441925066,C,0
18-25,Physical,US,C,D,D,56.86032711222185,E,C,100.41153420112738,-75.9148223223166,221.33700181073084,A,0
26-35,Mental,Brazil,B,C,B,-65.3931929575618,C,C,247.6977184681517,73.20840065940223,35.156152077918364,E,1
36-50,Yes,US,A,D,E,-98.95629858031317,A,E,-138.12564808754635,63.264324032538845,-126.01976737620484,C,0
36-50,Physical,China,D,B,B,122.46308114875985,B,A,82.02373591137855,72.92893233748502,126.74585249090752,D,1
65+,Yes,Mexico,A,D,A,-114.7814972183298,E,B,153.053122262116,81.66876000230171,130.54050667383572,C,0
65+,Physical,US,E,E,D,158.83149375626215,D,E,-149.28156604202331,-82.3765360980137,-22.326440103427405,B,1
65+,None,Brazil,C,C,E,-77.38605135860372,E,E,-1.9204787628742999,139.15030649470248,103.11786590852631,C,1
18-25,Yes,India,B,B,A,45.88883375008885,B,A,-261.86621461792294,-139.45281957832373,40.529313889954935,A,0
36-50,Mental,US,C,D,E,-92.71278768453402,D,B,25.526364135264334,-78.04657297030955,-56.61880343835365,C,1
51-65,No,Mexico,E,E,D,-77.91816355970728,A,E,120.16889217184664,-157.06241677070125,33.340398322436464,C,1
65+,Physical,Mexico,E,E,E,156.9605065607147,B,D,131.85951103884858,-167.43188161362522,-21.42725829497503,C,1
36-50,Physical,Germany,A,D,E,64.29962608751147,C,B,-154.68247400528227,-62.315194774467564,37.07490437867271,A,1
26-35,No,Other,C,B,E,188.69458520472324,B,B,10.491655812934205,-14.334804537075083,-39.757658555111654,A,0
51-65,Both,UK,B,E,E,31.598621834741973,C,C,56.117677055855786,-61.623464719113684,-32.20756682535731,D,0
18-25,No,UK,C,D,C,-10.620228180427633,B,C,-159.79927267326167,162.64113368782247,32.504038568619286,C,0
51-65,Physical,Other,D,C,C,50.73658312894367,C,A,-155.5307100573738,-119.03346724373338,-86.84941471532252,A,1
65+,Mental,UK,E,E,E,-164.3087492523564,D,C,-58.67276253044966,-106.40225722954119,189.2910860964573,D,1
36-50,No,Brazil,D,C,B,-25.206558587148066,E,C,61.87508237192078,-63.580256688478954,123.1509446095688,E,1
18-25,None,India,C,B,D,-40.32897622492241,D,D,150.42400348845524,-10.837971492468917,-48.564671136691565,C,0
65+,No,Germany,B,A,E,-2.1408704924040487,B,A,-42.310581329681604,2.3978451480909873,-39.863944445865386,C,0
26-35,Physical,China,B,A,E,155.5896843277824,A,E,-108.43692097916029,36.97768441480245,15.919458795294616,B,1
51-65,No,Brazil,E,A,A,5.186656624300917,D,E,-137.4592077553635,28.284380758327,-19.777072040996025,D,0
51-65,Both,Mexico,A,B,C,92.18345358492464,B,E,-109.16797886882664,13.417312967648275,73.55029131756399,B,1
18-25,Mental,Brazil,E,D,E,-49.263441046645525,D,E,-172.94573078981605,-4.858130855381803,228.22654396922513,A,0
65+,Both,Germany,A,C,C,98.64629074227655,D,B,-95.92835827089121,208.10188991794755,47.6090408473553,A,1
36-50,Physical,US,E,A,D,86.76343316117845,C,D,140.99112407459756,77.64963485042597,48.81034498338778,A,0
51-65,Yes,US,C,E,E,-74.89573738235255,A,E,-43.09311628009538,-41.63410041857886,26.060872301923848,C,1
65+,No,Brazil,A,D,B,83.28099482231046,A,C,132.91396648667282,-101.03371531948062,-27.137113017202815,B,0
65+,Physical,Germany,C,B,E,115.21615320240724,E,A,96.89363056335468,-80.04623959183733,-20.72910731826865,B,1
51-65,Physical,UK,D,B,D,-62.40784785938133,B,B,112.53823775726617,-32.74552035598673,-70.10140321123356,D,1
26-35,Mental,India,B,A,D,-94.53750743431652,E,A,-36.215534325798956,-34.591844494440046,-3.300287982949074,E,0
36-50,Yes,India,B,E,E,-10.935785188933172,E,B,50.41476594605441,-30.96676699633456,27.455175497879925,D,0
26-35,None,US,E,C,B,-23.26216702333405,E,B,-83.3150904927588,168.14666644328508,-117.12030278665459,E,1
18-25,Yes,China,A,B,D,142.8565914183732,B,B,9.304810760915048,-29.90278085221039,103.85155970103861,C,1
36-50,Both,Germany,C,C,E,42.437709673787964,C,B,46.874027057560696,-61.65051895586514,150.0827256729932,D,1
51-65,No,Other,E,D,C,-71.471745165487,D,D,156.32440192909473,134.64347546751426,-76.47607033726584,A,1
26-35,Mental,China,B,E,B,-36.42659048530093,E,D,4.3894750298542995,99.11618509477448,-136.2512315172183,E,0
51-65,Both,Brazil,C,B,B,55.46973851609791,C,E,-8.075182372434764,-44.68436225808233,104.44134215665679,E,0
26-35,Both,India,E,C,B,60.960470716481844,C,D,140.3684855888182,53.04720351572203,-78.16423545848629,A,0
18-25,Yes,Mexico,D,B,B,16.885229114605234,B,C,-5.9327471761977595,-36.94813829683918,-7.429738707178315,B,1
18-25,None,US,D,E,D,3.4288509520702846,E,A,-3.129954979137923,85.16144123158361,41.76184168857885,E,0
26-35,Both,China,E,B,D,-26.087174727142298,D,A,36.32653610548276,-31.55286727979228,-17.82142645729097,C,0
51-65,Mental,Brazil,D,B,D,77.980025944026,B,A,-134.36630899300056,-177.26853489986806,13.055183545134092,B,0
65+,Mental,Brazil,A,B,E,-43.177572469429435,E,C,-146.0656551749655,132.88789800365916,105.81161121154028,B,1
65+,Yes,China,A,B,C,-0.29739916520689696,A,D,117.10102928715412,-116.96826186865007,173.03515343856807,C,1
26-35,Both,UK,B,E,B,-178.97124258452837,B,B,146.56191086974485,22.569580379847682,50.461311993674705,E,0
36-50,No,China,D,E,A,46.14445137435515,A,A,-37.16966682508479,180.04589886966735,7.764480536062994,D,1
36-50,None,Mexico,B,A,B,-51.21323720746359,A,C,-71.51106611397466,111.00584439054661,-11.982821903353694,E,0
36-50,Yes,Other,A,A,C,94.03017535307013,A,B,141.0656045486137,-26.186356952869744,68.21012077554356,A,0
65+,No,India,D,C,D,51.299697824228915,D,C,44.89435875986779,99.94495675750859,-4.786784725403404,A,0
26-35,Both,Other,C,B,B,-153.08588599141208,C,A,-225.3680624846695,52.70069258312494,69.24697448911022,D,0
51-65,None,China,A,A,B,-58.68143574530449,B,B,-11.180773278163786,123.76666132087675,25.60407136567349,E,0
26-35,None,Mexico,B,A,E,-60.784581768222736,D,A,-29.582217771483243,-75.75936158491902,87.08018170565188,B,0
51-65,Physical,Mexico,D,E,E,23.464360979473362,D,E,64.28266045194768,117.20583068637633,-26.032769586574066,A,0
18-25,No,India,A,B,A,83.29134895330598,A,E,32.67245658784919,15.996812891139122,84.55024470700145,C,0
26-35,None,China,C,B,A,-221.84322483889352,E,E,-34.015591320791906,-155.07350582160004,-131.45487878010135,B,1
18-25,Mental,Brazil,D,D,D,41.005456733094256,D,E,-99.37435776895153,159.4572210338952,-27.20101469181649,C,0
26-35,Both,Brazil,C,D,E,15.407597377628854,E,D,-90.1197011583102,167.9943268102587,123.78481252318214,A,1
36-50,Both,US,A,C,D,115.05219300291473,A,E,-124.53113395631749,189.61304522337716,-59.659401229276824,A,0
18-25,Mental,Germany,C,A,B,-140.71995235508155,C,A,-2.786728683992738,44.20390306627881,-41.68205517445722,A,0
18-25,Both,India,B,A,E,-142.93152583576344,B,C,0.19338908620519948,-49.155515762097934,-95.40675635923155,A,1
65+,Physical,China,A,A,E,-98.29622185426507,A,E,18.386022114505664,143.1215898006507,-13.595659670735877,B,1
36-50,None,China,E,B,D,67.25465434154741,C,A,68.21092700952283,-48.49285337654892,-22.632089860158256,E,1
18-25,None,China,E,A,E,-86.4187027149413,D,C,-76.18662713003951,75.67928100495357,151.73549940494786,A,0
18-25,None,Other,E,D,D,5.087667871891609,B,E,-38.71642649482322,2.0168759517368495,-22.120194495193388,B,1
36-50,Yes,Mexico,B,A,C,-51.493000229812914,C,E,-159.8847841391863,116.83492025528763,-63.23023746668903,B,1
65+,Both,India,D,B,A,-188.48003803544162,B,A,43.78597382771188,-81.69557862852875,29.775163720437288,A,1
18-25,None,UK,C,B,D,-69.4531923873901,A,D,82.59593063401049,64.54629757811396,-32.548317516742344,B,1
36-50,Mental,UK,C,A,E,3.5871358562098656,D,E,-114.72250155372747,53.72152889488777,-110.04975403987191,A,0
36-50,Yes,Germany,C,B,D,105.0151520299495,E,E,-107.13474854257228,53.68576111343233,1.6347620872262572,D,1
51-65,None,Brazil,A,E,D,-41.209345166183134,E,A,-53.22136949986079,-41.236830566689434,19.285040272885503,B,0
18-25,None,Germany,D,C,B,-35.62587685225034,C,C,55.88428814540423,19.449883320841554,-34.656777402274614,A,1
26-35,Yes,China,D,E,B,-140.4094893228889,C,D,-77.54070608970022,-137.07494736607504,103.90952352831934,A,1
36-50,No,China,B,B,D,-59.67179965517184,E,A,117.33826188084959,-162.2401673675254,54.08288384619587,C,0
18-25,Yes,US,B,C,B,-145.77448936176015,B,B,114.28627609931203,-221.97000636024882,32.41271855344243,A,1
36-50,No,Germany,C,B,D,-33.66168506825801,B,B,121.52736675074271,-144.72696411706,135.25513375852535,D,0
18-25,Mental,India,E,B,D,-74.09484229012855,E,A,94.03815351065217,-120.70642430844146,-254.96079853055028,E,0
18-25,Yes,Brazil,D,B,D,-79.04394109425562,E,C,54.96790833666493,203.30235965959113,56.88487401234886,E,1
65+,None,China,B,A,B,28.6786951249155,E,D,49.906626247262494,10.906850225319861,64.37897926320692,A,1
18-25,Mental,Brazil,C,E,E,-43.20750238495701,E,B,74.58068725370353,136.1927943145408,-60.4318250225017,E,0
36-50,None,Germany,A,E,D,26.82025988574616,E,D,143.3936927624197,103.51205428481461,21.486734604751618,A,1
36-50,No,India,A,E,D,9.31545908957368,D,C,-15.671004844183303,187.1228146703344,22.117598961186253,E,1
51-65,No,Other,C,D,C,-20.24143414046014,A,B,2.2908054554810473,167.15955125731938,40.88083506926288,B,1
36-50,None,UK,B,D,B,-74.11601202021156,B,E,141.8519952364031,135.65032078518803,28.359712179080514,E,1
51-65,Physical,US,A,A,C,5.373111726137305,D,D,-90.15839850549997,-76.22474072746176,-99.02756275431138,C,1
36-50,No,Germany,E,D,E,-69.07050637130324,D,B,16.27093641346525,-288.7112904691278,128.7143491550149,B,1
51-65,None,Germany,C,B,D,-76.95437097391448,E,B,83.51021700968812,142.38374962749992,-97.37323959513668,B,1
65+,Mental,Mexico,C,E,E,-180.85229210145485,D,A,63.41520370703255,8.093464976156612,-15.445004051981204,D,0
26-35,Mental,Brazil,E,B,E,59.61477401255464,E,B,-110.6768222628391,-27.184462851438994,69.60178745720444,A,1
65+,Yes,Brazil,E,A,B,36.15476594304751,C,A,52.23025667436871,55.97842605503575,2.4354911446117593,C,1
18-25,Both,India,E,B,E,-38.01631245882605,C,B,90.39341269441448,172.67996352260033,-32.30067553226329,C,1
36-50,None,India,A,D,C,29.242768967484125,B,D,27.40701394525739,-114.21306121513565,85.55069500168527,B,0
36-50,Physical,US,A,D,A,207.3224079693672,A,E,-48.54864167539248,48.96577933276612,-22.613020034862664,E,1
65+,None,Brazil,E,E,D,37.743382329591874,D,B,21.07389322252267,51.851904560318765,240.54217009552917,A,0
36-50,Both,Other,D,C,A,127.06269323703742,A,D,105.86883876334548,-187.19052475024347,-143.58897409991067,E,0
65+,Mental,India,C,A,A,-90.5889509142032,D,A,-87.47076660156796,-167.9312162693653,46.44134720496508,C,0
36-50,None,Brazil,A,A,C,-182.63955508279943,C,C,-232.39843231579079,-24.341329303399785,72.7910937882254,E,1
65+,No,India,E,D,C,125.91265868990521,A,E,51.112693610327675,-136.82855534033285,-13.202419833919263,E,1
51-65,Both,US,B,A,E,106.19834897272402,D,D,-45.622437694589976,45.47128472934732,-99.6476859420557,B,0
26-35,Physical,US,C,E,D,-118.23697083406097,C,A,-21.92981147937885,-9.28631886806421,42.86020795656727,D,1
18-25,Yes,Other,B,E,A,-50.57851187092971,D,A,81.18730699201825,-56.85999145785448,56.55118324590258,C,0
18-25,Both,China,B,A,B,-73.52492148041155,D,B,-150.31931605814896,-286.9114494837548,-124.189222305148,D,0
18-25,No,India,A,B,E,-3.412243608099742,D,C,29.853793804338185,-75.76301882250519,144.71259420769934,E,1
