Disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
No,-107.91897959544184,D,A,B,A,-55.3907852538191,80.25882221303867,C,71.55086826039614,D,-55.19426974386782,C,A,A,35.27104250134465,88.44125692388388,0
No,5.836179117506474,B,E,B,E,125.56018927512574,55.52677402857048,A,-88.62298610548957,B,-183.03964073460608,D,E,B,-7.975266062699774,9.50194685525203,1
Physical,36.50970155598546,C,D,E,A,59.40004202463205,-216.97862220939052,A,36.79895767958637,E,81.09115503264796,D,C,C,39.02073723738331,6.953458692514138,1
Physical,239.88656491612755,C,E,A,D,67.13785958718711,50.60965216030077,B,-55.463399349671164,D,-14.132495569880863,E,A,C,-116.66031219977016,22.084023938555802,0
No,-165.6485551387595,D,D,B,D,104.99395196722953,142.30745705591917,D,-24.77965948767017,C,203.4628158832152,D,B,E,-51.45913856546862,76.35005191628899,0
Mental,-18.227824040553863,E,E,E,B,-144.28420309964312,-33.39412042494547,C,106.76484829186539,B,125.4238911614709,D,C,A,35.57329850874334,-111.54006899026952,1
Yes,-75.3233517375947,B,C,B,B,65.46218161466729,-325.13820034902267,B,-211.45949528036252,C,0.13240192675526677,E,B,B,-54.572316342257864,-126.36196425172182,1
No,150.31494896091067,D,D,D,A,153.35188400106162,-98.41676047080111,C,96.86473389384216,E,-117.38191241006983,C,B,E,39.22051775800187,25.464367319522374,1
Mental,9.411217065598798,E,B,E,A,89.12869839677393,9.910163656205425,A,79.643417002389,E,12.853842795137801,D,B,A,-163.15217211860173,-121.73272283833097,1
Physical,-88.91322265241601,B,D,E,D,-52.2904627339511,119.10572722443045,C,-122.19532327978078,B,-76.02554629885488,A,A,C,-12.195430155324859,54.54713633860033,0
Yes,-143.9592498818238,C,D,B,B,40.631602916250145,-24.07361335988166,B,44.441868337168984,C,-82.12869115823332,A,C,E,189.0181073295282,82.42675008599521,1
Mental,70.44199259109098,A,C,A,D,-79.60245430130193,-37.03627811780124,D,120.61936832145415,E,2.7324118078439525,B,B,D,-85.52658344661563,-29.542083933201997,1
None,-102.74863815749637,C,E,B,E,-166.05412540374996,-102.11131136552764,D,-37.97040766863443,D,-19.298748507610036,D,E,E,97.50378139850395,-11.501993303959367,0
Both,151.94041506016436,C,C,A,B,11.160730561391665,154.77654337296158,E,-27.330786575593052,C,-21.174731047538554,C,A,A,-13.141193341065033,21.768595330265615,0
Yes,-101.29380845390004,B,A,C,B,3.435785453391438,71.36820093387865,A,117.18514523261582,D,119.08510908813761,B,A,A,80.80421099908466,-80.10616108200833,0
None,-9.760324679638622,D,A,A,C,-94.88135325573448,-119.26002146016164,B,143.5201019594919,A,21.059789401227487,C,C,B,-31.920722456939426,109.84464470138042,0
No,-41.48193125330997,C,A,E,E,-54.85404695942019,65.68778537336749,E,5.962167199913852,C,-35.27578484302785,A,C,A,131.04913921214282,-61.92826318290354,0
Physical,11.285895766214574,D,E,A,A,-48.550708961452536,-124.11836925515189,A,-24.289971118077872,D,80.44965306030979,D,A,A,-13.309313627708756,175.51016683910578,1
Yes,44.409859155945355,C,E,A,A,-86.15356357056649,-36.09078867131905,A,-64.46287368199111,A,268.921531799258,E,A,A,49.48196286238217,80.54087909396756,1
Mental,24.16910906365884,B,D,D,D,61.541880846197486,104.58327696090059,E,130.9822073472216,D,-11.37710867158722,D,B,A,-210.86283561949674,4.544189750458068,0
Mental,52.38750432030872,E,E,B,B,-51.63106138234681,-7.339406850127103,C,91.86978722065945,B,48.636600469973615,A,E,C,-67.22309430820918,-58.597963615223,1
Mental,-71.99683039047662,B,E,C,D,-56.48652515895773,-76.75843887630629,D,-133.37294897184563,B,58.47188733890988,A,D,C,15.79227479065577,367.9031110110099,1
Mental,78.72119347724616,D,E,E,C,-55.88149644482717,209.80659003840816,A,-107.59978481311778,A,-105.88728661545926,C,B,D,250.51471813087224,-15.433740604017828,0
Both,232.69389081752482,C,A,D,D,-61.19985278843808,22.81549444519204,C,-57.9454500597234,B,-116.49423719310685,B,C,E,49.40455753938727,-35.55699832233993,1
None,18.493332405119663,E,E,A,A,84.60557758961109,45.00000261687765,B,153.6790791711212,A,58.200351714936374,B,B,C,201.52926864997562,161.8179999303553,1
None,-1.323128957534339,C,C,C,A,50.79557031346167,-107.29206276282733,C,86.56437569966418,A,24.645488389919226,E,D,A,-165.435103050667,13.2546701623383,0
None,-71.95802507137228,E,D,B,D,-28.04912492464167,7.110046904282124,E,-4.276023979234719,E,-4.581913787837889,C,B,A,64.23338678162573,77.19365091914293,1
Yes,96.25093861471747,C,C,D,A,-62.61868055386164,8.489431230846392,E,10.206460541155197,E,-32.38795136360365,A,E,B,-34.16962917543798,-45.717211349297486,1
Physical,118.45764171706479,B,B,E,A,11.721939857375627,5.800689532876535,A,-18.60489369474323,A,-58.70426552648451,E,B,A,68.24424288674943,-94.60318316466902,0
Both,-13.808127871568582,C,A,C,B,7.809834853914298,63.27246705456856,C,-20.672017178789893,E,-50.74908938841078,D,C,A,137.89606235625467,-64.24875968264733,1
None,-224.48153308162816,D,A,E,D,149.40497514556483,-182.8131325628053,B,-109.22503454703755,E,49.70000851215372,C,A,C,-34.34889782943406,28.888107623298954,0
Both,37.1051170326433,B,C,A,C,29.98257862595613,77.67773313408102,B,70.81388167004745,C,-12.971174255388327,A,D,C,-27.145205897830476,131.51348577512346,0
Both,133.47770201833077,C,C,E,C,0.5822994455280215,-14.99189457249434,E,7.20809596905719,E,262.4072690501094,D,C,E,-87.37502813390098,24.21160786355983,0
Both,-23.42037499328062,E,E,D,E,59.18308332370915,91.24035101189632,A,110.57399438478335,B,84.93450144676905,D,C,A,-148.3162450416641,84.08996331635372,0
No,134.720311465098,E,C,E,D,76.22702272243589,135.4690239046801,A,-29.321531351600672,A,-17.776296209089185,A,D,A,60.00206098310067,9.919347495505928,0
Physical,-131.28806400795997,A,C,C,E,-48.223680820187894,-107.77094467635813,B,36.549263738686015,D,-146.48354841747857,C,B,C,-46.13015471386716,16.412887787439704,0
No,6.425396763241138,A,D,C,B,57.13868234456919,-136.43900230232092,C,-6.522650559783965,B,19.441195653557948,B,A,B,-26.7091725227249,163.92413546825554,0
Mental,86.55644689495816,B,E,C,B,-72.33959914861937,44.354732656168025,A,-13.785452100445047,B,-17.737466967844888,B,C,A,116.19029588942722,-44.01222003810547,0
No,42.333135747965656,A,B,C,C,-26.8897222392665,183.2482781594107,E,-175.22077518938696,B,136.24824627848048,C,D,D,11.924771415329088,-119.51647548095265,0
No,93.3205046569508,C,C,B,D,-52.52998437594991,-108.52306191551435,E,-43.22272585267602,C,-26.19886287657598,C,C,E,87.53617576355497,-31.880017931384497,1
Yes,-211.70424813562065,D,A,E,E,-136.3568695693106,-29.887258353030276,D,-250.80618327448536,D,14.382573903733581,C,A,A,-5.659568313114482,-50.16354371606826,1
No,95.14694875131632,E,A,D,B,15.19699260148527,105.9262674596257,A,94.88652108382446,A,59.52183668695643,C,C,E,-41.30721449703723,148.98965095784544,0
Mental,-99.4058941242638,A,E,D,A,-48.591554464500284,-36.42320955830422,E,-141.6714162846752,A,49.22161008125969,A,D,B,-116.91855750477602,134.25591612498266,1
No,-86.20863773382978,C,A,D,B,-5.813840034245612,2.987630903480888,C,-88.07155524054762,D,180.7998373580099,C,A,B,-138.48441981926092,69.50455377320812,0
No,-102.08750781543905,D,B,B,C,19.374205720295024,-44.694534371761755,C,62.27106795724091,C,243.5569135487215,B,D,E,257.0546836412438,-16.070988088090118,1
Yes,-150.8538908900647,B,C,C,C,-16.912507090264437,28.706170919421414,E,-8.301075143331667,A,5.781404706669629,E,E,D,70.90380178072431,-47.535814819566106,1
Both,-120.99469778189244,C,C,A,D,101.62533781356467,16.091512038503186,C,-5.57807124069509,B,-45.94238198773486,A,E,A,96.64989039277772,14.436285090236128,0
No,45.36465259460336,D,C,A,A,8.738267840283324,184.39193511600718,D,40.49153032606335,A,0.3698353494008124,A,D,B,49.2890308275148,80.32069830889465,1
No,62.47214222904801,E,B,C,D,86.17103021138364,166.9192805766604,E,-49.492343542892044,E,-18.088358462058537,B,C,D,72.1192006560127,151.49757227439537,0
Mental,-78.28471324592067,C,D,A,D,-18.148431210056305,91.98004647641004,E,93.93855701996412,E,-76.91900209324994,C,E,D,35.29444686755424,34.43695471794045,0
Yes,-98.78243643383313,E,B,D,B,0.5790010616601228,35.388726914609535,D,-74.15608740451228,C,192.76017164130596,E,E,D,-120.76501000586086,-165.12413982308016,1
Mental,105.50847030453869,B,E,B,E,67.3757532631295,-86.07811295909556,A,5.156737688623008,B,77.00584718729338,A,E,E,42.83845216325221,200.04424188884832,0
Both,8.451059463680988,C,C,E,A,57.70172068507124,53.2594648665539,C,-46.901294572782795,E,231.93640879124834,D,B,A,72.03649676218167,-117.02680080759148,1
Mental,-165.41055921814615,E,E,C,A,23.06990413781536,-2.279408520941007,A,68.94147100735474,C,15.383104021011926,B,E,C,-198.5162288184073,-70.7450532970404,1
Yes,32.40861470114883,B,C,D,E,-72.6596302887396,-11.739514637191961,B,-79.89604034803932,B,92.87338680776044,D,B,A,-107.87647824318991,151.6542581117902,0
No,194.88160778954222,E,A,A,D,-90.40570838629017,-112.16161947595515,D,-114.82269497263485,C,-18.18265185123732,A,B,A,59.30559289721321,-74.05836141925948,0
No,-167.68709444679163,A,A,C,D,-160.84359330230293,24.33063161872161,D,-17.401071855138394,E,-69.36309104515772,A,D,A,-129.92022821344378,-64.137360961311,1
Physical,-144.61236376557838,A,B,B,E,-33.37314893681893,48.700690063070425,A,59.63821322960783,E,188.86800178193727,D,E,C,-196.5540911765929,-82.91342754512364,0
Both,-63.0339042298527,B,E,C,A,24.104358809553464,-94.14822136161607,E,159.63556770566365,B,-41.25411752114591,B,C,A,183.36116563144128,-95.39937554045703,1
None,101.3299055193684,E,D,A,E,-19.28552021584646,-169.0152032413952,E,75.59030786964045,C,-67.74449455735964,A,B,B,-123.71673057839894,-147.33777269501007,1
Both,-2.740003561318354,E,A,D,D,-24.266587775770052,-180.54398967875784,E,-92.46034884212496,A,12.32912269910504,C,D,E,179.8387521097598,-56.65610014477949,0
None,44.66359187289565,D,C,C,B,13.169491909002623,-88.97684325063582,B,-12.11411211767336,E,97.28977041140685,B,C,D,-15.871383180195654,-101.01484177768026,0
Both,125.77535811814471,B,E,E,D,-38.28655849631191,62.272888871602476,E,-279.6223291471882,B,26.911141602189765,A,E,E,97.05333887722477,162.73592763299675,1
Both,1.4853171925821684,E,E,A,C,31.32614213243666,163.46499646955672,E,60.73912901637117,E,-131.01242469097235,E,D,C,-14.717281562843215,142.8416270438899,0
Mental,-68.67958842004684,E,E,E,E,-89.60100199440669,-42.65597509498954,C,59.555864206624754,C,10.384285570743561,B,E,B,-0.5033243857496768,-88.22576678526434,1
Yes,-125.69971968531452,C,D,A,B,251.29949549263046,1.771613718445366,B,-139.57707065019187,A,27.532273670879547,C,A,A,127.83296682777532,59.22470564222915,1
Both,-154.98717189220164,C,D,A,E,28.292207103490775,223.40061496624583,C,99.01078064433713,A,-115.22007438611482,D,B,B,39.43222968620263,-91.86793703649194,1
Both,-185.24793537105722,B,D,C,E,28.674570218489226,37.78357872436552,E,97.9765904955913,E,137.85513194464588,D,B,B,-66.74952771725573,61.80563531558072,1
Both,-36.664210951633976,E,D,A,B,-4.708197817868405,14.81187710807468,A,101.23578323266705,C,-6.536674992510608,D,D,B,-54.12995430838787,63.60037731669269,1
Both,86.59071808557157,E,A,B,E,-44.86407097900227,-54.60995539488852,C,193.93804680389604,B,-57.041824919890516,E,E,C,-22.019494491325773,8.521326748791902,1
Physical,-35.811296999351526,B,D,A,A,19.98458844073613,46.028560246408986,C,237.00912569384306,E,88.88341560412336,C,A,A,34.84048524394192,-25.4449106725619,1
Yes,-64.63944507216152,E,C,B,A,-120.40963724876848,-48.77933251910835,E,-42.28258873368325,B,25.575566953381625,E,D,A,42.4141693628842,36.58161722790092,1
Physical,-184.12330745344863,A,E,A,B,146.79607831804333,-105.89729197647966,D,-44.826622724431125,E,-95.82983950095826,B,C,A,-59.31145888237749,-28.690856993073016,1
Yes,-58.93148054320936,D,A,E,B,-168.00100688468424,101.05914164124943,A,209.5511578965172,D,-4.920905950825254,A,D,D,-29.24424843297095,29.632932974436844,1
No,-9.018698591199175,D,C,C,A,-174.489703750474,-106.92687088399948,A,-15.325014655364017,E,-195.06767757545504,D,C,A,-68.0667463090191,-39.03020027917118,0
Yes,68.62268231061864,C,E,A,A,-52.3992107980621,-42.811740355133054,E,-172.24523847709727,B,-184.9198537025927,C,E,E,-97.21164007309216,22.93226356646183,0
No,52.103751633665986,D,C,B,E,152.28707145500584,30.236578692662665,D,-142.13424055067156,C,-58.041300043152745,E,D,A,99.51664578011842,-6.885038389399294,1
Yes,-16.71165248468177,C,C,C,E,220.90582452940032,-30.019285909514927,D,126.4224623268024,E,115.2526023051094,A,A,A,-57.8409001082978,-100.9639345744882,0
Physical,-9.724719904171886,C,A,E,E,-54.15562721512822,111.25417077966652,D,158.28524712201607,B,61.18009227984271,D,A,C,97.15930766864481,5.412580484965049,0
No,13.431984929081722,E,E,B,B,19.1753246058263,-50.26779161175347,B,104.0453876826406,B,-210.80999768473168,D,B,A,31.935148233499312,147.41655635881907,1
Yes,87.4515961316457,C,B,B,C,7.947297682937168,-68.83787750410568,C,-96.25275598744128,E,54.36429799865762,D,D,A,28.955411299705652,199.72059912588475,1
Yes,87.26504843594951,E,D,D,A,132.88572693562432,-81.62040414023241,E,33.95600633277742,A,-77.93422315153569,C,D,E,45.38855784475815,-21.372400047287467,1
None,-58.90551286962899,A,E,E,C,98.5586922758685,107.57951991381147,B,8.738773871039081,B,123.6422347998353,A,E,A,155.51772815576103,-15.258244586505645,1
Both,15.609515732645027,A,C,C,C,-73.41568224698386,98.55956906043737,E,130.4455513253238,A,-85.6023593992719,A,E,A,-35.32629739126934,113.80328972961986,1
No,-37.128350995973996,A,C,E,A,175.5374274371735,-42.19336188867565,D,154.1648301791744,C,139.05457113250242,C,B,D,-163.45736819529793,48.25708916122037,0
Mental,-40.00894680824138,E,D,C,B,4.695080178357768,-60.61764137414093,D,19.564291496285392,E,-50.766403752066516,D,D,A,-127.85399326385574,-222.5442351764854,0
Physical,-144.17743869763535,B,B,A,A,-58.66771860835398,-34.971386608548514,A,3.573834164683133,C,122.2235436523748,A,E,A,9.55594219510003,-202.55667876734802,1
Mental,-122.95824730028384,D,A,B,A,-92.22528814569789,-73.81176988854001,D,18.316145773265728,E,131.23915111140775,E,A,B,-27.044953588316474,152.96808969901343,0
Mental,-6.11103734021883,C,D,A,C,-95.58190373981655,8.032381514993004,B,-22.50194637830609,D,-59.772033266669,D,B,C,121.83103257779744,-37.12063531909294,1
Physical,-0.558643943921404,D,E,D,B,73.92624070865439,-80.86380512000954,B,-77.49737956735463,A,73.94252152647886,C,B,D,2.484689309814107,-24.981698509095622,0
No,-93.40127640359887,B,E,E,C,19.70985223304753,-85.61895395606058,E,-205.0854697935348,E,57.93376387591566,B,A,C,-179.25139260510656,-43.926116905395084,1
Physical,112.37212794143352,B,C,B,E,-107.84432126232637,-2.0882692064614945,D,-54.64324556414205,A,15.553258908678522,C,A,B,9.793531349053001,79.94683441469428,0
Mental,24.620570805678778,D,E,C,D,-71.14844461812042,-58.0330224392133,A,162.4911674124348,E,9.782006822311683,A,E,B,82.33271949809009,-68.0355010531278,1
Yes,-67.43814652011457,B,A,E,E,-59.21417058344174,151.04278704177509,B,-6.382046753377439,B,8.885479637998248,C,B,C,40.23225767686289,-31.422209376800236,1
Physical,44.358575445761154,B,E,A,C,-91.65812093250835,-69.01659285692226,A,118.83652742865019,D,109.91046068333492,E,B,A,56.385721782750345,18.985681413499293,1
Both,-144.228274664479,D,C,C,A,-8.53133896628609,-39.774738180603705,A,-29.25292471613371,B,-38.547968536380914,D,B,A,13.954612488265433,119.15435957062739,0
No,-27.998245709692128,D,D,D,B,174.0687163347256,110.9314225435529,C,209.5102426673928,C,-82.34548009183739,C,A,B,66.64902718383598,72.17007329871154,0
Physical,47.21747821144587,E,B,D,A,297.8595709253783,-37.00227075388528,B,-67.19658467480824,E,-98.43104999515741,C,B,A,-10.773377362831294,63.678939137085436,0
None,-94.52933285930092,B,E,A,E,-234.4224971279479,7.935719567994358,B,-125.65085480713662,A,3.444849673570954,D,D,B,-32.410176606109395,-127.2284256325216,0
Physical,19.461959310029172,E,A,E,C,-105.96709882715814,-120.88478670012313,D,-76.76123004706741,D,-115.67737302543865,A,D,C,-57.374696124699774,71.48420017636322,0
Both,210.5968465967778,C,A,C,C,-119.36992600827398,-209.46716657438017,C,-72.71973370132987,B,171.27290368122885,D,A,A,-72.68753479364828,-4.840499595309569,0
Mental,82.85140675725148,D,A,D,D,36.45599771625091,-59.04854984212721,E,-50.28392034185305,C,191.66444643305582,D,E,D,-96.57100710923854,99.821361719371,0
Physical,149.8155329574893,E,D,E,E,-101.34683926156376,130.7035848069275,B,-35.77400992538244,B,-0.13863799942337587,E,B,A,-12.97811204565903,-10.729721151408388,0
None,-26.34572032750312,C,A,C,B,74.55143623033432,-136.10369220651486,E,-53.05794207098384,A,112.67417074419252,D,A,D,19.804958517974192,-39.609063094212225,0
No,-92.15207372906389,B,B,A,C,118.66513340939456,275.8481679143973,A,116.0168756085717,B,5.30867463104251,D,A,C,18.846733185262753,5.259018726533353,0
No,-44.01569199583923,A,E,E,C,11.196981657454712,-147.35504453117622,C,34.89037786495244,A,-124.15769273665103,E,A,B,-15.241311934714325,97.4963536446546,0
None,-55.83495657958933,B,E,B,C,69.86657340788133,65.64131166746127,C,-52.18886226771511,D,-164.84214832966364,D,B,E,-41.192736563879265,-30.57346947963871,0
No,-88.83519851612607,D,C,E,E,4.065971630921631,46.49009098857959,C,31.148524804280548,B,95.91543216466624,A,E,B,62.80606247720938,50.49770661814292,0
Yes,73.55913847584853,B,B,C,B,124.80049835960014,10.68012318413507,C,-103.88120271781906,C,-177.11692662110397,B,A,B,-98.2100048325441,-89.27477132750705,1
Yes,-84.47325379772525,A,A,B,A,-123.46361558641401,-46.56070078717683,C,101.46430025814712,E,-37.982038694687084,A,B,B,25.829185660298986,-135.3096071799236,1
Yes,123.878524108282,D,B,D,C,-127.10710429473282,-71.93240816874649,E,140.05199926042405,C,215.81947884316287,C,A,A,24.453142258166253,133.5670445333097,0
Both,-199.43321002453757,D,A,A,D,-27.832138203711455,66.85990207335854,B,-4.895874041306512,B,-45.412314509224416,C,C,D,-89.46480870708574,166.10826321836413,0
Both,8.047385596697485,A,D,B,A,28.888534946094246,156.06708066218832,C,-207.63277656369667,D,-268.0975986154469,C,D,B,-182.87189671982006,-18.469748185061547,1
None,-79.75266370537533,A,B,E,B,-66.31742647435146,-97.27460320025436,D,54.2052248293742,D,141.29972407611444,C,B,A,132.83370511646626,194.88871226438567,1
Mental,161.67778730436964,C,B,D,C,65.22006715913385,38.47136389165754,A,24.593344781412593,B,-103.1074498491137,C,B,C,48.0825089529874,-2.9333804805698147,1
Both,-7.9558704740831,B,B,B,C,-104.88238061133475,73.22492513807255,C,-78.81042724412372,A,173.4053781701778,C,D,A,-35.61904361572572,114.59518872782822,0
None,30.493069767920527,B,B,E,A,185.7596883188651,25.898105004871464,E,63.86660839983409,A,63.939224050246104,C,D,E,74.74126021983449,45.27208555748673,0
No,92.10754409035651,B,A,B,A,-127.82510094544317,51.11733838373884,C,-95.79299226879046,A,161.49836224363307,D,E,B,-34.955752801644934,-82.60171607383806,1
No,-75.20371289504872,E,B,D,B,-106.20711782781376,-61.65409270003157,A,-79.04830774718967,A,158.73827546466825,E,D,D,124.81203769635789,-42.86563364886653,1
