sexuality,genero,feature_0,feature_1,feature_2,feature_3,feature_4,target
Heterosexual,M,D,C,-14.47615072973262,E,-130.8762526647516,0
Other,Other,D,A,5.540585342971302,A,106.9669501298174,0
Heterosexual,M,B,A,68.569057537023,E,45.86990428048066,1
Heterosexual,M,A,B,52.756012277907885,C,123.30849723116532,1
Homosexual,F,A,A,-152.43509271156654,A,101.32912843441734,1
Bisexual,Female,B,E,78.28093797200636,E,67.06548322624593,0
Bisexual,F,B,C,28.759948804697387,D,96.98186390452253,0
Heterosexual,F,E,B,-65.46931771554031,E,69.15008194760249,0
Bisexual,F,D,C,154.6504548273491,C,98.5166059483312,0
Homosexual,Male,B,E,161.4935928195165,E,75.50275538785345,1
Other,Female,B,D,69.01604160682733,B,78.56342191502873,0
Heterosexual,F,B,A,-33.97700950694462,D,-309.6455821190423,0
Other,M,C,B,156.36071025541438,E,101.33980578038641,1
Other,Male,A,C,-65.0953454985746,A,-70.96238168445322,1
Homosexual,Male,C,B,18.624055254457513,E,12.302674614798747,0
Heterosexual,Other,C,E,21.507788561532983,B,-3.7544930429028733,1
Homosexual,Other,C,A,-30.9227600137943,A,-15.796914589434651,1
Bisexual,F,E,B,-131.1349753061252,A,-16.9658797069436,0
Other,F,A,D,70.30494699096815,E,64.06083478342416,1
Homosexual,F,C,D,-37.21731948670661,A,141.13378989504005,1
Homosexual,Female,D,C,167.59160941333892,B,-80.3462381047585,1
Other,M,C,A,91.62212410379104,D,-20.869730720921794,0
Heterosexual,Male,B,B,-189.84228979938436,E,-50.41476247213191,1
Homosexual,Female,C,A,-94.53656474400088,D,-216.32869491373464,1
Other,M,A,E,-112.07254125514832,D,129.985694673694,0
Homosexual,Non-binary,C,B,51.5853834342197,C,95.04538182732969,0
Other,F,B,D,46.75442314092299,B,63.95550576745174,0
Homosexual,Non-binary,D,A,62.421285248492794,A,66.16763850355687,0
Bisexual,M,A,B,64.4111633993479,C,114.19679553668838,0
Other,Non-binary,C,B,27.600000079910597,A,27.62553171624355,1
Heterosexual,Non-binary,D,E,-17.738710494560895,B,26.763117994889505,0
Homosexual,F,A,C,8.117621840519726,D,-52.74803201111725,0
Heterosexual,Non-binary,B,D,33.18813922288246,B,-108.88910997749544,1
Bisexual,M,B,A,67.32986404874444,D,-27.833841160791945,0
Heterosexual,Male,B,A,33.82013290334259,D,-90.13222927790896,1
Other,Female,D,E,23.4696190597768,D,-85.04384209709477,0
Heterosexual,Non-binary,E,D,23.93609036054663,C,153.2745306902592,0
Bisexual,F,D,B,20.27448130050568,B,-115.87886334650624,1
Homosexual,Non-binary,E,B,17.015886082424274,A,7.904743949390366,0
Heterosexual,Male,B,A,-21.78953811443772,E,113.25105046096286,0
Other,Female,B,E,64.75362476438829,B,111.2989385925753,0
Bisexual,Female,A,A,-106.35053527541454,B,-49.63097592444879,1
Other,Other,B,D,113.53453495286428,C,-76.21865153485493,1
Homosexual,Non-binary,C,E,-32.428434519040614,E,16.254672386318944,1
Other,M,C,A,59.191744802877636,A,90.8881070247183,0
Heterosexual,Non-binary,C,D,83.28200705984061,B,-115.81772106795263,0
Heterosexual,Other,C,D,20.326357652472616,A,-178.22504152513716,1
Other,Male,C,D,115.71803853549405,B,212.65042506426533,0
Bisexual,Other,B,A,98.11928122550165,B,-42.82169769066316,0
Bisexual,Non-binary,D,C,86.88783399008123,D,-100.99678177776124,0
Other,M,B,C,-137.34905078441685,E,15.010264617180233,1
Other,F,E,A,-47.70496116783904,B,183.1478651999956,1
Heterosexual,Female,B,E,-123.75876667034458,E,-95.06904342403726,1
Heterosexual,Non-binary,E,E,-178.7053382927656,E,-23.42511861204498,0
Other,Male,E,A,-217.83102088177168,B,70.71552623444337,0
Bisexual,F,E,B,-106.85893649799674,C,-243.953239172509,1
Homosexual,Non-binary,C,C,-100.95227516198364,B,-127.04363541803336,1
Heterosexual,Other,A,A,127.28592271367299,C,-77.83710458849019,1
Other,Non-binary,C,E,-131.1485354840427,C,54.18537874931203,0
Heterosexual,Other,D,D,-271.2421004134999,D,-19.665238668555183,0
Bisexual,Female,C,C,87.83815171609358,C,-35.06087430569793,1
Heterosexual,M,E,A,-220.98822173631487,B,42.000158979553746,0
Homosexual,Female,A,D,-40.489125774722915,E,-260.5141137441131,1
Other,M,B,C,-119.11440469754177,D,26.88867675974378,0
Other,M,C,B,134.85467433931586,A,51.39719234732611,0
Other,F,B,E,29.868464361592313,D,-213.1390740224329,1
Bisexual,Female,A,D,42.46016763712293,A,18.658692428318524,1
Other,Non-binary,C,D,-29.56410812879529,E,13.380350725838005,0
Bisexual,F,B,E,-94.14240821188022,C,-161.5146295030145,0
Homosexual,Non-binary,A,A,4.315658459205564,E,-34.92475385194059,0
Bisexual,Other,D,D,-40.11634791510517,D,63.25778011308818,0
Bisexual,Non-binary,A,C,82.22028754434606,B,-105.19150687016545,1
Bisexual,Non-binary,C,B,12.657247775616822,E,-195.7142361526205,1
Bisexual,F,E,B,68.56796493439889,D,108.0633288991949,1
Bisexual,Non-binary,B,B,-1.3811219385571296,E,146.8206355019,0
Other,Other,C,D,41.762982170752906,A,209.7930261814025,1
Other,Female,B,B,4.905352659344245,A,-11.562137366780197,0
Bisexual,Other,A,A,-69.9951268771504,D,195.7320624172775,0
Other,M,E,B,91.98502615373003,E,-121.70124919737437,1
Bisexual,Non-binary,B,C,48.74436857482894,A,82.36766089545935,0
Homosexual,Female,E,A,-114.22412348933383,A,130.82929261834988,1
Homosexual,Other,A,D,-107.3434841880285,B,-35.37116846864725,0
Other,Non-binary,A,B,-65.21101016694645,C,-42.79978396074344,0
Bisexual,F,D,D,-8.245304435710807,B,-84.59622040887508,0
Other,F,D,E,-23.877246243049264,E,120.80093993859118,0
Heterosexual,Male,C,A,185.08261969997645,A,154.5381614199602,1
Heterosexual,F,B,B,-184.8996434665322,C,88.4636413689879,1
Other,M,D,B,-103.69309744002284,C,-61.202266297726304,0
Other,Female,D,A,83.1492911097658,B,-126.92502792955176,1
Bisexual,Other,B,A,-50.90920069785233,A,138.4266597753661,0
Homosexual,Non-binary,E,D,-28.64370196164186,B,43.93394668099253,1
Heterosexual,F,C,A,11.907020348256976,D,-47.20403890758155,0
Bisexual,Male,B,B,66.65928565265818,D,20.992676083601708,0
Heterosexual,Non-binary,C,C,37.62052955922319,B,-49.24793451693685,1
Other,Female,D,A,57.2495300743246,D,127.74047217423757,0
Other,Female,E,A,-98.49817603254724,D,-86.40271899279409,1
Homosexual,F,E,A,103.5469433300992,E,-26.959253537927435,0
Other,Female,E,B,-131.12836602485643,B,201.09598260639555,1
Bisexual,M,A,B,-222.71451824029552,C,83.65417486958829,0
Bisexual,Male,C,D,-181.39669673958056,A,33.19538162545153,1
Homosexual,Female,D,E,48.59823043571828,B,6.529613069598517,0
Other,Other,C,A,-55.8186624833675,A,4.02458664274516,1
Heterosexual,Other,D,B,-278.23875019377004,D,71.64140856245469,0
Bisexual,Non-binary,E,B,42.99296150461219,B,80.4398903890618,0
Homosexual,Non-binary,E,A,-76.8737350901351,B,-38.046289282962334,0
Other,Male,C,A,-16.84963828603164,E,-4.495843586377498,0
Homosexual,Male,E,D,47.0232156002122,C,-74.39815826614664,0
Bisexual,M,E,C,-129.39815333389822,C,28.375034797482435,1
Heterosexual,Male,E,B,-65.64715539528784,E,-9.139001122742417,1
Homosexual,Non-binary,A,A,8.669708879879758,E,124.82491339811044,0
Bisexual,Male,C,E,-50.73919509477501,A,40.84282488596883,1
Heterosexual,Male,A,D,42.38108894088713,D,-0.7813944325789807,1
Heterosexual,M,D,C,-140.95629811335573,E,-118.6690932560156,1
Other,Other,E,D,115.61527651080337,B,19.130570764476047,1
Heterosexual,Other,E,D,-123.80992198005029,C,-95.46218950046303,0
Heterosexual,Other,C,E,106.68085005738426,A,-146.90365305773614,1
Other,M,E,A,-17.99103391417904,E,-52.10262100944365,1
Other,Non-binary,C,B,-92.78491439479008,E,-20.31669319040845,0
Homosexual,F,A,E,21.935120923208025,C,60.010728269415296,1
Homosexual,Non-binary,E,C,-60.876817923296315,B,-14.72233971072216,0
Other,Non-binary,C,B,151.09829563411503,B,-120.06790565390104,1
Heterosexual,Female,A,B,157.85388046195038,C,168.60730959133338,1
Bisexual,Other,C,D,-92.21886393668507,E,48.85509197302481,1
Homosexual,Non-binary,E,A,73.16318191675576,C,32.8185604363696,0
Homosexual,Other,D,E,-42.972760631900606,B,30.559248612823144,1
Other,Non-binary,B,A,-65.0586788534143,D,51.539792505097736,1
Heterosexual,Other,D,E,-138.2046365966916,B,-5.33205206101288,0
Heterosexual,M,E,C,-33.55689501937482,E,176.72862190605426,1
Bisexual,Other,E,A,49.43837520641872,D,85.03190685279914,1
Heterosexual,Other,B,B,138.4184101851375,A,-6.766103123378047,1
Homosexual,Non-binary,C,C,-112.71388419242892,D,41.99243178115044,1
Homosexual,Female,C,B,-32.20293262066176,B,16.434415487490185,0
Homosexual,F,E,B,-23.847110258884882,E,7.825228665371951,0
Homosexual,M,D,C,-120.90048793155998,B,-9.949873308546255,0
Heterosexual,F,B,B,295.68815921731857,E,185.75917803114373,1
Other,M,B,B,153.81379896150486,C,-12.19977914212313,0
Other,M,D,A,16.748955340083562,C,8.820648405592943,0
Other,Female,C,C,42.488988044410405,D,-108.62315340688293,1
Bisexual,F,D,D,14.806261188119931,E,-25.438811320565307,1
Homosexual,F,E,E,-0.36596243295205516,D,23.51759251184117,0
Bisexual,Male,D,A,-80.94373078842952,D,-43.930641303138465,0
Heterosexual,Female,C,D,70.17979892813695,A,-47.13651982793884,1
Bisexual,Female,E,D,-36.56421367647863,E,7.550507227034357,1
Other,Female,C,A,-152.80161699909542,E,11.412150643735464,1
Bisexual,M,A,C,24.364958652661652,C,-5.934473739665889,1
Heterosexual,M,E,C,6.713359247834242,E,106.8316177661391,0
Bisexual,Non-binary,A,C,39.54228493391015,C,-78.75904072081755,1
Homosexual,M,E,B,-183.3689755984517,B,166.80256021039432,1
Heterosexual,Female,E,D,-75.77544579563694,C,11.359622939483286,1
Homosexual,F,D,D,-69.1233137366567,A,71.51670616233916,1
Other,F,A,A,-78.62554634302921,D,-6.582429690157057,1
Other,Male,E,A,-27.784731302737516,C,69.76572957491774,0
Bisexual,F,E,A,-47.921614991336476,D,88.50725308013799,0
Other,Other,C,E,-179.03863815229818,A,-32.67878551768844,0
Bisexual,Male,D,B,-245.80262886024374,A,139.47988019462005,0
Heterosexual,F,E,C,-146.08276025066752,C,-89.77890627354415,1
Bisexual,Female,C,D,6.777850929295058,D,168.99130202991134,1
Other,Other,A,A,55.67915969421232,C,65.39681289238484,1
Heterosexual,Other,E,D,-89.77099021928859,D,-156.87524532660245,0
Heterosexual,M,A,B,-93.06195847755355,B,178.77254229872287,0
Heterosexual,M,A,A,86.92266741898031,A,40.449427808867725,1
Homosexual,Male,A,D,-115.22233257965347,D,55.925692832591764,0
Other,Non-binary,E,D,48.04094128812355,D,-52.81206770683189,1
Other,M,C,A,-2.993806660793893,B,94.83548087629404,1
Homosexual,M,B,B,124.50950955181786,B,222.34454996861595,0
Bisexual,Other,D,B,-39.37152392132247,B,-4.54349228533926,1
Heterosexual,Other,D,A,-53.75313279317836,D,195.0357599251311,0
Homosexual,M,D,D,24.31914753459577,D,-57.95267413718194,0
Bisexual,Female,C,C,19.48985860588369,E,-215.91318538127265,1
Heterosexual,Female,B,E,-80.58907603306871,E,53.69921026648419,0
Other,Non-binary,A,C,132.658176770492,D,-37.35173662663977,1
Homosexual,Male,D,E,-49.37699823267935,E,145.92540198037904,1
Homosexual,Female,C,C,10.853200060931075,A,-121.28177251153762,1
Homosexual,Non-binary,D,D,-80.66268839036542,C,-197.98952195803335,1
Bisexual,Female,B,A,175.69414488381773,C,5.756007322663356,1
Bisexual,Non-binary,B,A,-16.114433137094778,D,25.346872474163227,1
Other,M,C,B,85.94008886977394,A,-115.30798350271432,0
Bisexual,Male,A,B,-102.20007269866133,D,-22.875371856507005,1
Other,Female,C,A,-68.47640266426122,E,58.25631964882726,0
Other,Other,A,C,173.9211807853602,B,133.60811930265143,0
Homosexual,Other,E,B,70.14002247902303,D,-100.76885817083428,1
Other,Non-binary,D,C,69.64317415375628,B,-1.1339547624326942,0
Homosexual,M,D,E,-27.415961022725373,A,43.74036793334154,0
Other,Non-binary,A,A,-15.379049815843352,B,-18.704449580604425,0
Bisexual,Non-binary,B,B,-168.71798803484722,D,9.579960134552977,1
Homosexual,Non-binary,E,A,112.86334433202549,A,-105.55135938709562,1
Homosexual,Female,E,C,-141.91115716295843,C,-51.2466110373581,1
Other,M,A,C,68.01436605964487,C,64.82038616825673,0
Bisexual,Female,E,A,124.56008853941229,A,177.23767003329422,0
Other,Male,E,E,-55.19117136161847,A,-20.23215154275037,1
Other,M,D,D,-120.29090917561685,D,33.64659354399978,0
Other,Male,B,B,-24.109916543856492,D,-129.6270423871218,1
Other,Other,A,B,187.43942233254,A,52.891146214296015,1
Heterosexual,Other,B,D,-131.12246231510017,A,204.65147283800786,1
Heterosexual,M,B,D,-15.082470327760037,A,55.559451267192074,1
Heterosexual,Other,A,D,2.3629264027376213,C,-67.33701292161861,1
Bisexual,F,A,E,-149.49570285382381,D,-152.9214265642969,1
Bisexual,Female,E,A,106.5473624537673,D,77.61206536525305,0
Other,Non-binary,D,A,100.28059652301408,A,-52.728668475650274,1
Bisexual,M,A,C,167.5640466177458,A,-42.55819009564046,0
Homosexual,Female,B,B,117.75886067699976,B,64.2469825962495,1
Homosexual,F,E,C,-126.53698920179919,A,-46.14537258906217,1
Heterosexual,Female,C,A,-8.083561887766958,D,201.39657432064575,0
Homosexual,F,A,C,70.83385551710997,A,-11.073117324137009,1
Other,M,C,E,-17.8280428154512,B,-97.20713496508272,0
Homosexual,Female,D,C,72.0331705890649,B,-148.94875393202906,0
Heterosexual,Female,B,E,-62.025593988247664,A,-13.63842317684372,1
Heterosexual,M,B,A,-42.06417877553145,D,47.15286014979388,1
Bisexual,F,C,D,-74.33114186607366,E,30.934952369234075,0
Homosexual,M,A,E,-87.43527975084167,D,80.6749026491537,0
Bisexual,F,A,D,-12.359540037156629,E,-105.03685166815397,1
Homosexual,M,A,E,-194.13040470410192,A,-206.26736014448664,0
Homosexual,Female,D,A,-51.24946863411811,E,-70.83810957393301,1
Homosexual,Female,E,C,264.1078510205806,E,-64.18667466575842,1
Heterosexual,Male,B,C,-109.92282522819184,B,103.46963138849654,1
Bisexual,Male,B,B,190.35169019299528,D,-128.89319356727094,0
Heterosexual,Other,B,A,28.017811053005232,B,-5.1131286694676135,1
Other,F,D,C,18.867822906309176,D,53.28280384876343,0
Heterosexual,Non-binary,A,A,141.19368164271071,B,111.25662066694476,0
Heterosexual,Male,C,E,-85.59135623262212,B,-18.50520751749586,1
Heterosexual,Non-binary,A,B,9.084350479562522,C,-13.187015777389636,0
Heterosexual,Non-binary,E,A,81.4377294393217,A,34.42643942301801,1
Other,Female,B,D,139.8427739125458,C,136.3632061492508,0
Bisexual,M,C,C,-21.763975927911023,A,-227.8072234194686,1
Homosexual,Non-binary,A,E,-283.30513511035156,C,-4.631927066133191,0
Other,F,D,C,137.1507520850134,D,-162.8811326296748,0
Bisexual,Male,C,A,65.02108726311039,A,-233.77290405756415,0
Other,Female,B,B,18.25277766361512,B,-62.44963411543988,1
Other,M,B,A,-153.80374314682646,B,-101.2850041557645,1
Heterosexual,M,D,B,11.217901428570942,E,52.68736661832912,1
Other,Non-binary,E,A,80.35194705259163,A,12.426433097799292,0
Other,F,E,E,-28.59724439911907,D,-56.910163111123765,1
Homosexual,Female,C,D,30.633295734255483,C,-1.715780805574269,1
Other,M,B,B,50.12409060337991,C,107.49406310475398,0
Bisexual,M,C,D,-181.9529651829244,B,35.12929684242248,1
Heterosexual,Other,A,B,58.34011345834782,E,-69.18556719555237,0
Other,F,C,C,-2.3185241796227327,A,3.945824304382991,0
Homosexual,M,C,B,112.59164788009693,A,-40.08817999611988,0
Bisexual,Male,E,A,-34.38904754126119,B,30.173415577127983,0
Other,Non-binary,D,C,-43.68240505107437,B,114.30823055866296,0
Homosexual,M,D,B,-8.1104588036976,C,64.56196973388847,1
Heterosexual,Other,A,C,-2.388558552918192,A,36.85094532122044,0
Bisexual,F,D,E,-57.856802112186735,D,110.27158813948765,0
Other,F,C,C,-18.34870402193157,C,31.4326210510742,1
Other,Male,B,D,12.707222603827178,A,-184.39495103381327,0
Bisexual,Other,C,D,-35.10178693739379,E,58.26604274338988,0
Bisexual,F,C,E,132.54448286840778,E,-74.35767329740534,0
Other,F,D,E,86.82784540895337,C,23.858645678885413,0
Other,Female,C,C,85.77069540227676,D,120.09035275261053,1
Other,Male,E,B,84.58501599581793,E,95.16652840021442,1
Other,M,B,D,103.14366909260563,B,-29.139600304080794,0
Homosexual,F,D,D,-88.55107358148432,E,-62.34761200542592,0
Bisexual,Male,C,C,-1.7598752152745514,C,-28.200544871940618,1
Heterosexual,Non-binary,A,A,3.603072365654077,A,170.57194679705276,1
Bisexual,M,E,C,11.270432631638357,B,54.59248896205129,1
Other,Other,A,B,76.63999083032937,A,-302.2757429494711,0
Bisexual,Non-binary,D,E,-176.76464105134485,E,-62.40105560444861,0
Homosexual,Other,C,C,-59.112654471082834,A,127.29137241488588,1
Homosexual,Male,B,D,48.32151151295068,E,-145.37031263925547,0
Bisexual,Female,D,D,41.058828908462765,B,-180.36051625990703,0
Bisexual,Female,A,D,168.8313187585948,A,-0.12471373814454932,1
Bisexual,Female,C,C,25.26991905067298,B,88.8925952230351,0
Homosexual,F,C,E,47.98227296706617,E,128.51779556082337,0
Heterosexual,Male,B,B,11.45924127947711,C,-21.329900200306927,0
Heterosexual,Male,A,A,183.0259171106663,D,121.31388927454569,0
Heterosexual,Other,D,E,-195.55947674972333,C,-54.18587273185766,1
Other,Other,B,C,-41.122858186145216,C,16.704366898860183,1
Homosexual,M,D,C,-130.5143840698971,A,74.62916747505339,1
Other,Other,B,A,-38.46270346364794,A,36.312805425681475,1
Heterosexual,M,D,B,-74.08588586315605,B,18.21026870894674,0
Homosexual,M,C,C,-10.956258026097592,C,34.85335357831752,0
Bisexual,Non-binary,A,D,106.22950400038924,E,7.102178836606965,0
Bisexual,F,C,B,-30.127269414440867,C,24.44212020122574,0
Homosexual,F,B,B,86.45491702809522,D,-19.895464931917793,1
Other,Male,B,B,-23.454420092185522,B,5.321384516446921,1
Bisexual,F,D,A,-90.53274237368038,C,34.277730186994795,0
Other,Non-binary,A,B,-105.0749720400213,C,40.40696400369335,1
Bisexual,M,B,E,-108.24841587555525,B,97.94199515177772,0
Heterosexual,M,B,D,-88.87979512374496,C,-78.44264289593758,1
Heterosexual,M,B,D,353.84466188668273,A,-25.663924418991872,0
Homosexual,Other,C,E,91.05702466890645,D,240.96032774932024,1
Homosexual,Other,A,B,-224.26284897346252,E,-6.039309524511731,1
Heterosexual,F,B,D,101.87192689154219,A,-222.36797480159942,1
Other,Male,D,A,82.31177766566633,E,-116.13914732326703,1
Other,F,D,A,-39.33153101422667,D,116.06126730837592,1
Homosexual,F,D,C,-138.29004837244455,A,-151.94698778583137,1
Homosexual,Female,E,B,-14.21519746260981,A,31.313030935169806,0
Heterosexual,Other,B,C,1.9794750988332603,E,48.3261206212072,0
Bisexual,Female,C,E,142.22508595822833,A,110.85233010695839,0
Other,Male,D,A,30.507435958570596,A,173.82460426543685,1
Heterosexual,Non-binary,D,E,38.202641038219646,C,-75.10807801698309,1
Bisexual,M,D,D,50.585790378669316,C,-48.66579059805204,0
Other,M,A,C,27.071421438430633,B,-15.355704319588162,0
Bisexual,Non-binary,B,E,-64.19890205447729,B,-27.726587427076705,1
Bisexual,Non-binary,A,D,-88.46563781915702,E,56.188731791341404,0
Other,Non-binary,A,B,127.94197565054776,E,10.378780235198017,0
Other,M,E,E,151.06266356815934,A,117.83623514120826,0
Bisexual,M,A,A,-67.13883746369156,A,52.03160192228249,0
Heterosexual,Male,E,A,259.8997434576893,A,-3.034886392512095,1
Other,M,B,C,-93.91023364422175,E,39.89325737313544,0
Bisexual,Non-binary,D,A,-63.57517109599008,E,-115.10296261773303,0
Bisexual,Other,D,C,-42.2415319677791,E,68.86291515026701,1
Heterosexual,Non-binary,A,C,46.71553773996528,E,-22.035521929374724,0
Homosexual,Female,C,B,-125.46724773519406,B,-72.1062450823946,1
Heterosexual,Female,A,D,-47.38437175993484,B,-22.315689496642584,0
Bisexual,Male,A,E,-28.562128148670197,B,-124.80943820594177,1
Bisexual,Female,B,B,8.503378104923556,D,84.93104140525925,0
Heterosexual,Female,C,E,20.184973536481905,D,-83.28169450529992,0
Heterosexual,Non-binary,B,D,-36.145224008554415,E,175.17695376206325,0
Bisexual,Female,C,C,115.53323862842947,A,143.9840160743865,0
Other,Male,D,A,-83.2979413082666,D,-70.20325188769033,1
Bisexual,Other,B,B,-0.8547597907006984,B,75.21666116389576,1
Homosexual,Male,E,A,151.9052530592491,D,-27.996794939594523,1
Homosexual,F,A,C,115.01209789319884,A,91.3018175119696,1
Homosexual,Non-binary,E,A,-27.661078410215755,D,102.44113954646154,0
Other,Non-binary,A,D,22.321583939693614,D,149.2357302599675,1
Heterosexual,Female,A,C,58.13613912285332,B,-42.33253539273597,1
Homosexual,Other,D,B,18.778687803316487,E,-36.6348049619697,1
Heterosexual,Non-binary,C,B,-47.804548515974076,A,-26.278369452090622,1
Other,Male,A,C,7.297526566493227,B,-88.20813299514157,1
Heterosexual,Male,E,D,40.00114752895609,C,8.721516381247497,0
Heterosexual,Non-binary,C,C,23.793473295576234,A,-38.666534702116074,0
Other,Non-binary,B,B,-2.2773220963447764,D,121.73419868227589,1
Other,Male,B,A,87.5918895369708,B,140.77502742634243,0
Heterosexual,Male,D,B,-140.15490016615033,A,-24.689263637623053,0
Heterosexual,M,A,B,63.990494628450556,A,54.52154960359758,0
Bisexual,M,E,A,127.64026143831147,D,-86.83941484924141,1
Heterosexual,M,A,D,129.81212244273505,D,8.825977634407394,1
Other,Female,D,E,-61.953481949619416,C,18.207410213165975,1
Other,Non-binary,B,E,-134.11308098713195,A,54.700466833477236,1
Homosexual,Non-binary,A,E,-129.59694677671456,A,-113.08195189452042,1
Bisexual,Female,A,B,18.28791736181673,A,-52.96822740011952,0
Heterosexual,Non-binary,A,A,-146.23772622004952,A,201.01599884303604,0
Homosexual,Non-binary,D,D,49.414073446614424,A,36.61043728174344,0
Bisexual,Male,D,B,65.46715201440678,E,-54.38248486908047,1
Other,Female,D,C,-23.40270682090201,D,-66.2473225524981,0
Heterosexual,Female,B,C,34.77525127710674,A,46.43204640937352,0
Bisexual,M,C,D,23.50093316615393,C,-17.310224071700773,1
Other,Female,D,B,-29.728360770235764,E,-186.88452024776376,1
Homosexual,Female,C,C,41.07302927488371,A,-107.81746915534498,0
Other,M,D,E,27.277488048219872,A,-98.8035817990894,0
Heterosexual,M,D,C,16.938259521617265,E,-24.015240685820025,1
Other,Other,C,B,4.209135756226058,A,184.7442420696314,1
Heterosexual,M,B,E,-51.278787571116645,B,-47.73101648401188,1
Homosexual,F,B,A,-26.22190027367718,A,-50.67515028321507,0
Other,F,A,A,23.87954648181367,D,-40.76408491024004,1
Heterosexual,Female,E,D,168.49716938250242,E,-30.078506820335623,0
Heterosexual,Male,B,D,-75.24129471443005,A,-180.63742200960706,0
Heterosexual,Non-binary,A,E,-55.13144379670717,B,85.42030349390373,1
Other,Male,D,A,-88.46966042883933,B,52.14576677076677,1
Other,Non-binary,B,E,-12.070982543569267,E,-75.27458736025565,0
Bisexual,Non-binary,D,E,-2.4182998128441753,B,-15.522882886985686,1
Homosexual,Non-binary,E,B,51.379493920553465,C,-34.065186083556554,0
Homosexual,Female,E,B,-6.449257100960705,C,-66.75286732292821,0
Homosexual,Other,C,A,-5.911408973292342,A,86.91284720377658,1
Heterosexual,Non-binary,B,D,-56.267374522215505,D,-98.74548634664173,1
Heterosexual,Female,B,D,-177.31960680807472,D,15.222661255077371,1
Bisexual,Female,B,E,161.07971048491203,B,26.39542765265691,0
Heterosexual,Male,D,B,-112.93879796647128,E,165.52790888286353,0
Bisexual,Non-binary,A,B,47.10519912540933,D,43.700321479069274,0
Heterosexual,Male,C,D,-121.44954576520466,B,-110.59507559996507,0
Bisexual,Non-binary,A,B,2.862032355504303,D,54.90394562400566,0
Other,M,E,C,137.9764390945627,D,-138.2626880248549,1
Other,F,D,E,15.029890624850387,C,-132.52617317088206,0
Other,Female,E,B,-69.17993701493347,A,62.536892548805966,1
Other,M,E,B,-64.06452314875465,D,-10.791561412305548,0
Heterosexual,M,C,A,4.071537616428421,B,-144.54615076033625,0
Homosexual,Male,E,C,-33.83836709396796,D,134.84369911455272,0
Heterosexual,Female,E,E,-109.23901080124216,A,39.35489095470859,1
Other,M,C,D,204.23501542730648,E,-108.94824038757547,0
Heterosexual,F,C,B,-150.47639979265966,B,-18.60604014299939,0
Heterosexual,M,D,D,-43.15501031065844,E,-36.218682213976535,1
Bisexual,Male,D,A,150.11532031234486,A,-43.91060932180125,1
Bisexual,Non-binary,B,C,49.56047870866949,C,0.3113144800771596,1
Heterosexual,Other,E,E,270.7305049922264,B,-22.110648259289253,0
Homosexual,Non-binary,C,A,214.71710778051602,C,-21.99077639135967,0
Heterosexual,F,E,C,139.85310158167442,A,-19.44421156052007,1
Bisexual,M,D,B,229.25585438649168,A,-34.92020408442437,0
Homosexual,Male,D,C,-101.66405133491065,C,-129.6357220661491,1
Other,Male,C,A,-188.12381003850507,D,148.9975675745199,0
Heterosexual,Non-binary,B,C,134.50624734390203,C,79.68113527268467,1
Heterosexual,M,B,D,-10.599797999390773,B,-38.834145783933366,1
Homosexual,Male,D,E,65.40435450311068,D,-97.064644339865,1
Heterosexual,F,B,A,137.49066159331008,B,50.20754377460547,0
Homosexual,M,E,B,-1.4248084603971338,A,-29.116135809273086,0
Other,F,A,A,-40.428344490206676,C,231.62568087417458,1
Bisexual,M,A,A,-39.903996865445976,D,103.56898441742723,1
Other,Female,E,B,61.535200650080824,B,192.2769953839466,0
Heterosexual,Female,E,D,54.59449828427082,B,-35.908746449595476,1
Homosexual,Male,A,E,118.51987517599039,A,31.73781691678752,0
Heterosexual,F,D,D,-61.37851224548293,C,116.84530655183154,1
Homosexual,Male,C,D,120.21984946149622,C,-131.43450729866612,0
Heterosexual,Female,C,C,-35.59117422370992,B,-66.58677156848734,0
Heterosexual,Non-binary,E,A,-122.7011496208825,C,-100.87913170956395,0
Bisexual,M,A,D,27.33149709092834,C,132.95618537578616,1
Bisexual,F,C,B,91.17162480977237,E,30.998230982123196,0
Other,Female,A,E,47.05131504739802,E,-237.20138311479909,1
Bisexual,M,C,D,177.37048120992316,C,-70.02295820867015,1
Bisexual,F,B,C,100.49640564107345,D,52.2750102713892,1
Heterosexual,M,A,B,-72.35924674869119,A,15.737114402169707,1
Bisexual,Female,E,E,93.37986220285369,E,209.91102492927774,0
Bisexual,Other,C,C,11.803792283478922,B,-158.86461995016762,1
Homosexual,Female,D,C,49.62405325419364,A,29.698999987198448,1
Bisexual,Female,E,A,24.527204357219265,C,-5.450668579230313,1
Bisexual,Male,B,B,-69.8715637070718,C,-111.42590239950275,0
Other,Female,E,B,129.43574176827673,C,-8.238008077786976,0
Other,Female,D,E,-160.95465005097958,B,83.47307702568789,0
Homosexual,M,C,C,28.67967506342488,A,-103.68113735394724,1
Bisexual,Other,C,E,-147.47330728697924,E,4.375573776745886,0
Homosexual,Female,C,C,34.46233250007716,B,39.49313527024029,0
Heterosexual,F,C,E,173.88192651235522,B,38.35287225690341,1
Homosexual,Male,E,E,-183.83346644027938,C,-76.69412005302269,0
Bisexual,F,D,E,-99.15448137815773,D,70.74112213728897,0
Bisexual,Non-binary,B,A,114.24356702877108,E,-16.76926801466455,0
Bisexual,M,A,C,-91.22766878644009,B,-162.90316364650778,0
