nationality,civil_status,Veteran,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Mexico,Divorced,Veteran,Heterosexual,107.21565943024561,C,D,E,D,208.60058062466442,48.42996987064378,143.69716158573584,0
India,Single,Veteran,Other,-87.15635918302964,D,A,B,E,-164.90898408089976,-112.04100485229567,-156.5107367413915,0
Germany,Widowed,Non-Veteran,Bisexual,-24.175909315824796,E,B,D,A,-56.09358032041853,-137.69924635947078,-198.50426096592136,1
India,Married,No,Other,-42.671732269017745,E,C,B,D,-18.107443783334148,142.2565023402108,18.351563563777667,0
India,Married,Non-Veteran,Other,29.191215052690566,A,C,C,E,127.6269464717656,-14.830667817336899,-12.232383102285098,0
UK,Married,No,Heterosexual,-89.84104515482258,E,C,C,B,-72.87961324869713,31.075208804546495,17.360163089165027,1
Brazil,Widowed,Non-Veteran,Bisexual,64.5370188651172,A,B,C,C,75.79138428637125,-7.4121520199443065,-38.812428826583115,0
Germany,Single,Non-Veteran,Homosexual,-10.412775493539687,C,A,D,B,-125.80650824953923,-109.39029130882649,-129.02303398117527,1
China,Single,No,Other,-11.664048174806691,D,E,A,C,-82.232205205339,48.6780432952299,-112.79963052331416,1
Other,Widowed,Veteran,Bisexual,-36.70773161884351,B,E,B,B,-154.63777744099517,5.4384927894192945,-21.954651303803104,0
Mexico,Single,No,Bisexual,-198.55274940889169,E,A,E,A,-14.29960981215585,278.98570461326375,81.26061844021447,0
UK,Married,Non-Veteran,Bisexual,267.27190634726793,E,B,A,D,-8.691058491370693,-18.567148749978152,-29.45532070277441,1
Other,Married,No,Bisexual,164.6704818872958,C,C,C,D,98.41549564774158,-17.130662007651633,104.58771654430518,0
Brazil,Single,No,Bisexual,-12.942998272983907,A,A,E,E,181.1682811231582,18.79908689409182,18.133854056973796,1
Germany,Single,No,Bisexual,-108.6513250161544,E,A,E,D,34.95315316593443,9.199301555253456,125.22625587592712,1
Other,Single,No,Other,-102.69869122584178,C,C,D,C,-108.69240566819292,158.98333248756197,24.607948764241655,1
Other,Married,Veteran,Heterosexual,-65.48375755978503,A,B,B,C,-217.84686238238984,138.76660275124183,24.346905474932772,0
Other,Widowed,Yes,Heterosexual,-38.27855887868577,B,C,E,E,-14.847137992310188,-44.5755676329957,-0.7453412462636594,0
Mexico,Divorced,Veteran,Homosexual,-97.55784351853019,B,B,A,B,-22.543861593570984,1.602102049663373,128.13519579967792,1
UK,Single,Non-Veteran,Heterosexual,-134.70641270986832,E,E,C,B,23.615565343151555,170.10412638718617,-120.33595481058019,0
Brazil,Divorced,No,Homosexual,-58.90101321288399,E,B,A,A,-3.238006483858097,-103.44228635661064,23.838789578160412,0
Mexico,Divorced,Veteran,Homosexual,21.323244712020447,A,B,C,B,42.959253139938816,-55.6606635319116,-202.26397198486504,0
US,Married,No,Homosexual,-4.835067794607268,E,A,E,E,65.52240286187565,-39.672436181470374,-57.0952933478713,1
India,Divorced,Non-Veteran,Homosexual,60.17429419433991,C,E,C,C,-285.3209828813179,4.202720073835906,53.320545618170826,1
Mexico,Widowed,Veteran,Heterosexual,152.2596518845517,B,E,D,B,146.5758611212435,-100.50423701630957,32.79637816970705,0
Germany,Divorced,Non-Veteran,Homosexual,-74.51112600017424,C,E,E,C,65.07175141790184,138.39851564576608,97.17940851041283,0
Mexico,Divorced,Yes,Bisexual,20.621506178845976,D,A,D,A,-204.24936351644357,109.22686256587309,117.65095498615199,1
Other,Widowed,No,Other,-80.82372104553207,B,D,E,B,114.80952913172582,-8.925567578864314,-198.26351331697268,1
Germany,Married,Yes,Other,24.296833303124156,D,C,D,D,185.4930652069643,-56.332919514045585,32.726809107083305,0
US,Divorced,Yes,Heterosexual,145.0699490875911,D,E,B,C,104.11449608074153,60.657605723447446,16.14027477072762,0
Brazil,Widowed,Non-Veteran,Other,51.00370121980621,A,A,C,A,29.02182601688277,-78.74085393756108,-136.88973963796138,1
India,Widowed,No,Homosexual,61.5213899575604,D,E,D,C,-100.85745701271307,-5.089809866833187,167.82208064665102,1
Brazil,Single,No,Other,98.78919712538516,E,B,A,C,114.35757123332053,-88.12410247344742,-8.735484197777465,0
Brazil,Single,No,Other,-34.3376717820546,C,B,B,B,-49.851155958439726,-148.21561369434352,112.34404273788579,1
China,Married,Yes,Other,-58.710871917918695,E,B,B,D,155.42958031962993,-42.393353991386164,22.26984523143613,0
US,Single,Yes,Other,-104.05453037110081,A,E,D,E,57.967876900968776,-167.9119496233734,61.49492517916072,0
Germany,Divorced,Non-Veteran,Other,-110.9782133634323,B,A,C,A,24.203052871505673,39.56079853855124,-72.98560961978258,1
Germany,Widowed,Veteran,Homosexual,230.54892848984628,A,B,E,B,-246.63615946300786,-62.807295267345154,-139.72722322412068,1
Brazil,Married,Yes,Other,88.12366008189807,E,B,C,A,113.09998571035959,27.653316336382776,15.5635875345497,1
UK,Married,Veteran,Other,-36.92116171250011,E,C,A,A,48.65611505677927,233.2513288747587,119.30855385479137,0
Other,Divorced,Veteran,Heterosexual,-28.122497281308924,C,E,A,C,13.532038138621319,-9.599385360775894,-48.53076824521844,0
UK,Single,Veteran,Other,-174.2288458809099,B,B,D,D,26.85847422345314,-73.09155961698562,81.12999904143769,0
India,Single,Non-Veteran,Homosexual,280.9375837504566,A,C,D,C,-197.64556762490673,-163.08546072815676,55.49282475031798,0
Other,Divorced,Yes,Other,-49.07792497223942,B,B,D,C,-1.446565309889117,-230.68721517333967,-16.18346358752924,0
Germany,Single,Non-Veteran,Other,111.89115238674682,B,B,C,C,-182.77328941612225,-4.38513511521516,-115.80131415155009,1
Mexico,Widowed,Non-Veteran,Bisexual,138.38868961556048,D,E,A,A,71.33507702224692,36.203129180743105,27.96259139406385,1
India,Divorced,No,Bisexual,-30.633929435704182,E,C,E,C,102.7957029285072,-280.60091864103646,97.25505366653333,1
India,Married,No,Other,-45.41188352481906,D,C,B,E,-81.03791997265417,93.13208371649787,72.82173513035217,0
China,Widowed,No,Bisexual,-255.15382106020925,D,E,B,D,212.6697585689687,79.8926301540552,31.327254788860294,1
Mexico,Divorced,Veteran,Homosexual,117.35914253002552,E,B,D,E,-23.230719663391977,78.88543476579807,54.925849480214694,0
Germany,Widowed,Yes,Other,81.3511254647932,E,A,B,D,-62.00402156469869,-126.8530127718201,42.471744559891405,1
Other,Divorced,No,Bisexual,-28.789974657556357,A,D,B,C,-65.66935458479564,42.007438969851115,-43.20954869367531,0
Mexico,Widowed,Yes,Heterosexual,-109.1536133075155,D,D,A,D,69.70507149855892,197.39978901336684,240.48389216235057,1
China,Widowed,No,Bisexual,12.903900488421144,A,B,A,D,-3.7980317960426992,30.978644519525965,93.23946704250814,1
Brazil,Single,No,Bisexual,-108.53772505152368,C,C,E,A,209.2083630092117,86.38730346162299,-43.69144901094182,0
India,Single,No,Bisexual,22.346786296052112,C,C,D,D,33.82781487340105,89.84259625390348,107.80447040390561,1
Brazil,Single,Non-Veteran,Heterosexual,21.96734133942692,D,B,C,A,-67.25644569440172,84.49194841248438,84.99352090710165,0
China,Single,Non-Veteran,Homosexual,26.88550502399846,B,C,A,B,103.9465856396518,0.05666136110979941,-235.89277763272324,0
UK,Married,Non-Veteran,Other,2.832156756550947,B,A,D,C,175.77467353268366,-243.612558823293,23.037973972009198,1
India,Married,No,Homosexual,215.65343374215877,A,C,B,B,-94.13669567616368,-160.33288361619012,-93.20745156554052,0
US,Divorced,Non-Veteran,Bisexual,21.129641205116037,B,D,C,E,-88.1570512084694,103.84968210141126,-90.01460908153321,0
India,Married,Veteran,Other,60.677546897791736,E,D,B,E,-27.89928575554141,-28.600234727108464,172.5296745166872,0
Mexico,Divorced,Veteran,Other,-74.11821411264437,B,C,C,E,-14.817463787230475,36.2236883641586,-28.353319122239075,1
UK,Single,Yes,Bisexual,16.59053612242617,D,A,B,C,16.70469506174652,89.15940029200017,-51.90199493331396,0
Brazil,Divorced,Veteran,Other,96.71969793876379,A,C,A,C,-110.63647493743625,-46.65261953621285,64.34762102901476,1
India,Married,Non-Veteran,Heterosexual,70.05664715787692,B,D,C,A,76.23043776462345,157.78668449562326,-176.2026007353136,1
US,Married,Yes,Homosexual,16.37255221076306,A,E,E,B,169.75422054138295,-122.11545627033217,56.815984516535835,0
UK,Widowed,Veteran,Homosexual,37.60709100756497,B,B,D,D,25.478408076479152,22.854413994995202,-20.304521978269445,1
China,Divorced,Veteran,Homosexual,26.565118466789233,D,A,C,E,-67.5608756675747,-117.79200935109695,-210.05770491675256,0
Mexico,Widowed,No,Heterosexual,139.81732146735504,D,E,C,D,-173.05714257398964,-154.27241033001684,6.860970289955029,1
China,Divorced,Yes,Other,50.13986477578598,C,C,E,E,159.3380815635432,73.43115297895983,199.7246083613285,1
Brazil,Divorced,No,Bisexual,212.95465341133445,A,A,A,C,-128.3306480643039,10.103667823080793,9.300418631462955,0
Mexico,Single,Non-Veteran,Bisexual,134.14321693139826,E,E,B,D,-50.03625088543298,96.96897163208953,60.37819975480222,1
China,Widowed,Yes,Homosexual,-35.11208608983302,A,B,A,B,66.51231910811481,4.630236235955698,-42.39470761479063,0
India,Married,No,Heterosexual,70.36508612771037,A,A,A,E,-31.387120645761467,48.933245177962405,-66.32068581127966,0
Mexico,Single,Yes,Homosexual,36.23256071697342,C,D,D,A,46.884102818241985,-36.88486225972314,-190.97349239211596,0
Other,Divorced,Veteran,Bisexual,85.40715883447221,B,D,D,D,62.93406081337769,-107.97600996086656,-5.984612728386204,0
US,Widowed,Veteran,Heterosexual,61.66145958512123,C,B,A,D,167.4053418579851,-49.81214366687713,124.6148315313439,1
Germany,Single,Yes,Homosexual,-167.53535700205518,C,C,D,C,-39.156123139367146,78.62440856110607,175.5007109755756,0
US,Divorced,Veteran,Bisexual,-93.97856756532155,D,E,A,D,-136.55720298784803,142.93209369521585,153.62787839053124,0
US,Widowed,Non-Veteran,Homosexual,102.18560634951783,C,E,A,A,-25.800836818873634,-97.2694931725397,-137.50457413320188,0
US,Single,No,Bisexual,81.78414389329684,B,A,B,B,54.33816347218031,-51.724598603144365,16.939500346844984,0
Other,Divorced,Non-Veteran,Heterosexual,64.39181557998144,B,E,A,B,19.7805191254147,-45.24405346251272,179.0989598605301,0
Brazil,Widowed,No,Homosexual,83.57691306734877,B,D,E,A,29.95144316479338,-87.5064944434124,-38.60023147136392,0
India,Single,Non-Veteran,Homosexual,-138.66047154761853,D,C,A,C,83.82667513416496,-70.23352491729959,-36.954489496391936,1
Other,Widowed,No,Other,146.65525524174674,B,E,C,B,-72.03668613942757,-30.600844215998084,-75.72730081898978,1
UK,Single,Non-Veteran,Bisexual,-12.31429391979943,C,B,D,B,15.95555592964856,136.4066790562159,-61.05404115374235,1
UK,Single,Veteran,Other,-1.0716340843709748,C,C,B,E,-57.536703359163845,57.042158205969464,-141.32294176357166,1
China,Widowed,Veteran,Heterosexual,-83.61398107522871,C,E,B,C,-7.455331804456369,120.97620549130998,106.77095836536623,0
Brazil,Divorced,Yes,Homosexual,-196.95143193020476,D,B,C,E,-198.99793900272124,216.22801136814823,70.82247772101505,0
Germany,Divorced,No,Other,-72.19515717130437,B,B,D,B,-115.67855621820016,-20.32950829518964,7.9514049072345525,0
UK,Single,Yes,Other,-28.484557361053763,A,C,A,D,60.51798700797533,33.3354136107503,-139.94219342202706,0
India,Single,Veteran,Other,147.113791580929,D,D,B,D,38.15391491731006,192.41748017236148,-70.26829146084891,0
Brazil,Divorced,Veteran,Bisexual,-36.29635226214199,A,D,D,A,126.03248375291962,-141.2490230515797,97.38064540056249,0
US,Widowed,Non-Veteran,Heterosexual,-79.06314983869272,C,D,B,C,-18.823321636934526,-61.036532415210786,-31.496807095039603,1
India,Widowed,No,Heterosexual,-16.73882660911096,E,C,A,C,-89.49340323575737,196.82358164262166,-244.11171422514894,0
China,Widowed,Non-Veteran,Bisexual,-51.04651342158869,D,A,D,D,125.23810318782789,86.86557713048904,29.411722531702633,0
China,Single,Yes,Other,16.419075913909793,A,A,C,B,260.3185647808095,-128.79956362331885,-1.1992041870004149,0
Other,Married,Non-Veteran,Bisexual,-134.14531795414,B,D,B,D,51.63405582975825,19.056553079085017,58.308935365028034,1
US,Divorced,Yes,Other,-105.44241572448199,C,D,A,C,59.11992484807783,81.15299352038521,-70.00638426777482,0
Germany,Married,Non-Veteran,Heterosexual,-67.7595549560693,C,B,D,B,-35.30711408424042,-41.94953289000995,-111.82309547181897,0
UK,Married,Veteran,Bisexual,108.71502566754141,C,E,B,B,34.17912343036015,-143.30689060647,-106.91072076783969,1
Germany,Divorced,Yes,Heterosexual,-35.5706743464816,C,E,D,D,-95.51960961269053,37.02603542908482,-124.49183085807323,1
Germany,Divorced,Veteran,Other,210.26888283772897,B,C,C,E,-161.16836406734134,-57.92353438243107,113.44728999628417,1
US,Married,No,Homosexual,-94.73957777278382,A,A,D,D,95.71842675000057,31.636057399281547,-90.52133325990293,0
US,Widowed,Non-Veteran,Heterosexual,16.194669738283064,E,D,E,A,-51.47301484192911,-109.47140871212177,16.543484272100265,1
Mexico,Divorced,Veteran,Homosexual,65.87360200291893,A,A,D,C,-1.2866436697680899,60.39579680063354,-35.66282377381137,0
UK,Married,Yes,Other,-91.81178343188961,D,C,C,C,-17.791071351454086,19.535921743686934,25.56186790625745,1
Mexico,Single,No,Homosexual,-92.31459786811769,D,B,E,A,-10.511123390535362,80.00134266439389,8.820176605040073,0
Brazil,Divorced,Veteran,Heterosexual,21.546270548450934,E,A,A,B,-121.89539861116332,84.62659162272084,-113.04167683751378,0
China,Single,Veteran,Bisexual,147.51479671121743,D,E,D,B,1.69868470175664,76.81919614312005,32.831952150030006,1
US,Widowed,Non-Veteran,Heterosexual,108.872842413365,E,D,D,A,-174.93691647976303,-40.889905306445414,204.87913530651838,0
US,Single,Veteran,Heterosexual,-52.796841879882884,C,B,E,C,137.63295677099043,-123.55632696636735,-56.73079112499138,1
US,Single,No,Bisexual,-15.472527064905222,A,D,D,E,7.671253938310474,132.24544880763042,-133.97642362708825,0
Other,Single,Yes,Homosexual,-33.77902934374607,C,D,A,E,23.22868400774226,55.727454377846165,216.2348941702377,0
Mexico,Divorced,Veteran,Heterosexual,5.4562860380426255,E,A,A,D,-36.835634985699755,-12.310038758155942,149.12634648695078,1
Mexico,Widowed,No,Homosexual,-92.58714525818952,D,A,B,E,-182.35004099178425,179.73209580528516,-131.78891667745248,0
India,Widowed,No,Heterosexual,29.53635944493663,C,B,D,E,153.99176761594694,84.08616701438586,-23.04503525238935,0
Mexico,Widowed,Veteran,Heterosexual,86.35269095633893,A,E,B,A,-89.31301769689426,86.50023557633327,0.8728098440019009,1
India,Married,No,Bisexual,67.99787735004638,E,C,D,A,49.527408369230606,16.595064164381743,-138.90168132038443,1
Mexico,Divorced,Veteran,Heterosexual,-40.30556191857968,D,C,C,B,214.62249264198223,42.10070000706263,126.07630720131127,0
Mexico,Divorced,Non-Veteran,Other,-122.69410337149186,D,E,B,D,66.77309066765797,-109.42448736150152,-140.95075341756115,0
India,Widowed,Veteran,Bisexual,63.53478581824318,C,D,D,A,192.4579029322912,-63.090403636373814,2.3196367340724326,0
India,Widowed,No,Heterosexual,4.6108529843874395,E,C,E,C,16.043082662229377,77.17841144057407,36.427273925428324,0
Other,Single,No,Heterosexual,198.2565248787917,A,D,A,A,-86.70186780084461,14.387409026330852,-111.06484433413794,0
India,Single,Non-Veteran,Other,146.81555869446294,B,C,B,B,102.80279385720902,138.73467555558904,23.643689174051364,1
UK,Widowed,Yes,Bisexual,-74.30560947152361,E,D,E,B,-57.6654337107695,35.6781439354877,154.18667941605912,1
Other,Divorced,No,Homosexual,5.320266543427745,A,B,E,C,15.19773152629223,89.18894994096132,-67.27841034610876,0
US,Single,Veteran,Bisexual,-16.00365435428782,E,D,D,E,185.60787368540167,23.473024252305503,206.64610753567015,0
US,Widowed,Non-Veteran,Homosexual,142.10358930407006,B,E,A,B,70.70045494209677,-226.3514729938745,103.89486569456234,1
Germany,Married,Veteran,Bisexual,-86.01619288996453,C,C,B,B,-39.50197077764057,14.037093768726738,2.9253249724026964,0
Other,Married,Non-Veteran,Bisexual,-10.178442909529602,E,A,B,E,-122.16489659737005,-146.5218817776905,13.720558641368157,1
UK,Single,Non-Veteran,Other,206.7201944362521,A,B,C,B,-102.01952724772305,-34.73431250564041,106.44040580814007,1
Germany,Single,No,Other,-84.26636233906146,A,A,E,D,-41.276198917318226,96.31256946199869,108.74560661485178,0
India,Married,Veteran,Heterosexual,-150.02354799233285,D,B,C,E,118.5557029322787,-110.0844336917274,20.845370897161665,0
Germany,Widowed,Non-Veteran,Bisexual,-33.190473233087474,A,E,E,E,-64.89757388634048,152.04728883161064,50.133325966846364,1
India,Widowed,Yes,Heterosexual,177.81968511835788,C,C,A,D,-41.09577290011256,21.4499834616851,-144.24802828162382,0
China,Widowed,Non-Veteran,Heterosexual,2.67074794283027,B,D,C,A,0.9269891416558148,-16.618234234034205,25.004068398674335,1
Brazil,Single,Veteran,Homosexual,50.687045244578165,E,E,C,A,-148.57413264683404,149.5219980823922,34.99296394839722,0
Germany,Single,Non-Veteran,Homosexual,-111.99064981141346,B,E,A,E,-115.5133181511594,111.3291869406021,-15.728852469423165,0
China,Married,No,Heterosexual,-36.41383388056219,E,C,A,B,206.37088524059934,-70.91341239492827,137.11882031692943,0
US,Married,Non-Veteran,Other,-137.7303234943826,A,D,C,D,-133.22005736819617,85.49926464019609,43.07863574758185,0
Brazil,Widowed,Non-Veteran,Bisexual,-56.38274777959585,D,A,A,C,-175.8508408575649,23.602536966880496,-150.18963687566475,0
US,Divorced,Veteran,Homosexual,-80.41087466230137,A,D,C,A,188.3137139384399,44.286419296664135,38.565760809274494,1
UK,Widowed,No,Other,170.715531793102,B,B,B,D,28.152048501857646,-27.918262507045405,-40.62534503193012,1
China,Divorced,Yes,Bisexual,-25.928770221855522,E,A,C,E,-37.84288193388494,-60.10502724793931,-17.938450014580976,0
China,Married,Veteran,Heterosexual,-105.65858977458294,E,D,E,A,71.92199054072685,3.4150717418753107,75.99560449052224,0
US,Divorced,No,Homosexual,24.03898692050534,B,A,A,C,127.11276551591459,-11.77259493476914,259.93189501618275,1
US,Single,No,Other,-113.58587408592223,E,A,D,B,-110.80931735415153,-70.34335666899894,-105.59278265495668,1
China,Divorced,No,Bisexual,-116.70655369214673,D,D,A,D,12.161242699704669,35.19205168500378,-21.634300565765063,0
Brazil,Single,Non-Veteran,Heterosexual,-75.69697859982963,B,C,E,E,-196.3398938148977,-49.68075870215918,-20.683773839467833,0
Brazil,Divorced,No,Homosexual,-14.41188359111371,D,D,D,B,-14.915103895541565,-144.46881751389216,-48.905950537998436,0
India,Widowed,No,Other,60.709760736219565,A,D,A,B,233.83045697545174,29.123895127266668,61.42811870167058,1
US,Divorced,No,Homosexual,-65.91457504904803,E,C,A,E,119.96827597846864,134.1894356761388,-93.88280031027017,1
India,Single,No,Homosexual,2.7235395828568363,C,B,A,B,96.32096651213459,12.326270693643519,-25.741012541816644,1
India,Widowed,Yes,Homosexual,-144.04091447041708,E,A,B,D,-35.43324783495496,-106.88710893803983,13.339475689932117,1
Brazil,Married,Non-Veteran,Other,96.24567988561115,B,C,C,E,-16.76521207669355,-20.54783582712534,-15.323524772405428,1
US,Married,Yes,Bisexual,2.2405304036157934,A,C,E,B,-29.859193803925166,-14.37617354381892,14.810242601196244,0
UK,Married,No,Homosexual,78.28292859824721,E,E,C,A,53.30296115460924,-155.75830561769126,73.80993535437354,1
China,Married,Veteran,Heterosexual,-91.65734337020267,A,E,A,E,-5.395097079726943,-204.3089971879591,53.939140121086524,0
Germany,Single,Veteran,Other,86.84350075357227,C,A,B,B,24.119804992157317,6.030021252863459,-23.16791333946573,0
Germany,Single,Non-Veteran,Bisexual,11.779955521763277,D,B,E,C,-124.40136098243491,132.86810664071044,-126.76808589216546,0
Other,Single,No,Homosexual,-154.21724060344556,A,E,C,D,-86.67003607379908,5.625595484638579,-27.30597004138745,0
India,Divorced,Yes,Heterosexual,5.21240321278481,E,B,E,C,-128.18945210011643,35.01802677826332,-15.105203004163933,0
