SEX,age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Other,36-50,A,A,-95.34546480174824,D,D,-46.403836902018305,112.1145555177694,-42.075367903757126,C,-54.29502750183873,-74.50556869372807,B,141.42116323297338,E,-0.6414681557289559,A,1
Non-binary,26-35,E,C,14.131556974696865,E,D,116.50498381596121,60.40823618929525,142.85319337406156,D,81.36809706838349,-157.12812850821334,E,131.1346916838382,B,69.49073281518126,E,1
Male,18-25,E,B,42.29545399358784,A,C,49.709036447089154,15.881510531142984,-35.107388926740214,B,-110.2676696426274,90.43111424093728,C,-38.54023435234099,A,130.4396199904094,E,0
Other,51-65,E,E,241.20278355261172,D,D,-74.24445952465871,-129.75738191403568,-44.71455432532015,A,79.1246633114536,-28.501440167540903,A,-97.54803754053248,D,-46.85620613793177,A,1
Non-binary,51-65,D,E,53.70155544335154,B,E,-154.73492881450477,-0.753862955416872,-49.81114477304624,A,51.121414093189955,-259.6272470786543,E,130.84466132484343,E,-0.6397162115703776,B,0
Other,36-50,D,B,15.612887405633616,D,C,-0.22659652958773793,-44.19401637159998,109.6771138714699,A,-14.050700946910858,-27.65533280859851,D,19.801256928951318,C,-7.531475093209676,A,0
Male,36-50,C,B,-99.14578597102253,D,A,42.552788899991185,113.71748985875678,-64.57997436915083,E,9.01613884959195,72.52033374170088,B,24.87939247190778,D,14.902775543331098,D,0
M,26-35,C,E,69.7494891696924,C,A,95.52550574036648,99.86252051730239,46.28111835568567,E,92.99398820617908,159.37579194244123,C,70.09166834785087,D,-49.51408391788351,A,1
Female,51-65,E,C,-142.52030130479233,E,A,-6.393183870102714,-3.3070217903598778,-39.27862455437884,C,-34.43451588015244,84.3386949931202,A,115.71252563834302,D,114.27546364098853,D,0
F,65+,E,A,-140.01185941803976,A,A,74.9590952234819,57.81393437969984,5.832154331539939,A,-2.0244453567342364,14.944197415667334,B,-24.66757867363125,C,56.92287224843683,B,0
F,18-25,E,E,-92.31241105731955,A,A,-102.85620999533143,24.698081203171256,-90.36883749667922,C,22.557142487537018,8.385978953136721,D,-100.31748774037077,A,97.93426966363995,D,0
M,65+,E,E,157.19689951643753,B,A,59.75403512788338,63.55993428714582,-15.926194732679203,D,19.105278784124078,114.3355012820537,D,-122.3546570385212,E,-142.4956171384801,C,0
F,65+,C,B,98.61177947814338,B,B,-6.060856468366061,-42.44266200906372,-45.82410870115902,A,27.190050860577088,119.68419749377817,A,17.76201200828254,D,-93.90681844074679,A,1
M,65+,B,A,-0.7072988586156413,E,A,124.11154021934985,35.15353896993164,83.88485442712975,B,-232.74397321146014,48.72476163015785,C,131.09479134176388,B,172.33978224507652,C,0
Male,26-35,A,C,12.074585867736804,D,C,-3.0625411617308274,117.373790774788,-32.409470371647785,B,103.31028565312381,-18.92868970245351,E,-94.27482301460117,B,80.00337452817034,E,0
M,26-35,C,B,-116.48364328587996,B,D,-108.4874954911215,-5.541827304412162,-173.61983736220532,E,-20.753010893976473,-11.187303044596986,C,-102.42957428458313,A,178.43502232568443,A,1
M,36-50,D,C,80.48598284295467,C,D,43.76362819148895,80.10609073820333,-89.94087831564381,E,45.33543490049283,-18.026732545091406,B,-58.0614671349191,B,-1.692546775590051,E,0
Non-binary,65+,C,B,-3.4737348101646535,B,E,-305.54286398777305,94.19899091897177,-4.991932763098987,B,-98.92986786776842,38.915841992825385,C,-6.849539280226652,B,6.564316678447871,C,0
Male,65+,D,A,-2.8758910277456162,B,A,-57.67401320333394,-136.60259913617517,-178.50199673884762,B,12.064344639275072,53.57526245672333,A,65.52312959319443,D,105.32393050280939,E,1
Non-binary,65+,B,D,107.62942815887125,C,D,-16.185351799362703,-16.595448174443874,-145.2820329844873,E,71.96324484099344,-16.800327040342882,A,35.267872719864855,B,-101.31810648967901,B,0
Non-binary,36-50,B,C,9.31458695111116,C,C,108.9846387120993,86.56244414099231,-134.89558303806356,D,-136.3201354461362,137.8199989130661,E,168.42774846521698,C,65.98423353087169,B,0
F,36-50,B,B,-85.97340188470761,A,B,-15.469657488973143,103.99720331257897,14.528981309627515,D,173.89089055586058,13.800619734019365,A,-15.171808042816942,C,39.61030438896696,D,1
Other,26-35,E,D,-6.119699666882574,A,C,-114.24417451539837,0.004479052029517796,-41.26664739871743,B,-105.8110921263153,232.64532011161867,D,-66.79189401089911,D,188.1534738971942,C,0
M,51-65,C,A,56.68563362275545,D,D,-28.122601772248146,-177.00158361722305,-23.33714691836812,A,-25.51393791188531,109.38349657816124,B,101.65448277697007,C,65.98093397167285,C,0
Female,26-35,C,D,50.67713922843116,A,A,14.243418574526359,23.932500468361408,-92.33573709968549,E,-76.81914851567876,38.50585430956537,C,-52.57630934978017,A,-157.74371029594445,A,1
Male,36-50,B,C,-404.06871056283995,B,A,172.47476872840005,-272.638412875728,195.53538874481114,B,196.18900417005304,-74.91725964308232,C,-30.48125912795315,A,154.45340654364995,D,1
Non-binary,26-35,D,B,47.45707508690412,D,A,-116.40961772049847,90.570471638192,94.31114585014535,E,-18.906036446577314,-97.63097679002308,C,-4.239839554479176,E,56.44747327944698,D,1
F,51-65,D,E,33.188329054156455,C,B,-41.52866409306832,195.47369049540063,-53.698970501482144,A,84.68711465563985,42.560824411052195,B,-51.26436182533652,B,81.33949325688867,E,0
Male,65+,C,A,93.26900478956854,E,D,177.19783565106468,-100.79319473400705,62.34208247102592,B,47.18822202815065,-6.733607523776125,B,-0.6740808397832875,C,-51.46516805501543,B,0
F,18-25,C,E,-3.7674676970557464,E,C,-142.34047793361376,-33.31180166178658,-16.587673037550566,D,128.71149962342128,99.27639150834618,D,38.78490626727094,A,2.8706530135137553,D,1
M,26-35,D,E,-24.21383239496072,A,D,-94.2675110373996,94.31675640744976,-28.13895084076192,B,-81.9447665980936,-183.34925235369815,B,-29.46452132960128,B,-46.427961420502164,D,0
F,65+,E,B,-172.14447267451249,B,D,-55.39208107455956,-130.19874796030217,-114.0218235603283,D,-62.87210574065624,-24.90986305566895,A,-35.5315536389556,D,-50.85657063989256,C,1
F,65+,A,A,38.585726415326945,C,B,-25.24434216390216,-79.20559775521258,67.36157597034033,E,28.247190274909716,96.03058213334496,D,6.889539387040331,E,-111.01118555017253,C,0
F,18-25,B,B,-79.93811946934231,A,C,-212.22563961884097,144.4876657645715,126.4915466083864,C,35.30982592862693,95.42008642601677,D,-63.504876697592785,B,161.29801400108343,A,1
M,65+,D,B,108.97405745881241,B,E,91.98496640055214,-56.07144019061978,-111.44644742289584,C,-80.2710331441163,-179.86641516394272,C,-1.5451672201724531,E,-152.52215394905835,C,0
Other,36-50,C,C,-128.85289726704715,E,E,113.43785855002464,-88.02533565299309,-117.82786389529811,C,142.24977177473542,43.10535779381439,A,27.90797257928833,A,21.166652069434168,A,0
Female,26-35,A,B,-13.056624351097534,A,C,68.66178263271601,193.83925250457443,19.773376876603525,A,-131.2533702955838,40.450651703722826,D,103.28083311055119,D,36.85842368424635,D,1
Male,51-65,C,D,38.4813958173724,D,B,16.0530240322665,-102.28697105054177,-109.95044274959179,B,-40.83661649679448,75.16747851316705,C,-16.426513071599732,D,-185.65158076565527,D,0
F,18-25,B,A,47.84284093304608,C,D,-51.24451435867683,-8.125088528302793,73.48124679698088,B,-94.41808917456227,-133.55770867698848,D,96.2520917060695,B,-161.79252484300858,A,0
Female,26-35,A,E,41.73411311974796,E,D,73.2763165828893,-129.8264876337712,106.14660725413631,E,-36.04623038763537,-51.64253243665852,D,-36.887610294177506,E,101.13634490783197,A,1
Male,18-25,B,C,-52.14077032984772,C,E,-33.29439008832969,-93.08404573530487,10.827767264542883,E,80.16678551255222,-108.68427924152262,D,53.81353409283995,E,-31.856484569110982,D,1
Non-binary,26-35,A,C,-113.60823254849157,A,D,47.51659310624953,-15.081790247783665,-139.15303887059304,A,19.793549080535772,9.977766710436873,A,-83.4298301344856,A,1.5659716193352304,E,0
F,36-50,C,B,69.87176675261244,C,D,-180.86723212657483,86.28732057316853,-70.4402531583792,C,-2.72333491171967,49.89274675231471,A,-54.64523814358848,E,52.016364635427294,A,0
Male,18-25,D,B,-37.46031172092973,B,E,71.95271591336387,-55.38224911311628,204.55156086759888,B,-76.98328666161186,-29.220651328895507,D,-114.05641977323778,B,-5.637877439613639,C,1
Female,26-35,A,D,32.89326473141431,D,A,80.62060106176811,-63.06200855565947,-29.97131007959462,E,120.99287450782047,64.01521714389922,C,214.11292210863743,C,-1.9041061614504862,C,1
F,65+,D,A,16.392333479928354,C,A,-99.1733479922446,125.58333873959025,-76.51517756335772,C,13.64694669957481,81.98145077550926,E,94.18211375306164,A,-9.45943913260564,A,0
Female,65+,B,B,113.5615149090868,C,D,56.997881984496715,-32.3180612066405,11.117716024404704,B,235.64256255451724,124.17218344112271,C,-178.66841448637135,C,33.551073449326466,E,1
Other,51-65,C,A,223.20283630156945,A,B,200.88636680742388,150.5075013518552,73.08908732359136,C,0.6677079447494577,-180.35351143703912,E,54.014083082906374,A,-25.572000675120343,D,0
Non-binary,36-50,B,C,-5.227943016305621,A,E,57.82076317783267,90.9591606956415,-27.66459813815209,E,179.13725975510505,-257.02872874963333,B,20.798857224656565,C,-61.603138569454806,A,0
M,18-25,B,E,-129.99726860296252,D,B,43.6228542859401,-169.5402858541578,-72.13915459136861,A,33.02319031858248,-26.015359098098678,C,-45.76136207502308,B,-362.78585261191955,B,1
Male,51-65,B,C,-3.6717904648285717,B,D,56.14722014214942,-35.69487232890094,7.677611194368001,C,64.86905133053148,18.07599564271691,C,-129.1619350300175,A,92.9560378788253,C,0
M,51-65,B,C,121.12267955287483,C,E,8.331855160980508,2.6993343622628156,-57.843133292781246,B,70.72056392899043,-99.76331890814298,D,-94.9824022337037,B,-48.51228071948939,B,1
Other,65+,C,D,131.4188980963051,C,B,-63.85342884226055,67.27985219068744,68.86596050123626,C,-28.24789548102671,-144.22910645007644,E,-0.4360282826382508,A,-77.86371171843116,E,0
M,65+,D,B,170.69711259014971,A,C,-64.1552491155043,-27.003741581484753,69.97638704851545,C,-108.05430668798826,-99.7944404642714,E,50.75845069987831,D,-2.918557794648229,E,1
M,51-65,D,C,-9.889676154859321,A,D,102.97000384897967,72.32721017874405,20.628243907441618,E,-6.114009309229358,-170.06038835863632,C,56.17449364486853,C,-122.45414511641992,C,1
Female,18-25,C,B,54.15373663031484,C,B,-64.1413161377713,-100.14918925486167,96.74577332849663,D,69.58995940228857,-79.05176065135959,E,182.2553193476912,B,68.49166320342303,B,1
M,26-35,D,D,-33.34343705493462,B,A,76.38418764358931,35.04508933788573,37.599673218485044,C,-140.27970539946602,-87.69560550300211,B,96.20960322382976,D,-45.03473608925051,C,1
F,65+,A,C,-11.320615325233597,C,C,-30.311108446972185,-0.08586294943859121,49.80943105501518,A,-161.9054668943119,156.76221413704315,B,-45.26878218535518,C,-70.3753235902956,B,1
Female,26-35,E,C,107.93449067670689,E,C,-100.93540829795116,-47.733617362102684,3.6464812712148307,E,-90.21460644807598,114.85127708010995,E,116.05645895666635,E,-85.34403492054192,E,0
M,18-25,E,E,47.22267602547152,A,D,-191.96884592483156,112.64742769084162,-64.36847072393758,E,-93.72526054161116,-38.34379052574357,A,83.64340871711453,A,-106.1986441549793,D,1
Male,26-35,A,E,152.8567250760492,D,E,64.33609971756408,-68.61237286739996,30.681355080758898,A,-43.684429653927246,21.03160658476862,D,24.388221256266288,D,-242.7824921540653,A,0
Female,65+,D,E,287.6290337412011,E,C,-14.664747897092731,-155.7962984001896,-197.68916041203806,C,123.66852481114077,73.4087476458534,A,-29.88598221557327,C,-98.08258534468028,D,1
M,65+,E,B,-110.50697972638619,E,A,163.82857094579498,-77.63826619166323,-42.05471389591057,C,-42.9049718299573,1.666256185527133,C,70.85134405092512,A,129.50649587858592,E,0
Female,26-35,B,E,34.7403717210041,C,E,-9.838456741276614,-116.56960822028113,0.5505869926865251,C,306.728373051761,-85.34634646617648,D,81.76971337043572,A,8.838702540035788,E,0
F,26-35,D,E,-1.7704673010937948,A,A,-56.388910384054554,20.035928786850913,97.62080762229263,C,-53.81861809107499,-30.159237154336992,D,-224.1779059487559,C,27.68227641117546,B,0
Non-binary,65+,C,D,-152.16328758191008,A,D,-13.443932848956647,-131.33273263833948,20.47380724128071,E,-84.72068457657154,78.4594549152622,E,165.39256635739042,E,62.03269428007337,B,0
Non-binary,51-65,A,C,-50.924521608999164,C,A,-37.4592392936452,-87.49268057727194,-28.156718636752075,A,-7.2194971318328545,126.88473526889254,B,50.06248559977256,C,27.0577191172405,C,0
M,51-65,A,C,-44.43289406068455,D,E,-54.77296193115796,150.34652554894342,32.314835651928384,C,42.19749458849989,85.9323355403632,B,-167.86407202581495,E,-60.97760951576087,D,1
M,18-25,C,E,-154.79508624747152,C,A,-147.78771869293772,-46.24313591893596,-40.65530794705502,A,-117.93112275344033,109.83125799665336,E,-97.94732963669865,B,23.49204190168928,B,1
Male,26-35,A,E,-55.39853558700156,C,C,-93.4886400011072,78.36531552278487,2.9901804712386477,B,-120.80862875142124,53.87813290517224,E,34.716303187269375,C,-28.302538644883757,C,1
Non-binary,51-65,E,C,-275.9237070603078,A,A,134.7995927337477,-3.812198461613889,-16.57882422716094,B,206.7748425648514,-108.7910523868409,D,124.04552221793527,D,198.72712664772058,A,1
Other,36-50,C,D,-89.66000805638814,A,E,-31.17622354336161,-64.64841768632861,-50.620206812504605,D,34.059849172825146,124.35324565564412,B,117.37345156572792,C,-195.12890246445812,E,0
Male,65+,B,E,-112.90596458384425,D,A,86.19894446485927,-203.84345260452397,-90.35441979768612,E,-16.116093497311848,176.14079433132423,C,-83.65579470659779,C,-16.70720005899672,D,0
Other,26-35,E,E,-223.63843909915073,C,D,-61.83888135218726,84.26967476683343,-142.35888762991786,C,17.037915069255764,-50.97583613396475,B,12.777262466056035,C,157.25496540620566,A,0
Female,26-35,A,C,61.11806175315182,C,D,-20.957891286092494,182.1134280252329,79.14046410881184,B,-15.149002108542245,35.53130812850785,C,41.685250993881304,D,124.4961152262026,E,0
Other,18-25,B,C,-112.53968368223516,B,C,-31.31885256730453,-2.3617546140896533,105.18169618092534,C,-67.80780467569166,56.78285430858296,B,-23.974376941650156,C,-79.01712899584422,D,1
Other,18-25,E,D,105.32192851078177,A,E,-91.5877821371094,34.300964423040796,-44.7480885255179,A,83.4831615822968,66.8207690745229,C,-57.284917335184915,D,-177.30499868401677,C,0
F,36-50,A,D,130.32062286820843,E,E,-59.83465386086848,-28.1790704762787,-95.7982357182121,E,-129.24231826647267,27.724078025544824,D,-45.76610628018215,E,-34.32953171432104,D,1
F,18-25,D,A,125.70659064225185,B,B,6.215049255313378,-234.30611860903517,-116.10530694313319,B,-73.12253117537996,52.34904920267436,A,-164.24304415022485,A,-135.2413609295895,B,1
Non-binary,65+,E,B,-50.95301417533725,A,A,141.03033757618883,-17.58201384872333,-189.50793594531766,E,8.457513918663603,-14.44245720426065,A,-53.62292984698129,B,-51.52699415349839,D,1
Non-binary,65+,A,C,-1.6963124693944973,B,C,-151.4900056627477,-104.0172724584163,-178.24991480817692,B,-91.06473629891732,175.22313674930118,D,-58.489700785890854,C,91.33087731137392,C,1
Male,36-50,E,C,76.9662803361443,E,E,-87.48222258299792,87.66291597713429,155.45345930227543,C,64.02156380476207,-6.122632332459498,D,71.84753225740101,C,-162.29009905899653,C,0
Other,51-65,A,C,-101.12783886388492,B,A,165.95179258298126,86.82998200610584,114.99420645199638,D,-110.14228458794375,-18.258005544913384,E,-21.395540145027535,D,-61.82358909104821,A,0
Non-binary,51-65,E,B,-66.45864718542443,C,B,255.3275564023111,120.69857024461407,61.470801191279314,A,-142.8877696300621,12.361459334506899,C,200.8744747040162,D,-39.838875278540144,D,1
M,26-35,D,D,-46.215433675046555,D,B,-206.8121877975682,-50.77153307820061,31.663242784838552,A,19.874609701788955,-108.1738287360855,B,-39.36019751205143,B,95.42998644942358,A,1
Other,51-65,E,B,-117.1220928698876,D,D,48.67328855445499,19.54153739038057,-31.52156166191642,B,40.86427245764546,-7.789837646918932,A,147.32200941318877,A,-160.86985488552904,B,0
Non-binary,36-50,D,D,-23.158278501401167,C,C,44.94812830985462,55.45251260151777,130.33990279704454,A,38.59054994657202,-255.67267982755095,A,82.40748195539179,D,-19.923419510280052,C,0
Other,51-65,D,C,12.085689487921316,A,E,-48.4671721946279,37.72788352444825,-86.26903723272726,E,-24.998173313246085,-117.0318661712557,B,-109.23212974540537,E,30.00801527985079,A,1
Non-binary,51-65,E,B,77.25935402491255,C,A,-35.63036081313577,14.563220210109835,75.76944114065569,A,-33.54159670170665,-22.103017771392487,A,-108.19808836835685,C,-50.64652631856649,C,0
M,51-65,A,E,-153.0356704617671,C,B,-104.51300194045112,29.65743758796064,-79.1481706221109,C,-24.672778383115514,11.526244586545692,D,90.94172006931423,C,5.81548486599378,C,0
Other,18-25,D,E,61.63270648207935,C,D,-262.30257614327473,3.3673202553845933,-0.2239490962275142,A,80.88479373098181,88.56767232079076,C,124.69197350925347,E,-2.4301273495063045,D,1
F,18-25,C,B,53.78817828783856,C,A,-6.991107599760184,8.834249434767742,0.25061212536798194,C,123.96738421886388,113.82591713292574,E,-166.166048074328,C,-98.67458538941614,E,0
Non-binary,51-65,E,B,16.219739853598124,D,A,-47.71986055782487,148.75736965311347,156.27446564996984,B,-0.6156550694861712,195.6535658422115,A,3.3659865700899667,E,-176.2266036159053,C,0
Male,36-50,C,B,1.0037818202688824,D,C,69.52885067883487,58.374375940995435,70.34502903821581,E,129.51617635727038,-77.39404674865833,A,0.7489591714131061,C,25.411439895738752,A,0
Other,26-35,D,C,89.79728960611068,E,B,-58.03595978460514,-102.15536945625429,126.19848049322324,D,-19.615638159904467,-93.53131208387884,B,-152.1862911908021,D,-102.17545964396058,B,1
Male,18-25,A,B,180.62373903021387,B,B,119.76443703580186,151.1067327360746,44.20622590253017,B,103.4146042952762,1.8920917265949262,D,-104.22853166165567,B,-104.63079182412152,B,0
M,36-50,C,E,-18.984320788388732,D,B,124.42933221157453,81.19922197987856,53.52927878189018,A,115.74989111507364,-81.08869877095191,E,-160.79396089579046,E,-66.1580428356912,B,1
F,65+,D,B,-54.91529682589309,D,C,-118.85915209807744,-35.32842566639595,145.24156774471123,C,-166.8814065720047,-104.34378898540314,C,-93.2915749701369,B,-107.66475305429037,C,1
F,51-65,E,C,40.49385463780126,C,A,-31.579234795055083,236.33363700680877,-52.45253485287703,D,-209.02515390656572,-77.70800561757602,C,-100.49840694669354,A,-5.371410647333582,A,1
Male,18-25,B,D,-103.09866404912889,E,B,175.02479698896997,-2.335759411186701,-197.53460736087536,A,-27.33260629308269,190.50046463760518,C,-19.02026267217873,E,-53.56954932027092,E,0
Female,18-25,E,D,162.1150272865524,E,C,-130.16646267640522,223.37233032895756,-118.61018805201891,C,50.70208280498524,-175.45165346568604,B,-150.26528981909223,A,47.357500803315375,A,0
