sex,faith,military,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Male,None,Non-Veteran,87,A,E,116.88938412306871,B,D,E,B,A,C,47.129316888991255,-74.04443342818955,E,B,E,C,C,1
Other,Buddhist,Yes,43,A,E,-94.72148445386178,A,B,B,D,D,A,7.272524756347398,-59.783245475691004,C,A,E,A,B,1
Male,Christian,Yes,31,C,D,-64.07836059617811,C,D,D,C,D,B,-87.90137067638824,80.69628910769808,E,E,D,A,E,0
Other,Muslim,Non-Veteran,63,D,E,17.830425580315502,A,A,A,E,B,C,255.75046264182922,48.07787059110866,A,A,D,D,C,1
F,Buddhist,Veteran,72,E,A,-50.55555038052996,E,C,A,D,E,D,-98.55231182984983,-137.55081470207685,C,B,D,E,D,0
F,Jewish,Veteran,44,E,B,44.67687375160925,E,D,B,A,D,C,-171.84198262359604,158.73081411058368,A,C,A,A,B,1
M,None,Non-Veteran,60,A,D,80.49401660101928,E,B,D,C,B,C,-72.81484549112984,-16.644056247791124,A,C,E,E,E,1
F,None,Non-Veteran,93,C,C,8.53791311151049,B,D,B,D,E,A,153.64397659429642,-31.88344196022086,B,A,C,B,B,1
Non-binary,Jewish,Veteran,98,A,A,-59.897259123032654,A,B,E,B,B,C,-84.40078655908539,-69.17356407512487,D,B,E,D,D,0
Non-binary,Jewish,Non-Veteran,84,B,C,66.42497500257171,A,D,E,D,D,A,-17.820896017053435,-74.13951967247738,C,E,D,B,E,1
Male,Christian,Non-Veteran,30,E,C,137.0896785020436,D,A,C,A,C,B,-49.15717648857724,-70.61196559877526,B,E,D,A,C,1
Male,Muslim,No,96,D,D,-125.37992208259413,E,C,D,B,A,C,217.6996295642402,124.60375612037828,B,B,B,B,C,1
F,Buddhist,Non-Veteran,50,B,C,-25.1497459750547,C,B,B,A,B,E,-103.39788329466961,32.79772917127526,A,E,C,A,B,0
M,Muslim,Veteran,57,A,A,-100.22261317819574,D,A,C,E,B,B,26.03249500660211,-175.01273630724594,A,A,C,D,B,0
Male,Other,Yes,90,B,A,-104.93232731176182,D,D,D,D,A,A,-16.25951923957572,-22.252320437098156,C,B,B,C,B,1
F,Christian,Yes,55,C,A,63.524439036781175,E,B,C,B,E,E,28.704892147583276,57.79610244094309,C,A,D,A,A,1
Non-binary,Other,Yes,58,E,E,267.62135659065234,D,B,C,D,B,E,116.99970889554719,-41.55769662115075,C,E,D,D,B,1
Male,Christian,Non-Veteran,48,E,B,-31.587111519675,B,E,D,E,B,E,-148.17986380794278,71.66769067762694,D,E,E,D,E,0
Female,Hindu,Non-Veteran,49,C,D,28.599472413734222,D,C,C,C,A,E,-51.866600204246346,36.18271840169231,C,D,E,D,E,0
M,Buddhist,Veteran,42,B,E,-6.622586664861978,B,E,E,C,E,C,6.102161388013326,-103.21989439570632,E,C,E,E,B,1
M,None,Yes,41,B,D,1.1320683363446444,A,E,E,A,C,B,-155.50308919576995,-57.953194170187004,A,E,E,A,A,1
Other,Other,Non-Veteran,91,A,E,167.05890265966025,E,D,E,B,D,A,-27.206035108152655,-55.72870989872036,C,B,A,A,C,0
Non-binary,Christian,Non-Veteran,70,B,E,119.12412013642309,B,B,A,E,E,B,167.23967970124642,6.089144179713143,E,D,C,C,B,1
M,Christian,No,92,E,E,-62.41801736299003,B,D,C,D,B,B,-122.44410738121229,-18.864126453234555,D,C,D,A,B,1
Male,Muslim,No,27,A,E,107.823288793934,B,C,B,D,D,A,-105.05018084706268,-30.503320490473286,E,E,C,E,D,1
Other,Hindu,Non-Veteran,98,E,C,-55.91849995420174,D,E,D,A,E,C,-97.38569753333202,-136.32371223865061,C,E,A,B,B,1
Non-binary,Muslim,Veteran,99,A,D,158.50036875586656,A,E,B,E,C,A,27.161454563998134,-57.941620629770384,D,A,A,D,A,0
Female,Jewish,Non-Veteran,90,C,D,37.32961603455159,D,D,E,C,B,C,-53.80233538023661,-127.40275045261899,B,B,B,E,A,0
Male,Hindu,No,75,E,A,-248.7182568661646,D,B,C,C,C,C,67.84191131852423,238.3986740927775,A,D,A,B,D,0
Male,Muslim,No,90,B,E,54.96340314243413,E,E,E,A,A,C,77.9769938225229,61.67126457139523,C,C,C,D,A,1
M,None,Non-Veteran,25,C,A,-50.954292488052744,E,A,C,E,A,A,-18.458910345107622,-81.25416892701946,C,B,E,D,C,0
M,Other,Yes,20,B,A,-107.50167354680052,B,D,C,C,B,E,5.694610236866913,-236.3930757503197,B,B,D,D,C,0
Male,Hindu,Non-Veteran,73,A,C,-93.44481007469587,D,C,C,E,B,A,8.387374249494753,15.013105287323,B,B,C,A,D,1
Male,Muslim,Veteran,31,B,E,-61.23284856160278,E,C,C,C,D,D,24.90081204082905,-114.14847657462748,B,A,A,C,A,1
F,Muslim,Yes,52,A,A,36.19042864615485,C,B,E,A,A,C,-188.7278405755602,50.989230970222664,B,E,C,C,D,1
Female,Jewish,Non-Veteran,87,D,C,-85.38408413275336,C,E,D,E,A,C,-137.44688006996458,245.6846730142904,D,C,B,D,B,1
Non-binary,Hindu,Yes,28,E,D,51.41208868458841,B,D,A,B,D,E,-60.8509156626876,-108.4950762945593,A,D,D,B,C,1
M,Muslim,Yes,71,C,B,-3.9963028526443853,D,C,E,A,C,D,111.76078859267422,133.37912573499753,C,A,E,A,C,0
Male,None,Veteran,31,B,A,-66.45542754981439,D,E,A,B,C,D,-200.81711941705268,-82.40035441574187,D,B,D,C,A,0
Other,Other,Veteran,66,E,D,83.54148128755247,E,C,B,A,A,A,-50.82479034464554,-165.43183214286066,B,E,E,D,E,0
Non-binary,Hindu,No,59,E,A,-64.7274105474728,B,A,C,E,C,D,49.038987556754506,69.43074825893875,D,D,A,B,D,1
Male,None,No,58,E,B,126.89389743984003,B,B,B,E,C,B,190.38245828760586,-229.58901683873728,E,A,A,D,C,0
M,Jewish,Veteran,72,A,B,12.498608029729063,E,C,C,A,D,A,54.94353610117505,82.29228680108052,B,B,C,E,B,1
M,Jewish,Yes,93,E,E,-105.6630178247603,B,C,B,A,C,A,-10.371781807041405,-38.43679535428608,E,D,E,D,A,0
M,Other,Non-Veteran,63,E,B,53.66195536596295,A,A,E,A,C,D,-97.7119459924764,-84.15735506055627,E,C,A,D,A,1
F,Jewish,No,28,A,A,266.1255341262587,D,C,D,D,E,A,-48.09862601581704,-190.63452581181096,A,D,C,E,D,0
Other,None,No,19,C,D,-158.19128160304408,E,A,D,B,A,D,42.40206174111828,209.1005762970937,E,B,B,A,C,1
Other,Jewish,Yes,50,D,D,-59.285757606833066,B,C,E,C,D,A,-34.4613678446692,-12.092369180066772,E,C,D,C,D,1
Non-binary,Muslim,Yes,33,C,E,-140.50132906920612,B,B,C,B,D,C,243.8338494822275,83.80858353502886,A,A,B,D,C,1
Male,Other,Veteran,35,C,A,-147.26213229646217,B,C,E,C,C,C,148.81804606613417,4.011798193356176,C,D,A,D,E,1
Non-binary,Christian,Non-Veteran,53,D,E,74.98005949089546,D,B,D,E,C,B,-233.7856158314668,17.171322456776192,A,B,C,C,B,0
Other,Hindu,Yes,42,D,C,10.241551158118686,C,E,D,B,B,B,15.560925652217028,3.9689312830704884,D,A,B,D,B,0
Female,Christian,No,90,B,A,-147.399988945928,D,C,C,C,C,E,0.6180843610040931,50.543132004298684,B,D,B,C,D,1
Other,Hindu,Yes,36,E,D,-19.104604785266375,B,D,C,E,C,D,-10.509726790592678,-257.9406142051083,B,D,A,D,C,1
Other,Christian,Veteran,64,A,D,-192.79108447995975,C,A,A,C,A,A,58.736459478403646,-37.757842831825634,B,E,A,E,D,1
Other,Muslim,Veteran,58,B,C,99.80242865330736,A,B,D,E,A,B,-79.66147582994229,27.64427086335538,E,A,B,C,D,1
Other,Hindu,No,53,D,C,-147.1368026627671,B,D,E,D,E,E,-4.4291492285903145,137.9509318387579,A,D,E,A,E,0
M,Other,Yes,81,E,A,-64.32124006495143,A,D,A,D,D,A,63.61017387211094,51.850073959616935,B,D,A,D,E,0
M,Muslim,No,59,D,E,55.221766947915675,D,B,C,C,D,D,19.21081043622094,110.36025962810972,C,C,D,D,A,1
Female,Jewish,Yes,51,A,D,-216.1589230139145,A,E,B,A,C,B,2.831016926513713,75.43668644284213,B,E,C,A,C,1
Female,Christian,Non-Veteran,20,C,E,-44.83262353308501,E,E,C,B,D,B,56.02792479966935,-27.0643674451759,D,B,E,B,E,1
Other,Christian,Veteran,27,C,D,-259.9787836369214,C,A,A,A,D,B,-53.45762644987728,107.07045399799404,E,D,E,E,D,1
M,Hindu,No,70,B,B,227.45473532286576,B,E,A,B,A,D,-201.71289184159775,138.61148929075512,D,E,E,B,C,1
Other,Hindu,Yes,77,E,A,167.1985861445928,E,D,A,B,E,E,147.01108249646128,145.27437533848558,D,A,A,B,C,0
Male,Hindu,Non-Veteran,73,B,D,-91.8410687410576,E,C,C,E,A,D,10.594785558756776,142.83970886135123,C,A,C,B,D,0
Non-binary,None,Yes,80,B,E,44.578158853507,B,D,A,E,D,E,-59.41566819493617,123.14072677093225,D,A,D,E,E,1
Non-binary,None,Yes,59,D,C,-20.20575729038745,A,C,A,A,D,D,-26.542591618652438,-101.33625775777814,C,E,A,D,E,0
Other,Muslim,Non-Veteran,37,D,E,-99.23129296572154,C,C,D,E,A,A,-95.06819527553118,96.14908262983121,C,A,E,C,D,1
F,Christian,Non-Veteran,57,B,E,-204.7625263902285,A,E,B,C,B,D,7.22264551793199,-45.31442614404082,C,D,A,A,B,1
M,Muslim,No,36,D,B,-92.99635268930182,A,A,E,A,A,C,118.02505923888154,66.24551294705127,A,D,C,C,C,1
Non-binary,Jewish,No,90,B,E,160.6974394851041,A,A,E,B,E,B,27.199203467151694,-6.923878271977086,A,B,C,A,E,1
Female,Other,Non-Veteran,93,A,C,-209.33144319546298,A,D,D,A,D,C,136.92774742346546,27.787825351278318,B,C,B,C,B,0
Other,Hindu,Non-Veteran,37,B,C,-70.67474044575323,B,D,C,B,B,A,-191.6810795775509,149.6876140098039,B,C,D,B,A,1
Other,Jewish,No,75,B,C,66.2503271072801,C,E,C,A,B,C,115.63934865917606,-29.98744203167904,E,A,B,A,C,1
Male,None,Non-Veteran,76,A,E,-23.713989909702445,A,D,A,D,A,D,16.504267856730408,16.815300087724943,B,D,B,E,A,0
M,Jewish,No,74,E,C,166.14202232830655,B,E,C,C,C,C,59.51047191844724,-170.7654860949486,C,C,C,C,E,0
Non-binary,None,Yes,52,E,B,5.00162909134194,B,A,A,C,C,A,-217.17016549518715,-80.01233607739474,A,C,C,C,B,0
M,Christian,Veteran,62,D,D,-7.910410104604085,D,A,C,C,B,C,-221.74504667051025,-166.00394970780766,E,B,D,D,D,1
Female,Hindu,Yes,69,B,D,-78.141002881048,C,A,C,D,E,D,-100.59664812540261,33.38877622411643,A,C,A,E,A,0
F,Muslim,Yes,61,B,A,-57.67894377803483,B,E,C,E,E,E,-81.09964468428038,-263.2553482064912,B,E,C,C,B,1
M,Muslim,No,73,E,A,-141.34168000241309,D,C,E,D,D,D,113.09239426246927,55.864613642631845,E,D,B,D,E,0
F,Hindu,Yes,95,D,C,-105.68374243382006,D,D,A,B,D,C,81.74030145283929,81.60807785177997,E,B,B,B,B,0
Other,Muslim,No,20,B,D,55.501839279226694,D,A,C,A,C,D,23.136956173239064,-37.46408198088707,B,A,C,C,C,0
M,Jewish,Non-Veteran,35,C,D,-74.18479159493421,D,A,A,E,C,E,113.0050186654147,-7.6764284587437945,C,C,D,E,C,0
Other,Christian,No,73,C,E,56.21691738171564,D,A,E,A,A,C,23.210382948877392,38.434480808198984,E,A,A,A,D,0
Other,Muslim,Non-Veteran,81,B,C,100.08453044019858,D,E,D,A,D,D,47.175411314507116,31.221709371395423,C,D,D,E,D,0
M,Muslim,Veteran,97,A,E,-31.468214236927388,C,C,B,E,C,E,-139.0296440787246,74.43982537760418,C,D,E,A,D,0
M,Muslim,Non-Veteran,77,A,B,-154.18120476272688,C,C,C,D,D,A,82.72528953028191,2.5107966584664942,D,C,B,C,D,1
Female,Other,Non-Veteran,22,D,C,163.5648383261721,E,E,B,C,C,D,131.93579038954266,-136.2697398324446,C,B,D,D,D,1
Male,Buddhist,Yes,35,D,C,151.3559216517736,E,D,C,C,C,A,69.2173205633568,-5.08084574464107,D,B,C,A,A,1
Other,Muslim,Yes,41,C,A,4.273825465146589,B,E,D,D,C,B,3.989074478128857,10.881286964477582,A,E,D,B,B,1
F,Buddhist,Yes,18,A,D,-15.089270320485006,B,B,A,A,D,D,-20.155536221294362,183.79000771273638,C,A,C,C,D,0
Female,Muslim,Veteran,70,E,B,-59.62939809998091,A,E,A,A,D,D,-17.437898115932402,96.614517479616,A,C,E,E,C,1
Non-binary,Buddhist,Non-Veteran,33,D,B,40.84087731854918,A,C,A,B,C,D,-86.75549516165566,62.79318929637932,C,B,D,D,E,1
Other,Other,No,82,B,A,28.82179784943622,A,B,B,B,D,C,207.5785990763095,-52.393693780102545,E,B,D,B,D,0
Male,None,Veteran,59,E,C,89.55930088668157,B,A,A,D,A,E,-69.30986760227718,-68.02637388316597,D,C,D,A,E,1
Female,Other,No,28,C,C,-113.08831212973674,B,C,D,E,D,B,-57.669259505583845,98.2943264764471,B,D,C,D,B,0
Female,Hindu,Non-Veteran,60,C,B,58.09447447590239,C,D,B,A,A,D,-27.83006748691906,76.2940315638025,A,D,D,E,B,0
M,Muslim,Yes,90,C,D,212.68087916846326,C,C,C,D,E,D,-108.57230632709822,2.977078988509475,A,D,A,E,E,1
F,Buddhist,Non-Veteran,64,B,E,131.83354588838606,A,B,C,E,C,D,3.8256306040386647,42.92451600475224,E,D,A,B,A,1
M,Christian,Yes,45,C,E,14.910666870633097,D,A,A,A,A,C,-33.56030810465981,98.40186101907771,B,C,A,A,A,0
Male,Buddhist,Yes,35,B,B,17.863025618965725,C,E,C,C,C,C,33.39617407766094,-225.38635334512972,E,C,B,B,B,0
Non-binary,None,Yes,63,B,C,-64.35581000013696,A,C,D,B,D,B,49.119910456514496,5.729215220431047,C,D,E,C,E,0
Other,Jewish,Yes,38,D,D,30.340580402137597,E,C,D,E,C,A,38.7055111806938,-72.93837220610463,B,D,C,D,D,1
Non-binary,None,No,28,A,E,-57.909930292476034,E,A,E,D,A,B,74.38053361179443,92.03191057550778,E,B,B,A,A,0
F,Other,Yes,29,E,A,65.16473946173834,E,A,D,C,E,C,15.352312338805717,27.674467051895157,D,B,A,A,D,0
F,Christian,Non-Veteran,89,E,B,-18.831040988424117,A,D,D,E,E,E,-68.87643644733151,-231.6533842127097,D,E,D,D,C,1
F,Hindu,No,60,D,A,-2.551737618213519,C,D,E,A,D,C,17.045567934323184,19.742506536314643,D,D,A,E,A,0
Female,Buddhist,Yes,56,D,D,-85.09105077269652,E,E,E,E,B,E,66.1121909779799,-165.06309548453766,B,C,D,E,E,0
Non-binary,Other,Yes,24,D,E,-101.60846830894398,A,D,C,D,D,A,-23.38965517021468,149.80870147988728,C,D,C,A,B,0
Non-binary,Hindu,Veteran,48,E,B,-59.6131298827723,C,D,E,C,E,A,139.7666955001378,193.22111744685185,B,D,C,E,E,1
Male,Jewish,Veteran,40,E,C,-42.65593150706516,D,A,C,D,D,B,-135.62221633750448,-127.9892088312109,B,D,A,C,C,1
Male,Muslim,Yes,31,E,C,140.59418607516042,C,E,E,A,C,C,56.29816480874915,-85.40205730195069,E,E,E,D,B,1
Male,Other,Yes,52,C,D,43.99385489025745,E,A,B,C,D,A,2.5316663633551317,-94.54263458463882,D,E,D,C,A,1
Male,Buddhist,Non-Veteran,97,C,E,-43.00176465735822,D,D,E,D,D,B,-98.28831160801795,80.37330627006017,E,A,A,C,B,1
M,Jewish,Veteran,73,D,A,-67.18866004880404,D,A,E,D,C,B,176.02484474030328,-43.50247510380637,C,C,A,A,C,1
Non-binary,Jewish,Non-Veteran,37,A,D,-40.1142350120474,D,C,A,A,D,A,88.01454031209708,-112.59604429917131,D,B,C,B,B,1
F,Jewish,Yes,82,A,C,-108.35432247023114,B,D,C,B,A,C,-137.51561492872065,47.47705788123947,C,E,C,D,D,0
Female,None,Yes,90,D,B,-35.59988248844965,E,B,C,E,C,E,-121.08147093243385,112.67594378605857,A,E,E,A,D,1
Male,Hindu,Non-Veteran,91,D,D,-121.51939697661672,A,D,A,C,D,A,46.650592998128275,-12.352500276174647,B,C,E,E,A,1
M,Christian,No,54,E,C,42.03890658524503,B,C,B,D,B,D,-116.06517453496059,-74.73267499398766,C,D,A,C,B,0
Male,Christian,Yes,34,A,D,136.02296411735642,C,C,E,A,D,C,-80.87946467713569,-6.1207649735444605,B,E,E,D,C,1
F,Hindu,Non-Veteran,79,C,C,-25.395596760152777,B,E,D,A,E,A,-21.341261138598195,32.18922028318196,E,A,C,E,D,0
Female,None,Veteran,47,D,B,98.21976490604753,D,C,B,A,B,E,52.625689057032844,2.1963249724779645,E,C,A,B,B,1
Non-binary,Other,Non-Veteran,30,D,E,130.53065885804588,E,B,E,B,C,A,218.29691817999895,-115.70324378783117,A,B,C,C,E,1
Female,Jewish,Yes,97,A,B,-128.32338685328938,C,B,A,D,C,E,-138.10414257604532,-97.13180156433695,C,D,A,D,E,1
Non-binary,Muslim,No,73,D,B,-184.22655952700424,B,C,D,A,D,E,-98.19819525497748,55.370220169288174,D,E,A,C,E,1
Male,Jewish,Veteran,44,E,D,-93.81045583128518,B,A,E,D,C,E,-0.2562314916531622,108.13110481900945,B,A,C,E,D,1
F,None,Non-Veteran,70,B,E,76.60932724655488,C,A,A,A,E,C,135.12432066099683,179.05022396837757,C,B,B,C,B,0
Male,Jewish,Yes,60,D,D,-17.712497013041194,C,A,B,B,C,C,-52.62656645591388,-13.424620686072283,A,B,C,C,B,0
F,Muslim,Non-Veteran,53,C,E,-89.99008280372394,B,E,D,C,A,B,72.68777139424547,30.840819843033568,B,D,B,E,E,0
F,Christian,No,30,E,A,-17.47821887058484,E,A,E,B,D,C,0.9924513025902905,143.32001133440252,E,E,E,D,A,1
Other,Buddhist,Veteran,78,B,A,-83.79986290995782,B,D,D,B,B,B,-38.20814860438421,-26.920632938804186,C,A,B,A,B,0
Other,Muslim,Yes,53,D,A,-44.64564723834513,A,B,A,A,A,D,-157.9198851156745,-23.7931672758935,E,A,B,C,D,0
Female,Christian,Veteran,75,E,D,-41.19573232652483,A,B,A,A,E,E,-124.70282547257614,28.246201135789278,D,E,A,E,A,0
Female,None,Non-Veteran,22,D,C,158.35269650081537,E,D,A,D,C,E,119.7346120971194,-73.12287420912492,B,A,E,C,D,1
Female,Jewish,No,35,D,E,213.45088896720287,A,C,A,C,C,D,-163.18254866098218,9.122326025538952,D,A,B,B,A,1
Non-binary,Buddhist,Non-Veteran,19,C,A,97.57451323086677,A,E,E,C,D,D,4.229952242260786,1.6761104017058597,B,E,C,D,E,0
M,None,No,50,A,C,-107.71337622703598,E,A,A,A,D,A,80.77072806320001,119.03170626597887,D,B,E,A,C,0
Female,Other,Yes,24,E,E,91.16455210248901,E,C,C,C,E,B,-78.58056367858741,34.76958559086141,E,B,D,E,C,1
Non-binary,Buddhist,No,79,D,D,41.411293252094296,C,E,E,A,D,D,39.05318190056218,-169.69458737927633,B,D,D,A,D,1
Male,Jewish,Yes,22,C,A,266.53255181981297,E,B,B,A,B,C,1.4436413815389115,67.67205905632653,A,C,B,B,D,1
Other,Jewish,Non-Veteran,52,D,B,-0.508191447519497,C,E,B,B,E,C,88.49791404089332,20.04740912319228,E,B,A,C,E,1
Other,Hindu,Non-Veteran,64,B,E,-77.02427385715485,E,C,D,D,D,D,-88.28491837225305,41.62565783960318,E,A,C,D,D,1
Female,Muslim,No,90,C,D,67.07730686043347,E,D,A,A,C,C,-36.893791113958244,-21.759304411614234,B,D,D,D,B,1
Non-binary,Muslim,No,81,C,D,-88.4976944233861,D,E,E,D,D,E,-104.85861940525831,-159.85367671536093,D,B,C,A,D,1
Non-binary,Christian,Non-Veteran,73,D,D,132.88800955401467,C,E,E,B,C,A,-82.20915725252681,63.22208765573443,B,C,A,A,D,0
F,Christian,Non-Veteran,24,B,E,87.22947176518032,A,E,E,E,C,B,182.73093637776333,48.36169690033948,B,B,B,B,C,0
Non-binary,Other,Veteran,67,E,E,13.460130368901964,D,C,D,D,B,A,-200.14444966580683,130.59848581608372,D,B,C,B,E,1
Non-binary,Hindu,Yes,62,B,A,168.69748730943013,C,B,B,D,B,A,-33.155551966872025,100.21536756163289,E,C,E,E,C,1
F,Buddhist,No,83,A,A,95.26231069626813,A,C,A,B,A,D,109.21336014301282,-23.284168923894992,D,D,D,B,C,1
Other,Christian,Yes,49,A,D,-10.950796183560794,E,C,C,A,B,E,-101.30587765004762,13.068098028350303,C,D,C,E,A,1
Male,None,Veteran,28,C,E,-7.241499130166821,D,C,B,A,E,D,91.61644499614569,-152.08090762645574,D,E,E,C,D,1
F,Jewish,Yes,23,E,B,158.58445086207757,C,D,A,C,C,E,18.5027854802583,135.01218561666727,C,E,C,D,E,1
Other,Jewish,Yes,99,D,A,19.4954251380288,B,A,C,D,E,A,-73.51519610254785,-172.33604573138976,A,C,B,E,B,1
Non-binary,Buddhist,Veteran,30,D,C,-29.06263021896417,A,C,A,E,A,B,39.623912469885546,-129.095173879222,D,A,B,E,C,1
Other,Buddhist,Non-Veteran,18,D,A,103.64646558337749,A,B,B,E,B,B,65.56751198801727,1.250521685302869,E,A,C,E,E,1
M,Other,Yes,53,D,A,24.864115508349585,E,E,E,B,C,C,86.31782625956394,-71.77032407805264,A,D,D,A,D,1
Non-binary,Other,Non-Veteran,65,E,C,-5.799675204134594,C,C,D,A,A,D,-108.91093316447498,133.57478483224034,A,D,D,B,C,0
F,Christian,No,24,C,A,-36.911195128074574,D,C,A,D,B,C,-19.06980371651836,10.754859116165662,D,C,D,E,C,0
M,None,Non-Veteran,20,C,A,-3.8582354839341604,C,C,D,C,D,B,-70.13588801716591,76.79135703794249,C,A,C,B,D,0
F,Buddhist,Veteran,55,E,A,157.57780561016773,B,E,E,A,D,D,58.540956517688535,-42.700229947416254,E,B,C,D,D,0
M,Christian,Veteran,21,C,B,10.56340794089852,E,E,E,C,B,E,68.60078012494913,-86.04969154134122,D,B,B,D,A,0
F,Other,Yes,66,C,B,-58.935342661374435,A,B,B,E,C,A,28.35691563907855,-57.547553470635584,A,A,C,E,B,1
Non-binary,Jewish,Non-Veteran,67,E,E,122.98831481002867,D,A,D,E,B,C,-80.0722408825812,-52.59443780206574,E,D,D,D,C,1
Male,Other,Non-Veteran,39,C,D,125.48762755917137,B,E,A,B,A,E,90.12977238618232,-150.08041755601852,E,D,D,C,D,1
F,Jewish,No,81,C,D,-106.38510608075711,B,D,D,A,D,B,99.85345422322538,-3.823051193643687,E,B,E,C,E,0
Non-binary,Other,Yes,73,D,E,-168.318661609571,C,D,E,C,D,B,-123.20132461606077,-72.19175760015925,B,B,B,A,B,0
Female,Christian,Yes,43,C,A,-291.5936576645855,E,B,A,D,E,D,223.53734774494535,-54.10273211457815,B,A,D,C,A,0
Female,Christian,Non-Veteran,66,D,A,-59.25729149075604,B,E,C,C,C,B,136.18775149237055,-168.68368211790767,B,E,E,B,E,0
Non-binary,Jewish,Yes,61,D,A,147.54242716573987,A,E,A,B,D,A,-36.34222037743047,-41.957897434772704,B,E,E,A,D,1
M,None,Veteran,48,D,E,138.4921751706105,B,E,E,A,A,D,-59.86605474242316,73.40532230791248,C,D,E,B,E,0
F,Christian,Non-Veteran,34,A,D,-11.555490215957064,B,E,C,E,E,D,73.53616774739477,19.321339796145956,A,B,E,C,C,0
Non-binary,Other,Veteran,40,C,C,-54.860543765632755,C,C,C,C,C,B,-25.066961781804448,154.41681769304546,A,C,D,E,C,0
Non-binary,Other,Veteran,66,E,D,51.454698750643324,E,B,B,D,D,E,-45.793243050649814,-27.645145572174552,C,E,B,E,C,1
F,Buddhist,Non-Veteran,96,C,E,-22.869053516973096,C,A,C,B,D,D,108.53852912168026,12.387084301107494,C,C,A,A,C,1
F,Jewish,Veteran,77,A,D,-6.286453887071204,D,A,D,A,B,D,-6.666427088372388,28.97492063106434,D,C,D,E,B,0
Male,None,Veteran,30,C,A,-33.69559665972679,C,A,A,E,D,C,-7.065296564899806,72.69018953014913,E,B,A,A,A,0
Male,Christian,Non-Veteran,50,B,D,25.78292380334195,B,D,C,E,D,A,269.1374924041957,-61.342743076225695,B,A,D,E,E,1
Other,Jewish,No,28,D,D,-183.3353949818422,E,E,C,E,E,A,-58.680376135573155,-95.83663274937216,A,C,C,C,E,0
Non-binary,Hindu,Non-Veteran,57,C,C,106.81356506788282,E,C,E,C,C,A,-119.06218643446655,-15.974164310735405,D,E,D,B,B,0
Male,Hindu,Yes,31,E,E,-36.66902224430107,A,B,E,B,D,D,-119.46728897704031,-3.578867609586414,E,D,B,A,D,0
Female,Jewish,Veteran,70,C,C,41.80058011441063,A,E,B,E,A,E,-75.27066445625454,-50.27243353524638,E,C,A,A,B,0
Other,Other,Non-Veteran,80,A,E,-15.85061031160208,E,C,C,B,A,E,27.67883960859132,-60.5542522683031,D,B,D,C,C,1
Non-binary,Muslim,Veteran,81,D,B,-54.452691208873105,D,A,B,B,B,E,-123.54981351326654,157.1939965851066,B,A,A,A,A,0
Female,Buddhist,Yes,64,B,E,-67.57668181609365,B,C,D,A,E,E,49.845545663089496,-44.39604853905411,C,E,A,C,A,1
Other,Other,Yes,62,D,D,-57.54981319102286,C,C,D,E,E,E,36.724771165911285,9.700189207136239,B,C,B,C,E,1
F,Muslim,Veteran,65,D,D,44.848668771593836,E,C,D,A,B,C,25.420627959437596,-128.70063733224197,A,A,D,B,D,1
F,Hindu,Veteran,32,B,E,136.05780241699347,A,B,B,D,E,A,-37.938280228226525,104.75249393551466,D,E,E,D,E,0
Non-binary,Muslim,Yes,89,C,A,-124.02837560776163,E,A,E,B,C,E,-24.53378541354688,-114.03105051431766,B,E,B,C,D,1
Other,Hindu,Veteran,82,E,A,-85.0179376092412,A,B,B,D,B,C,-20.224845450686484,-34.719986803139996,E,D,A,A,D,1
Other,None,Non-Veteran,33,E,E,24.973183736503064,A,A,A,E,A,B,-28.40316953382338,-45.53271914241495,B,B,D,D,A,1
M,Buddhist,No,53,D,B,68.91374597265136,C,D,B,B,C,E,-52.327514463847436,-86.6225413584876,E,C,C,A,B,0
Other,Christian,Non-Veteran,90,D,E,-8.836044983252318,D,B,D,D,B,D,-115.16457318585442,-135.66060232657242,B,B,A,E,E,0
Other,Hindu,Yes,66,E,B,-125.24978354222225,A,E,A,C,C,B,69.5320633374045,54.89404240291829,E,A,A,C,A,1
M,None,Veteran,28,D,A,-219.5696053880718,A,B,A,D,C,E,-105.68408434901492,77.20957552533162,D,C,C,D,A,1
F,Hindu,Veteran,57,C,A,68.93599269400184,C,A,D,E,B,E,-82.42435977683502,102.81383475579587,A,E,C,C,B,0
M,Jewish,No,61,E,D,98.19184463062422,A,E,D,E,B,C,46.00222954238177,-7.487965811064888,E,E,D,B,C,0
M,None,Non-Veteran,53,B,E,-70.8427305229381,D,D,A,D,A,A,31.35683670762852,47.667820401272444,D,D,B,B,C,1
F,Other,Veteran,34,A,E,-28.81183247043208,C,C,E,E,A,B,151.0865384429625,79.32971706465351,A,C,D,A,D,0
F,Jewish,Non-Veteran,57,A,E,-68.0130016703345,E,D,D,A,A,D,2.180140171734654,-84.42880691790484,D,C,E,D,E,1
Other,Jewish,Veteran,36,E,B,-84.6897976770012,D,C,D,E,A,A,-3.5152612156067633,55.448764887166156,C,E,E,B,C,1
Female,Other,Veteran,77,B,B,29.705046179463636,E,C,C,A,E,D,154.67793239689001,-26.990004847990196,B,C,B,D,D,0
M,None,No,52,B,B,2.4020374086896745,E,C,E,D,B,A,80.51498661965292,24.88405264502799,D,D,A,E,A,1
