ethnic_group,Gender,birth_year,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
African American,Other,70,Homosexual,-40.21957701101571,-108.34157633285655,100.02335571213696,-72.40180460220543,E,28.736556176809856,1
Black,Non-binary,31,Heterosexual,-164.62405507965315,8.064458831025153,153.6141347566963,-68.34335594218824,B,-73.48286216341727,1
Other,F,50,Other,91.16550202691552,-127.93314409587803,15.407515269825906,4.068568285036161,E,-186.60828766316655,1
Asian,F,53,Homosexual,-144.85687515822988,-42.63668148249087,61.78569904790464,105.4126761817126,C,70.68604036632911,1
Hispanic,M,79,Homosexual,-9.824640910409775,-31.395574126446817,-53.48198795332275,-102.99669543196406,A,13.539449082448623,1
Asian,F,66,Homosexual,2.1196704145859093,199.61614342826564,213.35106312441656,15.695743748118456,D,-36.922121785316556,1
Other,Other,78,Homosexual,13.296435268272933,-7.529686112100739,-131.37645178303237,141.3635736712794,A,-95.61813213721983,0
Hispanic,Non-binary,50,Heterosexual,1.1335543570488649,66.15945379123296,-52.95421878673478,-46.798884541861746,C,-36.94690837161182,0
Asian,M,46,Bisexual,77.5302665524598,-48.3448773749456,-150.956226113745,9.05619222243326,A,115.59285723361134,1
Other,M,78,Homosexual,-0.04393609583973581,-77.13953381024503,7.240829656533884,-57.669648837263864,B,99.5146928305229,1
Hispanic,F,60,Homosexual,-181.07600175006917,-91.39807090527313,13.485676708176703,7.733510015806722,D,175.12708866015808,1
African American,Non-binary,56,Bisexual,29.238550776322803,-21.030872649760898,-101.0615892573932,87.62640623186958,A,-103.21601794978356,0
Black,F,41,Heterosexual,-35.53784405406648,86.04475441556457,37.0178215927233,29.858505411919495,E,62.08861450435196,1
Asian,Non-binary,55,Heterosexual,-51.49215776695731,254.82281172151752,-30.23607315185964,-17.921243664816167,D,-40.31136263337206,0
Other,Female,31,Heterosexual,-105.70007949038096,86.39790377396679,-73.1034432877302,-92.16947492008624,E,-17.829079198227625,0
White,Other,19,Heterosexual,-102.0944129460238,16.49445417024519,-61.28324863996646,46.75878080437767,E,-11.59308175458859,1
Other,M,36,Homosexual,-65.01544283717337,161.6467337180093,-19.91491511320006,181.02986550337278,D,-20.011645545330108,1
Black,Male,37,Heterosexual,-138.44387752380592,-5.933310876762595,256.062840550952,-90.01169409345074,D,51.26860474174062,0
Other,Female,19,Other,-22.48084198449498,42.283037530671805,-49.04318760450958,115.89391768232727,E,-72.60065953078603,0
Hispanic,Other,42,Bisexual,103.25700783142075,129.97137170669097,48.673535383002516,-183.43785110876613,D,46.52461583886251,1
White,Male,33,Homosexual,51.60812865393532,-115.14757032139129,82.29065764378957,-80.83628547458184,C,-25.986252610137324,1
Asian,M,50,Homosexual,-67.27420147493237,-270.5509767741549,-1.5393982213501518,-44.024188227927546,D,-51.67840520399986,1
Hispanic,Female,70,Bisexual,-218.8496996676184,21.914351194787244,215.28955342667314,-97.72554516341674,A,147.89649879212652,1
Black,Other,21,Bisexual,66.22869218266852,60.03044546969991,-41.74148338371613,-26.537047239654548,D,-12.685824853318845,0
Hispanic,M,29,Other,233.7131050564502,105.03380400787702,-11.44059444656761,-20.9451303256976,E,74.0766430955292,0
Other,M,76,Bisexual,167.0038385253364,-32.39359649393598,-47.444717543452285,-26.02444789984219,E,-21.426194129000297,1
Hispanic,M,60,Homosexual,-113.40875676599715,-87.5129170241915,61.59952412591421,100.34746003327287,B,-21.832215374539267,1
Asian,Male,37,Bisexual,124.93022612728318,-111.2157283654962,237.6354493708349,-30.497113989003978,B,-42.16836693096859,0
Hispanic,Non-binary,22,Heterosexual,-23.48527207653787,131.51150122022597,-163.40654106066643,79.14056198075775,E,-95.26574153416414,0
White,M,33,Bisexual,132.26543817299194,-137.03595234683362,-209.7620928737594,-8.94210213931482,E,148.5080503726278,1
Black,Female,69,Bisexual,108.15916877413191,-21.223777406414666,-0.647611739482672,-3.4437884723023657,B,-6.649714138021358,1
Other,Female,56,Other,29.04107307126635,-124.44849541947,17.859546342485906,-152.75925654796592,B,65.15016314296233,1
African American,Male,52,Bisexual,24.623468132803946,42.978777499157914,-11.28396181544093,-171.7623880742667,E,-15.62457162405027,1
African American,F,35,Homosexual,35.51816738664175,106.29526704572383,-264.90383937309264,154.67087724414293,B,79.49606907046707,0
Hispanic,F,49,Bisexual,10.20956125414741,-136.83640458770137,-7.520842815141917,-86.4736778738444,E,-40.64156143206332,0
Hispanic,M,74,Bisexual,112.87766304972389,-84.4550100829444,-125.05944923932151,78.51673724254644,D,32.37255905672813,1
Asian,Male,31,Heterosexual,103.05015079482449,-57.24974357850675,-90.94364153977176,-11.929313868696704,A,-30.05793053140388,0
Black,Non-binary,27,Homosexual,-140.99700152337527,113.54009324310586,-24.857285275117142,-88.05340717612124,C,274.97605303427235,1
Asian,Male,72,Bisexual,-82.68475728819357,-108.89449127798558,-51.56434251398235,-52.67069076119372,E,-177.858845119404,1
Black,Other,42,Other,-19.89561332882518,-1.4796218840478608,-15.04064777942557,18.646784056165856,E,-65.3234948187885,1
Hispanic,F,19,Heterosexual,-100.10402079043045,3.8737226976727968,-58.48860096290102,173.56256946991573,E,-139.70895308656185,1
White,Non-binary,44,Homosexual,134.82891041474733,-27.52292136764119,15.72856722003679,-208.8083761043515,D,-65.42622898118626,1
African American,Other,58,Bisexual,-59.500439935140946,-85.23025303159159,104.63153201526126,0.9049131730283086,C,29.32507042296227,0
Asian,Other,48,Bisexual,49.63699706809041,163.86134572336255,120.04512618842531,-74.10357443296094,D,-57.059891772338936,1
Other,Male,40,Bisexual,-34.504206569299086,59.328213999842994,26.073811287018955,146.62665094691673,B,-14.320052087067706,0
White,Non-binary,25,Homosexual,78.16939133927589,47.33211237868511,-98.25219688963804,-22.23128379274404,B,-110.38810956390375,0
Asian,F,31,Other,-217.41366441706282,-157.75248709508446,-168.43597108877307,-6.219127417659065,A,-29.524524254945334,1
Asian,Non-binary,46,Other,18.688278624609687,-96.62200413605031,88.41273974973805,-17.35253991544449,C,6.854330486852289,1
White,Female,31,Bisexual,9.904044769873261,-87.89829677101486,95.52750914503086,13.938928058414945,D,-70.3504257876503,1
Hispanic,F,32,Homosexual,-77.93873717914838,94.52015560686021,3.865269124289139,78.51118918593271,B,177.65574725860503,0
Other,Male,78,Homosexual,-78.64979791959065,-22.47832008809974,-31.668257529296966,-11.510144398329833,E,106.05218242112157,1
African American,Non-binary,68,Other,-51.65899282760351,-16.360879360727683,-70.35671985456999,25.77789172802354,B,-45.56910148165786,0
Asian,Non-binary,30,Homosexual,-90.87882609457279,38.09358415494885,-33.444760813922954,-62.068238913020735,B,32.21315129802535,1
Black,Female,66,Heterosexual,-22.330186893058052,-2.888533377822643,-158.2425414077576,-98.76501355209628,A,39.23219408387587,0
Asian,Other,47,Bisexual,-182.98758985089896,46.084579929980826,-38.35095355996112,146.54286156475828,E,13.300318482233104,1
African American,Other,34,Other,-5.891580952787379,38.465801710739626,-173.1177732206541,29.337244969374005,A,-142.05599709729313,0
Asian,Other,76,Heterosexual,-151.90447828659345,19.818382676133965,-57.16756157988744,-131.29728629733884,B,-133.2190679819715,0
Black,Female,70,Homosexual,18.007834946654068,20.04692468792121,109.91036164425157,-60.32213174356106,A,8.977152147944944,1
Asian,M,28,Other,19.229477622689327,-88.35052445964409,-47.01928392829713,76.64345485627419,C,202.542000864195,1
Other,Non-binary,54,Homosexual,21.86171497405075,-0.8397965709207226,0.8923416963987438,24.50294866490537,A,-121.57096734149823,1
Other,Non-binary,26,Heterosexual,-41.74712496284637,136.2285546491809,-45.12137107984701,-23.433600839168495,B,0.784774458842062,0
Asian,Other,64,Other,-200.58899827868734,76.08708923523683,-192.6343215549287,-139.7049824619931,D,94.1936130221248,0
Hispanic,Non-binary,39,Other,17.73875851363044,-171.2004153592853,-206.41986166089046,210.62608761584184,C,-206.28467117434454,0
Other,F,26,Bisexual,5.919133688695425,49.9534331120913,24.09992510747873,24.318500265681177,C,48.28736739250692,1
Asian,Female,38,Other,-130.31133201765817,-107.26545489283168,6.177895250574243,30.52778354119209,B,-74.04525828314891,0
White,Other,33,Homosexual,21.296317120797706,-82.10924507183029,250.49238223531933,128.43685294925996,C,-35.09310397478277,1
Black,M,22,Homosexual,-12.758088655794031,14.169036583498942,-100.67856398867805,-45.016730649686465,C,-80.73505121708186,1
African American,Female,39,Heterosexual,53.65332672348217,-10.824287469215045,-87.9922184124662,47.92316503607037,A,71.82214507809701,0
White,Other,64,Bisexual,-6.855929757128132,37.016545855057494,144.9814370855593,8.23416438741529,B,31.713667721477258,1
White,Male,32,Bisexual,-152.11666414227994,247.0753573795181,11.104884758521752,-20.137345005324576,C,-90.38075496785967,0
African American,M,34,Bisexual,-22.417480201038746,-20.549199714695902,43.4947240796607,-56.30872167181268,D,-171.23166113141002,0
White,Non-binary,60,Other,-98.41128965683961,-31.036073299411598,-4.5145122091756384,51.02856753648942,A,-35.78507760312977,0
Hispanic,Female,62,Homosexual,-249.72677825194575,2.7626336465526626,26.846841457432358,24.374858587354485,A,128.57808258725225,1
Black,Male,55,Bisexual,-53.67013266484169,-9.901699614535747,52.963510202170085,12.791260428475523,C,-57.92904831623928,1
Other,F,31,Heterosexual,-46.56926538033531,96.24958772560296,-112.25869501216059,-38.86782129265837,B,115.85990035042045,0
Asian,Male,22,Other,-38.19765025164127,146.573945520102,-328.31652557347684,-13.846159717170897,E,-44.711719469739904,1
Black,M,56,Other,-108.16112754937657,160.60900442054495,160.54210172312816,-82.68106842418868,E,-144.1330881424467,1
Other,F,20,Heterosexual,-31.72908727508136,-47.643718484151265,-53.43040296026109,-108.93213117635993,C,-78.7071849557658,1
White,F,50,Homosexual,221.09451494180087,-97.93841148920689,-158.40531968255848,-27.408597438654414,A,-123.39945529749443,1
Hispanic,F,45,Heterosexual,-112.62215730887466,-213.5832032663059,-66.46217093978842,-12.538500069655957,B,178.21952118583962,0
African American,Non-binary,57,Homosexual,-125.58241165262717,-21.999626362382358,-86.60151816381259,105.30572321724847,D,-53.753107880590726,1
Asian,Female,45,Heterosexual,-57.84853520142978,15.649556753442475,-58.99441398541888,-139.7656154703092,C,62.56896762970272,1
White,Non-binary,29,Other,-61.206027909666595,-53.49406409705715,-7.340113338568857,-49.82495985474897,A,2.586731455410971,0
White,Female,63,Other,-71.92098248158983,-104.23686713104343,62.77603922889552,-51.531540402130624,D,101.46039134486848,0
Asian,Female,42,Other,-60.887054559957164,36.23431998951491,-78.17177334273558,-124.25345600270639,D,-46.1911926901519,0
White,Female,77,Homosexual,10.372487270262361,-102.82147589385168,-94.63887712688498,38.08427239303936,B,-106.07245944290273,1
Asian,Male,36,Other,53.22764205724977,-111.46373176499705,-16.620396877557827,-36.80949107270971,B,170.57047412115742,1
Black,M,52,Homosexual,285.77902168683977,-71.41577467106418,138.37238531010598,36.22453628888819,A,84.62466650063271,1
Asian,Female,78,Bisexual,-90.19652925380662,33.88338967611654,61.8699675421987,32.2396905792038,C,-120.20375341920573,1
African American,M,47,Bisexual,-160.06865588326315,-31.49737595853005,3.8320886797808438,43.659189997625916,C,148.01727300982097,1
Hispanic,Female,56,Homosexual,-82.93153902221758,-111.18618896671475,-38.88225004029753,-48.23200825214734,B,83.39053764761543,0
African American,Non-binary,41,Bisexual,63.255391675553795,-130.48969292025043,52.012288456368495,-20.674432811202685,B,2.842148438520594,0
Asian,Male,33,Bisexual,53.04668295328053,-45.43723720026601,91.24885315242804,-135.00869171948767,A,161.84729942903692,0
African American,Other,51,Bisexual,-59.89711499730522,-53.62476900414913,42.98189075123267,-81.16557530098547,E,35.040177922663,1
White,Non-binary,37,Other,-65.89577253737272,-14.81843086237587,-10.304832458560814,-46.26430411563368,D,-68.62020145739244,0
Hispanic,Other,32,Other,50.406208165808216,-161.75380876171172,78.08191973409028,-55.53604493460921,E,62.85029884208587,0
African American,Male,34,Bisexual,-73.89384182992579,166.32022760269723,-32.20949578205813,3.687225782692343,D,1.2295803830165268,1
African American,M,74,Heterosexual,85.84250470178725,-10.270380201220513,-76.6869821684634,-40.612994843213116,E,117.59519363821298,1
Asian,M,52,Homosexual,100.33937998699007,-0.7491377954499,-15.922879540838315,-7.032983759173947,E,239.36744725864367,1
African American,Non-binary,53,Other,140.46489438892507,46.70296237966376,-37.21223261909709,-133.58458921519917,A,55.93670600314452,1
Black,F,29,Heterosexual,176.53075444912795,118.72124641130554,17.70015416524781,-196.5572311797103,B,71.29720027445187,1
African American,Other,54,Other,-46.126269437834736,17.995206780443844,-158.43602839990595,36.04441332875863,B,-101.6534319133803,1
Other,M,46,Homosexual,-194.72574949960492,-101.91634265236348,74.31316130760105,-83.83444972036536,A,-74.25849893730401,0
Other,Female,30,Homosexual,58.654282699679506,-236.9433330099247,-124.69282675634558,89.6214541485322,C,17.56677008480976,1
Other,Female,66,Bisexual,-222.53163469450863,-57.18968149806002,59.59145521186255,184.50615775341498,E,-32.249633560928906,0
Black,M,50,Bisexual,107.66309055903966,108.15066602676818,-8.519624153006,77.62701504364034,B,48.910841273219525,1
Black,Non-binary,49,Heterosexual,51.61317880726326,46.26011058636663,82.17586625055094,68.21955527790662,B,52.79541027716218,0
Other,M,41,Heterosexual,9.979845511961226,25.44644944816308,36.88476073943716,-77.50939885414623,C,-69.05507171212628,1
Hispanic,M,43,Other,22.715588247528373,-142.1792410333058,119.67218888990729,84.68126910396549,C,74.62168626175536,0
Other,M,28,Other,142.81146729639744,43.805844877525224,-31.72667921637685,108.47770705520132,E,-152.76930066773875,1
Asian,Male,36,Bisexual,-111.91933907115295,80.73612043789551,116.55559588849141,-138.03693827605173,C,108.27115462572966,1
African American,M,30,Homosexual,14.55269855953337,107.00221052393294,58.99237538527381,-101.52522367461823,B,7.2929731753152,0
African American,M,26,Heterosexual,-4.938678612938952,12.116765045237639,128.79201864509494,-3.0558945050879025,B,-42.75969037463608,1
White,Non-binary,39,Homosexual,26.084428488584958,-3.136007081595831,-77.62817819966561,-44.54410863930213,D,16.08524239133669,0
African American,Male,22,Heterosexual,-52.15719408465961,-16.368682371244457,23.942246268212088,-52.2392509968603,A,-105.9905818435387,0
Black,Male,61,Homosexual,13.7464902746535,-17.037906668501073,-49.613463562137014,-31.96559638810581,A,42.93562019792566,0
Asian,F,65,Bisexual,58.78631457805179,76.80675610602387,84.59115666087528,-91.7729686889633,B,12.074327495639036,0
Black,M,29,Bisexual,28.560594387840755,38.02019909745605,40.35024510818515,15.611800405907585,C,-40.72141043498357,1
Asian,Female,63,Bisexual,-88.58926403956637,55.67064776410236,89.37359440685692,-200.38119991477637,E,12.06982154688081,1
Other,M,47,Bisexual,-118.28181593488513,-3.910304259433222,91.30302805178782,-58.94772682388534,C,131.3770051621972,0
African American,Male,39,Bisexual,-69.40950195921609,-70.07705560032893,16.767312508886803,-107.577929609193,C,-246.67823487856288,1
Black,Female,50,Heterosexual,-18.343844453649776,100.31519418691519,141.63561130852088,70.6442280392869,E,-91.00329268169767,1
Other,Other,71,Heterosexual,-97.88586274924059,-40.00558694814951,12.221090788611672,-56.38646530144569,C,85.84835118047567,0
Asian,Other,24,Other,116.69545111686041,96.00265076942875,-40.05080251660401,49.017322321982476,D,-3.440845451487324,1
Hispanic,Female,51,Other,24.82524586256334,120.2141714505404,139.77692963170063,-164.32281715904801,A,-42.05753538114447,1
African American,F,53,Bisexual,12.971980517079842,94.88394300875987,-79.57653467236072,-111.11119416098796,D,43.79346830469711,1
Hispanic,Female,40,Bisexual,110.04293095198304,73.82313150981045,58.525423864777835,159.81745262156025,E,-12.502341852931409,0
Other,Male,43,Heterosexual,53.95070881192383,-90.53837717529994,32.38233482016796,-33.586217024855365,C,116.54793419456273,1
White,Male,77,Other,148.21433794453438,-16.375981197446407,-35.38645063357666,-51.386744855786915,B,53.0265250808685,0
Other,Male,19,Bisexual,2.5526325698806307,85.46916357469709,-131.29316896744078,175.37434560063232,E,117.0579858161129,1
Other,Other,69,Other,-71.35142386316429,-68.55154635326754,177.3716435484612,-168.75054903529022,C,59.2966447307502,1
