orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Bisexual,C,E,29.0894082436398,B,-38.016494025816236,C,C,E,D,-33.32068623052075,-115.95401462983375,0
Homosexual,E,A,-43.318609735421624,E,-75.99421383510828,A,A,D,D,86.15420519617284,85.4425808267136,0
Heterosexual,C,D,-114.66731350446138,B,-52.884061994002586,A,C,A,A,39.650502191107414,164.55819491876528,1
Homosexual,B,A,150.60939796280843,C,88.86579437456899,E,E,A,D,-151.70173831471905,-53.336633394299184,1
Homosexual,D,C,230.56959298147396,A,25.258572256021367,C,C,D,A,0.1864416400242285,238.96724004812043,1
Bisexual,C,B,106.40126115232175,A,-34.78756644338906,C,E,A,B,168.07346500572388,122.87013046860893,0
Homosexual,A,E,-67.35748597939579,C,-267.8849847525259,D,C,B,E,77.60890220529475,-167.72332800371964,1
Bisexual,A,A,-12.27873061347151,E,117.67901413844606,A,B,C,B,-50.740423221869534,124.03655174594275,1
Heterosexual,E,B,7.999882627135263,B,29.36275126040078,E,E,A,E,28.036753585657603,-49.2537619517603,1
Heterosexual,B,B,60.662454118691436,A,106.1555908001319,E,B,D,A,8.926910104935015,-160.92623044701247,0
Homosexual,C,A,111.44431238452923,B,134.5806876581321,B,B,C,A,117.7147069527926,-19.206763505085004,0
Homosexual,D,A,-95.62170239583814,E,-106.04326027002926,A,B,A,E,56.01904390675361,57.42478164513641,1
Other,B,A,83.8903153424858,B,-77.55698558509924,B,B,B,A,-89.86345929294193,40.484698180822015,0
Bisexual,D,E,-43.83554400962387,E,-27.850905125362964,E,E,D,E,94.71442174316842,-53.861706533043666,0
Heterosexual,A,D,48.158042804053586,A,-201.2233837132872,D,A,A,B,19.550828223186535,-0.9602225668237963,1
Heterosexual,C,A,140.31754748765385,C,74.6960865277382,E,E,B,A,-173.4024522615038,-80.70463884928401,0
Homosexual,D,E,47.77763905443301,C,47.80473538453455,B,E,A,D,-73.25753959073211,-29.004703665936894,0
Homosexual,C,E,-66.76981607728531,B,76.61258643453914,D,B,B,B,-127.73442745967483,177.59917046015397,0
Homosexual,D,A,-337.6591366909674,B,87.48536827401905,E,B,D,B,-6.857849653481564,32.904550636639186,0
Other,E,B,103.89549802115474,A,-165.54593986418644,A,C,A,A,-59.12731368415132,-30.201597588834467,0
Bisexual,B,D,-25.352612916019257,B,-16.832395281551076,E,B,B,A,-0.06078205125289196,-66.55097790272771,0
Bisexual,A,A,35.539495539943324,B,174.00596431822362,E,D,B,A,45.319609026770664,60.2403361828692,1
Heterosexual,A,A,41.490495784134495,C,68.91485299636496,A,C,B,A,40.8849254788838,166.57932555164845,0
Other,B,D,159.61113971410356,C,-36.18165647601239,B,A,C,D,-12.120138186402905,75.19358911081709,1
Heterosexual,A,B,16.194527628825387,E,-34.30957437993112,B,B,B,D,-46.83730913343852,-111.49551130378599,1
Bisexual,D,C,-36.875956699816356,E,9.384004107219905,D,D,D,A,20.13515620751707,-95.727133156701,1
Other,E,B,35.19606744046287,C,9.767048087828591,C,B,A,B,143.67973538801564,41.22391249211879,1
Heterosexual,B,D,-100.8304282945421,B,164.37206181711736,B,D,A,D,-44.18876254388555,-29.376605812917862,0
Bisexual,E,A,-21.24800838674617,B,-82.73278428271745,B,B,C,A,-125.89401171804214,242.96524954881966,0
Other,C,E,94.04192824757672,C,-17.86329831704888,E,A,C,D,91.27336714499287,84.42069326036258,0
Other,D,A,-19.01710235075325,A,-31.404337718845653,D,C,D,E,-19.247428746697416,189.67463464970754,1
Heterosexual,D,C,86.1240081209602,B,-65.70785862081124,E,B,C,C,76.56420915414729,137.64641081894194,1
Other,E,C,-120.07250275657357,D,22.102498518776773,E,B,D,D,114.03754955241139,-270.99437053744055,0
Other,B,C,-158.08648789395437,E,-173.5345042764013,B,E,E,D,13.320128103313728,24.68309039543037,1
Bisexual,C,B,79.07395819845097,E,3.7396834054311343,B,B,C,B,-64.57480873231935,-68.79961831866356,0
Homosexual,A,B,114.9655983157328,B,-16.213332637280992,C,A,E,D,-19.597159182747163,-144.1270254377087,0
Homosexual,C,B,-2.844813057238327,D,2.2192955973817785,B,E,E,A,28.70523537809148,-148.62697221468045,1
Heterosexual,B,E,272.32398340069244,E,-13.248339738318226,C,E,D,B,17.93997740134341,-55.07215533652502,1
Homosexual,D,A,125.17214647342566,C,-23.499137076542482,B,A,B,B,-79.78540701361405,-126.28009696983756,0
Homosexual,D,C,77.86072940741616,A,-69.56624342109673,A,A,D,E,-106.60512334003525,153.3456399689892,1
Heterosexual,E,B,-5.550944080164078,A,13.226994328797877,C,A,B,E,144.89389186536016,-64.75363076162014,0
Bisexual,D,E,-62.48459382800775,D,89.03542435567317,E,E,D,A,-21.673039130847872,-128.81977045100683,0
Heterosexual,A,B,158.0309823219273,A,-139.68184502736142,C,D,C,C,47.488919968311485,-46.993751590361725,1
Heterosexual,A,E,-249.42141227907203,E,-32.31344659785502,B,E,B,A,-76.50315464738124,-126.74578458997152,1
Other,A,B,87.00849557580946,A,-56.72215140973034,B,B,B,E,163.25105890642138,-7.709470095324433,0
Homosexual,C,A,-11.429192993038345,A,-38.07093650053348,D,D,C,C,108.17677112109725,46.1683796949262,0
Other,C,C,20.524812267443803,D,-64.88393069379482,D,B,D,A,54.56457280326899,-30.311181677875474,0
Other,C,C,84.2658323568001,E,-40.78439567819281,D,B,B,B,-156.53306497782296,0.16405387431967575,1
Bisexual,E,B,-225.34173711263276,D,-83.43821406549316,C,B,B,D,-30.512470771406885,85.33203466314968,1
Heterosexual,C,E,1.896245725135402,C,76.84696285886396,B,D,C,B,151.29823307857444,-162.95519852069106,0
Other,C,B,-69.2838650508904,D,154.08288217408307,A,A,D,E,-102.12249188777167,94.49771369931594,1
Bisexual,D,A,-0.14029581119961493,B,32.12441572600247,D,B,E,A,-83.28005785776858,-161.64640347915793,1
Homosexual,B,A,129.26294775911694,E,-97.78742678787212,C,D,E,A,61.67108448557781,46.67134506654964,0
Homosexual,D,C,-1.3572828658869198,C,-64.43781498740371,E,A,B,B,120.38773480606038,-115.71095186833836,0
Homosexual,A,A,-100.86012411823546,A,-74.52650323097892,C,D,E,A,-154.39154052194343,52.81580782296793,0
Bisexual,A,E,-6.657288508805608,E,-47.16203330763457,A,E,B,E,42.741209820668274,49.76177134500493,1
Homosexual,D,D,151.37288651215815,D,147.18526104441375,C,B,A,A,15.808447662176771,-49.996048531851315,0
Homosexual,E,D,-34.24868380766295,C,-19.843261214376557,C,B,C,B,-75.71873076881934,-35.3932320423467,0
Bisexual,B,B,26.021394699061375,E,-170.46512134953508,D,B,E,C,88.04813973691074,41.789647650758866,0
Other,E,A,160.64878676446472,D,143.3299379924837,C,D,A,D,-21.53599065756454,-86.55774013317466,1
Heterosexual,E,B,115.1194469241221,A,-6.095816180823044,B,C,C,C,151.10378488319301,-3.761607644214272,0
Bisexual,C,C,-58.78981420835048,B,-115.1238371895666,C,A,E,C,-185.58332192826012,-88.43544953069264,1
Homosexual,D,E,1.81811163553799,D,-34.575485217132176,C,C,C,C,87.49025760220785,77.64532645097589,1
Homosexual,A,B,-163.17571373393116,B,74.35511591066903,C,D,E,E,54.541946488629364,-103.34489012405896,0
Homosexual,A,D,95.02277571141181,C,129.77380571606724,B,C,C,E,-117.64033043380282,51.930432983462836,1
Bisexual,E,C,-4.39437458280499,B,-86.41024185492995,E,C,B,A,160.2915570452839,-32.689536118133944,0
Bisexual,D,B,-61.15575515122651,B,-13.476086669339987,E,E,E,A,299.6779151245901,-74.18618209208138,0
Bisexual,D,E,-0.6684585718895047,B,-5.921818176543499,D,E,C,E,-75.51250186546498,-71.90305381509613,1
Bisexual,D,A,71.43266806890591,B,-11.23071045337282,A,D,C,E,-105.92330946791495,-40.4111128629681,0
Heterosexual,D,A,20.061804990425316,E,92.52324381742665,E,A,B,A,36.873465668459176,27.293449307080635,1
Bisexual,B,B,49.557991789584385,D,9.732733193009814,E,E,A,D,52.12887124014739,-44.50205128734493,1
Homosexual,B,C,228.3408125130902,D,131.4471329234387,D,E,C,E,-24.821671898038826,99.8051671345625,1
Other,B,E,-149.8540681706289,D,-31.075726805345244,C,A,E,B,-110.03021068473076,-12.275627931295599,0
Heterosexual,B,A,168.91338145760915,C,-89.13902653848837,C,A,B,B,126.43776331881395,-115.66939553257471,0
Other,B,D,26.17739039756849,B,-68.2623570699858,C,E,E,A,133.19795962913676,61.206100449296585,1
Heterosexual,E,E,-57.6358142520211,E,42.89407896912323,E,D,C,C,-7.172193265113114,-90.07500155389884,1
Heterosexual,E,E,-172.96482951914987,A,5.116173495925922,D,E,C,E,-35.62327620925358,-49.205603388078686,0
Other,D,A,31.29907818628958,B,-99.71704787789541,E,E,A,E,288.24579002742297,19.509691310956427,1
Other,B,A,174.70315254006692,A,-9.934369672610782,D,C,B,A,-6.412252892441991,-35.69904198968047,1
Bisexual,A,A,46.1209667855535,D,-37.523406001005846,A,A,D,B,-95.71745412143777,14.686317686824369,1
Homosexual,C,A,52.10177618367835,B,20.267953281077137,D,B,C,C,42.06022183116644,38.101171331294175,1
Homosexual,D,D,86.08207603755622,A,-97.88255443558057,A,E,C,C,-137.0938463506409,83.1305812735376,1
Other,B,D,-167.84552528075648,D,-140.7967432078486,D,C,C,D,-31.955414011856064,-98.18210197626306,0
Homosexual,C,A,-13.583263761328057,E,-93.11627100698077,C,A,C,A,153.38834521838157,12.229012489408543,1
Other,B,C,-118.47259261502201,C,169.32268069251805,C,C,B,A,18.590691767446724,13.486825106685918,1
Bisexual,A,D,-63.77942483206313,E,-38.77411601125444,E,E,B,B,-86.96760799041917,14.834863703216769,0
Bisexual,B,C,-7.767876304909403,C,182.1982309906434,D,A,C,D,-23.89592962773226,-28.696662109163185,0
Bisexual,B,B,86.6801064603839,C,-73.02633460059003,A,C,D,E,11.499907258777634,167.0586973778903,1
Bisexual,B,B,-93.0820957954719,D,220.5457841202241,E,E,E,A,-58.85250269190369,44.98867867792835,0
Bisexual,A,D,164.838875140651,A,55.61532504151769,C,A,C,D,88.99866595369625,-50.17953020505554,0
Homosexual,C,B,26.667975363711328,E,81.44517968881783,D,A,C,C,9.634854941835941,-48.48003640143793,1
Other,E,C,26.493751596619024,D,-28.134571753126785,C,D,E,D,77.74018877766578,-19.835434946831114,1
Homosexual,D,D,-91.35076917146345,A,78.59280814125988,A,D,B,A,-272.556316109541,-141.2021311471926,1
Other,B,C,105.37523319613473,A,101.13283513983653,E,E,E,D,20.494085467316598,-210.8190817796751,0
Heterosexual,E,C,71.0392907634554,A,114.31017476421847,D,E,D,A,-185.4530076767677,95.51237835545618,0
Heterosexual,D,A,94.67025965575736,A,77.15714260207643,D,D,C,A,-37.14851085732565,-150.88218684194007,0
Bisexual,D,E,-152.1845539021334,A,-52.81231407215521,E,C,C,D,-47.806099158204454,30.030689563654615,0
Other,B,B,-272.7456673592011,E,53.740097372056375,C,C,A,B,-35.47708455101141,14.785868511220023,0
Bisexual,A,D,-57.42918844145273,C,-45.38539140773815,A,C,E,E,18.407331662250588,245.0086864729471,1
Homosexual,B,B,61.5345367032449,B,44.27835794461104,B,A,A,E,-135.349017743063,-207.41720797921016,0
Bisexual,C,D,-41.5416247155051,B,-76.54794422461411,E,A,B,B,65.5893528710133,37.14677569948851,1
Other,E,B,107.43845873998248,B,-100.37132043627761,B,B,B,A,103.20209588972477,-85.72439820996867,1
Homosexual,B,B,-43.570679255497325,C,64.90041802164842,E,D,C,B,-26.640014962410007,-124.81630602964671,0
Homosexual,D,E,-246.31592780960597,B,98.1843238919223,D,C,D,E,-107.51075024385327,-59.54435718429109,1
Homosexual,A,B,114.75541915063509,B,113.43764980687412,D,C,A,A,114.32505233890085,-47.10370722834292,0
Heterosexual,D,E,-146.3055432555891,D,147.19912212608847,A,D,D,B,-180.96423742696018,61.13711068893664,1
Heterosexual,E,E,-65.35506326574662,A,-39.682346059847426,E,E,D,E,-49.171985895029785,-160.1749898886212,1
Other,E,B,116.04689996998046,D,93.458842803338,C,B,E,D,89.72697631378969,-106.95999970738559,0
Other,B,A,30.761696686692424,B,-147.47614627813707,C,D,D,B,-149.1598269473517,186.6266911606512,0
Bisexual,A,A,-107.86131186142434,B,37.81019265384572,C,B,C,A,37.12000803240542,-66.92004485853529,0
Heterosexual,B,C,87.69227982086912,C,101.41877138539455,A,C,E,C,80.40793117806105,34.15298698318027,1
Homosexual,C,B,2.3130855941861728,D,-74.21202083101188,C,C,D,E,152.57515622491766,-224.74361495627616,0
Heterosexual,C,C,-64.36186410388311,C,-133.67747215377398,A,B,E,A,49.72146445691667,14.517058571440222,1
Heterosexual,A,D,-136.05439011658007,E,15.96525278133353,D,B,D,A,-127.1042053414099,-245.63496810440836,1
Other,A,E,-100.30649414775381,E,63.96273581728739,A,A,C,D,100.68022215476593,-3.9308118842079005,0
Heterosexual,C,B,25.130464464732423,E,38.80631341244205,D,A,C,D,-132.91353302414072,176.1535047113792,0
Heterosexual,D,D,-229.4379842803329,E,-63.69771922609746,A,B,B,E,-74.07291256225164,-146.2361571641799,1
Bisexual,B,E,-78.07773076683324,B,19.20712574080555,D,C,A,D,53.97716947215253,-86.98780964352412,1
Other,C,D,-86.87053031005763,E,-46.932884033789016,E,E,E,E,154.74045259410215,49.96148490508608,1
Heterosexual,E,A,-9.590832974862133,B,16.705611868204755,B,D,C,A,-182.06531818049942,41.0262204027704,1
Bisexual,D,C,10.74959099487504,D,-46.43299716536911,B,E,D,A,-31.827436183040486,-106.3150342746799,1
Bisexual,B,C,-20.9218084449327,C,-80.36627587267344,E,C,A,D,32.796829519182275,31.36690694560489,0
Bisexual,E,D,25.640799732774333,D,-125.68287731448787,C,B,E,D,186.40870756539408,-100.278213036378,1
Other,B,B,-25.15802163206633,A,142.78574547143813,E,E,A,E,-30.62398117984022,-102.88128759201611,1
Other,B,B,-51.27195068261232,D,8.543990047564074,D,B,D,D,-73.11142961899549,-32.5521323571373,1
Bisexual,D,E,25.851535913314233,A,58.35587445782784,D,C,B,D,-68.61737890210526,-275.5859963487123,0
Homosexual,B,D,-174.97765349144922,B,-37.21724377294454,A,A,B,E,11.682061971897202,74.99468289721936,0
Heterosexual,B,C,-73.8429603455216,B,171.73189095814368,A,B,E,E,78.77698273788408,-34.81533274729544,1
Bisexual,B,A,-40.15380828984207,A,-76.92007384074034,A,E,C,A,57.50919074641592,79.33389910135895,0
Heterosexual,E,C,119.09052136838838,A,-10.484032429069332,E,B,E,D,12.42444050014097,6.302361202116591,0
Heterosexual,D,C,-31.60542649874593,A,-0.22351270262525763,D,A,E,C,57.73320192992818,-0.4763192695278833,1
Homosexual,E,E,17.726610542892598,C,-142.22691567128084,A,C,E,E,31.649744449255596,-150.480144872062,0
Other,C,E,-109.1808618542004,E,145.03779613882327,B,A,C,E,68.24670335220283,98.53647986054315,1
Other,D,B,-19.76766491541404,B,101.07371514410333,E,B,A,A,95.28943611309056,35.58467238785303,0
Heterosexual,E,B,-63.31687843834685,D,256.65689717676884,D,E,D,C,254.26912276077687,-214.28324457194225,1
Other,B,D,57.06936487679387,E,-22.208917070415154,E,E,E,B,-109.41990674725477,-27.252716896179972,0
Homosexual,E,E,-54.94680307619446,E,59.51783444148621,E,D,D,A,119.43754366001271,3.8842463786478723,0
Other,C,D,-67.84651922806594,D,21.248633171179378,E,B,B,A,-12.3997416800029,-124.2758527234286,1
Other,D,E,-30.749364122047716,A,-16.51665262124476,C,E,E,B,84.6422404628737,36.446712482328216,0
Heterosexual,E,D,64.04550443083369,C,-152.4110718886333,D,E,E,D,-33.38436010066588,-26.59061813128635,0
Bisexual,B,D,-45.30848751178696,B,-114.521773771272,C,D,D,E,-1.731986043805405,29.958130022729968,1
Heterosexual,E,B,152.05603765849,E,0.2814478851082624,E,D,E,E,-23.19173135201675,50.926848448517106,1
Homosexual,E,C,-83.16089230903346,B,-39.96148133653377,C,D,D,E,24.848103234193257,-23.589357167314883,0
Bisexual,D,D,69.70085211951661,B,-63.3740835461512,E,D,B,B,-5.780149370083023,0.1914400426427004,1
Heterosexual,B,A,97.2083227043266,E,-78.50092799022946,B,B,D,B,96.68967275025442,57.236980867211514,1
Heterosexual,B,C,-188.18222016855123,D,27.44916825369374,B,B,B,E,25.460349959133076,-199.3719739543607,0
Other,D,A,-198.16468659056574,A,-55.04689878541817,B,B,E,A,133.4902222050192,-74.96088610894914,0
Bisexual,B,A,93.21684215009498,D,-48.29653717350428,A,E,D,A,0.47953478610850836,-195.4718066216759,0
Other,C,B,-2.730454241845093,A,-85.09217248289337,E,D,C,D,-2.6605770564314906,-39.11126249566715,0
Bisexual,E,C,-78.57494449535606,B,-148.56746868226247,C,E,B,D,-85.87600897357737,-64.69712971714253,0
Bisexual,C,E,34.96554336951196,A,32.48033924714077,C,D,E,E,-67.63554429019672,101.97247866837998,1
Other,B,C,-61.43510851993131,D,-155.16447110288425,E,E,E,B,26.594411075522856,41.88998027046987,0
Homosexual,B,B,-70.21625989653295,D,185.03974036803638,C,B,A,E,172.3668734128719,-114.59721737461656,0
Homosexual,D,C,83.32876776063294,C,161.6827429875022,A,B,C,E,-28.67488222006785,-3.195421795873522,1
Heterosexual,B,B,-20.121970520632615,E,-174.7291537890551,C,B,B,B,-164.08796142358736,95.82592490577267,1
Homosexual,E,E,-44.539202875735995,A,-79.29806246824278,B,A,C,A,133.15850473227172,46.216806130271365,1
Heterosexual,C,C,12.210002886355278,E,72.69067122613639,E,A,D,B,87.41003344519117,82.17737286392621,0
Bisexual,A,A,-5.176856599354547,B,34.05656662165907,C,D,A,E,-62.21667945941519,-67.3947498882553,1
Heterosexual,A,C,176.9549831360738,E,9.657984460395646,B,A,C,E,28.210155122302616,-10.677806661495763,1
Homosexual,D,B,51.36502837706098,E,-5.123468089902096,B,A,A,E,71.48503048187392,-34.07193649262849,1
Homosexual,A,A,15.321444745904648,A,46.58295329702562,A,C,D,A,72.50370625980162,-112.79274851868388,1
Homosexual,E,C,263.39316177992157,D,36.06461737760981,C,B,B,A,29.511572523108914,124.73103561824352,0
Other,A,B,132.79340177658764,A,-42.855340166977044,C,D,A,C,48.7160325473682,82.76766099797263,0
Homosexual,D,B,-103.75402683599432,A,37.00219507410879,C,D,A,B,-1.7309000271663069,-259.42153225989557,1
Bisexual,A,E,17.534691667703424,A,-65.00320055087371,B,C,B,B,-32.520178245920036,216.3695957295409,1
Homosexual,D,D,74.9609274483071,E,-26.953308937139436,A,C,B,E,28.827316553552706,20.0009500836203,1
Heterosexual,E,D,90.78798527441995,C,-21.038903570952147,B,A,E,D,-20.19846497631216,-46.99462420759359,1
Other,A,B,-47.89398812084547,A,96.1419300708087,E,E,E,C,17.76195635234513,-18.942802250768878,0
Bisexual,C,D,-206.91468662830155,E,-76.96549379802295,E,E,D,B,102.82164059356573,125.28817074178878,0
Homosexual,B,D,48.998116479511985,A,32.767623902750614,A,D,B,E,62.241085948522446,-81.89711077983975,1
Heterosexual,A,A,53.853147825702486,A,15.130937094364306,A,B,C,C,215.70212461588926,59.679466411587924,1
Bisexual,D,A,-100.89880528305784,B,93.88573466870515,A,A,D,A,-24.446955269316227,-130.0559711689661,1
Homosexual,D,B,69.693950460649,E,21.356971916818633,C,A,D,A,28.46698322363227,-171.3913009069376,1
Homosexual,B,A,18.851754217746517,A,-157.01362820826284,B,C,B,A,144.33493786052253,230.83685764540314,1
Bisexual,D,D,-68.60863346874072,E,42.24837211971565,D,B,C,C,-115.20744443230666,-62.6278060301271,0
Heterosexual,C,B,-78.12702284362356,B,-12.621282717139287,C,E,E,A,-175.74280763470932,86.91457232276774,1
Heterosexual,A,E,14.278026890219284,B,12.760006594500513,A,E,A,B,-67.3610511777288,-120.63517481163872,0
Homosexual,A,C,30.259219951993575,D,144.56059764542238,D,D,C,E,-18.37513839204479,172.39098559272924,0
Homosexual,A,A,65.12554618442131,C,-12.654642606847744,C,C,A,B,-35.94438195239908,44.70728211818239,0
Homosexual,A,C,-13.404292439333156,B,-23.603756550040977,E,A,C,B,24.157573424828698,131.20496317010077,1
Homosexual,B,C,72.51306138156568,D,201.53813163440935,C,A,D,A,16.529355380697766,232.5149321870561,0
Heterosexual,D,D,-150.9097388344011,D,-239.72889661746763,C,E,B,D,-203.39674890560175,-84.24150370929834,1
Heterosexual,B,B,129.22839377193736,C,103.81663435936058,E,B,D,A,-14.898026143676196,150.21400860733647,1
Homosexual,B,D,64.58569352766962,D,-27.84954617746664,A,B,A,A,53.647388575947595,77.9995589133532,1
Other,B,D,-233.0081796512045,D,-106.3322906901258,B,D,D,C,-93.66226737354205,8.315329314422417,0
Homosexual,B,C,86.29396860504478,E,-103.139696028212,D,A,D,D,74.9087023597764,-6.403502158016409,1
Bisexual,B,D,7.945048686164265,B,-24.077875051346748,E,C,E,B,-157.2150509312483,61.57889281929653,0
Heterosexual,E,D,-25.21108964230212,A,310.9894781174144,D,B,D,D,-134.3044038845024,-41.09915788372733,0
Other,B,D,34.825457486811096,E,-0.07886645220067176,C,A,A,C,-42.679132295288476,76.20107549444268,1
Homosexual,D,E,-96.72508576800516,A,-68.73608998309906,A,C,E,B,-190.92701496201005,205.92989776850717,1
Other,B,D,57.682112431134435,D,-224.39852681273032,C,C,A,D,71.53235623268453,247.77722874299474,0
Homosexual,B,D,-143.48829391341323,B,-152.20007186075986,D,A,B,E,-11.809630204765359,103.76507895245821,1
Bisexual,C,B,-94.51050887856131,E,94.17235648658279,E,C,B,B,33.70612577817027,-99.99349842141369,0
Other,D,D,-23.290526083737557,E,221.54544869702687,A,C,C,A,38.3666791203291,9.175665842926964,1
