sexuality,Veteran,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Homosexual,Yes,Yes,-42.88839128710848,B,E,D,92.14520406473906,D,A,-121.10290223379016,D,-48.60895436209835,A,254.50796610171992,E,D,24.366126370216165,A,B,1
Bisexual,No,Yes,147.77452034976181,C,D,B,23.075269283181612,A,D,14.538618398132353,C,52.463933298926314,A,-42.044554334376166,C,E,-15.725925473097302,B,A,0
Homosexual,No,None,37.73504227728348,C,A,D,-61.14058610845954,D,E,70.94482871279851,B,-43.89497012139376,A,64.84125188055188,E,E,63.332435992315325,E,D,1
Homosexual,Yes,No,-32.112039304713605,C,A,C,-142.24013911904666,B,E,72.34820202068674,C,-4.864867205497987,C,104.79028678951498,C,C,18.467581478462446,D,C,0
Heterosexual,Veteran,None,103.05161779567833,C,D,C,98.35624165279107,E,C,-13.6123225845555,A,-48.9036157793179,E,-65.76310305330712,C,B,15.815011913287385,D,E,1
Bisexual,No,Yes,-12.909611228613985,C,A,D,-107.34300583762119,C,C,-134.32522969463338,E,-89.13566273886211,E,287.6263860105614,E,D,-22.45490942572162,C,A,0
Other,Non-Veteran,None,50.69702389202801,E,C,B,-48.93177286478909,B,D,82.28401386702502,B,-146.1919496915254,C,48.328928372909814,C,D,15.565516127529092,E,B,1
Heterosexual,Non-Veteran,None,11.289663252973574,C,A,D,77.0331810527264,A,C,75.34089413091593,C,-155.95673688676078,E,105.84673919189666,A,E,-82.72564052297436,E,A,1
Homosexual,Non-Veteran,Yes,-22.9972753343915,A,A,C,-20.336466839916667,A,B,-222.71487844055412,C,-1.6891984067064496,B,-67.70027932298785,D,E,-40.817609169708966,C,B,1
Other,No,Physical,45.1795306121479,E,C,D,124.26833876535291,A,E,91.98759408115536,E,-100.112066259484,A,-191.96729527790444,A,C,39.079012684934156,C,A,0
Homosexual,Veteran,None,-191.41069139874796,A,E,C,110.66987781620823,B,E,-86.92254485026045,B,43.60539987340414,C,13.754838232332823,A,A,-155.699269835813,A,C,0
Other,Veteran,No,-45.27392755674541,B,A,B,-59.44944120699516,E,E,-74.88696181389216,C,-117.20346173811285,A,-54.27414748219681,C,E,-1.3050061873007381,E,C,1
Heterosexual,No,Both,110.38594211151083,C,B,C,91.7816812748897,B,D,-102.17758030563428,E,-57.00345861414711,C,116.13205323463518,E,E,46.274600339605385,D,B,0
Homosexual,Non-Veteran,Physical,-68.29971317558788,C,E,D,-95.8640069499679,D,C,145.75155340876043,E,50.92089937505213,E,-7.415651716397338,D,D,73.59873613498084,C,C,1
Homosexual,Veteran,Physical,-228.77286863705697,E,A,C,84.16571396740675,D,E,-1.7598478109133682,A,147.47786290481395,C,-128.86712259322232,C,E,-98.12409848730593,B,B,0
Bisexual,Yes,No,7.847543322777913,B,E,D,29.6541220060123,C,D,99.28448515598622,B,-111.948521473476,E,-30.958521743341777,B,A,78.67235848417053,E,B,0
Heterosexual,Veteran,Both,138.59969253910864,C,B,C,43.589114138114724,C,C,-75.14436712390595,D,-154.15907838787558,A,-18.17611226417991,E,B,57.407900837823874,C,B,1
Heterosexual,Non-Veteran,None,-18.040159500637426,B,B,A,-75.18068008304488,E,B,29.39865671018068,C,-82.97290357307641,C,-197.5555214225944,B,E,-1.231355019930186,D,C,0
Other,Yes,None,-27.073108036976368,B,A,D,113.231715716492,C,B,-123.33415625887045,B,25.727591192145162,A,73.16384353332101,D,A,16.45423092580002,C,D,0
Bisexual,Non-Veteran,Physical,-113.02244660925946,E,D,C,58.887514408262184,C,A,-101.32710716372537,B,63.33746791820014,B,57.14781778639361,D,D,3.1978652893510784,D,D,1
Bisexual,Veteran,No,-8.765215864006574,C,A,B,-8.397963554400336,E,B,144.18699488949812,A,-46.40185539275632,D,34.799245277556146,E,D,-135.08081489743114,E,E,1
Other,No,Physical,5.463123108623932,B,D,C,56.29316007063439,B,B,-63.13722208826682,B,-167.78381364806472,D,148.23477105392345,C,E,-178.39122610929323,E,B,0
Homosexual,Yes,Both,19.955538339448598,C,E,C,-22.671547183035166,A,B,-64.92675541986787,C,138.71511125857387,B,-63.26037438645057,A,A,194.41016668327714,C,D,1
Heterosexual,Veteran,Physical,0.753836701387804,C,C,B,-67.90753310155972,C,C,-63.793156269710174,A,-107.01680604272698,A,58.285450037247465,C,A,57.75580765628623,A,C,1
Homosexual,Veteran,Yes,199.28059259335447,E,B,D,108.87835622565936,E,E,-11.569970912505985,B,-51.69274696689381,D,67.38223332173075,A,C,4.096536779967918,C,E,0
Other,Non-Veteran,None,11.79770579341856,E,C,E,137.67081199122103,E,B,95.18667564863522,A,84.04827630729997,C,58.252155266532725,B,E,72.26124940042213,B,A,0
Other,Veteran,No,15.628784685337385,C,C,D,91.03218676213731,E,E,-26.444929939478868,C,-133.44079659098597,B,56.701840071633704,E,A,-67.13117475336394,B,C,0
Other,No,Physical,34.164500184583886,D,B,A,107.86159763155476,D,E,85.9216902152786,D,54.3094932332349,E,77.12351104728043,C,D,-30.063951867232046,D,A,0
Heterosexual,Veteran,None,139.66465018533464,A,D,C,-83.08867299294009,B,D,-96.10228769762408,C,-112.36323928662966,A,71.09263723200091,E,A,32.458171730727415,C,A,0
Homosexual,Veteran,No,37.258487552342636,E,D,D,-170.33646606380006,C,D,306.71090024515564,C,-187.05694875552655,B,-89.69841031118547,E,C,-86.23774498342779,B,B,1
Homosexual,No,Yes,-47.051132677121586,B,E,E,-137.77709474837104,C,B,-44.39215353915532,B,-128.3514535411692,A,-67.5455667132422,E,C,-130.34124713862175,C,E,0
Heterosexual,Veteran,Mental,-26.947792742347826,A,E,C,3.1881282065631456,A,D,34.153574729430545,A,74.14154050788181,C,-28.711088103480513,A,A,80.66000465127661,D,A,1
Heterosexual,No,Yes,-134.69522446383817,C,D,A,-164.55050178650006,C,C,180.56623000536246,E,-149.70858012181478,B,-157.51916448303865,D,E,51.319637917701264,B,A,0
Bisexual,Veteran,No,-87.43188028203618,C,C,B,-226.97331073824944,E,C,-106.22988261256121,E,-62.721587110545364,C,120.31168936464556,E,A,-19.743103645109436,D,D,0
Heterosexual,Non-Veteran,Yes,92.93486145365114,E,B,B,216.74711535066896,C,B,84.73416615837331,B,158.04459959770207,B,61.97891929157624,B,B,156.99237522419958,A,C,1
Bisexual,Veteran,Physical,1.9936661985074327,C,D,E,-31.24923494375028,E,D,-28.891290284915982,D,121.83226813275436,D,109.27133331709726,A,A,-65.79369269399808,E,D,1
Other,No,None,144.77798220907218,A,D,A,146.48531326528624,D,A,23.69514256024634,D,-19.555340504570605,B,-36.36284420091687,B,D,80.09675686379911,A,B,0
Bisexual,Veteran,None,-157.40717332212884,E,D,B,74.16024708349285,D,E,-31.981845020734557,A,-108.07372520277036,E,44.04892581632466,A,C,-6.328214393292231,A,E,0
Homosexual,No,Yes,26.68336464014729,B,B,A,65.40522188225538,A,C,-145.30760022656216,A,-62.42879822298497,A,-103.60384816751915,D,D,54.14637157014462,C,D,1
Homosexual,No,Both,202.71980021815614,E,A,D,-184.85121482074535,D,A,-159.51655358521018,C,-290.927094218124,E,65.44540970583107,C,C,-36.315289115835334,B,D,0
Heterosexual,No,Yes,-29.23946120190772,C,B,A,-120.00699476707209,C,D,24.049198319832797,A,43.290691208568234,B,78.00980670697292,B,B,9.574520163982388,B,D,1
Other,Yes,Yes,72.22892567804297,E,D,B,18.25250095386339,A,D,63.744666912786904,A,-6.081776835267805,E,-55.69020847827948,A,A,-112.50264849087766,B,A,1
Other,Veteran,No,-133.59449602329605,C,C,D,64.99022518261847,D,B,-281.02026284990114,B,36.79173702667127,D,76.47051781678464,C,C,-185.58350367650937,A,B,1
Homosexual,Non-Veteran,Both,-156.61789001310805,D,A,D,-133.871075527096,C,A,-0.7347203630879994,B,-49.899063990128596,B,40.64821349033092,C,A,178.1198271073772,C,D,1
Bisexual,No,No,114.20108653907069,C,D,E,120.67007192666823,E,B,-45.12578979636672,A,58.140548084892295,B,8.606951703799927,E,E,-56.909527506899416,C,B,0
Heterosexual,Yes,Physical,-13.70397610225981,B,A,A,-51.68593165928491,A,A,79.46811220021189,A,91.09002267044367,A,45.026578355541766,B,E,-212.45219476477502,E,B,0
Bisexual,Veteran,No,69.52859155156553,A,E,E,-172.22590130317033,A,D,132.24917561723865,B,55.368511574507764,A,34.105664115469835,B,E,-13.59159160961351,E,E,0
Bisexual,Non-Veteran,Mental,161.20851786015783,A,A,D,97.97736917369535,C,A,-9.269452397838368,B,56.509438454495594,C,100.05057304269104,B,A,131.0464398815209,A,C,1
Homosexual,Yes,Physical,128.89102808069822,C,C,A,28.839810982382012,A,B,-122.86334606976597,B,-62.191985521025,B,61.90583673954858,E,E,1.1520028303381502,E,C,1
Heterosexual,Yes,Yes,-32.21901821055615,C,B,D,32.340891098314536,E,C,129.78136154383066,E,-41.168665343992366,B,-223.72460643048194,A,C,4.94051447152978,D,A,0
Heterosexual,No,None,-89.30630948942674,D,C,E,-9.350982377436848,E,D,-71.61650730189966,D,86.91499008504195,A,98.50143226155956,C,B,-37.779007286885005,E,E,1
Bisexual,Yes,Mental,-281.69451276178734,D,A,E,-116.9062146555433,C,C,-51.066991258330205,D,-135.62387376739022,E,-39.11954958575559,E,A,72.12502456004192,C,E,1
Bisexual,Non-Veteran,Both,-67.6332597202208,C,C,B,-33.62808881152874,A,E,-72.85883223445848,E,-67.53541232280406,B,35.243766913399654,A,C,243.50654534138928,B,C,0
Other,Veteran,Mental,48.625848509733416,E,C,E,-142.7010787813068,E,C,-64.60385019416167,C,-170.64091191758536,E,-26.12032880244783,D,B,4.193880201569393,E,B,1
Bisexual,Veteran,Mental,25.497002282615572,D,B,E,-159.3602024577462,B,C,-162.64131880436253,E,-51.14536868726769,E,-38.30447354413427,D,D,-67.94022326055192,E,A,0
Other,Veteran,Mental,49.55028058547419,E,D,A,-128.33915057148425,B,E,98.21743091494253,A,-12.018407711800915,D,160.38124042854477,C,A,-27.60175188979747,E,D,1
Heterosexual,No,Physical,35.22664152672519,B,A,D,-81.7507411701433,A,E,14.709728950834606,A,-169.086185402222,E,85.43807378066195,D,B,9.031473278520451,D,B,1
Homosexual,Veteran,No,-89.3586744754832,D,A,A,-188.10024383418008,E,C,101.02486307331418,D,-128.16382332847587,A,45.529965641793545,D,E,53.616847952897785,B,C,1
Bisexual,Non-Veteran,None,-66.63971672195457,E,D,C,-43.308202808316196,D,A,-119.83671585652942,E,36.06257880978344,A,48.048738387502,C,D,-99.98276462184256,C,B,0
Other,Non-Veteran,No,-168.36916603042823,C,B,E,-29.385442630168335,E,B,143.81900040012763,C,73.03991415735511,A,-11.964034573791722,A,E,9.974563728440556,D,E,0
Heterosexual,No,Both,84.1751136735694,E,B,D,-122.63744605071811,A,C,101.86738862402478,A,83.76103027318743,D,-53.83880311708086,A,D,-4.12928443531619,E,D,0
Bisexual,Veteran,Physical,157.215878127569,A,B,A,-223.49226173977698,A,A,12.450737888533524,A,-14.812129608265876,C,-114.91414703619091,D,D,-131.85291926118063,E,E,0
Heterosexual,No,Both,30.587002076284037,C,A,E,5.909082390168675,A,D,-103.95570417024922,E,-80.32814176069732,D,158.17923398044994,A,C,-15.8891839806231,B,E,0
Homosexual,Yes,Both,-109.65595839251006,A,B,C,-6.596114497671608,B,B,-94.35621499726447,C,263.1836231562568,B,-85.59388135182952,E,B,84.71270378276145,A,B,0
Heterosexual,Non-Veteran,Mental,-79.20534297890221,D,C,C,-29.24177647868485,D,B,114.00254920087562,E,-48.182802512492025,B,-64.71676502016479,D,A,-29.032863880932684,D,C,1
Homosexual,Non-Veteran,Physical,-79.38174725360214,E,E,A,80.10101973108301,B,C,111.52110013512528,E,-17.0320961396153,C,-65.00948033751415,A,C,55.55168796687653,D,E,1
Other,Yes,None,-67.36054188641025,D,C,A,-60.70106634369058,D,D,71.37213109009092,C,-98.62523073712535,B,-149.07927547342598,C,C,96.9951499639039,A,A,0
Bisexual,Veteran,Yes,-137.16540094844547,B,E,E,-174.6134871367495,E,D,-167.87795320298537,A,112.78131875736554,D,36.51543484703901,C,E,7.598415416693827,A,C,1
Heterosexual,Yes,Mental,-5.066196525655277,E,B,B,117.77582704989631,E,E,105.36971378429156,E,24.894601039119703,A,-10.069195387616961,E,C,-150.85378470866794,C,E,1
Other,Yes,Both,90.49145817928309,B,B,B,33.965530584336136,C,B,-16.104858959675852,A,-80.61968296290883,E,-40.455425290688005,E,A,-121.97630682398454,A,C,0
Other,Veteran,None,-71.18005527251391,C,C,B,92.64066150813665,D,C,78.16687984682467,B,45.71436071217577,A,116.84796350723346,C,B,58.30448049451289,E,D,1
Heterosexual,No,Both,207.54010965978514,C,D,B,62.417061706614874,B,E,1.1914379719967663,A,11.518730209244426,D,-158.39659419401607,A,A,-40.17770911079723,B,A,0
Bisexual,No,Physical,-39.02158311181173,A,C,D,49.48469022603719,B,D,22.26949567147996,C,211.0490288928341,B,146.73751027439152,D,D,38.21427321679353,D,E,1
Heterosexual,Non-Veteran,Both,-53.968736649815504,D,D,B,-15.609809301748854,C,B,162.87530813831304,B,232.9749663834345,A,-3.119250854844492,B,A,20.700839510267105,D,B,1
Homosexual,Yes,Mental,8.243788640296968,A,C,C,66.62871469673884,E,A,-49.5207856140925,D,-5.390905487263176,E,115.23922354363971,E,D,108.42063426158187,E,A,1
Bisexual,No,Both,98.38751330469557,E,E,E,-185.88575368711471,C,D,172.8303152034707,C,-65.72162508577071,C,35.179543968890684,B,A,27.020059950443425,E,D,1
Heterosexual,No,Both,95.2494370444976,B,B,A,-66.66738950082816,C,A,7.787201202608743,C,-67.61375809552294,B,-7.337885810217562,E,B,31.997412283196734,B,C,0
Heterosexual,Yes,None,129.79266278900207,D,E,D,103.46909790514923,E,A,85.45125879697434,B,-51.71996562294828,B,69.0949936806347,B,B,122.1094123500016,C,E,0
Bisexual,No,No,-18.252024251307276,D,E,D,-59.130581200832935,C,E,13.055839802006258,B,-21.171103416612453,B,-57.27213385667413,A,C,-121.08473414864991,D,E,0
Homosexual,Yes,Both,92.42464163259554,C,D,D,-42.63147580346593,C,D,-67.81825144289967,A,-52.21854320503555,A,-122.43409445907531,E,B,72.03118725492385,E,B,0
Other,Veteran,No,20.583415401349306,A,D,D,-73.70430864982264,B,A,138.0790398375093,C,116.88110065632299,E,52.292921449571736,C,B,123.04688233934735,C,D,0
Bisexual,Veteran,Mental,-57.415915023367845,B,E,D,-60.663933536131154,B,B,-86.20831235364086,E,11.65102163255972,C,137.39298729928163,A,B,112.35408000934119,C,E,0
Bisexual,No,Yes,-4.732941346901038,E,E,B,19.06178197647778,D,A,-130.45521839790922,E,66.47655220971343,B,10.545143923802735,C,D,70.36744053988755,C,A,0
Bisexual,No,None,-50.38577972705698,E,D,E,111.01627372200124,E,B,-42.98250050919328,E,-37.14631434910557,A,100.23213242999259,A,B,-7.478386908278645,D,E,1
Heterosexual,No,Yes,-21.897367815098487,D,B,D,-135.82583084330855,B,A,-44.757997660322225,E,-26.498330100855384,B,-12.758685100864515,D,B,-17.881282966798494,D,A,0
Bisexual,No,Mental,126.29440115532027,B,E,B,56.00795626276825,C,A,-5.81431775045333,B,-43.17424743606663,C,-5.308410551703151,D,B,-30.67057627267136,B,D,1
Other,Non-Veteran,No,-88.51651279378136,C,B,E,105.20207538913,E,C,-74.79920892599772,D,-25.26206442064243,C,122.98623610690156,E,E,-135.21041825573423,D,D,0
Bisexual,No,None,-149.83688980980122,B,E,B,-50.115375530321174,A,E,36.20320012168423,A,61.31159622947108,C,-154.2224328504988,D,D,-180.29913608436416,A,E,1
Heterosexual,Veteran,Physical,252.8341493460055,E,C,E,-92.96070350513327,D,E,63.83930657311024,A,61.56602978950102,E,-3.422433461210931,D,C,-17.524676123826367,C,D,0
Homosexual,Non-Veteran,Both,-45.20367873569179,B,E,D,33.75371412958256,D,C,-87.39372736878254,C,110.94162731720915,E,83.27388384596526,C,D,127.44974883515505,D,C,0
Bisexual,Veteran,Both,-31.84724807612206,A,B,E,-86.80987396338159,D,A,156.61312753471313,D,16.00619853819038,E,132.05239021708746,D,D,-156.52135410268625,A,E,0
Heterosexual,Veteran,Physical,63.80606318218728,E,A,A,49.28469609092218,B,D,-63.23192645057598,A,-194.007208183058,E,8.464969850601708,C,C,-29.260386882040095,D,E,0
Other,No,Physical,23.486976354816587,A,E,B,14.615034729664444,C,E,-14.73714021865345,A,74.89061004664379,D,85.98288816197127,C,E,-172.15126071053547,B,A,0
Bisexual,Non-Veteran,Both,22.017074343361994,B,C,A,-83.8747645641033,C,D,39.91189291757264,E,-124.3555669254827,D,89.83903456412911,A,E,116.74205663270713,A,E,0
Other,Veteran,None,-41.04582903502998,C,C,E,-48.230568283426685,B,D,119.60607258811251,A,89.79832277532373,E,-21.503306025520004,E,D,91.60310669350822,A,A,1
Other,No,Physical,134.58597797181858,A,D,B,70.27799077104025,D,A,-133.22078820233375,A,70.36473346305966,D,128.13788966140086,C,A,164.77488354213162,A,B,1
Heterosexual,Yes,Yes,8.6483321431758,B,A,B,103.22367401824404,A,A,-89.02229985500114,E,-133.92865290529258,C,-171.33978379426298,C,D,64.37049880038282,D,C,1
Homosexual,Veteran,Mental,-37.479071567996776,A,C,B,43.429297333591585,E,E,-133.78744578480288,C,98.21547930903346,E,14.126347118081153,C,A,-19.33101201101034,A,C,1
Homosexual,Non-Veteran,No,-120.45666733233197,B,C,A,153.84976333530963,D,B,71.34278017776381,D,-41.79354809599704,C,213.51011198403188,E,E,73.59740322930183,C,D,0
Other,Veteran,Mental,50.21095203720909,E,E,E,123.4235262933586,A,B,122.475389636139,C,246.58342079805044,C,-56.10686807713648,C,E,-35.64576732594876,A,C,0
Heterosexual,Veteran,No,-92.90088266489617,C,A,E,-253.53594777673095,A,E,37.389882816854744,E,66.53101268807504,B,1.2713971199008498,C,E,-15.124881725801625,B,A,0
Homosexual,No,Mental,-154.49498147403426,B,D,C,-54.43298966830522,E,E,33.87552429323471,A,15.18608584213097,B,167.3980084854999,A,B,30.02390898613443,D,B,0
Heterosexual,Yes,Physical,-16.90622039544118,E,B,A,-82.57524382702192,A,D,-75.01357898422219,E,30.183056032751367,D,139.96892309051597,A,A,20.359630065175335,C,C,0
Homosexual,No,Both,0.9123435656691712,D,D,D,-90.41179937876927,A,E,-80.08504877627777,B,222.1788827183829,B,101.00607429348318,C,E,-52.23581349799657,C,A,0
Heterosexual,No,Yes,258.42643997526255,E,A,D,-18.290352728556865,B,A,-25.652942015249092,A,136.09629556992599,B,162.56613945780293,C,E,145.31470805777002,D,E,0
Heterosexual,Yes,Mental,-163.52887955113917,A,C,E,-36.57874608718493,C,C,4.583028070924109,D,16.200951857425157,A,-42.109190980863495,A,D,42.67416416610972,C,A,0
Heterosexual,Yes,None,42.612156141450974,D,A,E,165.66687366624907,A,A,48.271369202732224,B,-107.34491424134913,A,6.95444113266178,E,C,-22.42554853887074,E,D,1
Homosexual,Veteran,Yes,-17.37704759311514,C,A,A,-43.02714132753839,A,E,11.701853666819249,D,38.40311692909893,B,186.3976824128074,D,D,121.35399321189352,D,B,0
Heterosexual,Non-Veteran,Both,213.16740939827463,A,D,C,141.51900617659777,B,B,-133.6852617265169,E,61.892104070284105,A,-95.81596135659161,C,B,-79.44644596180363,E,E,0
Homosexual,Yes,Physical,-89.23401458972509,C,D,D,-45.445864935759126,D,D,30.205646708783355,E,-89.78509147914326,A,85.2086834560197,B,D,-116.50858868506684,E,D,1
Other,Veteran,Both,-65.37272505973658,D,D,A,-52.838229984376724,D,B,84.12521581651966,A,-154.21028284921528,C,11.777588649232666,B,A,37.907711283345044,D,B,1
Homosexual,No,Both,-5.454323530919179,C,A,D,132.54630298151446,C,A,-17.827636370588152,E,-6.765152058574657,A,24.337557189877,D,B,63.73059729875909,D,B,0
Heterosexual,Yes,Physical,-115.61986442213157,B,B,C,196.70971029479074,C,B,22.420231813790352,D,128.46166720770952,C,8.26787106748889,C,B,112.60907331073598,C,B,1
Homosexual,No,Yes,-44.092953844742304,B,E,D,37.29009205771466,E,A,-19.88763466775616,B,113.60428745726064,B,-97.0538773219629,E,E,80.8337259161977,C,E,0
Bisexual,Non-Veteran,No,126.83491039498223,A,E,B,-157.3805242658446,D,A,105.79860602247666,B,167.091449642762,E,178.40845222463025,A,B,-70.95551935640799,A,B,1
Bisexual,No,Yes,71.97179932730636,E,A,D,184.49566892957506,C,C,-59.20725188296553,E,50.318088804385,B,-19.548739545143146,D,A,93.26059845110477,E,D,1
Bisexual,Non-Veteran,Both,187.1697324911239,A,D,A,-39.50614223579025,E,D,-79.86749623425389,C,11.451363192685255,C,207.48295841569728,B,D,140.16859182648662,E,A,1
Other,No,Yes,191.0247812180933,A,C,C,-147.6426140497614,D,C,-44.035856391292064,C,146.3246404102922,B,-251.32617879510758,A,B,18.60892585613175,D,A,1
Homosexual,No,Mental,-4.828029386348915,D,B,B,18.311750409680023,A,B,-98.01458252759396,A,47.41133237983669,C,2.737582313212793,C,A,17.70360915615296,D,B,0
Homosexual,Veteran,Physical,-108.4309979645048,A,E,B,-94.18393424761969,E,D,-41.6915269877801,B,225.74991914611897,B,120.25301923471415,B,D,39.87828906201633,B,E,1
Heterosexual,Yes,Mental,9.39692661687759,C,A,C,39.754202664095004,B,C,39.26018728894318,B,-87.57482139779776,E,132.5103344382242,E,A,62.19518415620806,C,B,0
Other,Non-Veteran,Yes,-143.48531080026063,D,C,B,-45.09933867294452,B,C,-4.59224806214595,C,7.829117539237405,B,-6.830106085949941,A,C,-20.384889001740046,C,C,0
Homosexual,Non-Veteran,Both,-47.273759478235725,E,A,C,90.72678164383969,E,D,-107.12367893151003,B,-18.216965616358987,D,-165.79925700454433,C,A,62.24818617834772,E,C,1
Bisexual,No,Yes,147.8624772010968,A,A,D,11.543936745625244,A,A,93.38762120644184,A,199.18907147242936,D,-42.813881769393554,D,B,-42.84290243041021,D,B,0
Other,Veteran,Yes,64.55422059836265,B,A,E,-151.31331089596657,D,D,-106.97551919922037,B,-158.57318628742644,C,50.19640493893903,B,E,11.019320758940008,B,C,0
Homosexual,Non-Veteran,None,101.21282574248967,A,C,A,-52.949835782917035,E,B,-136.88178218747396,D,124.94253878284707,E,-58.76901493376444,A,C,-9.208565230515955,E,A,0
