race,handicap,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Asian,Both,Married,D,1.685189591251026,C,19.098330607045966,C,C,53.364657522379765,E,C,A,-99.00870147377177,E,B,1
Asian,Both,Divorced,C,18.732535040445374,A,176.66310903168784,D,A,29.790577946390695,C,C,E,202.5483593119636,B,D,1
Hispanic,None,Single,B,-177.4083366378372,E,-36.09900344769074,B,A,81.28554085603508,A,B,D,174.2470440017148,C,A,1
Asian,Yes,Married,B,97.08895590623902,D,-62.04965347196837,D,A,35.6220265357372,A,E,D,-124.12268869906859,C,C,0
White,None,Married,E,-17.506613938761824,B,-250.84054860462336,D,E,106.21476044435806,E,E,A,-110.02475144319004,C,B,1
Black,No,Married,E,53.26545714050651,B,-151.40767982845787,C,C,94.50620608351262,B,C,E,-2.6078804689287325,C,E,0
White,Physical,Married,E,26.038800414891227,B,-71.37855522336766,A,B,-256.38499800289156,A,E,B,52.844110866557315,B,D,0
Hispanic,Physical,Widowed,C,67.12079438754107,C,-123.60781029349945,A,D,108.88867584128246,C,E,A,73.21410726463957,A,E,0
Black,No,Single,C,-212.93549163953486,D,17.919301778063765,A,A,159.8803309221287,E,A,C,58.26076436648927,B,A,0
Asian,No,Married,A,-13.602705902807461,B,88.99339100885763,C,C,253.89023416372262,C,A,B,-94.78128414642515,C,D,0
Asian,Mental,Married,E,-34.60334914903744,A,108.91356880526257,E,C,-130.42468449497267,C,C,C,-22.114957006829393,E,E,0
Asian,Mental,Divorced,D,-83.67451648455307,D,120.96379680639428,D,A,105.61349117094376,A,E,D,133.5543344232075,D,B,1
Asian,Both,Widowed,D,20.82885904271909,A,-137.46727765651994,D,D,159.89568519420217,C,D,A,-77.79688819566235,C,A,0
Black,Mental,Widowed,A,-119.85104466919721,E,31.121663025665598,A,B,47.23554147535868,A,A,E,44.24077988021588,E,A,0
Asian,No,Married,A,127.32731461881399,B,103.08390184706447,A,C,-152.141796126518,B,A,D,187.16258339842312,D,D,1
Asian,Mental,Married,C,-78.4120052045556,B,-106.05351370966144,E,E,63.819763590899335,C,E,A,150.1536742022626,E,A,0
African American,None,Divorced,E,85.59728519143503,E,-112.3521059526531,E,C,-33.66921448622806,B,D,E,-9.32955984302886,C,B,1
White,None,Divorced,E,39.724337264245044,E,-170.53676642735638,E,C,19.870223071872818,E,E,B,26.607653982417663,D,E,1
Other,Mental,Married,C,60.738786606977435,A,88.10856991907117,D,B,-138.87446657589308,D,B,A,-28.23775479385745,D,B,1
African American,Mental,Widowed,C,18.703257997686386,D,-9.740548117927442,B,E,50.87147710996298,E,D,E,210.05343408011993,A,E,1
White,No,Single,A,-106.66764753678841,D,94.44951032759913,B,B,-117.28643574785906,D,D,C,78.37542440737676,B,A,1
Other,None,Divorced,B,-38.52589956026134,C,-92.13939476231104,B,C,-66.64344448713125,E,B,A,40.05715340799787,A,C,1
Hispanic,Physical,Single,D,87.7346925542656,C,-119.86698609748194,C,C,96.25207953421136,A,C,C,300.3987834923034,E,D,0
White,Mental,Divorced,D,56.41397631120145,A,16.45169449892836,E,E,37.26635646538708,E,E,E,-90.28767808549415,A,B,0
Other,Yes,Single,C,-193.27826888038652,E,98.805808961511,E,A,-67.36840477178774,C,D,C,348.363133930229,E,E,1
Black,None,Married,A,-3.17821880450646,A,131.2863238011687,E,B,-49.32806156782078,A,E,E,197.0031567633461,B,A,1
Other,No,Married,D,-25.38013828233477,A,14.99602744144806,E,C,166.0442216625948,C,A,E,14.263994336583336,A,A,1
Asian,Both,Divorced,E,31.22053896679173,B,28.992918101045817,C,A,29.00996607278092,A,A,E,50.14952132683277,C,C,0
Black,No,Divorced,C,49.9934210087484,E,-32.763096883629764,C,A,48.36254105846875,A,E,D,-50.058817488181674,C,D,1
African American,No,Widowed,A,83.90599287022643,E,-96.0652828719663,A,E,-30.27824405082941,C,B,C,62.13301665991868,A,B,1
Asian,Physical,Divorced,E,102.76160826046205,A,-81.50254588405558,E,B,-32.612972035386626,D,D,A,50.16140548263882,B,D,1
Black,Both,Divorced,A,-105.11939446677054,A,72.46981175994142,A,D,-40.37146296590568,A,A,B,-83.10662240003961,B,D,0
African American,No,Divorced,D,-22.532913096801416,D,41.75954417192255,C,C,127.3289570872656,E,D,E,4.517307008353607,E,C,1
White,Physical,Single,D,-282.65130378168186,C,-3.0524137247109606,D,B,-271.31895364053526,B,E,D,-48.8597462092844,C,B,1
Black,Physical,Married,C,66.4463541147952,E,-51.59120474185108,A,A,-109.56808542512897,C,D,D,-40.68750359061308,D,E,0
African American,Physical,Married,C,-89.32254701715402,C,63.480489517551995,B,C,61.904082611817934,E,C,A,-103.27993681366713,C,A,1
White,Yes,Divorced,D,22.35035052909091,B,49.75841354162116,D,C,226.18649994533843,D,A,D,10.197526237082128,B,B,0
White,Mental,Widowed,D,99.59733127224982,B,0.5616138081540873,A,A,-65.88886289584086,E,B,B,88.88544001647018,E,A,1
White,None,Widowed,A,125.55550922549624,D,-2.4192872147120745,E,B,11.040727835267482,B,E,C,-198.7208902884599,B,E,0
African American,No,Widowed,D,-180.2385710337888,E,-160.7706184030272,D,A,-27.447915118514306,E,E,A,-193.7211671102275,D,A,0
White,No,Married,B,65.8805312768081,C,203.51709796298084,B,B,52.63905588395792,C,C,C,100.46727390912673,B,C,1
Black,Both,Widowed,C,80.51518446111618,B,77.54733623106739,A,E,3.187195248764554,B,C,D,5.531614148316469,B,D,1
African American,Physical,Widowed,D,24.744434022825764,B,-31.279166721940722,E,E,51.75817906568096,C,E,B,-116.62628402621486,B,B,1
African American,Both,Married,A,-89.23156169787909,E,-31.274266155908826,C,A,239.9476914060947,A,A,C,-138.74869979294488,E,D,0
Black,Physical,Divorced,E,-1.7458158620186242,B,-159.36915468536532,A,D,-56.63358338036759,A,E,C,7.643645616272697,D,C,0
Black,Physical,Single,E,305.0843033486949,D,78.07805712311296,B,B,-79.31823945485613,B,D,B,-62.10456582650916,E,D,0
Other,Both,Married,E,-32.03138673760372,C,-8.455164077272443,A,D,28.13449772782023,D,B,E,6.957707000774903,C,D,0
Other,Both,Married,D,5.014196080337994,B,-146.1567249874558,A,C,-14.747280163808657,C,C,A,82.2131732666215,A,E,0
Hispanic,Both,Married,C,-5.299410664347078,E,-28.40531415488856,A,D,85.82690322634726,D,C,C,30.048899382057375,E,C,0
African American,Physical,Married,E,32.73308362227043,E,-134.7602293786187,A,A,-30.489260197348774,B,E,C,4.7122420333262705,D,B,0
Hispanic,Physical,Divorced,A,-3.4432472805593086,C,61.50891630934149,B,D,-117.91909988875335,B,C,A,-67.21091672696213,D,E,1
White,Mental,Single,C,-38.151851361802194,A,6.595011702034157,C,D,112.79283692021416,D,A,C,-92.2633863286679,D,C,0
Black,No,Divorced,D,-196.69527637156185,D,38.46554346529694,E,B,-109.546403273408,A,E,C,41.99058584468587,D,D,1
African American,Mental,Widowed,D,-154.36415565701188,A,103.83043800644107,E,D,89.96852388450223,D,B,B,23.36173679588893,B,E,0
Black,No,Divorced,E,-114.3687531547313,D,-64.86700429062606,D,C,17.259265955077943,A,D,D,159.9256000421067,A,A,1
Hispanic,Physical,Single,A,-33.141961236086914,E,-51.89889961293912,B,D,34.34811802773468,E,A,B,-171.14033010684952,E,C,1
White,No,Married,E,-104.21317236679681,E,85.51862529828168,A,A,31.571759184091373,D,B,D,-68.44242727505703,D,D,0
Hispanic,None,Widowed,D,-74.73247639585199,A,10.055191586154123,D,B,-100.42166228811489,D,E,E,75.60480513481667,C,A,0
Other,Both,Single,A,107.11915138177193,E,-23.536959168096526,B,E,-158.41787417744993,A,C,A,170.52562255285932,E,A,0
African American,Physical,Married,B,-9.149941692238164,B,-51.13473890543941,C,A,97.85529129867231,C,B,B,72.59462457431904,E,D,0
Hispanic,None,Single,B,145.09799439233234,A,33.80476457650789,A,B,-122.65849146834486,E,B,B,109.99605592117523,D,E,0
African American,Mental,Widowed,E,88.27022527468455,C,-7.754544601653795,E,C,-50.73107818364369,C,A,D,-10.603143611539675,D,C,0
White,Yes,Single,A,164.24348389377218,C,-191.17433222003598,D,E,129.31747577601774,A,B,E,-123.08280335777155,B,D,0
Black,Yes,Widowed,E,-149.60378410391473,D,-40.58100725639902,A,C,-36.190866021418856,D,C,A,-66.45688427539433,E,C,0
African American,Yes,Single,D,135.0983080820191,D,108.54795834408368,D,C,-84.99447285396877,E,B,B,-41.12985462056059,D,C,0
Hispanic,Physical,Divorced,C,-238.89004756429145,D,77.10596693524721,D,B,-116.34999958214043,B,C,A,107.76671277628202,E,A,1
African American,Both,Divorced,D,-152.75228557032588,E,64.37581158927111,D,C,-60.14576168271749,D,C,A,136.29621525306402,D,D,1
White,Physical,Married,B,-49.09162880507831,B,-70.36670772277502,B,E,-4.482526586908584,A,C,A,160.67254087504043,A,A,0
Black,Physical,Divorced,A,49.097034276183024,B,-56.75008969247457,D,E,60.83414903665154,B,C,E,291.43446310249493,A,D,1
African American,Yes,Divorced,B,-20.20626935282002,B,-56.71426440733237,B,D,-239.60187556194242,B,E,A,11.304196476599273,C,E,0
Hispanic,None,Married,C,-20.037070999367128,E,-1.1984475863512205,D,A,-7.457388970306489,A,A,B,108.23934745410125,A,B,1
Hispanic,Yes,Divorced,A,-234.07876335696835,A,-152.04764427804258,D,B,-32.73871179226697,B,B,C,-201.10154442898954,D,B,0
Asian,Yes,Widowed,D,-40.85045004115451,D,105.88777231837201,B,B,94.53541660997965,A,A,D,110.79785484889135,B,C,0
Asian,Yes,Married,D,7.239765126831645,D,-14.84377730007114,E,C,16.369675640403113,E,B,B,-20.724187283063493,E,D,1
African American,No,Single,A,-161.59615346537038,A,120.72918068456244,A,E,28.78110540928769,C,A,E,-20.735920709272445,D,B,1
Other,Both,Widowed,E,87.34705367811821,A,-184.58595292997802,D,D,57.177411194904934,E,D,C,-82.22158066648413,B,D,1
African American,Yes,Single,B,51.28301970817495,A,-166.64010015020114,C,C,70.03378656481677,E,C,E,-100.05759213874983,B,A,1
White,Yes,Single,C,-133.69282875271716,C,164.08105528558352,A,C,64.23349635725089,B,E,A,-205.35000508101987,A,C,1
Asian,No,Divorced,C,15.601641106850833,D,127.99107176278154,A,D,-68.35153429524698,A,C,E,-27.902178638386594,D,A,1
African American,Physical,Single,A,153.1542376438668,B,28.890918431111533,E,E,253.40981629027328,D,A,E,127.15062910929996,B,E,1
Black,None,Divorced,E,-84.16495740415252,A,-288.38930788296113,A,E,25.447303734548164,C,C,A,41.15733650315506,D,D,0
White,Mental,Divorced,E,128.40524599404776,D,98.26187423700843,C,E,19.713425365312702,E,B,D,48.46975075645141,E,A,1
Asian,Physical,Divorced,A,-55.78530396715864,C,33.52829181170352,B,B,125.1391487126648,B,E,E,-50.156887050326084,B,E,0
Other,Mental,Widowed,E,14.256860768886432,A,-44.909193835049834,E,C,-123.68385110290117,D,E,B,90.13477227793419,D,D,0
Asian,Physical,Divorced,C,-60.778447222735,D,-98.68063339619533,B,B,59.55270581171129,B,C,D,-112.82630795072275,D,E,1
African American,Physical,Married,E,-15.16932355859927,A,-77.36319554963465,E,D,243.19221161115655,D,D,C,48.70658831186322,E,E,0
Black,Physical,Widowed,C,134.05537220951317,E,234.1344987895656,A,B,-15.122414504480819,D,A,A,-53.48347533293853,C,B,1
Other,Yes,Single,E,-55.5189909862008,C,1.231122007059652,E,A,4.65053312602892,D,C,D,98.07240746496358,A,B,1
Black,Both,Widowed,B,68.57691682371474,A,59.798804103077885,C,E,-79.67833629342071,E,C,E,-62.322319814905704,E,A,0
African American,Both,Single,A,-78.18799589754013,D,107.47596762920723,A,C,24.630326365441746,D,A,D,-194.43967349419546,B,D,0
Black,No,Divorced,D,-1.1331831163826986,E,-116.63668043072026,E,D,113.8654564103781,B,B,E,10.443939063285669,B,B,1
Asian,Mental,Divorced,D,11.016948246525901,D,-159.9749735026242,E,B,17.884785055579513,C,D,E,37.47012224091537,C,D,0
Asian,Both,Married,C,73.43214691346546,A,-169.49667864225464,D,A,3.409572866458758,E,D,C,-106.80138255233574,A,A,1
Black,None,Single,B,-69.65855545375732,C,-101.28791201326739,D,A,34.138118288656166,C,A,A,-28.721970766996673,A,A,1
White,Physical,Single,A,57.33910914607666,C,240.20730642057995,D,E,-242.4851155606961,C,C,A,-58.50441808324776,C,A,0
Other,Physical,Single,A,-67.88757051782454,B,66.67887589849009,D,C,-7.111604202305559,A,E,B,103.8328289664216,A,D,1
Hispanic,No,Married,C,-76.85762899006151,E,15.693197026731362,A,A,-125.13731504355785,B,A,C,140.23369290795378,E,B,1
Asian,No,Divorced,C,4.606210298380466,C,114.00855168258704,B,A,44.565834728563445,A,C,B,6.0666790101641475,C,B,0
African American,Both,Single,E,-73.15044878993369,A,133.65978934438616,B,C,29.563556504417974,C,A,B,-15.274742816268805,B,D,0
White,Mental,Single,A,11.865039465518624,C,-42.40354860795809,D,E,29.864709911806287,B,E,B,99.27220710575155,E,A,0
African American,Mental,Married,A,21.141751514196176,A,-22.909325224963087,E,A,-172.65959339229718,B,C,B,66.61511590110214,A,D,1
African American,Both,Widowed,A,-55.52806879696839,D,4.12530326981742,A,A,-9.4893833318593,C,D,A,-90.64592164455128,A,D,0
Hispanic,None,Single,A,-35.942618798797135,A,92.53629707924004,A,C,12.743291644388583,A,E,D,-113.22766546462198,C,D,0
Hispanic,Mental,Widowed,D,-63.72019489616426,A,9.898589622201625,B,D,-0.23301465929785944,C,D,D,83.76297632564848,A,C,1
White,None,Married,A,96.19154096915472,D,72.73893949549341,C,E,-67.9334254479615,E,C,D,-20.192351159764314,B,B,0
Asian,No,Married,C,140.5565344266738,E,34.636872888322095,E,A,-31.43883405740011,E,D,C,41.00258823661432,C,E,0
Black,Both,Married,E,19.262197550636053,D,-106.58519504082795,C,E,-226.83014525514693,B,D,A,-162.50508507603695,A,C,0
Hispanic,Physical,Married,A,-23.552529627126738,E,27.260212855516464,C,A,-44.150204414832004,E,A,D,1.191566888812946,D,E,1
Hispanic,Mental,Married,A,-16.429154464048587,B,-177.10891999148683,D,D,64.99473254236689,B,A,E,195.8535835148759,B,B,0
Asian,Physical,Divorced,D,-60.205083507283376,C,-74.91326227099421,A,D,-66.37859899201534,C,B,C,49.06940129326365,C,D,0
Hispanic,Physical,Married,E,46.951608001643685,A,-98.86701741633564,B,D,212.8639195360256,D,B,A,118.07317608558559,B,C,0
Asian,Yes,Single,A,-33.408383002608346,E,78.34437745059348,E,E,178.22177334848837,D,D,B,91.35205435081836,E,D,0
African American,Both,Single,A,63.68881281873018,D,-35.86387576490328,E,C,-91.91136749580647,B,A,E,-121.77561861572839,D,C,0
White,Yes,Single,A,-103.54849869412912,D,21.769409493402065,D,E,-105.31549311211926,D,D,D,165.19502819499974,A,A,1
Asian,None,Single,A,83.08225608337062,C,-49.220097751174634,C,A,0.3008188582944047,D,D,A,157.2917268707967,C,A,0
Hispanic,No,Single,A,-22.705651262483165,D,-118.70345247921783,B,D,-82.08204897313877,D,C,B,-105.95577551818876,D,A,1
Other,Yes,Widowed,A,73.71785539807085,C,152.64018042981252,E,B,-121.23051119115516,A,C,A,-37.724970061228184,A,C,1
White,No,Divorced,E,41.579766406498166,C,-105.87393562040562,E,C,52.514084587102275,D,E,B,48.70709607291331,E,B,0
Other,Physical,Married,E,28.96285015453205,E,72.8501378399184,D,A,76.11022322275818,A,D,A,23.3645605195924,A,B,0
White,Mental,Married,E,147.97635372986537,E,141.86899963227364,A,C,96.13786100373659,D,C,C,90.8007945053588,A,D,0
Hispanic,No,Widowed,E,10.812261993262371,E,89.38443970291162,B,B,144.98377710443307,E,C,B,-5.910613341354473,B,D,0
Hispanic,Yes,Widowed,E,0.9301079621443907,C,49.84326383042167,C,B,-166.01650433335672,E,E,C,-31.837169096459856,C,A,0
Hispanic,Mental,Divorced,E,37.45414841761978,B,120.47722001022085,A,E,-67.96660007570163,B,B,D,39.623640816237845,D,D,1
Other,Yes,Divorced,C,-27.08465267256449,E,101.08013790348916,C,C,166.7448673221529,C,D,D,-41.501912759637435,C,C,0
Hispanic,Both,Single,E,-15.670529291102472,C,65.88828835657581,C,E,185.1495128454818,D,B,C,-87.2588721272798,E,A,1
African American,None,Single,A,151.13193846111474,A,-1.109719395637281,D,D,-48.52870201256076,B,B,D,334.90656953178086,B,C,1
Asian,No,Married,E,17.83285759414688,E,-16.796255839206037,E,D,18.67015656557698,D,E,C,-46.25795057014658,C,A,0
Black,Mental,Widowed,A,42.21656617527872,D,66.37478254171259,C,D,-109.3827977663764,C,B,D,237.3286429569682,A,B,1
African American,No,Married,E,43.29957983506822,E,-47.90948877331783,B,C,-166.14029141048715,E,D,E,21.634547476233145,D,A,0
Hispanic,Physical,Widowed,B,13.36470188177331,E,-121.93218246252286,E,B,91.59606114477862,B,E,E,-7.740425027729255,D,B,1
Black,Yes,Married,D,21.820364451129475,C,29.966558614088772,B,D,-25.796146795954833,C,B,E,26.939519275158187,C,B,1
African American,No,Widowed,C,-86.77182293320658,B,-8.662842732946096,C,B,-50.56827761395177,D,A,C,-84.86140144378584,D,D,1
White,Both,Married,D,44.46229882906772,D,63.59515598733672,A,E,-137.59010276843279,E,B,E,220.60889973687247,C,E,1
Asian,None,Widowed,D,25.591524515564178,E,-8.864162449097622,D,D,74.81720982106741,D,D,B,-26.69126928525104,E,C,0
African American,Mental,Married,A,24.328960932423037,E,-36.09755571291436,E,E,34.89161850278366,B,A,D,26.63731241979672,D,A,0
Other,Yes,Divorced,B,-35.70113579091076,D,188.0099027578197,B,C,-137.87318371843895,B,D,C,-108.38040853953805,E,B,1
Black,Both,Divorced,C,-3.4823599069296227,E,-90.02845796336827,D,E,-194.14475149639628,B,A,B,29.000022255580166,B,B,1
White,Mental,Single,D,-86.60563378294967,C,-1.4017341552075315,A,C,-97.90537696833363,E,B,A,11.898044542080374,E,C,1
Black,Both,Divorced,B,-180.38215137997207,C,180.36713616615697,D,E,-9.168449010513344,C,D,D,92.61712503655252,C,A,0
African American,Both,Married,C,67.97027170905476,E,-42.458530138271556,E,E,122.00618676457053,D,B,C,2.90534534798351,D,D,0
Asian,No,Single,E,-1.7951066373283264,C,80.79062863397697,C,D,-34.09892594417631,B,D,C,-52.510405354174594,C,B,0
Hispanic,Mental,Widowed,E,-48.867009617121084,C,5.970290222705108,D,B,127.91169281274033,D,B,A,-83.82401168977415,A,C,1
Asian,Yes,Widowed,A,73.54647440322559,C,-67.7266993947803,C,B,117.66101144771916,E,C,E,-168.47089681628628,C,A,0
Asian,None,Single,A,-102.16807855907611,E,61.418321252521594,A,B,-38.455931453312935,B,E,C,-190.49658840723953,C,E,1
African American,Physical,Married,E,139.82645886960262,D,-141.77910819522756,D,A,-44.40879109399575,C,D,C,145.30753600333074,C,B,0
Black,Yes,Single,A,21.66075120588644,C,-68.46272429130494,D,D,-38.344108326825854,C,A,D,25.38686552972324,D,D,0
African American,Yes,Divorced,D,-37.26450302346864,B,-20.209715883788213,D,D,-120.70738970291961,D,C,B,44.33652326340917,E,C,0
Other,Mental,Divorced,A,-36.00679698506477,D,-127.05290384689496,E,D,-87.46914313698666,E,B,C,123.33183327247129,B,E,1
African American,No,Widowed,B,-43.36826742959679,A,48.7272185910253,E,B,-24.778488806404603,D,C,B,-184.36331833729668,D,B,0
Black,Physical,Married,B,-52.117638943765456,C,15.436417505089892,A,E,-21.15348715718971,E,B,E,-53.26626401023156,D,C,0
African American,Physical,Single,B,0.4841497346000717,B,132.7663888282354,B,B,-93.28028096907765,B,D,E,-80.84233051536656,B,C,1
African American,Physical,Married,D,-101.00889724768547,D,198.44742707941677,E,B,-126.5681617869344,D,E,B,-65.84825122399138,D,A,0
White,Both,Divorced,A,54.49226657486569,E,99.59691211722415,C,A,-103.41573900814089,E,A,E,-128.59050878604546,C,C,0
African American,Physical,Divorced,B,-69.74546597183688,D,119.01926201482533,A,E,12.300124900097039,A,C,C,-146.72665857446532,E,E,1
Other,Physical,Divorced,E,-49.63830434547281,D,100.66724259443956,E,A,-67.15533031376555,A,B,E,-117.46047231503482,E,A,1
White,Both,Single,D,-104.52017111097392,E,-38.97101183968368,D,E,-107.97690919572058,D,D,D,88.946668335451,D,E,0
Other,No,Divorced,D,112.96130071268718,E,-131.9927296451078,C,C,-251.02685514220178,C,E,B,58.3956026866719,E,E,0
Other,No,Widowed,C,44.829068314339345,D,-41.66388110258,E,D,99.60405064588778,E,D,C,42.58121510725152,B,B,0
Asian,None,Single,C,-43.000028438713876,D,49.27303503663331,B,B,-6.299161695124949,E,E,C,-146.20674894491046,A,D,0
Hispanic,None,Married,C,55.72841635457756,D,88.55226824454083,E,A,61.187161025461535,B,E,A,-66.05416594170435,A,A,1
African American,Yes,Single,D,33.01811825697114,D,52.790283724596264,D,A,-32.00085480792412,E,E,B,45.181379590843704,E,C,1
White,No,Divorced,B,-26.33577023829399,E,37.60930625938501,B,C,-73.95096166333991,D,D,A,80.90336939770827,A,D,0
Black,No,Divorced,A,88.35649152852083,B,-128.3140489201707,E,B,87.99921798624099,B,D,D,-104.1345264083793,E,B,0
Other,Physical,Single,B,79.68756173094192,E,105.44489697039454,B,D,-76.26202738343272,D,A,B,-95.09412492851641,E,A,1
Hispanic,Physical,Single,E,25.680190424613937,D,48.801787734596246,C,C,117.24215967697297,A,E,E,16.148070776845096,E,D,0
Hispanic,Mental,Married,B,37.219283051261854,A,-47.14644099094713,E,C,-28.69261901119367,C,D,C,123.75393593097041,A,C,0
Hispanic,No,Widowed,C,-10.515025498327685,C,-59.51026879712502,D,D,-97.24512972719455,B,D,E,-49.111338821309886,D,E,0
Asian,Mental,Widowed,A,21.02306817208541,C,-25.805731974343033,B,A,97.31377365658327,B,E,B,140.30193380613935,A,E,1
