married,country,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,target
Divorced,US,18-25,D,C,70.9558915790108,E,D,0
Married,Mexico,51-65,A,A,52.5884267806283,E,C,0
Single,Mexico,26-35,A,E,-82.3697789622337,D,C,1
Widowed,Brazil,26-35,C,D,-21.80240710956149,D,D,0
Widowed,Mexico,26-35,A,E,-31.10647463388092,B,A,1
Married,China,51-65,A,E,-240.44113064337483,C,B,1
Widowed,India,26-35,C,C,-13.814321539197733,A,D,0
Married,UK,18-25,A,C,-25.809818960977154,E,C,0
Single,Mexico,26-35,E,D,87.70057586178764,A,E,1
Married,Mexico,51-65,E,D,101.38407949529018,E,E,1
Widowed,China,65+,D,D,87.5036352398063,C,A,1
Married,China,18-25,D,B,74.73458264844993,B,A,0
Married,US,65+,D,C,-44.55029427824426,C,C,0
Widowed,Germany,26-35,D,E,3.064723627248665,A,B,1
Married,US,36-50,C,C,155.64527259674702,D,D,1
Single,UK,65+,E,D,-33.879670889776186,D,A,1
Single,Brazil,65+,B,E,79.02051636618307,B,E,1
Single,China,51-65,B,D,40.11087434060387,B,E,1
Divorced,Brazil,65+,D,B,25.65561553923595,C,B,1
Married,Other,18-25,D,A,122.08863069781603,D,C,0
Divorced,Mexico,18-25,C,C,-52.77093552215115,A,C,1
Married,India,36-50,B,A,-49.93362585203037,E,E,1
Married,Mexico,36-50,E,C,-229.82450898476435,C,B,1
Divorced,Other,26-35,B,E,103.78365614991327,A,E,0
Married,UK,36-50,E,D,102.06579656688264,B,A,1
Single,Germany,36-50,B,C,-91.13442146248585,E,D,0
Single,Mexico,51-65,A,E,-45.86731940311212,C,A,1
Widowed,Other,26-35,E,E,55.97324543052045,C,D,0
Single,Mexico,18-25,E,A,-91.92318272260681,D,C,1
Single,China,18-25,A,B,-205.1452460953416,C,A,1
Single,Other,51-65,E,E,-79.76392069142928,D,A,0
Single,China,36-50,A,D,10.394175207692445,D,B,0
Widowed,China,18-25,D,E,44.34191015204497,A,D,1
Married,Germany,51-65,C,C,-47.3573863256599,D,A,0
Widowed,UK,18-25,E,E,-18.430476638713095,C,D,0
Widowed,Other,65+,E,A,-107.81951121511517,E,A,1
Divorced,India,51-65,B,D,18.32849093280616,E,B,1
Widowed,India,26-35,D,A,-94.01013124870285,D,C,1
Widowed,India,51-65,B,A,7.465479607521674,C,A,1
Widowed,India,36-50,E,D,-239.78090561258537,B,B,1
Divorced,Germany,36-50,E,A,-45.288139148167055,C,D,0
Widowed,Brazil,36-50,D,B,16.355953250110154,C,E,0
Widowed,China,65+,D,A,-93.36142870035961,B,B,1
Divorced,UK,51-65,D,E,115.28081022088894,E,D,0
Single,Brazil,65+,C,D,-32.35882926905408,D,A,0
Married,UK,51-65,E,C,-103.23855493217336,B,B,0
Divorced,Mexico,65+,A,D,-48.15029131795707,E,A,0
Married,India,36-50,A,C,-35.22682659995628,A,C,1
Married,US,18-25,C,B,-10.080651969877067,A,B,1
Divorced,Germany,36-50,E,D,63.91614851853703,A,A,0
Divorced,UK,26-35,C,D,-7.929461160047664,E,D,1
Single,Germany,26-35,A,A,-54.18526871053483,B,C,1
Married,Mexico,18-25,C,D,64.63877786758202,A,A,0
Single,UK,65+,A,E,57.71239514748704,E,D,1
Widowed,Other,26-35,A,D,148.69804891078363,A,E,1
Single,US,65+,B,D,-69.89822794979894,A,D,0
Single,India,51-65,C,D,109.19608810983587,E,A,0
Single,UK,51-65,C,D,127.91654155236304,C,E,1
Single,China,26-35,D,C,103.71739051452771,A,D,1
Divorced,Mexico,18-25,D,E,160.79043945350034,A,E,0
Married,China,51-65,C,E,210.60785151934542,E,E,1
Married,Mexico,18-25,E,B,88.44364905994301,C,B,1
Divorced,Other,36-50,A,D,-76.04440516355056,B,D,1
Widowed,China,18-25,B,D,118.63124061683857,A,B,0
Widowed,Mexico,36-50,B,D,86.18858510880068,E,A,0
Single,UK,26-35,D,D,-100.4068053778221,C,E,0
Divorced,India,51-65,E,D,-7.170227344383346,D,E,0
Single,UK,65+,E,D,56.43392810980655,A,D,0
Divorced,UK,36-50,E,E,-36.33899361519145,A,E,1
Single,Brazil,18-25,B,E,-0.5303711810572432,E,B,0
Single,Mexico,36-50,A,A,93.96174566930871,E,C,1
Married,Other,36-50,C,B,29.33310247206404,E,E,0
Widowed,Germany,65+,D,E,-88.00210699269611,E,B,1
Divorced,Mexico,36-50,D,C,-71.7111683761893,E,B,0
Married,UK,18-25,D,D,-80.00177991397717,D,B,1
Divorced,UK,65+,A,D,-6.612207968009599,A,C,1
Single,US,65+,E,D,-185.6897650492913,E,D,1
Married,Other,18-25,D,B,-66.06000036344501,E,C,0
Widowed,Germany,65+,D,A,31.32983857883831,B,B,0
Married,Mexico,18-25,A,B,240.6975753019835,D,B,1
Divorced,US,51-65,D,D,-108.64545143069404,D,E,1
Single,Other,26-35,A,B,10.504698186749376,E,C,1
Divorced,UK,36-50,B,D,-49.93205783082778,C,D,0
Widowed,Mexico,51-65,A,E,82.16941849958683,A,B,0
Divorced,Other,65+,C,D,77.60497771976442,B,D,1
Divorced,China,51-65,D,E,-5.511673074275753,E,D,1
Married,Brazil,36-50,A,A,-45.17194673597746,B,D,0
Single,India,65+,A,D,-63.74584051914039,B,B,1
Divorced,Mexico,51-65,E,B,64.13167790451284,A,D,0
Married,Mexico,51-65,B,C,123.48973470842152,B,D,1
Single,UK,36-50,E,C,-36.08947510349664,E,E,0
Single,Germany,65+,B,A,64.17084205364412,C,D,1
Married,US,26-35,E,B,-73.75157033722472,B,B,0
Divorced,US,36-50,B,B,-118.00121343564874,E,B,1
Widowed,Mexico,65+,E,B,15.31383687260544,D,B,0
Divorced,Brazil,51-65,D,C,16.02756002127989,E,B,0
Divorced,US,51-65,B,E,-138.462649586338,A,A,0
Single,China,51-65,C,B,-95.38446384610934,E,D,1
Divorced,Other,36-50,B,B,-181.33549824623637,D,B,0
Single,UK,36-50,A,E,37.726460438041606,E,A,0
Married,UK,51-65,D,E,-151.95191880990254,E,C,0
Married,Brazil,51-65,D,B,-23.24556758937385,C,C,1
Single,Germany,26-35,A,A,6.770911121734713,B,D,0
Divorced,China,26-35,A,A,-135.1138886567232,A,E,0
Married,UK,18-25,C,E,212.68597455306187,E,B,1
Single,Other,18-25,B,A,-110.17407968441813,D,D,0
Married,China,51-65,A,A,-93.09780877463764,C,A,1
Divorced,Brazil,65+,B,C,-200.062458856722,C,D,1
Single,China,26-35,D,A,130.90591459697472,C,B,0
Widowed,Germany,36-50,D,D,-71.5852972228989,E,B,0
Divorced,Brazil,26-35,B,D,145.4693666249258,E,D,1
Widowed,Brazil,51-65,A,A,197.78652520899522,C,C,1
Married,UK,65+,B,B,118.39960206658253,B,C,1
Single,US,51-65,A,E,128.615803135192,E,B,1
Widowed,Mexico,26-35,A,B,113.83884422151003,A,D,1
Married,US,51-65,E,E,73.730755530594,A,C,1
Widowed,US,26-35,B,A,-64.36748369646008,C,B,0
Widowed,Brazil,36-50,B,A,168.9045373861049,B,E,1
Widowed,Germany,18-25,A,D,80.5092717352777,A,D,1
Divorced,Mexico,36-50,B,D,-89.74216159460615,A,A,1
Divorced,Mexico,18-25,D,C,121.70575859396837,B,D,0
Widowed,Germany,36-50,C,B,80.86564190459818,B,C,1
Divorced,UK,51-65,C,E,121.52288694587239,E,C,1
Single,Brazil,51-65,E,B,-21.846014471066436,B,A,1
Married,Mexico,36-50,C,E,83.62415189438698,B,A,1
Widowed,US,36-50,A,A,-144.83229987612827,E,C,0
Divorced,Mexico,26-35,D,A,-101.5944300666211,E,B,1
Divorced,US,65+,C,E,60.70626520194813,E,B,1
Single,Mexico,36-50,A,E,128.86413341850422,A,C,0
Divorced,Other,18-25,D,D,-41.019671622558704,E,C,0
Widowed,Brazil,36-50,A,E,80.81562270718003,C,A,1
Widowed,India,18-25,C,C,72.08202818675741,A,A,0
Single,China,18-25,E,E,-3.6882237926523427,C,D,1
Married,UK,51-65,A,B,-73.57231172770533,B,E,0
Married,China,36-50,A,E,107.35631563445132,B,E,1
Divorced,UK,26-35,C,E,-49.80583033648392,B,D,1
Divorced,China,36-50,B,C,-46.028321524545554,B,D,0
Single,Mexico,36-50,A,D,-96.59736738452476,E,D,0
Single,Germany,26-35,E,C,67.29222356813858,E,B,0
Single,China,36-50,D,C,83.2401225315818,C,A,1
Single,Mexico,18-25,D,A,-21.234888260268306,A,A,1
Divorced,UK,18-25,B,B,-97.37048697145237,B,D,0
Single,Brazil,36-50,C,C,48.2280627647982,C,A,1
Divorced,China,18-25,D,A,-6.513310854141106,B,C,1
Divorced,Mexico,65+,B,A,205.52256765255467,E,B,1
Divorced,Germany,18-25,C,D,-33.02753534737108,B,C,0
Widowed,Other,36-50,A,C,52.01343416285912,A,E,0
Married,Germany,36-50,A,B,82.28009278847868,B,B,0
Divorced,Other,26-35,C,C,184.8591451492561,D,B,0
Single,Brazil,26-35,B,C,-107.75843911725578,E,C,0
Widowed,China,51-65,E,B,-88.95979024055252,C,C,0
Single,Brazil,65+,E,D,135.74809294515663,A,A,0
Divorced,Other,18-25,E,D,-160.83033077434197,C,D,1
Single,UK,26-35,E,B,-9.285951251161642,D,C,0
Divorced,China,36-50,B,A,-25.32093098728096,D,B,0
Widowed,Brazil,51-65,A,B,12.515604071248784,C,D,1
Single,US,65+,C,A,-31.554378672656597,D,E,0
Single,Other,36-50,B,C,134.71621586929703,D,D,0
Widowed,Other,51-65,C,D,-122.31605488346709,B,E,1
Married,Germany,18-25,E,B,64.6163385124553,A,E,1
Single,UK,36-50,E,E,-12.01754847642965,D,D,1
Divorced,UK,18-25,D,E,-84.09474012500756,E,D,1
Divorced,US,18-25,B,C,-77.94450072352721,C,B,0
Married,Other,51-65,C,D,43.11077803017795,A,D,1
Divorced,Brazil,18-25,C,E,-37.87612375567668,A,E,1
Widowed,Mexico,26-35,E,B,111.95323499770431,C,A,0
Divorced,US,26-35,D,A,94.27041245271874,C,C,1
Widowed,Germany,65+,E,C,6.3189530423878875,E,B,1
Married,UK,26-35,C,D,180.13206900137536,B,A,0
Widowed,China,26-35,C,A,25.996665901834326,B,B,1
Married,India,65+,D,C,-154.1557314983366,C,E,1
Single,Mexico,51-65,E,D,-43.83555596791401,A,B,1
Married,UK,26-35,D,A,-7.494700376778803,C,E,0
Divorced,Other,26-35,B,C,55.62042704683448,B,D,0
Married,Other,36-50,D,E,-25.835909961987348,C,D,1
Widowed,India,26-35,D,E,-120.87698843972102,C,E,1
Widowed,Brazil,26-35,C,B,-34.926937269886395,A,A,0
Widowed,Other,18-25,A,D,56.94837704559526,E,A,1
Single,Mexico,65+,D,B,-68.9118716544926,D,A,1
Widowed,China,26-35,D,C,167.77004801756797,E,E,1
Married,Germany,26-35,B,B,-13.591995792981294,A,D,0
Single,UK,18-25,C,D,96.62558152090757,C,D,0
Divorced,India,18-25,B,C,27.18971310398008,D,A,1
Divorced,Brazil,36-50,A,B,131.54955695434202,C,E,1
Divorced,US,51-65,A,E,-106.95148931974126,C,A,0
Widowed,India,36-50,E,A,-103.06992593333383,D,C,0
Widowed,UK,51-65,E,A,73.85055795515636,C,A,1
Divorced,China,18-25,B,E,76.68457215801816,C,D,1
Divorced,Brazil,65+,B,D,-52.554207109875506,A,D,1
Divorced,Brazil,65+,D,D,-147.83626985845842,C,A,1
Married,UK,51-65,B,B,5.706942911749252,D,C,0
Divorced,UK,26-35,D,C,28.242411673247936,E,D,1
Single,Germany,65+,E,C,87.76101896533412,D,B,1
Single,UK,65+,B,D,-54.357444064135244,B,E,1
Single,China,36-50,B,E,-188.475085408193,C,E,0
Married,Mexico,18-25,D,C,17.36245145879899,A,A,1
Married,India,26-35,D,A,104.5264474316503,C,B,1
Married,UK,51-65,B,B,-27.24378957932237,A,C,1
Widowed,Other,26-35,E,B,26.99954744995612,A,B,1
Widowed,Germany,51-65,A,D,46.825608993481104,E,C,0
Married,Other,65+,C,A,59.21766002583927,B,E,1
Married,Brazil,36-50,C,A,-113.2287331673575,C,D,1
Divorced,US,18-25,B,D,62.77700313478818,A,D,0
Married,UK,65+,B,E,133.5285449144655,C,C,0
Divorced,Other,65+,E,C,-47.19552905170744,C,C,0
Married,US,65+,E,C,-112.81326239192376,D,E,0
Single,Brazil,18-25,E,B,145.7648834966715,C,D,0
Single,China,36-50,C,E,-81.66881017555632,D,A,1
Single,Brazil,26-35,E,A,35.53370270317111,A,D,0
Divorced,Germany,26-35,C,E,-95.86172510508395,A,E,0
Divorced,Germany,36-50,D,A,50.21543422411307,A,E,0
Single,Mexico,36-50,E,A,0.137180471968444,C,D,1
Single,UK,51-65,D,C,-20.90411155363258,A,B,0
Divorced,China,51-65,E,D,16.45535881977069,E,A,1
Divorced,India,51-65,D,B,17.865787323199147,A,E,0
Single,China,51-65,C,B,5.995105670554187,B,A,1
Single,India,36-50,D,C,-99.7340572129761,C,A,0
Widowed,US,51-65,C,A,148.05466010767685,A,E,0
Widowed,UK,65+,B,B,26.181868596815445,B,E,0
Married,China,18-25,E,A,-74.92736178701101,D,A,0
Widowed,Mexico,65+,D,A,-65.00004001686138,C,B,1
Divorced,Other,36-50,D,B,85.08159856757639,D,E,0
Married,Mexico,26-35,B,B,-84.28251319237005,A,D,1
Widowed,China,51-65,C,B,-29.300785410783735,D,E,0
Single,US,18-25,B,C,-34.5219806540471,B,D,0
Divorced,China,26-35,D,B,139.35030857184668,B,D,1
Divorced,India,36-50,B,D,-55.10931751349722,D,B,1
Single,India,65+,A,A,-66.79618373327604,C,D,0
Widowed,US,65+,E,B,52.356619294565796,C,E,1
Divorced,US,18-25,E,A,27.75089715715356,D,D,1
Widowed,Brazil,65+,B,A,57.779378360212874,E,C,0
Single,Mexico,26-35,A,D,153.62168074436585,B,D,0
Married,Mexico,51-65,A,D,58.46049417941052,B,A,0
Widowed,Mexico,36-50,C,D,-28.879280322534655,B,D,0
Single,Other,65+,A,E,94.97688442383296,C,E,0
Married,UK,26-35,D,D,9.041113946433725,D,B,1
Single,China,18-25,D,E,13.698291830904639,C,D,0
Divorced,US,26-35,A,B,21.521780646221725,E,C,1
Widowed,UK,18-25,C,E,-99.3153749541869,B,D,1
Single,Other,51-65,C,E,17.948092221943785,B,E,1
Married,UK,65+,A,B,-43.72908662571793,A,B,0
Married,Mexico,26-35,C,C,32.601720486646876,A,E,0
Divorced,Germany,18-25,B,B,-21.732969334086846,A,A,0
Widowed,Germany,36-50,D,C,42.46219709944239,A,C,1
Single,UK,18-25,B,A,-54.015316467930795,B,C,1
Single,US,18-25,B,A,-28.039721498486823,E,D,0
Married,India,18-25,E,B,-48.53493418760889,C,A,1
Single,Germany,18-25,C,E,-14.540139882389475,D,C,0
Single,China,26-35,A,D,255.66853151145511,D,A,0
Divorced,India,26-35,E,A,70.7606890448481,A,C,1
Divorced,Brazil,26-35,A,C,84.5202596443099,D,C,0
Widowed,Mexico,18-25,C,C,-85.88707812083773,E,C,0
Widowed,US,36-50,E,C,-15.33952142808974,A,E,1
Single,US,65+,C,E,-59.01676762111347,A,C,1
Divorced,China,51-65,C,D,-72.97131758382089,A,D,0
Single,China,65+,C,D,143.44479648996386,B,A,1
Married,India,26-35,B,A,-1.2055154789312355,E,B,0
Divorced,UK,65+,B,C,10.355459219223796,E,C,0
Married,Brazil,26-35,A,B,-18.29209066942686,A,A,0
Divorced,China,65+,E,D,-106.96123198947896,C,E,1
Single,Other,26-35,B,B,-82.4761593422076,A,B,1
Divorced,China,36-50,C,A,28.193454233422177,C,B,1
Single,Germany,36-50,B,A,-63.92918904557195,E,D,0
Single,UK,36-50,A,B,63.21179295860798,E,D,1
Divorced,China,51-65,A,D,-103.86060157203431,B,C,1
Single,Germany,65+,C,C,-97.40943439507413,E,A,0
Married,Other,18-25,B,A,33.037492113769964,A,E,1
Single,China,26-35,B,B,-116.77931459178654,C,C,0
Divorced,Other,36-50,C,D,38.88278999722126,C,E,0
Single,Other,51-65,A,C,35.98436422677494,B,D,1
Single,India,51-65,B,A,172.5556410727108,C,A,0
Married,Other,51-65,E,C,-14.597945112169667,D,A,0
Married,Brazil,26-35,D,B,34.95418250491557,A,B,0
Widowed,Brazil,18-25,A,D,24.47688604443644,A,C,0
Widowed,China,18-25,C,A,161.90426284652958,D,E,0
Single,US,36-50,A,D,71.93847450679326,C,C,1
Widowed,Other,51-65,C,B,87.41216209883135,E,B,0
Divorced,Brazil,36-50,D,C,63.00656932412938,B,C,0
Divorced,UK,26-35,C,A,73.33764138322269,E,A,0
Single,Germany,51-65,A,D,86.52897829478258,D,D,1
Widowed,India,65+,C,B,-68.77671308244464,D,C,1
Single,UK,26-35,D,C,-79.4907839805263,A,C,1
Divorced,US,51-65,D,E,74.77522101922521,E,A,0
Widowed,UK,26-35,D,C,170.2650103024634,C,C,1
Widowed,India,18-25,E,D,154.99899146301078,C,A,1
Married,Other,65+,B,E,-73.56784388615702,D,D,1
Single,UK,51-65,B,B,92.52984634640681,D,A,1
Married,Brazil,36-50,C,E,-133.9211987210446,E,D,1
Single,Mexico,18-25,A,B,-41.403748067556215,E,C,1
Widowed,Mexico,18-25,E,B,-143.3792361803616,A,A,1
Divorced,China,26-35,B,C,-37.95300196066263,E,E,1
Married,China,26-35,E,B,-4.467045541934862,C,D,0
Single,China,18-25,D,A,129.40859646804068,A,C,1
Divorced,India,65+,E,A,101.39066037147192,D,C,0
Widowed,US,36-50,E,D,10.753905315878999,A,D,0
Married,UK,18-25,A,B,20.1947163100975,D,A,0
Married,Brazil,36-50,D,C,-28.023283305259188,D,E,1
Divorced,China,26-35,E,D,10.892756981437927,A,E,0
Widowed,US,18-25,A,E,-83.9459676874609,A,E,1
Married,UK,26-35,B,E,-30.298239242459328,D,E,1
Widowed,Germany,36-50,D,D,-23.700672866063027,C,C,0
Widowed,US,36-50,D,C,-120.65527135209679,A,D,1
Married,China,26-35,B,E,-19.407888365324702,A,B,0
Single,Brazil,65+,D,A,-61.781585472502,D,A,0
Single,India,36-50,C,B,172.13896226308398,D,B,0
Married,Mexico,18-25,B,E,-23.547793333950796,A,B,0
Single,Brazil,36-50,A,A,10.978493745452043,A,B,1
Single,US,36-50,E,C,-145.31443986784416,E,B,0
Widowed,Brazil,36-50,C,D,-34.60001590580114,A,B,0
Married,US,18-25,D,D,-53.53135017128324,B,B,1
Widowed,Mexico,18-25,D,D,-50.180607750329266,A,D,0
Divorced,Brazil,18-25,B,D,-26.106148215943207,A,E,0
Widowed,China,36-50,C,A,-265.9844132650705,B,D,0
Widowed,Other,26-35,C,A,-48.64290410160091,E,D,1
Widowed,US,36-50,E,E,100.86228619825796,A,C,1
Single,China,36-50,D,E,31.804507258289345,E,D,1
Widowed,US,26-35,B,A,-3.1948406413894457,E,B,0
Divorced,Germany,51-65,A,B,-225.05902850306202,A,D,0
Divorced,US,51-65,D,A,64.77751569709586,B,D,1
Married,India,36-50,C,B,-21.80191799937771,B,E,0
Widowed,US,51-65,C,A,26.054548967169122,E,C,1
Married,Brazil,51-65,C,E,44.438382568462636,B,E,1
Divorced,Germany,36-50,D,C,100.95295749629452,E,E,1
Married,Other,65+,E,C,-32.82469918809278,C,E,1
Single,India,65+,C,D,60.66492174182787,B,D,0
Married,China,51-65,C,A,-19.760786370950154,C,C,1
Married,Other,26-35,C,C,108.03516278698082,A,A,0
Married,UK,51-65,E,D,141.4053812303284,C,C,1
Divorced,Other,51-65,A,A,137.78666204242998,E,B,1
Married,China,51-65,B,B,-23.02434775322726,D,B,0
Married,UK,26-35,D,B,267.2274250017894,D,B,1
Single,India,51-65,C,E,-22.28331559735902,C,A,1
Single,UK,18-25,B,E,-15.900003028902368,C,A,0
Married,Mexico,51-65,A,D,36.814053543783295,E,E,0
Widowed,Brazil,36-50,D,D,-52.664886209039096,B,C,0
Married,China,51-65,E,E,180.30982387913937,D,A,1
Divorced,Germany,18-25,D,D,61.26002068827601,D,A,1
Divorced,Brazil,51-65,A,C,111.31164774446877,D,E,1
Widowed,China,36-50,A,D,-56.37533999165698,E,D,1
Widowed,Mexico,26-35,E,E,130.44738400294747,A,E,0
Married,Brazil,51-65,B,B,-10.56471206355338,B,C,1
Divorced,US,26-35,B,E,62.855190868216425,A,C,1
Single,Germany,26-35,C,A,40.11142046345512,E,B,1
Single,Mexico,51-65,B,D,-71.49303988406285,C,A,1
Widowed,Mexico,36-50,A,D,-81.2005011819947,B,D,1
Divorced,Mexico,65+,B,A,32.434301441429945,D,E,0
Divorced,US,26-35,C,A,-119.0340159665591,A,A,0
Single,Germany,51-65,A,B,104.06255705186354,A,A,1
Married,Brazil,51-65,E,E,85.4434983207805,E,C,0
Divorced,UK,65+,E,B,51.61529314951525,D,C,1
Married,Brazil,36-50,D,C,171.84227803675313,A,D,0
Divorced,Germany,51-65,B,A,31.213817783418907,A,A,1
Divorced,China,65+,C,B,6.754861766165588,C,A,1
Married,Mexico,18-25,B,E,125.96114862156082,B,A,1
Divorced,US,26-35,E,B,121.84455004374574,D,A,1
Widowed,US,65+,C,E,80.97239719213604,D,D,0
Widowed,Mexico,18-25,A,B,-68.0246984370247,E,E,1
Widowed,US,36-50,B,D,13.746389444856153,C,A,0
Single,Brazil,51-65,B,C,31.448015334182806,E,C,1
Divorced,UK,36-50,E,B,-49.15537259592177,C,D,1
Divorced,UK,26-35,B,B,-2.4492673291900706,E,D,0
Widowed,Other,36-50,B,C,35.03849002595917,A,D,0
Married,Other,65+,B,D,-66.37814967242929,B,E,1
Divorced,Other,36-50,C,C,-33.782343022571645,E,C,1
Married,Brazil,51-65,A,A,-239.71869128784155,C,D,0
Married,Brazil,18-25,E,E,123.04632478154258,C,D,1
Widowed,UK,18-25,D,D,8.109414951338485,D,A,0
Single,Mexico,65+,D,A,-45.113435289933676,B,A,1
Single,Mexico,65+,B,B,-110.4644217269745,B,A,0
Widowed,UK,36-50,B,A,165.71434394709414,A,C,1
Married,Mexico,26-35,D,E,-37.50845969400125,A,A,1
Divorced,China,36-50,D,D,-73.4133279234663,C,A,1
Widowed,China,26-35,C,B,97.5812572312341,D,E,1
Widowed,Germany,36-50,C,B,54.36947575205051,D,C,1
Divorced,India,26-35,B,A,-261.8604150396472,A,B,0
Married,India,51-65,B,D,109.00081415372904,D,E,1
Married,China,65+,A,C,-59.341926278679125,E,D,1
Divorced,Germany,65+,E,A,61.163640788108964,D,B,0
Widowed,Mexico,65+,C,D,-59.031358487540864,D,E,0
Married,UK,51-65,D,D,-61.000128628938434,E,B,0
Married,US,18-25,B,D,-189.48389527274009,D,D,0
Married,US,18-25,C,A,-158.99362974635855,B,A,1
Married,Germany,65+,A,C,119.43786907621958,A,E,0
Divorced,Other,18-25,B,D,97.86943124994926,E,E,1
Single,US,26-35,C,A,-34.067769914105185,E,C,1
Widowed,Mexico,26-35,C,E,63.3487031846452,C,B,1
Single,Germany,65+,A,B,-7.9585647398443164,A,B,0
Divorced,India,65+,C,E,45.19171697528285,B,C,1
Married,Germany,18-25,B,A,-46.722901513583196,D,A,1
Divorced,India,36-50,E,C,32.47550630137905,E,B,0
Single,Germany,18-25,D,C,77.799416675618,E,D,0
Divorced,Brazil,26-35,B,C,166.70188571926414,B,B,1
Divorced,Other,18-25,B,A,75.50458760439656,E,A,0
Married,Brazil,65+,C,B,-123.14073719259555,C,E,0
Divorced,Other,18-25,E,B,24.564879841675317,E,C,1
Married,India,51-65,C,D,88.66571308356237,C,D,0
Single,UK,26-35,D,A,142.95657920784578,E,D,0
Married,China,65+,C,A,20.43908308008355,B,B,0
Widowed,Mexico,26-35,C,C,-17.363001611814706,D,A,1
Widowed,Germany,26-35,C,D,-38.172053682001376,C,E,0
Divorced,UK,65+,A,D,137.7594260106769,E,C,1
Married,US,51-65,D,B,119.23337435721726,B,D,1
Single,Germany,18-25,C,D,11.617094436522466,A,A,0
Widowed,US,51-65,C,A,107.83499546157358,A,D,1
Widowed,Germany,18-25,B,D,-19.44465879927921,E,A,1
Single,Other,51-65,C,C,141.89758841465547,C,E,0
Divorced,India,26-35,C,C,125.96185590718211,A,D,1
Single,Other,51-65,D,E,33.00446046075071,A,E,1
Married,Mexico,65+,E,C,-215.41347277084125,A,B,1
Single,Germany,36-50,D,E,129.993510590786,D,E,0
Widowed,Germany,51-65,B,D,-37.83954733179476,E,B,1
Divorced,US,18-25,E,C,15.962093161865246,D,A,0
Divorced,India,65+,B,A,187.38024353076648,C,C,1
Divorced,Other,26-35,C,D,113.2051044679814,A,A,1
Single,China,36-50,C,C,-187.9769450065143,E,B,0
Single,Mexico,26-35,D,A,54.79423072503901,B,E,0
Divorced,China,65+,C,E,10.043630019765706,D,D,0
Married,Brazil,51-65,B,A,-74.97388113543268,D,E,1
Widowed,US,51-65,D,C,-25.97978930475442,A,A,1
Divorced,Brazil,65+,A,B,144.52218663939172,C,E,0
Divorced,Germany,18-25,C,E,70.3574585947098,E,B,0
Single,Germany,18-25,A,C,-10.60927407900121,E,B,1
Widowed,Brazil,36-50,D,B,85.70376339712416,B,E,0
Married,Other,26-35,A,E,12.305848278875391,D,A,1
Married,Other,18-25,E,E,175.00869721764502,C,A,1
Married,Mexico,51-65,D,C,-7.061937616288646,E,E,0
Divorced,UK,65+,C,A,193.04822743151493,B,B,0
Single,UK,18-25,A,E,43.75711438493563,B,D,0
Divorced,Mexico,26-35,A,E,-100.19363133942467,B,E,1
Divorced,India,18-25,E,E,12.670475916048272,C,A,1
Married,Germany,18-25,B,B,-146.8725438286941,C,B,0
Married,UK,36-50,A,E,-133.25356968074783,E,D,0
Divorced,UK,65+,B,D,111.71785297095728,E,A,0
Married,Mexico,26-35,C,B,-182.50348254655157,A,E,0
Married,Brazil,65+,C,C,4.724512880700767,A,D,0
Divorced,India,65+,E,A,-70.49908953634612,E,E,0
Divorced,India,65+,A,D,-20.62645198498626,B,B,0
Single,Mexico,26-35,B,B,6.244181960452963,A,E,0
Married,India,26-35,E,C,-137.36916835968356,B,D,0
Divorced,US,51-65,A,C,5.883450570041798,B,C,1
Widowed,Other,65+,A,A,-60.47680898152581,A,A,0
Single,UK,26-35,A,B,103.1671006127715,A,B,0
Married,Germany,51-65,C,D,49.137680120472176,C,A,0
Divorced,Other,26-35,C,E,-59.39987549788592,D,B,1
Divorced,India,51-65,D,E,0.5237841158190865,C,E,0
Widowed,US,51-65,D,B,87.8723915324668,C,B,0
Divorced,Germany,65+,B,A,66.73409119957698,C,A,1
Single,Brazil,51-65,B,D,-16.277301462870543,A,E,1
Married,Other,51-65,D,B,-172.85195686383744,E,C,1
Single,Brazil,18-25,C,D,-18.60981624628259,B,E,0
Single,Brazil,36-50,A,A,-28.47630230150922,B,D,1
Divorced,US,65+,D,B,34.650375362731936,B,B,0
Married,China,65+,C,D,101.91003615748373,A,A,0
Single,UK,36-50,A,A,-88.11370918958195,C,C,1
Married,Other,26-35,C,E,-154.46564626779062,D,B,1
Divorced,China,36-50,C,A,34.44450430016388,C,A,1
Divorced,India,65+,E,D,103.19090914777414,E,D,0
Single,India,51-65,D,C,13.206144741971892,A,D,1
Widowed,Germany,65+,D,B,-123.69293488612709,C,C,0
Married,US,26-35,D,A,-135.47523551652938,D,D,1
Divorced,India,26-35,B,C,144.6154364716009,E,E,1
Divorced,China,36-50,C,E,-132.41882143681673,E,A,1
