disability,RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Both,Hispanic,D,C,A,D,23.00471951816219,C,E,C,83.10867654432738,A,112.49034670563289,-45.01593413928432,50.43545812309272,D,E,81.12073863321807,-27.630552018635612,B,B,0
Both,Asian,C,B,A,A,-19.653219488343737,A,A,C,56.153293774381964,C,24.510641091915332,-61.15478399432763,80.12329678673369,D,D,138.6852032789083,-15.594263840055826,A,A,0
Yes,African American,B,D,E,B,2.197038780438408,C,B,C,8.515376878433543,C,-278.7232719194805,-147.24888115634656,-138.49843139912062,A,E,28.824622062130018,-132.53642328668184,B,C,0
Physical,Asian,A,A,A,A,70.78605943151123,D,D,E,-79.53074302831851,B,69.54334663574167,-84.07533361543067,122.95821962637723,E,B,34.28914282944469,-35.67645985966085,E,D,0
Physical,Asian,E,D,A,A,-7.5038696629397545,C,A,B,90.63321707102543,C,-100.17926162688431,22.253337412233755,-45.89691694681907,D,A,-106.79918002213276,42.94728400826856,C,D,0
Yes,African American,D,B,C,E,111.27245693309713,B,A,E,-131.13562094639977,D,-23.83741814920672,-73.0369497246945,91.38090274085638,D,E,60.81857190107388,6.473213556356844,C,E,0
Physical,African American,E,A,B,D,-142.35113458279966,E,A,B,33.511604889206275,C,-174.86791441363107,96.48515993231204,121.85837618246069,C,B,-121.25763221742835,41.79852237018687,C,A,1
Physical,Asian,C,B,B,B,-66.897512995575,B,D,C,71.41194717331636,D,214.64948740371588,86.10012261369351,28.40546210832996,C,A,-35.552651492776924,-62.54630174169681,A,B,0
Physical,White,C,B,C,B,123.57922729165787,E,C,D,-121.88450948329597,D,111.18057865759081,-285.6810571920561,107.34109507490443,B,C,71.00098434595235,-123.00667629494572,D,B,1
Physical,Other,C,E,C,E,48.46418927315148,C,D,A,-24.368298128351732,B,37.52340153251424,128.1675278634091,-86.8571779057215,E,E,125.06605213482396,135.20967947646582,C,C,1
No,Hispanic,D,E,C,D,29.71828749430393,B,C,A,-104.52763143311678,E,32.448229641518374,-25.642550683119197,12.79728715133678,D,A,-239.92464738190864,-77.7586369995609,E,C,1
Physical,African American,B,E,D,B,47.66418772344888,C,A,E,-129.12040396287213,A,-135.60310261183957,151.43040275801022,21.989927232112787,C,A,9.222415891929057,78.33142568102342,E,D,0
Physical,Hispanic,A,C,A,E,60.841209281444605,B,A,D,42.82718901279272,D,-95.59986276634088,164.26266047800388,9.87879953774045,B,B,-51.981220569258454,16.108692202496805,A,C,1
Physical,African American,E,E,D,C,-69.97923236603076,B,A,E,-87.06766572419843,E,61.083010204213736,14.412278858953773,-157.24029662345248,C,B,8.279669644686019,-126.90074704057908,D,C,0
None,Hispanic,C,B,C,E,-95.52421465379504,B,E,D,-46.87822587072399,D,-50.72312941488462,-15.172759591901203,-25.602616715252864,B,B,112.34742543949909,79.80359362498952,B,D,0
Mental,White,B,D,B,E,-134.74556618123694,A,E,C,24.688024689558915,D,-12.749286451935776,11.758089251283128,112.92415442960728,D,D,48.817426476753035,-191.44504317385974,D,B,0
Mental,African American,A,D,D,A,66.50340987797269,B,B,B,128.2772974509569,C,-25.85184230453145,-17.724913223934053,-79.67586029873229,E,E,-41.33506359409636,-22.41226955888407,E,B,1
No,Other,E,B,D,C,32.75495209228712,A,A,E,32.32607888480289,B,207.2308885266589,-70.64296138030063,9.415101193505803,E,E,-162.01967999688313,37.58312884347807,E,C,0
Yes,Asian,D,A,D,E,-148.17284976520062,A,A,A,65.20112583377838,D,-35.40541959128536,-26.474088580077744,43.07161649248714,B,E,52.5450497131901,49.955098988474056,D,D,0
Physical,Hispanic,B,B,E,E,-5.0462532607367185,E,C,C,11.098045620561017,C,63.05011819028681,162.05960572391567,-11.525516141277057,E,A,-81.98695941188868,65.42729424550782,B,B,0
Both,Hispanic,C,C,C,C,84.76574207709956,A,E,E,5.831622099130158,A,-20.189860313460873,-107.88452338913046,25.973051375293917,E,C,-239.1679442300923,-22.66499717281409,D,A,0
Physical,African American,E,D,D,D,-21.95492265924244,A,B,A,-46.65251837597412,B,108.86413284870868,-129.53206366722694,-26.04644910005163,D,B,-56.90265440490555,-74.91474894362693,A,C,0
Mental,White,B,D,A,A,-89.84368749714515,B,B,B,-127.02683310316067,C,2.3352075753876287,-2.8711140563938633,102.76967479764348,C,E,35.65805228238539,-42.53776899136522,C,E,0
Physical,African American,B,E,A,C,-49.4742254779667,B,B,C,-3.2030593080040934,A,-88.09413058789721,35.61322197720889,-0.4414266892316369,A,C,-93.56958457771289,146.22572751019257,B,B,0
Mental,Hispanic,B,D,E,E,60.30396704837835,C,D,E,-30.228231061845122,C,13.852748388767475,-174.92974845065638,35.88761649529271,A,D,-268.0756833148929,107.0245009837693,B,C,0
Mental,African American,B,B,E,D,-72.61594185325038,A,C,B,170.65737173084722,D,-25.311721238617096,-47.99697895143121,-33.12211312473984,C,E,-49.64697760632003,11.976439125786607,B,D,0
Yes,Black,C,D,C,C,82.74062429156108,A,B,D,48.23399128016094,B,-78.86050453537625,-178.65818471582057,15.92728265080163,E,A,-13.45818991026429,-30.352373784077503,D,A,0
Yes,African American,D,B,D,B,-68.81971869149127,C,E,C,-127.28938649735473,D,-137.65838321699158,54.06177168036695,-41.14781987574571,A,A,-53.389275566174696,142.3416929542229,D,E,0
Physical,Other,B,E,D,A,-88.29618053220798,D,B,A,21.5607960067681,A,239.73089262400453,251.4208308829482,-62.89053274750953,D,A,179.5108298239647,-9.246733911646864,D,E,0
Mental,Black,D,C,B,B,-78.32609988442657,B,C,C,47.36289258319468,A,-64.3929451426251,133.22774706146188,30.222713480519403,E,B,75.32484123692505,-73.52636483792759,A,E,1
Physical,Asian,D,E,A,E,15.361050617597853,A,A,C,-133.2824848615009,E,189.28996184268686,101.11100390828112,127.77743047582797,D,D,104.8883875543038,42.01925938878143,A,E,0
Mental,White,B,C,C,D,33.74764790553255,A,D,B,16.945716910768557,A,89.30529665808508,128.86051639154874,4.767294983807051,E,B,9.092513968332478,72.60516105836103,E,E,0
No,African American,B,E,B,C,8.790013492003093,C,E,B,29.52405130958862,B,9.043294774399463,50.02553088993752,268.4288298657337,C,B,-114.06636903164309,-32.60574099103965,D,D,0
Yes,White,E,E,A,B,56.60991850865241,D,B,B,-116.38637649475814,B,-44.17463867666382,-27.378008961560152,-86.18847133438533,A,E,-36.97018599114894,79.24934532714508,A,A,1
Yes,Other,E,D,B,B,118.38623975591591,C,D,D,-178.18275409799597,D,-111.56896884231391,85.74132740014666,125.81596780608263,D,E,144.36891637657277,129.05198471663496,C,A,0
No,African American,A,D,C,A,-39.38835334718043,A,E,D,2.1533696683139674,C,84.96823907777859,73.17617589882082,64.51276651178641,C,C,-19.103471011967727,-15.383383261826364,E,A,1
Yes,White,E,B,E,B,36.44114287464235,A,B,A,-37.33559229614036,A,131.99898080409994,44.86797713263085,193.67141516138338,E,D,132.15146649694725,-102.2503812502501,A,C,1
None,African American,A,C,E,D,-49.98795188157271,E,A,E,40.22037947553956,B,-57.07516743601988,-121.24163273579136,-110.17972344277544,D,A,-81.97131285477829,106.39842143688955,C,E,1
Physical,Other,D,E,E,E,-74.44081466281138,C,E,D,289.00130285616297,A,-168.65998001530173,45.01420145670726,-93.21758939747966,C,B,-34.74443189915045,-121.10501246636191,B,E,0
Yes,African American,E,B,C,A,-47.273922570742535,A,B,C,-33.90378079591066,A,121.35389656189948,34.25908246058346,-20.085651895740174,B,A,80.08876550368075,76.94515614794445,A,C,1
Physical,Asian,B,A,D,B,-43.382290227239395,D,B,B,-92.17059628508281,E,50.08098892597504,36.13396337195056,10.836536986798556,E,E,226.8486193634073,12.20958936651801,B,D,1
Mental,Black,C,B,C,D,222.44489338308694,E,D,A,-18.22041341665898,C,-76.39447224388444,-231.6861591902818,4.48748459852179,A,C,-173.88641307247522,-111.39809775275748,D,D,0
None,Hispanic,C,E,A,E,-14.178646009930013,B,B,D,-118.89576954451873,B,-52.66993718554159,-67.7124358977552,8.176365761216257,D,D,115.76130734684702,12.270210727076005,A,E,0
Mental,Black,D,B,A,E,5.61035831542834,B,E,C,-175.7931280434539,A,-33.43960100767951,139.88508265523777,-73.80639569965678,C,E,-230.18677424389747,-123.50680065695794,D,E,0
No,Black,E,A,D,B,56.48241759332628,B,A,D,-49.29980311452652,E,47.749987441081274,-143.8838755481946,-92.93493223002763,C,D,6.436485539048505,-151.40328170003895,D,E,0
None,White,A,D,E,E,-14.871870659542743,A,C,B,153.79014166307093,D,-30.621117975438956,-77.98389692088742,27.513362167050172,C,D,124.2517796728196,198.72232008515854,E,C,0
No,Other,A,E,C,A,-104.41979096445648,D,D,B,-104.6914715597614,C,-51.668367177509424,215.4420594519997,161.1336676349173,D,E,-70.8992858731736,-46.74448266161662,D,D,1
Yes,Black,E,E,D,A,-174.28503687260576,D,E,B,85.2805039549508,A,-4.934957708085116,-1.6163591214944502,-25.204717711817832,E,D,77.62633495731286,69.34130231913586,A,D,0
Mental,Hispanic,A,A,C,E,221.07107991870114,D,D,A,-118.07430543015435,A,0.030521862355593968,-171.44409535634898,59.58242366026874,B,E,59.01385227021593,62.88224781470818,B,E,0
Yes,Hispanic,C,A,C,B,-16.187716565340846,B,D,B,-127.66709198971058,E,71.61647647728387,46.801717990392035,-39.55844882068719,C,B,136.4486261556964,-28.989999699750324,B,B,1
Both,Black,A,C,C,C,95.1328226800912,E,E,A,52.56357238246376,A,87.90555924295664,16.100907013704177,-11.828951755221045,E,C,-164.66021367068774,57.958641487073805,D,C,0
None,African American,D,E,D,E,-149.09639107003184,B,C,C,59.96288156820347,E,4.613954817645236,65.45681812594466,-60.73085105884384,D,B,-106.86470393162912,169.39864998704087,E,C,1
Physical,Hispanic,E,B,C,C,-118.85826971339539,D,E,A,10.464107268351379,B,-81.33664735554859,58.6746134796606,-6.906091999224969,D,A,-20.645297351718845,40.09391323789499,A,C,1
Mental,Hispanic,D,D,C,E,-2.9746489312156505,A,E,E,-101.21889742196205,E,-24.960982193491798,17.188639819062672,11.55706658767612,B,B,-36.26235986974728,-52.11494464094587,E,B,0
Yes,African American,A,B,D,D,5.069148480623924,C,B,E,17.123048710943184,A,-10.869877429122408,5.675902950056668,-126.01111743925865,D,A,86.89276952219399,-226.89955314139198,B,E,1
No,Asian,A,A,C,B,-89.22821608029165,D,D,C,14.039875478088346,E,-241.42831879780942,-18.654236372298406,-79.80079412442461,E,A,-81.46076687338001,-53.488716367066125,A,D,1
Mental,Hispanic,A,C,A,B,-125.48813825560016,B,E,A,-86.56500349286391,B,63.65796250990394,-86.03527207370055,-25.327908571537485,A,C,-112.19522796343453,-131.508228937019,B,C,0
None,Other,C,E,E,B,-77.51634987984426,C,A,B,79.48134506559256,E,-57.982470961901264,-135.21285866523195,39.661759015906824,D,C,-42.82034794133739,-44.461196957681004,D,D,1
Mental,Hispanic,E,E,E,C,-44.06037209884593,E,C,E,19.000306333230068,A,-22.09216983274075,-114.28776656175972,137.13515634723356,E,E,-91.0771588668169,42.59839147541105,D,E,0
Mental,Hispanic,A,C,B,B,-46.80353675059142,E,D,A,-144.84129153754537,A,80.6185876929589,32.976360400819345,-250.30808718617118,A,B,-107.01931792201145,153.41980720810548,E,B,0
Physical,Black,D,E,B,B,85.44909001881503,E,A,B,-29.550594160704307,C,-68.22917350213376,-9.984922922578237,-153.7947782739639,E,D,112.37258534384105,-87.91005517182032,B,D,1
Mental,Hispanic,E,B,B,D,32.87967170943249,C,D,A,-11.319572160658721,C,148.73664449721113,39.19499158436104,-21.2519660106123,B,C,-94.55096509190155,126.1197889269142,E,B,0
Mental,Black,B,A,E,D,135.74512480663577,B,A,D,-11.239986562144914,B,-42.3546909597011,42.00294998869481,-45.909780085692816,E,B,16.482156242405768,-207.81986322347632,A,B,1
Yes,African American,D,C,D,B,35.383902190692886,C,D,D,249.05926500493135,C,-77.71712145289325,31.369750432649674,-51.73700488647326,D,C,6.818407460335515,-10.086193820738302,A,D,1
None,White,D,C,E,E,116.07137020263623,A,A,A,-32.52214750215092,C,-33.164056591961824,-62.04704172513647,50.76973030970685,A,A,162.73716847984952,-46.72306966981487,D,D,1
No,Other,E,C,A,C,-31.921340964339368,E,A,A,-72.26309053909976,E,-164.39718344088408,180.28556768158515,20.30117902427719,A,A,60.1432318834933,-28.529220589547027,A,E,0
No,White,A,E,B,A,34.77532964657113,B,D,A,-3.6035742995054814,E,-25.59206924453289,75.6153619184,-132.598269333706,D,A,103.90387158263633,3.2661848233630044,E,D,1
No,Black,C,E,C,E,13.294350480154748,D,A,A,-149.19632198103864,A,113.37129327113387,52.552931807283834,10.43601253398505,B,B,248.7181436109478,3.1893211640755226,E,A,1
None,Other,C,E,C,A,-43.90363134608632,A,D,C,-59.279695345871595,A,-52.916546736081116,-75.06410498137846,-67.82060795192851,A,A,62.594477509772986,101.87199014782699,E,B,0
None,Hispanic,A,E,C,E,66.16864384029523,A,C,C,-32.00408528809804,A,-48.756167520325185,-7.6593826789190675,164.80799767196882,D,B,-93.99298249605641,-54.13216451752704,D,A,1
None,Hispanic,A,D,D,B,18.49809960750411,E,D,D,-116.8863013668425,C,76.1840324945097,-174.36593246877317,94.40802250419793,B,B,-133.45549702109503,22.970488676327726,A,A,1
None,Asian,D,E,A,E,6.650223410943319,C,B,D,-38.73795521105551,E,89.81434230592906,22.006426052006546,-129.63346342941563,A,C,99.32065859055054,-30.305871612699004,E,C,0
No,Black,B,E,D,E,-34.05042188337835,C,B,E,50.264077934080674,E,88.76430036657284,50.155548232749624,-26.461345567923367,D,C,-3.6146932893246566,-48.657124792926545,E,D,1
None,Other,A,E,A,B,39.22966260454926,D,C,A,13.039764268560841,A,88.25376215359407,-183.25989940120428,-53.09935406574608,A,A,67.74427876291446,-147.8074129582562,C,C,1
Yes,White,C,D,E,C,33.039424786224664,E,A,C,29.566417413462386,A,-10.693939235901045,38.1950223426862,100.9676512671887,E,A,27.346945664108514,-18.252236147307528,B,D,0
Yes,African American,C,B,C,A,-144.2997234289863,A,B,B,-48.536769380848085,D,37.19787396915664,-175.95420596281022,-18.062675160327434,D,A,-5.510130756444039,-54.49781690478475,C,A,1
Both,African American,C,C,A,B,-15.394827201321517,C,A,C,8.189847865101521,C,15.993273354431398,210.79165591519114,-42.99845397582664,E,A,144.797519872843,-126.28410591170476,C,A,1
Physical,Other,E,E,A,B,-19.73883027997754,C,B,E,88.66708684581285,D,-240.37841678617266,-0.41773106929384984,7.116977676746404,E,D,-140.93158155523673,-16.058952691016838,E,A,1
Yes,Black,B,E,E,C,-13.675414393342633,A,C,A,99.22012927483108,E,-72.78571769313926,-26.740728403166425,40.93606028453655,D,D,-87.1767482542386,-94.60670532976005,A,D,1
Yes,African American,C,A,E,C,-49.695236606387326,B,B,C,55.581052795248766,C,11.933608194375644,-3.978494767103307,106.36170874864162,A,B,30.725523965946707,148.96364007798982,B,E,1
None,Black,B,C,A,C,-0.16791806864064626,B,E,E,-150.60515348672462,B,27.659659121882335,13.419265792884346,-54.02513248252714,D,B,-68.49241799441135,-181.69813024448575,B,D,0
Physical,Hispanic,D,D,C,D,159.19792258198981,A,C,D,-107.14883060512963,D,-104.72955016581793,-0.09674941526345905,-40.58365516508095,B,D,145.70313668935978,-4.663771091533283,D,A,0
Mental,Hispanic,D,B,A,D,-168.2395249690273,D,B,A,-71.39946278643463,D,115.4824337031541,-87.23662931709548,-86.65510461822613,C,C,204.6280673627169,30.266906089147383,B,C,1
Both,African American,E,D,B,D,17.448210204271636,C,E,D,-196.19051847794432,C,77.91983292723297,-185.93308546245555,27.02691250990586,E,D,-84.19353309453902,-85.12801046450278,E,B,1
Physical,Black,B,A,D,A,20.586541317289033,A,D,E,39.774432509110234,B,-182.50973000530348,-4.325239642976326,-82.39181821951695,D,C,-16.706197978635164,45.925065579871955,C,E,0
Both,Black,B,A,E,C,-246.64415479392616,D,B,B,-141.31537159920126,B,-167.72357943428412,-26.758543239566013,74.78251273111462,E,E,-187.76186316724775,-123.72391762212591,E,B,1
None,Other,C,B,D,D,-173.0098885530335,E,D,B,155.38299394601725,C,-18.100058381469122,64.78262896030434,-89.0196729156136,E,E,-54.65558492558221,-81.60442651034242,B,A,0
None,Other,D,B,E,E,82.8731153845278,C,D,E,-64.54094375613802,C,-136.34692182935652,114.21455499792872,-62.89455765856174,D,D,-67.59318852283293,123.16506262698068,C,A,0
Yes,Black,A,E,C,E,155.8235279742444,E,D,A,2.917869035477033,E,55.256310569494715,-80.0021373986872,-109.41754354943527,A,C,-134.28830863807292,50.143602188553956,C,B,1
Physical,Asian,A,C,C,A,-35.85437871092517,C,E,E,3.65560916550022,E,-43.87608167370563,-36.88959699856986,-21.128450272480432,C,C,133.5711329668587,-55.68119574515061,A,B,0
None,Black,B,B,D,B,115.69493364544698,B,E,A,-35.62617277220081,C,2.413236305817841,91.98032611465617,61.42768012063032,B,A,37.97713420021715,166.69078273668228,B,C,0
Mental,Other,B,E,B,E,-54.16107195799121,C,D,E,165.59519572778564,C,-45.52528003574064,-113.97199079012059,-62.05881838319732,C,A,-2.5339171560536244,14.333800528221444,B,A,0
None,African American,E,C,D,D,-37.845084249224314,A,E,D,134.48338351122968,C,57.1990088714241,-0.39837451159082693,4.258561562492062,C,D,-63.4795161588581,-71.95660764636784,C,A,1
No,Other,D,A,E,E,114.72436235747708,D,B,D,176.7813944444815,D,68.93409879588481,-21.578952853432728,95.46440990739868,B,C,164.62622665341817,56.12258142155046,E,C,0
Both,Asian,E,C,D,A,101.82490740330938,C,A,C,-24.281858682010665,D,24.732356176232603,-67.5056156331643,12.896522162787313,E,D,-132.70093796777945,67.22921505500017,C,E,1
Mental,White,B,B,C,C,46.79619917867818,B,A,E,80.00228151397685,C,18.479163270388483,36.05889637712385,50.38631169945988,C,B,58.19516961314467,-1.7037124476347871,A,C,1
Physical,Other,B,C,C,D,-86.17692186695845,A,C,E,191.46007008757817,D,-76.10000399930081,66.26873690547875,154.86466386169275,C,D,62.24749350848007,113.53446208169507,C,A,0
Both,Other,C,B,D,D,129.16598116443237,D,B,B,64.30204502039959,E,-89.56166586650832,-104.1217241754939,-36.98392532858044,B,A,-43.272099714901906,-77.05220229004972,D,C,0
Physical,Other,A,D,B,D,157.8011204407267,A,C,E,-106.31520581537816,D,181.46000377404988,-13.893385195170332,-118.47791650092975,A,E,17.757823263094277,-42.568660303126734,A,E,1
Yes,Black,A,E,D,B,-66.08861003389973,D,B,A,58.96159739394678,E,-123.52261286397788,105.35620688690881,106.76003821729924,B,E,142.2298297287625,80.88931217365659,C,D,1
No,Asian,E,E,A,E,3.614360509710543,C,E,B,-22.485836116709986,A,3.5954602841876766,170.85221134959681,87.90979964376723,A,A,22.870861000085753,34.354458698296035,C,B,0
None,Asian,E,E,C,D,-113.64917944813111,B,D,D,1.0143771645726083,E,-24.845779342340492,53.565599498882044,-95.03504266819866,C,A,-47.04129927963794,-158.5858225070425,D,C,0
No,Hispanic,D,D,B,E,-184.5540493342329,D,A,B,166.4020707509762,C,54.56552529415583,129.78999270995985,-118.68905119432596,C,B,-141.23899059258363,144.43198382390955,C,D,0
No,White,E,B,D,A,-4.4224571265390304,B,D,A,68.5460358365828,C,29.97624335265136,-35.4056260306352,-103.23976925652327,A,B,131.416334270289,-100.29011669546986,E,A,1
Both,Black,C,A,D,E,-117.8001913884021,B,B,D,161.58898495331107,C,1.6305911369447874,78.27343150580172,27.160903954704164,B,B,-114.05964244726896,-6.209968104669961,C,E,0
Yes,Asian,B,A,E,D,-102.80108396475252,C,D,C,-133.1732367394453,B,7.273713170758903,-79.60466787364628,-29.377347902463953,E,B,55.03546362625373,-38.341682932465226,E,A,1
Yes,Hispanic,A,D,E,E,19.22185769080187,B,B,E,33.8063203795522,B,-45.3830842713258,-81.03126183154187,-243.1000578385326,B,C,153.87650032870317,44.77211215311424,B,D,1
None,Hispanic,C,B,B,A,8.02394529399658,C,E,D,10.86437561588126,A,25.196151063083157,-19.76351001726734,33.16357996240703,D,D,-163.17191762764304,41.54302101227122,A,A,1
Physical,Black,D,E,C,D,-1.5940405465711234,D,C,E,-226.86137266755745,D,-88.86463503237535,15.975538218503852,-107.55457098281234,A,E,55.9622119900315,-132.18312524081625,E,B,1
None,White,E,E,E,A,-168.27199609569936,C,B,C,93.42090007001107,A,86.65057681168769,16.823927002761433,-174.52245632738828,A,E,-61.84484432983586,-0.8270979832064759,B,C,0
Both,African American,B,A,D,B,78.4433879579954,E,D,B,-62.528754534814,E,-182.3436645047745,35.603079203963766,101.66404550402383,A,D,62.759692766191975,0.8825313758109471,E,B,1
