military,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Non-Veteran,E,81.15457007846717,D,B,-30.4637705976752,B,41.2158715395014,B,A,A,50.96257261136128,-57.31323864704814,E,-190.5637392353222,151.98926912238827,1
Non-Veteran,C,17.856299732563667,C,C,-33.300462119496096,E,209.15363445784158,D,B,D,136.6086708630079,15.711147980915449,C,-108.63054272815592,-160.23246672402487,0
Veteran,B,-174.18888363941548,B,D,-106.49989669667019,E,4.154772170196544,D,C,A,205.179722297801,288.9373945986598,D,-139.6533617860878,17.870635197245395,0
Non-Veteran,C,5.935410084919904,A,E,79.68651086658892,E,-100.27396088360906,D,C,D,68.61805175482144,38.465554517157955,A,77.29578608995187,-118.96766200309979,1
Yes,C,-174.71489457720045,C,E,91.9828482870119,D,57.21826806788188,D,B,D,45.28074964868946,165.8088607879565,A,126.69799946063347,-19.311163040629356,1
Veteran,C,-113.82867685241385,A,C,-62.2709000475732,B,129.33993041204627,E,E,A,-134.80316538516882,16.12146366876937,D,-38.9811371540927,-233.91308911955124,1
Non-Veteran,B,-32.10406379734243,A,C,-32.686421917688435,D,-91.02841518055558,C,C,B,-187.51727502088994,25.071873176622184,D,118.24058416179912,0.038724066878258585,1
Yes,D,-43.585204674697806,A,D,-0.010520464551991914,A,73.23605641453779,E,D,B,-46.756547854230014,36.55454567294918,D,39.585828343449755,-67.86141265335496,1
Non-Veteran,A,-167.53158162420937,C,B,9.915795738589765,A,43.493602459134515,C,B,C,-129.90654580304783,162.64254598949404,B,110.31130268656386,113.73361013502799,1
Yes,E,-14.686881119550751,D,E,107.43150821319094,A,-113.57031312119803,D,D,B,61.46114157890741,-66.67869882944011,B,81.62889513897618,205.1048808269225,0
Veteran,B,-24.559181748862493,C,E,-11.644192417234505,A,-9.413254782083536,C,C,B,55.33592435515659,-24.092368266122747,C,-18.443429675641823,80.21900718119069,0
Non-Veteran,B,-161.45808864123617,C,E,-5.851783643576358,D,-16.502306447068147,B,C,E,131.90270794527822,-217.31776705729456,C,-194.13006870592525,-34.355171317342446,1
No,A,39.41116977671537,B,E,96.34945330689732,D,67.81043482936863,C,A,B,72.25175532297891,24.16447411444117,D,-126.30275281711472,-24.95590309733664,0
Yes,D,80.44563296404435,E,E,-0.18845627180316218,E,-145.7342183292533,E,B,A,53.02982149221115,-40.31658950313716,A,-165.4286241539116,-24.176399549336132,1
No,C,-176.15512501196835,A,B,-79.7236274636618,C,75.61136662724913,D,A,D,-30.331357854516682,-61.511604904274485,A,-91.73194725260669,-2.6903643852942865,0
Non-Veteran,E,88.90036437638491,C,C,-19.563525749607074,D,-19.487780550859487,E,A,C,224.76278135963085,236.52850401108805,A,-98.04791237103949,39.078149051518025,0
Non-Veteran,D,-21.023622784415398,E,A,-4.019827795322761,B,-16.896597098347556,C,E,D,-112.66733675899829,1.5974789949793309,C,17.036638683185174,95.65002699312063,0
Non-Veteran,A,126.8092477177573,D,A,-116.23279935253663,C,-154.21071588431613,C,B,E,-45.99640628722514,-98.27954230799747,B,195.70009750099803,91.57048560584091,1
No,B,-31.391007025496442,B,B,45.2454302941753,A,128.50171078827367,D,B,D,117.69357076632976,-12.268738069302772,C,-148.41883413881146,-108.59293258806318,0
No,C,-258.6921371053017,E,A,-57.096341890492994,C,39.35421176372495,D,A,E,-48.01594956122875,-25.537999320142834,C,72.22362976247685,-8.56270576943454,1
Yes,B,-12.21582199595706,B,A,71.97388874913949,B,-80.23547299781202,E,D,E,-72.66618723315338,31.451481800326274,E,-168.33984292058412,-99.76284645818286,0
Non-Veteran,D,65.842294741747,D,C,6.5510136618473185,D,34.51565728483122,B,C,A,-46.3848931891155,-19.421440462399357,D,42.897901329416285,108.1649574919363,1
Veteran,B,-88.72296081664753,D,D,-95.12623525701298,A,-63.58381218516617,E,D,C,-125.19132202999958,77.20182988034477,E,17.447199451533827,-140.54791796195823,1
Non-Veteran,E,40.70746988031376,B,B,54.3623355923912,B,108.20851255120078,C,B,B,274.3666570523541,-76.135899993333,D,0.8876142178845947,-100.1582010146356,1
No,A,-42.77659902545457,D,D,-42.867653447662214,B,69.24971953817743,A,D,E,152.5243308332269,131.49509273287262,E,-167.4719138624867,11.82140584325606,0
Non-Veteran,C,44.5221371673664,C,E,13.95147330143891,D,21.47789029461458,D,D,B,157.96334427665923,-59.455210267417144,D,-135.18751018270592,-184.6227361739271,0
No,D,-186.29065177738,D,E,-1.2382824425427434,E,-43.650224543235296,E,B,A,44.83249606453026,72.99306159269905,B,47.88620310740635,-134.64722286596898,0
Non-Veteran,A,-9.501150858768858,A,B,38.45791562433936,B,-148.3422877511884,A,D,B,-45.82744801390248,125.43978884960936,E,-37.47967261898448,149.50846627338447,1
No,B,92.81031754866015,E,B,-52.06550200845166,E,133.85456237400305,E,D,C,-71.79617180809336,46.219389747223886,A,19.749676399666498,-21.97428407223475,0
Veteran,E,42.70571732210751,C,C,60.342678303105224,E,93.5907603625484,D,A,E,104.55338407081989,-22.958076417831318,A,11.309854414874827,89.71716394920635,1
Non-Veteran,E,-112.09337589951953,E,A,-46.38648429654267,C,41.36654160244617,A,D,A,23.858434156136408,7.579125366279257,D,-78.2272117204921,-36.093322846251205,1
Yes,E,-129.8531337347205,B,E,-37.45459272154783,A,190.62622560816337,C,E,E,161.56087811608094,134.775229690225,A,-131.4521589855382,78.81504246676647,0
No,D,141.3680158388502,B,B,-16.226333050449707,D,-186.42181940219325,C,D,E,-87.26844738119773,-29.149997825064627,C,-55.546917182591926,-56.029307653979046,1
Non-Veteran,C,100.18890711281267,D,D,-81.39540784599983,A,36.14837861958459,E,E,B,-97.23148737463832,-6.471147738023609,E,-1.9631894768945206,-44.80274207751261,0
No,A,12.20825147004818,D,A,-107.29182662093166,A,22.36003421050838,A,E,B,101.39492783869528,18.815680639311292,B,-111.44349214470051,-19.539517568357674,0
Veteran,D,130.02426024881885,B,D,97.34459263449402,E,-27.58308819291112,C,B,B,36.344854185578484,-181.00366603511523,E,-31.29144259719489,86.44435497709236,0
Yes,A,-119.95680021852813,B,E,165.4544949135913,E,131.09803423006488,B,C,A,25.627021248272918,-52.25742560063929,C,-22.713959920097036,-224.8771350995825,1
Non-Veteran,D,100.41613769817492,E,A,17.495066360565158,A,-16.94288955920448,A,C,E,111.0537256401263,-18.56497449862681,A,-23.69081862326139,81.1555001983172,1
Non-Veteran,A,186.7717803624463,C,B,-12.346237785909338,E,-187.3132226458307,B,B,B,34.05014082961591,-3.634406529420887,B,21.794833370498896,141.43078053615233,0
No,C,40.26878309267431,E,D,-148.39470447487705,E,139.07449653594105,A,E,A,-84.48594429163191,120.70957150527171,A,59.31722137695353,156.12998216642055,1
Yes,E,-73.01069996889476,D,A,-60.64916547266252,E,93.39136929099222,E,B,D,-67.03099832244143,-216.8843964599985,A,211.34248654479615,62.749111569786166,0
No,B,-54.32549199059662,B,B,53.22445880201374,D,-201.71656693334458,D,B,A,-42.39908083592654,-0.646941435590496,B,43.00620253771078,110.40909476870387,1
Non-Veteran,C,-71.39050495313586,D,D,3.8057185504140127,C,-31.46208778298344,E,E,E,-179.03008855925884,-123.12101272702812,C,62.50644797349647,-131.6299216341742,1
Yes,E,163.25906352143662,C,C,151.41626906425375,E,38.99184283387515,A,E,A,-103.1266433137306,37.288576916467605,A,-12.807115853529089,-45.34282140544662,1
Non-Veteran,D,-61.58879881768263,A,B,11.716907326474828,A,-80.44002657099296,C,C,C,-92.96418062229172,-194.25047106169467,C,-80.38585069717121,-134.54701721019904,0
Veteran,C,-57.073565828927165,A,C,195.94791951447476,E,-61.61351006666309,B,B,E,-61.91812348674392,56.5767627960039,C,15.646677422404744,-17.311006913428322,1
Yes,B,41.53971251618475,B,E,30.750981059258475,B,-88.76437364659326,E,E,D,20.987138426012883,-195.5551328249455,E,-170.19524407113954,128.2624353861882,1
Non-Veteran,C,54.81398757342342,D,D,-2.4071659727587953,D,25.94667906227725,D,D,E,-55.77201340798601,50.72946511794376,E,-13.998800721176474,-13.328916621144618,0
Veteran,B,-29.52992405834624,D,C,-70.28614891122223,B,87.76403512327485,D,D,D,68.33669089422459,122.81793671857648,D,-0.10692550589604106,-41.9877114063094,1
Veteran,D,-88.02756008190165,D,B,60.14280775159413,A,-25.099010075973105,A,A,C,-15.038674300472039,117.4957036072438,E,2.0954952617303007,18.93227687870394,0
Non-Veteran,C,-41.69413484913677,E,C,59.65362410710262,D,27.846232574382277,D,D,E,-49.80408140141501,155.25540088374788,E,25.498069221978902,145.90868143334333,1
No,A,120.41661159131726,A,D,12.309567335788723,B,81.19579221776615,A,B,B,-133.51562551589114,-85.75837462622562,A,198.89557777410246,49.55418532046745,0
Yes,A,102.8323416145263,E,E,-61.55838014442191,E,-15.284475500387787,D,D,B,-145.58250032522503,-94.21110688326458,E,150.75295062951878,-142.82083223532754,1
Veteran,D,54.42448602503177,B,E,-40.11386425806066,C,146.41302771368672,D,A,B,20.241295044133402,81.75661766503339,A,-11.819782288999487,-75.61983729262465,0
Veteran,A,73.34045988729956,E,D,48.12008881983753,C,48.681322596425055,B,E,C,154.3814123579586,-75.759826102689,C,-72.13442550426772,58.80326716462333,1
No,B,27.252034925581665,A,A,-75.85947033121923,D,50.692654898314224,A,C,C,98.68051729973489,-47.52153587842177,D,213.39374350236716,118.38018100918578,0
Veteran,E,-43.17554577950849,E,D,36.51180683650403,B,199.56311743494015,A,B,C,-114.07435942135163,-154.54638717425587,A,10.865244030897573,-152.9629422023352,0
Non-Veteran,E,89.91069265884518,B,A,-20.55181781415182,A,-9.931819514084392,E,E,E,-1.1586316670914472,27.956479893177328,D,50.170734414379325,65.39329246454,1
Yes,C,107.81019924502485,D,B,13.615603673995977,D,80.2427747191916,A,C,D,-54.70876323842092,141.31330768121987,C,22.94265812112533,186.9313170816192,0
Veteran,B,85.30385567837016,B,B,16.81179084510165,A,-6.003607179998955,E,C,D,55.514800232335894,-13.238826417473911,C,-107.27355937535967,-210.53841432901396,1
Non-Veteran,C,-77.95508642155927,E,E,13.782846778898753,D,-79.73091552556318,C,D,D,126.04591020351599,65.9160198285924,D,-216.38535867994455,-8.524073999907495,1
No,E,83.90065750020639,D,A,-56.10096775945161,C,90.60802056692194,A,D,A,82.59561038506324,-7.173175510403536,A,250.65234401931087,-41.58492166061662,0
Yes,D,139.24472690523507,E,E,119.45904949338907,B,-45.68455373193895,E,D,E,-33.2345434666383,-94.61101857664119,B,-197.56603577340377,-47.39738031222806,1
No,A,-95.7166971665411,B,B,-117.9906575157986,C,-162.9136211266681,A,D,C,-122.84984707247162,64.26602936547349,A,-60.91101204059045,-70.79060313968404,0
Yes,B,-223.7126920176415,D,A,88.92736468556188,B,-20.31378036778998,E,E,B,101.98148340195144,202.3551261929602,B,-94.76170129342066,-23.777765106962235,1
Yes,A,19.3624865357374,B,B,-15.564364707501168,B,-33.69551508686149,D,B,C,-51.708126033263305,-116.6170362298078,D,-186.0734831890396,-52.41541274247804,1
No,D,-29.92665735425659,D,A,47.537764857586545,D,11.023066106839616,E,E,B,-35.80157738803747,29.88437981746488,C,-12.62522876367341,-113.15909391156333,1
Veteran,A,-39.6941602963614,D,A,-13.213018642441698,B,-54.86257449146926,B,E,A,-9.693067173241847,31.930190991374968,A,-30.04902521818843,106.57391248904446,0
Yes,B,-231.5736592637117,B,D,183.98065842999586,E,49.05027081069607,D,A,A,314.0675781594423,58.848099038964854,B,-47.92071252101911,-25.149819160724217,0
Yes,D,149.0436041757547,C,A,-114.81828344355043,C,19.84896006632355,C,C,A,71.5851232722093,-88.06443003171488,C,71.20481450593972,123.1064605000598,0
Yes,E,-25.459908018964956,E,E,14.464241872052398,A,-41.63163453528288,C,C,D,99.50106978679764,-140.94693805043775,B,-46.83012865925284,-93.53904401029419,1
Non-Veteran,D,-20.307786143695164,A,A,21.404381030666304,E,-27.599339171612165,C,B,A,20.568345906055214,130.87338439477386,B,50.225976116357074,20.48168944636106,0
Yes,D,38.590462485987125,E,C,-28.68447154703843,A,96.46561091842327,C,D,D,-242.97114458136173,-77.55835299956887,C,-39.97951783724155,175.13938335348743,1
Yes,C,120.30103641812751,A,C,-48.82384605977608,D,-116.828497927015,E,D,E,118.34562444558179,-20.015338203466086,D,140.92769897005834,-59.26090730282934,1
Veteran,D,76.81630965410096,C,B,-46.47720417336568,A,86.97829586906084,E,C,B,-48.359464332079725,36.65387183604269,B,38.84049365820057,-49.113562326304084,0
No,E,-50.394203103071824,B,A,26.64690575741885,E,3.063146035776453,B,E,D,112.339017639958,-77.33696354474911,D,-64.59726257210572,-47.59488549304068,1
Veteran,A,156.81508773721433,D,D,38.21547846616043,D,109.00144889409087,A,D,E,-232.32259173969467,-2.318876677655312,B,19.52736302975472,-126.64860993468096,1
Yes,B,-134.0193575198894,A,B,-35.38481685681024,E,125.40016474431961,E,E,D,-9.660766511308546,141.2216939071635,E,-111.46359368814014,102.70006121005521,0
Yes,B,1.0205380316853236,E,A,81.42746798899569,D,-142.60929125761686,C,C,E,177.7385104262506,-120.24057742542091,A,37.28029936027506,3.580705801777252,1
Non-Veteran,C,11.293662454098339,A,A,-24.987151312081153,A,-79.89146188750868,B,A,D,-21.258850505624938,115.92229894271343,C,176.40585110310974,9.730588856191567,1
Yes,A,70.2596415027142,A,C,-172.04323659065543,B,64.95903732852229,A,B,B,-93.45034981282228,35.38738777785216,A,186.9662062721402,144.24251400082818,1
No,D,-41.90407358511096,D,E,-141.7551375963106,E,2.7463493779144805,B,D,C,63.75757401407888,-123.34733251943553,A,123.51427444679548,-127.31667939446129,1
Yes,C,-107.02767831939539,B,D,126.80305205532625,C,-123.20863778167973,C,C,E,-11.962544966317262,-1.4292304331774415,C,-64.57146197662318,43.304270515862015,1
No,E,-55.15114772594666,B,B,104.25087276481202,B,52.07288712623544,E,D,D,-35.64955681518679,-42.45154045948639,B,99.61869560541012,56.94367683212036,1
No,D,-82.43100816182285,C,B,-125.25911453144161,E,-49.696120729058904,E,A,C,233.00126201620333,-43.36687021433215,D,120.55754577695528,154.83814154863234,1
Yes,B,110.73708802868137,C,A,-186.09309528487555,B,-35.49461504855535,B,B,A,30.822495421208966,-60.117433513496266,C,-37.13152107095122,18.267867442378748,1
Veteran,A,0.07038304421991474,D,A,47.083679416269305,A,-89.00729382034474,E,A,A,74.7120430634185,163.79060339639426,E,-35.254126168921154,16.7151461172257,0
Veteran,E,-44.02045564921738,C,E,-60.333288405358076,D,-25.909096426263527,C,E,D,119.68039378684725,-99.14274889944004,A,-13.664312810618842,8.586525567966989,0
Non-Veteran,C,40.52654616392981,A,E,34.91708877210439,B,28.892985222911626,C,B,B,124.31079512486998,63.02399842341951,D,69.57804982579586,30.73710588847927,0
No,C,68.3429263308415,A,B,-129.62399879662442,C,52.11949552996374,B,D,D,-75.99282394808812,-63.60818702616042,D,20.78619454498828,8.529279590288246,1
Yes,E,20.681973218159857,B,A,-24.271660575908598,A,-52.9669378980567,C,A,B,-69.97302086163414,93.13533787117086,E,-54.16468653352404,-50.117289876008606,0
Yes,E,203.8299978646642,E,A,-55.43799941357385,E,44.397365240561165,A,D,C,-82.46280126273335,127.62435756174375,C,-113.4092534351036,-57.73909037109025,1
Veteran,D,-108.4637349881992,E,A,-41.08929344572745,B,121.64625788825398,C,C,A,-17.15723597362528,47.884233778656586,D,52.38826738663334,49.701033857502686,0
Non-Veteran,A,-130.56281044890474,D,B,71.7817146924841,E,12.421336754150351,E,C,B,52.30118584257143,108.43340814281433,A,98.82500381075178,59.77271200824491,1
Yes,D,97.80351254672301,A,D,107.42608448941075,C,23.139117831541473,E,E,A,107.47332545976258,11.49101399571869,A,80.25649989016111,-115.94932561591477,0
Non-Veteran,D,114.04182657815632,A,D,-16.497740917263958,B,-35.68116370981245,E,E,D,185.37615610145747,16.88746112309614,A,-82.11836664542858,-105.40760618982772,1
Yes,A,-57.726789485135846,A,A,-33.19414796081325,E,-15.594821414479085,C,C,C,-83.51859045036429,-96.52910694043499,C,53.94449768961632,-51.3825663298881,0
Yes,C,124.00585705188334,D,D,-87.70918738448256,E,110.28198767575408,C,C,E,37.515136561303905,150.14349602191172,A,-46.55554965865721,-36.91195343967169,1
Veteran,B,4.950557690558622,C,A,-88.85581406255012,C,-97.9968369143024,C,B,D,-1.4009098185036597,28.82139482297849,A,19.373091394272844,22.200242822708038,0
Non-Veteran,D,2.603630653177297,A,C,-36.44617856921774,A,-182.54552054007556,E,E,C,103.40310250568798,237.32637895717673,A,101.10336138351701,-151.90671079373817,0
Non-Veteran,E,-134.39849415495627,A,E,46.4314171631067,D,-2.6333350796708017,B,C,D,-128.93066551876748,-174.6144445335971,A,35.75541757234847,-223.61135141916546,0
Non-Veteran,A,9.581882728864226,A,A,-70.99219018038801,C,-145.3849720461689,C,C,A,-28.154475601183027,-169.3006823870194,A,63.30843201250488,-259.1183619614519,1
No,D,-142.35663378981818,C,C,-95.06704045978103,A,188.2547990045826,C,E,A,-26.72626166913925,-69.13210184939659,A,33.32871742493922,-167.26940061536902,1
Yes,B,108.22318156013814,E,D,166.26484619336537,C,194.15872840107937,C,E,B,38.679551177485585,-11.785402162125443,B,121.21964031429486,-22.423531238591153,1
Non-Veteran,A,58.88335314545594,B,D,28.507722654540007,B,-78.062336260307,D,D,A,103.17890899293185,-47.53865945272926,C,-94.43817343789438,9.801657232161485,1
No,E,-126.87618560129921,A,A,-53.31524246031949,D,42.83187917143796,B,E,C,-59.333255654915064,275.4348531476818,A,66.21259270552748,-26.803785791277896,1
No,E,42.49746427101554,D,E,102.87393982370934,D,-49.43788962531951,B,A,E,12.419275522921142,-36.06949124177725,D,10.94921472271498,-38.596598078748414,1
Non-Veteran,B,18.695114368727715,E,D,-28.96718952431983,A,15.417359750686959,B,C,E,58.5307981864203,-14.818029173556269,E,-90.27231944012316,69.4517193921103,1
No,E,-0.6768340664470328,D,E,25.321224695076477,B,-176.82481735379523,D,A,E,100.01697620464871,-95.46373972511138,C,-132.38637780612945,-51.56972312467266,0
Veteran,E,76.18068656065763,C,C,-31.195163987970886,E,-62.09311063376845,B,E,E,129.74513125337174,120.13606856567974,C,-72.74616367212437,-4.457922051515674,1
Non-Veteran,C,7.493707983493899,A,C,98.07316792099925,E,87.63757694057136,A,B,A,-84.03260132288115,33.957530889376386,E,-35.53374685129687,149.47360768229305,0
Yes,A,67.69179015393789,B,B,-91.40901659590088,E,9.294754043202529,A,C,D,4.2584957780200465,-104.17937431304118,D,-47.80706580633609,207.50550692772353,1
No,A,-83.80583911242364,B,C,96.34210212111672,E,-55.458226581138646,E,B,A,56.939791713043256,-20.52972256180001,E,-29.66421552063303,-111.48454368260641,1
Non-Veteran,A,-182.45303821881876,E,C,-140.88124308900348,B,-119.30482899227985,C,C,C,-69.64943107374597,-74.43048069529038,B,-107.57552741069887,65.87321887511321,0
Yes,C,-20.53444758023297,E,D,106.30400601877088,B,-160.34577657860032,D,C,C,197.075862349528,82.01568571618655,E,23.797106227612883,81.17548104130165,1
No,A,-10.998937216622485,B,A,-117.37257622573938,D,-86.29622995983289,A,B,C,76.68784468140039,165.5725798342239,A,6.312736686126852,-76.027623683074,1
Yes,E,42.72846455425965,E,C,-94.55883027829377,C,101.09598205203115,C,A,A,226.8872623223472,-137.96561003987208,D,193.44408019905597,-32.42889352923839,0
No,E,-189.7364585935454,C,C,-12.046040502286187,B,26.37316700623967,D,E,D,-29.74783547608178,12.83760241571029,B,-48.26538448784371,-110.50308664433817,1
Non-Veteran,C,64.77579803964363,D,E,-26.825466866410853,C,10.533853853271328,C,E,A,-69.61103604549467,2.0727723707900596,B,23.774594959682986,16.796565928909448,0
