genero,marital_status,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
F,Divorced,Yes,B,81.14660861574767,A,C,-5.540596547723933,-45.154008331147296,-84.04161618696897,B,A,-27.78283475649396,-50.12685407997224,D,B,D,33.496866669995214,B,-44.31357375031923,1
Non-binary,Married,Mental,A,97.80610818962067,E,A,14.651481113965357,149.96313067600545,12.042532015318965,B,C,15.488402225189635,30.812032877440153,A,B,C,-101.62595974073949,D,78.55549566479779,1
Non-binary,Married,None,E,-1.6218566766099123,E,B,-207.79224582637505,93.47711083167464,-22.028121760004023,D,D,24.422183685472802,10.131695107108454,D,B,D,58.594562949370335,A,127.60509757836671,0
F,Married,Mental,D,195.87696952280632,E,E,-80.23840440928154,-233.1663545270968,-3.832977350769331,A,B,-29.996800897316305,189.38226868367082,A,A,C,-115.65627670087935,C,-132.5003341092458,0
Other,Divorced,None,B,-48.1043058242854,C,D,-50.67176712150222,-52.59932844767109,-101.38811881710544,A,E,-36.32734418818265,-25.58566550394853,A,C,B,-150.16915504127007,C,-5.399018807270016,0
Other,Married,Mental,E,68.6980612804237,B,C,-171.98559188298958,38.17231942596375,-173.40933414594434,D,B,90.70401415924876,-146.48907757700155,B,D,C,-196.30553800723567,E,97.68851713487663,0
Male,Married,No,B,-191.7669093093789,D,C,-117.35601913096976,-152.6369905689391,10.424241960724125,A,E,-67.40665952326634,-107.9706900755514,E,A,D,69.4925724265698,A,-32.99820162490161,0
Female,Widowed,None,A,76.76248082503503,A,E,47.588309162561764,-49.93438100892258,120.22588695048555,E,D,-122.45371415342412,97.72794702910741,C,C,C,159.63193038497224,E,59.665458386554036,0
Female,Single,Both,B,-2.3952306596458204,E,C,29.56375082428738,103.61300909328645,80.26892829326188,D,D,159.8403437419622,-185.6683030494992,B,C,E,14.283245075257273,E,26.286405425168336,0
Male,Widowed,Yes,B,-238.93360803932063,E,A,67.796969369373,-42.18221952353577,58.82731539430296,B,E,-67.87810531090771,-18.745102765588648,C,C,A,-66.303686516597,E,50.270633751425365,1
Female,Single,None,C,-110.1776684146112,B,B,-45.37952799763632,13.603055321791368,-77.58253483713192,B,C,94.49585973412935,91.75402783720904,A,B,D,54.18373903440936,A,108.29075108664723,1
Male,Widowed,No,B,-50.720747233207916,E,C,-63.74347710600405,-36.396611437891316,-102.79171893760868,D,C,-116.22973603129188,185.82987600596473,C,E,E,88.17322369287743,A,35.32260096188512,1
Other,Married,Yes,B,-21.361657825355298,C,E,-65.7238558268653,145.41818300160904,-47.671562188415706,E,B,11.215343180652901,259.8906572585194,E,A,A,58.451469253699905,D,91.31638293327245,0
M,Widowed,Both,B,-76.48421578579867,E,A,17.168517029013618,100.86450578814097,-12.495530030486632,D,D,67.33911252218086,-205.05600235770237,B,A,D,79.85728910586722,B,73.42320914876696,0
Other,Widowed,Both,B,19.697411780710464,A,C,-117.4420395698601,41.508932989837035,-127.83588457624964,B,A,-14.76976311546751,-84.19438021251501,E,D,D,-35.347340767251474,B,2.8758757670649184,1
M,Married,Yes,B,85.11881275609564,A,D,88.5277358439581,26.95271960868666,-126.23632414807231,B,B,-44.13194675512967,-103.98387386593555,D,C,C,-25.32320731152753,C,112.86351788542012,0
Male,Single,None,C,102.23513070303878,E,A,2.9111739261352185,9.437920983161352,29.56364536694312,D,B,-173.30275651180852,-136.20199249531987,C,C,B,1.8834515723312906,B,123.6294698239902,0
Other,Widowed,No,D,-89.57393561330156,E,E,117.60036488237779,17.413051326215463,-30.683328866793925,D,C,-214.75846215870024,-135.24091269198885,A,C,A,110.33592968131494,B,-19.106928508332846,0
Other,Widowed,None,C,-35.81786296645171,C,D,-0.4088041880008687,-82.64793005441736,-74.4951028069046,A,C,-26.825021986335564,63.61136899490383,E,B,B,-84.9434148662534,C,214.72900277629182,1
F,Divorced,Physical,A,-208.9886665671961,C,C,174.82938305476915,-62.188743764436374,-72.67662432705492,E,B,-29.065642744947105,55.19451772330436,A,C,D,127.88549387493488,C,-91.20466631205616,0
Female,Married,None,D,21.20138956682608,D,B,-136.36962332956898,-0.5915853994011605,167.59544724126033,D,E,135.1673558621171,-172.6243067269097,A,B,E,49.85091880461336,A,64.31184200163885,1
Other,Single,Physical,D,-175.6391427931792,B,A,-75.383948451282,-92.35194766192018,19.169101026782435,A,E,221.50519653833376,102.0402997734172,C,D,B,66.84310850693855,A,-12.84573957671129,1
Non-binary,Married,Mental,D,-29.96390014885567,E,D,11.589916882315269,-138.36891010936637,163.67498893077607,A,D,-48.1565443863679,-101.34961888836666,D,C,B,-148.6809284309485,E,-73.14996699571374,1
Female,Divorced,Both,E,-26.808149751712474,D,E,-15.438122242201924,-86.58050773286007,-20.34427597715424,B,A,34.31783535017047,126.32745987582321,A,B,D,-76.20490610048086,D,279.7285037703642,1
F,Single,Both,B,-9.327684025094431,B,E,137.6787819140795,218.92715984418126,119.24443585954425,B,A,-151.57099934598853,190.3149854646962,B,B,C,-185.41521666711796,E,-26.80307072626927,1
F,Widowed,Mental,A,86.2771690928678,E,E,30.612771270933287,8.130417705916457,-244.57092687560413,E,A,-166.31725425927237,-21.141428459741128,B,E,B,60.331267223447135,D,-48.9164210948352,0
Male,Married,Yes,B,-71.12093721831403,B,D,-172.94777759033417,32.92074881219517,-101.32522448468752,A,B,238.82758700584793,77.87491404445596,B,A,E,56.90372363523133,D,-109.18432204772088,0
Female,Married,Physical,E,-253.09242233609086,D,C,-169.26957656006172,157.3890133945377,-158.97383244922003,C,C,9.043268700025688,-265.3484771163973,E,D,E,27.642175267752684,E,89.1083121951999,0
Other,Widowed,No,B,23.929692795191006,C,C,74.84952253899179,136.29568158423214,113.82754449312979,A,A,-45.22394160384771,78.1430318284993,D,B,D,25.550443105140662,D,-1.4884819801005595,1
F,Married,Both,C,119.24547938481398,A,D,-45.88352096910779,-123.19779950882534,145.5183395806375,A,B,-149.78263795220326,-96.18064900149774,A,B,C,-67.8428733830969,E,181.9889259102087,0
M,Widowed,None,E,-90.07497775105374,C,D,-64.38280643676893,-189.476508739122,82.35464806895486,D,E,12.724361463681094,-172.41948803177434,B,C,A,107.25631684775452,A,-82.60374634893182,1
Female,Divorced,Yes,D,-46.48322496640213,E,E,-96.51961711539045,17.583652595034795,-140.07147921921595,A,E,-89.41910132380426,58.979379038797084,E,E,A,137.63336208060005,B,94.11991318814707,0
Non-binary,Married,Physical,D,77.95633074859768,A,A,126.16290693042384,126.3768004458983,105.20698850012995,D,C,-87.99965739557359,-51.43077481486418,E,E,E,-95.26042368725449,C,-206.199739970885,0
Other,Divorced,Physical,D,-95.27208795054885,E,C,30.868414220902114,-20.65359754349752,-34.88562310922955,B,B,6.114553752269156,-72.36126441439275,A,D,D,18.273883446205453,C,13.572598829317158,1
F,Married,None,B,-225.6903509465606,C,C,152.14367736569912,241.17334370736066,53.30214358239782,D,E,96.78823834610985,-3.943069328358728,B,A,D,-22.019499557753445,B,-20.931319715538873,1
Non-binary,Single,Mental,B,218.68525912767055,B,A,-92.09935831338055,-102.01368965618119,-102.4159324680761,A,D,-58.340598039505146,-4.530443706213115,D,B,A,99.02223468309278,A,72.57381463621921,0
Female,Widowed,Yes,B,-10.941672406844699,E,B,-27.227910577245197,19.699026276598715,-67.73561349932412,D,D,-65.39769985986345,-153.6834130421284,C,A,B,125.35364747557153,D,107.35485229726255,0
Non-binary,Single,Mental,E,96.31490073338892,D,A,9.863565638712094,-69.09879973620924,20.93553640810508,E,C,-213.77894821719724,-66.26622990136515,D,C,A,-73.67906339908838,E,-28.461370110742372,0
Female,Married,Physical,B,67.82470711709165,E,B,-256.7306507921438,-0.5348644032907272,2.132994121856935,C,E,-36.30455448784758,-4.002502028431216,A,B,D,-59.688094195466434,D,15.217090910067373,1
M,Divorced,Both,C,59.92569883305998,E,E,-133.2470687699612,-10.324376363276349,114.60518396073721,C,B,-50.12211985305256,-76.57330703793266,D,A,A,59.90049465597357,A,9.921949847132082,0
Non-binary,Divorced,Yes,C,-122.14407259524049,C,E,105.19741190563174,65.890162164503,-192.04464736297868,D,B,29.4511098934152,81.00668605292233,D,A,B,-83.82544797907691,B,1.021534905953356,0
Male,Widowed,Physical,D,-44.87996374430638,C,B,-68.56607045449896,-16.691254732807963,32.22637426850354,D,C,-12.435801641594391,-201.01421320748045,A,A,D,-26.311324948286458,B,182.62701311106434,0
Male,Single,Both,A,72.16443342789314,D,C,21.987344827614525,-146.98405498730202,-13.972966712353948,B,D,-65.67992007710114,45.7360336824233,D,A,E,10.752334363124989,E,112.30738824798617,0
F,Widowed,No,B,187.13233063109942,A,E,7.501886469298357,9.170844400055024,-57.655353031476665,B,A,-45.91526477976203,39.960804839114125,D,B,A,128.16847098152897,C,60.708659936135255,1
F,Widowed,Yes,E,-134.5384397527233,A,E,-67.20535946932831,20.23159154842723,96.62218167694083,A,D,35.28193332133436,168.93678908905062,D,B,C,-38.133553314184034,C,-19.102490760727363,0
F,Widowed,None,C,-30.489054450503943,A,A,35.26613082581258,82.9357345580647,49.300782326761905,D,C,29.39540234259233,-82.12542811724116,D,E,B,192.2565327295331,E,-207.2798418128111,0
Non-binary,Married,None,B,34.08852985461686,A,C,79.96548316055284,-33.020531682278644,0.4211814793569664,C,E,11.108354102569603,-19.64225402268201,A,A,A,17.70043699138806,B,54.86079889852423,0
F,Married,No,D,115.87674021896682,D,C,118.57921458517822,-79.11168218816827,-136.3932752417541,C,B,77.81944351352897,60.945904271543206,D,A,A,-125.12078716045288,A,-52.285212606097495,0
F,Single,Both,B,28.221581613629613,C,B,-8.685093771679332,-94.26488510984439,-66.50184517416078,B,C,-36.73586869060879,2.168469206125668,A,E,E,54.94034397022758,B,-46.643829025500416,1
Female,Divorced,No,D,157.93242300937632,E,C,34.464683093657115,-63.598684034434726,51.087010744185136,D,B,9.718183931447392,-88.3708206127027,B,B,D,66.03730598004528,E,44.1525711981499,0
M,Married,Mental,C,48.358911542226544,A,B,47.87527528157432,-133.05561863023223,-145.75563236758413,A,A,-21.791348667511695,82.41865030453361,E,C,E,38.364699458469644,C,-61.3134882619407,1
Male,Single,None,A,-71.1439992888806,A,A,-189.32822316736338,11.641417542767691,74.50343957950768,E,B,-93.807963779538,-6.808810357511984,D,B,E,25.646830364494743,E,-54.428721916370435,1
Non-binary,Married,None,D,14.221612750832646,E,D,-96.41166089640228,-235.95036920713284,-257.84515229803225,D,E,-75.70261513764132,-36.16477515828686,C,E,C,20.413589926454577,E,-77.22308197053258,0
Male,Married,None,C,3.1589087465162304,B,D,-56.625913391767035,-82.74694295961945,-130.3463240246874,B,C,13.365447941703815,42.52206880616603,C,B,E,123.64830028631759,D,-235.44207088292163,1
M,Single,None,D,-145.77115044091457,C,A,61.16343444709826,117.82438380481686,153.77748365793911,E,B,-4.880877712875503,67.43304824738783,E,D,D,-47.489209944364724,C,-158.96879997601866,0
Other,Divorced,None,C,-131.78192646543098,D,C,-4.537493838172584,-26.85072992905263,-45.43599600572521,A,A,47.975356560585844,193.06300659142647,E,E,B,121.57432513415829,C,-172.85709940114012,1
Other,Single,Mental,B,124.86664681090949,C,E,-135.67171888415464,-30.606452510973583,26.342076962118266,E,E,22.25057159472081,-55.631135601560736,B,B,A,121.2861659474316,A,-15.705960308018744,1
Non-binary,Married,None,B,23.871763243851028,E,B,236.58403338147173,17.3239494971782,7.945041578865681,E,B,-70.87631139568293,-103.28909640625712,D,D,E,-126.10591704768434,A,-70.01006370569895,1
Non-binary,Widowed,None,E,40.52579395049439,B,D,-0.9710251937586348,-82.37485120487,-18.870211536725687,B,B,-47.86507731510712,225.38523037734052,B,C,A,-12.051324771469464,A,-45.556454962053195,0
F,Widowed,Mental,E,102.21623926300455,A,B,-27.334182187589718,-78.81885137427682,-91.6997689732716,A,E,17.505491532416027,96.73150646243602,D,A,D,-18.243692459590257,D,-86.5115769830066,0
Male,Single,None,D,-128.90706804572332,A,B,46.971577878204535,17.444320290596004,198.67984793539938,B,C,-79.93026977180585,35.068687654772255,C,C,A,-213.7582835441361,D,87.6268813811597,1
M,Married,None,D,-147.7594186217275,E,B,197.14549456811355,-57.87817033984528,148.83163033512864,E,A,25.445211316061673,-78.070718607658,C,D,B,32.85444043742311,B,68.77803485905443,0
F,Widowed,Both,A,0.9361825761027155,D,D,59.3874949952109,142.63131481043555,-197.57891015619714,A,E,93.09434159309852,160.11621331541937,C,D,E,143.96041821581065,D,237.08306956863848,0
Male,Single,Physical,B,41.7204075752402,A,E,-47.69408208849361,131.70595272793247,155.94305748573407,B,B,41.05760793227427,94.40899743524392,B,D,E,-170.28972959569225,D,82.49111973632549,0
M,Single,No,E,90.15947866993133,A,B,141.7923673641704,-95.68492464299811,140.0036996690125,E,C,-1.4083957984195972,-281.6404702708805,B,E,B,-218.210227085905,B,-103.29962761143537,1
Female,Divorced,No,A,-21.72746302502356,C,B,113.564177138584,58.37426559074921,83.84431559177307,B,D,98.57031610278116,52.42005198156713,A,E,D,-178.68792037237066,E,31.6773633358589,1
Female,Divorced,Physical,A,49.6562529936434,A,B,241.8827219432548,44.82324235911225,-82.33630003363356,A,E,-3.3887915438825646,-11.122654530862484,B,A,E,-215.6744783986535,D,-99.0028452155201,1
Other,Divorced,None,A,-83.57663510808794,D,E,49.08696721755012,0.27635004236915883,70.78001760461883,D,C,172.03024697529273,191.03821586420645,D,C,B,123.04681488782194,C,26.51398398522255,0
Female,Widowed,No,B,-6.280650963752639,A,A,169.41353119635198,-62.089847484047766,44.54841443738178,B,E,16.593372610233683,18.486636525654994,D,D,B,-137.51343199129556,D,8.135952439225802,1
Non-binary,Widowed,No,D,165.56082050496113,B,B,-8.06901283538769,53.55457785198018,35.39511799136182,B,B,-28.372289483817653,58.659337306804446,A,D,E,-88.48768481760932,E,99.8293904254402,1
F,Married,Yes,B,64.033771108666,D,E,80.7701621612457,-43.82763981425403,-22.21932649452788,A,D,-77.10899846435264,27.768557344437482,D,E,E,-13.232890641067241,A,111.5114451624307,1
M,Married,Yes,D,59.41888669465183,A,A,246.5410558549295,-19.845876012649533,135.181085643857,C,C,-0.15782978280861384,-17.7803654794516,C,A,D,-47.61704695407871,D,-1.6381796885117181,1
Female,Divorced,None,E,-43.35360204647945,D,D,23.099922046139042,185.97355648716186,-17.56734380504314,E,B,44.79749271422816,-18.629288745590937,C,E,D,24.077075161489933,A,-121.39429356400836,1
M,Married,Mental,E,-112.08539776150089,B,A,119.3494909455464,24.296165682972717,159.28100838599426,A,D,37.87935130084423,47.51915105384786,B,E,E,171.65046759296408,D,181.4049864018837,1
F,Married,No,A,-50.450524751500524,A,B,136.46420812618786,25.23317418202902,-218.03812734589704,B,A,106.19898788914045,97.6621533672842,C,A,E,82.59404813017525,C,-20.048891975182006,0
Non-binary,Married,Mental,C,-111.65223193482441,E,D,-136.01157042186344,57.18288766718679,21.217553145514817,E,A,-54.513232038797845,-203.801135349681,E,D,D,-225.97604161227522,D,-173.54557246911247,0
F,Married,Mental,A,172.58938298947092,C,A,-203.7967999176612,-30.56889758165231,-107.94368651624855,B,B,42.32820367953419,95.91074550385449,A,E,C,96.26279117062197,C,58.96335293593926,0
Non-binary,Widowed,No,B,58.09529544833501,A,A,161.47062383528342,-202.9517466752209,-19.63180404173908,C,A,21.160415398405778,-2.858930330906153,D,E,D,-59.75648769069718,C,-147.54000148170826,1
F,Divorced,Both,A,-188.47333264973042,D,C,-0.05923427872010439,22.11029017051595,-23.00148262876462,D,A,201.12613367898723,-171.21873412559955,E,C,C,-103.74766103694762,E,111.46320992648677,1
Female,Divorced,No,B,159.56257872336514,C,A,-38.91885512307621,-104.72985956628042,-26.602667574529853,E,E,139.21254756916085,-53.03162300006493,D,D,C,-65.9794281281664,D,-10.142899570846254,0
M,Divorced,None,C,-30.625747109751707,D,C,-103.49652156621465,-110.74540815797629,36.3247682209915,B,D,36.19498656940292,32.24213951039898,D,E,A,-84.67534081865261,C,-25.018489125027816,1
M,Divorced,None,B,-40.77542568231512,E,A,-7.87270997751429,-3.5892311814386852,70.88301609136415,B,C,-120.53134402438866,-12.329609319683204,A,D,A,-73.37561991128648,C,-119.46124002144674,0
Female,Married,Mental,D,-120.94965774521842,D,E,-31.142733379349135,129.10778976284337,96.71323195662187,C,C,-267.4738108192446,151.6088776927207,C,B,B,42.2997682485861,B,18.510700777742823,0
Female,Single,None,C,94.2645891729821,A,B,-25.823799634054108,19.245034573720957,64.58832555267368,A,C,-131.01188552471643,94.1933678795971,A,B,E,-2.5386621204081647,D,5.935201453910628,0
Female,Widowed,Physical,D,10.919344123780364,C,A,-12.814637793260431,-201.8392047286537,-32.46999668609908,B,B,4.203821622646662,-2.392376397585109,E,C,A,-71.83763998733677,E,101.12367661707991,1
Other,Married,Both,D,26.96893065705442,A,B,75.51955755090009,-117.44909197241986,-75.80228054473871,C,D,50.84203336081474,117.94237174644786,A,D,B,39.15734601210151,C,51.28147924955528,1
Other,Divorced,No,C,-112.04408898107303,C,A,-73.66392750062595,-50.41064122207215,90.3576912498324,D,A,-17.889706148708253,140.9090210024341,E,A,D,-125.91269357502756,E,-33.58310221073888,0
Male,Divorced,Yes,E,-11.83356055826312,B,B,18.467008039245016,-128.4530395816693,-43.81519451080222,A,B,-44.78980680168221,-75.2720119402585,D,E,C,-54.69107435435042,B,158.9063269948443,0
M,Single,Mental,C,-33.8316233327068,D,C,29.33073946103932,-79.5506081844502,-0.9481256304145783,C,D,-94.79414043412096,1.3310747715704592,E,B,C,97.63374453611134,E,-20.88432430269121,0
Male,Divorced,Mental,D,58.87925436171941,B,E,149.10226420476587,-11.27880552285474,116.41799568454178,A,A,6.217370671518724,-119.06387123795325,B,A,A,-23.36561763983902,C,19.26290244081396,0
Other,Married,None,C,132.80966348783681,E,C,-168.72900540431687,20.392383947680514,-41.956229172393535,D,B,-6.513054629913309,-171.10058477098903,C,E,C,-55.610918668848385,D,-116.99492189551654,1
M,Married,Both,C,-143.7295859424507,B,C,-30.716205697648096,-28.101695900602113,8.773227162872004,A,A,10.078097922720735,-33.70431067281145,E,D,C,-97.23323161574153,D,38.69834670356006,0
Female,Divorced,None,C,84.7073091232723,C,E,-89.62303201053253,-149.92695798684318,122.24060657454633,D,C,-165.81105181747176,79.54504510422454,C,D,A,-113.47498676933657,E,46.46477901599509,1
F,Married,Both,B,-111.51505210125406,D,A,54.349326598637035,-7.304807379617713,-17.367390299215185,C,D,-31.509024207756397,200.03352251777935,D,C,B,70.46659049617729,D,59.587636145934674,0
Male,Single,Mental,C,48.10740148584236,C,D,154.87515755819825,61.53570049076693,43.613192577007815,C,C,13.11776567410789,22.451682600514676,C,E,B,-25.022923346093773,D,-101.57466466063045,1
M,Widowed,Mental,D,-92.2616630105646,C,E,-87.2113037614455,123.5509943511064,-89.11520579146399,A,A,111.497718189429,-87.50258794646017,B,D,D,-145.42211387800427,C,67.31546024792142,0
