faith,handicap,Nationality,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Muslim,Mental,Mexico,Female,A,C,67.60818349524365,B,E,-107.50844782586479,15.240097778310593,A,E,110.49283559547295,B,-0.9286243292386672,E,-116.7457816238236,20.0780861519184,C,C,1
Other,None,US,Female,A,A,-209.91937127094667,D,D,136.88080271136465,126.85628668237976,E,E,131.77254407665404,C,157.73855032469112,B,56.3381661468489,109.52011587531396,C,B,0
Muslim,Both,Brazil,Other,E,B,-148.17270175696186,A,E,-43.700196873564636,168.05212368072827,B,B,23.172207115059727,C,25.294909653945563,C,-100.96268583227331,197.62060170051444,A,B,1
Jewish,None,China,Non-binary,E,E,-190.0832432926577,B,B,-137.75701291083286,-38.1799115443899,C,C,108.4787590801908,B,-9.976901382902934,C,-71.37996702343109,-25.96240730324837,E,A,1
Jewish,Yes,US,Other,E,D,71.54756194403677,C,E,-68.48675735110739,130.24954779776687,E,E,25.002611801399826,D,-82.04460990461016,A,24.745912250620623,-55.67518768038501,D,B,0
None,Mental,US,Female,E,A,94.77728956724589,E,D,-39.58099331159991,247.7995824577628,C,C,-46.266763399505955,D,101.87202428454194,E,-128.2957089359992,-46.57676319136462,B,D,1
Christian,Mental,Other,Male,E,B,-125.1546501191085,D,A,-47.158943851857615,-9.83481243528911,A,D,-151.15239511560839,D,114.24630188579472,C,17.09536146343253,137.96462198052657,A,E,0
Hindu,Both,Brazil,Other,C,B,-204.56227893486806,E,D,-10.11540684669133,126.62454409954668,E,D,-172.37491901313612,B,-97.74432063233263,A,74.07910322143073,53.055454686352135,A,A,0
Other,Yes,Germany,Non-binary,A,B,-86.04111558574054,E,A,52.64893084645025,-19.293282485727598,E,B,-0.03694940188414892,C,-49.696520813399594,B,-28.842231937125433,84.8531003851825,D,D,1
Christian,Mental,Brazil,Male,E,B,91.11124101174343,E,A,-110.87768595251342,232.3785738177722,B,E,186.3026245566886,B,-107.28738118463532,D,86.44032503182888,59.67873555777932,B,C,0
Buddhist,Both,US,Other,A,E,-175.8562831684638,A,B,20.938803310463033,27.430170905677336,C,D,76.03846390466028,E,115.28032014730614,A,190.97302522909553,114.49509356773622,E,D,1
Hindu,Physical,US,Male,A,A,132.53701855766224,A,B,31.207332474006,-112.63842854395305,D,D,163.38211661813773,B,139.46136505170642,D,-16.627809705829943,26.67233626859517,B,A,1
None,Mental,China,Male,B,C,202.8962197093701,A,C,-47.27437243846204,122.97436485961461,A,E,-34.77371169549271,D,77.97620649308517,A,-120.11974638673624,130.93506005982883,C,C,0
Hindu,Yes,Other,M,D,E,49.43387777452787,D,D,-111.1977686646146,77.14221675221006,B,A,32.1644155038773,C,133.62904902719538,D,122.96652538067025,-118.76241484380434,E,E,1
Buddhist,None,China,Other,D,A,65.47020906577536,D,D,-226.64842799586756,138.33009201202213,D,E,11.18606745981887,A,-121.55334239827882,B,171.62340797864303,185.07278730254401,A,D,1
None,No,US,M,A,D,191.8994153513525,D,A,109.58012331963177,114.37135437361098,E,E,105.70201581967756,B,-97.37340923964769,D,103.16462181046715,14.468252823256442,A,B,1
Hindu,Mental,US,Female,A,E,-48.930739900220985,B,A,-21.59315707755963,114.88957349515046,C,E,-58.65849391787532,B,72.23740508394879,E,-75.81804403907545,30.262306003408906,E,B,0
Hindu,Mental,Mexico,Other,E,A,-17.05246468400009,D,B,116.4173004717823,-59.81377547427725,E,C,103.01903487389828,E,-31.34406578154167,E,-206.65408389941615,26.13905750881579,B,C,1
Christian,Mental,Germany,Female,D,E,38.22804776050473,E,C,37.26039144525168,-21.218703652512076,C,E,63.18182399489248,E,15.037132758249145,E,104.89402499481528,22.868584285283102,B,D,0
Christian,Mental,Mexico,Other,C,E,47.49422431889769,A,E,16.071509708906934,66.55452904772706,D,E,116.10828216792596,D,201.0869147727113,D,-60.04080224526831,-167.52455419816343,B,E,1
Christian,None,Brazil,Female,A,E,1.3083466485828894,B,C,-102.9973228674389,22.73598891450229,A,D,-59.74824473808147,B,41.40677621566246,C,-182.67159276497904,-88.15241186030359,E,E,0
Buddhist,Mental,Germany,M,C,E,149.54247981916356,C,B,-7.247310105838296,148.32853124799303,C,A,-49.72987617020863,A,-83.99803054247705,A,-38.866312375214655,28.904845932706653,A,C,1
Jewish,Mental,Other,Non-binary,B,A,-45.16220798519275,D,E,-32.97045204268473,-59.743088838561874,C,B,-40.68921735984167,E,-29.990884554862106,D,-92.2226366700602,11.622903396322224,A,C,0
Buddhist,Physical,India,F,E,D,14.68001696930582,B,D,-4.443670503428872,17.924543948535216,D,A,-25.10358518089837,B,-87.72336505923747,A,68.17512513238847,157.91664142760283,D,B,0
Other,Yes,Brazil,Other,A,B,-101.26378344439104,E,A,47.56552891832166,62.558832592671045,E,A,118.66786022016566,E,27.161156533491216,C,149.983314688073,107.32071361332629,A,E,0
Buddhist,Both,Germany,Male,B,D,162.3447490615888,D,C,-52.84659056121045,-40.881044005200344,B,A,-145.3926233625365,B,-45.02302658264369,D,181.3208959855908,67.32490183093016,E,E,1
Muslim,None,US,F,C,E,-53.687924222429636,A,E,37.94316414503263,58.00872500563524,E,E,164.70607950459393,B,49.64259425545659,E,207.68240332259705,45.83761522603921,D,A,1
Jewish,Mental,Germany,Male,C,B,18.316978464387198,C,A,-87.23447601365451,-37.14315462678231,E,E,-6.921265042912743,E,16.938164578930845,E,-35.9159942866523,-18.105861859763074,B,A,1
Buddhist,Both,India,M,B,B,28.7395943150152,E,E,-13.212846000818953,33.04773067076692,D,E,-50.727467598735444,A,50.863134456633055,C,43.86101443115944,4.956374775553629,E,E,1
Hindu,Physical,Mexico,F,C,D,-54.24724645841672,D,C,131.9089842301092,-82.93726404298519,D,C,76.04210460405527,B,58.176359990645466,B,58.99795740054428,-149.02777542441763,C,A,1
Buddhist,None,China,M,D,E,-84.1965008357044,C,B,-144.89719626184356,68.85068587323427,C,C,75.70310422985034,C,25.58341018255049,A,-123.53960157210923,-99.61852866216454,A,E,1
Other,None,India,F,E,B,-122.23255433112143,E,B,75.89005040804368,128.2098218851028,C,B,42.273621815467585,B,53.73042887217998,E,-146.75342211237853,48.58175680555564,B,A,1
None,None,India,Male,A,A,90.07776943957997,B,E,-23.256315663839565,-110.25314440056076,D,B,29.02183603966218,E,25.863320387596715,E,-109.66079029775038,-51.01134083014354,A,A,1
None,Mental,India,F,D,B,-105.01266385429173,B,A,176.0530280649838,-63.645561011720076,D,E,-154.86530596522508,D,-122.8622334713694,C,-24.678546238901664,121.93593979850066,C,E,0
Hindu,Yes,China,F,A,E,74.58441309808434,C,E,-84.30288613032761,4.723537144110279,B,A,99.89222084150451,B,67.317941086269,D,56.692442678443165,-30.95239571116222,C,C,0
Hindu,None,Brazil,Female,E,B,0.7870837785081358,A,D,3.0788359521559077,63.1064500040649,B,A,101.18828974450096,D,-108.93194835628974,C,64.01145694787974,-17.015609662930746,B,C,0
Muslim,Physical,Brazil,Male,D,C,-151.98647175868695,E,C,113.52578178420003,226.70730031071398,D,A,21.695679683851125,B,-19.574354629028846,E,21.726104955224717,54.50016181833046,E,A,1
Jewish,Yes,Mexico,Other,C,E,-84.91991554040463,D,E,-16.407690172849474,40.690238482419176,B,A,78.07453158120524,D,-0.9792315581519965,B,238.7084980844588,73.55012340279679,A,C,1
Christian,None,India,Female,B,C,2.652037344527244,A,E,-146.23460615554848,-174.5158361537389,C,E,42.23777778301259,C,76.64614184122317,C,93.54342726751263,42.60617994909327,A,E,1
Jewish,No,Mexico,M,E,E,147.8657330382627,B,B,77.3423703152446,72.14167693786129,A,B,100.01757132840561,E,-4.837911039934715,E,63.34347460189057,-33.162636528433026,B,C,0
Hindu,Yes,UK,Female,A,B,72.46776803552865,A,B,-76.42894470209364,-49.74512545290384,B,D,40.57406331720817,A,31.327108739092463,C,87.32869733117674,9.963128589493499,E,C,0
Jewish,None,UK,Other,E,E,-104.2373670132485,B,B,139.18630438806935,-182.0670948332052,B,A,-246.461387240302,B,51.03078979391103,D,-38.624211474127854,181.15195545015877,E,A,1
Hindu,Mental,Mexico,Female,D,E,143.11686488123897,C,E,18.900795203050887,30.523689485494415,A,B,57.99571211145804,C,157.1656310455674,D,-6.340475255396793,-33.624587623168324,A,B,1
Other,None,India,Other,C,D,61.68879828698971,E,C,8.770955592679597,-135.12282542834075,B,E,-242.5153642594546,A,-152.96854876467003,D,192.40951266441465,-35.57990452345639,B,B,0
Hindu,Both,Other,F,A,E,-32.98945123260029,A,C,33.53998936222521,-150.02645435347023,A,C,26.988575403162006,C,-99.8546756756833,A,-130.6182650171459,42.350236205590996,C,D,1
Buddhist,No,India,M,E,A,-44.97884247099307,A,E,-32.14937233818804,167.75951256944353,D,C,62.206966587694154,A,-75.00339402345266,A,40.79867369981239,-109.89771113662985,D,B,0
Buddhist,Physical,Brazil,Female,A,E,41.39449475039266,D,E,-147.54083537935512,122.84217452572821,A,B,-38.2449927884802,C,-96.90535706967202,B,38.08413271493145,-92.97222331083266,D,D,1
Christian,No,China,Non-binary,D,C,62.22673273348989,C,D,-20.95100993119938,-58.53715174605456,C,E,97.7825535037406,C,-67.44441850951634,C,78.86810135539471,78.84545015979255,A,E,1
Hindu,Physical,US,F,B,B,48.55762606895223,B,D,-3.5904855837304885,-59.018066054500515,C,A,16.749716015090005,B,-24.471210974589866,E,-291.0613847302203,42.05896430739715,C,E,0
None,Both,Other,F,D,A,86.1853086615224,E,A,-0.33955192019536345,-3.066288070140606,A,A,-115.23574731895106,B,109.3506838084083,B,95.051007760974,-1.1034117627771602,C,C,1
None,Mental,UK,Male,C,C,-25.63002654891872,D,B,226.1583210787335,7.509594452109571,A,B,-86.01029638091153,B,4.418231638727622,A,57.8896395485321,-89.58360609006859,E,C,1
Jewish,None,Brazil,Female,A,C,-85.98949159224959,E,D,77.96081597909496,107.02005943265513,C,B,2.9714435770365357,D,42.860238033051054,C,-59.66671200227059,-71.7485812639471,B,D,0
Jewish,Both,UK,Female,C,E,263.8342214336845,C,B,-1.155972533488481,42.357319306459175,E,C,232.70407393495748,A,-54.9235557411254,E,81.89721085087704,-24.804148747896583,E,A,0
Jewish,No,UK,Non-binary,C,E,-13.572453493553901,E,E,85.87057560472618,-209.87354550286153,C,D,83.12630153861903,D,37.65233536562353,A,-112.17364773044056,-192.3225853679536,A,D,0
Jewish,Yes,UK,Female,E,B,-44.256225991692745,C,B,132.17607218360004,52.553422260619676,A,E,84.66723875573807,A,-16.690177767398687,B,-17.22132310525857,136.25560770293498,C,E,0
Jewish,Physical,India,Other,D,E,-68.11683437855052,C,C,96.76007711575564,4.389600499055205,D,B,31.1374260495444,D,-59.6867262339199,A,28.146191254638765,-196.73197760016578,D,A,0
Other,Mental,Mexico,M,B,E,-86.97552740698136,E,A,135.31360315192836,-78.75213836863502,C,B,46.377676644501975,D,-4.695950065721758,B,162.10953191337117,-224.3339140693129,B,B,1
Christian,Both,Other,F,B,A,104.06872285186147,E,A,-70.76722478334018,-71.49124819844036,C,E,-35.8945460383226,A,49.24673108919291,D,-88.19885036787181,93.21715992230794,E,E,0
Muslim,Physical,Brazil,M,E,E,-53.37976432736685,D,C,-47.90417782338163,69.66851781676688,E,B,133.33987362831886,C,-44.72441104990574,C,-77.72914153545362,28.15891577203197,A,B,0
Other,Mental,UK,Non-binary,A,C,51.00192414861522,A,A,-33.5949752540757,2.6164546130793056,D,D,-14.19467232545108,B,84.35234570191791,D,-185.23851943373697,-5.306242698360173,A,E,1
None,No,UK,Female,A,E,121.94285265554785,B,B,-20.602214263806413,278.0489573719936,D,B,-29.498226618716792,E,59.2750401227888,C,-69.22453583679685,-51.296915346830886,E,D,0
Jewish,None,Mexico,F,A,A,-15.432760311112634,E,C,44.54117986026109,225.5554258492093,D,D,-90.59765397248243,B,-62.90192870144923,B,-111.21535874027583,136.09788157050363,B,E,1
None,Physical,UK,Non-binary,C,E,-106.87304666062225,B,E,261.06466655326915,74.28959211213834,E,B,23.05462733859799,A,-49.27697431083099,C,-80.16380491960935,1.5702471949107473,D,A,1
Hindu,None,India,M,E,E,5.508783990765387,C,B,56.71163255689433,-59.11454670062744,A,A,55.46712590391848,B,-247.23511319331402,D,6.695117653163166,59.11053548762221,E,B,0
Hindu,Yes,Germany,M,B,D,-100.10422446994669,B,E,80.92803162133806,-135.46351497143175,A,C,-56.15582749557919,C,27.678319150522796,C,42.421794829478706,101.38821561387363,D,B,0
Muslim,Both,China,M,A,D,220.54107522645694,A,E,-13.659320995451182,84.83421435451855,E,B,-142.36413434683433,D,-35.125499140812614,D,129.731462085658,-43.17534328556356,C,A,0
Christian,None,Mexico,Other,A,B,160.87105446345703,E,C,34.96482332484415,-108.0583911550399,D,C,112.9897470949462,D,79.97011672216622,B,29.471192099243957,-109.30946260971966,E,E,0
Christian,Yes,US,Other,E,A,130.67956224248994,C,D,5.918361788773765,-95.45489637706751,E,C,119.263706975408,D,-5.392057119065027,C,65.3666677485853,162.1077942330147,A,D,0
Other,Mental,UK,Male,D,A,-139.32632896368514,A,B,27.368271268673773,-28.511451689423524,B,B,-42.24520046147822,E,-5.416156605508445,E,115.4089455324802,131.8988681270262,A,D,1
Other,Physical,China,Non-binary,A,B,93.18900247152567,C,A,33.64152771239416,25.492296419462253,E,E,-130.40545564602516,C,167.00749042716652,B,-297.9390651202917,5.464224487975106,A,D,0
Jewish,Physical,US,Other,C,C,15.166781042615584,E,C,113.42959537797984,-27.954786032741165,B,D,252.4319402633086,C,-32.292964808355755,A,97.58343036821766,71.51330513036423,A,B,1
Other,None,Other,Female,A,E,-62.872444182900225,D,E,69.5157258471861,22.147586603674668,B,E,-15.494854273121932,E,-153.40779222194598,C,-12.260968465723073,-38.910497950305434,E,A,1
Muslim,No,Other,Male,B,B,106.29051330116394,A,B,87.2705133599497,-140.13680637076018,B,D,152.32140841189516,C,67.27510281212258,B,96.56273883178632,95.72492907354231,A,B,1
Muslim,Yes,US,M,C,E,62.906287636403235,E,A,-55.56391256268487,36.535037186775504,D,C,96.28256847821848,A,49.09002167053265,D,-102.6847915945546,106.4545291351908,B,D,0
None,None,Mexico,Non-binary,A,B,-105.25665154468737,D,D,33.15779024051702,164.07346535781565,E,B,121.71449823876246,E,-94.15451525913477,D,52.85990236131267,-19.721987794886786,D,B,0
Other,Mental,Other,Male,B,C,-193.65811120579,D,C,50.719625395800996,64.23015358201836,B,C,131.78175136472484,E,-48.401037523181465,D,-161.74662249594715,42.39986952574094,A,E,1
Muslim,No,Germany,Male,A,D,-46.81640495019658,E,A,-80.37649531097841,-55.51041931011596,C,B,7.807819282721565,B,50.07590409575802,C,-25.42769572523065,-46.31157295091635,D,B,1
Christian,None,India,Female,A,A,-114.87136539048886,A,E,-54.61481691445501,179.61289404137133,E,E,-20.631509342305414,D,22.832636817528964,D,49.386315139164374,74.20736802784683,B,A,0
Buddhist,Mental,UK,Male,C,C,18.64514912829857,E,B,22.83378747193219,-121.73296118532704,A,E,12.211244575820352,E,88.55512632939349,E,-69.5629573750817,-31.114983152503445,C,C,0
Buddhist,Mental,US,Female,A,E,71.34575225919075,E,E,131.42979520544569,166.01006994068845,A,C,74.1604688670247,D,49.67018908640707,C,122.87671090933725,125.33465095325391,E,E,1
Buddhist,No,US,Other,E,B,-0.10212451454117324,E,B,-196.8798830928366,33.0396031185543,B,B,-0.9726688855875947,E,-60.36233826824883,A,-4.384248855916173,-47.511678291354016,A,A,0
Jewish,Yes,UK,M,A,B,129.25814186599177,B,D,-78.63048570213323,-66.90741331479295,C,A,-93.1304205733269,E,273.4532126797295,D,-46.091378557929964,219.58321851279638,C,A,0
Hindu,No,India,Non-binary,B,B,-190.45784061649726,D,C,60.25925860731935,-156.735584558082,D,E,33.26926579517197,C,39.321034743026054,D,-78.39354142043523,-78.8551143697693,C,B,0
Christian,No,US,Female,C,A,-65.661525044058,B,C,125.31519877774728,-149.33795373899045,C,B,34.268779406666724,A,-18.486149885777937,D,-57.458970118415934,-55.242054362618745,E,E,1
Jewish,Physical,Mexico,Female,A,B,64.64677496992738,E,E,105.93430870659614,121.4427355387097,D,C,-25.893140932943687,E,-65.6588326109125,C,-145.74451663893853,31.840056661089704,B,D,0
None,Yes,China,Non-binary,A,B,41.13646736582722,D,B,76.40353674079957,-105.97212494990839,C,E,58.207232344055505,E,-95.90417196036046,B,3.6116358630279595,-88.43396673548713,C,A,0
Buddhist,Yes,UK,Female,E,A,-78.53104734181315,C,A,4.304950734973676,-70.37959511122774,D,E,14.813557751168432,E,33.94275313327937,E,54.92039656983296,130.8640978340329,B,D,1
Muslim,Yes,China,Male,E,C,-69.50359196760766,A,A,113.43952377662161,-169.89677051531794,D,E,-97.01259766669051,D,-71.51631197728324,A,120.69803244685563,38.83622770255867,D,A,1
None,Yes,Mexico,Female,A,B,119.79383117948134,C,D,6.806689956331711,68.03403024981309,C,B,-37.75004790284423,E,-121.70335077394512,E,-90.07231842163648,76.6064396645081,C,E,1
Hindu,Yes,UK,Male,C,B,-164.50542728048242,A,A,-22.712699026944538,-15.693700689050715,A,B,120.81408928294724,C,-23.804175280634674,B,19.025713759461212,0.4102785003791386,D,E,1
Buddhist,None,Other,Other,C,B,-46.22203741108719,C,C,-96.21104387000554,-57.99048784665099,D,E,-153.51836959924708,E,-112.66087562150635,B,37.59829866758746,-46.78924599237592,D,C,1
Muslim,Both,Germany,F,B,A,20.90011270384369,D,A,-91.19002562809582,22.64382089149729,B,E,-287.03978642552164,D,134.49133181700572,B,19.34517909519247,-83.37838856499201,C,B,0
Buddhist,None,China,Female,E,D,4.004382160141987,C,D,-11.033197473122067,-146.08764861501942,B,B,-62.72970139733209,C,11.841589546716362,E,-168.8039354155427,22.6544494913787,E,E,0
None,None,US,F,A,A,13.13389890848108,E,A,-67.19831663204472,-115.56952989551664,B,D,29.222196126981082,D,52.667168622781055,B,-87.14845670970901,-69.9950097387365,D,D,0
Muslim,Both,China,M,A,C,271.8683007714157,D,B,16.177095243282434,-29.08598771906248,C,D,-134.48027234366785,B,6.860340921428033,A,100.5918463220674,-133.36901543516095,D,C,1
None,Yes,China,Non-binary,E,D,-82.02364072412745,E,D,216.14498163721484,123.85889748069788,C,C,67.03091861626075,E,-238.11892888627847,C,-17.86978021086554,190.94325413749368,A,B,1
Christian,None,UK,Other,B,A,-175.64889902958066,B,A,-27.494538897478648,61.10322811420785,C,A,-0.12886792731988062,E,-11.401822417868862,A,72.96645105173667,-82.90008121313427,A,D,1
Buddhist,Both,Brazil,F,B,D,-144.33577854340479,A,A,-253.60650000721293,121.990206143255,D,E,-8.325276422272566,A,20.09643048868906,B,0.20209024721025295,22.050399205420693,A,E,1
Other,Yes,UK,Non-binary,B,E,71.13135140762353,B,D,-157.80778143332068,-132.21778414228632,C,E,-100.47203789318596,C,87.64110395919673,E,-134.8688756448951,-50.32859121922725,E,D,1
Hindu,No,Germany,Female,D,D,13.200697916984641,E,D,-11.272966117724643,96.85095011571646,E,D,-65.95092675047125,B,-5.619988130285726,B,157.18490613625363,198.12352066593755,B,A,1
Hindu,Physical,US,Non-binary,E,D,-144.61114308145838,C,D,105.24121992010711,-184.43657767932865,A,C,136.05166000141313,A,-116.29016170748459,D,-59.98037974260492,-106.73528916304542,B,E,1
None,No,UK,F,C,D,-123.3391791764534,C,D,-153.4304758281304,-158.3500832974646,D,B,29.991677017338176,A,-92.32725599187553,A,-160.85199069951452,113.31186207806849,B,C,1
Muslim,Yes,India,M,A,E,-101.84647598984267,D,B,44.40431478025788,33.8764419305954,B,D,-23.40885428197666,C,140.40146568575432,D,-60.254184667690716,7.304381593549976,D,C,0
Christian,Mental,India,Non-binary,E,C,164.05953095406502,B,B,-65.20542224094807,-112.41595098704104,E,E,-237.03636990167283,C,-187.25427304092867,B,-112.51491499616056,27.031165829425657,D,B,1
None,Physical,US,Male,A,D,83.49654434702462,C,C,-42.221936079036084,152.96603087606505,B,D,-65.49900600190283,A,-13.973774159185352,E,71.08517970575451,68.13745981639585,A,E,0
Buddhist,Yes,Germany,F,E,D,-121.4785756489699,B,E,170.46149172238626,-214.3843791137938,C,D,-63.631711145339445,C,149.2438310158802,B,-55.75124086135978,-6.911455258224724,B,A,0
Muslim,None,US,Male,C,B,-161.9595183092631,B,D,-86.60249141746866,-214.63720631299364,C,D,-51.75621210873567,D,-29.053517853610856,A,-200.9405093308612,10.763287094927833,E,C,1
Buddhist,Yes,Brazil,F,B,D,-5.800524972203382,D,D,68.19943627024278,26.059634257601726,C,C,-108.98762233283463,A,47.91975127352876,C,73.37283213814949,-156.24190107599983,E,D,1
