sex,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Non-binary,66,E,B,B,D,B,144.86634574060892,E,-43.94101694303859,A,158.86448876796146,-8.759036729359513,E,E,C,B,-25.659303288762008,-145.50073921833464,0
Male,67,E,E,E,B,B,140.9577061793345,A,108.43990717726446,C,-31.765735765243754,162.39290356135066,B,B,B,B,127.21572374744909,-51.65654615761368,0
Other,18,B,B,D,C,B,158.05326706664536,E,-257.95669183636363,D,-36.18672077570027,20.843966790707224,E,D,A,B,-53.15247056692145,-174.95187986794485,0
Female,21,D,B,D,A,C,58.3654364987908,B,-87.12079325004622,A,113.64429224185753,56.95828384293863,E,B,C,B,-166.1361525152638,-95.69874842445988,1
Other,64,A,D,D,B,B,74.39378766401455,A,-166.33295868197538,C,173.3035067197939,-80.82073659956673,B,E,D,E,67.20832005136653,148.3572401446455,1
M,52,C,D,A,C,A,-6.365693594791276,E,135.25259015548406,E,42.51238808973691,66.39129537766874,D,E,E,E,77.95305763222721,127.63692792414487,0
Male,42,D,B,A,A,E,141.6189417968799,C,121.83855780741284,A,93.89479838003446,-52.24653464991975,E,D,D,B,72.09747708056177,-10.131436109523912,0
F,29,A,A,E,B,D,-76.59171077467015,C,16.928226116766215,A,-40.141117174697136,10.839406632894386,B,D,D,E,64.31402871447109,-82.94438471044822,1
F,59,A,D,C,A,B,50.532725234106394,C,54.5664357999213,C,-27.276102118596746,5.778196221995674,D,C,D,D,30.578490714018415,-161.12659852051806,1
Non-binary,77,D,C,E,E,C,23.396699095197242,E,-250.07800153357897,D,27.133072980040453,144.4458383487639,E,A,B,B,27.69194791722272,48.872419611029144,1
M,65,C,B,C,C,A,-28.70871969605168,A,-42.73911009447596,C,20.904860808814732,-99.42914712327712,B,D,E,B,43.92154983150704,76.2079257997019,1
Male,53,D,A,B,D,C,-47.08175227984303,C,153.42154296429166,D,2.3616171562938244,160.80261268385246,E,E,E,C,-25.604224323836792,25.09532262788073,1
Other,42,E,B,B,E,A,43.98465432302939,A,-56.04430371043022,A,122.27557420215913,103.67476971233624,D,D,A,A,92.4792654645077,231.60723275642127,1
Male,48,E,A,E,E,A,152.49842409565238,C,-72.3368827288365,E,168.55215917080852,14.233157465321616,B,E,B,E,25.095407170495875,-40.16776819927689,0
Other,56,C,B,B,C,E,53.66188199940305,C,-86.30383206994992,E,-2.558049002023055,-57.21499134733799,E,C,C,D,-11.977346575910389,-114.50176390390858,0
Male,20,B,E,C,A,C,-103.64184996218509,B,28.516283795956177,C,58.747671558274675,42.42986365723573,E,D,C,E,-152.41856425101943,-88.33215701048076,1
Other,29,D,E,B,B,E,-22.323590617385634,C,-83.34500273814523,A,9.082112370534073,-69.40282632915718,D,E,A,C,-70.2532128200825,21.04686038266895,0
Non-binary,34,D,B,A,D,A,-50.573016796954384,D,81.58017372293108,C,-25.65704297522096,-96.5037106384918,C,A,B,A,209.35560558507223,-33.33786245270749,1
Female,26,E,B,E,D,E,-82.98731403500932,B,68.35566456361907,B,-187.15670160767036,0.5125152037957503,E,D,A,D,-94.20671255216358,-123.99174079776722,1
Other,42,A,B,B,E,A,-75.06848249438657,C,65.49550941764001,A,-93.34799285912425,80.57127427833719,C,A,E,C,232.17073830160274,-2.246393466590336,0
Female,57,A,A,B,B,D,-37.73706871974034,C,61.669313218627074,C,-111.21791546097917,32.53747109454723,C,A,C,D,-45.64733068682361,-39.5965233721606,1
Other,52,A,B,B,E,D,-81.3965849311333,A,-34.376665802590864,E,-71.71783489618308,-154.12396373325237,D,B,D,D,13.04361616626156,59.629366961298004,0
M,39,A,C,E,C,D,100.88171056116408,D,93.90647626986542,D,-69.56973806247437,23.596015808075236,E,E,B,E,-213.31045526129168,-74.7801836176205,1
F,21,D,A,B,B,A,-21.577802655857823,C,122.20616811878162,A,-69.46958689049275,209.16533275480975,A,E,E,D,119.48380469104372,-120.46001369143342,1
Male,65,B,E,C,A,C,-0.8646812967108194,A,182.75777640382321,B,-1.9957260628114264,-74.56180526904531,E,B,A,B,60.07944540773125,-71.79476030027284,0
Non-binary,69,D,A,C,A,E,-55.110447408330764,A,80.23115469833171,A,100.08798679018795,-109.07092308992144,C,B,D,E,-126.30379255747357,-96.15251399983649,1
Female,64,E,B,B,C,E,66.48702863407301,D,-13.737250856181968,E,-44.61064431938956,174.46249719166832,A,A,E,E,141.40777869087674,-84.18085801845302,1
Female,59,B,A,B,A,C,-56.76052924355191,E,-191.11627612027874,D,-102.51165422735875,23.435509387029207,E,B,C,C,-96.62983456908547,-92.65314534038465,0
M,70,B,D,D,D,C,-167.95685310791953,C,-76.59394330491229,B,-218.34972447287498,-186.55465392862644,D,D,A,B,-120.78402639134609,-293.5585837141084,0
Female,64,C,E,E,C,B,66.19749681899127,D,-26.633896722296534,C,207.03159606565768,-34.23017818129418,B,E,E,C,20.402701604155492,-233.59099418616665,0
Non-binary,31,C,D,A,E,E,60.26357972320556,E,20.714375669749995,E,-72.5090615117875,-18.31124200596284,C,D,A,D,98.74624668175183,97.18755152063132,1
M,51,E,D,C,E,E,84.28600008611039,A,68.13114314051803,C,-78.88052841944693,-7.930398900611807,B,B,A,A,-83.20669385102262,-228.06630281700853,1
Other,42,D,A,D,C,B,-222.65029867426432,E,-40.03024869698318,C,-16.667635358492475,30.651066016927597,D,D,B,B,-1.2839746616659082,-22.52051392497786,1
Non-binary,35,C,D,C,B,C,51.59824917405827,B,8.584712697211815,B,-204.65294187848522,238.05977369975554,D,C,A,D,13.273738201269571,19.22423184180218,1
Other,73,A,A,D,A,C,170.78865979953204,C,-142.50921011820012,B,157.23848102951376,60.48872326441466,D,A,D,E,-145.90414314093397,-66.064452799488,1
Male,73,E,C,D,C,E,-51.807804222929555,E,55.25958321338514,B,32.59937390569107,91.55102667565733,C,D,B,C,47.284811053068594,98.00403653041101,1
M,49,C,D,A,E,D,-41.06863500810884,C,51.545267451533675,C,-24.527916044963256,90.29441928856178,A,D,E,A,49.91051091518799,-64.24209085284102,0
F,65,E,E,B,D,D,138.21579739214744,C,-70.83752112780518,C,-70.27188773702643,-29.960907417055953,E,B,C,A,-31.123220171733163,-176.6568520052474,0
Other,52,E,D,E,B,B,85.66592480981075,D,30.610019011124358,A,-24.63865330199004,-77.20960147829099,C,A,D,E,3.774530284035578,-152.45754606907258,1
F,69,A,B,C,D,D,160.76527917284392,C,14.39236421141334,D,51.680754995136304,180.5452873890783,C,A,D,B,1.2579998416736553,39.59189544944413,1
Female,31,A,D,A,E,C,-108.5030673009594,B,-26.207116196519838,C,-158.34017591816618,-117.58790388993548,B,E,A,C,-83.18322308621066,106.56999863314762,1
Other,33,D,B,C,B,E,-89.40543154798792,B,40.18573305425669,B,-125.17610735858389,83.7132695966607,B,C,B,D,-69.43028711172698,-62.45396663699593,1
M,67,D,C,A,C,B,-63.22141419866579,D,20.134792524714022,C,20.38632461816458,-23.966796004586385,B,C,E,C,30.790208502900885,45.81130339908957,1
Non-binary,60,D,E,C,A,C,-57.289929791596784,A,-90.76027976655364,B,97.76740366814738,120.04539701081463,A,B,B,E,127.32753835181234,165.0285790619438,1
Female,21,D,A,B,C,C,97.31208249349605,A,-62.28807179610102,C,-103.7088723335734,43.040056238880595,C,B,B,B,150.77741543010922,150.63702976383843,1
Non-binary,38,D,A,E,D,C,13.521114837984952,D,-205.18071138425765,B,146.64144160306572,-45.05868580639791,B,A,B,C,78.27939581210389,64.09137236044958,0
M,59,A,C,E,E,A,130.57352338330787,D,8.370767671761675,A,75.26607666358515,-192.89850171928705,A,A,B,B,-39.19644212026502,-119.31085786908375,1
Male,50,C,C,D,C,E,-148.0401438090344,C,-68.41823535145267,B,123.88893200732292,-14.063703252575518,E,E,D,E,6.95212020918154,-14.450784976403371,0
M,43,A,E,C,C,D,-83.2847800545022,D,-177.83040646077154,C,-43.333290650639995,-37.05887030841375,B,C,C,A,73.49159663136801,102.38975264919495,1
Female,29,B,A,B,D,E,52.43762026825745,C,-34.924498178205354,B,222.37830281173672,-125.0612161915909,B,C,B,E,-268.9221936399774,-83.24047045382098,1
Other,51,A,E,D,D,B,-14.983337336293555,E,29.283891394268796,A,13.6281098049695,-100.95419147901981,A,B,A,E,-41.37505909857368,131.8771478018567,0
M,72,C,C,C,C,D,137.94317972600555,A,-102.74393256764284,D,-48.22963082993102,71.55903249179862,D,B,B,A,-88.06451361340689,-126.28064329569395,1
Non-binary,33,A,B,D,C,A,101.27896744743322,B,36.57899642693054,A,72.74012388806004,57.477913620995615,C,D,D,D,-0.42829388756493,-111.84946462950502,0
F,79,E,C,B,C,B,69.21164740150975,C,14.981299743865364,E,-53.75531576407793,121.70559312105095,A,E,E,D,-188.24396627928476,92.1902646132892,0
M,62,E,E,C,D,E,23.220858610665093,D,-63.622232982178836,B,-8.237279973410908,-66.47668787842136,D,C,A,D,-93.18654359425274,-38.0683772312639,1
M,51,D,E,D,B,D,140.02697671490608,E,-53.56521028552231,B,104.4981558476047,21.888204687973367,E,E,A,D,74.09471351561969,63.90417293479073,1
M,70,E,B,C,C,C,-49.23459494446273,A,140.9797658418464,B,99.42974357097972,66.53452958554925,A,E,C,C,111.21110329783342,28.476180558003662,1
Male,64,B,B,C,A,E,47.03049227089347,D,-87.8677098567573,D,35.26312408552247,26.799663702017885,A,B,D,C,-3.6458728580849322,22.7569398230517,1
M,41,B,C,A,A,D,209.1556296180228,B,-132.29646036057483,E,72.30958558497868,-105.15921781696697,A,D,E,D,-184.47932635775442,-115.16014271184314,1
Male,66,D,E,D,C,D,110.09682230463949,C,4.321480540192984,A,-37.00263084235918,160.49340642113103,C,C,C,B,-4.795598538199631,-35.262455139316074,0
M,27,E,D,B,C,B,9.48282771337579,E,83.45881072491956,B,19.92989276380912,28.104508525321425,A,D,D,B,60.24423894184463,-71.458039062869,0
Female,65,B,B,C,B,C,54.55393169277448,B,168.0095076047434,D,196.93917023555832,-64.34855437367396,C,B,B,E,64.07776050467821,-161.43724082321285,0
F,33,E,E,A,B,D,-6.021602902643075,C,-20.19123209582036,E,-119.63043423575009,73.41970295312785,B,A,C,D,-68.10031262573344,-197.86029724151567,1
Female,66,C,A,D,C,A,27.59684542458168,E,20.335795746448397,B,-158.8078646579179,112.14175611753139,E,D,E,B,27.59588467983331,20.080110506824813,1
F,39,B,C,A,B,C,-162.209264677757,B,-109.05192685071286,D,-148.5834993493065,216.85265540752954,B,B,A,C,-9.675461317679321,59.85242195531081,0
F,23,B,C,B,C,E,-125.08662717639865,B,16.993942910298426,A,57.759053136374796,-53.30848678896587,D,C,A,E,-156.74001017245928,120.82838576453166,1
Other,46,A,C,B,D,D,34.72441486298558,E,28.337151393105703,C,104.84538144277103,97.95837477826264,C,A,A,D,82.13420288970427,108.01233853181944,1
Non-binary,43,E,B,E,D,B,-55.91262717656485,D,-120.94283174132644,D,106.57150459482641,-327.15097073464915,C,C,D,B,-31.54633987069268,33.65275222123725,1
Female,44,C,E,E,B,C,-247.82063908341024,D,-69.88749602433388,E,55.09680219346104,60.445159597773404,E,E,D,A,137.47812102339023,-54.3922587528499,1
Male,61,E,E,A,A,D,-136.66367464976966,E,22.30648558145205,B,101.34903704757289,-242.09199302537795,A,D,A,A,32.454036473864775,140.42214074623834,0
Non-binary,33,E,A,C,C,B,124.91555733395217,C,274.2694662380929,D,73.69519268601651,-121.12090778070312,D,E,A,B,11.394322943183603,-114.38474846343367,1
M,25,A,C,D,C,D,153.80951942144623,D,-145.4412967259887,D,159.24333315647038,-93.39546801700155,C,E,B,D,-244.43763669679885,100.31275169860206,1
F,56,D,A,A,C,D,75.541453138993,E,9.193909613756169,E,-57.59035385084004,-69.8556911292269,E,B,C,C,-35.753608913298876,233.66142574354308,1
Non-binary,75,C,E,B,A,D,-170.57887381901008,B,11.294192107810435,A,16.824085186497246,-49.358569157095275,C,D,E,C,-21.28151281903833,11.288401604722011,1
Other,24,B,C,D,E,C,13.447601929299513,A,-165.41386379390408,D,6.8353656695991,-91.46161783517633,C,E,A,D,-2.0940439399939654,106.34035508759175,1
Female,75,E,A,E,D,D,-27.2828540797794,C,-10.116163872047828,B,-132.2178133486214,15.638888883520801,E,C,A,C,-168.45934341398765,105.03401267316895,0
Male,26,E,B,A,C,E,-132.13393077608663,B,51.60680442491567,C,-141.3827302233799,24.2453147095293,E,A,B,B,36.652723535200096,-17.120730524013094,0
M,66,A,E,C,D,C,-165.17263614244396,C,-50.65659936678538,E,-3.987629042324982,77.35966162369985,A,D,C,A,-14.594325942128291,-71.10298742964706,0
F,45,A,C,D,C,B,217.90697017806534,A,-157.41454390636528,C,197.8391678429677,-49.306900664080544,E,D,C,A,11.783598705831897,-50.88183025161411,0
Non-binary,78,A,A,C,B,A,46.851876232432694,B,42.03327389330124,A,121.07830123644399,-98.49223020376621,D,D,A,A,117.90888593356621,92.50596472866643,0
Female,56,B,A,C,B,C,92.06316629932391,D,30.45746733200075,C,6.841719517742634,15.756906293108708,B,A,B,A,-29.781796759422107,-32.76620023881412,1
Other,27,C,D,A,E,C,-39.71898854073753,A,215.49537859717316,D,48.754633269011194,-8.767385895970403,B,D,A,C,-58.74028495521274,-45.03590157893164,0
M,69,A,E,E,D,E,-61.48670846125057,C,137.90556729574774,A,-91.84873878079988,16.444272228656907,A,B,B,C,76.45117676238418,-63.04086862134734,1
F,68,A,A,A,A,D,32.0408109300802,D,31.670331810296933,D,55.28593285810259,-50.14756820667776,C,E,C,B,17.389209014485804,10.987070154759875,1
Non-binary,59,A,E,A,E,A,-66.5593589310931,B,24.739020546385472,E,-4.265344588589107,77.78069878362473,B,C,C,E,230.5970472735838,-51.06819453998701,0
Male,73,A,E,B,E,B,-15.762611125018713,C,-3.1922867807696735,E,-95.26147113585105,72.8173159633627,D,E,D,E,-12.12664025337236,-35.814456429086086,0
M,21,A,A,B,B,D,-61.34065741694773,D,139.65077402768276,D,-74.22765370339867,-107.18947315870031,B,D,B,C,80.91704568270403,236.49494031476812,0
F,57,A,A,E,C,A,-22.552342427753057,B,8.829568792980155,C,-24.01207266266324,-151.63496758659738,A,E,A,E,11.651931618421631,-91.2076727767961,1
Other,70,B,E,D,A,D,138.23983330764403,E,45.68314059694528,C,8.397791529259925,18.457548362820148,E,E,D,A,143.42199676377078,-137.5595259447782,0
Female,20,A,D,D,B,A,63.70914816422283,B,-70.45187908302574,E,88.98207824811641,-72.27876274978134,C,A,D,A,100.22035896708772,89.70451167383466,1
Male,22,C,B,D,A,C,53.90257709329108,A,58.53297609647466,A,7.32755853265198,145.91603916003206,E,C,A,A,-270.2321646812092,-106.83242938545278,0
Non-binary,63,D,A,B,D,C,113.4110198950347,A,193.50730506637996,D,22.582017203026624,-300.7814335492212,A,A,E,C,63.51092900771642,157.5494769776696,0
Male,29,E,E,E,A,C,-41.986631802253264,E,-140.58340027846367,D,-46.79465007615881,-121.35729323910995,C,C,C,E,88.6541138061799,-1.5185186552182464,1
Male,59,C,B,C,B,D,-17.00061005333249,C,-12.454707017314842,D,5.966959829173852,27.421449872813753,E,C,A,A,230.55191654399638,104.96979780628257,0
Female,56,B,A,B,D,B,-35.02624769222757,E,57.35392259255278,B,-78.49098444591166,-46.54403786114,D,D,E,A,-22.095920307852538,116.2831875079988,0
F,18,E,B,D,D,B,-78.67032201097192,A,196.4435455072893,A,-55.78736119436426,-142.779960751822,C,B,A,C,-141.4197809932866,-127.20396991452864,1
Male,69,E,B,D,A,E,-41.07846197347814,E,96.53982292393916,C,-77.42978163200709,-20.85734626689982,D,E,C,E,177.03234582480428,-37.12085972417813,0
F,51,A,D,B,C,B,46.68221433629455,C,194.02168782314197,B,253.11141288507048,113.27835916924265,C,E,B,B,52.068753074965954,-105.91651205117414,0
F,51,A,D,B,B,B,-3.6950636477909993,C,-135.0312747200748,D,-11.089488993835104,-115.35707879029806,D,A,D,E,-37.630236388388724,11.384802760908226,0
Other,62,D,E,E,B,A,-43.523539831488776,D,62.70723757925259,D,-18.86423032044993,-41.74843749077687,D,B,B,D,47.2775739929347,-28.79591805545178,1
Male,32,D,A,C,E,C,-175.11647477487037,B,12.48943624943433,D,-117.66385139781306,12.070807284343488,E,D,C,A,35.88407214699153,-208.20852953394237,0
Other,46,E,A,E,D,A,10.94341187420685,A,69.72473291666594,E,-5.815609072206354,96.02841929798117,C,E,D,A,-230.5194017237092,-62.830464306130196,1
Male,56,D,C,C,A,D,57.42664667707365,D,177.51982931090154,B,-22.99035930650792,-5.777082060625705,E,A,A,C,-103.80432067374443,73.98786172348886,0
Male,65,C,A,B,A,D,-21.39106628277094,C,-131.64906916334618,A,34.573880938122244,167.65211096875007,E,B,D,B,-42.73367467883329,107.57267970180075,1
Male,22,B,A,D,A,E,-201.99363210978353,B,84.73826715173503,D,-8.48494421582716,-40.198751862403995,D,D,C,C,-18.91747400587779,-33.92579063562701,0
Other,49,D,A,E,D,B,-108.85943506154328,E,20.543752588855547,B,-57.14098663066105,56.218858208690236,B,A,B,A,-21.28103554078995,48.71758948570085,1
Non-binary,54,E,B,E,D,B,10.242264069073608,A,-127.28513764705438,B,89.1929395886405,-142.32511211510942,A,D,D,E,53.57268506662177,36.075561803724,0
Male,18,A,D,B,E,C,66.07190544778373,C,-106.30803306167714,E,-142.84989559524934,-56.825549137471974,A,A,D,D,-29.555015064649236,105.25878600327985,0
M,32,C,E,B,D,A,-125.53906039434682,E,-21.623381194767326,D,11.317958678862496,123.00353818099214,E,A,D,C,113.88650282676251,109.49051194549322,1
Male,42,D,B,D,B,C,-168.19691082969854,C,-78.47420850738867,D,-176.64082058471953,170.27082972606323,D,B,D,B,57.16073186578633,-51.431984788415065,0
Non-binary,49,E,D,A,D,D,125.77029969607898,A,22.019527367016217,C,-260.5591629807941,126.73630652668845,B,D,C,E,44.08739362806898,21.38915431634483,1
F,40,C,A,B,E,D,-84.61608169139329,E,266.0372743510316,D,39.03595954506554,-1.066653016798352,B,B,D,A,-36.26981737954428,111.03769774371169,1
Other,39,A,D,A,A,D,57.995676911795016,A,31.400433050311182,B,51.18538746619239,209.22938435359546,B,A,A,A,84.48204553521622,21.18954534523018,0
F,53,E,D,B,D,C,195.1517913115711,A,-69.15052981575822,D,-96.78852964043867,-72.2345175153569,B,C,B,A,187.6974682333558,82.30167214552591,0
Male,31,E,D,E,A,D,-213.46751159276857,E,71.04376146434203,C,187.67330438360875,-146.69894148729435,D,C,A,E,-125.88067047732704,-181.8189506068022,1
M,34,D,A,E,A,C,43.6897711151681,E,-14.65714043611551,D,3.982093011262202,-86.77438933760494,E,E,A,A,129.40738085280003,-109.41116806515983,0
F,24,D,D,D,A,C,-31.273764953852773,C,-182.55004350314655,A,-196.7497390420845,60.456369707481386,C,C,B,D,-75.50201490229048,38.25364154369531,0
Female,50,E,E,A,D,E,-164.98558954141063,A,-58.554958991222314,C,-88.60466007035069,-114.17339564183695,D,D,C,C,-102.3808786333418,20.7125548362454,1
F,68,E,B,E,E,E,120.892676709591,B,35.93878961944267,A,107.01080798584796,44.81047339187383,C,C,A,B,131.80128603941844,-15.74392526471431,0
F,46,D,C,B,A,B,110.84629211451964,A,-33.74395937008953,A,-6.573321715819717,148.9006751504813,C,E,C,C,-63.31874707765317,-93.2181085420579,1
F,31,E,B,D,A,C,-13.865824121080305,D,-213.6274922938427,B,108.73918059751084,-0.6763380638326308,D,D,A,E,-87.46295309046197,-116.45050800028723,1
Non-binary,70,D,D,A,B,B,-164.9921350873685,D,100.48473158413651,E,132.2338282235064,26.01120010254032,C,A,E,C,57.69518749528218,24.305630016391767,1
Other,46,A,E,B,A,A,15.273243467961322,B,91.50790995424764,B,-84.2838422291532,-9.08828546726789,E,E,A,A,40.41862262102913,21.248577076903867,1
F,48,C,B,E,C,A,244.20017302894527,C,-81.70782676794718,C,145.92213949696193,-230.99988808140662,C,C,C,C,83.10692651473182,112.20943776380099,0
Non-binary,46,D,B,E,B,C,74.3331289570306,B,0.868794262391006,B,178.1797866934069,14.199359926560401,C,E,A,B,-6.732857736735276,2.891161388900279,1
Non-binary,54,E,C,A,D,D,-60.66657015330023,B,69.45032888759371,E,-235.7765109652136,-62.78788493875547,E,E,E,B,-8.427540869561284,0.8844814263126555,0
Female,41,E,C,D,D,B,121.75443262050196,D,-43.3249487763584,E,60.685726790658265,45.65001590553315,E,B,B,A,147.03362686693796,-152.49252113154697,0
M,19,E,D,C,A,C,33.597863967809715,E,-4.097943001925955,E,-173.72480106256234,53.47081516561815,D,A,C,D,-108.06212587921489,-179.0499563609689,0
Female,40,E,C,E,D,E,-3.2017829518571537,D,-17.032502927225536,A,32.25293028642183,-80.85395009133049,D,E,D,A,-133.9955382363923,-67.58930141410222,0
M,27,B,D,E,B,C,-120.66488195094662,E,-204.15830610500177,D,-13.561378700628762,114.95353508610158,C,E,E,D,10.333747691202007,19.290850162976056,0
Male,39,C,C,D,C,A,27.11804757477092,D,8.586652022672762,E,93.8274796194392,17.217805488361552,E,A,E,A,-16.633063181530204,62.251473936243826,0
Male,70,A,B,B,B,C,-33.46812861305114,A,-115.33603235236507,D,-43.7363282028899,-194.06933654234285,B,D,A,E,78.91467834462908,63.73531558684131,1
Other,41,A,B,E,C,E,-36.63486638421223,C,-66.67391170606764,A,-148.49512861546808,129.7331177776332,C,B,B,C,221.22203760044772,-0.21755084558376472,1
Non-binary,47,E,B,E,C,C,-5.509559705589956,D,-151.89324557125144,A,20.942918226330637,-87.18962555777928,D,B,A,B,-36.84200321020924,59.92084735713436,1
F,66,C,C,D,A,E,-162.770677618521,D,68.11251659542764,A,-67.23351866111653,-6.031765021495627,D,D,D,E,-28.146450027452268,31.345920194069617,0
M,32,C,A,B,B,C,76.04771355369888,B,47.92935587646403,C,83.22050221528373,71.4900169921263,B,D,E,A,30.27805471917156,-41.53079569778387,1
