Disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Both,C,A,9.513222212526252,C,B,D,C,-77.36426243763472,0
Mental,C,C,-222.33209324303292,C,B,B,C,84.35877542254808,1
Yes,D,A,51.60500306019261,C,E,B,C,36.754920310072926,1
None,C,A,128.42983682416101,C,D,D,A,69.89352039575694,0
Both,B,A,-73.06141102716163,C,D,E,E,-68.0268152215174,1
Yes,C,E,-84.7610045311542,C,A,C,C,104.87060822857666,1
No,B,B,-153.12313005801312,A,B,E,E,26.74618717955395,1
Both,E,B,-140.328980265391,E,C,C,B,154.58754277664931,1
Physical,B,A,-307.10815640953894,C,A,E,B,48.36399981320398,1
No,C,E,-25.07920751358064,C,A,A,B,12.043493719102836,1
Yes,A,E,115.25170075616877,A,C,C,B,186.34192624453368,1
Physical,B,C,-46.09472082938579,C,A,D,B,215.70954171598785,1
No,E,D,-10.29517137855633,A,D,D,E,30.878560302083645,1
None,A,E,-25.14781286820898,D,E,E,D,60.224800301158595,1
None,B,D,56.55374229314576,D,D,D,A,-24.667325450942194,0
Both,D,E,85.18118104426087,A,E,C,B,26.155075854305878,1
None,C,B,-52.841121256586085,C,B,C,B,93.39167397164348,0
None,A,B,60.92985826986088,E,C,B,C,-21.147864319697838,1
Mental,C,B,22.01249858945702,A,A,C,A,-131.68431631745852,0
No,C,D,178.72329718163152,C,E,D,D,-13.087099209366325,0
Both,B,D,-119.21598785845033,A,A,B,E,85.24319511157988,1
Mental,C,D,37.5525374476393,C,E,C,A,55.76154283133319,1
No,D,E,58.39461646940281,A,B,C,D,24.61728846810834,1
None,B,A,68.78943763388779,D,B,E,D,-107.61406154704385,0
Both,E,C,76.62238604139648,B,D,A,C,156.50244887295653,0
Mental,C,E,-17.570670077766472,E,A,C,C,126.47728433826812,1
Mental,A,C,11.471503710025326,C,D,D,E,-106.82984593502589,1
Both,C,C,-151.4806634879213,A,C,A,D,62.38156502695201,0
No,D,C,160.55325599930578,A,B,E,E,-147.31332264218088,1
Mental,A,A,10.584957565588148,E,A,A,A,14.664166920128752,0
Yes,E,C,-189.64154811898928,C,A,C,E,16.47380495551204,0
Both,B,D,125.95687400786477,D,B,D,C,153.66639333458102,1
Yes,C,D,120.98822296966894,E,D,B,E,83.93938717804447,1
Mental,D,A,158.75211942318407,D,C,A,B,90.00033601013153,0
Both,A,A,-18.45981236815698,D,A,D,E,-80.65657282282882,0
Both,C,E,46.538722121928146,E,C,E,B,-76.0021054546152,1
Yes,D,A,106.90571936960818,C,A,D,D,-43.85833999777139,0
No,B,C,34.24112936543666,D,E,D,D,-31.417655391931554,0
Both,D,E,-27.225509000065866,E,C,A,D,110.97033410907942,1
Both,B,D,-139.9849777584834,B,A,C,A,-86.17511382746716,1
None,A,A,-6.109438596031589,B,C,C,C,9.773818013571264,1
Physical,D,E,-55.85521715843327,D,D,A,C,8.152514860395051,1
No,B,B,-44.78149744436907,D,A,D,D,155.6190089020135,0
None,E,C,-110.34003292864729,E,A,C,A,17.47554346881396,0
Physical,E,B,14.817201250809752,B,B,E,D,47.684797890266566,0
Both,A,E,-56.71058239026854,D,A,D,A,97.71903484296575,0
None,B,E,138.7019939657989,A,A,B,E,73.77356449069767,1
Mental,B,C,-66.23282844187437,A,B,A,E,15.623179809140343,1
Yes,B,D,46.306933750075444,E,C,C,D,59.34885982789172,1
Physical,C,D,-90.99278076639246,A,E,A,C,152.2134026959202,1
Yes,A,D,21.992722182787375,C,A,B,B,-38.598663971690854,0
Physical,B,C,-69.34396525572463,E,C,A,D,63.452429133809886,1
No,A,C,-95.85548592739737,E,B,C,D,-117.95365649566337,0
Both,D,C,180.29545200948053,A,C,C,A,50.94601906837093,1
Both,C,C,83.5424658989957,A,C,D,E,-44.309997608764206,1
None,D,E,-131.81395214202877,A,A,D,E,65.63121059240729,0
Physical,D,D,-88.1185954664487,D,D,A,B,-69.72817327151935,0
None,D,D,-117.07435637110773,E,C,D,A,-73.28093052385606,0
Mental,A,B,42.246761728189064,D,A,E,A,-64.41507168069978,0
Yes,D,B,-47.32039128390244,A,B,D,D,-5.99949335785458,0
Yes,C,C,66.21681797165839,D,D,B,D,202.07452271939195,0
Mental,D,C,-43.229181451023905,E,E,E,E,176.72688003042762,1
No,C,A,230.1989342186526,A,B,E,D,-70.89541777298345,0
Yes,A,C,45.94104796485669,E,C,C,B,70.44594560344936,1
No,E,B,-70.50303135017649,B,E,B,E,53.06744863581204,0
None,B,B,-37.399089537199266,D,C,E,C,-75.53939895091571,0
Mental,A,E,-28.982655632834962,D,E,C,A,60.06473450233941,1
None,A,C,136.19749598676108,E,E,C,D,-49.803645002213734,1
Mental,E,A,44.66134822890982,E,C,B,E,53.46473918089776,0
Physical,D,C,-8.399734050334608,B,C,A,A,-23.142501852043797,0
Yes,D,D,-10.977756738989209,A,D,A,A,77.2971455909235,1
Both,A,E,41.96867928749525,A,D,D,E,24.25567397070578,1
Yes,A,D,94.68550855928343,A,D,C,E,8.687282975910747,0
None,A,A,-49.86324053958621,C,A,B,B,-160.22644717642268,0
Yes,A,D,-69.65603031907892,B,C,A,C,85.29299190042036,1
Mental,A,D,-51.94398415080133,C,E,A,B,117.95536023307966,0
None,B,D,-27.08147418389168,D,D,B,A,-71.19276360197254,0
Yes,D,E,30.36077359782433,E,A,D,B,-43.328599797147106,0
Both,E,A,-66.58910915293953,E,B,E,E,108.14028214430984,1
Both,E,A,-112.14034325770956,D,E,B,E,118.10246230218604,0
Physical,E,C,-66.76560238005203,D,C,B,C,-14.14690987673883,1
Mental,D,B,9.872855535679454,C,A,B,A,34.660070759568335,0
No,E,D,-22.206748730170915,C,D,B,B,-45.41617555120821,1
None,E,A,-209.73090315378022,E,C,A,B,-59.77844540350553,1
Yes,E,E,76.18382080873093,C,B,C,B,-23.041533229017837,1
Both,A,A,-127.50789891704974,C,A,E,C,43.51572881389762,0
None,E,D,-24.31861557869682,B,B,C,C,-8.50451729619371,1
Yes,E,A,26.339261827683575,C,B,B,C,-12.300279946923022,0
Yes,C,C,-1.9156625661504407,E,B,E,A,40.89044890399291,0
Mental,A,D,51.34121734736175,E,C,B,B,-29.654332629158887,0
No,E,E,-39.906663645402276,A,E,E,E,128.9216427335713,1
None,E,B,172.43741239468605,A,D,D,C,106.14424385479613,1
Yes,E,A,37.153284124685456,C,C,C,E,12.805389975267822,1
Yes,B,C,-4.570203996608603,D,B,A,D,-69.00370584345319,0
Both,E,D,-117.3954994151922,E,D,B,E,-49.6906784082929,1
No,A,A,-73.47158058435036,A,B,E,B,145.6833603310347,1
Both,E,D,89.59340935664795,B,C,A,D,38.369842984704945,1
Both,B,B,23.10377933932677,E,D,D,A,104.07174631225958,0
None,D,C,107.6080990132167,D,B,A,C,-58.42737854940828,0
Mental,E,B,-90.60602798237366,D,D,D,C,6.53313523821399,1
Mental,C,C,-0.37759639325238664,E,B,C,C,-174.32479770289592,1
No,B,C,61.17598393075706,A,A,B,C,58.32600471891259,0
Physical,C,C,-108.07985943333394,B,D,A,E,46.378558870588535,0
None,E,E,11.243514467031652,D,D,A,B,-81.20592928941942,1
Yes,C,B,-109.22332646941418,E,C,C,C,55.091229085359636,1
Both,E,C,70.08212180096339,A,C,C,B,-14.109701555578802,1
Mental,A,C,-88.80274591015723,E,D,A,A,-120.03545755363731,1
Physical,E,E,12.078929977037815,D,D,D,A,-82.63914347435187,0
No,C,E,58.304411533356884,C,D,E,C,15.401712832558134,1
None,D,A,-84.06357289916457,A,D,D,D,74.24104677955047,0
No,B,E,-172.47597351221458,E,A,A,D,161.71932048165607,0
None,E,D,-87.16241829361923,B,B,D,D,-46.40381237802721,0
No,C,A,-99.3895423668429,C,C,E,E,-53.56616005190941,1
Mental,E,B,21.77168209336041,B,E,B,E,-34.586173119849114,1
Mental,A,B,-23.21849416108909,E,D,A,E,107.0920919130402,0
None,A,B,95.73789483766947,C,B,A,D,-34.48126068047831,1
No,E,D,-128.00670879934225,E,C,B,E,125.22711678883186,1
Physical,E,C,-45.173870937368285,C,D,B,C,-7.3094025593587615,0
Both,D,C,-74.2582702553973,C,D,B,B,40.60343764366224,0
No,B,A,-31.216759448062607,E,D,C,E,-42.73503779314609,0
No,C,A,-8.55276116606176,D,D,C,D,105.95382199539016,0
Both,A,E,-86.45466122866182,B,A,A,E,200.32165247333705,0
Physical,A,A,-73.00521768719261,B,E,C,A,-77.20229594240355,0
Physical,C,B,119.51540229137072,C,C,A,E,-8.931881926816347,1
Mental,A,E,35.517806473591364,B,C,E,D,4.9032816364325935,1
Yes,A,E,-49.73494683616832,D,E,E,A,-48.55577714223684,0
Both,C,D,61.035787779673775,E,A,A,A,-36.93518214555861,1
Physical,C,E,4.204709565861646,E,B,E,C,201.61647054283338,0
Both,B,D,-12.810600764899283,E,C,A,E,71.40165942810195,0
Both,A,B,81.38883476510138,D,D,C,C,17.004612964236546,1
Mental,C,A,-31.18369963072711,E,B,D,B,23.162818174199444,1
Physical,A,E,-0.09375500391353682,E,A,A,E,51.76530006485787,0
None,E,B,-9.125084213733835,A,D,E,C,-63.536575256785966,1
Mental,E,E,-23.44938426291568,E,A,D,B,90.83481997723025,1
Both,A,C,39.09448447531915,B,C,D,B,162.46013928383988,0
Both,D,B,10.147081263545713,B,D,A,B,82.10755171828025,1
Both,B,E,-226.27295885664162,D,A,D,B,78.05902396125668,1
Mental,A,D,3.4358293937607094,A,E,A,E,-28.135677103558777,1
Yes,E,B,-120.78728650057661,A,D,D,B,15.61669958026405,1
Physical,E,B,-132.0248614448871,B,D,A,D,113.96213628580671,0
Physical,B,E,9.438468684124585,E,E,C,A,115.23172719675149,0
None,D,E,-87.4330286027101,D,E,D,A,70.12806528415628,1
Both,D,C,18.942199461068903,E,B,A,D,53.91304519795379,0
Physical,E,D,32.06513176754268,B,D,A,E,113.15474678328161,0
Yes,D,C,-156.0658959645487,E,E,E,C,-1.5913728141343988,1
No,D,E,90.74287520135967,D,C,E,A,-20.70861652179871,1
Both,D,B,-51.025365036369905,E,A,C,B,-43.551129669646485,0
Both,D,B,-40.33904467294358,A,E,A,B,62.808169360654745,1
Mental,B,B,4.847491983456848,D,A,E,D,-189.83389108882506,1
Both,E,D,-38.95585261120031,A,B,B,B,156.56709487597684,0
Mental,A,A,-132.50879721921692,C,E,E,C,-10.687337890218343,0
Mental,E,E,-25.934047274129973,E,D,B,E,-168.9299789149385,1
No,D,E,141.7775198372216,C,D,B,E,53.583277201797465,1
Yes,C,D,-9.022379340105498,E,D,C,A,27.426727737431627,1
Mental,A,D,-147.6856753012872,C,A,E,E,48.337364108658996,0
None,B,A,-115.60679883047149,A,A,D,B,213.2150954564436,0
Mental,A,D,-192.0887237747016,E,A,E,A,9.34821021673736,1
Physical,A,C,106.68223647607955,A,E,B,B,-37.81769330669849,0
No,E,C,-108.97488812701313,C,C,E,E,-90.34351368429434,1
Mental,A,C,-8.819173458326985,A,E,E,C,202.24057446705328,1
No,C,A,12.770406393487521,A,A,C,C,25.44060153515061,1
None,D,A,-50.06007946339045,A,B,C,B,71.5794937468809,1
Mental,E,C,-179.91984848147453,B,B,C,E,-201.31205195350407,1
No,C,A,-140.4893881639869,A,D,E,B,-74.40591053877,1
Physical,A,E,73.02581734786115,C,A,E,D,8.50952958728093,1
Physical,B,C,23.917100611225987,A,C,A,B,-21.59704411479997,1
Yes,C,E,272.38452803404766,E,B,D,E,22.066311731606948,0
Physical,C,C,-127.1551694325591,A,A,E,C,-252.65802925827398,1
None,D,B,62.200245788108866,E,D,B,E,148.34840997127608,1
Both,B,C,-186.48228440371048,B,A,A,A,46.772629437530775,1
None,A,E,173.1844298807715,A,B,B,E,-59.03903012779328,1
Physical,D,C,-91.76331379106719,A,E,D,E,31.48832676593502,1
None,C,B,-74.18524055054652,C,B,B,C,6.8932646392627195,1
Physical,B,C,97.38916474334644,E,E,E,A,-92.62932084350169,1
Yes,C,D,85.33201837294081,C,A,A,A,-23.000342418243573,0
Mental,D,B,-139.11693228808988,A,E,B,E,118.51585743903014,1
No,D,C,-37.099929634480134,E,B,D,E,34.289619105844096,0
None,B,E,48.450592426215685,D,B,C,E,89.3011944768702,1
None,D,A,-98.90033055619901,D,C,D,E,130.9917072855187,0
No,C,B,89.1599744285428,B,C,E,D,-46.0945026188156,0
Yes,D,E,-128.40629813863882,B,B,B,A,-244.8578469273318,0
No,B,C,-1.6398106270914727,C,D,C,B,69.3501153770693,1
Yes,D,A,-39.502359439697514,C,D,E,D,98.2443045295835,0
Mental,B,C,71.89064427020256,B,A,C,C,-29.864926471619125,0
Physical,B,D,-22.561889583207204,D,C,D,E,-4.924297641402264,1
Mental,E,E,125.65085189051455,A,B,B,A,16.175473215278984,1
Yes,A,B,-42.12418578387963,C,D,D,D,86.40522536791438,1
Both,E,D,31.74105306842226,C,B,D,E,-36.42390588012335,0
Physical,D,D,-32.26796857169485,D,A,C,D,116.6436916881282,0
No,C,C,148.1839215226235,B,B,B,A,-36.179661742458755,0
Both,B,C,157.59386432908892,C,D,E,E,-43.64770964847159,1
No,B,E,135.29140320631925,B,A,A,E,18.36615346024689,0
None,A,C,9.241339853968375,A,D,D,B,-40.575951707680424,0
Physical,E,A,-23.29092368868119,C,A,D,A,-3.79180308670796,0
Physical,B,C,-187.15284875662874,D,A,E,A,61.99372959085384,1
Mental,E,D,35.5928776924925,B,A,A,D,48.56298913787023,1
Mental,C,D,-50.70577895522682,E,A,B,C,-88.65178632698498,0
Yes,E,E,-120.47786383372005,A,B,A,D,-113.71341307668719,1
Yes,A,A,-118.72059910739785,C,A,C,B,-85.48005629881382,0
No,D,C,-149.27353577186128,D,C,A,B,227.08325727107922,0
None,E,C,-23.823056198229146,D,A,A,A,-6.886890495442194,0
Mental,C,A,24.86030828419434,D,E,B,B,-23.888939346596374,0
Both,B,C,15.476180613028683,C,B,A,C,78.87649896260947,0
Physical,B,A,9.795731661797854,A,E,E,E,-117.88662825686693,1
None,E,B,82.04559375222931,C,D,E,B,-39.09670779706385,1
No,C,C,112.36946620414976,D,A,A,C,66.16791686557995,1
None,C,E,-107.55112698257673,B,A,C,E,1.0796961443980604,1
Mental,A,D,-149.09735284221037,E,A,D,B,20.42716534680204,0
Mental,C,E,-57.90049788013062,B,D,E,D,-46.0747368661344,1
Physical,C,D,-16.30506010860153,A,B,A,E,138.9004637235285,0
Yes,C,B,-23.829923750891595,A,B,E,C,-77.7749121808614,1
None,B,D,63.139469358782854,D,B,C,B,-58.452843611532714,0
Mental,A,C,-37.224115859019626,A,B,A,B,-92.75315503908075,0
Yes,A,C,-87.76567157940804,A,A,A,D,91.95806755795255,0
Physical,E,A,73.12835941794341,B,D,C,B,-56.66530817316401,0
Physical,D,C,-16.320166892674358,E,C,E,D,76.2027071299284,1
Both,A,A,113.59275242641486,A,A,B,A,-127.99071865193434,1
Physical,B,A,-103.75293531392975,A,B,D,B,36.786161723641,1
No,C,A,48.88116542823805,B,E,D,D,12.195859375772969,1
No,B,C,57.02828898742085,D,C,D,A,42.02846314448918,0
Both,C,B,-51.47350725150002,C,A,D,A,-132.0404697951814,0
Mental,B,B,186.72171737443853,A,E,E,D,-103.78758539138792,1
Yes,D,B,82.62349047631425,B,B,C,D,17.026184527851743,0
Both,A,C,111.1558158976975,A,C,E,B,94.02532574307435,0
None,E,D,-40.95418913436741,B,C,D,A,24.38677150897846,0
Both,A,B,20.175063042514058,B,A,E,D,83.855923039063,0
Mental,B,E,-41.00774776525165,E,A,B,D,-142.19994471938506,1
Physical,C,C,172.94128682090886,D,D,A,B,-31.468324889668086,0
Both,D,B,-222.1242919143883,C,E,A,E,-128.69048828464742,1
None,A,D,-77.46720199320545,D,D,A,A,-57.787049197596104,0
Yes,E,C,-72.37076976591113,C,D,E,C,-15.334860253968651,0
Mental,E,E,90.28693278397894,B,A,E,C,-48.908585686823386,0
None,B,C,155.56438302225934,D,E,C,C,127.03784076202692,1
No,A,B,26.222351665913923,B,A,C,E,-37.22244600028903,0
None,D,D,-102.7288130751545,A,B,A,D,-11.996653628661951,1
No,E,A,-18.487017859692628,D,D,D,A,-65.27065724745437,1
Mental,A,C,-173.42118758958154,C,E,B,D,63.70503926234711,1
None,D,A,103.64747637587237,B,A,E,A,16.812435937379597,0
None,A,D,-114.07751188705014,B,D,C,D,48.3343613101251,1
No,B,B,80.4893420285825,A,A,B,B,-47.8894392046794,1
Both,B,C,-89.2857923931064,E,E,B,D,-166.60054314955275,1
No,A,E,-27.043266622276246,B,D,C,B,8.799882106622555,1
No,E,C,-107.90783855544885,B,A,E,E,200.12752294699405,0
Both,B,E,84.86545200525474,A,C,D,A,54.54670823533936,0
Physical,D,A,69.8717520042928,E,D,B,C,56.486437167180924,1
None,B,C,-16.606754828549576,A,E,E,A,-49.024867208321446,1
Mental,B,D,163.50402318208754,B,B,D,A,119.01802378807685,0
Physical,D,E,-61.68045266320318,B,C,D,C,-0.1813438311906135,1
None,A,B,199.8701889136796,C,A,A,A,53.191990815046374,0
Both,C,D,32.05994239446919,C,E,E,E,-97.66152807215451,0
No,C,C,106.28549763834889,D,C,B,A,-155.53028663650355,1
Both,D,B,-94.09983576530894,D,C,D,C,104.6109836796853,0
Physical,E,C,104.7479454576754,D,C,C,D,83.80734752149883,0
None,E,A,93.83525814355829,D,C,D,D,-46.067124658692386,1
Both,B,B,84.19232499247822,C,B,B,A,51.63416899405563,0
Both,B,C,29.19603948843389,E,E,B,D,-47.10404488144043,0
Yes,E,D,-26.10460526177366,C,D,A,D,-58.87828322308128,0
Yes,E,E,15.751913270866877,E,D,E,D,95.4808207055021,0
Physical,A,C,-57.39388607623124,B,D,E,D,10.181423144970026,1
None,C,A,-181.36685183034075,A,A,E,C,5.28556953685531,1
Yes,E,B,80.22570492487408,E,C,C,D,-35.37282464010317,1
Physical,D,D,-31.41515154658726,B,E,C,E,49.36313401078944,0
None,C,D,4.14132198654193,C,C,B,D,-3.13559096625027,1
Both,C,E,-111.47679269161127,A,B,E,B,8.435703808674226,0
Physical,C,A,-91.60683862195243,A,D,A,E,95.52316344512973,0
Both,A,B,-27.182993389782833,D,B,B,A,26.948423179656672,1
Yes,E,E,39.74287994305075,C,C,C,B,150.35676308909063,0
Both,A,D,72.52289596300274,B,B,D,C,206.89392670101304,1
Mental,C,D,-138.5212831516356,B,C,E,A,21.227694300499017,0
No,A,A,-117.44868134900929,D,D,B,A,29.282567562065054,1
Yes,D,C,12.167360001248223,D,A,C,C,40.126348880363274,0
Physical,C,D,-20.615074018371242,B,B,B,C,30.289709244418418,1
No,A,C,28.951054714383474,A,B,D,D,15.567545868845933,0
None,A,E,-18.244069625691324,C,E,C,D,12.5500677555821,0
Both,D,B,-10.286759999390014,B,E,C,C,-38.33864083535878,1
No,B,C,-12.311092750057746,C,A,B,B,-79.32620791739784,0
Yes,D,E,-28.1549862629999,D,B,E,C,-106.25916257628938,0
No,D,D,165.06299276557877,E,B,E,E,-24.31286122845409,0
Yes,D,A,-70.4208510418147,E,A,A,D,36.24524775811258,0
None,B,B,-38.21351411659641,B,B,B,E,-18.154130038007427,1
Physical,B,A,84.33581799469127,E,E,B,C,-14.372932943940214,1
Both,E,B,-77.77675745960485,D,B,D,D,-118.49213702223145,1
Physical,C,C,-20.300782178330092,C,A,D,A,-154.99655090073398,0
No,B,B,179.96620599931546,C,C,E,C,74.86967906159335,0
Mental,D,E,42.005385323312325,E,C,B,B,46.01806811631705,0
Mental,D,C,19.185449857622018,A,A,D,D,103.38774305089724,1
Both,D,A,35.51444934828819,A,C,A,D,64.78743259471946,0
Mental,E,A,9.23427492855027,A,A,C,C,-41.88619625451679,1
Yes,A,C,79.6595042666573,A,B,D,E,109.72747936533958,1
No,B,C,108.20035739392554,D,E,E,B,158.74502476796357,0
None,B,A,-67.71815685934193,A,C,A,D,-125.3996593933847,1
None,A,B,25.69303062457925,C,B,A,C,18.560643457530446,0
No,B,A,-65.64487895708051,C,A,E,A,-147.18477963597104,1
None,E,D,-165.89814023286996,A,B,C,A,-29.925793362026344,0
No,A,E,-125.10125813243494,C,C,B,C,-66.69860050016389,0
Yes,E,D,-60.70867166534868,D,A,D,A,75.71327960290618,0
Mental,B,B,86.24633377483238,E,C,A,A,-32.9166012541983,0
Physical,D,B,-39.951320215845676,C,D,D,C,176.77796153604478,0
Yes,E,B,126.73341254931458,D,B,C,A,-15.967424118635929,0
Physical,B,C,-185.72715913799846,A,E,B,C,-146.25831473842564,1
No,C,E,-170.1192577883931,B,D,A,D,-18.690439503955535,0
Yes,E,B,-62.80568703484429,B,B,D,C,-108.1828770201197,1
None,E,A,115.14602467431956,B,E,A,C,-17.917721441653825,0
No,B,A,-110.49402979689201,E,C,D,C,-29.33737354066667,0
Both,A,E,330.73226846655206,D,A,B,A,71.87147066339472,0
Yes,B,C,190.0586277723957,D,E,E,D,118.96204631600527,1
Yes,A,E,153.0908934217082,C,E,C,A,65.81628569683,1
Physical,C,E,123.37101801087636,D,E,C,E,-44.293515551126575,0
No,D,E,139.72797707483616,C,A,E,E,-129.57348619970583,0
Mental,A,B,-11.870611984567732,B,B,C,B,-87.88666215317812,1
Yes,E,D,83.1183885430322,E,D,D,E,42.023489685323554,0
Mental,C,E,-60.80493379028259,B,E,E,E,-0.498977323188651,0
Physical,C,D,73.95645463047163,B,E,A,C,5.724219231329905,1
Physical,A,D,-13.916616200473205,A,A,D,B,118.68282784158843,1
None,C,B,120.0051178803031,D,B,E,A,-57.4634059225984,1
No,A,D,-162.6045114861365,C,C,C,E,106.1332726742181,0
None,D,E,98.78651279638065,A,A,A,C,119.82149093503924,0
Both,C,E,-242.38210452174673,B,A,A,E,-37.3641276175453,0
Mental,D,D,40.68338560413472,E,E,A,B,-118.60241787387939,1
Yes,B,C,49.09181802593676,E,C,B,B,37.634367811832405,1
Yes,D,D,16.57884967957143,D,E,C,D,200.15621010680414,0
None,C,E,22.594771136037142,B,A,B,B,18.506842985513167,0
No,C,A,-92.96360023896966,B,D,B,D,-122.7245693176018,0
Mental,D,A,-6.627701937603904,D,D,E,B,-21.281587803947684,0
Mental,B,D,-6.316472269022426,D,B,A,E,-29.298214773070065,0
None,A,A,83.33078934941308,D,A,D,E,-19.867930914780672,1
Mental,A,D,-40.986683845023045,A,E,D,C,5.909830358073155,0
Physical,B,B,-94.91257473441814,A,C,B,A,-83.8153515220327,1
Yes,C,D,48.85443321458896,A,B,B,A,26.673609028500316,1
Physical,D,D,34.09745127885882,A,A,C,B,120.37182355607374,0
None,A,B,-64.50649357447938,B,E,D,E,102.23178689837424,0
No,C,A,-142.21086679787817,C,D,D,C,-198.47250332026258,0
No,D,B,32.68969636030064,B,C,C,E,40.65951985543682,0
Physical,D,B,-21.266519741275218,D,D,D,D,-61.433130998782396,0
Yes,A,D,27.986299260412206,E,A,A,B,4.434565269330849,0
Yes,B,B,-90.86016345442924,B,C,A,E,-1.3625139286094075,1
Mental,E,E,-16.022535006531125,C,A,C,B,83.01215768158805,0
Mental,D,A,-58.238720573770095,B,A,D,C,-25.555311179547736,1
No,E,B,-24.41923067661799,A,D,D,A,-109.40294362180462,0
Both,A,D,92.38240839328591,A,C,A,A,-52.791298588770566,1
Yes,C,C,-117.81944875322026,E,C,A,C,-38.73194319423038,1
Yes,B,C,-9.941087514331967,D,B,D,B,-26.61255145965634,1
No,B,D,175.940583660267,B,B,C,C,15.483083249823478,0
Mental,C,B,-55.40803533408616,B,E,B,C,146.43927629824472,1
None,E,D,134.1069065506365,C,A,B,D,126.35777414343808,1
None,D,E,111.65172819370979,D,D,A,C,74.15540595943068,0
Both,E,E,140.81984100934469,E,B,A,B,-126.91759713405526,1
Yes,C,A,-82.67650180403932,E,D,B,E,48.97550104736081,1
Mental,D,B,-152.46367856216852,D,E,B,B,73.83524661550486,0
No,E,D,-90.21126086127734,C,A,E,C,-62.16503877346567,1
Mental,A,D,-36.96025559570212,C,A,D,D,24.446254584628715,1
Physical,C,C,-22.342996872978798,C,E,E,D,151.13067068382503,0
Yes,E,B,-28.803042106388737,C,E,C,D,-33.30502689638727,1
None,A,D,162.39222300325653,B,A,C,D,67.58929837224872,1
None,A,A,-187.46792696805485,A,D,D,C,-8.742937687901692,1
Yes,B,D,43.42551068677847,D,D,B,A,8.287597156846179,1
Yes,B,C,5.02554711267049,E,D,C,C,-48.46234671778792,1
Yes,E,A,-32.561760607791875,C,D,B,D,-3.274441445263925,1
No,C,B,104.9602500360117,B,C,D,A,26.502837785565315,1
Mental,A,D,-137.01924349318512,B,C,D,E,44.147921728738794,1
None,B,D,22.68658715481169,E,E,C,B,96.06913255621056,1
None,A,A,-43.78932393398989,E,C,A,D,-164.64563785578426,1
Physical,C,E,120.22655126860397,C,B,E,E,153.26500814563562,0
Mental,D,B,-75.07036918084819,A,E,B,E,-36.116233782237714,1
Mental,B,E,-14.189014543093178,E,E,C,C,122.90641880104045,0
No,D,E,32.57214523119736,A,D,B,B,-17.72109482489431,1
Physical,E,C,7.36560984079503,E,B,A,B,59.33922569619765,0
Physical,D,B,-52.22486973545269,A,D,E,D,210.9885162435363,0
None,E,A,-43.80085018547142,C,B,C,B,-60.544072713404084,1
None,E,A,-26.723956024156635,E,D,A,A,-35.14458563395304,0
Yes,D,B,-76.19449633387869,C,C,B,C,-141.39046002834226,1
Physical,B,B,-7.785292511413103,C,C,C,D,-60.96578611153982,1
Both,D,E,-5.581065497133508,E,C,A,A,113.6984078211266,0
Mental,E,D,-8.033249908191936,C,B,D,E,63.6761726774694,1
No,C,D,36.75286186272773,B,A,E,C,243.54132842956008,0
No,A,D,26.829032292920875,D,A,D,A,43.325990631511424,1
Both,D,D,-35.116382898774376,E,D,C,C,42.41770370748449,0
Physical,C,D,13.62675687881947,A,C,C,B,-16.51694448417853,0
Physical,D,B,-52.2187688843752,D,E,E,B,-15.039981449215867,1
