genero,AGE,Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Female,70,Non-Veteran,-92.12063297274442,A,D,0.7016105919623362,E,B,-19.5827463614738,A,-112.7263470596823,101.25873567283004,0
Other,25,No,-93.58196204973105,A,D,169.44165363116747,E,A,-7.331820507996999,B,-102.3113014581047,-121.71552470989621,1
F,86,Yes,115.0767497222977,E,D,99.01215391075785,E,C,98.49907859962963,D,-39.76978008525367,129.02375641173356,0
F,98,Yes,-111.88501911084406,C,A,-71.16347927862368,C,B,82.92415484625472,A,37.25737412736589,162.6885535025515,0
Other,60,Veteran,-29.438645016361793,D,C,85.6540627394467,B,C,44.888895010916926,A,98.27059499740791,17.072963533980616,0
M,28,No,-92.40458567776606,A,E,1.1674333233125667,B,D,46.87388762021417,D,97.92602882691106,106.81251634383821,0
Female,85,Non-Veteran,32.960234360635106,C,B,10.568513673367574,E,D,17.60436700431444,C,-41.585349621301845,33.376110773581466,1
Male,36,Veteran,-126.66808745062848,A,B,-160.21330000496215,C,C,56.57166310139628,A,5.973116295212567,29.627879591898992,1
Male,98,Veteran,11.392800643633901,C,B,-167.35169056413937,C,E,91.36412142420302,A,-78.41295424673451,-51.371818379939604,1
Male,46,Non-Veteran,130.493363735975,C,A,-148.1070599389862,B,A,20.615619264555672,C,13.290462200021963,-109.97246675474759,0
F,55,Veteran,-17.0716387895963,A,E,36.03611355319598,D,E,30.815484335395833,A,0.4466475175782988,36.998766237073795,0
M,75,Veteran,38.31185309271097,E,E,82.83671240048785,C,D,-117.68275186487718,B,79.88362675036858,53.05970274212872,0
F,23,No,-38.7964935535781,C,B,-96.14199391956262,D,B,121.08534573011637,E,-55.27068710884855,33.62416380564932,1
Male,47,Yes,-24.77507233416218,B,C,-204.33532395987353,D,A,14.224866832262114,C,-96.13760751611244,46.73711641055762,0
M,18,Yes,8.392051194261354,B,E,85.81558634541565,C,A,-162.33279565239064,B,-75.67071403935441,-266.9877117616672,0
Non-binary,98,Yes,-17.391782999540712,D,E,-54.46329108386026,D,A,26.14938837764637,B,-77.54556872964082,-9.838731381557182,1
Female,52,Yes,-40.37509177751527,E,B,-5.522293084901662,B,D,107.75817773183532,B,35.18728937691946,-111.009191647035,1
F,89,No,-16.21569425290181,A,C,116.90724927301359,B,A,-28.655368324873947,C,-9.417081909179446,90.05036614427652,1
Other,94,Yes,9.21709966081819,C,A,-219.29288470811562,C,D,-23.883728723335935,E,97.65490303463423,206.7639585082997,1
Other,81,No,68.57914390653472,C,D,51.12548416313639,C,C,96.69237385569146,A,54.80696806089508,27.750252089247113,0
Female,33,Veteran,1.5002136181663768,B,E,15.514328221659394,A,D,96.82291042528158,E,-51.67298511295174,-84.4588872554698,1
M,69,No,200.03732234607025,E,E,174.59949987416866,C,E,-74.93840752504394,C,-155.04707315802554,40.89707096649571,0
M,33,Yes,-193.266238530503,A,B,-1.401928224856077,E,E,-46.341868011110535,C,-33.67588493209912,27.593890039378223,0
M,33,Non-Veteran,-273.1711153729674,A,A,140.01572965364986,B,B,30.76325421495234,A,-12.915994795280671,-183.03979353666696,1
Male,88,Non-Veteran,46.097294198888136,B,D,36.553763591195896,C,E,258.5226252250979,A,68.084327473492,-53.48775295279521,1
M,49,Yes,124.48875398444285,B,B,17.308613239544172,D,E,43.95953537701068,C,232.31700610542444,-44.86226255057771,0
F,43,No,-158.40885698407288,A,D,-157.7047659744359,C,C,15.238388042041311,A,11.494658467364667,10.79314023679276,1
Female,37,Yes,-77.76613059627743,E,B,-17.37064418664842,A,D,-94.83219627268093,B,-135.16942948594436,-53.794082268915375,0
Other,33,Non-Veteran,-96.61025073863472,E,A,27.001601362605392,B,A,-176.20988126278297,B,78.04283645237224,168.85537937684208,0
F,44,Non-Veteran,-16.99840984290714,E,E,-28.916804940723832,D,A,-117.42515215112613,C,-0.1842248106957097,56.48754119703309,0
Other,67,Veteran,-103.43936280704122,C,A,-54.598479172914935,C,C,68.23330731394256,C,47.031132336156816,46.953013676609565,1
Other,79,Yes,52.156318777180424,A,E,-75.16235487404425,C,A,120.12434902506487,D,73.45418609511155,13.235569229096797,0
M,53,Yes,-44.71311803643206,B,C,-31.097675358033843,A,A,-105.42216575225119,C,-94.66971606021585,125.57698325856512,1
Female,25,Veteran,-7.408522449985311,B,B,17.547027973973243,A,E,67.39814069847844,B,-27.122483879640257,322.91497328756066,0
Non-binary,41,Yes,61.526588867350505,A,A,28.515704933813584,E,A,-202.85592586376544,D,-175.61988966263021,-4.769587886776218,1
M,66,Non-Veteran,29.09120005636277,E,A,-2.364244501165345,B,E,-73.86688771161157,E,-82.97451634955519,42.54962861049134,0
F,84,Veteran,77.63578046514824,D,B,-83.42409128190903,A,C,-50.42970125393006,A,72.81949248872489,78.83331537950242,0
M,26,Yes,-175.8505760434665,C,C,51.055106419650876,D,C,-30.895372194388703,E,-6.040905649761402,110.10992709698914,0
Other,91,Non-Veteran,-129.7473383838564,A,E,22.340978648571692,E,C,-123.09177613812552,E,14.187443613199594,63.962261031053025,1
F,89,Non-Veteran,94.784893836589,D,D,-130.58741808709718,A,D,292.11114959961196,B,122.95336581037142,-24.922687765554745,0
Other,97,Yes,132.29021810042997,C,B,178.85970413070075,D,D,-121.21201699408542,A,-47.035025356835966,-148.3231896951263,1
F,52,Yes,155.61011797978884,A,D,-6.627226652915698,C,C,-5.6051143449710406,E,-3.6918195856803977,-3.8692016156690068,1
Female,47,Yes,-49.96162363927431,D,D,-126.90115045945298,D,C,-55.15755139678162,A,48.77424230754069,96.34250108081793,1
M,67,Yes,75.14419257628042,E,A,94.62155896786979,B,D,66.38967992932334,B,-56.21267329577626,106.27606637930944,1
M,82,Non-Veteran,-24.685711046232356,B,B,-22.883087208219262,C,D,49.415240679027484,A,-36.528275709303834,123.88535501578532,1
F,46,No,35.499936239246296,B,D,-10.439469729074615,B,B,-208.4430578274364,D,-132.764194650369,-5.2750879511099065,1
Other,36,Veteran,-18.090259052670945,E,A,76.37001016518114,A,B,111.66737338321084,A,34.98448955353402,29.59770868077308,0
Male,36,No,-75.93284961483918,C,A,-46.79804480880653,D,B,-25.740268618428786,D,91.6304904769174,184.81828211472367,1
Non-binary,43,Non-Veteran,-32.11727570259287,B,C,72.5162279492807,E,D,-39.99887701713464,E,4.583864597358415,129.56358544784842,0
Other,75,Yes,-71.83108312264034,B,D,-49.785351556305784,B,C,-141.29002940836492,B,24.604970981665478,71.13783383768416,0
M,95,No,-52.98223511316319,D,D,131.23205515575188,C,A,103.12341619784358,E,-113.78282603054599,-65.57425764432968,1
M,93,Veteran,-3.559987410809873,B,B,-75.3869147471313,D,D,85.89054480022418,D,50.45524690851857,-31.283124820431468,1
Male,54,Veteran,20.1899500033278,E,C,-23.221759237944948,C,C,17.83362012154681,E,81.22433696344376,103.13178459619674,1
Non-binary,43,No,132.5514441208908,A,D,10.583037986084456,E,A,-74.78163033357185,A,-263.1079966119869,3.185604471293013,0
Non-binary,64,Non-Veteran,-69.99881954804464,B,E,56.76968607239935,E,A,-169.65920230302015,C,-157.23381960928714,-33.85315305597935,1
Other,72,Yes,-138.74577329521605,B,A,-128.57422957093934,B,B,109.62474899626949,A,96.7685117468528,-113.67098472128822,0
Non-binary,28,Veteran,-68.39879289178987,A,B,79.30024025469048,A,A,-20.36082557753695,E,41.668676651841345,-37.25177055923589,0
F,59,Veteran,105.24713996260564,D,A,51.67770089614143,A,E,125.58360155825487,A,62.004890593585436,133.7681840820933,0
F,96,Yes,47.65310972767989,D,B,23.9753070073078,E,E,-13.064288955125356,D,33.02895194132567,131.5228957692902,0
F,59,Yes,-59.560992935143396,C,D,89.2383036385811,B,B,103.9011091170624,C,-58.52847416462975,-105.42846854831669,0
Male,80,Veteran,-125.97947921348162,A,C,-5.426212361148855,A,B,-37.50639696053952,C,69.15988180682919,-31.008514971924782,0
Non-binary,21,Yes,-40.86843966629481,B,E,75.87879053655452,B,A,-78.98152525474552,D,-71.78194218938954,-45.46029532024469,1
Female,42,Veteran,38.26595761847728,A,D,8.796539165424035,A,A,-195.23872672819437,E,107.69034196228597,74.93515221755959,0
Non-binary,24,Yes,14.312530022732275,A,A,-23.2012132246601,B,D,98.90619920014797,A,-141.56292676405602,169.9893787064619,1
F,90,Yes,-33.9056537630466,B,E,172.60645668036406,B,D,9.752410370258954,E,-20.291137607978964,162.66905603085274,1
Non-binary,47,No,8.807125111532809,D,B,-106.22126244115545,B,C,38.47588217716597,D,163.47780731029417,-75.67693152540956,1
Other,36,Yes,114.20271312248593,E,E,39.00086988046339,D,D,19.16703449783802,A,43.6605547752138,-38.67047752672355,1
Male,87,Veteran,-65.29336275717318,A,E,226.20390403721714,E,D,-28.043738439650994,C,-43.95739408637,131.96999105309294,1
M,74,Yes,191.08061902399857,C,C,-70.37292428934204,A,C,-62.47571747513167,A,-203.73427875500786,35.759160328631204,0
Female,39,Non-Veteran,69.61519618019022,D,A,-126.75905366301305,B,C,23.225843482596897,C,-21.644670191554034,-35.44476464072985,0
Other,87,Veteran,-68.06256560434669,A,A,9.50943801760363,B,C,54.6506422951837,D,109.23519464065876,27.294507645006792,1
Male,24,No,-10.1197908500729,A,E,-30.838439643079173,C,D,-135.27139332585432,C,-92.20120573916891,-163.98432605918663,1
M,63,No,-0.5606387385701809,E,C,94.81381761874678,D,A,-51.26124561574576,B,-81.23762638263376,-218.07241493627174,0
Other,70,Yes,173.5657470129025,C,B,-134.159341431363,D,A,56.278707716594354,B,94.23148668560317,184.52929951998328,1
Other,37,No,23.964111652510176,E,A,130.58399685489775,A,A,-51.057724863628074,E,45.70429562767024,-20.15030374607726,0
M,48,Non-Veteran,-119.60485392834437,E,C,38.37127063545013,B,B,119.52511956751827,E,13.311464113981492,45.38080864860879,0
Non-binary,18,No,-51.74982751226291,E,C,50.31208848126234,D,E,27.056858801149495,A,-108.0284851854913,68.43804855302605,1
Female,46,Non-Veteran,-28.909413532450507,E,A,-18.136847411332035,A,B,-36.12801773786315,B,45.30014058985244,-113.7806107324002,0
Other,87,Yes,-101.80021523577108,A,D,-35.03703743270402,B,E,155.70256393473295,B,-56.882590643248655,149.12216755935842,1
Female,73,No,10.36925079962732,C,D,163.01705021484415,E,A,57.38338327361817,C,-56.196400161705284,116.5971251435608,0
Male,78,Yes,58.85217500438803,D,C,-30.728574250090666,B,B,211.6621743853694,A,-123.38936544145733,67.04391527826972,0
M,83,Non-Veteran,33.62177752402873,A,B,63.102091885310564,B,E,-68.73290406356017,E,-39.23189682357576,1.1778156148362846,0
Male,68,Non-Veteran,-186.9068051347082,C,B,-11.820865758339622,C,B,150.93080338565147,C,190.05164315182256,-42.288992961090635,0
M,59,Veteran,-19.744720755632525,A,B,-71.15856397747294,D,E,-148.1555232759032,B,-6.942766162080878,126.38524858892994,0
Non-binary,23,No,111.1206411472907,B,E,48.696648030580064,D,E,-2.7292519704938654,B,13.682733198703437,177.34529451796126,0
Other,95,No,45.27718511902589,C,C,-130.9275807431975,D,C,103.13021384232128,A,-153.65234350901065,116.15976785801215,0
Female,58,No,86.1094949817639,E,A,241.92176440343988,C,B,75.33150934938124,D,-35.08841323017061,-75.17592880079138,0
Other,78,Veteran,-1.4940263965058227,D,C,80.81197954941469,C,D,-47.9683048003812,D,-24.289714621415502,151.61318961840792,0
Male,41,No,-151.55179795558743,C,A,-76.81633594138468,A,B,5.015858736440266,C,9.527678521088372,162.75348058006924,1
F,21,Veteran,-88.8251919736532,E,E,-113.26132341430586,A,E,-51.67676164902926,A,-79.29126225408443,-51.44630650245847,0
Female,97,Veteran,-73.24294057772273,A,E,123.58207385316955,C,C,-6.5348685442323475,B,39.89825359735665,75.02029177412777,0
Male,99,No,139.70801313027513,E,B,210.2144940328405,E,A,-52.05928095361063,B,-32.13771482213518,-42.58390295283505,1
Male,57,No,27.91751713991199,A,E,-91.51767231238026,D,D,-152.8725644086967,A,-49.35918900610739,-11.202689422654187,1
F,47,Yes,177.65389661471892,C,A,111.85750380159499,D,D,6.000256427308797,E,-2.283614389376283,81.18282107903876,0
Non-binary,67,Yes,130.63326355125656,E,A,170.2184514831201,B,E,-99.17711855916073,D,-59.049696684781495,6.069518984307919,1
Non-binary,85,No,-109.24379641202412,B,B,-47.660422273987706,E,E,108.07057595719398,D,71.59993655870461,-148.38211085886508,1
Female,28,No,-44.31462191701437,B,C,-29.698794821256246,E,E,83.97979551199776,A,-64.45678211168722,62.36026170485567,1
Female,24,Veteran,50.47031820059655,E,E,23.70888731219022,C,C,40.678680591776384,C,95.67050048955346,-23.265812655073265,1
Female,97,Yes,41.011376852592036,A,C,59.88069215467136,A,A,-81.9905277727158,C,139.452026433964,-18.266409233287074,1
Non-binary,69,Veteran,-100.34528471679359,B,D,3.990264748137473,B,B,57.80216748540516,C,-79.7050880103427,159.55824540147057,1
M,61,No,68.84414451407825,E,D,89.26900489088784,A,E,-58.01412179141299,B,-18.944658347937953,-131.1946174368909,0
Other,38,Veteran,-96.25444880551834,E,E,156.3269743052911,E,C,70.38642340535752,B,235.48426292477188,122.2777768263908,0
Female,19,Yes,-22.47889138478473,B,A,-142.17764394587064,C,C,34.45659963709406,E,67.61583075825021,45.999093363636405,1
M,96,Yes,124.34830303895083,A,C,-67.48795194620327,B,C,38.51909584056925,C,-111.21376625315503,58.080332825126405,1
Male,30,No,-145.53877749190195,A,D,4.731264164225844,B,A,1.6459949491471293,C,52.98566076426609,-24.807171619354914,0
F,71,No,10.663508929750302,A,C,-77.0222841604908,A,B,-4.315647204388524,D,151.7810546936725,-24.566166783171294,1
F,38,Yes,-187.89285111796826,D,A,56.10934728289626,E,B,23.91893405967632,D,-32.247210978400005,-40.84350562508755,1
F,63,Yes,189.23174682668918,B,D,-4.291451276043777,C,B,-27.680417738855674,D,-16.43657713310411,201.3442704233638,0
M,82,No,34.697206333129586,B,C,90.28165049662607,A,D,-17.122725990961985,A,188.69182345723422,25.23624549168649,1
Female,83,No,229.8708534850979,E,D,-129.13190734541348,B,E,-41.91514716833698,E,-73.80057177395219,198.61871652881942,1
M,31,No,24.98371550223946,C,C,53.693688613707025,A,E,101.33910885312439,A,-159.40566761362658,93.51837572851771,0
Other,96,No,124.68270920366291,D,E,29.112353365090787,D,B,-86.04455218873888,E,203.19023892479632,86.80989492140779,1
Male,57,No,-76.42741688009812,C,C,-52.81272743129581,B,C,-26.912110146328555,B,-50.148592934982005,86.71748289027714,1
Non-binary,38,No,-147.3635734513357,A,D,183.46716322011,B,A,149.49820364757437,E,-121.22231835652131,-14.426836116786557,1
Non-binary,60,Non-Veteran,-8.141334425037105,E,A,53.92461871657295,A,A,58.16665438345604,E,-8.858359613321616,61.24865191617484,0
F,30,Yes,23.914733028552284,C,A,48.615261714487715,C,D,60.11337229591748,B,-26.0278045063414,60.47927903819432,1
Male,53,Yes,28.64757424684525,A,B,151.3341292831241,A,B,4.467462139984674,D,-14.002501611669363,-86.94416257814848,1
Other,77,Yes,15.210122562346912,C,B,-49.629006143559785,E,C,106.32582641358137,A,85.18522136108616,87.28258198660185,0
Male,97,Veteran,23.93644562550293,E,E,41.44737610586969,E,E,-48.64788083976489,C,-124.2557389683858,-113.98891251002847,0
Other,48,Veteran,65.2355595290173,B,B,-6.9317916951643594,A,A,-45.816475841642664,B,-4.954442551343409,31.657909067424324,0
Other,61,Yes,-68.46085322693636,A,B,-145.35541740306203,D,A,-117.81359350295992,B,6.127236637511787,17.424809082389,1
M,67,Yes,14.765033906514184,A,E,-222.60211240007743,A,A,18.884159862573718,A,33.59770181654406,-113.39114450568364,0
Female,55,Yes,-30.571199454114982,D,C,-32.92340220807909,A,A,29.820687886373225,C,14.834913268125801,-36.595092696868,1
Male,68,Non-Veteran,38.859272596279105,E,C,-39.151719002204864,E,C,-71.1101672741344,A,188.35565854246036,-42.79497661285357,0
M,60,Veteran,31.880627200089595,A,E,-75.83104304533491,A,C,-56.30076351425265,A,-11.382978091305212,29.545966436850925,0
Non-binary,98,Yes,-53.617801046712124,D,A,-118.96482779845587,B,E,82.35804442471448,A,156.1608735936165,-12.334098493890036,0
F,68,Non-Veteran,28.1940123770098,C,C,-6.18612411824281,A,B,-94.05863589613227,C,7.064637497654716,166.4380650276073,1
Other,65,Veteran,74.32530114319876,E,C,-25.34978020985854,D,A,171.8879249339575,C,28.87340108546454,116.02863879890788,0
F,68,Non-Veteran,-4.715503742064859,A,C,16.437421476787925,D,E,28.04997905282911,C,3.4697465687222504,-96.63070520011482,0
Male,21,Veteran,87.72585498561448,A,B,-75.84956148351883,A,E,-25.53337437133356,E,-41.37154100179985,-172.04797593994542,1
M,83,Non-Veteran,26.195779441603033,E,C,-97.47245217613738,B,A,244.74313134410335,C,94.77217612013992,-145.54195355762909,0
Female,71,No,-279.4490052585743,D,A,175.15815543781542,D,D,43.08635404862613,E,-121.83935442535984,73.80844912743927,1
Non-binary,18,No,122.00553412691038,B,B,-29.410527523819933,D,B,126.38398583029924,D,20.92943654812192,127.29328856199598,0
Other,87,Non-Veteran,-236.64156171272833,B,D,-54.5543178115902,D,E,121.70947260249277,B,92.41779557741584,86.52795913061736,0
F,23,Veteran,10.370869639697052,D,A,-22.670525508855327,D,E,-29.52522584892206,C,-3.5446793392360334,74.18609438175451,0
M,36,No,42.19981711925497,C,D,-100.7187915072661,E,C,-184.53192868646485,A,-28.93898737557687,-138.78474886424632,1
Male,52,Veteran,102.10712055911799,A,A,-22.323500422381937,C,B,-64.61049381613996,A,194.90236154684956,49.09074516796892,1
M,28,Non-Veteran,102.13761191239688,C,B,-86.52919325780142,D,C,-113.5570225191806,C,134.66943370517046,-144.9135399751901,1
Non-binary,30,No,73.96671253418036,A,E,26.550100015511763,E,D,99.69370373853124,B,54.42134892379811,101.40868432218153,0
M,99,Non-Veteran,0.43239809341360974,D,B,73.84655177832985,A,A,-20.684232068907573,C,58.09208349633367,182.57035029516712,1
F,92,Non-Veteran,84.88844863327422,A,C,2.7266778417207775,B,D,-5.6670128607158,C,1.0961566850433446,-129.89483183508986,1
Female,52,Non-Veteran,123.41769281119063,C,B,39.61607886466815,B,C,174.80796804020596,D,-28.710026295890046,-23.01821618164589,0
Male,94,Veteran,-146.56282274548965,B,B,-1.00038422941283,C,C,93.78088980328191,A,-154.4061110046832,-224.4291851268015,0
Non-binary,28,Yes,12.35382813009689,E,A,-37.561162375956314,C,A,-34.12695627855172,E,193.37216173944472,25.089959612716495,1
Other,54,No,-50.089428717540606,D,D,-132.88749371573,C,E,157.96054227595633,D,-103.73561239390557,46.81018556554682,1
F,61,Non-Veteran,-68.28508198353889,C,B,-115.63706261110597,A,C,-200.9151626935092,B,-15.006376040982824,146.69028644215308,0
Other,64,Non-Veteran,-100.8185483104938,D,C,-130.8021599346147,E,A,-42.644508964628066,A,141.91701114593724,-51.98775941207002,0
M,22,Non-Veteran,65.25731441317085,C,C,58.34417803823171,A,A,36.20292386906525,B,165.9670770848403,117.14529742216648,0
F,78,No,7.013274015458593,A,A,143.33027231547507,D,A,115.27397686398677,C,-22.200298397846495,134.65834047064845,1
Female,44,No,121.47740271912639,A,A,16.67586877811634,E,B,-180.04851193244463,C,35.26377886878409,132.09433983816038,1
Male,91,No,15.320160954027445,C,C,180.28995471347463,E,C,78.56853899515662,D,-79.19064758394622,48.20188180708815,1
Female,44,Non-Veteran,-50.02564961871282,C,D,-64.49683757828431,B,D,-36.99076707437506,A,29.633554507078802,123.60606902187175,0
Female,72,Veteran,-87.65456890981311,A,E,39.70042383838588,A,E,93.99382955725865,A,-51.65974768192778,-45.280575331263016,0
M,77,Non-Veteran,-5.394566131475122,E,D,33.832220505852234,C,B,12.989451897575558,E,194.12660076334853,227.41214898644148,0
Other,81,No,54.81354147033536,E,C,-104.42001491287894,C,E,163.5295953592997,D,-64.24046149080806,-33.775561474655234,0
Other,61,Non-Veteran,29.154738937378553,E,D,-41.002734541086845,B,D,-80.09543177258642,D,207.13948159978975,72.01279844700065,1
Non-binary,36,No,209.20387413084603,E,D,-61.3267893495979,A,D,-101.03089900490214,E,-146.88650931639876,97.71784744965869,1
