SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Non-binary,D,-52.5011300249391,C,-16.16222672940522,E,C,79.90771341992357,D,A,1
Male,D,-37.675206034350325,D,-177.23729624110248,C,A,-44.94657669486649,A,E,1
Other,A,170.17437488618006,E,-0.6017240412189109,E,A,57.94937789266225,C,D,0
Female,C,0.6817022591826173,D,30.227147785732473,C,C,147.72723932533367,C,D,0
Male,C,8.965739146241686,C,34.2219352500427,C,C,62.70088303639423,E,E,0
Non-binary,A,287.30285059316543,A,-130.49236293490597,D,C,-83.00808984768673,B,C,0
Other,A,-144.67294483976085,B,105.34378795408608,C,B,85.15754375993286,C,A,1
Other,C,17.760320624205814,C,5.040927027810961,A,B,84.60373088297395,B,B,0
F,B,-119.43443517106347,B,-20.998689250055,E,B,123.85018877968328,D,A,0
Female,B,-55.37074711204705,B,58.500877369561536,C,C,-58.10868295428722,D,D,1
F,B,72.2110459435666,B,-65.40769963247833,D,D,48.88176731503441,B,D,0
Female,E,-37.684056916405034,B,64.03698476715358,C,B,164.09824381560824,C,A,0
Male,A,-57.31789379108256,B,-160.9509219651869,A,C,76.10015706276849,B,E,0
Male,E,119.72283951291192,A,-82.75543936797837,E,E,115.30316540298504,B,D,0
Female,C,129.08827803256963,E,-40.54070579859857,C,A,-72.62299524120101,C,D,1
Female,B,60.560883095021076,C,-94.54307372557432,D,A,-46.32196025732708,B,E,1
Female,D,-19.088394241011606,C,69.88624304314713,B,D,9.679401761013464,B,E,0
M,B,-2.0449855060216526,B,-53.70093871912257,D,A,-53.39072830934487,B,D,0
Non-binary,D,-152.16963512187897,A,43.366624359827355,B,C,-50.30038934573609,B,C,1
Male,D,-52.8887833490697,B,151.79214402981293,C,E,-68.87014043538484,C,D,1
M,D,-121.02138924544785,A,-129.26460646453143,B,D,14.601478319643874,E,A,0
Female,A,-15.185510172538885,D,-173.18042871406644,D,A,-166.35590991079158,C,C,1
Other,D,-71.85648291694693,A,-156.40673218990798,C,D,-60.550727047670335,B,C,1
F,C,-64.70699123820599,B,38.46247226074942,D,C,-69.38838137914574,C,E,0
M,D,-157.89007494131246,A,38.43036939936969,B,D,-60.24926849944312,C,A,0
M,D,-29.828368830379443,D,76.79620396380894,E,E,-76.13643406829144,A,E,0
Non-binary,E,50.090218520895434,B,-116.00528460275147,A,D,-66.01767873835392,D,A,0
M,C,-42.20198480891612,B,-4.67584521322464,B,C,-202.53242215471548,B,D,1
Male,A,11.699034514611515,C,126.85994039873638,A,C,80.11566413794758,B,C,0
M,D,-161.54501281714712,B,-139.11543462975362,D,A,-90.16861549580914,E,C,0
F,C,-1.3674629270257435,D,-166.71972717183021,C,B,123.54079479008348,A,B,0
Male,A,99.35884164951383,E,129.30142705016,C,E,74.12876929538598,E,E,1
Male,C,17.993650406127102,C,-143.34941304288475,D,D,71.5669640661945,A,D,1
Male,E,-12.773882671961925,A,152.43175092908922,D,D,33.02686168428147,A,D,1
Male,E,299.3433560775163,E,-72.9184443631864,D,D,-14.311296272205482,B,D,1
M,B,-156.5266706758321,A,38.588969050960095,D,E,-31.43578630901085,A,B,0
Male,D,139.3146496218796,E,-10.438020613307657,C,E,120.80647951460205,E,C,1
M,B,131.77335025272404,E,13.150416234929253,A,B,-119.26643904224295,B,A,0
Non-binary,A,103.16815474364014,A,44.04717200680236,E,B,135.33866170917142,A,A,1
Female,E,-25.72278505625355,C,-56.19954444182132,C,B,169.63171392199055,E,A,1
Non-binary,C,-27.65483514799968,E,-33.26085388272352,C,D,65.52145662026022,E,C,1
F,E,51.641568627302235,C,83.21535338059361,C,C,-80.40866069680963,B,D,0
M,E,-182.46015314394046,A,109.28804889779697,A,B,-81.59617755753531,E,A,0
Other,A,100.40246401717272,A,92.28555617323315,D,E,81.15211630067262,C,C,0
Non-binary,E,-96.34816450031643,C,127.68984715854026,C,E,-75.22422308849359,C,B,1
Female,E,-45.43035803141107,B,8.768189114139615,D,C,11.723171039568332,E,B,0
Male,D,60.99149105893813,C,95.28948697336699,C,C,24.137686507426285,B,A,0
Other,B,8.210043039228577,E,-43.375688578976245,E,A,-9.170663111342174,C,B,1
F,E,-28.48636115408055,C,21.566708594643462,C,B,149.72292507950635,D,C,0
Other,B,96.0921778492645,C,104.99604779549887,A,E,38.81914880081383,E,E,0
Non-binary,B,-24.04222367940403,C,-70.0338125461106,C,A,-149.09718070392714,B,A,0
Non-binary,A,-32.62861718871986,E,76.71135649479251,C,D,53.12299354606383,A,C,0
Female,E,-60.6810081698641,E,53.444439152575065,C,E,100.6477411273748,D,C,1
Other,B,157.32702099162097,A,-69.8088125485785,C,D,71.1076872667208,C,E,1
Non-binary,B,28.972326021753332,B,127.13942925472064,D,C,-47.08926613787535,E,E,0
Male,D,83.73542460516092,B,-203.8047462623137,A,C,126.5753120844072,A,D,1
Non-binary,E,-68.74958705737565,E,-47.12556889629321,D,E,-26.813622713373768,C,E,0
Non-binary,C,-20.293320826634336,C,69.193678883576,D,E,-72.53675420014936,D,D,1
Male,A,-177.65714981930475,C,113.89497050681585,E,C,-178.80412317241422,B,C,1
Other,E,82.06145310276561,A,12.3502102261546,D,E,93.10373979286682,B,E,0
F,E,-98.21675931826115,A,-13.064619375285485,B,A,27.75413538404955,A,C,0
Female,B,-153.07868095503656,A,-142.0917753698482,A,E,-243.5805711851825,C,C,0
Male,A,80.15558695633558,E,-6.272176323268594,E,D,-26.51652078989345,A,A,0
M,E,-161.8872637190224,B,112.04513894267745,A,C,-175.14164732101443,D,B,0
Non-binary,A,36.56717010121149,E,-85.09463850922886,D,D,84.6682021287092,E,D,0
Female,A,-168.11517123196168,B,98.11845983116395,A,E,37.66902309909878,B,E,1
Male,B,-63.44425346382438,D,67.27198243251185,E,C,45.4388725946541,C,E,0
Other,D,79.91749780453954,D,46.08516884231517,C,C,-10.074727008013241,B,E,1
M,A,59.11233279281885,B,89.15663507116771,E,D,-58.33483880458199,E,C,0
Non-binary,C,-134.41850187888835,E,115.45967799309645,C,D,109.86609679748977,C,D,1
F,B,52.378031654671744,B,-59.61405500777265,D,C,-8.026455215814378,C,B,0
Female,B,70.32252267218483,E,-33.00132635901289,B,C,-51.12150585825669,C,C,1
Female,E,-24.238427911359626,E,-176.28833477373516,A,C,-116.0689284675337,D,B,0
Female,D,-36.618616403151556,E,-213.41846728241708,C,D,-65.158446199356,B,A,0
Female,D,-132.39817812504674,B,35.26575879403969,B,A,31.502953018680767,B,B,1
Female,A,57.45850094390179,E,153.36377557669232,A,E,32.319157419085926,D,E,0
Non-binary,C,49.75448723177754,C,44.664031962746115,E,B,90.09241832253456,A,C,0
F,C,-181.9585887367595,B,93.92002505820525,C,E,40.6225937688542,A,D,0
M,C,-88.98373182254376,D,23.674564062493555,B,A,-6.501465990040625,A,C,0
Female,A,-24.845440860054968,E,-52.522781850995216,E,C,-212.2272510118056,C,B,0
Other,C,-140.32212374787235,E,-22.288051993392237,C,E,45.71236516157832,A,E,1
M,D,-200.89565120216824,A,101.59442006356367,A,D,150.5630699396828,C,E,0
Other,D,83.26797109124641,B,126.27925291327516,A,E,227.29496381857913,E,D,1
F,C,169.24768187191097,B,10.994575813720406,D,A,-213.4903722081038,E,C,1
F,B,179.01931896470532,A,-141.85506843625447,B,C,-41.224251227774225,E,C,0
Female,A,71.51181794956756,A,5.071343936588545,C,B,-6.449487292467131,E,A,0
F,C,36.83128860037108,B,-123.6962226372827,D,C,-96.14213010870165,D,D,1
Other,D,-36.341725250126835,A,-249.00400286730974,B,D,-45.57654318183603,A,D,0
F,D,36.48828196970835,C,66.88953067224006,E,D,43.17233395504563,B,E,0
Non-binary,D,174.39877833062943,B,34.75543511417641,D,C,147.46751787006394,A,D,0
F,D,58.46043032459399,D,104.56135402753304,A,C,89.70030883565988,C,D,0
Female,C,-39.30179684349283,C,-75.7354045864773,A,D,-47.3948515735581,D,C,0
M,E,9.553222651281322,E,-13.568693263570289,D,A,109.17010649814588,B,E,1
Male,C,-63.598231240697125,C,-190.66375658748876,E,E,60.4949099210222,C,A,1
M,B,136.24317417438775,D,-11.39797546006834,C,E,-48.267722358240334,A,E,0
Male,D,94.05993030682151,D,33.45691874494942,E,C,10.207327678801937,B,E,0
Non-binary,B,60.30445228542873,E,173.24619510850178,D,A,64.3289150207384,B,D,1
M,A,-75.00584553019223,B,-162.16073901605466,D,C,17.92836760013536,C,A,0
Non-binary,E,33.15782412164987,E,-136.07702199519437,C,E,-34.835472126346026,E,A,1
Non-binary,E,114.36685870324752,B,-22.942983849601216,E,D,-166.48105945903123,D,E,0
F,C,50.31314344041513,C,-78.48304031302857,A,C,156.9803038581179,B,E,1
M,C,103.44820198039521,E,1.5665773782737198,A,B,105.499556203503,B,B,0
Non-binary,B,18.42229509441346,A,43.11536621852911,E,D,-51.3701729037223,A,A,0
Male,D,-97.86044089394699,E,0.8000984729905234,A,E,43.43102569344447,B,A,1
F,A,-90.3729134484269,D,-155.3906476438898,E,D,-134.4764132354481,C,B,0
Non-binary,B,85.20817261177136,E,-41.29255829885427,C,C,0.2737855429240313,A,B,0
Non-binary,C,-100.26982316278172,A,-100.9528401527324,C,E,63.02837350475434,D,A,0
Female,C,-142.02102847220516,A,34.48568982995568,C,B,-1.1212745611631165,B,B,1
Female,E,-21.979608452091238,D,-33.513269662815574,B,D,-56.62309095244438,B,C,0
M,C,137.09486542061683,E,144.64825180074484,E,A,80.46131628303891,B,D,0
Non-binary,B,-116.31738955094369,B,-61.128796674249664,D,B,-136.27210314534216,D,D,0
Other,B,-81.45676328613088,E,-65.07942873747224,B,D,44.66431630472814,B,B,1
Non-binary,C,60.04463483615125,C,222.4257373447854,D,D,-117.37402877977661,E,B,0
Male,C,-125.5086749518417,D,134.04846257220788,C,A,-112.18997684402558,E,A,0
Male,B,-14.314238741901331,D,-34.3385927065071,D,C,6.32349397783853,C,B,0
Female,E,-58.909151819536035,A,-154.16506515427494,C,A,31.926345432318335,E,E,1
Non-binary,B,-184.88777611373942,E,175.82639940380912,A,C,-2.4981396094381303,A,B,0
Female,D,51.36688428915544,B,17.073668086526055,A,C,-134.09450924639538,E,E,0
Female,A,25.533347554216203,A,-35.34307412207808,E,E,-67.92770393577001,A,B,0
Male,E,54.876795005968084,B,163.32072029444336,E,B,-60.86336325270763,E,A,0
Female,B,-149.49826045522974,B,-13.348078221694879,A,B,-50.935353786392604,B,D,1
Male,C,70.32582821667187,D,26.65544260674939,A,E,9.898222705690838,B,A,0
Female,A,-49.798575209121964,E,65.5385561519615,B,D,-178.42239637911098,B,C,0
F,D,-190.78989911500955,B,-55.56045518730627,E,E,86.45722747100005,B,B,1
Non-binary,A,105.03650487380152,A,98.34860270901589,E,B,58.53378716296452,C,A,0
Female,E,102.12935259886025,C,-52.03896836325826,A,B,-24.18521178951652,E,E,0
Male,E,301.7424030361203,D,118.17199451917497,C,A,-137.4080119594232,D,D,0
M,E,-76.66867874020458,B,58.514164637111264,D,C,39.67782989647966,D,A,1
Female,B,-44.0302916860094,D,124.45753835954554,B,A,-168.27671410189606,B,C,0
Female,D,147.30473891935497,D,1.9579788916316614,C,C,87.60589407723187,E,C,0
Male,A,-163.44894868941827,B,-211.13559852611937,C,B,-31.19515057597476,B,A,0
Non-binary,A,117.57303389395123,A,-0.545172912190977,A,C,-171.594411476353,E,A,1
F,C,197.09260583493605,E,-92.55860966224057,B,B,71.03305108742865,C,A,0
M,C,-31.84742363484872,B,-92.64883120853091,A,A,-60.697571642071914,A,A,0
M,E,-65.53956963221073,E,3.5152197887739405,D,A,91.123588693973,C,B,1
Other,E,10.372683452004331,B,79.1832318784687,E,A,74.26353463161655,A,B,1
M,D,113.61496307006804,D,17.174381688388618,B,A,138.39202905704295,A,A,1
Male,D,-23.26426597737767,D,26.07443466043822,A,D,196.99285152437758,E,E,1
M,E,-56.060784089503734,E,-22.450871214377813,A,E,23.67041136678771,A,E,0
Non-binary,A,69.83770702758618,B,62.0066621140259,C,D,-90.26556508598256,D,D,0
M,B,-76.26588785566051,A,-112.18456407013223,B,B,-92.65746151657265,E,A,1
Non-binary,E,-119.9857853540042,C,115.72179374393028,B,E,48.23257886138344,D,A,1
F,C,38.71718638006202,E,-22.40312546157156,E,C,-146.84572758244704,E,A,0
M,D,-14.869555495175643,A,97.97494774527493,E,B,45.019780462095625,A,B,0
Other,E,-40.999098909104845,E,-31.14208273828111,B,B,-145.17173575853357,D,B,0
M,D,-71.44194561565371,D,-22.026540289957904,C,D,24.117861925589946,E,D,0
M,C,-4.247154845539476,A,-119.35759784594646,C,E,64.36305455554185,D,E,1
M,D,17.181877200164227,E,-34.053457937501946,D,E,74.63587446997722,E,E,1
F,A,-98.25267770285627,B,1.3681163794938394,A,C,47.732189833298555,E,A,0
Male,C,109.9226214662011,E,-10.728904885107287,E,D,74.64323161393735,B,C,0
Male,E,215.90012013983215,B,-44.32754487512823,B,A,-69.1776032284812,A,C,0
Other,C,94.83301273469806,E,57.56889362766454,A,E,18.784176687408657,A,E,0
Non-binary,B,67.85977357784839,A,-114.97829580465084,A,D,56.083160930411715,C,B,0
F,D,20.235002697694384,D,-120.04432712245483,A,B,53.034265157125404,C,C,1
M,E,-117.54945865744631,B,-47.92299032420936,A,A,28.658061585817556,B,A,1
Female,E,-41.6592562821559,B,-101.53050666259482,A,D,25.772690233532884,B,B,0
F,A,206.59993701314954,A,-21.81041154797154,A,C,-12.626133771080966,C,A,0
M,D,23.356449189654136,E,-87.01023860489913,A,E,152.97201815110114,E,C,0
Male,B,-26.831840669350527,B,73.19092102956871,E,B,176.0627609407364,D,A,0
Female,E,45.21428824712648,E,41.15162710639739,D,E,62.76846316239758,D,C,0
Male,E,240.95957040317217,C,-36.99193190684307,C,B,-39.20601328329631,E,E,1
Other,C,-102.3699426133096,C,11.047658867743532,D,A,76.87291612618152,D,E,1
F,B,87.01872071233454,C,-146.13684177007272,D,A,94.8516020358681,C,E,0
Male,D,26.311788449011075,E,52.81539687391139,A,A,18.301988618382666,A,B,0
Female,C,61.98891289495735,E,-54.95690449240516,B,E,22.053822737258894,E,C,1
Other,A,270.1230579248376,A,-32.29301106590868,B,C,15.658559001419068,E,C,0
Other,C,98.70524446798744,E,224.89091914404372,D,C,26.77807843706311,B,A,0
Other,A,77.92973148068323,B,-101.7964535415645,A,E,28.615162419392203,B,D,1
Female,C,-53.50844695647022,B,117.47668021345659,C,E,187.84038338290122,D,D,0
Female,B,-31.467732695814043,A,-135.07459327703958,D,B,84.05106143341892,C,E,0
Male,A,24.76687568929537,D,-55.79803678683037,E,D,-97.84272341000845,B,B,1
M,A,-65.37181981732508,C,-102.67599268754795,A,A,188.05059378741996,B,A,1
M,A,42.204447150752614,C,-63.77016294493135,A,B,-105.04791669039186,B,D,1
Non-binary,E,-104.88306398462457,E,42.11379931062157,C,A,-163.58061018979458,C,E,1
Other,A,-40.72889843459757,B,-8.482398091558347,D,A,25.787504014203876,C,E,0
M,C,14.483883812294362,C,-36.68005586984004,E,D,-50.014320207682225,D,E,1
Other,D,-23.60527839677254,E,97.59621039893507,B,C,104.15615079349374,A,D,0
F,C,-33.033928684197136,C,-70.78759422759637,D,D,-103.23756489030022,D,B,1
M,C,-55.318739087014656,E,113.61032216108691,D,B,-136.7233754465596,E,C,0
Male,A,-97.90552756086363,A,-33.41783754992757,B,B,115.60282794754741,B,C,0
Female,D,87.9073663264351,B,-127.53566593890595,E,C,80.12833707321909,D,D,1
F,C,-17.91073297418818,C,-182.08747956001164,E,A,-70.81573854346868,C,D,1
F,C,95.34988527652186,C,162.11786476750987,C,A,61.004706868000156,D,B,1
Other,A,103.14355397809094,C,36.979269370753684,E,A,163.49687888811744,D,D,1
Other,C,24.98691816930551,B,-10.197293302380906,A,A,25.806746335425167,C,D,1
Non-binary,E,-58.740372020706474,E,57.722187979784934,D,D,69.03287344602808,D,D,1
F,D,-22.797395659139692,C,100.9464046423175,C,D,10.661363220468388,E,D,1
M,C,122.73044148846975,B,-64.39922133805683,B,C,61.380703778355794,E,B,1
Non-binary,E,32.45372327191171,D,-28.127781924198974,E,A,88.66926669188962,A,A,1
F,B,46.40057416097239,B,-141.18290366187526,B,C,-120.91787822394654,E,B,0
Female,E,-72.53257956842297,A,27.113685053499974,E,D,163.792836501632,D,E,0
Non-binary,D,-154.67705396469074,A,-89.10603310955287,C,A,-90.46790888971009,D,A,1
Male,C,-52.749922512496816,C,-110.49613809923106,D,D,-162.44384660959935,B,D,1
Male,C,-120.64222697805303,D,-64.4075491011753,B,A,36.55373937021227,D,A,0
Non-binary,A,68.45361256154959,E,-137.75070433046952,D,C,222.38769947247312,D,D,1
M,B,-212.21100691052857,A,35.87320718866627,C,B,-13.002322454858975,E,A,0
M,D,8.756620277338216,E,-132.4964319828261,D,B,45.760529865454345,E,E,1
Male,D,4.143819925446607,D,-11.445896118256778,A,E,-137.46436695223207,E,D,1
Other,A,-110.68475156563385,C,-10.55093253758692,A,E,45.518373895958256,A,C,1
Female,E,-176.79348499426783,D,-0.8974901869055397,C,E,61.47452286223653,C,D,1
Other,C,171.28618207286866,C,99.76469572183491,A,B,142.7453456233428,A,C,1
Other,E,226.42320601506793,C,-60.07675026401665,A,C,-45.66567013512675,C,B,0
Other,C,167.00625306405595,B,-121.01740673435162,D,A,-2.458163745038041,D,A,1
M,E,39.34303497454462,E,-40.546603787421134,C,C,-79.97789293759227,A,B,0
Male,E,-53.228173761035876,C,-185.19543220725834,B,C,2.213070582820139,D,C,1
Other,A,-31.719240969453494,B,87.10533083005652,B,E,4.979554498317724,E,E,0
Female,A,-65.8477091136126,E,231.99375358465005,B,C,74.69504844194941,B,A,1
M,B,-132.3112288212079,E,117.44157004512685,B,D,-81.17342330400822,A,B,1
Female,B,-54.186567774139746,A,-3.0865578825939313,A,C,-41.320388652021485,C,A,0
Non-binary,B,-9.275982553456679,E,35.54010010791026,D,A,50.38307682656916,B,D,1
M,A,-18.700449759884542,C,38.572530804796585,E,B,-42.304535306145304,D,B,0
Non-binary,D,37.62045464270772,E,78.4255815160043,E,B,-35.9067498513629,E,C,0
F,B,41.531123091188995,D,-244.84996469154834,E,C,34.035108516763835,E,A,1
M,E,10.113436353679017,E,127.85310411932346,D,C,-27.919422448263674,B,C,1
Other,A,32.65129114801625,A,4.050191192631986,C,D,143.80054473532405,C,B,0
Female,C,-139.69138464227737,A,-136.5620242855202,B,C,-178.7340661914805,C,E,1
Other,E,-98.38041201779384,C,-63.41909623511495,A,E,76.35711242991576,D,A,1
Non-binary,A,-167.20054682358037,E,-20.974298340960683,C,C,94.09940280971297,D,E,1
Male,A,99.06942087529985,B,-16.002350081342513,A,C,28.44613170839086,A,B,1
Female,B,39.5033116439567,E,-207.8452258948116,A,E,36.00363350436959,A,C,0
Non-binary,B,-115.459909522295,D,110.3714846108467,D,B,-85.42437284414089,A,D,0
Non-binary,C,-14.967175095797167,B,-162.49964034142755,C,D,-41.11874636253022,A,B,1
Female,A,-98.74673177616154,B,-13.177088536384222,A,A,-36.27228707511661,A,A,0
Non-binary,E,84.89656029711489,B,164.67730743563885,B,A,38.171603238165886,B,A,1
F,D,-86.50779290939705,B,65.13423478400317,D,E,4.641878695115471,A,B,0
Female,C,-68.64474893017936,A,-137.13446872031844,B,C,-63.03380084330248,E,E,0
Other,A,25.3562771103316,A,1.471187582859485,A,C,78.23319987135858,C,D,1
Male,C,-18.875168699668514,E,-44.07180814046889,B,B,0.0066730610277515815,A,C,0
Female,D,-84.3254108564306,D,-33.87612842098875,D,E,30.61372500865296,C,C,0
F,A,-79.87647689611424,C,-47.8644047971204,B,B,186.92115829723974,A,D,1
Non-binary,E,-198.30194789770388,E,27.98559715288994,A,E,-107.26510188911934,A,A,1
F,B,-133.5949431274411,A,-21.244292001743716,E,A,-60.432498025549506,B,C,1
Other,E,97.8104498850023,B,3.6400454533983093,B,A,-40.37858569246618,A,C,0
Female,D,-67.19279855779709,A,6.589786329911633,C,B,-184.55746732576068,B,A,0
Male,A,43.23790744046141,C,82.42723794253557,E,D,-115.42924445782144,D,E,0
Non-binary,B,143.1544607218468,A,-163.28428421512072,A,E,-15.287575658685551,D,B,1
Female,B,-16.313878355366867,C,97.45368015553677,D,C,231.81225739778574,D,A,0
Other,A,75.9772037925522,E,127.88499929396713,B,A,49.14722691414581,C,D,0
Other,B,-50.55418445404225,C,-176.6282569745528,B,B,-5.100226423703191,C,B,1
F,A,-133.55668830477626,A,-123.51734598461941,E,E,118.2254491357352,B,E,0
M,A,-114.10648631941136,D,-154.1924949631388,A,C,-164.3649857445978,B,D,0
F,C,-137.07924300220168,C,127.16905078941505,E,C,-55.034470787031985,A,A,0
M,E,140.27675843253365,E,177.9630971409323,B,C,109.04631041469845,C,C,1
M,D,123.11397661817767,A,-172.0956376049653,A,A,-56.699146190916814,B,D,0
Male,E,-147.22014310301856,C,24.181974635041275,E,B,-41.457489414235816,E,B,0
F,D,-107.84789752434992,B,50.37816601383858,B,C,-34.38453605021953,C,E,1
F,B,-52.02497789758538,B,-112.00334910352888,C,D,-79.7377755290533,A,D,0
F,C,9.505474741412847,C,106.15016952078066,A,D,37.160052733209945,A,B,1
Non-binary,D,-182.78779789866965,E,63.77303677243676,E,B,-91.13967730637789,A,C,0
Female,E,83.86114873625655,A,26.542821078166483,D,C,41.358972559491214,E,E,0
F,B,-30.890759755183804,C,-8.20016332355658,B,E,42.79175780538142,A,B,1
M,B,-63.04758314866012,C,-30.807604218996815,C,B,-87.87093411854785,D,E,1
M,A,-178.5434544633124,E,-75.05560545041213,E,E,-76.84288446434788,E,E,1
Non-binary,E,-124.03165864397776,E,82.51092042162908,A,D,166.28045494355533,D,A,0
Female,E,-31.569594591782263,B,22.483346200986105,A,A,-94.74586734201786,A,A,0
Male,C,-155.56836885205462,A,20.822896891987817,A,E,70.50847269703038,B,D,0
F,A,138.1347054326763,D,-185.76652141985846,E,D,-153.44641317097668,E,B,0
Female,E,16.01822256397181,E,4.570278251294288,C,D,95.90722012005195,E,C,1
Non-binary,D,92.26745396279782,C,-21.187113967964763,C,E,38.148700880194625,E,C,0
F,B,60.59985177279425,E,25.509941642579037,B,A,-46.84946109511186,B,C,1
Other,D,3.1062351814356792,C,104.66409662789262,A,C,-27.543072139913647,C,C,0
Female,C,-27.01169192975635,D,-127.11829342741143,D,B,0.8480022403139763,E,D,1
Other,D,-155.02262899616915,A,-113.90078785726125,C,B,120.55245298860125,A,E,1
Non-binary,D,131.4243322304283,E,-4.9966413626205,C,A,126.21558559216383,E,B,1
