age_range,religious_affiliation,military,RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
65+,Christian,No,Other,A,E,99.61533681994462,A,B,A,-7.387197294282805,37.20443894198811,D,1.6058918629335819,C,C,-13.0740346091161,-47.403961273880476,0
65+,None,No,Asian,C,D,-25.018847253689362,C,A,E,-343.7344976803922,75.42440447257009,C,30.545837754451416,C,D,-158.79109838498266,114.45143821044819,0
26-35,None,Yes,Asian,C,E,201.37901649391114,B,E,B,23.371646789009098,-239.4913455531093,B,178.73421381423918,D,A,150.82597465660888,-13.060135100573145,0
18-25,Other,Yes,Hispanic,C,D,102.9205933106088,A,A,A,-121.29010179937553,-14.939145181090364,B,-96.26060840761566,B,B,-99.13345467687495,-90.85824757280214,1
36-50,Muslim,No,Black,D,A,123.70643535693951,B,E,A,-55.50434171931643,15.590921959037535,B,190.57781534588213,A,B,-16.759153492315036,-5.107413284042308,0
18-25,Muslim,Veteran,Hispanic,E,B,-10.835689857794053,E,E,D,3.054382157386308,149.08968227410816,E,-27.558218317118726,D,E,-63.93322351718263,72.38188065505737,0
51-65,Hindu,No,African American,D,E,40.14920245032565,D,E,E,-92.02805410541195,-153.85713371726797,C,55.80912520044775,E,A,151.19748413130984,69.49074114027833,0
51-65,Buddhist,Yes,Other,E,B,148.1820846593143,B,B,D,-5.156077371358324,-1.462220925077982,E,-132.05947177498368,C,D,105.28057056298728,120.36614556275838,0
26-35,Jewish,No,Asian,C,B,37.198105399682326,A,E,A,-133.8317143786524,-53.17303729209718,B,-115.71197073353218,A,A,0.44401039095953754,117.19107577269983,0
36-50,Buddhist,Yes,Black,A,D,-163.5020496279251,B,A,B,-23.487028728713728,140.02409840799538,D,-130.42081775215058,A,D,-134.5423178945588,-56.626665129244344,0
26-35,Other,Non-Veteran,Asian,A,C,50.27676809412227,C,E,E,-102.31668741571814,18.248879070466998,C,-117.32743254816178,C,E,-21.856051485167008,-46.32976044401798,1
51-65,None,Non-Veteran,Black,A,B,10.255667027655857,A,D,C,-63.5642591181527,61.97875025026324,C,-9.423070299003108,D,A,20.61465906064894,6.4551609201438485,0
18-25,None,No,Hispanic,D,D,25.784237506244445,B,D,A,-104.8562245796909,-60.17381645595022,C,169.94938332696555,A,C,74.11806107812308,-77.92778490451731,1
18-25,Christian,No,Asian,E,E,26.631951037432707,A,C,C,86.26412675279303,115.48979133253859,A,169.96411695977991,A,C,-11.564533397429853,-108.93639292247528,1
65+,Jewish,No,Black,E,B,188.83524049782645,D,C,C,-0.47527097518361505,-8.755772084163697,D,29.717585087486135,B,D,65.58938061696576,42.32398856144511,0
65+,Christian,Yes,Asian,C,E,-90.25074581854187,E,C,A,77.24494199976131,97.37284547416543,A,98.5516146257747,C,D,-22.243446605690767,135.45019143091247,0
65+,Hindu,No,Asian,B,D,-226.27161499611935,A,E,A,66.37976428083878,28.152578549530112,C,-172.94903654806222,C,C,80.39048972724065,-190.49948029877723,1
26-35,Muslim,Yes,White,A,B,93.34161030709599,E,D,E,-84.2861965609199,-93.57004575462877,D,85.88458330161217,A,A,113.97770162660747,-4.557532965842951,1
65+,Muslim,No,Asian,E,C,158.52922905675285,B,B,C,-170.8861663064792,-91.28706396649565,D,69.22481936329083,C,E,-84.69691913772034,29.52833551710377,1
36-50,None,Non-Veteran,Black,A,C,163.72732926620256,C,C,A,17.11270734236728,14.732022310567109,B,-63.20099353672046,E,B,-3.1007015461182155,74.08690062160142,1
51-65,Jewish,Non-Veteran,Black,A,B,-40.336224975169586,B,E,D,211.3113998392666,-33.36961216496637,C,-70.7528381849888,E,D,-26.615712930658773,-133.33799170531972,1
65+,Jewish,Non-Veteran,White,D,E,30.111043503020777,C,B,C,25.8017943533277,153.5817987740744,B,18.65502541582866,A,C,138.44339101480358,-40.27943395005961,0
36-50,Hindu,No,Hispanic,E,B,41.711742415793786,B,D,B,28.892757356098343,33.635380271533975,E,-20.070190971065678,B,E,201.1695122627237,-4.807884272109736,0
51-65,Buddhist,No,African American,B,E,247.2714191156444,E,E,D,-29.827490065735123,-1.3758209873760348,E,-17.52947737744823,B,B,8.085962249129459,76.62227698826925,1
26-35,Muslim,Non-Veteran,Other,E,A,-155.81353661493353,B,A,B,21.366868126801776,17.85260138111623,C,-45.43701301676493,C,A,-25.429725059481395,-78.07527580329632,0
36-50,Christian,Non-Veteran,Black,D,D,-90.84143860504939,B,D,C,-84.7369308158899,-150.93944371031898,A,181.61159707254612,A,A,22.79808641313739,-239.37174199672359,0
18-25,Hindu,Veteran,Other,C,A,76.90234072752793,A,C,A,2.49791576923905,-158.8391660024698,A,-226.58467039532945,A,D,178.86165619197268,-58.43865194931247,1
36-50,Buddhist,Veteran,African American,A,C,110.79136931454914,D,B,C,62.58758335723273,139.22656305726017,D,171.26958907459345,B,E,-159.22418290157393,99.01738239052682,1
51-65,Jewish,Veteran,African American,A,C,31.0517379000896,B,A,A,0.9611705930287169,17.74145185255844,D,-22.663559232536365,B,C,-104.28526348975844,-80.6624098053782,0
65+,None,Yes,Black,C,B,-30.830530824627573,E,C,D,-34.910184808613586,-73.8940194202331,A,165.70507129490352,B,A,-65.39786704772544,-77.30573015140615,1
26-35,Other,No,Asian,A,B,131.83867372104308,E,C,A,151.43924268849543,68.67354056678813,A,-119.75708853060856,A,B,-78.80004813881936,-6.446215912349433,0
51-65,Other,No,Hispanic,D,E,66.83314126821392,E,E,B,15.629842912793206,1.1414869330049533,A,20.723459690024164,B,D,-34.002288715136025,37.9819844957766,0
26-35,Jewish,Non-Veteran,Hispanic,B,D,46.430909296705096,A,C,E,73.49762727467689,0.13941156054635567,C,88.64772826160365,E,C,196.2597052321088,-36.3244966481407,1
36-50,Muslim,Non-Veteran,African American,C,A,-156.69647468492767,E,B,A,223.86589034162262,112.46916883867604,C,-106.49122215074325,E,B,-108.41280997300356,33.50623672336875,1
36-50,Christian,Veteran,Other,B,A,-20.478943174633244,B,D,E,92.71431666617008,-4.136010514686999,E,72.2620910193794,A,D,48.45139532072469,-67.80965699838195,1
36-50,Muslim,Yes,Other,D,E,91.78858443775458,D,C,A,54.705654178676255,-94.63166700351452,B,-4.785393522132436,E,D,146.97385707799762,20.35757132114688,1
65+,Christian,Veteran,Black,D,D,36.34244266042294,A,C,C,35.22362202282506,9.118571326451264,C,9.107162355632477,A,D,-189.731565860878,52.79812230619066,1
36-50,Other,Non-Veteran,White,E,A,85.07351670597222,E,D,E,-45.11479597296739,-86.73588937338106,D,-74.06712694313653,A,E,72.3097385793779,-40.00629201317665,0
65+,Hindu,Veteran,White,B,D,30.5184755342084,D,A,C,116.70326124125103,-102.32073029441588,A,-11.351550058637471,C,E,62.30355548796487,-275.9162823888585,1
65+,None,No,Other,C,D,-28.234653135503468,C,D,D,196.0029676865423,116.1847382368519,B,128.26517871207494,A,A,-13.796547833843412,166.87869387468552,1
26-35,Hindu,Yes,Hispanic,A,A,195.5921285379584,D,D,C,116.41011556254357,-90.05412524243698,B,135.88184659925017,D,A,42.241020722209335,-83.50534909016284,0
18-25,Other,Veteran,Hispanic,D,A,36.131041247205296,C,B,A,-81.82189404987514,-84.11579548834648,C,-28.52794395913944,A,E,-86.83143661378658,156.66348739442768,0
18-25,Other,Yes,White,C,E,-21.39300505456821,E,C,C,88.94391370998747,14.070232138829992,C,40.09509879114791,C,E,274.4622290194916,-54.52622497128752,0
36-50,Hindu,Veteran,Asian,A,C,80.00116270392444,E,D,D,-36.238012651967445,-149.44302238626256,E,-14.999536628380222,E,C,95.11198956874186,-70.09540323717418,1
65+,Muslim,Veteran,Asian,D,C,97.83547810251054,C,C,D,156.87925384862714,-67.54115054720062,E,69.45769561460617,C,D,46.24438401086813,152.83143860179658,1
51-65,Muslim,Non-Veteran,African American,D,C,128.00399534251045,C,B,A,91.95447876331028,-193.04131544166037,E,-65.48660028435324,E,E,53.436195988710445,-230.27549754501698,1
65+,Muslim,Yes,Asian,B,B,159.5458418197054,C,A,A,-54.197536306879435,-11.668703779917243,C,115.25463436986485,A,D,110.01280649017488,-20.916062818198835,1
65+,None,Non-Veteran,Other,D,B,-99.87409231976518,B,D,C,52.70248946937743,-14.233370773819878,A,132.13540904328153,B,A,-34.28714723320946,33.79054567475359,0
51-65,Jewish,Non-Veteran,Hispanic,A,B,-129.0853577875357,A,E,C,19.651560770663423,55.78715562767971,D,60.50294436868005,B,E,-103.07264757631908,192.29972865354284,1
26-35,Muslim,No,Other,B,A,57.42020705716927,C,C,D,-48.20518511076231,-182.3230221981217,B,47.2067314953223,D,C,171.4316899392191,66.5593944942146,0
26-35,Muslim,Non-Veteran,White,A,E,-53.57889961507472,B,C,C,102.54331631407199,44.514075424390285,A,124.87538370970466,A,C,165.14186388120848,27.772654725755007,1
26-35,Buddhist,Non-Veteran,White,B,C,14.453728981784462,B,C,A,14.893216677187263,-78.58737311260352,C,-60.05833808328509,B,B,101.2388356782453,88.52110028747198,1
18-25,Jewish,Veteran,African American,C,C,-80.1871061067184,C,D,B,4.086344257832096,153.8057031218267,E,119.48594416601009,A,E,57.11091097715123,-12.113624031798462,0
51-65,Christian,No,Black,E,B,205.45590535828094,C,D,B,28.76950830303503,-304.15163471039733,D,-52.509050465710835,D,B,58.731997383909075,-59.71073768122545,1
26-35,None,No,Black,D,A,-4.234868269128033,C,C,D,45.05717866914474,-9.433672235649718,C,112.14300084328157,E,B,-51.1030559224764,-47.56006328617231,1
65+,Hindu,Non-Veteran,Hispanic,B,B,16.196379995306483,E,C,E,33.413088667965475,24.66037634366518,B,-34.72628665774607,D,A,-107.26180774420104,-6.287710575160227,0
65+,Jewish,Yes,African American,A,E,-120.5847325800951,B,E,D,84.05134836410689,-13.34552567427888,D,-72.52086076054346,D,E,-100.02215105441185,-17.07989692911153,0
26-35,Buddhist,Non-Veteran,Asian,A,E,-31.212089808870747,A,E,A,150.22020586804928,-32.17139269556979,A,140.26723708177943,C,C,-94.251771800969,-130.04677039105482,0
51-65,None,Veteran,White,D,D,37.63550200969327,C,E,A,47.259568394935734,-53.408761192124366,B,-84.6779472238303,C,D,-16.47335649953919,-64.24749692578409,1
18-25,Muslim,Yes,Black,E,E,30.672254476075427,A,C,B,112.62343870994711,-130.14150196717242,E,16.6701294819308,E,D,62.596964970571555,63.78483900053631,1
26-35,None,Veteran,Asian,C,E,-72.6424618328655,C,A,B,-89.56118229843094,145.25606350768274,B,-70.11028459096117,E,B,63.88097192998122,169.69390281641756,1
65+,None,Non-Veteran,White,E,C,43.55255322795876,A,B,A,41.01810624698376,13.477475862149687,C,-18.883837219366356,D,A,81.24573037387594,19.23257092745733,0
18-25,Muslim,No,White,D,B,-1.4758508023283288,A,D,B,-60.176987790311145,-42.189375307590666,E,49.40340444446708,D,C,313.34513102804533,53.32892341488935,0
18-25,Buddhist,Yes,Hispanic,A,D,179.1090586196371,B,B,C,116.79920245221305,64.91816207899154,C,-15.251640886899445,C,A,-102.4221069051193,76.27403692845031,1
51-65,None,Yes,Black,E,D,-72.7114669531751,B,E,B,47.28004165903452,-14.644384216216594,E,37.69138471264656,B,B,70.54438438652664,-51.62978271366092,1
51-65,None,Non-Veteran,African American,A,B,60.44302460867772,B,A,A,42.50246246136389,-202.7570639082861,E,-113.10427067375406,D,D,24.742977403368506,-65.05569739827227,1
36-50,Hindu,Non-Veteran,Asian,B,C,-104.6457531290165,B,C,B,2.697882316323756,20.025808382193297,D,131.34402450279907,B,E,-16.997252472511796,-65.01989599988792,0
26-35,Christian,Non-Veteran,African American,E,E,-38.79230463925209,C,A,D,-159.7839071316408,-77.90776589456787,D,91.54693761166064,E,B,-38.203420099794826,-47.61996681092259,0
36-50,Buddhist,Veteran,White,B,E,-226.7004013644181,E,E,E,-111.31869545654408,10.831115167976368,D,-93.66128158538432,D,B,-15.514234017872147,126.14538684583887,0
18-25,Buddhist,Non-Veteran,Black,D,E,-153.43940111324844,B,A,B,-27.596828352218484,198.10833039642756,A,176.12249746324423,C,B,-18.502875237180756,-69.75912652840628,1
36-50,Muslim,No,Black,E,E,4.788215734131531,C,E,E,-186.9718460466436,22.362289120958785,D,40.92598765394037,B,D,-106.35697288380193,-5.915006664669905,1
51-65,Jewish,Veteran,Hispanic,E,C,-8.175259208872356,A,B,A,170.23005778064274,-54.43025260595047,A,-63.786803479807496,A,D,7.556379094704813,3.985493882507627,0
18-25,Jewish,Yes,Other,C,B,34.60283691311899,C,C,D,20.856321402307795,6.36148096198646,A,136.35495728128464,D,A,-57.64272671952176,-147.72265445199733,1
65+,Buddhist,Non-Veteran,Other,C,C,-32.929015903315175,E,D,D,43.55604800400947,-46.35346900193469,E,-7.965368258444521,B,A,14.537006656756374,89.61605661560964,0
51-65,Christian,Non-Veteran,Other,A,A,25.472995866710768,D,D,A,-163.442871510136,-16.664628976823593,E,-63.82799376686407,E,A,-47.69565042522581,84.56351964409541,0
65+,Jewish,Yes,Black,D,C,-51.60502062299035,E,C,A,9.761977144619754,-178.4135024363751,A,-86.64181908449176,A,A,14.983075750875742,115.29323017767825,0
65+,Hindu,Veteran,Hispanic,A,C,-132.43674892562635,D,A,D,45.582879545456045,57.283875073875315,B,-45.235419109376934,C,D,3.6742518619874502,66.71107271229319,1
36-50,Buddhist,No,Asian,D,B,144.0607356648669,A,E,C,38.72226175456634,-100.04360327494055,A,210.7351053982398,C,A,-44.15536978625384,16.566003557924265,0
18-25,None,Yes,Black,D,A,-188.13582117875166,C,B,E,-19.0715943346116,51.705771196101026,B,-57.03770886448842,C,C,-12.175179659915752,11.904514482517396,0
51-65,Hindu,Non-Veteran,African American,B,C,36.369544073168505,B,D,B,-43.224972220724325,-16.144346506628487,C,-9.178033350697781,E,A,-13.279283834553105,-89.25496200747523,1
51-65,Jewish,Yes,Other,B,D,12.73916815322391,A,A,E,-122.43910708459005,16.95181554024721,D,-42.080576254802004,A,A,-78.31837890962302,153.81565351807254,0
26-35,Hindu,No,African American,A,B,2.0872727495653933,B,A,B,13.217583060542834,-88.20063910943452,B,-213.72370131415192,E,D,-64.69655356460456,-91.13660303604922,0
51-65,None,Yes,Hispanic,E,C,112.11912280810259,E,B,A,93.71043558998261,83.22732641477168,E,168.1634544265591,C,C,14.29778446231148,-37.62989160118249,1
26-35,None,No,Asian,E,D,-119.52893489889031,E,A,C,-92.84594845128208,-28.0302959607239,E,-11.125267810678286,C,B,159.2048325783558,-106.12536080174672,0
26-35,Other,Non-Veteran,African American,E,B,-34.622788967061915,E,C,C,1.959600038432197,-21.790968005878227,B,158.86902038272396,C,E,-32.546747216250324,-27.04661680515081,0
26-35,None,Non-Veteran,Other,D,A,30.64693239689887,E,A,E,-144.52378988380505,87.50670066290543,A,-59.329029143771415,A,A,37.03791500728758,47.255349380285075,0
65+,Hindu,Veteran,Hispanic,D,C,129.13775497750376,D,C,D,-5.863644063926861,58.3529570910558,E,-21.687448377405772,D,A,-87.16999521266061,78.35390985539333,1
36-50,Other,Yes,Asian,B,A,-73.08467010503014,B,A,A,67.84316837268256,-6.403688946923229,C,216.01172476529516,C,C,16.37072326895637,-57.40142335121493,0
36-50,Jewish,Veteran,Black,B,B,-23.11979361759729,A,E,C,24.41612527807739,-152.7648757919469,B,26.408411054976778,E,D,-55.08546049478863,-121.81600075661241,1
18-25,Hindu,Non-Veteran,Asian,A,E,-54.53678205186119,E,B,E,-121.41058585050911,15.591330217610716,E,-93.29106976867486,E,E,-38.95811185743206,26.544960096560864,1
26-35,Jewish,Yes,Black,D,E,-5.614589527085799,B,D,E,165.11744346147816,-237.98658512737188,D,-57.000133795115225,C,C,-209.65087052827673,-154.05990516861408,0
65+,Other,No,Hispanic,B,B,-76.95922639716728,D,A,D,-49.449325366375525,75.79061410817314,C,-15.593120815861752,C,A,-102.67911126045813,-165.89154792170635,0
36-50,Christian,No,African American,B,E,-193.4450996949985,A,E,D,-41.65362215767059,-213.53598813720737,B,14.745790381263008,D,C,-85.75170024952897,-41.3887807701344,1
36-50,Hindu,Non-Veteran,Other,B,B,-171.7161517771503,C,A,E,104.00135962262378,190.79836305490397,A,-21.96511856638819,E,C,-34.70553668744852,-40.74425258226039,1
18-25,Hindu,Yes,Asian,B,B,-177.52750131084747,D,D,E,37.54032863141165,57.349836414610124,A,-88.27350704468915,C,D,-77.61890222696942,-156.16970464027068,0
65+,None,Yes,Black,C,D,-210.59221254856513,D,E,B,-92.46856280956315,-10.481977087804022,B,-38.210462137049184,B,E,-95.99092763355294,-66.55412918459051,1
65+,Buddhist,Veteran,White,A,C,-59.150655398087224,B,E,D,-20.057604381924747,84.02044722344785,A,95.57860723457549,A,A,118.52040468093338,51.32065600835316,0
18-25,Buddhist,Veteran,White,C,E,91.51579043223082,D,B,E,-88.71412199334604,98.03493817518118,A,-57.074830255130884,A,D,130.6750503715736,54.55011895476674,1
51-65,Christian,No,White,D,A,-95.58879219113831,A,C,E,140.2395853356001,-60.6955123246102,E,168.55765676193155,A,E,4.797595245967667,-227.98033555756098,0
18-25,Christian,Yes,White,A,D,166.98966159922492,E,A,D,-157.14715111790775,-123.60835381248461,A,162.93284622016952,A,E,168.7304910203911,120.14882670610234,1
26-35,Jewish,Veteran,Hispanic,E,A,-134.54051114027268,E,A,C,54.331090984993146,26.669341144578045,E,-33.97470953842935,A,D,258.7008613141781,166.48446415729813,1
26-35,Other,Non-Veteran,African American,D,E,128.30183996615096,A,B,D,106.02367584784062,110.1944053721772,C,56.96102897598549,E,C,-80.99107219151172,-62.77768154529003,1
36-50,Christian,Veteran,Hispanic,B,B,217.81184954538145,E,D,A,-143.19223804752903,80.2326052816397,B,143.44450280544368,B,D,-152.0353115821604,51.120161331968326,1
36-50,Other,Yes,Black,D,C,-192.02668367878158,D,A,E,-33.55768276763727,-87.73306752575985,C,-64.15480081533872,B,A,232.74832585765193,-115.74765987899696,1
18-25,Christian,Non-Veteran,Black,A,B,-160.59827712086582,C,A,D,-183.96315064228733,97.214782300892,D,-57.198360152023476,D,C,-15.570783329387075,-66.2140686687973,1
36-50,Christian,No,Other,C,E,-183.38862613436373,A,C,A,37.589461380974534,118.80812975599288,D,-155.92613530476982,B,D,-157.72318544449556,45.874036595909054,1
65+,Muslim,Yes,Hispanic,A,C,-151.01992068736232,B,B,B,114.21170711678946,-65.51184822320816,C,8.45938990766309,A,B,161.34388819719524,6.742075850952461,1
36-50,Christian,Yes,African American,D,D,26.54347126609391,A,B,D,140.72003429914454,-64.98604435931195,E,36.3008302941601,C,C,137.84391669350464,181.6534317815495,1
18-25,Other,Yes,Other,C,D,77.13318258654489,A,A,E,19.539380739547816,72.98446424148412,D,-15.501833373804196,C,C,16.43193598935408,-28.62108644965884,1
36-50,Muslim,Non-Veteran,White,C,A,139.47188705204562,B,E,E,-38.96962670884056,-24.427758838505788,A,-154.5471691663319,B,D,130.54184612854337,-84.82680913116492,1
26-35,Christian,Non-Veteran,Other,A,C,-66.69366048461092,D,C,D,47.70491212547882,106.89975443592353,C,-97.91838301611524,B,C,72.10058526736195,101.40980062294207,1
36-50,Hindu,Yes,Asian,B,E,-57.63198740961778,B,D,B,128.6894364841062,-57.262186912285394,C,-149.52501175873962,B,A,-48.150227916508776,88.26681839756625,1
51-65,Buddhist,Non-Veteran,Asian,A,D,-69.76038973625941,E,B,E,59.49190288691025,-63.795362658846365,C,49.87913679645015,D,E,10.676288474047405,17.387142481623233,1
18-25,Hindu,Non-Veteran,African American,B,B,59.857944496057804,D,E,A,-87.50672020606675,6.0260457598358705,D,162.14973388216484,A,A,50.98921229480112,-32.46908269447765,1
36-50,Christian,Veteran,White,D,A,-78.61605744112843,E,C,B,-115.34499003132336,-83.89166617584058,B,-97.88157430324019,D,C,-4.353934621125959,-57.36615066269369,1
26-35,Jewish,Yes,Black,D,B,-117.44914302579387,A,E,B,108.89391030714532,-71.34759238643312,B,-154.22229905424268,D,B,27.065297707541202,-43.59058244115319,1
18-25,Hindu,Non-Veteran,African American,D,A,-118.90020720915552,C,D,E,156.6766451081062,186.2405742288495,A,99.92230226766303,B,E,112.02010314159338,62.6230236467559,1
51-65,Other,Yes,Other,A,A,-33.827485334461464,C,D,A,-14.871002490327411,-119.12486103691467,E,-209.8104732822191,E,C,13.12625975288694,-68.42632388238708,1
36-50,Jewish,Non-Veteran,Black,A,A,2.5378095850524587,C,D,B,-165.63046752978167,-29.153824162893372,D,-70.3512098675895,D,D,36.67899908458605,-53.452170322051,0
18-25,Christian,Non-Veteran,White,B,A,-6.120277391908232,A,B,A,93.66705099329978,26.421771722733123,B,-7.1341853886005016,E,B,-91.36811507224711,-83.31599335797027,1
