faith,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Christian,Single,A,B,C,C,-97.02605844927761,130.35631234434547,-155.4226805401687,E,20.98154880958927,49.06453458098719,E,-88.84286428808406,E,B,A,E,C,D,8.948249314447859,0
Other,Widowed,B,B,B,B,174.94245184889115,17.013004282379388,-116.36824006376185,A,138.19732377396548,-130.65938953860908,C,-147.36662917131346,E,E,E,C,A,B,28.20437903923507,0
Buddhist,Widowed,A,E,A,D,-8.000076926051799,78.81171312894287,-15.311457396902714,B,-12.144862409384908,-25.790478099441454,B,-6.876778463993507,B,E,E,B,D,C,106.31505049623627,1
Jewish,Divorced,A,B,E,B,-18.82854444581899,-50.69898240787543,33.49223954166371,E,108.90891079703253,80.6917699826097,B,-96.1886541466512,C,D,A,C,A,D,47.90458373040122,1
None,Married,E,D,D,D,149.01778326939535,-162.7998345700252,-108.37869796938635,C,-39.439954526325565,-26.5249365372802,D,-50.27888468728732,E,E,E,A,C,D,54.79881329719905,1
Other,Widowed,D,D,B,A,-83.55512379552212,10.222565033581684,-170.9381011658762,B,146.71784100167568,42.62424247858683,B,85.5505632526944,A,A,D,E,D,D,-25.223678881051626,0
Other,Married,C,C,C,A,82.2442653487553,33.188523698402925,-54.09608667242095,D,-163.85433609558936,-24.47121943119381,E,-18.69273140163252,B,E,C,C,E,C,-131.46540101575536,0
Other,Single,C,C,E,E,31.945465419954377,-34.0905347844706,-111.21629912414494,B,-23.9769019684186,109.19186941949017,D,-5.551536847000769,A,C,B,E,E,A,-144.3347273161089,0
Muslim,Married,C,B,C,E,-87.6549675859059,-0.1856523025051461,215.73445391475036,E,-23.76111558240966,56.160519173671766,D,-27.024959547158172,A,A,A,B,B,E,-251.8238962650001,1
Hindu,Married,A,D,B,B,-33.88787924168888,97.45518108737444,93.97817870489601,C,33.830187380745514,56.026940483950185,B,-111.91672575524198,C,A,C,B,A,E,37.758346281396626,1
Buddhist,Widowed,D,B,A,D,-2.5314849546400944,-141.57076803417664,12.665266548879769,D,-17.835863560824922,-70.48816483144415,D,79.42661646379618,B,B,E,E,A,A,40.4914461848218,1
None,Widowed,D,E,D,E,126.47446824319879,-250.54479142949097,115.55329107986904,C,33.13804361531671,-59.11298285101818,A,157.56393007387248,B,A,A,B,E,B,-80.14106322266555,1
Jewish,Widowed,A,D,C,D,133.28022092940986,-26.700218629835476,-43.53964215325746,B,20.22796047854477,-19.2023071479714,C,59.582335827056845,A,A,A,B,C,E,-57.641092867631805,0
Jewish,Divorced,C,B,D,E,-199.63818598804863,-99.90500774338477,-58.71646460928667,A,-136.23786840619093,78.90635246351951,D,-29.395233482064153,D,A,D,E,C,C,-16.497124574673876,1
Jewish,Single,D,A,A,A,-142.76469818785785,-1.6909541815561389,-121.36657654059877,A,100.42386180124888,63.27325339980743,E,-11.420529567013936,C,D,E,B,C,D,18.211190568945344,0
None,Married,C,B,C,B,-117.82796632875379,-102.72761384043542,28.516531782302334,A,158.45746981108567,44.541538621675514,C,225.89197113537494,D,C,C,E,A,A,-208.6291291564953,0
None,Divorced,D,A,D,A,-30.337171774725807,114.82919261920681,315.2317625348893,E,95.51958971087312,67.14056326354793,C,138.76696160223614,D,E,A,E,C,B,4.871025243148169,1
Muslim,Married,C,B,A,A,-149.8373663259967,-23.601541085028927,-97.66741057694352,D,-102.45227575343495,61.04919769727726,E,15.428113436122226,A,C,B,A,A,D,77.87796322706758,1
Hindu,Single,A,A,C,D,-109.50297039280544,15.210397994575835,-37.70718588252687,A,-84.8841831938693,-24.48708544558765,D,54.729275186692774,C,B,E,A,E,D,-37.80084844621357,0
Buddhist,Married,B,D,C,E,30.505644191570376,38.22182540545057,-95.59593146231438,E,-31.3634955830131,-40.59414174524643,A,-25.201236042621346,C,D,B,B,A,A,-152.04770932750094,0
Buddhist,Divorced,A,B,C,A,105.1679932107426,19.238798501645675,41.22608237311191,E,-71.77349346536076,114.02557924747828,A,-29.522285268565014,C,E,C,E,C,E,-42.88629597276061,0
Hindu,Single,A,D,E,B,-41.714464070477575,53.20038242528763,24.472117872433664,E,66.05867602921553,47.79212495741027,C,94.39649255892988,A,E,B,E,E,B,-89.18641662148995,0
Hindu,Single,B,E,E,A,16.99619711251764,161.74518807346772,57.58316155464672,D,-47.70064352619992,-1.4360400521202628,E,149.6070010028718,A,B,E,A,B,B,150.13465145334087,0
Buddhist,Married,D,C,D,A,175.75302762054957,87.96872011104423,158.63104622064404,B,-53.696476934750805,-48.025364352548245,C,141.68431167451124,A,A,D,C,E,C,83.45183884498708,1
Hindu,Widowed,A,B,B,E,70.23125527015486,-35.64603198532167,83.33887001277328,C,-110.62655725777518,-60.89493316243306,E,104.96102151215527,A,E,C,C,B,E,113.59118770042622,0
Hindu,Single,D,E,E,C,145.791422521846,0.4208888779343863,122.95531529442871,D,-5.401952718432912,59.00602185123744,E,-25.984444270596924,D,C,D,B,A,C,-217.59774633231928,1
None,Widowed,A,D,C,C,3.931504662187631,18.82775069922614,-99.37931940104659,C,-140.82105001597296,-90.28060414124005,C,-85.8765013559099,E,D,C,C,C,A,26.425106236065776,1
Muslim,Widowed,D,E,D,D,47.88161618742125,3.6548358367343132,87.9787693779334,C,52.41985099619255,-97.09957283711199,B,164.85877910724852,E,E,C,E,A,D,71.17240915720579,1
Christian,Single,D,D,E,C,36.21473948151909,43.5797139516047,-150.7075853216787,E,-14.836591261529012,77.19975938824683,D,140.9850330381748,C,D,B,E,E,B,-70.4655384068396,1
Buddhist,Single,A,B,B,B,220.893526955098,77.14966464857122,149.39434268356902,C,86.19335098519593,-105.67026167746573,B,53.76327840091639,B,D,D,A,D,E,-76.2366348937688,1
Muslim,Married,C,C,C,A,210.72433162806118,-176.68300023413022,-18.6848638732877,B,-4.737443050070166,67.89845820128039,D,-53.888056319156654,A,D,B,A,A,C,25.618391744910152,0
Muslim,Married,A,A,C,A,-35.82477809284199,61.87201861649775,-64.46629090653424,E,-41.54555654601094,165.16989213909318,A,92.4742238490739,A,A,A,E,A,B,131.21037262325862,0
Hindu,Widowed,E,D,E,D,104.02198455066427,-32.76222450108773,1.3287608848188854,C,39.57467476098115,8.234232746848656,E,-39.358639454326706,A,D,A,D,E,D,-89.18507419926195,0
Hindu,Divorced,B,C,B,B,111.69078766794766,120.48539651912,198.51808951851405,D,-189.42819449547744,17.318552333852384,B,-150.0404347846518,D,C,B,A,C,A,113.96550794586975,0
Muslim,Married,E,C,D,B,-33.985303341013406,-208.0529438285029,-2.6155521994062565,C,-92.99122236274418,-125.66508615104273,E,155.29952065833277,E,D,A,A,A,C,-36.53813843449534,0
Other,Single,A,B,E,C,-199.5771680961417,53.70981192188143,120.64352312884776,D,162.76675002287365,108.17708889447827,C,31.37603008069843,D,E,D,C,D,D,-30.44677197696543,1
Muslim,Single,B,C,A,B,-79.12069526279257,172.85239567975657,133.77119619323165,C,-139.6363204292425,40.607433351866376,A,31.121118334645292,A,D,D,E,B,B,-108.42147150650376,0
Other,Single,B,D,A,A,-17.03868366828683,33.68608655625528,-79.91173468831968,B,-91.09706440704684,-114.35341683237709,A,157.91652661702338,D,E,B,C,A,D,205.87067694870575,1
Hindu,Married,D,E,C,B,69.52389434018123,86.43540225701656,48.059553439284905,C,83.4493983935494,21.176176072183903,E,29.19742597541956,D,D,D,B,E,A,112.87484788495973,1
Other,Single,B,E,D,B,60.446012685715544,78.59938463873449,8.147124080844478,D,-20.56139763911673,-175.06014313862613,E,-99.29290074996638,A,C,D,B,B,C,-104.27784569766068,1
Muslim,Married,D,C,A,E,-178.13672986676224,18.939410794235943,10.49684826266304,D,78.28149564153864,-29.18388159537634,A,16.029580329283792,D,E,B,D,D,B,-31.256818216919925,0
Buddhist,Divorced,E,D,E,A,132.45747919002196,-53.73113956780748,69.99907730368426,E,-182.30278361313466,5.638702313475314,E,233.03763509279554,A,B,D,C,D,C,31.279189609132825,0
Other,Widowed,E,A,B,C,-129.98929235216832,40.28862250882779,-86.40512883172744,C,-43.99812422038254,71.29127170834178,A,88.50199426097728,B,D,B,B,B,A,-224.48307365830513,0
Buddhist,Single,E,B,C,D,-64.45401642990524,-51.06236315376638,-150.57472218392385,B,-63.081901001175844,-164.07034545266362,A,70.8712956049157,E,B,E,C,D,C,-65.56107070609507,1
Hindu,Married,B,A,B,C,-10.697653509330546,-27.339515695162454,117.47383723759212,C,58.34430952044064,68.09851944620232,B,21.89402906068595,C,C,B,C,D,D,34.30082852435533,0
Jewish,Married,C,E,A,D,-18.53325872798038,130.23191142205027,144.14646565759318,D,-29.948230637332983,-105.79045473096483,B,44.27580653305148,B,D,A,E,C,B,-1.7374153397510368,1
Jewish,Widowed,E,E,B,A,18.93834289632918,-183.71247641832502,-130.28312257717894,C,4.081933709192452,-96.48749262690876,B,226.52164029053296,E,A,A,E,D,A,152.86043381405113,0
Muslim,Widowed,E,B,E,C,-97.71536140095499,-66.90628287898237,-17.681016168670542,D,-59.10178880562221,-18.244730926663255,C,150.09553385504753,B,D,E,A,C,B,-22.585847467165742,0
Christian,Divorced,C,C,E,C,70.45696833847508,-19.097038252928265,160.21214546615508,D,35.49025701386579,27.26739868517143,A,5.336527631908343,E,B,E,A,B,A,-72.72624448230638,0
Buddhist,Single,C,D,C,D,-68.72407772160071,-14.354512960617024,-53.35224264100671,B,50.53710757717642,-82.42171215253938,B,114.49053754109482,D,D,B,A,A,E,79.61375959673154,1
Muslim,Married,A,D,A,A,64.05349088935233,22.553198344292632,-69.8530199486005,D,32.09376101244589,-247.11105021317258,B,90.21113603602281,A,A,D,A,D,E,-156.76135324536008,1
Hindu,Married,C,B,B,E,57.66344042918832,179.76560914494465,130.85834298641686,C,144.28179409330596,56.53508125147428,B,46.10997752498419,D,A,D,E,D,B,117.82375696664518,1
Christian,Divorced,D,E,D,A,-7.46844987855633,-152.35044354585165,44.97118431866724,D,-118.63732397636346,1.8217690633257664,C,100.78433398697686,A,E,A,B,B,C,138.31849411673326,1
Christian,Divorced,B,B,E,D,-4.67543579995928,-53.30182957578597,-22.562412817167647,E,-101.05960384181061,8.328806647480118,D,-1.2988850985574818,E,B,A,C,A,E,-59.60609717935598,1
Hindu,Divorced,C,C,D,B,33.596413939790395,90.86801888122025,84.21866521064155,D,-65.81301084770928,101.00621769889067,D,-102.10472154246149,B,C,A,C,A,C,14.417129925680229,0
Hindu,Divorced,E,B,D,E,32.67969484737437,50.13882993754799,-42.55046460123018,D,-98.29767082822258,119.76901223469403,C,-42.29788338499817,A,E,A,C,B,E,-11.616387046862926,0
Muslim,Married,C,E,A,D,154.81263888602516,-161.09132462161682,-111.60710467128338,C,-20.707139567337137,-65.92736338008093,B,55.69310571045973,A,E,C,C,B,E,49.471849665628135,1
Hindu,Divorced,C,E,A,A,33.8305302648369,99.88348683836924,-147.56153954183262,D,30.626014806366147,-28.870879641067244,E,60.51312106052274,C,A,D,E,A,D,-73.03196358651599,1
Christian,Single,B,C,D,C,19.04462032219337,56.84198410271456,11.319485345418286,C,178.16080860346958,-229.76181402582134,E,24.87688044992133,A,C,B,A,C,C,-172.54469583137396,1
Other,Widowed,A,D,E,D,-121.96190800366229,-74.61751733383088,9.854977014297349,B,170.29184371455335,-116.4894060250517,A,-4.233072821622231,B,A,E,C,C,A,156.11370613240285,1
Muslim,Married,D,C,A,C,-31.184839899016108,-5.272770837340814,2.50391506305843,D,-10.104281389388529,-70.03056760580284,B,118.62036147291289,A,B,E,D,D,A,-3.46587532122757,1
Christian,Single,A,E,D,D,-65.20363974249294,34.36962889530086,-17.77948670768081,B,216.64491511521285,-69.05844255736272,D,165.5547153802891,B,A,E,C,D,A,159.40184583617685,1
Other,Widowed,A,B,D,A,170.19239338242565,-129.87741941127632,-87.49424478849824,B,172.93487335483275,-184.5745324835728,E,9.677063212985983,C,C,A,A,E,B,-72.69945749817009,1
Christian,Married,A,E,C,A,67.18948644994396,-0.7908048877219656,-8.3660893958477,A,133.37829268908422,-162.38187429890826,A,-10.849502877819742,D,A,C,E,D,E,11.31327497119127,0
Hindu,Married,B,B,C,E,-128.80016150228454,-37.999444964025464,-14.216527037587646,E,-36.772872082855706,11.521274572643234,A,-46.6331529707215,E,C,C,E,C,E,-11.397766889708393,0
Hindu,Married,C,B,A,D,46.67557865320993,-154.397327880436,-24.759591640097554,B,-5.450881439035906,74.85443963207076,C,-197.9043775538987,A,B,D,A,B,A,35.79164384089421,1
Jewish,Widowed,B,C,D,D,41.66021407493775,46.089311794692975,-5.871758009956633,A,-4.243981557410838,39.490071461964575,C,-82.84484216582626,C,B,C,A,B,B,176.50268792157667,0
Christian,Single,B,A,B,B,-105.67111367892804,183.18377921647158,37.49626835668166,B,-92.97606148922671,-133.59120028188195,A,23.853194269712784,D,A,E,A,A,A,93.784052603206,1
Christian,Widowed,E,C,B,E,77.72141152950327,-190.54491011305947,-2.0910399450713286,A,141.55927244768344,218.523286723738,B,97.56301264038687,E,D,E,C,E,E,47.00787122313179,0
None,Divorced,A,A,A,E,108.0438871412459,-98.8678989100041,-131.54632470422658,A,-23.136829784341923,39.48626229864779,B,-41.509200504205666,D,E,A,B,B,B,-67.70085785528941,1
Muslim,Single,D,A,D,A,-144.0641836913768,81.94522831428783,123.27266817935092,D,37.50250675282963,-32.071359660758134,C,-126.46968535644491,E,C,B,B,D,D,79.86688829780971,1
Other,Divorced,D,A,B,A,24.656438226879786,29.59067275893834,85.00022918910057,C,-106.47742085862106,-75.33230912640607,D,-23.640903279754067,E,A,B,B,B,A,-89.29158618893358,0
Other,Divorced,E,D,A,C,-156.71215360650626,-7.174785882097373,-32.97438848209176,D,-142.7800281671057,81.00215029310411,A,-65.89835944395112,E,E,E,E,A,B,-45.2929243034903,0
None,Single,D,E,D,B,51.31460757040413,-150.2878280555043,71.5044087891785,C,15.782133580256378,-269.6032227799007,D,-151.2047780677481,B,D,D,E,E,A,-60.948252309406634,1
Hindu,Divorced,A,E,B,A,83.74519695641398,91.17778917520026,38.61857621355029,D,-77.2014597576291,140.79393100800542,B,74.0199242524756,D,C,D,B,C,A,67.32025654824001,1
Christian,Single,D,D,C,E,69.9422237131115,-90.08499736646104,107.46000562318316,D,183.68104318505013,-96.0729665087336,E,-164.28915304579158,C,A,E,B,C,B,-112.18949398921261,1
Buddhist,Divorced,E,A,E,C,5.029409754099703,-80.04067432557301,19.65554871775529,C,-55.64407838248331,-53.01900533043332,C,75.24305119056413,D,A,A,B,C,B,24.3238931454478,1
None,Married,C,C,E,C,-22.780229308985174,158.04756618992528,-63.40544252556085,B,160.92818479742905,148.36249755955134,E,-64.58885235328215,A,B,B,C,B,B,-77.67045055255011,1
None,Married,A,B,C,A,-130.58407088263112,-53.38734921193692,-3.5187879758070784,A,164.95653158062817,-19.49914751206326,A,114.55000009746897,D,D,E,E,D,B,28.85395773300986,0
Muslim,Widowed,C,A,E,C,-136.70728022431632,-218.19633907014656,62.05268266431083,A,125.2288117841551,-48.963230589416845,B,50.02881046675345,C,A,B,C,A,C,-31.65503293244638,0
Jewish,Single,A,E,E,B,63.74617947354086,-13.103174949279136,108.1254146631379,A,132.20108974175076,-102.51588481236485,B,40.95733890398306,B,A,D,B,E,D,117.51827990970189,0
Muslim,Single,E,D,C,B,60.968689219420334,-187.30716230055714,113.76457433670046,E,-71.40160733551797,-131.47279647849405,A,157.6814078177537,D,B,B,A,D,A,177.82136991128726,0
Other,Single,C,D,E,A,39.149994583592296,43.42840469483918,0.6827931836097835,D,-20.28593749669477,-56.48884681800755,E,96.98317891874572,E,D,D,C,E,B,146.269701978822,0
Hindu,Divorced,C,D,E,C,-153.79125724322057,126.11969986607019,-55.95497712912946,D,-10.888997405314424,-112.62689743889094,A,89.38747902065752,D,A,D,D,A,C,-156.67321602539545,1
None,Widowed,E,C,B,B,20.04736529357653,109.9937993419241,147.40890172385437,D,15.961207858420675,-94.29247094302056,C,-83.87666198119686,C,E,C,B,D,A,-87.0959956697199,0
Hindu,Widowed,D,E,A,D,13.542753033940762,43.08424704481866,-1.6534093682820354,C,-63.69703851166232,111.50862151732046,B,-31.65445973835312,B,E,C,B,E,B,-72.81145146582242,1
Muslim,Single,E,D,D,D,-51.3418808533635,-103.22967578208811,132.2019091113637,A,156.10194593054922,72.86738112162053,E,27.695523227963996,C,E,A,A,E,C,-221.3382122144461,0
None,Widowed,D,D,C,C,87.34642220275394,71.46221273971811,-7.313024570014409,A,119.72808809812372,25.645436053694926,B,-23.336572831996563,A,C,B,E,C,C,119.83703178975955,0
Hindu,Single,E,B,A,C,-53.65863410668356,8.995536361984136,101.25803971618133,D,180.21454421703865,116.03483800436518,A,36.509908162101624,D,E,A,C,B,D,-173.19568484567603,0
Jewish,Married,E,D,A,E,62.85911969455677,-66.5788367448385,-63.07341368803735,B,-5.48369946179367,-3.900721396784039,E,-49.37214568195564,D,D,A,A,E,C,23.402971196726323,1
None,Widowed,B,B,D,E,-4.7084111272515505,288.70987177065905,121.48309015423173,A,32.783466368708176,-18.22558326880009,C,87.00071333855291,E,C,E,D,A,E,-32.12242061861318,1
Christian,Widowed,B,D,D,A,-150.55563192256815,-21.076104183215648,129.6393175655753,A,-6.972749483268139,-5.162620885816685,A,206.05758835648672,C,E,B,C,E,C,-82.47783450198361,0
None,Married,E,C,A,C,98.90334684483003,-24.485040480776075,-31.758709967116637,C,-83.49450105951273,-115.4118327157828,C,3.499051997104506,B,E,E,D,D,E,-3.712192233939272,0
None,Widowed,A,A,B,C,-89.43278016248797,150.89712164502888,107.63291876885668,A,136.81271063465468,-145.98460585561023,B,176.90702709634095,B,B,B,D,E,D,-169.58539777034252,0
Christian,Single,D,E,E,D,-203.03460951095346,5.731734627112069,-67.28495585553051,D,137.0134376776113,147.06700553512323,D,14.051884460263622,C,A,C,E,A,D,-101.81503317674523,1
Buddhist,Widowed,E,A,B,C,147.28507147295886,96.53574324238451,93.17251183038697,B,-40.12235410072638,54.232397918396025,A,4.164577275387499,C,D,E,E,D,A,30.159467639525438,1
Other,Married,C,C,A,E,113.86310722970899,52.069760472814366,-96.4328521686957,B,-248.69701108637017,113.0302155135995,D,-13.14957161679828,C,E,C,A,E,B,-45.59680921249738,0
Buddhist,Divorced,E,C,B,C,-19.299955023246483,15.301156094984844,-55.917931945992564,E,-26.64179131181915,198.31949424788445,B,-45.92928795296696,A,D,D,B,B,A,70.98120105391911,1
Buddhist,Widowed,E,A,C,B,61.35331467332029,-0.2254360745677812,-286.3754376034647,B,-114.89872876437038,154.3020413268102,E,47.185563901853364,E,B,B,B,A,A,40.78725629409148,0
Buddhist,Divorced,E,E,A,D,-33.715803152608856,-165.31019688420082,-128.35791609524625,A,54.56525001728678,125.42732581753191,B,35.08497060352476,D,B,D,E,A,D,-11.680158241381662,0
Other,Widowed,A,C,D,D,52.955983539150644,-149.21274255720897,-46.427525550441835,A,-102.29599990961715,96.64062472321787,A,28.02154478433694,B,B,D,A,C,B,-95.02658976895157,1
Jewish,Single,C,D,C,E,96.61801588191292,174.5542244018802,-120.83349975995463,D,-68.81436249294867,17.315722854031605,B,-60.82435872841663,D,C,A,A,B,E,31.267178995668605,0
Hindu,Widowed,A,C,C,A,49.428012428562845,-62.23604881502728,11.411896486782256,E,218.51111912206852,-9.417742013925313,E,-87.53600835693489,A,B,C,B,B,A,-17.350265431530424,1
Other,Widowed,A,D,E,D,-49.86997527076865,-66.68840342805814,-67.86980402608042,E,-95.77671751892723,-57.342699510210224,A,30.470004043542463,B,B,A,A,E,E,49.10189053335641,1
Hindu,Single,B,A,D,D,188.95216307080963,40.70221979463031,-131.43443752319303,E,13.050532616686741,17.017676708932665,A,112.0974171674727,A,E,E,C,B,A,50.85836827175417,1
Buddhist,Widowed,B,C,C,E,-30.187339626500247,119.93758279925015,-14.17955068313482,A,-21.65782536631716,-5.492977576122161,C,-1.5867256384212498,D,C,A,D,D,C,-26.88426683638192,0
None,Widowed,C,A,D,D,92.14386098075877,1.668400434451528,48.20589313034876,A,-147.15429744988512,-159.6483189218626,E,-159.1769148875378,C,E,E,B,E,D,168.48585659682323,1
Buddhist,Widowed,B,C,C,A,-97.45758512576995,30.684611884225106,-21.86319221889513,C,-163.566778413541,36.642205841167616,D,-39.56483929550482,B,B,B,E,C,C,208.18656935190458,0
Other,Married,D,B,B,A,-98.40808460255617,-75.10559874272803,-1.5124024840819918,A,23.549558519716587,71.96917334390966,E,93.23154038510562,D,B,B,C,C,C,46.035965477212855,0
Muslim,Single,B,E,B,C,66.40912756242662,109.50308091384203,-36.66631266506305,E,-221.07311245621744,95.38501091776179,B,152.83997932691685,D,B,E,E,C,E,290.21274358722036,0
Christian,Married,E,C,D,D,11.417738277317016,-179.688752397021,31.19906244944349,D,101.17133058655325,-20.945511464283424,C,109.69546782597477,D,E,E,C,C,C,-18.78978397575428,1
Christian,Widowed,B,D,B,B,36.6651218446885,-17.049538424323025,129.16434984543358,E,0.595663243505783,-27.073395797468685,A,-203.85331790109268,A,A,C,E,B,B,-204.76650734886718,1
Other,Divorced,D,A,E,D,-100.5414394090318,-226.50554195296436,15.856545894404817,D,13.349111527168258,107.29185277054525,D,26.992607580723316,D,A,B,C,B,E,-240.65731849319496,0
