veteran,handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Yes,Both,111.21535588540522,-76.74835554975122,B,-20.934369671588225,C,E,5.829154740045152,C,B,-148.85219742465392,E,B,A,C,87.4960602597601,B,148.54179717510254,-65.94797790243746,0
Yes,Physical,-92.93949493581115,-29.04483497413914,E,32.934447894532745,A,C,83.66460044077326,E,B,102.83563494411574,E,C,D,E,-106.25168650160599,B,2.702330745080638,-28.59982502536807,0
Veteran,Yes,40.68444414860728,65.52964081876914,C,93.23761992851117,D,C,35.175105113182134,B,E,-10.88854803323351,D,B,C,E,29.07608425643019,A,-123.79352157092896,146.0989642802025,0
Non-Veteran,Yes,205.3890763623715,13.813839439565854,B,-170.615036182183,E,E,12.629370545559986,C,E,-36.2945731685281,C,B,A,E,-160.76715956836333,E,-213.99266507548643,-92.81869818877078,0
No,Mental,-1.1275802143275255,58.50311735941003,B,102.78028685663641,B,C,48.202714209963474,C,E,-105.81230648808955,C,C,C,A,192.85476550601112,C,52.377940518367105,-19.084306419596057,0
Yes,No,219.2439005460185,-6.469142323542129,C,98.99831057798649,C,A,51.79415225778333,C,D,137.10551591290988,E,E,B,E,19.846231201541574,B,-38.99011861214185,15.67901681093983,1
Veteran,Both,-43.465405429386514,-106.61148948801504,D,135.26720650340016,C,A,27.592913775750326,C,C,-14.162819822554349,A,E,A,B,45.71872470785531,A,69.90921829691334,-54.65105228280339,0
Yes,None,48.326735422256036,37.17558993780942,C,57.269327371477196,C,E,23.30605477123233,A,E,-155.59581538348436,B,C,C,C,-70.80646153189811,C,-34.3842967913517,-69.42029417250545,1
Non-Veteran,None,31.16085919377724,-12.665298366937193,C,24.412355805381818,B,D,49.16471074404482,A,D,105.61591565692896,A,B,B,D,-19.238144445670606,D,-11.967036960001701,16.246057415976267,1
Yes,Yes,184.62981143487184,78.92515764548241,B,69.51818097801691,D,A,63.15136645722404,B,A,64.24187373137455,D,C,C,B,98.45120925078855,E,-92.59353616888448,-35.17526073478157,0
Veteran,Mental,47.706582541063334,112.13340406935086,A,-112.23163199826587,B,B,-2.041390590874074,C,A,6.407882643676005,E,C,B,D,76.19638906595462,D,44.83474069122064,-30.821366940376798,0
Veteran,Mental,164.24808217050537,158.99768204222815,C,-15.160794053356927,A,A,-4.796294000629904,E,A,-4.332563457309179,B,A,C,C,-173.74930024041615,B,68.91913396580655,-371.823833705718,1
Yes,Both,4.007602224298845,53.990027458116295,B,-31.02692472481632,D,C,126.67914310924273,D,A,93.08380632845125,B,E,B,E,-18.739953942437072,D,118.32283344128835,27.806232845731937,0
Veteran,No,-67.78190083645342,42.95155734188015,A,109.6654173710408,A,C,-71.65307372173805,D,E,78.30031317115865,D,B,D,E,-35.294239767691806,C,-34.871373971830394,52.72352899909555,1
Veteran,Both,-118.78637180533045,91.2171754824317,E,-197.44940481963178,E,D,-89.82945892953849,C,E,21.796365784033842,C,C,A,E,96.64649149536724,B,-51.40309862012985,63.14437652515472,1
Veteran,Mental,-74.8451677077921,-83.97232005526567,A,80.02980958546515,E,C,75.03580744057253,C,C,27.901062587310104,B,D,B,D,127.0386448737322,A,101.57887532086818,128.5924837995162,0
Yes,None,71.66609637287858,-92.52420072991433,B,44.89238223388093,E,E,22.871921672235317,C,D,66.7125605493865,C,C,D,D,14.123826382367458,E,75.35789199839876,-26.533781329851546,1
Non-Veteran,Physical,-87.14719951001642,242.08244938080625,E,46.451222516605895,C,C,80.28886904315262,C,D,24.03375134111144,E,D,E,B,-72.08799454901558,D,-44.388834824774555,32.61769127257677,1
Non-Veteran,Mental,-302.5045949416361,145.87678339394904,D,-28.515500554632737,B,A,-109.18356536240441,D,C,15.188455717709237,D,C,D,D,-52.835205825480166,C,-72.88273795012392,-115.26661327464079,0
No,Mental,-28.027704243793426,182.46054265738917,B,57.40475542540264,E,C,-75.36563141154065,B,C,-205.41194565782862,A,A,A,C,7.809201133287656,B,-8.816263448966364,-166.80927354411335,0
Veteran,Mental,57.22251905299666,69.31131652039497,C,-46.65952494097198,D,A,157.86673670466448,C,E,-81.58540926433041,E,E,D,D,36.08765566208816,C,252.0995074171692,26.503499638141893,0
Veteran,Physical,64.17837905344643,6.18072762776826,B,-11.894236926588265,B,E,-285.27560136664675,D,B,292.4292895346388,D,E,D,E,162.08123399311648,C,8.101343781055613,134.87909442851546,0
Veteran,Yes,93.40115311607094,-3.763231558103213,E,163.91265092015635,A,E,-23.749606550459486,E,D,-46.015591618441164,E,C,B,E,71.77892842716537,C,-5.96312460371224,-7.429736129245244,0
No,Both,-48.824637163716666,29.71330327291942,A,-85.0595129164176,D,E,48.32580467140847,E,C,-125.48207322909882,C,A,D,E,-34.83830511726565,B,94.00201097178261,78.99256640780689,1
Yes,No,118.88296343550743,55.0299408430833,D,-126.5403202154318,A,E,157.7150820812785,B,C,3.5594973693885805,D,E,C,A,31.887178056185423,E,-100.24474515576614,13.587939153000878,0
Veteran,Mental,-46.77923367519116,23.16478760763857,A,-148.42874595611562,C,B,-41.83159135797379,E,A,31.449250773882092,B,C,D,D,-67.67754893229298,B,69.79761759336472,-219.59156879524676,0
No,Physical,75.34550260358873,125.91422140393252,A,-206.42440182427993,D,D,-59.14950057277252,D,D,-19.809914694074546,C,E,D,E,40.526403199183555,B,84.5198504825067,190.44538454336316,1
Yes,Physical,-17.785190279564354,-38.23929329207354,C,7.53478611097884,A,E,-88.0619105285207,C,E,58.501793187997606,E,A,A,D,-6.327323596975305,A,-115.36028866378484,-59.776412827705315,1
No,No,-57.436178430896454,125.0540189664953,C,67.10257290367429,E,D,51.15875639772628,D,C,70.16949152315412,A,C,B,B,-87.44392809372602,A,-85.12150593992128,295.7923704446354,1
No,Mental,61.25612323572609,-63.093441689057826,C,-108.6910225382201,E,C,-24.603374962569678,A,A,72.67314378094379,A,E,E,C,88.55051104135144,E,89.98996449946229,71.88237151525692,1
Non-Veteran,None,74.67841570668354,118.91284068954128,E,142.12773043752847,A,A,227.49103590971833,C,D,51.25786805780914,A,D,C,A,25.409369387314168,B,211.61165208522124,-35.338381973560914,0
Veteran,None,175.96808836034805,53.54259369709805,D,164.42018974895234,B,A,70.55194476006979,D,D,138.56475920086925,A,C,B,D,-92.80918181176784,A,19.325226064192485,3.777060121511943,0
Veteran,None,101.67557012871814,2.9989994034790786,C,124.9996396190258,B,A,257.10293875176757,E,C,127.89273786959082,E,D,E,C,-195.73818035135233,B,-32.71083134381311,106.97117085552843,0
No,Physical,-121.50552102767645,-24.897755220512565,B,-171.4131571977699,D,B,33.486679838050435,C,B,-33.702426666953265,E,D,C,A,-121.88796145477865,C,161.29597915299473,202.76513706667646,1
No,Yes,-42.607325095233115,37.20387702846673,E,-31.345329845338725,B,D,-112.13329494549757,B,B,69.98865599946615,A,E,A,E,-19.300551649693656,B,6.0753371963486185,31.92435554723354,1
Yes,Both,-86.0708956837633,-24.91510341711504,A,-84.54270060323583,C,C,157.47292007205832,E,D,-73.42299850769383,B,D,D,E,133.5850541912551,B,-7.903126793686671,106.29703231684877,0
No,None,-6.248957581284101,83.18413270988,D,110.31572537923424,C,C,-9.828476285734187,D,A,-89.64223944265675,C,E,C,C,30.29530806124851,A,33.030897689766086,26.961793500320248,1
Veteran,Both,13.096381742428084,-12.711700994580067,B,12.442763448887039,A,A,-5.168463388071126,C,C,108.84540200156054,E,D,D,C,-45.86815012507396,D,23.61614861203743,20.17952929876434,0
Veteran,Physical,-131.71143297795436,-49.70173341513544,A,159.2143271819258,E,D,185.22076997379068,A,B,-6.454860375599624,E,C,B,D,-3.0426876595234056,D,19.0829935524232,97.98028565589954,1
No,Both,9.48914888984511,138.37101508842304,C,22.37279264573195,A,C,-86.86349505261693,D,E,50.98206462741979,B,A,A,E,196.60740497631332,D,232.88394773152064,109.0206322265566,0
Yes,None,31.701747830457794,165.72023480680608,E,109.34308109807334,B,C,-37.890920611391095,B,D,-128.4651163496254,E,B,E,D,-188.57631490567752,B,-51.11057354020655,85.60787732411109,1
Veteran,Mental,-74.86749843556436,-176.60818381671282,E,5.926887024155347,D,B,245.43860184909812,D,E,10.020741591625255,C,B,A,E,-52.26225092297652,D,220.70029717203332,-92.84023711961376,0
Veteran,Both,-13.32987486339882,-14.33647128595049,B,137.48370106090997,C,E,2.9123404130490758,B,C,73.61087350035721,C,A,C,B,214.78045695252982,E,124.424228214702,-56.657281190958365,0
No,Both,-122.55415731901542,-243.02123002958237,A,227.50306536196425,D,D,-105.43822511827163,B,A,56.166208204273104,A,A,E,A,-38.38056994858452,D,115.0209227540954,-174.3626824851542,1
Veteran,Mental,-40.6006990045999,-32.386811015053205,A,-50.12555399917582,E,E,-91.57913755731492,C,E,-167.90786640598594,A,A,C,E,-7.613993123555401,B,-37.77664676832152,-92.78095646064334,0
Yes,Mental,-240.86249010966932,111.96945931385393,D,58.613582181017456,A,E,-33.767965297017106,B,E,47.283175145546004,C,B,E,B,-103.04367157818109,E,115.05586724406523,54.461649041031336,0
No,Mental,-168.63631750687185,-60.30841836428418,D,74.46449987793903,B,A,126.88381198107473,A,C,213.88426165700602,E,A,C,B,-72.91943718992454,E,-160.66275815931968,-5.65936894731979,1
Non-Veteran,Both,34.92452057390615,17.137528975431408,B,-31.199438027593672,B,C,-87.51473731132397,D,A,-47.324771691352574,B,B,C,D,179.5352838486666,C,62.87202975146726,-1.3001926500633918,1
Yes,Yes,-110.61620883751362,-38.83882901774782,B,-113.80279408511093,A,A,-119.96094683160803,D,A,73.41049384610308,A,A,D,C,-104.99353602484283,E,23.323782937834274,-30.8084106482295,1
Non-Veteran,No,175.53205334933068,97.95938383078735,E,38.55702890227013,E,A,-21.687639758652814,C,E,-51.82081473273084,A,A,C,E,35.580753802895785,D,-145.79677086760785,-145.03353522728236,0
No,Mental,-37.49702252408226,207.36449325270837,A,86.05748714672363,C,A,128.64052812096858,B,B,-109.47058662944953,C,E,E,C,56.56719042308409,D,-104.28233811825764,-7.60821938947381,1
No,Yes,28.93950249832627,-41.90302217597692,E,44.826134790753336,D,D,-98.16097236055515,E,D,128.88744916261294,B,D,C,B,-43.750140116205316,B,-122.38894612160666,-121.11290754728188,1
Veteran,Yes,-27.283692945561633,94.63576391547326,D,37.53234096915137,A,C,40.30868795073895,C,C,-3.078302572283078,D,C,A,B,-39.84678070744144,B,13.710123381128941,-71.85281992548178,0
No,Mental,52.686881757959206,-50.59885353361667,D,14.501984882972133,B,A,15.760863242907448,A,B,132.45225108848905,E,E,D,A,211.8940895682938,C,89.78642235058113,-108.71660163142836,0
No,None,84.47741751005948,28.761269816784175,A,20.069776019049453,C,E,178.34348034612617,B,A,-141.51270127147623,B,C,B,D,-226.17351596875199,D,156.12593349699804,-99.02083985533095,1
No,Mental,4.0704696096368,119.47211866699428,E,32.622075412596544,E,A,-96.2957368013711,D,B,-138.81529185032375,C,B,B,A,-47.10542837948932,A,72.0133533181459,-139.3983356285102,1
Veteran,None,-15.145578157755427,65.67745778459927,B,53.35257790390564,E,A,105.20534629544458,E,B,39.73732193592928,D,B,D,D,-83.1296071532408,E,-38.832721663508096,-7.616196327039103,1
Veteran,Both,76.58592846159782,168.64985420207861,A,-46.018772081202556,D,D,-122.52209788280699,C,E,-19.448986649831905,A,E,B,C,101.34898711877722,D,27.94298193168718,82.81079121489543,0
No,Both,-43.32635224222147,44.506377354917475,A,95.05058846037181,C,D,-150.08191417902123,E,E,-74.40504642863975,A,B,E,E,200.21845613673733,B,-27.60394188550731,-51.18267382389069,1
Yes,Yes,-19.20052776426051,-4.976569535993218,E,-74.20356962917863,D,A,-10.099178171871838,B,A,10.685871688123068,A,A,A,C,178.59500584041282,D,-30.981315599771282,16.642482133495434,0
No,Physical,-102.13560189638666,41.75762391869037,C,-102.2870549918601,B,A,36.44099982338955,E,D,-79.29720883697216,C,B,A,A,-11.861562307864599,D,2.718507683952223,-81.90055007346932,0
Yes,No,-170.3975500445235,94.99479300663461,D,126.93967933357624,B,E,131.00592998155324,B,B,-58.88056489639304,C,C,D,E,43.84665781759786,D,206.46175798402933,-117.49979181435681,0
Non-Veteran,No,21.342065890678192,102.85392725198356,D,101.66214483616915,C,A,-94.1963057079758,C,E,-55.38490350388082,E,A,D,E,10.454959231021837,C,195.6310043300964,239.10134873077703,1
Veteran,No,-45.154435480203695,-254.46727695337646,A,-27.255819997558177,D,B,-51.611011586110045,B,D,48.50164759940676,C,E,A,A,53.259593596577574,C,-84.55689419610808,-76.3641300286955,1
Yes,No,3.676311679048596,59.20659945421129,E,-20.78099809351214,A,D,-196.4696970430103,B,E,31.732259442598533,C,D,A,E,97.382395057933,C,121.92699814975308,49.73584420641806,1
Yes,None,127.11349261157893,98.19550708708928,C,19.16415707477425,C,E,75.78630486518422,B,E,145.54771712917923,A,D,D,B,-138.00249216470883,B,77.06243107026656,-25.086324600072384,0
Veteran,Physical,-52.39436844080334,-2.5242884902352016,B,-15.113538638172072,E,C,-83.94310907242607,C,B,77.09601688068503,E,B,A,D,-65.68514879534686,E,-155.78267965295248,-91.20279933721726,0
No,Mental,-11.944637141516898,-60.955237827340035,E,-76.80087749787758,B,A,21.941055553054085,C,C,-95.93918884676162,A,A,C,E,113.71871193464817,B,101.46814736770675,-224.43347244911732,1
No,Physical,38.09335350309977,203.4073955956561,E,-4.95797532706879,B,E,-47.5693908262987,C,D,44.65114738589343,B,D,C,D,131.07675407601548,E,-33.865996890183425,4.234748352091642,1
Yes,Yes,42.588399454183865,86.1949712057141,A,46.79909506517839,B,B,96.90463881855975,C,E,176.73281461969495,D,C,B,B,16.9781672031852,C,-113.32146206569543,28.32647676858695,0
Veteran,None,-134.12240061208965,237.9820123659386,B,-144.6966685920965,A,E,-154.45370958089578,A,D,59.30956006396456,B,C,C,A,-75.76952695063113,E,125.41003616434601,-112.24091197214476,0
No,None,2.5012096590578246,244.94890449047827,E,-29.307332374769196,A,B,-107.2108467997278,C,C,6.376539041344201,E,B,D,C,137.36831566516202,E,14.225177243448472,101.24491933090853,1
Non-Veteran,Yes,-126.4747529658377,23.989368110592434,E,-38.57878074169421,B,B,0.3687266821657006,B,B,-27.29687779035214,B,A,A,C,206.54513048665817,E,12.442410188807326,-144.37468891699496,1
Non-Veteran,Mental,142.88745879817964,150.80720740427859,A,-14.50190360081201,D,B,-20.351638613662235,D,D,-93.7109610171321,E,B,E,D,-142.2376249667466,D,-52.44858670021667,220.24742642468988,0
Non-Veteran,Physical,104.75646326985333,41.60384084044985,D,75.73449830494002,B,C,101.21921819766892,A,B,-133.4240504691999,D,D,A,C,26.1162876496147,D,89.48408124765879,-19.42560559722847,1
Yes,Mental,47.862866988059125,-50.4319398326479,E,-28.108115652644493,E,B,117.31445836193211,E,A,-19.780924195728485,C,B,A,A,-11.746593296719578,C,-109.00899466061607,-19.163211326480525,0
No,Mental,-15.583122902311738,-32.6169628016243,D,86.74078734872187,D,E,69.47038652291214,E,D,-35.68154275769738,A,C,E,C,95.5069583015677,B,-115.15106685512329,-12.22535632217691,1
Non-Veteran,No,22.2587196515711,41.686960425844774,C,43.249139409818795,D,E,28.80672828008458,B,C,70.20628641327271,E,C,A,B,-8.287813190931931,D,13.56728740943906,90.1540574425685,0
Non-Veteran,Yes,153.47214694455224,-43.53156823445728,D,-24.14282347423002,D,D,143.105667098509,A,D,-15.878971060174422,E,A,C,E,-82.33765788794831,D,-53.9336006374664,-122.67407649401521,1
Veteran,Both,-84.72736819036885,126.70433510652504,D,-74.35794163374752,E,B,-139.55735526388932,E,A,147.95682783742237,B,E,D,C,16.408552932823188,A,-59.252965095998974,-17.50257335948809,1
No,Physical,-172.06623020532348,0.6108243745344807,A,-230.10652714023263,C,E,-196.27568192816057,E,B,-99.57136938643657,A,B,C,E,-47.46765908587102,E,38.32795076292653,53.777177478897684,1
Yes,Yes,25.646832145767878,-62.45948394997225,A,-186.26746397283213,B,D,-45.1056086063447,E,C,-19.80113411395302,D,B,A,D,2.60824582880264,E,219.6853186959047,64.17523200048963,1
Veteran,Physical,103.46936234071946,95.29003788554724,E,84.2175617347998,A,D,88.36702232368528,E,D,-114.76990520340709,C,B,E,A,94.17814627653709,D,167.1611916088,-118.75271028443098,0
No,Yes,83.61490766559261,25.78967363763671,A,-47.21965850364603,D,D,14.027777783037779,E,C,57.276151444984116,A,C,A,D,28.035620928621785,B,166.77271346961427,84.81722691209981,0
No,Both,164.37434613444816,15.62330145380992,C,-107.04222969279553,E,E,115.1052128836713,D,D,13.7769825205871,A,D,A,C,-44.17036179563297,E,-191.0433714189129,131.81387964149891,1
Veteran,Physical,-32.85908389941848,85.59198385419786,E,-26.75699566748634,E,B,52.15810473740101,B,A,-32.81849044747132,D,C,C,C,43.988681821840316,B,-31.340010595947437,-58.48872449036795,0
No,Both,-336.9163933762205,226.2831238492226,D,-60.01288627915762,D,A,-16.577881052178427,D,C,-146.70973187042352,D,A,E,A,-80.54206913288193,E,-103.37535115121939,-5.959711849924601,0
Non-Veteran,Mental,81.86138247350335,-90.70237308170822,E,95.31100666268114,E,C,197.6508742553986,B,C,-32.3986132098063,E,C,C,D,136.0591140876324,A,-86.65146350075094,27.690719219728294,0
No,Yes,67.05267972069836,-49.39023212915174,D,149.2389738969264,B,B,-80.98064027481644,B,B,175.41074308753534,A,E,A,D,97.5354959455923,D,-20.367596209697762,89.90041691701262,1
Yes,Both,61.92274081032929,-23.818740024984965,D,-108.89612550628476,C,D,-99.16716782175364,D,D,-30.459686533396262,D,B,B,E,57.154001856670135,B,13.849500440980329,-53.28206839323568,1
Yes,Both,157.6556820536216,86.04164763290689,C,140.81191078008234,A,C,-99.29633718877268,B,E,125.11228960673704,D,D,A,D,119.4082080280028,C,-32.2406294422966,-48.04841923759354,1
No,Mental,185.31747538833488,-36.16193684508798,A,-128.86260459072432,B,A,66.27419261189958,D,E,205.27311058788013,E,D,E,B,1.5387817333958187,A,29.342395647733156,-195.5460395124701,1
Veteran,None,219.7786781813516,-148.3827700825565,A,152.01626728074865,E,E,146.4320049005942,E,C,115.54520495102072,B,D,E,A,49.454166004718125,D,87.07243333175226,-108.05871376335404,0
Non-Veteran,Mental,28.94155411944658,91.9576681475718,D,60.92109125176272,D,A,-127.20738042096977,E,D,191.01716734092747,E,B,D,C,206.26420475238137,A,-115.84993045787037,-100.39865649628763,1
Yes,No,111.5540652672188,-83.31495764253303,D,18.413783781291183,E,C,-105.06891861035965,D,E,-63.71308780623173,A,A,A,A,-56.76626894426218,E,-33.78024709488207,250.8283845367666,1
Yes,No,-68.1881371164548,13.673250299634955,B,-235.71108087616298,E,E,-22.906562086882342,B,A,137.2862043193504,D,C,A,B,44.209993180086734,C,25.81481583692467,-98.39985026647169,1
Non-Veteran,None,-219.05220697706687,168.49625027416505,D,-88.89403196596588,A,A,94.57275153967291,A,E,49.885141210635894,A,C,A,B,-21.816247216038377,E,18.993059843419292,-80.49316515915105,1
No,No,163.7516462487419,-86.29966263135942,B,67.88515358076029,D,A,-16.012412980731114,C,D,-49.58752047019317,E,B,E,C,227.37284180502365,B,77.42052800208282,-70.58029348706984,0
Non-Veteran,Mental,73.038705504795,-71.47785873822917,C,-52.54669502901274,D,A,162.26349526680875,A,D,47.33063822147957,D,E,D,C,-2.0163671517967687,D,4.900715938967129,216.7849518659298,1
Non-Veteran,Both,191.09418016246548,26.12371863880697,A,137.37209118405576,B,A,93.55811471870234,A,C,121.29082597720142,B,E,C,A,90.93595053891086,D,-103.12566027514956,-40.84265309973256,0
Yes,Yes,113.88837016272224,-139.53803241691833,A,37.74501629182131,C,C,-165.40546068678418,C,A,54.090003577272704,C,A,C,D,-157.64900218811806,C,-68.04325964754027,131.10112245115297,1
Veteran,Yes,8.122818705769392,137.9597903802654,A,-63.16536965022652,D,A,139.91406345693898,E,D,125.4724901664392,D,A,A,B,17.727006886295868,B,37.451812637365194,-8.699614185557028,1
Yes,Mental,-158.75510421350455,24.875702412741646,B,173.22513333928754,D,A,37.533690906214694,B,C,-194.16025266739817,B,C,D,D,-119.92082959006203,C,-15.580389850553782,-73.32009732143774,1
