Gender,age_group,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Other,36-50,Hindu,A,-7.444732224645094,A,E,-7.736380184532868,75.61885349540488,A,B,A,35.754656768214375,B,20.444891896522428,0
Female,65+,Hindu,E,-42.02447323718675,C,C,77.14240963565014,93.5141384389424,B,A,C,-94.97095114594171,C,-100.5231805274048,0
Female,36-50,Buddhist,D,25.487612315262375,D,D,-36.35461765564909,-83.30889123258912,D,A,E,-66.0146690452907,D,108.43136867214669,1
Other,26-35,Jewish,A,128.99295863058214,C,B,84.91373297086865,34.321254221787676,D,A,D,-67.79973021680475,B,-23.119464647519937,0
Other,65+,Other,C,-15.45126737938367,E,D,-76.10452312468378,-14.663127067918907,C,E,E,-155.9174640084149,A,-19.964189686373164,0
Male,51-65,Other,C,-25.632312133512276,C,A,126.71264857615428,-50.01202786929183,D,D,B,-11.660359940335013,E,10.105235978590374,0
F,26-35,Hindu,B,82.42426712042506,B,B,-85.87764740013888,-94.71879967203957,A,D,E,-35.24121868219656,B,65.35537383899386,1
Female,36-50,Hindu,A,119.2475434330223,C,B,-178.27240492679653,140.93734177463833,E,D,D,-109.95506119865259,A,-18.928675522820452,1
M,51-65,Christian,E,-26.73169162204801,A,E,-17.038760043493063,216.36368555039064,E,E,A,-143.88450624693033,B,34.59372220033357,1
F,65+,None,E,-22.95739743470231,E,B,25.25731393893343,207.58029400819314,C,B,C,-153.66333475932632,B,-240.68716030308232,1
F,36-50,Hindu,A,-82.32577968251077,E,C,-32.807593144692845,1.420092910912912,B,A,C,-26.50722735374597,B,-98.68272331824966,0
F,65+,Other,D,-14.627873180539467,E,C,7.912840454630589,59.22672635950499,E,D,B,-78.89552983752847,D,-88.74984524241208,0
F,36-50,Other,C,-40.90033304142001,D,A,-37.24463378815898,20.035348847698213,E,E,C,-102.6104949295852,E,0.9022778387528059,1
Male,51-65,Muslim,E,49.804823631435355,D,A,-144.26006720592852,-70.13753708353335,A,E,A,-3.3709682273031483,C,163.33428254644534,0
Other,36-50,Muslim,A,106.22048348270398,D,B,-54.523127352418,-123.36606244592036,E,C,D,-93.29236068800681,E,203.14766348258416,1
F,26-35,Christian,D,-2.5848378978162945,B,B,-29.922523128021343,16.448758559462934,D,C,C,-19.78297913271868,E,-19.803858909373073,1
M,51-65,Christian,A,-69.96830356092771,A,C,-44.44467611797333,70.12317099083705,A,A,A,233.23307738841078,C,-101.82013286500073,1
Male,36-50,Hindu,D,-54.54292566367593,A,B,2.469857925585211,68.86830000466007,E,B,D,-141.780545672282,A,5.0223348214622305,0
Other,18-25,Muslim,A,-7.9864192803325444,D,D,91.37294649670935,-12.098947114459035,B,C,A,-116.75437528155264,B,-57.33475965752679,1
M,51-65,Muslim,D,62.33535380410633,B,D,73.10915717367472,-36.78967005608073,A,E,E,-92.91493131578393,B,19.8776560554201,1
Non-binary,26-35,Buddhist,E,-9.02309274412642,D,D,-83.91739298107576,-12.899776786238343,B,B,B,28.60803987768875,B,-1.8272635041022753,1
Female,65+,Buddhist,E,-108.20730869195457,E,C,32.460977370326816,-58.75094549472259,E,C,A,89.59519327561362,D,89.53703146432736,0
M,18-25,Jewish,C,-94.23640530925039,A,B,-39.42306045839421,-159.3602980120715,E,B,B,8.824689414664043,A,73.76607036527393,0
Other,65+,Christian,B,-0.3580312131901151,D,D,-9.600945479550491,-61.95010189168333,D,D,C,-51.09792018938223,A,-48.601367636914084,1
Other,36-50,Buddhist,B,73.99961355822273,A,A,40.12862578353875,-53.150504871856285,D,B,E,125.14808243285735,D,-132.15052651019352,0
Other,18-25,Christian,E,66.1954836153367,E,E,8.412840236526733,44.539199736341175,B,B,A,-143.40979341561703,C,2.31866041721704,1
Other,65+,Other,E,7.648115128906776,C,C,-30.131306548711677,104.4302347570379,D,C,A,64.63993447928533,D,-56.784879136120395,0
F,51-65,None,C,78.3783310270947,E,B,-1.7397333468962155,2.711924992657213,B,E,C,48.3391681139924,E,153.02500813335254,0
F,18-25,Buddhist,D,-62.05321061323943,C,D,63.79517197836315,1.8753493646982533,A,E,C,-34.9513768642413,A,22.223653700701725,0
Other,65+,Christian,A,79.13982168135813,C,A,-62.768145310055715,-82.16717919276309,C,E,E,49.004977631623966,E,-20.445673240459648,1
Other,65+,Other,E,-29.108083535282052,C,D,-100.27717699857142,158.38794181640648,E,E,B,207.66515634217936,E,-55.94850274699198,1
Non-binary,51-65,Hindu,D,-52.23516114793132,E,D,-67.09200231681409,-42.249729556730905,B,A,A,-64.13442677959817,D,-23.536650688856117,1
Female,18-25,Other,E,47.639291783045365,A,E,12.019010676141365,84.81778972027246,B,A,A,-1.393471838614775,D,128.3974459098373,1
F,26-35,Other,D,-5.777273481856101,B,C,-8.543067044206087,-102.10589149796849,C,E,D,89.35418759928953,B,106.19923351980457,1
Female,18-25,Christian,B,-9.053045769751678,B,D,101.80134315785887,-128.59078071821267,A,E,A,-64.43636469483614,D,80.70008801467824,1
Male,65+,None,C,108.96046635576606,B,E,159.97427380493397,256.30459553575986,B,C,E,-66.55602118461155,B,-43.468308211695664,1
F,26-35,Jewish,C,-17.62962986650141,C,D,-86.56226948162461,172.5625920510573,D,A,D,63.70650302601605,A,-69.45676949049924,0
Male,26-35,Christian,B,49.75177547662951,E,A,-16.947883730626593,-120.21464222060744,E,D,A,-17.025052869320252,D,-160.53240532165194,0
F,51-65,Other,A,52.39254982356897,C,A,146.42905581133226,62.72684632385735,B,D,A,-172.8904410157371,A,5.52182175113564,1
M,26-35,Buddhist,A,-65.1381077113979,D,B,-46.36692071491083,112.97191982553821,A,E,E,165.97482345570296,D,-81.94416071535738,0
Female,36-50,Christian,E,71.06214956230389,B,B,56.39358786793156,182.0645615189109,E,A,A,-233.81469546980594,E,-6.436786051815739,1
F,26-35,Hindu,D,-124.75660881653803,C,C,61.80392175494747,129.32877443415666,E,A,A,-83.38274176827622,B,2.4631372102817513,0
Male,65+,Muslim,E,-33.929898435712666,D,A,160.33474555358097,13.003431155695026,A,D,D,29.788197050188657,D,-147.27148010567834,1
F,36-50,Muslim,C,-110.84046834934679,D,B,-141.36192463195715,-17.257714409233145,E,E,A,39.31357076112351,D,-47.72175732994486,0
F,18-25,Other,C,35.15216656551948,A,E,-8.869873162040925,-34.34722044864918,B,A,D,-72.77123762249661,C,-8.357302008629915,0
Male,65+,Muslim,D,48.03110107842575,C,A,62.65555531148381,-115.37090617406443,A,C,B,-144.69389868880674,A,148.28134254567613,1
Female,18-25,Muslim,E,-59.57110611358668,D,E,92.20228966238719,-57.900187649969105,D,E,C,-67.15532165962784,B,-33.320411738213416,0
Male,65+,Hindu,E,-133.27105226192703,B,D,122.67075333117519,-175.34340354435489,E,B,C,-11.926299264172226,B,-145.79339010317213,0
M,26-35,Hindu,A,21.7382032443662,B,A,51.1874486687785,-21.12937911027175,C,C,D,-92.44889999626956,B,119.05735360288247,0
Male,18-25,Muslim,C,-215.88528397354958,A,C,-21.546814258217598,214.2000781767805,A,A,E,112.95656292918392,D,-2.976345945023804,1
Male,51-65,Jewish,C,0.7974774512841762,A,C,-124.67960676705006,110.02289176551254,C,D,D,-224.03004367782714,E,209.89402651689986,0
Male,26-35,Hindu,B,133.4876235806141,A,A,-33.285818026170844,57.729532048557786,C,D,D,13.026044244949075,A,-70.87420745411114,1
M,51-65,Hindu,E,-9.212131802670763,C,C,91.02815751066015,99.98451262572353,C,E,C,-89.18290544291555,A,-176.45892750974937,0
M,26-35,Other,C,63.27342780342278,B,D,54.11627505155573,-93.7288543606374,E,E,E,111.70551887498377,D,73.23693905189829,0
M,26-35,Muslim,B,63.208517203223735,E,C,-166.05749075960162,-6.4901565958744705,A,B,A,127.25325726255663,A,65.52776718456724,1
Non-binary,26-35,Jewish,A,-49.36193919089399,A,A,118.82261587417868,-42.80004703022641,E,A,C,-39.97742352589479,B,-60.45151929740241,1
Other,65+,Muslim,C,-1.9741207662703246,D,E,-39.91365146733169,-3.9925507631625035,B,D,A,-162.87265879489524,D,-73.62800154194444,0
Non-binary,65+,Christian,C,-38.824134647210215,A,B,-69.7215886571932,-37.30453430923495,E,E,D,229.57637502837653,A,-15.042059268451435,1
Other,51-65,Buddhist,A,33.46596738893087,D,A,-29.331806325114197,94.85359763139307,C,D,B,48.664316112308185,D,-40.790415548124116,0
Other,18-25,Jewish,D,-197.27782681156808,E,B,-170.08449480239494,-83.7650297981218,D,E,A,-2.025176938298288,E,135.59958576351576,1
Other,65+,Jewish,D,-151.57762135201463,B,C,-11.025181805485785,-20.6735209347937,C,E,B,138.2185526061747,B,-17.602354276192706,0
Other,26-35,Christian,D,23.25558314472876,C,D,-72.00075488599079,-29.740632323288573,C,E,A,78.11166615478416,E,93.65315275430535,0
Male,65+,Hindu,A,138.0545630101712,C,B,-19.47706412967766,-65.18599685802039,D,B,D,74.07239706350038,E,124.4456149462265,1
Other,26-35,Muslim,E,14.868332451231717,C,D,-77.61938299669289,4.63883797747457,C,E,B,61.50407435828521,E,53.45148322918206,0
F,65+,Muslim,D,210.63141741585855,E,D,153.48040141435632,45.5161128970757,C,E,C,28.50420362577874,D,75.75574077258027,1
M,51-65,Other,B,93.86128405897524,A,D,-97.52170470883861,15.653032551632808,C,A,E,-32.17854996547193,C,-73.26385470782716,0
M,65+,Christian,B,78.26696570100007,E,A,181.95742411597664,28.450573635950015,D,B,E,42.355118416519005,C,3.4562946384648003,1
M,36-50,None,B,-17.44095338979739,E,A,-6.502314075825162,-33.367780471732445,A,C,C,-57.473692587072065,D,29.095747125719036,1
Male,51-65,Christian,E,-14.489391392624059,E,D,-81.92679687772161,99.87893856361325,C,E,C,256.40918511946444,B,-166.1494507017165,0
Non-binary,65+,Hindu,D,8.316020147953813,B,D,11.827146832671394,-11.371290322600597,B,D,D,-87.23097145011774,E,69.40643037453695,1
Male,18-25,Buddhist,A,-5.320560506640741,A,D,43.432378725931315,68.2694514286476,B,D,C,68.6929253070027,B,83.76256108732164,0
Female,26-35,Muslim,B,15.321153692665312,A,B,-103.80631212618363,-98.69077169156468,A,D,C,-66.28298664487909,B,104.19724428134138,0
Female,18-25,Hindu,B,170.37700126568268,D,C,-106.137264243489,80.4763919644873,C,B,E,-48.714760489384304,C,28.057995135650966,0
Non-binary,36-50,Other,E,-33.41567345462123,C,A,142.94405595888472,147.5631508773671,B,A,C,-109.61652695681995,B,115.92790478936348,0
M,51-65,Buddhist,C,88.61195578329003,D,E,177.90125358221758,-77.69380955550524,C,E,A,35.91385016583682,A,-2.3051698347996896,0
Non-binary,65+,Hindu,C,-204.02137461710868,D,E,237.0125197779918,-41.717479537367005,E,A,A,1.7290437756244688,E,-19.701805911237923,0
M,36-50,Other,E,-106.21585536473779,E,B,57.48689674793893,113.538497462998,E,D,A,84.46715835666866,D,-10.06306769350327,0
Male,36-50,Christian,D,42.526155895071355,C,B,-75.15285722790385,25.68757330370466,B,C,C,31.29350947534103,A,114.30522095858898,0
F,26-35,Other,A,-22.07944394164561,B,C,-96.38258787454448,-64.77981141531576,D,E,E,-103.76931629364012,E,-173.87824777216426,0
M,26-35,Buddhist,B,143.49390581647958,E,D,-32.36311196746154,10.726467981145074,E,D,A,-62.35962872010647,A,49.199742338247376,1
Male,36-50,Jewish,B,-115.68034493785493,D,D,-134.98734477114513,97.68569741419284,E,C,B,-157.6520878504383,A,106.12964745504863,1
F,18-25,Jewish,B,-86.97136201362571,A,B,-109.54293024365687,-154.75783667733128,C,B,A,-18.03664814301165,A,-10.915839600842572,0
M,36-50,Buddhist,A,36.50701563661221,E,D,-162.3256627782004,99.84463488979276,E,A,D,-50.50690822120439,D,-54.214257961393095,1
Female,36-50,Jewish,A,27.985996876748125,D,C,-56.78265452559005,53.07424696301315,D,E,E,-86.51600828435518,C,9.376972251753836,1
M,51-65,Muslim,A,-170.38388739885596,E,D,10.070384864849666,28.145966390087608,B,C,E,128.61467411291252,C,122.61200868381417,1
Male,18-25,Jewish,B,147.0459451605025,E,A,-78.36578391018308,159.11631223419343,C,A,A,-133.46903827146005,E,-145.51475651163867,1
Non-binary,18-25,Buddhist,A,196.72031512668357,D,D,85.39683304854768,74.30625214283207,C,E,D,-124.17827706558026,A,-30.9158101437345,1
Non-binary,51-65,Other,A,-140.39472615819668,B,A,-39.486657011023226,28.778600769523237,C,A,D,-78.9849431282078,D,55.0806630524491,0
F,18-25,None,B,111.89337030143855,D,D,78.80487224180305,51.63393125275445,C,E,C,92.31718392972118,B,-168.01464522706414,1
Male,26-35,Muslim,B,92.59103091930639,C,D,5.127492329516759,40.575970955057194,C,E,C,93.88759749895392,D,158.12489196323065,0
Male,65+,Christian,B,199.34380104621792,D,C,-48.49650668943749,-95.68363426067715,A,C,B,59.51252143073103,A,-99.56848695817821,1
Female,26-35,Other,A,134.95523471696546,A,E,40.49963462739652,-15.920844239628524,C,A,D,57.8220689046996,B,136.0664014090946,0
M,26-35,Jewish,A,241.48667328684502,A,C,-8.590540110325295,20.696972800591617,A,B,A,156.04458433466,D,-72.39586878864847,0
F,26-35,Christian,C,-182.72288624993104,A,E,39.61232922370121,-195.6662702947835,D,E,A,60.114023371198314,B,-5.02886259026282,1
Other,65+,None,A,113.5792921213908,A,A,-72.66020498344959,29.40489498802018,E,E,D,7.842731316667867,A,81.12708392011658,0
Non-binary,65+,Christian,A,-167.06231445787225,B,E,171.23507809005773,-19.083587616777564,D,B,C,-109.4264004024382,D,-6.54904495083022,0
Non-binary,18-25,Jewish,A,108.43467906103896,C,A,-160.05213120172837,198.03207265925744,D,E,B,131.07396307281203,A,45.445035359293065,1
Female,18-25,Jewish,A,171.95561081773835,C,A,150.52272712413287,174.09124190415298,E,E,B,92.39175659831746,E,27.762520137267437,0
Male,18-25,Christian,C,-15.162608904101404,D,C,-66.1118890793238,14.687612155144944,C,E,B,0.8843266125662299,A,115.27425706297079,1
F,36-50,Muslim,B,-28.527941830323577,E,B,-19.05559276078256,39.08450848028106,C,D,D,-116.37217186159126,A,136.59008218376013,0
Male,36-50,Other,B,23.56613516916537,E,B,167.4310403203518,32.293898176278006,A,E,E,-33.10166305823516,D,-18.49913724261632,1
M,36-50,Christian,C,-13.217120054715176,E,B,-22.88639466182199,15.836736191344073,C,A,B,-97.15595744196553,E,135.92786654432825,0
Non-binary,36-50,Christian,D,135.8688587301941,D,B,15.43840977722245,2.9774667036691094,E,D,B,79.33320882993816,E,-29.18668097229391,0
F,26-35,Christian,A,-31.378504422021464,A,E,36.491383408224266,-114.13584003594634,B,D,C,-51.621548335581245,E,24.87813266204239,1
Female,18-25,Hindu,C,-35.12000878874537,D,C,15.471658453678819,-68.34051127754478,D,E,E,-5.335451393075063,B,-84.91728914645111,1
Female,26-35,Hindu,A,119.23966190206036,E,E,-74.1122682494724,280.36425617262296,B,C,A,-17.67700908361565,B,-62.3459724804239,0
Male,51-65,Other,A,-105.34249096840315,E,C,113.3915800608085,-25.36661846179372,B,E,A,88.00382991355579,C,-156.0093440223531,0
Female,65+,Hindu,E,-83.78629135307337,B,B,-36.27719739891378,-11.814582059097333,D,B,C,-173.45452701065088,A,93.47510225060253,1
M,26-35,None,B,132.23491599304188,A,D,62.28235530984354,24.257716089783298,C,D,B,-0.8115260106351949,A,100.3376544026569,1
Male,26-35,Muslim,C,-96.81220162974589,D,B,128.00877253004174,-72.04553544994798,D,C,D,128.45820977138717,D,82.65743884005818,1
M,18-25,Hindu,A,-37.985379797509246,C,A,-99.95508416801702,-77.83964580204888,C,D,E,-20.821704542227224,D,23.42843441638051,0
Non-binary,36-50,Hindu,B,-111.97619066726607,C,C,57.99942330933525,-78.93234972463901,E,E,E,103.3202054084462,A,-144.62469764490817,0
M,65+,Hindu,A,-114.87550791494994,E,A,34.74124249158414,13.67740662192153,B,E,D,-159.2694259810441,D,37.920848116307376,1
Male,36-50,Other,D,73.46336336132855,E,E,-26.942420713309346,113.74438191801039,D,D,C,-14.296867115113294,D,-145.83953726416772,0
Other,36-50,Other,C,-105.0165756141557,A,E,-87.75202770792966,112.59301132991384,E,C,E,-88.99022764298513,A,55.27984092445085,0
Female,26-35,Muslim,A,60.54061515147979,D,C,-70.45446859334717,55.6647738007572,E,C,E,75.74383386461655,E,-21.91868641266066,0
F,36-50,None,B,148.79828308743274,E,A,96.19065030038362,-9.198872277652299,C,B,E,-52.812398703516436,A,-321.85705285145355,0
Male,18-25,Jewish,E,136.8930743321492,A,B,201.47373172267385,-2.4855906456634593,D,C,C,-177.17466746596727,E,83.02216070442395,1
Other,65+,None,D,-26.56520412625308,A,E,-130.5138294423087,-14.306386848924072,C,A,E,-104.15369733600623,C,30.270869109311732,0
Other,18-25,Hindu,E,12.40974826906433,E,B,183.11123361827285,9.499986154005047,E,B,E,-86.64138722318187,E,-210.32132190076203,1
F,65+,Buddhist,E,22.966623910079676,E,D,171.24226073201078,95.27876010608557,A,A,A,0.9339696960931254,E,47.08949366631168,0
Other,51-65,Hindu,D,36.74083781811402,A,A,100.11621339087165,77.91195333461953,E,D,C,3.32738864927489,A,-47.78206004122403,0
F,36-50,None,D,-41.502002655085526,C,C,69.45269875591316,-63.516224588105985,E,B,A,91.3489370301889,E,-173.98541441368002,1
Male,36-50,Hindu,D,85.82092116478842,B,A,61.8933415206366,143.42029130685546,E,E,B,-170.07528308284427,E,63.43920076881824,1
F,18-25,Other,C,52.21193919010805,E,B,-47.322135196712864,5.801296639708461,D,A,B,6.753618405704131,D,37.0951929166143,0
Non-binary,18-25,Christian,C,-9.856913555418158,E,B,90.32380183208207,32.87642151666645,D,D,B,10.320209898695918,A,25.317110586960485,1
M,51-65,Other,B,-159.52653385630447,D,A,85.80179558976695,11.98111555248881,B,C,D,61.872853546778316,E,2.827231311101464,1
Non-binary,36-50,Jewish,A,61.399678903194285,B,A,-257.3175675012935,-99.86914068320517,C,A,C,195.32734886432826,D,5.324586766859107,1
F,36-50,None,E,-125.12898870013677,E,E,-179.8275673026987,-57.44017923255931,E,C,D,-4.8347189720364385,B,-249.8428109278333,1
Non-binary,26-35,None,D,98.9675740454574,E,D,-161.03627267592313,26.347154461524998,E,C,B,115.89173468365495,D,-39.214844575956356,0
Other,18-25,Hindu,E,254.39038249098562,B,A,-99.00547835289322,98.90304240086836,C,E,B,55.41632320343799,B,51.40700386913439,0
Non-binary,65+,Christian,A,301.1684430478415,C,C,92.21969777344776,143.71246328985217,D,B,B,220.65749710227945,B,-139.2506842543021,1
Female,18-25,Muslim,C,-17.98076191453751,A,D,-59.47307429716936,-116.22386400139133,E,C,E,-204.60472956273574,C,157.11926061785,0
Non-binary,26-35,None,D,120.60231863530375,B,E,8.77809807285424,36.29545902694939,E,A,A,-16.826517561572842,D,-46.992963474914816,1
Female,65+,Other,D,63.94198250204528,B,E,-112.53941769176599,47.62855840759585,A,A,A,-62.972645449928585,D,-40.9801102543936,0
F,26-35,Muslim,B,96.14229167703388,A,D,-212.7069267662337,-141.12951090528273,C,C,B,-94.1576565923325,D,11.746291485632044,1
M,26-35,Jewish,B,-151.82330480742306,C,A,76.98890091415063,-131.27767415594695,B,B,E,-97.85880749161463,E,-101.28146456527911,0
F,36-50,Jewish,D,42.20267037326087,E,B,-55.29858375591503,21.713662205924894,A,C,C,-85.50821484704676,C,152.00922397775912,1
F,36-50,Other,A,-169.21802239504248,C,C,86.74946940907537,-205.31765192868585,A,A,C,64.52739179318827,B,-29.09999646729616,1
M,26-35,None,B,28.764145508226903,A,B,84.18742800032737,45.4723117466526,E,D,C,-6.746325319270187,E,-216.62820861228255,1
F,65+,Muslim,A,-197.5101842767835,E,B,-192.27409644403303,-231.8356453875866,C,A,B,-90.33415932021866,A,2.8145317619968315,0
F,18-25,Christian,E,89.96157158986148,D,A,-73.11439126307604,-114.66396099977104,B,A,C,177.7645121356891,B,24.62976349769882,0
Non-binary,26-35,Muslim,E,-71.97541490108281,B,A,-20.84574782462468,92.4578914496762,B,C,A,-64.4187885095266,A,-136.8874216809546,1
Female,36-50,Muslim,B,263.42536022631805,E,B,172.38683239692287,118.31309150762976,B,D,D,-29.666121145281217,B,-66.1885512030518,1
M,36-50,Other,E,114.94162525176657,A,D,152.01691752636287,-80.92452618022432,C,D,C,-86.92691486906013,A,-78.1259753141371,0
Female,36-50,None,D,169.50687104121525,B,C,-65.75206610981735,62.53138197202974,C,B,A,-112.06749423483706,E,140.43900311349609,1
M,26-35,Muslim,E,-48.04313377483118,C,D,28.028197652659493,-22.327312408398267,B,D,B,132.9430056677114,D,-253.4786984824574,1
Female,36-50,Buddhist,E,-242.92985247092184,C,B,110.28251340278412,-39.31338623356522,B,E,E,241.73132175686445,B,-78.09861537139925,0
Non-binary,18-25,Other,C,-127.2415756130545,D,C,105.1573743929571,-29.817279850944555,E,D,C,8.87014331273721,B,106.53647550532432,1
Non-binary,51-65,Hindu,C,162.897215539593,B,C,85.76596757622491,-20.377090585580383,A,E,C,27.14180298727201,B,142.80914564284242,1
F,65+,Other,D,19.883206066323318,D,A,-42.84688774041213,-13.416564886296353,A,E,B,-159.94166510731083,A,-64.81856030282512,1
Female,26-35,Christian,C,-86.92251409795297,D,B,83.81616975529546,65.64054424708281,C,A,E,-118.2933260629667,D,19.177992902596955,0
