faith,Disability,age_range,gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Jewish,No,18-25,Other,A,C,D,A,26.405520098969827,12.02963696294725,109.54647336418032,-61.924163495444006,-78.83074747842997,A,100.83846269062262,C,1
None,Yes,51-65,Female,B,C,B,E,-7.469010443043055,195.26490762533763,-81.72532404952563,117.94489852690286,91.26409111243053,C,-23.417407560328822,C,1
Christian,No,18-25,Other,C,B,C,C,-15.667829288719027,269.6652793653823,-153.8691284039503,-51.44529398905047,46.16498038973122,B,-137.43968624054992,E,0
Hindu,None,26-35,Non-binary,A,B,B,B,-15.864938871717774,-56.55555969381736,32.234200426692965,59.16566710628447,-56.855774347136865,C,-133.53998041497258,C,0
Hindu,Mental,26-35,Other,A,A,B,E,95.35222595352798,31.687167603959963,-187.79259467403097,57.7852342180699,48.82759447660566,E,-194.6037143405789,E,0
Muslim,Both,18-25,M,C,B,D,D,154.86804865045625,0.9743909602733389,20.195262632875405,-51.733311232740384,76.47357876951953,D,53.99004073762086,D,1
Hindu,Mental,18-25,Male,C,E,B,B,112.9031938663496,21.072760728227166,47.886139376414036,37.31228361603617,81.9529420680457,B,64.87013810800624,E,1
Hindu,Mental,18-25,Female,C,E,A,B,-31.354001270589315,-214.68951223012502,61.902213062117475,71.01248608831166,184.84246403250083,C,-93.72868521624696,E,0
Jewish,None,51-65,M,D,D,E,A,10.409334548268934,-102.14069465929879,-103.09123310992257,28.68007121499479,176.35156119583993,E,-122.47018555356813,A,1
Muslim,None,65+,F,D,D,B,D,73.07160607610841,-28.158588145005197,-154.61659936749777,-147.3251034905539,16.521607770616363,C,-148.13119582286402,C,0
Christian,Physical,51-65,Male,D,A,D,C,123.10665778401474,-0.04153814540118347,-30.924963499060855,82.51863953981609,45.93819578237866,A,118.64524855199805,A,1
Christian,Both,36-50,Other,B,A,A,C,72.71058302338422,161.50531580031688,-68.11081518066983,-58.54683144167976,-104.48579227357409,D,239.79156962987403,D,0
Christian,Yes,26-35,Male,E,A,A,E,148.85509873518805,-78.93219531082856,231.31265695023563,-87.41185040475523,91.40265555819846,B,139.52682075130113,E,1
Jewish,None,26-35,Non-binary,E,D,C,D,67.72981055818073,25.988213143007627,6.070245606894307,45.05773223096725,99.00752705712927,A,-15.151425180275638,C,1
Other,None,18-25,Female,B,C,B,B,256.6864048836306,82.65007595359046,181.57047243495055,-13.27978084666332,23.878655715172126,A,98.68652402227204,A,0
Christian,None,18-25,F,D,B,B,E,-65.66262495417813,-32.262708746769,65.2345312053159,-17.737420260857327,-150.3005886334401,C,134.38521293099703,A,1
Jewish,Mental,65+,Male,E,E,E,D,-41.7354177954738,-57.574255870418156,-26.502682111999526,12.255544924700787,72.4534374127227,A,57.63978864378683,C,1
Jewish,Yes,51-65,Non-binary,C,D,D,B,-107.47797319726557,-113.48517598575323,22.29004102561301,-20.565213703539968,-267.8506730107747,A,-48.06755825153286,D,0
None,Yes,26-35,Male,D,C,D,B,38.38700025195068,17.129070508146807,110.23832525126261,194.0336296521592,-20.060805052327154,A,-11.380231377182694,D,0
Hindu,Mental,26-35,Other,C,B,B,D,57.500317237564936,-70.33098114404808,59.22996504870225,24.75817475786721,87.09162657310034,E,124.0109119898813,E,0
Jewish,No,18-25,Female,A,B,B,C,-56.11106479101166,6.824386374072125,-73.49735110550681,-86.51192729697085,-7.092389991900322,D,-186.49616965885753,C,0
Christian,Both,36-50,Non-binary,C,A,A,B,99.69957793249105,113.53610099217694,117.8146470382222,-46.827913853289516,82.55766813721776,A,89.7235035809491,C,1
Muslim,Yes,18-25,Other,A,D,B,A,6.462475407075792,-47.53353734054071,-107.79585601421233,-12.875023713149305,63.73166139338331,B,109.73217852034713,C,0
Christian,No,65+,Female,D,B,B,D,-189.9942957237788,-28.94549535442068,-40.1214130202638,32.443315671038334,-110.209976540481,C,-97.99255018127006,A,1
Christian,None,65+,Non-binary,E,A,A,C,45.58732679842527,-10.986745040661102,-117.2928650492462,34.30577657542987,36.84880402042572,A,14.053633331582091,D,0
Muslim,Physical,18-25,Female,E,A,D,B,-16.900009034041506,22.27989401032237,266.8818799896223,37.24567133628192,79.43205051558,E,-21.102736952077937,A,0
None,Physical,51-65,F,D,B,A,A,63.68459787800915,157.222409474361,-95.76129195003735,10.305215235573389,60.27888573322008,D,151.97237781786944,B,0
Muslim,Both,65+,Non-binary,E,C,E,A,143.19781665460752,-104.23410808474318,-31.932704804932648,31.16889776184268,23.711099148648746,D,17.44598363657552,D,1
Muslim,Mental,65+,Male,C,D,E,B,-4.522591404368818,-148.7613590639041,-11.49102256219103,-214.90424488603747,-167.20978375598574,B,24.16558426829905,D,1
Buddhist,Yes,36-50,Male,A,B,C,E,-64.6427642039346,-33.75821656918386,-2.377568648223407,53.59518530034736,-102.73220757919073,A,-22.566847490676647,E,0
Jewish,Mental,65+,F,E,C,C,E,43.530758743610306,40.26788585240247,-41.6543149708832,-59.86072723816306,-68.48925815105906,D,36.506243642998186,C,0
Jewish,No,51-65,Other,C,A,B,E,-113.0104051621715,109.2617325509963,-149.18886348710683,87.80120337098859,108.8753861066204,A,-76.07333562472573,E,0
Hindu,No,26-35,Female,E,E,B,D,-118.09751339136932,-79.97440005807259,-38.498255127877876,35.25966284758651,-48.85577963248937,C,-8.041994031367881,E,0
Jewish,Both,65+,Non-binary,A,C,D,A,40.11384607675463,29.470466675940976,-79.70916071590813,136.05670090937187,-14.496782242110449,C,56.8653656544514,D,1
Other,Mental,26-35,Other,A,E,A,A,67.69068217157029,-121.07352718092328,112.16920593165689,-55.35707105217431,-44.36092195612475,E,-20.29886814546944,E,1
Jewish,Yes,36-50,Other,A,D,E,D,31.316412297539607,-46.43789143901816,-34.94479685194642,120.35725218116407,-154.60123359461232,C,232.86032564836262,D,0
Muslim,Both,65+,Male,A,A,A,A,218.73194927120386,38.247188798297756,-87.76532721230467,-60.439220742125684,6.050333006805625,E,36.47633590203713,C,0
Muslim,Yes,51-65,Female,B,C,B,B,-108.78653470733049,139.00332909321378,-6.376673700228189,-56.46845087032829,-19.866012416507537,B,-85.317348244758,B,0
None,Both,26-35,Non-binary,B,E,E,A,64.72697752773958,-92.57862665730639,8.33895375453462,29.588194487344722,-150.5361400587112,D,87.34702925355917,C,1
Christian,Both,36-50,F,A,E,D,B,25.431006771326487,27.48671368208057,11.957614790228497,71.10569418108452,-61.41921781926456,D,-8.787492948734824,A,0
Other,Mental,18-25,Male,E,A,C,C,-62.970439298405104,-6.762157609756119,-78.04165553317975,-180.0670388692102,-128.3862121915648,A,67.83047605223267,C,0
Christian,Yes,36-50,M,E,B,C,E,15.323761787900198,120.01870487466103,-139.71574281463336,91.85695735727717,168.66953308496943,D,-92.71568721643612,C,1
Muslim,None,65+,F,D,A,C,B,5.446356788119117,-145.64634876809552,74.3285502662495,-110.28840594740403,204.31928935849152,D,-212.95001519938347,C,1
Muslim,Mental,36-50,M,B,C,C,B,-71.38928413027273,7.635036402356543,96.67190455239295,-183.56294933373732,-111.13817297907505,C,98.96806397514499,C,0
None,Physical,36-50,Female,C,D,A,E,-11.671501215092817,46.3171125399901,-75.58180779105922,18.53969697101827,6.493016972763074,C,148.84447692749606,D,1
Hindu,Yes,65+,Female,E,D,B,C,45.88519255231561,-116.01577634086307,193.8927185789504,-75.38585196623049,-83.55323169145832,D,-63.253518596213176,D,0
None,None,65+,Female,E,D,E,E,3.199821698379667,112.9903491076724,108.13860045227608,123.32163051635202,-47.02490999433531,C,26.207039356648167,B,1
Jewish,Both,65+,Male,E,E,B,E,-45.270114799374426,-30.738624661896978,82.01743429913587,-93.11112095073854,-66.10857052885808,E,2.56769424943163,B,0
Hindu,Physical,36-50,M,D,A,D,A,-77.68050664514354,70.99661792210463,-63.980952130949056,79.1518426940254,176.077968324719,E,-181.68346828290137,A,0
Muslim,Yes,18-25,M,C,C,D,A,-94.33640551993362,35.5962874847407,-168.78359576833535,-69.0911439751977,-56.88804475709266,C,-89.60014498804033,C,1
Buddhist,Both,36-50,Female,A,A,A,B,27.568608123224724,150.4112145413468,37.95382305295295,-82.6700326793819,14.145468180912257,A,32.84976684539823,E,0
Buddhist,Mental,26-35,Other,E,B,B,A,59.89819631537357,-27.8068350373576,-240.99285587474424,25.68250808153732,-99.82113800270152,D,27.233848401867572,D,1
Christian,None,36-50,M,E,B,C,E,-52.57099664103282,114.30959861598846,22.91304488084822,25.956475291747466,-77.41064206798386,E,-162.52709149444078,B,1
None,Mental,26-35,M,D,D,E,B,242.69169971307346,-46.50786917748766,-7.175630564154854,86.71429222882145,-161.52696437982462,C,-56.585525554996565,B,1
Jewish,Physical,36-50,Non-binary,B,E,C,E,134.44909079480544,6.4031338420564605,-55.89255187828495,2.0596844613170253,-14.225286741841636,A,-13.785465407551548,D,1
Muslim,Both,18-25,M,C,C,C,A,-20.291391143107948,-86.83570785540986,-55.27770554614023,-22.769088025503876,22.420377053320564,C,-26.067005207990135,E,1
Jewish,Physical,36-50,F,C,D,D,E,86.04935245660823,-78.93783567908879,87.24374352136614,120.50328337759697,-13.202124713231218,C,2.155250527099916,D,0
Hindu,Yes,36-50,Male,B,B,D,D,13.737922608055236,-72.11968778376692,52.450492691482175,-100.05016338552491,-46.8250619683465,E,-70.77727399540542,B,0
Muslim,None,26-35,F,A,B,B,C,-129.78915100379314,-58.373471065236025,162.20417908108104,16.09091896785106,52.07788689488548,E,-12.762452384502405,C,0
Buddhist,Both,18-25,Female,A,C,E,D,-40.88177451452264,69.62634462970854,-83.30140929334632,66.86527612559166,-9.845729318804407,D,-142.08612590191547,C,0
Christian,Both,26-35,Female,C,C,A,B,115.76711148089034,-77.63607296349949,-16.909500772885995,164.66055009721728,86.16955005495966,C,-74.77690202320422,D,0
Jewish,Yes,18-25,M,C,B,C,E,-51.81046764625336,66.87964467266559,-317.35069704384006,66.86201760364808,-203.158629406425,E,-23.246802481588144,E,0
Buddhist,Physical,26-35,Non-binary,B,A,C,B,55.31387359138776,-70.49472627193634,133.86381210183998,76.96147516987767,73.525583356681,E,144.8134727265729,B,0
Muslim,Both,26-35,Other,B,D,A,B,60.107554158840415,-20.382109957707684,-73.24539955609563,-6.084740107560284,-220.26078565710162,E,217.23020789910157,A,1
Hindu,None,18-25,Non-binary,D,B,C,C,156.19906962196885,104.97672313073411,-91.1672017613549,148.87472190847038,-29.491754185474466,B,125.88224861313391,C,0
Christian,No,51-65,Female,A,A,E,B,-71.42638422958342,189.83777004128774,-66.24012226055052,-42.12330442047529,-92.74553635016447,D,-64.0509433421724,C,0
Christian,None,26-35,M,C,E,E,A,5.014077997250017,6.913691591442666,-44.16154710675626,183.01413993371946,29.49247621451112,C,-46.920410151961285,C,0
Christian,None,18-25,M,A,C,E,E,95.82337271779122,-68.95448437437722,2.1056256471814154,-27.80510290858029,-2.9706983049022124,D,71.80554106660814,C,0
Muslim,None,36-50,Male,D,B,A,D,42.02839078288927,68.79025216682199,46.911365954743,114.08039075220626,131.08481240416984,E,-0.8160603163351682,C,0
Christian,None,36-50,Female,E,C,C,C,-67.80214537374053,-72.00228783188722,111.80658471028157,61.044074041684404,39.56170478373472,E,-7.369104988571307,E,0
Jewish,Physical,65+,Non-binary,A,A,C,A,73.85590295532472,91.73782312971687,175.17083533970307,-77.55228733511406,-28.066533886646816,E,-147.36519235949902,A,0
Buddhist,No,26-35,Other,A,E,E,B,-6.6586240106185235,-13.51752300333105,135.01111475158788,23.241466226381565,33.06865288251763,E,27.70423133683063,B,1
Hindu,None,36-50,M,A,A,A,C,-31.820193142354352,-59.49736019765061,213.89653755016872,-17.9787653888776,-152.50523669556156,B,-240.63047667153907,C,1
Hindu,None,26-35,Male,D,E,E,E,57.287071901990835,-36.107655926995854,64.16938366926668,82.1043636200901,153.34874045318782,E,4.8160112687602465,D,0
Jewish,Physical,18-25,F,C,D,C,A,-30.03814131832704,86.7154806178285,124.8716431203125,29.78470200870354,106.9454920424044,A,-38.84860350285152,A,0
Jewish,No,36-50,Female,B,C,C,B,23.620298283817462,-122.46921764826708,-89.17196342925992,145.49137406546023,-295.6748187534478,E,-51.73427425383097,E,1
Hindu,Mental,26-35,M,D,A,E,E,28.06403195785771,8.537952459165016,28.834545921721805,-1.2804181856811445,-3.9552094266852698,E,69.57844021366947,D,1
Christian,Physical,36-50,F,C,A,B,E,-18.46087222797901,-114.13918674953207,-52.88081656773862,83.60479082797436,144.33826072126942,B,-19.88385929658793,D,0
Other,No,36-50,Non-binary,A,E,D,A,-33.84286782659751,-41.680622914792245,-156.0153346005204,229.81882088095188,-140.9453347179851,C,-66.22149773961206,C,1
Jewish,None,51-65,F,C,C,B,C,77.52423127599478,3.2458542121411993,-0.8444906273505803,147.86062534390547,-84.46951292348828,A,135.26828281911122,E,0
Buddhist,Physical,36-50,F,E,A,E,E,-11.868655822843463,45.336041300526794,-73.78450055664102,20.959330525116194,61.02149414301432,D,229.9800521682248,C,1
None,Mental,51-65,Other,D,B,D,E,-185.23582291818755,40.48083045016374,-153.99237993329803,0.6438479303292918,-70.8525664673829,A,-76.39002240477079,C,1
Other,None,65+,Other,D,C,B,C,142.71202795757065,109.63013440378877,-58.67857473544973,22.991081951899233,-77.83470446110016,C,21.75972413148588,B,1
Christian,No,26-35,Non-binary,C,D,E,A,20.232582133793215,-13.611901994523276,-98.54598964347761,102.58214036258482,-4.72081483024351,E,31.146311057829045,A,1
Muslim,No,18-25,Female,C,C,B,D,-67.93606050064552,4.652023445030518,-37.925242257131394,-108.96588396330354,54.483038999376454,B,-204.89409003876924,E,0
Buddhist,None,26-35,Female,C,C,C,C,19.224832308521986,124.47083949705171,-105.27772485254428,41.97167269063509,91.02455392301465,E,76.89529683847802,C,1
Other,No,51-65,F,E,E,A,E,11.880749371209868,-174.91874182183386,-77.70309466755114,-54.60530906017965,164.23570762057773,E,-39.566590356202376,E,1
Hindu,No,26-35,F,A,E,E,B,60.93528230520605,-31.9398132903219,5.34432624429378,1.5520121655228392,44.57451675256398,E,14.634559928425253,C,1
Other,No,18-25,M,C,D,A,E,80.53283278969418,7.691669055576616,-49.99177309433087,146.8768141375582,58.66492031845306,A,134.23392440101716,C,1
Christian,Both,26-35,Other,C,B,A,B,0.06953273954733187,-71.98460158982316,-21.39023752979027,-133.31599314269124,208.6566177187855,A,-123.91101009582721,E,0
Christian,Mental,18-25,Non-binary,D,A,B,C,70.5024575179578,162.48316158426792,122.7599165867852,-10.54344834064474,138.49700275078484,A,-105.38216812604799,A,0
Muslim,Both,36-50,Female,C,C,E,D,-85.77945969502896,8.17123077259514,143.45254414921138,20.82740531359856,54.674780628644335,D,-53.27767456537735,A,1
Christian,None,36-50,Other,A,B,D,C,-161.5301897827765,-29.47904858786353,36.68368182103267,28.642186420350978,23.277760603825325,C,-55.42587578735042,C,0
Muslim,Both,26-35,M,D,A,B,A,-133.11681089782704,-145.27131799853478,194.9392811185076,21.27352592340376,30.530976615914877,E,79.42399625936466,A,0
Buddhist,None,18-25,Non-binary,C,E,C,E,90.85941741242466,142.20167756822175,266.7190989049947,-90.70254282575722,90.72332316772687,D,-87.18093907987273,B,0
Buddhist,No,18-25,F,D,C,A,D,189.13721889458975,43.98824467685822,-0.1701180460380696,20.275773788459293,-31.70506650974835,A,29.596672671912845,D,0
Other,No,18-25,Male,D,C,A,C,-71.45021836124043,-166.01038484688445,123.34753076732783,-62.46536602767762,68.76281028014671,B,-27.67792805144605,D,1
Hindu,Physical,26-35,Other,A,E,B,A,342.10951043177664,34.6751272263268,52.7546335270842,-49.64756088496867,-72.9311792143381,B,72.69595819977566,D,0
Hindu,Physical,36-50,M,E,C,B,A,-36.30843701243129,24.40019225244881,55.5599966056294,175.61041434927884,32.922471856631816,B,-17.885642629773955,E,1
Hindu,None,18-25,Female,A,D,C,D,325.4485915495261,15.740439457466662,-37.055186469572604,-140.82860281990386,110.17563591282367,E,-68.31777353988178,B,0
Buddhist,No,65+,Male,C,B,B,E,-24.247712108007,157.87603744911124,-73.0698322042031,116.28528841080367,3.5799874800675715,D,102.82005169950648,C,1
Buddhist,Both,65+,Female,E,C,B,A,-79.64690717780046,102.31105064739046,102.20024487822599,-43.9418071166051,37.09710477877213,E,82.04134477837124,E,1
None,No,26-35,F,E,D,B,C,58.02897625981747,2.170789667278654,-122.20800788273851,118.10680094652672,-26.41279365837505,C,-25.431045279576825,E,1
Jewish,Yes,18-25,Other,A,D,D,A,15.771576211588759,69.33332367179472,30.702905584279872,-30.17780114657038,-17.16599775052592,A,-4.923137798810856,A,0
Christian,Yes,36-50,M,A,B,C,E,-139.41724067663557,-21.665960218520503,-148.2599215977756,3.3332880140066177,44.51977214950068,B,26.94754313289694,A,1
None,Both,65+,Male,E,E,A,D,0.5544650374666239,94.8997238285878,-144.72155420672607,-59.70977535345381,-197.20570984392918,D,-4.93568360344228,C,1
Jewish,None,18-25,M,E,D,B,C,-192.8933067010102,-44.44764119422595,-180.39763400129937,-74.00026471329659,89.92100765188023,E,-206.7670370228578,B,1
Buddhist,Yes,18-25,Other,B,B,E,D,177.89029027565286,25.816666593897587,81.61754328311204,136.82999944813324,59.05589913978693,A,71.31643000367917,D,1
Christian,Physical,51-65,M,A,C,C,C,87.8052995449551,-53.882095875767924,167.17805266539997,124.9792638981826,6.256629724302297,C,285.1480360849541,A,0
Muslim,Mental,26-35,Non-binary,E,B,E,A,-111.51948860496115,-158.6953446718645,-26.71238616121496,-227.39839611973758,-55.24119053948894,E,-112.80857135565456,E,1
Hindu,None,36-50,Other,D,C,E,D,91.029805226086,-40.958408409957514,-142.82591713173366,-23.46377661824049,-7.897095025493964,E,-82.49232163388987,B,0
Hindu,Yes,65+,M,C,B,C,C,-13.393359254181556,202.28336720685064,75.05481904226029,99.35511472988155,-177.13975135186595,D,176.47423109564266,E,0
Buddhist,Yes,18-25,Other,B,A,E,C,82.30982543696442,-162.49621325496938,-68.68189999918692,119.45615253055244,8.279972260921651,C,113.87143956178237,D,0
Other,Mental,18-25,F,A,E,B,B,-63.09630527926217,120.97391253066247,-32.36119375036651,85.61684668848842,21.69198884366244,E,-27.776134235986504,C,0
Muslim,None,36-50,F,B,C,A,B,-22.770034043476688,-32.04586242615644,71.73196416433618,25.704546032051805,118.73108500097493,C,149.18650119930575,E,0
None,None,51-65,Non-binary,B,D,E,B,131.1375430321336,-102.84274152149764,156.92625090393474,25.452302545927097,-97.62744685745906,B,-13.021152698496099,D,1
None,None,18-25,Non-binary,A,A,E,B,-58.797316370251565,70.81449222122167,141.8316124195717,-29.788512503333926,-86.52353275867122,A,-78.02061340104883,B,1
Jewish,Physical,65+,Male,D,C,D,C,-37.80783108029189,-67.84014359438622,-1.2301905755066678,-14.491932232596582,-76.12269128888775,B,-120.82982274732717,A,0
Buddhist,Physical,36-50,M,A,B,E,B,-160.26479323163667,-11.105361369073712,-8.90891220110285,31.78583472708263,-167.62928542230347,C,75.64409271401531,C,0
None,Mental,65+,Male,A,D,C,C,-129.24303466429626,20.176371616661495,2.206549732461011,-45.15070296701833,141.11871614094912,D,-102.70278303345395,A,1
Other,None,36-50,Other,B,D,B,A,7.683275103805048,111.23426193022712,-26.782468209370087,52.587136147480116,209.5854269000684,A,31.242129572131994,B,0
Muslim,None,51-65,Non-binary,E,A,D,C,151.62600809439778,-54.546680639450074,-156.81240425129295,88.95098703340867,152.78312910977553,E,26.86772280311557,C,1
Other,Yes,36-50,Female,D,C,C,D,62.273919821980016,-21.861198028005052,-7.433038114754957,-10.129145416739656,-51.47702975079363,C,-56.533808268297705,C,1
Muslim,Mental,18-25,Non-binary,D,D,B,C,85.2926933551253,216.05055212898537,125.85944221178735,152.44961023232338,-58.44616782588498,D,-15.364298746572008,D,1
