military,age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Yes,51-65,C,87.89077017986847,D,-13.933698126243527,C,-78.72779044258405,-92.40299425573998,-114.39222007878331,34.08610871320529,12.896237328347226,138.57314718736973,-84.86142169484592,C,-36.48093407995196,-81.84250697037605,-31.15902336493533,E,B,100.80358183544502,0
Yes,36-50,D,29.28296686359626,B,-107.76296173989104,C,236.46409123475092,-36.34810667897498,93.01114911805935,-158.3154851724937,37.90907326978694,-0.588376164585746,-35.95620463679943,A,212.65390969566224,93.3523682420232,4.071280921496434,A,A,199.78403675365917,1
Non-Veteran,65+,D,67.98850876169111,C,-140.54799829515764,C,16.26263683722011,158.06125462111754,-220.20593424786497,217.01295193278932,79.47825215061599,236.6515047846269,1.0687943895952736,A,-32.029693240790486,-286.39689529444945,109.48224314507038,C,D,1.064734240560995,1
Non-Veteran,18-25,D,-16.93548470196471,D,-41.48482554019161,B,-222.8737550287189,54.46470885944886,70.78767168735848,-20.256192402868546,-109.55010046591613,87.92347794001915,-151.6618979769883,E,-53.50676247873049,-138.1772445581055,121.82625737702755,C,C,24.195020473731006,1
Veteran,18-25,A,-13.678369255274381,C,-42.970852537526014,C,45.567405149537386,-142.14848674920296,-24.471477107937563,98.89712074116582,147.63052064234884,-4.0421868675321,237.15674166643046,C,49.12030840030145,68.3988463229528,-121.89165873116718,A,D,14.35039447147394,1
Veteran,26-35,D,30.989180438281043,C,-82.40352947950545,B,10.569945227828518,-48.41252030469847,48.69298785599064,-6.152395931583145,-35.520145713750345,84.91045632383637,23.60240952339896,A,-79.44955992464945,190.10020662181915,106.47953833249733,B,C,137.6300611940649,0
Non-Veteran,65+,D,-51.354009831998816,A,143.6166106934955,A,-60.03641627407406,101.75469038399605,78.42445789230219,41.982736036352804,101.37580704390585,90.78235800139522,-167.9544146369779,A,-44.071970802715605,49.70225353745094,100.50380561456123,D,D,79.61810421739563,1
Veteran,18-25,E,132.88006219497942,A,57.65217934629315,B,72.60452323051922,-46.50831317412138,85.4739885295841,-94.90777741733322,-174.4758343130124,59.36191317353659,-71.79833628972048,D,11.354869969433363,136.58641947359794,-53.67209362670945,E,B,63.070021951979385,1
Veteran,18-25,B,-82.04618059088563,E,-51.66560821956237,E,217.45949447023403,19.903335135980576,-80.02373257591366,-153.27779913723214,66.29576151188407,204.642158670776,48.609596965731804,C,-166.41781633714186,-4.195777586199298,90.23197806291898,A,C,-14.126329063809163,1
Non-Veteran,18-25,C,35.91047267811748,C,50.60201842519939,E,221.22893776075898,148.54467134963718,-127.40179164166352,-62.38737195026928,-79.26278004649951,7.789720854164638,-88.47465293394148,A,3.0377053806826275,9.752870528232261,-18.096716893743974,C,C,-6.78171017577329,1
Non-Veteran,65+,E,125.0219466409597,A,122.26740694223486,A,-57.86770042424695,84.23014763351136,34.82795978651955,-148.16976655575786,-73.10919807389924,-48.47849868189983,67.37814535381598,A,-196.44709728499032,-12.508671430542895,17.557362402717843,B,E,-43.25992278653328,1
Veteran,26-35,B,17.44495342316184,A,72.73484771023763,D,90.92667405155737,50.99783391984055,137.30749409999635,117.56120321542569,-48.86365823187452,-21.503508701704458,-78.83507683268108,B,36.252952356415555,72.91160641325463,82.50636545560035,B,E,186.7122501906343,0
Non-Veteran,51-65,B,28.788282183744794,D,17.48141258647757,D,-46.525653526730224,-46.87956516249898,-47.999621868434865,42.99702729578295,41.75846261158566,-72.17570145974885,-38.81355881959323,D,103.63098520257562,-60.5831705283556,-140.5919457768484,B,A,90.99233418645444,0
Veteran,65+,B,15.10403737305628,B,109.66501451778161,E,74.68192612656708,152.41485326469845,-31.45496748819707,64.43246492767486,14.905395129105287,-227.7400509063852,101.04267825250506,C,60.74780334231633,-71.48259261032831,13.181014619133574,A,C,-12.586886867659041,1
Veteran,26-35,C,48.29104626567889,E,-33.76417840045108,E,-85.17636205925184,7.1601923728054055,-184.20882262340766,37.11907228611908,32.888142974368826,47.45543783880835,-119.80189718787719,C,14.153150163877836,7.581803002797222,125.70530526758638,A,C,6.315206696448284,1
Non-Veteran,26-35,D,-114.90802727945703,A,-20.26652421043435,D,97.52241278326555,-157.51781095514937,54.07882789211077,-72.59122581891235,-77.99730702195221,-158.77899556036525,59.72201405042349,E,18.080142918247486,79.39484834946184,-121.71375076068378,C,B,-144.36967905571393,0
Veteran,36-50,D,-124.92429227354927,A,-36.29153375923488,C,-123.49283869919422,86.11301049735015,36.386811255695484,48.729519890527,-16.375414611127347,-117.00506053683296,9.226888119369493,E,16.943509978813534,-172.63069169662896,-4.04593432854106,E,A,255.00966646397168,1
No,51-65,D,105.87360317433163,B,207.74607191989682,D,21.347744319635677,-79.78721999732508,90.62776600459812,-39.83576786853285,-96.63035868194986,-148.46871998370787,-8.34633557673138,B,31.43648856788453,98.16544028108792,-65.35436216804854,A,B,208.21801739005866,0
Veteran,26-35,D,-71.58110294916541,E,40.884564737692564,C,123.65484968851916,161.71594284443887,97.57158040632746,-50.52520749828731,143.20411909915904,32.673398303800774,-36.84399432339569,D,-180.66769070778827,195.43909870759003,22.530061798420707,A,A,55.069456324449305,1
No,26-35,C,-27.147215922973018,A,68.68905776144139,A,-84.88634327722126,75.80996502844705,-30.892562044671163,48.135367716009796,-109.72258904135603,94.11250781343021,44.15128216341793,B,-257.44037563222645,-139.0113723096082,-134.11416045798626,E,B,-89.67648048732298,0
Non-Veteran,51-65,C,-21.54904242199655,A,-146.3067948765951,A,81.37373059594587,-52.43344566348747,-174.0500508211962,-70.7309189499131,-10.637164200691966,-157.1675994545594,-56.2481039260367,E,113.64171292114477,-76.83321755582989,-32.94591744409761,E,D,-120.92360991589295,1
Veteran,51-65,D,48.966829266016155,B,-33.67912999747979,D,-60.55387472262274,192.03216170182716,-20.01385642512961,110.25408143758798,222.6631895990174,-22.085771823031713,-196.09837259647256,D,-129.4759138629364,-77.98185018869115,133.49864806526892,B,A,131.19645549637414,0
Non-Veteran,65+,E,-3.275368992624076,E,67.33041975803043,E,60.62742453915436,-7.363975708344658,119.08659655105073,-134.7696751580739,-138.31891435296936,-234.66992759206127,-14.434168081927478,C,-170.5914128683683,-125.25260793488533,-16.984053311144585,E,C,46.51389194970903,1
Veteran,36-50,D,-8.898319096308692,D,38.00561391331248,E,-99.07204851705252,1.4608083518896067,-16.287844357084158,128.16850446728645,54.78223062068104,21.778572336020826,-30.928623416611185,E,-131.21101826369645,-61.4919471632467,22.25189874938244,A,B,-116.65686562107513,0
Yes,26-35,C,104.96687933183881,B,3.969273511809585,B,-110.00148339475749,-30.966602557589322,115.96790194928717,-109.52885928131728,-49.573961194296515,-131.0155139738342,-26.965194463393416,C,23.669871421406967,164.75364399641452,102.87198222664134,D,D,-25.29870600753734,1
Veteran,65+,E,-51.01923607750888,E,-95.74211583814086,C,115.93391522519347,-121.66892987339659,-142.79249263686745,-42.094751750842185,8.1215459776553,-105.28756543931588,-24.19811668026273,C,-118.94353964137055,-47.138853417274724,20.132175957210357,E,A,89.3728073260954,1
Non-Veteran,26-35,D,140.31083389409534,E,144.94773664629068,D,233.26407687319747,-14.392529412789484,95.33344239726188,53.45793868737727,49.00210069506283,-18.966644273578538,-35.21070796429155,E,-115.45913572773416,26.91281348349642,-89.21280597223691,D,E,-109.07542278165867,0
Yes,18-25,A,35.72276780257214,B,-3.314710574442773,D,180.71859412601572,-157.48977689606792,51.96951846462421,-257.7083790767699,-96.80219104509588,-63.50928920030008,113.12711517985281,C,65.9232966047101,107.49344978462092,-30.728215585518466,A,D,69.47785910277494,1
Yes,26-35,E,91.86485894154035,E,59.65896290968424,E,-16.98570171478537,14.448416938435793,-19.448926876922506,98.82135890464149,114.4525821910362,-82.6276141019255,48.91410885244428,B,-57.269755738295125,44.87599046152176,21.418077737682477,B,E,-38.44702760971882,0
Non-Veteran,36-50,E,-32.409983127277734,D,113.1671194941549,A,-34.1456645741538,-102.46147453588337,34.776396963920355,-42.80931702965238,-188.97842144269651,-75.50758925809563,62.76183891917885,D,121.1095615203329,-36.02089551242041,55.51836181319692,A,B,-65.35730275664888,0
Veteran,26-35,D,132.9269328281369,C,-12.621315346837811,E,-35.63055545811367,-158.39582296621646,142.4781108089282,-167.88791534189193,-43.032681868216216,67.2270516301245,-96.37653225747766,E,118.72397287986338,3.2476866316058137,126.47275371024776,D,D,117.44346805786694,0
No,65+,A,20.27216993770753,E,-51.25097010158603,E,78.11938028963381,0.3849774448988483,41.15308023402803,-16.594661111913247,54.8771047744276,90.70201356404701,40.857872478498194,C,191.71164830329604,-13.495517670187784,1.0472177022206077,C,D,2.906332815571795,0
Non-Veteran,26-35,C,-15.844284827139488,C,13.748947023408936,E,121.94205033978037,-108.55873313387978,41.273129532918226,163.32575032869417,6.920640019150687,-235.61637830459497,-91.39432117272561,A,-29.177891805380433,-60.50553364903825,39.984741553233064,A,B,-20.950498010584752,0
No,36-50,D,16.664305310884,E,50.887361491630855,C,190.24721055154865,-45.96918734111781,31.67594431275946,-3.912340682461389,171.05012142703683,200.27779552236572,8.36496882333436,B,123.81857916679093,140.67132097154263,-77.3246401693188,D,B,66.61558610060005,1
Non-Veteran,36-50,E,50.53434636076003,B,85.95362173781176,E,-167.85453372172984,29.696705495386848,-67.55514224860151,65.78402426059719,88.16061031100892,-243.9847456324475,90.66585639347589,A,7.6711960977373055,178.19003347089603,-87.85706880369271,C,E,115.77291884550185,0
Yes,36-50,A,121.54105526731685,A,-26.945162818797037,D,-72.67838137406648,31.864180156160877,20.9325650207737,99.26165599200672,-9.147218013946414,78.96256622864334,32.7505552285038,E,21.911524482683724,-37.16404851280741,7.581720772019872,A,D,-118.89851768389114,0
Veteran,18-25,D,68.74266947843336,A,25.52547285448484,D,10.070511394971641,-59.99707394735736,-80.16547702451349,31.355348129906506,-50.57408617639154,32.02649079261597,30.87669853425274,C,105.21266327846233,-84.48125100233156,-1.5495643659931997,D,E,-37.95127003952454,0
No,51-65,E,12.7191491948657,A,-55.17255407319156,D,25.871433199713064,-151.0282667897709,-70.26430911830388,57.1341508434304,-18.335324847331865,-30.16150602856531,-14.589133816318373,E,-117.94293345106497,7.115674616229377,78.84122354349172,B,B,37.06850902384014,1
Yes,18-25,B,57.709773678426004,B,167.95773485225058,E,-144.2772681380151,39.3874303600705,-229.9755039218722,133.97521710382316,-54.10305446856084,-47.10057914645081,-127.73154710722056,D,84.08566870658495,-16.535271620256488,-59.00504639840668,B,C,15.968104528765629,1
Yes,18-25,B,-74.44098416492747,A,85.7937776952875,C,166.8735497649466,-49.899464160274725,128.35208150604825,-25.343099324653984,-21.62688279308141,49.4322244072961,12.55513095279447,A,75.58538605167338,-6.262347292765674,-20.1398578780206,C,D,-4.372512424188512,1
No,26-35,A,-104.43887749509575,E,41.59737316095596,A,24.792600543335727,-18.391399677887033,-54.98088420623136,47.13770752722254,77.82876274342331,-323.37307445976205,-54.508047992361796,B,-24.313746067830287,-10.3262331285909,75.29013237619299,A,D,193.97594621065772,0
Non-Veteran,65+,D,-187.75829996495145,A,-128.1949113187829,A,-42.412313680215746,25.962383039144367,92.56286833726638,-11.481463056745952,-117.54084090059126,41.0482208081304,-56.65650241925323,B,-168.74902943791537,-38.02381790815363,46.91635270752118,D,A,-65.60065987465327,0
No,36-50,A,-50.18489884148535,B,-16.399935232745992,E,-10.849347301838504,-99.17118053645353,23.83323694161946,-83.38043286936163,48.219834742812516,185.7014341152028,131.72232555762906,E,-307.4515154623689,97.90995678750718,55.36839383232698,B,D,-204.35598316631584,0
Non-Veteran,18-25,D,74.16780373399122,C,-33.20553638157121,D,-26.189451459839923,84.60605981020967,28.197497937777964,-28.780641033369157,29.972304749688135,138.8381851158801,-0.677108179421622,A,52.88990942849963,-190.78905761120345,115.74960520576225,A,E,91.97320354685617,0
Yes,36-50,D,12.87585430673368,A,-89.5295521498894,B,85.50503836937887,115.86293206485603,-136.88512462607034,61.461169825024896,-14.688378739961456,59.92856253173042,54.60448492414629,E,78.76745131403193,-15.9389386063062,81.5029272020372,E,E,-68.80147394010919,0
Yes,65+,B,-20.780096075997413,E,-68.6645817487274,B,55.004951176068175,114.36259529245089,182.21072047413332,33.40290863182359,-162.36045416101754,133.81467992510548,-75.67826445286315,E,-65.25274205583858,13.82938343215607,14.211103019680143,E,A,201.90935566843348,1
Yes,18-25,E,202.71262083710818,C,57.67711953988987,B,71.42830180694858,-67.04084025955083,-172.22270946852706,-142.89089464547376,103.61867763881021,4.489592131817532,112.67710981419694,C,51.97687346156985,65.40344774543857,106.50031943677818,E,D,2.093145382845738,1
Veteran,36-50,A,36.625638965824095,C,1.957593574159117,E,-192.581756800532,-8.360874336711973,-44.45514209116334,55.05900816092238,-103.59343481974656,31.763854234773547,45.25777958505097,D,24.295123792057563,32.60552198553556,0.7235691251878612,A,B,-5.681845457669482,1
No,51-65,D,35.22443878702647,D,-110.4717678036977,C,8.008466289945988,105.90458114650308,-87.95486517973173,-52.59539760647929,139.41951532511595,-139.672481433912,168.57133595795923,B,-159.47135705102934,117.3850133369678,-103.65593603677739,D,B,-27.37716252341646,1
Yes,65+,B,-15.930314571340976,D,41.961718697557124,E,30.621855894162163,-213.22813274746443,-170.5603081804925,-45.79195442441172,-17.367001049426307,62.28954853007734,-98.50729178064108,B,-53.85826077954877,120.74919566226873,-71.35714141871928,C,B,45.00248054499481,0
Non-Veteran,65+,A,-35.73040806216116,B,-82.98532537846367,B,87.11749627360045,-131.4281501656631,107.11900809540649,26.913594267561226,39.803629247968296,-49.57941561358901,-53.68941221585487,A,82.10216144028188,-53.12482005106824,45.1765442222929,E,E,-17.91535215932922,1
No,26-35,C,-41.53431658253105,E,-111.60253631978453,E,5.907940906093291,-45.87396048999812,-114.22125678505233,-166.99890249885866,-100.20444724084105,-12.418666394562104,25.330784945051615,E,-105.27373562686802,-30.251465622720325,39.542323083870116,C,A,109.17034964562491,0
Veteran,51-65,C,90.32495492541119,B,-33.89081093442113,C,50.584998943484884,-2.6230550405036057,120.30689392685639,56.965449594662644,-13.325334764600266,-109.07862098685435,-113.70585898310806,E,-112.56596600590657,-46.73662866142506,225.06632689606593,D,E,-66.80985170330823,0
Yes,26-35,C,24.917257274187783,C,114.89875820566829,B,-223.66632351332777,-31.878155066403785,50.13596786482945,119.07372937889993,-70.02018869233112,186.1027978351933,194.76940178330446,B,-105.4733798824077,81.97426100102582,-117.85912387298936,D,C,64.06456101056315,1
Veteran,36-50,C,-77.72153890309158,C,-95.9654325139057,E,37.79065336487483,90.30730451606853,-4.705143448843085,42.24322702659896,-166.53920416172397,-96.45757820767246,71.51103567841504,B,-139.3921090564794,104.56270381276849,95.95907510352446,A,E,105.42930945042566,0
Non-Veteran,18-25,B,-18.33029475333602,E,-6.36740069067892,B,14.530883385003662,92.39620512881015,83.01622116678656,-5.492418469657634,154.25234813891876,-113.94264259628393,43.97063123745652,A,-288.4036182656724,179.239205563175,-92.70805489253566,B,E,-35.16517667310778,1
No,51-65,D,68.5936651896911,D,-67.53570009866446,A,-138.75265746350289,87.7151383909614,21.958721146435646,257.8043795467097,-27.114874333693102,-101.79011143974537,47.07390761948555,C,-21.47216761500105,15.429775713448517,-3.758183116526125,B,D,120.70978505972103,1
Yes,36-50,E,101.47683556860179,B,-118.03704197443527,D,60.31522721294669,228.5467396990528,74.19218139655214,73.0140634712702,15.723148286503394,32.80355097040882,78.50965014246053,A,-162.71693141395687,82.82573751822088,38.13914900934534,B,D,-146.81009495238774,0
Veteran,26-35,A,-128.3021224271527,C,43.56612719535061,B,70.96655994456412,75.73139727723446,-55.36232792731304,29.842413354073262,-165.02468812370324,93.63976802831134,-24.024899491252636,B,-45.20851384002151,-94.8428863488866,98.12677921188629,D,B,-46.29169444262373,0
No,26-35,E,-106.55082536356977,B,-89.62306092955643,E,32.691097788268245,24.72099055526712,129.13506148582465,27.88109948942738,-102.33723100770824,-110.5692920702711,-53.99674405828484,C,47.026417290444954,126.09929220115023,42.3068387018504,A,C,93.96860893636804,0
No,18-25,E,-58.699123193250955,B,69.72225709542033,C,-37.367516723230004,-138.28176958211574,34.9336519247825,-65.63488678335426,250.15549045830258,-58.052003767270264,-18.294158389718117,C,-11.218097606633155,4.492197018151729,-151.93816363808986,E,E,51.888735268852045,0
No,18-25,A,-39.60681964414343,A,51.60245467748796,A,1.790899161874934,45.3479492633979,-110.35039907531545,156.25448465537846,66.03787276825689,-262.96322546103454,-76.51262677153659,E,-246.6688619191675,70.20850109520522,112.83851751643037,B,E,-13.811212380451392,0
