veteran,civil_status,age_range,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Non-Veteran,Widowed,26-35,None,D,A,125.13072354070101,-149.00754098179786,D,18.07681988472066,E,A,C,B,1
Non-Veteran,Married,18-25,None,B,A,122.90072545132105,-103.92629178298382,C,187.49303288154243,C,B,D,B,0
Veteran,Widowed,51-65,Muslim,A,B,27.28835571475421,110.3820126354878,E,-98.52952954651289,E,E,D,C,0
Non-Veteran,Married,51-65,Other,D,C,32.222579391146425,38.3202259577861,B,-97.25907669146476,A,A,D,A,1
No,Widowed,36-50,Christian,D,E,78.65533619459111,-96.78004135047962,D,-54.39793646682527,E,B,B,E,1
Yes,Widowed,36-50,Muslim,E,E,-24.504909339355326,-1.2647532968683903,C,-31.95169606831666,A,B,B,D,0
Yes,Married,18-25,Christian,D,C,-114.65762472585901,164.73644302524878,D,15.876035666834845,C,E,C,B,0
Yes,Widowed,18-25,None,D,C,-4.201536676105146,-109.11708691712674,E,95.12895399057767,E,D,D,E,0
Veteran,Widowed,36-50,Hindu,B,C,24.499823358334332,184.91260956292305,D,2.6687319025902227,B,A,A,A,0
No,Married,51-65,Christian,C,A,93.20085388909459,-65.47601314899968,A,-197.68202659559736,B,D,D,D,1
Non-Veteran,Divorced,36-50,Buddhist,B,B,-72.29260797103134,41.1649818208361,B,11.600935516741577,A,A,C,B,0
Veteran,Divorced,51-65,Jewish,A,A,57.94513481339896,32.27391241826936,E,17.894053730158024,D,E,C,C,0
Veteran,Married,26-35,Christian,B,C,58.837516235229636,62.21387301392045,D,151.13434344733218,D,D,C,A,0
Veteran,Widowed,51-65,Other,C,A,-4.88674056801195,-108.30249366272258,E,67.4961902932519,E,A,C,E,0
Yes,Divorced,26-35,None,E,B,94.39311651051574,75.52728989191006,D,-107.30935640930119,B,B,C,C,1
No,Married,65+,None,E,E,232.68017537024613,99.87110958848673,C,86.12798306129854,D,D,C,A,1
Veteran,Widowed,26-35,Christian,D,B,-37.662085280061426,21.084571255212,D,51.37366429569571,E,D,B,A,0
Non-Veteran,Divorced,18-25,Other,D,B,-19.775229059672096,34.778352437237075,D,-115.35431966202442,A,D,B,D,1
Yes,Divorced,65+,Muslim,C,A,93.56458103340621,187.75247648882532,E,145.04919786155884,E,A,D,D,0
Yes,Widowed,51-65,None,D,C,131.5822120995285,-53.30386939321391,E,-73.55747874642434,C,B,A,B,0
No,Single,18-25,Jewish,A,E,-108.16494345098624,47.207677135289465,B,9.420754681337524,A,C,C,A,0
Yes,Divorced,36-50,None,E,A,117.70154519441401,-39.8262673351759,D,46.573652793625,B,C,D,C,0
No,Married,26-35,None,B,A,-154.988798902319,21.958213821618546,E,67.87393098454689,B,B,C,C,0
Veteran,Married,36-50,Other,D,D,-93.33155331387559,195.60842790620222,A,107.01106733568596,A,A,C,C,1
Veteran,Divorced,65+,Christian,D,D,106.10125301994395,24.75718278687014,A,-13.749655114780268,B,C,B,B,0
Veteran,Single,26-35,Buddhist,E,C,66.12431317660936,-83.23798807847116,B,-71.43254019174891,C,C,E,D,1
No,Divorced,65+,None,C,A,86.12915649347235,50.83875759175711,E,-42.67994572570896,C,A,C,A,1
Yes,Married,26-35,Buddhist,B,B,176.34178813594565,116.38779335902181,A,-168.7435630237254,C,B,E,C,1
Yes,Widowed,65+,Hindu,D,C,134.21207518607545,120.3931771612496,B,70.0345880689863,E,E,B,A,1
Yes,Widowed,26-35,Christian,B,C,63.74469720620694,-13.465359153977502,C,-101.48020683865052,E,A,C,E,0
Yes,Widowed,26-35,Christian,D,C,58.56179243869192,36.106383006918094,C,-29.0262581716292,D,D,B,A,0
Yes,Divorced,26-35,Jewish,A,E,15.195514455006842,163.73765940775496,C,39.796830759944825,C,E,B,B,1
Non-Veteran,Married,18-25,Muslim,B,A,95.79113801469738,132.12743679208862,E,-90.98937262282352,E,D,E,B,1
Yes,Widowed,18-25,Muslim,E,D,104.9500755974539,120.91528430501965,C,-99.58102342178476,E,A,E,D,1
Veteran,Widowed,36-50,Jewish,B,B,88.64821940767833,67.1416703064818,A,-32.403509991086395,B,D,A,C,1
No,Single,51-65,Other,E,B,31.48714032287177,52.87472146805483,E,-15.330342769890171,D,A,D,E,0
Non-Veteran,Married,65+,Jewish,C,E,19.40707335904836,64.8577073264897,A,65.85021588026207,C,C,B,C,1
No,Single,36-50,None,E,C,172.89104554866478,-47.77405425174477,B,74.5984919549993,C,C,B,E,0
Non-Veteran,Married,65+,Other,A,D,13.909629761052248,129.45403839933886,E,-86.97105224629802,A,A,C,D,1
No,Divorced,36-50,None,A,E,17.755929065389715,-1.375338951514197,E,35.30899030421538,C,C,B,C,0
Veteran,Widowed,26-35,Buddhist,B,B,23.316631589578805,43.198437266335084,A,52.09168236804974,A,A,A,B,1
Yes,Single,36-50,Muslim,A,D,294.0310518700248,-240.83268492757486,E,-116.56331988840331,E,D,A,C,0
No,Married,51-65,Buddhist,C,A,-63.305881213513295,-82.20919882348481,B,-151.98569973093618,A,D,E,B,0
Yes,Single,51-65,Muslim,E,C,39.797835467190836,73.68750617542791,B,11.541945542538569,B,E,D,A,0
Veteran,Single,18-25,None,C,A,24.90352265584163,-97.76750515697454,D,14.712266978584351,C,D,D,D,1
Yes,Single,36-50,Other,A,E,79.84274214549586,49.34492939830065,C,-5.833227117693496,A,E,D,E,1
Non-Veteran,Divorced,18-25,Hindu,D,D,-115.7316079142957,28.41273577029978,D,-64.81507580217574,B,A,D,B,1
Non-Veteran,Divorced,18-25,Hindu,E,D,52.16695080170186,49.26981487824178,D,-24.086842631766622,C,E,B,A,0
Yes,Widowed,36-50,Jewish,E,A,163.54540594845727,-0.4435276522982644,E,136.45409684711154,C,D,A,E,1
Yes,Widowed,65+,None,B,B,-82.61517782623868,94.51315786242498,C,162.09594870212746,D,B,B,B,1
No,Divorced,51-65,Jewish,D,B,51.85601006290017,-266.58222129576,D,-100.68595416839898,E,B,D,E,0
Veteran,Married,65+,Hindu,B,D,49.070508986805024,56.441045183347626,D,-40.757238647596964,B,A,D,D,1
Yes,Widowed,51-65,Buddhist,A,B,14.731090408801434,-110.92764036386922,D,23.001543352184026,E,C,B,B,0
Yes,Divorced,65+,Christian,D,E,-13.128834404852126,62.30123413004803,A,-81.8169840666821,B,E,A,C,1
Yes,Widowed,51-65,Christian,A,D,144.90486673911127,105.69220061053466,D,-98.88088594568242,C,D,C,D,1
No,Single,36-50,Buddhist,C,D,-227.77563032861244,182.06778617847354,C,-146.27919189510064,E,B,A,A,0
Veteran,Married,36-50,Hindu,E,E,-91.8620098015186,-25.854793318411794,E,0.32677690478266974,D,E,A,B,0
Non-Veteran,Divorced,18-25,Jewish,D,E,138.7131106235332,-47.104578028046554,D,-204.33280406160316,A,A,D,D,1
Non-Veteran,Single,65+,Other,D,A,64.17215957499872,-169.07023624171418,A,41.17157605658698,A,B,A,C,0
Veteran,Divorced,51-65,Muslim,B,E,69.18480791536366,-138.5817169172707,C,87.99146874923105,B,D,C,C,0
No,Widowed,51-65,Buddhist,A,A,-355.20507948408806,-246.6172622743783,B,-48.33896475308525,C,C,D,E,0
Non-Veteran,Divorced,18-25,None,C,A,-83.19062237903564,77.58640331773236,B,15.56932172269404,B,D,B,A,1
Non-Veteran,Single,18-25,Hindu,D,D,-78.54556476967433,-9.369081337086511,A,0.23241459186855792,D,C,A,B,1
Yes,Married,65+,None,C,C,-25.403096160848598,122.31052463996389,E,73.29737771628191,C,C,D,C,0
No,Single,26-35,None,D,D,-46.73774191592254,-105.39750635880331,D,-85.15188520740273,D,C,B,B,1
No,Widowed,18-25,Hindu,D,A,15.278555807120641,-146.59329856909835,C,95.77390537235206,D,A,E,A,1
Veteran,Widowed,51-65,Other,D,A,-61.134668591159745,-110.14170705079292,B,12.262720236818486,D,E,C,E,0
No,Divorced,26-35,Muslim,B,B,124.4273771844525,-9.033966281852518,A,-28.496435867091474,A,D,B,A,1
Veteran,Single,36-50,Muslim,D,B,-11.975927097970505,-108.77095091508326,C,148.46488044970144,B,B,E,A,1
Non-Veteran,Divorced,26-35,Other,E,B,93.76102599140516,7.75018025887127,E,80.63074379441602,B,E,E,D,1
No,Married,36-50,Hindu,A,E,28.825618776666122,-84.32398275786358,B,-87.22476466101087,B,D,B,D,0
Veteran,Divorced,26-35,None,D,C,136.098260689843,87.22287348381732,E,84.86832794410458,B,E,E,A,1
Yes,Married,18-25,Hindu,E,D,-92.0285863086378,-11.604706771181924,D,70.22914280932883,D,A,B,E,0
Yes,Divorced,26-35,Muslim,C,D,146.7439037329781,33.66042581651475,B,-38.420715048876225,D,D,E,B,0
No,Single,36-50,Other,A,B,20.90819299027467,99.14998720770863,B,-72.95634691174548,D,C,E,D,0
Veteran,Widowed,51-65,Hindu,A,D,122.00066356369273,152.21276171348686,C,64.00323165915881,D,E,C,C,1
Yes,Single,18-25,Hindu,D,A,96.50654534613975,-166.99368572236878,B,68.12340369088591,C,B,E,D,1
Yes,Married,26-35,Buddhist,D,C,-82.85755671955643,27.62482426612228,E,-61.497402740618526,E,C,B,D,1
Veteran,Married,65+,None,A,A,122.25534869646602,-3.2881740352075512,B,-109.97494663116014,C,C,B,C,1
No,Widowed,18-25,Jewish,B,D,-55.211041940053605,-26.046812662890805,E,-150.3575446243616,E,D,A,A,1
Veteran,Married,36-50,Buddhist,E,D,7.668664008175799,14.66259198300909,A,-49.07466426012171,E,C,D,E,1
Yes,Single,51-65,Muslim,A,E,-13.858730005907246,4.079675087733824,E,-37.16790764531103,A,D,B,E,1
Veteran,Divorced,65+,Muslim,E,B,320.19173284585935,-56.2164994433525,D,-50.993809479455585,B,E,C,D,1
Non-Veteran,Married,26-35,Buddhist,B,B,-41.25637735020355,75.24378767359958,A,34.25893949368353,E,E,A,E,1
Non-Veteran,Married,51-65,Other,A,C,129.96075134904376,9.304488568043691,D,-13.842570171429886,D,C,E,E,1
No,Single,18-25,Jewish,C,C,118.76645109333315,16.332026927917667,A,161.77781420124253,D,B,C,D,0
Non-Veteran,Divorced,36-50,Jewish,A,C,-137.23932666940811,76.52776309187271,E,-5.393178517034854,D,E,B,B,0
Non-Veteran,Divorced,51-65,Jewish,E,E,82.13446124777384,13.378707931824602,D,-91.10069788835506,E,D,B,D,0
Yes,Single,18-25,Jewish,C,B,-196.75408714457495,97.05970910997499,E,-7.190291069953143,E,A,E,A,0
No,Divorced,18-25,Christian,D,E,87.99725529011297,-105.54782539286933,B,-84.11873751053223,A,B,A,E,1
No,Single,18-25,Other,E,D,-57.94407348930045,-30.980452539517124,A,-61.201695044646385,B,D,C,D,0
No,Divorced,36-50,Christian,A,C,-3.9439824596795217,21.536087837935625,B,13.105494444071669,B,B,C,C,1
Veteran,Single,51-65,None,B,D,160.07288848945058,-24.743737204710275,B,-85.60651702134317,C,D,E,E,0
Non-Veteran,Divorced,18-25,None,E,A,45.58557217713965,69.69407022317685,C,71.87490115748069,A,A,E,E,0
Veteran,Single,65+,Buddhist,D,D,-2.0411705590455154,114.77012895872565,C,-12.837106266993606,A,D,B,A,0
Veteran,Widowed,36-50,Buddhist,E,A,-68.66140875185897,-0.21862958155359227,C,-6.863192343628068,D,C,C,D,1
Yes,Married,51-65,Hindu,E,C,77.30151515028957,0.4829771949096652,E,0.19594032119343777,D,E,D,B,0
No,Married,36-50,Hindu,E,A,-203.50817619124788,75.4319617514634,E,-50.849355622944394,A,B,C,C,0
Yes,Single,26-35,Other,E,B,184.44185509786647,-18.945993681031833,E,-39.44842724946675,D,D,E,A,1
Non-Veteran,Divorced,36-50,Christian,E,B,27.45280988236445,-236.34995454525313,D,-113.47599056207673,E,B,B,B,1
Yes,Widowed,18-25,Other,B,E,30.398131974324922,-306.2891601172445,E,-126.57555424132416,E,A,A,C,1
Yes,Widowed,51-65,Other,A,E,126.83068355974633,39.96384309807461,D,-70.68254660608967,E,A,E,D,1
Veteran,Married,36-50,Christian,D,C,16.20365620947618,-20.631552372806592,A,8.210919303622955,D,B,D,E,1
Non-Veteran,Divorced,51-65,Christian,C,B,150.97125702908215,-9.200069620061095,A,-65.41524528190945,E,D,B,D,0
Veteran,Divorced,36-50,Other,E,D,-239.68738454812893,-121.56650687795032,D,203.77151420609613,C,A,A,E,0
Yes,Widowed,18-25,Buddhist,D,C,56.4530469922054,-5.2797959725200485,C,-34.282686691152854,A,E,B,E,1
Veteran,Single,36-50,Other,C,D,214.93705230064978,59.22898437780577,C,-23.377325099317705,C,D,C,E,1
Non-Veteran,Divorced,26-35,Other,E,D,25.836268608084563,-61.79798669950185,B,-103.75488844482356,D,D,A,C,1
No,Married,65+,Other,E,D,2.7564414302685067,-49.94394621897741,B,87.82247171675428,D,C,B,B,1
Non-Veteran,Married,26-35,Christian,D,C,-6.451181298138353,133.49013820099736,D,-17.465675268916684,E,B,A,D,1
Yes,Widowed,51-65,Other,D,B,27.45430946857237,18.541201720486615,B,224.3370430567317,C,A,C,E,0
Non-Veteran,Married,18-25,Buddhist,D,C,13.849660599675175,98.41192344356587,E,119.74436947232729,E,E,E,E,0
No,Single,26-35,Muslim,A,C,158.67992895455694,-80.8463030630202,B,-156.90396003873462,D,E,D,D,1
Non-Veteran,Single,51-65,Hindu,D,D,-6.852960281616014,34.490758082877974,B,18.793911485800905,C,B,E,B,0
Yes,Widowed,51-65,Other,A,D,82.17874814308293,-168.33255266649945,B,-20.628697185181817,D,A,D,A,0
No,Widowed,36-50,Christian,C,E,11.66959439799276,117.52924084681669,E,43.53875127054791,E,B,C,E,1
Non-Veteran,Widowed,65+,Muslim,B,C,95.71982927942264,60.36558783578899,E,120.19298657652158,C,D,C,A,0
Non-Veteran,Single,18-25,Other,B,D,-33.32437081905583,-88.28040970433607,D,34.42187813869339,B,C,D,B,1
Veteran,Divorced,36-50,Jewish,C,B,103.0102960263573,18.545471766603296,E,93.99861184566937,E,A,C,E,0
No,Married,26-35,Hindu,A,A,64.60226898822191,-71.94435102101593,B,6.6459777520676875,D,E,D,A,0
Yes,Married,65+,Buddhist,A,E,104.35589312270426,114.91826150358129,E,28.710075667034214,B,A,C,A,0
Veteran,Divorced,18-25,Christian,B,E,87.69786575326891,-52.49827328604495,C,-2.0880668937437443,E,E,B,B,0
Non-Veteran,Married,36-50,Muslim,B,A,231.2794935973173,66.18288946028933,E,125.48491383263763,E,A,E,E,1
Yes,Divorced,18-25,Hindu,E,C,-10.317137039479858,74.44477007099896,B,-130.2513128190417,B,D,A,B,1
Non-Veteran,Married,51-65,Hindu,B,E,188.09855049995681,44.590096016440874,A,-46.319577617434014,C,E,E,C,0
Veteran,Widowed,26-35,Christian,A,A,-32.83541886620468,16.365533857599377,B,-3.1546867954113473,D,A,D,C,0
Veteran,Single,18-25,Christian,D,A,-148.32598783974368,69.52076630486587,C,94.80348087715667,E,C,B,C,0
No,Married,36-50,Hindu,C,D,-19.86065955644584,28.592173733723047,C,12.836117504774233,C,A,D,B,1
Veteran,Divorced,51-65,Hindu,D,E,-7.365051278106114,71.28834132923744,E,189.7986434081146,A,D,A,B,0
No,Divorced,18-25,Christian,B,E,-109.53701983037672,48.842750842070984,D,-34.46636908042656,D,D,E,A,0
Non-Veteran,Single,65+,None,C,B,-40.63586666715531,-55.370470253560114,B,-154.16812477726597,B,A,D,D,1
No,Single,18-25,Muslim,C,E,61.12918458335985,36.55034394720151,E,14.188523963503494,B,E,E,E,0
Non-Veteran,Single,36-50,Hindu,A,E,-116.81461167058565,-50.42840507744479,A,-40.415444516307645,D,E,B,C,1
Yes,Single,51-65,Muslim,B,E,20.370712730434175,221.17648959576925,E,13.326164559664486,B,C,E,E,1
Yes,Widowed,36-50,Jewish,D,D,-95.74979822535975,-20.47271699941461,A,20.479997895964058,A,C,E,E,0
Non-Veteran,Married,65+,Buddhist,A,C,25.5397328535314,106.16087580400819,B,-50.14584994634185,D,D,A,E,0
Veteran,Divorced,36-50,Buddhist,A,A,52.49645077417286,39.176144137003504,A,-53.77016375786303,A,B,E,D,1
Veteran,Single,36-50,Muslim,D,B,58.7568312673165,126.53626354159012,B,-65.55761519502438,A,A,C,A,1
Yes,Single,18-25,Hindu,A,C,33.245121222709585,-27.992109545284656,B,-97.59828866697718,B,B,B,E,1
Non-Veteran,Single,65+,Christian,D,D,41.74248750028179,132.2214541903333,C,-21.027877821319134,B,E,A,C,1
Veteran,Single,26-35,Muslim,B,A,-84.72144232224029,-164.67302875188406,B,-12.513630344361303,D,D,D,A,0
Yes,Widowed,51-65,Jewish,E,B,-86.81877025714236,190.6729799590891,A,-29.41414498058441,C,E,C,E,1
Non-Veteran,Widowed,51-65,Other,A,E,-31.231509987263838,-91.24164466498893,E,-31.298110974642885,B,E,A,A,0
Non-Veteran,Widowed,26-35,Muslim,B,C,-67.72812763666484,-10.229107885476733,D,109.47737144997356,C,C,D,D,1
No,Married,51-65,None,A,D,118.74983248431863,170.54187455806812,B,137.20044108512778,A,A,C,D,0
Non-Veteran,Divorced,65+,Buddhist,C,A,89.8730036191029,-62.27686915165652,A,96.18050095201602,D,B,E,E,1
Yes,Widowed,65+,Christian,C,C,48.460797167182804,208.21570989163556,D,184.70277767676458,C,B,E,E,0
Veteran,Widowed,65+,None,E,B,191.38478392417912,-127.42765485030836,C,-34.86858253802204,A,C,C,E,1
Veteran,Divorced,36-50,Christian,D,C,-78.21884195450373,36.745918377580225,B,-2.371265699454454,A,D,B,A,1
No,Divorced,18-25,None,B,C,8.47161307441341,-167.18133884599996,A,146.99102922714175,C,C,C,C,0
Yes,Single,51-65,None,D,C,-26.43505232091497,-12.007641604555056,E,-144.5754257735509,A,B,C,E,1
Yes,Single,26-35,Other,D,B,-95.18274885718198,114.70614472777316,D,0.7181174970574211,B,E,A,C,1
Veteran,Widowed,26-35,Jewish,B,B,12.597534743130822,56.843805224191414,A,-115.10194291338318,C,E,A,E,1
Veteran,Married,18-25,Hindu,C,A,-4.5267032977581865,-84.64635599372829,C,-5.064660693107141,B,E,B,B,0
Non-Veteran,Divorced,65+,None,C,D,150.72510986376156,50.202572752135644,D,7.770200085990744,D,C,E,D,1
Non-Veteran,Widowed,26-35,Jewish,D,B,16.234319990665917,95.73576500202402,E,-136.35034812334013,A,C,D,A,1
No,Divorced,51-65,None,E,A,71.32336987609943,-13.872391839436215,D,60.62647172862988,C,E,B,C,0
Yes,Divorced,36-50,Buddhist,D,B,23.371527686676842,-93.67843943468195,E,-82.50050961953498,D,A,C,C,1
Yes,Married,26-35,Christian,C,D,151.07805822574812,-53.54356502637982,E,53.5553989941378,E,C,B,C,0
Veteran,Married,36-50,Jewish,B,D,39.2907916715252,-47.666120015313645,B,53.96464179218052,B,A,A,B,1
No,Divorced,26-35,Muslim,B,C,-220.54379149057795,36.155169072315644,C,36.88711015933288,E,C,A,B,1
Non-Veteran,Married,18-25,Muslim,D,A,-43.73154837465044,138.53424880957303,E,-45.802634567266686,D,B,B,C,0
Non-Veteran,Divorced,18-25,Christian,C,C,64.05953882739888,-134.40451333522202,C,-196.1787090810621,A,A,D,B,1
Veteran,Widowed,65+,Christian,C,D,-15.474929184080723,9.434255348224093,A,-145.51217501054845,D,A,B,B,0
No,Divorced,18-25,None,D,E,-16.682791683078335,-149.32195504078308,C,-175.4783736921948,A,A,B,D,1
No,Divorced,26-35,Hindu,B,C,29.040230586251496,22.45041635573373,E,-111.06465513146036,E,E,C,C,0
Non-Veteran,Widowed,18-25,Buddhist,E,D,65.72993605534,-180.760472014801,B,-110.8375797220277,C,D,B,D,0
No,Divorced,36-50,Christian,E,E,13.231476437507277,-53.13468680195691,A,213.77213002267385,A,E,E,A,1
Veteran,Widowed,18-25,Hindu,C,B,-169.9132503799634,37.13877563677968,C,-136.95500287250232,B,B,C,C,0
No,Widowed,36-50,Jewish,D,E,80.84264996080356,-167.6388935681634,E,-27.79015658237559,E,B,C,B,1
No,Widowed,36-50,Buddhist,C,D,65.87542720717403,-28.52181806435827,C,44.38461563109378,A,D,E,D,1
Non-Veteran,Married,51-65,Buddhist,D,A,28.392558801102496,-151.42639699020464,D,8.42152867675117,D,B,D,E,1
Yes,Divorced,65+,Buddhist,C,D,-16.18001090219294,-129.1634088560305,C,55.72322514543706,D,D,A,A,1
Veteran,Widowed,18-25,None,E,B,-35.500604498781456,33.33670403314945,A,-107.16254916869981,E,C,E,E,0
Non-Veteran,Single,51-65,Christian,C,A,-32.89877435955234,265.82582126365315,E,-70.3467490596472,C,A,A,C,1
Veteran,Divorced,65+,Christian,E,C,-159.5693502859439,-132.51938539289623,E,69.59106299663748,A,B,C,E,0
Yes,Widowed,51-65,None,D,E,-83.21951618785309,37.68491778026508,E,-8.964292797731662,D,E,A,D,0
Yes,Single,26-35,Other,E,A,46.96587885722862,55.92625605731206,E,-42.977617555365086,A,E,D,C,1
Veteran,Widowed,36-50,Other,E,C,-6.397207328576031,-70.06571507030527,B,-50.15377719388986,C,D,D,A,1
Yes,Single,26-35,Muslim,D,D,-48.57571296388716,-201.11215560685665,B,-56.23973330220288,A,A,A,E,1
No,Divorced,36-50,Jewish,C,A,34.89824772915933,45.486426494462606,C,101.69825583563876,A,B,A,D,1
No,Widowed,18-25,Muslim,D,E,12.649664678389055,84.73814836368824,E,-214.98469082226643,E,E,C,E,0
Veteran,Divorced,36-50,Christian,D,E,-9.69106475989587,-48.75161586597995,D,93.08983012250013,E,E,C,E,0
Non-Veteran,Single,26-35,Buddhist,E,E,-25.18088615692359,-90.48032229600085,B,-49.138407256667556,E,A,B,D,0
Non-Veteran,Widowed,51-65,Muslim,D,C,21.16786356573793,-118.5928375722445,A,-94.71976586808776,B,E,E,C,0
Veteran,Single,36-50,Muslim,E,A,-76.089306644487,49.24560311806784,D,-101.84531768418881,A,C,C,A,0
Non-Veteran,Married,26-35,Buddhist,A,C,-110.47410198739871,209.4406387306321,B,138.73449322594178,A,E,A,E,1
Veteran,Widowed,18-25,Hindu,B,B,-130.1343577618296,75.50450913583447,B,17.195963791942102,E,A,A,C,1
No,Widowed,65+,None,C,B,-71.42303039961975,-63.075790874135116,B,26.249628236825817,B,C,A,A,0
Yes,Divorced,18-25,Hindu,D,A,177.9454763848966,-39.3188182733994,E,196.9154486526464,D,A,B,B,0
Veteran,Widowed,26-35,Hindu,D,A,-31.90656825303574,-99.38500404308654,C,25.50464791819745,C,C,A,A,1
Veteran,Single,36-50,Muslim,C,D,-6.22475714044431,-95.2146780800178,D,-60.9828663189818,E,A,E,A,0
No,Married,65+,Buddhist,D,A,-63.999225060692225,27.485528846675088,C,-53.92297953440016,D,B,C,D,1
No,Widowed,51-65,Buddhist,A,D,57.19997211048102,87.50021233820055,B,5.239886276475365,C,B,E,B,0
Non-Veteran,Widowed,65+,Other,E,C,129.69037871117771,-27.58947369098709,A,-44.23302820306556,B,D,D,B,0
Non-Veteran,Married,65+,Buddhist,C,D,-89.90480856565853,12.749506779566913,E,171.12923507850732,E,D,A,D,0
No,Married,51-65,None,A,A,6.5865992403008295,-110.66873274260078,C,21.50552145619838,E,A,E,A,0
Non-Veteran,Married,51-65,Hindu,B,B,21.830673418096865,-51.83400190834553,A,209.31874339671018,B,C,C,B,1
Yes,Married,51-65,Christian,E,E,46.13294599946967,96.73428254819022,D,170.20787384689868,A,A,E,C,0
Yes,Single,26-35,Buddhist,C,B,193.0437747843748,-10.359610812106045,B,107.04990468116615,B,C,D,C,0
Yes,Married,26-35,None,E,E,-186.99230289399853,155.53910530108558,A,-92.1466254887182,B,A,E,D,1
Veteran,Single,65+,Buddhist,B,E,2.299949803200242,-21.830307470038825,A,-34.76197809698204,B,C,D,C,1
Non-Veteran,Widowed,26-35,Christian,C,B,-53.541886012340555,-23.959572976992703,B,22.39748069750105,A,B,B,C,1
Yes,Widowed,18-25,Christian,A,C,97.96362471532042,162.02052677956016,B,88.22411340494502,C,E,C,D,1
No,Single,36-50,Buddhist,C,E,17.10020790128805,-172.46676258540498,A,-115.23485940710631,A,C,A,E,1
Veteran,Widowed,18-25,Muslim,B,A,-75.97658500276852,31.570462535067307,A,-88.34016816368056,D,E,E,D,0
No,Divorced,36-50,Buddhist,A,A,-88.90464213614217,-40.89330561877553,B,138.74202958064558,E,A,D,C,1
Yes,Single,26-35,Buddhist,E,E,-56.44816635869514,120.99679814760297,E,-27.938016449643843,C,E,B,A,1
No,Single,36-50,None,C,E,-50.832082881779705,34.14753515562069,E,47.91103394153842,A,D,A,B,0
Yes,Single,51-65,Other,A,B,-43.40124447377812,33.81282580754033,B,192.983994215949,A,A,E,D,0
Non-Veteran,Single,36-50,Jewish,B,D,39.422586336462594,20.830978708625842,C,-35.69578614991047,C,C,B,C,1
