Disability,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Both,Muslim,A,-87.80583016196127,E,A,E,D,C,D,B,A,-162.15312271139112,33.24993519739976,-37.242597370843534,1
No,Hindu,E,42.85471864474618,D,A,A,D,B,D,B,E,-1.833518898643406,25.20363507537469,43.34591318198171,0
Yes,Christian,D,19.987717744785986,E,D,A,A,D,C,E,E,-125.2190558519434,-99.66091959508398,51.23976129019789,0
None,Other,D,-9.451279294598688,D,A,C,E,E,A,E,B,-16.55225876467547,-50.153303325163854,-56.026410492816105,0
No,None,D,-45.04947702926106,E,E,C,A,C,B,D,B,7.852019927872303,-53.40008165756265,55.37970000674901,1
None,Jewish,D,-198.2180339707527,A,C,E,E,A,B,C,A,24.94209516750162,52.295078820937015,45.26695328564261,1
No,Christian,B,35.78972007677039,C,E,A,A,C,B,A,D,-132.33475365464125,-17.40836742032191,-49.91102347249961,0
No,Buddhist,B,43.17584191806752,B,D,B,E,B,B,E,C,-84.04881780887322,-215.68423923948018,40.342141266483196,0
Both,Hindu,B,32.22606735659163,D,D,C,D,A,B,B,A,-63.633246619460834,23.652793486573565,134.25485530737907,1
Physical,Hindu,E,199.1512360894145,C,A,E,C,D,C,E,A,26.696748254163893,-110.61433658930713,144.71659671866718,1
Yes,Christian,C,-79.78558044817115,D,A,B,C,C,A,B,D,-140.62027648141012,79.18535617729474,32.84732365272593,1
No,None,A,40.846979046355194,C,C,C,D,C,E,A,A,-21.443666652820443,48.77285943745619,-107.9915765196237,0
Mental,Other,A,-107.47779083013293,B,D,D,C,D,A,A,E,-30.95497259146266,-194.96695322187244,171.99137567881823,1
None,Christian,C,33.00430346060886,C,D,B,A,B,C,A,D,20.680223537730082,118.38000536761302,-201.8628107708521,1
Mental,Muslim,A,-64.25629342498232,D,E,C,D,E,E,D,A,-22.50631654896496,5.404234182658173,-39.04106899432057,1
No,None,D,-43.11165663718784,D,B,A,B,E,B,D,B,58.28758568571556,-29.534113869087044,-146.95684816484584,1
Both,Hindu,A,119.39026508670247,B,C,B,D,C,C,B,C,63.681425731513585,-108.6211204358748,-19.956024122854565,1
Both,Other,C,7.750320789612545,D,E,E,B,A,A,C,A,-43.645829554594926,-51.23489274676697,-72.5006189860755,1
Physical,Other,A,-80.78773113271363,D,E,D,D,E,D,E,B,153.69930167013126,-20.754122416019754,8.933890915301095,1
Mental,Buddhist,E,67.72329626648047,A,B,D,E,C,C,A,C,14.032324399809267,45.20068553375407,-107.02560972411179,1
Both,None,C,69.15999964938112,D,A,E,E,C,C,D,D,-40.26946074199616,51.959744317760226,33.737454539864466,0
Physical,Christian,C,78.09962181836568,A,E,E,B,D,C,C,E,-63.86135593128851,192.25088344242522,44.920889320411355,0
None,Buddhist,C,-36.35709608666019,B,B,D,B,B,E,B,D,143.55422895264368,-104.6961907073472,22.678900768159643,1
No,Buddhist,E,293.46454623871824,A,E,B,E,A,A,E,D,231.79212141539546,-134.37559222394611,-119.93491931972733,0
Mental,None,C,-208.6545190014566,E,A,A,C,B,A,E,A,-24.259928948603857,14.046034379644198,44.389197552315224,0
No,Jewish,D,104.27794082772925,A,C,A,C,E,A,C,A,-53.96068141924335,-32.5571203520333,47.64956858499904,1
None,Hindu,B,-98.74347297009912,E,B,A,B,C,D,B,B,-30.889511707852098,123.51971962981946,-134.78603966471582,0
Yes,Other,D,-61.00818235133024,D,D,B,C,E,B,E,E,-105.95750875118333,122.64498627684135,-10.289131290604974,0
None,Muslim,A,210.38957714685776,B,A,B,E,C,B,C,D,-156.97321895233912,114.14218428882268,-80.41527168029448,1
Mental,Christian,D,49.56553345487582,C,B,B,D,A,B,C,D,-7.146881830314156,85.91898010128703,89.63754220121693,0
Physical,Buddhist,E,132.18415352642486,A,B,E,A,E,C,A,A,-39.132362657089544,-96.78254461182736,-62.98885332224076,1
None,Hindu,B,46.27163258082632,A,E,C,E,A,C,D,B,90.9643061183864,98.3963493735992,-225.10021253107845,1
Both,None,C,-115.18237204140094,D,D,D,D,A,C,E,B,34.55286305656339,51.01481189806238,-73.30565240549109,1
Both,Buddhist,E,53.0252448385371,C,B,B,E,C,A,E,A,-70.16345987969257,9.783387579304014,102.47263572893648,1
Physical,Christian,B,-3.3111703452676053,C,D,E,B,A,B,A,E,33.30550815555612,-184.44902158240328,34.99062784138688,1
Physical,Buddhist,A,-17.89100495033038,A,C,A,B,A,D,A,A,98.59663999857922,85.92303510009971,83.15109460172329,1
Mental,Jewish,C,178.6655917398606,C,D,D,E,A,A,D,E,-53.8955034470478,-129.74153820470906,141.73350607672154,1
Mental,Muslim,D,39.06028348559939,E,B,A,B,E,A,E,A,-25.809751665384777,69.55983269853274,-6.649881158136182,0
Both,Buddhist,B,5.969673946665721,A,E,D,A,A,D,E,E,101.35106651699502,-70.94665702875118,-2.8177063173404946,0
None,Hindu,E,73.22415420665806,A,E,B,C,C,E,D,C,-134.36517693539884,281.67324591966,-114.70116044491824,0
Yes,Muslim,B,-153.93335556271944,C,E,C,C,D,A,B,B,17.9590456410782,68.14637468231285,-105.19497211334364,1
Mental,Other,E,57.80602067947611,C,D,B,D,E,A,C,B,26.996575785155336,56.73904717102315,49.465468372061935,0
Yes,None,A,-96.83477230214163,A,C,B,B,D,E,A,A,-42.37405520270127,-11.561320617418728,63.12945807282346,0
None,None,E,-241.76827605895988,B,E,B,E,C,A,C,B,-123.73252663673146,37.562329325071715,-60.91552333906921,1
None,Jewish,B,-125.43382912173126,C,C,B,D,A,E,C,A,-9.314960846843961,-2.054615157804265,-15.130782557248665,1
Yes,Christian,B,-126.45382096496324,C,C,C,A,B,A,B,B,-182.68415760613885,197.8188098217803,-177.58806469023182,1
None,Other,A,70.11972563024567,B,E,A,E,E,C,D,B,9.843224434224355,51.02998731011276,203.52585326909113,0
Yes,Other,A,-17.006638446141128,D,C,A,D,B,E,E,A,-46.64928733804791,80.04464069920272,88.67634012795817,1
No,None,C,-99.91538461093616,D,C,A,E,B,A,D,D,-137.09059560511463,-34.071794460666965,135.22917182823383,0
Physical,Hindu,E,128.07676116762542,C,A,A,A,E,B,B,C,80.40998667786987,123.99992199959253,-62.00383775422801,1
Yes,Christian,C,87.83230424017144,B,B,A,E,C,D,E,A,-16.882447599116723,-13.354108345405008,-43.41568914117514,0
No,Hindu,C,28.21462339710176,C,D,B,B,A,A,B,B,17.703693886007567,172.35936838824753,146.54925143495396,1
Yes,Buddhist,E,-43.058436629614185,C,C,E,E,E,D,D,A,-17.564700386692326,139.05696560968133,-120.71974016134286,1
No,Buddhist,B,131.57969480070852,B,C,E,C,C,A,D,A,-83.19725913939014,-30.349446551687315,51.08042325166638,1
Yes,Jewish,A,-58.545196132577324,D,C,C,A,A,A,A,E,-129.3139747676031,175.38506199577517,-59.161088463100654,0
None,Hindu,A,-117.96795725866289,C,B,E,B,B,B,D,E,193.1384447069563,116.41322670602376,100.3572759458283,0
Yes,Muslim,A,32.508808268142765,D,D,D,D,E,B,B,C,57.79084478813471,182.13040116687097,-141.45666623338332,0
No,Other,C,-61.54296210635687,C,D,E,B,C,B,E,D,-49.51717317702538,165.10934094041295,34.60752788391762,0
Physical,Other,E,111.77291967076697,B,D,C,D,E,C,C,E,3.141570502042918,82.20408003161262,-96.75764226709795,0
Physical,Other,D,50.13486000651256,E,D,E,C,D,D,C,D,126.44233627067152,11.447235378871309,-98.6564367422646,1
No,Jewish,D,182.63840353759898,A,A,E,D,A,A,C,B,-159.07530537541885,37.08236853330543,31.125911887504877,1
Mental,Muslim,E,86.05618569979934,B,C,A,B,C,E,E,C,41.261590235162146,-34.08762723930584,35.12755775128417,1
Physical,Christian,D,-36.729102048329516,B,B,B,E,E,D,A,A,-120.5428386071614,-27.840983832310318,-42.6156481775262,1
Yes,Other,D,102.1040549458279,B,B,A,C,C,D,E,A,44.475450873011994,-29.654058455928684,1.8879459947375512,0
No,Jewish,E,-80.7115856503174,D,D,C,C,A,C,B,B,13.445611295960674,-193.51276875562152,16.61675130391132,1
Physical,Other,A,-12.04509682171617,A,C,C,E,E,C,D,A,59.168594146098805,-163.6517880960774,10.902406973299257,1
Physical,Other,A,-60.40793582266135,B,D,C,B,C,A,C,B,184.22517810993764,-37.56005176912669,109.29413152966553,0
Mental,Buddhist,B,-27.704096813195576,E,C,A,C,E,C,D,E,-38.68977282428121,60.975230530039205,-152.2608167466331,0
Yes,Christian,C,-85.61758657445745,D,A,E,C,A,A,D,D,-55.132154455555074,-95.864373979068,-128.0220963105332,0
Yes,Buddhist,A,72.92500915057151,A,B,B,E,C,E,A,D,142.37962718555002,46.47246390431438,78.72075812507055,0
None,Hindu,E,57.9948199956794,A,E,A,E,C,D,D,B,-91.24965543140678,-18.604101139571185,-144.12243192315182,0
Physical,Other,A,33.54039012985864,D,C,B,A,C,C,E,E,-68.38219820459321,-101.11633670245814,-58.89590674921633,1
Physical,Buddhist,B,206.232756761508,E,D,B,C,A,A,D,C,41.01512136894607,-9.956808493168438,102.18212533306573,0
None,Christian,E,43.93186798371714,C,A,C,E,B,C,E,E,9.806433959267737,-71.19443804752463,-58.352165845768575,1
None,Buddhist,B,-16.960962432126625,A,A,A,A,A,B,D,D,-35.60651223707131,-73.16914366200722,62.994021842053584,0
No,Other,D,44.999554842349305,B,D,A,C,B,A,E,D,-24.788078379234506,-81.8602819290631,-40.62360667384193,1
No,Jewish,E,-34.91090584073315,C,A,E,C,C,A,A,B,-256.19771314628076,-123.62546711999791,-102.8640418036461,1
No,Jewish,E,12.264382309776108,A,D,E,C,E,C,A,B,-207.65471004860942,-12.347991137691587,-88.96883790163669,0
No,Other,E,-3.2894696423256637,A,E,C,C,D,A,B,E,80.52893729874542,40.315989009578715,271.83538227912607,0
Physical,Jewish,E,81.61196064203222,A,D,B,C,A,D,B,B,-23.8529396302643,28.923182660526415,-111.25103164276243,0
Both,None,D,-14.73667266447426,B,E,D,C,A,D,A,D,-146.9166460709933,63.16414382834926,174.70316071277162,1
Mental,Muslim,B,-25.817701076328436,A,B,D,B,C,E,D,E,57.82772824141226,115.45468187002975,216.28384283650374,0
Mental,Buddhist,A,89.24122999722476,C,B,C,E,E,E,B,D,57.57442202983898,-65.69076464748773,-29.0010554783737,0
Mental,Other,A,-19.916184043320204,D,B,E,B,C,B,E,C,47.96371028073062,18.297133798676352,103.89961043947926,0
Both,Other,D,-54.340009320226514,E,C,D,C,B,B,B,C,130.6032801439504,115.01059409602694,-26.261845556150426,0
Mental,Buddhist,B,-38.085909852404946,C,B,A,E,D,E,A,B,-0.6759521422096768,76.75809196756619,-100.07815285163674,0
Physical,Muslim,D,-7.34677686209084,B,D,D,C,C,D,A,D,-40.217042889926965,-174.45409804494372,-140.72589702908243,0
Yes,Muslim,D,118.01035715743944,C,E,B,A,E,E,D,A,78.5113298484231,-79.14618549463582,-115.13608385798125,1
Physical,Christian,E,-17.542316115421535,D,E,E,D,E,D,E,D,87.89815287580768,-163.03842562089116,48.44092605863074,0
None,Other,B,46.32370615045123,E,E,D,B,D,E,A,B,-110.70642429114228,-21.837721706625583,-5.7469027002616535,1
No,Muslim,A,-59.33211613832593,D,E,B,D,B,B,B,A,-23.992747925399847,-148.18640321835113,-1.6667260928311265,1
Yes,Muslim,C,-63.21734296193673,A,D,B,A,E,D,C,C,45.290054394395035,86.08984056548958,25.38533796753033,1
None,Jewish,D,9.870966920349563,D,C,C,C,D,E,A,D,127.63119287698154,-118.18769093534678,247.97043077243757,0
Mental,Buddhist,B,-7.030576823093003,D,D,C,A,C,D,D,A,119.03195973986296,61.87257300903066,19.830253423762702,1
Mental,Other,E,-31.461498291509322,E,B,D,B,D,A,A,C,10.008992669189945,-10.391494931853302,30.44790346870847,0
No,Christian,E,181.72566180571997,A,B,B,B,E,A,D,B,-201.81913717170175,-39.7697556245613,-95.02835483044687,1
Physical,Other,B,-6.265001795522352,E,B,C,B,E,C,B,D,-6.940671054418683,-133.73276634466652,-24.311116493364366,0
No,Other,D,-148.29284441184362,D,D,E,B,D,A,C,C,-71.34949251502493,59.369780772188875,-21.949061969715824,0
Physical,Christian,B,-126.2384158574666,E,B,A,B,B,D,D,B,189.62026989769856,-91.6841892750981,18.67691405707978,0
Mental,Other,A,119.74486909414728,A,B,C,A,D,E,A,D,-33.816753959759694,56.39067595878733,107.75994760064789,1
Mental,Jewish,C,25.9378914185975,E,E,A,D,A,D,E,A,-7.58196316115244,20.177385512713318,40.11232079500606,0
Yes,Hindu,C,72.384004851194,B,B,C,C,B,D,A,C,-7.036831700989002,-114.34647588844254,48.60040567697004,0
Physical,None,A,-171.70222894977206,C,E,D,B,E,C,B,D,103.94366748281156,12.510470858427972,27.977559017244968,0
Yes,None,E,-15.340854241229792,C,E,A,C,D,D,C,D,-46.24016082014413,226.0485490653647,-160.34687727552924,1
Mental,Hindu,B,-64.71146692908002,B,D,D,B,A,C,E,D,-82.18110015921519,155.07359176068485,124.09111850727182,1
Mental,Jewish,A,-98.7011809158545,D,A,D,D,A,E,E,C,78.6431157041069,-40.85305365832197,-9.86642412816349,1
Mental,Other,C,-49.443472739564825,E,E,A,A,C,D,D,B,35.88395062058062,-10.193355817737963,-18.274044881075426,1
None,Hindu,E,4.126415696210465,E,B,B,E,C,D,B,B,-226.91063143112848,-54.570724265472684,71.0124731644797,1
None,Muslim,D,36.8045955506986,D,B,A,E,E,B,C,C,169.57348594439517,-147.73388778914563,35.35251467202515,1
No,Hindu,D,9.110952622164614,D,B,B,D,A,C,C,E,-17.56291625004246,-61.523721375386764,15.76361394766122,1
Physical,None,C,-203.87894072197105,D,D,C,C,B,C,E,B,63.739292066952345,100.06074036165218,-33.120789369356935,0
Yes,Jewish,A,-114.74632271055647,C,D,A,C,E,E,E,C,88.12538330292158,-37.54441785857819,201.34630679192665,1
Mental,Other,A,122.8049784417801,D,B,B,D,E,B,D,B,-82.96058594147291,103.03090427355448,29.517674709556058,0
No,Other,A,31.573547948005427,A,A,E,E,E,C,A,E,166.277479970482,-96.52989784182071,-103.36777944344469,1
Both,Jewish,C,-75.1883862483278,A,C,E,E,B,A,C,E,31.452155584015014,172.77467815227723,106.92654306697933,1
Both,Other,B,-180.0391200059557,A,A,B,A,D,E,C,A,60.68732719478697,133.65497445933156,45.68215740619532,1
Mental,Hindu,B,77.44761780741443,C,D,E,B,E,B,D,B,135.65972774915974,-120.53253402125308,-73.54430480963096,0
Both,Hindu,D,-77.48495739171985,A,D,C,E,C,A,D,D,40.849721112347844,38.674857499038815,-81.01386815940411,0
None,Hindu,E,21.26802802154905,C,D,D,A,C,C,B,B,-71.2796705866568,-5.963998839176841,44.37539565733409,0
No,Hindu,A,95.56326348521053,A,A,A,C,B,B,C,B,-35.68076317157639,-87.92412708996665,23.9245258714202,1
No,Other,E,45.62228014594381,D,D,A,B,C,B,A,A,19.21896475159073,-170.63966674622122,29.863487051335873,0
Mental,Muslim,C,147.5174699125478,B,B,A,E,C,E,C,D,-134.3299212627733,-114.33728275633912,122.80196377601446,1
No,Buddhist,D,-44.44057771354323,C,C,D,E,C,C,E,B,35.51240388141933,29.920849554552237,82.58876146169453,0
Both,Buddhist,B,-98.92545822904817,C,B,A,D,E,A,B,E,-27.092610182636335,-54.74080230587032,-78.28472188684941,1
Both,Muslim,A,-1.3569313425501586,C,D,A,C,B,B,B,E,-110.09995114562139,-68.84297501138545,144.72089467801717,0
Physical,Other,A,-46.73756233223762,C,C,B,D,C,B,C,E,72.98345558223981,53.22840153859404,223.3493027333686,0
None,None,D,-81.8398559157494,A,E,C,B,B,C,D,C,-75.13287264117284,3.1040524882552374,25.27306037869044,0
Yes,Buddhist,B,45.89385041403068,A,A,D,E,D,A,B,D,-22.932402148112686,162.52161589680944,229.3161627226534,1
No,Buddhist,D,-26.118722487091954,D,B,C,C,D,B,E,A,-107.58187487098667,10.966097999653126,-90.45349677034746,1
Yes,Buddhist,A,-77.69964359284613,A,C,A,A,B,E,C,E,-83.4368867580112,-50.289916870601495,14.658558038585593,1
Yes,Hindu,A,29.005710334436507,C,A,B,B,C,A,E,D,113.75873391990498,-125.80027567718255,24.288494452983162,0
Both,Jewish,B,167.28215989178844,B,C,E,D,A,D,C,C,28.28314493923868,124.07430350664896,196.06048973452764,0
Both,Muslim,C,11.959554483011264,D,C,A,E,B,E,B,E,-48.33084478070278,-157.34540474733166,4.939273662435173,0
Both,Christian,E,-108.64486745212656,E,E,C,E,E,E,A,A,169.8755816156388,146.17203636198624,46.91167712010511,1
None,Buddhist,B,92.86581210355051,D,B,A,A,D,A,C,E,-35.71473194104332,-20.373383174910057,-82.834212327323,1
Physical,Other,D,-55.08249794442257,B,A,C,B,C,E,A,B,154.5452874115035,-2.4799017963706094,7.071535818555809,0
Both,Other,B,171.54024796976873,D,E,D,A,D,A,B,C,195.57711723950092,4.163261000020299,48.33042042225258,1
No,Christian,C,-47.682600038949644,C,B,B,E,B,C,A,A,-99.31358219128967,-102.49849004786789,-75.38781320625438,1
Mental,Hindu,D,-153.51069503726157,A,E,E,E,A,D,C,A,73.39894077211807,120.90923527663028,118.4611648044128,0
No,None,A,-166.2410432244996,A,E,C,E,D,B,B,B,-108.02294486438066,178.6288867428531,-82.36256844206196,0
Mental,Buddhist,A,-41.480031354007465,C,E,A,C,A,D,B,B,-121.50059517752226,57.07746540149916,39.756320438557694,1
Mental,Buddhist,C,-146.4776608723146,C,A,A,A,E,E,B,C,-104.8118389708123,89.40076315353342,-20.480427180785902,0
Physical,Other,C,-76.50653386708265,C,D,A,D,A,E,D,C,-131.33463549174775,70.06435418006383,-192.9781234518994,1
Yes,Other,E,214.52252705799194,E,C,E,D,B,A,B,D,-63.25033895358175,-49.463422558513976,-91.00265987112832,1
Physical,Buddhist,D,-241.601446647442,A,E,E,D,E,E,E,A,0.2286912561153872,168.54168060533192,-122.2143544025761,1
Yes,Christian,C,74.51131734019583,D,D,B,E,D,B,D,E,79.0098671962557,76.07533772564956,-103.21193217800501,1
Mental,Christian,B,63.08718798262185,A,B,D,C,E,A,D,D,72.78275112485623,48.69298771971827,-22.49161497014175,1
None,Christian,E,-15.122701316409598,E,B,D,E,C,E,A,A,-36.00361876877158,-20.13083937872763,173.58810013160934,0
Yes,Buddhist,D,108.73700299846323,B,D,D,E,A,B,E,C,32.574750266641935,126.99681477895328,-19.76011336638039,0
Both,Jewish,E,-100.05817863703884,C,C,B,B,E,B,B,A,230.22153879799308,5.543825221668402,-200.40250484282382,0
Yes,Christian,D,82.19982141861131,B,A,E,C,C,E,B,B,-6.072738095402479,-77.35247730368687,16.257698989243103,1
Physical,Buddhist,C,103.73344885635052,A,E,E,A,D,A,D,D,-86.16636996727699,126.16831080109239,110.99513928339091,1
Physical,None,C,-106.78856138942861,A,E,A,A,D,E,E,A,41.701767600165965,10.685627658958612,-25.943486292206448,1
Physical,Other,B,18.264234607622313,E,B,A,C,E,A,B,B,40.64125040951003,-76.41773368184735,94.49618457400976,0
None,None,A,-117.4239476122642,A,D,C,B,E,C,D,A,4.612784012554053,-2.9263226740052404,-23.743134684761632,1
Mental,Buddhist,E,-184.57212311871442,A,C,C,C,A,B,B,B,-94.81715395496634,96.86963806199181,-85.71947435158495,0
No,Muslim,E,7.818502239511006,B,A,C,B,A,C,A,D,41.775872767421795,-75.76859832545924,96.25209831918852,0
No,Christian,A,17.368144333900347,A,B,D,D,A,E,A,E,-9.452637123906046,35.35446151963053,11.69849690568438,1
Physical,Muslim,C,143.07773710266397,E,B,E,D,B,A,D,C,-72.03125045932222,77.68073805572715,-43.947882733567674,1
Mental,None,C,-137.50806669891483,A,C,A,A,D,D,A,E,119.22281455889943,-12.139489186731268,-94.84787888044544,1
None,Other,D,135.60909573482172,E,B,C,C,C,A,E,A,-157.36172279008974,39.747244964112824,127.99963902939608,1
Yes,Jewish,B,162.4596885080073,D,B,E,E,E,D,D,B,-4.08070487315953,104.62473991884784,54.128849177152304,1
Both,Muslim,D,-116.86362976836683,B,A,D,B,A,B,C,C,-191.60267492124413,12.512758422101633,-13.5353064860404,0
None,Christian,B,61.90412627228026,C,E,B,E,E,E,D,A,-37.349024947137934,-37.72000345159738,54.1733809192388,1
Both,Other,D,226.80131095393568,C,B,C,C,E,E,A,C,-78.48556042466048,152.43931666640316,69.42955190666608,0
Yes,Hindu,E,17.263575177725716,B,A,D,C,A,A,A,C,68.77315666644627,-23.329595651102615,42.64496034068127,0
Mental,Other,B,108.38741844628818,A,D,D,A,C,E,C,E,34.40951973257364,-123.1900515922976,25.816010145877605,1
Both,Buddhist,D,-38.36513459538081,C,D,A,D,D,D,A,E,147.66359172072922,-112.47203570547852,130.85660484038863,0
Physical,Hindu,A,-243.58521449418143,E,B,A,D,A,E,B,A,118.3801436709555,-22.703727918673675,133.08068506475962,1
Physical,Other,B,-25.277642618080918,D,C,C,B,D,B,B,A,1.1014194371394528,-33.902227866730755,22.93713011305285,0
None,Jewish,B,-80.43762702672048,C,B,A,D,A,A,C,A,-80.92803604789603,-133.6706154496344,130.001196398678,1
No,Jewish,D,-102.02146972922061,B,A,E,C,C,E,A,C,-10.553299092987753,257.36552679496725,-117.5841681791103,0
Yes,Jewish,D,64.00018522129952,C,C,D,B,C,E,E,B,23.353308260359825,8.886291620022432,98.5367697620767,1
Yes,Jewish,C,19.87555300347706,D,B,B,C,D,B,D,A,56.97703886493104,343.5250695600359,-85.3277335517076,1
Mental,None,E,-73.31165204967198,E,D,A,D,A,A,A,E,4.96937359847325,-54.13459806347607,42.899344752386476,0
Physical,Buddhist,C,-72.02523760279644,E,C,A,A,C,D,E,D,52.3145354436171,89.84243696358824,99.31044837925054,1
None,Hindu,D,-44.50952090544333,D,D,E,A,E,B,D,B,35.18981592168486,148.3030016144089,-208.56925144590565,1
Mental,Jewish,D,49.22305045175127,A,C,C,A,B,C,C,B,58.37996907075741,134.84929374136186,11.673805821959016,1
Both,Christian,E,182.28671093075087,A,C,B,E,A,C,C,A,-95.02694096104896,-63.37143947504394,-53.49066856363168,1
Yes,Muslim,A,-175.83332740732826,A,A,D,D,B,B,C,A,52.934302346002774,-257.2694195474027,125.85947750743453,1
Both,Jewish,A,-64.17105221082795,C,A,C,E,B,C,D,E,-28.802578446802528,-37.691819088858644,74.44457808364768,0
No,Hindu,A,-52.44101124707383,E,B,B,D,C,C,B,B,2.088003942414382,-91.51160660588984,39.898875388779175,0
Mental,Other,A,-22.26892726141262,A,A,D,B,E,A,D,E,-11.954920705582687,-164.59699912310938,292.5619384315854,1
No,None,D,176.82665107993446,D,A,B,D,A,D,B,C,101.62515714619873,59.814653677499976,177.07928887323172,0
Physical,None,D,39.265320844606,B,D,A,D,C,B,C,E,25.556568229983935,114.63730959954286,54.99750012163912,1
Mental,None,B,130.0203071682258,D,E,D,C,D,C,B,B,156.35651950404687,4.614704850910751,4.187026740636062,0
No,Other,B,100.18710951241043,D,C,E,C,D,E,C,C,-58.98701436728962,-8.39757858399057,122.94964721381486,1
Mental,Muslim,E,1.0610644880375724,D,A,A,A,B,E,A,B,-71.25734317251651,197.64586613299025,24.730357794352365,0
Physical,Muslim,C,-198.4150319730083,B,E,E,A,D,E,D,D,-22.437759375412465,62.44035355960893,-10.037508851274,0
Both,Christian,E,108.40514816395124,D,E,A,D,B,A,B,E,19.682014617694616,64.53469075641216,-111.60295064653722,1
