sex,orientation,married,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Male,Heterosexual,Divorced,36-50,C,B,C,D,-86.31533669763553,A,C,B,-26.624506301433577,E,-36.266350387153736,53.54588316794873,84.93158812028784,-33.0491347858254,-107.33468322524178,D,A,0
M,Heterosexual,Single,51-65,C,D,E,B,-92.12964478699243,D,C,D,116.81407031522627,A,-260.8270509057302,-30.305947396762654,-144.39173938876297,81.5992828350181,-234.09226043589356,C,C,0
Male,Heterosexual,Married,51-65,C,B,B,E,112.14318708725672,A,D,E,-4.726229205873878,D,-184.62646981368337,19.42024992043263,-22.307350228872373,-146.535674917333,103.32408347123274,D,C,1
Female,Heterosexual,Single,18-25,B,D,D,A,19.547275083806674,C,D,B,-139.68498387764606,E,-172.10076906588233,-109.40398552671427,115.98593421473662,79.80285864137726,-39.63618501179374,E,D,1
M,Homosexual,Married,51-65,E,C,E,C,-61.243913056688584,E,A,B,-132.23955049719228,E,-9.410160141078862,-75.69578519481658,44.35089310231932,71.17217557116489,-14.721826139820166,C,E,0
F,Heterosexual,Married,18-25,B,D,C,B,-164.060399414726,A,A,B,-97.80809979316062,C,112.24737269414298,-48.713695942173466,80.65350323459441,35.933102161141186,63.8197689105913,A,E,1
Non-binary,Homosexual,Single,51-65,B,A,C,E,-112.18068029788888,B,D,E,-97.59573982016406,B,-51.48252510050795,-167.48840129622664,-18.758845567239117,-171.76594607348613,3.3866691915523344,A,C,1
M,Other,Married,26-35,E,E,E,C,36.10623506213911,A,A,D,-161.4866640128132,B,41.622220603478276,-31.266402832407675,-42.93593090324513,8.847386298253,-154.04063121599603,D,C,0
Female,Homosexual,Widowed,65+,A,D,A,A,-98.55294606335165,B,E,B,213.22009053219296,D,85.42050172359514,-116.10345725136338,32.3991679033616,31.647017336170986,58.84502803960988,A,E,0
Non-binary,Bisexual,Divorced,36-50,C,D,D,A,-130.92774009213838,D,C,D,78.49679832363543,E,115.35467485794875,-126.88198227723448,57.928875769002175,-36.92943939984973,37.08287756507892,C,C,1
Non-binary,Other,Widowed,51-65,D,C,B,B,61.04824235238817,D,D,C,70.28288989064977,D,-183.17872374916752,-15.216505747788444,186.39613031211343,80.2802798941049,29.074566563005476,A,C,0
Female,Other,Widowed,65+,D,E,C,A,98.08281668421598,B,D,E,-56.902343643510115,A,-62.67448113361501,-175.54627960559966,79.53918304001108,12.490177846805697,-82.87630933713852,A,D,0
Other,Other,Single,51-65,A,E,D,E,-82.56392903968796,B,D,A,-216.27455732148667,C,31.53244377219687,70.7953543623058,45.35964323105242,28.48395453317185,83.78295885114045,E,C,0
Non-binary,Heterosexual,Widowed,51-65,E,C,E,A,155.79167820588026,A,B,A,-30.92041704949447,C,-62.24596499339564,141.59604035490347,26.67826890499026,-124.77535009469152,-139.24581265748122,D,B,1
Female,Heterosexual,Divorced,51-65,E,A,A,E,63.23164439442587,A,B,E,-27.130489317485413,C,11.071039187624857,-37.64377535027696,-39.95533829084319,58.94318305043045,-46.184876193452226,C,A,0
M,Heterosexual,Widowed,51-65,C,D,E,E,217.70031464975528,A,B,C,2.5644663523225373,E,-44.26701608473543,95.65357053567605,-43.34550530124433,-4.401753539057607,-78.12350707072484,D,C,1
F,Bisexual,Divorced,26-35,E,A,A,E,106.03088451928113,E,B,D,43.833390591020944,A,26.77713859444807,-64.82524836101054,89.05405434535876,-16.328504086439732,104.92392421823892,C,A,0
Female,Other,Divorced,18-25,D,E,E,E,-20.795937897339385,E,C,A,-81.8466103381393,C,-56.30811022095734,216.11680769446355,-125.74345942255903,-66.0797548805843,-152.86705410713256,D,C,0
M,Homosexual,Married,65+,A,A,A,E,62.05702940698703,D,E,A,45.39773452267548,B,1.1553514596464156,9.880172508686403,56.02045916930424,38.766011921710295,49.223817566627886,E,B,1
M,Other,Widowed,65+,C,A,D,D,-54.03336477331637,C,C,C,-28.80585129307991,C,5.131939104136942,-33.87455498575863,-38.300802128077656,-63.1534748248911,-180.36239052027537,C,D,0
F,Bisexual,Married,36-50,E,D,A,E,-123.95419457091388,A,A,D,27.100411277518212,C,-42.35952417662554,69.26128842693976,3.1990092955931013,33.989952272432774,257.57456378463803,E,C,0
Male,Bisexual,Divorced,51-65,A,D,A,D,137.79600375540554,B,A,C,-194.23337501223074,D,-60.30882305887395,172.32577423324437,-14.259996428814528,-68.95988044635853,-29.272366739613236,D,C,1
Male,Heterosexual,Divorced,36-50,C,E,E,E,-136.14713789777247,B,C,A,63.62375724858402,C,-56.36564123420121,-48.5679592756617,-26.170989667298112,256.8179199623741,106.46249478816863,B,A,0
M,Other,Single,36-50,A,E,A,C,-2.5783309394640677,A,C,B,-25.910458939978586,C,67.90904801700512,5.699525524432591,-62.55695884652992,118.76612348356733,130.01537633797403,A,E,0
Female,Other,Divorced,36-50,B,C,D,E,24.368715746391633,A,D,C,-124.21635234539,B,-95.77130184122943,-110.90421787932686,-7.123034165178896,11.872885312699044,49.260443360506024,D,A,0
Non-binary,Other,Single,51-65,A,A,D,B,-60.93271813180494,D,B,D,68.28880790532205,B,3.1626928402810996,-83.74998283921185,-79.37955811739114,-27.30166308269601,-25.304731131720864,E,D,1
F,Bisexual,Married,51-65,B,B,E,E,13.03267769744858,E,B,E,-116.71711584276521,C,-47.55906973649082,-125.11776281071798,-37.422928600695364,-63.39563408434997,21.699744332765093,A,B,1
M,Homosexual,Single,65+,E,D,E,A,-10.803520221129965,A,A,E,-46.00636406646751,E,113.50009242939376,116.93450590193723,109.01300178673088,-13.237200565806045,119.7415154125704,B,B,1
M,Bisexual,Married,51-65,A,E,D,A,-6.777435794420452,A,B,D,-139.68654789122905,B,124.33321419663959,-50.78480035485483,13.60829832833855,11.439989028566044,-1.6801425066801945,D,C,1
Female,Heterosexual,Married,65+,D,E,D,C,60.358982222531665,E,C,B,69.59119449610388,D,-26.62501569765791,40.28533153535322,-159.3987627943014,205.94076290937497,-115.73359341626667,A,A,0
Non-binary,Homosexual,Divorced,51-65,C,E,B,D,42.479859406768256,C,C,A,-124.15865326187323,D,-45.649929521248545,-121.77582035064441,-12.71828008320625,-83.33545499264467,-91.76659878569215,E,C,1
Male,Homosexual,Divorced,65+,C,C,C,D,96.58201292570926,C,D,A,-120.27175803339716,A,47.718873820822374,-92.29754948117778,61.082916852421974,151.01772328891616,-43.61695873021175,A,A,1
Female,Homosexual,Divorced,26-35,C,B,B,C,22.440977634404543,E,C,E,17.22750022075539,C,-47.23093768711038,66.29551003914557,-17.004956950009525,-11.846140108044315,-50.173766904363625,C,A,0
Male,Homosexual,Divorced,36-50,E,B,C,E,-3.333084472141004,B,A,C,-71.14167926121002,B,20.541129517822515,-132.55825414206566,-82.49134428460209,27.87014462965279,-41.08447319853957,A,B,0
Other,Homosexual,Widowed,18-25,E,A,B,A,-279.30695076727574,D,C,D,164.48205876520277,B,-35.27605572141012,-17.27070909286281,7.645667706383881,18.48212212006974,-52.629573822246286,B,E,1
Non-binary,Heterosexual,Married,51-65,E,A,D,A,2.0485794299307956,C,C,E,55.79603360827811,E,-44.709995171727996,-26.959605189122932,-7.257048092191637,91.60195407559073,-45.03464555530275,B,D,1
Other,Heterosexual,Divorced,26-35,A,C,C,B,-125.58276854178251,D,A,B,-92.2216038304617,C,141.2952918462633,-114.95479511610802,17.983669031063883,-60.68650809332251,125.11333486141203,B,D,1
F,Heterosexual,Married,18-25,A,E,A,A,-98.50814848419608,A,E,B,-261.3260812067102,A,192.26263602768924,193.06107190596776,48.6703810027743,41.98710373341068,-95.39596092638905,E,E,1
Male,Homosexual,Single,36-50,B,D,C,D,40.88964705261533,D,A,D,-51.841807300115484,C,-6.57260885899026,-13.332659874896176,-21.548793391678014,193.80834587753765,109.45252201628195,B,D,1
F,Other,Single,26-35,D,B,A,E,-214.89369843494495,C,D,C,-61.70367007963661,B,120.20511847788966,160.27673034906965,-59.49224279135002,108.21536554745946,91.67810463144859,A,B,1
F,Heterosexual,Single,26-35,E,A,C,D,3.1939000963959026,A,B,A,-25.681462603028677,C,-20.922158753167643,-91.96036064887723,99.14225981750225,-3.3061781270155293,-31.163749424083488,E,C,0
Other,Other,Divorced,51-65,C,C,C,E,-51.81865265924722,D,B,E,-20.63823572450621,E,149.27700676171628,47.84734977375198,89.85115862975671,129.51432551073046,-61.25492305011956,A,C,0
Non-binary,Other,Widowed,18-25,B,B,D,A,-56.481188002651095,D,D,C,-72.02021475295925,E,17.62574370557914,-127.1300764569165,25.461095609295654,-102.7761955665071,86.46712131135669,A,E,1
M,Homosexual,Divorced,51-65,A,D,B,D,50.012860801900715,B,E,E,173.14260006487078,D,-82.3130359840369,-79.20434972796977,0.23126100541869024,-120.31743471693859,16.628261448732104,D,D,1
Male,Heterosexual,Married,65+,C,A,B,D,111.93503756752798,D,A,A,44.71760663895852,A,-83.50910021269443,148.39626823237458,-17.148701532599336,167.66802313443833,-19.79716222863583,C,D,1
Other,Heterosexual,Divorced,51-65,B,E,C,D,-19.544274289607813,E,E,C,-0.08859850496952505,C,-125.9616705211935,91.92684667971147,55.48559631427352,91.72951367339233,128.15696855081913,C,C,1
Other,Bisexual,Divorced,65+,E,E,D,A,-13.10428638316887,E,E,D,59.75025186041615,C,-52.189026089062985,-93.74725429300338,-90.11910516635274,30.017257237101845,82.61208944804736,A,E,0
Other,Homosexual,Single,65+,C,B,E,C,69.4000397833991,D,E,D,68.83419867017865,B,117.21214470016609,2.3514389671995346,2.6580639352476454,29.50347244733116,-14.432698857552378,A,E,1
Other,Homosexual,Widowed,18-25,D,E,B,D,22.11536282951438,C,B,B,55.81465262141049,E,-110.32289342246413,-242.8820676361505,26.427813987824877,-72.44092229804264,-105.03931707138312,C,A,0
Non-binary,Homosexual,Married,18-25,E,C,D,D,-74.07991421931764,C,E,D,-49.15613013364293,C,-52.80588893972295,-12.071604860958482,58.83468324487377,48.1219149155312,-128.6749274744607,C,E,1
Other,Homosexual,Divorced,51-65,B,C,E,B,126.96079650233555,B,C,B,-149.88288297555923,B,24.90537913274997,97.75167794873742,13.537739895199023,44.40882950491879,7.133981482289983,E,D,1
Female,Other,Widowed,51-65,A,C,C,B,148.28358696684083,D,B,E,-61.998892830952954,E,57.655032185064535,81.3621287832613,27.95548151927077,139.57172195798532,47.18335442083172,D,E,1
M,Bisexual,Divorced,36-50,B,C,C,D,169.87093941738613,C,B,E,-109.65673591489427,B,222.49116350873882,39.270705095089745,54.056139168568066,-68.52831092549995,-0.3049439484051751,C,B,1
Male,Other,Single,18-25,D,A,C,E,62.83663000692508,B,C,A,109.37201677988757,D,103.94101941819416,-302.3578833524052,10.45320754775969,81.84014824091447,-78.30460302029635,E,B,0
M,Bisexual,Married,26-35,E,E,C,C,-104.18219502013133,B,C,E,-5.35705154024286,C,138.64353665926805,-208.57869779426176,-60.791556001903835,-166.56217920402364,-136.87951802996284,B,B,0
Non-binary,Other,Married,51-65,C,E,E,C,-97.06136108453285,C,E,B,82.2461106173987,D,-25.940959787452094,-28.62719720020014,82.42183620386244,95.28221351715412,114.07298440006211,E,E,0
M,Other,Widowed,18-25,A,E,C,E,-5.169857391512807,C,C,C,59.91150996201306,C,-1.989058702098848,-20.409647011351435,111.34003903907737,60.13423179459589,82.79771997475737,C,B,0
Other,Heterosexual,Widowed,36-50,B,E,C,D,29.072734554023853,E,E,E,-127.54829873408215,C,-87.4953701262221,95.68424402210077,157.81480148829814,51.26281620288259,76.04433012486047,E,C,0
M,Other,Single,51-65,D,D,C,A,-65.88961252283563,C,E,C,-175.27994386864668,A,3.3553356970133703,47.5451262032276,-69.26218142776648,-40.173491744649574,25.71887597216146,D,D,0
Male,Homosexual,Single,51-65,A,D,C,B,-79.0827021390787,C,A,A,29.85360365885733,A,89.77567564442074,75.73702543663404,-14.999908720654794,52.68149597593889,-47.39874875033644,D,A,1
M,Heterosexual,Divorced,26-35,D,B,C,E,-14.81954071951527,A,A,D,48.79742851614038,E,26.200459845598655,-82.8039390044004,-60.10715274229591,26.90871404734434,11.451434028249729,E,E,0
Male,Heterosexual,Widowed,18-25,A,E,D,A,-43.536466418071804,B,B,D,-107.82867589343856,E,-69.96318201323606,-23.567016517066573,-68.4147826265389,-70.36572187138707,-152.2433670411793,E,E,1
M,Other,Single,65+,B,B,D,E,-63.4769750551305,C,B,E,-76.5460005081912,E,188.06097163193604,-21.94045695757874,-74.45528759478324,256.6740288025496,-47.51062073234785,D,A,0
M,Homosexual,Single,65+,B,E,E,B,155.5835417512759,B,B,C,201.64023071500839,D,-101.38401600186202,45.621705966699295,-60.41642421020483,-123.4258502521592,22.119999423619145,A,D,1
Female,Other,Married,65+,C,A,C,D,137.08311019790455,C,B,D,147.56806419592837,A,-12.085583029716657,-250.23446978990756,-130.54441871692006,-17.736784867827797,35.78195657383444,A,E,0
M,Homosexual,Widowed,65+,A,C,A,D,-118.90820942997635,D,D,E,105.37055876569106,A,23.11338211223037,-138.65807126671123,2.959772096162552,32.88928923039819,-26.735818796651433,D,C,0
M,Homosexual,Divorced,36-50,C,A,B,D,36.4895158822638,C,D,E,-70.14442004201591,B,-51.44980929018571,7.258323819255481,362.85287384869883,75.56635947927433,83.10083931046667,A,C,1
Male,Other,Married,18-25,E,E,C,B,-31.046051158817672,A,D,B,80.79107005767261,E,-81.00931418653599,86.74721290245057,-138.66548925983142,95.18149937768597,-32.44065159581337,D,E,0
Non-binary,Homosexual,Divorced,65+,D,B,D,B,-10.364575830978863,B,E,D,12.669830590327619,E,-18.33544757560441,-17.613670032061638,27.099226483986993,59.13857367417342,-5.189869333776425,C,B,1
F,Other,Widowed,51-65,E,D,C,D,-21.748748608698897,D,B,D,46.63335719927051,C,-34.33419447719133,-14.515601733880034,-47.2418188198865,124.90179944488136,-77.53708989609783,E,C,0
Non-binary,Bisexual,Widowed,51-65,D,A,C,A,-28.677104185636864,C,D,C,22.75998498320917,A,56.19705091924468,75.23153426297179,48.12957795637376,-15.142929261874224,56.886933854673984,E,E,0
F,Homosexual,Widowed,26-35,B,E,A,B,-2.769828913371374,E,E,B,48.41675256125615,D,-173.4771839245669,19.561487451959223,102.19757923303196,-17.5635801901513,-130.56304285007147,D,C,1
M,Heterosexual,Divorced,26-35,E,C,A,C,-107.56696003180618,C,B,E,158.31361908031437,C,20.664609127163956,113.73138268297551,-76.8379495481786,37.538587513509896,47.28051310544009,E,E,0
M,Homosexual,Married,51-65,C,C,B,E,-134.77638546235912,B,B,B,-139.9425887289105,C,14.90824958011617,-58.109563993541066,181.9015943215597,-120.908781446406,-40.547719395101716,E,C,1
F,Other,Single,65+,D,B,B,C,42.03520296298851,C,D,A,-12.93668806246292,A,40.974177145867394,54.89745761449176,-37.47506822834707,-179.2341835500514,-170.37217347176775,D,C,1
Male,Heterosexual,Married,65+,C,C,B,B,260.50917285084626,E,A,D,199.80876985973407,E,-81.2205918089949,140.39269661191682,-65.49866942599424,15.543259389037523,-62.22220698044486,C,D,0
Other,Other,Married,18-25,C,A,E,D,-78.212387907625,C,C,B,-55.87662573888193,D,108.89053311900423,100.88475791155034,-131.86100665568597,49.37631909224396,190.45373172886957,D,D,0
Female,Other,Divorced,36-50,B,A,D,A,-57.80134389352958,B,A,D,-67.42379993939186,D,-51.59103660534839,-114.46748222700309,149.04095980179784,-41.25194851023112,54.803153076106625,D,B,0
Non-binary,Bisexual,Married,36-50,C,C,E,B,-36.94990933931208,A,A,D,-74.4534921801769,E,64.09459539830337,60.165001365632435,25.865128093324785,-105.85855122627723,-34.056765732226005,B,C,0
M,Heterosexual,Married,36-50,C,C,C,C,-100.60110708882127,A,B,D,44.786053875149996,D,131.35695981786256,10.14563819126493,61.496997408304445,36.94416425530264,-23.711769185467364,E,D,1
M,Heterosexual,Divorced,36-50,C,D,E,E,-6.45595704847565,D,E,E,88.9405775916751,E,85.15247541122547,-2.0576991288960613,62.140168255185046,75.0170390072209,31.834648833059614,A,B,0
M,Bisexual,Divorced,51-65,A,E,C,E,-103.4375523504306,D,E,A,106.91659826676776,B,198.5172801976524,78.12130811046995,84.31827000093615,107.44443442330459,-57.31516670997193,B,D,1
Other,Other,Single,18-25,D,A,A,D,-27.72059159121369,A,B,B,-166.07189167986297,D,-5.959063109841232,29.371396153381628,-180.12404690159934,-37.64834414978012,-103.20922455738386,B,B,1
Non-binary,Homosexual,Single,51-65,D,D,B,E,23.479769383835965,D,C,D,96.2925130844664,C,-28.089162941440726,-42.130434809438455,-117.972310015257,-31.665088895509726,209.37864779994206,B,B,1
M,Heterosexual,Widowed,65+,E,D,D,A,-125.07096555402795,B,A,A,17.501384024799073,A,106.15751438775646,35.12851722709092,-61.59235679112173,-51.555189807682055,-96.01963514308832,B,C,1
M,Other,Divorced,26-35,E,C,C,B,83.60107133292742,C,E,E,-13.670860678978364,E,92.12911538655861,-134.47146892455217,-200.2319082226038,-94.84792089618186,85.77378808072702,C,C,0
Other,Homosexual,Single,18-25,A,B,B,B,-182.8840014742791,B,D,E,-274.8373316194367,D,-279.0421280951091,-205.96777569016282,185.06732855454504,-128.3472531239355,56.80850328722503,D,C,0
M,Heterosexual,Divorced,51-65,B,B,E,C,9.326986986094056,D,B,B,29.163951621389234,A,155.80992575731605,132.2010311309663,152.41322795253382,-30.666267792600333,-75.5814692368793,D,D,0
Male,Other,Married,18-25,D,D,B,D,54.758886105575364,D,A,D,-66.57337875361603,E,39.15587457239094,124.17599477722176,97.65881158256276,-54.9923749952579,-2.7078409763218936,E,E,1
F,Bisexual,Divorced,18-25,D,D,B,D,46.399312054727346,B,A,A,15.885773395250027,C,98.55137024355149,-6.596710948208602,-0.6091997746979128,-133.34144936276948,40.8945267491636,C,C,1
Male,Other,Widowed,26-35,D,D,E,E,-81.54062609816218,D,B,B,-92.79509893239606,B,-103.17015078153524,-28.16207816550394,49.17170749643962,122.20505019676506,18.53939487815804,E,B,1
Male,Homosexual,Divorced,36-50,B,A,E,A,41.116254191260545,E,E,B,47.71168288252744,B,-300.7045044311423,-115.97446880634017,-219.54241721397972,45.157990337357006,206.65626657413165,A,C,1
M,Heterosexual,Divorced,18-25,D,B,B,C,250.688806914665,E,C,A,-24.452638816107218,C,-101.10827863921207,-42.23822379629532,52.725282799372884,278.4420563316755,-64.68229417483843,E,B,1
F,Bisexual,Widowed,65+,E,E,D,C,-80.44402826639137,C,A,D,181.48595855562354,C,-14.043908614350881,17.482307325369785,-126.43997386283303,158.4001707474856,-20.103470076426536,D,C,1
Other,Homosexual,Single,51-65,A,A,E,D,-95.9282000448608,C,B,D,4.747238102954092,B,-17.10681082423894,-45.42653079184099,148.3766477653706,9.65004922067398,-92.63039777214264,A,E,0
M,Other,Single,18-25,C,C,A,B,-28.324854710062926,E,E,D,-99.32246659661794,C,59.73531237861713,-126.3317884109908,247.1846164847773,-61.49790364595533,71.82440403590645,C,C,1
Non-binary,Heterosexual,Single,26-35,B,B,E,D,107.41597185396495,E,E,A,-116.5104351745496,E,264.9617609705476,-47.28204193041694,-7.664800073982467,-24.606597237065543,-13.28844023236778,B,A,0
F,Other,Divorced,18-25,D,D,A,D,173.9237467329604,A,A,E,-20.027974348265605,A,-67.00294732007218,-31.476268576702655,49.826758975344795,44.66117773255908,-157.39789263064523,D,B,0
Other,Bisexual,Single,51-65,A,C,E,A,307.8230134442211,E,E,D,-181.6039580239857,D,88.41926385534381,-58.03112334922053,-78.27032998933258,68.31709599743151,153.47710476757882,E,E,0
M,Heterosexual,Divorced,26-35,E,D,D,C,-11.210083023823369,C,C,C,63.04964459463991,D,-81.9669452442665,-56.81056054468285,48.14872000648474,201.80639888834943,38.31184399429034,D,A,0
F,Heterosexual,Married,51-65,B,A,E,C,86.9725119875508,A,E,C,-170.7404205560691,D,114.7913394818354,55.82407778020567,135.2209859715749,-16.480193485679376,-44.35953950738381,D,A,1
Other,Heterosexual,Single,65+,A,A,C,B,138.09585903056833,D,C,E,157.17584395046282,B,8.818900804993822,67.59733412015116,29.666081664559474,19.179337096478623,-154.37379935737485,C,D,0
Non-binary,Homosexual,Single,65+,E,A,C,D,-40.85241962063787,C,E,A,-86.74522124400596,D,-45.142185410930516,-135.7179502134129,-58.66515775194993,6.981580154205106,-35.34181741567518,D,E,0
Male,Other,Single,36-50,A,D,E,B,-155.35997695369576,E,B,D,-110.8459599310564,A,-131.34527320963218,212.6376612186099,13.831401181612224,-44.4003197950949,-164.25170849552597,C,E,1
Other,Other,Divorced,36-50,C,C,C,E,-107.05242056689318,C,B,C,109.40565912744032,C,70.58710283177405,9.8413639057849,-96.98536970158864,11.77444220179652,89.86230254239376,C,E,1
Female,Other,Married,65+,B,C,C,C,225.84715149328383,D,B,A,24.015909514417768,A,-75.55414762288957,249.89237334859968,-229.42378232284614,-163.55500239606806,84.24013181902143,C,E,1
